Gene stable ID	Oryza glaberrima gene stable ID	% identity	Oryza glaberrima % identity	Orthology confidence [0 low, 1 high]
OS05G0577800	ORGLA05G0233100	100	100	1
OS05G0577900	ORGLA05G0233200	100	100	1
OS05G0578000	ORGLA05G0233300	100	100	1
OS05G0578100	ORGLA05G0233400	97	97	0
OS05G0578500	ORGLA05G0233500	61	95	0
OS05G0578600	ORGLA06G0280900	51	33	0
OS05G0578900	ORGLA05G0233700	99	100	1
OS05G0579000	ORGLA05G0233800	100	100	1
OS05G0579100	ORGLA05G0233900	100	100	1
OS05G0579200	ORGLA05G0234000	100	100	1
OS05G0579300	ORGLA05G0234100	91	92	0
OS05G0579500	ORGLA05G0234200	90	95	1
OS05G0579600	ORGLA05G0234300	100	100	1
OS05G0579700	ORGLA05G0234400	93	90	1
OS05G0579800	ORGLA05G0234500	100	100	1
OS05G0579900	ORGLA05G0234600	66	51	0
OS05G0580000	ORGLA05G0234700	100	100	1
OS05G0580200	ORGLA05G0234800	87	88	1
OS05G0580500	ORGLA05G0235000	63	7	0
OS05G0580550	ORGLA11G0040700	1	1	0
OS05G0580550	ORGLA11G0040800	70	63	0
OS05G0580550	ORGLA11G0075100	0	0	0
OS05G0580550	ORGLA11G0075200	71	63	0
OS05G0580600	ORGLA05G0235100	66	99	1
OS05G0580800	ORGLA05G0235200	3	6	0
OS05G0580900	ORGLA05G0238400	82	84	0
OS05G0581200	ORGLA05G0235400	87	89	1
OS05G0581300	ORGLA05G0235500	89	100	1
OS05G0581700	ORGLA05G0235600	99	99	0
OS05G0581800	ORGLA05G0235700	99	97	1
OS05G0581900	ORGLA05G0235800	99	99	1
OS05G0582000	ORGLA05G0235900	99	99	1
OS05G0582100	ORGLA05G0236000	100	100	1
OS05G0582300	ORGLA05G0236200	100	78	1
OS05G0582500	ORGLA05G0236400	99	99	1
OS05G0582600	ORGLA05G0236500	98	98	1
OS05G0582800	ORGLA05G0236600	100	100	1
OS05G0583000	ORGLA05G0236700	72	73	0
OS05G0583100	ORGLA05G0236800	100	65	1
OS05G0583200	ORGLA05G0237000	99	99	1
OS05G0583400	ORGLA05G0237100	99	100	1
OS05G0583500	ORGLA05G0237200	99	99	1
OS05G0583950	ORGLA05G0237400	93	94	0
OS05G0584200	ORGLA05G0237600	100	100	1
OS05G0584300	ORGLA05G0237700	72	72	0
OS05G0584400	ORGLA05G0237800	71	59	1
OS05G0584600	ORGLA05G0237900	100	99	1
OS05G0584900	ORGLA11G0084300	34	12	1
OS05G0585400	ORGLA05G0238200	99	99	1
OS05G0585500	ORGLA05G0238300	99	99	1
OS05G0585800	ORGLA05G0238500	99	99	1
OS05G0585900	ORGLA05G0238600	84	99	1
OS05G0586050	ORGLA08G0197200	23	95	1
OS05G0586200	ORGLA05G0238700	100	100	1
OS05G0586300	ORGLA05G0238800	96	80	1
OS05G0586400	ORGLA05G0238900	99	99	1
OS05G0586500	ORGLA05G0239000	100	100	1
OS05G0586600	ORGLA05G0239100	59	42	0
OS05G0586700	ORGLA05G0239200	97	97	0
OS05G0586900	ORGLA05G0239300	100	100	1
OS05G0587000	ORGLA05G0239400	85	85	1
OS05G0587100	ORGLA05G0239500	100	100	1
OS05G0587200	ORGLA05G0239600	97	37	1
OS05G0587300	ORGLA05G0239700	100	100	1
OS05G0587400	ORGLA05G0239800	99	99	1
OS05G0588100	ORGLA05G0240200	69	77	0
OS05G0588200	ORGLA05G0240300	100	100	1
OS05G0588500	ORGLA05G0240500	99	99	1
OS05G0588700	ORGLA05G0240700	99	99	0
OS05G0588850	ORGLA05G0240800	100	87	1
OS05G0588900	ORGLA05G0240900	98	70	0
OS05G0589000	ORGLA05G0241000	100	100	1
OS05G0589200	ORGLA05G0241100	98	81	0
OS05G0589400	ORGLA05G0241200	100	100	1
OS05G0589600	ORGLA05G0241300	100	100	1
OS05G0589700	ORGLA05G0241500	98	90	1
OS05G0590000	ORGLA05G0241800	99	99	0
OS05G0590100	ORGLA05G0241900	99	99	1
OS05G0590300	ORGLA05G0242000	93	93	1
OS05G0591400	ORGLA05G0242300	99	99	1
OS05G0591450	ORGLA05G0242400	73	100	1
OS05G0591600	ORGLA05G0242500	97	93	1
OS05G0591900	ORGLA05G0242600	100	100	1
OS05G0592000	ORGLA05G0242800	100	99	1
OS05G0592100	ORGLA05G0242900	100	100	1
OS05G0592300	ORGLA05G0243000	100	100	1
OS05G0592500	ORGLA05G0243100	98	98	1
OS05G0592600	ORGLA05G0243200	95	99	1
OS05G0592800	ORGLA05G0243300	98	97	1
OS05G0593000	ORGLA05G0243400	91	91	1
OS05G0593100	ORGLA05G0243500	100	100	1
OS05G0593200	ORGLA05G0243600	99	99	1
OS05G0593300	ORGLA05G0243700	98	58	1
OS05G0593550	ORGLA05G0243700	91	37	1
OS05G0593800	ORGLA05G0243800	100	100	1
OS05G0593900	ORGLA05G0243900	99	100	1
OS05G0594100	ORGLA05G0244100	100	96	1
OS05G0594200	ORGLA05G0244200	98	98	1
OS05G0594500	ORGLA05G0244300	99	99	1
OS05G0594700	ORGLA05G0244400	100	100	1
OS05G0594800	ORGLA05G0244500	100	100	1
OS05G0594900	ORGLA05G0244600	100	70	1
OS05G0595000	ORGLA05G0244700	82	80	1
OS05G0595200	ORGLA05G0244900	73	98	1
OS05G0595300	ORGLA05G0245000	99	99	1
OS05G0595400	ORGLA05G0245100	100	100	1
OS05G0595500	ORGLA05G0245200	100	100	1
OS05G0595800	ORGLA05G0245400	99	85	1
OS05G0596000	ORGLA05G0245500	100	100	1
OS05G0596200	ORGLA05G0245600	100	100	1
OS05G0596500	ORGLA05G0245700	100	100	1
OS05G0596600	ORGLA05G0245800	100	100	1
OS05G0596700	ORGLA05G0245900	9	10	1
OS05G0597000	ORGLA05G0246000	92	92	1
OS06G0101100	ORGLA06G0000100	99	99	1
OS06G0101300	ORGLA06G0000200	99	99	1
OS06G0101600	ORGLA06G0000300	100	100	1
OS06G0102100	ORGLA06G0000600	99	99	1
OS06G0102300	ORGLA06G0000700	97	67	0
OS06G0102600	ORGLA06G0000900	7	7	0
OS06G0102700	ORGLA06G0001000	100	98	1
OS06G0102800	ORGLA06G0001100	99	59	1
OS06G0102900	ORGLA06G0001100	94	31	1
OS06G0103200	ORGLA06G0001300	97	95	1
OS06G0103300	ORGLA06G0001400	100	100	1
OS06G0103400	ORGLA06G0001500	100	100	1
OS06G0103500	ORGLA06G0001600	99	99	1
OS06G0103600	ORGLA06G0001700	98	98	1
OS06G0103700	ORGLA06G0001800	95	96	1
OS06G0103800	ORGLA06G0001900	99	99	1
OS06G0103900	ORGLA06G0002000	99	99	1
OS06G0104000	ORGLA06G0002100	100	100	1
OS06G0104100	ORGLA06G0002200	99	99	1
OS06G0104200	ORGLA06G0002300	100	100	1
OS06G0104300	ORGLA06G0002400	100	100	1
OS06G0104400	ORGLA06G0002500	100	92	1
OS06G0104800	ORGLA06G0002600	94	99	0
OS06G0104900	ORGLA06G0002700	100	100	1
OS06G0105100	ORGLA06G0002800	82	81	0
OS06G0105350	ORGLA06G0002900	97	99	1
OS06G0105400	ORGLA06G0003000	100	100	1
OS06G0105500	ORGLA06G0003100	100	100	1
OS06G0105600	ORGLA06G0003200	100	51	1
OS06G0105700	ORGLA06G0003300	99	99	1
OS06G0105800	ORGLA06G0003400	99	99	1
OS06G0105900	ORGLA06G0003500	99	99	1
OS06G0106000	ORGLA06G0003600	100	100	1
OS06G0106100	ORGLA06G0003700	100	100	1
OS06G0106500	ORGLA03G0373200	12	6	1
OS06G0106900	ORGLA06G0004400	100	100	1
OS06G0107000	ORGLA06G0004500	99	99	1
OS06G0107100	ORGLA06G0004600	100	100	1
OS06G0107600	ORGLA06G0004800	100	100	1
OS06G0107700	ORGLA06G0004900	99	99	1
OS06G0107800	ORGLA06G0005000	88	53	0
OS06G0108500	ORGLA06G0005200	100	100	1
OS06G0108600	ORGLA06G0005300	100	94	1
OS06G0108900	ORGLA06G0005600	99	99	0
OS06G0109000	ORGLA06G0005700	100	100	1
OS06G0109200	ORGLA06G0005800	100	100	1
OS06G0109300	ORGLA06G0005900	100	100	1
OS06G0109400	ORGLA06G0006000	100	100	1
OS06G0109500	ORGLA06G0006100	100	84	1
OS06G0109600	ORGLA06G0006200	100	100	1
OS06G0110000	ORGLA06G0006400	100	100	1
OS06G0110100	ORGLA06G0006500	100	100	1
OS06G0110200	ORGLA06G0006600	99	98	1
OS06G0110400	ORGLA06G0006700	82	97	1
OS06G0111100	ORGLA06G0006800	99	99	1
OS06G0111200	ORGLA06G0006900	91	99	0
OS06G0111300	ORGLA06G0007000	92	56	0
OS06G0111400	ORGLA06G0007100	99	99	1
OS06G0111500	ORGLA06G0007200	100	100	1
OS06G0111600	ORGLA06G0007300	100	91	0
OS06G0111700	ORGLA06G0007400	95	95	1
OS06G0111800	ORGLA10G0148700	75	78	0
OS06G0112000	ORGLA03G0190600	40	39	0
OS06G0113600	ORGLA06G0007900	98	98	0
OS06G0113800	ORGLA06G0008100	99	99	1
OS06G0113900	ORGLA06G0008200	100	100	1
OS06G0114000	ORGLA06G0008300	100	100	1
OS06G0114200	ORGLA06G0008400	100	100	1
OS06G0114366	ORGLA06G0008500	99	99	1
OS06G0114500	ORGLA06G0008700	100	100	1
OS06G0114600	ORGLA06G0008800	99	99	1
OS06G0114650	ORGLA06G0008900	87	96	1
OS06G0114700	ORGLA06G0009000	100	100	1
OS06G0114900	ORGLA06G0009100	61	91	1
OS06G0115000	ORGLA06G0009200	100	100	1
OS06G0115100	ORGLA06G0009300	99	99	1
OS06G0115200	ORGLA06G0009400	100	100	1
OS06G0115300	ORGLA06G0009500	100	100	1
OS06G0115400	ORGLA06G0009600	99	99	1
OS06G0115500	ORGLA06G0009700	100	100	1
OS06G0115600	ORGLA06G0009800	92	88	0
OS06G0115700	ORGLA06G0009900	98	98	1
OS06G0115800	ORGLA06G0010000	94	72	1
OS06G0116300	ORGLA06G0010300	100	99	1
OS06G0116400	ORGLA06G0010400	100	100	1
OS06G0116600	ORGLA06G0010600	98	71	1
OS06G0116800	ORGLA06G0010800	100	100	1
OS06G0116900	ORGLA06G0010900	98	98	0
OS06G0117500	ORGLA06G0011100	86	56	1
OS06G0117800	ORGLA06G0197600	61	58	0
OS06G0118000	ORGLA06G0011400	58	86	1
OS06G0118150	ORGLA04G0178400	76	22	1
OS06G0119200	ORGLA06G0011000	96	97	0
OS06G0120200	ORGLA06G0011500	87	87	0
OS06G0120732	ORGLA02G0339500	77	67	1
OS06G0121300	ORGLA06G0014100	85	95	0
OS06G0121500	ORGLA06G0014300	95	95	1
OS06G0121650	ORGLA06G0014100	85	95	0
OS06G0121700	ORGLA06G0014200	97	97	0
OS06G0121800	ORGLA06G0014300	86	95	1
OS06G0122200	ORGLA06G0014400	49	49	0
OS06G0124300	ORGLA06G0014500	76	75	0
OS06G0124400	ORGLA06G0014600	94	95	0
OS06G0124900	ORGLA06G0014700	98	98	1
OS06G0125000	ORGLA06G0014800	73	73	0
OS06G0125132	ORGLA06G0015000	98	98	1
OS06G0125200	ORGLA06G0090200	54	77	0
OS06G0125300	ORGLA06G0015200	96	96	0
OS06G0125400	ORGLA06G0015300	96	96	1
OS06G0125500	ORGLA06G0015400	87	49	1
OS06G0125600	ORGLA06G0015500	96	63	1
OS06G0125800	ORGLA06G0015600	100	100	1
OS06G0126000	ORGLA06G0015700	96	98	1
OS06G0126250	ORGLA06G0015800	100	100	1
OS06G0126500	ORGLA06G0015900	100	96	1
OS06G0127000	ORGLA06G0016100	100	100	1
OS06G0127200	ORGLA06G0016200	99	98	1
OS06G0127300	ORGLA06G0016300	93	54	1
OS06G0127500	ORGLA06G0016400	93	84	1
OS06G0127700	ORGLA06G0016500	99	99	1
OS06G0127800	ORGLA06G0016600	99	100	1
OS06G0127900	ORGLA06G0016700	100	100	1
OS06G0128000	ORGLA06G0016800	46	52	0
OS06G0128100	ORGLA06G0016900	99	99	1
OS06G0128200	ORGLA06G0017000	100	94	1
OS06G0128300	ORGLA06G0017100	100	100	1
OS06G0128400	ORGLA06G0017200	100	60	0
OS06G0128500	ORGLA06G0017300	100	100	1
OS06G0128600	ORGLA06G0017400	92	14	0
OS06G0128700	ORGLA06G0017400	88	26	0
OS06G0128800	ORGLA06G0017500	100	79	1
OS06G0129000	ORGLA06G0017600	99	98	1
OS06G0129100	ORGLA06G0017700	99	99	1
OS06G0129200	ORGLA06G0017800	100	100	1
OS06G0129300	ORGLA06G0017900	100	100	1
OS06G0129400	ORGLA06G0018100	93	74	1
OS06G0129700	ORGLA06G0018300	97	97	0
OS06G0129800	ORGLA06G0018400	95	95	0
OS06G0129900	ORGLA06G0018500	100	100	1
OS06G0130000	ORGLA06G0018600	100	100	1
OS06G0130100	ORGLA06G0018700	100	100	1
OS06G0130200	ORGLA06G0018800	100	100	1
OS06G0130400	ORGLA06G0018900	99	99	1
OS06G0130500	ORGLA06G0019000	100	100	1
OS06G0130600	ORGLA06G0019100	100	100	1
OS06G0130800	ORGLA06G0019200	87	87	1
OS06G0131100	ORGLA06G0019400	100	100	1
OS06G0131300	ORGLA06G0019600	100	100	1
OS06G0131500	ORGLA06G0019700	98	98	0
OS06G0131700	ORGLA06G0019800	100	100	1
OS06G0132100	ORGLA06G0020000	98	98	0
OS06G0132300	ORGLA06G0020100	87	96	1
OS06G0132400	ORGLA06G0020200	100	33	1
OS06G0132500	ORGLA06G0020300	100	23	1
OS06G0132550	ORGLA06G0020300	84	29	1
OS06G0132600	ORGLA06G0020400	100	100	1
OS06G0133000	ORGLA06G0020500	100	100	1
OS06G0133200	ORGLA06G0020600	99	97	1
OS06G0133300	ORGLA06G0020700	100	100	1
OS06G0133400	ORGLA06G0020800	79	100	1
OS06G0133500	ORGLA06G0020900	100	100	1
OS06G0133600	ORGLA06G0021100	100	100	1
OS06G0133800	ORGLA06G0021300	100	91	0
OS06G0133900	ORGLA06G0021400	100	63	1
OS06G0134000	ORGLA06G0021500	100	100	0
OS06G0134050	ORGLA06G0021600	87	91	0
OS06G0134400	ORGLA06G0021700	43	79	1
OS06G0134500	ORGLA06G0021900	55	55	1
OS06G0134700	ORGLA06G0022000	100	99	1
OS06G0134800	ORGLA06G0022100	98	98	1
OS06G0134900	ORGLA06G0022200	99	99	1
OS06G0135460	ORGLA06G0022400	94	94	1
OS06G0135900	ORGLA06G0022600	99	75	0
OS06G0136000	ORGLA06G0022700	100	100	1
OS06G0136100	ORGLA06G0022800	90	90	0
OS06G0136300	ORGLA06G0022900	89	88	1
OS06G0136500	ORGLA06G0023100	100	61	0
OS06G0136600	ORGLA06G0023200	99	99	0
OS06G0136700	ORGLA06G0023300	98	98	1
OS06G0136800	ORGLA06G0023400	96	96	1
OS06G0136900	ORGLA06G0023500	99	99	1
OS06G0137100	ORGLA06G0023600	98	31	1
OS06G0137300	ORGLA06G0023700	100	100	1
OS06G0137400	ORGLA06G0023800	100	100	1
OS06G0137500	ORGLA06G0023900	99	99	1
OS06G0137600	ORGLA06G0024000	100	100	1
OS06G0137650	ORGLA06G0105600	69	29	0
OS06G0137650	ORGLA06G0290400	69	29	0
OS06G0137700	ORGLA06G0024100	95	95	1
OS06G0138000	ORGLA06G0024300	76	26	0
OS06G0138100	ORGLA06G0024400	100	100	1
OS06G0138200	ORGLA06G0024500	99	99	1
OS06G0138400	ORGLA06G0024600	88	99	1
OS06G0138600	ORGLA06G0024700	99	100	1
OS06G0138900	ORGLA06G0024800	94	94	1
OS06G0139000	ORGLA06G0024900	97	90	0
OS06G0139150	ORGLA06G0024800	94	94	1
OS06G0139700	ORGLA06G0025100	98	99	1
OS06G0139800	ORGLA06G0025200	95	95	0
OS06G0139900	ORGLA06G0025300	99	99	1
OS06G0140100	ORGLA06G0025400	95	96	0
OS06G0140400	ORGLA06G0025500	98	97	1
OS06G0140700	ORGLA06G0025700	99	99	1
OS06G0140800	ORGLA06G0025800	96	96	1
OS06G0140900	ORGLA06G0025900	100	100	1
OS06G0141100	ORGLA06G0026000	95	95	1
OS06G0141166	ORGLA06G0026100	100	99	1
OS06G0141200	ORGLA06G0026200	100	100	1
OS06G0141400	ORGLA06G0026300	74	79	0
OS06G0141600	ORGLA06G0026400	68	81	0
OS06G0141600	ORGLA06G0026900	68	82	0
OS06G0141700	ORGLA06G0026500	97	90	1
OS06G0141950	ORGLA06G0026600	14	3	1
OS06G0142100	ORGLA06G0026800	93	93	0
OS06G0142350	ORGLA06G0026400	95	82	0
OS06G0142350	ORGLA06G0026900	96	83	0
OS06G0142400	ORGLA06G0027000	98	98	1
OS06G0142500	ORGLA06G0027200	85	88	0
OS06G0142600	ORGLA06G0027300	98	59	1
OS06G0142650	ORGLA06G0027400	97	98	1
OS06G0142700	ORGLA06G0027500	99	99	0
OS06G0142800	ORGLA06G0027600	95	95	1
OS06G0142900	ORGLA06G0027700	100	31	1
OS06G0143000	ORGLA06G0027800	100	100	1
OS06G0143100	ORGLA06G0027900	87	87	1
OS06G0143400	ORGLA06G0028000	99	99	0
OS06G0143500	ORGLA06G0028100	100	100	1
OS06G0143700	ORGLA06G0028300	100	100	0
OS06G0143900	ORGLA06G0028400	99	99	1
OS06G0144000	ORGLA06G0028500	99	99	1
OS06G0144600	ORGLA06G0029000	2	3	1
OS06G0144600	ORGLA06G0029100	4	7	1
OS06G0144800	ORGLA06G0028900	100	100	1
OS06G0144900	ORGLA06G0028800	93	98	1
OS06G0145200	ORGLA06G0029400	98	98	1
OS06G0145300	ORGLA06G0029500	89	54	1
OS06G0145600	ORGLA06G0029700	51	51	1
OS06G0145700	ORGLA06G0029800	89	73	1
OS06G0145800	ORGLA06G0029900	99	99	1
OS06G0145950	ORGLA06G0030000	41	44	1
OS06G0146100	ORGLA06G0030100	97	97	1
OS06G0146250	ORGLA06G0030200	87	99	1
OS06G0146400	ORGLA06G0030400	99	99	1
OS06G0146600	ORGLA06G0030500	97	100	1
OS06G0146800	ORGLA06G0030600	97	97	1
OS06G0146900	ORGLA06G0030700	100	100	1
OS06G0147000	ORGLA06G0030800	93	93	0
OS06G0147100	ORGLA06G0030900	98	98	1
OS06G0147250	ORGLA06G0031000	93	93	1
OS06G0147300	ORGLA06G0031100	100	100	1
OS06G0147400	ORGLA06G0031200	100	100	1
OS06G0147600	ORGLA06G0031300	96	99	1
OS06G0147800	ORGLA06G0031400	100	100	1
OS06G0148000	ORGLA06G0031500	87	56	0
OS06G0148100	ORGLA06G0031600	98	98	1
OS06G0148200	ORGLA06G0031700	100	100	1
OS06G0148600	ORGLA06G0031900	98	98	0
OS06G0148700	ORGLA06G0032000	68	73	1
OS06G0148900	ORGLA06G0032200	98	98	0
OS06G0149200	ORGLA06G0032500	95	12	1
OS06G0149400	ORGLA06G0032700	100	100	1
OS06G0149500	ORGLA06G0032800	100	100	1
OS06G0149700	ORGLA06G0032900	100	100	1
OS06G0149900	ORGLA06G0033000	100	100	1
OS06G0150100	ORGLA06G0033200	100	100	1
OS06G0150300	ORGLA06G0033300	100	99	1
OS06G0150400	ORGLA06G0033400	99	99	1
OS06G0150600	ORGLA06G0033500	100	100	1
OS06G0151100	ORGLA06G0033800	98	98	1
OS06G0151200	ORGLA06G0033900	100	100	1
OS06G0151300	ORGLA06G0034000	100	100	1
OS06G0151600	ORGLA06G0034100	99	99	1
OS06G0151700	ORGLA06G0034200	98	98	1
OS06G0151900	ORGLA06G0034300	100	29	1
OS06G0152000	ORGLA06G0034400	98	38	0
OS06G0152100	ORGLA06G0034500	100	100	1
OS06G0152200	ORGLA06G0034600	99	99	1
OS06G0152300	ORGLA06G0034700	96	98	0
OS06G0152400	ORGLA06G0034800	93	93	1
OS06G0152600	ORGLA06G0034900	76	100	1
OS06G0152700	ORGLA06G0035000	97	97	0
OS06G0152800	ORGLA06G0035100	95	94	0
OS06G0153000	ORGLA06G0035200	100	100	1
OS06G0153200	ORGLA06G0035300	72	100	1
OS06G0157700	ORGLA06G0035400	97	97	0
OS06G0157800	ORGLA06G0035500	98	97	1
OS06G0157900	ORGLA06G0035600	99	98	1
OS06G0158000	ORGLA06G0035700	100	94	1
OS06G0158100	ORGLA06G0035800	98	98	1
OS06G0158200	ORGLA06G0035900	97	37	0
OS06G0158300	ORGLA06G0036000	100	100	1
OS06G0158600	ORGLA06G0036300	98	92	0
OS06G0158700	ORGLA06G0036400	95	98	1
OS06G0158800	ORGLA06G0036500	100	100	1
OS06G0158900	ORGLA06G0036600	99	99	1
OS06G0159600	ORGLA06G0036700	89	92	0
OS06G0159750	ORGLA02G0206600	47	21	0
OS06G0160001	ORGLA05G0155500	100	100	1
OS06G0160200	ORGLA06G0036900	97	96	0
OS06G0160400	ORGLA06G0037000	98	98	0
OS06G0160600	ORGLA06G0037200	97	94	0
OS06G0160700	ORGLA06G0037300	99	99	0
OS06G0160800	ORGLA06G0037400	97	97	0
OS06G0161800	ORGLA06G0037600	91	89	1
OS06G0161900	ORGLA06G0037700	85	84	0
OS06G0162100	ORGLA06G0038000	90	96	1
OS06G0162500	ORGLA06G0038300	98	99	1
OS06G0162600	ORGLA06G0038400	99	99	1
OS06G0162700	ORGLA06G0038500	73	97	1
OS06G0162800	ORGLA06G0038600	95	95	0
OS06G0163000	ORGLA06G0038700	98	99	0
OS06G0163200	ORGLA06G0038800	97	86	0
OS06G0163300	ORGLA06G0038900	94	94	0
OS06G0163400	ORGLA06G0039000	98	98	1
OS06G0163500	ORGLA06G0039100	99	64	0
OS06G0163600	ORGLA06G0039200	100	26	1
OS06G0164000	ORGLA06G0039600	99	99	1
OS06G0164100	ORGLA06G0039700	100	100	1
OS06G0164400	ORGLA06G0039900	80	50	1
OS06G0164500	ORGLA06G0040000	78	92	1
OS06G0164900	ORGLA06G0040200	90	92	1
OS06G0165300	ORGLA06G0040400	90	44	1
OS06G0165500	ORGLA06G0040500	96	97	0
OS06G0165600	ORGLA08G0220200	38	41	1
OS06G0165800	ORGLA06G0040600	100	100	1
OS06G0166000	ORGLA06G0040700	100	100	0
OS06G0166100	ORGLA06G0040800	97	97	1
OS06G0166200	ORGLA06G0040900	100	100	1
OS06G0166400	ORGLA06G0041000	93	93	0
OS06G0166500	ORGLA06G0041200	96	98	1
OS06G0166900	ORGLA06G0041500	100	100	1
OS06G0167000	ORGLA05G0040900	100	48	0
OS06G0167100	ORGLA06G0041700	99	99	1
OS06G0167200	ORGLA06G0041800	100	100	1
OS06G0167400	ORGLA06G0041900	96	85	1
OS06G0167600	ORGLA06G0042000	100	100	1
OS06G0168000	ORGLA06G0042200	97	99	1
OS06G0168400	ORGLA06G0042400	100	100	1
OS06G0168500	ORGLA06G0042500	99	99	1
OS06G0168600	ORGLA06G0042600	100	100	1
OS06G0168700	ORGLA06G0042700	95	92	1
OS06G0168800	ORGLA06G0042800	99	99	1
OS06G0169001	ORGLA06G0042900	98	98	1
OS06G0170100	ORGLA06G0043000	97	97	1
OS06G0170500	ORGLA06G0043100	98	98	1
OS06G0170866	ORGLA06G0043300	39	44	0
OS06G0171600	ORGLA06G0043400	0	0	1
OS06G0171700	ORGLA06G0043500	99	99	0
OS06G0171800	ORGLA06G0043600	96	96	0
OS06G0171900	ORGLA06G0043700	89	87	1
OS06G0172000	ORGLA06G0043800	92	92	1
OS06G0172200	ORGLA06G0043900	100	100	0
OS06G0172800	ORGLA06G0044100	78	93	1
OS06G0173000	ORGLA06G0044200	99	99	1
OS06G0173100	ORGLA06G0044300	100	100	1
OS06G0173800	ORGLA06G0044700	85	58	0
OS06G0174375	ORGLA06G0045000	99	100	1
OS06G0174400	ORGLA06G0045100	100	100	1
OS06G0174900	ORGLA06G0045200	42	43	1
OS06G0175400	ORGLA06G0045300	39	28	0
OS06G0175500	ORGLA06G0045400	88	88	0
OS06G0175800	ORGLA06G0045600	99	99	1
OS06G0175900	ORGLA06G0045700	83	50	0
OS06G0176150	ORGLA06G0045800	71	33	0
OS06G0176200	ORGLA06G0045900	99	99	1
OS06G0176300	ORGLA06G0046000	92	74	1
OS06G0176500	ORGLA06G0046100	97	80	1
OS06G0176600	ORGLA07G0190900	35	23	0
OS06G0176650	ORGLA06G0046200	97	85	1
OS06G0176700	ORGLA06G0046300	96	96	1
OS06G0176900	ORGLA06G0045600	99	80	1
OS06G0177000	ORGLA06G0045700	83	50	0
OS06G0177250	ORGLA06G0045800	71	33	0
OS06G0177300	ORGLA06G0045900	99	99	1
OS06G0177600	ORGLA06G0046000	92	74	1
OS06G0177700	ORGLA06G0046100	97	80	1
OS06G0178400	ORGLA07G0190900	35	23	0
OS06G0178450	ORGLA06G0046200	97	85	1
OS06G0178500	ORGLA06G0046300	96	96	1
OS06G0178700	ORGLA06G0046600	100	100	1
OS06G0178900	ORGLA06G0046700	100	100	1
OS06G0179000	ORGLA06G0046800	100	100	1
OS06G0179100	ORGLA06G0046900	84	58	1
OS06G0179200	ORGLA06G0047000	100	100	1
OS06G0179500	ORGLA06G0047100	98	98	0
OS06G0179700	ORGLA06G0047300	99	99	1
OS06G0179800	ORGLA06G0047400	92	92	0
OS06G0179900	ORGLA06G0047500	96	96	0
OS06G0180000	ORGLA06G0047600	95	84	1
OS06G0180300	ORGLA06G0047900	99	99	1
OS06G0181200	ORGLA06G0048400	67	25	0
OS06G0182300	ORGLA06G0048500	69	41	1
OS06G0182400	ORGLA06G0048600	100	100	1
OS06G0182500	ORGLA06G0048700	100	100	1
OS06G0183100	ORGLA06G0048800	99	99	1
OS06G0183200	ORGLA06G0048900	99	62	0
OS06G0183600	ORGLA06G0049000	99	98	1
OS06G0183700	ORGLA06G0049100	100	100	1
OS06G0183900	ORGLA06G0049300	99	99	1
OS06G0184000	ORGLA06G0049400	46	50	0
OS06G0184100	ORGLA06G0049500	98	98	1
OS06G0184200	ORGLA06G0049600	58	90	1
OS06G0184300	ORGLA06G0049700	99	98	1
OS06G0184400	ORGLA06G0049800	96	61	0
OS06G0184500	ORGLA06G0049900	88	88	0
OS06G0184766	ORGLA04G0198600	12	36	0
OS06G0184800	ORGLA06G0050200	100	100	1
OS06G0184866	ORGLA06G0050300	98	98	0
OS06G0184900	ORGLA06G0050400	97	97	1
OS06G0185100	ORGLA06G0050500	97	97	1
OS06G0185300	ORGLA06G0050600	88	64	0
OS06G0185500	ORGLA06G0050800	98	98	0
OS06G0185700	ORGLA06G0050900	95	94	1
OS06G0185800	ORGLA06G0051000	98	98	0
OS06G0185900	ORGLA06G0051100	81	81	1
OS06G0185966	ORGLA06G0051200	0	2	0
OS06G0186000	ORGLA06G0051200	72	83	0
OS06G0186100	ORGLA06G0051300	98	94	0
OS06G0186300	ORGLA06G0051400	98	70	1
OS06G0186400	ORGLA06G0051500	100	100	1
OS06G0186500	ORGLA06G0051600	100	100	1
OS06G0186600	ORGLA06G0051700	100	74	1
OS06G0186700	ORGLA06G0051800	100	100	1
OS06G0186900	ORGLA06G0052000	100	100	0
OS06G0187100	ORGLA06G0052200	91	91	1
OS06G0187200	ORGLA06G0052300	99	68	0
OS06G0187300	ORGLA06G0052400	73	77	1
OS06G0187500	ORGLA06G0052500	96	96	1
OS06G0187900	ORGLA06G0052600	100	100	1
OS06G0188000	ORGLA06G0052700	99	36	1
OS06G0188100	ORGLA06G0052800	96	96	1
OS06G0188400	ORGLA06G0052900	58	90	1
OS06G0188400	ORGLA06G0053100	26	84	1
OS06G0188600	ORGLA06G0053300	99	99	1
OS06G0188700	ORGLA06G0053400	95	94	0
OS06G0189600	ORGLA07G0189700	42	48	0
OS06G0190500	ORGLA06G0053600	59	81	0
OS06G0190700	ORGLA06G0053700	86	83	0
OS06G0190800	ORGLA06G0053800	80	96	0
OS06G0190900	ORGLA05G0078600	60	34	1
OS06G0191200	ORGLA06G0053900	100	100	1
OS06G0191300	ORGLA06G0054000	91	91	1
OS06G0191700	ORGLA06G0054200	99	87	1
