Gene stable ID	Oryza barthii gene stable ID	% identity	Oryza barthii % identity	Orthology confidence [0 low, 1 high]
OS06G0316100	OBART06G12550	100	100	1
OS06G0316300	OBART06G12560	98	98	1
OS06G0316800	OBART06G12570	98	93	1
OS06G0317200	OBART06G12600	95	95	1
OS06G0317400	OBART06G12610	92	96	1
OS06G0317600	OBART06G12620	98	77	1
OS06G0318200	OBART06G12640	99	99	1
OS06G0318300	OBART06G12650	98	98	1
OS06G0318300	OBART06G12660	98	98	1
OS06G0318500	OBART06G12670	99	98	1
OS06G0318600	OBART06G12700	72	99	1
OS06G0318700	OBART06G12710	99	97	0
OS06G0319600	OBART06G12740	81	14	0
OS06G0319700	OBART06G12750	99	99	1
OS06G0320000	OBART06G12780	99	99	1
OS06G0320100	OBART06G12790	91	92	1
OS06G0320200	OBART06G12800	95	73	1
OS06G0320300	OBART06G12810	100	100	1
OS06G0320500	OBART06G12820	100	100	1
OS06G0320700	OBART06G12830	100	100	1
OS06G0320850	OBART06G12840	88	27	0
OS06G0320900	OBART06G12840	38	32	0
OS06G0321700	OBART06G12850	96	97	0
OS06G0322400	OBART04G28730	60	18	0
OS06G0323100	OBART04G28730	65	22	0
OS06G0324300	OBART06G12860	85	83	1
OS06G0324400	OBART06G12870	100	100	0
OS06G0324800	OBART06G12910	85	53	0
OS06G0325200	OBART06G12910	100	100	0
OS06G0325500	OBART06G12920	100	100	1
OS06G0325700	OBART06G12940	49	91	1
OS06G0325900	OBART06G12960	93	98	1
OS06G0326000	OBART06G12970	42	99	1
OS06G0326400	OBART06G12990	97	100	1
OS06G0326500	OBART06G13000	96	97	1
OS06G0326700	OBART06G13010	99	91	0
OS06G0326900	OBART06G13020	40	83	1
OS06G0327400	OBART06G13050	44	54	1
OS06G0328400	OBART06G13080	76	86	0
OS06G0328800	OBART06G13100	98	98	1
OS06G0329200	OBART06G13140	16	18	1
OS06G0329300	OBART06G13150	67	88	0
OS06G0329900	OBART06G13170	95	88	0
OS06G0330100	OBART06G13190	99	94	1
OS06G0330400	OBART06G13200	99	99	1
OS06G0331300	OBART06G16330	98	45	0
OS06G0331900	OBART06G13230	71	98	0
OS06G0332400	OBART06G13250	100	100	1
OS06G0332500	OBART06G13260	94	89	0
OS06G0332600	OBART06G13270	87	82	0
OS06G0332700	OBART06G13280	100	61	1
OS06G0332800	OBART06G13290	100	100	1
OS06G0332900	OBART06G13300	97	90	1
OS06G0334300	OBART06G13340	100	100	1
OS06G0334400	OBART06G13350	100	99	1
OS06G0334600	OBART09G08950	46	65	0
OS06G0335101	OBART06G13370	91	76	0
OS06G0335500	OBART06G13380	72	97	0
OS06G0335900	OBART08G07060	29	21	0
OS06G0336200	OBART06G13430	100	100	1
OS06G0336500	OBART06G13450	92	99	1
OS06G0337200	OBART06G13470	81	61	1
OS06G0338200	OBART06G13510	72	98	1
OS06G0338700	OBART06G13520	95	75	1
OS06G0338900	OBART06G13530	100	100	1
OS06G0340001	OBART06G13650	95	72	1
OS06G0340200	OBART06G13700	81	89	1
OS06G0340600	OBART06G13710	100	100	1
OS06G0341300	OBART06G13760	99	99	1
OS06G0341500	OBART06G13770	99	99	1
OS06G0341600	OBART06G13780	100	99	1
OS06G0342000	OBART06G13820	98	98	0
OS06G0342100	OBART06G13830	100	75	1
OS06G0342200	OBART06G13840	100	100	1
OS06G0342500	OBART06G13850	87	100	0
OS06G0342750	OBART06G13870	88	59	0
OS06G0343000	OBART06G13870	97	23	0
OS06G0343100	OBART06G13880	99	99	0
OS06G0343600	OBART06G13890	100	100	1
OS06G0343900	OBART06G13900	0	0	0
OS06G0343900	OBART06G13910	53	67	0
OS06G0344900	OBART06G13940	70	88	0
OS06G0345200	OBART06G13950	88	89	0
OS06G0346300	OBART06G13970	98	58	0
OS06G0346300	OBART06G14020	0	0	0
OS06G0346600	OBART01G23570	16	14	1
OS06G0346600	OBART06G14000	45	25	1
OS06G0347300	OBART06G14050	99	99	1
OS06G0347700	OBART06G14060	41	98	1
OS06G0348800	OBART03G02540	98	99	1
OS06G0349700	OBART06G14120	99	93	0
OS06G0349800	OBART06G14130	99	99	1
OS06G0350600	OBART06G14150	57	82	0
OS06G0351500	OBART06G14160	98	51	0
OS06G0352200	OBART06G14190	99	99	1
OS06G0352900	OBART06G14220	99	99	1
OS06G0353400	OBART06G14270	71	38	0
OS06G0354500	OBART06G14280	91	77	0
OS06G0354700	OBART06G14290	99	99	1
OS06G0355500	OBART06G14320	45	55	1
OS06G0355701	OBART09G14090	89	87	1
OS06G0356800	OBART06G14340	92	77	1
OS06G0357000	OBART12G09680	0	0	0
OS06G0358800	OBART06G14360	99	99	1
OS06G0359400	OBART06G14390	99	99	1
OS06G0360300	OBART06G14420	35	91	1
OS06G0361500	OBART03G22830	61	38	1
OS06G0362100	OBART06G14470	95	78	1
OS06G0364500	OBART06G14590	100	100	1
OS06G0365200	OBART03G39800	17	5	0
OS06G0367100	OBART06G14610	98	93	1
OS06G0367500	OBART06G14630	99	96	1
OS06G0367900	OBART06G14640	99	95	1
OS06G0468400	OBART06G14670	99	83	1
OS06G0470000	OBART06G14700	100	100	1
OS06G0470800	OBART06G14730	99	49	0
OS06G0471100	OBART06G14730	79	43	0
OS06G0472000	OBART06G14770	96	91	0
OS06G0472200	OBART06G14780	93	99	1
OS06G0472400	OBART06G14800	99	99	1
OS06G0472600	OBART06G14820	95	85	1
OS06G0472700	OBART06G14830	73	80	0
OS06G0472900	OBART06G14840	100	100	1
OS06G0473000	OBART06G14850	97	31	1
OS06G0473100	OBART06G14860	52	100	0
OS06G0473200	OBART06G14870	97	66	1
OS06G0473700	OBART06G14880	54	60	1
OS06G0473700	OBART10G03410	54	60	1
OS06G0474000	OBART06G06840	55	57	1
OS06G0474200	OBART06G14900	77	90	0
OS06G0474300	OBART06G14910	89	99	1
OS06G0474500	OBART06G14920	100	100	1
OS06G0474800	OBART06G14930	89	69	0
OS06G0474866	OBART06G14940	96	51	0
OS06G0475400	OBART06G14960	99	99	1
OS06G0475800	OBART04G07470	30	63	0
OS06G0475800	OBART06G15810	43	37	0
OS06G0475800	OBART10G05490	28	58	0
OS06G0476100	OBART06G14980	86	88	1
OS06G0476200	OBART06G14990	96	99	1
OS06G0476500	OBART03G37700	69	44	1
OS06G0476900	OBART08G21890	45	58	1
OS06G0478600	OBART06G14750	100	100	1
OS06G0479400	OBART06G15080	43	54	0
OS06G0480000	OBART06G15100	100	100	1
OS06G0481900	OBART06G15180	86	75	1
OS06G0482200	OBART06G15190	100	61	1
OS06G0483100	OBART06G15220	36	21	1
OS06G0483200	OBART06G15240	76	18	0
OS06G0483500	OBART06G15250	62	39	1
OS06G0483900	OBART06G15260	61	68	0
OS06G0484500	OBART06G15280	93	99	1
OS06G0484600	OBART06G15290	99	99	1
OS06G0484950	OBART05G23170	26	24	0
OS06G0486000	OBART06G15320	59	87	0
OS06G0486300	OBART06G15330	93	77	0
OS06G0486400	OBART06G15340	94	94	1
OS06G0486800	OBART06G15350	99	99	1
OS06G0486900	OBART06G15370	99	99	1
OS06G0487700	OBART06G15410	91	74	0
OS06G0487900	OBART06G15440	89	99	0
OS06G0488050	OBART06G15450	52	86	1
OS06G0488200	OBART06G15470	96	99	1
OS06G0488600	OBART06G15480	100	26	1
OS06G0489200	OBART06G15500	91	92	1
OS06G0489500	OBART06G15510	99	52	1
OS06G0489900	OBART06G15540	62	96	1
OS06G0490000	OBART06G15570	89	92	1
OS06G0490400	OBART06G15590	53	100	1
OS06G0490700	OBART06G15610	74	68	0
OS06G0491566	OBART06G15650	90	97	1
OS06G0491800	OBART01G12460	5	10	0
OS06G0492700	OBART06G15720	85	87	0
OS06G0492800	OBART06G15730	100	100	1
OS06G0492900	OBART06G15740	99	99	0
OS06G0493600	OBART06G15760	94	96	1
OS06G0493801	OBART06G02980	100	100	1
OS06G0494000	OBART06G15770	93	100	1
OS06G0494100	OBART06G15780	100	89	1
OS06G0494400	OBART06G15800	99	99	1
OS06G0495100	OBART06G15830	97	35	1
OS06G0495500	OBART06G15860	72	99	1
OS06G0495700	OBART06G15870	95	86	0
OS06G0496000	OBART06G15890	77	95	0
OS06G0496601	OBART01G10590	96	38	1
OS06G0496800	OBART06G15910	92	98	1
OS06G0498000	OBART06G15980	54	82	0
OS06G0498150	OBART06G16000	97	97	1
OS06G0498400	OBART06G16010	94	90	1
OS06G0498500	OBART06G16020	99	99	1
OS06G0498800	OBART06G16030	100	100	0
OS06G0498900	OBART06G16040	100	100	1
OS06G0499000	OBART06G16050	94	47	0
OS06G0499301	OBART06G16060	98	99	0
OS06G0499500	OBART06G16080	90	92	0
OS06G0499900	OBART06G16100	75	68	0
OS06G0500300	OBART06G16120	51	99	0
OS06G0500700	OBART06G15950	79	78	0
OS06G0501900	OBART06G16210	99	99	1
OS06G0502800	OBART06G16270	89	59	1
OS06G0502900	OBART06G16280	100	99	1
OS06G0503100	OBART06G16300	85	72	0
OS06G0503800	OBART03G33600	64	88	0
OS06G0503900	OBART06G17420	27	49	0
OS06G0504100	OBART06G16360	96	78	0
OS06G0504900	OBART06G16380	76	95	1
OS06G0505100	OBART06G16400	96	18	0
OS06G0505302	OBART06G16400	89	42	0
OS06G0505400	OBART06G16410	99	100	1
OS06G0506000	OBART06G16430	75	88	1
OS06G0506100	OBART06G16440	99	99	1
OS06G0506200	OBART06G16460	69	56	0
OS06G0507300	OBART06G16500	99	99	0
OS06G0507400	OBART06G16510	100	98	1
OS06G0507900	OBART06G16530	99	47	1
OS06G0509600	OBART06G16550	60	53	1
OS06G0509900	OBART06G16560	99	99	1
OS06G0516432	OBART10G04610	9	7	1
OS06G0520600	OBART06G16690	37	21	0
OS06G0520733	OBART06G16700	100	89	1
OS06G0521300	OBART06G16730	88	87	0
OS06G0521900	OBART02G10140	19	44	0
OS06G0522100	OBART02G10140	27	43	0
OS06G0522300	OBART06G16750	84	43	0
OS06G0523100	OBART06G16790	98	78	1
OS06G0523300	OBART06G16800	84	100	1
OS06G0523400	OBART06G16810	96	94	1
OS06G0523900	OBART06G16820	61	96	1
OS06G0524300	OBART06G16830	100	99	1
OS06G0524400	OBART06G16840	100	100	1
OS06G0524500	OBART06G16850	99	99	1
OS06G0524700	OBART06G16860	83	63	0
OS06G0524900	OBART06G16870	57	37	1
OS06G0525000	OBART06G16880	71	67	0
OS06G0525200	OBART06G16890	63	99	1
OS06G0526100	OBART06G16920	90	74	1
OS06G0526350	OBART04G00170	56	35	0
OS06G0526400	OBART06G16940	97	92	1
OS06G0526466	OBART06G16950	88	77	1
OS06G0526600	OBART06G16960	99	30	0
OS06G0526700	OBART06G16970	71	39	0
OS06G0527100	OBART06G16980	100	97	1
OS06G0527300	OBART06G16990	64	34	0
OS06G0527800	OBART06G17000	97	97	1
OS06G0528300	OBART06G17030	100	100	1
OS06G0528600	OBART06G17050	100	100	1
OS06G0528700	OBART06G17060	84	100	1
OS06G0529800	OBART06G17080	99	96	1
OS06G0529900	OBART06G17090	100	98	1
OS06G0530200	OBART06G17100	99	97	1
OS06G0530300	OBART06G17110	99	58	1
OS06G0530400	OBART06G17120	77	41	1
OS06G0530700	OBART06G17130	97	96	1
OS06G0531000	OBART06G17160	67	70	0
OS06G0531200	OBART06G17170	98	96	1
OS06G0531400	OBART06G17180	86	85	1
OS06G0531600	OBART06G17190	100	100	1
OS06G0531900	OBART06G17210	100	100	1
OS06G0533700	OBART06G17270	97	97	1
OS06G0534200	OBART06G17280	100	100	1
OS06G0534800	OBART06G17320	22	62	0
OS06G0535100	OBART06G17340	87	98	0
OS06G0535200	OBART06G17350	44	96	1
OS06G0535300	OBART06G17360	100	100	1
OS06G0535333	OBART06G17370	92	36	0
OS06G0535400	OBART06G17380	68	97	1
OS06G0535900	OBART06G17410	85	99	1
OS06G0536100	OBART06G17430	67	78	1
OS06G0536600	OBART06G17440	93	97	1
OS06G0537600	OBART06G17460	99	20	1
OS06G0538000	OBART06G17470	92	100	1
OS06G0538200	OBART06G17490	80	94	1
OS06G0538900	OBART06G17540	82	95	0
OS06G0539100	OBART06G17580	99	99	1
OS06G0539500	OBART06G17590	74	99	0
OS06G0539700	OBART06G17600	98	99	1
OS06G0541600	OBART06G17720	9	3	0
OS06G0542000	OBART06G17620	47	14	1
OS06G0542200	OBART06G17640	98	99	1
OS06G0542300	OBART06G17650	52	81	0
OS06G0542600	OBART06G17680	96	63	1
OS06G0542701	OBART06G17690	98	96	1
OS06G0542701	OBART06G17700	0	0	1
OS06G0543200	OBART06G17710	98	99	1
OS06G0543400	OBART06G17750	99	100	1
OS06G0543601	OBART06G27560	57	14	0
OS06G0544100	OBART06G17770	84	96	1
OS06G0545200	OBART06G17790	68	69	1
OS06G0545400	OBART06G17810	99	99	1
OS06G0545400	OBART06G17820	89	95	1
OS06G0545800	OBART06G17810	99	99	1
OS06G0545800	OBART06G17820	89	95	1
OS06G0545900	OBART06G17830	100	97	1
OS06G0546400	OBART06G17840	97	48	1
OS06G0547100	OBART06G17850	91	42	1
OS06G0547900	OBART06G17890	100	100	1
OS06G0548000	OBART06G17900	92	99	0
OS06G0548100	OBART06G17910	81	58	0
OS06G0548800	OBART06G17920	99	99	1
OS06G0549300	OBART06G17940	99	98	1
OS06G0549633	OBART06G17950	97	49	1
OS06G0549900	OBART06G17990	99	100	1
OS06G0550000	OBART06G18000	91	99	0
OS06G0551400	OBART06G18050	100	100	1
OS06G0551500	OBART06G18060	99	99	1
OS06G0552000	OBART06G18110	23	34	0
OS06G0552300	OBART02G09810	21	50	0
OS06G0552300	OBART06G18130	16	84	0
OS06G0552400	OBART06G18140	99	95	1
OS06G0552700	OBART06G18160	99	99	1
OS06G0552900	OBART06G18170	100	100	1
OS06G0553200	OBART06G18210	99	92	0
OS06G0553700	OBART02G09680	19	9	0
OS06G0553800	OBART06G18230	86	74	0
OS06G0554100	OBART06G18240	90	93	1
OS06G0554200	OBART06G18250	30	88	1
OS06G0554300	OBART06G18260	92	100	1
OS06G0554600	OBART06G18270	45	93	1
OS06G0554700	OBART06G18280	92	35	1
OS06G0554800	OBART06G18290	100	78	1
OS06G0555400	OBART06G18300	100	55	0
OS06G0555500	OBART06G18310	99	99	1
OS06G0556000	OBART06G18320	86	92	0
OS06G0556300	OBART06G18340	97	97	1
OS06G0556600	OBART06G18350	84	84	0
OS06G0557100	OBART06G18380	78	94	1
OS06G0557400	OBART06G18430	79	93	1
OS06G0557700	OBART06G18440	99	89	1
OS06G0558300	OBART06G18460	66	89	0
OS06G0558700	OBART06G18470	91	41	1
OS06G0558766	OBART06G18470	94	30	1
OS06G0559400	OBART06G18480	95	94	1
OS06G0559500	OBART06G18490	71	58	1
OS06G0560300	OBART06G18520	98	68	1
OS06G0560400	OBART06G18530	98	99	1
OS06G0560700	OBART06G18540	91	94	0
OS06G0561000	OBART06G18560	99	77	0
OS06G0561200	OBART06G18580	100	100	1
OS06G0562200	OBART06G18610	96	98	0
OS06G0562300	OBART06G18620	93	99	1
OS06G0562600	OBART06G18640	99	99	1
OS06G0562700	OBART06G18650	99	31	0
OS06G0563000	OBART06G18660	94	100	1
OS06G0563300	OBART06G18690	75	26	0
OS06G0563900	OBART06G18710	56	98	1
OS06G0564100	OBART06G18720	87	92	1
OS06G0564500	OBART06G18730	83	71	0
OS06G0564700	OBART06G18750	92	53	1
OS06G0564800	OBART06G18760	95	23	0
OS06G0565000	OBART06G18770	94	89	1
OS06G0565100	OBART06G18780	83	93	0
OS06G0565200	OBART06G18790	63	83	1
OS06G0565300	OBART06G18800	95	44	0
OS06G0565900	OBART06G18830	95	53	1
OS06G0566100	OBART06G18840	100	72	1
OS06G0566300	OBART06G13060	51	98	0
OS06G0567000	OBART06G18850	100	100	0
OS06G0567200	OBART06G18860	99	99	1
OS06G0567900	OBART06G18870	95	99	1
OS06G0568000	OBART06G18880	100	71	1
OS06G0568200	OBART06G18900	100	100	0
OS06G0568600	OBART06G18930	99	98	1
OS06G0569500	OBART06G18950	96	100	1
OS06G0569900	OBART06G18970	68	99	1
OS06G0570100	OBART06G18990	79	89	1
OS06G0570566	OBART06G19000	89	37	1
OS06G0570600	OBART06G19000	71	46	1
OS06G0571100	OBART06G18360	100	100	1
OS06G0571300	OBART06G19030	58	32	1
OS06G0571400	OBART06G19040	95	95	1
OS06G0571800	OBART06G19060	96	86	0
OS06G0572300	OBART06G19070	78	82	1
OS06G0572400	OBART06G19080	72	100	1
OS06G0573600	OBART06G19110	100	100	1
OS06G0573800	OBART06G19120	85	100	1
OS06G0573900	OBART06G19130	89	66	0
OS06G0574000	OBART06G19140	95	96	0
OS06G0574100	OBART06G19150	100	26	1
OS06G0574200	OBART06G19160	88	100	0
OS06G0574332	OBART06G19170	10	5	1
OS06G0574400	OBART06G19180	98	52	0
OS06G0574450	OBART06G19180	77	24	0
OS06G0574500	OBART06G19190	74	100	0
OS06G0574550	OBART06G19200	97	68	0
OS06G0575000	OBART06G19220	96	36	0
OS06G0575400	OBART06G19230	87	97	1
OS06G0575900	OBART12G15660	0	0	0
OS06G0578100	OBART06G19240	78	35	1
OS06G0581000	OBART06G19300	96	71	1
OS06G0581300	OBART06G19320	89	96	0
OS06G0583400	OBART06G19560	99	99	1
OS06G0583501	OBART02G08690	62	53	1
OS06G0583900	OBART06G19350	99	98	1
OS06G0584200	OBART11G16490	96	96	0
OS06G0585950	OBART06G19380	94	96	1
OS06G0585982	OBART06G19400	98	98	1
OS06G0586150	OBART06G19450	83	83	0
OS06G0587000	OBART06G19390	30	61	0
OS06G0587200	OBART06G19430	84	83	0
OS06G0587900	OBART06G19520	98	65	0
OS06G0588800	OBART06G19580	97	98	1
OS06G0588900	OBART06G19590	99	99	1
OS06G0589300	OBART06G19600	99	99	1
OS06G0589500	OBART06G19610	97	99	0
OS06G0589600	OBART06G19620	96	52	0
OS06G0590301	OBART06G19700	89	100	1
OS06G0590600	OBART06G19720	100	100	1
OS06G0590800	OBART06G19730	57	95	0
OS06G0590800	OBART06G19740	36	98	0
OS06G0591450	OBART06G19780	42	71	0
OS06G0591551	OBART06G19800	93	93	1
OS06G0591600	OBART06G19810	98	100	1
OS06G0592500	OBART06G19840	99	99	1
OS06G0592951	OBART06G19860	54	48	0
OS06G0593100	OBART06G19870	93	100	0
OS06G0593800	OBART06G19890	98	97	0
OS06G0594100	OBART06G19900	86	93	0
OS06G0594200	OBART06G19910	81	12	0
OS06G0594400	OBART06G19920	73	100	0
OS06G0594700	OBART05G03330	28	75	1
OS06G0595180	OBART04G23270	94	57	1
OS06G0595900	OBART06G19960	98	38	1
OS06G0596300	OBART06G19990	95	80	1
OS06G0597200	OBART06G20030	100	97	1
OS06G0597500	OBART06G20050	99	99	1
OS06G0597600	OBART06G20060	99	99	1
OS06G0597900	OBART06G20090	79	90	1
OS06G0598800	OBART06G20100	100	100	1
OS06G0598900	OBART06G20110	100	99	1
OS06G0599400	OBART06G20120	77	90	0
OS06G0599700	OBART06G19020	26	94	1
OS06G0600100	OBART06G20160	77	100	1
OS06G0600301	OBART06G20170	98	100	0
OS06G0600700	OBART06G20190	98	84	0
OS06G0600800	OBART06G20200	78	71	1
OS06G0601000	OBART06G20210	98	98	1
OS06G0601100	OBART06G20220	99	100	1
OS06G0601500	OBART06G20240	96	96	1
OS06G0601600	OBART06G20250	58	56	1
OS06G0602400	OBART06G20260	91	78	1
OS06G0602500	OBART06G20270	99	99	1
OS06G0602600	OBART06G20280	100	100	1
OS06G0602700	OBART06G20290	99	99	1
OS06G0602800	OBART06G20300	96	45	1
OS06G0602900	OBART06G20310	99	89	1
OS06G0603000	OBART06G20320	75	96	1
OS06G0603400	OBART06G20330	98	90	1
OS06G0603600	OBART06G20340	99	99	1
OS06G0604000	OBART06G20370	98	98	0
OS06G0604200	OBART06G20380	74	96	1
OS06G0604400	OBART06G20390	98	51	1
OS06G0604500	OBART06G20400	100	87	1
OS06G0604600	OBART06G20410	100	100	1
OS06G0605600	OBART06G20450	100	67	1
OS06G0605750	OBART06G20450	95	32	1
OS06G0605900	OBART06G20460	100	94	1
OS06G0606000	OBART06G20470	98	97	1
OS06G0606250	OBART06G20480	5	24	0
OS06G0606800	OBART06G20490	85	78	0
OS06G0606900	OBART06G20500	73	58	1
OS06G0607000	OBART06G20510	84	99	0
OS06G0607100	OBART06G20520	80	83	1
OS06G0607200	OBART06G20530	74	33	0
OS06G0607700	OBART06G20540	94	98	0
OS06G0607800	OBART06G20550	92	99	1
OS06G0607900	OBART06G20560	100	33	1
OS06G0608000	OBART06G20570	63	52	1
OS06G0608000	OBART12G12990	78	86	1
OS06G0608100	OBART06G20590	98	55	1
OS06G0608300	OBART06G20600	90	100	1
OS06G0608500	OBART06G20640	100	74	1
OS06G0608700	OBART06G20650	99	58	1
OS06G0608800	OBART06G20660	85	90	0
OS06G0609400	OBART02G34690	34	5	0
OS06G0609400	OBART02G34770	23	15	0
OS06G0609450	OBART06G20680	99	15	1
OS06G0609500	OBART06G20690	97	100	0
OS06G0609600	OBART06G20700	100	100	1
OS06G0609700	OBART06G20710	60	66	0
OS06G0609800	OBART06G20720	99	88	1
OS06G0609900	OBART06G20730	38	39	0
OS06G0610000	OBART06G20740	99	99	0
OS06G0610100	OBART06G20750	20	75	0
OS06G0610500	OBART06G20760	98	23	0
OS06G0610800	OBART06G20770	75	97	0
OS06G0611000	OBART06G20790	98	98	0
OS06G0611100	OBART06G20800	100	32	1
OS06G0611200	OBART06G20810	72	92	1
OS06G0611400	OBART06G20830	71	85	1
OS06G0611500	OBART06G20840	77	99	1
OS06G0611600	OBART06G20850	56	80	0
OS06G0611700	OBART06G20860	95	59	1
OS06G0611900	OBART06G20870	100	58	0
OS06G0612200	OBART06G20880	93	13	0
OS06G0612300	OBART06G20890	44	87	1
OS06G0612800	OBART06G20910	99	86	1
OS06G0612900	OBART06G20920	80	7	1
OS06G0613000	OBART06G20930	89	56	1
OS06G0613400	OBART06G20950	99	99	1
OS06G0613500	OBART06G20960	100	55	0
OS06G0613600	OBART06G20970	37	97	1
OS06G0614000	OBART06G20990	78	73	1
OS06G0614100	OBART06G21000	95	93	1
OS06G0614300	OBART06G21010	69	100	0
OS06G0614550	OBART06G13550	71	39	1
OS06G0617800	OBART06G21040	75	70	1
OS06G0618000	OBART06G21050	94	93	1
OS06G0618100	OBART06G21060	97	90	1
OS06G0618150	OBART06G21070	91	98	0
OS06G0618300	OBART06G21080	94	92	0
OS06G0618600	OBART06G21090	94	69	0
OS06G0618700	OBART06G21100	98	99	1
OS06G0619000	OBART06G21110	94	94	0
OS06G0620200	OBART06G21130	96	87	1
OS06G0620600	OBART06G21160	100	100	0
OS06G0620700	OBART06G21170	93	100	1
OS06G0621900	OBART06G21190	100	100	1
OS06G0622000	OBART06G21200	99	99	1
OS06G0622300	OBART06G21220	100	97	1
OS06G0622500	OBART06G21240	79	44	1
OS06G0622700	OBART06G21250	99	81	1
OS06G0622800	OBART06G21260	99	40	1
OS06G0622900	OBART06G21270	83	73	0
OS06G0623200	OBART06G21350	54	57	1
OS06G0623300	OBART06G21360	100	100	1
OS06G0623600	OBART06G21390	85	99	0
OS06G0623700	OBART06G21380	90	90	0
OS06G0624100	OBART06G21410	100	87	1
OS06G0624700	OBART06G21420	42	95	1
OS06G0624900	OBART06G21430	99	99	0
OS06G0625200	OBART06G21460	96	93	1
OS06G0625400	OBART06G21490	88	77	0
OS06G0625500	OBART06G21500	100	100	1
OS06G0625700	OBART06G21510	57	100	1
OS06G0625800	OBART06G21520	100	38	1
OS06G0626200	OBART06G21550	35	22	0
OS06G0626600	OBART06G21570	95	66	1
OS06G0627100	OBART06G21600	63	46	1
OS06G0627500	OBART06G21640	100	100	1
OS06G0628500	OBART06G21670	100	35	0
OS06G0629687	OBART01G00660	50	84	1
OS06G0630300	OBART06G21750	99	99	1
OS06G0630850	OBART06G21780	88	88	1
OS06G0631300	OBART06G21800	91	55	0
OS06G0631800	OBART06G21740	2	6	0
OS06G0632200	OBART06G21830	93	96	1
OS06G0632300	OBART06G21840	44	87	0
OS06G0632400	OBART06G21850	100	100	1
OS06G0632500	OBART06G21860	97	93	1
OS06G0633300	OBART06G21890	64	57	1
OS06G0633450	OBART06G21900	69	64	1
OS06G0633800	OBART06G21910	100	97	1
OS06G0634000	OBART06G21940	100	66	1
OS06G0634300	OBART06G21970	84	95	1
OS06G0634500	OBART06G21990	73	18	1
OS06G0634600	OBART06G22000	97	69	1
OS06G0635200	OBART06G22010	55	98	1
OS06G0635300	OBART06G22020	84	77	0
OS06G0635700	OBART06G22040	49	49	1
OS06G0636100	OBART06G22090	19	91	1
OS06G0636600	OBART06G22120	100	100	1
OS06G0636700	OBART06G22130	86	92	0
OS06G0636800	OBART06G22140	100	98	0
OS06G0637400	OBART06G22160	98	98	1
OS06G0637500	OBART06G22170	77	60	0
OS06G0638000	OBART06G22190	86	99	1
OS06G0638100	OBART06G22200	100	100	1
OS06G0638200	OBART06G22210	100	51	1
OS06G0638500	OBART06G22230	46	70	0
OS06G0638700	OBART06G22240	96	79	0
OS06G0638900	OBART06G22250	87	29	1
OS06G0639100	OBART06G22260	98	100	1
OS06G0639200	OBART06G22270	99	78	1
OS06G0639300	OBART06G22290	97	99	1
OS06G0639500	OBART06G22310	99	97	1
OS06G0639600	OBART06G22320	88	83	0
OS06G0640800	OBART06G22400	57	73	0
OS06G0641500	OBART06G22390	79	82	0
OS06G0642200	OBART06G22410	62	24	0
OS06G0642300	OBART11G20600	48	56	0
OS06G0642600	OBART06G22440	72	86	0
OS06G0642650	OBART06G22450	96	96	1
OS06G0642900	OBART06G22480	99	99	1
OS06G0643000	OBART06G22490	98	100	1
OS06G0643100	OBART06G22500	93	63	1
OS06G0643300	OBART06G22520	100	100	1
OS06G0643500	OBART06G22530	37	97	1
OS06G0643600	OBART06G22540	97	97	0
OS06G0643700	OBART06G22550	97	99	1
OS06G0643800	OBART06G22560	100	20	0
OS06G0643900	OBART06G22570	99	94	1
OS06G0644100	OBART06G22580	100	100	1
OS06G0644200	OBART06G22590	97	99	1
OS06G0644466	OBART06G22600	98	52	1
OS06G0644500	OBART06G22610	96	99	1
OS06G0644600	OBART06G22620	92	100	1
OS06G0644700	OBART06G22630	100	97	1
OS06G0644800	OBART06G22640	98	99	1
OS06G0645100	OBART06G22650	53	91	0
OS06G0645400	OBART06G22670	96	65	1
OS06G0645500	OBART06G22680	99	98	1
OS06G0645600	OBART06G22690	94	93	1
OS06G0645700	OBART06G22700	100	4	0
OS06G0645800	OBART06G22700	98	47	0
OS06G0645901	OBART06G22700	97	18	0
OS06G0646000	OBART06G22710	100	100	1
OS06G0646100	OBART06G22720	99	99	1
OS06G0646400	OBART06G22740	74	97	0
OS06G0646500	OBART06G22750	100	100	1
OS06G0646600	OBART06G22760	53	93	1
OS06G0646700	OBART06G22770	15	8	0
OS06G0647200	OBART06G22800	96	95	1
OS06G0647400	OBART06G22810	88	99	1
OS06G0647500	OBART06G22820	99	31	1
OS06G0647700	OBART06G22830	8	13	0
OS06G0648500	OBART06G22860	99	99	1
OS06G0649000	OBART02G06150	54	56	0
OS06G0649500	OBART06G22900	91	96	1
OS06G0649700	OBART06G22910	81	100	1
OS06G0649800	OBART06G22920	58	96	1
OS06G0649900	OBART06G22930	99	98	1
OS06G0650300	OBART06G22970	99	95	1
OS06G0650600	OBART06G22980	100	100	1
OS06G0650700	OBART06G22990	100	100	1
OS06G0650800	OBART06G23000	78	99	0
OS06G0650900	OBART06G23010	99	92	1
OS06G0651000	OBART06G23020	86	27	1
OS06G0651200	OBART06G23030	100	100	1
OS06G0651300	OBART06G23040	71	89	1
OS06G0651600	OBART06G23050	97	97	1
OS06G0651900	OBART06G23060	100	100	1
OS06G0652000	OBART06G23070	98	83	0
OS06G0652100	OBART06G23080	69	95	0
