Gene stable ID	Oryza glumaepatula gene stable ID	% identity	Oryza glumaepatula % identity	Orthology confidence [0 low, 1 high]
OS04G0558700	OGLUM04G21420	99	99	1
OS04G0558900	OGLUM04G21430	100	100	1
OS04G0559000	OGLUM04G21440	98	99	1
OS04G0559100	OGLUM04G21450	82	32	1
OS04G0559200	OGLUM04G21460	99	99	1
OS04G0559400	OGLUM04G21470	86	64	1
OS04G0559550	OGLUM04G21480	95	96	1
OS04G0559700	OGLUM04G21500	100	100	1
OS04G0559800	OGLUM04G21510	99	85	0
OS04G0560100	OGLUM04G21520	100	100	1
OS04G0560300	OGLUM04G21540	98	89	1
OS04G0560400	OGLUM04G21550	99	99	1
OS04G0560500	OGLUM04G21560	95	95	0
OS04G0560600	OGLUM04G21570	100	97	1
OS04G0561200	OGLUM04G21590	92	90	1
OS04G0561500	OGLUM04G21600	98	96	1
OS04G0561600	OGLUM04G21610	98	56	1
OS04G0561800	OGLUM04G21620	37	15	0
OS04G0561900	OGLUM04G21630	99	97	1
OS04G0562000	OGLUM04G21640	67	78	0
OS04G0562100	OGLUM04G21650	99	93	1
OS04G0562500	OGLUM04G21660	43	54	0
OS04G0562800	OGLUM04G21690	99	70	1
OS04G0563000	OGLUM04G21710	99	95	1
OS04G0563100	OGLUM04G21720	99	99	1
OS04G0563300	OGLUM04G21740	98	63	1
OS04G0563401	OGLUM04G21740	16	9	1
OS04G0563700	OGLUM04G21770	100	100	1
OS04G0563801	OGLUM04G21780	72	53	0
OS04G0563900	OGLUM04G21800	92	93	1
OS04G0564000	OGLUM04G21810	99	99	1
OS04G0564500	OGLUM04G21830	90	99	1
OS04G0564600	OGLUM04G21840	100	100	1
OS04G0564700	OGLUM04G21850	81	100	1
OS04G0565200	OGLUM04G21860	79	100	1
OS04G0565400	OGLUM04G21870	100	100	1
OS04G0565500	OGLUM04G21880	100	100	1
OS04G0565900	OGLUM04G21910	99	96	1
OS04G0566000	OGLUM04G21920	100	39	0
OS04G0566100	OGLUM04G21930	96	91	1
OS04G0566400	OGLUM04G21940	91	87	1
OS04G0566500	OGLUM04G21950	83	83	1
OS04G0566600	OGLUM04G21960	100	100	0
OS04G0566700	OGLUM04G21970	55	61	0
OS04G0566800	OGLUM04G21980	100	22	1
OS04G0566900	OGLUM04G21980	94	24	1
OS04G0567200	OGLUM04G22000	98	99	1
OS04G0567700	OGLUM04G22030	99	99	1
OS04G0567800	OGLUM04G22040	91	82	1
OS04G0568400	OGLUM04G22050	100	96	1
OS04G0568700	OGLUM04G22060	96	95	1
OS04G0568800	OGLUM04G22070	81	15	0
OS04G0568900	OGLUM04G22080	100	94	1
OS04G0569000	OGLUM04G22090	99	99	1
OS04G0569100	OGLUM04G22100	100	93	1
OS04G0569300	OGLUM04G22110	99	97	1
OS04G0569400	OGLUM04G22120	95	93	0
OS04G0569900	OGLUM04G22130	100	100	1
OS04G0570000	OGLUM04G22140	99	99	1
OS04G0570500	OGLUM04G22170	95	49	1
OS04G0570600	OGLUM04G22170	97	50	1
OS04G0570800	OGLUM04G22180	100	100	1
OS04G0571200	OGLUM04G22200	100	69	1
OS04G0571300	OGLUM04G22210	94	94	1
OS04G0571600	OGLUM04G22230	100	100	1
OS04G0571800	OGLUM04G22240	98	98	1
OS04G0572200	OGLUM04G22250	99	99	1
OS04G0572400	OGLUM04G22260	100	100	1
OS04G0572500	OGLUM04G22270	82	99	1
OS04G0572600	OGLUM04G22280	91	30	0
OS04G0572700	OGLUM04G22290	65	37	0
OS04G0573000	OGLUM04G22300	97	100	1
OS04G0573100	OGLUM04G22310	99	97	1
OS04G0573200	OGLUM04G22320	95	94	1
OS04G0573300	OGLUM04G22330	80	91	1
OS04G0573900	OGLUM04G22370	100	100	1
OS04G0574100	OGLUM04G22350	97	97	1
OS04G0574200	OGLUM04G22360	99	99	1
OS04G0574500	OGLUM04G22390	97	97	1
OS04G0574600	OGLUM04G22400	87	85	0
OS04G0574700	OGLUM04G22410	100	100	1
OS04G0574800	OGLUM04G22420	95	83	1
OS04G0576300	OGLUM07G23540	80	27	1
OS04G0576600	OGLUM03G10020	69	22	0
OS04G0576700	OGLUM04G22430	60	91	1
OS04G0576800	OGLUM04G22440	99	99	1
OS04G0577000	OGLUM04G22460	100	100	1
OS04G0577300	OGLUM04G22470	92	44	1
OS04G0577500	OGLUM04G22480	91	90	1
OS04G0577700	OGLUM04G22490	99	99	1
OS04G0577800	OGLUM04G22500	100	100	1
OS04G0578000	OGLUM04G22510	99	99	1
OS04G0578200	OGLUM04G22520	86	88	1
OS04G0578300	OGLUM04G22530	99	99	1
OS04G0578550	OGLUM04G22560	86	51	1
OS04G0578600	OGLUM04G22570	88	54	1
OS04G0578700	OGLUM04G22580	97	94	1
OS04G0578800	OGLUM04G22590	96	96	1
OS04G0579200	OGLUM04G22610	99	99	1
OS04G0579700	OGLUM04G22630	93	83	0
OS04G0580300	OGLUM04G22640	100	100	1
OS04G0580400	OGLUM04G22650	77	67	1
OS04G0580500	OGLUM04G22660	56	60	0
OS04G0580700	OGLUM04G22680	100	100	1
OS04G0580800	OGLUM04G22690	100	100	1
OS04G0580866	OGLUM04G22700	88	84	1
OS04G0581000	OGLUM04G22730	100	99	1
OS04G0581100	OGLUM04G22740	100	100	1
OS04G0581400	OGLUM04G22780	76	56	1
OS04G0581502	OGLUM01G41320	76	19	1
OS04G0581600	OGLUM03G03590	27	52	1
OS04G0581700	OGLUM04G22810	94	66	0
OS04G0581800	OGLUM04G22820	100	100	1
OS04G0582600	OGLUM04G22830	86	19	0
OS04G0583000	OGLUM04G22860	47	40	0
OS04G0583101	OGLUM04G22850	99	99	1
OS04G0583200	OGLUM04G22870	57	64	1
OS04G0583500	OGLUM04G22890	99	99	1
OS04G0583600	OGLUM09G11710	100	100	1
OS04G0583700	OGLUM04G22910	98	95	1
OS04G0583900	OGLUM04G22920	99	99	1
OS04G0584100	OGLUM04G22930	97	48	0
OS04G0584500	OGLUM04G22950	92	72	1
OS04G0584600	OGLUM04G22960	91	93	1
OS04G0584700	OGLUM04G22970	99	31	1
OS04G0584800	OGLUM04G22980	98	99	1
OS04G0584900	OGLUM04G22990	97	95	1
OS04G0585100	OGLUM04G23010	89	100	0
OS04G0585200	OGLUM04G23020	100	57	1
OS04G0585300	OGLUM04G23030	98	99	1
OS04G0585400	OGLUM04G23040	89	83	0
OS04G0585600	OGLUM04G23060	99	99	1
OS04G0585700	OGLUM04G23070	100	99	1
OS04G0585900	OGLUM04G23090	98	81	1
OS04G0586000	OGLUM04G23100	100	100	1
OS04G0586100	OGLUM04G23110	93	33	0
OS04G0586500	OGLUM04G23130	99	99	1
OS04G0586700	OGLUM04G23140	100	100	1
OS04G0586850	OGLUM02G05450	49	39	1
OS04G0587200	OGLUM04G23160	97	49	1
OS04G0588000	OGLUM04G23190	98	53	1
OS04G0588200	OGLUM04G23200	96	93	1
OS04G0588350	OGLUM04G23210	87	66	0
OS04G0588700	OGLUM04G23230	96	98	1
OS04G0589200	OGLUM04G23350	98	98	1
OS04G0589500	OGLUM04G23260	78	69	1
OS04G0589600	OGLUM04G23270	100	100	1
OS04G0589700	OGLUM04G23280	99	99	1
OS04G0589800	OGLUM04G23290	100	100	1
OS04G0589900	OGLUM04G23300	96	96	1
OS04G0590100	OGLUM04G23370	95	85	1
OS04G0590200	OGLUM04G23380	100	100	1
OS04G0590400	OGLUM04G23390	100	100	1
OS04G0590900	OGLUM04G23420	100	100	1
OS04G0591000	OGLUM04G23430	99	99	1
OS04G0591100	OGLUM04G23440	100	100	1
OS04G0591300	OGLUM04G23460	100	100	1
OS04G0591900	OGLUM04G23480	95	96	1
OS04G0592400	OGLUM04G23490	100	100	1
OS04G0592500	OGLUM04G23500	94	71	0
OS04G0592600	OGLUM04G23510	100	100	1
OS04G0592700	OGLUM04G23520	99	99	1
OS04G0593200	OGLUM04G23540	54	54	0
OS04G0593400	OGLUM04G23560	100	100	1
OS04G0593500	OGLUM04G23570	90	95	1
OS04G0593600	OGLUM04G23580	100	34	1
OS04G0593700	OGLUM04G23600	39	31	1
OS04G0593800	OGLUM04G23600	78	22	1
OS04G0594100	OGLUM04G23630	100	100	1
OS04G0594400	OGLUM04G23650	100	100	1
OS04G0594500	OGLUM04G23660	85	34	1
OS04G0594800	OGLUM04G23670	100	100	1
OS04G0596300	OGLUM04G23680	100	100	1
OS04G0596400	OGLUM04G23690	72	66	1
OS04G0596500	OGLUM04G23700	99	80	1
OS04G0596900	OGLUM04G23720	100	100	1
OS04G0597000	OGLUM04G23730	100	100	1
OS04G0597300	OGLUM04G23760	98	78	1
OS04G0597400	OGLUM04G23770	91	19	1
OS04G0597501	OGLUM04G23770	97	73	1
OS04G0597800	OGLUM04G23780	94	94	1
OS04G0597900	OGLUM04G23790	80	28	0
OS04G0598000	OGLUM04G23800	99	99	1
OS04G0598200	OGLUM04G23820	100	100	1
OS04G0598300	OGLUM04G23830	100	100	1
OS04G0598600	OGLUM04G23840	83	50	1
OS04G0598800	OGLUM04G23860	48	48	0
OS04G0598900	OGLUM04G23870	68	36	0
OS04G0599300	OGLUM04G23900	100	100	1
OS04G0599400	OGLUM04G23910	95	99	1
OS04G0599650	OGLUM04G23920	94	92	1
OS04G0599800	OGLUM04G23930	88	55	1
OS04G0599900	OGLUM04G23940	95	95	1
OS04G0600000	OGLUM04G23960	96	37	1
OS04G0600100	OGLUM04G23970	100	33	0
OS04G0600300	OGLUM04G23980	42	99	1
OS04G0600400	OGLUM04G23990	71	32	0
OS04G0600800	OGLUM04G24000	99	92	1
OS04G0600900	OGLUM02G29770	69	52	0
OS04G0600900	OGLUM04G24010	95	74	0
OS04G0601400	OGLUM04G24020	99	76	1
OS04G0601500	OGLUM04G24030	80	61	1
OS04G0601700	OGLUM04G24050	100	100	1
OS04G0601800	OGLUM04G24080	93	26	1
OS04G0602000	OGLUM04G24090	77	72	1
OS04G0602100	OGLUM04G24060	82	74	1
OS04G0602200	OGLUM04G24070	94	64	1
OS04G0602300	OGLUM04G24100	93	68	1
OS04G0602400	OGLUM04G24120	94	97	0
OS04G0602500	OGLUM04G24130	100	100	1
OS04G0602600	OGLUM04G24140	98	98	1
OS04G0602700	OGLUM04G24150	99	99	1
OS04G0602800	OGLUM04G24160	100	100	1
OS04G0602900	OGLUM04G24170	100	57	1
OS04G0603000	OGLUM04G24180	92	64	1
OS04G0603200	OGLUM04G24190	98	88	0
OS04G0603300	OGLUM04G24200	81	98	0
OS04G0603400	OGLUM04G24210	100	100	1
OS04G0603900	OGLUM04G24240	99	99	1
OS04G0604000	OGLUM04G24220	38	99	1
OS04G0604200	OGLUM04G24230	92	65	1
OS04G0604300	OGLUM04G24250	99	98	1
OS04G0604500	OGLUM04G24260	99	70	1
OS04G0604600	OGLUM04G24270	85	30	1
OS04G0604800	OGLUM04G24280	99	99	0
OS04G0604900	OGLUM04G24290	91	91	0
OS04G0605100	OGLUM04G24300	99	100	0
OS04G0605200	OGLUM04G24320	95	88	0
OS04G0605300	OGLUM04G24330	97	97	1
OS04G0605500	OGLUM04G24360	99	98	1
OS04G0605900	OGLUM04G24380	99	99	1
OS04G0606000	OGLUM04G24410	94	82	0
OS04G0606200	OGLUM04G24430	100	100	1
OS04G0606400	OGLUM04G24440	100	100	1
OS04G0606500	OGLUM04G24470	100	100	1
OS04G0606700	OGLUM04G24500	87	91	0
OS04G0606800	OGLUM04G24510	100	89	1
OS04G0607000	OGLUM04G24520	88	57	0
OS04G0607100	OGLUM04G24530	100	54	1
OS04G0607150	OGLUM04G24540	97	86	1
OS04G0607200	OGLUM04G24560	69	21	0
OS04G0607400	OGLUM04G11800	24	33	1
OS04G0607500	OGLUM04G24580	69	40	0
OS04G0607600	OGLUM04G24590	86	55	1
OS04G0608100	OGLUM04G24600	82	91	0
OS04G0608300	OGLUM04G24620	95	93	1
OS04G0608400	OGLUM04G24630	88	90	1
OS04G0608500	OGLUM04G24640	71	23	0
OS04G0608800	OGLUM04G24670	99	98	1
OS04G0608900	OGLUM04G24680	100	100	1
OS04G0609100	OGLUM04G24690	87	62	0
OS04G0609100	OGLUM11G04240	1	3	0
OS04G0609200	OGLUM04G24700	88	20	1
OS04G0609500	OGLUM04G24710	85	42	1
OS04G0609600	OGLUM04G24730	100	100	1
OS04G0609700	OGLUM04G24740	98	60	1
OS04G0610000	OGLUM04G24750	92	34	1
OS04G0610400	OGLUM04G24780	99	99	1
OS04G0610500	OGLUM04G24790	99	99	1
OS04G0610600	OGLUM04G24800	96	99	1
OS04G0610700	OGLUM04G24810	100	100	1
OS04G0610800	OGLUM04G24820	100	78	1
OS04G0610900	OGLUM04G24830	99	98	1
OS04G0611200	OGLUM04G24860	99	77	1
OS04G0611300	OGLUM04G24870	100	100	1
OS04G0611400	OGLUM04G24880	99	94	1
OS04G0611500	OGLUM04G24890	100	59	1
OS04G0611800	OGLUM04G24900	93	28	1
OS04G0612500	OGLUM04G24920	80	45	1
OS04G0612600	OGLUM04G24930	99	99	1
OS04G0612700	OGLUM04G24940	89	98	0
OS04G0612800	OGLUM04G24950	85	98	1
OS04G0612900	OGLUM04G24960	98	72	1
OS04G0613000	OGLUM04G24970	98	98	0
OS04G0613200	OGLUM04G24980	98	99	1
OS04G0613300	OGLUM04G24990	89	87	0
OS04G0613400	OGLUM04G25000	100	100	1
OS04G0613500	OGLUM04G25010	100	47	1
OS04G0613600	OGLUM04G25020	96	97	0
OS04G0613700	OGLUM04G25030	98	42	0
OS04G0613800	OGLUM04G25040	99	83	1
OS04G0613900	OGLUM04G25050	89	100	1
OS04G0614000	OGLUM04G25080	100	100	1
OS04G0614100	OGLUM04G25090	80	57	1
OS04G0614300	OGLUM04G25110	46	31	1
OS04G0614600	OGLUM04G25120	98	50	1
OS04G0614650	OGLUM04G25130	96	79	1
OS04G0615000	OGLUM04G25140	86	14	0
OS04G0615100	OGLUM04G25150	100	95	1
OS04G0615500	OGLUM04G25180	100	100	1
OS04G0615700	OGLUM04G25170	98	48	1
OS04G0615800	OGLUM04G25170	81	20	1
OS04G0615900	OGLUM04G25200	45	64	1
OS04G0616000	OGLUM04G25210	92	75	0
OS04G0616100	OGLUM04G25220	98	66	1
OS04G0616200	OGLUM04G25230	99	14	1
OS04G0616700	OGLUM04G25260	68	93	1
OS04G0616700	OGLUM04G25270	31	97	1
OS04G0616800	OGLUM04G25280	96	82	1
OS04G0616900	OGLUM04G25290	63	61	0
OS04G0617050	OGLUM04G25300	99	62	1
OS04G0617350	OGLUM04G25310	94	43	0
OS04G0617600	OGLUM04G25320	99	99	1
OS04G0617700	OGLUM04G25330	0	0	0
OS04G0617700	OGLUM06G08240	2	1	0
OS04G0617800	OGLUM04G25340	100	100	1
OS04G0618050	OGLUM04G25360	85	87	1
OS04G0618200	OGLUM04G25370	100	98	1
OS04G0618400	OGLUM04G25390	96	96	1
OS04G0618500	OGLUM04G25410	98	95	0
OS04G0618600	OGLUM04G25420	97	79	0
OS04G0618700	OGLUM04G25430	82	83	0
OS04G0618800	OGLUM09G00480	28	20	0
OS04G0618950	OGLUM04G25450	96	97	0
OS04G0619300	OGLUM04G25480	96	100	1
OS04G0619400	OGLUM04G25490	100	100	1
OS04G0619500	OGLUM04G25500	99	98	1
OS04G0619600	OGLUM04G25510	100	100	1
OS04G0619700	OGLUM04G25520	99	100	1
OS04G0619800	OGLUM04G25530	99	65	1
OS04G0619900	OGLUM04G25540	35	45	1
OS04G0620066	OGLUM04G25550	90	23	0
OS04G0620200	OGLUM04G25570	99	53	1
OS04G0620400	OGLUM04G25580	72	76	1
OS04G0620600	OGLUM04G25590	80	81	1
OS04G0620700	OGLUM04G25600	96	95	1
OS04G0620950	OGLUM09G05960	85	29	1
OS04G0621500	OGLUM04G25610	82	86	1
OS04G0622800	OGLUM04G25680	90	61	1
OS04G0623066	OGLUM11G07170	31	10	0
OS04G0623200	OGLUM04G25690	92	94	1
OS04G0623300	OGLUM04G25700	99	96	1
OS04G0623400	OGLUM04G25710	88	62	1
OS04G0623500	OGLUM04G25720	95	100	1
OS04G0623600	OGLUM03G36300	33	5	1
OS04G0623800	OGLUM04G25740	99	99	0
OS04G0624000	OGLUM04G25760	98	98	1
OS04G0624400	OGLUM04G25780	88	30	1
OS04G0624450	OGLUM04G25780	79	25	1
OS04G0624500	OGLUM04G25790	90	87	1
OS04G0624600	OGLUM04G25800	97	95	1
OS04G0624701	OGLUM04G25810	96	98	1
OS04G0624800	OGLUM04G25820	96	61	1
OS04G0624900	OGLUM04G25830	94	86	1
OS04G0625000	OGLUM04G25840	100	100	1
OS04G0625100	OGLUM04G25850	100	100	1
OS04G0625200	OGLUM04G25860	72	69	1
OS04G0625300	OGLUM04G25870	92	12	0
OS04G0625350	OGLUM04G25870	98	8	0
OS04G0625600	OGLUM04G25880	96	26	0
OS04G0625900	OGLUM04G25890	95	97	1
OS04G0626000	OGLUM04G25900	99	92	1
OS04G0626100	OGLUM04G25910	100	59	1
OS04G0626400	OGLUM04G25920	96	97	1
OS04G0626450	OGLUM04G25930	93	54	0
OS04G0626500	OGLUM04G25930	82	13	0
OS04G0626600	OGLUM04G25980	93	47	1
OS04G0626900	OGLUM04G26000	97	99	1
OS04G0627000	OGLUM04G26010	96	67	1
OS04G0627200	OGLUM04G26020	98	65	1
OS04G0627300	OGLUM04G26030	99	99	1
OS04G0627900	OGLUM04G26060	43	43	1
OS04G0628000	OGLUM04G26070	100	100	1
OS04G0628200	OGLUM04G26080	96	60	1
OS04G0628300	OGLUM04G26090	81	99	0
OS04G0628600	OGLUM04G26110	89	100	1
OS04G0629000	OGLUM04G26120	85	72	1
OS04G0629100	OGLUM04G26130	95	94	1
OS04G0629200	OGLUM04G26140	99	99	1
OS04G0629300	OGLUM04G26150	99	99	1
OS04G0629500	OGLUM04G26160	89	89	1
OS04G0629600	OGLUM01G21810	22	22	0
OS04G0629700	OGLUM04G26180	100	99	1
OS04G0630000	OGLUM04G26190	100	69	1
OS04G0630100	OGLUM04G26200	73	67	1
OS04G0630400	OGLUM04G26210	99	99	1
OS04G0630500	OGLUM01G48250	19	24	1
OS04G0630900	OGLUM04G26240	55	70	1
OS04G0631000	OGLUM04G26230	80	38	0
OS04G0631100	OGLUM04G26260	95	76	1
OS04G0631600	OGLUM04G26290	99	99	1
OS04G0631800	OGLUM04G26300	93	95	1
OS04G0632200	OGLUM04G26360	8	7	1
OS04G0632600	OGLUM04G08880	69	27	0
OS04G0633600	OGLUM04G26410	63	67	1
OS04G0633800	OGLUM04G26440	96	96	1
OS04G0633900	OGLUM04G26450	97	96	1
OS04G0634000	OGLUM04G26460	80	92	1
OS04G0634400	OGLUM04G26470	97	65	1
OS04G0634700	OGLUM04G26480	80	97	1
OS04G0634800	OGLUM04G26490	97	100	1
OS04G0634900	OGLUM04G26500	91	81	0
OS04G0635000	OGLUM04G26510	100	100	1
OS04G0635100	OGLUM04G26530	97	97	0
OS04G0635100	OGLUM04G26550	95	95	0
OS04G0635500	OGLUM04G26540	100	100	1
OS04G0635700	OGLUM04G26560	99	99	1
OS04G0635800	OGLUM04G26570	98	98	1
OS04G0635900	OGLUM04G26580	96	100	1
OS04G0636000	OGLUM04G26590	99	99	1
OS04G0636100	OGLUM04G26600	99	83	1
OS04G0636200	OGLUM04G26610	98	49	1
OS04G0636400	OGLUM04G26620	100	100	1
OS04G0636500	OGLUM04G26630	90	90	1
OS04G0636600	OGLUM04G26640	96	52	1
OS04G0636700	OGLUM04G26650	96	93	1
OS04G0636800	OGLUM04G26660	98	80	0
OS04G0636900	OGLUM04G26670	100	100	1
OS04G0637000	OGLUM04G26680	100	100	1
OS04G0637300	OGLUM04G26690	92	90	0
OS04G0637400	OGLUM04G26700	100	56	1
OS04G0637500	OGLUM04G26710	100	100	1
OS04G0638100	OGLUM04G26730	95	44	1
OS04G0638401	OGLUM04G08590	72	61	0
OS04G0638600	OGLUM04G26740	98	98	1
OS04G0638700	OGLUM04G26750	95	99	1
OS04G0638800	OGLUM04G26760	97	97	1
OS04G0639000	OGLUM04G26770	100	100	1
OS04G0639100	OGLUM04G26780	84	66	1
OS04G0639200	OGLUM04G26790	97	97	1
OS04G0639300	OGLUM04G26800	100	53	1
OS04G0640200	OGLUM04G26830	24	23	1
OS04G0640300	OGLUM04G26840	85	68	1
OS04G0640500	OGLUM04G26860	87	85	0
OS04G0640600	OGLUM04G26870	81	55	1
OS04G0640700	OGLUM04G26880	99	99	1
OS04G0640800	OGLUM04G26890	98	99	0
OS04G0640900	OGLUM04G26900	98	98	1
OS04G0641000	OGLUM04G26910	100	93	1
OS04G0641200	OGLUM04G26920	100	99	1
OS04G0641300	OGLUM04G26930	99	99	1
OS04G0641400	OGLUM04G26940	87	80	1
OS04G0641700	OGLUM04G26950	100	100	1
OS04G0642100	OGLUM04G26970	99	99	1
OS04G0642300	OGLUM04G26990	97	99	1
OS04G0643000	OGLUM04G27030	100	100	1
OS04G0643100	OGLUM04G27040	100	100	1
OS04G0643200	OGLUM04G27050	89	87	1
OS04G0643300	OGLUM04G27060	99	99	1
OS04G0643500	OGLUM04G27080	41	92	1
OS04G0643600	OGLUM04G27090	100	35	1
OS04G0643800	OGLUM04G27100	70	53	1
OS04G0644000	OGLUM04G27110	100	100	1
OS04G0644100	OGLUM04G27120	99	99	1
OS04G0644200	OGLUM04G27130	61	77	1
OS04G0644300	OGLUM04G27140	100	31	1
OS04G0644400	OGLUM04G27150	54	34	1
OS04G0644600	OGLUM04G27170	100	100	1
OS04G0644675	OGLUM04G27180	84	48	1
OS04G0644700	OGLUM04G27190	99	99	1
OS04G0644800	OGLUM04G27200	100	7	0
OS04G0645100	OGLUM04G27210	99	98	1
OS04G0645200	OGLUM04G27220	100	100	1
OS04G0645500	OGLUM04G27230	99	99	1
OS04G0645600	OGLUM04G27240	98	92	1
OS04G0646000	OGLUM01G42000	89	42	1
OS04G0646050	OGLUM01G42000	97	21	1
OS04G0647300	OGLUM04G27250	69	73	0
OS04G0647425	OGLUM04G27260	66	59	1
OS04G0647800	OGLUM04G27280	100	100	1
OS04G0647900	OGLUM04G27290	93	98	0
OS04G0648200	OGLUM04G27300	98	53	0
OS04G0648400	OGLUM04G27320	61	52	0
OS04G0648500	OGLUM04G27330	98	96	0
OS04G0648600	OGLUM04G27340	97	98	1
OS04G0648700	OGLUM04G27350	97	98	1
OS04G0648800	OGLUM04G27360	93	100	1
OS04G0648900	OGLUM04G27370	97	98	1
OS04G0649200	OGLUM04G27400	98	99	0
OS04G0649400	OGLUM04G27410	99	97	1
OS04G0649500	OGLUM04G27420	100	100	1
OS04G0649600	OGLUM04G27430	86	99	1
OS04G0649700	OGLUM04G27440	98	98	1
OS04G0649900	OGLUM04G27450	100	100	1
OS04G0650200	OGLUM04G27470	99	99	1
OS04G0650366	OGLUM04G27480	61	62	1
OS04G0650500	OGLUM04G27510	98	90	1
OS04G0650600	OGLUM04G27520	99	98	0
OS04G0650700	OGLUM04G27530	40	99	0
OS04G0650800	OGLUM04G27540	100	100	1
OS04G0650900	OGLUM04G27550	98	15	1
OS04G0652400	OGLUM04G27610	98	92	1
OS04G0652500	OGLUM04G27620	77	51	1
OS04G0652600	OGLUM04G27630	42	88	1
OS04G0652700	OGLUM04G27640	79	100	1
OS04G0653000	OGLUM04G27650	89	81	1
OS04G0653100	OGLUM04G27660	50	73	1
OS04G0653200	OGLUM04G27670	100	100	1
OS04G0653300	OGLUM04G27680	99	99	1
OS04G0653400	OGLUM04G27690	100	100	1
OS04G0653600	OGLUM04G27700	99	100	1
OS04G0654400	OGLUM04G27720	99	98	1
OS04G0654600	OGLUM04G27750	93	92	0
OS04G0654700	OGLUM04G27760	99	94	1
OS04G0654800	OGLUM04G27780	74	96	1
OS04G0655000	OGLUM04G27790	100	100	1
OS04G0655300	OGLUM04G27820	99	95	1
OS04G0655400	OGLUM04G27830	99	43	1
OS04G0655600	OGLUM04G27850	96	100	1
OS04G0655700	OGLUM04G27860	75	82	1
OS04G0656100	OGLUM04G27870	100	100	1
OS04G0656500	OGLUM04G27880	99	99	1
OS04G0657100	OGLUM04G27920	95	93	1
OS04G0657500	OGLUM04G27940	100	100	1
OS04G0657600	OGLUM04G27950	99	99	1
OS04G0658000	OGLUM04G27970	98	99	1
OS04G0658100	OGLUM04G27980	99	100	1
OS04G0658200	OGLUM04G27990	99	99	1
OS04G0658300	OGLUM04G28000	74	96	1
OS04G0658400	OGLUM04G28010	89	70	1
OS04G0658600	OGLUM04G28020	100	98	1
OS04G0658700	OGLUM04G28030	100	100	1
OS04G0658800	OGLUM04G28040	99	100	1
OS04G0659000	OGLUM04G28050	100	100	1
OS04G0659100	OGLUM04G28060	100	96	1
OS04G0659150	OGLUM04G28070	87	21	0
OS04G0659200	OGLUM01G00460	30	52	1
OS04G0659300	OGLUM04G28080	100	100	1
OS04G0659400	OGLUM04G28090	97	98	0
OS04G0659500	OGLUM04G28100	100	100	1
OS04G0659800	OGLUM04G28120	83	96	1
OS04G0659900	OGLUM04G28130	67	46	1
OS04G0660000	OGLUM04G28140	99	99	1
OS04G0660100	OGLUM04G28150	93	94	0
OS04G0660200	OGLUM04G28160	95	91	1
OS04G0660400	OGLUM04G28170	100	100	1
OS04G0660500	OGLUM04G28180	99	99	0
OS04G0660600	OGLUM04G28190	100	100	1
OS04G0660900	OGLUM04G28200	95	95	0
OS04G0661100	OGLUM04G28210	99	99	1
OS04G0661200	OGLUM04G28220	92	97	0
OS04G0661300	OGLUM04G28230	100	100	1
OS04G0661600	OGLUM04G28250	81	56	1
OS04G0661700	OGLUM04G28260	95	88	0
OS04G0661800	OGLUM04G28280	53	32	0
OS04G0661900	OGLUM04G28270	87	48	1
OS04G0662100	OGLUM04G28300	32	26	0
OS04G0662200	OGLUM04G28310	100	100	1
OS04G0662400	OGLUM04G28320	93	92	1
OS04G0662600	OGLUM04G28330	67	70	1
OS04G0662700	OGLUM04G28340	99	72	1
OS04G0662800	OGLUM04G28350	99	99	1
OS04G0662900	OGLUM04G28360	100	69	1
OS04G0663100	OGLUM04G28370	98	99	1
OS04G0663200	OGLUM04G28380	100	84	1
OS04G0663300	OGLUM04G28390	100	100	1
OS04G0663500	OGLUM04G28410	99	98	1
OS04G0663600	OGLUM04G28420	97	97	1
OS04G0663700	OGLUM04G28430	100	95	1
OS04G0664400	OGLUM04G28480	99	88	0
OS04G0664500	OGLUM04G28490	94	26	1
OS04G0664600	OGLUM04G28500	38	98	1
OS04G0664800	OGLUM04G28510	97	49	1
OS04G0665000	OGLUM04G28520	68	51	1
OS04G0665200	OGLUM04G28530	99	100	1
OS04G0665400	OGLUM04G28540	100	99	1
OS04G0665500	OGLUM04G28550	92	92	1
OS04G0665600	OGLUM04G28560	100	96	1
OS04G0665800	OGLUM04G28570	100	81	1
OS04G0665900	OGLUM04G28580	93	100	1
OS04G0666800	OGLUM04G28640	99	99	1
OS04G0666900	OGLUM04G28650	99	92	1
OS04G0667000	OGLUM04G28660	99	52	0
OS04G0667200	OGLUM04G28670	99	97	1
OS04G0667300	OGLUM04G28680	100	96	1
OS04G0667400	OGLUM04G28700	99	99	1
OS04G0667500	OGLUM04G28710	75	26	0
OS04G0667600	OGLUM04G28720	94	80	1
OS04G0667700	OGLUM04G28730	99	37	1
OS04G0667800	OGLUM04G28740	100	100	1
OS04G0667900	OGLUM04G28750	49	74	0
OS04G0668600	OGLUM04G28800	100	100	1
OS04G0668700	OGLUM04G28810	99	96	1
OS04G0668800	OGLUM04G28830	100	100	1
OS04G0668900	OGLUM04G28840	93	82	1
OS04G0669100	OGLUM04G28850	99	95	1
OS04G0669200	OGLUM04G28860	99	99	1
OS04G0669300	OGLUM04G28870	95	88	1
OS04G0669475	OGLUM04G28880	32	28	1
OS04G0669500	OGLUM04G28890	98	98	1
