Gene stable ID	Oryza rufipogon gene stable ID	% identity	Oryza rufipogon % identity	Orthology confidence [0 low, 1 high]
OS04G0652600	ORUFI04G29360	76	83	1
OS04G0652700	ORUFI04G29370	72	89	0
OS04G0652900	ORUFI04G29380	100	100	1
OS04G0653000	ORUFI04G29390	92	84	1
OS04G0653100	ORUFI04G29400	51	76	1
OS04G0653200	ORUFI04G29410	100	100	1
OS04G0653300	ORUFI04G29420	100	100	1
OS04G0653400	ORUFI04G29430	100	100	1
OS04G0653600	ORUFI04G29440	99	100	0
OS04G0654400	ORUFI04G29490	58	84	0
OS04G0654600	ORUFI04G29510	93	92	0
OS04G0654700	ORUFI04G29520	100	94	1
OS04G0654800	ORUFI04G29530	93	98	1
OS04G0655000	ORUFI04G29540	100	100	1
OS04G0655300	ORUFI04G29560	95	91	0
OS04G0655400	ORUFI04G29570	92	29	0
OS04G0655600	ORUFI04G29590	96	99	1
OS04G0655700	ORUFI04G29600	77	85	1
OS04G0656100	ORUFI04G29610	100	100	1
OS04G0656500	ORUFI04G29620	100	100	1
OS04G0657100	ORUFI04G29660	87	87	0
OS04G0657500	ORUFI04G29690	100	100	1
OS04G0657600	ORUFI04G29700	100	100	1
OS04G0657900	ORUFI04G29720	100	100	1
OS04G0658000	ORUFI04G29730	100	98	1
OS04G0658100	ORUFI04G29740	100	100	1
OS04G0658200	ORUFI04G29750	100	100	1
OS04G0658300	ORUFI04G29760	95	96	1
OS04G0658400	ORUFI04G29770	98	73	1
OS04G0658600	ORUFI04G29780	100	98	1
OS04G0658700	ORUFI04G29790	100	100	1
OS04G0658800	ORUFI04G29800	100	100	1
OS04G0659000	ORUFI04G29810	99	99	0
OS04G0659100	ORUFI04G29820	100	96	1
OS04G0659150	ORUFI04G29830	36	10	0
OS04G0659300	ORUFI04G29840	85	86	0
OS04G0659400	ORUFI04G29860	99	94	0
OS04G0659500	ORUFI04G29870	100	100	0
OS04G0659800	ORUFI04G29890	83	96	0
OS04G0659900	ORUFI04G29900	67	46	1
OS04G0660000	ORUFI04G29910	100	100	1
OS04G0660100	ORUFI04G29920	93	94	0
OS04G0660200	ORUFI04G29930	96	98	1
OS04G0660400	ORUFI04G29940	100	100	1
OS04G0660500	ORUFI04G29950	95	100	1
OS04G0660600	ORUFI04G29960	100	100	0
OS04G0660900	ORUFI04G29970	95	95	0
OS04G0661100	ORUFI04G29980	100	100	1
OS04G0661300	ORUFI04G29990	97	40	1
OS04G0661600	ORUFI04G30010	100	62	0
OS04G0661700	ORUFI04G30020	96	91	0
OS04G0661800	ORUFI04G30030	73	54	0
OS04G0661900	ORUFI04G30050	87	48	1
OS04G0662100	ORUFI04G30070	32	26	0
OS04G0662200	ORUFI04G30080	100	100	1
OS04G0662400	ORUFI04G30090	100	100	1
OS04G0662600	ORUFI04G30100	67	70	1
OS04G0662700	ORUFI04G30110	100	73	1
OS04G0662800	ORUFI04G30120	100	100	1
OS04G0662900	ORUFI04G30130	100	100	1
OS04G0663100	ORUFI04G30140	99	99	1
OS04G0663200	ORUFI04G30150	100	84	0
OS04G0663300	ORUFI04G30160	100	100	1
OS04G0663500	ORUFI04G30180	99	98	1
OS04G0663600	ORUFI04G30190	97	97	1
OS04G0663700	ORUFI04G30200	100	95	1
OS04G0663800	ORUFI04G30210	100	31	0
OS04G0664400	ORUFI04G30260	94	96	1
OS04G0664500	ORUFI04G30270	98	28	1
OS04G0664600	ORUFI04G30280	99	99	1
OS04G0664800	ORUFI04G30290	98	48	1
OS04G0665200	ORUFI04G30310	99	100	1
OS04G0665400	ORUFI04G30330	100	100	1
OS04G0665500	ORUFI04G30340	96	96	0
OS04G0665600	ORUFI04G30350	100	96	0
OS04G0665700	ORUFI04G30360	85	55	0
OS04G0665800	ORUFI04G30370	89	89	0
OS04G0665900	ORUFI04G30380	97	100	1
OS04G0666800	ORUFI04G30430	99	99	1
OS04G0666900	ORUFI04G30440	100	92	0
OS04G0667000	ORUFI04G30450	98	52	0
OS04G0667200	ORUFI04G30460	99	97	0
OS04G0667400	ORUFI04G30490	98	91	1
OS04G0667500	ORUFI04G30500	83	31	0
OS04G0667600	ORUFI04G30510	95	80	1
OS04G0667700	ORUFI04G30520	99	40	1
OS04G0667800	ORUFI04G30530	100	100	1
OS04G0667900	ORUFI04G30540	97	55	0
OS04G0668600	ORUFI04G30590	100	100	1
OS04G0668700	ORUFI04G30600	100	97	0
OS04G0668800	ORUFI04G30620	100	100	1
OS04G0668900	ORUFI04G30630	78	80	0
OS04G0669100	ORUFI04G30640	100	96	1
OS04G0669200	ORUFI04G30650	100	100	1
OS04G0669300	ORUFI04G30660	98	80	0
OS04G0669475	ORUFI04G30670	95	66	0
OS04G0669500	ORUFI04G30680	92	98	1
OS04G0669700	ORUFI04G30690	68	21	0
OS04G0669900	ORUFI04G30700	100	48	1
OS04G0670000	ORUFI04G30710	92	96	0
OS04G0670200	ORUFI04G30730	95	95	1
OS04G0670400	ORUFI04G30740	88	52	1
OS04G0670500	ORUFI04G30750	77	99	1
OS04G0670600	ORUFI04G30770	85	80	0
OS04G0670700	ORUFI04G30760	100	33	1
OS04G0670800	ORUFI04G30780	100	100	1
OS04G0670900	ORUFI04G30790	100	100	0
OS04G0671100	ORUFI04G30800	100	48	1
OS04G0671200	ORUFI04G30810	100	100	1
OS04G0671300	ORUFI04G30820	100	100	0
OS04G0671700	ORUFI04G30840	99	97	0
OS04G0671800	ORUFI04G30850	92	97	1
OS04G0671900	ORUFI04G30870	100	100	1
OS04G0672100	ORUFI04G30890	76	94	1
OS04G0672200	ORUFI04G30900	100	95	1
OS04G0672300	ORUFI04G30910	100	69	1
OS04G0672600	ORUFI04G30930	36	85	1
OS04G0672700	ORUFI04G30940	100	100	1
OS04G0672800	ORUFI04G30950	100	100	1
OS04G0672900	ORUFI04G30960	100	100	1
OS04G0673000	ORUFI04G30970	90	85	0
OS04G0673400	ORUFI04G31000	94	74	0
OS04G0673700	ORUFI04G31010	100	100	1
OS04G0673800	ORUFI04G31020	99	99	0
OS04G0674000	ORUFI04G31030	100	100	1
OS04G0674100	ORUFI04G31060	100	100	1
OS04G0674200	ORUFI04G31070	100	100	0
OS04G0674300	ORUFI04G31080	94	94	0
OS04G0674350	ORUFI04G31090	91	54	0
OS04G0674400	ORUFI04G31100	100	99	1
OS04G0674500	ORUFI04G31120	70	56	0
OS04G0674600	ORUFI04G31130	100	98	1
OS04G0674700	ORUFI04G31140	100	100	1
OS04G0674800	ORUFI04G31150	100	100	1
OS04G0675000	ORUFI04G31160	100	100	1
OS04G0675101	ORUFI04G31170	99	50	1
OS04G0675200	ORUFI04G31170	100	28	1
OS04G0675300	ORUFI04G31170	100	6	1
OS04G0675400	ORUFI04G31180	100	100	0
OS04G0675500	ORUFI04G31190	100	100	1
OS04G0675600	ORUFI04G31200	100	49	1
OS04G0675800	ORUFI04G31210	97	82	0
OS04G0676100	ORUFI04G31220	100	100	0
OS04G0676200	ORUFI04G31230	93	76	0
OS04G0676300	ORUFI04G31240	100	100	1
OS04G0676400	ORUFI01G20240	44	56	0
OS04G0676600	ORUFI04G31260	79	79	0
OS04G0676700	ORUFI04G31270	100	89	1
OS04G0677000	ORUFI04G31290	86	92	1
OS04G0677066	ORUFI04G31300	80	79	1
OS04G0677100	ORUFI04G31310	66	70	1
OS04G0677200	ORUFI04G31320	100	82	1
OS04G0677300	ORUFI02G10370	73	66	0
OS04G0677300	ORUFI04G31330	95	95	0
OS04G0677400	ORUFI04G31340	90	88	0
OS04G0677500	ORUFI04G31350	100	96	1
OS04G0677600	ORUFI04G31360	98	98	1
OS04G0677700	ORUFI04G31370	92	94	1
OS04G0677800	ORUFI04G31380	99	92	1
OS04G0678200	ORUFI04G31390	100	100	1
OS04G0678300	ORUFI04G31400	100	100	1
OS04G0678400	ORUFI04G31410	100	100	1
OS04G0678700	ORUFI04G31420	100	100	1
OS04G0679000	ORUFI04G31430	99	36	1
OS04G0679100	ORUFI04G31440	100	100	1
OS04G0679200	ORUFI04G31450	94	100	1
OS04G0679400	ORUFI04G31460	100	100	1
OS04G0679600	ORUFI04G31480	56	57	0
OS04G0679800	ORUFI04G31490	85	54	1
OS04G0679900	ORUFI04G31500	85	97	0
OS04G0680000	ORUFI04G31510	100	100	1
OS04G0680300	ORUFI04G31540	88	99	0
OS04G0680400	ORUFI04G31560	77	49	0
OS04G0680550	ORUFI04G31570	96	71	1
OS04G0680700	ORUFI04G31580	99	53	1
OS04G0680800	ORUFI04G31590	100	55	1
OS04G0681400	ORUFI04G31610	100	84	1
OS04G0681500	ORUFI04G31620	80	98	1
OS04G0681900	ORUFI04G31650	98	99	1
OS04G0681950	ORUFI04G31660	89	93	1
OS04G0682000	ORUFI04G31670	98	90	1
OS04G0682100	ORUFI04G31690	100	100	1
OS04G0682300	ORUFI04G31700	100	100	1
OS04G0682400	ORUFI04G31710	99	99	1
OS04G0682500	ORUFI04G31720	100	99	1
OS04G0682800	ORUFI04G31750	97	47	0
OS04G0683400	ORUFI04G31760	100	94	1
OS04G0683500	ORUFI04G31770	100	94	1
OS04G0683600	ORUFI04G31780	100	63	1
OS04G0683700	ORUFI04G31790	100	100	1
OS04G0683800	ORUFI04G31800	100	100	1
OS04G0683900	ORUFI04G31820	70	71	0
OS04G0684200	ORUFI04G31840	99	23	0
OS04G0684500	ORUFI04G31870	100	100	1
OS04G0684800	ORUFI04G31880	84	86	0
OS04G0684900	ORUFI04G31890	100	100	1
OS04G0685000	ORUFI04G31910	100	100	1
OS04G0685100	ORUFI04G31920	100	92	1
OS04G0685200	ORUFI04G31930	100	67	1
OS04G0685300	ORUFI04G31940	100	100	1
OS04G0685500	ORUFI04G31950	99	71	1
OS04G0685600	ORUFI04G31960	100	100	1
OS04G0685700	ORUFI04G31970	100	100	1
OS04G0685800	ORUFI04G31980	100	76	0
OS04G0685900	ORUFI04G31990	100	100	1
OS04G0686000	ORUFI04G32010	100	100	1
OS04G0686100	ORUFI04G32030	100	100	1
OS04G0686200	ORUFI04G32040	100	100	1
OS04G0686300	ORUFI04G32050	99	99	1
OS04G0686500	ORUFI04G32060	98	100	0
OS04G0686600	ORUFI04G32070	83	46	0
OS04G0686650	ORUFI04G32080	92	79	0
OS04G0686700	ORUFI04G32090	77	80	0
OS04G0686800	ORUFI04G32100	100	100	1
OS04G0687100	ORUFI04G32120	100	100	1
OS04G0687200	ORUFI04G32130	69	65	1
OS04G0687300	ORUFI04G32140	96	98	1
OS04G0687800	ORUFI04G32150	99	99	1
OS04G0687900	ORUFI04G32160	100	100	1
OS04G0688000	ORUFI04G32170	46	52	0
OS04G0689300	ORUFI04G32260	100	98	1
OS04G0689400	ORUFI04G32270	100	100	1
OS04G0689500	ORUFI04G32280	88	100	1
OS04G0689700	ORUFI04G32290	100	100	1
OS04G0689800	ORUFI04G32300	81	88	1
OS04G0689900	ORUFI04G32310	90	98	1
OS04G0690100	ORUFI04G32320	84	88	0
OS04G0690300	ORUFI04G32330	99	91	1
OS04G0690400	ORUFI04G32340	92	86	0
OS04G0690500	ORUFI04G32350	100	100	1
OS04G0690600	ORUFI04G32360	68	100	1
OS04G0690800	ORUFI04G32370	94	97	0
OS04G0690900	ORUFI01G47390	68	48	0
OS04G0691000	ORUFI04G32380	54	26	0
OS04G0691100	ORUFI04G32390	98	98	0
OS04G0691200	ORUFI04G32400	99	33	0
OS04G0691300	ORUFI04G32410	89	89	1
OS04G0691500	ORUFI04G32430	96	67	0
OS04G0691700	ORUFI04G32440	87	23	0
OS04G0691800	ORUFI04G32450	100	100	1
OS04G0691900	ORUFI04G32460	100	98	1
OS04G0692000	ORUFI04G32470	99	99	1
OS04G0692100	ORUFI04G32480	93	100	0
OS04G0692200	ORUFI04G32490	86	92	0
OS04G0692300	ORUFI04G32500	91	84	0
OS04G0692400	ORUFI04G32510	99	100	1
OS04G0692500	ORUFI04G32520	78	79	1
OS04G0692800	ORUFI04G32540	98	34	1
OS04G0693000	ORUFI04G32640	99	100	1
OS04G0693050	ORUFI04G32650	87	74	1
OS04G0693100	ORUFI04G32660	70	68	1
OS04G0693200	ORUFI04G32670	91	45	1
OS05G0100008	ORUFI05G00010	100	100	1
OS05G0100100	ORUFI05G00020	100	100	1
OS05G0100500	ORUFI05G00030	100	25	1
OS05G0100600	ORUFI05G00040	92	38	1
OS05G0100700	ORUFI05G00050	99	41	0
OS05G0100800	ORUFI05G00060	100	79	1
OS05G0100900	ORUFI05G00070	100	100	1
OS05G0101200	ORUFI05G00090	100	99	1
OS05G0101300	ORUFI05G00100	99	100	1
OS05G0101400	ORUFI05G00110	100	100	0
OS05G0101600	ORUFI05G00130	100	100	1
OS05G0102000	ORUFI05G00140	98	100	1
OS05G0102400	ORUFI05G00150	97	100	1
OS05G0102500	ORUFI05G00160	85	75	1
OS05G0102600	ORUFI05G00170	100	100	1
OS05G0102800	ORUFI05G00180	97	97	0
OS05G0102900	ORUFI05G00200	100	100	1
OS05G0103000	ORUFI05G00210	77	55	1
OS05G0103200	ORUFI05G00220	100	100	1
OS05G0103300	ORUFI05G00230	100	100	1
OS05G0103400	ORUFI05G00240	100	100	1
OS05G0103600	ORUFI05G00250	100	42	1
OS05G0103700	ORUFI01G00910	47	79	0
OS05G0103800	ORUFI05G00260	63	100	1
OS05G0104000	ORUFI05G00290	100	100	1
OS05G0104100	ORUFI05G00300	100	100	1
OS05G0104650	ORUFI05G00310	98	59	1
OS05G0104750	ORUFI05G00320	85	53	0
OS05G0104800	ORUFI05G00330	100	100	1
OS05G0104900	ORUFI05G00340	66	40	0
OS05G0105000	ORUFI05G00350	99	88	1
OS05G0105100	ORUFI05G00360	100	100	1
OS05G0105200	ORUFI05G00370	100	56	1
OS05G0105300	ORUFI05G00380	98	32	1
OS05G0105500	ORUFI05G00390	99	56	1
OS05G0105600	ORUFI05G00410	94	84	0
OS05G0105800	ORUFI05G00420	100	42	0
OS05G0105900	ORUFI05G00430	21	30	0
OS05G0106000	ORUFI05G00440	100	100	0
OS05G0106100	ORUFI05G00450	100	100	1
OS05G0106200	ORUFI05G00460	91	50	0
OS05G0106500	ORUFI05G00470	100	100	0
OS05G0106600	ORUFI05G00480	100	100	1
OS05G0106700	ORUFI05G00490	98	94	0
OS05G0106800	ORUFI01G09940	26	14	0
OS05G0106800	ORUFI09G16480	40	39	0
OS05G0106900	ORUFI01G09940	28	7	0
OS05G0106900	ORUFI09G16480	33	15	0
OS05G0107000	ORUFI05G00500	99	36	1
OS05G0107300	ORUFI05G00520	100	100	1
OS05G0107600	ORUFI05G00530	99	85	1
OS05G0107700	ORUFI05G00540	93	96	0
OS05G0107801	ORUFI08G08720	26	57	0
OS05G0107900	ORUFI05G00560	91	78	0
OS05G0108000	ORUFI05G00570	100	49	1
OS05G0108300	ORUFI05G00580	100	97	0
OS05G0108400	ORUFI05G00590	100	100	1
OS05G0108500	ORUFI05G00600	78	84	0
OS05G0108600	ORUFI05G00610	93	100	1
OS05G0109400	ORUFI05G00660	92	72	0
OS05G0109600	ORUFI05G00670	99	99	0
OS05G0110000	ORUFI05G00690	89	77	0
OS05G0110100	ORUFI05G00700	92	96	0
OS05G0110200	ORUFI05G00710	99	99	1
OS05G0110300	ORUFI05G00720	93	100	1
OS05G0110500	ORUFI05G00730	100	100	1
OS05G0110700	ORUFI05G00740	86	63	1
OS05G0110800	ORUFI05G00760	91	37	0
OS05G0110900	ORUFI05G00770	99	90	1
OS05G0111000	ORUFI05G00780	9	46	0
OS05G0111100	ORUFI05G00800	100	100	1
OS05G0111200	ORUFI05G00810	100	100	1
OS05G0111800	ORUFI05G00850	35	41	0
OS05G0111900	ORUFI05G00860	88	37	1
OS05G0112000	ORUFI05G00870	99	99	1
OS05G0112101	ORUFI05G00880	100	100	1
OS05G0112200	ORUFI05G00890	99	81	1
OS05G0112750	ORUFI05G00940	100	63	1
OS05G0112800	ORUFI05G00950	77	100	0
OS05G0112900	ORUFI05G00960	100	100	1
OS05G0113000	ORUFI05G00980	86	86	0
OS05G0113300	ORUFI05G00990	100	100	1
OS05G0113400	ORUFI05G01000	100	99	1
OS05G0113500	ORUFI05G01010	95	95	0
OS05G0113900	ORUFI05G01020	100	88	0
OS05G0114000	ORUFI05G01030	99	82	0
OS05G0114100	ORUFI05G01040	97	80	0
OS05G0114400	ORUFI05G01070	100	100	1
OS05G0114500	ORUFI05G01080	84	44	1
OS05G0114600	ORUFI05G01090	100	100	1
OS05G0115100	ORUFI05G01120	100	100	1
OS05G0115500	ORUFI05G01140	93	48	0
OS05G0115700	ORUFI05G01150	85	96	1
OS05G0115800	ORUFI05G01160	100	59	0
OS05G0115900	ORUFI05G01170	96	100	0
OS05G0116000	ORUFI05G01180	100	100	1
OS05G0116100	ORUFI05G01190	99	71	0
OS05G0116350	ORUFI05G01220	78	39	1
OS05G0116600	ORUFI05G01240	67	93	1
OS05G0116700	ORUFI05G01250	100	100	1
OS05G0116800	ORUFI05G01260	57	59	0
OS05G0117000	ORUFI05G01280	99	99	1
OS05G0117300	ORUFI05G01290	100	100	1
OS05G0117500	ORUFI05G01300	100	100	1
OS05G0117600	ORUFI05G01310	100	99	1
OS05G0117798	ORUFI05G01320	100	100	1
OS05G0117864	ORUFI05G01340	99	91	1
OS05G0118000	ORUFI05G01350	100	100	0
OS05G0118700	ORUFI05G01360	100	100	1
OS05G0118800	ORUFI05G01380	100	60	1
OS05G0119000	ORUFI05G01400	99	100	0
OS05G0119100	ORUFI05G01390	99	24	0
OS05G0119350	ORUFI05G01430	69	50	0
OS05G0119400	ORUFI05G01440	96	75	1
OS05G0119600	ORUFI05G01450	99	100	1
OS05G0120000	ORUFI05G01480	100	100	1
OS05G0120100	ORUFI05G01490	100	100	1
OS05G0120200	ORUFI05G01500	94	98	1
OS05G0120300	ORUFI05G01510	91	93	0
OS05G0120700	ORUFI05G01530	99	26	0
OS05G0120800	ORUFI05G01540	100	100	1
OS05G0120900	ORUFI05G01550	100	100	0
OS05G0121000	ORUFI05G01560	100	100	1
OS05G0121100	ORUFI05G01570	85	49	1
OS05G0121200	ORUFI05G01580	93	100	1
OS05G0121400	ORUFI05G01600	96	88	0
OS05G0121500	ORUFI05G01610	100	100	1
OS05G0121600	ORUFI05G01620	97	99	1
OS05G0121700	ORUFI05G01630	56	87	0
OS05G0121750	ORUFI05G01640	71	94	1
OS05G0121800	ORUFI05G01650	66	97	0
OS05G0121900	ORUFI05G01660	81	71	1
OS05G0122400	ORUFI05G01690	98	99	1
OS05G0122500	ORUFI05G01700	76	82	0
OS05G0122600	ORUFI05G01710	100	91	0
OS05G0122700	ORUFI05G01720	100	100	1
OS05G0122800	ORUFI05G01730	100	100	1
OS05G0122900	ORUFI05G01740	99	99	1
OS05G0123000	ORUFI05G01750	96	99	1
OS05G0123100	ORUFI05G01760	100	100	1
OS05G0123200	ORUFI05G01770	100	95	1
OS05G0123300	ORUFI05G01780	92	100	1
OS05G0123400	ORUFI05G01790	98	96	1
OS05G0125000	ORUFI05G01890	96	98	1
OS05G0125100	ORUFI05G01900	94	51	0
OS05G0125500	ORUFI05G01920	97	84	0
OS05G0125600	ORUFI05G01950	49	47	0
OS05G0126100	ORUFI05G01960	61	62	0
OS05G0126200	ORUFI05G01970	100	100	1
OS05G0126300	ORUFI05G01980	100	22	1
OS05G0126700	ORUFI05G02000	99	99	0
OS05G0126800	ORUFI05G02010	100	100	1
OS05G0127200	ORUFI05G02020	95	100	1
OS05G0127300	ORUFI05G02030	100	89	1
OS05G0127500	ORUFI05G02050	99	99	1
OS05G0128000	ORUFI05G02060	100	100	1
OS05G0128100	ORUFI05G02070	80	100	1
OS05G0128300	ORUFI05G02080	100	100	1
OS05G0128400	ORUFI05G02090	96	82	1
OS05G0128600	ORUFI05G02110	91	27	0
OS05G0128700	ORUFI05G02120	1	1	0
OS05G0129000	ORUFI05G02140	99	87	1
OS05G0129100	ORUFI07G13580	85	64	1
OS05G0129200	ORUFI05G02160	96	96	0
OS05G0129300	ORUFI05G02170	99	99	0
OS05G0129400	ORUFI05G02180	98	98	1
OS05G0129700	ORUFI05G02190	100	100	1
OS05G0129800	ORUFI05G02200	73	100	1
OS05G0130100	ORUFI05G02220	99	82	0
OS05G0130300	ORUFI05G02250	92	88	0
OS05G0130400	ORUFI05G02260	96	99	1
OS05G0130500	ORUFI05G02270	95	64	1
OS05G0131000	ORUFI05G02330	75	99	0
OS05G0131100	ORUFI05G02340	90	44	0
OS05G0131500	ORUFI05G02350	63	37	0
OS05G0131900	ORUFI05G02360	99	99	1
OS05G0132000	ORUFI05G02370	96	95	0
OS05G0132100	ORUFI05G02380	100	98	1
OS05G0132500	ORUFI05G02410	98	100	1
OS05G0132700	ORUFI05G02420	91	62	0
OS05G0133100	ORUFI05G02440	91	95	0
OS05G0133401	ORUFI05G02450	79	84	0
OS05G0133900	ORUFI05G02460	96	92	0
OS05G0134000	ORUFI05G02470	100	100	0
OS05G0134200	ORUFI05G02490	100	100	0
OS05G0134300	ORUFI05G02500	99	99	1
OS05G0135100	ORUFI05G02530	97	100	1
OS05G0135400	ORUFI03G19300	18	41	0
OS05G0135400	ORUFI03G19330	16	35	0
OS05G0135400	ORUFI03G19370	20	37	0
OS05G0135400	ORUFI03G19390	17	27	0
OS05G0135400	ORUFI03G19400	22	17	0
OS05G0135400	ORUFI07G03280	18	33	0
OS05G0135400	ORUFI07G24890	19	15	0
OS05G0135400	ORUFI07G24900	16	39	0
OS05G0135700	ORUFI05G02560	100	100	0
OS05G0135800	ORUFI05G02570	100	100	1
OS05G0135900	ORUFI05G02580	99	96	1
OS05G0136100	ORUFI05G02590	92	75	1
OS05G0136200	ORUFI05G02600	100	95	1
OS05G0136900	ORUFI05G02620	93	96	1
OS05G0137300	ORUFI05G02640	99	99	1
OS05G0137400	ORUFI05G02650	100	100	1
OS05G0137500	ORUFI05G02660	100	94	1
OS05G0137600	ORUFI05G02670	86	94	1
OS05G0137700	ORUFI05G02680	76	100	1
OS05G0137800	ORUFI05G02690	100	98	1
OS05G0138200	ORUFI05G02710	100	100	1
OS05G0139100	ORUFI05G02750	96	96	0
OS05G0139200	ORUFI05G02760	100	100	1
OS05G0139300	ORUFI05G02770	95	83	0
OS05G0140100	ORUFI05G02790	100	100	1
OS05G0140300	ORUFI05G02800	88	85	1
OS05G0140500	ORUFI05G02820	87	86	0
OS05G0140600	ORUFI05G02830	88	86	1
OS05G0140800	ORUFI05G02840	100	97	1
OS05G0141000	ORUFI05G02850	98	99	0
OS05G0141200	ORUFI05G02880	90	88	0
OS05G0141300	ORUFI05G02890	100	100	1
OS05G0141400	ORUFI05G02900	99	100	1
OS05G0141500	ORUFI05G02910	100	100	1
OS05G0141700	ORUFI05G02920	100	91	1
OS05G0141800	ORUFI05G02930	100	100	1
OS05G0142000	ORUFI05G02940	100	100	1
OS05G0142100	ORUFI05G02950	94	100	0
OS05G0142200	ORUFI05G02960	100	100	1
OS05G0142400	ORUFI05G02970	100	100	1
OS05G0142500	ORUFI05G02980	100	100	1
OS05G0142600	ORUFI05G02990	100	100	1
OS05G0142900	ORUFI05G03000	100	100	0
OS05G0143200	ORUFI05G03020	97	28	0
OS05G0143300	ORUFI05G03030	100	100	1
OS05G0143400	ORUFI05G03040	100	96	0
OS05G0143500	ORUFI05G03050	100	100	0
OS05G0143600	ORUFI05G03060	100	100	1
OS05G0143700	ORUFI05G03070	79	21	1
OS05G0144000	ORUFI05G03090	80	98	0
OS05G0144100	ORUFI05G03100	99	70	1
OS05G0144200	ORUFI05G03110	98	95	0
OS05G0144300	ORUFI05G03120	83	94	0
OS05G0144400	ORUFI05G03130	100	99	1
OS05G0144800	ORUFI05G03140	98	100	1
OS05G0144900	ORUFI05G03150	88	23	0
OS05G0145000	ORUFI05G03160	88	75	1
OS05G0145100	ORUFI05G03170	97	97	0
OS05G0145300	ORUFI05G03180	100	100	1
OS05G0145400	ORUFI05G03190	100	100	1
OS05G0145600	ORUFI05G03200	100	91	1
OS05G0145700	ORUFI05G03230	62	42	0
OS05G0146900	ORUFI05G03260	98	84	1
OS05G0147133	ORUFI05G03270	97	57	1
OS05G0147200	ORUFI05G03280	99	58	0
OS05G0147300	ORUFI05G03290	96	90	1
OS05G0147400	ORUFI05G03300	100	100	1
OS05G0147500	ORUFI05G03310	91	96	0
OS05G0147600	ORUFI05G03320	100	36	1
OS05G0147700	ORUFI05G03330	98	26	0
OS05G0148300	ORUFI05G03350	100	56	1
OS05G0148600	ORUFI05G03390	78	100	0
OS05G0148700	ORUFI05G03400	95	98	0
OS05G0148900	ORUFI05G03410	96	95	1
OS05G0149000	ORUFI05G03420	100	100	1
OS05G0149100	ORUFI05G03430	100	100	0
OS05G0149200	ORUFI05G03440	62	21	0
OS05G0149300	ORUFI05G03450	0	0	1
OS05G0149300	ORUFI05G03460	97	85	1
OS05G0149400	ORUFI05G03470	100	100	0
OS05G0149500	ORUFI05G03480	89	56	1
OS05G0149800	ORUFI05G03500	100	86	1
OS05G0149900	ORUFI05G03510	100	95	1
OS05G0149950	ORUFI05G03520	100	100	1
OS05G0150000	ORUFI05G03530	100	100	1
OS05G0150100	ORUFI05G03550	45	22	0
OS05G0150300	ORUFI05G03560	99	100	0
OS05G0150400	ORUFI05G03570	96	92	0
OS05G0150500	ORUFI05G03580	100	100	1
OS05G0150600	ORUFI05G03590	99	96	1
OS05G0150733	ORUFI05G03610	100	53	1
OS05G0150800	ORUFI05G03630	100	100	1
OS05G0150900	ORUFI05G03620	99	97	1
OS05G0151000	ORUFI05G03660	92	89	1
OS05G0151100	ORUFI05G03670	42	48	0
OS05G0151200	ORUFI05G03680	100	100	1
OS05G0151300	ORUFI05G03690	100	100	1
OS05G0151400	ORUFI05G03700	99	99	1
OS05G0152201	ORUFI05G03760	76	58	1
OS05G0152400	ORUFI05G03770	76	38	0
OS05G0152600	ORUFI05G03780	66	37	1
OS05G0152900	ORUFI05G03790	45	59	1
OS05G0153000	ORUFI05G03800	83	85	0
OS05G0153132	ORUFI05G03810	97	24	0
OS05G0153200	ORUFI05G03820	95	100	1
OS05G0153300	ORUFI05G03830	88	91	0
OS05G0153400	ORUFI05G03840	100	100	1
OS05G0153901	ORUFI05G02120	1	1	0
OS05G0154300	ORUFI05G03890	16	7	0
OS05G0154500	ORUFI05G03920	96	100	0
OS05G0154600	ORUFI05G03930	98	96	0
OS05G0154700	ORUFI05G03950	100	41	1
OS05G0154900	ORUFI05G03960	100	100	1
OS05G0155000	ORUFI05G03970	100	97	1
OS05G0155100	ORUFI05G03980	100	100	1
OS05G0155200	ORUFI05G03990	98	80	1
OS05G0155300	ORUFI05G04000	70	96	1
OS05G0155601	ORUFI05G04020	99	91	1
OS05G0155700	ORUFI05G04030	89	95	0
OS05G0155800	ORUFI05G04040	94	100	1
OS05G0156200	ORUFI05G04060	87	88	1
OS05G0156300	ORUFI05G04070	99	100	1
OS05G0156500	ORUFI05G04080	100	42	1
OS05G0156600	ORUFI05G04090	100	98	1
OS05G0156700	ORUFI05G04100	91	36	1
OS05G0156800	ORUFI05G04120	90	17	0
OS05G0156900	ORUFI05G04130	100	100	1
OS05G0157100	ORUFI05G04140	100	100	0
OS05G0157200	ORUFI05G04150	96	96	1
OS05G0157300	ORUFI05G04160	100	100	1
OS05G0157600	ORUFI05G04190	94	88	1
OS05G0158200	ORUFI05G04240	95	48	1
OS05G0158500	ORUFI05G04250	99	94	1
OS05G0158600	ORUFI05G04260	88	34	0
OS05G0159000	ORUFI05G04280	97	88	0
OS05G0159100	ORUFI05G04290	100	84	1
OS05G0159200	ORUFI05G04300	100	48	1
OS05G0160100	ORUFI05G04350	100	100	1
OS05G0160200	ORUFI01G15170	97	97	0
OS05G0160300	ORUFI05G04370	99	99	1
OS05G0160600	ORUFI05G04390	98	58	1
