Gene stable ID	Oryza nivara gene stable ID	% identity	Oryza nivara % identity	Orthology confidence [0 low, 1 high]
OS05G0590100	ONIVA05G29650	99	99	1
OS05G0590300	ONIVA05G29660	97	97	0
OS05G0591400	ONIVA05G29600	54	96	0
OS05G0591600	ONIVA05G29620	97	71	1
OS05G0591800	ONIVA05G29770	89	51	1
OS05G0591900	ONIVA05G29780	99	87	1
OS05G0592000	ONIVA05G29800	100	100	1
OS05G0592100	ONIVA05G29810	100	100	1
OS05G0592300	ONIVA05G29820	99	93	1
OS05G0592400	ONIVA05G29830	99	100	1
OS05G0592600	ONIVA05G29840	76	98	1
OS05G0592800	ONIVA05G29850	95	94	1
OS05G0593000	ONIVA05G29860	100	100	1
OS05G0593100	ONIVA05G29870	98	92	1
OS05G0593200	ONIVA05G29880	99	99	1
OS05G0593300	ONIVA05G29890	92	37	1
OS05G0593550	ONIVA05G29890	92	26	1
OS05G0593800	ONIVA05G29920	100	94	1
OS05G0593900	ONIVA05G29930	99	95	1
OS05G0594100	ONIVA05G29940	99	99	1
OS05G0594200	ONIVA05G29950	94	100	0
OS05G0594500	ONIVA05G29970	91	96	0
OS05G0594700	ONIVA05G29990	100	100	0
OS05G0594800	ONIVA05G30000	91	85	0
OS05G0595000	ONIVA05G30020	81	86	0
OS05G0595200	ONIVA05G30040	99	99	1
OS05G0595300	ONIVA05G30050	98	98	0
OS05G0595400	ONIVA05G30070	100	100	1
OS05G0595500	ONIVA05G30080	92	100	0
OS05G0595800	ONIVA04G10760	100	85	0
OS05G0596000	ONIVA04G10770	98	98	1
OS05G0596200	ONIVA04G10790	82	49	0
OS05G0596500	ONIVA05G30220	100	100	0
OS05G0596600	ONIVA05G30230	93	96	0
OS05G0596700	ONIVA05G30240	69	18	1
OS05G0597000	ONIVA05G30250	92	92	1
OS05G0597100	ONIVA05G30260	53	69	0
OS05G0597200	ONIVA05G30270	96	92	1
OS05G0597400	ONIVA05G30290	51	12	0
OS05G0597700	ONIVA05G30300	98	98	1
OS06G0101000	ONIVA06G00030	92	94	0
OS06G0101300	ONIVA06G00050	99	98	1
OS06G0101600	ONIVA06G00060	99	99	1
OS06G0101800	ONIVA06G00080	99	52	1
OS06G0102100	ONIVA06G00090	99	99	1
OS06G0102600	ONIVA06G00100	45	45	0
OS06G0102700	ONIVA06G00110	99	98	1
OS06G0102800	ONIVA06G00120	99	59	1
OS06G0102900	ONIVA06G00120	94	31	1
OS06G0103200	ONIVA06G00140	97	96	1
OS06G0103300	ONIVA06G00150	100	100	1
OS06G0103400	ONIVA06G00170	96	95	1
OS06G0103500	ONIVA06G00180	100	100	1
OS06G0103600	ONIVA06G00190	98	100	1
OS06G0103700	ONIVA06G00200	96	92	1
OS06G0103800	ONIVA06G00210	96	89	0
OS06G0103900	ONIVA06G00220	100	86	1
OS06G0104000	ONIVA06G00230	98	98	1
OS06G0104100	ONIVA06G00240	100	92	1
OS06G0104200	ONIVA06G00260	100	100	1
OS06G0104300	ONIVA06G00270	100	100	1
OS06G0104400	ONIVA06G00280	100	92	1
OS06G0104800	ONIVA06G00290	100	100	1
OS06G0104900	ONIVA06G00350	100	100	1
OS06G0105100	ONIVA06G00300	42	100	1
OS06G0105100	ONIVA06G00310	21	84	1
OS06G0105350	ONIVA06G00320	98	99	1
OS06G0105400	ONIVA06G00330	97	100	1
OS06G0105500	ONIVA06G00340	89	89	0
OS06G0105600	ONIVA06G00360	100	40	1
OS06G0105700	ONIVA06G00370	100	100	1
OS06G0105900	ONIVA06G00400	100	100	1
OS06G0106000	ONIVA06G00410	100	100	1
OS06G0106100	ONIVA06G00420	100	100	1
OS06G0106500	ONIVA03G42420	12	6	1
OS06G0106800	ONIVA06G00440	100	100	1
OS06G0106900	ONIVA06G00450	99	98	1
OS06G0107000	ONIVA06G00460	79	98	0
OS06G0107100	ONIVA06G00470	98	87	0
OS06G0107600	ONIVA06G00480	99	96	1
OS06G0107700	ONIVA06G00490	99	89	0
OS06G0107800	ONIVA06G00500	88	52	0
OS06G0108500	ONIVA06G00530	84	83	0
OS06G0108600	ONIVA06G00540	100	95	1
OS06G0108900	ONIVA06G00550	97	99	0
OS06G0109000	ONIVA06G00560	79	94	1
OS06G0109100	ONIVA06G00570	96	100	1
OS06G0109400	ONIVA06G00600	100	98	1
OS06G0109500	ONIVA06G00610	100	84	0
OS06G0109600	ONIVA06G00620	86	85	0
OS06G0110000	ONIVA06G00640	94	100	1
OS06G0110100	ONIVA06G00650	100	100	1
OS06G0110200	ONIVA06G00660	97	99	1
OS06G0110400	ONIVA06G00670	68	96	0
OS06G0111100	ONIVA06G00680	100	100	1
OS06G0111200	ONIVA06G00690	93	99	0
OS06G0111300	ONIVA06G00700	93	55	1
OS06G0111400	ONIVA06G00710	100	100	1
OS06G0111500	ONIVA06G00730	100	100	1
OS06G0111600	ONIVA06G00740	98	90	0
OS06G0111800	ONIVA06G00750	100	100	1
OS06G0112000	ONIVA06G00760	100	100	1
OS06G0112100	ONIVA06G00770	100	100	0
OS06G0112200	ONIVA06G00810	100	100	1
OS06G0112400	ONIVA06G00820	98	94	1
OS06G0112700	ONIVA06G00830	94	88	1
OS06G0112800	ONIVA06G00850	100	21	1
OS06G0113150	ONIVA06G00850	92	24	1
OS06G0113600	ONIVA06G01230	79	91	1
OS06G0113800	ONIVA06G01240	96	78	1
OS06G0113900	ONIVA06G01250	100	100	1
OS06G0114000	ONIVA06G01270	100	100	0
OS06G0114200	ONIVA06G01280	100	100	1
OS06G0114366	ONIVA06G01290	99	55	1
OS06G0114400	ONIVA07G10410	16	28	1
OS06G0114500	ONIVA06G01310	97	88	0
OS06G0114600	ONIVA06G01320	93	66	0
OS06G0114700	ONIVA06G01330	100	100	1
OS06G0114900	ONIVA06G01340	64	90	1
OS06G0115000	ONIVA06G01350	96	100	1
OS06G0115200	ONIVA06G01370	99	100	1
OS06G0115300	ONIVA06G01380	97	77	0
OS06G0115400	ONIVA06G01390	95	99	0
OS06G0115500	ONIVA06G01400	100	100	0
OS06G0115600	ONIVA06G01410	93	88	0
OS06G0115700	ONIVA06G01420	100	100	1
OS06G0115800	ONIVA06G01430	95	62	1
OS06G0116300	ONIVA06G01460	92	89	0
OS06G0116400	ONIVA06G01470	100	100	0
OS06G0116600	ONIVA06G01490	97	71	1
OS06G0116800	ONIVA06G01510	99	99	1
OS06G0116900	ONIVA06G01520	96	96	0
OS06G0117500	ONIVA02G14250	20	42	0
OS06G0118000	ONIVA02G14230	91	47	0
OS06G0118700	ONIVA06G01530	69	70	0
OS06G0118800	ONIVA06G01550	31	30	0
OS06G0118900	ONIVA06G01560	33	37	0
OS06G0119100	ONIVA06G01570	65	65	0
OS06G0119200	ONIVA02G14260	97	98	0
OS06G0119200	ONIVA06G01580	96	97	0
OS06G0119600	ONIVA06G01610	89	64	0
OS06G0119800	ONIVA06G01620	79	90	1
OS06G0119900	ONIVA06G01630	98	100	1
OS06G0120200	ONIVA06G01640	97	100	1
OS06G0120732	ONIVA06G01660	86	44	0
OS06G0121000	ONIVA06G01680	99	99	1
OS06G0121200	ONIVA06G01700	97	99	1
OS06G0121300	ONIVA06G01710	100	100	1
OS06G0121400	ONIVA06G01720	98	98	1
OS06G0121500	ONIVA06G19840	86	82	0
OS06G0121500	ONIVA06G19880	86	82	0
OS06G0121650	ONIVA06G01710	100	100	1
OS06G0121700	ONIVA06G19870	100	91	0
OS06G0121800	ONIVA06G19840	88	92	0
OS06G0121800	ONIVA06G19880	88	92	0
OS06G0122200	ONIVA06G19900	99	99	1
OS06G0122600	ONIVA06G03380	86	71	1
OS06G0123000	ONIVA06G19810	87	81	0
OS06G0124300	ONIVA06G19790	89	96	0
OS06G0124400	ONIVA06G19800	98	98	0
OS06G0125000	ONIVA05G01030	84	82	0
OS06G0125132	ONIVA05G01020	100	87	1
OS06G0125200	ONIVA05G00990	95	56	0
OS06G0125200	ONIVA05G01000	94	98	0
OS06G0125300	ONIVA05G00980	85	94	0
OS06G0125400	ONIVA05G00970	95	96	1
OS06G0125500	ONIVA05G00940	91	51	1
OS06G0125600	ONIVA05G00930	96	63	1
OS06G0125800	ONIVA05G00920	100	100	1
OS06G0126000	ONIVA05G00900	51	90	0
OS06G0126250	ONIVA05G00890	100	100	0
OS06G0126400	ONIVA05G00880	100	61	1
OS06G0126500	ONIVA05G00870	100	73	1
OS06G0127000	ONIVA06G01840	100	54	1
OS06G0127100	ONIVA06G01850	99	99	1
OS06G0127300	ONIVA06G01860	23	7	0
OS06G0127700	ONIVA06G01880	98	95	1
OS06G0127800	ONIVA06G01910	95	99	1
OS06G0127900	ONIVA06G01930	98	89	1
OS06G0128000	ONIVA06G01500	24	36	1
OS06G0128100	ONIVA06G01970	99	99	1
OS06G0128200	ONIVA06G01980	100	100	0
OS06G0128300	ONIVA06G01990	99	99	0
OS06G0128400	ONIVA06G02000	96	46	0
OS06G0128600	ONIVA06G02010	92	14	0
OS06G0128700	ONIVA06G02010	89	27	0
OS06G0128800	ONIVA06G02030	99	80	1
OS06G0129000	ONIVA06G02040	99	99	0
OS06G0129100	ONIVA06G02050	100	100	1
OS06G0129200	ONIVA06G02060	98	80	0
OS06G0129300	ONIVA06G02070	75	78	0
OS06G0129400	ONIVA06G02090	93	66	0
OS06G0129700	ONIVA06G02130	87	96	1
OS06G0129800	ONIVA06G02140	96	97	0
OS06G0129900	ONIVA06G02150	98	96	1
OS06G0130000	ONIVA06G02160	100	100	1
OS06G0130100	ONIVA06G02170	96	98	0
OS06G0130200	ONIVA06G02180	91	91	0
OS06G0130400	ONIVA06G02190	93	99	0
OS06G0130600	ONIVA06G02210	100	100	1
OS06G0130800	ONIVA06G02220	98	98	0
OS06G0130900	ONIVA06G02230	80	100	0
OS06G0131100	ONIVA06G02240	94	88	1
OS06G0131300	ONIVA06G02270	100	100	1
OS06G0131500	ONIVA06G02280	98	98	0
OS06G0131700	ONIVA06G02290	99	100	1
OS06G0132100	ONIVA06G02320	98	98	0
OS06G0132300	ONIVA06G02330	87	94	0
OS06G0132400	ONIVA06G02340	100	33	1
OS06G0132500	ONIVA06G02350	99	23	1
OS06G0132550	ONIVA06G02350	84	29	1
OS06G0132600	ONIVA06G02360	100	100	0
OS06G0133000	ONIVA06G02500	97	99	0
OS06G0133200	ONIVA06G02510	93	92	0
OS06G0133300	ONIVA06G02530	99	99	0
OS06G0133400	ONIVA06G02540	65	86	0
OS06G0133500	ONIVA06G02550	98	95	0
OS06G0133600	ONIVA06G02560	99	100	1
OS06G0133800	ONIVA06G02590	100	91	1
OS06G0133900	ONIVA06G02600	100	63	1
OS06G0134000	ONIVA06G02610	99	64	1
OS06G0134050	ONIVA06G02620	100	100	0
OS06G0134200	ONIVA06G02640	80	30	0
OS06G0134300	ONIVA06G02650	68	23	0
OS06G0134500	ONIVA06G02660	73	76	0
OS06G0134700	ONIVA06G02670	99	98	0
OS06G0134800	ONIVA06G02680	100	100	0
OS06G0134900	ONIVA06G02690	100	98	1
OS06G0135460	ONIVA06G02720	95	95	1
OS06G0135900	ONIVA06G02750	83	77	1
OS06G0136000	ONIVA06G02760	100	100	1
OS06G0136100	ONIVA06G02770	88	90	0
OS06G0136500	ONIVA06G02810	100	61	0
OS06G0136600	ONIVA06G02820	100	100	0
OS06G0136700	ONIVA06G02830	94	65	0
OS06G0136800	ONIVA06G02840	100	100	0
OS06G0136900	ONIVA06G02850	99	99	0
OS06G0137100	ONIVA06G02860	98	31	1
OS06G0137300	ONIVA06G02880	100	100	0
OS06G0137400	ONIVA06G02890	100	100	1
OS06G0137500	ONIVA06G02900	91	72	0
OS06G0137650	ONIVA09G07180	72	17	0
OS06G0137700	ONIVA06G02910	76	100	1
OS06G0138000	ONIVA06G02920	76	24	0
OS06G0138100	ONIVA06G02930	100	100	1
OS06G0138200	ONIVA06G02940	98	98	0
OS06G0138400	ONIVA06G02950	88	98	0
OS06G0138600	ONIVA06G02960	99	99	0
OS06G0138900	ONIVA06G02980	96	96	0
OS06G0139000	ONIVA06G02970	98	86	1
OS06G0139150	ONIVA06G02980	96	96	0
OS06G0139700	ONIVA06G03010	100	100	1
OS06G0139800	ONIVA06G03020	100	100	1
OS06G0139900	ONIVA06G03030	99	99	0
OS06G0140100	ONIVA06G03050	96	72	1
OS06G0140300	ONIVA06G03220	76	81	0
OS06G0140400	ONIVA06G03230	99	98	1
OS06G0140700	ONIVA06G03250	100	100	1
OS06G0140800	ONIVA06G03260	100	100	0
OS06G0141100	ONIVA06G03280	97	97	1
OS06G0141166	ONIVA06G03290	99	99	1
OS06G0141200	ONIVA06G03300	97	96	0
OS06G0141400	ONIVA06G03310	98	84	1
OS06G0141600	ONIVA03G42720	68	82	0
OS06G0141600	ONIVA06G03320	68	82	0
OS06G0141700	ONIVA06G03330	96	98	1
OS06G0141950	ONIVA06G03340	68	20	1
OS06G0142000	ONIVA12G16470	83	96	1
OS06G0142100	ONIVA03G42680	99	99	0
OS06G0142200	ONIVA03G42700	100	93	1
OS06G0142300	ONIVA03G42710	100	100	1
OS06G0142350	ONIVA03G42720	96	83	0
OS06G0142350	ONIVA06G03320	96	83	0
OS06G0142400	ONIVA06G03720	100	100	0
OS06G0142500	ONIVA06G03730	64	96	1
OS06G0142600	ONIVA06G03750	99	60	1
OS06G0142650	ONIVA06G03770	100	100	1
OS06G0142700	ONIVA06G03780	100	100	1
OS06G0142800	ONIVA06G03790	96	96	1
OS06G0142900	ONIVA06G03800	100	28	1
OS06G0143000	ONIVA06G03810	97	90	1
OS06G0143100	ONIVA06G03820	91	43	0
OS06G0143400	ONIVA06G03830	100	100	0
OS06G0143500	ONIVA06G03840	99	99	1
OS06G0143700	ONIVA06G03860	98	99	0
OS06G0143900	ONIVA06G03880	98	99	1
OS06G0144000	ONIVA06G03890	97	100	1
OS06G0144200	ONIVA06G03950	99	98	1
OS06G0144600	ONIVA06G03930	88	41	1
OS06G0144800	ONIVA06G03920	100	100	1
OS06G0145600	ONIVA06G03960	73	22	0
OS06G0145700	ONIVA06G03970	89	73	1
OS06G0145800	ONIVA06G03980	100	54	1
OS06G0145950	ONIVA06G03990	69	62	1
OS06G0146100	ONIVA01G07890	71	93	1
OS06G0146250	ONIVA01G07860	96	94	1
OS06G0146400	ONIVA01G07840	100	100	1
OS06G0146600	ONIVA01G07830	90	93	0
OS06G0146800	ONIVA01G07800	57	58	0
OS06G0147000	ONIVA01G07800	53	55	0
OS06G0147100	ONIVA01G07790	97	97	0
OS06G0147250	ONIVA01G07780	88	53	0
OS06G0147300	ONIVA10G02950	98	98	0
OS06G0147400	ONIVA10G02940	100	100	1
OS06G0147600	ONIVA10G02930	87	98	0
OS06G0147800	ONIVA10G02920	76	96	1
OS06G0148000	ONIVA10G02910	83	42	0
OS06G0148100	ONIVA10G02900	99	99	1
OS06G0148200	ONIVA10G02890	99	16	1
OS06G0148300	ONIVA10G02860	30	12	0
OS06G0148500	ONIVA10G02860	36	7	0
OS06G0148600	ONIVA10G02860	37	35	0
OS06G0148700	ONIVA10G02860	38	28	0
OS06G0148900	ONIVA10G02870	63	68	0
OS06G0149200	ONIVA10G02840	98	13	0
OS06G0149400	ONIVA10G02820	93	91	1
OS06G0149500	ONIVA10G02810	100	100	1
OS06G0149700	ONIVA10G02800	91	91	0
OS06G0149900	ONIVA10G02790	100	99	1
OS06G0150100	ONIVA10G02770	100	100	1
OS06G0150400	ONIVA10G02760	100	100	0
OS06G0150600	ONIVA10G02750	100	100	1
OS06G0151300	ONIVA10G02720	100	100	1
OS06G0151600	ONIVA10G02710	96	95	0
OS06G0151700	ONIVA10G02700	100	100	1
OS06G0151900	ONIVA10G02690	100	27	1
OS06G0152000	ONIVA10G02680	90	41	0
OS06G0152100	ONIVA10G02670	100	100	0
OS06G0152200	ONIVA10G02660	97	97	1
OS06G0152300	ONIVA10G02650	96	97	0
OS06G0152400	ONIVA10G02640	72	53	0
OS06G0152500	ONIVA10G02630	98	98	1
OS06G0152700	ONIVA10G02620	97	97	0
OS06G0152800	ONIVA10G02610	75	91	0
OS06G0153000	ONIVA10G02600	99	99	1
OS06G0153200	ONIVA10G02050	99	99	1
OS06G0153600	ONIVA10G02030	97	95	1
OS06G0153800	ONIVA10G02020	92	75	0
OS06G0153900	ONIVA10G02010	98	93	1
OS06G0154200	ONIVA10G02000	77	99	1
OS06G0154500	ONIVA10G01980	99	99	1
OS06G0154600	ONIVA10G01970	99	99	1
OS06G0154900	ONIVA06G04080	78	49	0
OS06G0155300	ONIVA06G04120	86	60	0
OS06G0155400	ONIVA06G04130	76	25	0
OS06G0155500	ONIVA06G04140	100	100	1
OS06G0155600	ONIVA06G04150	100	100	1
OS06G0155750	ONIVA06G04160	99	99	1
OS06G0155900	ONIVA06G04170	92	56	1
OS06G0156400	ONIVA06G04190	54	60	1
OS06G0156600	ONIVA06G04200	100	100	1
OS06G0156700	ONIVA06G04210	99	100	1
OS06G0156900	ONIVA06G04220	100	100	1
OS06G0157000	ONIVA06G04230	91	85	0
OS06G0157500	ONIVA06G05130	97	97	0
OS06G0157700	ONIVA06G05140	99	99	1
OS06G0157800	ONIVA06G05150	98	98	1
OS06G0157900	ONIVA06G05160	99	98	1
OS06G0158000	ONIVA06G05170	100	92	0
OS06G0158100	ONIVA06G05180	99	99	1
OS06G0158200	ONIVA06G05190	97	37	0
OS06G0158300	ONIVA06G05200	99	99	0
OS06G0158500	ONIVA06G05230	89	90	1
OS06G0158600	ONIVA06G05240	96	92	0
OS06G0158700	ONIVA06G05250	97	62	0
OS06G0158800	ONIVA06G05260	95	93	0
OS06G0158900	ONIVA06G05270	99	100	0
OS06G0159400	ONIVA06G20140	58	63	0
OS06G0159600	ONIVA06G20160	68	65	0
OS06G0159725	ONIVA06G20170	100	53	1
OS06G0159900	ONIVA06G20180	96	97	1
OS06G0160001	ONIVA05G18860	100	100	0
OS06G0160200	ONIVA06G20190	95	99	1
OS06G0160400	ONIVA06G20200	95	80	1
OS06G0160600	ONIVA06G20220	99	96	1
OS06G0160700	ONIVA06G20230	99	99	0
OS06G0160800	ONIVA06G20240	67	66	0
OS06G0161300	ONIVA06G19770	89	100	1
OS06G0161400	ONIVA06G05280	100	100	1
OS06G0161800	ONIVA02G37000	62	61	0
OS06G0161900	ONIVA06G05310	100	38	1
OS06G0162100	ONIVA06G05330	93	98	1
OS06G0162500	ONIVA06G05360	99	99	1
OS06G0162550	ONIVA06G05370	91	99	1
OS06G0162600	ONIVA06G05380	100	100	1
OS06G0162700	ONIVA06G05390	98	94	1
OS06G0162800	ONIVA06G05400	100	100	1
OS06G0163000	ONIVA06G05410	98	98	0
OS06G0163200	ONIVA06G05420	96	85	1
OS06G0163400	ONIVA06G05430	100	98	1
OS06G0163500	ONIVA06G05440	100	63	1
OS06G0163600	ONIVA06G05450	100	18	0
OS06G0164100	ONIVA06G05480	100	100	1
OS06G0164400	ONIVA06G05510	80	44	1
OS06G0164500	ONIVA06G05520	44	75	0
OS06G0164800	ONIVA06G05550	91	17	0
OS06G0164900	ONIVA06G05560	89	92	1
OS06G0165500	ONIVA06G05590	99	100	1
OS06G0165600	ONIVA08G25500	38	20	0
OS06G0165800	ONIVA06G05580	100	52	1
OS06G0166000	ONIVA06G05600	100	79	1
OS06G0166100	ONIVA06G05610	49	55	0
OS06G0166200	ONIVA06G05620	100	86	0
OS06G0166400	ONIVA06G05630	93	92	1
OS06G0166900	ONIVA01G08260	100	100	1
OS06G0167100	ONIVA01G08240	99	84	1
OS06G0167200	ONIVA01G08230	100	100	1
OS06G0167400	ONIVA01G08220	100	100	1
OS06G0167500	ONIVA01G08210	69	84	1
OS06G0167600	ONIVA01G08200	100	100	0
OS06G0168000	ONIVA01G08180	97	100	1
OS06G0168500	ONIVA01G08150	99	99	1
OS06G0168600	ONIVA01G08140	100	100	0
OS06G0168700	ONIVA01G08130	88	92	1
OS06G0168800	ONIVA01G08120	92	91	1
OS06G0168901	ONIVA01G08090	99	99	1
OS06G0169001	ONIVA01G08080	97	96	1
OS06G0169600	ONIVA01G08060	78	78	1
OS06G0169900	ONIVA01G08050	99	98	0
OS06G0170100	ONIVA01G08040	75	75	0
OS06G0170200	ONIVA11G07710	29	15	0
OS06G0170500	ONIVA01G08030	98	98	1
OS06G0170866	ONIVA02G36980	50	90	0
OS06G0171500	ONIVA06G14910	59	57	1
OS06G0171600	ONIVA06G14920	100	32	1
OS06G0171700	ONIVA06G14930	99	99	1
OS06G0171800	ONIVA06G14940	95	97	1
OS06G0171900	ONIVA06G14950	100	100	1
OS06G0172000	ONIVA06G14960	100	100	1
OS06G0172200	ONIVA06G14970	100	100	1
OS06G0172800	ONIVA06G15010	80	80	1
OS06G0173000	ONIVA06G15020	100	100	0
OS06G0173100	ONIVA06G15030	99	100	0
OS06G0173800	ONIVA06G15090	99	93	1
OS06G0174300	ONIVA06G05870	92	93	0
OS06G0174400	ONIVA06G05890	88	98	0
OS06G0175400	ONIVA06G05900	39	28	0
OS06G0175500	ONIVA06G05910	99	99	1
OS06G0175800	ONIVA06G05820	99	99	1
OS06G0175900	ONIVA06G05830	100	100	1
OS06G0176000	ONIVA06G05840	100	100	1
OS06G0176100	ONIVA06G05750	74	49	1
OS06G0176150	ONIVA06G05760	78	37	0
OS06G0176200	ONIVA06G05770	100	100	1
OS06G0176300	ONIVA06G05790	31	34	0
OS06G0176300	ONIVA06G05800	37	33	0
OS06G0176500	ONIVA06G05780	96	59	1
OS06G0176600	ONIVA02G32690	38	22	0
OS06G0176900	ONIVA06G05820	99	80	1
OS06G0177000	ONIVA06G05830	100	100	1
OS06G0177100	ONIVA06G05840	100	100	1
OS06G0177200	ONIVA06G05750	74	49	1
OS06G0177250	ONIVA06G05760	78	37	0
OS06G0177300	ONIVA06G05770	100	100	1
OS06G0177600	ONIVA06G05790	31	34	0
OS06G0177600	ONIVA06G05800	37	33	0
OS06G0177700	ONIVA06G05780	96	59	1
OS06G0178400	ONIVA02G32690	38	22	0
OS06G0178700	ONIVA06G05810	73	100	1
OS06G0178900	ONIVA06G05710	100	88	1
OS06G0179000	ONIVA06G05720	99	96	0
OS06G0179100	ONIVA06G05730	31	40	0
OS06G0179200	ONIVA06G05740	100	100	1
OS06G0179500	ONIVA06G05660	100	100	1
OS06G0179700	ONIVA06G05680	99	99	1
OS06G0179800	ONIVA06G05690	99	76	0
OS06G0179900	ONIVA06G05920	99	99	0
OS06G0180000	ONIVA06G05930	100	89	1
OS06G0180100	ONIVA06G05940	97	98	1
OS06G0180300	ONIVA06G05970	92	81	1
OS06G0181200	ONIVA06G06030	67	25	0
OS06G0181300	ONIVA06G06040	98	77	1
OS06G0181400	ONIVA06G06050	90	91	0
OS06G0181500	ONIVA06G06060	100	100	1
OS06G0181566	ONIVA06G06070	75	43	0
OS06G0181700	ONIVA06G06080	100	100	1
OS06G0181800	ONIVA06G06090	99	99	0
OS06G0182100	ONIVA06G06100	97	93	0
OS06G0182300	ONIVA06G06110	99	42	1
OS06G0182400	ONIVA06G06120	57	100	0
OS06G0182500	ONIVA06G06130	100	100	1
OS06G0183100	ONIVA06G06160	100	100	1
OS06G0183200	ONIVA06G06170	99	62	0
OS06G0183600	ONIVA06G06210	99	99	1
OS06G0183700	ONIVA06G06220	92	99	1
OS06G0183900	ONIVA06G06240	100	100	1
OS06G0184000	ONIVA06G06250	100	95	1
OS06G0184100	ONIVA06G06260	72	73	0
OS06G0184200	ONIVA06G06270	62	69	0
OS06G0184300	ONIVA06G06280	100	98	1
OS06G0184400	ONIVA06G06290	96	61	0
OS06G0184500	ONIVA06G06300	88	89	0
OS06G0184800	ONIVA06G15110	100	100	1
OS06G0184866	ONIVA06G15120	100	100	1
OS06G0184900	ONIVA06G15130	100	100	1
OS06G0185100	ONIVA06G15140	100	100	1
OS06G0185300	ONIVA06G15150	89	65	0
OS06G0185400	ONIVA06G15160	84	69	1
OS06G0185500	ONIVA06G15170	99	92	1
OS06G0185700	ONIVA06G15180	98	97	0
OS06G0185800	ONIVA06G15190	97	97	0
OS06G0185900	ONIVA06G15200	97	95	1
OS06G0185966	ONIVA06G15210	99	86	1
OS06G0186000	ONIVA06G15210	96	14	1
OS06G0186100	ONIVA06G15220	98	95	0
OS06G0186300	ONIVA06G15230	96	69	0
OS06G0186400	ONIVA06G15240	99	98	0
OS06G0186500	ONIVA06G15250	82	81	0
OS06G0186600	ONIVA06G15260	100	74	1
OS06G0186700	ONIVA06G15270	98	96	0
OS06G0186900	ONIVA06G15280	99	99	0
OS06G0187200	ONIVA06G15300	99	68	1
OS06G0187300	ONIVA06G15310	75	80	1
OS06G0187500	ONIVA06G15330	100	100	1
OS06G0187900	ONIVA06G15340	100	62	1
OS06G0188000	ONIVA06G15350	98	35	1
OS06G0188100	ONIVA06G15360	100	100	1
OS06G0188700	ONIVA06G06720	96	96	1
OS06G0188800	ONIVA06G06620	20	49	1
OS06G0189600	ONIVA06G06630	99	99	1
OS06G0190500	ONIVA06G06640	42	66	0
OS06G0190500	ONIVA06G06730	42	68	0
OS06G0190800	ONIVA06G06760	87	50	0
OS06G0191200	ONIVA06G06780	98	98	1
OS06G0191300	ONIVA06G06790	87	89	0
OS06G0191500	ONIVA06G06800	97	96	1
OS06G0191700	ONIVA06G06820	99	84	1
OS06G0191800	ONIVA06G06830	94	93	1
OS06G0192100	ONIVA06G06850	100	87	1
OS06G0192300	ONIVA06G06870	41	68	1
OS06G0192400	ONIVA06G06880	88	100	1
OS06G0192500	ONIVA06G06890	98	47	1
OS06G0192800	ONIVA06G06910	93	96	1
OS06G0192900	ONIVA06G06920	99	99	1
OS06G0193000	ONIVA06G06930	100	100	1
OS06G0193200	ONIVA06G06940	96	96	1
OS06G0193300	ONIVA06G06950	100	99	1
OS06G0193400	ONIVA06G06960	99	99	1
OS06G0194000	ONIVA06G06990	99	99	1
OS06G0194200	ONIVA06G07010	68	68	1
OS06G0194400	ONIVA06G07020	100	100	1
OS06G0194900	ONIVA06G07030	100	99	1
OS06G0195600	ONIVA06G07060	100	100	1
OS06G0195800	ONIVA02G37030	42	9	0
OS06G0196200	ONIVA06G07120	100	100	1
OS06G0196300	ONIVA06G07130	99	81	0
OS06G0196500	ONIVA06G07140	100	99	0
OS06G0196600	ONIVA06G07150	100	100	1
OS06G0196700	ONIVA06G07160	94	27	0
OS06G0196900	ONIVA06G07170	100	100	1
OS06G0197550	ONIVA06G07170	70	33	1
OS06G0198500	ONIVA06G07240	96	46	0
OS06G0198700	ONIVA06G07250	100	100	0
OS06G0198900	ONIVA06G07270	100	100	1
OS06G0199000	ONIVA06G07280	98	100	1
OS06G0199100	ONIVA06G07290	99	88	1
OS06G0199200	ONIVA06G07300	98	90	0
OS06G0199402	ONIVA06G07310	99	99	0
OS06G0199500	ONIVA06G07320	97	82	0
OS06G0199700	ONIVA06G07330	86	93	0
OS06G0199800	ONIVA06G07340	93	95	0
OS06G0200800	ONIVA06G07400	51	61	0
OS06G0201000	ONIVA06G07420	98	97	0
OS06G0201200	ONIVA06G07430	99	99	1
OS06G0201500	ONIVA02G23390	99	99	1
OS06G0202100	ONIVA06G07480	53	59	0
OS06G0202700	ONIVA06G07510	99	99	1
OS06G0202900	ONIVA06G07550	100	100	1
OS06G0203200	ONIVA06G07560	60	95	0
OS06G0203400	ONIVA06G07680	91	90	0
OS06G0203500	ONIVA06G07690	95	60	1
OS06G0203600	ONIVA06G07700	100	100	1
OS06G0203700	ONIVA06G07710	95	86	1
OS06G0203800	ONIVA06G07730	89	96	0
OS06G0204100	ONIVA06G07760	39	71	0
OS06G0204400	ONIVA06G07770	93	76	1
OS06G0204600	ONIVA06G07780	84	28	1
OS06G0204800	ONIVA06G07790	99	60	1
OS06G0205250	ONIVA06G07820	41	44	1
OS06G0205600	ONIVA06G07980	100	100	1
OS06G0206100	ONIVA06G07990	100	93	0
