Gene stable ID	Selaginella moellendorffii gene stable ID	% identity	Selaginella moellendorffii % identity	Orthology confidence [0 low, 1 high]
OS03G0831100	SELMODRAFT_86524	38	44	1
OS03G0831200	SELMODRAFT_440037	30	8	1
OS03G0831200	SELMODRAFT_444966	30	8	1
OS03G0831300	SELMODRAFT_46797	26	28	0
OS03G0831300	SELMODRAFT_66841	26	28	0
OS03G0831400	SELMODRAFT_105899	36	28	1
OS03G0831400	SELMODRAFT_112741	36	28	1
OS03G0831500	SELMODRAFT_117177	50	50	1
OS03G0831500	SELMODRAFT_132606	50	49	1
OS03G0831500	SELMODRAFT_234696	58	66	1
OS03G0831500	SELMODRAFT_92321	60	61	1
OS03G0831700	SELMODRAFT_443543	16	12	1
OS03G0831800	SELMODRAFT_109958	61	58	1
OS03G0831800	SELMODRAFT_128111	62	59	1
OS03G0831800	SELMODRAFT_76631	53	53	1
OS03G0831800	SELMODRAFT_94917	53	53	1
OS03G0831900	SELMODRAFT_111396	60	56	1
OS03G0831900	SELMODRAFT_181740	60	56	1
OS03G0832200	SELMODRAFT_144212	60	66	1
OS03G0832200	SELMODRAFT_443701	60	65	1
OS03G0832300	SELMODRAFT_271849	57	68	1
OS03G0832300	SELMODRAFT_427379	57	68	1
OS03G0832400	SELMODRAFT_16807	22	56	1
OS03G0832400	SELMODRAFT_183083	54	54	1
OS03G0832400	SELMODRAFT_183449	50	51	1
OS03G0832400	SELMODRAFT_185274	50	51	1
OS03G0832400	SELMODRAFT_427794	54	54	1
OS03G0832500	SELMODRAFT_420948	19	41	1
OS03G0832500	SELMODRAFT_421404	27	38	1
OS03G0832500	SELMODRAFT_425019	33	36	1
OS03G0832600	SELMODRAFT_144964	62	62	1
OS03G0832600	SELMODRAFT_268487	62	62	1
OS03G0832800	SELMODRAFT_164779	33	35	1
OS03G0832800	SELMODRAFT_94909	33	35	1
OS03G0833100	SELMODRAFT_233143	43	41	0
OS03G0833100	SELMODRAFT_79955	46	41	0
OS03G0833100	SELMODRAFT_93705	44	41	0
OS03G0833100	SELMODRAFT_96102	43	42	0
OS03G0833200	SELMODRAFT_125891	22	27	1
OS03G0833200	SELMODRAFT_427800	42	26	1
OS03G0833300	SELMODRAFT_437670	31	32	0
OS03G0833300	SELMODRAFT_445524	31	32	0
OS03G0833600	SELMODRAFT_121433	7	12	1
OS03G0833600	SELMODRAFT_234957	7	12	1
OS03G0833700	SELMODRAFT_105422	11	47	1
OS03G0833700	SELMODRAFT_107845	7	42	1
OS03G0833700	SELMODRAFT_114666	10	44	1
OS03G0833700	SELMODRAFT_118382	61	64	1
OS03G0833700	SELMODRAFT_121832	14	63	1
OS03G0833700	SELMODRAFT_127200	21	60	1
OS03G0833700	SELMODRAFT_138341	20	59	1
OS03G0833700	SELMODRAFT_173778	61	64	1
OS03G0833700	SELMODRAFT_411609	22	36	1
OS03G0833700	SELMODRAFT_411685	24	46	1
OS03G0833700	SELMODRAFT_428048	23	56	1
OS03G0833700	SELMODRAFT_439076	22	41	1
OS03G0833700	SELMODRAFT_4441	32	62	1
OS03G0833700	SELMODRAFT_6228	15	58	1
OS03G0833700	SELMODRAFT_6313	13	49	1
OS03G0833700	SELMODRAFT_7580	13	48	1
OS03G0833700	SELMODRAFT_76880	25	55	1
OS03G0833700	SELMODRAFT_87960	11	43	1
OS03G0833700	SELMODRAFT_94929	20	58	1
OS03G0833800	SELMODRAFT_124011	49	53	1
OS03G0833800	SELMODRAFT_128450	49	52	1
OS03G0833800	SELMODRAFT_33152	53	64	1
OS03G0833800	SELMODRAFT_408393	54	54	1
OS03G0833900	SELMODRAFT_228959	75	65	0
OS03G0834000	SELMODRAFT_111465	52	57	1
OS03G0834000	SELMODRAFT_128023	52	57	1
OS03G0834050	SELMODRAFT_73861	44	48	1
OS03G0834050	SELMODRAFT_87325	44	48	1
OS03G0835400	SELMODRAFT_107511	55	60	1
OS03G0835400	SELMODRAFT_111168	56	61	1
OS03G0835600	SELMODRAFT_20979	45	47	1
OS03G0835700	SELMODRAFT_101856	15	18	1
OS03G0835700	SELMODRAFT_102131	15	19	1
OS03G0835700	SELMODRAFT_405022	21	11	1
OS03G0835700	SELMODRAFT_79678	15	19	1
OS03G0835800	SELMODRAFT_416466	55	55	1
OS03G0835800	SELMODRAFT_432007	56	45	1
OS03G0836000	SELMODRAFT_230187	93	93	1
OS03G0836000	SELMODRAFT_233752	94	94	1
OS03G0836200	SELMODRAFT_107195	43	49	1
OS03G0836200	SELMODRAFT_172546	42	50	1
OS03G0836200	SELMODRAFT_18499	34	52	1
OS03G0836200	SELMODRAFT_49298	39	55	1
OS03G0837000	SELMODRAFT_104789	29	16	0
OS03G0837000	SELMODRAFT_28398	26	16	0
OS03G0837100	SELMODRAFT_231191	48	62	1
OS03G0837100	SELMODRAFT_235890	48	60	1
OS03G0837300	SELMODRAFT_150037	69	69	1
OS03G0837300	SELMODRAFT_166073	70	70	1
OS03G0837300	SELMODRAFT_267743	62	63	1
OS03G0837300	SELMODRAFT_269025	59	63	1
OS03G0837800	SELMODRAFT_406585	39	46	1
OS03G0837800	SELMODRAFT_416991	39	45	1
OS03G0837900	SELMODRAFT_117904	41	46	1
OS03G0837900	SELMODRAFT_126454	41	46	1
OS03G0838100	SELMODRAFT_25489	19	58	1
OS03G0838100	SELMODRAFT_65009	19	57	1
OS03G0838500	SELMODRAFT_229512	26	29	1
OS03G0838500	SELMODRAFT_235873	26	29	1
OS03G0838800	SELMODRAFT_48272	28	60	1
OS03G0838800	SELMODRAFT_58350	28	60	1
OS03G0838900	SELMODRAFT_48647	35	57	1
OS03G0838900	SELMODRAFT_58739	35	57	1
OS03G0839000	SELMODRAFT_58963	51	54	1
OS03G0839000	SELMODRAFT_85922	51	53	1
OS03G0839100	SELMODRAFT_230657	42	48	1
OS03G0839100	SELMODRAFT_234128	42	49	1
OS03G0839200	SELMODRAFT_111626	56	59	1
OS03G0839200	SELMODRAFT_446267	57	57	1
OS03G0839700	SELMODRAFT_136607	46	17	0
OS03G0839700	SELMODRAFT_142471	45	17	0
OS03G0839700	SELMODRAFT_84599	45	32	0
OS03G0839900	SELMODRAFT_136607	18	40	0
OS03G0839900	SELMODRAFT_142471	17	38	0
OS03G0839900	SELMODRAFT_84599	12	50	0
OS03G0840900	SELMODRAFT_59847	24	48	1
OS03G0840900	SELMODRAFT_59864	26	52	1
OS03G0840900	SELMODRAFT_69829	24	48	1
OS03G0841700	SELMODRAFT_444067	72	68	1
OS03G0841700	SELMODRAFT_448458	66	63	1
OS03G0841800	SELMODRAFT_159063	75	75	0
OS03G0841800	SELMODRAFT_163279	75	75	0
OS03G0841800	SELMODRAFT_186226	74	68	0
OS03G0841800	SELMODRAFT_451471	74	68	0
OS03G0841900	SELMODRAFT_186234	55	65	1
OS03G0841900	SELMODRAFT_229587	55	64	1
OS03G0842700	SELMODRAFT_130016	43	13	0
OS03G0842700	SELMODRAFT_81029	43	13	0
OS03G0842900	SELMODRAFT_138761	39	40	1
OS03G0842900	SELMODRAFT_87233	39	40	1
OS03G0843100	SELMODRAFT_145965	70	72	1
OS03G0843100	SELMODRAFT_162653	70	72	1
OS03G0843200	SELMODRAFT_141908	45	18	1
OS03G0843200	SELMODRAFT_419362	35	24	1
OS03G0843200	SELMODRAFT_420051	32	17	1
OS03G0843200	SELMODRAFT_426874	32	16	1
OS03G0843200	SELMODRAFT_441595	45	18	1
OS03G0843300	SELMODRAFT_423207	61	54	1
OS03G0843300	SELMODRAFT_437238	61	54	1
OS03G0843400	SELMODRAFT_48625	28	55	1
OS03G0843400	SELMODRAFT_58368	28	55	1
OS03G0843500	SELMODRAFT_125473	61	62	0
OS03G0843500	SELMODRAFT_151152	61	63	0
OS03G0843600	SELMODRAFT_120171	53	68	1
OS03G0843600	SELMODRAFT_50957	55	70	1
OS03G0843600	SELMODRAFT_60947	54	69	1
OS03G0843600	SELMODRAFT_84001	53	68	1
OS03G0843800	SELMODRAFT_100790	42	53	1
OS03G0843800	SELMODRAFT_118315	42	51	1
OS03G0843900	SELMODRAFT_412078	39	20	1
OS03G0843900	SELMODRAFT_77537	38	19	1
OS03G0843900	SELMODRAFT_84118	39	20	1
OS03G0843900	SELMODRAFT_94870	35	18	1
OS03G0844000	SELMODRAFT_10568	25	28	1
OS03G0844000	SELMODRAFT_124576	25	27	1
OS03G0844000	SELMODRAFT_127736	27	29	1
OS03G0844000	SELMODRAFT_132252	25	28	1
OS03G0844000	SELMODRAFT_133508	27	29	1
OS03G0844000	SELMODRAFT_4583	23	32	1
OS03G0844000	SELMODRAFT_51482	26	32	1
OS03G0844000	SELMODRAFT_51483	26	32	1
OS03G0844100	SELMODRAFT_108818	59	65	1
OS03G0844100	SELMODRAFT_149642	67	69	1
OS03G0844100	SELMODRAFT_150414	67	69	1
OS03G0844100	SELMODRAFT_231705	62	62	1
OS03G0844100	SELMODRAFT_236205	62	62	1
OS03G0844100	SELMODRAFT_80006	62	69	1
OS03G0844100	SELMODRAFT_95982	63	70	1
OS03G0844450	SELMODRAFT_441621	54	56	1
OS03G0844450	SELMODRAFT_80529	54	56	1
OS03G0844500	SELMODRAFT_167051	58	56	1
OS03G0844500	SELMODRAFT_171686	63	68	1
OS03G0844500	SELMODRAFT_232803	58	68	1
OS03G0844500	SELMODRAFT_267276	62	69	1
OS03G0844500	SELMODRAFT_63731	56	67	1
OS03G0844500	SELMODRAFT_99313	59	65	1
OS03G0844600	SELMODRAFT_431626	20	20	1
OS03G0844600	SELMODRAFT_96937	20	24	1
OS03G0844700	SELMODRAFT_12954	41	43	1
OS03G0844700	SELMODRAFT_12955	42	45	1
OS03G0844900	SELMODRAFT_96268	30	35	1
OS03G0844900	SELMODRAFT_97537	30	35	1
OS03G0845500	SELMODRAFT_76207	46	56	1
OS03G0845500	SELMODRAFT_95195	45	55	1
OS03G0845600	SELMODRAFT_105435	42	44	1
OS03G0845600	SELMODRAFT_413735	44	38	1
OS03G0845600	SELMODRAFT_96745	39	40	1
OS03G0845600	SELMODRAFT_97838	39	40	1
OS03G0845700	SELMODRAFT_105067	57	59	1
OS03G0845700	SELMODRAFT_125701	57	59	1
OS03G0847500	SELMODRAFT_112145	24	13	1
OS03G0847500	SELMODRAFT_126113	24	13	1
OS03G0847600	SELMODRAFT_104835	43	55	1
OS03G0847600	SELMODRAFT_125712	43	55	1
OS03G0848300	SELMODRAFT_182555	86	77	1
OS03G0848300	SELMODRAFT_98964	86	87	1
OS03G0848400	SELMODRAFT_229134	27	25	1
OS03G0848400	SELMODRAFT_271069	29	27	1
OS03G0849600	SELMODRAFT_115746	46	48	1
OS03G0849600	SELMODRAFT_133213	5	51	1
OS03G0849600	SELMODRAFT_138550	5	51	1
OS03G0849600	SELMODRAFT_7940	6	46	1
OS03G0849600	SELMODRAFT_7944	6	45	1
OS03G0849600	SELMODRAFT_86129	46	48	1
OS03G0849900	SELMODRAFT_428536	8	19	0
OS03G0850000	SELMODRAFT_106011	31	41	1
OS03G0850000	SELMODRAFT_112748	31	40	1
OS03G0850100	SELMODRAFT_125729	31	57	1
OS03G0850100	SELMODRAFT_126751	36	63	1
OS03G0850100	SELMODRAFT_129286	31	56	1
OS03G0850100	SELMODRAFT_131611	36	63	1
OS03G0850200	SELMODRAFT_124314	27	11	1
OS03G0850300	SELMODRAFT_403355	25	15	1
OS03G0850300	SELMODRAFT_441463	24	15	1
OS03G0850400	SELMODRAFT_142417	62	72	1
OS03G0850400	SELMODRAFT_162121	63	72	1
OS03G0850600	SELMODRAFT_169072	55	55	1
OS03G0850600	SELMODRAFT_270181	55	55	1
OS03G0850800	SELMODRAFT_120238	46	46	1
OS03G0850800	SELMODRAFT_16681	41	55	1
OS03G0850800	SELMODRAFT_68863	42	55	1
OS03G0850800	SELMODRAFT_83843	46	45	1
OS03G0851000	SELMODRAFT_271374	72	68	1
OS03G0851000	SELMODRAFT_272126	72	68	1
OS03G0851100	SELMODRAFT_153081	72	82	1
OS03G0851200	SELMODRAFT_102863	44	67	1
OS03G0851200	SELMODRAFT_107150	44	67	1
OS03G0851300	SELMODRAFT_101741	68	69	0
OS03G0851300	SELMODRAFT_166175	68	63	0
OS03G0851500	SELMODRAFT_447248	45	41	1
OS03G0851500	SELMODRAFT_68768	42	51	1
OS03G0851600	SELMODRAFT_126710	26	35	1
OS03G0851600	SELMODRAFT_134995	26	35	1
OS03G0851700	SELMODRAFT_180340	57	62	1
OS03G0851700	SELMODRAFT_185403	57	62	1
OS03G0851800	SELMODRAFT_231764	52	57	0
OS03G0851800	SELMODRAFT_268726	52	57	0
OS03G0851800	SELMODRAFT_84682	53	58	0
OS03G0851800	SELMODRAFT_99962	52	57	0
OS03G0851900	SELMODRAFT_118636	41	47	1
OS03G0851900	SELMODRAFT_129242	41	46	1
OS03G0852000	SELMODRAFT_107843	22	25	1
OS03G0852000	SELMODRAFT_110868	19	27	1
OS03G0852000	SELMODRAFT_126928	25	25	1
OS03G0852000	SELMODRAFT_138059	26	21	1
OS03G0852200	SELMODRAFT_146006	70	74	1
OS03G0852200	SELMODRAFT_267725	70	74	1
OS03G0852600	SELMODRAFT_48834	24	46	1
OS03G0852600	SELMODRAFT_48840	22	43	1
OS03G0852600	SELMODRAFT_59700	24	46	1
OS03G0852600	SELMODRAFT_68854	24	46	1
OS03G0852600	SELMODRAFT_73099	18	52	1
OS03G0852600	SELMODRAFT_7627	22	44	1
OS03G0852800	SELMODRAFT_267716	56	46	1
OS03G0852800	SELMODRAFT_90880	56	45	1
OS03G0852900	SELMODRAFT_234671	67	69	1
OS03G0852900	SELMODRAFT_234972	67	68	1
OS03G0852900	SELMODRAFT_236963	67	69	1
OS03G0853200	SELMODRAFT_109706	17	20	1
OS03G0853200	SELMODRAFT_123817	17	20	1
OS03G0853500	SELMODRAFT_229072	28	31	1
OS03G0853500	SELMODRAFT_229183	28	31	1
OS03G0853700	SELMODRAFT_133144	35	38	1
OS03G0853700	SELMODRAFT_161477	33	41	1
OS03G0853800	SELMODRAFT_115599	28	42	1
OS03G0853800	SELMODRAFT_117057	23	43	1
OS03G0853900	SELMODRAFT_426584	35	45	1
OS03G0853900	SELMODRAFT_431804	35	46	1
OS03G0854000	SELMODRAFT_155880	43	40	1
OS03G0854000	SELMODRAFT_59074	41	47	1
OS03G0854100	SELMODRAFT_124944	48	50	1
OS03G0854100	SELMODRAFT_44869	47	51	1
OS03G0854400	SELMODRAFT_130786	22	31	1
OS03G0854400	SELMODRAFT_90770	23	32	1
OS03G0854600	SELMODRAFT_56616	32	45	1
OS03G0854600	SELMODRAFT_56624	32	46	1
OS03G0854800	SELMODRAFT_441918	3	4	0
OS03G0855100	SELMODRAFT_129832	18	72	1
OS03G0855100	SELMODRAFT_77979	18	72	1
OS03G0855600	SELMODRAFT_100718	31	32	1
OS03G0855600	SELMODRAFT_115557	40	38	1
OS03G0855600	SELMODRAFT_117118	41	38	1
OS03G0855600	SELMODRAFT_231401	38	39	1
OS03G0855600	SELMODRAFT_444863	38	39	1
OS03G0855600	SELMODRAFT_90284	31	32	1
OS03G0856100	SELMODRAFT_105248	25	24	0
OS03G0856100	SELMODRAFT_107283	24	28	0
OS03G0856100	SELMODRAFT_10825	25	28	0
OS03G0856100	SELMODRAFT_442013	25	24	0
OS03G0856200	SELMODRAFT_74928	47	35	0
OS03G0856200	SELMODRAFT_86463	48	35	0
OS03G0856300	SELMODRAFT_101499	21	37	1
OS03G0856300	SELMODRAFT_120204	27	48	1
OS03G0856300	SELMODRAFT_122804	26	47	1
OS03G0856300	SELMODRAFT_414590	34	36	1
OS03G0856300	SELMODRAFT_77495	30	47	1
OS03G0856300	SELMODRAFT_8093	28	49	1
OS03G0856300	SELMODRAFT_98284	27	48	1
OS03G0856400	SELMODRAFT_161836	50	51	1
OS03G0856400	SELMODRAFT_229585	50	51	1
OS03G0856500	SELMODRAFT_175159	33	40	0
OS03G0856500	SELMODRAFT_25079	31	47	0
OS03G0856700	SELMODRAFT_134898	36	38	1
OS03G0856700	SELMODRAFT_450785	36	38	1
OS03G0857400	SELMODRAFT_232511	51	51	1
OS03G0857400	SELMODRAFT_66389	46	60	1
OS03G0857500	SELMODRAFT_122285	40	41	1
OS03G0857500	SELMODRAFT_125405	40	41	1
OS03G0857600	SELMODRAFT_122285	39	42	1
OS03G0857600	SELMODRAFT_125405	39	42	1
OS03G0857750	SELMODRAFT_230928	64	40	1
OS03G0857900	SELMODRAFT_119617	52	60	1
OS03G0857900	SELMODRAFT_230940	52	58	1
OS03G0857900	SELMODRAFT_402882	35	36	1
OS03G0857900	SELMODRAFT_412786	52	60	1
OS03G0857900	SELMODRAFT_73749	52	58	1
OS03G0857900	SELMODRAFT_87192	19	50	1
OS03G0858100	SELMODRAFT_163064	76	76	1
OS03G0858100	SELMODRAFT_233936	76	76	1
OS03G0858400	SELMODRAFT_73782	43	54	1
OS03G0858400	SELMODRAFT_86701	43	54	1
OS03G0858600	SELMODRAFT_53069	33	31	0
OS03G0858600	SELMODRAFT_63153	33	31	0
OS03G0858700	SELMODRAFT_101401	43	60	1
OS03G0858700	SELMODRAFT_122777	44	60	1
OS03G0858800	SELMODRAFT_115401	35	30	1
OS03G0858800	SELMODRAFT_32417	34	37	1
OS03G0859300	SELMODRAFT_104328	3	5	0
OS03G0859300	SELMODRAFT_66152	3	6	0
OS03G0859500	SELMODRAFT_132960	38	44	1
OS03G0859500	SELMODRAFT_171782	40	44	1
OS03G0859600	SELMODRAFT_104038	77	44	0
OS03G0859600	SELMODRAFT_99807	77	44	0
OS03G0859700	SELMODRAFT_104038	66	22	0
OS03G0859700	SELMODRAFT_99807	66	22	0
OS03G0859800	SELMODRAFT_144487	37	48	1
OS03G0859900	SELMODRAFT_74798	20	34	1
OS03G0859900	SELMODRAFT_87903	20	34	1
OS03G0860000	SELMODRAFT_403061	59	42	1
OS03G0860000	SELMODRAFT_422656	59	44	1
OS03G0860100	SELMODRAFT_37123	20	62	0
OS03G0860100	SELMODRAFT_68470	20	34	0
OS03G0860100	SELMODRAFT_80895	25	24	0
OS03G0860100	SELMODRAFT_86738	20	46	0
OS03G0861100	SELMODRAFT_73188	2	39	1
OS03G0861100	SELMODRAFT_73189	2	39	1
OS03G0861800	SELMODRAFT_76555	26	39	1
OS03G0862100	SELMODRAFT_63515	21	51	1
OS03G0862100	SELMODRAFT_74805	20	47	1
OS04G0101300	SELMODRAFT_228384	38	52	1
OS04G0101300	SELMODRAFT_270711	38	52	1
OS04G0101700	SELMODRAFT_76188	56	42	1
OS04G0101700	SELMODRAFT_95157	56	42	1
OS04G0101800	SELMODRAFT_38056	2	31	1
OS04G0101800	SELMODRAFT_444450	19	24	1
OS04G0101800	SELMODRAFT_444452	19	24	1
OS04G0101800	SELMODRAFT_99409	3	21	1
OS04G0102500	SELMODRAFT_103014	25	42	1
OS04G0102500	SELMODRAFT_106726	31	43	1
OS04G0102500	SELMODRAFT_118991	26	38	1
OS04G0102500	SELMODRAFT_120962	31	45	1
OS04G0102500	SELMODRAFT_123181	32	43	1
OS04G0102500	SELMODRAFT_229451	39	40	1
OS04G0102500	SELMODRAFT_235771	39	37	1
OS04G0102500	SELMODRAFT_402664	37	42	1
OS04G0102500	SELMODRAFT_404220	35	44	1
OS04G0102500	SELMODRAFT_404222	35	44	1
OS04G0102500	SELMODRAFT_404225	35	44	1
OS04G0102500	SELMODRAFT_404227	39	37	1
OS04G0102500	SELMODRAFT_414112	23	24	1
OS04G0102500	SELMODRAFT_422344	35	45	1
OS04G0102500	SELMODRAFT_423410	24	39	1
OS04G0102500	SELMODRAFT_427678	20	28	1
OS04G0102500	SELMODRAFT_439299	36	40	1
OS04G0102500	SELMODRAFT_57034	31	49	1
OS04G0102500	SELMODRAFT_57148	31	48	1
OS04G0102500	SELMODRAFT_87627	34	44	1
OS04G0102600	SELMODRAFT_272208	51	54	1
OS04G0102600	SELMODRAFT_449242	51	54	1
OS04G0102700	SELMODRAFT_108353	50	50	1
OS04G0102700	SELMODRAFT_439658	51	49	1
OS04G0103100	SELMODRAFT_404697	35	37	1
OS04G0103100	SELMODRAFT_419863	35	37	1
OS04G0103200	SELMODRAFT_125468	53	54	1
OS04G0103200	SELMODRAFT_416377	53	53	1
OS04G0103300	SELMODRAFT_103272	41	44	1
OS04G0103300	SELMODRAFT_136510	41	44	1
OS04G0105000	SELMODRAFT_440228	29	21	1
OS04G0105000	SELMODRAFT_448840	28	22	1
OS04G0105000	SELMODRAFT_448841	28	30	1
OS04G0105100	SELMODRAFT_163014	12	27	1
OS04G0105300	SELMODRAFT_127051	47	41	1
OS04G0105300	SELMODRAFT_133346	46	41	1
OS04G0105400	SELMODRAFT_116958	44	40	1
OS04G0105400	SELMODRAFT_33324	50	47	1
OS04G0105400	SELMODRAFT_445010	43	40	1
OS04G0105400	SELMODRAFT_448749	50	45	1
OS04G0105700	SELMODRAFT_270619	45	45	1
OS04G0105700	SELMODRAFT_437473	43	47	1
OS04G0106300	SELMODRAFT_169077	76	77	0
OS04G0106300	SELMODRAFT_73545	76	78	0
OS04G0107600	SELMODRAFT_41652	35	35	1
OS04G0107600	SELMODRAFT_70229	35	35	1
OS04G0107700	SELMODRAFT_105755	17	34	0
OS04G0107700	SELMODRAFT_106228	32	40	0
OS04G0107700	SELMODRAFT_106402	31	35	0
OS04G0107700	SELMODRAFT_112799	17	30	0
OS04G0107700	SELMODRAFT_139792	29	27	0
OS04G0107700	SELMODRAFT_143126	32	40	0
OS04G0107700	SELMODRAFT_14321	19	36	0
OS04G0107700	SELMODRAFT_230602	32	35	0
OS04G0107700	SELMODRAFT_232903	32	40	0
OS04G0107700	SELMODRAFT_24001	25	31	0
OS04G0107700	SELMODRAFT_268054	32	40	0
OS04G0107700	SELMODRAFT_28204	11	33	0
OS04G0107700	SELMODRAFT_28213	11	33	0
OS04G0107700	SELMODRAFT_3003	21	37	0
OS04G0107700	SELMODRAFT_406652	30	36	0
OS04G0107700	SELMODRAFT_417054	20	32	0
OS04G0107700	SELMODRAFT_4443	21	34	0
OS04G0107700	SELMODRAFT_66116	26	31	0
OS04G0107700	SELMODRAFT_71198	22	38	0
OS04G0107700	SELMODRAFT_71220	21	34	0
OS04G0107700	SELMODRAFT_71627	21	36	0
OS04G0107700	SELMODRAFT_71653	14	30	0
OS04G0107700	SELMODRAFT_72647	19	38	0
OS04G0107700	SELMODRAFT_75571	21	33	0
OS04G0107700	SELMODRAFT_78186	30	31	0
OS04G0107700	SELMODRAFT_78855	30	31	0
OS04G0107700	SELMODRAFT_83176	32	41	0
OS04G0107700	SELMODRAFT_83554	32	41	0
OS04G0107700	SELMODRAFT_92638	17	34	0
OS04G0107900	SELMODRAFT_151384	76	27	1
OS04G0107900	SELMODRAFT_267300	78	28	1
OS04G0107900	SELMODRAFT_271009	77	27	1
OS04G0107900	SELMODRAFT_271484	78	27	1
OS04G0109100	SELMODRAFT_135805	27	30	1
OS04G0109100	SELMODRAFT_137448	28	30	1
OS04G0109400	SELMODRAFT_135805	23	23	1
OS04G0109400	SELMODRAFT_137448	23	23	1
OS04G0109900	SELMODRAFT_230410	44	54	1
OS04G0109900	SELMODRAFT_235809	43	53	1
OS04G0110200	SELMODRAFT_167919	28	33	1
OS04G0110200	SELMODRAFT_407242	29	29	1
OS04G0110200	SELMODRAFT_407244	24	23	1
OS04G0110200	SELMODRAFT_412182	27	24	1
OS04G0110200	SELMODRAFT_412184	29	27	1
OS04G0110200	SELMODRAFT_96195	28	33	1
OS04G0110300	SELMODRAFT_53129	21	37	1
OS04G0110300	SELMODRAFT_63207	21	37	1
OS04G0110400	SELMODRAFT_122285	34	39	1
OS04G0110400	SELMODRAFT_125405	34	39	1
OS04G0110500	SELMODRAFT_107843	24	32	1
OS04G0110500	SELMODRAFT_110868	20	35	1
OS04G0110500	SELMODRAFT_126928	25	30	1
OS04G0110500	SELMODRAFT_138059	27	28	1
OS04G0110600	SELMODRAFT_270595	58	16	1
OS04G0110600	SELMODRAFT_417828	58	15	1
OS04G0111200	SELMODRAFT_175202	82	42	1
OS04G0111200	SELMODRAFT_406755	82	36	1
OS04G0111225	SELMODRAFT_175202	32	14	1
OS04G0111225	SELMODRAFT_406755	35	14	1
OS04G0112200	SELMODRAFT_136738	29	40	1
OS04G0112200	SELMODRAFT_137588	29	40	1
OS04G0112300	SELMODRAFT_402980	44	44	1
OS04G0112300	SELMODRAFT_410184	44	44	1
OS04G0113100	SELMODRAFT_139490	49	43	1
OS04G0113100	SELMODRAFT_25383	41	46	1
OS04G0113100	SELMODRAFT_25384	41	46	1
OS04G0113100	SELMODRAFT_87751	49	43	1
OS04G0113100	SELMODRAFT_89809	50	45	1
OS04G0113100	SELMODRAFT_93241	50	45	1
OS04G0114801	SELMODRAFT_114112	16	9	1
OS04G0114801	SELMODRAFT_116817	16	8	1
OS04G0115400	SELMODRAFT_114112	47	25	1
OS04G0115400	SELMODRAFT_116817	47	22	1
OS04G0115500	SELMODRAFT_15610	20	44	1
OS04G0115500	SELMODRAFT_236040	25	33	1
OS04G0115500	SELMODRAFT_268776	26	30	1
OS04G0116600	SELMODRAFT_166350	35	34	1
OS04G0116600	SELMODRAFT_234639	32	34	1
OS04G0116600	SELMODRAFT_234921	32	34	1
OS04G0116600	SELMODRAFT_269375	34	34	1
OS04G0117600	SELMODRAFT_267436	47	52	0
OS04G0117600	SELMODRAFT_89139	46	60	0
OS04G0118400	SELMODRAFT_403693	79	80	1
OS04G0118400	SELMODRAFT_406141	48	78	1
OS04G0118400	SELMODRAFT_411087	88	88	1
OS04G0118400	SELMODRAFT_418246	88	88	1
OS04G0118500	SELMODRAFT_105619	63	63	1
OS04G0118500	SELMODRAFT_232038	63	63	1
OS04G0118700	SELMODRAFT_101239	26	33	1
OS04G0118700	SELMODRAFT_102435	34	36	1
OS04G0118700	SELMODRAFT_104103	27	34	1
OS04G0118700	SELMODRAFT_104474	27	34	1
OS04G0118700	SELMODRAFT_105197	19	31	1
OS04G0118700	SELMODRAFT_106776	34	36	1
OS04G0118700	SELMODRAFT_108652	30	38	1
OS04G0118700	SELMODRAFT_111910	23	31	1
OS04G0118700	SELMODRAFT_112174	32	35	1
OS04G0118700	SELMODRAFT_113567	32	34	1
OS04G0118700	SELMODRAFT_114363	30	32	1
OS04G0118700	SELMODRAFT_116224	33	30	1
OS04G0118700	SELMODRAFT_121697	28	33	1
OS04G0118700	SELMODRAFT_122934	27	33	1
OS04G0118700	SELMODRAFT_123298	21	27	1
OS04G0118700	SELMODRAFT_127579	30	35	1
OS04G0118700	SELMODRAFT_128847	32	35	1
OS04G0118700	SELMODRAFT_130050	31	36	1
OS04G0118700	SELMODRAFT_130235	22	27	1
OS04G0118700	SELMODRAFT_131170	31	31	1
OS04G0118700	SELMODRAFT_135370	31	31	1
OS04G0118700	SELMODRAFT_137057	26	34	1
OS04G0118700	SELMODRAFT_169299	32	34	1
OS04G0118700	SELMODRAFT_179704	29	38	1
OS04G0118700	SELMODRAFT_30095	31	35	1
OS04G0118700	SELMODRAFT_41818	21	34	1
OS04G0118700	SELMODRAFT_70183	27	36	1
OS04G0118700	SELMODRAFT_74762	23	31	1
OS04G0118700	SELMODRAFT_79732	31	32	1
OS04G0118700	SELMODRAFT_81196	31	36	1
OS04G0118700	SELMODRAFT_82072	32	35	1
OS04G0118700	SELMODRAFT_83339	29	34	1
OS04G0118700	SELMODRAFT_86405	33	31	1
OS04G0118700	SELMODRAFT_87452	23	30	1
OS04G0118700	SELMODRAFT_89230	27	36	1
OS04G0118700	SELMODRAFT_92231	30	32	1
OS04G0118700	SELMODRAFT_98426	25	35	1
OS04G0118900	SELMODRAFT_124209	49	56	1
OS04G0118900	SELMODRAFT_82477	49	56	1
OS04G0119300	SELMODRAFT_113366	34	46	1
OS04G0119300	SELMODRAFT_36490	33	46	1
