Gene stable ID	Brachypodium distachyon gene stable ID	% identity	Brachypodium distachyon % identity	Orthology confidence [0 low, 1 high]
OS05G0144100	BRADI2G36417	81	63	1
OS05G0144200	BRADI2G36460	76	74	1
OS05G0144300	BRADI2G36380	76	75	1
OS05G0144400	BRADI2G36370	92	92	0
OS05G0144800	BRADI1G00427	68	72	1
OS05G0144800	BRADI1G78740	85	86	1
OS05G0144800	BRADI2G36360	96	96	1
OS05G0144900	BRADI2G36350	79	22	1
OS05G0145000	BRADI2G40110	80	80	1
OS05G0145300	BRADI2G36330	71	74	1
OS05G0145400	BRADI2G36237	64	68	1
OS05G0145600	BRADI2G36217	82	83	1
OS05G0145700	BRADI1G57710	30	25	1
OS05G0145700	BRADI2G60630	22	20	1
OS05G0145700	BRADI4G00450	30	26	1
OS05G0145700	BRADI4G00677	25	31	1
OS05G0145700	BRADI4G00700	24	23	1
OS05G0145700	BRADI4G00720	24	26	1
OS05G0145700	BRADI4G04780	13	18	1
OS05G0145700	BRADI4G36100	30	25	1
OS05G0145700	BRADI4G36110	25	28	1
OS05G0146100	BRADI1G57710	27	36	1
OS05G0146100	BRADI2G60630	19	27	1
OS05G0146100	BRADI4G00450	27	36	1
OS05G0146100	BRADI4G00677	16	32	1
OS05G0146100	BRADI4G00700	24	35	1
OS05G0146100	BRADI4G00720	24	42	1
OS05G0146100	BRADI4G04780	16	36	1
OS05G0146100	BRADI4G36100	26	34	1
OS05G0146100	BRADI4G36110	17	30	1
OS05G0146900	BRADI1G58871	24	35	0
OS05G0146900	BRADI3G08500	31	28	0
OS05G0146900	BRADI4G01765	23	21	0
OS05G0147100	BRADI2G55900	16	23	1
OS05G0147100	BRADI3G08510	14	25	1
OS05G0147133	BRADI2G36210	60	40	1
OS05G0147200	BRADI2G36200	32	73	1
OS05G0147200	BRADI2G36205	19	47	1
OS05G0147200	BRADI3G49040	85	50	1
OS05G0147300	BRADI2G36187	69	71	1
OS05G0147400	BRADI3G04130	94	94	1
OS05G0147500	BRADI2G36130	78	85	1
OS05G0147600	BRADI2G36120	84	30	1
OS05G0147700	BRADI2G36080	50	30	0
OS05G0147700	BRADI2G36090	36	42	0
OS05G0147700	BRADI2G36100	35	27	0
OS05G0147800	BRADI2G36067	40	40	1
OS05G0148300	BRADI2G36020	90	90	1
OS05G0148600	BRADI2G36000	84	84	1
OS05G0148700	BRADI3G10770	79	79	1
OS05G0148900	BRADI2G35930	66	55	1
OS05G0149000	BRADI2G35920	45	27	1
OS05G0149100	BRADI2G35890	47	54	1
OS05G0149200	BRADI2G35870	9	4	0
OS05G0149200	BRADI2G35880	30	40	0
OS05G0149300	BRADI2G35850	78	47	0
OS05G0149300	BRADI2G35860	78	47	0
OS05G0149400	BRADI2G35850	85	85	0
OS05G0149400	BRADI2G35860	85	84	0
OS05G0149500	BRADI2G35840	71	43	1
OS05G0149800	BRADI2G35807	95	95	1
OS05G0149900	BRADI2G35800	91	91	1
OS05G0150000	BRADI2G35760	96	96	1
OS05G0150300	BRADI2G35740	84	88	1
OS05G0150300	BRADI4G09970	64	76	1
OS05G0150400	BRADI2G35730	54	58	1
OS05G0150500	BRADI2G35720	91	91	1
OS05G0150600	BRADI2G35707	75	73	0
OS05G0150733	BRADI2G35700	51	32	1
OS05G0150800	BRADI2G35690	91	91	1
OS05G0150900	BRADI2G35680	80	79	1
OS05G0151000	BRADI3G16660	84	83	0
OS05G0151100	BRADI2G35670	9	16	1
OS05G0151200	BRADI2G35610	61	64	1
OS05G0151300	BRADI2G35600	78	78	1
OS05G0152400	BRADI2G35570	60	34	1
OS05G0152600	BRADI2G35520	18	33	0
OS05G0152600	BRADI2G35550	20	30	0
OS05G0152600	BRADI4G10970	9	13	0
OS05G0152900	BRADI2G35520	23	33	0
OS05G0152900	BRADI2G35550	25	29	0
OS05G0152900	BRADI4G10970	11	12	0
OS05G0153000	BRADI2G35467	69	71	1
OS05G0153132	BRADI3G06520	58	17	1
OS05G0153200	BRADI2G35460	57	60	1
OS05G0153300	BRADI2G35440	62	64	1
OS05G0153300	BRADI2G35450	53	53	1
OS05G0153400	BRADI2G35430	33	63	1
OS05G0153500	BRADI3G35820	67	13	1
OS05G0153901	BRADI1G12910	73	12	0
OS05G0154500	BRADI2G35187	84	86	1
OS05G0154600	BRADI2G35180	82	83	1
OS05G0154700	BRADI2G35167	82	50	1
OS05G0154800	BRADI2G35120	85	85	1
OS05G0154900	BRADI2G35110	86	86	1
OS05G0155100	BRADI2G35090	91	91	1
OS05G0155200	BRADI2G35080	88	72	1
OS05G0155300	BRADI2G35070	61	59	0
OS05G0155400	BRADI2G35057	56	70	1
OS05G0155601	BRADI2G35050	86	86	1
OS05G0155700	BRADI2G35040	80	79	1
OS05G0156200	BRADI2G35030	73	72	1
OS05G0156300	BRADI2G35020	83	83	1
OS05G0156500	BRADI2G34950	90	38	1
OS05G0156600	BRADI2G34960	98	98	1
OS05G0156700	BRADI2G34970	87	35	0
OS05G0156800	BRADI2G34980	31	6	1
OS05G0156900	BRADI2G34930	81	80	0
OS05G0157100	BRADI2G34080	85	85	1
OS05G0157100	BRADI2G34920	84	54	1
OS05G0157200	BRADI2G34910	84	82	1
OS05G0157300	BRADI2G34900	80	79	1
OS05G0158500	BRADI2G34850	78	77	1
OS05G0158600	BRADI2G34837	47	21	0
OS05G0159000	BRADI2G34820	74	79	1
OS05G0159100	BRADI2G34810	88	82	1
OS05G0159200	BRADI2G34800	79	77	1
OS05G0160100	BRADI2G34760	86	86	1
OS05G0160200	BRADI3G29730	81	79	0
OS05G0160300	BRADI2G30490	78	77	1
OS05G0160800	BRADI3G37840	90	88	0
OS05G0161200	BRADI2G34740	79	80	1
OS05G0162000	BRADI2G34717	64	68	1
OS05G0162200	BRADI2G34710	82	82	1
OS05G0162800	BRADI2G34670	52	50	1
OS05G0163000	BRADI2G34680	90	83	1
OS05G0163100	BRADI2G34640	50	51	0
OS05G0163250	BRADI1G48264	91	22	0
OS05G0163300	BRADI2G34650	65	66	1
OS05G0163400	BRADI2G34660	72	72	1
OS05G0163500	BRADI2G34630	59	48	1
OS05G0163700	BRADI2G34610	89	88	1
OS05G0163700	BRADI2G35780	87	86	1
OS05G0163900	BRADI2G34600	46	54	1
OS05G0164100	BRADI2G34580	88	88	1
OS05G0164800	BRADI2G34560	74	74	1
OS05G0164900	BRADI2G34547	48	62	1
OS05G0165200	BRADI2G34540	72	75	1
OS05G0165400	BRADI2G34527	64	73	1
OS05G0165450	BRADI2G34520	70	68	1
OS05G0165500	BRADI2G34507	46	52	1
OS05G0167600	BRADI4G00570	23	22	1
OS05G0168300	BRADI2G34490	86	85	1
OS05G0168400	BRADI2G34480	87	86	1
OS05G0168500	BRADI3G56600	93	93	1
OS05G0168700	BRADI2G34470	94	95	1
OS05G0168800	BRADI2G34460	67	68	1
OS05G0169000	BRADI2G34450	83	83	1
OS05G0169200	BRADI2G34420	30	52	1
OS05G0169300	BRADI2G34400	67	69	1
OS05G0169400	BRADI2G34390	69	65	1
OS05G0169800	BRADI2G34360	69	54	1
OS05G0170000	BRADI2G34350	78	81	1
OS05G0170200	BRADI2G04380	50	64	0
OS05G0170300	BRADI2G34337	68	72	0
OS05G0170600	BRADI2G34330	53	40	1
OS05G0170800	BRADI2G34310	78	79	1
OS05G0170950	BRADI2G34300	88	19	1
OS05G0171000	BRADI2G34290	85	86	1
OS05G0171200	BRADI2G34280	61	58	1
OS05G0171300	BRADI2G34270	70	73	1
OS05G0171900	BRADI2G34250	68	69	1
OS05G0172300	BRADI1G39220	78	78	1
OS05G0175800	BRADI2G59890	8	10	1
OS05G0175800	BRADI2G59900	16	20	1
OS05G0175800	BRADI2G59910	14	25	1
OS05G0176000	BRADI1G32010	87	89	1
OS05G0176000	BRADI3G55810	92	94	1
OS05G0176100	BRADI2G34240	96	95	1
OS05G0176300	BRADI2G34180	69	57	1
OS05G0176400	BRADI2G34167	58	60	1
OS05G0176500	BRADI2G34160	64	39	1
OS05G0176700	BRADI2G34120	69	70	1
OS05G0176700	BRADI2G34130	73	69	1
OS05G0176700	BRADI2G34140	67	57	1
OS05G0176800	BRADI2G34110	83	83	1
OS05G0177000	BRADI2G59890	30	36	1
OS05G0177000	BRADI2G59900	33	36	1
OS05G0177000	BRADI2G59910	15	24	1
OS05G0177100	BRADI2G59890	31	37	1
OS05G0177100	BRADI2G59900	39	43	1
OS05G0177100	BRADI2G59910	20	32	1
OS05G0177400	BRADI2G59890	36	39	1
OS05G0177400	BRADI2G59900	44	44	1
OS05G0177400	BRADI2G59910	22	32	1
OS05G0177500	BRADI2G34060	56	63	1
OS05G0177500	BRADI2G34070	60	67	1
OS05G0177500	BRADI2G34090	60	66	1
OS05G0178000	BRADI2G34052	63	60	1
OS05G0178400	BRADI2G34040	83	84	1
OS05G0178600	BRADI2G34030	66	70	1
OS05G0178900	BRADI2G34020	74	79	1
OS05G0179000	BRADI2G34010	78	76	1
OS05G0179100	BRADI2G34000	61	71	1
OS05G0179300	BRADI2G33980	83	84	1
OS05G0179800	BRADI2G33960	68	68	1
OS05G0179900	BRADI2G33950	35	41	1
OS05G0179950	BRADI2G33940	61	58	1
OS05G0180300	BRADI2G33930	81	81	1
OS05G0180400	BRADI2G33920	51	65	1
OS05G0180500	BRADI2G33900	44	40	1
OS05G0180600	BRADI2G40030	86	82	1
OS05G0180700	BRADI2G33690	64	68	1
OS05G0181000	BRADI2G33676	77	78	1
OS05G0181000	BRADI2G33682	77	78	1
OS05G0181200	BRADI2G33670	67	64	1
OS05G0182000	BRADI2G33630	75	75	1
OS05G0182100	BRADI2G33620	67	69	1
OS05G0182201	BRADI2G33610	65	87	1
OS05G0182500	BRADI2G33600	100	100	1
OS05G0182600	BRADI2G33580	85	84	1
OS05G0182700	BRADI2G33560	73	65	1
OS05G0182900	BRADI2G33550	66	67	1
OS05G0183300	BRADI2G33517	94	31	1
OS05G0183900	BRADI2G33510	52	51	1
OS05G0184500	BRADI2G33510	42	30	1
OS05G0184901	BRADI2G33510	56	53	1
OS05G0185650	BRADI2G33487	95	8	0
OS05G0185700	BRADI1G36960	74	74	1
OS05G0185800	BRADI2G33480	68	68	1
OS05G0186000	BRADI1G38630	64	71	1
OS05G0186100	BRADI2G33460	83	83	1
OS05G0186300	BRADI2G33450	92	92	0
OS05G0187000	BRADI2G33390	82	82	1
OS05G0187100	BRADI2G33380	83	67	0
OS05G0187500	BRADI2G33370	58	61	1
OS05G0187800	BRADI2G33360	87	88	1
OS05G0188100	BRADI2G33350	55	60	1
OS05G0188300	BRADI5G01450	82	84	1
OS05G0188500	BRADI4G11510	85	85	1
OS05G0188600	BRADI4G11517	67	43	1
OS05G0188600	BRADI4G36300	70	44	1
OS05G0188700	BRADI2G33340	74	67	1
OS05G0188800	BRADI5G25920	92	92	1
OS05G0189300	BRADI2G33317	49	43	1
OS05G0189900	BRADI2G33317	53	46	1
OS05G0190300	BRADI2G33317	54	46	1
OS05G0190500	BRADI2G33317	48	44	1
OS05G0191700	BRADI2G33317	47	53	1
OS05G0192500	BRADI5G22690	29	25	0
OS05G0192500	BRADI5G22836	30	27	0
OS05G0192500	BRADI5G22860	25	39	0
OS05G0192500	BRADI5G22890	28	25	0
OS05G0193700	BRADI5G22690	27	22	0
OS05G0193700	BRADI5G22836	33	27	0
OS05G0193700	BRADI5G22860	25	36	0
OS05G0193700	BRADI5G22890	31	26	0
OS05G0193900	BRADI2G12970	32	17	1
OS05G0194500	BRADI2G33307	41	60	1
OS05G0194600	BRADI2G33300	90	90	1
OS05G0194900	BRADI2G33290	84	46	1
OS05G0195200	BRADI2G33270	65	68	1
OS05G0196100	BRADI2G33210	77	77	1
OS05G0196200	BRADI2G33200	79	83	1
OS05G0196500	BRADI2G14600	77	77	1
OS05G0196700	BRADI2G33190	30	37	1
OS05G0196800	BRADI2G33180	78	81	1
OS05G0197300	BRADI2G33150	65	65	1
OS05G0197900	BRADI2G35750	52	45	1
OS05G0198400	BRADI2G33110	77	76	1
OS05G0198700	BRADI2G39330	80	45	1
OS05G0199100	BRADI2G33100	73	73	1
OS05G0199500	BRADI2G33090	73	76	1
OS05G0200100	BRADI2G33070	69	69	1
OS05G0200280	BRADI2G33060	77	77	1
OS05G0200400	BRADI2G33050	78	43	1
OS05G0200500	BRADI2G33037	93	94	1
OS05G0200700	BRADI2G33000	55	65	1
OS05G0201700	BRADI2G32957	60	64	1
OS05G0202300	BRADI2G32950	50	64	1
OS05G0202800	BRADI2G06220	56	46	1
OS05G0203000	BRADI2G06280	50	49	0
OS05G0203000	BRADI2G32940	42	45	0
OS05G0203400	BRADI2G39820	25	23	1
OS05G0203500	BRADI2G61280	56	60	1
OS05G0203500	BRADI3G54410	37	60	1
OS05G0203500	BRADI5G21050	37	61	1
OS05G0203800	BRADI2G32910	72	63	1
OS05G0204600	BRADI2G32900	66	75	1
OS05G0204900	BRADI2G06390	89	89	1
OS05G0205000	BRADI2G32890	65	20	1
OS05G0205050	BRADI2G32890	65	50	1
OS05G0205100	BRADI2G32880	59	58	1
OS05G0205400	BRADI2G32870	51	48	1
OS05G0207200	BRADI2G32660	71	72	1
OS05G0207400	BRADI2G32627	50	49	1
OS05G0207500	BRADI2G32620	93	92	1
OS05G0207700	BRADI2G32607	81	82	1
OS05G0207900	BRADI3G60530	38	42	0
OS05G0208000	BRADI2G32600	86	85	1
OS05G0208100	BRADI2G32587	62	65	1
OS05G0208550	BRADI2G32577	66	66	0
OS05G0208600	BRADI2G42200	47	47	0
OS05G0208600	BRADI3G36850	27	38	0
OS05G0208600	BRADI3G58970	42	39	0
OS05G0209100	BRADI2G32570	86	86	1
OS05G0209400	BRADI2G32550	66	67	1
OS05G0209600	BRADI2G32540	80	78	0
OS05G0210100	BRADI2G32520	83	84	1
OS05G0210400	BRADI2G32510	59	65	1
OS05G0210500	BRADI2G15960	69	74	1
OS05G0210525	BRADI3G53140	42	36	0
OS05G0211100	BRADI1G24340	69	67	1
OS05G0211100	BRADI1G55330	52	63	1
OS05G0212100	BRADI2G32290	75	76	1
OS05G0212200	BRADI2G32277	55	69	1
OS05G0212300	BRADI2G32270	78	77	1
OS05G0212400	BRADI2G32260	74	75	1
OS05G0212600	BRADI4G28070	62	46	0
OS05G0212900	BRADI4G28070	66	64	0
OS05G0213100	BRADI4G28070	61	64	0
OS05G0213500	BRADI2G32250	88	87	1
OS05G0214300	BRADI2G32230	66	68	1
OS05G0214400	BRADI2G32240	78	79	1
OS05G0214900	BRADI2G32220	73	39	1
OS05G0215300	BRADI1G70370	66	67	1
OS05G0215600	BRADI2G07260	57	59	0
OS05G0215800	BRADI3G48720	93	93	1
OS05G0216950	BRADI4G38170	37	40	0
OS05G0217000	BRADI2G31980	64	61	1
OS05G0218400	BRADI2G31990	57	88	1
OS05G0219300	BRADI4G33960	45	49	1
OS05G0219800	BRADI2G31967	48	72	0
OS05G0219900	BRADI2G31957	69	71	1
OS05G0220100	BRADI1G15970	87	87	1
OS05G0220300	BRADI2G31950	43	42	1
OS05G0220500	BRADI2G31937	34	40	1
OS05G0220600	BRADI2G31930	76	76	1
OS05G0220900	BRADI1G11960	70	66	1
OS05G0221200	BRADI1G11950	59	61	1
OS05G0222200	BRADI2G31910	87	89	1
OS05G0223000	BRADI2G31900	74	79	1
OS05G0223100	BRADI1G47935	30	18	1
OS05G0223200	BRADI1G71377	52	53	1
OS05G0223300	BRADI1G71377	54	54	1
OS05G0224700	BRADI2G34080	70	85	1
OS05G0224700	BRADI2G34920	72	56	1
OS05G0224800	BRADI1G66167	79	25	0
OS05G0227800	BRADI5G08720	15	19	0
OS05G0228400	BRADI2G31870	67	70	1
OS05G0228900	BRADI4G14630	15	9	1
OS05G0229475	BRADI5G01880	70	17	0
OS05G0230600	BRADI2G31830	85	85	1
OS05G0230700	BRADI2G31820	81	86	1
OS05G0230900	BRADI2G31810	91	76	1
OS05G0231700	BRADI2G31800	68	85	1
OS05G0232200	BRADI2G14390	52	42	1
OS05G0232500	BRADI2G31570	68	66	1
OS05G0233000	BRADI2G07880	19	15	0
OS05G0235300	BRADI2G28007	94	54	1
OS05G0235450	BRADI2G48020	64	31	1
OS05G0235800	BRADI2G31580	93	94	1
OS05G0236600	BRADI5G26790	39	30	0
OS05G0237100	BRADI2G31632	19	11	1
OS05G0237400	BRADI2G31620	65	66	1
OS05G0237800	BRADI2G31650	74	74	1
OS05G0238200	BRADI2G31640	83	86	0
OS05G0238400	BRADI2G31590	69	73	1
OS05G0241200	BRADI2G31660	78	72	1
OS05G0241300	BRADI2G31670	51	24	0
OS05G0241400	BRADI2G31680	69	69	1
OS05G0243100	BRADI4G41070	69	31	1
OS05G0243200	BRADI4G41070	39	23	1
OS05G0243300	BRADI4G41070	90	63	1
OS05G0244500	BRADI2G31690	74	76	1
OS05G0244600	BRADI2G08260	81	81	1
OS05G0244900	BRADI1G33180	44	36	1
OS05G0244900	BRADI1G33370	42	33	1
OS05G0244900	BRADI1G33570	44	34	1
OS05G0244900	BRADI1G33580	42	33	1
OS05G0244900	BRADI1G33600	42	33	1
OS05G0245300	BRADI2G31700	68	68	1
OS05G0246300	BRADI5G17760	75	76	1
OS05G0246600	BRADI1G00260	46	29	0
OS05G0246600	BRADI4G09470	36	32	0
OS05G0247900	BRADI1G14910	75	76	1
OS05G0249800	BRADI4G33600	32	37	0
OS05G0250000	BRADI4G33600	39	37	0
OS05G0250200	BRADI4G33600	36	37	0
OS05G0251200	BRADI4G33600	51	20	0
OS05G0251400	BRADI2G13200	75	77	1
OS05G0251500	BRADI1G32792	94	94	1
OS05G0251500	BRADI2G31715	94	94	1
OS05G0251900	BRADI2G31720	59	55	1
OS05G0252000	BRADI2G31720	53	54	1
OS05G0252100	BRADI2G31730	66	71	1
OS05G0255600	BRADI4G14050	87	87	1
OS05G0255800	BRADI1G39220	80	52	1
OS05G0256000	BRADI4G14097	90	83	0
OS05G0264200	BRADI3G10840	80	58	1
OS05G0267800	BRADI2G31770	53	46	1
OS05G0268500	BRADI1G11567	72	73	1
OS05G0268500	BRADI2G35197	73	77	1
OS05G0269100	BRADI2G08450	20	21	1
OS05G0270000	BRADI2G42450	86	85	1
OS05G0270200	BRADI2G36230	78	80	1
OS05G0270400	BRADI5G00720	68	67	1
OS05G0270500	BRADI5G00600	81	79	1
OS05G0270800	BRADI3G39640	73	67	1
OS05G0271300	BRADI1G47117	73	64	1
OS05G0271300	BRADI2G31790	81	70	1
OS05G0271900	BRADI4G21120	66	60	1
OS05G0271900	BRADI4G21140	33	66	1
OS05G0272200	BRADI4G07637	82	71	1
OS05G0272800	BRADI4G07637	78	77	1
OS05G0272900	BRADI5G16730	83	83	1
OS05G0273800	BRADI1G42880	80	80	0
OS05G0274200	BRADI1G15260	87	88	1
OS05G0274900	BRADI1G27332	93	93	1
OS05G0274900	BRADI3G23072	93	93	1
OS05G0275000	BRADI1G31370	80	79	1
OS05G0275100	BRADI1G15820	70	70	1
OS05G0275600	BRADI2G31520	80	80	1
OS05G0275700	BRADI3G17110	82	94	1
OS05G0277000	BRADI2G31760	76	74	1
OS05G0277200	BRADI2G36960	70	68	0
OS05G0277300	BRADI2G36930	92	77	0
OS05G0277500	BRADI4G06080	79	76	0
OS05G0278500	BRADI4G06067	69	67	1
OS05G0279300	BRADI3G27090	41	19	1
OS05G0279400	BRADI2G31550	71	71	1
OS05G0279600	BRADI1G61210	84	36	0
OS05G0279900	BRADI2G33437	90	57	1
OS05G0280500	BRADI2G33165	64	61	1
OS05G0280700	BRADI2G31540	79	79	1
OS05G0283200	BRADI2G31750	70	67	1
OS05G0287800	BRADI2G31130	87	88	1
OS05G0289400	BRADI1G38380	89	90	0
OS05G0290300	BRADI1G06945	66	19	1
OS05G0291700	BRADI2G30400	73	74	1
OS05G0292200	BRADI2G31100	86	85	1
OS05G0293500	BRADI2G27954	62	60	1
OS05G0294600	BRADI1G27140	67	69	1
OS05G0295100	BRADI2G05445	67	74	1
OS05G0295200	BRADI3G04310	56	26	0
OS05G0295700	BRADI4G16540	56	17	1
OS05G0295800	BRADI5G03830	85	68	1
OS05G0295900	BRADI3G11327	67	68	1
OS05G0297400	BRADI4G08167	58	47	1
OS05G0297900	BRADI1G04820	91	77	1
OS05G0297900	BRADI2G27080	92	92	1
OS05G0297900	BRADI2G49610	89	89	1
OS05G0298200	BRADI2G30410	76	62	0
OS05G0299200	BRADI2G30480	60	69	1
OS05G0299300	BRADI3G28550	1	1	1
OS05G0300700	BRADI3G10737	39	45	1
OS05G0301500	BRADI1G76520	86	86	1
OS05G0301600	BRADI2G31120	79	77	1
OS05G0301700	BRADI3G42710	96	96	1
OS05G0302300	BRADI2G31107	68	65	1
OS05G0302300	BRADI3G39457	68	64	1
OS05G0302600	BRADI2G30470	84	84	1
OS05G0303000	BRADI2G30560	95	64	1
OS05G0303700	BRADI4G35190	28	49	0
OS05G0304100	BRADI2G30540	60	63	1
OS05G0304200	BRADI4G14630	36	20	1
OS05G0304400	BRADI2G25200	92	92	0
OS05G0304400	BRADI2G25210	95	95	0
OS05G0304600	BRADI3G59710	78	78	1
OS05G0304900	BRADI5G04640	82	84	1
OS05G0305100	BRADI1G41807	44	55	0
OS05G0305100	BRADI1G57227	48	72	0
OS05G0305100	BRADI4G39277	69	77	0
OS05G0305200	BRADI4G40310	83	80	1
OS05G0305300	BRADI4G40340	83	81	1
OS05G0305700	BRADI5G14510	59	56	0
OS05G0305900	BRADI2G36880	78	78	1
OS05G0306000	BRADI2G30810	85	85	1
OS05G0307100	BRADI3G32390	82	16	0
OS05G0307200	BRADI3G03440	73	81	1
OS05G0310600	BRADI4G43270	75	77	1
OS05G0310750	BRADI3G19990	80	23	0
OS05G0311500	BRADI1G71120	73	71	0
OS05G0311801	BRADI2G13410	52	53	1
OS05G0312500	BRADI2G31150	80	81	1
OS05G0313500	BRADI2G31190	85	83	1
OS05G0313600	BRADI3G03440	62	67	1
OS05G0315100	BRADI1G15900	69	35	1
OS05G0315200	BRADI2G31230	73	75	1
OS05G0316000	BRADI2G31250	77	77	1
OS05G0316100	BRADI1G76240	13	61	1
OS05G0316100	BRADI1G76820	88	89	1
OS05G0316100	BRADI2G31260	87	89	1
OS05G0316200	BRADI2G31270	84	86	1
OS05G0316800	BRADI2G31480	58	60	1
OS05G0317200	BRADI3G03730	88	88	1
OS05G0317200	BRADI4G08820	88	88	1
OS05G0318300	BRADI2G06000	75	76	0
OS05G0318700	BRADI2G31490	72	73	1
OS05G0319200	BRADI2G05790	72	76	0
OS05G0319700	BRADI1G30797	72	74	1
OS05G0319900	BRADI1G27257	72	30	1
OS05G0320100	BRADI3G01030	14	18	0
OS05G0320100	BRADI3G01037	43	39	0
OS05G0320500	BRADI2G31500	63	59	1
OS05G0320700	BRADI2G31510	90	90	1
OS05G0321600	BRADI2G33690	70	41	1
OS05G0321900	BRADI2G30800	34	42	1
OS05G0322900	BRADI2G30695	35	42	1
OS05G0322900	BRADI2G44270	35	39	1
OS05G0323100	BRADI2G44260	73	71	1
OS05G0323400	BRADI2G44250	71	74	1
OS05G0323800	BRADI2G30567	94	70	1
OS05G0323900	BRADI2G30580	86	86	1
OS05G0324100	BRADI2G30590	82	19	1
OS05G0324200	BRADI2G30590	75	36	1
OS05G0324300	BRADI1G58970	42	42	0
OS05G0324600	BRADI3G28000	40	41	1
OS05G0325200	BRADI1G27370	39	44	1
OS05G0325200	BRADI3G46310	43	49	1
OS05G0326400	BRADI1G27370	42	29	1
OS05G0326400	BRADI3G46310	46	32	1
OS05G0327000	BRADI1G27370	28	29	1
OS05G0327000	BRADI3G46310	33	35	1
OS05G0328300	BRADI2G30830	57	26	1
OS05G0331200	BRADI2G51830	89	89	1
OS05G0332600	BRADI2G30850	85	62	1
OS05G0333100	BRADI2G31060	24	44	1
OS05G0333200	BRADI2G60350	89	89	1
OS05G0333500	BRADI4G41057	74	93	1
OS05G0334000	BRADI4G41057	74	93	1
OS05G0334400	BRADI4G41057	74	93	1
OS05G0334750	BRADI2G31060	23	58	1
OS05G0335401	BRADI5G06357	66	9	0
OS05G0335500	BRADI2G31080	50	54	1
OS05G0337400	BRADI2G30370	65	62	1
OS05G0338900	BRADI2G27987	74	26	0
OS05G0339200	BRADI3G37450	58	63	1
OS05G0341100	BRADI4G12640	19	35	0
OS05G0342100	BRADI3G04360	49	48	1
OS05G0343400	BRADI2G00280	53	67	1
OS05G0343400	BRADI4G01950	54	60	1
OS05G0344200	BRADI1G11710	53	65	1
OS05G0344400	BRADI2G30390	69	74	1
OS05G0345100	BRADI1G70750	82	61	0
OS05G0345175	BRADI1G70750	90	17	0
OS05G0345400	BRADI2G29750	82	82	1
OS05G0345500	BRADI1G52450	80	79	1
OS05G0345700	BRADI2G37435	59	58	1
OS05G0345900	BRADI1G29050	56	34	1
OS05G0345900	BRADI2G06100	64	26	1
OS05G0345900	BRADI3G28230	65	30	1
OS05G0345900	BRADI4G40930	8	4	1
OS05G0345900	BRADI5G16110	67	32	1
OS05G0346100	BRADI2G30170	41	81	1
OS05G0346400	BRADI1G14117	59	67	1
OS05G0346400	BRADI2G40720	90	90	1
OS05G0346500	BRADI1G14127	70	69	1
OS05G0346500	BRADI2G40730	9	52	1
OS05G0347000	BRADI2G45180	82	72	1
OS05G0347400	BRADI2G29110	64	63	1
OS05G0348100	BRADI4G30000	71	35	1
OS05G0348900	BRADI2G15760	39	18	1
OS05G0349000	BRADI1G34620	13	9	0
OS05G0349200	BRADI2G28450	95	44	0
OS05G0349500	BRADI1G33117	75	75	1
OS05G0349500	BRADI1G33130	70	74	1
OS05G0349700	BRADI2G28460	88	88	1
OS05G0349800	BRADI2G28470	84	87	0
OS05G0349800	BRADI2G28480	82	70	0
OS05G0350500	BRADI2G28680	90	89	1
OS05G0350600	BRADI2G28890	81	80	1
OS05G0350700	BRADI2G28900	82	82	1
OS05G0350900	BRADI2G28910	37	26	1
OS05G0351500	BRADI2G29550	66	78	1
OS05G0352700	BRADI1G56620	48	17	0
OS05G0352800	BRADI4G42850	85	77	1
OS05G0353300	BRADI2G29350	81	84	1
OS05G0353400	BRADI4G00730	91	91	1
OS05G0353600	BRADI2G29330	45	66	1
OS05G0354300	BRADI2G28435	84	71	1
OS05G0354400	BRADI2G28400	67	72	1
OS05G0355133	BRADI3G38460	78	78	1
OS05G0355200	BRADI2G28390	77	75	1
OS05G0355300	BRADI2G28380	66	68	1
OS05G0355500	BRADI2G28170	93	93	1
OS05G0355500	BRADI4G24635	92	92	1
OS05G0355700	BRADI2G28150	51	34	1
OS05G0355900	BRADI2G28130	46	46	1
OS05G0356700	BRADI2G28100	66	65	0
OS05G0357100	BRADI2G28110	81	83	1
OS05G0357200	BRADI2G28120	86	85	1
OS05G0357500	BRADI1G61280	33	34	1
OS05G0357600	BRADI2G41580	95	95	1
OS05G0357700	BRADI2G28087	72	49	1
OS05G0357800	BRADI2G28060	74	76	1
OS05G0358000	BRADI2G28040	72	73	0
OS05G0358200	BRADI3G03817	71	21	1
OS05G0358200	BRADI3G42937	70	19	1
OS05G0358400	BRADI2G28000	75	75	1
OS05G0358500	BRADI2G27970	80	83	1
OS05G0358500	BRADI2G27977	66	74	1
OS05G0360400	BRADI2G27940	47	45	1
OS05G0361000	BRADI2G07590	56	62	0
OS05G0361000	BRADI2G07597	59	66	0
OS05G0361200	BRADI2G62550	73	85	1
OS05G0361500	BRADI2G27930	70	72	0
OS05G0361700	BRADI2G27920	46	55	0
OS05G0361900	BRADI1G01770	89	90	1
OS05G0361900	BRADI1G71410	84	84	1
OS05G0362100	BRADI2G43020	80	49	0
OS05G0362300	BRADI2G27900	68	72	1
OS05G0362600	BRADI2G27890	47	62	1
OS05G0363100	BRADI2G27880	78	76	1
OS05G0363200	BRADI2G27870	86	86	1
OS05G0363500	BRADI2G27847	77	74	1
