Gene stable ID	Brassica rapa gene stable ID	% identity	Brassica rapa % identity	Orthology confidence [0 low, 1 high]
OS04G0129200	Bra032748	38	40	1
OS04G0129300	Bra019988	22	30	1
OS04G0129500	Bra001235	53	58	1
OS04G0129500	Bra029622	54	55	1
OS04G0129500	Bra038450	33	58	1
OS04G0129500	Bra040361	53	54	1
OS04G0129600	Bra036468	27	28	1
OS04G0129900	Bra010250	27	46	1
OS04G0129900	Bra027151	50	50	1
OS04G0129900	Bra031502	48	51	1
OS04G0129900	Bra031505	42	50	1
OS04G0129900	Bra031511	13	15	1
OS04G0131800	Bra015002	50	15	1
OS04G0131850	Bra001229	65	34	1
OS04G0131850	Bra029615	60	32	1
OS04G0131850	Bra040355	64	33	1
OS04G0131900	Bra001229	68	66	1
OS04G0131900	Bra029615	64	63	1
OS04G0131900	Bra040355	66	63	1
OS04G0132300	Bra004172	51	54	1
OS04G0132500	Bra014998	54	54	1
OS04G0132500	Bra036154	55	56	1
OS04G0136200	Bra000260	77	60	0
OS04G0136200	Bra016871	77	60	0
OS04G0136900	Bra010692	16	38	1
OS04G0137450	Bra002440	8	4	1
OS04G0137450	Bra006642	17	7	1
OS04G0137450	Bra011974	5	3	1
OS04G0137450	Bra037611	19	8	1
OS04G0137500	Bra000871	84	85	0
OS04G0137500	Bra018537	35	92	0
OS04G0137500	Bra036253	84	85	0
OS04G0151900	Bra000271	32	40	1
OS04G0151900	Bra004726	51	57	1
OS04G0151900	Bra007410	53	57	1
OS04G0151900	Bra014560	50	55	1
OS04G0162100	Bra005262	14	23	1
OS04G0162100	Bra005316	12	31	1
OS04G0162100	Bra015200	42	42	1
OS04G0162100	Bra015201	22	41	1
OS04G0162100	Bra021078	27	40	1
OS04G0162100	Bra022541	43	43	1
OS04G0162100	Bra029179	26	19	1
OS04G0162100	Bra040097	20	27	1
OS04G0164900	Bra040385	47	35	1
OS04G0165200	Bra002437	11	16	0
OS04G0165200	Bra002438	35	35	0
OS04G0165200	Bra020223	20	25	0
OS04G0165200	Bra020224	20	25	0
OS04G0165300	Bra000977	28	27	1
OS04G0165300	Bra004953	27	29	1
OS04G0165300	Bra039300	25	28	1
OS04G0165400	Bra003379	64	66	1
OS04G0165400	Bra007455	37	56	1
OS04G0165400	Bra014538	61	64	1
OS04G0165400	Bra039874	65	68	1
OS04G0165500	Bra002435	71	72	1
OS04G0165700	Bra007604	68	70	0
OS04G0165700	Bra014436	67	69	0
OS04G0166400	Bra004956	23	24	1
OS04G0166400	Bra035227	24	22	1
OS04G0166400	Bra039294	23	23	1
OS04G0167800	Bra027828	44	41	0
OS04G0168100	Bra004692	28	22	1
OS04G0168100	Bra016878	27	21	1
OS04G0168100	Bra023759	36	28	1
OS04G0169100	Bra015303	33	41	0
OS04G0169100	Bra023756	48	47	0
OS04G0169100	Bra040134	49	49	0
OS04G0169500	Bra014914	77	17	1
OS04G0171600	Bra005400	38	35	1
OS04G0171600	Bra009100	43	40	1
OS04G0171600	Bra010644	43	41	1
OS04G0171600	Bra011821	42	40	1
OS04G0171600	Bra016907	40	37	1
OS04G0171600	Bra017871	43	39	1
OS04G0171600	Bra026058	36	33	1
OS04G0171600	Bra028764	41	38	1
OS04G0171600	Bra029048	34	35	1
OS04G0171600	Bra030246	43	39	1
OS04G0171600	Bra032926	26	36	1
OS04G0171800	Bra005400	40	42	1
OS04G0171800	Bra009100	44	46	1
OS04G0171800	Bra010644	44	46	1
OS04G0171800	Bra011821	43	46	1
OS04G0171800	Bra016907	41	43	1
OS04G0171800	Bra017871	44	45	1
OS04G0171800	Bra026058	37	38	1
OS04G0171800	Bra028764	43	44	1
OS04G0171800	Bra029048	36	41	1
OS04G0171800	Bra030246	45	45	1
OS04G0171800	Bra032926	25	39	1
OS04G0174100	Bra005400	47	20	1
OS04G0174100	Bra009100	55	24	1
OS04G0174100	Bra010644	56	24	1
OS04G0174100	Bra011821	55	24	1
OS04G0174100	Bra016907	51	22	1
OS04G0174100	Bra017871	55	23	1
OS04G0174100	Bra026058	46	19	1
OS04G0174100	Bra028764	54	23	1
OS04G0174100	Bra029048	47	22	1
OS04G0174100	Bra030246	55	23	1
OS04G0174100	Bra032926	27	17	1
OS04G0174800	Bra013100	58	28	1
OS04G0174800	Bra015230	37	30	1
OS04G0174900	Bra001602	65	62	0
OS04G0174900	Bra006536	58	23	0
OS04G0174900	Bra020082	61	22	0
OS04G0174900	Bra021124	66	65	0
OS04G0174900	Bra027221	65	66	0
OS04G0174900	Bra030370	61	59	0
OS04G0174900	Bra030973	64	64	0
OS04G0175600	Bra025876	13	45	0
OS04G0175900	Bra025876	12	42	0
OS04G0176200	Bra025876	20	44	0
OS04G0176400	Bra039908	8	18	1
OS04G0177400	Bra020877	46	44	1
OS04G0177400	Bra038793	33	48	1
OS04G0177600	Bra035982	52	54	1
OS04G0178300	Bra000864	40	32	0
OS04G0178300	Bra036239	41	37	0
OS04G0179700	Bra035120	32	35	0
OS04G0181100	Bra001906	27	25	1
OS04G0181100	Bra014917	33	29	1
OS04G0181100	Bra014920	26	23	1
OS04G0181100	Bra023754	34	25	1
OS04G0181100	Bra023755	27	24	1
OS04G0181100	Bra039861	56	56	1
OS04G0181100	Bra041032	57	57	1
OS04G0181300	Bra031173	8	9	0
OS04G0181901	Bra021669	21	16	0
OS04G0182200	Bra021669	21	41	0
OS04G0182600	Bra017513	48	16	1
OS04G0182600	Bra024971	48	19	1
OS04G0182650	Bra017513	63	22	1
OS04G0182650	Bra024971	64	25	1
OS04G0182800	Bra027496	75	49	1
OS04G0182875	Bra011569	45	23	0
OS04G0182875	Bra022128	47	18	0
OS04G0182900	Bra011569	36	31	0
OS04G0182900	Bra022128	57	36	0
OS04G0183100	Bra035438	53	54	0
OS04G0183300	Bra011569	36	31	0
OS04G0183300	Bra022128	57	36	0
OS04G0183500	Bra011569	43	59	0
OS04G0183500	Bra022128	56	57	0
OS04G0184100	Bra011569	44	61	0
OS04G0184100	Bra022128	58	59	0
OS04G0184500	Bra011569	46	23	0
OS04G0184500	Bra022128	48	17	0
OS04G0184801	Bra011569	72	15	0
OS04G0184801	Bra022128	71	11	0
OS04G0185000	Bra011569	17	8	0
OS04G0185000	Bra022128	50	18	0
OS04G0185100	Bra014795	18	29	1
OS04G0185100	Bra014797	24	31	1
OS04G0185100	Bra018272	29	29	1
OS04G0185100	Bra022834	30	32	1
OS04G0189400	Bra029208	21	38	1
OS04G0189800	Bra029208	15	30	1
OS04G0191000	Bra017917	39	40	1
OS04G0192775	Bra028300	16	4	1
OS04G0193200	Bra028300	14	7	1
OS04G0194600	Bra025528	31	24	0
OS04G0195000	Bra018644	67	65	1
OS04G0195400	Bra018840	8	13	1
OS04G0195400	Bra025473	7	10	1
OS04G0195400	Bra025475	4	6	1
OS04G0196600	Bra021298	31	31	1
OS04G0196600	Bra022290	26	44	1
OS04G0196600	Bra022291	31	31	1
OS04G0197500	Bra010190	11	40	1
OS04G0197500	Bra035271	27	26	1
OS04G0197500	Bra037821	29	28	1
OS04G0200400	Bra008068	29	31	1
OS04G0201200	Bra001355	21	12	1
OS04G0201800	Bra005061	54	47	1
OS04G0201800	Bra007103	47	48	1
OS04G0201800	Bra017088	52	38	1
OS04G0206300	Bra021998	58	56	1
OS04G0206300	Bra025046	57	56	1
OS04G0207600	Bra011453	47	43	0
OS04G0207600	Bra035999	47	43	0
OS04G0208200	Bra021998	54	54	1
OS04G0208200	Bra025046	52	53	1
OS04G0209200	Bra007695	60	50	1
OS04G0209200	Bra018722	59	50	1
OS04G0209200	Bra032248	58	52	1
OS04G0209300	Bra007695	51	50	1
OS04G0209300	Bra018722	51	51	1
OS04G0209300	Bra032248	50	52	1
OS04G0212200	Bra012539	49	21	1
OS04G0212450	Bra001099	24	22	1
OS04G0212450	Bra020537	31	31	1
OS04G0212450	Bra036579	30	30	1
OS04G0212450	Bra040204	23	23	1
OS04G0212450	Bra040206	23	17	1
OS04G0217900	Bra001430	44	12	1
OS04G0218100	Bra008587	51	53	1
OS04G0218900	Bra001430	42	21	1
OS04G0221000	Bra008298	14	11	0
OS04G0221000	Bra017928	10	12	0
OS04G0221000	Bra029672	13	13	0
OS04G0221000	Bra040024	12	12	0
OS04G0221300	Bra036907	46	32	1
OS04G0221600	Bra035503	10	27	1
OS04G0221600	Bra035504	12	24	1
OS04G0221600	Bra037922	7	39	1
OS04G0223000	Bra007106	64	65	1
OS04G0223300	Bra013053	70	71	0
OS04G0223300	Bra017686	71	72	0
OS04G0224900	Bra029833	79	47	1
OS04G0224900	Bra034109	79	47	1
OS04G0224900	Bra035180	74	45	1
OS04G0225001	Bra029833	54	11	1
OS04G0225001	Bra034109	54	11	1
OS04G0225001	Bra035180	51	11	1
OS04G0225700	Bra009854	42	33	1
OS04G0225700	Bra020508	42	33	1
OS04G0225700	Bra036546	42	33	1
OS04G0226400	Bra013002	42	21	1
OS04G0227500	Bra008235	45	44	1
OS04G0227500	Bra015798	40	41	1
OS04G0227500	Bra025802	43	42	1
OS04G0228000	Bra002086	43	46	1
OS04G0228000	Bra012857	32	37	1
OS04G0228000	Bra013063	21	38	1
OS04G0228000	Bra024490	43	44	1
OS04G0228000	Bra036814	37	40	1
OS04G0228000	Bra036815	37	36	1
OS04G0228100	Bra000862	41	39	1
OS04G0228400	Bra012218	68	70	1
OS04G0228600	Bra041110	24	8	1
OS04G0228600	Bra041118	19	14	1
OS04G0234600	Bra003221	56	69	0
OS04G0234600	Bra007192	73	73	0
OS04G0234600	Bra014720	74	74	0
OS04G0244400	Bra035296	60	61	1
OS04G0244500	Bra002225	57	54	1
OS04G0244800	Bra009662	51	65	1
OS04G0244800	Bra010738	62	63	1
OS04G0244800	Bra011581	56	57	1
OS04G0244800	Bra033570	62	63	1
OS04G0244800	Bra034669	55	56	1
OS04G0245000	Bra005952	27	23	1
OS04G0245000	Bra009306	24	24	1
OS04G0245000	Bra028684	28	22	1
OS04G0249500	Bra003845	64	57	1
OS04G0249500	Bra015995	64	57	1
OS04G0249500	Bra039502	63	63	1
OS04G0249600	Bra012056	41	43	1
OS04G0249600	Bra031805	40	42	1
OS04G0250700	Bra013772	38	35	1
OS04G0252200	Bra022557	51	9	0
OS04G0254000	Bra004912	69	72	1
OS04G0254000	Bra007568	54	65	1
OS04G0254000	Bra014465	67	70	1
OS04G0254000	Bra039337	68	70	1
OS04G0257500	Bra014925	50	46	1
OS04G0257500	Bra023748	50	46	1
OS04G0259100	Bra005632	15	29	1
OS04G0259100	Bra021770	15	29	1
OS04G0259100	Bra021771	14	26	1
OS04G0261400	Bra016775	50	51	1
OS04G0261400	Bra019761	50	51	1
OS04G0261400	Bra026973	51	52	1
OS04G0261400	Bra027012	16	46	1
OS04G0266400	Bra028300	11	10	1
OS04G0266900	Bra003426	45	69	0
OS04G0266900	Bra004898	74	71	0
OS04G0266900	Bra007555	73	71	0
OS04G0266900	Bra014473	73	71	0
OS04G0269600	Bra018469	37	17	0
OS04G0269700	Bra034319	25	17	1
OS04G0270100	Bra016571	64	42	0
OS04G0270200	Bra002866	42	56	1
OS04G0270200	Bra028953	56	57	1
OS04G0270200	Bra035597	38	59	1
OS04G0270900	Bra008873	34	36	0
OS04G0271000	Bra028961	55	57	1
OS04G0271200	Bra006062	78	74	0
OS04G0271200	Bra009029	54	68	0
OS04G0271700	Bra008873	36	36	0
OS04G0272200	Bra008873	33	29	0
OS04G0272400	Bra018450	51	52	1
OS04G0272400	Bra019951	50	50	1
OS04G0272700	Bra008873	35	35	0
OS04G0273600	Bra008873	22	17	0
OS04G0273900	Bra028300	15	9	1
OS04G0274100	Bra008873	25	14	0
OS04G0274400	Bra015213	49	54	1
OS04G0276600	Bra011507	59	54	1
OS04G0277400	Bra002909	34	34	0
OS04G0277400	Bra002910	35	36	0
OS04G0277400	Bra002911	22	42	0
OS04G0277400	Bra002915	15	31	0
OS04G0277400	Bra006887	31	31	0
OS04G0277400	Bra006888	32	32	0
OS04G0277400	Bra007744	33	35	0
OS04G0277400	Bra014142	31	31	0
OS04G0277400	Bra019268	28	30	0
OS04G0277400	Bra028984	33	32	0
OS04G0277400	Bra028985	20	40	0
OS04G0277400	Bra035569	31	32	0
OS04G0277400	Bra035570	19	37	0
OS04G0277400	Bra035571	30	31	0
OS04G0277400	Bra037140	35	35	0
OS04G0277400	Bra037879	32	31	0
OS04G0278101	Bra017939	35	7	1
OS04G0278101	Bra017940	52	10	1
OS04G0278200	Bra028130	44	31	0
OS04G0278900	Bra016153	55	55	0
OS04G0278900	Bra037517	64	62	0
OS04G0280200	Bra026664	66	69	0
OS04G0281900	Bra016614	45	45	1
OS04G0281900	Bra025991	48	50	1
OS04G0281900	Bra026678	47	49	1
OS04G0281900	Bra027343	41	49	1
OS04G0282200	Bra001119	37	46	1
OS04G0282200	Bra010007	38	46	1
OS04G0282200	Bra018600	37	46	1
OS04G0282200	Bra030741	37	46	1
OS04G0282200	Bra040397	35	44	1
OS04G0283600	Bra000566	27	27	1
OS04G0283600	Bra007849	26	25	1
OS04G0283600	Bra010241	22	22	1
OS04G0283600	Bra032093	25	25	1
OS04G0284100	Bra006073	44	13	1
OS04G0284500	Bra007846	3	5	1
OS04G0284500	Bra010236	27	15	1
OS04G0284500	Bra011272	27	13	1
OS04G0284500	Bra024008	25	16	1
OS04G0284500	Bra032091	28	19	1
OS04G0287400	Bra010231	52	52	1
OS04G0287400	Bra011282	53	54	1
OS04G0287400	Bra023998	53	53	1
OS04G0287400	Bra032084	51	51	1
OS04G0288100	Bra002316	31	37	1
OS04G0288100	Bra003874	31	37	1
OS04G0288100	Bra006567	31	36	1
OS04G0288100	Bra016047	29	33	1
OS04G0288100	Bra020113	31	36	1
OS04G0288100	Bra020114	28	32	1
OS04G0288100	Bra020115	29	34	1
OS04G0289500	Bra037162	29	28	0
OS04G0289600	Bra037162	33	34	0
OS04G0289700	Bra037162	35	36	0
OS04G0289800	Bra004082	56	32	1
OS04G0289800	Bra007810	52	31	1
OS04G0289800	Bra038515	54	31	1
OS04G0290800	Bra038270	53	53	1
OS04G0291100	Bra020819	56	55	1
OS04G0291900	Bra003333	52	21	0
OS04G0291900	Bra007907	48	19	0
OS04G0291900	Bra007908	26	15	0
OS04G0291900	Bra007909	52	21	0
OS04G0291900	Bra016226	30	22	0
OS04G0291900	Bra030813	50	19	0
OS04G0291900	Bra030815	52	20	0
OS04G0291900	Bra033670	50	20	0
OS04G0291900	Bra033958	45	18	0
OS04G0291900	Bra035966	49	19	0
OS04G0295000	Bra018261	36	41	1
OS04G0295000	Bra018275	29	35	1
OS04G0295000	Bra021716	36	39	1
OS04G0298200	Bra017167	11	53	1
OS04G0298200	Bra018918	65	67	1
OS04G0298200	Bra030434	62	64	1
OS04G0298600	Bra012174	38	56	1
OS04G0298600	Bra038854	49	44	1
OS04G0298700	Bra002758	19	26	1
OS04G0298700	Bra010312	31	33	1
OS04G0298700	Bra011150	31	18	1
OS04G0298700	Bra020463	22	27	1
OS04G0300600	Bra002756	26	32	1
OS04G0300600	Bra006831	26	32	1
OS04G0300600	Bra011152	23	27	1
OS04G0300600	Bra020462	25	30	1
OS04G0300600	Bra024115	24	30	1
OS04G0301500	Bra002756	33	41	1
OS04G0301500	Bra006831	33	41	1
OS04G0301500	Bra011152	25	31	1
OS04G0301500	Bra020462	32	40	1
OS04G0301500	Bra024115	26	33	1
OS04G0303900	Bra007498	38	37	1
OS04G0303950	Bra036236	35	22	0
OS04G0304200	Bra002669	66	58	1
OS04G0304200	Bra006782	66	56	1
OS04G0304200	Bra020388	66	58	1
OS04G0304400	Bra011509	51	40	1
OS04G0304400	Bra017638	52	50	1
OS04G0305700	Bra002002	24	33	1
OS04G0305700	Bra006271	28	41	1
OS04G0305700	Bra008734	35	36	1
OS04G0305700	Bra013043	32	38	1
OS04G0305700	Bra018440	37	39	1
OS04G0306400	Bra007961	49	53	1
OS04G0306400	Bra014328	52	54	1
OS04G0306400	Bra024892	46	47	1
OS04G0306750	Bra036909	32	36	1
OS04G0307200	Bra003539	72	72	0
OS04G0307200	Bra008501	21	41	0
OS04G0307200	Bra013510	62	64	0
OS04G0307200	Bra038029	16	44	0
OS04G0309600	Bra003845	63	57	1
OS04G0309600	Bra015995	64	57	1
OS04G0309600	Bra039502	63	63	1
OS04G0310500	Bra020725	47	48	1
OS04G0310500	Bra037522	46	47	1
OS04G0311400	Bra012733	46	48	0
OS04G0311400	Bra033545	49	51	0
OS04G0312100	Bra035869	37	38	1
OS04G0313900	Bra033891	31	11	0
OS04G0319600	Bra008750	60	62	0
OS04G0320000	Bra003586	24	14	1
OS04G0320000	Bra011307	27	12	1
OS04G0320000	Bra016646	24	9	1
OS04G0320000	Bra023975	25	10	1
OS04G0320000	Bra026091	25	11	1
OS04G0320000	Bra026738	25	10	1
OS04G0320000	Bra035151	24	12	1
OS04G0320000	Bra037064	24	14	1
OS04G0320100	Bra015335	75	53	1
OS04G0320200	Bra027131	55	59	1
OS04G0320200	Bra031484	55	59	1
OS04G0321500	Bra006290	68	63	1
OS04G0321500	Bra023512	68	63	1
OS04G0321600	Bra000719	68	61	0
OS04G0321600	Bra035286	58	63	0
OS04G0321700	Bra015124	54	55	1
OS04G0321700	Bra029991	28	43	1
OS04G0321700	Bra032681	55	55	1
OS04G0321800	Bra001060	22	21	1
OS04G0321800	Bra021414	23	22	1
OS04G0321800	Bra040598	24	24	1
OS04G0324400	Bra033891	32	11	0
OS04G0326000	Bra003586	19	14	1
OS04G0326000	Bra011307	21	12	1
OS04G0326000	Bra016646	20	10	1
OS04G0326000	Bra023975	21	11	1
OS04G0326000	Bra026091	21	12	1
OS04G0326000	Bra026738	21	11	1
OS04G0326000	Bra035151	19	13	1
OS04G0326000	Bra037064	20	15	1
OS04G0330200	Bra008068	29	31	1
OS04G0334700	Bra021415	30	37	1
OS04G0334700	Bra032452	43	43	1
OS04G0334700	Bra035359	39	39	1
OS04G0334700	Bra035522	38	43	1
OS04G0334700	Bra039497	40	39	1
OS04G0334700	Bra040466	40	41	1
OS04G0334700	Bra040597	43	42	1
OS04G0334951	Bra021415	30	33	1
OS04G0334951	Bra032452	44	40	1
OS04G0334951	Bra035359	40	36	1
OS04G0334951	Bra035522	38	39	1
OS04G0334951	Bra039497	41	36	1
OS04G0334951	Bra040466	42	39	1
OS04G0334951	Bra040597	44	39	1
OS04G0336600	Bra021415	30	37	1
OS04G0336600	Bra032452	43	43	1
OS04G0336600	Bra035359	39	39	1
OS04G0336600	Bra035522	38	43	1
OS04G0336600	Bra039497	40	39	1
OS04G0336600	Bra040466	40	41	1
OS04G0336600	Bra040597	43	42	1
OS04G0337000	Bra021415	30	24	1
OS04G0337000	Bra032452	53	35	1
OS04G0337000	Bra035359	49	33	1
OS04G0337000	Bra035522	48	36	1
OS04G0337000	Bra039497	49	32	1
OS04G0337000	Bra040466	47	32	1
OS04G0337000	Bra040597	50	33	1
OS04G0337201	Bra003360	69	58	0
OS04G0337201	Bra005651	71	58	0
OS04G0337201	Bra014549	69	57	0
OS04G0337201	Bra021720	70	58	0
OS04G0337201	Bra022860	69	57	0
OS04G0337300	Bra003360	58	4	0
OS04G0337300	Bra005651	61	4	0
OS04G0337300	Bra014549	55	3	0
OS04G0337300	Bra021720	65	4	0
OS04G0337300	Bra022860	65	4	0
OS04G0341100	Bra027134	30	11	0
OS04G0341100	Bra027135	29	14	0
OS04G0341100	Bra027138	29	14	0
OS04G0341100	Bra027139	29	14	0
OS04G0341100	Bra027140	30	11	0
OS04G0341100	Bra027142	28	10	0
OS04G0341100	Bra031485	34	12	0
OS04G0341100	Bra031486	31	12	0
OS04G0346000	Bra004742	66	61	1
OS04G0346000	Bra037736	67	63	1
OS04G0346100	Bra000398	90	92	0
OS04G0346100	Bra003437	91	93	0
OS04G0346100	Bra007572	91	93	0
OS04G0346100	Bra020722	90	86	0
OS04G0346100	Bra036186	91	93	0
OS04G0346800	Bra015122	45	57	0
OS04G0347200	Bra009731	46	46	0
OS04G0347200	Bra026469	50	50	0
OS04G0347600	Bra015194	55	27	1
OS04G0347700	Bra000733	39	7	1
OS04G0347800	Bra000733	37	13	1
OS04G0348100	Bra004745	46	46	1
OS04G0348300	Bra019993	60	69	1
OS04G0348300	Bra027160	20	81	1
OS04G0348300	Bra030798	60	69	1
OS04G0348400	Bra001247	42	42	1
OS04G0348400	Bra006451	27	27	1
OS04G0348400	Bra029642	42	42	1
OS04G0348400	Bra031431	25	28	1
OS04G0348400	Bra040374	41	41	1
OS04G0349401	Bra001096	32	20	1
OS04G0349401	Bra040209	20	17	1
OS04G0349500	Bra002290	86	83	0
OS04G0349500	Bra006553	86	66	0
OS04G0349500	Bra020098	85	83	0
OS04G0350000	Bra016758	24	16	1
OS04G0350000	Bra016762	24	30	1
OS04G0350000	Bra021192	19	28	1
OS04G0350000	Bra025516	16	26	1
OS04G0350000	Bra026401	18	25	1
OS04G0350000	Bra026836	19	29	1
OS04G0350000	Bra026882	19	28	1
OS04G0350000	Bra026884	19	32	1
OS04G0350000	Bra026954	23	28	1
OS04G0350000	Bra026957	22	28	1
OS04G0350000	Bra026958	23	28	1
OS04G0350000	Bra026971	23	29	1
OS04G0350000	Bra027026	18	26	1
OS04G0350000	Bra027636	14	34	1
OS04G0350000	Bra027656	22	18	1
OS04G0350000	Bra027658	19	27	1
OS04G0350000	Bra027726	16	26	1
OS04G0350000	Bra028267	23	29	1
OS04G0350000	Bra031731	19	28	1
OS04G0350000	Bra036649	15	29	1
OS04G0350000	Bra036651	18	26	1
OS04G0350100	Bra005625	31	35	1
OS04G0350100	Bra021762	32	34	1
OS04G0350300	Bra014969	47	25	1
OS04G0350300	Bra028334	46	25	1
OS04G0350700	Bra014972	35	28	1
OS04G0350700	Bra028335	35	28	1
OS04G0350700	Bra037059	32	30	1
OS04G0351333	Bra016758	20	16	1
OS04G0351333	Bra016762	19	28	1
OS04G0351333	Bra021192	15	27	1
OS04G0351333	Bra025516	14	26	1
OS04G0351333	Bra026401	15	24	1
OS04G0351333	Bra026836	15	27	1
OS04G0351333	Bra026882	17	28	1
OS04G0351333	Bra026884	17	33	1
OS04G0351333	Bra026954	19	26	1
OS04G0351333	Bra026957	18	26	1
OS04G0351333	Bra026958	19	26	1
OS04G0351333	Bra026971	19	27	1
OS04G0351333	Bra027026	15	25	1
OS04G0351333	Bra027636	13	35	1
OS04G0351333	Bra027656	19	17	1
OS04G0351333	Bra027658	17	28	1
OS04G0351333	Bra027726	12	23	1
OS04G0351333	Bra028267	19	26	1
OS04G0351333	Bra031731	15	26	1
OS04G0351333	Bra036649	12	28	1
OS04G0351333	Bra036651	15	25	1
OS04G0360500	Bra002814	43	23	0
OS04G0360500	Bra004510	44	23	0
OS04G0360500	Bra004511	45	23	0
OS04G0360500	Bra004512	45	23	0
OS04G0360500	Bra035623	40	24	0
OS04G0361500	Bra002814	33	34	0
OS04G0361500	Bra004510	33	34	0
OS04G0361500	Bra004511	34	34	0
OS04G0361500	Bra004512	35	36	0
OS04G0361500	Bra035623	31	37	0
OS04G0363700	Bra035257	76	43	1
OS04G0365100	Bra012272	34	34	0
OS04G0365100	Bra012273	38	39	0
OS04G0365100	Bra016426	35	36	0
OS04G0365100	Bra016427	36	37	0
OS04G0365100	Bra016428	37	38	0
OS04G0365100	Bra025882	35	36	0
OS04G0365100	Bra025883	38	38	0
OS04G0365100	Bra025884	34	35	0
OS04G0365100	Bra025886	36	38	0
OS04G0367400	Bra003171	38	40	1
OS04G0367400	Bra007047	36	37	1
OS04G0367900	Bra018355	16	7	0
OS04G0367900	Bra040804	16	8	0
OS04G0369000	Bra003313	39	24	1
OS04G0369000	Bra003423	38	22	1
OS04G0369000	Bra007547	37	21	1
OS04G0369000	Bra014481	37	21	1
OS04G0369000	Bra035442	24	31	1
OS04G0369000	Bra040323	38	22	1
OS04G0369600	Bra018355	23	15	0
OS04G0369600	Bra040804	18	12	0
OS04G0370300	Bra008461	47	19	0
OS04G0370500	Bra008461	39	40	0
OS04G0370600	Bra008461	40	41	0
OS04G0371000	Bra018355	20	8	0
OS04G0371000	Bra040804	19	7	0
OS04G0371100	Bra018355	22	10	0
OS04G0371100	Bra040804	22	9	0
OS04G0371600	Bra008461	41	27	0
OS04G0372700	Bra001207	54	21	0
OS04G0372800	Bra015105	36	38	1
OS04G0373000	Bra001924	65	56	1
OS04G0373000	Bra014990	64	55	1
OS04G0373000	Bra032737	66	57	1
OS04G0374400	Bra002962	26	23	1
OS04G0374400	Bra003184	26	25	1
OS04G0374400	Bra012137	28	26	1
OS04G0374400	Bra012138	23	22	1
OS04G0374400	Bra015058	24	22	1
OS04G0374400	Bra028166	10	16	1
OS04G0374400	Bra028199	25	24	1
OS04G0374400	Bra029999	14	19	1
OS04G0374400	Bra030000	16	37	1
OS04G0374400	Bra033050	18	20	1
OS04G0374400	Bra036069	25	24	1
OS04G0374400	Bra037126	23	21	1
OS04G0374400	Bra037763	26	26	1
OS04G0374601	Bra002962	29	10	1
OS04G0374601	Bra003184	30	11	1
OS04G0374601	Bra012137	31	11	1
OS04G0374601	Bra012138	30	11	1
OS04G0374601	Bra015058	29	11	1
OS04G0374601	Bra028166	17	10	1
OS04G0374601	Bra028199	30	11	1
OS04G0374601	Bra029999	25	12	1
OS04G0374601	Bra030000	9	8	1
OS04G0374601	Bra033050	24	11	1
OS04G0374601	Bra036069	29	11	1
OS04G0374601	Bra037126	26	10	1
OS04G0374601	Bra037763	28	11	1
OS04G0375900	Bra009714	25	27	1
OS04G0375900	Bra026476	24	27	1
OS04G0376000	Bra000131	83	50	0
OS04G0376000	Bra001306	83	83	0
OS04G0376000	Bra009577	81	81	0
OS04G0376000	Bra028867	81	81	0
OS04G0376000	Bra029771	83	83	0
OS04G0376000	Bra034070	83	83	0
OS04G0376100	Bra015100	45	47	1
OS04G0376100	Bra032686	45	49	1
OS04G0376300	Bra010962	82	52	1
OS04G0376300	Bra030025	83	44	1
OS04G0376300	Bra032808	84	44	1
OS04G0376400	Bra000892	23	30	0
OS04G0376400	Bra013426	21	38	0
OS04G0376400	Bra020951	25	31	0
OS04G0376500	Bra018420	78	80	1
OS04G0376500	Bra019898	78	80	1
OS04G0376500	Bra031745	78	81	1
OS04G0376600	Bra020682	18	10	1
OS04G0376600	Bra036162	17	10	1
OS04G0376600	Bra037465	18	10	1
OS04G0376700	Bra013237	81	81	1
OS04G0377932	Bra001404	46	19	0
OS04G0377932	Bra005875	9	5	0
OS04G0377932	Bra005877	10	6	0
OS04G0377932	Bra008278	9	11	0
OS04G0377932	Bra034841	44	18	0
OS04G0378200	Bra001240	41	45	1
OS04G0378200	Bra029629	44	46	1
OS04G0378200	Bra037467	36	32	1
OS04G0379300	Bra005643	52	51	0
OS04G0379400	Bra013650	60	52	1
OS04G0379600	Bra013233	25	27	1
OS04G0379700	Bra018616	72	38	1
OS04G0379900	Bra000321	76	74	0
OS04G0379900	Bra001057	75	74	0
OS04G0379900	Bra004778	76	74	0
OS04G0379900	Bra008631	74	73	0
OS04G0379900	Bra021427	74	73	0
OS04G0380200	Bra000984	20	26	1
OS04G0380200	Bra025258	15	21	1
OS04G0380200	Bra025539	13	15	1
OS04G0380200	Bra032988	9	15	1
OS04G0380300	Bra004227	52	53	1
OS04G0380300	Bra033998	52	54	1
OS04G0381000	Bra011458	59	59	1
OS04G0381000	Bra034579	57	58	1
OS04G0381000	Bra036991	58	58	1
OS04G0381100	Bra035047	21	40	1
OS04G0381400	Bra028405	42	18	1
OS04G0381600	Bra004226	45	50	1
OS04G0381700	Bra000495	24	28	1
OS04G0381700	Bra011972	24	27	1
OS04G0381700	Bra034392	24	27	1
OS04G0382100	Bra006242	67	46	1
OS04G0382200	Bra014060	45	46	1
OS04G0382300	Bra018050	58	59	1
OS04G0382300	Bra029902	57	54	1
