Gene stable ID	Prunus persica gene stable ID	% identity	Prunus persica % identity	Orthology confidence [0 low, 1 high]
OS04G0465432	PRUPE_ppa006176mg	41	37	1
OS04G0465500	PRUPE_ppa011258mg	33	48	1
OS04G0465600	PRUPE_ppa012809mg	48	49	1
OS04G0465700	PRUPE_ppa000513mg	58	19	1
OS04G0465800	PRUPE_ppa010209mg	45	53	1
OS04G0465900	PRUPE_ppa023744mg	54	34	1
OS04G0466100	PRUPE_ppa002667mg	64	17	1
OS04G0466600	PRUPE_ppa007104mg	67	66	1
OS04G0466700	PRUPE_ppa025120mg	34	35	1
OS04G0467100	PRUPE_ppa004630mg	18	23	1
OS04G0467300	PRUPE_ppa002096mg	25	17	1
OS04G0467400	PRUPE_ppa002362mg	47	14	1
OS04G0467700	PRUPE_ppa006907mg	77	48	1
OS04G0467901	PRUPE_ppa017673mg	55	27	1
OS04G0469400	PRUPE_ppa008492mg	38	47	0
OS04G0469500	PRUPE_ppa004167m1g	45	75	1
OS04G0469500	PRUPE_ppa004167m2g	14	30	1
OS04G0469800	PRUPE_ppa020957mg	65	65	1
OS04G0469800	PRUPE_ppa023454mg	48	57	1
OS04G0470100	PRUPE_ppa011412mg	87	87	0
OS04G0470300	PRUPE_ppa011494mg	35	38	1
OS04G0470500	PRUPE_ppa001182mg	29	31	1
OS04G0470500	PRUPE_ppa001212mg	29	31	1
OS04G0470500	PRUPE_ppa016635mg	28	30	1
OS04G0470500	PRUPE_ppa021194mg	28	30	1
OS04G0470500	PRUPE_ppa022960mg	16	24	1
OS04G0470500	PRUPE_ppa023373mg	28	30	1
OS04G0470700	PRUPE_ppa005467mg	59	59	1
OS04G0471100	PRUPE_ppa005597mg	33	15	1
OS04G0471100	PRUPE_ppa006929mg	39	20	1
OS04G0471300	PRUPE_ppa003004mg	24	12	1
OS04G0471400	PRUPE_ppa000218mg	23	20	1
OS04G0472200	PRUPE_ppa010321mg	44	45	1
OS04G0472300	PRUPE_ppa001847mg	53	52	1
OS04G0472500	PRUPE_ppa001604mg	42	46	1
OS04G0472900	PRUPE_ppa001339mg	43	43	0
OS04G0473400	PRUPE_ppa019581mg	25	28	0
OS04G0473900	PRUPE_ppa027071mg	58	63	1
OS04G0474300	PRUPE_ppa015426mg	36	51	1
OS04G0474300	PRUPE_ppa018777m1g	45	48	1
OS04G0474500	PRUPE_ppa021869mg	46	56	1
OS04G0474500	PRUPE_ppa022831mg	38	49	1
OS04G0474500	PRUPE_ppa023034mg	32	26	1
OS04G0474500	PRUPE_ppa026103mg	20	32	1
OS04G0474700	PRUPE_ppa021869mg	38	54	1
OS04G0474700	PRUPE_ppa022831mg	34	52	1
OS04G0474700	PRUPE_ppa023034mg	26	25	1
OS04G0474700	PRUPE_ppa026103mg	17	33	1
OS04G0474800	PRUPE_ppa003718mg	60	43	1
OS04G0474800	PRUPE_ppa003831mg	59	43	1
OS04G0474800	PRUPE_ppa003856mg	59	42	1
OS04G0474800	PRUPE_ppa003891mg	61	44	1
OS04G0474800	PRUPE_ppa004108mg	66	49	1
OS04G0474800	PRUPE_ppa004226mg	61	45	1
OS04G0474800	PRUPE_ppa004288mg	59	45	1
OS04G0474800	PRUPE_ppa004368mg	62	47	1
OS04G0474800	PRUPE_ppa005036mg	58	48	1
OS04G0474800	PRUPE_ppa006110mg	48	44	1
OS04G0474800	PRUPE_ppa015161mg	63	48	1
OS04G0474800	PRUPE_ppa015887mg	63	48	1
OS04G0474800	PRUPE_ppa015970mg	63	47	1
OS04G0474800	PRUPE_ppa016583mg	56	43	1
OS04G0474800	PRUPE_ppa016757mg	60	52	1
OS04G0474800	PRUPE_ppa017484mg	61	49	1
OS04G0474800	PRUPE_ppa017981mg	64	48	1
OS04G0474800	PRUPE_ppa018404mg	63	50	1
OS04G0474800	PRUPE_ppa018777m2g	54	64	1
OS04G0474800	PRUPE_ppa018933mg	61	50	1
OS04G0474800	PRUPE_ppa019137mg	62	49	1
OS04G0474800	PRUPE_ppa019262mg	60	46	1
OS04G0474800	PRUPE_ppa019518m1g	53	44	1
OS04G0474800	PRUPE_ppa019573mg	62	47	1
OS04G0474800	PRUPE_ppa020067mg	63	50	1
OS04G0474800	PRUPE_ppa020368mg	64	48	1
OS04G0474800	PRUPE_ppa020817mg	63	50	1
OS04G0474800	PRUPE_ppa020839mg	59	43	1
OS04G0474800	PRUPE_ppa021137mg	60	43	1
OS04G0474800	PRUPE_ppa021158mg	62	50	1
OS04G0474800	PRUPE_ppa022045mg	59	44	1
OS04G0474800	PRUPE_ppa022513mg	59	50	1
OS04G0474800	PRUPE_ppa023565mg	62	49	1
OS04G0474800	PRUPE_ppa024193mg	64	48	1
OS04G0474800	PRUPE_ppa024434mg	65	49	1
OS04G0474800	PRUPE_ppa024630mg	59	53	1
OS04G0474800	PRUPE_ppa024653mg	64	48	1
OS04G0474800	PRUPE_ppa025067mg	64	48	1
OS04G0474800	PRUPE_ppa025259mg	55	42	1
OS04G0474800	PRUPE_ppa025619mg	58	45	1
OS04G0474800	PRUPE_ppa026358mg	46	47	1
OS04G0474800	PRUPE_ppa026448mg	60	43	1
OS04G0474800	PRUPE_ppa027189mg	59	50	1
OS04G0474900	PRUPE_ppa003718mg	59	54	1
OS04G0474900	PRUPE_ppa003831mg	59	55	1
OS04G0474900	PRUPE_ppa003856mg	59	55	1
OS04G0474900	PRUPE_ppa003891mg	60	56	1
OS04G0474900	PRUPE_ppa004108mg	64	62	1
OS04G0474900	PRUPE_ppa004226mg	61	59	1
OS04G0474900	PRUPE_ppa004288mg	58	57	1
OS04G0474900	PRUPE_ppa004368mg	58	57	1
OS04G0474900	PRUPE_ppa005036mg	58	61	1
OS04G0474900	PRUPE_ppa006110mg	49	58	1
OS04G0474900	PRUPE_ppa015161mg	62	61	1
OS04G0474900	PRUPE_ppa015887mg	63	62	1
OS04G0474900	PRUPE_ppa015970mg	62	60	1
OS04G0474900	PRUPE_ppa016583mg	50	49	1
OS04G0474900	PRUPE_ppa016757mg	56	63	1
OS04G0474900	PRUPE_ppa017484mg	60	62	1
OS04G0474900	PRUPE_ppa017981mg	63	61	1
OS04G0474900	PRUPE_ppa018404mg	61	63	1
OS04G0474900	PRUPE_ppa018777m2g	40	61	1
OS04G0474900	PRUPE_ppa018933mg	59	62	1
OS04G0474900	PRUPE_ppa019137mg	61	62	1
OS04G0474900	PRUPE_ppa019262mg	59	59	1
OS04G0474900	PRUPE_ppa019518m1g	52	56	1
OS04G0474900	PRUPE_ppa019573mg	60	59	1
OS04G0474900	PRUPE_ppa020067mg	61	62	1
OS04G0474900	PRUPE_ppa020368mg	63	62	1
OS04G0474900	PRUPE_ppa020817mg	61	63	1
OS04G0474900	PRUPE_ppa020839mg	59	55	1
OS04G0474900	PRUPE_ppa021137mg	59	55	1
OS04G0474900	PRUPE_ppa021158mg	59	62	1
OS04G0474900	PRUPE_ppa022045mg	56	55	1
OS04G0474900	PRUPE_ppa022513mg	56	62	1
OS04G0474900	PRUPE_ppa023565mg	60	62	1
OS04G0474900	PRUPE_ppa024193mg	63	61	1
OS04G0474900	PRUPE_ppa024434mg	66	64	1
OS04G0474900	PRUPE_ppa024630mg	51	60	1
OS04G0474900	PRUPE_ppa024653mg	64	62	1
OS04G0474900	PRUPE_ppa025067mg	63	62	1
OS04G0474900	PRUPE_ppa025259mg	54	54	1
OS04G0474900	PRUPE_ppa025619mg	55	55	1
OS04G0474900	PRUPE_ppa026358mg	37	49	1
OS04G0474900	PRUPE_ppa026448mg	59	55	1
OS04G0474900	PRUPE_ppa027189mg	48	52	1
OS04G0475300	PRUPE_ppa016719mg	30	35	1
OS04G0475500	PRUPE_ppa016058mg	39	45	1
OS04G0475600	PRUPE_ppa009067mg	56	55	1
OS04G0476000	PRUPE_ppa008243mg	39	44	1
OS04G0476100	PRUPE_ppa001698mg	87	58	0
OS04G0476100	PRUPE_ppa002116mg	77	56	0
OS04G0476400	PRUPE_ppa009861mg	50	20	1
OS04G0476600	PRUPE_ppa015095mg	58	38	1
OS04G0476700	PRUPE_ppa004077mg	60	31	1
OS04G0476800	PRUPE_ppa001688mg	27	31	1
OS04G0476800	PRUPE_ppb021036mg	9	31	1
OS04G0477000	PRUPE_ppa002809mg	43	43	1
OS04G0477200	PRUPE_ppa015625mg	47	39	1
OS04G0477300	PRUPE_ppa005648mg	27	13	0
OS04G0477500	PRUPE_ppa006880mg	69	68	0
OS04G0477500	PRUPE_ppa006973mg	70	70	0
OS04G0479000	PRUPE_ppa005496mg	67	60	1
OS04G0479100	PRUPE_ppa008343mg	28	34	1
OS04G0479200	PRUPE_ppa007307mg	85	85	1
OS04G0479200	PRUPE_ppa007359mg	84	84	1
OS04G0479300	PRUPE_ppa009945mg	29	29	1
OS04G0480100	PRUPE_ppa003820mg	47	46	0
OS04G0480200	PRUPE_ppa011598mg	44	45	0
OS04G0480300	PRUPE_ppa003602mg	36	36	1
OS04G0480400	PRUPE_ppa010115mg	43	44	1
OS04G0480500	PRUPE_ppa015767mg	36	37	1
OS04G0480500	PRUPE_ppa022349mg	26	34	1
OS04G0480500	PRUPE_ppa022632mg	27	34	1
OS04G0480500	PRUPE_ppa023852mg	35	41	1
OS04G0480500	PRUPE_ppa026755mg	35	37	1
OS04G0480900	PRUPE_ppa003807mg	51	52	1
OS04G0481000	PRUPE_ppa003807mg	56	41	1
OS04G0481100	PRUPE_ppa021103mg	32	49	1
OS04G0481200	PRUPE_ppa003807mg	50	55	1
OS04G0481300	PRUPE_ppa009561mg	62	58	1
OS04G0481400	PRUPE_ppa006554mg	62	25	1
OS04G0481600	PRUPE_ppa024263mg	36	44	1
OS04G0481800	PRUPE_ppa007091mg	35	32	0
OS04G0481800	PRUPE_ppa018212mg	38	35	0
OS04G0481800	PRUPE_ppa019024mg	34	35	0
OS04G0481800	PRUPE_ppa019416mg	34	34	0
OS04G0481800	PRUPE_ppa019907mg	35	35	0
OS04G0481800	PRUPE_ppa019942mg	34	33	0
OS04G0481800	PRUPE_ppa024118mg	34	32	0
OS04G0481900	PRUPE_ppa007091mg	35	32	0
OS04G0481900	PRUPE_ppa018212mg	40	37	0
OS04G0481900	PRUPE_ppa019024mg	37	38	0
OS04G0481900	PRUPE_ppa019416mg	37	36	0
OS04G0481900	PRUPE_ppa019907mg	38	37	0
OS04G0481900	PRUPE_ppa019942mg	35	33	0
OS04G0481900	PRUPE_ppa024118mg	34	32	0
OS04G0482000	PRUPE_ppa011809mg	64	62	1
OS04G0482100	PRUPE_ppa011809mg	64	62	1
OS04G0482300	PRUPE_ppa006416mg	41	35	1
OS04G0482700	PRUPE_ppa011801mg	48	51	1
OS04G0482800	PRUPE_ppa002179mg	65	61	1
OS04G0482900	PRUPE_ppa013619mg	57	63	1
OS04G0483200	PRUPE_ppa003213mg	55	54	0
OS04G0483200	PRUPE_ppa003235mg	55	55	0
OS04G0483500	PRUPE_ppa008746mg	58	58	0
OS04G0483600	PRUPE_ppa002449mg	65	64	1
OS04G0484800	PRUPE_ppa001230mg	68	67	0
OS04G0484900	PRUPE_ppa003556mg	90	92	0
OS04G0485000	PRUPE_ppa006999mg	84	85	0
OS04G0485100	PRUPE_ppa004253mg	70	69	0
OS04G0485100	PRUPE_ppa004258mg	72	71	0
OS04G0485100	PRUPE_ppa004318mg	72	71	0
OS04G0485200	PRUPE_ppa010408mg	38	45	1
OS04G0485200	PRUPE_ppa021188mg	20	46	1
OS04G0485200	PRUPE_ppa024637mg	26	48	1
OS04G0485300	PRUPE_ppa004323mg	78	76	0
OS04G0485400	PRUPE_ppa005998mg	68	56	1
OS04G0485400	PRUPE_ppa007759mg	69	69	1
OS04G0485700	PRUPE_ppa007070mg	62	10	1
OS04G0485800	PRUPE_ppa004746mg	35	32	1
OS04G0485800	PRUPE_ppa005543mg	30	29	1
OS04G0486400	PRUPE_ppa005942mg	56	49	1
OS04G0486400	PRUPE_ppa009404mg	52	68	1
OS04G0486500	PRUPE_ppa018540mg	86	85	1
OS04G0486500	PRUPE_ppa024853mg	85	85	1
OS04G0486600	PRUPE_ppa008227mg	91	91	0
OS04G0486600	PRUPE_ppa008250mg	85	84	0
OS04G0486600	PRUPE_ppa022368mg	85	85	0
OS04G0486800	PRUPE_ppa024068mg	52	50	1
OS04G0486900	PRUPE_ppa012552mg	61	57	1
OS04G0486950	PRUPE_ppa003648mg	69	70	1
OS04G0487100	PRUPE_ppa006056mg	64	62	0
OS04G0487100	PRUPE_ppa006105mg	70	69	0
OS04G0487100	PRUPE_ppa021758mg	27	51	0
OS04G0487300	PRUPE_ppa011542mg	56	45	1
OS04G0487300	PRUPE_ppa024345mg	54	44	1
OS04G0488000	PRUPE_ppa001871mg	61	57	1
OS04G0488100	PRUPE_ppa018823mg	20	21	1
OS04G0488200	PRUPE_ppa004873mg	57	49	1
OS04G0488400	PRUPE_ppa012320mg	68	68	0
OS04G0488500	PRUPE_ppa023471mg	57	48	1
OS04G0488600	PRUPE_ppa009996mg	55	36	1
OS04G0488700	PRUPE_ppa006149mg	45	49	1
OS04G0489100	PRUPE_ppa001794mg	46	48	1
OS04G0489600	PRUPE_ppa025178mg	30	33	1
OS04G0489800	PRUPE_ppa001707mg	45	46	1
OS04G0490000	PRUPE_ppa004576mg	32	11	0
OS04G0490100	PRUPE_ppa004576mg	61	38	0
OS04G0490300	PRUPE_ppa001852mg	61	10	1
OS04G0490300	PRUPE_ppa021372mg	55	9	1
OS04G0490400	PRUPE_ppa010230mg	57	57	1
OS04G0490600	PRUPE_ppa006613mg	73	53	0
OS04G0490600	PRUPE_ppa024089mg	14	31	0
OS04G0490700	PRUPE_ppa003083mg	44	48	1
OS04G0490800	PRUPE_ppa009109mg	72	85	0
OS04G0490800	PRUPE_ppa013379mg	28	83	0
OS04G0490800	PRUPE_ppa014099mg	15	62	0
OS04G0490800	PRUPE_ppa018215mg	33	75	0
OS04G0491100	PRUPE_ppa001346mg	16	17	1
OS04G0491100	PRUPE_ppa001384mg	15	16	1
OS04G0491100	PRUPE_ppa020607mg	8	19	1
OS04G0491700	PRUPE_ppa004647mg	70	71	1
OS04G0492100	PRUPE_ppa003287mg	74	59	1
OS04G0492300	PRUPE_ppa024567mg	3	6	0
OS04G0492400	PRUPE_ppa010155mg	52	69	1
OS04G0492500	PRUPE_ppa009919mg	2	3	0
OS04G0492500	PRUPE_ppa021700mg	29	10	0
OS04G0492600	PRUPE_ppa009919mg	33	53	0
OS04G0492600	PRUPE_ppa021700mg	21	9	0
OS04G0492800	PRUPE_ppa011029mg	54	47	1
OS04G0492900	PRUPE_ppa008449mg	42	60	1
OS04G0493000	PRUPE_ppa010493mg	40	30	0
OS04G0493000	PRUPE_ppa010704mg	43	33	0
OS04G0493300	PRUPE_ppa010407mg	25	33	1
OS04G0493300	PRUPE_ppa020223mg	17	34	1
OS04G0493400	PRUPE_ppa009653mg	51	41	1
OS04G0493400	PRUPE_ppa009661mg	50	40	1
OS04G0493400	PRUPE_ppa009844mg	58	48	1
OS04G0493400	PRUPE_ppa010731mg	57	55	1
OS04G0493400	PRUPE_ppa010947mg	58	58	1
OS04G0493400	PRUPE_ppa010952mg	58	58	1
OS04G0493400	PRUPE_ppa018821mg	38	55	1
OS04G0493400	PRUPE_ppa024941mg	59	49	1
OS04G0494100	PRUPE_ppa009653mg	50	51	1
OS04G0494100	PRUPE_ppa009661mg	49	50	1
OS04G0494100	PRUPE_ppa009844mg	55	58	1
OS04G0494100	PRUPE_ppa010731mg	47	57	1
OS04G0494100	PRUPE_ppa010947mg	47	59	1
OS04G0494100	PRUPE_ppa010952mg	47	59	1
OS04G0494100	PRUPE_ppa018821mg	30	55	1
OS04G0494100	PRUPE_ppa024941mg	57	60	1
OS04G0494600	PRUPE_ppa007452mg	59	61	1
OS04G0494600	PRUPE_ppa018156mg	56	56	1
OS04G0494800	PRUPE_ppa007452mg	59	60	1
OS04G0494800	PRUPE_ppa018156mg	58	58	1
OS04G0494900	PRUPE_ppa007452mg	59	60	1
OS04G0494900	PRUPE_ppa018156mg	56	57	1
OS04G0494950	PRUPE_ppa007452mg	0	0	1
OS04G0494950	PRUPE_ppa018156mg	0	0	1
OS04G0495000	PRUPE_ppa007452mg	56	57	1
OS04G0495000	PRUPE_ppa018156mg	54	54	1
OS04G0495300	PRUPE_ppa012527mg	46	45	1
OS04G0495300	PRUPE_ppa019005mg	27	36	1
OS04G0495400	PRUPE_ppa017020mg	25	26	1
OS04G0495400	PRUPE_ppa017036mg	7	15	1
OS04G0495400	PRUPE_ppa023300mg	7	15	1
OS04G0495800	PRUPE_ppa000933mg	43	42	0
OS04G0495900	PRUPE_ppa009586mg	36	33	1
OS04G0496000	PRUPE_ppb023240mg	1	1	1
OS04G0496150	PRUPE_ppb023240mg	31	53	1
OS04G0496300	PRUPE_ppa011894mg	53	53	1
OS04G0496400	PRUPE_ppa005628mg	57	61	1
OS04G0496700	PRUPE_ppa008693mg	26	17	1
OS04G0496700	PRUPE_ppa008996mg	27	18	1
OS04G0496800	PRUPE_ppa001916mg	64	65	1
OS04G0497000	PRUPE_ppa008375mg	55	57	0
OS04G0497350	PRUPE_ppa011362mg	45	42	1
OS04G0497400	PRUPE_ppa010865mg	58	56	1
OS04G0497600	PRUPE_ppa005151mg	51	47	1
OS04G0497900	PRUPE_ppa026352mg	46	47	1
OS04G0498000	PRUPE_ppa026678mg	46	14	1
OS04G0498200	PRUPE_ppa022392mg	81	52	1
OS04G0498600	PRUPE_ppa007294mg	49	52	0
OS04G0498600	PRUPE_ppa007732mg	49	55	0
OS04G0498700	PRUPE_ppa025451mg	31	53	1
OS04G0498800	PRUPE_ppa026942mg	61	63	1
OS04G0498900	PRUPE_ppa026870mg	48	43	1
OS04G0499100	PRUPE_ppa004652mg	49	52	1
OS04G0499100	PRUPE_ppa004658mg	56	60	1
OS04G0499100	PRUPE_ppa021444mg	30	53	1
OS04G0499200	PRUPE_ppa012055mg	48	29	0
OS04G0499300	PRUPE_ppa001554mg	58	58	0
OS04G0499300	PRUPE_ppa001769mg	54	57	0
OS04G0500200	PRUPE_ppa005319mg	24	6	0
OS04G0500200	PRUPE_ppa016535mg	23	6	0
OS04G0500700	PRUPE_ppa005872mg	52	53	1
OS04G0500700	PRUPE_ppa005873mg	53	53	1
OS04G0500700	PRUPE_ppa005910mg	60	60	1
OS04G0500700	PRUPE_ppa005955mg	50	51	1
OS04G0500700	PRUPE_ppa017691mg	49	49	1
OS04G0500700	PRUPE_ppa019948mg	48	47	1
OS04G0500700	PRUPE_ppa020718mg	34	43	1
OS04G0500700	PRUPE_ppa024073mg	47	49	1
OS04G0500700	PRUPE_ppa027223mg	39	43	1
OS04G0500700	PRUPE_ppa1027182mg	51	51	1
OS04G0501000	PRUPE_ppa012784mg	81	80	0
OS04G0501000	PRUPE_ppa012791mg	83	82	0
OS04G0501100	PRUPE_ppa005729mg	60	30	1
OS04G0501200	PRUPE_ppa026720mg	52	53	1
OS04G0501500	PRUPE_ppa019306mg	65	67	1
OS04G0501600	PRUPE_ppa001087mg	22	20	1
OS04G0501600	PRUPE_ppa016367mg	18	23	1
OS04G0501700	PRUPE_ppa001919mg	68	65	1
OS04G0501800	PRUPE_ppa012368mg	57	65	1
OS04G0502200	PRUPE_ppa000412mg	65	64	1
OS04G0502300	PRUPE_ppa012656mg	85	86	0
OS04G0502300	PRUPE_ppa012659mg	86	86	0
OS04G0502800	PRUPE_ppa003398mg	60	59	1
OS04G0502900	PRUPE_ppa024920mg	49	63	1
OS04G0503500	PRUPE_ppa003392mg	67	68	1
OS04G0503500	PRUPE_ppa004098mg	60	65	1
OS04G0503700	PRUPE_ppa004442mg	47	46	1
OS04G0503800	PRUPE_ppa013209mg	79	68	1
OS04G0504000	PRUPE_ppa011918mg	62	57	1
OS04G0504200	PRUPE_ppa024004mg	28	26	1
OS04G0504500	PRUPE_ppa017502mg	35	42	1
OS04G0504600	PRUPE_ppa004779mg	59	60	1
OS04G0504800	PRUPE_ppa002607mg	72	73	0
OS04G0504800	PRUPE_ppa002618mg	69	70	0
OS04G0505000	PRUPE_ppa001167mg	22	19	1
OS04G0505000	PRUPE_ppa015592mg	29	22	1
OS04G0505200	PRUPE_ppa004109mg	40	35	1
OS04G0505200	PRUPE_ppa014775mg	38	41	1
OS04G0505200	PRUPE_ppa023082mg	38	44	1
OS04G0505200	PRUPE_ppa025707mg	41	39	1
OS04G0505400	PRUPE_ppa1027120mg	62	65	1
OS04G0505700	PRUPE_ppa003978mg	46	36	1
OS04G0505700	PRUPE_ppa004591mg	43	36	1
OS04G0506000	PRUPE_ppa004601mg	40	38	1
OS04G0506000	PRUPE_ppa015738mg	40	39	1
OS04G0506000	PRUPE_ppa021821mg	40	39	1
OS04G0506000	PRUPE_ppa022989mg	38	38	1
OS04G0506000	PRUPE_ppa023949mg	39	37	1
OS04G0506300	PRUPE_ppa023345mg	57	55	1
OS04G0506800	PRUPE_ppa006961mg	43	43	1
OS04G0506900	PRUPE_ppa000852mg	35	33	1
OS04G0507000	PRUPE_ppa000475mg	64	63	0
OS04G0507100	PRUPE_ppa008734mg	55	57	0
OS04G0507400	PRUPE_ppa005455mg	42	41	0
OS04G0507400	PRUPE_ppa005625mg	43	43	0
OS04G0507400	PRUPE_ppa025118mg	27	37	0
OS04G0507400	PRUPE_ppa025565mg	41	33	0
OS04G0507400	PRUPE_ppa026958mg	15	47	0
OS04G0507500	PRUPE_ppa000220mg	72	31	0
OS04G0507700	PRUPE_ppa007427mg	64	64	1
OS04G0507700	PRUPE_ppa007652mg	61	63	1
OS04G0507700	PRUPE_ppb006257mg	67	68	1
OS04G0507800	PRUPE_ppa010196mg	65	20	1
OS04G0507900	PRUPE_ppa007997mg	58	58	1
OS04G0508000	PRUPE_ppa002834mg	35	40	1
OS04G0508100	PRUPE_ppa014358mg	51	50	1
OS04G0508200	PRUPE_ppa005200mg	76	77	0
OS04G0508300	PRUPE_ppa013724mg	68	71	1
OS04G0508500	PRUPE_ppa016385mg	34	35	1
OS04G0508500	PRUPE_ppa017942mg	42	43	1
OS04G0508500	PRUPE_ppa024234mg	38	42	1
OS04G0508900	PRUPE_ppa006259mg	60	71	1
OS04G0509000	PRUPE_ppa002040mg	58	26	1
OS04G0509100	PRUPE_ppa001457mg	41	40	1
OS04G0509200	PRUPE_ppa010386mg	39	35	1
OS04G0509300	PRUPE_ppa000144mg	48	32	1
OS04G0509400	PRUPE_ppa019201mg	61	35	1
OS04G0509400	PRUPE_ppa025597mg	62	60	1
OS04G0509600	PRUPE_ppa004450mg	74	73	1
OS04G0509600	PRUPE_ppa004542mg	74	73	1
OS04G0509600	PRUPE_ppa004613mg	73	72	1
OS04G0509600	PRUPE_ppa015730mg	72	72	1
OS04G0510200	PRUPE_ppa018194mg	2	2	0
OS04G0510300	PRUPE_ppa018194mg	54	18	0
OS04G0510400	PRUPE_ppa001665mg	51	54	1
OS04G0510500	PRUPE_ppa005170mg	28	27	0
OS04G0510500	PRUPE_ppa007717mg	24	30	0
OS04G0510600	PRUPE_ppa026016mg	31	24	1
OS04G0510700	PRUPE_ppa006044mg	50	51	1
OS04G0510900	PRUPE_ppa010705mg	47	61	0
OS04G0511400	PRUPE_ppa003417mg	63	64	1
OS04G0511400	PRUPE_ppa004217m2g	39	72	1
OS04G0511600	PRUPE_ppa001636mg	20	19	0
OS04G0511700	PRUPE_ppa006055mg	28	31	1
OS04G0511700	PRUPE_ppa025643mg	15	26	1
OS04G0512200	PRUPE_ppa002770mg	45	8	0
OS04G0512200	PRUPE_ppa002824mg	42	7	0
OS04G0512200	PRUPE_ppa002893mg	45	8	0
OS04G0512200	PRUPE_ppa002903mg	45	8	0
OS04G0512200	PRUPE_ppa020996mg	30	8	0
OS04G0512200	PRUPE_ppa021389mg	1	0	0
OS04G0512300	PRUPE_ppa026663mg	44	45	1
OS04G0512400	PRUPE_ppa017109mg	36	38	1
OS04G0512500	PRUPE_ppa012967mg	33	29	1
OS04G0512500	PRUPE_ppa012995mg	34	31	1
OS04G0513000	PRUPE_ppa011364mg	37	29	1
OS04G0513100	PRUPE_ppa017816mg	45	50	1
OS04G0513100	PRUPE_ppa025660mg	47	51	1
OS04G0513900	PRUPE_ppb011574mg	15	40	0
OS04G0514400	PRUPE_ppa018161mg	31	61	1
OS04G0514400	PRUPE_ppa026896mg	49	45	1
OS04G0514500	PRUPE_ppa025439mg	44	44	1
OS04G0514800	PRUPE_ppa005419mg	76	74	0
OS04G0514800	PRUPE_ppa005501mg	72	72	0
OS04G0515300	PRUPE_ppa013222mg	83	83	1
OS04G0515300	PRUPE_ppa013223m1g	77	89	1
OS04G0515300	PRUPE_ppa013229mg	84	84	1
OS04G0515300	PRUPE_ppb022686mg	33	27	1
OS04G0515400	PRUPE_ppa013204mg	56	57	0
OS04G0515900	PRUPE_ppa009628mg	47	46	1
OS04G0516200	PRUPE_ppa011331mg	61	58	1
OS04G0516200	PRUPE_ppa012142mg	62	69	1
OS04G0516200	PRUPE_ppa015837mg	66	64	1
OS04G0516300	PRUPE_ppa021267mg	10	16	1
OS04G0516300	PRUPE_ppb011711mg	10	17	1
OS04G0516600	PRUPE_ppa007684mg	69	71	0
OS04G0517000	PRUPE_ppa018256mg	42	50	1
OS04G0517300	PRUPE_ppa006051mg	64	65	1
OS04G0517400	PRUPE_ppa003817mg	50	27	1
OS04G0517500	PRUPE_ppa009846mg	41	35	1
OS04G0517500	PRUPE_ppa009865mg	35	30	1
OS04G0517600	PRUPE_ppa007336mg	29	16	1
OS04G0517600	PRUPE_ppa015241mg	24	14	1
OS04G0517600	PRUPE_ppa018007mg	21	13	1
OS04G0517600	PRUPE_ppa018610mg	23	14	1
OS04G0517600	PRUPE_ppa020624mg	24	14	1
OS04G0517700	PRUPE_ppa019342mg	33	7	1
OS04G0517700	PRUPE_ppa021722mg	37	9	1
OS04G0517900	PRUPE_ppa014949mg	35	51	1
OS04G0517900	PRUPE_ppa024564mg	38	39	1
OS04G0518000	PRUPE_ppa008210mg	84	84	1
OS04G0518000	PRUPE_ppb005202mg	82	68	1
OS04G0518100	PRUPE_ppa002099mg	71	70	0
OS04G0518100	PRUPE_ppa002328mg	70	72	0
OS04G0518650	PRUPE_ppa014545mg	33	58	1
OS04G0518800	PRUPE_ppa012603mg	51	79	1
OS04G0518800	PRUPE_ppa025305mg	67	77	1
OS04G0519200	PRUPE_ppa016108mg	23	17	1
OS04G0519900	PRUPE_ppa001092mg	52	12	1
OS04G0519925	PRUPE_ppa001092mg	60	21	1
OS04G0520000	PRUPE_ppa008572mg	71	69	1
OS04G0520000	PRUPE_ppa022206mg	48	63	1
OS04G0520700	PRUPE_ppa012473mg	40	41	1
OS04G0520700	PRUPE_ppa016754mg	35	36	1
OS04G0520900	PRUPE_ppa026736mg	44	43	1
OS04G0521100	PRUPE_ppa009540mg	70	70	0
OS04G0521100	PRUPE_ppa009630mg	70	72	0
OS04G0521100	PRUPE_ppa009689mg	70	73	0
OS04G0521100	PRUPE_ppa009691mg	65	67	0
OS04G0521600	PRUPE_ppa016780mg	11	12	1
OS04G0521800	PRUPE_ppa005643mg	62	59	1
OS04G0522500	PRUPE_ppa008125mg	53	55	1
OS04G0522800	PRUPE_ppa017854mg	46	47	1
OS04G0523000	PRUPE_ppa011914mg	38	37	1
OS04G0523100	PRUPE_ppa009779mg	32	34	1
OS04G0523200	PRUPE_ppa000441mg	60	6	1
OS04G0523200	PRUPE_ppa013727mg	0	0	1
OS04G0523350	PRUPE_ppa000441mg	55	7	1
OS04G0523350	PRUPE_ppa013727mg	0	0	1
OS04G0524400	PRUPE_ppa006132mg	65	61	1
OS04G0524500	PRUPE_ppa001999mg	68	58	0
OS04G0524500	PRUPE_ppa002002mg	68	58	0
OS04G0524600	PRUPE_ppa001999mg	71	56	0
