Gene stable ID	Ostreococcus lucimarinus gene stable ID	% identity	Ostreococcus lucimarinus % identity	Orthology confidence [0 low, 1 high]
OS05G0364500	OSTLU_9549	10	55	0
OS05G0367100	OSTLU_92656	29	29	1
OS05G0367400	OSTLU_12109	34	37	1
OS05G0367800	OSTLU_119566	62	63	1
OS05G0368300	OSTLU_18526	67	69	1
OS05G0371200	OSTLU_35481	76	76	1
OS05G0372200	OSTLU_33581	15	39	1
OS05G0373000	OSTLU_14647	16	36	1
OS05G0373700	OSTLU_12381	35	59	1
OS05G0373900	OSTLU_49593	60	60	0
OS05G0374500	OSTLU_31834	5	5	1
OS05G0374500	OSTLU_8481	2	10	1
OS05G0374600	OSTLU_31834	17	10	1
OS05G0374600	OSTLU_8481	15	37	1
OS05G0375600	OSTLU_15725	8	7	1
OS05G0376000	OSTLU_24530	19	18	0
OS05G0376200	OSTLU_40257	44	32	1
OS05G0376300	OSTLU_26249	21	29	1
OS05G0376400	OSTLU_32854	15	8	1
OS05G0376400	OSTLU_35682	21	21	1
OS05G0377000	OSTLU_42161	45	51	1
OS05G0378900	OSTLU_1175	24	28	1
OS05G0381500	OSTLU_26439	24	17	1
OS05G0382600	OSTLU_6061	18	20	1
OS05G0382900	OSTLU_6061	18	22	1
OS05G0383000	OSTLU_32576	29	24	1
OS05G0383100	OSTLU_50277	31	31	1
OS05G0386000	OSTLU_32501	26	21	1
OS05G0386000	OSTLU_37760	41	46	1
OS05G0386000	OSTLU_4701	28	37	1
OS05G0387200	OSTLU_46754	55	67	1
OS05G0387800	OSTLU_31107	22	37	1
OS05G0388025	OSTLU_12605	23	15	1
OS05G0388500	OSTLU_12802	34	58	1
OS05G0389300	OSTLU_32713	72	69	1
OS05G0389400	OSTLU_32854	17	14	1
OS05G0389400	OSTLU_35682	11	17	1
OS05G0389500	OSTLU_37824	29	37	1
OS05G0389700	OSTLU_3057	45	70	1
OS05G0389800	OSTLU_18937	47	58	1
OS05G0390100	OSTLU_44250	24	31	1
OS05G0392100	OSTLU_14335	22	18	1
OS05G0392700	OSTLU_13728	39	40	1
OS05G0393700	OSTLU_30244	22	22	1
OS05G0393800	OSTLU_28050	19	14	1
OS05G0393800	OSTLU_29234	19	11	1
OS05G0395300	OSTLU_49610	22	19	0
OS05G0395600	OSTLU_38278	4	17	1
OS05G0397650	OSTLU_37681	15	58	1
OS05G0397700	OSTLU_33175	22	29	1
OS05G0398100	OSTLU_27814	29	4	0
OS05G0400600	OSTLU_4931	27	40	1
OS05G0400700	OSTLU_37948	55	54	1
OS05G0400800	OSTLU_35464	59	32	1
OS05G0401100	OSTLU_17635	35	38	1
OS05G0401200	OSTLU_26400	39	29	1
OS05G0402800	OSTLU_199	34	21	0
OS05G0402800	OSTLU_516	34	21	0
OS05G0404000	OSTLU_39628	14	19	1
OS05G0404200	OSTLU_9083	31	56	1
OS05G0404400	OSTLU_88260	36	44	1
OS05G0405000	OSTLU_16882	46	48	1
OS05G0405000	OSTLU_29856	59	66	1
OS05G0408900	OSTLU_48774	66	63	1
OS05G0409200	OSTLU_2293	22	6	1
OS05G0411200	OSTLU_33225	36	51	1
OS05G0412000	OSTLU_26838	15	24	1
OS05G0413400	OSTLU_13493	33	38	0
OS05G0415800	OSTLU_43938	38	42	1
OS05G0415900	OSTLU_43938	37	21	1
OS05G0416400	OSTLU_43938	39	41	1
OS05G0418000	OSTLU_42040	58	57	1
OS05G0418100	OSTLU_25379	17	5	1
OS05G0419000	OSTLU_4818	29	42	1
OS05G0419100	OSTLU_29338	42	40	1
OS05G0419200	OSTLU_42396	20	30	0
OS05G0420200	OSTLU_88895	22	26	0
OS05G0420600	OSTLU_15043	77	77	1
OS05G0422200	OSTLU_28070	10	9	1
OS05G0422200	OSTLU_7332	10	11	1
OS05G0423200	OSTLU_86901	3	3	1
OS05G0427300	OSTLU_38809	18	11	0
OS05G0427900	OSTLU_26706	40	18	0
OS05G0427900	OSTLU_38574	34	16	0
OS05G0428600	OSTLU_119566	66	69	1
OS05G0428700	OSTLU_41686	14	13	1
OS05G0429000	OSTLU_30421	44	55	1
OS05G0430200	OSTLU_119574	27	42	0
OS05G0430400	OSTLU_33865	39	39	1
OS05G0430800	OSTLU_19754	33	31	0
OS05G0432500	OSTLU_8406	28	37	1
OS05G0432600	OSTLU_35027	19	28	0
OS05G0433100	OSTLU_42248	4	7	1
OS05G0435700	OSTLU_12372	45	66	1
OS05G0436400	OSTLU_5032	47	35	1
OS05G0437500	OSTLU_6551	29	46	1
OS05G0437900	OSTLU_44336	19	30	1
OS05G0440800	OSTLU_39014	3	14	1
OS05G0441750	OSTLU_33072	12	4	1
OS05G0443300	OSTLU_24928	23	21	0
OS05G0443800	OSTLU_32569	49	59	1
OS05G0444300	OSTLU_5022	25	32	1
OS05G0444500	OSTLU_5022	31	30	1
OS05G0445900	OSTLU_9330	7	30	1
OS05G0446000	OSTLU_9330	1	9	1
OS05G0446300	OSTLU_10590	41	41	0
OS05G0446550	OSTLU_9330	0	0	1
OS05G0446600	OSTLU_9330	2	9	1
OS05G0446900	OSTLU_26014	14	21	1
OS05G0446900	OSTLU_32121	13	20	1
OS05G0447000	OSTLU_13112	31	40	1
OS05G0447000	OSTLU_9067	26	38	1
OS05G0449900	OSTLU_8087	29	58	1
OS05G0451100	OSTLU_2927	37	46	1
OS05G0452600	OSTLU_29342	63	60	1
OS05G0453900	OSTLU_43894	32	30	1
OS05G0455200	OSTLU_27999	12	19	1
OS05G0455500	OSTLU_1184	34	59	1
OS05G0455700	OSTLU_32758	41	58	1
OS05G0455800	OSTLU_6724	22	30	1
OS05G0456000	OSTLU_31802	17	16	1
OS05G0456200	OSTLU_5598	20	22	1
OS05G0456300	OSTLU_5598	21	32	1
OS05G0458000	OSTLU_34299	39	36	1
OS05G0458100	OSTLU_26425	37	13	0
OS05G0458400	OSTLU_13471	40	68	1
OS05G0459000	OSTLU_34891	18	60	1
OS05G0459900	OSTLU_119615	57	61	1
OS05G0460000	OSTLU_28169	84	83	1
OS05G0460200	OSTLU_15194	68	70	1
OS05G0460600	OSTLU_87976	44	48	0
OS05G0460700	OSTLU_119585	24	43	0
OS05G0460800	OSTLU_87349	34	35	1
OS05G0461000	OSTLU_119586	46	47	1
OS05G0461300	OSTLU_38767	63	66	1
OS05G0461900	OSTLU_33926	39	39	1
OS05G0462301	OSTLU_19583	28	4	1
OS05G0462400	OSTLU_19583	4	12	1
OS05G0462500	OSTLU_36648	34	36	1
OS05G0462500	OSTLU_46582	34	36	1
OS05G0462600	OSTLU_31543	17	27	1
OS05G0462900	OSTLU_14029	75	72	0
OS05G0462900	OSTLU_44220	75	72	0
OS05G0463900	OSTLU_39499	35	37	1
OS05G0464100	OSTLU_39165	34	22	1
OS05G0466900	OSTLU_36819	32	49	1
OS05G0467000	OSTLU_24253	40	46	1
OS05G0467000	OSTLU_49728	35	37	1
OS05G0467501	OSTLU_52010	44	24	0
OS05G0468600	OSTLU_88889	35	44	1
OS05G0470700	OSTLU_26544	10	30	1
OS05G0470800	OSTLU_31953	25	24	1
OS05G0473900	OSTLU_35257	48	46	1
OS05G0474400	OSTLU_44260	29	33	1
OS05G0474500	OSTLU_27578	25	26	1
OS05G0476200	OSTLU_119520	42	46	0
OS05G0477300	OSTLU_14364	46	54	1
OS05G0480000	OSTLU_41004	18	46	1
OS05G0480200	OSTLU_10652	21	43	1
OS05G0480700	OSTLU_7408	44	47	1
OS05G0481000	OSTLU_43627	31	48	1
OS05G0481800	OSTLU_31572	15	11	1
OS05G0481900	OSTLU_93051	20	23	1
OS05G0482700	OSTLU_33106	60	61	1
OS05G0486300	OSTLU_8137	1	1	1
OS05G0486600	OSTLU_24500	16	15	1
OS05G0486700	OSTLU_43138	47	59	1
OS05G0489100	OSTLU_87339	32	32	1
OS05G0489600	OSTLU_51064	93	93	1
OS05G0489800	OSTLU_29021	43	52	1
OS05G0489900	OSTLU_35775	13	28	1
OS05G0489900	OSTLU_37967	13	23	1
OS05G0489900	OSTLU_38300	16	29	1
OS05G0489900	OSTLU_38920	18	30	1
OS05G0489900	OSTLU_39729	15	29	1
OS05G0490000	OSTLU_16531	31	26	1
OS05G0490100	OSTLU_37627	63	64	1
OS05G0490200	OSTLU_4129	39	40	1
OS05G0490500	OSTLU_93951	22	28	1
OS05G0490800	OSTLU_7255	53	55	1
OS05G0490900	OSTLU_36919	34	36	1
OS05G0491000	OSTLU_42106	37	36	0
OS05G0491100	OSTLU_39965	92	92	1
OS05G0491200	OSTLU_33884	33	35	1
OS05G0491500	OSTLU_26932	27	19	1
OS05G0494100	OSTLU_34929	14	43	1
OS05G0494500	OSTLU_27689	47	46	1
OS05G0494900	OSTLU_51236	20	6	1
OS05G0496100	OSTLU_26180	23	21	1
OS05G0496200	OSTLU_46028	59	66	1
OS05G0497150	OSTLU_242	40	16	1
OS05G0497675	OSTLU_6437	27	37	1
OS05G0498300	OSTLU_6754	10	38	0
OS05G0498400	OSTLU_37721	44	59	1
OS05G0499500	OSTLU_38424	12	19	0
OS05G0500400	OSTLU_92473	22	24	1
OS05G0501300	OSTLU_7955	20	28	0
OS05G0502800	OSTLU_29940	9	29	1
OS05G0503000	OSTLU_89451	25	32	1
OS05G0503300	OSTLU_25282	53	49	1
OS05G0506900	OSTLU_5921	40	15	1
OS05G0508700	OSTLU_4022	27	54	1
OS05G0509200	OSTLU_7050	48	60	1
OS05G0509300	OSTLU_34867	32	20	1
OS05G0509400	OSTLU_25091	20	15	1
OS05G0509500	OSTLU_26018	52	49	1
OS05G0509900	OSTLU_6696	30	32	1
OS05G0510600	OSTLU_36228	18	22	0
OS05G0510800	OSTLU_25890	21	18	1
OS05G0511300	OSTLU_38469	28	36	1
OS05G0511400	OSTLU_33378	44	61	1
OS05G0511500	OSTLU_31232	53	63	1
OS05G0512000	OSTLU_24500	13	21	1
OS05G0512200	OSTLU_18359	30	30	1
OS05G0512200	OSTLU_3566	31	39	1
OS05G0512200	OSTLU_37092	29	33	1
OS05G0512200	OSTLU_44556	40	36	1
OS05G0513200	OSTLU_34411	25	39	1
OS05G0513500	OSTLU_29342	63	60	1
OS05G0513800	OSTLU_41392	46	52	1
OS05G0516600	OSTLU_14983	64	64	1
OS05G0516900	OSTLU_3819	20	29	0
OS05G0518600	OSTLU_991	60	19	1
OS05G0519400	OSTLU_30476	54	54	1
OS05G0519400	OSTLU_41487	31	42	1
OS05G0519500	OSTLU_8348	7	41	0
OS05G0519600	OSTLU_44270	16	29	0
OS05G0519800	OSTLU_31615	28	35	1
OS05G0520200	OSTLU_44311	26	40	0
OS05G0520300	OSTLU_32750	16	15	1
OS05G0524300	OSTLU_51888	40	44	1
OS05G0524666	OSTLU_32237	24	29	1
OS05G0524666	OSTLU_9256	22	37	1
OS05G0525900	OSTLU_24342	36	17	1
OS05G0528200	OSTLU_19091	56	62	1
OS05G0528900	OSTLU_18094	27	29	1
OS05G0529300	OSTLU_119505	64	64	1
OS05G0529400	OSTLU_28105	33	27	1
OS05G0529900	OSTLU_44624	33	34	1
OS05G0530500	OSTLU_12650	61	58	0
OS05G0533500	OSTLU_87889	47	40	1
OS05G0533600	OSTLU_48511	21	34	0
OS05G0533800	OSTLU_26185	21	14	1
OS05G0533900	OSTLU_23955	40	36	0
OS05G0534100	OSTLU_119604	28	24	1
OS05G0534400	OSTLU_27748	40	40	1
OS05G0534800	OSTLU_30703	27	4	1
OS05G0536400	OSTLU_30910	59	62	1
OS05G0536900	OSTLU_14983	60	59	1
OS05G0537100	OSTLU_26580	19	18	1
OS05G0539700	OSTLU_41877	43	42	1
OS05G0539900	OSTLU_42016	26	20	1
OS05G0540000	OSTLU_36758	9	27	1
OS05G0540000	OSTLU_41697	9	27	1
OS05G0540100	OSTLU_42373	59	57	1
OS05G0540300	OSTLU_25997	60	60	1
OS05G0540800	OSTLU_31682	37	35	1
OS05G0541200	OSTLU_119538	41	47	1
OS05G0543100	OSTLU_119564	43	42	0
OS05G0543200	OSTLU_2293	30	38	1
OS05G0543300	OSTLU_12699	37	35	1
OS05G0543400	OSTLU_34113	48	49	1
OS05G0543700	OSTLU_5621	32	34	1
OS05G0545600	OSTLU_31788	18	47	0
OS05G0548200	OSTLU_43151	28	23	1
OS05G0548800	OSTLU_30621	41	19	1
OS05G0549000	OSTLU_27074	24	20	1
OS05G0549100	OSTLU_50622	43	40	1
OS05G0549600	OSTLU_7303	25	20	1
OS05G0549700	OSTLU_37018	64	68	1
OS05G0549900	OSTLU_33830	17	16	0
OS05G0551000	OSTLU_44133	22	48	1
OS05G0551700	OSTLU_34266	21	17	1
OS05G0552300	OSTLU_19794	65	68	1
OS05G0552300	OSTLU_48240	65	68	1
OS05G0552500	OSTLU_26259	27	27	1
OS05G0553000	OSTLU_119590	71	74	1
OS05G0553700	OSTLU_45798	38	36	1
OS05G0553800	OSTLU_7952	55	68	1
OS05G0554100	OSTLU_8310	33	48	1
OS05G0554400	OSTLU_3295	36	42	1
OS05G0554500	OSTLU_93272	15	21	1
OS05G0555100	OSTLU_35344	43	45	1
OS05G0555800	OSTLU_33191	54	56	1
OS05G0556700	OSTLU_42602	70	44	1
OS05G0556900	OSTLU_33191	55	56	1
OS05G0557000	OSTLU_13231	77	77	1
OS05G0557800	OSTLU_29064	31	38	1
OS05G0557900	OSTLU_33438	22	29	1
OS05G0558000	OSTLU_15606	22	32	0
OS05G0558400	OSTLU_31397	45	54	1
OS05G0558900	OSTLU_28254	54	54	1
OS05G0559900	OSTLU_31052	19	27	1
OS05G0560000	OSTLU_27383	35	38	1
OS05G0560000	OSTLU_9089	27	42	1
OS05G0561500	OSTLU_27757	28	24	1
OS05G0564100	OSTLU_28521	21	21	0
OS05G0564500	OSTLU_27102	42	13	1
OS05G0565000	OSTLU_32420	58	58	1
OS05G0565200	OSTLU_44942	58	62	1
OS05G0566200	OSTLU_7767	9	17	1
OS05G0566300	OSTLU_38467	24	31	1
OS05G0566400	OSTLU_1909	42	64	0
OS05G0566500	OSTLU_46324	32	45	1
OS05G0567100	OSTLU_44385	45	50	1
OS05G0567300	OSTLU_43907	44	29	1
OS05G0567400	OSTLU_89244	18	39	1
OS05G0567800	OSTLU_41151	20	24	0
OS05G0567900	OSTLU_14167	17	6	1
OS05G0568100	OSTLU_28911	59	65	1
OS05G0568300	OSTLU_37027	37	44	1
OS05G0568900	OSTLU_3562	45	60	1
OS05G0569400	OSTLU_34850	23	7	0
OS05G0569700	OSTLU_28993	56	45	1
OS05G0570400	OSTLU_28993	55	57	1
OS05G0571000	OSTLU_3024	13	47	1
OS05G0573200	OSTLU_29641	32	32	0
OS05G0573200	OSTLU_47417	31	32	0
OS05G0573300	OSTLU_28993	62	64	1
OS05G0573700	OSTLU_30575	58	61	1
OS05G0574400	OSTLU_24671	65	66	1
OS05G0574500	OSTLU_41856	78	78	0
OS05G0575300	OSTLU_118781	52	28	1
OS05G0576300	OSTLU_9818	13	60	1
OS05G0576800	OSTLU_1909	45	67	0
OS05G0577200	OSTLU_25096	37	36	1
OS05G0577500	OSTLU_35710	18	41	1
OS05G0578900	OSTLU_14167	18	7	1
OS05G0579000	OSTLU_41151	21	24	0
OS05G0579800	OSTLU_6074	42	30	1
OS05G0579900	OSTLU_24322	3	6	1
OS05G0580000	OSTLU_42209	50	54	1
OS05G0582100	OSTLU_47312	44	52	1
OS05G0582300	OSTLU_51700	49	50	1
OS05G0583500	OSTLU_33114	14	23	1
OS05G0585900	OSTLU_34060	50	53	1
OS05G0587200	OSTLU_40473	7	2	1
OS05G0588100	OSTLU_32853	21	27	0
OS05G0588700	OSTLU_31660	7	14	1
OS05G0589200	OSTLU_41331	16	21	1
OS05G0589400	OSTLU_9418	19	65	1
OS05G0590100	OSTLU_6116	22	52	1
OS05G0591900	OSTLU_49504	51	49	1
OS05G0592100	OSTLU_25048	23	23	1
OS05G0592300	OSTLU_32579	24	31	1
OS05G0592400	OSTLU_26305	53	52	1
OS05G0592600	OSTLU_48964	31	60	0
OS05G0593100	OSTLU_87859	42	42	1
OS05G0593300	OSTLU_93921	5	5	1
OS05G0593550	OSTLU_93921	1	1	1
OS05G0593800	OSTLU_14134	48	77	1
OS05G0594700	OSTLU_28050	19	14	1
OS05G0594700	OSTLU_29234	19	11	1
OS05G0594800	OSTLU_26573	26	23	1
OS05G0594900	OSTLU_32889	59	60	1
OS05G0596200	OSTLU_14151	28	26	1
OS05G0596600	OSTLU_29255	29	29	1
OS06G0101600	OSTLU_34733	38	56	1
OS06G0102600	OSTLU_9857	4	10	1
OS06G0103500	OSTLU_13743	39	38	1
OS06G0103600	OSTLU_29834	48	49	1
OS06G0103700	OSTLU_6083	26	35	1
OS06G0104000	OSTLU_32756	16	21	1
OS06G0104100	OSTLU_5923	37	38	1
OS06G0105500	OSTLU_88314	19	25	1
OS06G0105600	OSTLU_26531	19	10	1
OS06G0105800	OSTLU_6612	24	30	1
OS06G0105800	OSTLU_9264	13	63	1
OS06G0106000	OSTLU_29906	41	52	1
OS06G0106100	OSTLU_33271	50	48	1
OS06G0107000	OSTLU_6946	24	38	1
OS06G0107100	OSTLU_37056	41	44	1
OS06G0108900	OSTLU_27999	13	20	1
OS06G0109000	OSTLU_6517	33	59	1
OS06G0109400	OSTLU_37691	39	43	1
OS06G0109500	OSTLU_10396	22	33	1
OS06G0109600	OSTLU_40028	36	42	1
OS06G0111500	OSTLU_32825	69	65	0
OS06G0111600	OSTLU_27868	15	15	0
OS06G0111600	OSTLU_31263	10	14	0
OS06G0112200	OSTLU_26221	40	42	1
OS06G0112800	OSTLU_35458	13	8	1
OS06G0113150	OSTLU_35458	0	0	1
OS06G0114000	OSTLU_32642	67	68	1
OS06G0114200	OSTLU_37806	62	55	1
OS06G0115200	OSTLU_94056	17	18	1
OS06G0115300	OSTLU_32604	45	47	0
OS06G0115500	OSTLU_15603	59	56	0
OS06G0116300	OSTLU_5512	30	40	1
OS06G0116400	OSTLU_43009	28	43	1
OS06G0116800	OSTLU_5358	28	42	1
OS06G0125800	OSTLU_38024	12	34	1
OS06G0127200	OSTLU_18374	19	28	1
OS06G0127900	OSTLU_39468	68	68	0
OS06G0128000	OSTLU_88189	19	21	1
OS06G0128200	OSTLU_27024	41	40	1
OS06G0128300	OSTLU_13171	46	52	1
OS06G0128400	OSTLU_89076	46	30	1
OS06G0128500	OSTLU_9236	33	50	1
OS06G0129100	OSTLU_38397	28	30	1
OS06G0130500	OSTLU_14660	45	40	0
OS06G0130500	OSTLU_18195	58	58	0
OS06G0130900	OSTLU_32891	79	99	1
OS06G0131100	OSTLU_41450	15	33	0
OS06G0132100	OSTLU_36648	37	39	1
OS06G0132100	OSTLU_46582	37	39	1
OS06G0132400	OSTLU_35500	56	26	1
OS06G0133000	OSTLU_49880	45	50	1
OS06G0133800	OSTLU_16284	64	64	1
OS06G0133900	OSTLU_43874	68	50	1
OS06G0134000	OSTLU_30430	68	70	1
OS06G0134800	OSTLU_28552	27	35	1
OS06G0135000	OSTLU_49504	27	7	1
OS06G0135900	OSTLU_51437	31	26	0
OS06G0136000	OSTLU_49504	50	49	1
OS06G0136500	OSTLU_9005	39	28	1
OS06G0136700	OSTLU_2105	6	10	0
OS06G0136700	OSTLU_29515	10	20	0
OS06G0137300	OSTLU_28126	26	42	0
OS06G0137600	OSTLU_8062	37	45	1
OS06G0137700	OSTLU_13420	22	26	1
OS06G0138000	OSTLU_87629	6	1	1
OS06G0138400	OSTLU_119612	26	36	1
OS06G0139900	OSTLU_39514	41	41	1
OS06G0139900	OSTLU_43808	46	48	1
OS06G0140100	OSTLU_28359	34	37	0
OS06G0141166	OSTLU_30208	19	19	0
OS06G0141200	OSTLU_8690	34	35	1
OS06G0142050	OSTLU_5406	26	15	1
OS06G0142050	OSTLU_5610	26	15	1
OS06G0142800	OSTLU_35268	47	45	1
OS06G0142900	OSTLU_48774	53	16	1
OS06G0143400	OSTLU_29285	23	29	1
OS06G0143900	OSTLU_48514	61	59	0
OS06G0144600	OSTLU_4102	19	17	1
OS06G0144800	OSTLU_88434	52	53	1
OS06G0145800	OSTLU_8400	20	36	1
OS06G0147800	OSTLU_4731	28	37	1
OS06G0149400	OSTLU_41877	44	45	1
OS06G0150400	OSTLU_6147	28	36	1
OS06G0151300	OSTLU_12356	45	45	0
OS06G0151600	OSTLU_3270	32	42	1
OS06G0152100	OSTLU_33083	33	31	1
OS06G0152200	OSTLU_33113	18	26	1
OS06G0152300	OSTLU_16685	31	47	1
OS06G0152400	OSTLU_16685	24	26	1
OS06G0153200	OSTLU_87077	25	29	1
OS06G0153800	OSTLU_27330	59	55	1
OS06G0153900	OSTLU_30453	27	28	1
OS06G0154500	OSTLU_94760	58	57	1
OS06G0154600	OSTLU_33546	30	36	0
OS06G0155600	OSTLU_1953	33	38	1
OS06G0156400	OSTLU_7211	26	28	1
OS06G0158200	OSTLU_17201	31	19	1
OS06G0158600	OSTLU_15766	65	65	1
OS06G0158700	OSTLU_35741	39	37	1
OS06G0159400	OSTLU_45893	23	17	1
OS06G0159600	OSTLU_45893	23	18	1
OS06G0159725	OSTLU_17380	85	82	0
OS06G0159725	OSTLU_38934	85	82	0
OS06G0160100	OSTLU_17380	59	97	0
OS06G0160100	OSTLU_38934	59	97	0
OS06G0160700	OSTLU_41777	46	56	1
OS06G0162550	OSTLU_119472	25	16	1
OS06G0162600	OSTLU_89455	42	35	1
OS06G0163200	OSTLU_28352	17	10	1
OS06G0163400	OSTLU_2484	17	21	0
OS06G0163500	OSTLU_40456	42	35	1
OS06G0163600	OSTLU_33188	45	9	1
OS06G0167000	OSTLU_50795	84	41	1
OS06G0167100	OSTLU_24457	38	40	1
OS06G0167400	OSTLU_40498	28	27	1
OS06G0167600	OSTLU_119626	50	55	0
OS06G0168500	OSTLU_27950	42	48	1
OS06G0168600	OSTLU_48569	74	74	1
OS06G0170500	OSTLU_41266	35	44	0
OS06G0171700	OSTLU_26522	31	36	1
OS06G0172600	OSTLU_32924	77	77	1
OS06G0172800	OSTLU_744	29	40	1
OS06G0173100	OSTLU_32343	76	76	1
OS06G0175500	OSTLU_27074	24	21	1
OS06G0175800	OSTLU_88245	49	57	1
OS06G0175900	OSTLU_26781	43	42	1
OS06G0176000	OSTLU_119626	50	54	0
OS06G0176900	OSTLU_88245	60	57	1
OS06G0177000	OSTLU_26781	43	42	1
OS06G0177100	OSTLU_119626	50	54	0
OS06G0178900	OSTLU_39838	50	54	1
OS06G0179700	OSTLU_16113	38	40	1
OS06G0179900	OSTLU_29537	49	46	1
OS06G0180000	OSTLU_32501	30	22	1
OS06G0180000	OSTLU_37760	44	45	1
OS06G0180000	OSTLU_4701	30	37	1
OS06G0181400	OSTLU_29447	16	27	1
OS06G0181566	OSTLU_30656	75	75	1
OS06G0182300	OSTLU_35532	9	41	0
OS06G0182500	OSTLU_40934	30	32	1
OS06G0183100	OSTLU_38278	7	34	1
OS06G0183200	OSTLU_1394	14	17	1
OS06G0183800	OSTLU_32497	6	7	1
OS06G0183900	OSTLU_24874	29	33	1
OS06G0184300	OSTLU_5433	16	47	1
OS06G0184400	OSTLU_32509	15	7	0
OS06G0185100	OSTLU_16609	27	29	1
OS06G0185900	OSTLU_12779	26	34	0
OS06G0186700	OSTLU_32854	19	18	1
OS06G0186700	OSTLU_35682	14	25	1
OS06G0186900	OSTLU_43499	67	69	1
OS06G0187100	OSTLU_9486	13	43	1
OS06G0188100	OSTLU_49558	28	24	1
OS06G0191200	OSTLU_14443	17	34	1
OS06G0191300	OSTLU_27759	24	25	1
OS06G0191500	OSTLU_27759	20	19	1
OS06G0192500	OSTLU_43956	43	26	1
OS06G0192600	OSTLU_29121	85	84	0
OS06G0193000	OSTLU_29356	29	40	1
OS06G0194000	OSTLU_9237	12	59	1
OS06G0195900	OSTLU_35887	42	18	1
OS06G0196300	OSTLU_28213	24	28	0
OS06G0196600	OSTLU_35878	65	72	1
OS06G0196900	OSTLU_43488	32	35	0
OS06G0197550	OSTLU_43488	28	14	0
OS06G0197575	OSTLU_43488	36	7	0
OS06G0198800	OSTLU_29604	43	15	1
OS06G0199200	OSTLU_33096	20	38	1
OS06G0199500	OSTLU_14967	48	56	1
OS06G0203500	OSTLU_40028	42	30	1
OS06G0204400	OSTLU_8198	15	39	0
OS06G0204400	OSTLU_93031	24	18	0
OS06G0205000	OSTLU_32003	31	30	1
OS06G0206700	OSTLU_42772	43	31	1
OS06G0207000	OSTLU_45404	28	24	0
OS06G0208300	OSTLU_87576	25	8	1
OS06G0209300	OSTLU_14486	14	4	0
OS06G0209300	OSTLU_31122	15	6	0
OS06G0210100	OSTLU_33886	33	37	1
OS06G0210500	OSTLU_25740	33	35	0
OS06G0210500	OSTLU_26925	21	24	0
OS06G0214100	OSTLU_18070	11	18	1
OS06G0214100	OSTLU_18124	12	18	1
OS06G0214900	OSTLU_36839	35	39	1
OS06G0215200	OSTLU_94378	18	25	1
OS06G0217700	OSTLU_33157	17	33	1
OS06G0218000	OSTLU_119541	21	40	0
OS06G0218500	OSTLU_1571	33	46	0
OS06G0218900	OSTLU_88968	16	6	1
OS06G0218900	OSTLU_89876	16	6	1
OS06G0219600	OSTLU_7571	40	56	1
OS06G0219800	OSTLU_119598	27	35	0
OS06G0221100	OSTLU_34428	17	38	1
OS06G0222100	OSTLU_43599	12	16	1
OS06G0225000	OSTLU_43732	74	75	1
OS06G0225800	OSTLU_10503	23	35	1
OS06G0228950	OSTLU_29862	23	8	1
OS06G0229300	OSTLU_89717	12	25	1
OS06G0231300	OSTLU_34638	30	50	0
OS06G0232100	OSTLU_39208	28	51	1
OS06G0232600	OSTLU_32351	16	18	0
OS06G0232600	OSTLU_40218	22	15	0
OS06G0232600	OSTLU_4835	18	14	0
OS06G0233400	OSTLU_34329	39	34	1
OS06G0234100	OSTLU_31659	49	55	1
OS06G0234200	OSTLU_41392	46	51	1
OS06G0235800	OSTLU_42299	43	39	0
OS06G0236600	OSTLU_29226	16	21	1
OS06G0236900	OSTLU_31566	60	18	1
OS06G0237200	OSTLU_34689	19	30	1
OS06G0237300	OSTLU_26910	3	11	1
OS06G0237502	OSTLU_34199	33	43	1
OS06G0239000	OSTLU_12955	47	25	1
OS06G0245800	OSTLU_32618	48	15	1
OS06G0245900	OSTLU_42726	32	25	0
OS06G0246000	OSTLU_30905	42	37	1
OS06G0246500	OSTLU_29179	55	61	0
OS06G0247000	OSTLU_6525	17	9	1
OS06G0247800	OSTLU_33467	6	7	1
OS06G0248200	OSTLU_39629	20	38	1
OS06G0249500	OSTLU_29618	14	8	1
OS06G0251000	OSTLU_6983	16	12	0
OS06G0253100	OSTLU_25657	23	24	1
OS06G0254200	OSTLU_41686	19	18	1
OS06G0255400	OSTLU_40358	40	40	1
OS06G0256000	OSTLU_25561	11	5	1
OS06G0256500	OSTLU_17428	65	65	1
OS06G0257450	OSTLU_39468	68	67	0
OS06G0264300	OSTLU_26154	34	39	1
OS06G0264800	OSTLU_33157	31	42	1
OS06G0264900	OSTLU_37444	25	20	1
OS06G0265000	OSTLU_45116	49	45	0
OS06G0267600	OSTLU_24424	24	6	1
OS06G0269200	OSTLU_32216	29	7	1
OS06G0273800	OSTLU_87247	52	46	0
OS06G0274100	OSTLU_32968	31	3	1
OS06G0274200	OSTLU_17769	49	43	1
OS06G0275000	OSTLU_37312	15	14	1
OS06G0275500	OSTLU_19017	19	18	0
OS06G0275800	OSTLU_28839	23	14	0
OS06G0275800	OSTLU_30899	24	21	0
OS06G0275900	OSTLU_23873	26	29	1
OS06G0281400	OSTLU_41359	29	31	1
OS06G0283200	OSTLU_18155	9	16	1
OS06G0285200	OSTLU_8911	11	20	1
OS06G0286310	OSTLU_9147	3	2	1
OS06G0286351	OSTLU_13959	13	16	1
OS06G0298000	OSTLU_5876	8	7	1
OS06G0298400	OSTLU_28394	10	32	1
