Gene stable ID	Populus trichocarpa gene stable ID	% identity	Populus trichocarpa % identity	Orthology confidence [0 low, 1 high]
OS06G0704100	POPTR_0007s15040	47	57	1
OS06G0704200	POPTR_0007s15070	55	35	1
OS06G0704300	POPTR_0006s08100	38	34	1
OS06G0704300	POPTR_0018s14810	10	34	1
OS06G0704400	POPTR_0008s11520	15	23	0
OS06G0704500	POPTR_0006s08110	26	28	1
OS06G0704500	POPTR_0018s14790	38	34	1
OS06G0704600	POPTR_0002s08280	74	73	1
OS06G0704700	POPTR_0007s15080	61	69	1
OS06G0704700	POPTR_0014s00250	51	56	1
OS06G0704800	POPTR_0007s15090	40	33	1
OS06G0704800	POPTR_0014s00260	39	33	1
OS06G0704900	POPTR_0019s08410	85	85	1
OS06G0705000	POPTR_0008s06590	48	50	0
OS06G0705000	POPTR_0010s19910	48	49	0
OS06G0705100	POPTR_0006s06680	49	50	1
OS06G0705100	POPTR_0018s12970	46	47	1
OS06G0705300	POPTR_0008s23140	42	38	1
OS06G0705350	POPTR_0017s12350	23	34	0
OS06G0705400	POPTR_0004s09510	36	37	0
OS06G0705400	POPTR_0005s15210	37	37	0
OS06G0705400	POPTR_0012s05050	29	29	0
OS06G0705400	POPTR_0015s03910	32	32	0
OS06G0705600	POPTR_0010s11050	35	42	1
OS06G0705600	POPTR_0011s12070	44	40	1
OS06G0705700	POPTR_0010s11050	37	46	1
OS06G0705700	POPTR_0011s12070	47	45	1
OS06G0706100	POPTR_0010s11050	36	45	1
OS06G0706100	POPTR_0011s12070	46	45	1
OS06G0707000	POPTR_0012s04840	39	33	1
OS06G0707000	POPTR_0015s04170	39	35	1
OS06G0707000	POPTR_0015s04180	36	43	1
OS06G0707100	POPTR_0010s12690	55	55	1
OS06G0708000	POPTR_0008s12890	58	70	1
OS06G0708000	POPTR_0010s12240	59	69	1
OS06G0708200	POPTR_0010s05160	12	7	1
OS06G0708300	POPTR_0004s16410	56	56	1
OS06G0708300	POPTR_0004s16420	66	66	1
OS06G0708300	POPTR_0009s12110	66	65	1
OS06G0708500	POPTR_0001s25880	74	80	1
OS06G0708500	POPTR_0009s05120	74	80	1
OS06G0708500	POPTR_0010s19630	70	68	1
OS06G0708600	POPTR_0013s08420	74	81	0
OS06G0708600	POPTR_0019s08070	73	73	0
OS06G0708700	POPTR_0004s24510	48	59	1
OS06G0708832	POPTR_0001s20830	54	53	1
OS06G0708832	POPTR_0003s02470	22	60	1
OS06G0708832	POPTR_0006s06140	53	27	1
OS06G0708900	POPTR_0004s24440	47	16	0
OS06G0708900	POPTR_0008s20550	1	1	0
OS06G0709000	POPTR_0001s20830	47	49	1
OS06G0709000	POPTR_0003s02470	21	62	1
OS06G0709000	POPTR_0006s06140	48	26	1
OS06G0709100	POPTR_0004s24430	53	60	1
OS06G0710300	POPTR_0004s24270	44	43	1
OS06G0710500	POPTR_0003s03750	30	39	1
OS06G0710500	POPTR_0004s24260	23	34	1
OS06G0710700	POPTR_0001s00950	46	44	0
OS06G0710700	POPTR_0001s00970	28	40	0
OS06G0710700	POPTR_0001s00980	17	44	0
OS06G0710700	POPTR_0001s40640	16	31	0
OS06G0710700	POPTR_0001s45150	32	44	0
OS06G0710700	POPTR_0001s45160	41	40	0
OS06G0710700	POPTR_0001s45180	40	39	0
OS06G0710700	POPTR_0001s45190	40	40	0
OS06G0710700	POPTR_0001s45200	25	32	0
OS06G0710700	POPTR_0001s45210	43	41	0
OS06G0710700	POPTR_0003s01420	45	45	0
OS06G0710700	POPTR_0011s15660	41	40	0
OS06G0710700	POPTR_0013s06960	21	34	0
OS06G0710700	POPTR_0013s07210	22	39	0
OS06G0710700	POPTR_0013s07220	49	50	0
OS06G0710700	POPTR_0013s07230	48	48	0
OS06G0710700	POPTR_0013s07240	53	52	0
OS06G0710700	POPTR_0013s11650	42	45	0
OS06G0710700	POPTR_0019s01680	45	45	0
OS06G0710700	POPTR_0019s01690	26	41	0
OS06G0710700	POPTR_0019s01700	17	47	0
OS06G0710700	POPTR_0019s06040	52	51	0
OS06G0710700	POPTR_0065s00230	36	39	0
OS06G0711200	POPTR_0004s18230	19	10	1
OS06G0711600	POPTR_0004s18230	59	66	1
OS06G0711700	POPTR_0001s23770	38	41	1
OS06G0711700	POPTR_0019s06080	37	43	1
OS06G0711800	POPTR_0001s07790	25	52	1
OS06G0711800	POPTR_0002s14680	31	30	1
OS06G0711800	POPTR_0003s11320	43	43	1
OS06G0711800	POPTR_0003s20650	41	41	1
OS06G0711800	POPTR_0012s14560	40	40	1
OS06G0711800	POPTR_0014s06300	32	31	1
OS06G0711800	POPTR_0015s14640	40	40	1
OS06G0711900	POPTR_0001s07810	30	32	1
OS06G0711900	POPTR_0003s11340	25	26	1
OS06G0711900	POPTR_0015s04850	25	25	1
OS06G0712200	POPTR_0010s15960	29	37	1
OS06G0712200	POPTR_0015s00460	40	33	1
OS06G0712300	POPTR_0002s15320	52	53	1
OS06G0712300	POPTR_0014s07030	51	52	1
OS06G0712400	POPTR_0001s08520	11	61	1
OS06G0712400	POPTR_0001s08530	27	36	1
OS06G0712400	POPTR_0003s11970	16	60	1
OS06G0712400	POPTR_0003s11980	27	36	1
OS06G0712500	POPTR_0002s15270	64	44	1
OS06G0712500	POPTR_0014s06970	63	54	1
OS06G0712600	POPTR_0002s03000	34	40	0
OS06G0712600	POPTR_0004s16770	21	37	0
OS06G0712600	POPTR_0005s12020	32	35	0
OS06G0712600	POPTR_0005s25560	32	42	0
OS06G0712600	POPTR_0007s13610	33	38	0
OS06G0712600	POPTR_0009s12450	21	41	0
OS06G0712700	POPTR_0002s02990	38	45	1
OS06G0712700	POPTR_0005s12000	51	55	1
OS06G0712700	POPTR_0007s13660	34	39	1
OS06G0712800	POPTR_0005s12010	56	26	1
OS06G0712800	POPTR_0007s13620	56	30	1
OS06G0712900	POPTR_0007s10680	66	69	1
OS06G0713000	POPTR_0002s02970	34	34	0
OS06G0713000	POPTR_0004s16810	33	34	0
OS06G0713000	POPTR_0005s25590	34	34	0
OS06G0713000	POPTR_0009s12490	28	42	0
OS06G0713100	POPTR_0007s13730	70	65	1
OS06G0713100	POPTR_0009s12650	71	69	1
OS06G0713400	POPTR_0016s11570	18	22	1
OS06G0713400	POPTR_0091s00230	10	20	1
OS06G0713800	POPTR_0002s12790	58	61	1
OS06G0713800	POPTR_0014s02940	57	60	1
OS06G0713800	POPTR_0515s00220	58	61	1
OS06G0713900	POPTR_0005s11940	36	43	1
OS06G0713900	POPTR_0007s13740	50	43	1
OS06G0714000	POPTR_0005s11910	74	81	1
OS06G0714000	POPTR_0007s13770	72	80	1
OS06G0714100	POPTR_0004s16990	73	70	1
OS06G0714100	POPTR_0009s12750	73	72	1
OS06G0714200	POPTR_0002s17720	53	79	0
OS06G0714200	POPTR_0012s03040	64	74	0
OS06G0714200	POPTR_0014s09920	53	80	0
OS06G0714500	POPTR_0015s01010	72	72	1
OS06G0714500	POPTR_0039s00340	31	57	1
OS06G0714500	POPTR_0046s00230	24	44	1
OS06G0714500	POPTR_0046s00280	17	54	1
OS06G0714500	POPTR_0046s00330	25	68	1
OS06G0714500	POPTR_0046s00350	15	47	1
OS06G0714600	POPTR_0002s17620	65	62	1
OS06G0714600	POPTR_0014s09770	65	62	1
OS06G0714800	POPTR_0002s14120	21	30	1
OS06G0714800	POPTR_0003s03400	33	29	1
OS06G0714800	POPTR_0003s08380	32	28	1
OS06G0714800	POPTR_0014s05180	21	30	1
OS06G0714900	POPTR_0003s03310	59	58	1
OS06G0714900	POPTR_0003s08340	58	54	1
OS06G0714900	POPTR_0014s05160	60	53	1
OS06G0715000	POPTR_0017s08370	40	44	1
OS06G0715100	POPTR_0003s03290	26	67	1
OS06G0715100	POPTR_0003s08330	75	74	1
OS06G0715200	POPTR_0005s11710	35	38	1
OS06G0715200	POPTR_0007s14110	24	57	1
OS06G0715400	POPTR_0005s11760	58	58	1
OS06G0715400	POPTR_0005s24720	20	40	1
OS06G0715400	POPTR_0007s14080	58	57	1
OS06G0715500	POPTR_0004s17580	62	62	1
OS06G0715500	POPTR_0009s13240	58	58	1
OS06G0715600	POPTR_0002s02330	53	54	1
OS06G0715600	POPTR_0005s26150	52	53	1
OS06G0715700	POPTR_0004s17620	67	69	1
OS06G0716000	POPTR_0002s02300	45	49	1
OS06G0716000	POPTR_0005s26180	49	48	1
OS06G0716100	POPTR_0004s17810	38	32	1
OS06G0716100	POPTR_0005s11520	34	32	1
OS06G0716100	POPTR_0009s13440	34	47	1
OS06G0716200	POPTR_0002s02200	46	45	0
OS06G0716200	POPTR_0005s11490	47	50	0
OS06G0716200	POPTR_0005s26240	46	46	0
OS06G0716200	POPTR_0009s13480	44	44	0
OS06G0716200	POPTR_0012s00860	31	44	0
OS06G0716200	POPTR_0021s00690	38	49	0
OS06G0716467	POPTR_0016s11570	17	15	1
OS06G0716467	POPTR_0091s00230	10	15	1
OS06G0716700	POPTR_0005s26260	81	80	1
OS06G0716800	POPTR_0004s18120	51	52	1
OS06G0716800	POPTR_0009s13730	48	49	1
OS06G0717100	POPTR_0005s11370	51	46	0
OS06G0717200	POPTR_0002s02140	56	57	1
OS06G0717200	POPTR_0005s26300	55	56	1
OS06G0717300	POPTR_0014s11640	44	51	1
OS06G0717400	POPTR_0002s01830	56	56	1
OS06G0717600	POPTR_0002s01860	25	36	1
OS06G0717600	POPTR_0005s11000	46	46	1
OS06G0717600	POPTR_0005s26620	27	28	1
OS06G0717600	POPTR_0007s09180	46	46	1
OS06G0717800	POPTR_0004s18340	77	76	1
OS06G0717800	POPTR_0005s11030	80	79	1
OS06G0717800	POPTR_0007s09220	78	77	1
OS06G0717800	POPTR_0009s13950	77	76	1
OS06G0717900	POPTR_0005s11050	35	39	1
OS06G0718100	POPTR_0002s01950	66	68	1
OS06G0718100	POPTR_0005s26550	67	69	1
OS06G0718300	POPTR_0002s01980	26	28	1
OS06G0718300	POPTR_0005s26520	28	29	1
OS06G0718400	POPTR_0009s13850	33	35	1
OS06G0720500	POPTR_0001s18930	64	12	1
OS06G0720500	POPTR_0003s04860	63	12	1
OS06G0720500	POPTR_0006s25390	65	12	1
OS06G0720500	POPTR_0018s08110	64	12	1
OS06G0721800	POPTR_0009s13850	35	34	1
OS06G0721900	POPTR_0002s01980	20	14	1
OS06G0721900	POPTR_0005s26520	20	14	1
OS06G0722300	POPTR_0001s18930	64	12	1
OS06G0722300	POPTR_0003s04860	63	12	1
OS06G0722300	POPTR_0006s25390	65	12	1
OS06G0722300	POPTR_0018s08110	64	12	1
OS06G0722650	POPTR_0001s18930	64	12	1
OS06G0722650	POPTR_0003s04860	63	12	1
OS06G0722650	POPTR_0006s25390	65	12	1
OS06G0722650	POPTR_0018s08110	64	12	1
OS06G0723650	POPTR_0002s01980	20	14	1
OS06G0723650	POPTR_0005s26520	20	14	1
OS06G0724100	POPTR_0002s02040	57	47	0
OS06G0724100	POPTR_0005s26420	57	47	0
OS06G0724200	POPTR_0005s26440	33	30	1
OS06G0724300	POPTR_0004s18410	70	67	1
OS06G0724300	POPTR_0009s14010	70	65	1
OS06G0724400	POPTR_0002s01730	57	55	1
OS06G0724400	POPTR_0005s26750	58	55	1
OS06G0724500	POPTR_0004s18520	41	44	1
OS06G0724500	POPTR_0009s14100	43	41	1
OS06G0724600	POPTR_0005s10780	44	50	0
OS06G0724700	POPTR_0004s18540	80	14	1
OS06G0725000	POPTR_0002s01630	53	56	1
OS06G0725000	POPTR_0005s10850	57	34	1
OS06G0725300	POPTR_0004s18840	32	39	1
OS06G0725300	POPTR_0009s14350	32	36	1
OS06G0725400	POPTR_0002s01410	63	46	1
OS06G0725400	POPTR_0005s26990	58	62	1
OS06G0725500	POPTR_0002s01290	34	32	1
OS06G0725500	POPTR_0005s27090	31	29	1
OS06G0725700	POPTR_0002s01290	30	29	1
OS06G0725700	POPTR_0005s27090	30	29	1
OS06G0725800	POPTR_0002s01290	26	24	1
OS06G0725800	POPTR_0005s27090	24	23	1
OS06G0725900	POPTR_0002s01320	86	84	1
OS06G0725900	POPTR_0005s27060	83	81	1
OS06G0726100	POPTR_0004s18870	64	64	0
OS06G0726100	POPTR_0004s19310	25	55	0
OS06G0726100	POPTR_0009s14380	65	65	0
OS06G0726100	POPTR_0009s14390	59	56	0
OS06G0726100	POPTR_0009s14400	58	55	0
OS06G0726100	POPTR_0009s14410	57	60	0
OS06G0726100	POPTR_0009s14420	64	64	0
OS06G0726100	POPTR_0009s14430	61	59	0
OS06G0726100	POPTR_0790s00200	57	56	0
OS06G0726100	POPTR_0790s00210	61	67	0
OS06G0726100	POPTR_0790s00220	15	59	0
OS06G0726200	POPTR_0004s18870	65	65	0
OS06G0726200	POPTR_0004s19310	25	57	0
OS06G0726200	POPTR_0009s14380	64	65	0
OS06G0726200	POPTR_0009s14390	57	55	0
OS06G0726200	POPTR_0009s14400	57	55	0
OS06G0726200	POPTR_0009s14410	57	60	0
OS06G0726200	POPTR_0009s14420	63	64	0
OS06G0726200	POPTR_0009s14430	60	59	0
OS06G0726200	POPTR_0790s00200	56	56	0
OS06G0726200	POPTR_0790s00210	61	68	0
OS06G0726200	POPTR_0790s00220	15	57	0
OS06G0726300	POPTR_0004s18860	43	45	1
OS06G0726300	POPTR_0005s10610	37	43	1
OS06G0726300	POPTR_0009s14370	44	45	1
OS06G0726400	POPTR_0005s27240	69	65	1
OS06G0726600	POPTR_0004s21460	70	72	1
OS06G0726600	POPTR_0009s16710	71	68	1
OS06G0726800	POPTR_0002s01100	56	57	1
OS06G0726800	POPTR_0005s10300	57	56	1
OS06G0726800	POPTR_0005s27280	58	56	1
OS06G0726800	POPTR_0009s16730	55	57	1
OS06G0726900	POPTR_0002s01090	49	29	1
OS06G0726900	POPTR_0004s21490	47	29	1
OS06G0726900	POPTR_0009s16740	46	27	1
OS06G0727200	POPTR_0002s01080	85	85	0
OS06G0727200	POPTR_0005s10340	81	77	0
OS06G0727200	POPTR_0005s27300	84	84	0
OS06G0727200	POPTR_0007s08910	39	67	0
OS06G0727300	POPTR_0004s21600	67	51	1
OS06G0727400	POPTR_0002s01040	53	51	1
OS06G0727400	POPTR_0004s21610	53	52	1
OS06G0727400	POPTR_0005s10390	59	56	1
OS06G0727400	POPTR_0005s27330	53	49	1
OS06G0727400	POPTR_0009s16860	55	54	1
OS06G0727400	POPTR_0012s06370	59	56	1
OS06G0727900	POPTR_0005s27350	30	42	1
OS06G0728000	POPTR_0002s01000	54	55	1
OS06G0728000	POPTR_0005s10440	55	60	1
OS06G0728000	POPTR_0005s27390	52	51	1
OS06G0728200	POPTR_0005s10470	25	24	1
OS06G0728800	POPTR_0001s04970	60	9	0
OS06G0728800	POPTR_0001s23710	76	11	0
OS06G0728800	POPTR_0003s21690	81	12	0
OS06G0728902	POPTR_0001s04970	74	8	0
OS06G0728902	POPTR_0001s23710	70	7	0
OS06G0728902	POPTR_0003s21690	29	3	0
OS06G0729000	POPTR_0017s02080	64	62	0
OS06G0729300	POPTR_0012s03410	72	71	0
OS06G0729300	POPTR_0015s05550	73	71	0
OS06G0729500	POPTR_0004s06730	23	23	0
OS06G0729500	POPTR_0013s14580	12	33	0
OS06G0729500	POPTR_0017s03370	22	23	0
OS06G0729500	POPTR_0019s14160	11	37	0
OS06G0729650	POPTR_0007s07780	76	76	1
OS06G0729900	POPTR_0005s09560	18	27	1
OS06G0729900	POPTR_0005s09570	15	26	1
OS06G0729900	POPTR_0007s07760	33	26	1
OS06G0729900	POPTR_0012s03350	21	26	1
OS06G0729900	POPTR_0012s03360	13	45	1
OS06G0730000	POPTR_0005s09410	48	31	0
OS06G0730200	POPTR_0004s06800	50	14	1
OS06G0730300	POPTR_0005s09130	52	50	1
OS06G0730300	POPTR_0007s07250	53	51	1
OS06G0730600	POPTR_0007s15290	69	68	1
OS06G0730800	POPTR_0004s06590	42	49	1
OS06G0730800	POPTR_0017s03480	24	56	1
OS06G0730900	POPTR_0001s09500	68	68	1
OS06G0730900	POPTR_0002s16180	68	70	1
OS06G0730900	POPTR_0003s12860	68	69	1
OS06G0730900	POPTR_0014s08110	69	69	1
OS06G0731100	POPTR_0004s22720	58	7	1
OS06G0731100	POPTR_0006s12180	56	14	1
OS06G0731100	POPTR_0009s00930	56	7	1
OS06G0731100	POPTR_0016s10900	36	10	1
OS06G0731200	POPTR_0001s13590	64	57	0
OS06G0731200	POPTR_0003s16740	64	57	0
OS06G0731200	POPTR_0006s12800	62	56	0
OS06G0731200	POPTR_0010s23210	61	54	0
OS06G0731300	POPTR_0009s01400	33	28	1
OS06G0731400	POPTR_0002s25480	40	34	1
OS06G0731600	POPTR_0003s12670	32	23	1
OS06G0731700	POPTR_0004s04130	15	58	1
OS06G0731700	POPTR_0011s05020	47	27	1
OS06G0731800	POPTR_0004s04020	53	46	1
OS06G0731800	POPTR_0011s04920	55	49	1
OS06G0731800	POPTR_0013s13800	31	40	1
OS06G0731800	POPTR_0019s13310	48	37	1
OS07G0100500	POPTR_0008s06470	39	28	1
OS07G0100500	POPTR_0010s20020	39	37	1
OS07G0100600	POPTR_0001s25570	61	61	1
OS07G0100600	POPTR_0009s04710	63	63	1
OS07G0100600	POPTR_0016s11930	66	66	1
OS07G0100600	POPTR_0016s11940	62	63	1
OS07G0100800	POPTR_0008s06340	70	72	1
OS07G0100800	POPTR_0010s20180	71	73	1
OS07G0101000	POPTR_0006s09520	55	57	0
OS07G0101000	POPTR_0016s11500	55	57	0
OS07G0101000	POPTR_0016s11520	54	56	0
OS07G0101000	POPTR_0016s11540	54	56	0
OS07G0101000	POPTR_0091s00270	53	56	0
OS07G0101200	POPTR_0010s24080	51	49	1
OS07G0101400	POPTR_0008s06000	64	62	1
OS07G0101400	POPTR_0010s20670	64	62	1
OS07G0101500	POPTR_0001s25210	71	71	1
OS07G0101500	POPTR_0009s04220	71	70	1
OS07G0101800	POPTR_0001s02530	22	26	0
OS07G0101800	POPTR_0003s09000	22	26	0
OS07G0102000	POPTR_0001s44470	44	23	1
OS07G0102100	POPTR_0001s03680	51	51	0
OS07G0102100	POPTR_0001s12780	39	50	0
OS07G0102100	POPTR_0001s12790	51	51	0
OS07G0102100	POPTR_0001s15000	36	49	0
OS07G0102100	POPTR_0327s00210	29	46	0
OS07G0102300	POPTR_0004s01590	52	52	1
OS07G0102300	POPTR_0021s00790	54	52	1
OS07G0102400	POPTR_0004s01770	74	73	1
OS07G0102400	POPTR_0021s01010	71	62	1
OS07G0102500	POPTR_0004s15210	39	40	1
OS07G0102500	POPTR_0009s10970	38	40	1
OS07G0103100	POPTR_0002s23060	53	53	1
OS07G0103100	POPTR_0014s15030	55	54	1
OS07G0103200	POPTR_0001s44480	58	59	1
OS07G0103500	POPTR_0008s14460	48	52	1
OS07G0103500	POPTR_0010s10700	49	50	1
OS07G0104233	POPTR_0001s18270	41	17	1
OS07G0104233	POPTR_0003s05260	37	12	1
OS07G0105100	POPTR_0011s14790	35	35	0
OS07G0105600	POPTR_0001s44210	41	38	1
OS07G0105600	POPTR_0011s13540	18	40	1
OS07G0105700	POPTR_0001s44200	74	41	1
OS07G0105700	POPTR_0004s03170	74	39	1
OS07G0105700	POPTR_0011s03380	75	40	1
OS07G0105700	POPTR_0011s13530	70	42	1
OS07G0105800	POPTR_0001s02970	4	5	1
OS07G0105800	POPTR_0003s06300	18	28	1
OS07G0105800	POPTR_0006s01250	22	27	1
OS07G0105800	POPTR_0006s01270	21	27	1
OS07G0105800	POPTR_0006s01280	22	27	1
OS07G0105800	POPTR_0006s01380	21	25	1
OS07G0105800	POPTR_0006s01390	23	27	1
OS07G0105800	POPTR_0006s01400	24	28	1
OS07G0105800	POPTR_0006s01420	23	27	1
OS07G0105800	POPTR_0006s01430	16	24	1
OS07G0105800	POPTR_0006s01440	21	28	1
OS07G0105800	POPTR_0006s01460	23	34	1
OS07G0105800	POPTR_0006s01470	22	26	1
OS07G0105800	POPTR_0006s01480	25	31	1
OS07G0105800	POPTR_0007s02480	18	31	1
OS07G0105800	POPTR_0007s12830	21	30	1
OS07G0105800	POPTR_0012s02540	22	25	1
OS07G0105800	POPTR_0012s02550	20	23	1
OS07G0105800	POPTR_0015s07020	26	29	1
OS07G0105800	POPTR_0015s11860	16	33	1
OS07G0105800	POPTR_0015s11870	16	32	1
OS07G0105800	POPTR_0015s11900	26	30	1
OS07G0105800	POPTR_0015s11910	26	30	1
OS07G0105800	POPTR_0015s11930	25	30	1
OS07G0105800	POPTR_0015s12510	25	31	1
OS07G0105800	POPTR_0015s12520	23	30	1
OS07G0105800	POPTR_0015s12540	21	34	1
OS07G0105800	POPTR_0015s12560	26	30	1
OS07G0105800	POPTR_0015s12600	26	30	1
OS07G0105800	POPTR_0015s12610	22	30	1
OS07G0105800	POPTR_0015s12630	15	24	1
OS07G0105800	POPTR_0015s12660	12	25	1
OS07G0105800	POPTR_0015s15870	17	33	1
OS07G0105800	POPTR_0015s15890	13	26	1
OS07G0105800	POPTR_0015s15910	23	33	1
OS07G0105800	POPTR_0015s15920	26	31	1
OS07G0105800	POPTR_0016s01380	25	30	1
OS07G0105800	POPTR_0088s00200	15	34	1
OS07G0105800	POPTR_0088s00210	17	33	1
OS07G0105800	POPTR_0088s00240	26	29	1
OS07G0105800	POPTR_0088s00250	10	24	1
OS07G0105800	POPTR_0088s00260	22	27	1
OS07G0105800	POPTR_0296s00200	25	33	1
OS07G0105900	POPTR_0011s04050	20	24	1
OS07G0106000	POPTR_0014s03370	75	75	0
OS07G0106100	POPTR_0013s14660	28	32	1
OS07G0106100	POPTR_0019s14180	29	32	1
OS07G0106100	POPTR_0019s14200	28	31	1
OS07G0106200	POPTR_0001s08750	62	62	1
OS07G0106200	POPTR_0003s12130	58	59	1
OS07G0106200	POPTR_0004s03360	66	66	1
OS07G0106200	POPTR_0004s10150	60	61	1
OS07G0106200	POPTR_0004s10160	60	61	1
OS07G0106200	POPTR_0004s10910	59	60	1
OS07G0106200	POPTR_0011s04170	65	65	1
OS07G0107800	POPTR_0001s40900	57	56	1
OS07G0107800	POPTR_0011s11780	56	55	1
OS07G0107900	POPTR_0001s40740	13	31	1
OS07G0107900	POPTR_0011s11660	22	19	1
OS07G0108000	POPTR_0001s12250	7	32	1
OS07G0108000	POPTR_0001s12260	19	44	1
OS07G0108000	POPTR_0003s15460	12	41	1
OS07G0108200	POPTR_0011s11810	55	52	1
OS07G0108200	POPTR_0011s11820	42	52	1
OS07G0108200	POPTR_0131s00200	34	50	1
OS07G0108200	POPTR_0131s00210	56	56	1
OS07G0108200	POPTR_0131s00220	50	52	1
OS07G0108300	POPTR_0008s19160	86	87	1
OS07G0108300	POPTR_0010s05530	84	85	1
OS07G0108400	POPTR_0004s08840	49	52	1
OS07G0108400	POPTR_0005s14500	50	53	1
OS07G0108400	POPTR_0008s13070	51	51	1
OS07G0108400	POPTR_0010s12100	52	53	1
OS07G0108400	POPTR_0012s04460	49	52	1
OS07G0108500	POPTR_0004s08840	46	51	1
OS07G0108500	POPTR_0005s14500	45	50	1
OS07G0108500	POPTR_0008s13070	46	49	1
OS07G0108500	POPTR_0010s12100	47	50	1
OS07G0108500	POPTR_0012s04460	43	47	1
OS07G0108800	POPTR_0001s37550	49	49	1
OS07G0108800	POPTR_0008s00520	51	50	1
OS07G0108800	POPTR_0008s00530	39	40	1
OS07G0108800	POPTR_0016s00890	45	50	1
OS07G0109100	POPTR_0001s02970	4	5	1
OS07G0109100	POPTR_0003s06300	18	29	1
OS07G0109100	POPTR_0006s01250	21	27	1
OS07G0109100	POPTR_0006s01270	21	27	1
OS07G0109100	POPTR_0006s01280	22	27	1
OS07G0109100	POPTR_0006s01380	21	26	1
OS07G0109100	POPTR_0006s01390	23	27	1
OS07G0109100	POPTR_0006s01400	24	28	1
OS07G0109100	POPTR_0006s01420	23	28	1
OS07G0109100	POPTR_0006s01430	16	24	1
OS07G0109100	POPTR_0006s01440	21	28	1
OS07G0109100	POPTR_0006s01460	22	33	1
OS07G0109100	POPTR_0006s01470	22	26	1
OS07G0109100	POPTR_0006s01480	24	31	1
OS07G0109100	POPTR_0007s02480	18	32	1
OS07G0109100	POPTR_0007s12830	22	31	1
OS07G0109100	POPTR_0012s02540	23	27	1
OS07G0109100	POPTR_0012s02550	21	26	1
OS07G0109100	POPTR_0015s07020	26	30	1
OS07G0109100	POPTR_0015s11860	16	35	1
OS07G0109100	POPTR_0015s11870	17	34	1
OS07G0109100	POPTR_0015s11900	26	30	1
OS07G0109100	POPTR_0015s11910	26	31	1
OS07G0109100	POPTR_0015s11930	25	31	1
OS07G0109100	POPTR_0015s12510	25	31	1
OS07G0109100	POPTR_0015s12520	23	31	1
OS07G0109100	POPTR_0015s12540	21	34	1
OS07G0109100	POPTR_0015s12560	25	30	1
OS07G0109100	POPTR_0015s12600	25	31	1
OS07G0109100	POPTR_0015s12610	22	31	1
OS07G0109100	POPTR_0015s12630	15	26	1
OS07G0109100	POPTR_0015s12660	12	27	1
OS07G0109100	POPTR_0015s15870	17	34	1
OS07G0109100	POPTR_0015s15890	14	29	1
OS07G0109100	POPTR_0015s15910	22	33	1
OS07G0109100	POPTR_0015s15920	26	31	1
OS07G0109100	POPTR_0016s01380	24	29	1
OS07G0109100	POPTR_0088s00200	15	36	1
OS07G0109100	POPTR_0088s00210	17	34	1
OS07G0109100	POPTR_0088s00240	26	29	1
OS07G0109100	POPTR_0088s00250	10	25	1
OS07G0109100	POPTR_0088s00260	22	27	1
OS07G0109100	POPTR_0296s00200	23	31	1
OS07G0109300	POPTR_0004s11540	32	11	1
OS07G0109300	POPTR_0015s07000	48	23	1
OS07G0109400	POPTR_0012s05900	30	31	1
OS07G0109400	POPTR_0015s06990	33	33	1
OS07G0109400	POPTR_0017s13070	27	28	1
OS07G0109500	POPTR_1021s00200	36	93	1
OS07G0109600	POPTR_0012s06710	50	38	0
OS07G0110200	POPTR_0001s26610	73	38	0
OS07G0110200	POPTR_0009s05870	73	38	0
OS07G0110300	POPTR_0001s03640	67	62	0
OS07G0110300	POPTR_0003s18050	67	62	0
OS07G0110400	POPTR_0004s11810	19	46	1
OS07G0110400	POPTR_0017s12820	63	32	1
OS07G0111400	POPTR_0008s09360	37	36	0
OS07G0111400	POPTR_0010s16760	36	35	0
OS07G0111600	POPTR_0008s09320	23	55	1
OS07G0111600	POPTR_0010s16790	57	57	1
OS07G0111700	POPTR_0012s06920	53	54	0
OS07G0111900	POPTR_0012s06920	52	54	0
OS07G0112000	POPTR_0012s06920	52	55	0
OS07G0112100	POPTR_0012s06920	51	57	0
OS07G0112700	POPTR_0001s22720	25	26	1
OS07G0112700	POPTR_0004s12050	24	25	1
OS07G0112700	POPTR_0017s12450	27	27	1
OS07G0112700	POPTR_0017s12460	26	27	1
OS07G0112800	POPTR_0006s19870	89	90	0
OS07G0112800	POPTR_0008s09150	88	89	0
OS07G0112800	POPTR_0010s17020	85	87	0
OS07G0112800	POPTR_0018s11660	90	91	0
OS07G0113500	POPTR_0007s10370	54	54	1
OS07G0113700	POPTR_0007s10170	36	58	0
OS07G0113700	POPTR_0007s10180	24	45	0
OS07G0114000	POPTR_0001s30440	55	54	1
OS07G0114000	POPTR_0007s10210	52	53	1
OS07G0114000	POPTR_0009s09470	53	52	1
OS07G0114300	POPTR_0001s30380	82	75	0
OS07G0114300	POPTR_0002s12100	86	85	0
OS07G0114300	POPTR_0009s09400	71	82	0
OS07G0114300	POPTR_0014s01840	82	81	0
OS07G0114300	POPTR_0014s01870	42	65	0
OS07G0115300	POPTR_0007s10040	65	65	1
OS07G0115600	POPTR_0001s30290	14	37	1
OS07G0115600	POPTR_0001s30300	18	19	1
OS07G0115600	POPTR_0002s12030	29	24	1
OS07G0115600	POPTR_0009s09290	14	44	1
OS07G0115600	POPTR_0009s09300	18	19	1
