Gene stable ID	Brassica oleracea gene stable ID	% identity	Brassica oleracea % identity	Orthology confidence [0 low, 1 high]
OS04G0460500	Bo8g117820	54	49	1
OS04G0460600	Bo00578s090	35	42	0
OS04G0460600	Bo2g008760	41	45	0
OS04G0460600	Bo2g161570	41	43	0
OS04G0460600	Bo6g062160	37	44	0
OS04G0460600	Bo7g087220	37	40	0
OS04G0460600	Bo7g098620	43	45	0
OS04G0460600	Bo9g008770	38	39	0
OS04G0460600	Bo9g175670	41	43	0
OS04G0461000	Bo1g157620	51	52	0
OS04G0461000	Bo2g012520	49	49	0
OS04G0461000	Bo3g010230	47	50	0
OS04G0461000	Bo5g156410	49	50	0
OS04G0461000	Bo9g164230	48	51	0
OS04G0461100	Bo9g163810	36	38	1
OS04G0461300	Bo00871s010	3	1	0
OS04G0461300	Bo02176s010	3	1	0
OS04G0461600	Bo01320s050	31	36	0
OS04G0461600	Bo5g072940	23	18	0
OS04G0461600	Bo5g118540	34	45	0
OS04G0461600	Bo6g018020	33	34	0
OS04G0461600	Bo6g027690	21	20	0
OS04G0461800	Bo3g058940	40	40	1
OS04G0461800	Bo5g145370	39	40	1
OS04G0462300	Bo03022s010	17	38	1
OS04G0462400	Bo3g138580	58	58	1
OS04G0462500	Bo00955s050	80	82	0
OS04G0462500	Bo01155s020	86	86	0
OS04G0462500	Bo3g055670	84	84	0
OS04G0462500	Bo4g137240	81	82	0
OS04G0462600	Bo5g039350	39	57	1
OS04G0462600	Bo7g056240	41	56	1
OS04G0462600	Bo8g072720	40	58	1
OS04G0462900	Bo4g140480	68	73	0
OS04G0462900	Bo6g064740	69	73	0
OS04G0462900	Bo7g084390	70	75	0
OS04G0462900	Bo9g008210	71	75	0
OS04G0463000	Bo1g119130	45	48	1
OS04G0463000	Bo1g155110	41	45	1
OS04G0463000	Bo2g013170	41	44	1
OS04G0463000	Bo5g122530	43	46	1
OS04G0463000	Bo5g151380	40	43	1
OS04G0463000	Bo8g015020	43	45	1
OS04G0463000	Bo9g163040	41	45	1
OS04G0463200	Bo5g025230	21	26	1
OS04G0463400	Bo2g134570	70	70	0
OS04G0463500	Bo3g139920	55	58	0
OS04G0463500	Bo5g043620	54	55	0
OS04G0463700	Bo2g165410	31	32	1
OS04G0463700	Bo3g107050	31	32	1
OS04G0463700	Bo6g107020	22	37	1
OS04G0463700	Bo8g076620	32	33	1
OS04G0463800	Bo1g002980	43	42	1
OS04G0464100	Bo3g061370	42	37	1
OS04G0464100	Bo5g141330	36	26	1
OS04G0464100	Bo7g089160	40	25	1
OS04G0464200	Bo02993s010	34	74	0
OS04G0464200	Bo05153s010	19	70	0
OS04G0464200	Bo5g092990	26	74	0
OS04G0464200	Bo6g086750	74	75	0
OS04G0464400	Bo1g105830	34	37	1
OS04G0464400	Bo5g099880	34	34	1
OS04G0464600	Bo3g045630	36	34	1
OS04G0464800	Bo5g155210	44	38	1
OS04G0465000	Bo2g066930	27	17	1
OS04G0465000	Bo6g094900	29	20	1
OS04G0465100	Bo02553s010	17	47	1
OS04G0465100	Bo1g017760	45	44	1
OS04G0465100	Bo2g131880	52	52	1
OS04G0465100	Bo2g146230	48	50	1
OS04G0465100	Bo4g139700	49	51	1
OS04G0465100	Bo5g041090	47	47	1
OS04G0465100	Bo7g077130	51	52	1
OS04G0465100	Bo7g105260	50	50	1
OS04G0465100	Bo9g008430	49	51	1
OS04G0465100	Bo9g066880	51	52	1
OS04G0465300	Bo3g009970	35	13	0
OS04G0465300	Bo9g165550	36	15	0
OS04G0465432	Bo2g146190	37	34	1
OS04G0465432	Bo7g091190	30	40	1
OS04G0465500	Bo5g041050	40	39	1
OS04G0465600	Bo7g054680	43	44	1
OS04G0465700	Bo9g091070	55	18	1
OS04G0466100	Bo5g152630	66	12	1
OS04G0466600	Bo3g004750	66	65	1
OS04G0466600	Bo5g020430	16	52	1
OS04G0466600	Bo8g004670	11	54	1
OS04G0466600	Bo9g174720	52	66	1
OS04G0466600	Bo9g174730	16	64	1
OS04G0466700	Bo9g176260	32	33	1
OS04G0467100	Bo7g081630	15	24	1
OS04G0467100	Bo9g074600	15	25	1
OS04G0467300	Bo2g037780	26	19	1
OS04G0467300	Bo3g021410	27	19	1
OS04G0467300	Bo9g120980	28	20	1
OS04G0467400	Bo6g035840	46	14	1
OS04G0467700	Bo3g084170	72	44	1
OS04G0467700	Bo6g010970	33	29	1
OS04G0467700	Bo7g030480	14	20	1
OS04G0467700	Bo7g089120	76	36	1
OS04G0467901	Bo1g063730	42	22	1
OS04G0469000	Bo3g061370	45	42	1
OS04G0469000	Bo5g141330	39	29	1
OS04G0469000	Bo7g089160	43	28	1
OS04G0469300	Bo3g061370	33	34	1
OS04G0469300	Bo5g141330	33	27	1
OS04G0469300	Bo7g089160	35	24	1
OS04G0469500	Bo7g077940	61	67	0
OS04G0469800	Bo2g011840	48	48	0
OS04G0469800	Bo9g165940	48	48	0
OS04G0470100	Bo1g052930	86	86	0
OS04G0470100	Bo7g104990	86	86	0
OS04G0470300	Bo4g111280	23	46	1
OS04G0470300	Bo6g072800	37	36	1
OS04G0470300	Bo8g091690	37	36	1
OS04G0470500	Bo01278s020	27	25	1
OS04G0470500	Bo1g094260	27	29	1
OS04G0470500	Bo1g126060	12	24	1
OS04G0470500	Bo3g023350	18	24	1
OS04G0470500	Bo4g052120	27	29	1
OS04G0470500	Bo4g094390	20	20	1
OS04G0470500	Bo4g142510	24	28	1
OS04G0470500	Bo5g017020	24	27	1
OS04G0470500	Bo5g017050	21	28	1
OS04G0470500	Bo5g017070	19	31	1
OS04G0470500	Bo5g021420	26	14	1
OS04G0470500	Bo6g010640	28	30	1
OS04G0470500	Bo6g020950	20	25	1
OS04G0470500	Bo6g020960	19	32	1
OS04G0470500	Bo6g022360	15	29	1
OS04G0470500	Bo6g022390	23	21	1
OS04G0470500	Bo6g022400	25	29	1
OS04G0470500	Bo6g026220	26	29	1
OS04G0470500	Bo6g030620	11	28	1
OS04G0470500	Bo6g072390	13	28	1
OS04G0470500	Bo7g116260	26	27	1
OS04G0470500	Bo8g058410	14	32	1
OS04G0470500	Bo8g058490	14	37	1
OS04G0470500	Bo8g058500	23	26	1
OS04G0470500	Bo8g058530	24	28	1
OS04G0470500	Bo8g058550	18	28	1
OS04G0470500	Bo8g062620	22	30	1
OS04G0470500	Bo8g079520	26	28	1
OS04G0470500	Bo8g107600	25	29	1
OS04G0470500	Bo8g108270	28	29	1
OS04G0470500	Bo8g108280	28	29	1
OS04G0470500	Bo8g108350	15	28	1
OS04G0470500	Bo8g108360	25	15	1
OS04G0470500	Bo9g004320	14	30	1
OS04G0470500	Bo9g028470	23	31	1
OS04G0470500	Bo9g028510	26	27	1
OS04G0470500	Bo9g037010	23	32	1
OS04G0470500	Bo9g042300	16	25	1
OS04G0470500	Bo9g063000	17	24	1
OS04G0470500	Bo9g142380	18	29	1
OS04G0470700	Bo9g013910	14	47	0
OS04G0470700	Bo9g013920	39	51	0
OS04G0471100	Bo4g143750	32	17	1
OS04G0471300	Bo1g045270	19	12	1
OS04G0471300	Bo3g065490	18	18	1
OS04G0471300	Bo3g065510	18	11	1
OS04G0471300	Bo9g123650	21	23	1
OS04G0471400	Bo2g036450	15	27	1
OS04G0471400	Bo2g036460	17	22	1
OS04G0471400	Bo3g021130	15	24	1
OS04G0471400	Bo3g021150	17	23	1
OS04G0471400	Bo9g123680	17	22	1
OS04G0471400	Bo9g123700	14	26	1
OS04G0471700	Bo1g045230	19	36	0
OS04G0471700	Bo3g021100	23	36	0
OS04G0471700	Bo7g110920	20	36	0
OS04G0471700	Bo9g123740	22	33	0
OS04G0472200	Bo3g084370	44	45	1
OS04G0472300	Bo1g046580	50	49	1
OS04G0472300	Bo2g055100	31	44	1
OS04G0472300	Bo2g055110	9	46	1
OS04G0472300	Bo2g055120	18	50	1
OS04G0472300	Bo2g055130	14	40	1
OS04G0472300	Bo2g055250	39	47	1
OS04G0472300	Bo2g133620	39	37	1
OS04G0472300	Bo3g021530	50	25	1
OS04G0472300	Bo3g032280	47	27	1
OS04G0472300	Bo3g076060	42	41	1
OS04G0472300	Bo6g099090	48	47	1
OS04G0472300	Bo7g111020	48	45	1
OS04G0472300	Bo9g091160	46	46	1
OS04G0472300	Bo9g092670	47	46	1
OS04G0472300	Bo9g120610	51	49	1
OS04G0472500	Bo9g175720	44	44	1
OS04G0472900	Bo5g038700	43	36	0
OS04G0473025	Bo5g098630	13	7	0
OS04G0473025	Bo5g098640	13	13	0
OS04G0473025	Bo9g056120	50	39	0
OS04G0473150	Bo3g092010	23	9	0
OS04G0473400	Bo2g080880	68	65	0
OS04G0473400	Bo5g025550	68	65	0
OS04G0473400	Bo6g087300	64	69	0
OS04G0473400	Bo8g067880	67	63	0
OS04G0473400	Bo8g104340	69	65	0
OS04G0474300	Bo4g021740	41	34	1
OS04G0474500	Bo10534s010	1	4	1
OS04G0474500	Bo14804s010	6	20	1
OS04G0474500	Bo1g057300	44	25	1
OS04G0474500	Bo1g105240	27	20	1
OS04G0474500	Bo1g107100	24	39	1
OS04G0474500	Bo2g155820	18	22	1
OS04G0474500	Bo2g155840	28	19	1
OS04G0474500	Bo2g155870	30	18	1
OS04G0474500	Bo3g045170	7	10	1
OS04G0474500	Bo4g021750	24	35	1
OS04G0474500	Bo4g022760	40	12	1
OS04G0474500	Bo4g023800	43	8	1
OS04G0474500	Bo4g106290	42	44	1
OS04G0474500	Bo6g095780	16	35	1
OS04G0474500	Bo6g095790	21	24	1
OS04G0474500	Bo6g095800	0	0	1
OS04G0474500	Bo7g048570	0	0	1
OS04G0474500	Bo8g039420	41	22	1
OS04G0474500	Bo8g039530	39	23	1
OS04G0474500	Bo8g063740	41	22	1
OS04G0474500	Bo9g022660	0	0	1
OS04G0474700	Bo10534s010	1	4	1
OS04G0474700	Bo14804s010	6	24	1
OS04G0474700	Bo1g057300	39	25	1
OS04G0474700	Bo1g105240	24	21	1
OS04G0474700	Bo1g107100	21	41	1
OS04G0474700	Bo2g155820	15	22	1
OS04G0474700	Bo2g155840	26	20	1
OS04G0474700	Bo2g155870	27	19	1
OS04G0474700	Bo3g045170	8	12	1
OS04G0474700	Bo4g021750	20	34	1
OS04G0474700	Bo4g022760	37	13	1
OS04G0474700	Bo4g023800	37	8	1
OS04G0474700	Bo4g106290	35	43	1
OS04G0474700	Bo6g095780	12	31	1
OS04G0474700	Bo6g095790	19	25	1
OS04G0474700	Bo6g095800	1	4	1
OS04G0474700	Bo7g048570	2	7	1
OS04G0474700	Bo8g039420	36	23	1
OS04G0474700	Bo8g039530	35	24	1
OS04G0474700	Bo8g063740	35	22	1
OS04G0474700	Bo9g022660	1	3	1
OS04G0474800	Bo3g112280	54	41	1
OS04G0474800	Bo4g022780	52	41	1
OS04G0474800	Bo4g022790	53	41	1
OS04G0474800	Bo4g106260	53	40	1
OS04G0474800	Bo4g169230	52	39	1
OS04G0474800	Bo4g194980	53	39	1
OS04G0474800	Bo6g076810	41	37	1
OS04G0474800	Bo8g094890	53	40	1
OS04G0474800	Bo8g094900	53	40	1
OS04G0474800	Bo9g049870	53	41	1
OS04G0474900	Bo3g112280	54	54	1
OS04G0474900	Bo4g022780	53	53	1
OS04G0474900	Bo4g022790	53	53	1
OS04G0474900	Bo4g106260	53	52	1
OS04G0474900	Bo4g169230	53	52	1
OS04G0474900	Bo4g194980	53	51	1
OS04G0474900	Bo6g076810	44	52	1
OS04G0474900	Bo8g094890	53	52	1
OS04G0474900	Bo8g094900	53	52	1
OS04G0474900	Bo9g049870	53	53	1
OS04G0475250	Bo2g021900	14	22	0
OS04G0475250	Bo2g021910	12	15	0
OS04G0475300	Bo4g182300	31	37	1
OS04G0475500	Bo9g174110	40	37	1
OS04G0475600	Bo06486s010	15	43	1
OS04G0475600	Bo11245s010	16	44	1
OS04G0475600	Bo13207s010	14	42	1
OS04G0475600	Bo14089s010	16	42	1
OS04G0475600	Bo5g018190	42	41	1
OS04G0475600	Bo5g018200	44	44	1
OS04G0475600	Bo5g019230	41	41	1
OS04G0475600	Bo5g019270	45	44	1
OS04G0475600	Bo8g065930	47	41	1
OS04G0475600	Bo8g107010	47	46	1
OS04G0475600	Bo8g107020	44	44	1
OS04G0476000	Bo6g112190	39	43	1
OS04G0476100	Bo4g191620	85	57	0
OS04G0476400	Bo1g022360	23	11	1
OS04G0476600	Bo9g096910	45	31	1
OS04G0476700	Bo3g064110	58	32	1
OS04G0476700	Bo5g136650	55	30	1
OS04G0476700	Bo9g176840	60	32	1
OS04G0476800	Bo1g039240	25	31	1
OS04G0476800	Bo3g062220	9	34	1
OS04G0476800	Bo7g109710	25	32	1
OS04G0476800	Bo8g050430	25	32	1
OS04G0477000	Bo6g098450	43	42	1
OS04G0477000	Bo7g082680	34	37	1
OS04G0477200	Bo7g021380	44	32	1
OS04G0477300	Bo2g155230	1	2	0
OS04G0477300	Bo5g043100	27	12	0
OS04G0477300	Bo5g062590	1	1	0
OS04G0477300	Bo5g073060	1	1	0
OS04G0477300	Bo7g052860	27	12	0
OS04G0477300	Bo9g154540	6	6	0
OS04G0477500	Bo2g011870	69	69	0
OS04G0477500	Bo3g009810	69	69	0
OS04G0477500	Bo5g016390	67	67	0
OS04G0477500	Bo5g155040	66	67	0
OS04G0477500	Bo6g098480	66	65	0
OS04G0477500	Bo7g085690	70	70	0
OS04G0477500	Bo8g065120	69	68	0
OS04G0477500	Bo9g165890	69	69	0
OS04G0479000	Bo1g039250	65	42	1
OS04G0479100	Bo3g108210	16	29	1
OS04G0479200	Bo1g006610	82	73	1
OS04G0479200	Bo3g155640	81	82	1
OS04G0479200	Bo3g166960	81	83	1
OS04G0479200	Bo7g014940	78	79	1
OS04G0479300	Bo5g139750	35	31	1
OS04G0480100	Bo00285s220	23	48	0
OS04G0480100	Bo30735s010	8	61	0
OS04G0480100	Bo7g082640	44	43	0
OS04G0480100	Bo8g065130	39	41	0
OS04G0480100	Bo8g107770	42	42	0
OS04G0480200	Bo1g039260	36	36	0
OS04G0480200	Bo2g050860	37	37	0
OS04G0480200	Bo3g042740	39	39	0
OS04G0480200	Bo9g096970	39	38	0
OS04G0480300	Bo3g039720	32	26	1
OS04G0480300	Bo4g002420	33	24	1
OS04G0480400	Bo00641s070	22	26	1
OS04G0480400	Bo2g011860	35	16	1
OS04G0480400	Bo3g009800	36	35	1
OS04G0480400	Bo3g134580	27	23	1
OS04G0480400	Bo3g137240	25	19	1
OS04G0480400	Bo5g134890	23	19	1
OS04G0480400	Bo7g030380	24	20	1
OS04G0480400	Bo9g048710	8	9	1
OS04G0480400	Bo9g101060	29	18	1
OS04G0480900	Bo01311s010	40	42	1
OS04G0480900	Bo03047s010	15	43	1
OS04G0480900	Bo1g045210	33	44	1
OS04G0480900	Bo1g045250	43	40	1
OS04G0480900	Bo20866s010	10	50	1
OS04G0480900	Bo2g013240	41	43	1
OS04G0480900	Bo2g138930	36	42	1
OS04G0480900	Bo5g015320	47	46	1
OS04G0480900	Bo7g082410	48	48	1
OS04G0480900	Bo7g082420	45	47	1
OS04G0480900	Bo8g065220	37	46	1
OS04G0480900	Bo8g107610	36	48	1
OS04G0480900	Bo8g107620	10	47	1
OS04G0480900	Bo9g007800	40	46	1
OS04G0480900	Bo9g007810	6	39	1
OS04G0480900	Bo9g160160	42	44	1
OS04G0480900	Bo9g161910	6	41	1
OS04G0480900	Bo9g162920	13	28	1
OS04G0480900	Bo9g162930	19	33	1
OS04G0481000	Bo01311s010	42	32	1
OS04G0481000	Bo03047s010	20	41	1
OS04G0481000	Bo1g045210	34	33	1
OS04G0481000	Bo1g045250	47	31	1
OS04G0481000	Bo20866s010	14	50	1
OS04G0481000	Bo2g013240	44	34	1
OS04G0481000	Bo2g138930	41	34	1
OS04G0481000	Bo5g015320	51	36	1
OS04G0481000	Bo7g082410	51	36	1
OS04G0481000	Bo7g082420	49	36	1
OS04G0481000	Bo8g065220	48	43	1
OS04G0481000	Bo8g107610	35	34	1
OS04G0481000	Bo8g107620	14	47	1
OS04G0481000	Bo9g007800	42	35	1
OS04G0481000	Bo9g007810	7	33	1
OS04G0481000	Bo9g160160	44	34	1
OS04G0481000	Bo9g161910	0	0	1
OS04G0481000	Bo9g162920	7	11	1
OS04G0481000	Bo9g162930	26	32	1
OS04G0481200	Bo01311s010	39	45	1
OS04G0481200	Bo03047s010	15	46	1
OS04G0481200	Bo1g045210	31	45	1
OS04G0481200	Bo1g045250	41	42	1
OS04G0481200	Bo20866s010	9	51	1
OS04G0481200	Bo2g013240	38	44	1
OS04G0481200	Bo2g138930	33	43	1
OS04G0481200	Bo5g015320	46	50	1
OS04G0481200	Bo7g082410	45	49	1
OS04G0481200	Bo7g082420	43	48	1
OS04G0481200	Bo8g065220	37	50	1
OS04G0481200	Bo8g107610	33	48	1
OS04G0481200	Bo8g107620	11	58	1
OS04G0481200	Bo9g007800	37	47	1
OS04G0481200	Bo9g007810	5	39	1
OS04G0481200	Bo9g160160	38	44	1
OS04G0481200	Bo9g161910	6	45	1
OS04G0481200	Bo9g162920	13	30	1
OS04G0481200	Bo9g162930	19	35	1
OS04G0481300	Bo5g154020	62	60	1
OS04G0481400	Bo3g042750	57	33	1
OS04G0481400	Bo3g113570	56	32	1
OS04G0481500	Bo3g185250	45	29	1
OS04G0481500	Bo6g122310	50	54	1
OS04G0481600	Bo3g140130	34	42	1
OS04G0481600	Bo5g043830	34	42	1
OS04G0481800	Bo9g120410	9	31	1
OS04G0481900	Bo9g120410	10	33	1
OS04G0482300	Bo2g165450	38	34	1
OS04G0482300	Bo3g104690	38	37	1
OS04G0482300	Bo8g076850	34	35	1
OS04G0482700	Bo1g154760	51	54	1
OS04G0482700	Bo5g149940	52	46	1
OS04G0482800	Bo1g039330	61	57	1
OS04G0482800	Bo3g104670	62	58	1
OS04G0482800	Bo3g113500	9	55	1
OS04G0482800	Bo5g005780	6	39	1
OS04G0482800	Bo5g007020	30	40	1
OS04G0483200	Bo2g140680	50	50	0
OS04G0483200	Bo4g140400	54	54	0
OS04G0483200	Bo6g064650	33	60	0
OS04G0483200	Bo6g064660	18	40	0
OS04G0483200	Bo7g084530	51	51	0
OS04G0483500	Bo2g056120	54	54	0
OS04G0483500	Bo6g105180	57	57	0
OS04G0483500	Bo6g105190	15	53	0
OS04G0483600	Bo3g042790	63	63	1
OS04G0484800	Bo2g001230	61	62	0
OS04G0484800	Bo4g139460	60	61	0
OS04G0484900	Bo3g042810	88	89	0
OS04G0485000	Bo16842s010	19	84	0
OS04G0485000	Bo1g039350	81	82	0
OS04G0485000	Bo7g109770	81	81	0
OS04G0485000	Bo8g050460	81	38	0
OS04G0485100	Bo2g138870	58	35	0
OS04G0485100	Bo5g017520	65	67	0
OS04G0485100	Bo5g137950	21	44	0
OS04G0485100	Bo7g082350	69	69	0
OS04G0485100	Bo7g082360	58	62	0
OS04G0485100	Bo7g108170	15	41	0
OS04G0485100	Bo8g065480	14	45	0
OS04G0485200	Bo7g084420	38	44	1
OS04G0485300	Bo6g064730	77	76	0
OS04G0485300	Bo7g084410	75	74	0
OS04G0485300	Bo9g008230	75	74	0
OS04G0485400	Bo1g112310	67	34	1
OS04G0485400	Bo3g074540	15	69	1
OS04G0485400	Bo5g112460	66	68	1
OS04G0485400	Bo7g106300	44	52	1
OS04G0485700	Bo6g104030	49	10	1
OS04G0485800	Bo2g138860	30	31	1
OS04G0485800	Bo7g082340	32	33	1
OS04G0485800	Bo9g008220	25	30	1
OS04G0485800	Bo9g075980	31	34	1
OS04G0486400	Bo2g138840	55	53	1
OS04G0486400	Bo4g169490	11	47	1
OS04G0486400	Bo5g017510	56	54	1
OS04G0486400	Bo8g107400	56	54	1
OS04G0486500	Bo7g082330	40	80	1
OS04G0486500	Bo9g075970	84	83	1
OS04G0486600	Bo1g152180	90	80	0
OS04G0486600	Bo3g057250	90	89	0
OS04G0486600	Bo5g017500	89	88	0
OS04G0486600	Bo5g148380	89	89	0
OS04G0486600	Bo8g065470	89	88	0
OS04G0486600	Bo8g107420	83	78	0
OS04G0486800	Bo7g048560	50	50	1
OS04G0486900	Bo2g056070	58	52	1
OS04G0486900	Bo3g141270	59	54	1
OS04G0486900	Bo5g051860	41	42	1
OS04G0486900	Bo6g103990	59	52	1
OS04G0486900	Bo7g050120	58	53	1
OS04G0486950	Bo2g005280	72	72	1
OS04G0486950	Bo6g067140	14	34	1
OS04G0487100	Bo3g077340	68	68	0
OS04G0487100	Bo7g084330	60	60	0
OS04G0487300	Bo3g013860	41	33	1
OS04G0487300	Bo3g080130	56	46	1
OS04G0487300	Bo5g098100	54	44	1
OS04G0488000	Bo6g103970	57	56	1
OS04G0488100	Bo4g140560	21	18	1
OS04G0488100	Bo6g064780	21	23	1
OS04G0488200	Bo3g153040	49	37	1
OS04G0488400	Bo01129s030	49	55	0
OS04G0488400	Bo2g051350	67	67	0
OS04G0488400	Bo4g061100	63	63	0
OS04G0488400	Bo6g099320	66	66	0
OS04G0488400	Bo6g120900	52	61	0
OS04G0488500	Bo5g007680	54	46	1
OS04G0488600	Bo9g058840	60	67	1
OS04G0488700	Bo7g031130	45	50	1
OS04G0489100	Bo5g006960	44	39	1
OS04G0489100	Bo8g005800	44	28	1
OS04G0489600	Bo3g036400	21	38	1
OS04G0489600	Bo4g019620	27	32	1
OS04G0489600	Bo4g194080	25	31	1
OS04G0489600	Bo5g006980	28	30	1
OS04G0489600	Bo5g007030	31	31	1
OS04G0489800	Bo2g055940	42	43	1
OS04G0489800	Bo3g141280	43	45	1
OS04G0489800	Bo3g142960	41	43	1
OS04G0489800	Bo5g052370	40	42	1
OS04G0489800	Bo7g050100	42	43	1
OS04G0490000	Bo9g166070	32	11	0
OS04G0490100	Bo9g166070	56	35	0
OS04G0490300	Bo3g009680	52	9	1
OS04G0490300	Bo9g166060	55	9	1
OS04G0490400	Bo3g054930	62	60	1
OS04G0490600	Bo3g036490	70	50	0
OS04G0490600	Bo4g107910	64	43	0
OS04G0490600	Bo4g194150	70	51	0
OS04G0490600	Bo8g093220	69	52	0
OS04G0490700	Bo4g019670	33	19	1
OS04G0490700	Bo4g194160	40	43	1
OS04G0490700	Bo4g194180	11	33	1
OS04G0490700	Bo4g194200	8	38	1
OS04G0490700	Bo8g077440	29	37	1
OS04G0490800	Bo4g136170	74	75	0
OS04G0491100	Bo8g080480	14	16	1
OS04G0491200	Bo3g083980	16	21	0
OS04G0491200	Bo3g083990	4	10	0
OS04G0491200	Bo4g070320	17	21	0
OS04G0491350	Bo3g083980	27	24	0
OS04G0491350	Bo3g083990	11	22	0
OS04G0491350	Bo4g070320	26	23	0
OS04G0491500	Bo3g083980	33	35	0
OS04G0491500	Bo3g083990	12	28	0
OS04G0491500	Bo4g070320	34	36	0
OS04G0491700	Bo4g019720	69	69	1
OS04G0491700	Bo4g194280	67	66	1
OS04G0492100	Bo01477s020	35	65	1
OS04G0492100	Bo2g010610	54	47	1
OS04G0492100	Bo3g007230	54	48	1
OS04G0492100	Bo3g025240	68	58	1
OS04G0492100	Bo3g026430	49	44	1
OS04G0492100	Bo4g049490	41	41	1
OS04G0492100	Bo4g050810	15	54	1
OS04G0492100	Bo4g176260	70	59	1
OS04G0492100	Bo4g177510	51	47	1
OS04G0492100	Bo4g177520	12	19	1
OS04G0492100	Bo5g007100	66	56	1
OS04G0492100	Bo8g005850	66	56	1
OS04G0492300	Bo2g025150	60	61	0
OS04G0492400	Bo3g036540	65	64	1
OS04G0492400	Bo4g194270	65	65	1
OS04G0492500	Bo8g093240	28	8	0
OS04G0492600	Bo8g093240	54	19	0
OS04G0492800	Bo3g036530	47	39	1
OS04G0492800	Bo3g049810	48	54	1
OS04G0492800	Bo4g194250	49	45	1
OS04G0492800	Bo6g076460	47	46	1
OS04G0492800	Bo8g005880	49	64	1
OS04G0492800	Bo8g093270	46	46	1
OS04G0492800	Bo8g114840	41	58	1
OS04G0492800	Bo8g114850	37	68	1
OS04G0492800	Bo9g006490	49	63	1
OS04G0492900	Bo7g031030	48	52	1
OS04G0493000	Bo4g052140	38	29	0
OS04G0493000	Bo8g005920	39	30	0
OS04G0493000	Bo8g114810	37	29	0
OS04G0493300	Bo10162s010	16	33	1
OS04G0493300	Bo4g194470	23	30	1
OS04G0493300	Bo8g094420	20	25	1
OS04G0493300	Bo8g094440	16	28	1
OS04G0493400	Bo3g024590	56	48	1
OS04G0493400	Bo3g028270	49	43	1
OS04G0493400	Bo3g036640	54	43	1
OS04G0493400	Bo3g036650	49	46	1
OS04G0493400	Bo3g036660	56	48	1
OS04G0493400	Bo3g036670	34	28	1
OS04G0493400	Bo3g036680	24	40	1
OS04G0493400	Bo3g036710	45	37	1
OS04G0493400	Bo3g036730	44	36	1
OS04G0493400	Bo4g020920	45	36	1
OS04G0493400	Bo4g020930	44	37	1
OS04G0493400	Bo4g038660	51	51	1
OS04G0493400	Bo4g194450	50	44	1
OS04G0493400	Bo4g194460	47	38	1
OS04G0493400	Bo8g083650	52	47	1
OS04G0493400	Bo8g083670	59	58	1
OS04G0493400	Bo9g055720	44	40	1
OS04G0493600	Bo4g020900	34	24	1
OS04G0494100	Bo3g024590	54	58	1
OS04G0494100	Bo3g028270	48	52	1
OS04G0494100	Bo3g036640	55	55	1
OS04G0494100	Bo3g036650	47	55	1
OS04G0494100	Bo3g036660	55	59	1
OS04G0494100	Bo3g036670	33	34	1
OS04G0494100	Bo3g036680	19	39	1
OS04G0494100	Bo3g036710	46	47	1
OS04G0494100	Bo3g036730	42	44	1
OS04G0494100	Bo4g020920	44	45	1
OS04G0494100	Bo4g020930	44	46	1
OS04G0494100	Bo4g038660	45	57	1
OS04G0494100	Bo4g194450	47	52	1
OS04G0494100	Bo4g194460	46	47	1
OS04G0494100	Bo8g083650	48	53	1
OS04G0494100	Bo8g083670	49	61	1
OS04G0494100	Bo9g055720	44	50	1
OS04G0494600	Bo1g010390	55	57	1
OS04G0494600	Bo2g010390	56	57	1
OS04G0494600	Bo2g158650	54	56	1
OS04G0494600	Bo6g080240	55	56	1
OS04G0494600	Bo6g125680	54	55	1
OS04G0494600	Bo7g095920	35	41	1
OS04G0494600	Bo7g095960	54	56	1
OS04G0494600	Bo9g171260	54	51	1
OS04G0494800	Bo1g010390	53	55	1
OS04G0494800	Bo2g010390	55	57	1
OS04G0494800	Bo2g158650	53	55	1
OS04G0494800	Bo6g080240	54	56	1
OS04G0494800	Bo6g125680	55	56	1
OS04G0494800	Bo7g095920	34	40	1
OS04G0494800	Bo7g095960	53	54	1
OS04G0494800	Bo9g171260	53	51	1
OS04G0494900	Bo1g010390	52	54	1
OS04G0494900	Bo2g010390	54	55	1
OS04G0494900	Bo2g158650	52	54	1
OS04G0494900	Bo6g080240	54	55	1
OS04G0494900	Bo6g125680	54	55	1
OS04G0494900	Bo7g095920	32	38	1
OS04G0494900	Bo7g095960	51	53	1
OS04G0494900	Bo9g171260	52	50	1
OS04G0494950	Bo1g010390	0	0	1
OS04G0494950	Bo2g010390	0	0	1
OS04G0494950	Bo2g158650	0	0	1
OS04G0494950	Bo6g080240	0	0	1
OS04G0494950	Bo6g125680	0	0	1
OS04G0494950	Bo7g095920	0	0	1
OS04G0494950	Bo7g095960	0	0	1
OS04G0494950	Bo9g171260	0	0	1
OS04G0495000	Bo1g010390	53	54	1
OS04G0495000	Bo2g010390	53	54	1
OS04G0495000	Bo2g158650	52	53	1
OS04G0495000	Bo6g080240	52	53	1
OS04G0495000	Bo6g125680	53	53	1
OS04G0495000	Bo7g095920	35	40	1
OS04G0495000	Bo7g095960	53	53	1
OS04G0495000	Bo9g171260	51	48	1
OS04G0495300	Bo4g194420	46	45	1
OS04G0495400	Bo1g147270	8	13	1
OS04G0495400	Bo1g147280	25	26	1
OS04G0495400	Bo3g061350	8	13	1
