Gene stable ID	Oryza punctata gene stable ID	% identity	Oryza punctata % identity	Orthology confidence [0 low, 1 high]
OS05G0400700	OPUNC05G13840	100	100	1
OS05G0400800	OPUNC05G13850	95	39	1
OS05G0401000	OPUNC05G13870	98	98	1
OS05G0401100	OPUNC05G13880	92	52	1
OS05G0401300	OPUNC05G13890	81	80	0
OS05G0402300	OPUNC05G13910	85	97	1
OS05G0402700	OPUNC05G13940	77	89	1
OS05G0402700	OPUNC05G13960	77	89	1
OS05G0402800	OPUNC05G13950	75	99	1
OS05G0402800	OPUNC05G13970	98	58	1
OS05G0402900	OPUNC05G13990	95	96	1
OS05G0403000	OPUNC05G14010	95	95	1
OS05G0403100	OPUNC05G14040	64	32	1
OS05G0403300	OPUNC05G14020	97	96	1
OS05G0403400	OPUNC05G14060	92	92	1
OS05G0403600	OPUNC05G14070	90	90	1
OS05G0404000	OPUNC05G14080	79	55	1
OS05G0404400	OPUNC05G14090	96	92	1
OS05G0404600	OPUNC05G14100	98	47	1
OS05G0405000	OPUNC05G14140	97	88	1
OS05G0405400	OPUNC05G14150	91	43	1
OS05G0405500	OPUNC05G14160	79	89	1
OS05G0405900	OPUNC05G14180	88	95	1
OS05G0406000	OPUNC05G14190	80	40	1
OS05G0406100	OPUNC05G14200	95	80	1
OS05G0406800	OPUNC05G14220	97	96	1
OS05G0407100	OPUNC05G14230	76	36	1
OS05G0407200	OPUNC05G14240	97	97	1
OS05G0407500	OPUNC05G14250	97	91	1
OS05G0407900	OPUNC05G14260	86	85	1
OS05G0408200	OPUNC05G14270	94	95	1
OS05G0408300	OPUNC05G14280	58	98	1
OS05G0408800	OPUNC05G14290	76	94	1
OS05G0408900	OPUNC05G14300	98	98	1
OS05G0409000	OPUNC05G14310	89	96	1
OS05G0409100	OPUNC05G14320	89	96	1
OS05G0409300	OPUNC05G14340	91	84	1
OS05G0409400	OPUNC05G14360	85	95	1
OS05G0409500	OPUNC05G14370	79	87	1
OS05G0409800	OPUNC05G14390	85	84	1
OS05G0410200	OPUNC05G14400	92	92	1
OS05G0410500	OPUNC05G14410	91	87	1
OS05G0410800	OPUNC05G14420	84	35	1
OS05G0410900	OPUNC05G14430	97	98	1
OS05G0411100	OPUNC05G14440	94	94	1
OS05G0411200	OPUNC05G14450	92	92	1
OS05G0411300	OPUNC05G14460	96	96	1
OS05G0411600	OPUNC05G14470	92	91	1
OS05G0412000	OPUNC05G14480	71	89	1
OS05G0412800	OPUNC05G14490	95	96	1
OS05G0413000	OPUNC05G14500	88	89	1
OS05G0413200	OPUNC05G14510	100	100	1
OS05G0413400	OPUNC05G14520	80	79	1
OS05G0414200	OPUNC05G14540	68	26	1
OS05G0414300	OPUNC05G14550	63	77	1
OS05G0414700	OPUNC05G14580	97	93	1
OS05G0415200	OPUNC05G14590	96	46	1
OS05G0415400	OPUNC05G14600	65	67	1
OS05G0415600	OPUNC05G14620	50	67	1
OS05G0415700	OPUNC05G14610	95	90	1
OS05G0415800	OPUNC05G14630	88	83	1
OS05G0415900	OPUNC05G14640	88	34	1
OS05G0416400	OPUNC05G14650	12	43	0
OS05G0417100	OPUNC05G14670	90	90	1
OS05G0417200	OPUNC05G14680	84	82	1
OS05G0417300	OPUNC05G14690	94	94	1
OS05G0417600	OPUNC05G14700	69	78	1
OS05G0417700	OPUNC05G14710	71	85	1
OS05G0417900	OPUNC05G14720	82	77	1
OS05G0418000	OPUNC05G14730	100	100	1
OS05G0418500	OPUNC05G14750	62	18	1
OS05G0418800	OPUNC05G14760	54	64	0
OS05G0419000	OPUNC05G14770	83	86	1
OS05G0419100	OPUNC05G14790	99	99	1
OS05G0419200	OPUNC05G14810	95	73	1
OS05G0419500	OPUNC05G14830	98	99	1
OS05G0419600	OPUNC05G14840	91	91	1
OS05G0419800	OPUNC05G14850	95	92	1
OS05G0420200	OPUNC05G14860	86	85	1
OS05G0420300	OPUNC05G14870	62	64	1
OS05G0420500	OPUNC05G14880	86	83	1
OS05G0420600	OPUNC05G14890	100	100	1
OS05G0421100	OPUNC05G14910	84	86	1
OS05G0421300	OPUNC05G14920	99	97	0
OS05G0421600	OPUNC05G14940	87	65	1
OS05G0421900	OPUNC05G14950	93	92	1
OS05G0422200	OPUNC11G06940	12	13	0
OS05G0422300	OPUNC05G14970	82	71	1
OS05G0423200	OPUNC05G14990	89	86	1
OS05G0423500	OPUNC05G15010	89	89	1
OS05G0424000	OPUNC05G15020	97	98	1
OS05G0424300	OPUNC05G15030	90	89	1
OS05G0424700	OPUNC05G15040	83	85	1
OS05G0424800	OPUNC05G15050	91	98	1
OS05G0425000	OPUNC05G15060	74	92	1
OS05G0425700	OPUNC05G15070	98	98	1
OS05G0426066	OPUNC02G24810	55	31	1
OS05G0426100	OPUNC05G15080	85	84	1
OS05G0426200	OPUNC05G15090	91	77	1
OS05G0426300	OPUNC05G15140	90	91	1
OS05G0426400	OPUNC05G15150	95	47	1
OS05G0426800	OPUNC05G15180	74	77	1
OS05G0426800	OPUNC05G15240	74	77	1
OS05G0426900	OPUNC05G15190	78	78	1
OS05G0426900	OPUNC05G15250	78	78	1
OS05G0427100	OPUNC05G15200	87	77	1
OS05G0427100	OPUNC05G15260	87	77	1
OS05G0427200	OPUNC05G15210	92	68	1
OS05G0427200	OPUNC05G15270	92	68	1
OS05G0427400	OPUNC05G15280	97	97	1
OS05G0427900	OPUNC05G15300	89	58	1
OS05G0428100	OPUNC05G15310	97	84	1
OS05G0428400	OPUNC05G15330	92	89	1
OS05G0428600	OPUNC05G15340	95	96	1
OS05G0428700	OPUNC05G15380	94	63	1
OS05G0429000	OPUNC05G15390	69	92	1
OS05G0429400	OPUNC05G15410	86	82	1
OS05G0429500	OPUNC05G15420	91	61	1
OS05G0429700	OPUNC05G15430	99	99	1
OS05G0430200	OPUNC05G15450	90	83	1
OS05G0430300	OPUNC05G15460	98	97	1
OS05G0430400	OPUNC05G15470	91	89	1
OS05G0430700	OPUNC05G15490	99	99	1
OS05G0430800	OPUNC05G15500	94	92	0
OS05G0430900	OPUNC05G15510	90	91	1
OS05G0431700	OPUNC05G15530	83	91	1
OS05G0432200	OPUNC05G15540	95	95	1
OS05G0432400	OPUNC05G15550	97	81	1
OS05G0432500	OPUNC05G15560	96	71	1
OS05G0432600	OPUNC05G15570	97	96	1
OS05G0432700	OPUNC05G15580	88	86	1
OS05G0433100	OPUNC05G15590	89	61	1
OS05G0433400	OPUNC05G15600	65	19	1
OS05G0433800	OPUNC05G15630	93	11	1
OS05G0434600	OPUNC05G15650	53	58	1
OS05G0434800	OPUNC05G15650	71	72	1
OS05G0435300	OPUNC05G15670	81	77	1
OS05G0435400	OPUNC05G15680	93	93	0
OS05G0435700	OPUNC05G15690	90	93	1
OS05G0435800	OPUNC05G15700	87	96	1
OS05G0436100	OPUNC05G15730	84	86	1
OS05G0436400	OPUNC05G15740	98	68	0
OS05G0436900	OPUNC05G15750	85	85	1
OS05G0437100	OPUNC05G15760	79	52	1
OS05G0437200	OPUNC05G15780	97	97	1
OS05G0437300	OPUNC05G15790	96	98	1
OS05G0437401	OPUNC05G15800	91	86	1
OS05G0437500	OPUNC05G15810	94	92	1
OS05G0437700	OPUNC05G15820	70	67	1
OS05G0437900	OPUNC05G15840	98	98	1
OS05G0438500	OPUNC05G15860	97	97	1
OS05G0438600	OPUNC05G15870	41	15	0
OS05G0438800	OPUNC05G15890	100	47	1
OS05G0439000	OPUNC05G15900	66	64	1
OS05G0439300	OPUNC05G15910	93	93	1
OS05G0439400	OPUNC05G15920	99	99	1
OS05G0440000	OPUNC05G15940	87	92	1
OS05G0440250	OPUNC05G15950	77	43	1
OS05G0440800	OPUNC05G15960	96	85	1
OS05G0440900	OPUNC05G15970	89	73	1
OS05G0441400	OPUNC05G15980	91	93	1
OS05G0441750	OPUNC01G39030	55	15	1
OS05G0442000	OPUNC05G15990	89	89	1
OS05G0442400	OPUNC05G16000	85	40	0
OS05G0442700	OPUNC05G16010	83	88	1
OS05G0443300	OPUNC05G16030	98	98	1
OS05G0443500	OPUNC05G16050	98	96	1
OS05G0443800	OPUNC05G16060	79	49	1
OS05G0443900	OPUNC05G16070	57	79	1
OS05G0444200	OPUNC05G16080	85	85	1
OS05G0444300	OPUNC05G16090	84	56	0
OS05G0445100	OPUNC05G16110	95	95	1
OS05G0445500	OPUNC05G16120	77	96	1
OS05G0445500	OPUNC05G16160	71	84	1
OS05G0445800	OPUNC05G16190	90	93	1
OS05G0445900	OPUNC05G16180	93	24	0
OS05G0445900	OPUNC05G16200	97	27	0
OS05G0446000	OPUNC05G16180	72	43	0
OS05G0446000	OPUNC05G16200	68	43	0
OS05G0446500	OPUNC05G16190	86	88	1
OS05G0446550	OPUNC05G16180	100	6	0
OS05G0446550	OPUNC05G16200	100	6	0
OS05G0446800	OPUNC05G16210	96	97	1
OS05G0446900	OPUNC05G16220	87	87	1
OS05G0447000	OPUNC05G16230	97	91	1
OS05G0447200	OPUNC05G16240	90	93	1
OS05G0447500	OPUNC05G16250	98	31	1
OS05G0447580	OPUNC05G16250	78	16	1
OS05G0447660	OPUNC05G22920	22	9	1
OS05G0447700	OPUNC05G16260	91	89	1
OS05G0448300	OPUNC05G16270	90	89	1
OS05G0448675	OPUNC05G16280	63	40	0
OS05G0449200	OPUNC05G16290	94	94	1
OS05G0449500	OPUNC05G16300	95	92	1
OS05G0449600	OPUNC05G16310	97	50	1
OS05G0449900	OPUNC05G16320	87	87	1
OS05G0450300	OPUNC05G16330	78	42	1
OS05G0450600	OPUNC05G16340	83	98	1
OS05G0451100	OPUNC05G16350	96	97	1
OS05G0451300	OPUNC05G16360	90	83	1
OS05G0451900	OPUNC05G16380	97	57	1
OS05G0452800	OPUNC05G16410	91	91	1
OS05G0452900	OPUNC05G16420	90	98	1
OS05G0453300	OPUNC05G16430	45	38	1
OS05G0453500	OPUNC05G16440	90	24	1
OS05G0453700	OPUNC05G16460	74	85	1
OS05G0453900	OPUNC05G16470	83	87	1
OS05G0454200	OPUNC05G16490	89	90	1
OS05G0454500	OPUNC05G16510	89	59	1
OS05G0454800	OPUNC07G20870	33	54	1
OS05G0455200	OPUNC05G16530	95	90	1
OS05G0455400	OPUNC05G16540	86	50	1
OS05G0455500	OPUNC05G16550	99	97	1
OS05G0455600	OPUNC05G16560	98	87	0
OS05G0455700	OPUNC05G16570	96	85	1
OS05G0455900	OPUNC05G16580	95	70	1
OS05G0456100	OPUNC05G16600	62	42	1
OS05G0456300	OPUNC05G16590	90	36	1
OS05G0456500	OPUNC05G16610	92	97	0
OS05G0456900	OPUNC05G16620	93	93	1
OS05G0456925	OPUNC05G16630	90	95	1
OS05G0457000	OPUNC05G16650	70	80	1
OS05G0457600	OPUNC05G16690	86	85	1
OS05G0457700	OPUNC05G16700	95	88	1
OS05G0457800	OPUNC05G16710	87	88	1
OS05G0458000	OPUNC05G16720	87	84	1
OS05G0458100	OPUNC05G16730	98	98	1
OS05G0458200	OPUNC05G16750	75	82	1
OS05G0458300	OPUNC05G16760	97	96	1
OS05G0458400	OPUNC05G16770	92	92	1
OS05G0458500	OPUNC05G16780	90	92	1
OS05G0458500	OPUNC05G16790	93	96	1
OS05G0458600	OPUNC05G16780	90	92	1
OS05G0458600	OPUNC05G16790	93	96	1
OS05G0459000	OPUNC05G16800	96	90	1
OS05G0459400	OPUNC05G16830	93	91	1
OS05G0459700	OPUNC05G16850	93	93	1
OS05G0459900	OPUNC05G16860	100	100	1
OS05G0460000	OPUNC05G16870	86	99	1
OS05G0460200	OPUNC05G16880	100	100	1
OS05G0460600	OPUNC05G16900	95	89	1
OS05G0460700	OPUNC05G16910	48	58	0
OS05G0460800	OPUNC05G16920	92	94	1
OS05G0460900	OPUNC05G16930	68	69	1
OS05G0460900	OPUNC05G16960	68	69	1
OS05G0461000	OPUNC05G16940	100	100	1
OS05G0461000	OPUNC05G16970	100	100	1
OS05G0461200	OPUNC05G16950	25	43	1
OS05G0461200	OPUNC05G16980	62	62	1
OS05G0461300	OPUNC05G16990	99	99	1
OS05G0461400	OPUNC05G17010	91	91	1
OS05G0461600	OPUNC05G17020	87	92	1
OS05G0461900	OPUNC05G17040	91	77	1
OS05G0462000	OPUNC05G17060	95	98	1
OS05G0462200	OPUNC05G17070	87	85	1
OS05G0462500	OPUNC05G17090	79	92	1
OS05G0462600	OPUNC05G17110	84	75	1
OS05G0462900	OPUNC05G17140	66	73	0
OS05G0463000	OPUNC05G17150	81	81	1
OS05G0463300	OPUNC05G17160	77	76	1
OS05G0463500	OPUNC05G17170	38	9	0
OS05G0463800	OPUNC05G17180	98	71	0
OS05G0463900	OPUNC05G17190	97	35	1
OS05G0464100	OPUNC05G17200	81	50	1
OS05G0464200	OPUNC05G17230	92	90	1
OS05G0465000	OPUNC05G17250	93	95	1
OS05G0465100	OPUNC05G17260	96	96	1
OS05G0465400	OPUNC05G17270	91	92	1
OS05G0465800	OPUNC05G17280	95	93	1
OS05G0466100	OPUNC05G17300	82	84	1
OS05G0466200	OPUNC05G17310	96	96	1
OS05G0466800	OPUNC05G17340	79	78	1
OS05G0466900	OPUNC05G17350	95	75	1
OS05G0467000	OPUNC05G17370	95	94	1
OS05G0467300	OPUNC05G17380	90	92	1
OS05G0467400	OPUNC05G17390	73	74	1
OS05G0467501	OPUNC05G17400	70	63	1
OS05G0467600	OPUNC05G17410	73	15	0
OS05G0468100	OPUNC05G17420	75	13	1
OS05G0468500	OPUNC05G17430	96	95	1
OS05G0468600	OPUNC05G17440	90	95	1
OS05G0468700	OPUNC05G17450	99	99	1
OS05G0468800	OPUNC05G17460	91	94	1
OS05G0468900	OPUNC05G17480	87	87	1
OS05G0469800	OPUNC05G17490	99	96	1
OS05G0470000	OPUNC05G17510	88	88	1
OS05G0470700	OPUNC05G17540	97	97	1
OS05G0470800	OPUNC05G17550	96	96	1
OS05G0470900	OPUNC05G17570	72	79	1
OS05G0471000	OPUNC05G17580	84	92	1
OS05G0471350	OPUNC05G17590	88	88	1
OS05G0472000	OPUNC05G17610	92	95	1
OS05G0472200	OPUNC05G17630	80	84	1
OS05G0472300	OPUNC05G17640	79	96	1
OS05G0472400	OPUNC05G17650	77	78	1
OS05G0473000	OPUNC05G17660	96	95	1
OS05G0473300	OPUNC05G17670	61	68	1
OS05G0473401	OPUNC05G17680	96	95	1
OS05G0473500	OPUNC05G17690	98	88	1
OS05G0473900	OPUNC03G28560	93	94	1
OS05G0474400	OPUNC05G17710	99	55	1
OS05G0474600	OPUNC05G17720	94	32	1
OS05G0474700	OPUNC05G17730	88	86	1
OS05G0474800	OPUNC05G17740	75	75	1
OS05G0475300	OPUNC05G17760	66	87	1
OS05G0475400	OPUNC05G17770	98	75	0
OS05G0475700	OPUNC05G17790	95	96	1
OS05G0476000	OPUNC05G17800	76	77	1
OS05G0476100	OPUNC05G17810	91	91	1
OS05G0476200	OPUNC05G17820	98	89	1
OS05G0476350	OPUNC05G17840	91	91	1
OS05G0476400	OPUNC05G17860	86	86	1
OS05G0476700	OPUNC05G17870	92	65	1
OS05G0477200	OPUNC05G17890	59	65	1
OS05G0477300	OPUNC05G17900	100	77	1
OS05G0477500	OPUNC05G17920	67	66	1
OS05G0477600	OPUNC05G17930	98	98	1
OS05G0478000	OPUNC05G17940	77	76	1
OS05G0478200	OPUNC05G17960	74	91	1
OS05G0478300	OPUNC05G17970	94	81	1
OS05G0478400	OPUNC05G17980	68	77	1
OS05G0478700	OPUNC05G17990	84	87	1
OS05G0478800	OPUNC05G18030	34	24	0
OS05G0479700	OPUNC05G18050	66	41	1
OS05G0479900	OPUNC05G18060	71	88	1
OS05G0480000	OPUNC05G18070	94	95	1
OS05G0480200	OPUNC05G18080	90	27	1
OS05G0480400	OPUNC05G18090	98	98	1
OS05G0480600	OPUNC05G18100	97	91	1
OS05G0480700	OPUNC05G18120	97	97	1
OS05G0480800	OPUNC05G18130	23	47	0
OS05G0481000	OPUNC05G18140	94	85	1
OS05G0481100	OPUNC05G18150	89	89	1
OS05G0481400	OPUNC05G18160	88	88	1
OS05G0481500	OPUNC05G18170	97	96	1
OS05G0481800	OPUNC05G18200	86	82	1
OS05G0481900	OPUNC05G18210	95	94	1
OS05G0482400	OPUNC05G18260	94	95	1
OS05G0482501	OPUNC05G18270	82	83	1
OS05G0482600	OPUNC05G18280	89	100	1
OS05G0482700	OPUNC05G18290	96	98	1
OS05G0484000	OPUNC10G16260	37	27	1
OS05G0484700	OPUNC10G16260	42	27	1
OS05G0484800	OPUNC05G18350	88	90	1
OS05G0485000	OPUNC05G18360	96	94	1
OS05G0485300	OPUNC05G18370	98	97	0
OS05G0485400	OPUNC05G18380	91	92	1
OS05G0485800	OPUNC05G18420	46	55	1
OS05G0486100	OPUNC05G18450	91	45	1
OS05G0486200	OPUNC01G22900	94	59	1
OS05G0486200	OPUNC05G18470	94	59	1
OS05G0486300	OPUNC05G18480	68	30	1
OS05G0486600	OPUNC05G18560	82	90	1
OS05G0486700	OPUNC05G18570	99	99	1
OS05G0487100	OPUNC05G18600	36	46	1
OS05G0487300	OPUNC05G18610	89	94	1
OS05G0488500	OPUNC05G18620	73	73	1
OS05G0488600	OPUNC05G18630	98	98	1
OS05G0488800	OPUNC05G18640	85	85	1
OS05G0488900	OPUNC05G18650	86	79	1
OS05G0489000	OPUNC05G18660	96	94	1
OS05G0489100	OPUNC05G18670	89	90	1
OS05G0489200	OPUNC05G18690	46	84	1
OS05G0489500	OPUNC09G07150	20	58	0
OS05G0489600	OPUNC05G18700	100	94	1
OS05G0489700	OPUNC05G18710	82	71	1
OS05G0489800	OPUNC05G18720	85	82	1
OS05G0489900	OPUNC05G18730	96	90	1
OS05G0490000	OPUNC05G18740	91	81	1
OS05G0490100	OPUNC05G18750	100	100	1
OS05G0490200	OPUNC05G18760	85	94	1
OS05G0490300	OPUNC05G18770	76	97	1
OS05G0490400	OPUNC05G18780	89	88	1
OS05G0490500	OPUNC05G18790	88	63	1
OS05G0490600	OPUNC05G18800	84	75	1
OS05G0490700	OPUNC05G18810	95	92	1
OS05G0490800	OPUNC05G18820	98	66	1
OS05G0491000	OPUNC05G18830	88	80	1
OS05G0491100	OPUNC05G18840	100	100	1
OS05G0491200	OPUNC05G18850	81	77	0
OS05G0491400	OPUNC05G18860	68	82	1
OS05G0491500	OPUNC05G18870	97	93	1
OS05G0491700	OPUNC05G18900	71	72	1
OS05G0491900	OPUNC11G02060	30	16	0
OS05G0492000	OPUNC05G18920	91	91	1
OS05G0492200	OPUNC01G33430	48	49	0
OS05G0492600	OPUNC01G33430	49	27	0
OS05G0493100	OPUNC05G18960	73	88	1
OS05G0493500	OPUNC05G18980	73	79	1
OS05G0493600	OPUNC05G18990	47	45	1
OS05G0493800	OPUNC05G19000	87	80	1
OS05G0494000	OPUNC05G19020	97	97	1
OS05G0494100	OPUNC05G19030	87	87	0
OS05G0494200	OPUNC05G19040	66	92	1
OS05G0494600	OPUNC05G19060	89	90	1
OS05G0494700	OPUNC05G19070	74	80	1
OS05G0494900	OPUNC05G19080	94	20	1
OS05G0495000	OPUNC05G19090	81	78	1
OS05G0495100	OPUNC05G19100	97	98	1
OS05G0495200	OPUNC05G19110	90	90	0
OS05G0495600	OPUNC05G19130	86	87	1
OS05G0495700	OPUNC05G19140	95	96	1
OS05G0495900	OPUNC05G19150	96	65	1
OS05G0496100	OPUNC05G19160	87	82	1
OS05G0496200	OPUNC05G19170	95	94	1
OS05G0496400	OPUNC05G19180	87	64	1
OS05G0496500	OPUNC05G19190	98	99	1
OS05G0497150	OPUNC05G19210	92	36	1
OS05G0497200	OPUNC05G19220	92	92	1
OS05G0497300	OPUNC05G19230	97	97	1
OS05G0497500	OPUNC05G19240	85	79	1
OS05G0498700	OPUNC05G19270	93	89	0
OS05G0498800	OPUNC08G11150	41	53	1
OS05G0498800	OPUNC08G11230	62	41	1
OS05G0498900	OPUNC05G19280	80	54	1
OS05G0499400	OPUNC05G19300	91	82	1
OS05G0499500	OPUNC05G19310	77	74	1
OS05G0499800	OPUNC05G19320	84	84	1
OS05G0500000	OPUNC05G19320	83	83	1
OS05G0500200	OPUNC05G19320	0	0	1
OS05G0500400	OPUNC05G19390	84	83	1
OS05G0500450	OPUNC05G19400	95	94	1
OS05G0500500	OPUNC05G19410	90	89	1
OS05G0500600	OPUNC05G19420	85	85	1
OS05G0500700	OPUNC05G19430	83	86	1
OS05G0500900	OPUNC05G19440	94	94	1
OS05G0501300	OPUNC05G19460	96	95	1
OS05G0501400	OPUNC05G19470	93	87	1
OS05G0501600	OPUNC05G19480	87	87	1
OS05G0501700	OPUNC05G19490	92	93	1
OS05G0501800	OPUNC05G19500	68	71	1
OS05G0502000	OPUNC05G19520	95	93	1
OS05G0502200	OPUNC05G19530	96	96	1
OS05G0502500	OPUNC05G19540	88	85	1
OS05G0502700	OPUNC05G19550	91	88	1
OS05G0502800	OPUNC05G19560	85	82	1
OS05G0502800	OPUNC07G22430	47	89	1
OS05G0503000	OPUNC05G19570	85	98	0
OS05G0503100	OPUNC05G19580	86	84	1
OS05G0503300	OPUNC02G00690	79	99	1
OS05G0503300	OPUNC05G19590	92	97	1
OS05G0505900	OPUNC05G19670	75	90	1
OS05G0506000	OPUNC05G19680	95	96	1
OS05G0506450	OPUNC01G16320	70	28	1
OS05G0506600	OPUNC05G19750	87	87	1
OS05G0506800	OPUNC05G19770	92	92	1
OS05G0506900	OPUNC05G19780	88	32	1
OS05G0507000	OPUNC05G19790	90	62	1
OS05G0507300	OPUNC05G19800	91	78	1
OS05G0508300	OPUNC05G19810	95	94	1
OS05G0508400	OPUNC05G19820	97	97	1
OS05G0508500	OPUNC05G19840	89	88	1
OS05G0508700	OPUNC05G19850	70	43	0
OS05G0508800	OPUNC05G19870	99	99	1
OS05G0509200	OPUNC05G19880	77	100	1
OS05G0509300	OPUNC05G19890	84	43	1
OS05G0509400	OPUNC05G19900	97	95	1
OS05G0509500	OPUNC05G19910	94	94	1
OS05G0509700	OPUNC05G19920	75	74	1
OS05G0509800	OPUNC05G19930	91	99	1
OS05G0509900	OPUNC05G19940	94	99	1
OS05G0510100	OPUNC05G19950	89	90	1
OS05G0510200	OPUNC05G19960	97	98	1
OS05G0510300	OPUNC05G19970	85	89	1
OS05G0510400	OPUNC05G19980	94	94	1
OS05G0510600	OPUNC05G19990	90	87	1
OS05G0510700	OPUNC05G20070	88	77	0
OS05G0510800	OPUNC05G20060	96	99	1
OS05G0511050	OPUNC05G20050	89	59	1
OS05G0511300	OPUNC05G20040	85	90	0
OS05G0511400	OPUNC05G20030	97	80	1
OS05G0511500	OPUNC05G20020	93	94	0
OS05G0511700	OPUNC05G20010	89	86	1
OS05G0512000	OPUNC05G20000	92	91	1
OS05G0512200	OPUNC05G20080	89	79	1
OS05G0512301	OPUNC05G20090	90	85	1
OS05G0512400	OPUNC05G20100	78	81	1
OS05G0512500	OPUNC05G20110	99	99	1
OS05G0512600	OPUNC05G20120	96	95	1
OS05G0513100	OPUNC05G20130	77	73	1
OS05G0513200	OPUNC05G20140	92	92	1
OS05G0513300	OPUNC05G20150	93	62	1
OS05G0513350	OPUNC05G20150	100	10	1
OS05G0513400	OPUNC05G20160	93	82	1
OS05G0513600	OPUNC05G20170	71	69	1
OS05G0513700	OPUNC05G20180	89	60	1
OS05G0513800	OPUNC05G20190	100	100	1
OS05G0513800	OPUNC05G20210	100	100	1
OS05G0513900	OPUNC05G20200	85	21	1
OS05G0514200	OPUNC05G20220	93	92	1
OS05G0514250	OPUNC01G06580	44	37	1
OS05G0514300	OPUNC05G20230	95	98	1
OS05G0514400	OPUNC05G20240	75	73	1
OS05G0514500	OPUNC05G20250	79	67	1
OS05G0514600	OPUNC05G20260	79	55	1
OS05G0514800	OPUNC05G20270	78	84	1
OS05G0515200	OPUNC05G20290	90	88	1
OS05G0515400	OPUNC05G20300	93	85	1
OS05G0515500	OPUNC05G20320	89	90	1
OS05G0515600	OPUNC05G20320	85	86	1
OS05G0516600	OPUNC05G20330	88	99	0
OS05G0516700	OPUNC05G20350	83	87	1
OS05G0516800	OPUNC05G20360	99	98	1
OS05G0516900	OPUNC05G20370	88	82	1
OS05G0517100	OPUNC05G20380	66	67	0
OS05G0517200	OPUNC05G20390	96	96	1
OS05G0517400	OPUNC05G20400	89	87	1
OS05G0517500	OPUNC05G20410	88	86	1
OS05G0517600	OPUNC05G20420	88	70	0
OS05G0517900	OPUNC05G20430	96	79	1
OS05G0518200	OPUNC05G20440	77	92	1
OS05G0518300	OPUNC05G20450	98	98	1
OS05G0518600	OPUNC05G20470	84	20	1
OS05G0518800	OPUNC05G20490	74	69	1
OS05G0519000	OPUNC05G20510	76	80	1
OS05G0519200	OPUNC05G20520	96	96	1
OS05G0519300	OPUNC05G20530	78	81	1
OS05G0519400	OPUNC05G20540	90	91	1
OS05G0519500	OPUNC05G20550	97	97	1
OS05G0519600	OPUNC08G15670	91	92	1
OS05G0519700	OPUNC05G20560	99	99	1
OS05G0519800	OPUNC05G20570	79	94	1
OS05G0519900	OPUNC05G20580	89	95	1
OS05G0520200	OPUNC05G20600	94	46	1
OS05G0520300	OPUNC05G20610	88	88	1
OS05G0520600	OPUNC05G20640	90	92	1
OS05G0521300	OPUNC05G20670	94	83	1
OS05G0521500	OPUNC05G20710	94	92	1
OS05G0521600	OPUNC05G20720	96	96	1
OS05G0521900	OPUNC05G20730	82	83	1
OS05G0522500	OPUNC05G20740	96	95	1
OS05G0522600	OPUNC05G20750	93	87	1
OS05G0522700	OPUNC05G20760	70	87	1
OS05G0523300	OPUNC05G20790	85	84	1
OS05G0524200	OPUNC05G20810	90	93	0
OS05G0524300	OPUNC05G20820	75	97	1
OS05G0524400	OPUNC05G20830	98	98	1
OS05G0524500	OPUNC01G01370	54	70	0
OS05G0524550	OPUNC01G01380	57	70	1
OS05G0524600	OPUNC01G01380	0	0	1
OS05G0524800	OPUNC01G01380	58	68	1
OS05G0525000	OPUNC05G20840	71	9	1
OS05G0525400	OPUNC05G20840	91	8	1
OS05G0526300	OPUNC05G20860	92	42	1
OS05G0526400	OPUNC05G20870	94	90	1
OS05G0526600	OPUNC05G20880	97	98	1
OS05G0526700	OPUNC05G20890	83	84	1
OS05G0526900	OPUNC05G20910	92	45	1
OS05G0527200	OPUNC05G20930	47	34	1
OS05G0527200	OPUNC05G21920	64	36	1
OS05G0528900	OPUNC05G20940	97	98	1
OS05G0529000	OPUNC05G20950	99	99	1
OS05G0529200	OPUNC05G20960	94	95	1
OS05G0529300	OPUNC05G20970	94	100	1
OS05G0529400	OPUNC05G20980	96	96	1
OS05G0529600	OPUNC05G21000	92	91	1
OS05G0529700	OPUNC05G21010	81	70	1
OS05G0529900	OPUNC05G21020	88	77	1
OS05G0530300	OPUNC05G21040	93	93	1
OS05G0530400	OPUNC05G21050	86	87	1
OS05G0530500	OPUNC05G21060	99	98	1
OS05G0530701	OPUNC05G21070	90	90	1
OS05G0531100	OPUNC05G21090	58	22	1
OS05G0531200	OPUNC05G21100	89	90	1
OS05G0531400	OPUNC05G21110	90	93	1
OS05G0531500	OPUNC05G21120	91	95	1
OS05G0532500	OPUNC05G21140	94	93	1
OS05G0532600	OPUNC05G21150	93	26	1
OS05G0532800	OPUNC05G21160	87	85	1
OS05G0533100	OPUNC05G21180	81	59	0
OS05G0533301	OPUNC05G21190	88	47	1
OS05G0533400	OPUNC05G21210	82	42	1
OS05G0533500	OPUNC05G21220	96	94	1
OS05G0533600	OPUNC05G21230	94	96	1
OS05G0533700	OPUNC05G21240	88	89	1
OS05G0533800	OPUNC05G21250	75	50	1
OS05G0533900	OPUNC05G21260	90	89	0
OS05G0534000	OPUNC05G21270	93	42	1
OS05G0534100	OPUNC05G21280	45	62	1
OS05G0534400	OPUNC05G21290	61	89	1
OS05G0534500	OPUNC05G21300	84	87	1
