Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	% identity	Beta vulgaris subsp. vulgaris % identity	Orthology confidence [0 low, 1 high]
OS04G0433800	BVRB_9g219470	48.843	47.7383	1
OS04G0433900	BVRB_4g086070	23.4996	17.0425	1
OS04G0434300	BVRB_1g001450	63.6071	63.9159	0
OS04G0434500	BVRB_2g046720	11.2676	32.3232	1
OS04G0434600	BVRB_1g007500	57.3574	51.2064	1
OS04G0434800	BVRB_1g007470	68.2451	66.0377	0
OS04G0434900	BVRB_4g078670	37.3494	22.963	1
OS04G0435100	BVRB_4g078660	77.9245	80.8219	1
OS04G0435500	BVRB_1g010190	58.8679	58.427	1
OS04G0435700	BVRB_4g097290	70.4194	69.9561	1
OS04G0436300	BVRB_1g007430	49.8294	28.7402	0
OS04G0436300	BVRB_4g078260	44.0273	25.2941	0
OS04G0436300	BVRB_4g078270	45.0512	25.7812	0
OS04G0436800	BVRB_1g010620	41.7015	42.7754	1
OS04G0437000	BVRB_8g190180	46	48.1675	1
OS04G0437300	BVRB_6g132670	34.7418	35.4916	1
OS04G0437500	BVRB_7g171430	46.9388	31.8339	1
OS04G0437600	BVRB_6g132530	40.5367	44.3586	1
OS04G0438300	BVRB_1g010830	47.0948	48.5804	1
OS04G0438400	BVRB_1g020730	44.5623	31.0536	1
OS04G0438400	BVRB_3g065730	28.382	48.4163	1
OS04G0438400	BVRB_6g132970	46.6843	32.4723	1
OS04G0438500	BVRB_9g208430	62.1701	61.8076	1
OS04G0438600	BVRB_1g010870	28.5714	24.0343	1
OS04G0438600	BVRB_1g010890	29.0816	21.4286	1
OS04G0439100	BVRB_1g001780	47.3361	39.2523	1
OS04G0439200	BVRB_1g001780	46.2687	31.6058	1
OS04G0439300	BVRB_4g084150	58.8235	13.1387	1
OS04G0439400	BVRB_4g084150	68.5714	10.5109	1
OS04G0439600	BVRB_1g001690	36.3747	43.6496	1
OS04G0439900	BVRB_1g001720	45.4545	41.7559	1
OS04G0440000	BVRB_7g156830	41.6413	44.0514	1
OS04G0440100	BVRB_1g012660	42.998	43.34	1
OS04G0441600	BVRB_1g012690	31.0651	30.8824	1
OS04G0441900	BVRB_4g077570	70.4248	72.437	0
OS04G0441900	BVRB_7g160690	16.9935	34.7826	0
OS04G0442000	BVRB_6g145940	61.367	62.6707	1
OS04G0442100	BVRB_4g078010	39.0181	34.4749	1
OS04G0442200	BVRB_6g146050	60.334	60.9705	0
OS04G0443000	BVRB_6g145210	61.2156	60.3424	1
OS04G0443200	BVRB_7g163620	25.4545	25.3012	1
OS04G0443500	BVRB_1g012720	69.0962	67.5214	1
OS04G0443700	BVRB_4g078110	29.2162	30.2956	1
OS04G0443900	BVRB_7g178420	63.4354	63.8699	1
OS04G0444200	BVRB_8g198710	61.9632	62.6357	1
OS04G0444200	BVRB_8g199830	59.9693	61.1894	1
OS04G0444400	BVRB_3g059500	46.2343	41.1546	0
OS04G0444400	BVRB_3g068180	42.4686	19.6135	0
OS04G0444400	BVRB_3g070110	38.0753	40	0
OS04G0444400	BVRB_5g119200	48.954	47.0825	0
OS04G0444400	BVRB_5g125220	17.5732	42.2111	0
OS04G0444600	BVRB_5g105640	83.2941	84.0855	1
OS04G0444600	BVRB_9g204780	84.4706	85.2732	1
OS04G0444800	BVRB_6g146120	53.2982	54.5209	1
OS04G0444900	BVRB_6g145570	64.4531	64.9606	1
OS04G0445100	BVRB_1g007410	39.0698	48.8372	1
OS04G0445200	BVRB_1g019040	30.5195	43.9252	0
OS04G0445200	BVRB_2g034450	48.7013	76.5306	0
OS04G0445400	BVRB_5g103190	34.8485	34.5	1
OS04G0445600	BVRB_7g169560	32.6139	26.3056	1
OS04G0445700	BVRB_003100	79.6537	77.9661	0
OS04G0445800	BVRB_009470	42.6357	55.5556	1
OS04G0445800	BVRB_7g169750	79.0698	79.6875	1
OS04G0446000	BVRB_005000	56.6038	14.1509	1
OS04G0446100	BVRB_6g139280	33.9623	35.5476	1
OS04G0446200	BVRB_001300	45.9677	30.3191	1
OS04G0446300	BVRB_2g031270	63.0208	62.6943	1
OS04G0446500	BVRB_3g055630	37.7143	44.3946	1
OS04G0447100	BVRB_7g169930	62.6884	54.476	1
OS04G0447400	BVRB_1g023250	34.2975	76.4977	0
OS04G0447400	BVRB_6g131740	69.0083	65.748	0
OS04G0447400	BVRB_6g131770	76.4463	74.4467	0
OS04G0447400	BVRB_6g131780	76.8595	74.8491	0
OS04G0447400	BVRB_8g188810	79.3388	76.494	0
OS04G0447400	BVRB_9g214920	80.3719	77.9559	0
OS04G0447500	BVRB_6g155970	47.7477	49.0741	0
OS04G0447600	BVRB_6g155970	49.226	49.0741	0
OS04G0447700	BVRB_6g155970	47.3389	52.1605	0
OS04G0447800	BVRB_1g023250	33.8	77.8802	0
OS04G0447800	BVRB_6g131740	70.4	69.2913	0
OS04G0447800	BVRB_6g131770	69.4	69.8189	0
OS04G0447800	BVRB_6g131780	69	69.4165	0
OS04G0447800	BVRB_8g188810	68.8	68.5259	0
OS04G0447800	BVRB_9g214920	69.8	69.9399	0
OS04G0447900	BVRB_8g185410	24.4755	20.1149	1
OS04G0448000	BVRB_4g088970	46.7181	31.5104	1
OS04G0448000	BVRB_4g089000	47.1042	28.3721	1
OS04G0448000	BVRB_4g089010	50.9653	29.7297	1
OS04G0448000	BVRB_8g185230	52.8958	31.3501	1
OS04G0448100	BVRB_1g000390	39.3258	33.4395	1
OS04G0448200	BVRB_1g000410	20.4724	20.934	1
OS04G0448200	BVRB_1g013680	19.685	20.5255	1
OS04G0448300	BVRB_4g078130	51.1013	50.7659	1
OS04G0448600	BVRB_1g007560	59.893	60.8696	0
OS04G0448800	BVRB_5g113180	73.6111	70.2918	1
OS04G0448900	BVRB_003210	65.2504	63.7037	0
OS04G0448950	BVRB_003210	46.5409	10.963	0
OS04G0449000	BVRB_6g153480	63.3117	66.1017	1
OS04G0449400	BVRB_009270	57.3276	31.1475	1
OS04G0449500	BVRB_003450	55.9177	56.8935	1
OS04G0450000	BVRB_1g008150	24.6446	25.2427	1
OS04G0450100	BVRB_1g008020	57.551	58.9958	1
OS04G0450200	BVRB_9g212220	55.4795	40.099	1
OS04G0450300	BVRB_1g008260	23.3038	24.9211	1
OS04G0450300	BVRB_1g008270	17.9941	20.3333	1
OS04G0450300	BVRB_1g008280	27.1386	23.2323	1
OS04G0450300	BVRB_1g008300	28.9086	24.1379	1
OS04G0450300	BVRB_4g094390	29.2035	28.2857	1
OS04G0450300	BVRB_5g125620	19.174	21.1726	1
OS04G0450300	BVRB_6g138820	28.3186	29.4479	1
OS04G0450400	BVRB_1g008340	17.1367	20.9549	1
OS04G0450400	BVRB_6g138790	19.0889	22.2222	1
OS04G0450500	BVRB_1g000150	30.6773	17.6201	1
OS04G0450800	BVRB_042900	90.1235	53.6765	0
OS04G0450900	BVRB_6g138560	27.6596	21.1726	1
OS04G0451100	BVRB_6g134830	47.1698	48.7805	1
OS04G0451200	BVRB_1g008780	50.7128	51.5528	1
OS04G0451200	BVRB_1g008800	51.5275	52.2727	1
OS04G0451200	BVRB_1g008810	50.5092	51.4523	1
OS04G0451200	BVRB_1g008820	50.1018	51.0373	1
OS04G0451200	BVRB_1g008830	52.7495	52.8571	1
OS04G0451200	BVRB_1g008840	46.0285	51.1312	1
OS04G0451200	BVRB_1g008850	51.1202	50.503	1
OS04G0451200	BVRB_3g063470	38.6965	34.4828	1
OS04G0451200	BVRB_6g134890	40.3259	47.8261	1
OS04G0451200	BVRB_6g134900	47.8615	48.0573	1
OS04G0451200	BVRB_9g215250	47.0468	47.5309	1
OS04G0451200	BVRB_9g215360	25.8656	54.2735	1
OS04G0452000	BVRB_1g009080	64.4366	65.3571	1
OS04G0452000	BVRB_9g215060	69.0141	69.5035	1
OS04G0452100	BVRB_1g009090	48.6034	12.7007	0
OS04G0452400	BVRB_6g135050	83.9237	83.6957	1
OS04G0452400	BVRB_9g215030	84.1962	84.1962	1
OS04G0452500	BVRB_1g009160	43.7284	44.0835	1
OS04G0453266	BVRB_1g009250	50.8475	13.8249	1
OS04G0453950	BVRB_1g017200	6.08696	10.0719	1
OS04G0455600	BVRB_1g009290	54.7541	60.0719	1
OS04G0455600	BVRB_6g135170	60.6557	62.5	1
OS04G0455800	BVRB_3g052570	75.6544	74.8705	1
OS04G0455900	BVRB_1g009460	77.592	60.1036	1
OS04G0456200	BVRB_6g135300	45.1087	47.1591	0
OS04G0456200	BVRB_6g135310	41.8478	41.3979	0
OS04G0456200	BVRB_6g135320	43.4783	47.9042	0
OS04G0456300	BVRB_6g135300	56.701	31.25	0
OS04G0456300	BVRB_6g135310	54.6392	28.4946	0
OS04G0456300	BVRB_6g135320	52.5773	30.5389	0
OS04G0456700	BVRB_6g135300	46.114	50.5682	0
OS04G0456700	BVRB_6g135310	47.1503	48.9247	0
OS04G0456700	BVRB_6g135320	44.0415	50.8982	0
OS04G0456900	BVRB_4g071090	38.9381	27.907	1
OS04G0457000	BVRB_005040	76.9841	72.9323	1
OS04G0457200	BVRB_6g135610	42.6791	48.7544	1
OS04G0457300	BVRB_1g001860	25.2101	17.192	1
OS04G0457300	BVRB_1g001880	24.3697	15.7609	1
OS04G0457300	BVRB_8g193110	4.20168	11.7647	1
OS04G0457800	BVRB_1g021420	73.4076	84.4322	0
OS04G0458200	BVRB_8g190240	53.7178	56.3694	1
OS04G0458300	BVRB_2g047220	50	51.0753	1
OS04G0458600	BVRB_2g047220	46.9613	45.6989	1
OS04G0458900	BVRB_5g122660	42.4296	37.7152	0
OS04G0458900	BVRB_5g122680	42.4296	37.7152	0
OS04G0459000	BVRB_2g046570	84.1938	84.8	1
OS04G0459500	BVRB_4g094590	81.0945	81.2968	0
OS04G0459600	BVRB_6g154130	33.6634	68	1
OS04G0459700	BVRB_5g126690	60.2317	61.1765	1
OS04G0459800	BVRB_6g145980	58.9918	55.2296	1
OS04G0459900	BVRB_2g046640	64.7191	63.1579	1
OS04G0460200	BVRB_2g040170	45.4774	43.1981	1
OS04G0460200	BVRB_2g046750	46.2312	43.8095	1
OS04G0460200	BVRB_2g046760	46.2312	44.1247	1
OS04G0460200	BVRB_5g120840	41.7085	40.6863	1
OS04G0460200	BVRB_9g212950	42.7136	41.1622	1
OS04G0460200	BVRB_9g222370	43.7186	40.7494	1
OS04G0460200	BVRB_9g222390	27.8894	35.4633	1
OS04G0460200	BVRB_9g222410	43.2161	40.281	1
OS04G0460300	BVRB_2g040170	0	0	1
OS04G0460300	BVRB_2g046750	0	0	1
OS04G0460300	BVRB_2g046760	0	0	1
OS04G0460300	BVRB_5g120840	0	0	1
OS04G0460300	BVRB_9g212950	0	0	1
OS04G0460300	BVRB_9g222370	0	0	1
OS04G0460300	BVRB_9g222390	0	0	1
OS04G0460300	BVRB_9g222410	0	0	1
OS04G0460400	BVRB_6g153570	62.5	62.5	0
OS04G0460500	BVRB_1g002960	57.5893	56.087	1
OS04G0460600	BVRB_2g046950	41.691	44.1358	1
OS04G0460600	BVRB_5g114390	46.6472	44.3213	1
OS04G0461000	BVRB_2g040370	53.6232	41.573	0
OS04G0461100	BVRB_2g026700	44.2623	46.2857	1
OS04G0461300	BVRB_9g222000	69.3333	21.8487	0
OS04G0461300	BVRB_9g222010	68	49.5146	0
OS04G0461800	BVRB_4g075700	41.6567	39.5667	1
OS04G0462300	BVRB_6g142220	51.1765	51.7857	1
OS04G0462400	BVRB_6g155770	62.3874	63.5321	1
OS04G0462500	BVRB_2g026600	87.4046	86.4151	1
OS04G0462500	BVRB_6g155820	82.0611	82.0611	1
OS04G0462600	BVRB_6g144360	45.2632	66.6667	1
OS04G0462900	BVRB_6g146320	67.9054	71.7857	1
OS04G0463000	BVRB_1g005410	46.0389	46.7375	1
OS04G0463000	BVRB_2g039200	47.3842	47.8852	1
OS04G0463200	BVRB_9g221970	20.132	19.2429	1
OS04G0463400	BVRB_8g185590	72.2222	74.5902	1
OS04G0463500	BVRB_3g065460	53.4722	59.2308	1
OS04G0463700	BVRB_2g026030	30.581	35.2113	1
OS04G0463700	BVRB_5g116020	39.4495	35.1499	1
OS04G0463800	BVRB_2g036010	47.1969	46.4103	1
OS04G0464200	BVRB_5g116230	71.0891	71.3718	1
OS04G0464200	BVRB_5g116250	69.1089	69.8	1
OS04G0464200	BVRB_7g178050	38.8119	72.3247	1
OS04G0464400	BVRB_2g035420	36.1156	38.9273	1
OS04G0464500	BVRB_8g185480	55.627	56.5359	1
OS04G0464500	BVRB_9g225450	45.0161	34.0633	1
OS04G0464600	BVRB_5g102100	30.5136	26.7905	1
OS04G0464800	BVRB_8g194280	42.3571	35.0725	1
OS04G0465000	BVRB_6g147780	29.7688	29.2614	1
OS04G0465000	BVRB_7g177330	22.8324	25	1
OS04G0465300	BVRB_001870	47.619	21.645	1
OS04G0465432	BVRB_009340	36.87	44.127	1
OS04G0465432	BVRB_7g168850	40.5836	37.2263	1
OS04G0465500	BVRB_6g149400	36.7089	43.609	1
OS04G0465600	BVRB_004810	28.0255	29.1391	1
OS04G0465600	BVRB_004820	28.0255	29.1391	1
OS04G0465600	BVRB_1g012010	18.4713	26.6055	1
OS04G0465600	BVRB_1g012030	30.5732	31.1688	1
OS04G0465600	BVRB_2g038980	28.0255	28.2051	1
OS04G0465600	BVRB_2g047850	15.9236	23.1481	1
OS04G0465600	BVRB_2g047860	27.3885	27.9221	1
OS04G0465600	BVRB_2g047870	28.6624	29.2208	1
OS04G0465600	BVRB_2g047890	14.0127	27.1605	1
OS04G0465600	BVRB_2g047900	29.9363	30.5195	1
OS04G0465600	BVRB_3g057170	26.1146	26.6234	1
OS04G0465600	BVRB_4g091970	28.0255	29.1391	1
OS04G0465600	BVRB_5g097870	26.7516	27.8146	1
OS04G0465600	BVRB_5g111800	18.4713	23.9669	1
OS04G0465600	BVRB_6g149380	54.1401	55.5556	1
OS04G0465600	BVRB_6g154620	26.1146	26.6234	1
OS04G0465600	BVRB_6g154630	28.0255	28.9474	1
OS04G0465600	BVRB_7g162250	25.4777	25.641	1
OS04G0465600	BVRB_7g162260	24.8408	25	1
OS04G0465600	BVRB_8g196510	29.2994	29.6774	1
OS04G0465600	BVRB_8g196520	17.8344	28.866	1
OS04G0465600	BVRB_8g196540	27.3885	27.3885	1
OS04G0465600	BVRB_8g196550	27.3885	27.5641	1
OS04G0465700	BVRB_5g116660	58.3554	19.7133	1
OS04G0465800	BVRB_5g116730	46.7532	54.7529	1
OS04G0465900	BVRB_9g218980	16.6052	14.7059	0
OS04G0466100	BVRB_2g025910	70.6897	19.8708	1
OS04G0466600	BVRB_5g113750	66.5789	67.2872	1
OS04G0466700	BVRB_5g098500	31.3966	31.7873	1
OS04G0466700	BVRB_7g160790	12.067	52.6829	1
OS04G0467100	BVRB_6g139930	14.7813	20	1
OS04G0467300	BVRB_4g090360	23.5537	15.9888	1
OS04G0467400	BVRB_4g090530	42.9952	12.5176	1
OS04G0467700	BVRB_2g026460	74.7967	46.4646	0
OS04G0467700	BVRB_2g032340	75.2033	47.1939	0
OS04G0467901	BVRB_4g091020	53.1136	26.5568	1
OS04G0469500	BVRB_6g153060	59.5483	60.7966	0
OS04G0470100	BVRB_7g159510	85.3081	85.3081	0
OS04G0470300	BVRB_3g062110	31.8386	31.1404	1
OS04G0470500	BVRB_8g199260	29.7414	32.0186	1
OS04G0470600	BVRB_4g091180	8.58369	88.8889	1
OS04G0470700	BVRB_4g091160	58.1545	57.6596	1
OS04G0470700	BVRB_4g091170	58.5837	59.3478	1
OS04G0471100	BVRB_016860	18.0905	30.7692	1
OS04G0471100	BVRB_4g077910	39.196	19.5	1
OS04G0471300	BVRB_4g095400	19.8675	10.0167	1
OS04G0471400	BVRB_4g090930	19.2897	15.3698	1
OS04G0471700	BVRB_4g075270	21.4429	27.8646	0
OS04G0472200	BVRB_3g066960	40.6844	41.6342	1
OS04G0472300	BVRB_4g089710	49.5946	48.8032	1
OS04G0472300	BVRB_4g089720	49.8649	48.2984	1
OS04G0472500	BVRB_3g060970	47.9954	46.6073	0
OS04G0472900	BVRB_3g060680	53.8012	58.1542	0
OS04G0473025	BVRB_5g108370	12.8049	17.7966	1
OS04G0473150	BVRB_017130	45.9259	72.093	1
OS04G0473150	BVRB_5g110110	0	0	1
OS04G0473400	BVRB_3g060660	46.3964	44.7826	1
OS04G0473400	BVRB_6g146010	46.8468	45.2174	1
OS04G0474800	BVRB_4g071980	58.5678	44.0385	1
OS04G0474800	BVRB_4g071990	62.6598	48.7078	1
OS04G0474800	BVRB_4g072000	56.0102	41.8738	1
OS04G0474800	BVRB_4g072010	58.8235	44.6602	1
OS04G0474900	BVRB_4g071980	56.917	55.3846	1
OS04G0474900	BVRB_4g071990	60.2767	60.6362	1
OS04G0474900	BVRB_4g072000	58.6957	56.7878	1
OS04G0474900	BVRB_4g072010	59.0909	58.0583	1
OS04G0475100	BVRB_004130	19.1436	36.983	1
OS04G0475100	BVRB_4g071770	42.1914	40.4589	1
OS04G0475100	BVRB_4g071780	20.2771	27.242	1
OS04G0475100	BVRB_4g071790	41.4358	41.0224	1
OS04G0475100	BVRB_4g071800	40.806	39.3204	1
OS04G0475100	BVRB_4g071870	43.9547	42.4574	1
OS04G0475100	BVRB_4g071920	15.7431	31.3283	1
OS04G0475100	BVRB_4g071930	27.5819	47.8166	1
OS04G0475100	BVRB_4g071960	21.9144	31.9266	1
OS04G0475100	BVRB_4g071970	40.1763	40.7928	1
OS04G0475100	BVRB_4g079680	43.073	41.7582	1
OS04G0475100	BVRB_4g097130	29.8489	37.619	1
OS04G0475200	BVRB_004130	19.6005	38.1995	1
OS04G0475200	BVRB_4g071770	41.6979	40.3382	1
OS04G0475200	BVRB_4g071780	21.0986	28.5956	1
OS04G0475200	BVRB_4g071790	41.9476	41.8953	1
OS04G0475200	BVRB_4g071800	40.9488	39.8058	1
OS04G0475200	BVRB_4g071870	43.8202	42.7007	1
OS04G0475200	BVRB_4g071920	15.4806	31.0777	1
OS04G0475200	BVRB_4g071930	27.965	48.9083	1
OS04G0475200	BVRB_4g071960	21.7228	31.9266	1
OS04G0475200	BVRB_4g071970	41.0737	42.0716	1
OS04G0475200	BVRB_4g079680	43.4457	42.4908	1
OS04G0475200	BVRB_4g097130	29.8377	37.9365	1
OS04G0475300	BVRB_8g182570	29.5455	34.2105	1
OS04G0475500	BVRB_3g057920	27.668	34.4828	0
OS04G0475600	BVRB_6g139590	49.3333	48.8449	1
OS04G0476000	BVRB_6g148140	38.3202	43.7126	1
OS04G0476100	BVRB_5g118010	83.5907	57.8877	1
OS04G0476100	BVRB_6g148180	50.7722	85.1133	1
OS04G0476400	BVRB_004710	52.7778	19.4539	1
OS04G0476600	BVRB_5g118100	55.506	36.4614	1
OS04G0476700	BVRB_5g118110	61.6236	32.9389	1
OS04G0476800	BVRB_5g118120	25.7662	27.7167	1
OS04G0477000	BVRB_6g148440	45.614	45.614	1
OS04G0477200	BVRB_9g218310	50.7692	36.6086	1
OS04G0477300	BVRB_1g001950	31.7308	17.0103	1
OS04G0477500	BVRB_6g143940	66.2371	71.7877	1
OS04G0477500	BVRB_6g148460	69.5876	66.8317	1
OS04G0479000	BVRB_5g118170	64.5477	51.462	1
OS04G0479100	BVRB_8g192030	22.4138	32.0423	1
OS04G0479200	BVRB_6g152160	82.5737	81.0526	1
OS04G0479200	BVRB_9g212730	78.2842	79.564	1
OS04G0479300	BVRB_5g103380	33.6996	29.1139	1
OS04G0480100	BVRB_6g146970	42.4812	42.243	1
OS04G0480200	BVRB_009170	14.2857	15.1515	0
OS04G0480300	BVRB_5g124700	37.1429	34.1544	1
OS04G0480400	BVRB_6g143950	41.8182	44.5736	1
OS04G0480500	BVRB_5g103080	37.9406	36.6159	1
OS04G0480600	BVRB_9g210960	40.7115	20	1
OS04G0480700	BVRB_9g210960	37.5734	37.2816	1
OS04G0480900	BVRB_6g147240	48.1949	48.6339	1
OS04G0480900	BVRB_6g147250	32.852	47.0284	1
OS04G0480900	BVRB_9g218890	24.3682	42.9936	1
OS04G0481000	BVRB_6g147240	55.2764	40.0729	1
OS04G0481000	BVRB_6g147250	33.1658	34.1085	1
OS04G0481000	BVRB_9g218890	21.3568	27.0701	1
OS04G0481100	BVRB_7g177120	57.5067	57.3529	1
OS04G0481200	BVRB_6g147240	47.4295	52.0947	1
OS04G0481200	BVRB_6g147250	31.0116	48.3204	1
OS04G0481200	BVRB_9g218890	22.5539	43.3121	1
OS04G0481400	BVRB_7g177100	63.5802	33.0128	1
OS04G0481500	BVRB_7g177060	57.6577	62.7451	1
OS04G0481600	BVRB_6g147330	30.9478	38.3693	1
OS04G0481600	BVRB_7g177050	28.0464	34.6062	1
OS04G0481800	BVRB_4g089580	16.6189	33.1429	1
OS04G0481800	BVRB_4g089590	16.6189	31.1828	1
OS04G0481800	BVRB_4g089600	18.0516	32.1429	1
OS04G0481800	BVRB_8g185100	32.3782	29.1237	1
OS04G0481800	BVRB_9g202320	34.384	33.4262	1
OS04G0481900	BVRB_4g089580	17.971	35.4286	1
OS04G0481900	BVRB_4g089590	18.5507	34.4086	1
OS04G0481900	BVRB_4g089600	19.7101	34.6939	1
OS04G0481900	BVRB_8g185100	34.2029	30.4124	1
OS04G0481900	BVRB_9g202320	35.0725	33.7047	1
OS04G0482000	BVRB_7g176970	62.5668	61.5789	0
OS04G0482100	BVRB_7g176970	60.5263	60.5263	0
OS04G0482300	BVRB_7g176960	39.1549	40.2899	1
OS04G0482700	BVRB_4g075050	13.6585	31.1111	1
OS04G0482700	BVRB_4g075350	26.3415	72	1
OS04G0482800	BVRB_7g176860	63.8427	58.6111	1
OS04G0482900	BVRB_6g143890	52.8	60.5505	1
OS04G0483200	BVRB_6g144240	49.1497	52.8336	1
OS04G0483500	BVRB_6g147510	56.6038	56.25	0
OS04G0483600	BVRB_7g178490	72.8097	70.6745	1
OS04G0484800	BVRB_6g153520	64.1204	63.3143	0
OS04G0484900	BVRB_7g178460	88.3072	89.3993	1
OS04G0485000	BVRB_7g178430	83.0334	83.6788	1
OS04G0485100	BVRB_6g151630	70.334	68.5824	0
OS04G0485100	BVRB_6g151640	68.9587	67.2414	0
OS04G0485200	BVRB_5g120430	35.5705	46.4912	1
OS04G0485300	BVRB_1g011600	77.2277	75	0
OS04G0485400	BVRB_7g172110	70.1117	70.904	0
OS04G0485700	BVRB_6g151590	60.3175	12.2977	1
OS04G0485800	BVRB_6g151610	32.4503	29.7571	1
OS04G0486400	BVRB_6g151580	55.8442	50.5882	1
OS04G0486500	BVRB_6g151570	85.0242	85.0242	1
OS04G0486600	BVRB_5g110740	90.2077	90.2077	0
OS04G0486600	BVRB_6g151550	91.3947	90.5882	0
OS04G0486800	BVRB_6g151460	52.0518	51.606	1
OS04G0486900	BVRB_6g151440	60.1307	47.4227	1
OS04G0486950	BVRB_5g110660	69.3122	69.4346	1
OS04G0487100	BVRB_7g177560	68.8095	67.366	0
OS04G0487200	BVRB_6g155300	47.2669	49.2462	1
OS04G0487200	BVRB_7g166660	49.1961	50.6623	1
OS04G0487300	BVRB_9g215190	55.0898	44.6602	1
OS04G0488000	BVRB_4g078040	41.2676	53.9595	1
OS04G0488000	BVRB_5g110640	41.1268	55.7252	1
OS04G0488000	BVRB_6g151410	57.8873	53.0323	1
OS04G0488100	BVRB_5g106350	11.0814	12.8682	1
OS04G0488500	BVRB_4g082320	57.0537	46.115	1
OS04G0488600	BVRB_3g066260	63.0058	70.3226	1
OS04G0488600	BVRB_3g066670	63.5838	70.9677	1
OS04G0488700	BVRB_005580	46.1039	49.42	0
OS04G0488700	BVRB_3g062740	46.1039	49.0783	0
OS04G0489100	BVRB_5g111280	46.1929	47.1503	1
OS04G0489600	BVRB_004330	30.8943	32.948	1
OS04G0489800	BVRB_6g151150	42.5	43.3673	1
OS04G0490100	BVRB_2g046990	59.306	34.3066	1
OS04G0490300	BVRB_5g108800	46.8254	7.75296	1
OS04G0490300	BVRB_6g151280	52.381	8.51613	1
OS04G0490400	BVRB_5g108810	56.1538	56.3707	1
OS04G0490600	BVRB_007280	73.3788	53.3499	0
OS04G0490700	BVRB_1g014770	40.7576	42.429	1
OS04G0490800	BVRB_4g074740	75.3425	74.5257	0
OS04G0490900	BVRB_1g013700	47.6974	29.3522	0
OS04G0490900	BVRB_4g078620	50.6579	31.7526	0
OS04G0491100	BVRB_011820	15.5773	23.4426	1
OS04G0491100	BVRB_2g043930	15.6863	22.8935	1
OS04G0491100	BVRB_4g089560	14.488	24.0506	1
OS04G0491700	BVRB_3g054850	67.7866	68.6	1
OS04G0491700	BVRB_3g054860	65.415	66.0679	1
OS04G0492100	BVRB_4g074750	78.178	63.0769	1
OS04G0492300	BVRB_002940	62.4729	63.9053	1
OS04G0492300	BVRB_1g021870	59.5083	61.2351	1
OS04G0492400	BVRB_3g054950	66.474	65.3409	1
OS04G0492500	BVRB_3g057120	20.2312	5.62701	0
OS04G0492800	BVRB_3g057190	48.4694	43.578	1
OS04G0492800	BVRB_5g118850	46.9388	65.7143	1
OS04G0492900	BVRB_9g212230	49.0605	51.4223	1
OS04G0493000	BVRB_3g057500	40.7609	30.6122	1
OS04G0493100	BVRB_3g058480	44.2308	51.1111	1
OS04G0493300	BVRB_6g131480	20.5521	25.8687	1
OS04G0493400	BVRB_3g058190	19.6507	60.8108	0
OS04G0493400	BVRB_3g058210	55.0218	43.75	0
OS04G0493400	BVRB_7g161370	49.345	49.1304	0
OS04G0493400	BVRB_8g189930	57.2052	49.6212	0
OS04G0493400	BVRB_8g189980	60.262	50.5494	0
OS04G0493400	BVRB_8g189990	55.4585	40.1899	0
OS04G0493400	BVRB_8g190000	56.3319	48.6792	0
OS04G0493400	BVRB_8g190010	58.5153	50	0
OS04G0493400	BVRB_8g190040	59.3886	49.635	0
OS04G0493400	BVRB_8g190050	56.3319	48.3146	0
OS04G0494100	BVRB_3g058190	15.625	60.8108	0
OS04G0494100	BVRB_3g058210	52.7778	52.7778	0
OS04G0494100	BVRB_7g161370	39.5833	49.5652	0
OS04G0494100	BVRB_8g189930	54.5139	59.4697	0
OS04G0494100	BVRB_8g189980	56.25	59.3407	0
OS04G0494100	BVRB_8g189990	53.125	48.4177	0
OS04G0494100	BVRB_8g190000	52.4306	56.9811	0
OS04G0494100	BVRB_8g190010	54.1667	58.209	0
OS04G0494100	BVRB_8g190040	55.5556	58.3942	0
OS04G0494100	BVRB_8g190050	53.125	57.3034	0
OS04G0494600	BVRB_2g043130	55.9682	57.4932	1
OS04G0494600	BVRB_9g219990	48.2759	49.863	1
OS04G0494800	BVRB_2g043130	56.9921	58.8556	1
OS04G0494800	BVRB_9g219990	49.0765	50.9589	1
OS04G0494900	BVRB_2g043130	55.4377	56.9482	1
OS04G0494900	BVRB_9g219990	48.0106	49.589	1
OS04G0494950	BVRB_2g043130	58.6021	59.4005	1
OS04G0494950	BVRB_9g219990	50	50.9589	1
OS04G0495000	BVRB_2g043130	54.6917	55.5858	1
OS04G0495000	BVRB_9g219990	47.4531	48.4931	1
OS04G0495300	BVRB_3g057930	42.5926	41.3174	1
OS04G0495400	BVRB_5g119160	40.4199	41.9619	1
OS04G0495800	BVRB_6g145140	41.6667	42.0712	1
OS04G0495900	BVRB_3g058620	35.8779	53.1073	1
OS04G0496000	BVRB_3g058720	54.9296	26.7123	1
OS04G0496150	BVRB_3g058720	42.7673	23.2877	1
OS04G0496300	BVRB_3g058750	45.5959	50.5747	1
OS04G0496300	BVRB_4g074660	45.0777	45.5497	1
OS04G0496400	BVRB_4g074650	56.9328	55.8763	1
OS04G0496700	BVRB_2g030320	18.932	31.2	1
OS04G0496700	BVRB_8g194300	24.7573	17.9577	1
OS04G0496800	BVRB_3g059020	64.1434	63.7203	0
OS04G0496800	BVRB_4g074600	65.6042	65.3439	0
