Gene stable ID	Vitis vinifera gene stable ID	% identity	Vitis vinifera % identity	Orthology confidence [0 low, 1 high]
OS04G0616400	VIT_04s0008g05550	17	17	1
OS04G0616500	VIT_04s0008g05550	28	45	1
OS04G0616600	VIT_04s0008g05550	3	1	1
OS04G0616700	VIT_04s0008g05550	27	43	1
OS04G0617050	VIT_19s0085g00010	28	30	1
OS04G0617600	VIT_07s0104g01610	48	48	1
OS04G0617700	VIT_10s0092g00640	38	10	1
OS04G0617700	VIT_19s0085g00030	38	11	1
OS04G0617800	VIT_05s0020g03430	66	63	1
OS04G0618050	VIT_19s0138g00130	47	43	0
OS04G0618200	VIT_03s0017g00980	81	76	1
OS04G0618200	VIT_10s0003g05640	83	77	1
OS04G0618500	VIT_10s0092g00120	69	70	1
OS04G0618600	VIT_07s0005g05100	20	8	0
OS04G0619300	VIT_16s0039g01470	57	71	1
OS04G0619400	VIT_19s0014g01530	60	58	1
OS04G0619400	VIT_19s0027g00390	59	57	1
OS04G0619500	VIT_07s0104g01410	66	64	1
OS04G0619600	VIT_10s0003g04990	55	55	1
OS04G0619700	VIT_06s0009g01760	54	52	1
OS04G0619900	VIT_10s0003g04270	21	29	1
OS04G0620066	VIT_10s0003g04390	81	21	1
OS04G0620066	VIT_10s0003g04460	71	40	1
OS04G0620066	VIT_10s0003g04470	77	20	1
OS04G0620200	VIT_10s0003g04090	48	26	1
OS04G0620400	VIT_10s0003g04630	66	56	1
OS04G0620600	VIT_14s0219g00160	43	54	1
OS04G0620600	VIT_17s0000g10000	46	57	1
OS04G0620700	VIT_01s0011g02180	37	37	1
OS04G0620700	VIT_05s0020g00100	11	59	1
OS04G0622000	VIT_03s0097g00570	25	15	0
OS04G0622800	VIT_03s0097g00570	39	22	0
OS04G0623100	VIT_03s0097g00570	39	32	0
OS04G0623300	VIT_12s0028g01120	74	73	1
OS04G0623400	VIT_05s0077g01490	15	18	1
OS04G0623400	VIT_14s0060g01530	37	32	1
OS04G0623600	VIT_10s0003g03830	35	9	0
OS04G0623600	VIT_19s0093g00510	35	9	0
OS04G0623700	VIT_05s0094g00400	45	57	1
OS04G0623800	VIT_10s0116g01540	79	79	0
OS04G0624400	VIT_00s0480g00030	2	2	0
OS04G0624400	VIT_00s0480g00040	27	20	0
OS04G0624400	VIT_00s0480g00060	40	12	0
OS04G0624400	VIT_10s0116g00560	38	18	0
OS04G0624450	VIT_00s0480g00030	13	14	0
OS04G0624450	VIT_00s0480g00040	5	3	0
OS04G0624450	VIT_00s0480g00060	50	14	0
OS04G0624450	VIT_10s0116g00560	11	5	0
OS04G0624500	VIT_00s0480g00030	10	33	0
OS04G0624500	VIT_00s0480g00040	16	31	0
OS04G0624500	VIT_00s0480g00060	47	39	0
OS04G0624500	VIT_10s0116g00560	31	38	0
OS04G0624600	VIT_00s1488g00020	5	80	0
OS04G0624600	VIT_10s0116g01730	54	43	0
OS04G0624800	VIT_02s0012g01860	40	53	1
OS04G0624800	VIT_16s0039g01860	42	57	1
OS04G0624900	VIT_07s0151g00730	65	57	1
OS04G0625000	VIT_10s0116g01830	40	38	0
OS04G0625000	VIT_19s0090g00370	40	39	0
OS04G0625100	VIT_19s0090g00350	19	28	1
OS04G0625200	VIT_19s0090g00330	65	62	1
OS04G0625300	VIT_19s0090g00270	39	5	0
OS04G0625350	VIT_19s0090g00270	36	3	0
OS04G0625800	VIT_19s0090g00280	59	54	0
OS04G0625900	VIT_19s0090g00300	33	26	1
OS04G0626400	VIT_19s0177g00320	62	64	1
OS04G0626900	VIT_19s0177g00260	69	70	1
OS04G0627000	VIT_10s0116g00680	77	62	0
OS04G0627200	VIT_08s0007g08400	72	70	1
OS04G0627200	VIT_11s0037g00140	14	78	1
OS04G0628000	VIT_12s0059g02380	59	58	1
OS04G0628100	VIT_14s0036g01020	97	87	1
OS04G0628200	VIT_19s0085g00210	35	49	1
OS04G0628600	VIT_19s0014g05200	57	57	1
OS04G0629000	VIT_12s0059g02470	55	59	1
OS04G0629000	VIT_18s0001g01230	28	43	1
OS04G0629100	VIT_12s0059g02460	52	55	1
OS04G0629300	VIT_10s0071g00780	44	47	1
OS04G0629500	VIT_00s0532g00030	47	49	1
OS04G0629500	VIT_19s0014g05090	47	50	1
OS04G0629600	VIT_00s0250g00060	19	21	0
OS04G0629600	VIT_00s0276g00070	13	9	0
OS04G0629600	VIT_04s0008g02190	15	23	0
OS04G0629600	VIT_04s0069g00030	11	28	0
OS04G0629600	VIT_07s0095g00100	7	8	0
OS04G0629600	VIT_08s0040g03030	14	18	0
OS04G0629600	VIT_14s0068g02180	21	21	0
OS04G0629600	VIT_19s0014g02060	22	21	0
OS04G0629600	VIT_19s0085g00960	6	29	0
OS04G0629700	VIT_00s0532g00020	56	57	1
OS04G0629700	VIT_19s0014g05070	56	59	1
OS04G0630000	VIT_01s0137g00300	66	45	1
OS04G0630100	VIT_00s0361g00040	35	33	1
OS04G0630300	VIT_00s0361g00040	45	46	1
OS04G0630400	VIT_00s0361g00040	48	49	1
OS04G0630600	VIT_00s0361g00040	39	42	1
OS04G0630800	VIT_00s0361g00040	49	50	1
OS04G0630900	VIT_00s0361g00040	38	29	1
OS04G0631000	VIT_00s0361g00040	49	49	1
OS04G0631100	VIT_19s0014g04790	64	50	1
OS04G0631600	VIT_00s0274g00070	35	33	1
OS04G0632901	VIT_00s0286g00040	11	32	0
OS04G0632901	VIT_19s0014g04130	39	29	0
OS04G0632901	VIT_19s0014g04220	36	25	0
OS04G0632901	VIT_19s0014g04260	18	31	0
OS04G0632901	VIT_19s0014g04450	12	35	0
OS04G0632901	VIT_19s0014g04500	22	30	0
OS04G0633200	VIT_00s0353g00060	45	43	1
OS04G0633900	VIT_00s0286g00040	9	32	0
OS04G0633900	VIT_19s0014g04130	32	30	0
OS04G0633900	VIT_19s0014g04220	29	26	0
OS04G0633900	VIT_19s0014g04260	14	32	0
OS04G0633900	VIT_19s0014g04450	9	33	0
OS04G0633900	VIT_19s0014g04500	18	31	0
OS04G0634000	VIT_00s0286g00040	8	29	0
OS04G0634000	VIT_19s0014g04130	31	29	0
OS04G0634000	VIT_19s0014g04220	29	26	0
OS04G0634000	VIT_19s0014g04260	14	31	0
OS04G0634000	VIT_19s0014g04450	9	31	0
OS04G0634000	VIT_19s0014g04500	17	30	0
OS04G0634400	VIT_00s0286g00040	8	28	0
OS04G0634400	VIT_19s0014g04130	33	29	0
OS04G0634400	VIT_19s0014g04220	30	25	0
OS04G0634400	VIT_19s0014g04260	14	30	0
OS04G0634400	VIT_19s0014g04450	9	32	0
OS04G0634400	VIT_19s0014g04500	18	29	0
OS04G0634500	VIT_00s0762g00030	52	20	1
OS04G0634500	VIT_00s2380g00010	43	19	1
OS04G0634700	VIT_12s0055g01170	21	51	1
OS04G0634700	VIT_12s0055g01300	16	54	1
OS04G0634700	VIT_12s0057g00010	72	71	1
OS04G0634700	VIT_12s0121g00390	13	54	1
OS04G0634700	VIT_12s0178g00090	14	40	1
OS04G0634700	VIT_12s0178g00140	22	50	1
OS04G0634700	VIT_12s0178g00170	20	47	1
OS04G0634700	VIT_15s0107g00350	13	38	1
OS04G0634700	VIT_19s0014g03790	62	65	1
OS04G0635000	VIT_12s0057g00060	27	27	1
OS04G0635000	VIT_12s0057g00070	37	41	1
OS04G0635000	VIT_12s0057g00080	36	40	1
OS04G0635000	VIT_12s0057g00090	36	40	1
OS04G0635000	VIT_12s0057g00100	35	21	1
OS04G0635000	VIT_12s0057g00110	35	39	1
OS04G0635000	VIT_12s0057g00120	36	40	1
OS04G0635000	VIT_12s0057g00140	36	40	1
OS04G0635000	VIT_12s0057g00150	36	30	1
OS04G0635000	VIT_12s0057g00170	36	40	1
OS04G0635000	VIT_12s0057g00180	34	24	1
OS04G0635000	VIT_12s0057g00190	33	41	1
OS04G0635000	VIT_19s0014g03760	37	41	1
OS04G0635100	VIT_12s0057g00060	48	42	1
OS04G0635100	VIT_12s0057g00070	53	52	1
OS04G0635100	VIT_12s0057g00080	51	51	1
OS04G0635100	VIT_12s0057g00090	55	53	1
OS04G0635100	VIT_12s0057g00100	53	29	1
OS04G0635100	VIT_12s0057g00110	50	49	1
OS04G0635100	VIT_12s0057g00120	53	52	1
OS04G0635100	VIT_12s0057g00140	53	52	1
OS04G0635100	VIT_12s0057g00150	53	39	1
OS04G0635100	VIT_12s0057g00170	53	52	1
OS04G0635100	VIT_12s0057g00180	45	29	1
OS04G0635100	VIT_12s0057g00190	47	51	1
OS04G0635100	VIT_19s0014g03760	45	44	1
OS04G0635500	VIT_12s0057g00060	43	38	1
OS04G0635500	VIT_12s0057g00070	51	50	1
OS04G0635500	VIT_12s0057g00080	46	46	1
OS04G0635500	VIT_12s0057g00090	49	49	1
OS04G0635500	VIT_12s0057g00100	48	26	1
OS04G0635500	VIT_12s0057g00110	45	44	1
OS04G0635500	VIT_12s0057g00120	48	48	1
OS04G0635500	VIT_12s0057g00140	48	48	1
OS04G0635500	VIT_12s0057g00150	48	36	1
OS04G0635500	VIT_12s0057g00170	48	48	1
OS04G0635500	VIT_12s0057g00180	40	26	1
OS04G0635500	VIT_12s0057g00190	41	46	1
OS04G0635500	VIT_19s0014g03760	40	40	1
OS04G0635700	VIT_00s0203g00050	52	30	1
OS04G0635800	VIT_13s0064g00020	76	77	1
OS04G0635900	VIT_00s0160g00370	10	50	1
OS04G0636000	VIT_00s0181g00060	40	19	0
OS04G0636000	VIT_00s0181g00100	49	50	0
OS04G0636100	VIT_12s0059g02110	60	68	1
OS04G0636200	VIT_12s0059g02040	20	18	1
OS04G0636300	VIT_19s0014g03440	34	47	0
OS04G0636300	VIT_19s0014g03450	1	1	0
OS04G0636400	VIT_00s0301g00100	64	69	1
OS04G0636500	VIT_08s0040g01800	49	51	1
OS04G0636500	VIT_13s0019g04420	49	51	1
OS04G0636600	VIT_07s0031g01190	30	16	1
OS04G0636700	VIT_07s0031g01240	48	48	1
OS04G0637000	VIT_07s0031g01320	51	58	1
OS04G0637000	VIT_18s0001g04470	53	58	1
OS04G0637300	VIT_18s0164g00010	38	42	0
OS04G0637400	VIT_19s0014g00950	72	45	1
OS04G0637500	VIT_05s0020g01630	27	13	1
OS04G0637500	VIT_05s0020g01640	25	25	1
OS04G0637500	VIT_07s0005g03840	25	24	1
OS04G0637500	VIT_07s0005g03860	26	9	1
OS04G0637500	VIT_07s0005g03870	25	9	1
OS04G0637500	VIT_07s0005g03880	22	23	1
OS04G0637500	VIT_07s0005g03890	24	24	1
OS04G0637500	VIT_07s0104g01490	26	26	1
OS04G0637500	VIT_07s0104g01500	19	17	1
OS04G0637500	VIT_07s0104g01530	10	25	1
OS04G0637500	VIT_07s0104g01550	23	25	1
OS04G0637500	VIT_07s0104g01560	24	24	1
OS04G0638800	VIT_07s0031g01510	20	48	1
OS04G0639200	VIT_07s0031g01530	53	54	1
OS04G0639300	VIT_07s0031g01560	85	46	1
OS04G0640500	VIT_18s0001g01620	64	66	1
OS04G0640600	VIT_07s0031g01600	36	22	1
OS04G0640600	VIT_18s0001g01730	34	22	1
OS04G0640700	VIT_08s0032g00890	70	69	1
OS04G0640700	VIT_12s0055g01180	29	67	1
OS04G0640700	VIT_12s0055g01190	25	61	1
OS04G0640700	VIT_12s0055g01310	13	81	1
OS04G0640700	VIT_12s0121g00220	8	49	1
OS04G0640700	VIT_12s0121g00230	70	69	1
OS04G0640700	VIT_12s0121g00380	52	70	1
OS04G0640800	VIT_07s0031g01610	38	44	1
OS04G0640800	VIT_07s0031g01650	43	42	1
OS04G0640900	VIT_12s0142g00070	54	53	1
OS04G0641000	VIT_04s0008g06580	61	63	1
OS04G0641200	VIT_05s0020g00800	27	46	1
OS04G0641200	VIT_07s0005g02750	26	31	1
OS04G0641300	VIT_14s0108g00400	31	31	1
OS04G0641400	VIT_01s0026g01970	46	54	1
OS04G0642100	VIT_01s0026g02120	70	67	1
OS04G0643000	VIT_01s0026g02230	76	76	1
OS04G0643000	VIT_14s0108g00490	76	71	1
OS04G0643100	VIT_12s0028g01260	77	70	1
OS04G0643100	VIT_15s0024g00250	31	66	1
OS04G0643200	VIT_12s0028g01330	63	62	0
OS04G0643300	VIT_00s0233g00060	57	54	1
OS04G0643300	VIT_02s0154g00140	59	60	1
OS04G0643700	VIT_13s0047g00070	46	51	1
OS04G0643700	VIT_13s0047g00090	33	64	1
OS04G0644000	VIT_04s0008g06240	33	39	0
OS04G0644000	VIT_09s0002g08560	40	41	0
OS04G0644000	VIT_11s0118g00590	46	45	0
OS04G0644100	VIT_09s0002g08420	35	28	1
OS04G0644200	VIT_11s0118g00530	16	44	1
OS04G0644300	VIT_11s0118g00510	33	10	0
OS04G0644400	VIT_03s0017g02200	30	26	1
OS04G0644400	VIT_03s0017g02260	32	30	1
OS04G0644600	VIT_09s0002g07500	65	67	1
OS04G0644675	VIT_11s0016g05860	9	20	1
OS04G0644700	VIT_10s0003g05630	67	69	1
OS04G0644800	VIT_11s0118g00220	70	10	1
OS04G0645100	VIT_09s0002g07530	50	50	1
OS04G0645500	VIT_02s0012g00470	36	39	1
OS04G0645600	VIT_04s0008g06500	69	69	1
OS04G0646000	VIT_06s0061g01420	15	10	1
OS04G0646000	VIT_13s0074g00590	19	10	1
OS04G0646050	VIT_06s0061g01420	31	9	1
OS04G0646050	VIT_13s0074g00590	37	9	1
OS04G0646100	VIT_05s0020g01520	95	54	1
OS04G0647300	VIT_04s0008g06860	41	43	0
OS04G0647300	VIT_11s0118g00280	28	58	0
OS04G0647300	VIT_11s0118g00290	21	35	0
OS04G0647800	VIT_09s0002g07640	24	78	1
OS04G0647800	VIT_09s0002g07860	78	80	1
OS04G0647800	VIT_09s0018g00190	10	80	1
OS04G0647800	VIT_09s0070g00680	16	69	1
OS04G0647900	VIT_04s0008g06290	32	28	1
OS04G0647900	VIT_04s0008g06300	34	32	1
OS04G0647900	VIT_09s0002g00600	17	34	1
OS04G0647900	VIT_09s0002g07570	20	34	1
OS04G0647900	VIT_09s0002g07610	30	34	1
OS04G0647900	VIT_09s0002g07680	23	37	1
OS04G0647900	VIT_09s0002g07710	33	28	1
OS04G0647900	VIT_09s0002g07720	27	37	1
OS04G0647900	VIT_09s0002g07750	27	29	1
OS04G0647900	VIT_09s0002g07830	18	35	1
OS04G0647900	VIT_09s0018g00440	16	31	1
OS04G0647900	VIT_09s0018g00830	32	34	1
OS04G0647900	VIT_09s0070g00560	30	30	1
OS04G0647900	VIT_09s0070g00620	28	29	1
OS04G0647900	VIT_09s0070g00690	28	35	1
OS04G0647900	VIT_09s0096g00800	15	31	1
OS04G0647900	VIT_11s0118g00040	3	24	1
OS04G0647900	VIT_11s0118g00050	17	35	1
OS04G0647900	VIT_11s0118g00080	27	34	1
OS04G0647900	VIT_11s0118g00160	29	34	1
OS04G0647900	VIT_16s0013g01500	18	32	1
OS04G0648200	VIT_04s0008g06290	35	14	1
OS04G0648200	VIT_04s0008g06300	36	16	1
OS04G0648200	VIT_09s0002g00600	13	12	1
OS04G0648200	VIT_09s0002g07570	36	28	1
OS04G0648200	VIT_09s0002g07610	35	19	1
OS04G0648200	VIT_09s0002g07680	34	26	1
OS04G0648200	VIT_09s0002g07710	35	14	1
OS04G0648200	VIT_09s0002g07720	31	19	1
OS04G0648200	VIT_09s0002g07750	35	17	1
OS04G0648200	VIT_09s0002g07830	27	23	1
OS04G0648200	VIT_09s0018g00440	28	25	1
OS04G0648200	VIT_09s0018g00830	34	16	1
OS04G0648200	VIT_09s0070g00560	35	16	1
OS04G0648200	VIT_09s0070g00620	34	16	1
OS04G0648200	VIT_09s0070g00690	34	19	1
OS04G0648200	VIT_09s0096g00800	7	7	1
OS04G0648200	VIT_11s0118g00040	6	20	1
OS04G0648200	VIT_11s0118g00050	17	16	1
OS04G0648200	VIT_11s0118g00080	34	20	1
OS04G0648200	VIT_11s0118g00160	35	19	1
OS04G0648200	VIT_16s0013g01500	29	24	1
OS04G0648400	VIT_04s0008g06290	31	25	1
OS04G0648400	VIT_04s0008g06300	34	29	1
OS04G0648400	VIT_09s0002g00600	18	32	1
OS04G0648400	VIT_09s0002g07570	18	27	1
OS04G0648400	VIT_09s0002g07610	28	29	1
OS04G0648400	VIT_09s0002g07680	21	31	1
OS04G0648400	VIT_09s0002g07710	32	25	1
OS04G0648400	VIT_09s0002g07720	27	32	1
OS04G0648400	VIT_09s0002g07750	26	25	1
OS04G0648400	VIT_09s0002g07830	19	33	1
OS04G0648400	VIT_09s0018g00440	15	27	1
OS04G0648400	VIT_09s0018g00830	31	30	1
OS04G0648400	VIT_09s0070g00560	28	26	1
OS04G0648400	VIT_09s0070g00620	28	26	1
OS04G0648400	VIT_09s0070g00690	27	30	1
OS04G0648400	VIT_09s0096g00800	16	30	1
OS04G0648400	VIT_11s0118g00040	3	25	1
OS04G0648400	VIT_11s0118g00050	17	31	1
OS04G0648400	VIT_11s0118g00080	28	31	1
OS04G0648400	VIT_11s0118g00160	29	30	1
OS04G0648400	VIT_16s0013g01500	15	23	1
OS04G0648500	VIT_11s0016g05600	46	53	1
OS04G0648700	VIT_07s0031g01900	33	49	0
OS04G0648800	VIT_03s0063g00160	30	28	1
OS04G0648800	VIT_18s0001g10260	36	32	1
OS04G0648900	VIT_07s0031g00190	33	51	1
OS04G0649200	VIT_03s0063g00100	36	31	1
OS04G0649200	VIT_07s0031g00250	40	33	1
OS04G0649400	VIT_18s0001g10160	34	37	1
OS04G0649700	VIT_07s0031g00120	44	46	1
OS04G0649700	VIT_18s0001g10070	44	47	1
OS04G0649900	VIT_03s0063g00030	34	49	1
OS04G0649900	VIT_07s0031g00110	42	43	1
OS04G0650200	VIT_08s0007g03670	29	29	0
OS04G0650200	VIT_13s0106g00250	32	33	0
OS04G0650200	VIT_13s0106g00260	25	24	0
OS04G0650200	VIT_13s0106g00320	27	27	0
OS04G0650200	VIT_13s0106g00350	28	29	0
OS04G0650200	VIT_13s0106g00440	30	31	0
OS04G0650500	VIT_01s0026g01040	56	57	0
OS04G0650600	VIT_07s0129g01120	40	53	1
OS04G0650700	VIT_18s0001g09910	77	78	1
OS04G0650800	VIT_03s0180g00130	80	75	0
OS04G0650900	VIT_17s0000g07680	81	12	1
OS04G0651000	VIT_06s0004g07740	53	65	1
OS04G0651000	VIT_08s0058g00970	55	66	1
OS04G0651000	VIT_08s0058g00980	54	65	1
OS04G0651000	VIT_18s0001g06840	57	58	1
OS04G0651000	VIT_18s0001g06850	58	59	1
OS04G0651000	VIT_18s0001g06890	51	62	1
OS04G0652400	VIT_01s0011g04980	71	72	1
OS04G0652500	VIT_17s0000g02510	45	34	1
OS04G0652600	VIT_01s0150g00100	16	28	1
OS04G0652900	VIT_16s0039g01930	19	47	1
OS04G0652900	VIT_16s0039g02000	49	66	1
OS04G0653000	VIT_12s0035g00900	26	24	1
OS04G0653100	VIT_07s0130g00480	35	43	1
OS04G0653200	VIT_09s0018g01840	70	65	0
OS04G0653200	VIT_14s0083g00390	11	28	0
OS04G0653300	VIT_11s0052g00870	44	45	0
OS04G0653600	VIT_11s0052g00840	42	42	0
OS04G0654550	VIT_07s0031g02270	58	5	0
OS04G0654600	VIT_11s0052g00800	61	61	1
OS04G0654700	VIT_03s0038g04360	81	81	1
OS04G0655300	VIT_04s0008g02510	48	46	1
OS04G0655300	VIT_04s0008g02520	50	49	1
OS04G0655300	VIT_04s0008g02530	18	51	1
OS04G0655300	VIT_05s0049g01190	43	47	1
OS04G0655300	VIT_05s0049g01200	45	45	1
OS04G0655300	VIT_05s0049g01210	16	38	1
OS04G0655300	VIT_16s0039g01870	47	40	1
OS04G0655400	VIT_04s0008g02510	46	20	1
OS04G0655400	VIT_04s0008g02520	46	21	1
OS04G0655400	VIT_04s0008g02530	4	5	1
OS04G0655400	VIT_05s0049g01190	46	23	1
OS04G0655400	VIT_05s0049g01200	47	22	1
OS04G0655400	VIT_05s0049g01210	1	1	1
OS04G0655400	VIT_16s0039g01870	47	18	1
OS04G0655600	VIT_04s0008g02480	24	22	1
OS04G0656100	VIT_04s0008g02460	89	88	0
OS04G0656100	VIT_11s0052g00620	89	89	0
OS04G0656500	VIT_15s0021g02300	23	32	1
OS04G0656800	VIT_07s0129g00360	39	39	1
OS04G0657500	VIT_07s0031g00560	40	37	0
OS04G0657500	VIT_07s0031g00570	41	36	0
OS04G0657500	VIT_07s0031g00590	39	38	0
OS04G0657500	VIT_18s0001g10410	40	40	0
OS04G0658000	VIT_11s0052g00660	73	80	0
OS04G0658100	VIT_04s0008g02410	33	34	1
OS04G0658100	VIT_09s0018g01300	31	34	1
OS04G0658200	VIT_09s0018g01290	32	31	1
OS04G0658300	VIT_09s0018g01270	51	78	1
OS04G0658400	VIT_14s0006g01150	15	47	1
OS04G0658600	VIT_11s0052g00510	40	40	1
OS04G0658700	VIT_11s0052g00700	56	51	1
OS04G0659100	VIT_10s0042g01000	3	22	0
OS04G0659150	VIT_11s0052g00470	13	5	1
OS04G0659150	VIT_11s0052g00480	2	2	1
OS04G0659400	VIT_06s0004g01350	45	38	1
OS04G0659400	VIT_08s0007g06350	46	38	1
OS04G0659400	VIT_13s0156g00360	48	44	1
OS04G0659500	VIT_04s0008g07320	82	79	1
OS04G0659800	VIT_19s0015g01300	50	60	1
OS04G0659900	VIT_04s0023g00140	50	33	1
OS04G0659900	VIT_08s0007g04440	28	19	1
OS04G0660200	VIT_00s0203g00100	59	79	0
OS04G0660200	VIT_12s0028g02730	12	64	0
OS04G0660400	VIT_04s0023g00110	64	62	1
OS04G0660500	VIT_01s0011g02270	68	66	1
OS04G0660600	VIT_00s0187g00270	71	70	1
OS04G0660600	VIT_00s0187g00310	72	41	1
OS04G0660600	VIT_19s0090g01330	74	73	1
OS04G0660900	VIT_01s0026g01490	39	39	1
OS04G0661100	VIT_14s0081g00550	28	39	1
OS04G0661200	VIT_18s0001g12910	50	48	1
OS04G0661300	VIT_07s0031g01480	47	49	1
OS04G0661600	VIT_06s0009g01130	67	42	1
OS04G0661700	VIT_00s0291g00090	30	32	1
OS04G0661800	VIT_08s0007g07160	76	79	1
OS04G0661900	VIT_02s0025g01490	75	41	0
OS04G0661900	VIT_03s0017g00150	38	67	0
OS04G0661900	VIT_07s0005g03000	39	69	0
OS04G0661900	VIT_08s0007g01980	76	42	0
OS04G0662100	VIT_14s0083g00950	25	18	1
OS04G0662200	VIT_03s0038g00930	44	45	1
OS04G0662200	VIT_03s0038g00940	45	44	1
OS04G0662200	VIT_18s0001g13960	45	43	1
OS04G0662400	VIT_03s0038g00930	35	38	1
OS04G0662400	VIT_03s0038g00940	36	37	1
OS04G0662400	VIT_18s0001g13960	38	38	1
OS04G0662600	VIT_04s0023g03370	52	59	1
OS04G0662600	VIT_18s0001g14310	52	59	1
OS04G0662700	VIT_01s0026g02630	51	41	1
OS04G0662700	VIT_03s0132g00150	51	40	1
OS04G0662800	VIT_18s0001g13750	65	66	1
OS04G0662900	VIT_01s0011g04610	60	51	1
OS04G0663100	VIT_18s0001g13870	26	29	1
OS04G0663200	VIT_04s0023g03180	28	16	1
OS04G0663200	VIT_18s0001g13880	32	27	1
OS04G0663300	VIT_06s0004g06780	100	100	0
OS04G0663300	VIT_08s0105g00470	75	91	0
OS04G0663500	VIT_18s0001g00670	58	62	1
OS04G0663600	VIT_04s0023g03310	30	31	1
OS04G0663700	VIT_18s0001g13900	48	48	1
OS04G0663800	VIT_04s0023g03190	69	42	1
OS04G0664400	VIT_18s0001g13930	46	45	1
OS04G0664800	VIT_08s0007g03060	45	47	1
OS04G0664900	VIT_08s0007g03060	41	25	1
OS04G0665000	VIT_15s0021g01120	45	63	1
OS04G0665200	VIT_19s0090g01250	58	60	1
OS04G0665400	VIT_19s0090g01320	74	82	0
OS04G0665500	VIT_00s0187g00190	38	42	1
OS04G0665500	VIT_00s0187g00240	37	42	1
OS04G0665500	VIT_19s0090g01460	36	43	1
OS04G0665600	VIT_08s0007g06180	13	29	1
OS04G0665600	VIT_08s0007g06310	28	31	1
OS04G0665600	VIT_13s0156g00370	23	29	1
OS04G0665600	VIT_13s0156g00390	25	33	1
OS04G0665666	VIT_08s0007g06340	31	28	1
OS04G0665700	VIT_06s0004g01290	55	57	1
OS04G0665700	VIT_13s0156g00320	58	60	1
OS04G0665800	VIT_08s0007g06480	55	53	1
OS04G0665900	VIT_08s0007g06470	28	27	0
OS04G0665900	VIT_13s0156g00160	28	28	0
OS04G0666800	VIT_12s0059g00820	24	31	1
OS04G0666800	VIT_12s0059g00830	30	29	1
OS04G0666800	VIT_12s0059g00840	27	26	1
OS04G0666900	VIT_04s0044g02020	75	71	1
OS04G0667000	VIT_00s1546g00010	49	62	1
OS04G0667000	VIT_13s0067g00010	6	6	1
OS04G0667200	VIT_16s0013g00730	33	53	1
OS04G0667200	VIT_16s0013g00740	50	46	1
OS04G0667400	VIT_16s0013g00730	31	51	1
OS04G0667400	VIT_16s0013g00740	48	45	1
OS04G0667500	VIT_02s0234g00100	41	16	1
OS04G0667600	VIT_16s0050g01190	42	15	1
OS04G0667600	VIT_16s0050g01220	28	38	1
OS04G0667600	VIT_16s0050g01240	41	37	1
OS04G0667600	VIT_16s0050g01250	50	44	1
OS04G0667700	VIT_19s0015g01740	48	20	1
OS04G0667800	VIT_19s0015g01190	94	94	0
OS04G0667900	VIT_19s0015g01130	30	35	1
OS04G0668600	VIT_14s0083g00810	66	63	1
OS04G0668700	VIT_01s0010g00600	65	63	0
OS04G0668700	VIT_14s0083g00880	60	58	0
OS04G0668700	VIT_17s0000g04780	63	60	0
OS04G0668800	VIT_17s0000g07800	58	56	1
OS04G0668900	VIT_00s0399g00060	49	56	1
OS04G0668900	VIT_10s0523g00040	29	35	1
OS04G0669100	VIT_12s0059g01470	47	46	1
OS04G0669200	VIT_19s0090g01080	46	34	1
OS04G0669300	VIT_00s0516g00020	74	73	1
OS04G0669300	VIT_19s0090g01130	75	75	1
OS04G0669475	VIT_00s0515g00030	32	37	1
OS04G0669475	VIT_12s0059g01580	31	34	1
OS04G0669500	VIT_00s0515g00010	59	33	0
OS04G0669500	VIT_00s0612g00010	40	61	0
OS04G0669800	VIT_03s0091g00080	72	74	1
OS04G0669800	VIT_03s0091g00100	70	72	1
OS04G0669900	VIT_03s0091g00080	72	73	1
OS04G0669900	VIT_03s0091g00100	71	71	1
OS04G0670000	VIT_03s0180g00170	55	53	1
OS04G0670200	VIT_18s0001g09990	57	60	1
OS04G0670400	VIT_07s0031g00240	54	35	1
OS04G0670500	VIT_18s0001g09990	55	58	1
OS04G0670600	VIT_18s0086g00690	63	59	1
OS04G0670700	VIT_13s0074g00040	60	21	1
OS04G0670800	VIT_01s0010g02050	53	53	1
OS04G0671100	VIT_13s0067g03360	78	37	1
OS04G0671200	VIT_04s0043g00220	63	62	1
OS04G0671200	VIT_17s0053g00880	28	53	1
OS04G0671300	VIT_04s0043g00220	68	68	1
OS04G0671300	VIT_17s0053g00880	31	60	1
OS04G0671700	VIT_04s0079g00800	80	80	1
OS04G0671700	VIT_19s0015g01450	22	71	1
OS04G0671800	VIT_01s0010g01770	32	30	1
OS04G0671900	VIT_04s0079g00160	20	74	1
OS04G0671900	VIT_04s0079g00200	50	57	1
OS04G0672100	VIT_01s0010g01710	28	60	1
OS04G0672600	VIT_01s0010g01710	12	18	1
OS04G0672900	VIT_00s0215g00090	35	39	1
OS04G0672900	VIT_00s0432g00020	29	50	1
OS04G0672900	VIT_02s0033g01150	45	47	1
OS04G0673000	VIT_01s0010g01590	33	39	1
OS04G0673400	VIT_01s0010g01210	64	61	1
OS04G0673800	VIT_17s0000g04290	43	44	1
OS04G0674100	VIT_08s0040g00880	25	33	1
OS04G0674100	VIT_17s0053g00600	47	40	1
OS04G0674200	VIT_01s0137g00660	79	79	1
OS04G0674300	VIT_01s0010g01390	50	53	1
