Gene stable ID	Oryza meridionalis gene stable ID	% identity	Oryza meridionalis % identity	Orthology confidence [0 low, 1 high]
OS06G0133000	OMERI06G01920	98	100	1
OS06G0133200	OMERI06G01930	90	90	1
OS06G0133300	OMERI06G01960	74	76	1
OS06G0133400	OMERI06G01970	73	90	1
OS06G0133500	OMERI06G01980	99	97	1
OS06G0133600	OMERI06G01990	99	99	1
OS06G0133800	OMERI06G02010	100	91	1
OS06G0133900	OMERI06G02020	100	63	1
OS06G0134050	OMERI06G02030	100	100	1
OS06G0134200	OMERI06G02050	80	28	1
OS06G0134300	OMERI06G02060	100	100	1
OS06G0134700	OMERI06G02100	99	98	1
OS06G0134800	OMERI06G02110	94	77	1
OS06G0134900	OMERI06G02120	85	62	1
OS06G0135000	OMERI06G02130	47	29	0
OS06G0135460	OMERI06G02150	97	97	1
OS06G0135900	OMERI06G02180	94	75	1
OS06G0136000	OMERI06G02190	100	100	1
OS06G0136100	OMERI06G02200	93	46	0
OS06G0136300	OMERI06G02210	92	91	1
OS06G0136500	OMERI06G02230	100	61	1
OS06G0136600	OMERI06G02240	100	100	1
OS06G0136700	OMERI06G02250	77	57	1
OS06G0136800	OMERI06G02260	96	96	1
OS06G0136900	OMERI06G02270	98	98	1
OS06G0137100	OMERI06G02280	98	31	1
OS06G0137300	OMERI06G02290	99	98	1
OS06G0137400	OMERI06G02300	86	86	1
OS06G0137500	OMERI06G02310	86	75	1
OS06G0137600	OMERI06G02340	99	76	1
OS06G0138100	OMERI06G02360	97	96	1
OS06G0138200	OMERI06G02350	93	66	1
OS06G0138600	OMERI06G02380	95	95	1
OS06G0138900	OMERI06G02400	27	90	1
OS06G0138900	OMERI06G02410	57	100	1
OS06G0139000	OMERI06G02420	98	92	1
OS06G0139150	OMERI06G02400	27	90	1
OS06G0139150	OMERI06G02410	57	100	1
OS06G0139700	OMERI06G02450	99	99	1
OS06G0139800	OMERI06G02460	96	96	0
OS06G0139900	OMERI06G02470	95	94	1
OS06G0140100	OMERI05G09140	17	23	0
OS06G0140400	OMERI06G02490	97	94	1
OS06G0140700	OMERI06G02830	100	100	1
OS06G0140800	OMERI06G02840	100	100	1
OS06G0140900	OMERI06G02860	100	100	1
OS06G0141100	OMERI06G02870	93	93	1
OS06G0141166	OMERI06G02880	97	97	1
OS06G0141200	OMERI06G02890	99	99	1
OS06G0141400	OMERI06G02900	73	78	1
OS06G0141600	OMERI06G02960	46	94	1
OS06G0141950	OMERI06G02970	65	18	1
OS06G0142100	OMERI06G03000	98	92	1
OS06G0142300	OMERI06G03010	98	55	0
OS06G0142350	OMERI06G02960	65	96	1
OS06G0142500	OMERI06G03040	76	87	0
OS06G0142600	OMERI06G03050	94	58	1
OS06G0142700	OMERI06G03060	100	100	1
OS06G0142800	OMERI06G03090	95	95	1
OS06G0142900	OMERI06G03100	100	31	1
OS06G0143000	OMERI06G03110	89	91	1
OS06G0143100	OMERI06G03120	91	52	1
OS06G0143400	OMERI06G03130	99	99	1
OS06G0143500	OMERI06G03140	84	95	1
OS06G0143700	OMERI06G03160	92	89	0
OS06G0143900	OMERI06G03190	94	95	1
OS06G0144000	OMERI06G03200	97	93	1
OS06G0144800	OMERI06G03210	95	41	0
OS06G0144900	OMERI06G03250	89	94	1
OS06G0145600	OMERI06G03260	98	40	1
OS06G0145700	OMERI06G03270	90	77	0
OS06G0145800	OMERI06G03280	97	97	1
OS06G0146100	OMERI06G03300	30	71	1
OS06G0146250	OMERI06G03330	97	97	1
OS06G0147000	OMERI06G03710	97	60	1
OS06G0147100	OMERI06G03720	98	98	1
OS06G0147250	OMERI06G03730	93	93	0
OS06G0147300	OMERI06G03740	97	97	1
OS06G0147400	OMERI06G03750	100	100	1
OS06G0147600	OMERI06G03760	87	98	1
OS06G0148000	OMERI06G03770	83	42	0
OS06G0148100	OMERI06G03780	99	99	1
OS06G0148200	OMERI06G03860	56	55	0
OS06G0148600	OMERI06G03790	97	27	1
OS06G0148700	OMERI06G03800	93	75	1
OS06G0148900	OMERI06G03810	80	34	0
OS06G0149200	OMERI06G03850	91	12	1
OS06G0149400	OMERI06G03880	98	100	1
OS06G0149500	OMERI06G03890	99	99	1
OS06G0149900	OMERI06G03900	97	86	1
OS06G0150100	OMERI06G03920	97	96	1
OS06G0150400	OMERI06G03930	90	48	1
OS06G0150600	OMERI06G03940	99	99	1
OS06G0151100	OMERI06G03960	96	96	1
OS06G0151200	OMERI06G03970	97	99	1
OS06G0151300	OMERI06G03980	100	34	1
OS06G0151600	OMERI06G04000	98	98	1
OS06G0151700	OMERI11G18370	62	67	0
OS06G0151900	OMERI06G04010	92	26	1
OS06G0152000	OMERI06G04020	74	25	0
OS06G0152100	OMERI06G04030	100	100	1
OS06G0152300	OMERI06G04040	86	55	1
OS06G0152550	OMERI06G04050	63	59	1
OS06G0152700	OMERI06G04060	90	95	1
OS06G0152800	OMERI06G04070	82	84	1
OS06G0153000	OMERI06G04080	93	98	1
OS06G0153200	OMERI06G04100	82	100	1
OS06G0153600	OMERI06G04110	74	81	1
OS06G0153800	OMERI06G04120	100	100	1
OS06G0153900	OMERI06G04140	82	72	1
OS06G0154200	OMERI06G04150	66	95	1
OS06G0154500	OMERI06G04170	73	81	1
OS06G0154600	OMERI06G04200	96	36	1
OS06G0154900	OMERI06G04230	76	48	1
OS06G0155300	OMERI06G04270	99	99	1
OS06G0155300	OMERI06G04310	52	77	1
OS06G0155400	OMERI06G04280	75	28	1
OS06G0155500	OMERI06G04320	95	96	1
OS06G0155600	OMERI06G04330	98	93	1
OS06G0156400	OMERI06G04340	55	57	1
OS06G0156700	OMERI06G04350	89	88	1
OS06G0156900	OMERI06G04370	96	97	1
OS06G0157000	OMERI06G04380	99	92	1
OS06G0157700	OMERI06G04390	98	98	1
OS06G0157800	OMERI06G04400	92	93	1
OS06G0158000	OMERI06G04420	99	87	1
OS06G0158100	OMERI06G04430	91	90	1
OS06G0158200	OMERI06G04440	95	38	0
OS06G0158600	OMERI06G04480	97	98	1
OS06G0158700	OMERI06G04490	48	62	1
OS06G0158800	OMERI06G04500	92	90	0
OS06G0158900	OMERI06G04510	97	98	1
OS06G0159400	OMERI06G04520	79	79	0
OS06G0159600	OMERI06G04540	42	50	0
OS06G0160001	OMERI11G03280	100	100	0
OS06G0160100	OMERI06G04550	60	84	1
OS06G0160200	OMERI06G04570	91	75	1
OS06G0160400	OMERI06G04580	92	98	0
OS06G0160600	OMERI06G04600	96	92	1
OS06G0160700	OMERI06G04610	100	100	1
OS06G0160800	OMERI06G04620	61	88	1
OS06G0161100	OMERI06G04710	32	23	0
OS06G0161900	OMERI06G04770	89	35	0
OS06G0162100	OMERI06G04780	84	70	1
OS06G0162550	OMERI06G04820	87	92	1
OS06G0162600	OMERI06G04830	100	100	1
OS06G0162700	OMERI06G04840	97	94	1
OS06G0162800	OMERI06G04850	99	83	0
OS06G0163000	OMERI06G04870	99	98	1
OS06G0163200	OMERI06G04880	96	80	1
OS06G0163400	OMERI06G04890	98	98	1
OS06G0163500	OMERI06G04900	99	63	1
OS06G0163600	OMERI06G04910	99	19	0
OS06G0163900	OMERI12G03730	25	36	0
OS06G0164000	OMERI06G05410	99	98	1
OS06G0164100	OMERI06G05420	100	95	1
OS06G0164300	OMERI10G01550	64	28	1
OS06G0164400	OMERI06G05430	68	28	1
OS06G0164800	OMERI06G05460	74	51	0
OS06G0164900	OMERI06G05470	90	92	1
OS06G0165500	OMERI06G05490	80	81	0
OS06G0165600	OMERI12G13360	34	38	1
OS06G0165800	OMERI06G05500	97	97	1
OS06G0166000	OMERI06G05520	98	78	1
OS06G0166200	OMERI06G05540	96	87	1
OS06G0166400	OMERI06G05550	70	96	1
OS06G0166500	OMERI06G05560	89	94	1
OS06G0167000	OMERI05G04370	99	48	1
OS06G0168000	OMERI06G05580	95	98	1
OS06G0168400	OMERI12G10230	15	53	1
OS06G0168500	OMERI06G05610	98	98	1
OS06G0168600	OMERI06G05620	96	99	1
OS06G0168700	OMERI06G05630	73	75	0
OS06G0168800	OMERI06G05640	96	94	1
OS06G0168901	OMERI06G05650	25	94	1
OS06G0168901	OMERI06G11920	67	57	1
OS06G0169001	OMERI06G05720	96	96	1
OS06G0170100	OMERI06G05730	98	98	1
OS06G0170200	OMERI06G18140	54	6	1
OS06G0170500	OMERI06G05760	100	100	1
OS06G0170866	OMERI06G05780	55	51	0
OS06G0171500	OMERI06G05800	56	53	1
OS06G0171600	OMERI06G05790	96	29	1
OS06G0171700	OMERI06G05810	99	99	1
OS06G0171800	OMERI06G05820	91	90	1
OS06G0172200	OMERI06G05840	92	95	1
OS06G0172600	OMERI06G05850	100	100	1
OS06G0172800	OMERI06G05860	78	85	1
OS06G0173000	OMERI06G05870	96	96	1
OS06G0173100	OMERI06G05880	100	94	1
OS06G0173800	OMERI06G05890	82	25	1
OS06G0173800	OMERI06G05950	86	73	1
OS06G0174300	OMERI06G05940	93	91	1
OS06G0174400	OMERI06G05970	100	100	1
OS06G0175400	OMERI06G06010	16	20	0
OS06G0175500	OMERI06G06020	94	95	1
OS06G0175800	OMERI06G06040	98	98	1
OS06G0175900	OMERI06G06050	85	55	0
OS06G0176150	OMERI06G06060	74	35	0
OS06G0176200	OMERI06G06070	99	97	1
OS06G0176300	OMERI06G06090	91	91	1
OS06G0176500	OMERI06G06100	95	39	1
OS06G0176600	OMERI05G00540	43	39	0
OS06G0176600	OMERI07G20280	37	71	0
OS06G0176600	OMERI10G11090	36	57	0
OS06G0176650	OMERI06G04090	40	50	1
OS06G0176900	OMERI06G06040	99	80	1
OS06G0177000	OMERI06G06050	85	55	0
OS06G0177250	OMERI06G06060	74	35	0
OS06G0177300	OMERI06G06070	99	97	1
OS06G0177600	OMERI06G06090	91	91	1
OS06G0177700	OMERI06G06100	95	39	1
OS06G0178400	OMERI05G00540	43	39	0
OS06G0178400	OMERI07G20280	37	71	0
OS06G0178400	OMERI10G11090	36	57	0
OS06G0178450	OMERI06G04090	40	50	1
OS06G0178900	OMERI06G06130	100	100	1
OS06G0179000	OMERI06G06140	97	98	1
OS06G0179100	OMERI06G06150	31	40	0
OS06G0179200	OMERI06G06160	99	99	1
OS06G0179500	OMERI06G06170	95	95	1
OS06G0179700	OMERI06G06190	87	97	1
OS06G0179800	OMERI06G06200	95	65	1
OS06G0179900	OMERI06G06210	96	97	1
OS06G0181200	OMERI06G06270	67	25	0
OS06G0181400	OMERI06G06280	60	49	0
OS06G0181500	OMERI06G06300	99	96	1
OS06G0181566	OMERI06G06310	100	100	1
OS06G0181700	OMERI06G06320	81	83	1
OS06G0181800	OMERI06G06330	96	95	1
OS06G0182100	OMERI06G06360	93	92	1
OS06G0182300	OMERI06G06370	100	43	1
OS06G0183100	OMERI06G06380	98	98	1
OS06G0183200	OMERI06G06390	98	60	1
OS06G0183600	OMERI06G06410	95	99	1
OS06G0183900	OMERI06G06430	98	96	1
OS06G0184000	OMERI06G06440	83	79	1
OS06G0184100	OMERI01G09980	72	67	0
OS06G0184200	OMERI06G06460	61	70	1
OS06G0184300	OMERI06G06470	93	96	1
OS06G0184400	OMERI06G06480	96	61	0
OS06G0184500	OMERI06G06490	88	89	1
OS06G0184600	OMERI01G32400	64	14	1
OS06G0184766	OMERI02G13550	27	38	0
OS06G0184800	OMERI06G06520	100	100	1
OS06G0184900	OMERI06G06530	95	95	0
OS06G0185100	OMERI06G06540	72	71	0
OS06G0185300	OMERI06G06550	86	64	1
OS06G0185500	OMERI06G06590	97	98	1
OS06G0185700	OMERI06G06600	94	94	1
OS06G0185800	OMERI06G06610	97	97	1
OS06G0185900	OMERI06G06620	75	25	1
OS06G0186100	OMERI06G06630	94	95	1
OS06G0186300	OMERI06G06640	91	65	1
OS06G0186400	OMERI06G06650	98	98	1
OS06G0186500	OMERI06G06660	82	60	0
OS06G0186600	OMERI06G06670	99	72	1
OS06G0186700	OMERI06G06680	99	99	0
OS06G0186900	OMERI07G16690	17	78	1
OS06G0187200	OMERI06G06710	98	67	1
OS06G0187300	OMERI06G06720	75	78	1
OS06G0187900	OMERI06G06730	76	87	1
OS06G0188000	OMERI06G06740	97	35	1
OS06G0188100	OMERI06G06750	99	89	1
OS06G0188700	OMERI06G06790	74	82	0
OS06G0189600	OMERI06G05920	53	80	1
OS06G0189600	OMERI06G06870	86	78	1
OS06G0190500	OMERI06G06900	59	81	1
OS06G0190800	OMERI06G06920	91	54	0
OS06G0191200	OMERI06G07020	92	90	1
OS06G0191500	OMERI06G07030	73	80	1
OS06G0191700	OMERI06G07040	92	80	1
OS06G0191800	OMERI06G07050	87	86	1
OS06G0192100	OMERI06G07070	96	82	1
OS06G0192400	OMERI06G07080	93	95	1
OS06G0192500	OMERI06G07090	97	57	1
OS06G0192600	OMERI06G07100	100	100	1
OS06G0192800	OMERI06G07130	83	84	1
OS06G0192900	OMERI06G07150	96	97	1
OS06G0193000	OMERI06G07160	99	99	1
OS06G0193200	OMERI06G07170	90	89	1
OS06G0193300	OMERI06G07180	94	93	0
OS06G0193400	OMERI06G07190	97	97	1
OS06G0194000	OMERI06G07210	98	97	1
OS06G0194400	OMERI06G07230	95	98	1
OS06G0195800	OMERI03G22630	26	34	0
OS06G0196200	OMERI03G32150	92	91	1
OS06G0196300	OMERI03G32160	99	81	1
OS06G0196500	OMERI03G32170	83	84	1
OS06G0196600	OMERI03G32180	99	99	1
OS06G0196700	OMERI03G32190	94	27	1
OS06G0196900	OMERI03G32200	99	99	1
OS06G0197550	OMERI03G32200	70	33	1
OS06G0197575	OMERI03G32200	100	17	1
OS06G0198500	OMERI06G07290	97	44	1
OS06G0198700	OMERI06G07300	61	83	0
OS06G0198900	OMERI06G07320	94	93	1
OS06G0199100	OMERI06G07340	97	87	1
OS06G0199200	OMERI06G07350	96	95	0
OS06G0199402	OMERI06G07360	78	79	1
OS06G0199500	OMERI06G07370	99	99	1
OS06G0199700	OMERI06G07380	86	91	1
OS06G0199800	OMERI06G07390	80	93	0
OS06G0200800	OMERI06G07440	51	61	0
OS06G0201000	OMERI06G07470	89	87	1
OS06G0202700	OMERI06G07640	86	84	1
OS06G0202900	OMERI06G07650	99	99	1
OS06G0203200	OMERI06G07660	41	91	1
OS06G0203500	OMERI06G07520	93	58	1
OS06G0203600	OMERI06G07530	98	98	1
OS06G0203700	OMERI06G07540	93	84	1
OS06G0203800	OMERI06G07550	88	98	1
OS06G0204100	OMERI06G07580	38	54	1
OS06G0204400	OMERI06G07590	75	72	1
OS06G0204600	OMERI06G07600	84	22	1
OS06G0204800	OMERI06G07610	95	95	1
OS06G0205000	OMERI06G07830	89	45	1
OS06G0205600	OMERI06G07860	95	96	1
OS06G0206100	OMERI06G07870	95	95	1
OS06G0206200	OMERI06G07880	100	100	1
OS06G0206401	OMERI11G10700	23	48	0
OS06G0206700	OMERI06G07900	97	34	1
OS06G0206900	OMERI06G07930	88	97	1
OS06G0207000	OMERI06G07950	98	94	1
OS06G0207200	OMERI06G07960	83	86	1
OS06G0207500	OMERI06G07970	91	77	1
OS06G0207600	OMERI06G07980	78	84	1
OS06G0207700	OMERI06G07990	100	100	1
OS06G0207966	OMERI06G08000	93	33	1
OS06G0208100	OMERI06G08000	100	17	1
OS06G0208200	OMERI06G08010	89	89	0
OS06G0208300	OMERI06G08020	99	28	0
OS06G0208700	OMERI06G08040	64	47	0
OS06G0208800	OMERI06G08050	88	29	0
OS06G0209100	OMERI06G08060	96	97	1
OS06G0209300	OMERI06G08080	91	31	0
OS06G0209400	OMERI06G08090	83	93	1
OS06G0210000	OMERI06G08110	94	94	1
OS06G0210100	OMERI06G08120	95	95	0
OS06G0210400	OMERI06G08140	95	96	1
OS06G0210500	OMERI06G08160	99	96	1
OS06G0210900	OMERI06G08180	98	98	1
OS06G0211200	OMERI06G08210	99	88	1
OS06G0211300	OMERI06G08220	98	98	1
OS06G0211600	OMERI06G08240	95	98	1
OS06G0212400	OMERI06G08290	71	70	1
OS06G0212500	OMERI06G08330	96	94	1
OS06G0212600	OMERI06G08340	95	94	1
OS06G0213200	OMERI06G08350	93	8	0
OS06G0213400	OMERI06G08380	99	76	1
OS06G0213900	OMERI06G08410	98	99	1
OS06G0214100	OMERI06G08420	99	63	1
OS06G0214300	OMERI06G08440	94	94	1
OS06G0214800	OMERI06G08460	98	98	1
OS06G0214850	OMERI06G08470	89	98	1
OS06G0214900	OMERI06G08480	98	99	1
OS06G0215100	OMERI06G08490	97	96	1
OS06G0215200	OMERI06G08500	98	71	1
OS06G0215300	OMERI06G08510	95	93	1
OS06G0215600	OMERI06G08520	98	47	1
OS06G0216100	OMERI06G08530	95	17	1
OS06G0216300	OMERI04G12410	30	17	0
OS06G0216400	OMERI06G08540	92	87	1
OS06G0216700	OMERI06G08570	97	96	1
OS06G0216800	OMERI06G08580	95	85	1
OS06G0217300	OMERI06G08590	100	100	1
OS06G0217500	OMERI06G08600	71	99	1
OS06G0217700	OMERI06G08630	83	48	1
OS06G0218000	OMERI06G08650	81	92	1
OS06G0218100	OMERI06G08660	90	21	1
OS06G0218300	OMERI06G08690	98	98	1
OS06G0218500	OMERI06G08720	93	86	1
OS06G0218600	OMERI06G08710	98	98	1
OS06G0218800	OMERI06G08750	94	96	1
OS06G0218900	OMERI06G08740	97	34	1
OS06G0219400	OMERI06G08780	89	62	1
OS06G0219500	OMERI06G08790	44	55	1
OS06G0219600	OMERI06G08800	93	87	1
OS06G0219700	OMERI06G08810	99	99	1
OS06G0219800	OMERI06G08820	99	99	1
OS06G0219900	OMERI06G08830	96	94	1
OS06G0220000	OMERI06G08840	95	84	1
OS06G0220200	OMERI06G08860	71	88	1
OS06G0220500	OMERI03G38200	97	97	1
OS06G0220600	OMERI03G38190	97	98	1
OS06G0221000	OMERI06G09300	87	88	1
OS06G0221100	OMERI06G09310	98	98	1
OS06G0221200	OMERI06G09330	97	97	1
OS06G0221300	OMERI06G09340	92	88	0
OS06G0222800	OMERI06G09390	88	98	1
OS06G0222900	OMERI06G09400	98	91	1
OS06G0223200	OMERI06G09440	68	36	1
OS06G0223300	OMERI06G09450	75	63	1
OS06G0223700	OMERI06G09460	93	92	1
OS06G0223800	OMERI06G09470	100	85	1
OS06G0224000	OMERI06G09480	94	94	1
OS06G0224100	OMERI06G09500	52	54	1
OS06G0224200	OMERI06G09510	98	98	1
OS06G0224400	OMERI06G09520	97	97	1
OS06G0225000	OMERI06G09550	100	100	1
OS06G0225100	OMERI06G09560	96	63	1
OS06G0225200	OMERI06G09610	91	93	1
OS06G0225300	OMERI06G09600	91	88	1
OS06G0225400	OMERI06G09620	83	91	1
OS06G0225800	OMERI06G09630	92	78	1
OS06G0225900	OMERI06G09640	99	38	1
OS06G0226000	OMERI11G14790	23	24	0
OS06G0226050	OMERI06G09650	79	99	1
OS06G0226500	OMERI06G09660	100	100	1
OS06G0226600	OMERI06G09670	99	99	1
OS06G0226700	OMERI06G09680	99	94	1
OS06G0226950	OMERI06G09690	100	100	1
OS06G0227200	OMERI06G09700	94	94	1
OS06G0227250	OMERI06G09710	95	96	1
OS06G0227500	OMERI06G09720	97	41	1
OS06G0228200	OMERI06G09730	72	100	1
OS06G0228500	OMERI06G09740	99	99	1
OS06G0228600	OMERI06G09750	99	99	1
OS06G0228800	OMERI06G09760	98	98	1
OS06G0228900	OMERI06G09770	98	59	1
OS06G0228950	OMERI02G30990	41	41	0
OS06G0229000	OMERI06G09780	99	27	1
OS06G0229066	OMERI06G09780	99	71	1
OS06G0229200	OMERI06G09790	100	100	1
OS06G0229300	OMERI06G09800	99	99	1
OS06G0229400	OMERI06G09810	34	83	1
OS06G0229800	OMERI06G09850	91	92	1
OS06G0230100	OMERI06G09880	63	64	1
OS06G0231050	OMERI06G09930	98	98	1
OS06G0231100	OMERI06G09920	89	78	1
OS06G0231300	OMERI06G09940	95	95	1
OS06G0231400	OMERI06G09950	97	97	1
OS06G0231600	OMERI06G09980	94	94	1
OS06G0232000	OMERI06G10000	99	92	1
OS06G0232100	OMERI06G10010	59	32	1
OS06G0232200	OMERI06G10020	98	98	1
OS06G0232300	OMERI06G10030	97	97	1
OS06G0232400	OMERI06G10040	83	77	1
OS06G0232600	OMERI06G10050	94	90	1
OS06G0232700	OMERI06G10060	60	86	1
OS06G0232800	OMERI06G10070	84	27	1
OS06G0233200	OMERI06G10090	88	85	1
OS06G0233400	OMERI06G10100	100	100	1
OS06G0233800	OMERI06G10110	85	78	1
OS06G0233950	OMERI01G00410	70	62	1
OS06G0234100	OMERI06G10130	93	88	0
OS06G0234200	OMERI06G10140	96	96	1
OS06G0234300	OMERI06G10150	95	92	1
OS06G0234400	OMERI06G10160	94	80	1
OS06G0234600	OMERI06G10170	96	80	1
OS06G0234800	OMERI06G10200	93	42	1
OS06G0234900	OMERI06G10210	97	41	1
OS06G0235100	OMERI06G10240	93	93	1
OS06G0235200	OMERI06G10250	97	96	1
OS06G0235300	OMERI06G10260	97	61	1
OS06G0235400	OMERI06G10260	99	5	1
OS06G0235800	OMERI06G10280	98	98	1
OS06G0235900	OMERI06G10320	87	24	1
OS06G0236300	OMERI06G10350	92	82	1
OS06G0236600	OMERI06G10370	93	93	1
OS06G0236900	OMERI06G10390	86	19	1
OS06G0237300	OMERI06G10410	97	70	1
OS06G0237400	OMERI06G10420	95	95	1
OS06G0237502	OMERI06G10430	97	64	1
OS06G0238000	OMERI06G10440	97	98	1
OS06G0238200	OMERI06G10460	95	94	1
OS06G0238300	OMERI06G10450	96	71	1
OS06G0238700	OMERI06G10470	94	94	1
OS06G0238900	OMERI06G10490	89	89	0
OS06G0239000	OMERI06G10500	89	35	0
OS06G0239100	OMERI06G10510	97	98	1
OS06G0239200	OMERI06G10520	86	85	1
OS06G0239300	OMERI06G10530	61	82	1
OS06G0239500	OMERI06G10540	99	99	0
OS06G0240050	OMERI06G10660	51	75	1
OS06G0240600	OMERI06G11560	16	14	0
OS06G0240800	OMERI05G20440	16	52	0
OS06G0242000	OMERI06G10640	90	97	1
OS06G0242600	OMERI06G10570	39	47	0
OS06G0242700	OMERI06G10680	87	70	1
OS06G0243300	OMERI06G10700	45	21	0
OS06G0244000	OMERI06G10720	89	73	0
OS06G0244100	OMERI06G10730	97	97	1
OS06G0244200	OMERI06G10740	79	32	1
OS06G0244700	OMERI06G10750	96	88	1
OS06G0245600	OMERI06G10770	45	82	1
OS06G0245700	OMERI06G10780	96	77	1
OS06G0245800	OMERI06G10790	72	21	0
OS06G0245900	OMERI06G10800	73	98	0
OS06G0246000	OMERI06G10810	100	100	1
OS06G0246200	OMERI01G23150	18	13	1
OS06G0246500	OMERI06G10820	99	99	1
OS06G0246600	OMERI11G11220	80	72	1
OS06G0247200	OMERI01G14550	92	47	1
OS06G0247500	OMERI06G10850	99	99	1
OS06G0247800	OMERI06G10880	100	97	1
OS06G0247900	OMERI06G10890	92	79	1
OS06G0248200	OMERI06G10910	67	51	1
OS06G0248200	OMERI06G11010	69	50	1
OS06G0248300	OMERI06G11000	62	17	0
OS06G0248600	OMERI06G10950	92	96	1
OS06G0249350	OMERI06G10980	96	98	1
OS06G0250000	OMERI06G11000	55	19	0
OS06G0250600	OMERI06G11040	97	96	1
OS06G0251000	OMERI06G11060	93	28	0
OS06G0251100	OMERI06G11070	97	97	1
OS06G0251200	OMERI06G11080	99	99	1
OS06G0251700	OMERI06G11290	100	100	1
OS06G0252300	OMERI06G11370	98	75	1
OS06G0254200	OMERI04G00840	89	91	0
OS06G0254300	OMERI06G11390	25	81	1
OS06G0254700	OMERI06G11400	89	83	1
OS06G0255100	OMERI06G11410	89	79	0
OS06G0255400	OMERI06G11430	99	92	1
OS06G0256000	OMERI06G11510	93	38	1
OS06G0256200	OMERI06G11500	88	92	0
OS06G0256300	OMERI06G11490	99	99	1
OS06G0256500	OMERI06G11480	93	54	1
OS06G0256800	OMERI06G11470	90	84	1
OS06G0258500	OMERI06G11020	71	43	1
OS06G0258900	OMERI06G11620	99	99	1
OS06G0259000	OMERI06G11630	96	37	1
OS06G0259850	OMERI07G07560	5	10	0
OS06G0260000	OMERI07G07570	87	90	1
OS06G0262800	OMERI06G11710	97	97	1
OS06G0264200	OMERI06G11750	81	87	1
OS06G0264300	OMERI06G11760	98	99	1
OS06G0264500	OMERI06G11770	98	93	1
OS06G0264900	OMERI06G11790	89	61	1
OS06G0265000	OMERI06G11810	90	99	1
OS06G0265100	OMERI03G25760	83	37	1
OS06G0265400	OMERI06G11830	97	82	1
OS06G0265900	OMERI06G11840	86	91	1
OS06G0266000	OMERI06G11850	83	28	1
OS06G0266400	OMERI06G11860	90	98	1
OS06G0266800	OMERI06G11870	87	87	1
OS06G0267450	OMERI01G08030	29	32	1
OS06G0267500	OMERI06G11940	98	58	1
OS06G0267600	OMERI06G11950	100	20	1
OS06G0267900	OMERI06G11970	63	35	1
OS06G0268700	OMERI06G12140	96	95	0
OS06G0268800	OMERI06G12150	84	49	1
OS06G0269200	OMERI06G12160	94	17	0
OS06G0269300	OMERI06G12170	96	95	1
OS06G0270200	OMERI06G12190	93	94	1
OS06G0270900	OMERI06G12010	100	100	1
OS06G0270900	OMERI06G12200	100	100	1
OS06G0271000	OMERI06G12210	92	65	1
OS06G0271200	OMERI06G12220	52	30	1
OS06G0271350	OMERI04G08430	31	29	1
OS06G0271400	OMERI02G16150	94	55	1
OS06G0271600	OMERI06G12280	86	86	1
OS06G0272700	OMERI06G12300	92	45	0
OS06G0272800	OMERI06G12300	70	39	0
OS06G0273200	OMERI06G12330	94	95	1
OS06G0273500	OMERI06G12340	97	79	1
OS06G0273700	OMERI06G12350	94	94	1
OS06G0273800	OMERI06G12380	100	100	1
OS06G0274100	OMERI06G12400	78	8	1
OS06G0274200	OMERI06G12410	100	100	1
OS06G0274300	OMERI06G12420	95	89	1
OS06G0274500	OMERI06G12430	98	98	1
OS06G0275500	OMERI06G12460	98	93	1
OS06G0275600	OMERI06G12470	88	84	1
OS06G0275700	OMERI06G12480	98	93	1
OS06G0275800	OMERI06G12490	95	34	1
OS06G0276300	OMERI05G12920	49	31	0
OS06G0279900	OMERI11G18790	48	25	0
OS06G0281300	OMERI06G12630	92	24	1
OS06G0281400	OMERI06G12650	79	78	1
OS06G0282000	OMERI06G12690	94	93	1
OS06G0282400	OMERI06G12710	59	73	1
OS06G0283100	OMERI06G12770	93	92	1
OS06G0283200	OMERI06G12780	96	96	1
OS06G0283300	OMERI06G12790	64	77	1
OS06G0283400	OMERI06G12800	99	92	1
OS06G0284200	OMERI06G12820	99	99	1
OS06G0284500	OMERI06G12850	91	80	1
OS06G0284800	OMERI06G12860	94	95	1
OS06G0284900	OMERI06G12870	90	70	1
OS06G0285200	OMERI06G12920	61	61	1
OS06G0285400	OMERI06G12930	96	96	1
OS06G0285900	OMERI06G12960	87	87	1
OS06G0286146	OMERI06G03690	51	66	1
OS06G0286228	OMERI06G13010	99	99	1
OS06G0286310	OMERI06G13020	89	37	1
OS06G0286351	OMERI06G13030	95	98	1
OS06G0286375	OMERI06G13040	50	79	0
OS06G0286700	OMERI06G13070	5	32	0
OS06G0286700	OMERI06G13100	35	86	0
OS06G0286700	OMERI06G13110	19	26	0
OS06G0287000	OMERI06G13070	7	32	0
OS06G0287000	OMERI06G13100	17	32	0
OS06G0287000	OMERI06G13110	15	16	0
OS06G0288100	OMERI06G13200	96	96	1
OS06G0288300	OMERI06G13210	100	100	1
OS06G0289200	OMERI06G13280	95	95	0
OS06G0289300	OMERI11G15390	84	90	1
OS06G0289900	OMERI06G13290	99	99	1
OS06G0291500	OMERI06G13340	62	71	1
OS06G0291600	OMERI06G13350	95	94	1
OS06G0292100	OMERI06G13380	79	61	0
OS06G0293100	OMERI06G13400	55	37	1
OS06G0293500	OMERI06G13410	96	93	0
OS06G0294000	OMERI06G13440	97	95	1
OS06G0294400	OMERI06G13450	68	74	1
