Gene stable ID	Solanum lycopersicum str. Heinz 1706 gene stable ID	% identity	Solanum lycopersicum str. Heinz 1706 % identity	Orthology confidence [0 low, 1 high]
OS06G0141700	Solyc12g006560.1	43	58	1
OS06G0141700	Solyc12g006680.1	45	55	1
OS06G0142050	Solyc12g006550.1	57	29	1
OS06G0142200	Solyc12g006560.1	40	53	1
OS06G0142200	Solyc12g006680.1	42	51	1
OS06G0142300	Solyc12g006560.1	43	58	1
OS06G0142300	Solyc12g006680.1	45	55	1
OS06G0142350	Solyc12g006560.1	38	44	1
OS06G0142350	Solyc12g006680.1	40	42	1
OS06G0142400	Solyc12g006560.1	40	53	1
OS06G0142400	Solyc12g006680.1	42	51	1
OS06G0142600	Solyc06g062480.2	29	22	1
OS06G0142600	Solyc08g065870.2	32	23	1
OS06G0142600	Solyc11g070100.1	32	25	1
OS06G0142600	Solyc12g095900.1	35	22	1
OS06G0142650	Solyc06g008890.2	49	46	0
OS06G0142700	Solyc06g067940.2	58	51	1
OS06G0142700	Solyc12g042900.1	56	50	1
OS06G0142800	Solyc08g067050.2	62	63	1
OS06G0142900	Solyc08g066950.2	66	21	1
OS06G0143000	Solyc02g021140.2	56	57	1
OS06G0143100	Solyc03g120420.2	69	72	1
OS06G0143400	Solyc12g006930.1	60	61	1
OS06G0143700	Solyc03g120250.2	62	62	0
OS06G0143700	Solyc12g043030.1	19	60	0
OS06G0143700	Solyc12g043040.1	31	61	0
OS06G0143900	Solyc03g120270.2	82	81	0
OS06G0143900	Solyc06g066730.2	82	81	0
OS06G0143900	Solyc12g043000.1	83	82	0
OS06G0144000	Solyc06g066780.2	50	45	1
OS06G0144200	Solyc01g010740.2	51	52	1
OS06G0144200	Solyc02g067450.2	51	37	1
OS06G0144200	Solyc02g087670.2	53	54	1
OS06G0144200	Solyc03g058890.2	51	51	1
OS06G0144200	Solyc03g058910.2	46	52	1
OS06G0144200	Solyc03g113150.2	56	57	1
OS06G0144200	Solyc05g007080.2	48	48	1
OS06G0144200	Solyc06g071020.2	55	57	1
OS06G0144600	Solyc04g072010.2	56	26	1
OS06G0144800	Solyc03g058880.2	77	77	0
OS06G0144900	Solyc01g010740.2	48	52	1
OS06G0144900	Solyc02g067450.2	48	37	1
OS06G0144900	Solyc02g087670.2	49	52	1
OS06G0144900	Solyc03g058890.2	49	52	1
OS06G0144900	Solyc03g058910.2	44	52	1
OS06G0144900	Solyc03g113150.2	50	54	1
OS06G0144900	Solyc05g007080.2	46	48	1
OS06G0144900	Solyc06g071020.2	51	55	1
OS06G0145700	Solyc06g066390.1	51	41	1
OS06G0145700	Solyc08g076380.1	50	37	1
OS06G0145800	Solyc05g007100.2	50	50	1
OS06G0146250	Solyc02g067430.2	29	40	1
OS06G0146250	Solyc03g113120.2	33	38	1
OS06G0146250	Solyc05g007110.2	25	38	1
OS06G0146250	Solyc06g070990.2	34	32	1
OS06G0146400	Solyc05g051700.2	54	57	0
OS06G0147800	Solyc12g009020.1	65	64	1
OS06G0148200	Solyc03g121170.2	62	52	1
OS06G0148200	Solyc03g121180.2	67	65	1
OS06G0149200	Solyc07g038100.2	26	3	1
OS06G0149500	Solyc11g012890.1	33	33	1
OS06G0150100	Solyc12g095920.1	52	56	1
OS06G0150400	Solyc07g032250.2	55	55	1
OS06G0150600	Solyc03g078130.1	10	23	0
OS06G0151100	Solyc03g078130.1	11	25	0
OS06G0151200	Solyc03g121450.2	44	47	1
OS06G0151300	Solyc01g100840.2	80	81	1
OS06G0151600	Solyc03g121120.2	52	55	1
OS06G0151900	Solyc04g072580.1	59	18	0
OS06G0151900	Solyc07g045160.2	65	21	0
OS06G0151900	Solyc08g066100.2	61	19	0
OS06G0151900	Solyc12g095880.1	66	21	0
OS06G0152000	Solyc12g008620.1	61	23	1
OS06G0152100	Solyc06g066410.2	75	75	0
OS06G0152100	Solyc12g044630.1	76	75	0
OS06G0152200	Solyc07g062160.2	40	49	1
OS06G0152200	Solyc12g005420.1	35	44	1
OS06G0152300	Solyc07g055850.2	65	66	1
OS06G0152400	Solyc07g055850.2	49	36	1
OS06G0152500	Solyc01g108410.1	44	40	1
OS06G0152800	Solyc07g062250.2	50	38	0
OS06G0153200	Solyc07g055700.2	61	55	1
OS06G0153200	Solyc12g010990.1	61	50	1
OS06G0153800	Solyc03g063420.1	43	62	1
OS06G0153800	Solyc05g056160.2	73	74	1
OS06G0153900	Solyc08g014600.2	49	56	1
OS06G0154200	Solyc07g055120.2	45	48	1
OS06G0154200	Solyc12g010900.1	45	45	1
OS06G0154500	Solyc08g014420.2	85	86	1
OS06G0154500	Solyc12g019460.1	84	84	1
OS06G0154600	Solyc10g079830.1	60	64	0
OS06G0155300	Solyc12g014130.1	31	42	1
OS06G0155500	Solyc01g005900.2	25	42	1
OS06G0155500	Solyc04g079720.2	42	44	1
OS06G0155600	Solyc12g014150.1	50	58	1
OS06G0156400	Solyc02g077220.2	35	37	1
OS06G0156900	Solyc07g062590.2	59	62	1
OS06G0156900	Solyc10g007200.2	62	66	1
OS06G0157500	Solyc11g008650.1	30	74	1
OS06G0157700	Solyc11g008650.1	31	75	1
OS06G0157800	Solyc03g083450.1	30	33	1
OS06G0158000	Solyc08g008310.2	62	64	1
OS06G0158000	Solyc08g082280.2	68	64	1
OS06G0158100	Solyc01g095630.2	21	25	1
OS06G0158100	Solyc03g007380.1	23	26	1
OS06G0158100	Solyc08g008280.2	27	29	1
OS06G0158100	Solyc08g082110.2	26	30	1
OS06G0158100	Solyc10g009550.2	18	24	1
OS06G0158200	Solyc11g069520.1	60	25	1
OS06G0158600	Solyc03g121130.2	86	87	1
OS06G0158700	Solyc11g062280.1	70	75	1
OS06G0158800	Solyc01g095440.2	18	18	1
OS06G0158800	Solyc08g081850.1	17	17	1
OS06G0158900	Solyc03g007530.2	64	65	1
OS06G0158900	Solyc06g036490.1	51	63	1
OS06G0158900	Solyc08g081890.2	55	56	1
OS06G0158900	Solyc11g065710.1	28	54	1
OS06G0159750	Solyc07g005520.1	35	16	1
OS06G0159750	Solyc12g010080.1	17	8	1
OS06G0159750	Solyc12g010090.1	2	5	1
OS06G0159750	Solyc12g010100.1	20	9	1
OS06G0160001	Solyc01g086820.2	100	100	1
OS06G0160100	Solyc12g056540.1	60	99	0
OS06G0160200	Solyc01g095450.2	58	59	0
OS06G0160200	Solyc05g050210.2	57	56	0
OS06G0160400	Solyc03g007520.2	47	50	1
OS06G0160400	Solyc06g036500.1	18	37	1
OS06G0160700	Solyc03g083090.2	60	60	0
OS06G0162500	Solyc10g005120.1	57	60	1
OS06G0162550	Solyc08g066720.1	34	46	0
OS06G0162600	Solyc12g006030.1	66	70	0
OS06G0162700	Solyc03g112890.1	24	30	1
OS06G0162700	Solyc06g071520.1	27	27	1
OS06G0163000	Solyc01g094660.2	35	32	1
OS06G0163000	Solyc03g025450.2	31	32	1
OS06G0163200	Solyc05g041530.2	61	59	1
OS06G0163200	Solyc08g068400.2	64	67	1
OS06G0163300	Solyc03g120710.2	53	55	1
OS06G0163400	Solyc03g120720.2	47	47	0
OS06G0163500	Solyc09g007300.1	65	42	1
OS06G0163600	Solyc01g095120.2	71	14	1
OS06G0164000	Solyc01g095130.2	11	30	1
OS06G0164000	Solyc08g008130.2	31	30	1
OS06G0164400	Solyc02g093280.2	35	18	0
OS06G0164400	Solyc04g078690.2	32	20	0
OS06G0164500	Solyc01g107920.2	25	26	1
OS06G0165600	Solyc03g026270.1	25	30	1
OS06G0165600	Solyc03g026280.2	25	30	1
OS06G0165600	Solyc03g124110.1	25	29	1
OS06G0165600	Solyc08g007820.1	22	23	1
OS06G0165600	Solyc08g007830.1	23	25	1
OS06G0165600	Solyc12g056430.1	23	29	1
OS06G0165800	Solyc01g107910.2	75	79	0
OS06G0165800	Solyc02g093230.2	75	80	0
OS06G0165800	Solyc02g093240.1	23	70	0
OS06G0165800	Solyc02g093250.2	75	80	0
OS06G0165800	Solyc02g093270.2	75	80	0
OS06G0165800	Solyc10g050160.1	76	80	0
OS06G0166000	Solyc02g093220.2	54	57	0
OS06G0166100	Solyc03g044690.1	13	30	1
OS06G0166100	Solyc07g064430.1	17	37	1
OS06G0166400	Solyc02g093130.1	40	56	1
OS06G0166500	Solyc06g066020.2	34	26	1
OS06G0166500	Solyc07g008020.2	30	28	1
OS06G0166500	Solyc08g021820.2	30	24	1
OS06G0166900	Solyc03g116760.2	53	53	1
OS06G0167000	Solyc06g043160.1	3	73	0
OS06G0167000	Solyc07g008880.2	94	45	0
OS06G0167100	Solyc04g025870.2	68	67	0
OS06G0167100	Solyc05g005780.2	67	66	0
OS06G0167200	Solyc02g067680.1	40	40	1
OS06G0167200	Solyc02g087040.1	43	40	1
OS06G0167200	Solyc03g114090.1	35	41	1
OS06G0167200	Solyc05g005790.2	39	30	1
OS06G0167400	Solyc03g025560.2	29	53	1
OS06G0167600	Solyc02g081700.1	82	83	0
OS06G0168000	Solyc07g009320.2	54	57	1
OS06G0168400	Solyc05g054140.2	34	36	1
OS06G0168500	Solyc01g056810.2	56	68	1
OS06G0168500	Solyc10g081580.1	63	62	1
OS06G0168600	Solyc04g012060.2	87	88	0
OS06G0168600	Solyc04g051350.2	87	88	0
OS06G0168800	Solyc07g007980.2	71	67	1
OS06G0170500	Solyc04g017710.2	72	72	0
OS06G0170500	Solyc10g079190.1	71	71	0
OS06G0171600	Solyc11g013060.1	8	12	1
OS06G0171600	Solyc11g013070.1	0	0	1
OS06G0171600	Solyc11g013080.1	0	0	1
OS06G0171600	Solyc11g018720.1	23	18	1
OS06G0171600	Solyc11g018740.1	0	0	1
OS06G0171700	Solyc04g071310.2	52	54	1
OS06G0171800	Solyc09g098370.2	47	46	1
OS06G0171900	Solyc09g098330.2	60	62	1
OS06G0171900	Solyc12g098690.1	59	63	1
OS06G0172000	Solyc01g006500.2	55	58	1
OS06G0172200	Solyc07g007950.1	37	39	1
OS06G0172600	Solyc08g076340.2	100	100	0
OS06G0172600	Solyc12g008700.1	100	100	0
OS06G0172800	Solyc07g007930.2	52	55	0
OS06G0173000	Solyc07g007920.1	28	28	0
OS06G0173100	Solyc01g099760.2	91	93	0
OS06G0174300	Solyc02g068710.2	57	71	1
OS06G0174350	Solyc06g050600.2	7	4	1
OS06G0174350	Solyc06g050610.1	4	1	1
OS06G0174350	Solyc09g015120.2	17	4	1
OS06G0174350	Solyc10g076330.1	13	3	1
OS06G0174350	Solyc10g076340.1	10	2	1
OS06G0174400	Solyc06g065950.2	75	75	1
OS06G0175400	Solyc07g007830.2	17	11	1
OS06G0175500	Solyc07g007820.2	64	64	1
OS06G0175800	Solyc10g079720.1	67	68	0
OS06G0175900	Solyc06g007540.2	75	75	1
OS06G0175900	Solyc06g082680.2	75	75	1
OS06G0176000	Solyc02g081700.1	82	83	0
OS06G0176100	Solyc08g042010.2	32	21	1
OS06G0176150	Solyc08g006840.2	45	31	0
OS06G0176200	Solyc08g029170.2	62	61	1
OS06G0176300	Solyc06g068270.2	37	32	0
OS06G0176300	Solyc07g045040.2	36	31	0
OS06G0176300	Solyc10g076840.1	37	33	0
OS06G0176300	Solyc10g086780.1	33	33	0
OS06G0176500	Solyc06g068270.2	40	32	0
OS06G0176500	Solyc07g045040.2	39	31	0
OS06G0176500	Solyc10g076840.1	42	34	0
OS06G0176500	Solyc10g086780.1	37	33	0
OS06G0176700	Solyc06g068270.2	42	41	0
OS06G0176700	Solyc07g045040.2	39	39	0
OS06G0176700	Solyc10g076840.1	42	42	0
OS06G0176700	Solyc10g086780.1	35	40	0
OS06G0176900	Solyc10g079720.1	82	67	0
OS06G0177000	Solyc06g007540.2	75	75	1
OS06G0177000	Solyc06g082680.2	75	75	1
OS06G0177100	Solyc02g081700.1	82	83	0
OS06G0177200	Solyc08g042010.2	32	21	1
OS06G0177250	Solyc08g006840.2	45	31	0
OS06G0177300	Solyc08g029170.2	62	61	1
OS06G0177600	Solyc06g068270.2	37	32	0
OS06G0177600	Solyc07g045040.2	36	31	0
OS06G0177600	Solyc10g076840.1	37	33	0
OS06G0177600	Solyc10g086780.1	33	33	0
OS06G0177700	Solyc06g068270.2	40	32	0
OS06G0177700	Solyc07g045040.2	39	31	0
OS06G0177700	Solyc10g076840.1	42	34	0
OS06G0177700	Solyc10g086780.1	37	33	0
OS06G0178500	Solyc06g068270.2	42	41	0
OS06G0178500	Solyc07g045040.2	39	39	0
OS06G0178500	Solyc10g076840.1	42	42	0
OS06G0178500	Solyc10g086780.1	35	40	0
OS06G0178700	Solyc06g068270.2	44	44	0
OS06G0178700	Solyc07g045040.2	40	40	0
OS06G0178700	Solyc10g076840.1	42	43	0
OS06G0178700	Solyc10g086780.1	37	42	0
OS06G0179100	Solyc03g117310.1	16	22	1
OS06G0179100	Solyc03g117340.1	14	23	1
OS06G0179100	Solyc06g068310.1	15	23	1
OS06G0179200	Solyc07g007340.2	61	62	1
OS06G0179500	Solyc03g117260.1	47	49	1
OS06G0179500	Solyc06g068340.1	48	51	1
OS06G0179700	Solyc07g007220.2	64	60	1
OS06G0179700	Solyc12g010450.1	54	62	1
OS06G0179900	Solyc12g010440.1	60	56	1
OS06G0180000	Solyc08g041770.2	75	67	1
OS06G0181100	Solyc07g007140.2	27	10	1
OS06G0181200	Solyc07g007140.2	57	19	1
OS06G0181300	Solyc06g082510.2	18	13	0
OS06G0181400	Solyc07g005240.2	50	49	1
OS06G0181500	Solyc07g005040.2	37	82	1
OS06G0181500	Solyc12g010360.1	78	73	1
OS06G0181566	Solyc07g005050.2	92	92	0
OS06G0181566	Solyc12g010350.1	92	55	0
OS06G0181700	Solyc03g117130.2	46	50	1
OS06G0181700	Solyc06g065820.2	50	44	1
OS06G0181700	Solyc06g068360.2	47	46	1
OS06G0181800	Solyc08g028780.1	27	28	1
OS06G0182100	Solyc03g117100.2	36	42	1
OS06G0182100	Solyc06g068380.2	37	37	1
OS06G0182300	Solyc11g005980.1	83	35	1
OS06G0182400	Solyc07g005120.2	55	52	1
OS06G0182500	Solyc02g089930.2	73	69	1
OS06G0182500	Solyc04g079840.2	73	73	1
OS06G0183100	Solyc07g005140.2	34	35	1
OS06G0183100	Solyc12g010330.1	33	32	1
OS06G0183200	Solyc12g099720.1	33	29	1
OS06G0183700	Solyc12g010230.1	29	32	1
OS06G0183800	Solyc08g029130.2	35	20	1
OS06G0183900	Solyc07g005340.1	57	51	0
OS06G0184000	Solyc07g005400.2	44	40	1
OS06G0184000	Solyc12g010170.1	40	41	1
OS06G0184100	Solyc07g052920.2	44	59	1
OS06G0184200	Solyc02g069540.1	15	30	1
OS06G0184300	Solyc07g005530.2	36	36	1
OS06G0184500	Solyc08g006870.2	47	50	1
OS06G0184700	Solyc02g044050.1	13	17	0
OS06G0184700	Solyc12g036140.1	14	19	0
OS06G0184766	Solyc12g036160.1	23	34	0
OS06G0184800	Solyc07g005720.2	47	51	1
OS06G0184800	Solyc07g005730.2	51	55	1
OS06G0184866	Solyc06g083200.1	41	42	0
OS06G0185700	Solyc02g093380.1	30	31	0
OS06G0185900	Solyc08g006720.2	65	64	1
OS06G0185966	Solyc07g005920.1	31	37	1
OS06G0186000	Solyc07g005920.1	37	7	1
OS06G0186100	Solyc07g005920.1	34	48	1
OS06G0186300	Solyc07g005920.1	27	27	1
OS06G0186400	Solyc07g005960.2	62	64	1
OS06G0186500	Solyc06g083090.2	63	64	0
OS06G0186500	Solyc06g083100.1	59	61	0
OS06G0186600	Solyc03g117680.2	48	35	1
OS06G0186600	Solyc06g068540.2	45	33	1
OS06G0186600	Solyc07g005990.2	47	35	1
OS06G0186700	Solyc03g117700.1	28	52	1
OS06G0186700	Solyc06g068560.2	51	55	1
OS06G0186700	Solyc08g006680.2	54	57	1
OS06G0186900	Solyc03g032070.2	82	83	1
OS06G0187100	Solyc01g104990.2	39	49	0
OS06G0187200	Solyc07g006220.1	75	55	0
OS06G0187200	Solyc12g010540.1	76	54	0
OS06G0187300	Solyc07g006360.1	25	24	0
OS06G0187900	Solyc08g069120.2	70	53	1
OS06G0188000	Solyc07g006510.2	77	26	0
OS06G0188000	Solyc08g069140.2	75	25	0
OS06G0188100	Solyc12g096340.1	69	74	1
OS06G0190950	Solyc05g056330.2	39	20	1
OS06G0191200	Solyc12g015660.1	56	48	0
OS06G0191300	Solyc03g123800.1	59	57	1
OS06G0191500	Solyc03g123800.1	41	35	1
OS06G0192100	Solyc07g006720.2	36	31	0
OS06G0192100	Solyc10g083440.1	34	30	0
OS06G0192400	Solyc07g018200.1	31	32	1
OS06G0192500	Solyc09g008120.2	66	38	1
OS06G0192600	Solyc03g123730.2	98	97	0
OS06G0192600	Solyc06g063140.2	97	96	0
OS06G0192800	Solyc03g123680.1	25	33	1
OS06G0192800	Solyc06g063110.1	26	29	1
OS06G0192800	Solyc12g055710.1	26	32	1
OS06G0192900	Solyc07g017700.1	28	62	1
OS06G0192900	Solyc07g017710.1	19	33	1
OS06G0193000	Solyc03g123660.2	60	60	1
OS06G0193000	Solyc06g063100.2	58	61	1
OS06G0193200	Solyc05g047590.2	40	41	1
OS06G0194400	Solyc04g079130.2	45	40	0
OS06G0195800	Solyc03g123560.2	34	31	1
OS06G0195900	Solyc01g081010.2	65	26	0
OS06G0195900	Solyc07g053730.2	68	27	0
OS06G0196300	Solyc07g042440.2	64	65	0
OS06G0196600	Solyc02g070790.2	80	79	1
OS06G0196600	Solyc08g016170.2	80	80	1
OS06G0196700	Solyc07g042260.2	78	21	1
OS06G0196900	Solyc07g042250.2	67	67	0
OS06G0196900	Solyc12g009250.1	59	71	0
OS06G0197550	Solyc07g042250.2	55	26	0
OS06G0197550	Solyc12g009250.1	48	27	0
OS06G0197575	Solyc07g042250.2	82	14	0
OS06G0197575	Solyc12g009250.1	70	15	0
OS06G0198500	Solyc12g009180.1	54	54	1
OS06G0198600	Solyc12g009180.1	46	28	1
OS06G0198700	Solyc02g082710.2	49	48	1
OS06G0198800	Solyc03g122090.2	66	24	1
OS06G0198800	Solyc06g063030.2	68	25	1
OS06G0198800	Solyc12g049420.1	71	26	1
OS06G0198900	Solyc03g122230.1	37	38	1
OS06G0198900	Solyc05g025780.2	37	40	1
OS06G0198900	Solyc12g009190.1	38	41	1
OS06G0199100	Solyc03g096830.2	54	47	1
OS06G0199402	Solyc01g066000.1	30	27	1
OS06G0199402	Solyc03g063580.1	25	30	1
OS06G0199402	Solyc03g122300.1	37	30	1
OS06G0199402	Solyc06g062960.1	35	28	1
OS06G0199402	Solyc06g066110.1	38	33	1
OS06G0199402	Solyc08g061270.1	36	40	1
OS06G0199500	Solyc08g080920.2	67	73	1
OS06G0199500	Solyc12g056270.1	35	72	1
OS06G0199800	Solyc08g061260.2	64	64	1
OS06G0202900	Solyc05g025820.2	55	57	1
OS06G0202900	Solyc06g062920.2	53	49	1
OS06G0202900	Solyc07g041940.2	55	54	1
OS06G0202900	Solyc08g061250.2	51	50	1
OS06G0202900	Solyc12g049360.1	50	51	1
OS06G0203200	Solyc01g112100.2	44	44	0
OS06G0203200	Solyc01g112120.2	32	45	0
OS06G0203200	Solyc01g112130.2	13	42	0
OS06G0203200	Solyc01g112140.2	44	43	0
OS06G0203200	Solyc07g007290.1	45	45	0
OS06G0203400	Solyc01g112100.2	43	39	0
OS06G0203400	Solyc01g112120.2	38	47	0
OS06G0203400	Solyc01g112130.2	5	15	0
OS06G0203400	Solyc01g112140.2	43	37	0
OS06G0203400	Solyc07g007290.1	42	37	0
OS06G0203500	Solyc01g088480.2	58	41	1
OS06G0203600	Solyc08g061480.2	36	38	1
OS06G0203800	Solyc08g061560.2	75	74	1
OS06G0204400	Solyc05g010430.2	14	61	1
OS06G0204400	Solyc05g010440.1	24	77	1
OS06G0205000	Solyc12g049310.1	69	71	1
OS06G0205600	Solyc08g061980.2	32	45	1
OS06G0206000	Solyc06g064880.2	42	45	1
OS06G0206100	Solyc12g049230.1	31	34	1
OS06G0206200	Solyc01g099730.2	68	68	0
OS06G0206200	Solyc09g065930.2	67	68	0
OS06G0206401	Solyc03g093360.2	17	21	0
OS06G0206700	Solyc03g053080.1	75	40	0
OS06G0207000	Solyc05g005250.2	24	38	0
OS06G0207200	Solyc01g073720.2	31	36	1
OS06G0207500	Solyc01g016380.2	22	65	1
OS06G0207500	Solyc01g016390.2	16	25	1
OS06G0207500	Solyc10g078910.1	38	41	1
OS06G0207500	Solyc10g080550.1	38	48	1
OS06G0207600	Solyc10g080530.1	25	19	1
OS06G0207700	Solyc03g098210.2	54	54	1
OS06G0207966	Solyc03g098200.2	61	22	0
OS06G0207966	Solyc06g072310.2	59	21	0
OS06G0208100	Solyc03g098200.2	81	15	0
OS06G0208100	Solyc06g072310.2	75	14	0
OS06G0208300	Solyc04g064700.2	66	19	0
OS06G0208700	Solyc07g049560.2	38	26	0
OS06G0208700	Solyc11g011970.1	38	28	0
OS06G0208800	Solyc11g012870.1	56	22	1
OS06G0209300	Solyc11g013530.1	30	11	1
OS06G0210000	Solyc04g011340.2	41	42	1
OS06G0210000	Solyc06g031710.2	41	44	1
OS06G0210000	Solyc09g010360.2	44	46	1
OS06G0210000	Solyc11g012930.1	47	50	1
OS06G0210100	Solyc01g104220.2	60	59	1
OS06G0210100	Solyc06g060430.1	10	23	1
OS06G0210100	Solyc06g060440.1	36	35	1
OS06G0210100	Solyc06g060450.2	35	34	1
OS06G0210100	Solyc10g045640.1	63	62	1
OS06G0210100	Solyc11g013000.1	57	57	1
OS06G0210200	Solyc11g012970.1	41	60	1
OS06G0210400	Solyc09g005000.1	44	46	1
OS06G0210500	Solyc02g094470.2	76	78	1
OS06G0210900	Solyc02g090920.2	34	37	0
OS06G0210900	Solyc02g090930.2	41	41	0
OS06G0210900	Solyc02g090940.2	42	42	0
OS06G0210900	Solyc04g078800.2	35	41	0
OS06G0210900	Solyc12g088800.1	40	41	0
OS06G0211300	Solyc04g078920.2	73	71	0
OS06G0213200	Solyc04g079000.2	64	13	1
OS06G0213400	Solyc01g108620.2	38	38	1
OS06G0213400	Solyc04g079140.2	39	38	1
OS06G0213900	Solyc12g094480.1	35	30	1
OS06G0214100	Solyc04g079160.2	51	51	1
OS06G0214100	Solyc07g025390.2	48	51	1
OS06G0214900	Solyc03g043750.2	56	56	1
OS06G0215200	Solyc01g108430.2	54	50	0
OS06G0215300	Solyc04g049630.2	66	62	0
OS06G0215300	Solyc10g050840.1	63	64	0
OS06G0215400	Solyc04g049630.2	64	60	0
OS06G0215400	Solyc10g050840.1	61	62	0
OS06G0216100	Solyc02g070020.1	36	22	1
OS06G0216100	Solyc05g051360.1	37	23	1
OS06G0216100	Solyc11g010740.1	37	22	1
OS06G0216100	Solyc11g010750.1	0	0	1
OS06G0216100	Solyc11g010760.1	38	24	1
OS06G0216100	Solyc11g010780.1	33	27	1
OS06G0216100	Solyc11g010790.1	34	21	1
OS06G0216100	Solyc11g010800.1	19	26	1
OS06G0216100	Solyc11g010810.1	34	21	1
OS06G0216300	Solyc01g103390.2	41	17	0
OS06G0216300	Solyc04g039910.1	18	11	0
OS06G0216300	Solyc04g039920.1	28	49	0
OS06G0216300	Solyc04g039930.2	3	3	0
OS06G0216300	Solyc09g098320.1	11	10	0
OS06G0216300	Solyc10g086220.1	49	20	0
OS06G0216300	Solyc11g032130.1	49	21	0
OS06G0216300	Solyc11g032220.1	28	14	0
OS06G0216300	Solyc11g032230.1	36	17	0
OS06G0216700	Solyc01g108350.2	42	36	1
OS06G0216700	Solyc01g108360.2	42	36	1
OS06G0216700	Solyc10g050690.1	40	34	1
OS06G0216700	Solyc10g050730.1	39	33	1
OS06G0216800	Solyc01g108340.2	72	79	0
OS06G0216800	Solyc02g090480.2	62	68	0
OS06G0217300	Solyc01g105800.2	40	32	1
OS06G0217300	Solyc04g076280.2	36	41	1
OS06G0217300	Solyc11g010570.1	52	44	1
OS06G0217500	Solyc03g121210.2	64	67	1
OS06G0217500	Solyc12g044640.1	70	68	1
OS06G0218000	Solyc11g017220.1	36	46	1
OS06G0218000	Solyc12g008370.1	42	46	1
OS06G0218100	Solyc04g014250.2	54	12	1
OS06G0218100	Solyc07g021540.2	57	15	1
OS06G0218100	Solyc11g010440.1	48	13	1
OS06G0218300	Solyc03g112340.1	30	33	0
OS06G0218300	Solyc04g074820.1	27	30	0
OS06G0218300	Solyc12g087860.1	22	26	0
OS06G0218500	Solyc01g105520.2	58	66	1
OS06G0218600	Solyc04g074740.2	39	43	1
OS06G0218900	Solyc01g105510.2	46	18	1
OS06G0218900	Solyc05g051490.2	45	17	1
OS06G0219400	Solyc04g074670.2	69	46	1
OS06G0219500	Solyc08g078700.2	24	35	1
OS06G0219500	Solyc08g078710.1	15	23	1
OS06G0219500	Solyc08g078720.2	12	22	1
OS06G0219600	Solyc10g047360.1	56	59	1
OS06G0219600	Solyc11g009090.1	71	66	1
OS06G0219700	Solyc11g009050.1	53	51	1
OS06G0219800	Solyc01g008280.2	56	58	1
OS06G0219900	Solyc01g105410.2	47	50	1
OS06G0219900	Solyc04g074470.1	48	49	1
OS06G0220800	Solyc04g074240.2	39	34	1
OS06G0221000	Solyc04g074170.1	47	43	1
OS06G0221100	Solyc04g055180.2	49	46	1
OS06G0221200	Solyc04g055170.2	62	62	1
OS06G0221200	Solyc04g073990.2	62	63	1
OS06G0221200	Solyc05g051980.2	60	55	1
OS06G0221300	Solyc03g093360.2	46	44	0
OS06G0222100	Solyc03g007290.2	24	29	0
OS06G0222100	Solyc04g082550.1	21	28	0
OS06G0222900	Solyc04g054830.2	54	51	1
OS06G0223200	Solyc04g054820.2	44	20	1
OS06G0223200	Solyc04g072800.2	35	23	1
OS06G0223300	Solyc04g078300.2	29	32	0
OS06G0223300	Solyc05g051830.2	26	24	0
OS06G0223300	Solyc06g033820.1	14	26	0
OS06G0223300	Solyc06g033830.1	11	35	0
OS06G0223300	Solyc06g048380.1	11	23	0
OS06G0223300	Solyc07g052700.2	14	26	0
OS06G0223300	Solyc07g052720.2	9	21	0
OS06G0223700	Solyc04g054760.2	41	37	1
OS06G0223700	Solyc04g072780.2	41	35	1
OS06G0223700	Solyc05g051860.2	29	28	1
OS06G0223700	Solyc12g056950.1	28	29	1
OS06G0223800	Solyc04g054480.2	79	46	0
OS06G0224100	Solyc04g072640.2	29	31	0
OS06G0224100	Solyc12g056900.1	31	33	0
OS06G0224200	Solyc04g072380.2	55	50	1
OS06G0225000	Solyc01g060130.2	78	78	1
OS06G0225400	Solyc05g051770.2	27	27	0
OS06G0225800	Solyc04g051860.2	48	42	1
OS06G0225900	Solyc02g014350.2	78	29	0
OS06G0226100	Solyc02g067400.1	20	27	1
OS06G0226100	Solyc02g087850.1	30	27	1
OS06G0226500	Solyc02g067380.2	56	52	0
OS06G0226500	Solyc02g087860.2	57	54	0
OS06G0226500	Solyc04g005660.2	51	46	0
OS06G0226500	Solyc05g007210.2	54	55	0
OS06G0226500	Solyc06g070910.2	55	52	0
OS06G0226600	Solyc01g106070.1	15	14	1
OS06G0226600	Solyc03g116350.2	56	62	1
OS06G0226600	Solyc05g007300.2	51	58	1
OS06G0226600	Solyc10g047670.1	36	13	1
OS06G0226700	Solyc03g116320.2	48	45	1
OS06G0226700	Solyc06g070900.2	48	45	1
OS06G0227200	Solyc06g068850.2	15	16	1
OS06G0227250	Solyc02g089440.2	50	46	1
OS06G0228200	Solyc03g013340.2	52	54	1
OS06G0228500	Solyc03g013160.2	46	45	1
OS06G0228500	Solyc03g013440.2	34	40	1
OS06G0228500	Solyc03g063050.1	14	21	1
OS06G0228500	Solyc05g050440.2	25	60	1
OS06G0228500	Solyc05g053970.2	48	57	1
OS06G0228500	Solyc06g061260.1	22	47	1
OS06G0228500	Solyc06g061270.1	30	59	1
OS06G0228900	Solyc05g006460.1	43	36	1
OS06G0228950	Solyc03g116010.1	33	25	1
