Gene stable ID	Zea mays gene stable ID	% identity	Zea mays % identity	Orthology confidence [0 low, 1 high]
OS06G0101600	Zm00001d045620	75.974	75.4839	1
OS06G0101800	Zm00001d045617	57.3816	33.7152	1
OS06G0102100	Zm00001d007924	69.305	69.5736	1
OS06G0102100	Zm00001d047452	72.5869	71.8929	1
OS06G0102700	Zm00001d045632	82.6159	79.2064	1
OS06G0102800	Zm00001d045635	59.1052	33.2011	1
OS06G0102900	Zm00001d045635	43.4043	13.4921	1
OS06G0103300	Zm00001d045610	78.0851	80.4825	1
OS06G0103400	Zm00001d035872	63.6364	64.0244	1
OS06G0103400	Zm00001d045607	63.6364	63.253	1
OS06G0103500	Zm00001d045251	88.9387	89.2054	1
OS06G0103500	Zm00001d045606	86.846	83.477	1
OS06G0103600	Zm00001d045604	34.7378	81.1816	1
OS06G0103600	Zm00001d045605	33.8951	73.8775	1
OS06G0103700	Zm00001d035874	71.0526	72.7545	1
OS06G0103800	Zm00001d035875	40.5585	36.5269	1
OS06G0103900	Zm00001d035876	82.7258	84.1936	1
OS06G0104000	Zm00001d035878	72.9805	70.3356	1
OS06G0104100	Zm00001d035879	69.2053	77.6952	1
OS06G0104100	Zm00001d035881	81.7881	81.25	1
OS06G0104100	Zm00001d036080	58.2781	78.2222	1
OS06G0104100	Zm00001d053084	68.8742	80	1
OS06G0104200	Zm00001d045600	30.7692	80.5755	1
OS06G0104300	Zm00001d045599	90.3879	90.5405	1
OS06G0104400	Zm00001d045596	61.1374	62.6214	1
OS06G0104800	Zm00001d035888	69.6721	63.9098	1
OS06G0105350	Zm00001d045589	54.3967	53.2	1
OS06G0105500	Zm00001d004943	7.77778	37.3333	0
OS06G0105500	Zm00001d045583	73.0556	71.5646	0
OS06G0105600	Zm00001d035889	69.9174	23.2162	1
OS06G0105700	Zm00001d045582	63.0058	60.221	1
OS06G0105800	Zm00001d045581	62.0805	58.5443	1
OS06G0105900	Zm00001d045072	65.3242	66.9014	1
OS06G0106000	Zm00001d035898	93.4641	90.7936	1
OS06G0106100	Zm00001d008951	92.6087	92.6087	1
OS06G0106100	Zm00001d014549	20.4348	62.6667	1
OS06G0106100	Zm00001d039350	93.4783	93.4783	1
OS06G0106100	Zm00001d043917	26.9565	93.9394	1
OS06G0106800	Zm00001d035899	84.9485	84.7737	0
OS06G0107000	Zm00001d045580	70.7407	71.2687	1
OS06G0107100	Zm00001d045579	72.5624	72.2348	1
OS06G0107100	Zm00001d048248	24.4898	75.5245	1
OS06G0107600	Zm00001d045576	76.0331	69.5214	1
OS06G0107700	Zm00001d005458	27.0718	48.2759	1
OS06G0107700	Zm00001d023296	37.2928	54.4355	1
OS06G0107700	Zm00001d034099	45.5801	44.5946	1
OS06G0107700	Zm00001d045575	81.768	83.3803	1
OS06G0107800	Zm00001d024103	59.1667	31.6964	1
OS06G0107800	Zm00001d035903	60.8333	32.5893	1
OS06G0108600	Zm00001d045571	66.0448	65.0735	1
OS06G0108900	Zm00001d035907	54.9057	58.4337	1
OS06G0109000	Zm00001d045570	64.4628	69.2308	1
OS06G0109100	Zm00001d045568	57.1429	59.7403	1
OS06G0109300	Zm00001d045567	82.5	38.6719	0
OS06G0109400	Zm00001d009592	25.4545	74.8092	1
OS06G0109400	Zm00001d022096	71.5584	72.7873	1
OS06G0109400	Zm00001d035913	75.3247	79.1269	1
OS06G0109400	Zm00001d045566	79.4805	79.6875	1
OS06G0109500	Zm00001d045565	67.5781	62.4549	1
OS06G0109600	Zm00001d035916	54.321	59.4595	1
OS06G0110000	Zm00001d045563	69.7628	73.5417	1
OS06G0110100	Zm00001d011479	20.4013	44.5255	1
OS06G0110100	Zm00001d024715	80.2676	79.2079	1
OS06G0111100	Zm00001d019047	52.4138	52.9002	1
OS06G0111200	Zm00001d045547	58.4112	62.9723	1
OS06G0111300	Zm00001d045550	71.9064	41.1483	1
OS06G0111400	Zm00001d035926	75.0865	75.7858	1
OS06G0111500	Zm00001d035925	94.1667	90.0398	1
OS06G0111500	Zm00001d042184	94.375	94.375	1
OS06G0111600	Zm00001d045551	70.019	63.0231	1
OS06G0111700	Zm00001d045553	60.8787	61.1345	1
OS06G0111800	Zm00001d045557	90.3419	92.1534	1
OS06G0112000	Zm00001d035922	83.3787	83.0394	1
OS06G0112100	Zm00001d045558	75.2187	77.2455	1
OS06G0112200	Zm00001d031621	80.3089	66.0317	1
OS06G0112200	Zm00001d049823	77.6062	80.0797	1
OS06G0112300	Zm00001d035921	40	36.8421	1
OS06G0112400	Zm00001d035920	88.5057	66.763	1
OS06G0112400	Zm00001d045559	88.8889	83.4532	1
OS06G0112700	Zm00001d035918	54.2234	55.1247	1
OS06G0112700	Zm00001d045560	58.0381	56.6489	1
OS06G0112800	Zm00001d030266	92.7835	18.7696	1
OS06G0113150	Zm00001d030266	81.3906	20.7508	1
OS06G0113600	Zm00001d019047	48.6553	46.1717	1
OS06G0113900	Zm00001d011976	22.2222	72.6257	1
OS06G0113900	Zm00001d035934	93.3333	92.0742	1
OS06G0114000	Zm00001d035937	93.178	96.7185	1
OS06G0114000	Zm00001d045544	93.5108	93.6667	1
OS06G0114200	Zm00001d044868	77.7778	77.7778	1
OS06G0114366	Zm00001d050156	63.8507	61.6698	0
OS06G0114400	Zm00001d035945	13.0952	21.1538	1
OS06G0114600	Zm00001d035947	78.6408	72	1
OS06G0114650	Zm00001d050155	68.3673	68.0203	1
OS06G0114700	Zm00001d045540	85.8537	84.2105	1
OS06G0115100	Zm00001d035948	93.5065	79.1209	1
OS06G0115200	Zm00001d035957	84.2434	85.3081	1
OS06G0115300	Zm00001d045539	84.6154	84.6154	1
OS06G0115400	Zm00001d045538	60.6138	61.399	1
OS06G0115600	Zm00001d035962	71.5415	66.3004	1
OS06G0115600	Zm00001d045537	69.7628	56.0317	1
OS06G0115700	Zm00001d035963	57.7406	56.0976	1
OS06G0115700	Zm00001d045535	56.9038	57.1429	1
OS06G0115800	Zm00001d012428	80.212	61.3514	1
OS06G0116300	Zm00001d013996	90.9091	93.75	1
OS06G0116300	Zm00001d039404	93.9394	95.9752	1
OS06G0116300	Zm00001d045530	18.4848	67.7778	1
OS06G0116500	Zm00001d035973	79.235	38.7701	1
OS06G0116600	Zm00001d045528	95.1515	70.4036	1
OS06G0116800	Zm00001d035974	79.4118	81.8182	1
OS06G0116800	Zm00001d035975	78.9593	81.352	1
OS06G0117800	Zm00001d001971	27.013	24.5283	1
OS06G0117800	Zm00001d005617	15.5844	57.6923	1
OS06G0117800	Zm00001d013203	19.2208	57.3643	1
OS06G0117800	Zm00001d017471	16.8831	30.6604	1
OS06G0117800	Zm00001d021478	38.961	60.7287	1
OS06G0117800	Zm00001d024496	20.5195	37.0892	1
OS06G0117800	Zm00001d028772	26.4935	25.1852	1
OS06G0117800	Zm00001d041743	13.2468	26.8421	1
OS06G0117800	Zm00001d044337	31.9481	38.6792	1
OS06G0118150	Zm00001d002750	58	16.8605	1
OS06G0118150	Zm00001d026186	56	16.185	1
OS06G0118700	Zm00001d035981	54.251	55.7173	0
OS06G0118800	Zm00001d035980	24.4813	26.9406	1
OS06G0118900	Zm00001d035978	19.9095	21.6749	1
OS06G0119100	Zm00001d035987	45.9658	46.5923	0
OS06G0119100	Zm00001d045522	19.3154	48.6154	0
OS06G0120732	Zm00001d000277	84.5238	25.1773	1
OS06G0120732	Zm00001d050687	40.4762	28.5714	1
OS06G0124900	Zm00001d045520	62.069	47.3684	1
OS06G0125132	Zm00001d045520	48.2759	36.8421	1
OS06G0125300	Zm00001d035989	62.6168	51.7774	1
OS06G0125400	Zm00001d045519	86.1075	83.3756	1
OS06G0125500	Zm00001d045519	74.5958	40.9898	1
OS06G0125600	Zm00001d015987	29.2537	31.8182	1
OS06G0125600	Zm00001d022156	35.5224	52.4229	1
OS06G0125600	Zm00001d041385	40	38.1766	1
OS06G0125600	Zm00001d045518	71.0448	46.8504	1
OS06G0125800	Zm00001d045517	55.5556	54.1045	1
OS06G0126000	Zm00001d018890	62.5304	68.2603	1
OS06G0126000	Zm00001d035990	69.0998	72.8205	1
OS06G0126000	Zm00001d045516	67.0316	71.0968	1
OS06G0126250	Zm00001d035992	79.2899	67.3367	1
OS06G0126250	Zm00001d045515	81.3018	80.7286	1
OS06G0126400	Zm00001d045514	53.6585	27.2727	1
OS06G0126500	Zm00001d035999	77.2861	82.9114	1
OS06G0126500	Zm00001d045513	76.4012	80.4348	1
OS06G0127000	Zm00001d036001	88.412	67.101	1
OS06G0127100	Zm00001d036003	67.2897	62.069	1
OS06G0127200	Zm00001d036004	71.6338	69.8774	0
OS06G0127300	Zm00001d036008	61.9048	36.9919	1
OS06G0127500	Zm00001d045509	67.5472	65.3285	1
OS06G0127700	Zm00001d036010	81.5789	80.6242	1
OS06G0127800	Zm00001d041498	35.6564	63.7681	1
OS06G0127800	Zm00001d045507	80.2269	80.3571	1
OS06G0127900	Zm00001d003164	91.8841	93.5103	1
OS06G0127900	Zm00001d037337	90.7246	92.3304	1
OS06G0127900	Zm00001d045649	90.1449	91.7404	1
OS06G0128000	Zm00001d045527	33.6232	38.5382	1
OS06G0128000	Zm00001d052979	2.89855	15.1515	1
OS06G0128200	Zm00001d036013	92.7451	90.613	1
OS06G0128200	Zm00001d045505	91.7647	86.1878	1
OS06G0128300	Zm00001d029034	87.0396	86.5672	0
OS06G0128400	Zm00001d031392	25.6293	71.7949	1
OS06G0128400	Zm00001d045002	82.151	49.792	1
OS06G0128400	Zm00001d045501	81.9222	50.2809	1
OS06G0128500	Zm00001d045500	85.5172	89.8551	1
OS06G0128600	Zm00001d036014	67.6923	10.7579	1
OS06G0128600	Zm00001d045499	72.3077	11.0588	1
OS06G0128700	Zm00001d036014	65.6	20.0489	1
OS06G0128700	Zm00001d045499	67.2	19.7647	1
OS06G0128800	Zm00001d036016	67.4033	53.2751	1
OS06G0128800	Zm00001d045498	64.6409	52.9412	1
OS06G0129000	Zm00001d045496	78.3715	80.6283	1
OS06G0129100	Zm00001d045495	82.153	80.3324	1
OS06G0129200	Zm00001d045494	71.5935	71.4286	1
OS06G0129300	Zm00001d045493	82.1192	83.5017	1
OS06G0129400	Zm00001d036020	87.4327	69.671	1
OS06G0129400	Zm00001d045491	86.535	62.9243	1
OS06G0129600	Zm00001d045298	32.4051	34.3164	0
OS06G0129700	Zm00001d045488	73.8462	74.7664	1
OS06G0129800	Zm00001d036022	39.485	45.3202	1
OS06G0129800	Zm00001d045487	63.9485	64.5022	1
OS06G0129900	Zm00001d036023	74.4762	74.9042	0
OS06G0130000	Zm00001d045483	88.2957	86.3454	1
OS06G0130100	Zm00001d045481	84.7848	85.9898	1
OS06G0130200	Zm00001d045480	50.3371	47.1579	1
OS06G0130400	Zm00001d045479	81.9188	80.4348	1
OS06G0130500	Zm00001d036035	94.375	94.375	1
OS06G0130600	Zm00001d045477	79.4562	70.5094	1
OS06G0130800	Zm00001d045478	42.0833	36.8613	1
OS06G0131100	Zm00001d045472	69.1327	68.0905	1
OS06G0131300	Zm00001d045470	88.604	89.6254	1
OS06G0131500	Zm00001d036051	72.8285	76.7606	1
OS06G0131700	Zm00001d036050	65.5696	70.5722	1
OS06G0131700	Zm00001d045463	69.3671	53.1008	1
OS06G0132100	Zm00001d036048	58.5903	90.785	1
OS06G0132100	Zm00001d045465	88.326	86.7965	1
OS06G0132100	Zm00001d045466	71.5859	84.4156	1
OS06G0132300	Zm00001d054087	38.9423	50.625	1
OS06G0132400	Zm00001d036046	85.3211	28.7037	1
OS06G0132500	Zm00001d036045	66.9565	15.587	0
OS06G0132500	Zm00001d045468	74.7826	17.2345	0
OS06G0132550	Zm00001d036045	75.5814	26.3158	0
OS06G0132550	Zm00001d045468	76.1628	26.2525	0
OS06G0132600	Zm00001d036044	81.9079	82.1782	1
OS06G0133000	Zm00001d033937	82.9228	82.9228	1
OS06G0133000	Zm00001d045462	82.9228	82.9228	1
OS06G0133200	Zm00001d045461	43.8776	39.4495	1
OS06G0133400	Zm00001d045460	42.6087	56.3218	1
OS06G0133500	Zm00001d045459	47.7778	44.3299	1
OS06G0133600	Zm00001d045458	78.1609	80	1
OS06G0133800	Zm00001d045451	91.5929	84.375	1
OS06G0133800	Zm00001d046962	15.6342	92.1739	1
OS06G0133900	Zm00001d045450	96.2733	61.2648	0
OS06G0134000	Zm00001d045448	87.5	67.8788	1
OS06G0134050	Zm00001d016877	73.0769	84.2742	1
OS06G0134050	Zm00001d045447	60.8392	41.8269	1
OS06G0134700	Zm00001d012359	12.9464	84.466	1
OS06G0134700	Zm00001d045445	83.9286	82.6979	1
OS06G0134800	Zm00001d045436	80.5486	78.3981	1
OS06G0134900	Zm00001d045435	66.6667	50.7614	1
OS06G0135000	Zm00001d036073	48.7179	13.1944	1
OS06G0135900	Zm00001d045434	89.0805	67.4891	1
OS06G0136000	Zm00001d036073	92.7083	92.7083	1
OS06G0136300	Zm00001d045432	59.3496	48.3444	1
OS06G0136600	Zm00001d036086	60.5381	77.3639	1
OS06G0136600	Zm00001d045431	95.5157	95.5157	1
OS06G0136800	Zm00001d045430	90.2357	82.716	1
OS06G0136900	Zm00001d036088	46.9512	55	1
OS06G0136900	Zm00001d045427	69.5122	66.8622	1
OS06G0137100	Zm00001d036090	92.3077	29.1713	1
OS06G0137100	Zm00001d045425	92.6573	29.2494	1
OS06G0137300	Zm00001d011122	69.9367	90.2041	1
OS06G0137400	Zm00001d004578	62.1849	59.6774	1
OS06G0137400	Zm00001d008420	51.2605	25.9574	1
OS06G0137400	Zm00001d012222	70.5882	56	1
OS06G0137400	Zm00001d021237	51.2605	21.4789	1
OS06G0137400	Zm00001d027753	55.4622	15.6028	1
OS06G0137400	Zm00001d033729	60.5042	23.2258	1
OS06G0137400	Zm00001d045423	82.3529	78.4	1
OS06G0137400	Zm00001d051802	79.8319	82.6087	1
OS06G0137400	Zm00001d051962	64.7059	48.125	1
OS06G0137500	Zm00001d011121	76.5306	83.3333	1
OS06G0137600	Zm00001d045421	85.1675	86.4078	1
OS06G0137700	Zm00001d036091	86.9333	86.4721	1
OS06G0137700	Zm00001d045420	87.2	88.1402	1
OS06G0138000	Zm00001d036092	79.0323	26.8493	1
OS06G0138100	Zm00001d045418	74.8031	77.8689	0
OS06G0138200	Zm00001d045417	61.6883	61.0932	1
OS06G0138600	Zm00001d023574	48.0418	65.9498	1
OS06G0138600	Zm00001d036103	71.5405	71.7277	1
OS06G0138600	Zm00001d045406	35.5091	70.1031	1
OS06G0138600	Zm00001d045408	38.3812	54.8507	1
OS06G0138600	Zm00001d045410	37.3368	73.7113	1
OS06G0138600	Zm00001d045412	46.7363	69.3798	1
OS06G0138600	Zm00001d045414	53.0026	60.2374	1
OS06G0138700	Zm00001d036911	39.1011	32.7068	0
OS06G0139000	Zm00001d036911	41.1523	37.594	0
OS06G0139700	Zm00001d045405	72.9904	71.1599	1
OS06G0139800	Zm00001d036107	70.9898	69.5652	1
OS06G0139800	Zm00001d045404	69.6246	68.2274	1
OS06G0139900	Zm00001d036108	89.4309	88.7097	1
OS06G0139900	Zm00001d045403	89.4309	89.0688	1
OS06G0140100	Zm00001d036110	82.6471	78.4916	1
OS06G0140100	Zm00001d036112	72.6471	64.4909	1
OS06G0140700	Zm00001d045398	71.7533	75.4266	1
OS06G0140800	Zm00001d045397	66.9975	71.3342	1
OS06G0140900	Zm00001d045396	64.7059	68.75	1
OS06G0141100	Zm00001d045395	80.1923	85.2761	1
OS06G0141166	Zm00001d045394	80	81.6121	1
OS06G0141200	Zm00001d045393	81.3793	63.4409	1
OS06G0141600	Zm00001d036125	58.2734	50.625	0
OS06G0141600	Zm00001d045390	61.8705	74.7826	0
OS06G0141600	Zm00001d045391	62.5899	75.6522	0
OS06G0141600	Zm00001d045392	62.5899	75	0
OS06G0141700	Zm00001d036125	82.6087	59.375	0
OS06G0141700	Zm00001d045390	90.4348	90.4348	0
OS06G0141700	Zm00001d045391	91.3043	91.3043	0
OS06G0141700	Zm00001d045392	89.5652	88.7931	0
OS06G0141950	Zm00001d042849	53.6232	18.3168	1
OS06G0142000	Zm00001d023675	28.8066	18.1347	0
OS06G0142050	Zm00001d008762	73.2143	34.8442	1
OS06G0142050	Zm00001d039611	72.619	36.4179	1
OS06G0142100	Zm00001d036911	40.0391	38.5338	0
OS06G0142200	Zm00001d036125	79.1304	56.875	0
OS06G0142200	Zm00001d045390	86.087	86.087	0
OS06G0142200	Zm00001d045391	86.9565	86.9565	0
OS06G0142200	Zm00001d045392	86.087	85.3448	0
OS06G0142300	Zm00001d036125	82.6087	59.375	0
OS06G0142300	Zm00001d045390	90.4348	90.4348	0
OS06G0142300	Zm00001d045391	91.3043	91.3043	0
OS06G0142300	Zm00001d045392	89.5652	88.7931	0
OS06G0142350	Zm00001d036125	82	51.25	0
OS06G0142350	Zm00001d045390	87	75.6522	0
OS06G0142350	Zm00001d045391	88	76.5217	0
OS06G0142350	Zm00001d045392	88	75.8621	0
OS06G0142400	Zm00001d036125	78.2609	56.25	0
OS06G0142400	Zm00001d045390	85.2174	85.2174	0
OS06G0142400	Zm00001d045391	86.087	86.087	0
OS06G0142400	Zm00001d045392	85.2174	84.4828	0
OS06G0142600	Zm00001d044232	60.6522	36.6623	1
OS06G0142650	Zm00001d045388	68.5466	70.2222	1
OS06G0142800	Zm00001d036131	83.1579	83.8196	1
OS06G0142900	Zm00001d045383	92.8251	27.5632	1
OS06G0143000	Zm00001d014632	39.6078	65.5844	1
OS06G0143000	Zm00001d025106	52.1569	71.5054	1
OS06G0143000	Zm00001d036135	75.6863	67.9577	1
OS06G0143000	Zm00001d045384	58.0392	73.6318	1
OS06G0143100	Zm00001d036136	92.7273	35.6643	0
OS06G0143100	Zm00001d045385	90.9091	87.7193	0
OS06G0143400	Zm00001d036137	84.0749	79.9555	1
OS06G0143400	Zm00001d045387	85.9485	84.5622	1
OS06G0143500	Zm00001d047013	68.6763	68.8568	1
OS06G0143700	Zm00001d000204	82.3881	78.4091	0
OS06G0143900	Zm00001d006902	26.0198	66.6667	1
OS06G0143900	Zm00001d052383	22.0507	91.7431	1
OS06G0144000	Zm00001d045381	69.4524	68.661	1
OS06G0144200	Zm00001d000216	78	80.137	1
OS06G0144600	Zm00001d000205	61.7778	28.252	1
OS06G0144600	Zm00001d031518	35.1111	22.067	1
OS06G0144800	Zm00001d000213	92.3077	90	1
OS06G0144900	Zm00001d036158	65.9619	68.8742	1
OS06G0145200	Zm00001d036159	46.1224	52.6807	1
OS06G0145700	Zm00001d045378	69.2547	45.4175	1
OS06G0145800	Zm00001d036148	70.9559	67.4825	1
OS06G0146400	Zm00001d036145	66.6667	51.6667	1
OS06G0146400	Zm00001d045372	75.8064	75	1
OS06G0146600	Zm00001d045369	50	45	1
OS06G0147000	Zm00001d036142	53.3898	52.5	1
OS06G0147100	Zm00001d036139	59.6639	58.1967	1
OS06G0147100	Zm00001d045370	60.5042	57.1429	1
OS06G0147100	Zm00001d048183	51.2605	47.6562	1
OS06G0147250	Zm00001d045360	52.1368	49.5935	1
OS06G0147300	Zm00001d045360	59.1667	57.7236	1
OS06G0147800	Zm00001d045359	79.8295	78.9326	1
OS06G0148000	Zm00001d045358	53.3333	24.024	1
OS06G0148100	Zm00001d045355	46.6321	41.2844	1
OS06G0148200	Zm00001d011661	81.7664	80.3922	1
OS06G0149200	Zm00001d036176	0	0	1
OS06G0149200	Zm00001d045353	60.4938	6.91114	1
OS06G0149400	Zm00001d036177	77.2487	79.564	1
OS06G0149400	Zm00001d045352	84.6561	84.2105	1
OS06G0149500	Zm00001d045351	68.3761	67.2269	1
OS06G0149700	Zm00001d045341	42.7729	68.0751	1
OS06G0149700	Zm00001d045344	43.0678	68.5446	1
OS06G0149700	Zm00001d045347	42.7729	68.0751	1
OS06G0149700	Zm00001d045350	36.5782	59.0476	1
OS06G0149900	Zm00001d045327	82.9971	83.237	1
OS06G0149900	Zm00001d045340	80.9798	79.3785	1
OS06G0150100	Zm00001d005815	22.1053	17.1662	1
OS06G0150100	Zm00001d036201	71.2281	70.4861	1
OS06G0150100	Zm00001d045899	20.3509	23.5772	1
OS06G0150300	Zm00001d036199	58.1818	58.9862	1
OS06G0150400	Zm00001d036198	15.6863	51.6129	1
OS06G0150400	Zm00001d045336	80.0654	80.8581	1
OS06G0150500	Zm00001d020554	18.6296	30.4196	1
OS06G0150500	Zm00001d020883	19.9143	33.6957	1
OS06G0150600	Zm00001d045338	70.0422	72.3312	1
OS06G0151025	Zm00001d020554	16.3842	10.1399	1
OS06G0151025	Zm00001d020883	19.774	12.6812	1
OS06G0151100	Zm00001d036197	72.3849	73.4607	1
OS06G0151200	Zm00001d036196	68	67.3267	1
OS06G0151300	Zm00001d036195	91.6084	91.6084	1
OS06G0151300	Zm00001d045339	91.6084	91.6084	1
OS06G0151600	Zm00001d036181	61.0662	64.6154	1
OS06G0151700	Zm00001d044604	40.7895	48.2222	0
OS06G0151900	Zm00001d036206	81.4103	23.0072	1
OS06G0151900	Zm00001d045326	78.2051	22.5092	1
OS06G0152000	Zm00001d045324	71.4286	26.0417	0
OS06G0152200	Zm00001d036214	72.2222	67.3575	1
OS06G0152200	Zm00001d045323	73.6111	62.7962	1
OS06G0152300	Zm00001d010098	55.3517	61.9863	1
OS06G0152300	Zm00001d010099	42.8135	62.2222	1
OS06G0152300	Zm00001d010103	75.2294	65.9517	1
OS06G0152300	Zm00001d010104	39.4495	61.1374	1
OS06G0152300	Zm00001d010118	42.5076	61.7778	1
OS06G0152300	Zm00001d045322	74.9235	75.1534	1
OS06G0152400	Zm00001d010098	44.0678	35.6164	1
OS06G0152400	Zm00001d010099	22.0339	23.1111	1
OS06G0152400	Zm00001d010103	57.2034	36.193	1
OS06G0152400	Zm00001d010104	17.7966	19.9052	1
OS06G0152400	Zm00001d010118	22.0339	23.1111	1
OS06G0152400	Zm00001d045322	56.3559	40.7975	1
OS06G0152500	Zm00001d010121	77.8098	78.1476	1
OS06G0152500	Zm00001d045319	78.098	78.437	1
OS06G0152700	Zm00001d045318	15.5393	66.4062	1
OS06G0152800	Zm00001d036224	60.4061	70.4142	1
OS06G0153200	Zm00001d011388	28.7703	45.5882	1
OS06G0153200	Zm00001d021005	17.1694	88.0952	1
OS06G0153200	Zm00001d036222	85.3828	84.2105	1
OS06G0153200	Zm00001d045316	85.8469	85.8469	1
OS06G0153800	Zm00001d045315	77.2563	74.0484	0
OS06G0153900	Zm00001d045314	76	75.3968	1
OS06G0154200	Zm00001d036216	74.8611	76.3456	1
OS06G0154200	Zm00001d045313	75.9722	77.5887	1
OS06G0154300	Zm00001d045312	62.6016	27.8986	1
OS06G0154400	Zm00001d045311	31.0881	20.0669	1
OS06G0154500	Zm00001d036215	93.9698	93.9698	1
OS06G0154500	Zm00001d045310	92.2111	92.2111	1
OS06G0154900	Zm00001d036228	59.4697	62.5498	1
OS06G0154900	Zm00001d045309	66.2879	41.7661	1
OS06G0155300	Zm00001d045305	78.7535	82.9851	1
OS06G0155500	Zm00001d045304	67.3866	68.4211	1
OS06G0155600	Zm00001d036230	76.6719	74.584	1
OS06G0156400	Zm00001d036234	46.6135	49.3671	1
OS06G0156600	Zm00001d036237	84.4444	83.7466	1
OS06G0156600	Zm00001d045302	88.6111	75.5924	1
OS06G0156700	Zm00001d036238	66.3366	70.7124	1
OS06G0156900	Zm00001d036240	86.6848	87.8788	1
OS06G0156900	Zm00001d045297	58.6957	84.375	1
OS06G0157000	Zm00001d036241	80.9384	74.1936	1
OS06G0157500	Zm00001d036242	87.6404	88.1356	1
OS06G0157700	Zm00001d036242	88.8268	89.8305	1
OS06G0157800	Zm00001d045296	40.1639	41.8803	1
OS06G0158000	Zm00001d045295	82.7642	75.4074	1
OS06G0158100	Zm00001d036244	45.2685	48.3607	1
OS06G0158100	Zm00001d045283	51.9182	51.2626	1
OS06G0158200	Zm00001d036245	80.6763	32.681	1
OS06G0158200	Zm00001d045294	81.1594	29.7872	1
OS06G0158600	Zm00001d045272	96.9849	90.1869	1
OS06G0158600	Zm00001d045274	86.9347	68.1102	1
OS06G0158600	Zm00001d045277	97.4874	90.6542	1
OS06G0158600	Zm00001d053878	94.4724	89.9522	1
OS06G0158700	Zm00001d045271	87.0968	91.5254	1
OS06G0158700	Zm00001d045276	87.0968	91.5254	1
OS06G0158700	Zm00001d045342	87.0968	91.5254	1
OS06G0158700	Zm00001d045348	85.4839	89.8305	1
OS06G0158700	Zm00001d053877	87.0968	91.5254	1
OS06G0158800	Zm00001d036246	52.9221	53.0945	1
OS06G0158800	Zm00001d045270	47.7273	47.1154	1
OS06G0158900	Zm00001d031447	78.3547	77.6738	1
OS06G0158900	Zm00001d045269	79.4336	79.5946	1
OS06G0159400	Zm00001d018331	34.186	26.0177	1
OS06G0159600	Zm00001d018331	32.6531	25.4867	1
OS06G0160001	Zm00001d025381	100	79.5322	0
OS06G0160200	Zm00001d045264	72.8232	72.0627	1
OS06G0160400	Zm00001d045263	64.9351	60.7287	1
OS06G0160600	Zm00001d036255	48.0176	41.6826	1
OS06G0160700	Zm00001d045261	76.5991	87.6786	1
OS06G0161100	Zm00001d036267	24.9307	31.5789	1
OS06G0161100	Zm00001d036270	25.4848	32.3944	1
OS06G0161100	Zm00001d036272	24.9307	32.0285	1
OS06G0161100	Zm00001d044996	24.0997	29.6928	1
OS06G0161100	Zm00001d044999	22.9917	28.8194	1
OS06G0161100	Zm00001d045201	24.3767	32.1168	1
OS06G0161100	Zm00001d045235	32.41	43.1734	1
OS06G0161100	Zm00001d045244	29.0859	35.9589	1
OS06G0161100	Zm00001d045247	27.7008	32.8947	1
OS06G0161100	Zm00001d045256	21.6066	30.3502	1
OS06G0161100	Zm00001d045257	21.8837	29.8113	1
OS06G0161100	Zm00001d045258	20.2216	27.037	1
OS06G0161100	Zm00001d045260	21.6066	28.2609	1
OS06G0161100	Zm00001d049528	24.6537	29.7659	1
OS06G0161100	Zm00001d049532	26.3158	28.9634	1
OS06G0161800	Zm00001d036267	0	0	1
OS06G0161800	Zm00001d036270	0	0	1
OS06G0161800	Zm00001d036272	0	0	1
OS06G0161800	Zm00001d044996	0	0	1
OS06G0161800	Zm00001d044999	0	0	1
OS06G0161800	Zm00001d045201	0	0	1
OS06G0161800	Zm00001d045235	0	0	1
OS06G0161800	Zm00001d045244	0	0	1
OS06G0161800	Zm00001d045247	0	0	1
OS06G0161800	Zm00001d045256	0	0	1
OS06G0161800	Zm00001d045257	0	0	1
OS06G0161800	Zm00001d045258	0	0	1
OS06G0161800	Zm00001d045260	0	0	1
OS06G0161800	Zm00001d049528	0	0	1
OS06G0161800	Zm00001d049532	0	0	1
OS06G0161900	Zm00001d036267	27.4725	26.3158	1
OS06G0161900	Zm00001d036270	28.5714	27.4648	1
OS06G0161900	Zm00001d036272	28.2051	27.4021	1
OS06G0161900	Zm00001d044996	32.6007	30.3754	1
OS06G0161900	Zm00001d044999	31.1355	29.5139	1
OS06G0161900	Zm00001d045201	30.4029	30.292	1
OS06G0161900	Zm00001d045235	36.63	36.9004	1
OS06G0161900	Zm00001d045244	35.5311	33.2192	1
OS06G0161900	Zm00001d045247	35.8974	32.2368	1
OS06G0161900	Zm00001d045256	27.4725	29.1829	1
OS06G0161900	Zm00001d045257	29.6703	30.566	1
OS06G0161900	Zm00001d045258	26.7399	27.037	1
OS06G0161900	Zm00001d045260	27.1062	26.8116	1
OS06G0161900	Zm00001d049528	28.9377	26.4214	1
OS06G0161900	Zm00001d049532	30.4029	25.3049	1
OS06G0162100	Zm00001d036267	29.0657	29.4737	1
OS06G0162100	Zm00001d036270	28.7197	29.2254	1
OS06G0162100	Zm00001d036272	29.0657	29.8932	1
OS06G0162100	Zm00001d044996	33.564	33.1058	1
OS06G0162100	Zm00001d044999	32.526	32.6389	1
