Gene stable ID	Arabidopsis thaliana gene stable ID	% identity	Arabidopsis thaliana % identity	Orthology confidence [0 low, 1 high]
OS04G0586000	AT5G47060	41	29	1
OS04G0586100	AT2G44670	35	37	1
OS04G0586100	AT4G17670	36	22	1
OS04G0586100	AT5G47060	36	20	1
OS04G0586200	AT2G44670	34	38	1
OS04G0586200	AT4G17670	34	22	1
OS04G0586200	AT5G47060	34	20	1
OS04G0586500	AT5G39000	33	19	1
OS04G0586700	AT3G60220	25	27	1
OS04G0587300	AT1G09860	0	0	1
OS04G0587300	AT1G19770	0	0	1
OS04G0587300	AT1G47603	0	0	1
OS04G0587300	AT1G57943	0	0	1
OS04G0587300	AT1G57980	0	0	1
OS04G0587300	AT1G57990	0	0	1
OS04G0587300	AT1G75470	0	0	1
OS04G0587400	AT1G09860	21	22	1
OS04G0587400	AT1G19770	27	28	1
OS04G0587400	AT1G47603	25	26	1
OS04G0587400	AT1G57943	24	24	1
OS04G0587400	AT1G57980	25	26	1
OS04G0587400	AT1G57990	25	26	1
OS04G0587400	AT1G75470	20	22	1
OS04G0587500	AT1G09860	24	24	1
OS04G0587500	AT1G19770	25	24	1
OS04G0587500	AT1G47603	23	22	1
OS04G0587500	AT1G57943	25	24	1
OS04G0587500	AT1G57980	28	26	1
OS04G0587500	AT1G57990	26	25	1
OS04G0587500	AT1G75470	20	19	1
OS04G0588000	AT2G44600	30	15	1
OS04G0588000	AT3G60200	32	16	1
OS04G0588200	AT1G08840	52	48	1
OS04G0588700	AT3G60160	55	48	1
OS04G0588700	AT3G60970	47	60	1
OS04G0589200	AT3G17668	39	39	1
OS04G0589600	AT1G78800	67	70	1
OS04G0589900	AT4G17950	38	33	1
OS04G0589900	AT5G46640	37	36	1
OS04G0590100	AT1G29000	29	22	1
OS04G0590200	AT2G35270	55	59	0
OS04G0590200	AT4G17800	58	61	0
OS04G0590400	AT1G07520	34	32	1
OS04G0590400	AT1G07530	42	35	1
OS04G0590400	AT2G29060	40	36	1
OS04G0590400	AT2G29065	39	39	1
OS04G0590400	AT2G37650	43	38	1
OS04G0590400	AT3G46600	36	39	1
OS04G0590400	AT5G59450	36	38	1
OS04G0590900	AT3G03550	31	34	1
OS04G0590900	AT5G17600	34	36	1
OS04G0591000	AT2G35410	40	37	1
OS04G0591100	AT1G32700	56	66	1
OS04G0591100	AT4G17900	53	58	1
OS04G0591300	AT1G32690	30	27	1
OS04G0591300	AT2G35200	26	23	1
OS04G0592400	AT1G65010	32	18	1
OS04G0592400	AT3G02930	32	31	1
OS04G0592400	AT4G27595	30	19	1
OS04G0592400	AT5G16730	34	30	1
OS04G0592600	AT4G17790	69	66	1
OS04G0592700	AT5G16750	58	59	1
OS04G0593200	AT4G17785	35	33	1
OS04G0593600	AT1G32340	55	17	0
OS04G0593700	AT1G32340	37	17	0
OS04G0593800	AT1G32340	31	5	0
OS04G0594100	AT1G16490	30	40	1
OS04G0594100	AT1G56160	27	34	1
OS04G0594100	AT1G79180	30	38	1
OS04G0594100	AT3G12820	28	44	1
OS04G0594400	AT4G17720	54	54	1
OS04G0594400	AT5G16840	43	52	1
OS04G0594400	AT5G46870	50	54	1
OS04G0594500	AT3G09110	27	30	1
OS04G0594500	AT3G09120	25	31	1
OS04G0594500	AT3G09140	26	19	1
OS04G0594500	AT5G01120	27	21	1
OS04G0594500	AT5G01130	26	22	1
OS04G0594500	AT5G01140	25	20	1
OS04G0594500	AT5G01150	27	21	1
OS04G0594500	AT5G37320	25	20	1
OS04G0594500	AT5G43240	29	22	1
OS04G0594700	AT3G09110	26	23	1
OS04G0594700	AT3G09120	23	23	1
OS04G0594700	AT3G09140	28	17	1
OS04G0594700	AT5G01120	25	15	1
OS04G0594700	AT5G01130	26	18	1
OS04G0594700	AT5G01140	24	16	1
OS04G0594700	AT5G01150	26	16	1
OS04G0594700	AT5G37320	26	17	1
OS04G0594700	AT5G43240	26	16	1
OS04G0594800	AT1G09930	63	64	0
OS04G0594800	AT5G64410	67	68	0
OS04G0596300	AT1G32160	45	45	1
OS04G0596400	AT1G68310	73	72	0
OS04G0596400	AT3G09380	51	52	0
OS04G0596500	AT5G10630	53	52	1
OS04G0596900	AT1G32060	74	75	0
OS04G0597000	AT1G32050	63	66	1
OS04G0597300	AT1G30650	40	38	1
OS04G0597300	AT2G34830	41	40	1
OS04G0597900	AT3G03130	21	10	1
OS04G0597900	AT5G17160	20	9	1
OS04G0598000	AT3G03150	37	36	1
OS04G0598000	AT5G17165	37	38	1
OS04G0598200	AT2G37190	89	89	0
OS04G0598200	AT3G53430	89	89	0
OS04G0598200	AT5G60670	87	87	0
OS04G0598300	AT5G61850	56	52	1
OS04G0599300	AT1G06170	26	29	1
OS04G0599300	AT2G31210	27	29	1
OS04G0599300	AT2G31215	9	34	1
OS04G0599300	AT2G31220	26	26	1
OS04G0599400	AT2G04940	53	45	0
OS04G0599800	AT4G33260	63	72	0
OS04G0599800	AT4G33270	64	71	0
OS04G0599800	AT5G26900	56	64	0
OS04G0599800	AT5G27080	56	61	0
OS04G0599800	AT5G27570	55	67	0
OS04G0599800	AT5G27945	46	55	0
OS04G0599900	AT5G11710	45	48	1
OS04G0600000	AT5G45580	57	21	1
OS04G0600200	AT1G32350	55	58	0
OS04G0600200	AT3G22360	64	66	0
OS04G0600200	AT3G22370	66	62	0
OS04G0600200	AT3G27620	63	64	0
OS04G0600200	AT5G64210	59	56	0
OS04G0600300	AT1G32350	54	57	0
OS04G0600300	AT3G22360	56	57	0
OS04G0600300	AT3G22370	58	55	0
OS04G0600300	AT3G27620	53	54	0
OS04G0600300	AT5G64210	49	47	0
OS04G0600400	AT4G19140	34	34	1
OS04G0600800	AT1G64990	80	80	0
OS04G0600800	AT4G27630	79	76	0
OS04G0601400	AT1G64850	53	56	1
OS04G0601700	AT3G01390	73	73	0
OS04G0601700	AT4G23710	65	67	0
OS04G0602100	AT4G09010	62	63	1
OS04G0602200	AT1G31410	56	39	0
OS04G0602400	AT5G17520	57	55	1
OS04G0602400	AT5G17523	29	44	1
OS04G0602500	AT4G19410	48	44	1
OS04G0602500	AT5G45280	48	57	1
OS04G0602600	AT3G22150	46	45	1
OS04G0602700	AT1G31600	60	48	1
OS04G0602800	AT5G35980	44	42	1
OS04G0602900	AT5G08335	17	7	1
OS04G0602900	AT5G23320	17	7	1
OS04G0603000	AT4G25900	45	48	0
OS04G0603000	AT5G57330	63	68	0
OS04G0604000	AT4G30160	65	62	1
OS04G0604000	AT5G57320	61	60	1
OS04G0604200	AT4G28850	39	39	1
OS04G0604300	AT4G28850	40	39	1
OS04G0604800	AT4G28850	39	40	1
OS04G0604900	AT4G28850	40	44	1
OS04G0605100	AT2G24570	52	50	1
OS04G0605100	AT4G31550	52	50	1
OS04G0605200	AT5G10700	52	49	0
OS04G0605300	AT2G19330	52	48	1
OS04G0605300	AT4G26050	50	46	1
OS04G0605300	AT4G29880	49	46	1
OS04G0605500	AT3G21180	67	67	1
OS04G0605500	AT4G29900	66	67	1
OS04G0605500	AT5G53010	39	40	1
OS04G0605500	AT5G57110	69	70	1
OS04G0605900	AT2G01250	77	78	0
OS04G0605900	AT2G44120	78	77	0
OS04G0605900	AT3G13580	77	77	0
OS04G0606200	AT4G29905	44	46	1
OS04G0606200	AT5G10695	44	46	1
OS04G0606200	AT5G57123	45	48	1
OS04G0606400	AT1G51590	69	70	1
OS04G0606400	AT3G21160	67	67	1
OS04G0606500	AT1G16860	67	68	1
OS04G0606500	AT1G78880	68	70	1
OS04G0606700	AT1G16840	30	32	1
OS04G0606700	AT1G78890	31	34	1
OS04G0606700	AT2G19180	24	23	1
OS04G0606800	AT4G29960	39	37	1
OS04G0606900	AT5G10620	57	58	1
OS04G0607000	AT5G19940	55	51	1
OS04G0607100	AT2G19160	49	26	1
OS04G0607100	AT4G25870	48	26	1
OS04G0607100	AT4G30060	51	27	1
OS04G0607100	AT4G31350	50	27	1
OS04G0607100	AT5G57270	53	29	1
OS04G0607150	AT2G24420	31	26	1
OS04G0607150	AT4G30090	20	19	1
OS04G0607150	AT4G31340	29	24	1
OS04G0607500	AT4G10310	37	41	1
OS04G0607583	AT4G10310	29	17	1
OS04G0608100	AT3G10700	61	62	1
OS04G0608300	AT2G24400	49	49	1
OS04G0608300	AT4G31320	46	43	1
OS04G0608400	AT5G05680	39	43	1
OS04G0608500	AT1G04810	74	23	0
OS04G0608500	AT2G32730	75	23	0
OS04G0608800	AT1G27960	29	31	1
OS04G0608800	AT3G13060	38	34	1
OS04G0608800	AT5G58190	29	31	1
OS04G0608900	AT2G24360	74	76	1
OS04G0608900	AT4G31170	72	74	1
OS04G0609100	AT3G49601	11	10	0
OS04G0609200	AT3G13050	55	11	1
OS04G0609300	AT1G32910	45	46	1
OS04G0609300	AT1G78990	44	45	1
OS04G0609300	AT5G16410	40	39	1
OS04G0609500	AT1G32910	45	44	1
OS04G0609500	AT1G78990	44	44	1
OS04G0609500	AT5G16410	40	38	1
OS04G0609700	AT1G79350	69	44	0
OS04G0610400	AT1G12980	32	21	1
OS04G0610600	AT4G21020	28	29	1
OS04G0610600	AT5G44310	26	21	1
OS04G0610700	AT4G33530	56	57	1
OS04G0610700	AT5G09400	58	59	1
OS04G0610800	AT1G03475	84	67	1
OS04G0610800	AT4G03205	38	49	1
OS04G0610900	AT4G24480	48	39	1
OS04G0611200	AT3G23840	34	27	1
OS04G0611200	AT4G13840	33	26	1
OS04G0611200	AT4G24510	32	26	1
OS04G0611300	AT1G30880	43	43	1
OS04G0611400	AT1G30900	59	59	0
OS04G0611400	AT2G34940	54	55	0
OS04G0611400	AT4G20110	60	60	0
OS04G0611500	AT4G19610	54	35	1
OS04G0611500	AT5G05720	18	22	1
OS04G0611500	AT5G08695	41	32	1
OS04G0611700	AT1G79460	37	35	0
OS04G0611800	AT1G79460	23	22	0
OS04G0612000	AT1G79460	43	28	0
OS04G0612600	AT1G30630	79	78	1
OS04G0612600	AT2G34840	78	76	1
OS04G0612700	AT4G37970	55	58	1
OS04G0612800	AT1G79490	56	52	0
OS04G0612900	AT1G05780	50	51	1
OS04G0612900	AT2G31710	47	48	1
OS04G0613200	AT4G20050	50	52	1
OS04G0613300	AT1G16320	45	47	1
OS04G0613300	AT1G79510	43	44	1
OS04G0613400	AT2G32550	29	30	1
OS04G0613400	AT3G20800	75	77	1
OS04G0613400	AT5G12980	69	73	1
OS04G0613500	AT3G48930	93	46	0
OS04G0613500	AT4G30800	94	47	0
OS04G0613500	AT5G23740	91	46	0
OS04G0613600	AT3G48930	91	91	0
OS04G0613600	AT4G30800	90	91	0
OS04G0613600	AT5G23740	90	91	0
OS04G0613700	AT1G31070	83	36	0
OS04G0613700	AT2G35020	83	36	0
OS04G0613900	AT1G31120	71	70	1
OS04G0613900	AT2G35060	71	71	1
OS04G0613900	AT4G19960	68	65	1
OS04G0614000	AT2G07640	33	63	0
OS04G0614000	AT3G12800	71	71	0
OS04G0614500	AT3G22200	70	68	0
OS04G0614600	AT3G22200	73	73	0
OS04G0614650	AT1G05320	10	20	0
OS04G0614650	AT2G32240	23	27	0
OS04G0614700	AT1G05320	30	6	0
OS04G0614700	AT2G32240	32	4	0
OS04G0615000	AT2G35155	77	13	1
OS04G0615000	AT3G12950	70	12	1
OS04G0615000	AT5G45030	76	12	1
OS04G0615100	AT4G19860	59	59	1
OS04G0615500	AT1G64810	55	51	1
OS04G0615700	AT1G31280	38	39	1
OS04G0615700	AT1G31290	40	35	1
OS04G0615800	AT1G31280	1	0	1
OS04G0615800	AT1G31290	1	0	1
OS04G0616000	AT1G16520	49	47	1
OS04G0616000	AT1G56080	49	50	1
OS04G0616100	AT1G56090	47	37	0
OS04G0616200	AT1G56120	55	17	0
OS04G0616200	AT1G56130	54	17	0
OS04G0616200	AT1G56140	54	17	0
OS04G0616200	AT1G56145	55	17	0
OS04G0616300	AT1G56120	54	53	0
OS04G0616300	AT1G56130	54	54	0
OS04G0616300	AT1G56140	55	54	0
OS04G0616300	AT1G56145	52	51	0
OS04G0616400	AT1G56120	52	33	0
OS04G0616400	AT1G56130	53	34	0
OS04G0616400	AT1G56140	53	34	0
OS04G0616400	AT1G56145	51	32	0
OS04G0616500	AT1G56120	54	53	0
OS04G0616500	AT1G56130	54	53	0
OS04G0616500	AT1G56140	54	54	0
OS04G0616500	AT1G56145	51	50	0
OS04G0616600	AT1G56120	56	14	0
OS04G0616600	AT1G56130	57	15	0
OS04G0616600	AT1G56140	55	14	0
OS04G0616600	AT1G56145	53	14	0
OS04G0616700	AT1G56120	51	50	0
OS04G0616700	AT1G56130	52	51	0
OS04G0616700	AT1G56140	52	51	0
OS04G0616700	AT1G56145	50	49	0
OS04G0617050	AT1G16510	33	31	1
OS04G0617050	AT1G56150	29	36	1
OS04G0617050	AT1G79130	28	29	1
OS04G0617050	AT3G12830	28	30	1
OS04G0617600	AT1G03000	47	47	1
OS04G0617700	AT1G16500	39	9	1
OS04G0617700	AT1G79160	38	10	1
OS04G0617800	AT3G22425	68	67	1
OS04G0617800	AT4G14910	66	58	1
OS04G0618050	AT3G14580	42	38	0
OS04G0618200	AT1G30620	80	74	1
OS04G0618200	AT2G34850	47	78	1
OS04G0618200	AT4G20460	80	76	1
OS04G0618200	AT5G44480	79	70	1
OS04G0618500	AT4G20410	66	68	1
OS04G0618600	AT2G20180	34	13	0
OS04G0618600	AT4G28790	29	13	0
OS04G0618600	AT4G28800	27	11	0
OS04G0618600	AT4G28811	30	10	0
OS04G0618600	AT4G28815	25	15	0
OS04G0618700	AT5G46330	43	43	1
OS04G0619400	AT1G16670	59	57	1
OS04G0619500	AT3G62940	62	60	1
OS04G0619600	AT1G30570	51	50	1
OS04G0619700	AT5G21040	50	52	1
OS04G0620066	AT1G30400	75	19	1
OS04G0620066	AT1G30410	72	21	1
OS04G0620066	AT1G30420	71	20	1
OS04G0620066	AT2G34660	78	20	1
OS04G0620200	AT1G30320	43	24	1
OS04G0620400	AT1G30470	63	51	1
OS04G0620600	AT2G17660	38	51	1
OS04G0620600	AT3G48450	42	44	1
OS04G0620600	AT4G35655	39	53	1
OS04G0620600	AT5G40645	37	47	1
OS04G0620600	AT5G63270	38	44	1
OS04G0620700	AT1G48920	34	43	0
OS04G0620700	AT1G72800	11	24	0
OS04G0620700	AT1G73490	9	24	0
OS04G0620700	AT3G18610	29	32	0
OS04G0622000	AT5G10550	21	10	1
OS04G0622000	AT5G65630	24	14	1
OS04G0622800	AT5G10550	35	16	1
OS04G0622800	AT5G65630	38	20	1
OS04G0623100	AT5G10550	32	22	1
OS04G0623100	AT5G65630	36	28	1
OS04G0623300	AT2G43020	72	71	1
OS04G0623300	AT3G59050	70	69	1
OS04G0623400	AT5G26940	36	32	1
OS04G0623600	AT3G14415	31	8	0
OS04G0623600	AT3G14420	32	8	0
OS04G0623700	AT2G43640	57	62	1
OS04G0623800	AT1G11860	77	77	0
OS04G0624600	AT1G11720	50	56	0
OS04G0624800	AT4G17720	41	49	1
OS04G0624800	AT5G16840	35	50	1
OS04G0624800	AT5G46870	39	49	1
OS04G0624900	AT1G65032	51	44	1
OS04G0625000	AT1G11690	10	27	1
OS04G0625100	AT3G20490	20	28	1
OS04G0625300	AT1G72270	30	4	0
OS04G0625300	AT4G27010	32	5	0
OS04G0625350	AT1G72270	31	2	0
OS04G0625350	AT4G27010	5	0	0
OS04G0625800	AT1G11650	52	55	0
OS04G0625800	AT4G27000	51	52	0
OS04G0625800	AT5G54900	48	53	0
OS04G0625900	AT4G26990	27	26	1
OS04G0625900	AT5G54920	28	24	1
OS04G0626400	AT3G47860	61	59	1
OS04G0626900	AT3G15160	62	64	1
OS04G0627000	AT4G04890	77	61	0
OS04G0627000	AT4G21750	77	60	0
OS04G0627200	AT1G63270	79	77	1
OS04G0628000	AT3G21740	50	48	1
OS04G0628200	AT3G20730	40	40	1
OS04G0628600	AT3G20720	55	56	1
OS04G0629000	AT3G21865	49	52	1
OS04G0629100	AT3G21820	53	59	1
OS04G0629300	AT1G50410	43	46	1
OS04G0629300	AT3G16600	28	46	1
OS04G0629300	AT3G20010	41	41	1
OS04G0629500	AT1G11530	44	49	1
OS04G0629700	AT4G05190	53	55	1
OS04G0629700	AT4G21270	52	53	1
OS04G0629700	AT4G27180	50	55	1
OS04G0629700	AT5G54670	50	54	1
OS04G0630000	AT1G13160	53	38	1
OS04G0630000	AT4G31520	48	40	1
OS04G0630100	AT1G61720	32	31	1
OS04G0630300	AT1G61720	44	44	1
OS04G0630400	AT1G61720	43	44	1
OS04G0630600	AT1G61720	38	40	1
OS04G0630800	AT1G61720	45	46	1
OS04G0630900	AT1G61720	35	26	1
OS04G0631000	AT1G61720	43	43	1
OS04G0631100	AT3G20660	59	46	1
OS04G0631600	AT1G61660	29	33	0
OS04G0632901	AT2G24620	6	26	1
OS04G0633200	AT1G65790	41	40	1
OS04G0633200	AT1G65800	41	39	1
OS04G0633200	AT4G21380	42	40	1
OS04G0633900	AT2G24620	6	29	1
OS04G0634000	AT2G24620	5	27	1
OS04G0634400	AT2G24620	6	30	1
OS04G0634700	AT2G20900	68	66	1
OS04G0634700	AT4G28130	60	64	1
OS04G0635000	AT4G10265	34	40	1
OS04G0635000	AT4G10270	37	40	1
OS04G0635100	AT4G10265	49	51	1
OS04G0635100	AT4G10270	51	49	1
OS04G0635500	AT4G10265	44	46	1
OS04G0635500	AT4G10270	46	44	1
OS04G0635700	AT4G21445	45	47	1
OS04G0635800	AT5G13780	75	77	1
OS04G0635900	AT5G54260	70	69	0
OS04G0636100	AT2G20810	62	64	1
OS04G0636400	AT1G11190	63	63	1
OS04G0636500	AT5G03250	45	49	1
OS04G0636500	AT5G13600	44	48	1
OS04G0636600	AT4G39690	25	14	1
OS04G0636700	AT5G10060	38	43	1
OS04G0636700	AT5G65180	39	47	1
OS04G0637000	AT1G22070	50	52	1
OS04G0637000	AT1G77920	50	54	1
OS04G0637000	AT5G10030	51	56	1
OS04G0637000	AT5G65210	50	54	1
OS04G0637300	AT1G34245	34	38	0
OS04G0637300	AT1G71866	26	20	0
OS04G0637400	AT1G50840	69	37	1
OS04G0637400	AT3G20540	69	37	1
OS04G0637500	AT1G21150	25	25	1
OS04G0637500	AT1G56380	16	16	1
OS04G0637500	AT1G61960	22	19	1
OS04G0637500	AT1G61970	22	21	1
OS04G0637500	AT1G61980	23	22	1
OS04G0637500	AT1G61990	21	20	1
OS04G0637500	AT1G62010	20	19	1
OS04G0637500	AT1G62085	23	20	1
OS04G0637500	AT1G62110	23	19	1
OS04G0637500	AT1G62120	23	21	1
OS04G0637500	AT1G62150	22	18	1
OS04G0637500	AT1G62490	14	17	1
OS04G0637500	AT3G46950	22	19	1
OS04G0637500	AT5G07900	26	25	1
OS04G0637500	AT5G23930	23	20	1
OS04G0638100	AT3G29590	28	28	1
OS04G0638100	AT3G29635	25	24	1
OS04G0638100	AT3G29636	8	19	1
OS04G0638100	AT3G29670	24	23	1
OS04G0638100	AT3G29680	25	24	1
OS04G0638100	AT3G29690	9	21	1
OS04G0638100	AT3G29720	10	21	1
OS04G0638100	AT5G39050	26	24	1
OS04G0638100	AT5G39080	26	25	1
OS04G0638100	AT5G39090	26	25	1
OS04G0638100	AT5G61160	25	25	1
OS04G0638401	AT3G29590	27	20	1
OS04G0638401	AT3G29635	22	16	1
OS04G0638401	AT3G29636	4	7	1
OS04G0638401	AT3G29670	22	16	1
OS04G0638401	AT3G29680	22	16	1
OS04G0638401	AT3G29690	3	6	1
OS04G0638401	AT3G29720	13	19	1
OS04G0638401	AT5G39050	25	17	1
OS04G0638401	AT5G39080	24	17	1
OS04G0638401	AT5G39090	25	18	1
OS04G0638401	AT5G61160	21	15	1
OS04G0638800	AT2G21990	34	40	1
OS04G0638800	AT4G39610	34	39	1
OS04G0639200	AT2G21970	49	47	1
OS04G0639300	AT2G21960	80	42	1
OS04G0640500	AT1G71810	60	62	1
OS04G0640600	AT2G21940	31	19	1
OS04G0640600	AT4G39540	30	18	1
OS04G0640700	AT5G09700	40	59	1
OS04G0640700	AT5G09730	65	64	1
OS04G0640700	AT5G64570	68	67	1
OS04G0640800	AT5G64830	43	41	1
OS04G0640900	AT5G09670	49	57	1
OS04G0640900	AT5G64550	50	50	1
OS04G0641000	AT3G18090	50	59	1
OS04G0641000	AT3G23780	54	58	1
OS04G0641200	AT2G47030	21	35	1
OS04G0641200	AT2G47040	21	35	1
OS04G0641200	AT3G62170	22	36	1
OS04G0641300	AT3G28850	31	32	1
OS04G0641300	AT5G39865	28	32	1
OS04G0641400	AT1G14340	43	51	1
OS04G0641400	AT3G01210	37	43	1
OS04G0641700	AT1G26945	52	57	0
OS04G0641700	AT1G74500	52	58	0
OS04G0641700	AT3G28857	49	55	0
OS04G0641700	AT3G47710	49	55	0
OS04G0641700	AT5G15160	49	54	0
OS04G0641700	AT5G39860	48	54	0
OS04G0642100	AT3G47690	61	60	1
OS04G0642100	AT5G62500	61	56	1
OS04G0643000	AT1G26830	72	72	1
OS04G0643000	AT1G69670	73	73	1
OS04G0643100	AT3G58730	76	78	1
OS04G0643200	AT3G25660	60	60	0
OS04G0643300	AT1G62640	58	59	1
OS04G0643700	AT1G80550	44	44	1
OS04G0644000	AT1G80540	36	36	0
OS04G0644000	AT2G12400	46	46	0
OS04G0644000	AT2G25270	39	39	0
OS04G0644100	AT1G15760	34	32	1
OS04G0644100	AT1G80520	32	32	1
OS04G0644300	AT2G12550	28	9	0
OS04G0644400	AT3G22120	32	17	1
OS04G0644400	AT3G22142	32	4	1
OS04G0644400	AT4G15160	34	22	1
OS04G0644600	AT1G52510	67	69	1
OS04G0644675	AT2G25640	15	11	0
OS04G0644675	AT3G29639	8	22	0
OS04G0644675	AT5G11430	18	11	0
OS04G0644675	AT5G25520	18	9	0
OS04G0644700	AT1G30630	67	68	1
OS04G0644700	AT2G34840	64	65	1
OS04G0644800	AT5G33280	65	9	1
OS04G0645100	AT1G15290	43	46	1
OS04G0645600	AT4G32140	70	70	1
OS04G0646000	AT3G52240	15	8	1
OS04G0646050	AT3G52240	33	8	1
OS04G0646100	AT4G21110	90	51	0
OS04G0647300	AT5G10790	38	40	0
OS04G0647800	AT1G80460	75	76	1
OS04G0647900	AT1G07390	31	27	1
OS04G0647900	AT1G54470	27	27	1
OS04G0647900	AT1G58190	31	29	1
OS04G0647900	AT1G74170	30	29	1
OS04G0647900	AT1G74180	31	31	1
OS04G0647900	AT1G74190	30	30	1
OS04G0647900	AT2G25470	31	31	1
OS04G0647900	AT3G53240	30	32	1
OS04G0647900	AT5G49290	29	31	1
OS04G0648200	AT1G07390	33	14	1
OS04G0648200	AT1G54470	34	16	1
OS04G0648200	AT1G58190	33	14	1
OS04G0648200	AT1G74170	34	15	1
OS04G0648200	AT1G74180	33	15	1
OS04G0648200	AT1G74190	35	16	1
OS04G0648200	AT2G25470	32	15	1
OS04G0648200	AT3G53240	35	17	1
OS04G0648200	AT5G49290	33	16	1
OS04G0648400	AT1G07390	32	26	1
OS04G0648400	AT1G54470	26	24	1
OS04G0648400	AT1G58190	29	25	1
OS04G0648400	AT1G74170	31	27	1
OS04G0648400	AT1G74180	30	27	1
OS04G0648400	AT1G74190	31	28	1
OS04G0648400	AT2G25470	30	27	1
OS04G0648400	AT3G53240	30	29	1
OS04G0648400	AT5G49290	28	26	1
OS04G0648500	AT2G42160	43	48	1
OS04G0648700	AT2G21800	30	36	0
OS04G0648700	AT2G22140	34	40	0
OS04G0648800	AT1G45180	22	23	1
OS04G0648800	AT2G15530	24	20	1
OS04G0648800	AT4G34040	25	25	1
OS04G0648800	AT5G42940	26	25	1
OS04G0648900	AT2G23340	37	49	1
OS04G0648900	AT3G50260	32	49	1
OS04G0648900	AT4G36900	37	44	1
OS04G0648900	AT5G67190	35	45	1
OS04G0649200	AT2G23360	30	30	1
OS04G0649200	AT3G19370	18	23	1
OS04G0649400	AT1G46480	34	31	1
OS04G0649700	AT3G50230	37	40	1
OS04G0649700	AT5G43020	39	41	1
OS04G0649700	AT5G67200	40	42	1
OS04G0649900	AT2G15440	39	37	1
OS04G0649900	AT3G50220	39	39	1
OS04G0649900	AT5G67210	39	39	1
OS04G0650200	AT2G36325	29	29	0
OS04G0650200	AT3G09930	29	29	0
OS04G0650200	AT5G03590	18	28	0
OS04G0650200	AT5G03600	26	29	0
OS04G0650200	AT5G03610	30	30	0
OS04G0650500	AT1G59840	58	58	0
OS04G0650600	AT3G50090	29	41	1
OS04G0650600	AT3G50100	37	42	1
OS04G0650600	AT5G05540	38	38	1
OS04G0650600	AT5G67240	40	24	1
OS04G0650700	AT3G16150	75	77	1
OS04G0650800	AT3G19480	74	77	1
OS04G0650900	AT5G13690	75	12	0
OS04G0652400	AT1G23090	67	71	1
OS04G0652500	AT1G18190	42	32	1
OS04G0652600	AT1G28120	14	26	1
OS04G0652900	AT3G03010	44	60	1
OS04G0652900	AT5G16870	44	63	1
OS04G0653100	AT2G26240	21	58	1
OS04G0653100	AT3G43520	31	39	1
OS04G0653300	AT5G57420	45	44	0
OS04G0653600	AT5G57390	40	36	0
OS04G0654550	AT3G51490	48	4	0
OS04G0654600	AT2G18890	53	53	1
OS04G0654700	AT1G22920	76	77	1
OS04G0654700	AT1G71230	77	77	1
OS04G0655600	AT4G31430	18	18	1
OS04G0656100	AT2G24520	82	83	0
OS04G0656500	AT1G02065	25	31	1
OS04G0656800	AT3G49960	37	37	1
OS04G0656800	AT4G37520	39	39	1
OS04G0656800	AT4G37530	38	38	1
OS04G0656800	AT5G67400	38	38	1
OS04G0657500	AT1G45201	33	32	0
OS04G0657500	AT1G56630	37	35	0
OS04G0657500	AT5G42930	35	35	0
OS04G0657500	AT5G67050	37	35	0
OS04G0658000	AT4G25900	51	55	0
OS04G0658000	AT5G57330	67	74	0
OS04G0658100	AT2G24530	31	32	1
OS04G0658100	AT4G31440	29	32	1
OS04G0658300	AT1G73110	70	72	1
OS04G0658400	AT3G54540	49	33	0
OS04G0658600	AT5G20600	35	36	1
OS04G0659100	AT5G35630	76	76	0
OS04G0659400	AT2G44440	40	37	1
OS04G0659400	AT3G12140	36	37	1
OS04G0659400	AT5G06780	33	41	1
OS04G0659400	AT5G13020	42	42	1
OS04G0659500	AT4G31750	79	72	1
OS04G0659500	AT5G10740	74	59	1
OS04G0659500	AT5G24940	73	46	1
OS04G0659800	AT5G23810	44	51	0
OS04G0659900	AT3G58390	42	27	1
OS04G0659900	AT4G27650	49	33	1
OS04G0660100	AT2G43060	31	40	1
OS04G0660200	AT1G11390	60	63	0
OS04G0660200	AT1G61640	54	58	0
OS04G0660400	AT5G16510	62	62	1
OS04G0660500	AT3G07980	65	65	1
OS04G0660500	AT3G13530	66	66	1
OS04G0660600	AT4G26710	70	69	1
OS04G0660600	AT5G55290	75	74	1
OS04G0660900	AT1G27080	32	35	1
OS04G0660900	AT1G69860	30	34	1
OS04G0660900	AT1G69870	35	36	1
OS04G0661100	AT3G05920	25	31	1
OS04G0661100	AT5G26690	23	32	1
OS04G0661200	AT1G22100	46	46	1
OS04G0661200	AT1G58643	42	39	1
OS04G0661200	AT1G58936	42	39	1
OS04G0661200	AT1G59312	42	39	1
OS04G0661200	AT5G42810	49	49	1
OS04G0661300	AT5G10010	44	35	1
OS04G0661300	AT5G64910	36	25	1
OS04G0661600	AT5G20990	67	41	1
OS04G0661700	AT1G70620	26	25	1
OS04G0661800	AT5G03220	69	72	1
OS04G0661800	AT5G03500	68	71	1
OS04G0661900	AT3G11270	77	42	0
OS04G0661900	AT5G05780	78	43	0
OS04G0662100	AT5G15750	22	16	1
OS04G0662200	AT1G19840	46	43	1
OS04G0662200	AT1G75590	48	44	1
OS04G0662200	AT4G34750	40	38	1
OS04G0662200	AT5G10990	42	41	1
OS04G0662400	AT1G19840	35	35	1
