Gene stable ID	Oryza meridionalis gene stable ID	%id. target Oryza meridionalis gene identical to query gene	%id. query gene identical to target Oryza meridionalis gene
Os04g0459000	OMERI04G13210	98.2526	98.7231
Os04g0459500	OMERI04G13220	100	100
Os04g0459600	OMERI03G20910	53.9604	48.6607
Os04g0459700	OMERI04G13230	96.5251	98.8142
Os04g0459800	OMERI04G13240	98.5014	98.1004
Os04g0459900	OMERI04G13250	91.9101	86.8365
Os04g0460200	OMERI04G13260	86.1789	25.8852
Os04g0460300	OMERI04G13260	92.7473	51.5263
Os04g0461800	OMERI09G05430	8.28331	83.1325
Os04g0463900	OMERI05G24050	64.1304	22.2642
Os04g0466100	OMERI04G13270	100	29.6928
Os04g0466600	OMERI04G13280	71.5789	97.491
Os04g0466600	OMERI12G14390	95.5263	95.5263
Os04g0466700	OMERI04G13300	78.6592	97.6422
Os04g0467000	OMERI04G13310	95.8042	97.8571
Os04g0467100	OMERI04G13320	90.9502	96.1722
Os04g0467300	OMERI04G13330	80.3719	80.0412
Os04g0467700	OMERI04G13340	97.9675	57.2447
Os04g0467901	OMERI04G13350	94.5055	35.8582
Os04g0468600	OMERI04G13380	79.1045	84.127
Os04g0469300	OMERI04G13400	95.4545	94.0299
Os04g0469400	OMERI04G13420	97.7556	41.8803
Os04g0469500	OMERI04G13430	83.3676	84.9372
Os04g0469800	OMERI04G13440	98.75	99.1632
Os04g0470100	OMERI04G13450	99.0521	68.75
Os04g0470300	OMERI04G13470	94.6188	94.6188
Os04g0470500	OMERI04G13480	99.4612	99.0343
Os04g0470700	OMERI04G13500	85.4077	85.2248
Os04g0471000	OMERI04G13510	92.5	89.7747
Os04g0471300	OMERI04G13520	96.3576	82.6705
Os04g0471400	OMERI04G13530	99.0315	96.3108
Os04g0471700	OMERI04G13540	90.7816	90.9639
Os04g0472300	OMERI01G01660	95.6757	96.4578
Os04g0472400	OMERI01G01680	97.8947	13.5371
Os04g0472500	OMERI01G01690	95.3036	94.7608
Os04g0472700	OMERI01G01710	92.5424	96.1268
Os04g0472900	OMERI01G01720	91.5789	95.6044
Os04g0473400	OMERI01G01730	98.1982	98.6425
Os04g0473800	OMERI01G01740	90.7563	93.913
Os04g0473900	OMERI01G01750	98.3689	97.4316
Os04g0474800	OMERI01G01760	97.954	41.2271
Os04g0474900	OMERI01G01790	92.8854	84.8375
Os04g0475100	OMERI01G01800	95.0882	96.6709
Os04g0475200	OMERI01G01810	96.005	95.8853
Os04g0475250	OMERI01G01820	94.7368	77.5862
Os04g0475300	OMERI01G01830	96.5909	96.5909
Os04g0475400	OMERI01G01850	97.5177	95.4861
Os04g0475500	OMERI01G01840	96.9298	74.9153
Os04g0475600	OMERI01G01860	98.3333	98.3333
Os04g0476000	OMERI01G01900	83.2021	89.2958
Os04g0476100	OMERI01G01910	100	61.8138
Os04g0476400	OMERI01G01920	93.5185	34.8276
Os04g0476500	OMERI11G06450	14.3213	19.263
Os04g0476600	OMERI01G01940	98.3631	82.3163
Os04g0476700	OMERI01G01950	99.262	53.1621
Os04g0476800	OMERI01G01960	95.8002	95.8002
Os04g0477000	OMERI01G01970	94.5774	95.3376
Os04g0477100	OMERI01G01990	90.4192	78.6458
Os04g0477300	OMERI01G02010	95.1923	48.6486
Os04g0477500	OMERI01G02020	99.7423	99.7423
Os04g0477900	OMERI01G02030	96.9565	96.9565
Os04g0478000	OMERI06G17870	41.4861	70.8995
Os04g0478600	OMERI03G24410	13.7405	6.33803
Os04g0479000	OMERI01G02060	98.5263	93.0417
Os04g0479100	OMERI01G02070	99.0148	99.0148
Os04g0479200	OMERI01G02080	99.7319	99.7319
Os04g0479300	OMERI01G02090	91.2088	89.5683
Os04g0479800	OMERI04G13580	94.5946	89.4161
Os04g0479900	OMERI04G13590	100	46.2264
Os04g0480100	OMERI04G13610	99.6241	99.6241
Os04g0480200	OMERI04G13620	99.5238	100
Os04g0480300	OMERI04G13630	95.7143	60.1571
Os04g0480500	OMERI04G13640	99.1651	99.0732
Os04g0480700	OMERI04G13650	98.8258	82.5163
Os04g0481100	OMERI04G13690	94.6381	85.0602
Os04g0481200	OMERI04G13680	93.3665	48.2847
Os04g0481300	OMERI04G13700	99.2537	99.2537
Os04g0481400	OMERI04G13710	97.5524	97.5524
Os04g0481600	OMERI04G13720	87.6209	97.2103
Os04g0481800	OMERI04G13740	95.1289	95.1289
Os04g0482000	OMERI04G13770	97.861	97.861
Os04g0482100	OMERI04G13780	83.6842	96.3636
Os04g0482300	OMERI04G13790	96.0563	97.4286
Os04g0482600	OMERI04G13800	98.6111	98.6111
Os04g0482700	OMERI04G13810	98.5366	98.5366
Os04g0482800	OMERI04G13820	98.4871	98.3384
Os04g0482900	OMERI04G13830	97.6	91.0448
Os04g0483200	OMERI04G13850	85.034	93.4579
Os04g0483400	OMERI04G13860	95.9854	56.7626
Os04g0483500	OMERI04G13870	99.3711	99.3711
Os04g0483600	OMERI04G13880	88.0665	93.7299
Os04g0484800	OMERI04G13910	96.2963	98.9298
Os04g0484900	OMERI04G13920	99.4764	99.6504
Os04g0485000	OMERI04G13930	99.4859	99.4859
Os04g0485200	OMERI04G13940	17.1141	30.3571
Os04g0485300	OMERI04G13950	97.4257	99.5951
Os04g0485400	OMERI04G13960	84.0782	86.9942
Os04g0485500	OMERI08G07150	60	50
Os04g0485800	OMERI04G13980	96.2472	96.2472
Os04g0486300	OMERI04G13990	95.7547	47.4854
Os04g0486500	OMERI04G14000	99.0338	88.7446
Os04g0486600	OMERI04G14010	100	100
Os04g0486800	OMERI04G14030	94.4924	94.3905
Os04g0486900	OMERI04G14040	86.2745	75.8621
Os04g0486950	OMERI04G14050	97.7072	88.9246
Os04g0487100	OMERI04G14060	96.4286	91.0112
Os04g0487200	OMERI04G14070	98.7138	98.24
Os04g0487300	OMERI04G14080	97.6048	79.5122
Os04g0487400	OMERI04G14100	69.1228	62.5397
Os04g0488000	OMERI04G14150	98.5916	98.8701
Os04g0488100	OMERI04G14160	96.3952	93.8882
Os04g0488200	OMERI04G14170	42.381	46.9657
Os04g0488400	OMERI04G14190	98.8506	99.422
Os04g0488500	OMERI04G14200	97.628	80.2875
Os04g0488600	OMERI04G14210	89.5954	100
Os04g0488700	OMERI04G14220	98.2684	97.4249
Os04g0489100	OMERI04G14230	95.1777	96.2773
Os04g0489200	OMERI04G14240	89.0909	85.2174
Os04g0489600	OMERI04G14260	98.103	98.3696
Os04g0489800	OMERI04G14270	98.25	98.005
Os04g0490300	OMERI04G14280	99.2064	16.1917
Os04g0490400	OMERI04G14290	95	98.8
Os04g0490600	OMERI04G14310	94.5392	68.3951
Os04g0490700	OMERI04G14350	28.9394	95.9799
Os04g0490800	OMERI04G14320	90.411	87.5332
Os04g0490900	OMERI04G14360	95.7237	63.3987
Os04g0491200	OMERI04G14390	50.0763	25.1341
Os04g0491350	OMERI04G14390	41.5054	14.7893
Os04g0491500	OMERI04G14390	98.3842	41.9923
Os04g0491700	OMERI04G14410	99.2095	99.2095
Os04g0492100	OMERI04G14430	99.3644	79.6265
Os04g0492300	OMERI04G14440	94.1432	96.7311
Os04g0492400	OMERI04G14450	99.711	99.711
Os04g0492800	OMERI04G14460	93.3673	70.9302
Os04g0492900	OMERI04G14470	92.9019	82.2551
Os04g0493000	OMERI02G27690	21.7391	17.5439
Os04g0493100	OMERI04G14490	96.1538	83.7989
Os04g0493300	OMERI04G14500	74.5399	77.3885
Os04g0493400	OMERI04G14520	95.1965	72.9097
Os04g0494800	OMERI04G14530	97.8892	31.7094
Os04g0494900	OMERI04G14530	86.2069	27.7778
Os04g0494950	OMERI04G14530	91.9355	29.2308
Os04g0495000	OMERI04G14530	62.4665	19.9145
Os04g0495400	OMERI04G14600	98.9501	98.9501
Os04g0495800	OMERI04G14630	97.0085	97.6344
Os04g0495900	OMERI04G14640	96.9466	93.7269
Os04g0496000	OMERI04G14650	97.1831	46.9388
Os04g0496150	OMERI04G14650	69.1824	37.415
Os04g0496300	OMERI04G14660	99.4819	99.4819
Os04g0496400	OMERI04G14670	99.1597	84.8921
Os04g0496700	OMERI06G21110	58.7379	43.0605
Os04g0496800	OMERI04G14680	99.6016	99.6016
Os04g0497000	OMERI04G14690	98.5507	98.5507
Os04g0497200	OMERI04G14700	100	100
Os04g0497300	OMERI04G14710	84.466	97.7528
Os04g0497400	OMERI04G14720	93.6652	54.7619
Os04g0497600	OMERI04G14730	96.5517	95.2381
Os04g0497900	OMERI04G14740	98.0892	98.0892
Os04g0498000	OMERI04G14750	90.3509	24.0093
Os04g0498200	OMERI02G07410	96.1039	22.8395
Os04g0498200	OMERI03G21280	79.2208	41.4966
Os04g0498600	OMERI02G07420	97.99	86.2832
Os04g0498800	OMERI02G07440	98.4429	99.1289
Os04g0498900	OMERI02G07450	93.2515	86.119
Os04g0499100	OMERI02G07470	98.6717	97.7444
Os04g0499200	OMERI02G07460	47.2727	16.0494
Os04g0499300	OMERI02G07480	94.4169	95.9647
Os04g0500200	OMERI02G07500	66.9565	30.6773
Os04g0500300	OMERI02G07510	96.0526	96.0526
Os04g0500400	OMERI02G07520	99.3333	99.3333
Os04g0500700	OMERI02G07540	98.8688	98.8688
Os04g0500900	OMERI02G07550	81.6609	71.5152
Os04g0501000	OMERI02G07560	100	68.4685
Os04g0501100	OMERI02G07570	97.3333	51.6509
Os04g0501200	OMERI02G07580	99.4778	99.4778
Os04g0501500	OMERI04G14770	99.1189	98.2533
Os04g0501600	OMERI04G14790	96.4539	96.4539
Os04g0501700	OMERI04G14800	93.6709	95.6897
Os04g0501800	OMERI04G14810	91.3265	91.7949
Os04g0502100	OMERI04G14830	94.3284	94.3284
Os04g0502200	OMERI04G14850	93.1761	54.2955
Os04g0502300	OMERI04G14860	99.375	95.2096
Os04g0502800	OMERI04G14880	98.938	93.1667
Os04g0502900	OMERI04G14890	90.678	89.5397
Os04g0503200	OMERI01G11240	33.9286	36.8932
Os04g0503200	OMERI03G36980	37.5	23.2044
Os04g0503500	OMERI04G14900	94.8365	98.9228
Os04g0503700	OMERI04G14940	86.7203	89.605
Os04g0503800	OMERI04G14950	62.3932	41.4773
Os04g0504000	OMERI04G14960	79.5455	44.3038
Os04g0504200	OMERI04G14980	96.2366	96.2366
Os04g0504500	OMERI04G14990	95.1368	96.7542
Os04g0504600	OMERI04G15000	94.831	95.9759
Os04g0504700	OMERI04G15010	90.407	91.2023
Os04g0504800	OMERI04G15020	99.393	98.9426
Os04g0505000	OMERI04G15030	97.0706	96.9415
Os04g0505200	OMERI04G15040	97.3568	97.3568
Os04g0505700	OMERI04G15070	99.0361	79.0385
Os04g0505700	OMERI04G15340	99.0361	79.0385
Os04g0506300	OMERI04G15090	97.0297	98.2456
Os04g0506700	OMERI04G15100	97.0996	97.3451
Os04g0506800	OMERI04G15110	94.7917	92.3858
Os04g0506900	OMERI04G15130	96.9116	91.6415
Os04g0507000	OMERI04G15140	86.1307	74.9424
Os04g0507400	OMERI04G15150	97.9955	96.7033
Os04g0507500	OMERI04G15160	99.361	42.6319
Os04g0507700	OMERI04G15190	97.8261	98.0926
Os04g0507800	OMERI04G15200	35.3659	16.9591
Os04g0507900	OMERI04G15210	95.1009	79.1367
Os04g0508000	OMERI04G15220	96.6245	96.7606
Os04g0508100	OMERI04G15230	88.7324	86.3014
Os04g0508200	OMERI04G15240	81.59	68.9046
Os04g0508300	OMERI04G15250	100	88.189
Os04g0508400	OMERI04G15260	77.1127	64.4118
Os04g0508600	OMERI04G15280	98	98.2183
Os04g0508900	OMERI04G15310	92.1212	78.7565
Os04g0509000	OMERI04G15330	97.8462	45.6241
Os04g0509100	OMERI04G15350	97.3717	85.872
Os04g0509200	OMERI04G15360	79.2952	92.7835
Os04g0509400	OMERI04G15370	100	99.0909
Os04g0509600	OMERI04G15390	100	100
Os04g0510200	OMERI01G21110	17.2324	34.1969
Os04g0510300	OMERI01G21110	1.6	1.03627
Os04g0510400	OMERI04G15430	92.6683	95.4208
Os04g0510500	OMERI04G15440	96.5368	98.2379
Os04g0510600	OMERI04G15470	93.1408	92.8058
Os04g0510700	OMERI04G15480	98.3871	98.3871
Os04g0510900	OMERI04G15490	46.129	99.3056
Os04g0511200	OMERI04G15510	97.1311	97.1311
Os04g0511400	OMERI04G15520	98.6231	97.615
Os04g0511600	OMERI04G15530	97.8082	97.8082
Os04g0511700	OMERI04G15540	93.9655	91.5966
Os04g0512200	OMERI04G15550	88.6792	14.1994
Os04g0512300	OMERI04G15560	98.6413	98.6413
Os04g0512400	OMERI04G15570	96.0254	92.4962
Os04g0512500	OMERI04G15580	96.1832	96.1832
Os04g0513000	OMERI04G15640	85.6287	59.0909
Os04g0513700	OMERI04G15650	62.982	46.7557
Os04g0513900	OMERI04G15670	83.3992	48.0638
Os04g0514400	OMERI11G14640	91.0082	92.5208
Os04g0514500	OMERI11G14660	97.1762	96.7992
Os04g0514600	OMERI11G14650	91.0769	31.5902
Os04g0514800	OMERI11G14630	92.2907	47.0787
Os04g0515300	OMERI11G14590	100	49.0842
Os04g0515400	OMERI11G14580	100	91.3333
Os04g0517900	OMERI04G15680	90.6977	97.5
Os04g0518000	OMERI04G15690	96.5116	95.1289
Os04g0518100	OMERI04G15700	99.7171	99.7171
Os04g0518400	OMERI04G15720	99.2997	99.0223
Os04g0518800	OMERI04G15730	100	100
Os04g0519100	OMERI06G11560	14.5062	19.8312
Os04g0519700	OMERI04G15770	94.898	53.1429
Os04g0519900	OMERI04G15780	99.0783	17.71
Os04g0519925	OMERI04G15780	82.4451	21.6639
Os04g0520700	OMERI04G15790	98.8506	98.8506
Os04g0520900	OMERI01G27480	22.8448	37.5887
Os04g0521100	OMERI04G15810	99.6552	99.6552
Os04g0521300	OMERI04G15830	96.6292	92.4731
Os04g0521600	OMERI04G15850	93.5149	94.1253
Os04g0521900	OMERI04G15860	66.0494	64.8485
Os04g0522100	OMERI04G15870	96.2963	96.2963
Os04g0522500	OMERI04G15900	98.6034	98.6034
Os04g0523000	OMERI04G15930	98.9189	98.9189
Os04g0523200	OMERI04G15960	66.9643	31.1203
Os04g0523350	OMERI04G15960	0	0
Os04g0523500	OMERI04G16100	97.3684	92.9982
Os04g0523600	OMERI04G16110	97.6096	97.6096
Os04g0524300	OMERI04G16150	99.2537	99.2537
Os04g0524400	OMERI04G16130	88.4712	65.3704
Os04g0524400	OMERI04G16160	95.99	95.5112
Os04g0524500	OMERI04G16140	92.5278	83.9827
Os04g0524600	OMERI04G16170	99.4792	79.805
Os04g0524900	OMERI04G16190	99.4382	99.7183
Os04g0525000	OMERI04G16180	97.3282	98.0769
Os04g0525100	OMERI04G16200	98.3146	65.4206
Os04g0525200	OMERI04G16200	88.4615	34.3925
Os04g0525600	OMERI04G16210	83.4951	99.2308
Os04g0525700	OMERI04G16220	90.2326	73.6243
Os04g0525800	OMERI04G16230	98.5366	98.5366
Os04g0525900	OMERI04G16240	99.7881	77.3399
Os04g0526000	OMERI04G16250	97.0874	97.0874
Os04g0526200	OMERI04G16260	88.2353	38.4615
Os04g0526300	OMERI04G16270	96.2428	96.5217
Os04g0526600	OMERI04G16280	98.5	98.5
Os04g0526800	OMERI04G16290	99.5708	99.5708
Os04g0527000	OMERI04G16300	98.6047	97.6959
Os04g0527400	OMERI04G16320	98.5472	92.2903
Os04g0527500	OMERI04G16310	99.1936	32.1149
Os04g0527800	OMERI04G16330	96.4497	88.587
Os04g0528000	OMERI04G16340	91.9192	29.0735
Os04g0528100	OMERI04G16350	86.6142	77.4648
Os04g0528300	OMERI04G16360	99.5781	99.5781
Os04g0528400	OMERI04G16370	98.4663	98.4663
Os04g0528600	OMERI04G16380	97.7064	96.9651
Os04g0528800	OMERI04G16390	89.6341	93.6306
Os04g0529100	OMERI04G16410	97.6127	79.4816
Os04g0530300	OMERI04G10210	86.8347	92.2619
Os04g0530400	OMERI04G10200	98.7342	98.7342
Os04g0530500	OMERI04G10190	99.6047	99.6047
Os04g0530700	OMERI04G10180	94.6753	96.1741
Os04g0530900	OMERI04G10170	99.1202	99.1202
Os04g0531100	OMERI04G10160	98.6111	99.3007
Os04g0531200	OMERI04G10150	96.9388	96.9388
Os04g0531300	OMERI04G10130	99.0596	93.2153
Os04g0531400	OMERI04G10140	98.4277	93.0163
Os04g0531700	OMERI04G10110	86.2385	12.8415
Os04g0531750	OMERI04G10110	89.1239	40.3005
Os04g0532100	OMERI04G10120	60.1942	94.898
Os04g0532500	OMERI04G16700	96.5174	77.9116
Os04g0532800	OMERI04G16730	99.2674	99.2674
Os04g0533000	OMERI04G16740	89.9598	87.3294
Os04g0533300	OMERI04G16780	74.6412	75.7282
Os04g0533500	OMERI04G16810	99.1525	99.1525
Os04g0533700	OMERI04G16840	96.6837	96.6837
Os04g0533800	OMERI04G16850	88.7931	19.2164
Os04g0533900	OMERI04G16860	96.3855	76.9231
Os04g0534000	OMERI04G16870	98.2283	98.2283
Os04g0534100	OMERI04G16880	93.1507	74.4526
Os04g0534200	OMERI04G16890	84.153	25.2874
Os04g0534300	OMERI04G16900	90.9722	88.8136
Os04g0534400	OMERI04G16910	99.6	98.8095
Os04g0534500	OMERI04G16920	99.4048	77.6744
Os04g0534600	OMERI04G16930	100	100
Os04g0535200	OMERI04G16970	93.9024	93.5223
Os04g0535400	OMERI04G16980	76.3975	77.8481
Os04g0535600	OMERI04G16990	97.561	98.0092
Os04g0536300	OMERI04G17000	98.8722	99.6212
Os04g0536500	OMERI03G30800	92.5926	45.045
Os04g0537100	OMERI03G30780	69.4611	93.5484
Os04g0537800	OMERI03G30760	96.7391	94.3463
Os04g0537900	OMERI03G30750	99.1952	94.084
Os04g0538000	OMERI03G30740	89.1269	94.7461
Os04g0538100	OMERI03G30730	99.7409	49.8705
Os04g0538166	OMERI03G30730	88.6525	16.1917
Os04g0538300	OMERI03G30720	99.0476	92.0354
Os04g0539701	OMERI07G13800	55	36.2637
Os04g0544200	OMERI03G30930	97.6415	85.1852
Os04g0544400	OMERI03G30910	99.0215	99.2157
Os04g0544500	OMERI03G30900	98.4444	98.4444
Os04g0544900	OMERI03G30870	66.3984	97.9229
Os04g0545000	OMERI03G30860	98	98.3936
Os04g0545200	OMERI03G30850	98.1013	98.3087
Os04g0545300	OMERI03G30840	95.5631	96.5517
Os04g0545400	OMERI03G30820	97.8378	98.3696
Os04g0545600	OMERI04G17030	93.1937	93.1937
Os04g0545700	OMERI04G17040	91.6449	91.4062
Os04g0546100	OMERI04G17060	98.0296	98.0296
Os04g0546300	OMERI04G17080	98.705	98.8473
Os04g0546500	OMERI04G17090	99.3243	99.3243
Os04g0546800	OMERI04G17100	97.4843	98.1013
Os04g0547900	OMERI04G17140	96.4674	95.4301
Os04g0548000	OMERI04G17150	100	100
Os04g0548300	OMERI04G17170	98.6784	10.5511
Os04g0548400	OMERI04G17180	100	40.4313
Os04g0548500	OMERI04G17190	64.3678	27.1845
Os04g0548700	OMERI04G17200	89.0688	89.0688
Os04g0549300	OMERI04G17220	97.1576	89.5238
Os04g0549400	OMERI04G17230	99.0099	99.0099
Os04g0549600	OMERI04G17250	97.3558	91.0112
Os04g0549700	OMERI04G17260	98.2394	98.9362
Os04g0549800	OMERI04G17270	93.5223	97.4684
Os04g0550200	OMERI04G17290	99.0783	99.0783
Os04g0550400	OMERI04G17300	95.4751	97.1231
Os04g0550600	OMERI04G17310	96.2233	91.5625
Os04g0550700	OMERI04G17320	97.043	97.3046
Os04g0550800	OMERI04G17330	94.052	94.403
Os04g0551200	OMERI04G17340	98.2955	98.2955
Os04g0551300	OMERI04G17350	85.209	48.1818
Os04g0551500	OMERI04G17360	98.0556	98.0556
Os04g0551600	OMERI04G17380	74.1936	73.0159
Os04g0551700	OMERI04G17390	76.7442	55.5556
Os04g0551800	OMERI04G17400	100	100
Os04g0552000	OMERI04G17410	97.7273	49.711
Os04g0552200	OMERI04G17420	97.4545	97.4545
Os04g0552300	OMERI04G17430	98.6175	98.6175
Os04g0552400	OMERI04G17440	92.1053	96.1538
Os04g0552700	OMERI04G17450	98.7138	98.7138
Os04g0553000	OMERI04G17460	76.5499	82.3188
Os04g0553300	OMERI04G17470	88.5906	29.932
Os04g0553500	OMERI04G17480	97.5369	56.0907
Os04g0553800	OMERI04G17500	46.2921	83.4008
Os04g0554000	OMERI04G17510	92.5806	72.4747
Os04g0554200	OMERI04G17520	100	90.0369
Os04g0554300	OMERI04G17530	94.6188	96.347
Os04g0554500	OMERI04G17550	99.2308	58.371
Os04g0554600	OMERI04G17570	97.7099	97.7099
Os04g0554800	OMERI04G17580	98.5401	98.5401
Os04g0554900	OMERI04G17600	89.8649	97.0803
Os04g0555000	OMERI04G17630	96.2025	96.8839
Os04g0555300	OMERI04G17640	95.4972	99.0272
Os04g0555400	OMERI04G17650	92.7686	71.1569
Os04g0555800	OMERI04G17680	80.6452	24.57
Os04g0556000	OMERI04G17710	99.4012	96.0463
Os04g0556300	OMERI04G17730	98.2143	88.2353
Os04g0556600	OMERI04G17750	94.1685	94.1685
Os04g0556900	OMERI04G17770	86.4253	72.3485
Os04g0557000	OMERI04G17780	99.1429	88.9744
Os04g0557200	OMERI04G17790	56.5295	96.0486
Os04g0557500	OMERI01G18850	50.5556	61.4865
Os04g0557800	OMERI04G17820	71.0801	96
Os04g0558400	OMERI04G17840	97.8972	100
Os04g0558500	OMERI04G17850	92.2078	92.2078
Os04g0558700	OMERI04G17860	94.0741	94.7761
Os04g0558900	OMERI04G17870	98.3607	98.3607
Os04g0559000	OMERI04G17880	97.6316	97.3753
Os04g0559100	OMERI04G17890	81.8681	31.3684
Os04g0559200	OMERI04G17900	93.4028	91.9134
Os04g0559400	OMERI04G17910	98.0488	95.4869
Os04g0559550	OMERI04G17920	77.381	54.6218
Os04g0559700	OMERI04G17930	100	100
Os04g0559800	OMERI04G17940	98.6577	84.4828
Os04g0560200	OMERI04G17960	99.2248	99.2248
Os04g0560300	OMERI04G17950	99.1369	99.1369
Os04g0560400	OMERI04G17970	94.3798	94.9318
Os04g0560500	OMERI04G17990	79.6703	98.6395
Os04g0560500	OMERI04G18000	79.6703	98.6395
Os04g0560600	OMERI04G17980	97.3734	31.3785
Os04g0560700	OMERI04G18010	91.2281	70.2703
Os04g0561200	OMERI04G18030	97.561	96.6184
Os04g0561500	OMERI04G18050	97.023	78.4464
Os04g0561700	OMERI04G18060	89.7388	97.3684
Os04g0561900	OMERI04G18090	94.9458	93.0973
Os04g0562000	OMERI04G18100	70.317	78.4566
Os04g0562100	OMERI04G18110	97.8516	93.9962
Os04g0562500	OMERI04G18120	42.7293	54.5714
Os04g0562800	OMERI04G18140	97.8102	71.9463
Os04g0563100	OMERI04G18260	99.5745	99.3631
Os04g0563300	OMERI04G18270	98.8571	65.0376
Os04g0563401	OMERI04G18270	18.8312	10.9023
Os04g0563700	OMERI04G18300	98.3333	98.3333
Os04g0563801	OMERI04G18310	68.2022	52.1478
Os04g0563900	OMERI04G18320	99.1579	98.7421
Os04g0564000	OMERI04G18340	99.7041	87.0801
Os04g0564600	OMERI04G18350	99.2424	99.2424
Os04g0564700	OMERI04G18360	93.7561	97.5635
Os04g0565200	OMERI04G18370	97.6293	97.6293
Os04g0565400	OMERI04G18380	95.4741	95.4741
Os04g0565500	OMERI04G18390	99.0588	99.0588
Os04g0565900	OMERI04G18400	87.799	85.1508
Os04g0566000	OMERI04G18410	100	39.4958
Os04g0566100	OMERI04G18420	97.6825	95.362
Os04g0566400	OMERI04G18430	89.3964	88.8169
Os04g0566500	OMERI04G18440	96.0945	97.4217
Os04g0566600	OMERI04G18450	98.366	97.7273
Os04g0566700	OMERI04G18460	52.4064	52.4064
Os04g0566800	OMERI04G18470	78.2946	17.1477
Os04g0566900	OMERI04G18470	94.0594	24.1935
Os04g0567200	OMERI04G18490	97.6608	98.0431
Os04g0567700	OMERI04G18500	99.3631	99.3631
Os04g0567800	OMERI04G18510	95.5923	62.8623
Os04g0568400	OMERI04G18560	97.851	84.217
Os04g0568600	OMERI04G18570	96.9231	96.9231
Os04g0568700	OMERI04G18580	99.3443	97.7419
Os04g0568900	OMERI04G18590	99.3485	23.6985
Os04g0569000	OMERI04G18600	97.9104	97.9104
Os04g0569100	OMERI04G18610	96.7742	94.0893
Os04g0569300	OMERI04G18620	98.538	98.538
Os04g0569400	OMERI04G18630	97.2696	97.6027
Os04g0569900	OMERI04G18640	98.0603	98.4848
Os04g0570000	OMERI04G18650	99.4163	99.4163
Os04g0570500	OMERI04G18680	78.2158	43.1844
Os04g0570600	OMERI04G18680	95.679	53.2646
Os04g0570800	OMERI04G18690	98.9164	99.2236
Os04g0571200	OMERI04G18710	97.6378	87.6325
Os04g0571300	OMERI04G18720	99.6711	99.6711
Os04g0571450	OMERI03G37140	19.4444	42.6829
Os04g0571600	OMERI04G18740	99.2857	99.2857
Os04g0571800	OMERI04G18750	97.0297	97.0297
Os04g0572200	OMERI04G18760	99.5146	99.5146
Os04g0572400	OMERI04G18770	96.8036	98.6047
Os04g0572500	OMERI04G18780	79.6646	97.1867
Os04g0572600	OMERI04G18790	71.1752	21.5581
Os04g0572700	OMERI04G18800	58.1395	33.1565
Os04g0576300	OMERI07G19910	81.407	27.0903
Os04g0576700	OMERI04G18810	67.2249	72.6098
Os04g0576800	OMERI04G18820	100	100
Os04g0576900	OMERI04G18830	99.8392	53.6733
Os04g0577000	OMERI04G18840	92.8125	92.8125
Os04g0577300	OMERI04G18850	78.1395	90.3226
Os04g0577500	OMERI04G18860	95.1768	89.9696
Os04g0577700	OMERI04G18870	96.7302	96.4674
Os04g0577800	OMERI04G18890	78.75	62.3762
Os04g0578000	OMERI04G18900	98.1366	98.1366
Os04g0578200	OMERI04G18910	84.6154	86.0082
Os04g0578300	OMERI04G18920	99.2126	99.2126
Os04g0578400	OMERI04G18930	99.6764	90.5882
Os04g0578600	OMERI04G18940	87.3051	69.1358
Os04g0578700	OMERI04G18950	99.0458	93.5135
Os04g0578800	OMERI04G18960	99.0458	99.4253
Os04g0579200	OMERI04G19000	99.5283	99.5283
Os04g0579700	OMERI04G19020	99.8124	87.7888
Os04g0580300	OMERI04G19030	98.3845	97.5962
Os04g0580400	OMERI04G19040	70.5036	64.4737
Os04g0580500	OMERI04G19050	48.368	51.4196
Os04g0580700	OMERI04G19060	84.252	79.2593
Os04g0580800	OMERI04G19070	99.3827	99.3827
Os04g0580866	OMERI04G19080	94.186	93.1034
Os04g0581000	OMERI04G19100	98.8235	98.8235
Os04g0581100	OMERI04G19110	98.8636	98.8636
Os04g0581300	OMERI04G19140	98.8372	98.8372
Os04g0581502	OMERI02G22930	85.4839	20.6226
Os04g0581800	OMERI04G19170	100	100
Os04g0582600	OMERI04G19180	73.9191	20.8251
Os04g0582600	OMERI04G19190	0.27894	0.224215
Os04g0582700	OMERI04G19180	93.825	21.4931
Os04g0582700	OMERI04G19190	0.857633	0.560538
Os04g0582900	OMERI04G19180	6.81818	0.353635
Os04g0582900	OMERI04G19190	96.9697	14.3498
Os04g0583200	OMERI04G19200	57.0732	64.6409
Os04g0583500	OMERI04G19210	99.6109	99.6109
Os04g0583700	OMERI04G19230	97.7756	97.025
Os04g0583900	OMERI04G19240	97.8402	95.9746
Os04g0584100	OMERI04G19270	96.7262	70.3463
Os04g0584300	OMERI04G19300	94.5946	95.4545
Os04g0584500	OMERI04G19310	89.3557	69.3478
Os04g0584600	OMERI04G19320	90.0182	87.6325
Os04g0584700	OMERI04G19330	98.9011	31.2139
Os04g0584800	OMERI04G19340	97.3684	94.8718
Os04g0584900	OMERI04G19350	97.8056	97.8056
Os04g0585100	OMERI04G19370	95.4545	99.1568
Os04g0585200	OMERI04G19380	98.3333	56.6098
Os04g0585600	OMERI04G19390	95.8333	94.6502
Os04g0585700	OMERI04G19400	99.3333	42.9395
Os04g0586000	OMERI04G19410	99.2126	99.2126
