Gene stable ID	Brassica rapa gene stable ID	%id. target Brassica rapa gene identical to query gene	%id. query gene identical to target Brassica rapa gene
Os04g0616500	Bra030813	53.5156	52.1905
Os04g0616500	Bra030815	53.7109	53.6585
Os04g0616500	Bra033670	50.7812	51.2315
Os04g0616500	Bra033958	48.1445	50.2548
Os04g0616500	Bra035966	49.9023	50.2953
Os04g0616600	Bra003333	50.5618	13.4462
Os04g0616600	Bra007907	56.1798	14.6056
Os04g0616600	Bra007908	54.3071	20.7736
Os04g0616600	Bra007909	55.0562	14.5114
Os04g0616600	Bra030813	57.3034	14.5714
Os04g0616600	Bra030815	57.6779	15.0244
Os04g0616600	Bra033670	52.809	13.8916
Os04g0616600	Bra033958	50.5618	13.7615
Os04g0616600	Bra035966	53.1835	13.9764
Os04g0616700	Bra003333	36.2035	36.8526
Os04g0616700	Bra007907	35.3229	35.1509
Os04g0616700	Bra007908	22.0157	32.235
Os04g0616700	Bra007909	37.4755	37.8085
Os04g0616700	Bra030813	37.2798	36.2857
Os04g0616700	Bra030815	36.6928	36.5854
Os04g0616700	Bra033670	35.4207	35.665
Os04g0616700	Bra033958	32.1918	33.5372
Os04g0616700	Bra035966	35.4207	35.6299
Os04g0617050	Bra001473	28.777	31.746
Os04g0617050	Bra026044	31.6547	30.3448
Os04g0617050	Bra026717	32.3741	30.8219
Os04g0617050	Bra034725	27.3381	28.7879
Os04g0617050	Bra035094	27.3381	26.3889
Os04g0617050	Bra039345	30.2158	31.5789
Os04g0617600	Bra032565	48.617	24.5172
Os04g0617700	Bra026046	36.0656	8.97959
Os04g0617700	Bra026718	37.7049	9.50413
Os04g0617700	Bra035096	37.7049	9.87124
Os04g0617800	Bra023826	67.2862	68.3019
Os04g0617800	Bra039953	67.2862	67.5373
Os04g0618050	Bra027327	41.5978	37.469
Os04g0618500	Bra013462	64.4295	65.9794
Os04g0618700	Bra017563	40.9129	39.1903
Os04g0618700	Bra022032	41.3356	44.1734
Os04g0618950	Bra001478	28.0236	27.9412
Os04g0618950	Bra008394	22.4189	23.5294
Os04g0618950	Bra034714	25.3687	23.4332
Os04g0618950	Bra035088	27.1386	24.3386
Os04g0618950	Bra038034	26.8437	27.1642
Os04g0619300	Bra002471	43.6975	55.4667
Os04g0619400	Bra016636	59.9462	35.2848
Os04g0619400	Bra026032	61.0215	57.3232
Os04g0619400	Bra026710	60.4839	57.6923
Os04g0619400	Bra026711	57.5269	54.1772
Os04g0619500	Bra007716	59.1331	62.623
Os04g0619500	Bra014381	59.7523	62.0579
Os04g0619600	Bra032404	53.91	53.3411
Os04g0619700	Bra002350	34.8592	56.25
Os04g0620000	Bra005402	71.6042	71.6482
Os04g0620000	Bra010773	69.6988	71.3208
Os04g0620000	Bra032385	71.051	71.2261
Os04g0620200	Bra010777	35.9023	35.436
Os04g0620200	Bra032380	35.1504	38.5567
Os04g0620400	Bra010766	60.3631	50.1887
Os04g0620400	Bra014882	61.4221	51.3274
Os04g0620700	Bra005114	8.20368	24.7863
Os04g0620700	Bra010724	15.1344	12.413
Os04g0620700	Bra012610	6.22348	22.9167
Os04g0620700	Bra014162	33.9463	41.3081
Os04g0620700	Bra018762	32.9562	36.124
Os04g0620700	Bra018764	32.8147	46.4
Os04g0620700	Bra020207	8.91089	22.5806
Os04g0620700	Bra022337	29.703	35.1171
Os04g0620700	Bra022338	15.7001	42.5287
Os04g0620700	Bra032269	29.1372	46.8182
Os04g0620700	Bra032377	3.67751	16.5605
Os04g0622000	Bra006068	19.7674	12.3862
Os04g0622000	Bra024402	20.6395	13.0275
Os04g0622800	Bra006068	36.9775	20.9472
Os04g0622800	Bra024402	36.0129	20.5505
Os04g0623100	Bra006068	33.3333	27.6867
Os04g0623100	Bra024402	33.7719	28.2569
Os04g0623300	Bra000284	68.3884	68.9583
Os04g0623300	Bra003362	71.9008	71.1656
Os04g0623300	Bra004737	71.6942	70.8163
Os04g0623300	Bra037741	71.9008	71.7526
Os04g0623700	Bra000316	46.2121	55.9633
Os04g0623700	Bra004775	56.0606	24.4224
Os04g0623700	Bra037694	58.3333	63.1148
Os04g0623700	Bra037696	47.7273	58.3333
Os04g0623800	Bra016810	76.4706	76.2836
Os04g0623800	Bra031785	76.9608	76.9608
Os04g0624600	Bra016818	52.1382	48.2864
Os04g0624600	Bra019836	29.6053	71.8563
Os04g0624800	Bra006373	34.3085	49.4253
Os04g0624800	Bra008589	34.0426	48.855
Os04g0624800	Bra012646	42.5532	51.2821
Os04g0624800	Bra012647	24.734	44.7115
Os04g0624800	Bra023585	34.0426	50.5929
Os04g0624800	Bra024988	39.6277	44.7447
Os04g0624800	Bra040177	41.4894	51.6556
Os04g0624900	Bra004231	49.3671	33.6207
Os04g0625000	Bra018866	40.2299	41.6048
Os04g0625000	Bra035788	37.2126	40.6593
Os04g0625100	Bra040789	18.9793	21.755
Os04g0625300	Bra026386	30.4094	4.09933
Os04g0625350	Bra026386	36.6071	3.23216
Os04g0625800	Bra002947	51.0588	54.798
Os04g0625800	Bra010418	49.4118	55.5556
Os04g0625800	Bra019078	56.9412	58.7379
Os04g0625800	Bra026387	49.4118	53.4351
Os04g0625800	Bra031774	53.6471	57.868
Os04g0625900	Bra026388	24.5575	23.7179
Os04g0626400	Bra019518	57.6023	56.9364
Os04g0626900	Bra001585	62.4126	63.5231
Os04g0627000	Bra000807	58.1911	57.1189
Os04g0627000	Bra005588	48.6348	40.483
Os04g0627000	Bra013556	64.1638	54.4928
Os04g0627000	Bra020872	73.2082	57.3529
Os04g0627000	Bra021779	48.9761	39.4231
Os04g0627000	Bra029527	75.9386	59.7315
Os04g0627000	Bra038757	73.7201	59.5862
Os04g0627200	Bra027807	77.2321	75.5459
Os04g0627900	Bra002944	23.7705	25
Os04g0627900	Bra029001	22.1311	48.2143
Os04g0628000	Bra031305	45.2599	44.713
Os04g0628200	Bra023934	40.7871	39.9299
Os04g0628200	Bra035752	42.0394	37.1248
Os04g0628600	Bra023935	54.756	55.2588
Os04g0628600	Bra035753	22.8288	47.6684
Os04g0628900	Bra031315	30.6818	38.5714
Os04g0629000	Bra001848	48.8294	51.773
Os04g0629000	Bra023859	47.1572	53.4091
Os04g0629000	Bra031314	49.1639	53.4545
Os04g0629100	Bra031313	50.9579	61.0092
Os04g0629300	Bra001771	39.5814	50.4242
Os04g0629300	Bra012172	28.7345	53.169
Os04g0629300	Bra018847	43.2921	47.3958
Os04g0629300	Bra035824	43.4824	44.1973
Os04g0629500	Bra031769	46.6165	49.2063
Os04g0629700	Bra002965	50	53.9177
Os04g0629700	Bra022737	49.8768	53.7135
Os04g0629700	Bra026371	49.2611	51.8135
Os04g0629700	Bra029564	51.601	52.7708
Os04g0630000	Bra026921	50.7745	36.5099
Os04g0630100	Bra021318	34.2679	31.8841
Os04g0630100	Bra031403	32.7103	31.0651
Os04g0630300	Bra021318	45.0867	45.2174
Os04g0630300	Bra031403	42.7746	43.787
Os04g0630400	Bra021318	44.5087	44.6377
Os04g0630400	Bra031403	43.0636	44.0828
Os04g0630600	Bra021318	39.7759	41.1594
Os04g0630600	Bra031403	38.6555	40.8284
Os04g0630800	Bra021318	47.9651	47.8261
Os04g0630800	Bra031403	45.3488	46.1538
Os04g0630900	Bra021318	36.8627	27.2464
Os04g0630900	Bra031403	34.5098	26.0355
Os04g0631000	Bra021318	47.0238	45.7971
Os04g0631000	Bra031403	45.5357	45.2663
Os04g0631100	Bra035756	60.4369	47.8846
Os04g0631600	Bra001798	27.46	27.6498
Os04g0631600	Bra013520	19.9085	29.8969
Os04g0631600	Bra023939	26.7735	26.8966
Os04g0631600	Bra027080	27.0023	32.5967
Os04g0631600	Bra029562	19.6796	30.0699
Os04g0631600	Bra031413	26.5446	30.6878
Os04g0631600	Bra035761	27.46	26.0304
Os04g0635000	Bra010194	44.3299	49.4253
Os04g0635000	Bra018121	47.4227	52.2727
Os04g0635000	Bra027991	41.2371	44.9438
Os04g0635000	Bra027994	43.299	47.191
Os04g0635000	Bra027995	39.1753	20.5405
Os04g0635000	Bra027996	42.268	46.0674
Os04g0635100	Bra010194	50	49.4253
Os04g0635100	Bra018121	55.814	54.5455
Os04g0635100	Bra027991	50	48.3146
Os04g0635100	Bra027994	48.8372	47.191
Os04g0635100	Bra027995	43.0233	20
Os04g0635100	Bra027996	50	48.3146
Os04g0635500	Bra010194	45.977	45.977
Os04g0635500	Bra018121	51.7241	51.1364
Os04g0635500	Bra027991	47.1264	46.0674
Os04g0635500	Bra027994	47.1264	46.0674
Os04g0635500	Bra027995	41.3793	19.4595
Os04g0635500	Bra027996	47.1264	46.0674
Os04g0635700	Bra013527	45.3988	47.7419
Os04g0635700	Bra038772	17.7914	29.2929
Os04g0635800	Bra008803	66.1616	78.4431
Os04g0635800	Bra023435	73.7374	75.2577
Os04g0635900	Bra003000	68.0851	67.701
Os04g0636100	Bra015239	62.0504	64.1264
Os04g0636400	Bra016849	59.0164	66.4207
Os04g0636400	Bra031758	62.9508	63.3663
Os04g0636500	Bra005737	45.6522	50
Os04g0636500	Bra008815	43.9441	46.6227
Os04g0636500	Bra023423	35.7143	41.6667
Os04g0636600	Bra010667	20.5962	11.5677
Os04g0636600	Bra011841	6.23306	10.6977
Os04g0636700	Bra006045	39.0152	44.3011
Os04g0637000	Bra009063	49.8741	54.3956
Os04g0637000	Bra015646	47.6071	55.7522
Os04g0637000	Bra016389	45.8438	49.4565
Os04g0637000	Bra024366	49.6222	53.6785
Os04g0637000	Bra028604	50.1259	54.9724
Os04g0637000	Bra031364	47.8589	50.2645
Os04g0637000	Bra031871	49.6222	53.2432
Os04g0637000	Bra037374	32.4937	41.0828
Os04g0637000	Bra037809	45.34	45.9184
Os04g0637300	Bra016110	26.3158	49.2958
Os04g0637300	Bra028044	32.3308	36.1345
Os04g0637400	Bra030472	68.5714	32.8767
Os04g0637400	Bra035773	67.8571	37.8486
Os04g0638800	Bra010673	32.5581	38.1323
Os04g0638800	Bra030267	32.8904	39.2857
Os04g0639200	Bra031223	47.9381	46.7337
Os04g0639300	Bra030268	80.9249	42.8135
Os04g0640500	Bra016114	53.4722	62.9085
Os04g0640600	Bra011857	33.3333	21.2838
Os04g0640600	Bra030270	33.3333	20.8609
Os04g0640700	Bra004202	60.5229	61.5691
Os04g0640700	Bra009398	36.6013	43.956
Os04g0640700	Bra024311	68.6274	67.3077
Os04g0640700	Bra031912	69.4118	68.2519
Os04g0640700	Bra037782	69.0196	68.0412
Os04g0640800	Bra024331	44.4751	33.1959
Os04g0640900	Bra024308	51.9623	55.3512
Os04g0640900	Bra028623	41.7582	64.4068
Os04g0640900	Bra031914	51.4914	58.0531
Os04g0640900	Bra037780	49.1366	55.8929
Os04g0641000	Bra021293	6.15016	57.8947
Os04g0641000	Bra022279	55.0319	58.9393
Os04g0641200	Bra001547	22.1421	36.379
Os04g0641200	Bra021548	21.9361	35.9797
Os04g0641200	Bra021549	21.8332	35.8108
Os04g0641200	Bra027350	22.5541	36.9932
Os04g0641200	Bra040563	22.3481	37.094
Os04g0641300	Bra025357	30.6998	33.09
Os04g0641300	Bra025638	30.474	32.9268
Os04g0641300	Bra033062	27.991	36.7953
Os04g0641300	Bra039044	30.9255	32.4645
Os04g0641400	Bra001017	36.9338	42.0635
Os04g0641400	Bra016705	44.5993	52.459
Os04g0641400	Bra019660	44.9477	52.8689
Os04g0641700	Bra003797	55.7692	62.3656
Os04g0641700	Bra006286	52.8846	58.5106
Os04g0641700	Bra008154	53.8462	60.2151
Os04g0641700	Bra008716	52.8846	58.5106
Os04g0641700	Bra012435	54.8077	60.6383
Os04g0641700	Bra015906	54.8077	63.3333
Os04g0641700	Bra016299	55.7692	61.7021
Os04g0641700	Bra018117	54.8077	61.2903
Os04g0641700	Bra023508	52.8846	59.1398
Os04g0641700	Bra024672	53.8462	58.9474
Os04g0641700	Bra025358	51.9231	58.6957
Os04g0641700	Bra028443	56.7308	64.1304
Os04g0641700	Bra033063	52.8846	59.7826
Os04g0642000	Bra025359	78.268	38.2588
Os04g0642000	Bra039042	78.7582	38.4984
Os04g0642100	Bra010090	59.8513	56.8905
Os04g0642100	Bra010091	28.9963	46.1538
Os04g0642100	Bra018120	55.0186	51.0345
Os04g0642100	Bra029255	53.1599	57.4297
Os04g0643000	Bra016291	72.6402	72.541
Os04g0643000	Bra024680	72.2298	72.1311
Os04g0643100	Bra003352	75.4647	77.7778
Os04g0643100	Bra007415	74.7212	77.0115
Os04g0643100	Bra014555	57.9926	77.2277
Os04g0643200	Bra017354	50.5618	65.2174
Os04g0643200	Bra026512	21.161	62.4309
Os04g0643300	Bra027031	58.5784	59.1584
Os04g0643600	Bra020402	69.4444	23.3645
Os04g0643600	Bra024067	69.8413	24.7191
Os04g0643600	Bra026086	71.8254	25.4213
Os04g0643600	Bra032132	69.8413	23.5925
Os04g0643600	Bra039221	72.619	24.8304
Os04g0643700	Bra035170	44.3439	44.3439
Os04g0644000	Bra007807	42.8571	43.0939
Os04g0644000	Bra008468	36.63	37.6648
Os04g0644000	Bra013154	45.7875	47.081
Os04g0644000	Bra035171	37.7289	38.3613
Os04g0644000	Bra037201	46.7033	47.9323
Os04g0644100	Bra003571	35.1064	35.2941
Os04g0644100	Bra013153	23.9362	18.1452
Os04g0644100	Bra026110	37.234	34.6535
Os04g0644100	Bra035174	35.6383	37.8531
Os04g0644200	Bra013151	14.4424	33.4746
Os04g0644300	Bra013150	28.5714	9.04159
Os04g0644400	Bra001852	33.5165	23.3716
Os04g0644400	Bra023850	32.4176	25.6522
Os04g0644400	Bra031329	34.0659	18.2353
Os04g0644400	Bra037084	31.8681	22.2222
Os04g0644400	Bra038089	37.3626	26.5625
Os04g0644400	Bra039563	35.1648	21.9931
Os04g0644600	Bra030380	68.1122	71.0106
Os04g0644700	Bra021935	66.33	67.2355
Os04g0644700	Bra022994	65.6566	66.5529
Os04g0644700	Bra032410	65.6566	66.5529
Os04g0644800	Bra038948	65.4206	9.1623
Os04g0645100	Bra026147	45.2326	49.0233
Os04g0645600	Bra040066	67.9293	60.9977
Os04g0646000	Bra006914	15.6977	8.80914
Os04g0646000	Bra033444	8.43023	7.47423
Os04g0646050	Bra006914	31.4815	8.31974
Os04g0646050	Bra033444	5.55556	2.31959
Os04g0647800	Bra001069	34.4045	60.6667
Os04g0647800	Bra003567	74.2911	75.2874
Os04g0647800	Bra008472	62.5709	73.8839
Os04g0647800	Bra035181	74.6692	75.6705
Os04g0648500	Bra038613	41.1765	45.9016
Os04g0648700	Bra030277	31.6923	30.9309
Os04g0648700	Bra041082	33.2308	40.9867
Os04g0648900	Bra014056	30.4721	45.8064
Os04g0649100	Bra011741	50	53.1178
Os04g0649100	Bra017809	48.4783	51.6204
Os04g0649200	Bra022414	17.5705	24.2515
Os04g0649200	Bra022416	18.1128	23.8571
Os04g0649200	Bra032170	23.6443	30.7042
Os04g0649200	Bra039196	27.8742	32.2055
Os04g0649400	Bra014055	41.1017	37.7432
Os04g0649400	Bra032212	41.1017	38.6454
Os04g0649700	Bra012141	40.8451	42.3977
Os04g0649700	Bra029997	27.0423	39.2638
Os04g0649700	Bra033656	22.6761	54.5763
Os04g0649700	Bra041136	17.6056	48.0769
Os04g0649900	Bra012143	41.195	41.5873
Os04g0649900	Bra013107	41.8239	40.5488
Os04g0649900	Bra036059	40.566	39.8148
Os04g0649900	Bra039840	40.8805	40
Os04g0650200	Bra023062	27.8873	28.2051
Os04g0650200	Bra027453	21.9718	28.1588
Os04g0650200	Bra027987	27.0423	25.9459
Os04g0650200	Bra028826	30.7042	31.2321
Os04g0650200	Bra029807	27.3239	30.031
Os04g0650500	Bra007852	54.9488	53.8462
Os04g0650500	Bra035421	54.9488	53.8462
Os04g0650600	Bra024507	7.12743	30.8411
Os04g0650600	Bra029995	27.4298	35.1801
Os04g0650600	Bra036055	34.9892	39.3204
Os04g0650700	Bra021164	74.7748	76.6154
Os04g0650700	Bra027187	75.0751	77.1605
Os04g0650800	Bra001747	73.4095	76.661
Os04g0650800	Bra011506	74.062	73.1079
Os04g0650800	Bra017637	74.5514	76.4214
Os04g0650800	Bra034616	74.8776	76.3727
Os04g0651500	Bra003598	19.8391	9.35525
Os04g0651500	Bra011245	18.7668	8.89454
Os04g0651500	Bra011246	8.0429	4.97512
Os04g0651500	Bra011247	18.4987	9.51724
Os04g0651500	Bra015361	19.0349	8.96465
Os04g0651500	Bra016370	18.7668	9.85915
Os04g0651500	Bra018131	13.1367	12.5641
Os04g0651500	Bra018132	0.536193	0.884956
Os04g0651500	Bra024026	8.0429	6.28931
Os04g0651500	Bra025736	17.6944	6.86071
Os04g0651500	Bra026731	16.8901	8.68966
Os04g0651500	Bra026732	16.622	8.22281
Os04g0651500	Bra030595	18.7668	9.98573
Os04g0651500	Bra030596	16.8901	8.4
Os04g0651500	Bra031078	3.48525	2.84464
Os04g0651500	Bra031079	14.2091	5.84344
Os04g0651500	Bra035134	17.4263	8.64362
Os04g0651500	Bra035135	0.536193	0.621118
Os04g0652400	Bra012359	68.3812	71.6323
Os04g0652400	Bra024562	67.3222	70.6349
Os04g0652500	Bra016566	35.0877	28.169
Os04g0652500	Bra025925	41.5205	32.8704
Os04g0652900	Bra006376	15.1639	47.4359
Os04g0652900	Bra008586	45.4918	64.9123
Os04g0652900	Bra021378	43.4426	60.9195
Os04g0653000	Bra002338	34.2593	36.8159
Os04g0653000	Bra020135	32.8704	32.1267
Os04g0653100	Bra007767	18.5668	43.5115
Os04g0653100	Bra019447	28.013	39.2694
Os04g0653300	Bra002729	47.3373	50
Os04g0653400	Bra010296	69.3525	68.1754
Os04g0653400	Bra011174	65.7554	68.006
Os04g0653400	Bra021223	9.35252	30.5164
Os04g0653400	Bra024095	64.8921	67.515
Os04g0653600	Bra020444	39.596	35.0626
Os04g0654600	Bra038555	53.7084	55.5556
Os04g0654600	Bra038828	53.4527	54.0052
Os04g0654700	Bra012351	74.7222	75.5618
Os04g0654700	Bra024548	77.7778	78.6517
Os04g0655600	Bra010237	19.7574	19.7574
Os04g0655600	Bra011271	19.7574	21.9231
Os04g0655700	Bra009824	38.5621	30.7292
Os04g0655700	Bra020490	39.2157	34.2857
Os04g0655700	Bra036536	37.9085	32.4022
Os04g0656100	Bra007845	81.0726	80.6485
Os04g0656500	Bra032662	16.8269	44.3038
Os04g0656500	Bra033221	22.3558	28.3537
Os04g0656800	Bra008775	41.5663	52.2727
Os04g0656800	Bra011170	51.8072	53.0864
Os04g0656800	Bra011771	48.1928	49.0798
Os04g0656800	Bra017830	36.747	48.6056
Os04g0656800	Bra023449	46.0843	41.5761
Os04g0656800	Bra024102	51.506	52.6154
Os04g0656800	Bra031832	48.494	48.0597
Os04g0656800	Bra037849	49.0964	49.5441
Os04g0657100	Bra022156	48.9796	56.1404
Os04g0657100	Bra024917	46.4286	48.9247
Os04g0657500	Bra014044	35.7143	34.4468
Os04g0657500	Bra027466	35.0649	34.5416
Os04g0657500	Bra033651	37.6623	37.2591
Os04g0657500	Bra036337	17.316	32.3887
Os04g0657500	Bra036339	34.8485	33.6117
Os04g0657500	Bra037129	37.4459	36.8085
Os04g0657900	Bra031336	41.791	39.4366
Os04g0658100	Bra007846	12.6168	43.5484
Os04g0658100	Bra010236	31.3084	37.4302
Os04g0658100	Bra011272	30.1402	29.8611
Os04g0658100	Bra024008	28.0374	37.7358
Os04g0658100	Bra032091	27.5701	39.3333
Os04g0658300	Bra016017	68.4807	71.734
Os04g0658400	Bra007079	47.9167	32.0334
Os04g0658400	Bra009760	0.416667	1.73913
Os04g0658400	Bra014809	43.3333	35.1351
Os04g0658600	Bra002314	35.0909	37.3308
Os04g0659100	Bra035392	78.5047	78.5047
Os04g0659100	Bra035529	78.0374	78.0374
Os04g0659400	Bra000353	33.75	25.4237
Os04g0659400	Bra001437	36	43.1138
Os04g0659400	Bra004832	35	34.1463
Os04g0659400	Bra006175	41.5	43.1169
Os04g0659400	Bra008863	42.5	43.1472
Os04g0659400	Bra009226	35.5	45.9547
Os04g0659400	Bra023388	39.25	26.9759
Os04g0659400	Bra038698	37	38.5417
Os04g0659500	Bra009008	72.3404	64.557
Os04g0659500	Bra010222	79.7872	72.3473
Os04g0659500	Bra011296	78.7234	72.3127
Os04g0659500	Bra020479	72.3404	48.8038
Os04g0659500	Bra028570	74.1135	62.7628
Os04g0659900	Bra019037	47.619	31.746
Os04g0659900	Bra026328	47.2222	32.0755
Os04g0659900	Bra038970	39.2857	23.6277
Os04g0660100	Bra004740	28.7129	36.9427
Os04g0660100	Bra037738	29.703	37.9747
Os04g0660200	Bra019859	57.4018	62.0915
Os04g0660200	Bra031416	43.6556	67.5234
Os04g0660200	Bra031767	56.9486	62.9382
Os04g0660400	Bra006359	15.562	51.4286
Os04g0660400	Bra008616	60.8069	60.6322
Os04g0660400	Bra023571	16.1383	52.8302
Os04g0660500	Bra001280	60.8696	63.3922
Os04g0660500	Bra001510	64.112	64.2541
Os04g0660500	Bra027424	8.84304	65.9341
Os04g0660500	Bra039396	47.9735	62.536
Os04g0660600	Bra019088	50.7246	64.8148
Os04g0660600	Bra035566	69.5652	68.5714
Os04g0660900	Bra003979	18.3835	33.7209
Os04g0660900	Bra007886	36.2916	38.7479
Os04g0660900	Bra009996	26.9414	29.877
Os04g0660900	Bra012429	32.9636	36.6197
Os04g0660900	Bra016259	36.9255	37.4598
Os04g0660900	Bra016260	30.7449	35.2087
Os04g0660900	Bra020609	27.2583	30.0699
Os04g0661100	Bra020527	22.5806	29.661
Os04g0661100	Bra020799	24.5161	27.9412
Os04g0661100	Bra040245	24.5161	26.7606
Os04g0661200	Bra016388	45.8427	34.9914
Os04g0661200	Bra027458	48.5393	48.7585
Os04g0661300	Bra006042	47.9769	41.7085
Os04g0661300	Bra009065	50.8671	40.9302
Os04g0661300	Bra028605	51.1561	42.2434
Os04g0661600	Bra006590	67.8049	41.369
Os04g0661700	Bra007930	16.5612	26.5203
Os04g0661800	Bra009544	67.6136	70.8333
Os04g0661800	Bra028845	65.3409	56.0976
Os04g0661900	Bra005867	86.4706	47.7273
Os04g0661900	Bra006369	54.7059	23.192
Os04g0661900	Bra009133	86.4706	47.7273
Os04g0661900	Bra017408	58.2353	32.1429
Os04g0661900	Bra028748	85.8824	47.4026
Os04g0661900	Bra032422	42.3529	24.0803
Os04g0662100	Bra006320	20.7692	14.8352
Os04g0662100	Bra023536	20.7692	14.8352
Os04g0662200	Bra008209	48.951	46.3576
Os04g0662200	Bra008999	48.2517	46.6216
Os04g0662200	Bra011559	45.4545	45.4545
Os04g0662200	Bra012188	33.5664	43.2432
Os04g0662200	Bra015831	47.5524	46.8966
Os04g0662200	Bra016493	49.6503	48.6301
Os04g0662200	Bra025774	55.2448	52.3179
Os04g0662200	Bra028556	44.7552	43.8356
Os04g0662400	Bra008209	37.9085	38.4106
Os04g0662400	Bra008999	35.9477	37.1622
Os04g0662400	Bra011559	35.9477	38.4615
Os04g0662400	Bra012188	22.8758	31.5315
Os04g0662400	Bra015831	37.2549	39.3103
Os04g0662400	Bra016493	36.6013	38.3562
Os04g0662400	Bra025774	39.8693	40.3974
Os04g0662400	Bra028556	35.9477	37.6712
Os04g0662600	Bra007813	33.4975	24.8175
Os04g0662600	Bra012862	49.0148	56.8571
Os04g0662600	Bra014831	34.4828	43.4783
Os04g0662600	Bra036828	51.9704	58.9385
Os04g0662700	Bra020689	46.3889	39.4799
Os04g0662700	Bra029634	49.7222	39.4273
Os04g0662700	Bra040368	48.3333	38.9262
Os04g0662800	Bra012191	61.9308	63.3147
Os04g0662900	Bra008844	59.375	59.375
Os04g0663100	Bra016490	23.5162	28.4168
Os04g0663100	Bra025777	23.9642	28.7634
Os04g0663200	Bra012068	12.4682	27.2222
Os04g0663200	Bra016491	29.771	29.471
Os04g0663200	Bra025776	29.2621	28.6783
Os04g0663200	Bra036832	24.6819	19.5565
Os04g0663500	Bra001271	48.1283	52.9412
Os04g0663600	Bra024485	28.0277	27.551
Os04g0663600	Bra037245	28.7197	26.6881
Os04g0663600	Bra039894	26.9896	25.8278
Os04g0663700	Bra025660	46.2687	46.0967
Os04g0663800	Bra024480	72.2222	43.6975
Os04g0663800	Bra039913	70.8333	42.8571
Os04g0664400	Bra012190	43.587	46.2514
Os04g0664400	Bra016492	42.1739	46.4115
Os04g0664400	Bra025775	33.0435	64.6809
Os04g0664500	Bra024450	12	3.94737
Os04g0664500	Bra038561	21.6	5.9867
Os04g0664600	Bra024450	22.9399	27.1053
Os04g0664600	Bra038561	24.4989	24.3902
Os04g0665000	Bra033214	50	67.1233
Os04g0665200	Bra002919	61.8812	64.7668
Os04g0665400	Bra002918	75.3731	73.7226
Os04g0665400	Bra035565	73.1343	80.9917
Os04g0665500	Bra013614	37.2093	40.1114
Os04g0665500	Bra019378	39.5349	42.033
Os04g0665500	Bra020851	33.3333	40.1869
Os04g0665600	Bra005912	28.5377	32.5269
Os04g0665600	Bra009228	27.1226	30.7487
Os04g0665600	Bra028717	28.7736	32.5333
Os04g0665666	Bra004672	25.1497	25.7669
Os04g0665666	Bra007369	24.5509	25.4658
Os04g0665666	Bra009227	25.1497	19.9052
Os04g0665666	Bra014597	25.7485	23.8889
Os04g0665700	Bra001436	44.3366	58.2979
Os04g0665700	Bra028719	21.3592	42.3077
Os04g0665700	Bra034776	43.6893	55.3279
Os04g0665700	Bra038697	40.1294	50.6122
Os04g0665800	Bra004671	49.8339	49.505
Os04g0665800	Bra014593	52.4917	53.0201
Os04g0665900	Bra003400	20.5128	11.3879
Os04g0665900	Bra004825	23.0769	20
Os04g0665900	Bra007373	25.641	22.0994
Os04g0665900	Bra007505	22.4359	22.7273
Os04g0665900	Bra014514	19.8718	21.2329
Os04g0665900	Bra014594	25	22.0339
Os04g0665900	Bra037658	23.7179	20.5556
Os04g0666900	Bra005043	10.4825	79.7468
Os04g0666900	Bra031801	70.9651	66.5886
Os04g0666900	Bra037195	73.2113	69.6203
Os04g0667000	Bra008377	57.9618	31.9298
Os04g0667000	Bra035059	59.8726	32.8671
Os04g0667200	Bra009258	27.9141	32.971
Os04g0667200	Bra028696	43.2515	39.0582
Os04g0667400	Bra009258	27.9279	33.6957
Os04g0667400	Bra028696	41.7417	38.5042
Os04g0667500	Bra012660	38.0435	14.9573
Os04g0667500	Bra040160	35.8696	14.2241
Os04g0667600	Bra032637	42.2414	33.5616
Os04g0667600	Bra033260	48.2759	31.4607
Os04g0667700	Bra002838	16.9231	15.566
Os04g0667700	Bra035607	48.2051	20.1717
Os04g0667900	Bra039382	34.4203	25.3333
Os04g0668600	Bra006317	69.5238	67.1264
Os04g0668700	Bra011020	60	58.7379
Os04g0668700	Bra024724	60.6612	59.1936
Os04g0668700	Bra025140	58.0165	60
Os04g0668800	Bra037942	45.933	69.5652
Os04g0668900	Bra013604	60.7143	57.6271
Os04g0669100	Bra030599	41.6667	40.404
Os04g0669200	Bra001784	48.4211	42.7907
Os04g0669200	Bra035792	47.8947	40.4444
Os04g0669200	Bra038261	48.4211	41.0714
Os04g0669300	Bra029477	71.4022	70.8791
Os04g0669300	Bra035794	71.4022	73.7143
Os04g0669300	Bra038259	70.2952	66.8421
Os04g0669475	Bra016798	27.0742	27.4336
Os04g0669475	Bra019735	26.2009	26.2009
Os04g0669475	Bra031799	26.2009	26.7857
Os04g0669500	Bra019385	47.3684	54.3103
Os04g0669500	Bra019386	59.3985	60.7692
Os04g0669800	Bra018795	69.3023	71.2919
Os04g0669900	Bra018795	70.3088	70.8134
Os04g0670000	Bra001748	44.7236	45.4082
Os04g0670000	Bra022426	46.7337	38.1148
Os04g0670000	Bra040612	33.1658	36.0656
Os04g0670200	Bra013705	33.9431	50.9146
Os04g0670200	Bra024736	34.5528	45.6989
Os04g0670200	Bra033146	34.7561	45.8445
Os04g0670200	Bra033148	34.9594	46.3612
