Gene stable ID	Oryza punctata gene stable ID	%id. target Oryza punctata gene identical to query gene	%id. query gene identical to target Oryza punctata gene
Os04g0460050	OPUNC04G12800	87.8505	90.3846
Os04g0460200	OPUNC04G12830	81.3008	46.8384
Os04g0460300	OPUNC04G12830	0	0
Os04g0460400	OPUNC04G12850	61.9565	91.2
Os04g0460500	OPUNC04G12860	64.2857	100
Os04g0460600	OPUNC04G12870	95.0437	93.9481
Os04g0461600	OPUNC04G12900	76.5363	85.625
Os04g0461800	OPUNC04G12910	94.5978	88.2419
Os04g0462200	OPUNC04G12920	87	89.2308
Os04g0462300	OPUNC04G12930	89.4118	90.7463
Os04g0462500	OPUNC04G12950	100	76.3848
Os04g0462600	OPUNC04G12960	86.3158	89.6175
Os04g0462900	OPUNC04G12970	89.1892	92.9577
Os04g0463000	OPUNC04G12980	95.8147	95.8147
Os04g0463200	OPUNC04G12990	89.1089	90
Os04g0463400	OPUNC04G13010	96.0317	96.4143
Os04g0463500	OPUNC04G13020	90.2778	81.5047
Os04g0463600	OPUNC04G13030	88.1215	84.8404
Os04g0463700	OPUNC04G13040	88.0734	89.1641
Os04g0464100	OPUNC04G13060	87.2881	89.5652
Os04g0464200	OPUNC04G13080	98.0198	98.0198
Os04g0464400	OPUNC04G13090	46.549	51.6934
Os04g0464500	OPUNC04G13100	89.3891	41.8675
Os04g0464800	OPUNC04G13120	93.3489	76.0456
Os04g0464966	OPUNC04G13140	86.1053	86.4693
Os04g0465000	OPUNC04G13160	91.6185	92.6901
Os04g0465300	OPUNC04G13180	89.5238	89.5238
Os04g0465432	OPUNC04G13190	90.9814	80.7059
Os04g0465500	OPUNC04G13200	78.7975	79.0476
Os04g0465600	OPUNC04G13210	97.4522	93.2927
Os04g0465700	OPUNC04G13220	94.4297	30.876
Os04g0465800	OPUNC04G13230	86.6883	70.0787
Os04g0465900	OPUNC04G13240	86.7159	63.0027
Os04g0466000	OPUNC04G13250	94.8718	96.1039
Os04g0466100	OPUNC04G13260	97.7011	29.7203
Os04g0466600	OPUNC04G13270	96.8421	84.5977
Os04g0466700	OPUNC04G13280	94.0782	94.3946
Os04g0467000	OPUNC04G13290	85.3147	89.0511
Os04g0467100	OPUNC04G13300	90.1961	89.9248
Os04g0467300	OPUNC04G13310	71.4876	66.4108
Os04g0467400	OPUNC04G13320	80.1932	23.0556
Os04g0467700	OPUNC04G13330	97.1545	56.9048
Os04g0467901	OPUNC04G13340	97.2527	34.8197
Os04g0468600	OPUNC04G13380	72.1393	77.1277
Os04g0469000	OPUNC04G13420	90.9836	86.7188
Os04g0469300	OPUNC04G13470	74.2424	85.2174
Os04g0469400	OPUNC04G13480	91.7706	39.2743
Os04g0469500	OPUNC04G13490	81.9302	83.4728
Os04g0469800	OPUNC04G13510	99.1667	99.5816
Os04g0470100	OPUNC04G13520	98.5782	98.5782
Os04g0470150	OPUNC04G13530	71.0526	63.5294
Os04g0470300	OPUNC04G13550	74.8879	44.8925
Os04g0470700	OPUNC04G13570	84.1202	85.0325
Os04g0471000	OPUNC04G13590	77.1429	67.7116
Os04g0471300	OPUNC04G13600	93.7086	80.6268
Os04g0471400	OPUNC04G13610	95.3995	95.3995
Os04g0471700	OPUNC04G13620	59.4188	83.0532
Os04g0472200	OPUNC04G13630	85.9316	42.5612
Os04g0472300	OPUNC04G13640	95.6757	95.1613
Os04g0472400	OPUNC04G13660	95.7895	13.1693
Os04g0472500	OPUNC04G13670	89.0034	87.8959
Os04g0472700	OPUNC04G13690	66.1017	87.8378
Os04g0472900	OPUNC04G13700	83.6257	86.7718
Os04g0473400	OPUNC04G13710	96.3964	96.8326
Os04g0473800	OPUNC04G13720	81.5126	93.2692
Os04g0473900	OPUNC04G13730	93.9774	91.9771
Os04g0474800	OPUNC04G13760	95.9079	18.8537
Os04g0475100	OPUNC04G13790	90.4282	45.9373
Os04g0475250	OPUNC04G13800	88.4211	83.1683
Os04g0475300	OPUNC04G13810	93.1818	95.9064
Os04g0475400	OPUNC04G13820	77.6596	84.8837
Os04g0475500	OPUNC04G13830	94.7368	84.375
Os04g0475600	OPUNC04G13840	93.6667	92.7393
Os04g0476000	OPUNC04G13880	52.7559	98.0488
Os04g0476100	OPUNC04G13890	99.807	65.9439
Os04g0476400	OPUNC04G13900	90.7407	34.0278
Os04g0476600	OPUNC04G13920	96.7262	63.1681
Os04g0476700	OPUNC04G13930	98.524	52.7668
Os04g0476800	OPUNC04G13940	92.622	92.8328
Os04g0477000	OPUNC04G13950	91.5471	93.7908
Os04g0477100	OPUNC04G13960	83.8323	84.3373
Os04g0477200	OPUNC04G13970	95.8242	81.9549
Os04g0477300	OPUNC04G13980	72.5962	41.1444
Os04g0477500	OPUNC04G13990	99.7423	99.7423
Os04g0477900	OPUNC04G14000	89.5652	91.5556
Os04g0479000	OPUNC04G14020	95.7895	96.3983
Os04g0479100	OPUNC04G14030	97.0443	97.0443
Os04g0479200	OPUNC04G14040	100	100
Os04g0479300	OPUNC04G14050	90.8425	89.5307
Os04g0480100	OPUNC04G14070	96.6165	96.6165
Os04g0480200	OPUNC04G14080	80.9524	80.9524
Os04g0480300	OPUNC04G14090	93.9286	93.9286
Os04g0480400	OPUNC04G14100	90.1818	90.8425
Os04g0480600	OPUNC04G14110	75.0988	37.037
Os04g0480650	OPUNC04G14110	92.4171	38.0117
Os04g0480700	OPUNC04G14110	91.5851	91.2281
Os04g0480900	OPUNC04G14140	84.657	51.652
Os04g0481000	OPUNC04G14130	92.4623	66.9091
Os04g0481100	OPUNC04G14150	85.3887	78.4483
Os04g0481300	OPUNC04G14160	95.1493	95.1493
Os04g0481400	OPUNC04G14170	86.7133	85.8131
Os04g0481600	OPUNC04G14190	82.7853	92.2414
Os04g0481700	OPUNC04G14200	95.2239	51.2039
Os04g0481900	OPUNC04G14210	91.5942	40.4609
Os04g0482000	OPUNC04G14220	97.3262	98.3784
Os04g0482100	OPUNC04G14240	93.6842	93.6842
Os04g0482300	OPUNC04G14260	88.7324	91.3043
Os04g0482600	OPUNC04G14270	87.5	64.2857
Os04g0482700	OPUNC04G14250	91.2195	91.2195
Os04g0482700	OPUNC04G14280	89.7561	89.7561
Os04g0482800	OPUNC04G14290	97.2769	97.1299
Os04g0482900	OPUNC04G14300	98.4	100
Os04g0483200	OPUNC04G14320	90.3061	96.1957
Os04g0483400	OPUNC04G14330	93.309	54.8641
Os04g0483500	OPUNC04G14340	99.0566	99.0566
Os04g0483600	OPUNC04G14350	88.2175	93.5897
Os04g0484800	OPUNC04G14360	94.3287	95.6573
Os04g0484900	OPUNC04G14370	99.1274	99.6491
Os04g0485000	OPUNC04G14380	98.9717	98.9717
Os04g0485200	OPUNC04G14390	89.9329	70.8995
Os04g0485300	OPUNC04G14400	100	96.5583
Os04g0485400	OPUNC04G14420	83.5196	79.3103
Os04g0485700	OPUNC04G14430	96.8254	23.9216
Os04g0485800	OPUNC04G14440	94.2605	94.2605
Os04g0486400	OPUNC04G14460	91.9481	91.9481
Os04g0486500	OPUNC04G14470	99.5169	99.5169
Os04g0486600	OPUNC04G14480	100	100
Os04g0486800	OPUNC04G14510	94.3845	86.1933
Os04g0486950	OPUNC04G14530	95.9436	96.9697
Os04g0487100	OPUNC04G14540	95	93.8824
Os04g0487200	OPUNC04G14550	93.8907	92.6984
Os04g0487300	OPUNC04G14560	93.4132	76.0976
Os04g0487400	OPUNC04G14580	43.5088	28.4404
Os04g0487550	OPUNC04G14570	39.726	50.8772
Os04g0488000	OPUNC04G14600	97.8873	98.1638
Os04g0488100	OPUNC04G14610	91.7223	87.8517
Os04g0488200	OPUNC04G14620	92.619	65.0502
Os04g0488400	OPUNC04G14630	98.2759	98.2759
Os04g0488500	OPUNC04G14640	96.1298	78.5714
Os04g0488600	OPUNC04G14650	86.1272	88.1657
Os04g0488700	OPUNC04G14670	95.4545	95.0431
Os04g0489100	OPUNC04G14680	94.2893	88.5578
Os04g0489200	OPUNC04G14690	82.7273	91
Os04g0489600	OPUNC04G14700	94.5799	94.837
Os04g0489800	OPUNC04G14710	93	92.6525
Os04g0490100	OPUNC04G14720	81.388	50.6876
Os04g0490300	OPUNC04G14730	96.8254	15.7419
Os04g0490400	OPUNC04G14740	98.4615	98.4615
Os04g0490600	OPUNC04G14760	79.8635	62.4
Os04g0490700	OPUNC04G14780	95.1515	95.8779
Os04g0490800	OPUNC04G14790	89.863	89.3733
Os04g0490900	OPUNC04G14810	59.5395	45.3634
Os04g0490900	OPUNC05G08950	93.0921	68.8564
Os04g0491100	OPUNC04G14830	96.0784	96.0784
Os04g0491200	OPUNC04G14840	51.4504	20.2038
Os04g0491350	OPUNC04G14840	89.4624	24.94
Os04g0491500	OPUNC04G14840	92.9982	31.0552
Os04g0491700	OPUNC04G14860	95.8498	95.8498
Os04g0492100	OPUNC04G14870	96.1864	78.4111
Os04g0492300	OPUNC04G14880	90.8894	93.0422
Os04g0492400	OPUNC04G14890	98.8439	98.8439
Os04g0492800	OPUNC04G14910	90.8163	68.9922
Os04g0492900	OPUNC04G14920	94.3633	94.5607
Os04g0493000	OPUNC04G14930	88.0435	66.3934
Os04g0493100	OPUNC04G14940	96.7949	99.3421
Os04g0493300	OPUNC04G14950	54.908	61.3014
Os04g0493400	OPUNC04G15010	90.8297	36.4273
Os04g0494100	OPUNC04G15010	93.0556	46.9352
Os04g0494600	OPUNC04G15020	96.0212	96.0212
Os04g0494800	OPUNC04G15030	50.1319	94.0594
Os04g0494900	OPUNC04G15030	45.8886	85.6436
Os04g0494950	OPUNC04G15030	0	0
Os04g0495000	OPUNC04G15030	30.8311	56.9307
Os04g0495300	OPUNC04G15090	83.9506	90.0662
Os04g0495400	OPUNC04G15100	98.4252	98.1675
Os04g0495800	OPUNC04G15130	89.9573	93.2447
Os04g0495900	OPUNC04G15140	93.8931	89.781
Os04g0496000	OPUNC04G15150	95.0704	45.9184
Os04g0496150	OPUNC04G15150	66.0377	35.7143
Os04g0496300	OPUNC04G15160	98.9637	98.9637
Os04g0496400	OPUNC04G15170	96.2185	91.9679
Os04g0496700	OPUNC06G18700	54.3689	33.1361
Os04g0496800	OPUNC04G15190	91.5007	95.2974
Os04g0497000	OPUNC04G15200	94.7826	84.4961
Os04g0497200	OPUNC04G15210	98.3949	98.5531
Os04g0497300	OPUNC04G15220	86.4078	57.0513
Os04g0497350	OPUNC12G11870	83.3333	50.7692
Os04g0497400	OPUNC04G15230	90.9502	59.4675
Os04g0497600	OPUNC04G15250	92.1839	89.1111
Os04g0497700	OPUNC04G15260	95.7958	94.9405
Os04g0497900	OPUNC04G15270	93.3121	93.4609
Os04g0498000	OPUNC04G15280	87.7193	25.5102
Os04g0498200	OPUNC04G15290	98.7013	98.7013
Os04g0498600	OPUNC04G15310	97.2362	86
Os04g0498800	OPUNC04G15330	96.5398	87.1875
Os04g0498900	OPUNC04G15340	92.0245	93.4579
Os04g0499100	OPUNC04G15360	94.8767	92.9368
Os04g0499300	OPUNC04G15370	91.1911	87.0853
Os04g0500200	OPUNC04G15380	65.2174	29.7619
Os04g0500300	OPUNC04G15390	80.2632	68.5393
Os04g0500400	OPUNC04G15400	77.3333	76.8212
Os04g0500700	OPUNC04G15420	98.4163	98.4163
Os04g0500900	OPUNC04G15430	83.737	67.9775
Os04g0501000	OPUNC04G15440	99.3421	99.3421
Os04g0501100	OPUNC04G15450	98.2222	50.6881
Os04g0501200	OPUNC04G15460	97.6501	96.8912
Os04g0501500	OPUNC04G15470	97.7974	97.5824
Os04g0501600	OPUNC04G15480	93.4988	93.6095
Os04g0501700	OPUNC04G15490	92.6864	98.3582
Os04g0501800	OPUNC04G15500	88.2653	88.2653
Os04g0502100	OPUNC04G15520	62.6866	47.836
Os04g0502200	OPUNC04G15530	96.6302	97.7835
Os04g0502300	OPUNC04G15550	98.125	98.125
Os04g0502800	OPUNC04G15560	98.4071	95.6971
Os04g0502900	OPUNC04G15570	87.0763	87.4468
Os04g0503500	OPUNC04G15580	80.0344	96.6736
Os04g0503700	OPUNC04G15600	83.0986	85.8628
Os04g0503800	OPUNC04G15610	88.0342	42.2131
Os04g0504000	OPUNC04G15620	56.8182	76.9231
Os04g0504500	OPUNC04G15650	93.617	95.5039
Os04g0504600	OPUNC04G15660	81.9085	42.2131
Os04g0504700	OPUNC04G15670	79.3605	44.3182
Os04g0504800	OPUNC04G15680	98.786	98.6364
Os04g0505000	OPUNC04G15700	90.0133	90.8602
Os04g0505200	OPUNC04G15710	93.8326	95.5157
Os04g0505400	OPUNC04G15740	97.1377	96.7914
Os04g0505700	OPUNC04G15750	98.3133	79.0698
Os04g0506000	OPUNC04G15770	89.6907	89.876
Os04g0506300	OPUNC04G15800	87.1287	95.6522
Os04g0506700	OPUNC04G15810	91.425	91.5404
Os04g0506800	OPUNC04G15820	93.75	91.8367
Os04g0506900	OPUNC04G15830	90.0958	87.6684
Os04g0507000	OPUNC04G15840	77.2968	66.3381
Os04g0507400	OPUNC04G15860	92.8731	92.2566
Os04g0507500	OPUNC04G15870	98.722	42.8571
Os04g0507700	OPUNC04G15880	96.7391	96.7391
Os04g0507800	OPUNC04G15890	93.9024	29.0566
Os04g0507900	OPUNC04G15900	95.9654	95.1429
Os04g0508000	OPUNC04G15920	87.9044	88.4017
Os04g0508200	OPUNC04G15930	78.8703	80.5556
Os04g0508300	OPUNC04G15940	98.2143	84.6154
Os04g0508400	OPUNC04G15950	85.2113	63.6842
Os04g0508600	OPUNC04G15970	97.1111	97.1111
Os04g0508751	OPUNC03G02610	88.2883	18.6312
Os04g0508800	OPUNC04G15990	95.6215	96.3016
Os04g0508900	OPUNC04G16000	85.0505	97.4537
Os04g0509000	OPUNC04G16010	96.3077	40.7552
Os04g0509100	OPUNC04G16020	81.602	84.8958
Os04g0509200	OPUNC04G16030	91.1894	90
Os04g0509300	OPUNC04G16040	86.904	93.75
Os04g0509400	OPUNC04G16050	94.4954	94.4954
Os04g0509600	OPUNC04G16060	99.7992	99.5992
Os04g0510400	OPUNC04G16120	87.6202	90.3346
Os04g0510500	OPUNC04G16130	83.3333	83.1534
Os04g0510600	OPUNC04G16140	89.5307	90.8425
Os04g0510700	OPUNC04G16150	93.5484	80.8765
Os04g0510900	OPUNC04G16160	64.1936	82.9167
Os04g0511200	OPUNC04G16170	95.4918	95.8848
Os04g0511400	OPUNC04G16180	95.8692	94.7279
Os04g0511600	OPUNC04G16190	93.4247	93.2969
Os04g0511700	OPUNC04G16210	85.5603	84.1102
Os04g0512200	OPUNC04G16230	85.8491	18.5336
Os04g0512300	OPUNC04G16240	84.5109	85.4396
Os04g0512400	OPUNC04G16250	93.9587	96.7267
Os04g0512500	OPUNC04G16260	87.7863	89.8438
Os04g0512900	OPUNC04G16310	80.9587	88.8889
Os04g0513000	OPUNC04G16330	78.4431	80.3681
Os04g0513700	OPUNC04G16340	61.4396	24.5885
Os04g0513900	OPUNC04G16350	94.0711	47.1287
Os04g0514400	OPUNC04G16360	84.4687	84.2391
Os04g0514500	OPUNC04G16370	93.0867	49.9739
Os04g0514800	OPUNC04G16390	83.4802	55.4094
Os04g0515300	OPUNC04G16420	96.2687	73.7143
Os04g0515400	OPUNC04G16440	97.8102	97.8102
Os04g0515900	OPUNC04G16450	96.4029	97.1014
Os04g0516200	OPUNC04G16460	97.5247	98.995
Os04g0516300	OPUNC03G13850	8.0292	10.8911
Os04g0516600	OPUNC04G16470	97.5806	90.5237
Os04g0516900	OPUNC04G16480	85.8012	82.6172
Os04g0517000	OPUNC04G16490	96.648	96.648
Os04g0517300	OPUNC04G16520	94.2922	95.3811
Os04g0517400	OPUNC04G16530	93.2432	50.6422
Os04g0517500	OPUNC04G16540	76.7241	62.4561
Os04g0517900	OPUNC04G16560	93.0233	90.9091
Os04g0518000	OPUNC04G16570	97.6744	98.2456
Os04g0518100	OPUNC04G16580	98.5856	98.5856
Os04g0518400	OPUNC04G16600	98.3193	98.3193
Os04g0518800	OPUNC04G16620	98.4	98.4
Os04g0519100	OPUNC08G09120	51.2346	30.127
Os04g0519700	OPUNC04G16630	91.0714	51.4409
Os04g0519900	OPUNC04G16640	89.4009	15.8238
Os04g0519925	OPUNC04G16640	68.3386	17.7814
Os04g0520700	OPUNC04G16650	98.8506	98.8506
Os04g0520900	OPUNC04G16660	95.4741	95.4741
Os04g0521100	OPUNC04G16670	97.5862	97.5862
Os04g0521600	OPUNC04G16700	88.716	88.9467
Os04g0521700	OPUNC04G16710	91.7197	80.8989
Os04g0521800	OPUNC04G16720	94.3662	72.1724
Os04g0522100	OPUNC04G16730	96.2963	96.2963
Os04g0522500	OPUNC04G16740	88.2682	90.5444
Os04g0523000	OPUNC04G16760	78.3784	53.9033
Os04g0523100	OPUNC04G16770	92.1502	84.6395
Os04g0523200	OPUNC04G16780	39.2857	8.74751
Os04g0523350	OPUNC04G16780	17.9487	5.5666
Os04g0523500	OPUNC04G16820	95.3008	92.6874
Os04g0523600	OPUNC04G16830	92.2311	94.8771
Os04g0524400	OPUNC04G16860	93.4837	93.0175
Os04g0524500	OPUNC04G16870	96.8204	84.116
Os04g0524600	OPUNC04G16880	97.5694	79.1549
Os04g0524900	OPUNC04G16890	96.7697	49.1792
Os04g0525000	OPUNC04G16900	82.8244	69.5513
Os04g0525100	OPUNC04G16920	91.8539	61.3508
Os04g0525200	OPUNC04G16920	84.1346	32.833
Os04g0525600	OPUNC04G16930	60.5178	98.4211
Os04g0525700	OPUNC04G16940	88.1395	81.1563
Os04g0525800	OPUNC04G16950	76.5854	95.7317
Os04g0525900	OPUNC04G16960	98.7288	80.3448
Os04g0526000	OPUNC04G16970	96.1165	95.6522
Os04g0526300	OPUNC04G16980	91.6185	91.092
Os04g0526600	OPUNC04G17010	94	91.7073
Os04g0527000	OPUNC04G17030	96.2791	43.3962
Os04g0527400	OPUNC04G17040	84.0194	97.1989
Os04g0527500	OPUNC04G17050	99.1936	32.3684
Os04g0527800	OPUNC04G17060	89.0533	67.1875
Os04g0527900	OPUNC04G17070	95.4717	95.4717
Os04g0528000	OPUNC04G17080	89.899	28.4345
Os04g0528200	OPUNC04G17100	90.2597	97.8873
Os04g0528300	OPUNC04G17110	99.2968	99.5769
Os04g0528400	OPUNC04G17120	97.546	79.5
Os04g0528600	OPUNC04G17140	83.6391	87.2408
Os04g0528800	OPUNC04G17170	94.5122	75.2427
Os04g0529100	OPUNC04G17180	95.2255	78.0435
Os04g0529400	OPUNC04G17190	92.4528	47.2289
Os04g0529500	OPUNC04G17200	96.3558	95.334
Os04g0529600	OPUNC04G17210	64.218	91.5541
Os04g0529700	OPUNC04G17220	89.2241	94.5205
Os04g0529800	OPUNC04G17230	99.044	98.4791
Os04g0530000	OPUNC04G17250	84.0278	86.4286
Os04g0530200	OPUNC04G17270	80	41.3793
Os04g0530300	OPUNC04G17280	94.3978	95.4674
Os04g0530400	OPUNC04G17300	97.7848	97.7848
Os04g0530500	OPUNC04G17310	96.0474	87.0968
Os04g0530600	OPUNC04G17320	96.1111	95.0549
Os04g0530700	OPUNC04G17330	97.7922	97.7922
Os04g0530900	OPUNC04G17340	97.0675	97.6401
Os04g0531100	OPUNC04G17350	98.6111	98.6111
Os04g0531200	OPUNC04G17360	80.6122	84.0426
Os04g0531300	OPUNC04G17370	71.7868	95.0207
Os04g0531400	OPUNC04G17380	97.956	92.1598
Os04g0531500	OPUNC04G17390	90.2174	97.7909
Os04g0531700	OPUNC04G17400	84.4037	27.1386
Os04g0531750	OPUNC04G17400	6.34441	6.19469
Os04g0531900	OPUNC04G17410	91.8567	82.6979
Os04g0532100	OPUNC04G17440	95.1456	94.5338
Os04g0532400	OPUNC04G17430	89.2508	94.8097
Os04g0532500	OPUNC04G17420	98.0099	98.0099
Os04g0532800	OPUNC04G17450	94.5055	94.8529
Os04g0533000	OPUNC04G17470	97.1888	97.5806
Os04g0533200	OPUNC04G12880	25	22.5519
Os04g0533300	OPUNC04G17500	65.0718	73.5135
Os04g0533500	OPUNC04G17520	98.3051	98.3051
Os04g0533700	OPUNC04G17540	89.7959	51.9174
Os04g0533900	OPUNC04G17550	96.3855	93.0233
Os04g0534000	OPUNC04G17560	93.8976	95.5912
Os04g0534100	OPUNC04G17570	91.0959	74.5794
Os04g0534200	OPUNC04G17580	39.8907	17.8922
Os04g0534300	OPUNC04G17590	90.9722	90.9722
Os04g0534400	OPUNC04G17600	94	98.7395
Os04g0534500	OPUNC04G17610	97.3214	79.562
Os04g0534600	OPUNC04G17620	100	100
Os04g0535200	OPUNC04G17640	92.4797	92.1053
Os04g0535400	OPUNC04G17650	95.6522	95.6522
Os04g0535600	OPUNC04G17660	95.7317	94.5783
Os04g0536300	OPUNC04G17670	96.9925	91.4894
Os04g0536500	OPUNC04G17680	91.9753	44.7447
Os04g0537100	OPUNC04G17690	95.8084	95.8084
Os04g0537800	OPUNC04G17700	97.1014	89.9329
Os04g0537900	OPUNC04G17710	98.1891	97.7956
Os04g0538000	OPUNC04G17720	88.3031	92.8943
Os04g0538100	OPUNC04G17730	98.7047	49.2885
Os04g0538166	OPUNC04G17730	88.6525	16.1708
Os04g0538300	OPUNC04G17740	99.0476	92.0354
Os04g0538400	OPUNC04G17750	73.6842	69.4657
Os04g0538700	OPUNC04G17790	93.6538	94.0154
Os04g0538800	OPUNC04G17800	95.7672	94.8637
Os04g0538900	OPUNC04G17810	77.7778	88.3838
Os04g0539000	OPUNC04G17820	94.5455	94.9772
Os04g0539100	OPUNC04G17830	89.7281	88.6567
Os04g0539300	OPUNC04G17840	92.278	44.9248
Os04g0539500	OPUNC04G17860	97.9487	87.6147
Os04g0539800	OPUNC04G17870	92.4119	97.9885
Os04g0540200	OPUNC04G17880	94.4	93.6508
Os04g0540300	OPUNC04G17890	88.8383	92.6366
Os04g0540600	OPUNC04G17900	95.992	97.7551
Os04g0540900	OPUNC04G17920	96.9529	96.6851
Os04g0541100	OPUNC04G17930	96.3636	79.1045
Os04g0541500	OPUNC04G17940	76.8717	90.8373
Os04g0541700	OPUNC04G17950	93.4783	95.9108
Os04g0541900	OPUNC04G17960	84.9057	95.7447
Os04g0542000	OPUNC04G17980	96.1722	95.2607
Os04g0542200	OPUNC04G17990	90.4895	96.4232
Os04g0542800	OPUNC04G18000	98.2222	87.6984
Os04g0542900	OPUNC04G18010	76.8786	95.2267
Os04g0543000	OPUNC04G18020	94.1048	93.4924
Os04g0543200	OPUNC04G18030	97.6744	96.4286
Os04g0543500	OPUNC04G18070	98.2143	26.9608
Os04g0543600	OPUNC04G18080	97.0721	76.8271
Os04g0543650	OPUNC04G18090	95.9184	46.5347
Os04g0543700	OPUNC04G18100	96.319	92.5708
Os04g0543900	OPUNC04G18110	98.7835	98.7835
Os04g0544000	OPUNC04G18120	90.5405	92.4138
Os04g0544100	OPUNC04G18130	93.3413	92.8994
Os04g0544200	OPUNC04G18140	95.283	95.283
Os04g0544400	OPUNC04G18150	97.0646	96.124
Os04g0544500	OPUNC04G18160	94.6667	94.6667
Os04g0544900	OPUNC04G18170	80.0805	96.6019
Os04g0545000	OPUNC04G18180	88	88.3534
Os04g0545100	OPUNC04G18200	92.8571	98.8
Os04g0545200	OPUNC04G18210	93.6709	94.6695
Os04g0545300	OPUNC04G18220	87.7133	91.1348
Os04g0545600	OPUNC04G18230	82.7225	46.1988
Os04g0545700	OPUNC04G18240	85.6397	86.5435
Os04g0546100	OPUNC04G18260	97.5369	97.5369
Os04g0546300	OPUNC04G18270	96.6907	96.83
Os04g0546500	OPUNC04G18290	96.6216	96.6216
Os04g0546800	OPUNC04G18300	91.195	94.7712
Os04g0547600	OPUNC04G18320	88.7195	86.8657
Os04g0547900	OPUNC04G18330	99.1848	98.6487
Os04g0548000	OPUNC04G18360	97.1014	97.1014
Os04g0548300	OPUNC04G18410	97.3568	10.5138
Os04g0548400	OPUNC04G18420	98	39.8374
Os04g0548500	OPUNC04G18430	56.3218	24.3176
Os04g0548700	OPUNC04G18440	94.7368	96.6942
Os04g0549300	OPUNC04G18460	87.0801	76.7654
Os04g0549400	OPUNC04G18470	82.1782	58.8652
Os04g0549600	OPUNC04G18490	95.9135	95.6835
Os04g0549700	OPUNC04G18500	95.0704	94.4056
Os04g0549800	OPUNC04G18520	91.0931	92.2131
Os04g0550200	OPUNC04G18530	95.3917	96.2791
Os04g0550400	OPUNC04G18540	90.6109	95.8134
Os04g0550600	OPUNC04G18560	93.7603	89.9213
Os04g0550700	OPUNC04G18570	92.2043	92.2043
Os04g0550900	OPUNC04G18590	85.9155	24.1107
Os04g0551200	OPUNC04G18600	95.4545	95.4545
Os04g0551300	OPUNC04G18610	98.0707	53.6028
Os04g0551500	OPUNC04G18620	93.6111	93.3518
Os04g0551600	OPUNC04G18630	97.5806	96.0317
Os04g0551700	OPUNC04G18640	68.8372	66.0714
Os04g0551800	OPUNC04G18650	99.8165	99.8165
Os04g0552200	OPUNC04G18660	96.3636	87.7483
Os04g0552300	OPUNC04G18670	82.9493	79.646
Os04g0552400	OPUNC04G18690	86.1404	85.6894
Os04g0552700	OPUNC04G18700	95.8199	95.5128
Os04g0553000	OPUNC04G18710	76.5499	82.5581
Os04g0553300	OPUNC04G18720	87.9195	29.5711
Os04g0553500	OPUNC04G18740	97.5369	56.4103
Os04g0553800	OPUNC04G18750	85.3933	90.6921
Os04g0554000	OPUNC04G18760	88.0645	69.4657
Os04g0554200	OPUNC04G18770	95.4918	95.4918
Os04g0554300	OPUNC04G18780	91.4798	92.3077
Os04g0554500	OPUNC04G18790	97.6923	97.6923
Os04g0554600	OPUNC04G18790	96.9466	97.6923
Os04g0554800	OPUNC04G18830	95.6204	94.9275
Os04g0554900	OPUNC04G18850	81.0811	82.7586
Os04g0555000	OPUNC04G18860	89.0295	92.2741
Os04g0555300	OPUNC04G18870	95.6848	83.8816
Os04g0555400	OPUNC04G18880	92.1488	77.0294
Os04g0555700	OPUNC04G18900	98.5611	98.5611
Os04g0555800	OPUNC04G18910	78.2258	34.6429
Os04g0555900	OPUNC04G18920	99.705	99.705
Os04g0556000	OPUNC04G18930	99.002	99.002
Os04g0556400	OPUNC04G18960	94.9198	76.1803
Os04g0556500	OPUNC04G18980	94.8164	94.8164
Os04g0556500	OPUNC04G18990	94.8164	94.8164
Os04g0556600	OPUNC04G18980	93.7365	93.7365
Os04g0556600	OPUNC04G18990	93.7365	93.7365
Os04g0556900	OPUNC04G19010	85.9728	84.4444
Os04g0557000	OPUNC04G19020	91.4286	84.8806
Os04g0557200	OPUNC04G19030	76.5653	77.8182
Os04g0557800	OPUNC04G19040	88.676	76.5414
Os04g0558200	OPUNC04G19050	81.746	72.028
Os04g0558400	OPUNC04G19060	97.1963	93.6937
Os04g0558500	OPUNC04G19070	48.0519	56.9231
Os04g0558700	OPUNC04G19080	88.8889	93.75
Os04g0558900	OPUNC04G19090	91.8033	92.0354
Os04g0559000	OPUNC04G19100	95.7895	96.2963
Os04g0559100	OPUNC04G19110	90.6593	33.7423
Os04g0559200	OPUNC04G19130	94.0972	93.5558
Os04g0559400	OPUNC04G19140	91.4634	90.5797
Os04g0559550	OPUNC04G19160	72.619	78.2051
Os04g0559700	OPUNC04G19170	98.9583	98.9583
Os04g0559800	OPUNC04G19180	92.3937	94.0774
Os04g0560100	OPUNC04G19190	96.6973	97.4122
Os04g0560200	OPUNC04G19200	99.2248	99.2248
Os04g0560300	OPUNC04G19210	98.397	98.155
Os04g0560400	OPUNC04G19220	95.155	95.155
Os04g0560500	OPUNC04G19230	69.5971	95.4774
Os04g0560600	OPUNC04G19240	89.1182	88.4544
Os04g0560700	OPUNC04G19280	88.5965	68.2432
Os04g0561200	OPUNC04G19290	93.1707	92.2705
Os04g0561500	OPUNC04G19300	96.2111	92.3377
Os04g0561600	OPUNC04G19310	27.3504	56.6372
Os04g0561700	OPUNC04G19320	96.2687	91.1661
