Gene stable ID	Oryza longistaminata gene stable ID	%id. target Oryza longistaminata gene identical to query gene	%id. query gene identical to target Oryza longistaminata gene
Os06g0699400	KN538794.1_FG045	100	100
Os06g0699500	AMDW01023619.1_FG001	38.2609	100
Os06g0699500	KN538794.1_FG043	99.1304	99.1304
Os06g0699700	KN538794.1_FG030	87.9518	29.1127
Os06g0699800	KN538794.1_FG037	75.6264	72.967
Os06g0699900	KN538794.1_FG046	84.2397	95.9545
Os06g0700000	KN538794.1_FG044	99.0244	99.0244
Os06g0700100	AMDW01040812.1_FG001	77.521	97.3615
Os06g0700100	KN538794.1_FG038	97.2689	96.8619
Os06g0700700	KN538794.1_FG033	89.9719	72.5076
Os06g0701100	KN539996.1_FG006	81.401	100
Os06g0701300	KN539996.1_FG004	82.9114	37.2159
Os06g0701600	KN539996.1_FG001	80.3536	46.267
Os06g0701700	KN539996.1_FG005	99.8113	99.8113
Os06g0701900	KN544423.1_FG001	68.3673	98.5294
Os06g0702100	KN541934.1_FG002	99.4429	95.9677
Os06g0702200	KN541934.1_FG001	45.6284	97.093
Os06g0702500	KN541204.1_FG002	78.169	98.1061
Os06g0702600	KN541858.1_FG001	73.2593	77.234
Os06g0702700	KN541858.1_FG002	58.9474	88.8889
Os06g0702800	KN539461.1_FG010	76.9863	94.2953
Os06g0703500	KN539461.1_FG006	88.6316	71.2352
Os06g0703600	KN539461.1_FG003	50.3247	97.4843
Os06g0703800	KN539461.1_FG009	70.5584	81.2866
Os06g0704000	KN539461.1_FG012	97.1081	53.3445
Os06g0704300	KN539461.1_FG001	82.8205	25.8607
Os06g0704450	KN540768.1_FG002	24.7863	16.6348
Os06g0704500	AMDW01033144.1_FG001	26.8949	83.3333
Os06g0704600	KN539461.1_FG008	99.7653	99.7653
Os06g0704800	KN539461.1_FG005	97.6372	63.8927
Os06g0704900	KN539461.1_FG011	96.53	57.0896
Os06g0705100	KN539461.1_FG002	68.6192	100
Os06g0705500	KN539029.1_FG006	95.6522	80.3653
Os06g0706100	KN539029.1_FG007	67.0669	93.0952
Os06g0706600	KN539029.1_FG013	96.3636	56.2974
Os06g0707000	KN539029.1_FG008	76.3441	98.338
Os06g0707100	KN539029.1_FG012	98.1366	97.5309
Os06g0707200	KN539029.1_FG001	89.3478	54.4371
Os06g0707350	KN539029.1_FG017	86.3711	31.4405
Os06g0707400	KN539029.1_FG017	90.3333	16.1984
Os06g0707733	KN539029.1_FG017	47.6319	42.0801
Os06g0707800	KN539029.1_FG011	88.0866	23.8359
Os06g0708000	KN539029.1_FG015	92.2414	82.0552
Os06g0708100	KN539029.1_FG002	80	96.0452
Os06g0708200	KN539029.1_FG009	48.2456	15.0273
Os06g0708500	KN539029.1_FG019	97.3333	99.5455
Os06g0708700	KN539029.1_FG016	89.3462	99.4609
Os06g0708832	AMDW01009337.1_FG001	19.2635	100
Os06g0708832	KN539029.1_FG010	80.7365	31.1816
Os06g0708900	AMDW01036248.1_FG001	5.59006	9.47368
Os06g0709100	KN539029.1_FG003	98.6667	98.6667
Os06g0710300	AMDW01032530.1_FG001	37.3541	100
Os06g0710500	KN538771.1_FG043	52.4	41.195
Os06g0710500	KN544188.1_FG001	52.4	68.2292
Os06g0710800	KN538771.1_FG038	50.4065	90.8425
Os06g0710900	KN538771.1_FG047	40.2062	99.1525
Os06g0711100	KN538771.1_FG041	67.6667	94.4186
Os06g0711600	KN538771.1_FG044	75.5882	94.4853
Os06g0711800	KN538771.1_FG040	44.5	100
Os06g0712300	KN538771.1_FG037	69.7842	94.8655
Os06g0712400	KN538771.1_FG048	89.2857	89.1632
Os06g0712500	KN538771.1_FG045	87.6957	73.6842
Os06g0712700	KN538771.1_FG006	65.625	88.5542
Os06g0712800	KN538771.1_FG004	76.2864	54.2994
Os06g0712900	KN538771.1_FG007	78.8599	99.6997
Os06g0713100	KN538771.1_FG014	90.1345	93.4884
Os06g0713300	KN538771.1_FG013	91.9308	66.0455
Os06g0713400	KN538771.1_FG008	88.1323	95.1681
Os06g0713800	KN538771.1_FG012	91.6854	93.578
Os06g0714000	KN538771.1_FG001	74.6575	61.8147
Os06g0714100	KN538771.1_FG017	100	100
Os06g0714200	KN538771.1_FG011	76.4045	93.7008
Os06g0714500	KN538771.1_FG015	100	100
Os06g0714600	KN538771.1_FG002	98.2222	99.5496
Os06g0714800	KN538771.1_FG009	62.5	85.8586
Os06g0714900	KN538771.1_FG018	47.2441	62.7178
Os06g0715000	KN538771.1_FG016	99.2248	96.7254
Os06g0715100	KN538771.1_FG010	95.0192	99.5984
Os06g0715200	KN538771.1_FG003	50.7772	93.3333
Os06g0715300	AMDW01025013.1_FG001	17.9537	98.9362
Os06g0715400	AMDW01040866.1_FG001	99.41	98.827
Os06g0715400	KN541560.1_FG003	99.115	99.115
Os06g0715500	KN541560.1_FG004	99.6109	99.6109
Os06g0715700	KN541560.1_FG001	99.4186	53.3541
Os06g0716000	KN539091.1_FG007	94.4724	98.6014
Os06g0716467	KN539091.1_FG013	69.4215	57.7982
Os06g0716600	AMDW01040174.1_FG001	52.6316	98.9011
Os06g0716700	KN539091.1_FG020	99.5074	94.3925
Os06g0716800	KN539091.1_FG024	92.6471	84.8485
Os06g0717100	AMDW01037478.1_FG001	14.5585	98.3871
Os06g0717100	AMDW01040425.1_FG001	30.3103	96.2121
Os06g0717100	KN539091.1_FG012	82.8162	89.8964
Os06g0717200	KN539091.1_FG003	56.2374	95.068
Os06g0717300	KN539091.1_FG019	97.1429	91.8919
Os06g0717400	KN539091.1_FG014	44.7191	74.812
Os06g0717600	KN539091.1_FG022	100	100
Os06g0717800	KN539091.1_FG001	87.2449	90.9574
Os06g0717900	KN539091.1_FG015	92.559	96.2264
Os06g0718300	KN539091.1_FG018	24.5098	52.0833
Os06g0718400	KN539091.1_FG016	95.0549	96.648
Os06g0719600	KN539091.1_FG005	95.082	90.9804
Os06g0720400	KN539091.1_FG005	94.8771	90.7843
Os06g0720500	KN539412.1_FG005	6.45161	3.69004
Os06g0720700	KN539091.1_FG005	94.4672	90.3922
Os06g0721800	KN539091.1_FG016	83.7349	77.6536
Os06g0722100	KN539091.1_FG005	84.8238	61.3725
Os06g0722300	KN539412.1_FG005	6.45161	3.69004
Os06g0722450	KN539091.1_FG005	94.8771	90.7843
Os06g0722650	KN539412.1_FG005	6.45161	3.69004
Os06g0722700	KN539091.1_FG005	94.8771	90.7843
Os06g0723900	KN539091.1_FG005	94.8771	90.7843
Os06g0724100	KN539091.1_FG017	48.9754	93.7255
Os06g0724200	KN539091.1_FG002	96.9309	98.1865
Os06g0724300	KN539091.1_FG006	92.9487	67.8627
Os06g0724500	KN539091.1_FG011	81.4583	96.5432
Os06g0724600	KN539091.1_FG021	52.381	53.1599
Os06g0724700	KN540165.1_FG005	97.908	17.3269
Os06g0724900	KN540165.1_FG004	82.0922	92.7856
Os06g0725100	KN540165.1_FG003	80.315	79.8956
Os06g0725200	KN540165.1_FG006	83.4239	90.8284
Os06g0725900	AMDW01040814.1_FG001	55.5394	99.2188
Os06g0726200	KN538785.1_FG047	61.9195	98.5222
Os06g0726300	KN538785.1_FG044	81.8493	92.6357
Os06g0726400	KN538785.1_FG052	99.5122	95.4386
Os06g0726600	KN538785.1_FG059	99.5825	99.5825
Os06g0726800	KN538785.1_FG062	81.6229	92.6829
Os06g0726900	KN538785.1_FG051	74.2105	45.7792
Os06g0727200	KN538785.1_FG058	99.187	93.666
Os06g0727400	KN538785.1_FG053	96.1353	41.1157
Os06g0727600	KN538785.1_FG060	79.3846	65.1515
Os06g0727700	KN538785.1_FG041	94.1489	85.7143
Os06g0727800	KN538785.1_FG054	81.117	84.022
Os06g0727900	KN538785.1_FG049	54.0179	95.0262
Os06g0728000	KN538785.1_FG057	100	94.012
Os06g0728200	KN538785.1_FG055	85.5464	73.5354
Os06g0728600	KN538785.1_FG050	95.5257	53.6095
Os06g0728700	KN538785.1_FG045	92.2395	85.5967
Os06g0728800	KN538785.1_FG005	100	14.7515
Os06g0728902	KN538785.1_FG005	99.4792	10.2084
Os06g0729000	KN538785.1_FG003	97.619	98.0861
Os06g0729300	KN538785.1_FG010	92.1002	98.5567
Os06g0729400	KN538785.1_FG017	64.6617	94.5055
Os06g0729500	KN538785.1_FG020	86.3676	96.9398
Os06g0729650	KN538785.1_FG009	85.533	89.1534
Os06g0729900	KN538785.1_FG016	92.0732	93.7888
Os06g0730000	AMDW01033425.1_FG001	0	0
Os06g0730000	AMDW01066339.1_FG001	0	0
Os06g0730000	KN538762.1_FG002	0	0
Os06g0730000	KN538834.1_FG006	50.3226	27.3684
Os06g0730000	KN539022.1_FG004	23.2258	10.8761
Os06g0730000	KN539684.1_FG010	0	0
Os06g0730300	KN538785.1_FG001	96.9267	97.852
Os06g0730500	KN538785.1_FG012	81.5029	80.1136
Os06g0730600	KN538785.1_FG008	38.874	80.7799
Os06g0730800	KN538785.1_FG015	82.967	83.4254
Os06g0730900	KN538785.1_FG007	85.6089	96.0663
Os06g0731000	KN538785.1_FG004	90.1734	73.5849
Os06g0731200	KN538785.1_FG019	93.8693	91.0331
Os06g0731300	KN538785.1_FG013	89.0909	90.1841
Os06g0731400	KN540417.1_FG002	61.157	85.0575
Os06g0731600	KN540417.1_FG006	85.4069	53.3294
Os06g0731700	KN540417.1_FG004	93.6963	80.7407
Os06g0731800	KN540417.1_FG003	99.3127	90.8805
Os06g0731900	KN540417.1_FG007	96.3889	93.7838
Os07g0100200	KN538898.1_FG023	99.3711	99.3711
Os07g0100300	KN538898.1_FG027	59.7077	88.2716
Os07g0100500	KN538898.1_FG015	98.2107	78.0411
Os07g0100600	KN538898.1_FG003	86.5385	97.6331
Os07g0100800	KN538898.1_FG022	98.69	93.3884
Os07g0100900	KN538898.1_FG017	40.3279	97.619
Os07g0101000	KN538898.1_FG025	91.2521	96.2025
Os07g0101200	KN538898.1_FG001	87.6694	49.7692
Os07g0101400	KN538898.1_FG018	99.7468	99.7468
Os07g0101500	KN538898.1_FG010	99.2537	90.785
Os07g0101800	KN538898.1_FG020	92.9078	97.3978
Os07g0102000	KN538898.1_FG019	82.4645	45.6693
Os07g0102100	KN538898.1_FG006	58.2278	87.7863
Os07g0102200	KN538898.1_FG009	89.013	84.7518
Os07g0102300	KN538898.1_FG026	95.9184	95.2703
Os07g0102400	KN538898.1_FG021	87.7622	95.8015
Os07g0103000	KN539158.1_FG012	62.1622	26.4368
Os07g0103100	KN538898.1_FG007	94.6653	97.5216
Os07g0103200	KN538898.1_FG012	62.9139	96.9388
Os07g0103500	KN538898.1_FG014	93.5484	90.625
Os07g0104100	KN538898.1_FG004	61.5385	100
Os07g0104500	KN541021.1_FG001	77.8393	96.8966
Os07g0105000	KN541021.1_FG003	95.0249	97.449
Os07g0105100	KN541021.1_FG004	74.1936	54.1176
Os07g0105200	KN541021.1_FG006	98.3173	89.693
Os07g0105600	AMDW01005543.1_FG001	24.7748	98.2143
Os07g0105800	KN539027.1_FG006	72.2365	89.4904
Os07g0105900	KN539027.1_FG004	87.5817	84.9894
Os07g0106000	KN539027.1_FG007	79.8228	91.6384
Os07g0106100	KN539027.1_FG014	87.7792	95.977
Os07g0106200	KN539027.1_FG013	97.2973	99.2126
Os07g0106700	KN539027.1_FG012	74.8718	96.0526
Os07g0107100	KN539027.1_FG001	93.3014	94.2029
Os07g0107300	KN539027.1_FG017	97.3799	97.3799
Os07g0107800	KN539027.1_FG002	66.3768	99.1342
Os07g0108000	KN539027.1_FG009	86.3813	46.395
Os07g0108100	KN539222.1_FG004	24.8731	60.4938
Os07g0108200	KN539027.1_FG019	92.5926	91.0931
Os07g0108300	KN539027.1_FG016	94.8454	58.1542
Os07g0108800	KN539027.1_FG003	73.0659	93.4066
Os07g0108900	KN539027.1_FG005	98.8764	91.0345
Os07g0109300	KN539417.1_FG007	43.6937	12.5161
Os07g0109400	KN539417.1_FG005	98.1635	98.0734
Os07g0109500	KN539417.1_FG002	98.5437	98.5437
Os07g0109600	KN539417.1_FG008	95.3782	66.4715
Os07g0110200	AMDW01040466.1_FG001	83.0028	59.6741
Os07g0110400	KN539417.1_FG006	98.9119	40.1857
Os07g0111600	KN539417.1_FG004	85.758	95.8904
Os07g0111700	KN543829.1_FG001	10.7066	94.3396
Os07g0111900	KN542739.1_FG001	65.1261	92.2619
Os07g0112000	KN542739.1_FG003	74.9478	95.9893
Os07g0112700	KN541840.1_FG004	90.4494	89.4444
Os07g0112800	KN541840.1_FG005	100	100
Os07g0113000	AMDW01040523.1_FG001	0	0
Os07g0113000	KN540729.1_FG004	23.5294	9.6475
Os07g0113000	KN541410.1_FG004	23.5294	7.55814
Os07g0113100	KN541840.1_FG002	81.8182	93.75
Os07g0113200	KN543445.1_FG001	60.6838	100
Os07g0113500	KN539517.1_FG009	50.3155	97.2561
Os07g0113600	KN539517.1_FG008	92.7778	98.2353
Os07g0113700	KN539517.1_FG002	96.9337	99.5935
Os07g0114300	KN542356.1_FG002	100	100
Os07g0114400	KN538723.1_FG009	78.6787	84.7896
Os07g0114400	KN542356.1_FG003	91.8919	79.4805
Os07g0114500	KN542356.1_FG001	95.3125	95.3125
Os07g0115200	KN539040.1_FG004	31.2757	29.3436
Os07g0115300	AMDW01028590.1_FG001	24.8485	100
Os07g0115600	KN540817.1_FG002	30.5769	94.0828
Os07g0115600	KN543161.1_FG001	34.8077	91.4141
Os07g0115800	AMDW01040733.1_FG001	70.9443	99.322
Os07g0116600	KN540263.1_FG006	14.1058	82.3529
Os07g0116800	KN540263.1_FG002	99.2172	99.4118
Os07g0116900	KN540263.1_FG008	90.9091	37.2549
Os07g0117000	KN540263.1_FG003	96.6102	96.7742
Os07g0117200	KN540263.1_FG005	92.6587	92.6587
Os07g0117300	KN540263.1_FG007	92.7342	99.7942
Os07g0117350	KN540263.1_FG004	30.8668	97.9866
Os07g0117400	KN541711.1_FG001	98.8142	98.8142
Os07g0117600	KN541711.1_FG006	98.7805	98.7805
Os07g0117800	KN541711.1_FG003	88.046	75.9921
Os07g0117900	KN541711.1_FG004	99.4361	99.4361
Os07g0118000	KN541711.1_FG005	89.0295	92.7473
Os07g0118200	KN541711.1_FG002	96.4789	96.4789
Os07g0118250	KN542126.1_FG002	99.2958	99.2958
Os07g0118300	KN540343.1_FG001	65.3846	87.7419
Os07g0118800	KN540343.1_FG004	64.1949	65.0215
Os07g0118900	KN540343.1_FG004	26.6409	29.6137
Os07g0119000	KN540343.1_FG003	77.9548	98.6555
Os07g0119100	KN540343.1_FG002	44.375	73.9583
Os07g0119300	KN540343.1_FG005	69.8592	96.124
Os07g0119600	KN542126.1_FG001	71.9745	97.4138
Os07g0119800	KN542126.1_FG003	95.1049	95.1049
Os07g0120000	KN542126.1_FG002	99.2958	99.2958
Os07g0120100	KN541209.1_FG009	97.8873	97.8873
Os07g0120200	KN541209.1_FG006	59.3583	76.8166
Os07g0120300	KN541209.1_FG003	95.7747	95.7747
Os07g0120400	KN541209.1_FG008	95.1087	98.0392
Os07g0120500	KN541209.1_FG011	97.8873	97.8873
Os07g0120650	KN541209.1_FG004	97.8873	97.8873
Os07g0120700	KN541209.1_FG007	84.9415	95.2459
Os07g0120800	KN541209.1_FG005	80.4481	97.2906
Os07g0120900	KN541209.1_FG002	96.6469	96.6469
Os07g0121000	KN541209.1_FG010	98.2422	98.2422
Os07g0121100	KN540558.1_FG002	97.451	92.7239
Os07g0122300	AMDW01038295.1_FG001	40.5458	99.5215
Os07g0122300	KN542614.1_FG001	98.0507	95.8095
Os07g0122400	AMDW01039951.1_FG001	33.049	95.679
Os07g0122900	AMDW01038211.1_FG001	56.2176	94.3478
Os07g0123000	KN539187.1_FG002	18.599	96.25
Os07g0123400	KN539187.1_FG010	78.4483	11.7117
Os07g0123500	KN539187.1_FG005	78.9374	97.4239
Os07g0123700	KN539187.1_FG007	81.9095	94.0837
Os07g0124100	KN539187.1_FG004	63.8554	94.6429
Os07g0124500	KN539187.1_FG001	98.9316	98.0932
Os07g0124600	KN539187.1_FG011	85.9416	99.3865
Os07g0124700	KN539187.1_FG008	33.5347	64.1618
Os07g0124750	KN539187.1_FG003	63.4965	99.1266
Os07g0124900	KN539187.1_FG006	63.6871	93.4426
Os07g0125000	AMDW01036462.1_FG001	63.9053	99.0826
Os07g0125201	KN541524.1_FG003	68.6047	96.7213
Os07g0125500	KN539187.1_FG006	63.6871	93.4426
Os07g0125600	AMDW01036462.1_FG001	63.9053	99.0826
Os07g0126100	KN541524.1_FG003	68.6047	96.7213
Os07g0126301	KN539187.1_FG006	63.6871	93.4426
Os07g0126401	AMDW01036462.1_FG001	63.9053	99.0826
Os07g0126500	KN541524.1_FG003	68.6047	96.7213
Os07g0127500	KN541524.1_FG004	37.7907	98.4848
Os07g0127600	AMDW01036462.1_FG001	63.9053	99.0826
Os07g0127700	KN539656.1_FG005	49.0196	37.3134
Os07g0127900	KN541524.1_FG006	79.5322	86.6242
Os07g0129700	KN539656.1_FG010	62.8169	98.6726
Os07g0129800	KN539656.1_FG001	74.4982	93.0678
Os07g0129900	KN539656.1_FG001	0.152207	0.147493
Os07g0130000	KN539656.1_FG006	14.3293	18.1467
Os07g0130100	KN539656.1_FG001	59.4714	59.7345
Os07g0130200	KN539656.1_FG001	0	0
Os07g0130400	KN539656.1_FG001	55.4755	56.7847
Os07g0130450	KN540330.1_FG003	7.60234	17.3333
Os07g0131250	KN541281.1_FG003	89.6694	76.9504
Os07g0131375	KN541281.1_FG004	53.1561	47.5483
Os07g0131500	KN540488.1_FG005	70.7547	66.568
Os07g0132300	KN540280.1_FG008	100	100
Os07g0132500	KN540280.1_FG006	87.3563	34.8092
Os07g0132600	KN539463.1_FG006	27.3973	26.8097
Os07g0133000	KN540280.1_FG003	51.6883	33.6717
Os07g0133500	KN540625.1_FG006	59.9567	94.863
Os07g0133700	KN540625.1_FG003	88.6076	80.7692
Os07g0134000	KN540625.1_FG002	74.7433	98.913
Os07g0134200	KN539281.1_FG008	69.4037	95.5585
Os07g0134400	KN539281.1_FG013	5.12821	3.37553
Os07g0134500	KN539281.1_FG007	93.6426	54.9395
Os07g0134600	KN539281.1_FG002	81.2176	96.1656
Os07g0134700	KN539281.1_FG012	57.4013	98.8669
Os07g0134800	KN539281.1_FG005	99.3651	97.205
Os07g0136400	KN539281.1_FG009	4.49438	3.9604
Os07g0137000	KN539230.1_FG001	60.274	4.44894
Os07g0137800	KN539281.1_FG004	27.881	96.7742
Os07g0137900	AMDW01040585.1_FG001	30.8444	96.6574
Os07g0137900	KN539281.1_FG001	75.2	52.0615
Os07g0138100	KN539281.1_FG010	85.7438	94.3182
Os07g0138400	KN542649.1_FG001	21.3918	68.0328
Os07g0139000	KN539230.1_FG007	96.371	96.5657
Os07g0139400	KN539230.1_FG011	75.0594	99.3711
Os07g0139700	KN538706.1_FG028	22.1719	24.1379
Os07g0141100	KN539230.1_FG010	73.1544	53.0844
Os07g0141400	KN539230.1_FG002	79.1339	56.6197
Os07g0141500	AMDW01040714.1_FG001	1.41243	3.22581
Os07g0141500	KN538854.1_FG002	6.21469	8.08823
Os07g0141600	KN539230.1_FG006	77.686	98.4293
Os07g0141700	KN539230.1_FG015	90.9305	87.5283
Os07g0141900	KN539230.1_FG009	58.445	81.8011
Os07g0142000	KN539230.1_FG008	100	100
Os07g0143200	KN538718.1_FG059	27.7778	39.1156
Os07g0143200	KN540256.1_FG008	30.6763	66.8421
Os07g0143600	KN540256.1_FG001	70.6383	98.8095
Os07g0143700	KN540256.1_FG003	73.2523	39.2508
Os07g0144500	KN540256.1_FG006	17.3077	53.7313
Os07g0144900	KN542289.1_FG002	66.6667	53.7313
Os07g0145400	KN540588.1_FG002	99.8122	99.8122
Os07g0146300	KN540588.1_FG005	54.9451	79.3651
Os07g0146700	KN539259.1_FG001	98.8764	98.8764
Os07g0147500	KN539259.1_FG002	87.5912	64.1711
Os07g0147600	AMDW01040862.1_FG001	72.3204	94.8995
Os07g0147700	KN540744.1_FG002	99.7159	84.375
Os07g0147800	KN540744.1_FG003	95.4008	94.0415
Os07g0147900	KN540744.1_FG004	99.7355	99.4723
Os07g0148800	KN540193.1_FG001	99.734	22.686
Os07g0148900	KN540193.1_FG004	99.2481	99.2481
Os07g0149900	KN540193.1_FG003	79.1139	96.8992
Os07g0150100	KN540193.1_FG005	87.5513	98.6133
Os07g0150200	AMDW01016091.1_FG001	49.2754	100
Os07g0150200	AMDW01083097.1_FG001	56.5217	98.7342
Os07g0150200	KN545305.1_FG001	29.7101	100
Os07g0150200	KN547778.1_FG001	56.5217	98.7342
Os07g0150700	KN540170.1_FG002	99.7778	32.9662
Os07g0151200	KN541577.1_FG001	43.9597	98.8679
Os07g0151300	KN538682.1_FG174	92.3404	69.5513
Os07g0151700	KN538682.1_FG176	98.9362	84.5455
Os07g0151900	KN538682.1_FG173	76.5432	64.5833
Os07g0152200	KN538682.1_FG183	73.0388	84.8168
Os07g0152800	KN538682.1_FG099	99.2857	52.1576
Os07g0152900	KN538682.1_FG094	92.6829	99.7085
Os07g0153000	KN538682.1_FG103	56.7568	71.5909
Os07g0153400	KN538682.1_FG097	98.7685	59.9402
Os07g0154300	KN540040.1_FG003	93.4211	95.9459
Os07g0154400	KN540040.1_FG004	84.537	62.706
Os07g0155100	KN540040.1_FG001	42.711	97.6608
Os07g0155200	AMDW01024811.1_FG001	19.6013	100
Os07g0155200	KN544284.1_FG001	54.4851	75.2294
Os07g0155600	KN539145.1_FG012	93.4426	96.3768
Os07g0156910	KN539145.1_FG002	98.9011	52.3256
Os07g0158300	KN539145.1_FG004	59.3407	98.1818
Os07g0158400	KN539145.1_FG001	52.0833	98.0392
Os07g0158500	KN539145.1_FG013	43.2718	96.4706
Os07g0158900	KN539145.1_FG009	85.0806	84.2315
Os07g0159500	KN539145.1_FG003	88.3777	98.6487
Os07g0159700	KN539145.1_FG006	64.0351	86.9048
Os07g0159800	KN539964.1_FG005	59.2105	90.9091
Os07g0160000	KN539964.1_FG001	90.6215	90.0112
Os07g0160100	KN539964.1_FG007	28.4024	96
Os07g0160300	KN539964.1_FG003	97.99	97.99
Os07g0160400	KN539964.1_FG004	68.0851	74.8538
Os07g0160500	KN539964.1_FG006	52.3392	47.6064
Os07g0160600	KN539964.1_FG002	27.1399	83.871
Os07g0161000	KN542140.1_FG002	90.3108	98.998
Os07g0161500	KN542140.1_FG003	79.5154	88.6978
Os07g0161600	KN542140.1_FG001	93.3099	93.3099
Os07g0162300	KN539089.1_FG003	86.4919	98.8479
Os07g0163200	KN539089.1_FG004	93.5223	41.6216
Os07g0163500	KN539089.1_FG005	99.3737	97.9424
Os07g0164000	KN539089.1_FG002	85.2052	59.0569
Os07g0164100	KN539089.1_FG007	99.5185	62.0621
Os07g0164500	AMDW01035415.1_FG001	24.7582	97.7099
Os07g0164800	AMDW01036074.1_FG001	43.6364	89.5522
Os07g0164800	KN539816.1_FG006	98.1818	97.8261
Os07g0164900	KN539816.1_FG003	81.2914	39.8539
Os07g0165000	KN539816.1_FG004	100	81.6017
Os07g0165200	KN539816.1_FG002	99.7347	70.0839
Os07g0165300	KN542096.1_FG002	27.6596	14.4981
Os07g0165900	KN539147.1_FG012	61.9048	92.0354
Os07g0166700	KN539147.1_FG004	49.6863	99.2481
Os07g0166800	AMDW01119211.1_FG001	48.6842	64.9123
Os07g0166800	KN539707.1_FG001	75.6579	58.3756
Os07g0167000	KN539147.1_FG013	99.5181	91.17
Os07g0167100	KN539147.1_FG009	99.1197	73.1169
Os07g0167200	KN539147.1_FG003	86.0849	99.455
Os07g0167300	KN539147.1_FG006	86.9565	97.0874
Os07g0167500	AMDW01032358.1_FG001	40.9266	95.4955
Os07g0168000	KN539147.1_FG010	79.1574	92.607
Os07g0168600	KN540721.1_FG005	68.0585	96.7359
Os07g0168800	KN540721.1_FG002	100	100
Os07g0169600	KN540721.1_FG003	56.1765	56.3422
Os07g0170100	KN540010.1_FG004	94.3243	92.328
Os07g0170200	KN540010.1_FG006	91.6168	100
Os07g0170300	KN540010.1_FG003	99.1694	86.5217
Os07g0170800	KN540010.1_FG009	66.3866	99.3711
Os07g0170900	KN540010.1_FG008	55.1913	59.0643
Os07g0171100	KN540010.1_FG002	79.1045	87.4587
Os07g0171200	KN540010.1_FG005	55.7432	97.6331
Os07g0171300	KN540010.1_FG007	95.422	60.6915
Os07g0172200	KN538785.1_FG018	67.3025	81.25
Os07g0172500	KN540277.1_FG002	86.6667	71.2329
Os07g0172500	KN544643.1_FG001	86.6667	71.2329
Os07g0172600	KN540277.1_FG005	81.422	97.6616
Os07g0172900	KN540277.1_FG006	91.0204	82.8996
Os07g0173200	KN540277.1_FG001	85.7678	96.6245
Os07g0173400	AMDW01033147.1_FG001	24.9004	99.2064
Os07g0173501	KN542417.1_FG001	100	100
Os07g0173700	KN542417.1_FG001	98.6487	96.0526
Os07g0174400	KN542417.1_FG003	60.3053	73.1481
Os07g0174700	KN540058.1_FG001	98.366	98.6885
Os07g0174900	KN540058.1_FG006	62.5731	96.3964
Os07g0175000	AMDW01039320.1_FG001	55.814	60.3774
Os07g0175400	KN540058.1_FG005	36.4276	93.1655
Os07g0175600	KN540058.1_FG002	85.8824	96.6887
Os07g0175900	KN538949.1_FG008	97.3684	86.0465
Os07g0176200	KN538949.1_FG013	98.7212	64.6025
Os07g0176400	KN539461.1_FG004	21.1009	53.4884
Os07g0176600	AMDW01037385.1_FG001	33.1624	98.9796
Os07g0176600	KN538949.1_FG007	99.4872	99.3174
Os07g0176900	KN538949.1_FG002	76.0714	95.9459
Os07g0177100	AMDW01038209.1_FG001	11.7211	97.5309
Os07g0177200	AMDW01051878.1_FG001	69.0583	96.8553
Os07g0178100	KN538949.1_FG001	96.0497	99.2999
Os07g0178600	KN538949.1_FG014	99.1936	98.9276
Os07g0178700	KN539551.1_FG006	66	54.7718
Os07g0178900	KN538949.1_FG010	86.5934	99.7468
Os07g0179000	KN538949.1_FG003	63.9615	98.517
Os07g0179200	KN538949.1_FG006	99.2908	47.5382
Os07g0179300	KN538949.1_FG011	88.4848	54.4776
Os07g0179500	KN541567.1_FG002	73.2026	61.8785
Os07g0179700	KN541567.1_FG001	99.0196	54.0107
Os07g0180100	KN542987.1_FG001	73.8854	99.1453
Os07g0180300	KN539871.1_FG005	99.1004	99.1004
Os07g0180800	KN539871.1_FG003	79.8054	93.7143
Os07g0180900	AMDW01034529.1_FG001	41.2346	100
Os07g0181000	KN539871.1_FG004	78.4314	54.9313
Os07g0181100	KN539871.1_FG001	63.7821	98.2716
Os07g0181700	KN539640.1_FG005	62.2735	64.0678
Os07g0181800	AMDW01031071.1_FG001	55.8442	100
Os07g0181800	KN539640.1_FG001	98.7013	64.9573
Os07g0182000	KN539640.1_FG007	72.2477	98.4375
Os07g0182100	KN539640.1_FG003	76.2918	93.6567
Os07g0182200	KN539640.1_FG004	100	76.8362
Os07g0182900	KN539640.1_FG002	98.7574	96.9814
Os07g0183050	KN539232.1_FG007	87.7551	18.75
Os07g0183100	KN539232.1_FG007	68.1564	35.4651
Os07g0183200	KN539232.1_FG002	85.9951	97.493
Os07g0184200	KN539232.1_FG011	77.7293	97.2678
Os07g0184900	KN539232.1_FG008	85.4167	62.8538
Os07g0185000	KN539232.1_FG004	60.0666	82.9885
Os07g0185200	KN539232.1_FG001	94.6835	82.0175
Os07g0185432	KN539232.1_FG013	89.0173	76.808
Os07g0185700	KN539232.1_FG003	89.0365	97.4545
Os07g0185800	KN539232.1_FG006	97.9798	49.4898
Os07g0186000	AMDW01034567.1_FG001	74.5902	98.913
Os07g0186200	KN539704.1_FG011	95.221	95.1074
Os07g0186400	KN539704.1_FG005	95.8716	71.8213
Os07g0186500	KN539704.1_FG008	97.9029	97.9029
Os07g0187200	KN539704.1_FG001	77.3585	15.1013
