Gene stable ID	Medicago truncatula gene stable ID	%id. target Medicago truncatula gene identical to query gene	%id. query gene identical to target Medicago truncatula gene
Os06g0244000	MTR_7g084330	28.3208	33.9339
Os06g0244000	MTR_7g084350	33.0827	36.1644
Os06g0244000	MTR_7g084620	33.3333	36.4384
Os06g0244000	MTR_8g020690	34.5865	38.3333
Os06g0244000	MTR_8g020700	33.3333	37.2549
Os06g0244000	MTR_8g076900	36.5915	40.3315
Os06g0244000	MTR_8g077040	36.3409	39.1892
Os06g0244100	MTR_2g078390	25.4815	27.1293
Os06g0244200	MTR_7g034275	41.0853	20.9486
Os06g0244700	MTR_4g107110	39.5833	34.7176
Os06g0244700	MTR_5g036950	35.6061	25.0667
Os06g0245600	MTR_7g075050	31.1111	28.5714
Os06g0245600	MTR_8g059560	31.1111	28.5714
Os06g0245700	MTR_4g071680	65.8588	54.9692
Os06g0245700	MTR_6g008850	65.8588	54.3478
Os06g0245800	MTR_3g118360	54.8951	16.0204
Os06g0245900	MTR_4g106540	42.1176	46.4935
Os06g0246000	MTR_3g078590	66.2921	65.5556
Os06g0246000	MTR_3g085890	60.6742	61.3636
Os06g0246000	MTR_8g080060	62.9213	61.5385
Os06g0246500	MTR_5g036600	72.3618	72.9114
Os06g0246500	MTR_8g062670	72.1105	72.6582
Os06g0247000	MTR_4g071620	45.8647	16.442
Os06g0247000	MTR_5g036580	45.1128	15.1899
Os06g0247000	MTR_6g008900	45.8647	16.442
Os06g0247500	MTR_2g025020	79.3651	79.646
Os06g0247500	MTR_4g132700	79.8942	79.6134
Os06g0247800	MTR_4g022340	19.8683	62.1993
Os06g0247800	MTR_4g030140	74.0944	73.2104
Os06g0247800	MTR_4g134680	70.0329	69.8795
Os06g0247900	MTR_5g093590	56.2363	50.9921
Os06g0248500	MTR_3g065080	37.3068	38.4966
Os06g0248500	MTR_5g048050	39.7351	41.0959
Os06g0248500	MTR_5g077510	39.0728	40.0452
Os06g0248500	MTR_6g071340	38.6313	41.866
Os06g0249500	MTR_3g088810	39.0519	29.9827
Os06g0249500	MTR_8g098755	47.8555	31.5946
Os06g0250600	MTR_5g077770	63.5198	65.2695
Os06g0251000	MTR_5g077840	51.4286	15.6863
Os06g0251100	MTR_8g105700	46.3608	52.6978
Os06g0251200	MTR_1g012360	15.3409	9.62567
Os06g0251200	MTR_3g008350	14.7727	9.66543
Os06g0252300	MTR_4g027040	58.0874	48.6647
Os06g0252300	MTR_6g071140	59.9764	43.3078
Os06g0252800	MTR_8g040730	19.6078	7.43494
Os06g0253100	MTR_5g078040	45.8904	47.1831
Os06g0253600	MTR_3g065370	31.1927	36.9565
Os06g0253600	MTR_5g078030	29.3578	34.5324
Os06g0253600	MTR_8g104990	32.7217	37.6761
Os06g0254200	MTR_3g108320	46.5574	45.5128
Os06g0254300	MTR_1g032160	34.6667	37.3206
Os06g0254300	MTR_1g032190	36.8889	36.2445
Os06g0254600	MTR_1g032160	35.1111	37.799
Os06g0254600	MTR_1g032190	36.4444	35.8079
Os06g0254700	MTR_1g032160	50.2326	51.6746
Os06g0254700	MTR_1g032190	53.4884	50.2183
Os06g0255100	MTR_1g032140	43.2877	43.2877
Os06g0255100	MTR_1g032220	44.1096	43.2796
Os06g0255100	MTR_1g032250	42.7397	41.9355
Os06g0255100	MTR_7g105070	41.9178	42.033
Os06g0255200	MTR_4g118720	20.2144	4.02194
Os06g0255400	MTR_1g032290	50	50.9091
Os06g0255400	MTR_3g065330	50	43.0769
Os06g0255400	MTR_5g078020	43.4524	38.2199
Os06g0255400	MTR_6g070920	45.2381	33.0435
Os06g0255400	MTR_8g105140	51.7857	53.0488
Os06g0255700	MTR_2g437480	44.3975	40.3071
Os06g0255700	MTR_8g037345	45.7717	46.6093
Os06g0256000	MTR_3g065300	42.9594	17.4757
Os06g0256200	MTR_3g065490	55.102	55.6701
Os06g0256200	MTR_3g118240	19.0476	23.6287
Os06g0256200	MTR_5g041970	12.585	43.0233
Os06g0256200	MTR_5g084370	16.6667	24.7475
Os06g0256300	MTR_3g065480	61.5894	61.5894
Os06g0256800	MTR_6g069830	31.4554	36.413
Os06g0256900	MTR_8g104820	71.0262	71.4575
Os06g0257450	MTR_0268s0080	76.9911	79.0909
Os06g0257450	MTR_1g050472	77.5811	79.697
Os06g0257450	MTR_7g029110	76.4012	78.4848
Os06g0257450	MTR_8g469010	76.4012	79.6923
Os06g0257600	MTR_5g078210	48.9744	54.1076
Os06g0258900	MTR_6g069660	36.8459	72.9496
Os06g0258900	MTR_6g069685	30.1599	55.5556
Os06g0259000	MTR_4g085090	38.2208	13.4415
Os06g0259850	MTR_5g018720	18.0124	18.0124
Os06g0259850	MTR_8g078790	18.0124	16.9591
Os06g0260000	MTR_1g030740	33.3333	46.4455
Os06g0260000	MTR_3g067730	28.5714	38.7097
Os06g0260000	MTR_4g085100	29.932	41.9048
Os06g0260000	MTR_5g079610	30.2721	42.1801
Os06g0260500	MTR_1g110930	48.3871	51.4113
Os06g0260500	MTR_5g056510	48.9564	52.0161
Os06g0262800	MTR_1g110930	58.7045	58.4677
Os06g0262800	MTR_5g056510	57.085	56.8548
Os06g0264300	MTR_2g077010	4.60048	14.2857
Os06g0264300	MTR_7g006500	11.6223	33.8028
Os06g0264300	MTR_7g037380	10.6538	25
Os06g0264500	MTR_5g055000	59.2965	60.6164
Os06g0264700	MTR_1g063240	48.062	37.5758
Os06g0264900	MTR_8g103870	40.1961	29.7101
Os06g0265000	MTR_3g087220	79.8646	82.807
Os06g0265400	MTR_1g111310	53.2468	28.9548
Os06g0265400	MTR_1g111320	15.3247	26.8182
Os06g0265400	MTR_3g044820	28.0519	51.1848
Os06g0265400	MTR_5g054900	57.6623	48.2609
Os06g0265900	MTR_1g019170	42.6914	44.2308
Os06g0265900	MTR_1g098960	41.9954	43.3014
Os06g0265900	MTR_3g029990	42.4594	29.0476
Os06g0265900	MTR_3g030020	34.3387	39.6783
Os06g0265900	MTR_3g448960	37.355	34.7732
Os06g0266000	MTR_0929s0010	25.9542	26.5625
Os06g0266000	MTR_7g019140	42.7481	32.7485
Os06g0266400	MTR_3g089005	36.6667	43.6508
Os06g0266400	MTR_3g089035	37.3333	44.4444
Os06g0266400	MTR_8g088830	36	44.2623
Os06g0266400	MTR_8g089110	38	47.1074
Os06g0267400	MTR_0022s0290	34.5238	27.9923
Os06g0267400	MTR_3g076550	29.0476	25.5765
Os06g0267400	MTR_3g076560	31.4286	25.3359
Os06g0267400	MTR_3g077460	26.4286	28.3163
Os06g0267400	MTR_4g089020	34.7619	29.3763
Os06g0267400	MTR_4g089025	34.2857	27.5862
Os06g0267400	MTR_4g089030	35.7143	28.7908
Os06g0267400	MTR_4g089055	34.5238	27.8311
Os06g0267400	MTR_4g104540	30	29.2343
Os06g0267400	MTR_4g104550	34.7619	29.4949
Os06g0267400	MTR_4g104610	35.4762	29.8
Os06g0267400	MTR_4g104640	32.381	26.1036
Os06g0267400	MTR_4g104660	32.619	26.5504
Os06g0267600	MTR_4g086370	48.8251	9.46835
Os06g0267900	MTR_1g008240	40.4682	9.53507
Os06g0267900	MTR_3g033110	40.4682	9.69551
Os06g0267900	MTR_3g033130	37.7926	8.93987
Os06g0267900	MTR_3g035840	42.1405	23.3333
Os06g0267900	MTR_3g435740	40.1338	9.13938
Os06g0268500	MTR_1g008240	25.3906	20.4886
Os06g0268500	MTR_3g033110	26.7578	21.9551
Os06g0268500	MTR_3g033130	24.5117	19.8576
Os06g0268500	MTR_3g035840	17.8711	33.8889
Os06g0268500	MTR_3g435740	26.9531	21.0206
Os06g0268700	MTR_6g084710	43.6803	41.3005
Os06g0268800	MTR_6g084680	55.9278	36.227
Os06g0268800	MTR_8g104110	55.6701	37.3702
Os06g0268800	MTR_8g104120	55.4124	37.3264
Os06g0268800	MTR_8g104130	53.3505	36.4437
Os06g0270200	MTR_5g034500	63.7662	62.7877
Os06g0270200	MTR_6g007697	67.013	66.4948
Os06g0270900	MTR_0002s0820	8.92532	30.4348
Os06g0270900	MTR_1690s0010	28.4153	44.1926
Os06g0270900	MTR_3g078170	73.7705	74.7232
Os06g0270900	MTR_4g107040	76.1384	76.8382
Os06g0270900	MTR_8g064170	76.6849	77.8189
Os06g0271300	MTR_4g073970	30.2974	53.268
Os06g0271300	MTR_4g073980	9.66543	29.3785
Os06g0271300	MTR_4g074030	44.7955	47.3477
Os06g0271600	MTR_1g026070	19.6532	25.7576
Os06g0271600	MTR_3g114500	20.8092	28.3465
Os06g0272700	MTR_2g016060	31.3869	31.8519
Os06g0272700	MTR_6g016875	34.3066	33.2547
Os06g0272700	MTR_6g016880	35.7664	33.871
Os06g0272700	MTR_7g019120	36.253	34.0183
Os06g0272800	MTR_2g016060	28.97	33.3333
Os06g0272800	MTR_6g016875	30.9013	33.9623
Os06g0272800	MTR_6g016880	32.618	35.023
Os06g0272800	MTR_7g019120	33.2618	35.3881
Os06g0272850	MTR_2g016060	36.5772	26.9136
Os06g0272850	MTR_6g016875	37.2483	26.1792
Os06g0272850	MTR_6g016880	44.9664	30.8756
Os06g0272850	MTR_7g019120	43.2886	29.4521
Os06g0273200	MTR_2g016060	35.3881	38.2716
Os06g0273200	MTR_6g016875	38.5845	39.8585
Os06g0273200	MTR_6g016880	44.2922	44.7005
Os06g0273200	MTR_7g019120	43.379	43.379
Os06g0273500	MTR_2g016060	39.1626	39.2593
Os06g0273500	MTR_6g016875	41.8719	40.0943
Os06g0273500	MTR_6g016880	46.3054	43.318
Os06g0273500	MTR_7g019120	45.0739	41.7808
Os06g0273700	MTR_2g016060	29.8405	32.3457
Os06g0273700	MTR_6g016875	33.0296	34.1981
Os06g0273700	MTR_6g016880	35.9909	36.4055
Os06g0273700	MTR_7g019120	35.7631	35.8447
Os06g0273800	MTR_2g103570	87.2222	87.2222
Os06g0274000	MTR_1g088760	52.5253	44.4444
Os06g0274000	MTR_7g108610	27.2727	45.7627
Os06g0274100	MTR_0010s0220	56.383	5.17073
Os06g0274200	MTR_4g112780	76	74.5098
Os06g0274500	MTR_0049s0070	65.4688	67.4718
Os06g0274500	MTR_6g016495	64.8438	66.4
Os06g0274500	MTR_7g018200	65.625	67.0927
Os06g0274800	MTR_5g049280	59.2814	58.5799
Os06g0275000	MTR_4g128930	33.1646	34.9333
Os06g0275500	MTR_5g016870	58.7054	60.9502
Os06g0275600	MTR_5g048860	37.5286	29.3907
Os06g0275800	MTR_0658s0030	17.4107	62.4
Os06g0275800	MTR_1396s0010	36.8304	66.8016
Os06g0275800	MTR_6g016245	60.9375	58.8362
Os06g0275800	MTR_6g016270	58.7054	56.8035
Os06g0275800	MTR_6g016275	60.0446	58.4783
Os06g0275800	MTR_6g016295	57.8125	56.7982
Os06g0275800	MTR_6g024240	31.9196	56.746
Os06g0275800	MTR_7g017630	64.9554	62.3126
Os06g0275800	MTR_8g065630	24.5536	50
Os06g0275900	MTR_7g017500	49.0838	45.3446
Os06g0281300	MTR_4g025570	34.3137	16.055
Os06g0281400	MTR_0229s0020	1.89732	6.61479
Os06g0281400	MTR_0245s0010	47.433	39.8687
Os06g0281400	MTR_1g009315	46.2054	38.8368
Os06g0281400	MTR_1g009570	44.5312	41.5625
Os06g0281400	MTR_2g066840	23.2143	41.4343
Os06g0282000	MTR_0009s0240	39.2116	40.4711
Os06g0282000	MTR_2g059240	42.1162	43.1915
Os06g0282000	MTR_8g071070	39.834	40.2516
Os06g0282000	MTR_8g466240	38.7967	40.7407
Os06g0282400	MTR_0009s0240	32.1212	34.0471
Os06g0282400	MTR_2g059240	35.3535	37.234
Os06g0282400	MTR_8g071070	31.7172	32.914
Os06g0282400	MTR_8g466240	32.9293	35.512
Os06g0283100	MTR_0009s0240	35.5789	36.1884
Os06g0283100	MTR_2g059240	36.8421	37.234
Os06g0283100	MTR_8g071070	34.9474	34.8008
Os06g0283100	MTR_8g466240	34.9474	36.1656
Os06g0283200	MTR_4g110090	17.9554	22.3127
Os06g0283300	MTR_6g016040	56.2212	57.4118
Os06g0283400	MTR_0009s0120	58.4286	63.9062
Os06g0283400	MTR_7g017360	54.8571	60.7595
Os06g0283400	MTR_8g066090	57.7143	63.125
Os06g0284200	MTR_2g059350	72.4409	70.7692
Os06g0284200	MTR_4g110030	72.8346	71.4286
Os06g0284200	MTR_6g016015	69.4882	68.8109
Os06g0284500	MTR_4g109980	25.9516	23.4375
Os06g0284800	MTR_4g109960	35.873	34.6626
Os06g0285200	MTR_1g039040	34.8	45.7895
Os06g0285200	MTR_4g133952	37.6	39.1667
Os06g0285400	MTR_3g007870	44.9857	47.006
Os06g0285400	MTR_3g460810	45.4155	48.9954
Os06g0285400	MTR_5g095970	45.9885	47.1366
Os06g0286310	MTR_2g027110	38.6792	16.0156
Os06g0286351	MTR_2g027090	45.868	42.5431
Os06g0286351	MTR_4g134080	45.6118	42.7115
Os06g0286375	MTR_5g096030	25.7669	55.2632
Os06g0288100	MTR_8g092950	16.3065	44.1489
Os06g0288300	MTR_4g082810	36.518	41.8491
Os06g0288300	MTR_4g082820	40.3397	40.5117
Os06g0288300	MTR_5g043630	16.5605	38.0488
Os06g0288300	MTR_6g078320	37.7919	36.6255
Os06g0289200	MTR_4g082810	32.5773	38.4428
Os06g0289200	MTR_4g082820	37.5258	38.806
Os06g0289200	MTR_5g043630	16.0825	38.0488
Os06g0289200	MTR_6g078320	35.2577	35.1852
Os06g0289900	MTR_4g082810	32.6403	38.1995
Os06g0289900	MTR_4g082820	37.0062	37.9531
Os06g0289900	MTR_5g043630	14.553	34.1463
Os06g0289900	MTR_6g078320	34.9272	34.5679
Os06g0291600	MTR_2g027240	68.4211	66.7219
Os06g0294600	MTR_0608s0010	21.4286	29.8387
Os06g0294600	MTR_1g031700	30.695	31.8637
Os06g0294600	MTR_1g037370	31.4672	32.8629
Os06g0294600	MTR_1g055325	30.888	31.5582
Os06g0294600	MTR_1g091003	29.5367	31.5464
Os06g0294600	MTR_1g091010	28.5714	30.2658
Os06g0294600	MTR_1g091023	28.9575	30.6748
Os06g0294600	MTR_1g103670	31.8533	33.0661
Os06g0294600	MTR_1g103680	31.6602	32.8
Os06g0294600	MTR_2g073420	28.9575	30
Os06g0294600	MTR_2g073440	28.7645	31.7697
Os06g0294600	MTR_2g073480	25.8687	33.3333
Os06g0294600	MTR_4g078110	28.9575	31.3152
Os06g0294600	MTR_5g007450	32.0463	33.2
Os06g0294600	MTR_5g007460	31.4672	34.0292
Os06g0294600	MTR_5g007550	31.8533	33
Os06g0294600	MTR_5g056720	25.8687	31.5294
Os06g0294600	MTR_7g075390	31.0811	31.8812
Os06g0294600	MTR_7g075540	31.6602	32.6044
Os06g0294600	MTR_7g075580	32.2394	33.2008
Os06g0294600	MTR_7g075600	31.8533	32.8032
Os06g0294600	MTR_7g075610	30.695	31.5476
Os06g0294600	MTR_8g046210	30.3089	30.8448
Os06g0294600	MTR_8g046240	30.888	31.4342
Os06g0297600	MTR_5g096310	70.1987	27.5325
Os06g0297800	MTR_2g027360	54.3119	57.869
Os06g0297800	MTR_4g134190	50.6422	54.0117
Os06g0298200	MTR_3g082630	53.4314	53.0414
Os06g0298200	MTR_5g069480	51.9608	51.7073
Os06g0298400	MTR_3g461030	35.814	33.1897
Os06g0298500	MTR_7g114390	54.7264	52.1327
Os06g0298700	MTR_3g086190	24.4156	29.0123
Os06g0298700	MTR_8g089575	22.8571	28.115
Os06g0299100	MTR_3g086190	34.9544	35.4938
Os06g0299100	MTR_8g089575	33.1307	34.8243
Os06g0299200	MTR_3g086190	36.1486	33.0247
Os06g0299200	MTR_8g089575	36.4865	34.5048
Os06g0299300	MTR_3g086190	35.7576	36.4198
Os06g0299300	MTR_8g089575	33.6364	35.4633
Os06g0300000	MTR_3g086190	35.8904	40.4321
Os06g0300000	MTR_8g089575	32.8767	38.3387
Os06g0300200	MTR_3g086190	36.9697	37.6543
Os06g0300200	MTR_8g089575	36.9697	38.9776
Os06g0300300	MTR_3g060850	69.7368	71.9457
Os06g0300300	MTR_5g096470	63.5965	59.1837
Os06g0300500	MTR_3g082330	55.0088	56.3964
Os06g0300500	MTR_3g082410	54.833	56.2162
Os06g0300600	MTR_7g117435	38.7097	69.5652
Os06g0300600	MTR_8g028485	66.5323	72.0524
Os06g0300600	MTR_8g087440	66.5323	72.0524
Os06g0300700	MTR_4g077610	34.3434	37.6384
Os06g0300800	MTR_2g027690	47.8261	46.299
Os06g0300800	MTR_3g061160	47.7511	46.0593
Os06g0301000	MTR_4g077800	57.8	55.364
Os06g0301000	MTR_5g007710	59.8	55.4731
Os06g0301100	MTR_7g090890	32.0675	32.9004
Os06g0301300	MTR_3g461500	57.4964	21.6083
Os06g0301300	MTR_3g461520	61.2809	23.1828
Os06g0303700	MTR_1g076600	2.89256	9.03226
Os06g0303700	MTR_7g029435	0.826446	4.34783
Os06g0303700	MTR_8g077990	22.314	15.5844
Os06g0303800	MTR_3g010180	36.7742	33.5294
Os06g0303800	MTR_6g011010	28.3871	33.3333
Os06g0303800	MTR_6g018540	32.9032	28.6517
Os06g0303800	MTR_6g025620	33.5484	33.3333
Os06g0303800	MTR_6g025670	32.9032	28.6517
Os06g0304500	MTR_4g120880	55.7471	55.9078
Os06g0304600	MTR_2g028190	45.4158	47.1239
Os06g0305200	MTR_8g105290	61.9661	61.5903
Os06g0306500	MTR_3g053710	37.8788	32.1199
Os06g0306500	MTR_3g053980	39.1414	31.893
Os06g0306600	MTR_6g065110	37.7778	39.7661
Os06g0306600	MTR_6g065120	37.5	39.3586
Os06g0306600	MTR_6g065270	37.5	39.3586
Os06g0306600	MTR_6g065340	34.4444	37.0149
Os06g0306600	MTR_6g065370	38.3333	40.5882
Os06g0306600	MTR_6g065400	39.1667	41.4706
Os06g0306600	MTR_6g065430	36.9444	39.7015
Os06g0308000	MTR_5g093830	52.3277	50.0891
Os06g0308100	MTR_5g084720	57.7061	59.6296
Os06g0308200	MTR_1g085280	40.3614	48.5507
Os06g0308300	MTR_5g093860	69.4444	68.7285
Os06g0308800	MTR_5g093880	47.7459	47.8439
Os06g0308900	MTR_1g036390	45.7447	12.5364
Os06g0308900	MTR_4g074600	47.8723	12.2283
Os06g0309000	MTR_5g093940	27.6435	21.6312
Os06g0309200	MTR_3g054360	34.8993	10.5691
Os06g0309200	MTR_3g054370	34.8993	37.9562
Os06g0309200	MTR_5g084690	34.8993	10.5263
Os06g0309200	MTR_5g093980	37.5839	11.4286
Os06g0310200	MTR_1g052700	3.54331	5.35714
Os06g0310200	MTR_5g053930	43.8976	27.162
Os06g0311300	MTR_1g046640	30.4	24.127
Os06g0311300	MTR_1g046650	30	21.6763
Os06g0311300	MTR_2g038420	31.2	23.2836
Os06g0311300	MTR_2g038430	28	20.4082
Os06g0311300	MTR_4g058025	14.8	19.6809
Os06g0311300	MTR_4g094468	26.8	20.4893
Os06g0311300	MTR_5g061290	26.8	20.4893
Os06g0311300	MTR_5g067400	28.4	22.4684
Os06g0311300	MTR_5g076370	26	19.1176
Os06g0311300	MTR_5g076505	26.8	21.2698
Os06g0311300	MTR_5g076520	28.4	22.0497
Os06g0311300	MTR_5g076540	26	26.6393
Os06g0311300	MTR_5g076660	27.2	19.7674
Os06g0311300	MTR_5g076720	29.6	18.9744
Os06g0311300	MTR_5g076810	23.2	21.4815
Os06g0311300	MTR_5g076820	28.4	24.2321
Os06g0311300	MTR_5g077020	20.4	22.6667
Os06g0311300	MTR_7g024290	31.2	24.6057
Os06g0311300	MTR_7g094390	28	14.6751
Os06g0311800	MTR_3g117060	36.1032	34.1463
Os06g0311800	MTR_3g467270	39.8281	37.6694
Os06g0311800	MTR_3g467560	36.6762	32.9049
Os06g0311800	MTR_4g018820	38.9685	37.883
Os06g0311800	MTR_5g020940	40.1146	36.7454
Os06g0311800	MTR_6g056070	39.8281	38.9356
Os06g0311800	MTR_7g084330	31.5186	33.033
Os06g0311800	MTR_7g084350	33.2378	31.7808
Os06g0311800	MTR_7g084620	35.5301	33.9726
Os06g0311800	MTR_8g020690	38.3954	37.2222
Os06g0311800	MTR_8g020700	38.3954	37.535
Os06g0311800	MTR_8g076900	40.4011	38.9503
Os06g0311800	MTR_8g077040	42.6934	40.2703
Os06g0313320	MTR_3g117060	35.9331	34.9594
Os06g0313320	MTR_3g467270	37.883	36.8564
Os06g0313320	MTR_3g467560	37.0474	34.1902
Os06g0313320	MTR_4g018820	37.3259	37.3259
Os06g0313320	MTR_5g020940	38.9972	36.7454
Os06g0313320	MTR_6g056070	38.4401	38.6555
Os06g0313320	MTR_7g084330	30.6407	33.033
Os06g0313320	MTR_7g084350	33.4262	32.8767
Os06g0313320	MTR_7g084620	35.376	34.7945
Os06g0313320	MTR_8g020690	37.3259	37.2222
Os06g0313320	MTR_8g020700	36.4902	36.6947
Os06g0313320	MTR_8g076900	38.9972	38.674
Os06g0313320	MTR_8g077040	40.6685	39.4595
Os06g0313440	MTR_1g022455	38.191	20.0528
Os06g0313440	MTR_1g022465	38.191	20.1058
Os06g0314000	MTR_1g019490	35.3755	19.4777
Os06g0314000	MTR_3g101660	37.1542	19.8522
Os06g0314000	MTR_8g070840	32.8063	26.1417
Os06g0314600	MTR_1g022455	36.9823	32.9815
Os06g0314600	MTR_1g022465	38.1657	34.127
Os06g0315000	MTR_1g022455	36.8902	31.9261
Os06g0315000	MTR_1g022465	37.5	32.5397
Os06g0315300	MTR_1g022455	36.7688	34.8285
Os06g0315300	MTR_1g022465	37.6045	35.7143
Os06g0318200	MTR_3g082870	62.2222	61.6949
Os06g0318300	MTR_2g025740	48.5185	56.2232
Os06g0318300	MTR_3g082970	48.8889	58.4071
Os06g0318300	MTR_4g133060	43.7037	52.9148
Os06g0318400	MTR_4g098620	27.6042	23.1441
Os06g0318500	MTR_3g055600	62.6617	63.7218
Os06g0318600	MTR_1g052135	62.6068	57.7909
Os06g0318700	MTR_3g028170	41.0326	31.3929
Os06g0318700	MTR_3g028190	61.1413	63.0252
Os06g0319600	MTR_0283s0030	55.814	20.1681
Os06g0319600	MTR_6g082000	61.2403	10.5053
Os06g0319600	MTR_8g106560	58.1395	9.94695
Os06g0319700	MTR_6g091630	79.0323	80.9917
Os06g0319700	MTR_8g101980	79.8387	81.8182
Os06g0319800	MTR_5g027010	40.9302	43.5644
Os06g0320000	MTR_3g027090	51.0791	53.7879
Os06g0320100	MTR_1g053520	60.3943	59.7518
Os06g0320200	MTR_4g067040	57.9221	54.7912
Os06g0320300	MTR_2g098560	39.3103	42.5373
Os06g0320300	MTR_7g092970	35.8621	38.2353
Os06g0320500	MTR_6g033320	73.8589	73.5537
Os06g0320700	MTR_1g116875	69.3291	70.1131
Os06g0320850	MTR_5g087560	37.5	4.27807
Os06g0320900	MTR_5g087560	15.8824	4.81283
Os06g0322400	MTR_3g052700	42.8571	34.6154
Os06g0322400	MTR_3g054330	45.7143	37.6963
Os06g0322400	MTR_5g093900	43.1746	34.6939
Os06g0323100	MTR_3g052700	48.324	44.359
Os06g0323100	MTR_3g054330	51.1173	47.9058
Os06g0323100	MTR_5g093900	48.324	44.1327
Os06g0324300	MTR_1g116930	53.5971	50.5942
Os06g0324300	MTR_7g005930	53.2374	50.5983
Os06g0324300	MTR_7g013270	52.8777	45.4405
Os06g0324800	MTR_4g083960	51.0309	57.3359
Os06g0325200	MTR_4g083960	54.8913	58.4942
Os06g0325500	MTR_1g076720	67.6712	67.3025
Os06g0325500	MTR_1g076730	64.1096	44.9136
Os06g0325500	MTR_6g060550	69.0411	65.1163
Os06g0325900	MTR_0022s0290	36.9485	38.8031
Os06g0325900	MTR_3g076550	29.7794	33.9623
Os06g0325900	MTR_3g076560	34.1912	35.7006
Os06g0325900	MTR_3g077460	28.6765	39.7959
Os06g0325900	MTR_4g089020	37.3162	40.8451
Os06g0325900	MTR_4g089025	36.7647	38.3142
Os06g0325900	MTR_4g089030	38.4191	40.1152
Os06g0325900	MTR_4g089055	38.0515	39.7313
Os06g0325900	MTR_4g104540	33.0882	41.7633
Os06g0325900	MTR_4g104550	36.7647	40.404
Os06g0325900	MTR_4g104610	37.5	40.8
Os06g0325900	MTR_4g104640	36.2132	37.8119
Os06g0325900	MTR_4g104660	35.2941	37.2093
Os06g0326700	MTR_1g036110	45.5882	49.3631
Os06g0326700	MTR_5g024990	57.0588	60.4361
Os06g0326700	MTR_8g072540	44.1176	47.3186
Os06g0326700	MTR_8g072550	57.3529	58.209
Os06g0328400	MTR_5g025020	42.2775	46.2751
Os06g0329900	MTR_1g022455	37.1585	35.8839
Os06g0329900	MTR_1g022465	37.7049	36.5079
Os06g0330400	MTR_5g040320	54.9451	57.0342
Os06g0331300	MTR_8g098950	41.2371	19.4175
Os06g0331900	MTR_1g077660	30.6886	43.3404
Os06g0331900	MTR_1g077670	30.3892	41.9422
Os06g0332400	MTR_1g026840	50.6589	51.3353
Os06g0332400	MTR_3g110108	49.0483	50.1497
Os06g0332800	MTR_3g107397	42.7481	40
Os06g0332800	MTR_4g114180	50.3817	49.6241
Os06g0332900	MTR_6g087890	36.2805	31.3984
Os06g0334300	MTR_2g096160	57.7416	58.5596
Os06g0334300	MTR_4g061833	57.3923	58.6905
Os06g0334300	MTR_4g061930	57.3923	58.6905
Os06g0334400	MTR_6g087920	45.929	52.7578
Os06g0334400	MTR_8g103240	50.5219	51.0549
Os06g0335101	MTR_8g083140	48.2456	12.6147
Os06g0335500	MTR_2g101500	56.7669	46.319
Os06g0335500	MTR_6g488150	51.5038	53.937
Os06g0335500	MTR_8g103030	51.8797	47.099
Os06g0335900	MTR_8g479340	25.5814	23.4043
Os06g0335975	MTR_3g089540	25.5319	8.24742
Os06g0335975	MTR_5g091730	22.3404	7.24138
Os06g0336200	MTR_2g101370	79.8387	79.5181
Os06g0336200	MTR_8g013680	77.0161	77.0161
Os06g0336500	MTR_2g438220	67.5889	66.8622
Os06g0338200	MTR_1g104550	47.2779	50.152
Os06g0338700	MTR_1g104550	50	41.4894
Os06g0338900	MTR_8g085640	63.2967	61.6702
Os06g0339800	MTR_8g016300	45.614	49.0566
Os06g0339800	MTR_8g099150	45.614	49.0566
Os06g0340200	MTR_1g064710	30.7847	30.3571
Os06g0340600	MTR_3g091400	54.4014	53.3679
Os06g0340600	MTR_5g009120	51.4085	50.1718
Os06g0340600	MTR_7g117395	54.2254	51.7647
Os06g0340600	MTR_8g027610	53.5211	51.0067
Os06g0340600	MTR_8g099565	52.8169	50.5902
Os06g0341300	MTR_3g034660	35.7401	36.803
Os06g0342000	MTR_1g102430	41.187	45.7086
Os06g0342100	MTR_7g096570	65.4412	64.4928
Os06g0342200	MTR_3g005520	80.5556	77.3333
Os06g0342200	MTR_8g028180	88.1944	86.9863
Os06g0342500	MTR_3g091800	46.3746	47.5232
Os06g0342750	MTR_2g090335	43.2343	34.2037
Os06g0343000	MTR_2g090335	57.1429	15.6658
Os06g0343100	MTR_1g023985	73.9852	65.5765
Os06g0343100	MTR_1g114490	71.1255	66.8111
Os06g0343600	MTR_3g009510	34.8008	34.5114
Os06g0343600	MTR_6g033615	32.7044	33.913
Os06g0343600	MTR_6g033625	34.5912	35.3319
Os06g0343600	MTR_6g033660	34.1719	33.8877
Os06g0343600	MTR_6g033675	35.6394	35.2697
Os06g0343600	MTR_6g033725	32.2851	32.1503
Os06g0343900	MTR_3g075460	34.0176	13.4571
Os06g0343900	MTR_8g028030	34.0176	13.4259
Os06g0344900	MTR_2g078700	44.504	43.5696
Os06g0345200	MTR_2g090615	44.9782	49.1647
Os06g0345200	MTR_8g061360	48.9083	53.717
Os06g0348800	MTR_2g090675	41.3187	44.3396
Os06g0348800	MTR_4g078810	43.0769	46.2264
Os06g0349700	MTR_4g057645	10.397	39.5683
Os06g0349700	MTR_4g071710	40.0756	40.9266
Os06g0349700	MTR_4g471620	13.7996	35.7843
