Gene stable ID	Oryza brachyantha gene stable ID	%id. target Oryza brachyantha gene identical to query gene	%id. query gene identical to target Oryza brachyantha gene
Os04g0439900	OB04G20740	79.4872	96.6006
Os04g0440000	OB04G20750	71.7325	89.3939
Os04g0440100	OB04G20760	94.0828	93.1641
Os04g0441600	OB04G20810	52.3669	45.7364
Os04g0441800	OB04G20820	75.2864	83.1826
Os04g0441900	OB04G20850	88.2353	95.2381
Os04g0442000	OB04G20880	91.8276	91.8276
Os04g0442200	OB04G20910	90.6054	45.0675
Os04g0442200	OB11G22640	15.0313	57.1429
Os04g0442300	OB04G20920	93.5065	92.3077
Os04g0443000	OB04G20960	81.9103	73.6021
Os04g0443200	OB04G20970	78.7879	80.7453
Os04g0443300	OB04G20980	78.6	87.7232
Os04g0443500	OB04G20990	92.4198	91.6185
Os04g0443700	OB04G21000	72.9216	79.5337
Os04g0443750	OB04G21040	87.8307	47.1591
Os04g0443900	OB04G21060	94.3878	94.5486
Os04g0444300	OB04G21080	58.427	38.3764
Os04g0444600	OB04G21090	99.2941	99.2941
Os04g0444800	OB04G21110	76.9129	90.2477
Os04g0444900	OB04G21120	76.5625	76.5625
Os04g0445000	OB04G21130	93.3921	58.7258
Os04g0445200	OB04G21160	68.1818	75.5396
Os04g0445300	OB04G21170	32.8125	36.8421
Os04g0445400	OB04G21180	86.3636	85.5
Os04g0445700	OB04G21200	85.7143	97.0588
Os04g0445800	OB04G21210	98.4496	94.0741
Os04g0446000	OB04G21220	92.4528	24.6231
Os04g0446100	OB04G21230	65.6947	92.5121
Os04g0446200	OB04G21240	82.2581	51
Os04g0446300	OB04G21250	97.3958	96.3918
Os04g0446500	OB04G21270	84.1905	84.8369
Os04g0447100	OB04G21320	62.3116	84.4974
Os04g0447400	OB04G21330	94.4215	94.4215
Os04g0447500	OB04G21340	55.8559	86.9159
Os04g0447600	OB04G21360	81.7337	81.2308
Os04g0447700	OB04G21360	74.7899	82.1538
Os04g0447800	OB04G21380	60.4	92.3547
Os04g0447800	OB04G21390	92.2	91.1067
Os04g0447900	OB04G21400	37.0629	7.00132
Os04g0448100	OB04G21410	74.9064	50.6329
Os04g0448200	OB04G21430	85.5118	86.465
Os04g0448300	OB04G21440	79.5154	92.8021
Os04g0448500	OB04G21450	31.681	69.0141
Os04g0448600	OB04G21460	90.3743	90.3743
Os04g0448700	OB04G21470	66.8281	66.3462
Os04g0448800	OB04G21480	84.4444	68.4685
Os04g0448950	OB04G21500	57.8616	15.4622
Os04g0449000	OB04G21510	91.5584	92.7632
Os04g0449100	OB04G21530	38.2253	84.2105
Os04g0449100	OB04G21540	40.273	78.1457
Os04g0449400	OB04G21570	93.1034	47.6821
Os04g0449500	OB04G21590	95.1973	95.1973
Os04g0449900	OB04G21610	79.0698	98.0769
Os04g0450000	OB04G21630	49.2891	59.0909
Os04g0450100	OB04G21640	89.7959	91.2863
Os04g0450200	OB04G21650	92.4658	90.9091
Os04g0450300	OB04G21660	88.7906	78.5901
Os04g0450500	OB04G21690	81.2749	55.7377
Os04g0450600	OB04G21700	85.7143	86.5979
Os04g0450800	OB01G47170	49.3827	54.7945
Os04g0450825	OB03G29230	65.1786	50.3448
Os04g0450900	OB04G21730	88.5106	89.2704
Os04g0451100	OB04G21760	51.6509	83.908
Os04g0451200	OB04G21780	89.613	88.8889
Os04g0451700	OB04G21800	71.9101	46.3768
Os04g0452000	OB04G21810	95.4225	95.4225
Os04g0452100	OB04G21820	95.4286	93.0362
Os04g0452400	OB04G21840	99.7275	99.7275
Os04g0452500	OB04G21850	87.2267	84.2222
Os04g0452600	OB04G21860	61.5063	49
Os04g0452700	OB04G21880	91.6828	90.458
Os04g0453266	OB04G21900	83.8983	20.3704
Os04g0453300	OB04G21900	81.6092	29.2181
Os04g0453400	OB04G21910	96.2891	97.0472
Os04g0453950	OB05G21300	32.6087	41.2088
Os04g0454200	OB04G21940	82.0116	82.3301
Os04g0454250	OB04G21950	53.7572	55.6886
Os04g0455600	OB04G21960	94.7541	95.0658
Os04g0455700	OB04G21970	74.6667	73.0435
Os04g0455800	OB04G21980	75.9162	96.6667
Os04g0455900	OB04G21990	96.3211	75.7895
Os04g0456200	OB04G22010	79.3478	77.2487
Os04g0456300	OB04G22020	75.2577	30.2905
Os04g0456700	OB04G22030	84.456	84.8958
Os04g0457000	OB04G22050	97.2222	87.1886
Os04g0457100	OB04G22060	61.157	30.2041
Os04g0457200	OB04G22070	49.5327	89.3258
Os04g0457400	OB04G22080	33.5135	76.5432
Os04g0457500	OB04G22090	78.0488	89.9598
Os04g0457800	OB04G22110	93.4713	95.915
Os04g0458200	OB04G22120	88.0121	93.8511
Os04g0458250	OB02G29070	4.54545	4.43038
Os04g0458250	OB04G22130	12.3377	14.6154
Os04g0458300	OB04G22140	72.8947	40.3202
Os04g0458600	OB04G22150	92.5414	92.2865
Os04g0458800	OB04G22160	77.8846	80.198
Os04g0458900	OB04G22180	92.6056	92.6056
Os04g0459000	OB04G22190	99.0469	99.3625
Os04g0459500	OB04G22200	96.0199	96.2594
Os04g0459600	OB04G22210	92.0792	92.0792
Os04g0459700	OB04G22220	88.0309	88.716
Os04g0459800	OB04G22230	90.4632	90.5866
Os04g0459900	OB04G22240	86.5169	87.1041
Os04g0460200	OB04G22260	71.5447	88.4422
Os04g0460200	OB12G23630	31.3008	25.0814
Os04g0460300	OB04G22260	0	0
Os04g0460300	OB12G23630	0	0
Os04g0460400	OB0193G10040	96.1957	93.6508
Os04g0460500	OB04G22280	91.9643	91.5556
Os04g0460600	OB04G22290	90.0875	89.049
Os04g0461100	OB04G22310	89.071	46.9741
Os04g0461300	OB04G22330	88	27.5
Os04g0461800	OB04G22370	84.2737	84.5783
Os04g0462200	OB04G22390	72	73.0964
Os04g0462300	OB04G22400	60	89.4737
Os04g0462400	OB04G22410	90.0901	92.5926
Os04g0462500	OB04G22420	99.2366	99.2366
Os04g0462900	OB04G22430	58.4459	89.6373
Os04g0463200	OB04G22450	87.4587	89.527
Os04g0463400	OB04G22470	32.5397	44.3243
Os04g0463500	OB04G22480	79.8611	80.1394
Os04g0463600	OB04G22490	67.9558	73.8739
Os04g0463700	OB04G22510	85.0153	84.2424
Os04g0463800	OB04G22540	87.2229	86.4341
Os04g0464100	OB04G22550	78.8136	80.8696
Os04g0464200	OB04G22560	87.3267	93.6306
Os04g0464300	OB02G29440	76.6234	44.8669
Os04g0464500	OB04G22570	63.0225	80.3279
Os04g0464500	OB04G30910	42.7653	82.6087
Os04g0464600	OB04G22580	42.5982	39.8305
Os04g0464800	OB04G22600	74.2124	48.8104
Os04g0464966	OB04G22610	56	58.4615
Os04g0465000	OB04G22620	80.9249	79.7721
Os04g0465100	OB04G22630	85.3731	91.9614
Os04g0465300	OB04G22650	76.1905	74.7664
Os04g0465432	OB04G22670	51.4589	84.3478
Os04g0465500	OB04G22680	72.4684	72.0126
Os04g0465600	OB04G22690	92.3567	94.7712
Os04g0465700	OB04G22710	76.9231	30.8839
Os04g0465800	OB04G22720	54.8701	63.7736
Os04g0465900	OB04G22730	73.8007	66.2252
Os04g0466000	OB04G22740	85.8974	80.7229
Os04g0466100	OB04G22750	95.4023	47.0255
Os04g0466600	OB04G22760	93.4211	93.4211
Os04g0466700	OB04G22770	89.6089	87.0793
Os04g0467000	OB04G22780	53.1469	58.0153
Os04g0467100	OB04G22790	73.9065	78.5256
Os04g0467300	OB04G22810	60.7438	62.1564
Os04g0467400	OB04G22820	48.7923	15.5146
Os04g0467901	OB04G22830	93.4066	32.0755
Os04g0468600	OB04G22860	58.7065	59.8985
Os04g0469000	OB04G22550	70.4918	74.7826
Os04g0469300	OB04G22870	65.1515	69.9187
Os04g0469400	OB04G22880	89.0274	37.4607
Os04g0469500	OB04G22890	41.0678	97.561
Os04g0469800	OB04G22900	97.7083	97.5052
Os04g0470100	OB04G22920	94.3128	94.7619
Os04g0470150	OB04G22940	71.0526	96.4286
Os04g0470300	OB04G22960	83.8565	83.4821
Os04g0470500	OB04G22990	89.7629	88.9007
Os04g0470700	OB04G23010	67.5966	96.3303
Os04g0471000	OB04G23030	34.8214	46.5394
Os04g0471300	OB04G23040	79.4702	47.5248
Os04g0471400	OB04G23050	86.5214	86.243
Os04g0471700	OB04G23060	30.3607	56.3197
Os04g0472200	OB04G23080	79.4677	81.6406
Os04g0472300	OB04G23090	93.3784	92.7517
Os04g0472400	OB04G23120	73.6842	10.2489
Os04g0472500	OB04G23130	80.1833	80.5524
Os04g0472700	OB04G23150	62.3729	85.9813
Os04g0472900	OB04G23170	70.5263	82.0408
Os04g0473025	OB05G25860	0	0
Os04g0473150	OB08G16850	38.5185	86.6667
Os04g0473400	OB04G23180	94.1441	88.9362
Os04g0473800	OB04G23190	74.7899	83.1776
Os04g0473900	OB04G23200	90.3388	88.1633
Os04g0474500	OB04G23210	81.9113	45.4545
Os04g0474700	OB04G23210	69.4767	45.2652
Os04g0474800	OB04G23230	86.445	66.0156
Os04g0474900	OB04G23240	92.2925	92.6587
Os04g0475200	OB04G23250	88.8889	88.7781
Os04g0475250	OB04G23270	68.7719	59.0361
Os04g0475300	OB04G23280	85.2273	87.7193
Os04g0475400	OB04G23290	42.5532	51.9481
Os04g0475500	OB04G23310	92.5439	85.4251
Os04g0475600	OB04G23320	66	93.3962
Os04g0476000	OB04G23330	52.7559	98.0488
Os04g0476100	OB04G23350	98.0695	68.7415
Os04g0476400	OB04G23360	73.1481	28.0142
Os04g0476500	OB04G23370	96.0149	96.0149
Os04g0476600	OB04G23380	90.625	67.2928
Os04g0476700	OB04G23390	95.2029	74.5665
Os04g0476700	OB07G18380	61.2546	87.3684
Os04g0476800	OB04G23400	57.4347	57.5
Os04g0477000	OB04G23410	76.236	85.3571
Os04g0477200	OB04G23420	85.0549	91.4894
Os04g0477300	OB04G23430	65.3846	55.7377
Os04g0477500	OB04G23450	92.268	91.7949
Os04g0479000	OB04G23460	90.9474	91.7197
Os04g0479100	OB04G23470	87.4384	87.2236
Os04g0479200	OB04G23490	96.5147	94.4882
Os04g0479300	OB04G23500	86.0806	83.6299
Os04g0480100	OB04G23510	75.9398	92.0273
Os04g0480300	OB04G23530	88.75	89.7112
Os04g0480400	OB04G23540	41.8182	84.5588
Os04g0480600	OB04G23550	68.3794	41.3876
Os04g0480650	OB04G23550	47.8673	24.1627
Os04g0480700	OB04G23550	66.5362	81.3397
Os04g0481000	OB04G23560	68.8442	57.4423
Os04g0481050	OB04G23580	48.5772	34.2407
Os04g0481100	OB04G23590	78.0161	80.9458
Os04g0481200	OB04G23570	47.5954	91.6933
Os04g0481300	OB04G23600	60.8209	93.1429
Os04g0481400	OB04G23610	82.1678	84.8375
Os04g0481500	OB04G23620	85.5856	86.3636
Os04g0481700	OB04G23650	71.3433	55.1326
Os04g0481800	OB04G23660	68.1948	75.3165
Os04g0482000	OB04G23670	39.5722	91.358
Os04g0482100	OB04G23670	34.7368	81.4815
Os04g0482300	OB04G23680	49.5775	88
Os04g0482600	OB04G23700	88.8889	91.4286
Os04g0482700	OB04G23710	77.561	77.561
Os04g0482800	OB04G23740	90.0151	82.41
Os04g0482900	OB04G23750	91.2	92.6829
Os04g0483200	OB04G23810	92.517	92.517
Os04g0483400	OB04G23800	76.399	44.8892
Os04g0483500	OB04G23780	75.1572	94.0945
Os04g0483500	OB04G23790	75.1572	94.0945
Os04g0483600	OB04G23770	92.7492	87.5892
Os04g0484800	OB04G23860	94.0972	94.2063
Os04g0484900	OB04G23870	78.534	98.9011
Os04g0485000	OB04G23880	97.1722	97.1722
Os04g0485100	OB04G23890	95.8743	96.2525
Os04g0485200	OB04G23910	76.1745	81.0714
Os04g0485300	OB04G23920	97.2277	96.6535
Os04g0485400	OB04G23930	82.4022	88.5886
Os04g0485700	OB04G23950	93.6508	23.1373
Os04g0485800	OB04G23960	86.9757	86.9757
Os04g0486400	OB04G23970	75.3247	93.2476
Os04g0486500	OB04G23980	99.0338	99.0338
Os04g0486600	OB04G23990	97.9229	97.9229
Os04g0486800	OB04G24010	77.6458	94.4809
Os04g0486900	OB04G24040	79.7386	96.063
Os04g0486950	OB04G24050	76.1905	92.3077
Os04g0487100	OB04G24060	90.4762	91.5663
Os04g0487200	OB04G24070	88.2637	91.806
Os04g0487300	OB04G24080	73.0539	64.8936
Os04g0488000	OB04G24090	94.0845	80
Os04g0488100	OB04G24100	77.5701	75.651
Os04g0488200	OB04G24110	90.2381	63.9123
Os04g0488400	OB04G24120	98.2759	98.2759
Os04g0488500	OB04G24130	91.3858	89.8159
Os04g0488600	OB04G24140	85.5491	95.4839
Os04g0488700	OB04G24150	72.5108	91.0326
Os04g0489100	OB04G24160	79.6954	87.4652
Os04g0489600	OB04G24170	73.9837	93.1741
Os04g0489800	OB04G24180	83.625	82.6947
Os04g0490100	OB04G24190	92.1136	52.9946
Os04g0490300	OB04G24200	93.6508	15.7124
Os04g0490400	OB04G24210	96.9231	96.9231
Os04g0490600	OB04G24230	93.1741	67.4074
Os04g0490700	OB04G24240	86.6667	87.5957
Os04g0490800	OB04G24250	84.9315	84.9315
Os04g0490900	OB04G24260	56.25	38.1696
Os04g0491100	OB01G37700	84.0959	84.6491
Os04g0491200	OB04G24270	44.1221	51.3321
Os04g0491350	OB04G24270	1.07527	0.888099
Os04g0491500	OB04G24270	15.7989	15.6306
Os04g0491700	OB04G24300	95.8498	95.8498
Os04g0492100	OB04G24310	95.9746	97.6293
Os04g0492300	OB04G24330	94.2878	93.8805
Os04g0492400	OB04G24350	95.6647	95.6647
Os04g0492800	OB04G24370	87.2449	64.7727
Os04g0492900	OB04G24380	86.2213	86.2213
Os04g0493000	OB04G24390	76.6304	77.0492
Os04g0493100	OB04G24400	96.1538	84.7458
Os04g0493300	OB04G24410	64.4172	81.0811
Os04g0493400	OB04G24430	82.0961	69.1176
Os04g0494100	OB04G24430	80.2083	84.9265
Os04g0494600	OB04G24440	89.3899	88.9182
Os04g0494800	OB04G24460	76.781	88.4498
Os04g0494900	OB04G24460	72.9443	83.5866
Os04g0494950	OB04G24460	0	0
Os04g0495000	OB04G24460	58.1769	65.9574
Os04g0495300	OB04G24500	50.6173	44.086
Os04g0495400	OB04G24510	92.3885	92.876
Os04g0495800	OB04G24560	85.5769	85.6684
Os04g0496000	OB04G24570	89.4366	77.9141
Os04g0496150	OB04G24570	10.0629	9.81595
Os04g0496300	OB04G24580	50.2591	94.1748
Os04g0496400	OB04G24590	91.8067	91.8067
Os04g0496800	OB04G24610	93.2271	92.9801
Os04g0497000	OB04G24620	89.5652	89.5652
Os04g0497200	OB04G24640	92.1348	89.8279
Os04g0497350	OB12G20870	79.2929	58.5821
Os04g0497400	OB04G24650	91.8552	89.823
Os04g0497600	OB04G24660	86.2069	84.8416
Os04g0497700	OB04G24680	37.2372	80
Os04g0497900	OB04G24690	84.8726	86.246
Os04g0498000	OB04G24710	82.4561	27.0115
Os04g0498200	OB04G24730	96.1039	60.1626
Os04g0498600	OB04G24740	94.7236	84.5291
Os04g0498700	OB04G24750	37.5984	67.4912
Os04g0498725	OB04G24770	12.6214	78
Os04g0498800	OB04G24780	87.0242	95.0851
Os04g0498900	OB04G24790	85.2761	87.4214
Os04g0499100	OB04G24800	87.2865	86.7924
Os04g0499200	OB04G24810	62.7273	66.9903
Os04g0499300	OB01G32980	10.794	78.3784
Os04g0499300	OB03G33290	8.80893	78.022
Os04g0499300	OB06G14590	17.3697	47.4576
Os04g0499300	OB09G11250	8.68486	82.3529
Os04g0500200	OB04G24830	0.869565	1.21951
Os04g0500300	OB04G24840	39.4737	41.958
Os04g0500400	OB04G24840	35.3333	37.0629
Os04g0500700	OB04G24860	95.4751	95.9091
Os04g0500900	OB01G41750	56.4014	46.1756
Os04g0501000	OB03G26660	99.3421	77.8351
Os04g0501000	OB07G15510	99.3421	99.3421
Os04g0501500	OB04G24890	62.5551	96.2712
Os04g0501600	OB04G24910	61.7021	73.8331
Os04g0501700	OB04G24920	92.6864	92.9478
Os04g0501800	OB04G24930	44.898	94.6237
Os04g0502200	OB04G24950	95.7035	96.4346
Os04g0502800	OB04G24960	92.7434	95.2727
Os04g0502900	OB04G24970	73.7288	93.0481
Os04g0503500	OB04G24980	95.8692	95.8692
Os04g0503700	OB04G25000	83.2998	81.8182
Os04g0503800	OB04G25010	90.5983	78.5185
Os04g0504000	OB04G25020	84.0909	69.8113
Os04g0504200	OB04G25040	50.5376	84.6847
Os04g0504500	OB04G25060	86.9301	89.9371
Os04g0504600	OB04G25070	83.3002	94.7964
Os04g0504700	OB04G25080	58.7209	56.9014
Os04g0505000	OB04G25090	79.6272	82.3691
Os04g0505200	OB04G25100	79.9559	87.6812
Os04g0505400	OB04G25130	60.8229	93.1507
Os04g0505700	OB04G25160	90.8434	56.8627
Os04g0506000	OB04G25170	81.4433	82.9832
Os04g0506300	OB04G25210	89.604	90.7268
Os04g0506500	OB04G19550	30.5882	47.2727
Os04g0506800	OB04G25240	35.4167	91.2752
Os04g0507000	OB04G25250	87.0141	89.3019
Os04g0507100	OB04G25260	71.8182	34.6999
Os04g0507500	OB04G25270	95.2077	41.3315
Os04g0507700	OB04G25280	93.4783	74.4589
Os04g0507800	OB04G25290	76.8293	24.8032
Os04g0507900	OB04G25300	89.9135	88.3853
Os04g0508000	OB04G25320	60.6188	79.3738
Os04g0508100	OB04G25330	94.3662	94.3662
Os04g0508200	OB04G25340	80.3347	97.2152
Os04g0508300	OB04G25350	90.1786	79.5276
Os04g0508500	OB04G25360	84.3416	80.339
Os04g0508600	OB04G25370	90.8889	92.3251
Os04g0508751	OB03G12870	84.6847	18.0077
Os04g0508800	OB04G25380	77.1186	88.6364
Os04g0508900	OB04G25390	82.8283	94.6882
Os04g0509000	OB04G25400	75.0769	32.4468
Os04g0509100	OB04G25410	87.7347	79.8405
Os04g0509200	OB04G25420	85.9031	86.6667
Os04g0509300	OB04G25430	89.318	90.6307
Os04g0509400	OB04G25440	87.156	84.8214
Os04g0509600	OB04G25450	97.7912	97.7912
Os04g0510200	OB02G43650	86.9452	65.6805
Os04g0510300	OB02G43650	0	0
Os04g0510400	OB04G25500	87.5	87.8166
Os04g0510500	OB04G25510	77.2727	82.2581
Os04g0510600	OB04G25520	79.0614	79.927
Os04g0510700	OB04G25530	87.5576	87.7598
Os04g0510900	OB04G25550	78.7097	85.3147
Os04g0511200	OB04G25560	90.5738	90.9465
Os04g0511400	OB04G25570	91.9105	91.4384
Os04g0511600	OB04G25580	74.6575	78.5303
Os04g0511700	OB04G25590	79.5259	77.521
Os04g0512200	OB04G25600	79.2453	13.6143
Os04g0512250	OB04G25610	67.9487	71.6216
Os04g0512300	OB04G25620	90.2174	89.7297
Os04g0512400	OB04G25630	90.62	90.4762
Os04g0512500	OB04G25650	77.0992	76.5152
Os04g0513000	OB04G25660	74.2515	76.0736
Os04g0513301	OB02G31400	31.2	39.5939
Os04g0513301	OB12G16460	24.8	52.1008
Os04g0513400	OB04G25670	79.1045	38.6157
Os04g0513400	OB04G25680	82.4627	42.6641
Os04g0513700	OB04G25690	56.2982	43.1953
Os04g0513900	OB04G25700	49.8024	31.5
Os04g0514400	OB04G25710	72.2071	75.9312
Os04g0514500	OB04G25720	88.705	88.9648
Os04g0514600	OB04G25730	81.2308	27.1326
Os04g0514800	OB04G25740	94.0529	94.2605
Os04g0515300	OB04G25750	65.6716	95.6522
Os04g0515400	OB04G25770	83.9416	82.1429
Os04g0515900	OB04G25790	90.2878	90.2878
Os04g0516200	OB04G25800	96.5347	97.99
Os04g0516600	OB04G25820	95.4301	95.4301
Os04g0516900	OB04G25840	34.4828	69.3878
Os04g0517000	OB04G25850	86.5922	81.1518
Os04g0517300	OB04G25870	94.0639	95.1501
Os04g0517400	OB04G25880	86.4865	47.4954
Os04g0517700	OB09G20110	54.8673	49.0119
Os04g0517900	OB04G25910	91.4729	94.4
Os04g0518000	OB04G25920	95.3488	95.3488
Os04g0518100	OB04G25930	97.0297	97.0297
Os04g0518400	OB04G25950	87.6751	85.7534
Os04g0518650	OB04G25970	58.0645	65.0602
Os04g0518800	OB04G25980	96.8	96.0317
Os04g0519200	OB03G27480	51.3308	33.0882
Os04g0519700	OB04G25990	75	46.7409
Os04g0519900	OB04G26000	91.7051	21.9163
Os04g0519925	OB04G26000	90.2821	31.7181
Os04g0520000	OB01G26270	92.6984	91.536
Os04g0520700	OB04G26030	68.9655	93.75
Os04g0520900	OB04G26040	87.931	88.5033
Os04g0521300	OB04G26070	87.6404	47.8528
Os04g0521600	OB04G26080	74.9676	74.677
Os04g0521700	OB04G26090	47.1338	91.358
Os04g0521800	OB04G26100	93.662	94.7743
Os04g0522100	OB04G26120	85.1852	83.1325
Os04g0522500	OB04G26130	86.3129	88.0342
Os04g0523000	OB04G26140	61.6216	71.25
Os04g0523100	OB04G26150	90.1024	89.7959
Os04g0523500	OB04G26170	34.0226	69.3487
Os04g0523600	OB04G26190	87.6494	89.9796
Os04g0524300	OB04G26220	99.2537	99.2537
Os04g0524400	OB04G26240	87.9699	90
Os04g0524500	OB04G26250	90.779	86.7781
Os04g0524600	OB04G26270	93.4028	85.1266
Os04g0524800	OB04G26280	71.0744	81.1321
Os04g0524900	OB04G26290	82.8652	93.3544
Os04g0525000	OB04G26300	70.6107	44.7942
Os04g0525600	OB04G26320	33.9806	99.0566
Os04g0525700	OB04G26330	80.4651	69.0619
Os04g0525800	OB04G26340	54.6341	52.3364
Os04g0525900	OB04G26350	94.0678	73.1466
Os04g0526300	OB04G26370	87.2832	89.0855
Os04g0526600	OB04G26380	88.5	65.5556
Os04g0526800	OB04G26390	93.5622	92.766
Os04g0527000	OB04G26410	92.093	91.6667
Os04g0527400	OB04G26420	94.1889	91.9622
Os04g0527500	OB04G26430	87.9032	28.6842
Os04g0527700	OB04G26440	95.3642	95.3642
Os04g0527800	OB04G26450	92.0118	92.2849
Os04g0527900	OB04G26460	91.3208	89.2989
Os04g0528000	OB04G26480	77.7778	24.3671
Os04g0528100	OB04G26490	87.4016	86.0465
Os04g0528200	OB04G26510	75.3247	85.2941
Os04g0528300	OB04G26520	98.8748	99.0141
Os04g0528400	OB04G26530	97.2393	97.8395
Os04g0528600	OB04G26540	79.052	78.3333
Os04g0528800	OB04G26550	62.8049	50.9901
Os04g0529100	OB04G26560	82.7586	68.8742
Os04g0529400	OB04G26580	88.6792	47.8372
Os04g0529700	OB04G26600	80.819	84.8416
Os04g0529800	OB04G26610	91.2046	89.3258
Os04g0530000	OB04G26620	75	52.1739
Os04g0530100	OB02G32810	22.6006	27.6515
Os04g0530300	OB04G26640	87.9552	88.9518
Os04g0530400	OB04G26650	94.6203	94.6203
Os04g0530500	OB04G26660	92.0949	86.2963
Os04g0530600	OB04G26670	86.6667	83.871
Os04g0530700	OB04G26680	87.013	91.4052
Os04g0530900	OB04G26690	70.6745	96.7871
Os04g0531100	OB04G26700	97.2222	97.2222
Os04g0531200	OB04G26710	75.5102	71.8447
Os04g0531300	OB04G26720	96.2382	95.9375
Os04g0531400	OB04G26730	95.283	89.911
Os04g0531500	OB04G26750	86.8207	65.4713
Os04g0531900	OB04G26760	81.4332	76.4526
Os04g0532100	OB04G26770	88.6731	60.0877
Os04g0532400	OB04G26760	79.1531	74.3119
Os04g0532500	OB04G26780	97.0149	97.5
Os04g0532800	OB04G26810	91.9414	91.6058
Os04g0533000	OB04G26840	92.1687	92.915
Os04g0533300	OB04G26870	72.2488	74.7525
Os04g0533500	OB04G26890	96.6102	85.7143
Os04g0533900	OB04G26900	93.9759	90.6977
Os04g0534000	OB04G26910	84.4488	84.2829
Os04g0534100	OB04G26920	83.105	68.4211
Os04g0534200	OB04G26930	89.071	25.0769
Os04g0534300	OB04G26940	80.9028	81.4685
Os04g0534400	OB04G26950	90	50.1114
Os04g0534500	OB04G26960	91.0714	91.0714
Os04g0534600	OB04G26970	95.045	95.045
Os04g0535000	OB10G24430	40.1408	10.8159
Os04g0535200	OB04G26990	43.4959	58.1522
Os04g0535600	OB04G27000	76.8293	87.0466
Os04g0536300	OB04G27010	95.8647	94.4444
Os04g0536500	OB04G27030	91.9753	44.8795
Os04g0537100	OB04G27050	89.2216	91.9753
Os04g0537800	OB04G27080	93.1159	86.532
Os04g0537900	OB04G27090	93.7626	93.2
Os04g0538000	OB04G27100	86.1615	91.115
Os04g0538100	OB04G27110	98.4456	54.2083
Os04g0538166	OB04G27110	88.6525	17.8317
Os04g0538300	OB04G27120	98.0952	51.2438
Os04g0538400	OB04G27130	70.4453	68.2353
Os04g0538700	OB04G27140	80.5769	68.0195
Os04g0538800	OB04G27150	91.6402	92.0298
Os04g0538900	OB04G27160	67.5556	86.8571
Os04g0539000	OB04G27170	83.1818	85.514
Os04g0539100	OB04G27180	82.7795	80.5882
Os04g0539500	OB04G27190	87.1795	79.4393
Os04g0539601	OB04G27200	77.9006	80.1136
Os04g0539800	OB04G27210	95.393	95.6522
Os04g0540200	OB04G27220	90.8	92.6531
Os04g0540600	OB04G27250	95.7916	96.1771
Os04g0540900	OB04G27260	90.5817	90.8333
Os04g0541100	OB04G27270	90.9091	78.125
Os04g0541500	OB04G27290	95.0535	95.0535
Os04g0541700	OB04G27300	82.971	91.2351
Os04g0541900	OB04G27310	40.2516	88.8889
Os04g0542200	OB04G27320	83.6364	96.2963
Os04g0542800	OB04G27330	71.2593	93.9453
Os04g0542900	OB04G27340	82.0809	91.8103
Os04g0543000	OB04G27350	77.5109	64.663
Os04g0543033	OB09G24140	41.7808	41.4966
Os04g0543200	OB04G27360	95.0904	94.8454
Os04g0543500	OB04G27370	96.4286	29.5082
Os04g0543600	OB04G27380	41.8919	48.062
Os04g0543700	OB04G27390	72.8834	87.0968
Os04g0543900	OB04G27410	96.837	96.837
Os04g0544100	OB04G27440	81.2128	83.5985
Os04g0544200	OB04G27450	88.6792	87.4419
Os04g0544400	OB04G27460	92.3679	92.3679
Os04g0544500	OB04G27470	88.8889	88.8889
Os04g0544900	OB04G27490	93.3602	89.9225
Os04g0545100	OB04G27520	82.7068	92.437
Os04g0545200	OB04G27530	69.6203	92.1788
Os04g0545300	OB04G27540	47.4403	84.2424
Os04g0545400	OB04G27560	51.3514	53.0726
Os04g0545600	OB04G27570	53.9267	76.2963
Os04g0545700	OB04G27590	63.1854	59.901
Os04g0546100	OB04G27620	92.1182	92.1182
Os04g0546300	OB04G27640	95.5396	95.8153
Os04g0546800	OB02G33650	36.1635	60.5263
Os04g0546800	OB04G27660	36.1635	37.3377
Os04g0547600	OB04G27680	67.3781	66.1677
Os04g0547900	OB04G27700	60.0543	96.087
Os04g0548000	OB04G27710	92.7536	92.3077
Os04g0548300	OB04G27740	92.511	9.72222
Os04g0548400	OB04G27750	96.6667	68.7204
Os04g0548500	OB04G27760	48.8506	21.3568
Os04g0548700	OB04G27770	91.9028	94.5833
Os04g0549300	OB04G27790	86.3049	85.641
Os04g0549400	OB04G27800	78.2178	65.2893
Os04g0549800	OB04G27840	48.1781	45.2471
Os04g0550400	OB04G27870	90.9502	91.0532
Os04g0550500	OB04G27880	91.2536	91.7889
Os04g0550600	OB04G27900	86.3711	86.6557
Os04g0550700	OB04G27910	65.0538	79.3443
Os04g0550800	OB04G27920	45.7249	67.5824
Os04g0550900	OB04G27930	86.6197	47.4903
Os04g0551200	OB04G27940	90.625	90.3683
Os04g0551300	OB04G27950	94.5338	58.9178
Os04g0551500	OB04G27960	65.8333	90.1141
Os04g0551600	OB04G27970	85.4839	86.8852
Os04g0551700	OB04G27980	69.3023	36.0775
Os04g0551800	OB04G27990	98.7156	98.7156
Os04g0552000	OB04G28000	93.1818	93.1818
Os04g0552200	OB04G28010	86.9091	82.1306
Os04g0552300	OB04G28020	91.7051	88.4444
Os04g0552400	OB04G28030	45.4386	52.7495
Os04g0552700	OB04G28040	90.0322	89.4569
