Gene stable ID	Helianthus annuus gene stable ID	%id. target Helianthus annuus gene identical to query gene	%id. query gene identical to target Helianthus annuus gene
Os03g0762300	HannXRQ_Chr14g0441921	50	51.0703
Os03g0762300	HannXRQ_Chr17g0550071	45.509	46.6258
Os03g0762400	HannXRQ_Chr07g0190001	65.4321	64.4377
Os03g0762400	HannXRQ_Chr10g0308721	56.7901	57.8616
Os03g0762400	HannXRQ_Chr10g0309071	56.1728	57.0533
Os03g0762400	HannXRQ_Chr12g0358361	57.716	58.805
Os03g0762400	HannXRQ_Chr12g0358371	57.4074	55.6886
Os03g0762400	HannXRQ_Chr14g0441921	64.8148	64.2202
Os03g0762400	HannXRQ_Chr17g0550071	53.3951	53.0675
Os03g0762700	HannXRQ_Chr03g0070011	34.3234	30.9524
Os03g0762700	HannXRQ_Chr07g0189991	31.6832	31.8937
Os03g0762700	HannXRQ_Chr10g0280571	21.1221	32.1608
Os03g0762700	HannXRQ_Chr10g0292801	27.7228	30.1075
Os03g0762700	HannXRQ_Chr12g0373181	34.6535	32.9154
Os03g0762700	HannXRQ_Chr14g0441931	33.0033	34.1297
Os03g0762900	HannXRQ_Chr01g0027961	28.2927	31.7518
Os03g0762900	HannXRQ_Chr03g0069951	36.5854	35.4331
Os03g0762900	HannXRQ_Chr04g0128581	31.7073	33.3333
Os03g0762900	HannXRQ_Chr09g0266591	33.1707	32.7448
Os03g0762900	HannXRQ_Chr16g0509061	34.4715	34.584
Os03g0764000	HannXRQ_Chr12g0376391	53.5109	54.0342
Os03g0764000	HannXRQ_Chr14g0449501	53.0266	53.0266
Os03g0764000	HannXRQ_Chr15g0472701	54.9637	55.5012
Os03g0764100	HannXRQ_Chr02g0039141	31.2268	28.866
Os03g0764100	HannXRQ_Chr03g0069921	35.316	36.5385
Os03g0764100	HannXRQ_Chr03g0075431	30.855	30.855
Os03g0764100	HannXRQ_Chr04g0128601	32.342	44.1624
Os03g0764100	HannXRQ_Chr09g0266611	31.9703	39.8148
Os03g0764100	HannXRQ_Chr10g0281541	36.0595	40.0826
Os03g0764100	HannXRQ_Chr16g0509251	32.342	41.6268
Os03g0764300	HannXRQ_Chr09g0268141	35.9073	42.5954
Os03g0764300	HannXRQ_Chr12g0378361	30.7593	50.1048
Os03g0764300	HannXRQ_Chr12g0378421	28.7001	52.5943
Os03g0764300	HannXRQ_Chr15g0473801	33.7194	49.0637
Os03g0764300	HannXRQ_Chr16g0508121	35.0064	40.6577
Os03g0764450	HannXRQ_Chr10g0303211	26.9474	39.6285
Os03g0764450	HannXRQ_Chr12g0378341	29.6842	44.4795
Os03g0764450	HannXRQ_Chr15g0473831	29.8947	46.1039
Os03g0764600	HannXRQ_Chr03g0072181	31.6092	29.7297
Os03g0764600	HannXRQ_Chr10g0303201	34.7701	31.7585
Os03g0764600	HannXRQ_Chr12g0374531	34.7701	30.3258
Os03g0764600	HannXRQ_Chr16g0505181	32.1839	32.7485
Os03g0764800	HannXRQ_Chr03g0072171	75.7412	79.1549
Os03g0764800	HannXRQ_Chr12g0378331	73.8544	76.1111
Os03g0764800	HannXRQ_Chr14g0430721	77.628	80.6723
Os03g0764800	HannXRQ_Chr15g0489471	76.8194	80.2817
Os03g0764800	HannXRQ_Chr16g0505201	81.9407	83.9779
Os03g0764900	HannXRQ_Chr15g0483071	16.4345	19.4719
Os03g0765000	HannXRQ_Chr01g0000491	60.8414	67.6259
Os03g0765000	HannXRQ_Chr04g0108011	61.165	67.9856
Os03g0765100	HannXRQ_Chr16g0508101	32.1267	18.1122
Os03g0765200	HannXRQ_Chr02g0046581	36.8085	48.7324
Os03g0765200	HannXRQ_Chr04g0104241	34.2553	50.7886
Os03g0765400	HannXRQ_Chr04g0123741	41.0405	29.3996
Os03g0765500	HannXRQ_Chr16g0505251	28.7958	27.5
Os03g0765800	HannXRQ_Chr07g0199981	46.738	57.0496
Os03g0765800	HannXRQ_Chr09g0264431	60	61.8523
Os03g0765800	HannXRQ_Chr12g0378261	48.3422	58.7013
Os03g0765800	HannXRQ_Chr12g0378271	52.8342	59.9515
Os03g0765800	HannXRQ_Chr14g0447951	44.385	53.4794
Os03g0765800	HannXRQ_Chr15g0489681	58.8235	60.4396
Os03g0765900	HannXRQ_Chr04g0128391	48.3051	46.7213
Os03g0765900	HannXRQ_Chr16g0506081	44.0678	43.3333
Os03g0766000	HannXRQ_Chr02g0046441	82.3789	82.0175
Os03g0766500	HannXRQ_Chr09g0268631	27.551	32.1429
Os03g0766500	HannXRQ_Chr16g0508091	25.7653	29.8817
Os03g0766900	HannXRQ_Chr10g0307581	60.4982	60.4982
Os03g0767000	HannXRQ_Chr04g0104381	39.6484	58.3333
Os03g0767000	HannXRQ_Chr09g0268351	28.5156	50.1718
Os03g0767000	HannXRQ_Chr09g0268361	52.5391	56.2761
Os03g0767500	HannXRQ_Chr12g0378471	62.5954	65.3386
Os03g0767600	HannXRQ_Chr12g0378451	44.5095	50.4983
Os03g0767600	HannXRQ_Chr15g0489611	47.877	51.014
Os03g0767700	HannXRQ_Chr13g0387391	20.6081	62.2449
Os03g0767800	HannXRQ_Chr04g0101111	60	62.069
Os03g0767800	HannXRQ_Chr16g0504881	60	60.5769
Os03g0767900	HannXRQ_Chr02g0035551	53.8462	53.1646
Os03g0767900	HannXRQ_Chr09g0264361	57.6923	56.962
Os03g0767900	HannXRQ_Chr12g0378441	54.4872	53.7975
Os03g0767900	HannXRQ_Chr16g0506131	57.6923	59.2105
Os03g0768900	HannXRQ_Chr02g0035581	30.1136	40.7692
Os03g0768900	HannXRQ_Chr04g0128471	32.3864	34.1317
Os03g0768900	HannXRQ_Chr04g0128491	30.1136	30.4598
Os03g0768900	HannXRQ_Chr07g0200281	28.9773	34.6939
Os03g0768900	HannXRQ_Chr09g0264351	30.1136	35.5705
Os03g0768900	HannXRQ_Chr11g0327351	31.25	34.1615
Os03g0768900	HannXRQ_Chr12g0378431	31.8182	33.7349
Os03g0768900	HannXRQ_Chr14g0447901	32.9545	37.9085
Os03g0768900	HannXRQ_Chr15g0472981	26.1364	40
Os03g0769000	HannXRQ_Chr03g0074391	34.1317	40.0703
Os03g0769000	HannXRQ_Chr09g0264331	41.018	46.9178
Os03g0769000	HannXRQ_Chr10g0307131	33.2335	43.0233
Os03g0769000	HannXRQ_Chr11g0327341	37.7246	44.7602
Os03g0769050	HannXRQ_Chr09g0262371	38.3117	67.0455
Os03g0769050	HannXRQ_Chr09g0268401	54.329	49.1194
Os03g0769050	HannXRQ_Chr16g0507941	52.1645	49.4867
Os03g0769100	HannXRQ_Chr05g0152001	57.3991	60.3774
Os03g0769400	HannXRQ_Chr02g0035601	28.9272	50.8418
Os03g0769400	HannXRQ_Chr09g0265131	58.2375	56.0886
Os03g0769500	HannXRQ_Chr09g0265091	31.3514	29.8969
Os03g0769600	HannXRQ_Chr01g0011551	63.6525	67.3546
Os03g0769800	HannXRQ_Chr01g0018141	4.13223	5.81395
Os03g0769800	HannXRQ_Chr12g0373251	1.65289	4.70588
Os03g0769800	HannXRQ_Chr14g0427361	2.47934	9.83607
Os03g0769900	HannXRQ_Chr08g0233241	39.2371	38.4
Os03g0769900	HannXRQ_Chr10g0295341	22.6158	31.3208
Os03g0769900	HannXRQ_Chr12g0376291	19.346	43.5583
Os03g0770800	HannXRQ_Chr08g0226351	72.651	63.0277
Os03g0770900	HannXRQ_Chr05g0136851	24.4037	21.28
Os03g0771500	HannXRQ_Chr05g0163601	42.8571	40.2235
Os03g0772100	HannXRQ_Chr05g0163601	30.7692	35.7542
Os03g0772600	HannXRQ_Chr05g0136971	42.766	30.2256
Os03g0772600	HannXRQ_Chr13g0406891	42.9787	29.2754
Os03g0772800	HannXRQ_Chr07g0203771	64.2857	63
Os03g0772800	HannXRQ_Chr09g0263081	65.3061	64
Os03g0772800	HannXRQ_Chr14g0447621	67.3469	66
Os03g0773100	HannXRQ_Chr17g0568771	40.7643	59.8131
Os03g0773150	HannXRQ_Chr03g0069971	89.2857	89.2857
Os03g0773150	HannXRQ_Chr04g0094531	85.7143	85.7143
Os03g0773150	HannXRQ_Chr09g0277011	89.2857	89.2857
Os03g0773150	HannXRQ_Chr16g0509051	91.0714	91.0714
Os03g0773300	HannXRQ_Chr04g0128011	39.4737	33.1126
Os03g0773300	HannXRQ_Chr09g0268941	41.7105	36.7749
Os03g0773300	HannXRQ_Chr10g0307041	35.1316	34.5407
Os03g0773300	HannXRQ_Chr16g0505651	36.7105	33.3732
Os03g0773300	HannXRQ_Chr16g0508511	40.5263	37.0192
Os03g0773600	HannXRQ_Chr09g0263031	64.7619	65.2949
Os03g0773700	HannXRQ_Chr12g0377181	73.3333	63.7525
Os03g0773700	HannXRQ_Chr14g0447611	71.9774	62.0253
Os03g0773800	HannXRQ_Chr12g0377171	78.2486	77.3743
Os03g0773800	HannXRQ_Chr13g0410501	24.8588	83.0189
Os03g0773800	HannXRQ_Chr14g0445181	77.9661	78.4091
Os03g0774200	HannXRQ_Chr05g0152721	81.6143	79.8246
Os03g0774200	HannXRQ_Chr16g0505671	80.2691	78.8546
Os03g0774300	HannXRQ_Chr02g0039761	60.8084	60.1739
Os03g0774300	HannXRQ_Chr04g0105681	57.8207	65.0198
Os03g0774300	HannXRQ_Chr04g0105691	56.7663	30.2152
Os03g0774300	HannXRQ_Chr05g0153601	62.9174	66.9159
Os03g0774400	HannXRQ_Chr16g0508501	41.9492	42.6724
Os03g0775000	HannXRQ_Chr09g0268921	16.2319	38.0952
Os03g0775000	HannXRQ_Chr16g0508491	29.5652	50.495
Os03g0775200	HannXRQ_Chr13g0407471	46.6392	47.8873
Os03g0775300	HannXRQ_Chr02g0042111	65.3333	61.5385
Os03g0775400	HannXRQ_Chr04g0125081	54.4776	56.0819
Os03g0775500	HannXRQ_Chr10g0278551	31.8182	46.6667
Os03g0775500	HannXRQ_Chr14g0441191	72.0779	67.6829
Os03g0775600	HannXRQ_Chr02g0042101	47.5248	46.6019
Os03g0775600	HannXRQ_Chr03g0061161	46.8647	44.795
Os03g0775600	HannXRQ_Chr04g0105551	47.1947	46.732
Os03g0775600	HannXRQ_Chr09g0268891	50.165	49.1909
Os03g0775700	HannXRQ_Chr05g0151911	18.982	20
Os03g0776400	HannXRQ_Chr02g0054011	17.8824	20.9366
Os03g0776400	HannXRQ_Chr14g0441221	13.4118	10.7547
Os03g0777000	HannXRQ_Chr05g0160581	38.1215	42.9907
Os03g0777000	HannXRQ_Chr11g0334961	39.5028	44.2724
Os03g0777100	HannXRQ_Chr12g0366281	15.9596	28.4173
Os03g0777100	HannXRQ_Chr13g0387591	21.0101	17.4497
Os03g0777100	HannXRQ_Chr17g0541161	22.2222	23.9651
Os03g0777500	HannXRQ_Chr03g0073431	46.9945	44.1026
Os03g0777500	HannXRQ_Chr04g0126991	49.7268	48.6631
Os03g0777500	HannXRQ_Chr16g0506701	48.0874	47.0588
Os03g0778000	HannXRQ_Chr03g0073801	17.3737	17.8054
Os03g0778000	HannXRQ_Chr09g0248791	16.5657	15.9533
Os03g0778000	HannXRQ_Chr10g0299261	17.3737	17.2
Os03g0778000	HannXRQ_Chr15g0466291	15.5556	16.2447
Os03g0778000	HannXRQ_Chr16g0513451	15.9596	21.123
Os03g0778000	HannXRQ_Chr16g0513471	15.5556	19.0123
Os03g0778000	HannXRQ_Chr17g0534501	18.1818	16.6052
Os03g0778100	HannXRQ_Chr16g0517321	16.1017	52.0548
Os03g0778400	HannXRQ_Chr11g0335081	54.8544	53.3019
Os03g0780200	HannXRQ_Chr14g0454561	32.3944	40.3509
Os03g0780200	HannXRQ_Chr16g0528851	40.8451	31.1828
Os03g0780400	HannXRQ_Chr01g0003011	49.6552	40.678
Os03g0780400	HannXRQ_Chr04g0126101	34.4828	49.505
Os03g0780400	HannXRQ_Chr10g0280981	72.4138	71.9178
Os03g0780400	HannXRQ_Chr13g0391541	48.9655	38.3784
Os03g0780400	HannXRQ_Chr15g0467851	72.4138	71.9178
Os03g0780400	HannXRQ_Chr15g0484321	43.4483	45
Os03g0780500	HannXRQ_Chr13g0420911	62.3984	61.0338
Os03g0780500	HannXRQ_Chr14g0433351	63.0081	61.6302
Os03g0780600	HannXRQ_Chr16g0505481	15.7658	59.8291
Os03g0780800	HannXRQ_Chr15g0480991	71.308	68.9796
Os03g0780900	HannXRQ_Chr12g0359761	42.3729	51.6224
Os03g0781100	HannXRQ_Chr17g0537691	49.5641	47.8365
Os03g0781400	HannXRQ_Chr11g0341271	46.4883	44.8387
Os03g0781700	HannXRQ_Chr06g0171491	52.2267	45.583
Os03g0781700	HannXRQ_Chr17g0544861	47.7733	52.4444
Os03g0781700	HannXRQ_Chr17g0544881	49.3927	44.6886
Os03g0782900	HannXRQ_Chr17g0551661	37.3239	17.0692
Os03g0783000	HannXRQ_Chr04g0123771	71.9444	70
Os03g0783700	HannXRQ_Chr07g0205251	79.5031	79.5031
Os03g0784000	HannXRQ_Chr03g0076671	54.712	56.4865
Os03g0784100	HannXRQ_Chr09g0245241	42.5532	45.977
Os03g0784100	HannXRQ_Chr09g0258061	38.5106	45.3634
Os03g0784300	HannXRQ_Chr14g0454421	46.6387	47.234
Os03g0784400	HannXRQ_Chr06g0171681	74.5714	75
Os03g0784400	HannXRQ_Chr17g0541131	74.5714	75
Os03g0784500	HannXRQ_Chr14g0430221	24.9084	8.64041
Os03g0784600	HannXRQ_Chr14g0430221	15.9483	9.4028
Os03g0784700	HannXRQ_Chr02g0054291	20.6349	44.3182
Os03g0784700	HannXRQ_Chr14g0433721	78.3069	77.6903
Os03g0784800	HannXRQ_Chr05g0159811	66.9697	77.8169
Os03g0784800	HannXRQ_Chr08g0233511	60.9091	75
Os03g0784800	HannXRQ_Chr09g0247791	33.0303	47.5983
Os03g0784850	HannXRQ_Chr04g0098471	61.7647	15
Os03g0784850	HannXRQ_Chr05g0153791	58.8235	14.2857
Os03g0784850	HannXRQ_Chr08g0235841	58.8235	14.2857
Os03g0784850	HannXRQ_Chr09g0274481	55.8824	13.3803
Os03g0784900	HannXRQ_Chr13g0400261	62.3188	62.3188
Os03g0785200	HannXRQ_Chr15g0482001	46.4516	47.3684
Os03g0785300	HannXRQ_Chr09g0257501	52.7041	52.8162
Os03g0785300	HannXRQ_Chr11g0330041	48.4624	50.2198
Os03g0785500	HannXRQ_Chr01g0020601	60.3989	59.887
Os03g0785900	HannXRQ_Chr16g0532301	43.29	45.045
Os03g0786000	HannXRQ_Chr01g0010521	57.4074	52.901
Os03g0786000	HannXRQ_Chr10g0281191	56.2963	54.2857
Os03g0786100	HannXRQ_Chr09g0257521	82.9268	87.4286
Os03g0786100	HannXRQ_Chr12g0374381	86.4499	86.4499
Os03g0786100	HannXRQ_Chr13g0389801	85.9079	85.9079
Os03g0786600	HannXRQ_Chr09g0270071	41.9753	42.8212
Os03g0786600	HannXRQ_Chr15g0496031	42.716	43.5768
Os03g0786700	HannXRQ_Chr09g0264801	62.0066	64.4444
Os03g0786700	HannXRQ_Chr14g0452431	61.6776	64.8789
Os03g0786700	HannXRQ_Chr15g0489031	62.5	64.7359
Os03g0786900	HannXRQ_Chr02g0053261	49.5652	49.8807
Os03g0787000	HannXRQ_Chr02g0053281	58.4848	57.6119
Os03g0787000	HannXRQ_Chr05g0132561	50.6061	56.6102
Os03g0787000	HannXRQ_Chr11g0347151	50.303	56.2712
Os03g0787100	HannXRQ_Chr11g0347161	43.0894	21.4575
Os03g0787100	HannXRQ_Chr13g0398491	41.4634	20.8163
Os03g0787200	HannXRQ_Chr03g0091161	40.5213	35.9244
Os03g0787200	HannXRQ_Chr13g0420151	45.2607	44.6262
Os03g0788100	HannXRQ_Chr01g0025831	44.2308	51.1111
Os03g0788100	HannXRQ_Chr02g0053641	26.9231	30.4348
Os03g0788100	HannXRQ_Chr02g0053681	27.8846	36.0248
Os03g0788100	HannXRQ_Chr02g0053691	22.5962	32.6389
Os03g0788100	HannXRQ_Chr02g0053711	22.5962	30.1282
Os03g0788100	HannXRQ_Chr02g0053721	24.5192	31.0976
Os03g0788100	HannXRQ_Chr07g0194461	19.7115	26.1146
Os03g0788100	HannXRQ_Chr07g0196641	42.7885	49.4444
Os03g0788100	HannXRQ_Chr12g0356551	26.4423	31.7919
Os03g0788100	HannXRQ_Chr12g0356561	25.9615	31.5789
Os03g0788100	HannXRQ_Chr14g0455551	24.0385	32.0513
Os03g0788100	HannXRQ_Chr14g0455581	23.5577	29.1667
Os03g0788100	HannXRQ_Chr14g0455601	24.0385	31.25
Os03g0788100	HannXRQ_Chr14g0455661	25	32.0988
Os03g0788100	HannXRQ_Chr14g0455681	22.5962	28.1437
Os03g0788200	HannXRQ_Chr02g0053301	48.7179	48.4076
Os03g0788200	HannXRQ_Chr11g0347171	35.2564	38.1944
Os03g0788200	HannXRQ_Chr13g0398591	48.0769	47.7707
Os03g0788300	HannXRQ_Chr02g0049311	14.0203	18.9498
Os03g0788300	HannXRQ_Chr07g0194411	17.9899	18.4735
Os03g0788300	HannXRQ_Chr07g0195171	5.65878	22.6351
Os03g0788300	HannXRQ_Chr07g0195181	15.1182	17.2281
Os03g0788300	HannXRQ_Chr08g0217351	17.2297	16.255
Os03g0788300	HannXRQ_Chr11g0322911	3.29392	20.3125
Os03g0788500	HannXRQ_Chr01g0025841	49.9165	53.6804
Os03g0788500	HannXRQ_Chr02g0052911	62.9382	63.575
Os03g0788500	HannXRQ_Chr05g0146201	71.1185	72.5724
Os03g0788500	HannXRQ_Chr07g0194401	68.2805	73.5611
Os03g0788500	HannXRQ_Chr07g0196621	59.9332	60.5396
Os03g0788500	HannXRQ_Chr11g0321571	70.2838	74.3816
Os03g0788500	HannXRQ_Chr13g0398681	63.773	65.2991
Os03g0788600	HannXRQ_Chr02g0052891	60.9705	63.5165
Os03g0788600	HannXRQ_Chr07g0194521	62.2363	65.2655
Os03g0788600	HannXRQ_Chr07g0196591	61.1814	67.5991
Os03g0788600	HannXRQ_Chr07g0196601	66.8776	67.019
Os03g0788600	HannXRQ_Chr11g0347571	63.0802	66.0044
Os03g0788600	HannXRQ_Chr14g0453271	67.0886	67.8038
Os03g0788600	HannXRQ_Chr14g0455481	59.4937	62.5277
Os03g0788700	HannXRQ_Chr02g0052891	54.6973	57.5824
Os03g0788700	HannXRQ_Chr07g0194521	57.8288	61.2832
Os03g0788700	HannXRQ_Chr07g0196591	53.6534	59.9068
Os03g0788700	HannXRQ_Chr07g0196601	59.9165	60.6765
Os03g0788700	HannXRQ_Chr11g0347571	55.9499	59.1611
Os03g0788700	HannXRQ_Chr14g0453271	59.0814	60.3412
Os03g0788700	HannXRQ_Chr14g0455481	54.9061	58.3149
Os03g0789000	HannXRQ_Chr01g0026201	60.781	64.3885
Os03g0789000	HannXRQ_Chr07g0196521	56.3667	52.6149
Os03g0789000	HannXRQ_Chr11g0347711	60.781	59.9665
Os03g0789000	HannXRQ_Chr14g0453221	51.6129	60.4374
Os03g0789466	HannXRQ_Chr01g0018021	52.954	24.8715
Os03g0789466	HannXRQ_Chr11g0345791	53.1729	25
Os03g0790500	HannXRQ_Chr02g0052831	39.7222	43.7309
Os03g0790500	HannXRQ_Chr13g0398761	38.3333	37.2973
Os03g0790500	HannXRQ_Chr16g0512231	42.2222	47.205
Os03g0790600	HannXRQ_Chr07g0197011	44.8187	49.4286
Os03g0791366	HannXRQ_Chr03g0087401	33.1395	36.5385
Os03g0791366	HannXRQ_Chr03g0087411	37.7907	39.8773
Os03g0791366	HannXRQ_Chr03g0087421	37.7907	39.8773
Os03g0791366	HannXRQ_Chr03g0087431	37.2093	39.0244
Os03g0791366	HannXRQ_Chr03g0087441	31.3953	39.7059
Os03g0791366	HannXRQ_Chr03g0087461	26.1628	22.7273
Os03g0791366	HannXRQ_Chr13g0398831	35.4651	38.6076
Os03g0791366	HannXRQ_Chr13g0398851	31.3953	42.8571
Os03g0791366	HannXRQ_Chr13g0417181	33.1395	14.4304
Os03g0791366	HannXRQ_Chr13g0417191	34.8837	29.703
Os03g0791366	HannXRQ_Chr17g0561371	31.9767	20.9125
Os03g0791366	HannXRQ_Chr17g0561401	32.5581	21.2928
Os03g0791366	HannXRQ_Chr17g0561421	31.9767	21.0728
Os03g0791366	HannXRQ_Chr17g0561431	32.5581	21.2928
Os03g0791366	HannXRQ_Chr17g0561451	32.5581	21.2928
Os03g0791500	HannXRQ_Chr04g0094431	83.0275	83.0275
Os03g0791500	HannXRQ_Chr10g0311891	86.2385	86.2385
Os03g0791700	HannXRQ_Chr05g0149011	37.4255	39.0062
Os03g0791700	HannXRQ_Chr13g0398951	43.0274	44.5679
Os03g0791800	HannXRQ_Chr02g0056391	96.0526	96.0526
Os03g0791800	HannXRQ_Chr15g0474161	90.7895	96.5035
Os03g0791800	HannXRQ_Chr15g0487811	90.1316	95.8042
Os03g0791800	HannXRQ_Chr17g0547441	90.7895	96.5035
Os03g0792400	HannXRQ_Chr13g0398941	75.1082	61.3074
Os03g0792400	HannXRQ_Chr14g0454101	50.8658	54.3981
Os03g0792500	HannXRQ_Chr03g0090761	65.8933	70.8229
Os03g0792500	HannXRQ_Chr13g0418871	64.5012	70.0252
Os03g0792500	HannXRQ_Chr14g0432171	68.2135	72.7723
Os03g0792600	HannXRQ_Chr07g0196281	81.3559	81.3559
Os03g0792600	HannXRQ_Chr09g0242001	25.4237	39.3013
Os03g0792600	HannXRQ_Chr14g0433601	27.4011	58.0838
Os03g0792600	HannXRQ_Chr14g0453631	81.9209	82.153
Os03g0792800	HannXRQ_Chr01g0024601	63.7475	65.3445
Os03g0792800	HannXRQ_Chr03g0090401	62.7291	64.1667
Os03g0793000	HannXRQ_Chr08g0225021	29.5858	36.7647
Os03g0793000	HannXRQ_Chr14g0461761	28.9941	36.0294
Os03g0793300	HannXRQ_Chr08g0225021	10.5485	18.3824
Os03g0793300	HannXRQ_Chr14g0461761	10.5485	18.3824
Os03g0793500	HannXRQ_Chr01g0024731	77.2277	77.6671
Os03g0793500	HannXRQ_Chr04g0101041	10.6082	81.5217
Os03g0793500	HannXRQ_Chr08g0224931	12.0226	51.8293
Os03g0793500	HannXRQ_Chr09g0267311	8.06223	42.8571
Os03g0793500	HannXRQ_Chr10g0286271	17.1146	53.5398
Os03g0793500	HannXRQ_Chr13g0398021	77.3692	77.2599
Os03g0793600	HannXRQ_Chr03g0088401	60.354	59.3043
Os03g0793600	HannXRQ_Chr04g0115301	50.4425	64.4796
Os03g0793600	HannXRQ_Chr07g0188261	61.7699	57.1195
Os03g0793600	HannXRQ_Chr08g0213391	64.6018	62.8227
Os03g0793600	HannXRQ_Chr10g0282241	58.7611	58.8652
Os03g0793700	HannXRQ_Chr05g0154401	29.3617	12.766
Os03g0793800	HannXRQ_Chr01g0022311	36.7232	20.3762
Os03g0793800	HannXRQ_Chr04g0119001	40.678	36.9231
Os03g0793800	HannXRQ_Chr10g0278401	35.0282	42.1769
Os03g0793800	HannXRQ_Chr10g0282221	37.8531	37.8531
Os03g0793800	HannXRQ_Chr10g0310011	37.8531	38.7283
Os03g0793800	HannXRQ_Chr10g0310021	36.7232	39.6341
Os03g0793800	HannXRQ_Chr10g0310031	37.2881	31.5789
Os03g0793800	HannXRQ_Chr10g0310041	39.548	33.8164
Os03g0793800	HannXRQ_Chr11g0323881	38.4181	37.1585
Os03g0793800	HannXRQ_Chr14g0435961	40.113	41.0405
Os03g0793800	HannXRQ_Chr15g0493031	30.5085	34.8387
Os03g0793800	HannXRQ_Chr15g0493041	37.2881	36.2637
Os03g0794000	HannXRQ_Chr01g0022311	33.3333	19.7492
Os03g0794000	HannXRQ_Chr04g0119001	37.5661	36.4103
Os03g0794000	HannXRQ_Chr10g0278401	26.9841	34.6939
Os03g0794000	HannXRQ_Chr10g0282221	31.746	33.8983
Os03g0794000	HannXRQ_Chr10g0310011	34.3915	37.5723
Os03g0794000	HannXRQ_Chr10g0310021	32.2751	37.1951
Os03g0794000	HannXRQ_Chr10g0310031	33.8624	30.622
Os03g0794000	HannXRQ_Chr10g0310041	34.3915	31.401
Os03g0794000	HannXRQ_Chr11g0323881	29.6296	30.6011
Os03g0794000	HannXRQ_Chr14g0435961	33.8624	36.9942
Os03g0794000	HannXRQ_Chr15g0493031	30.1587	36.7742
Os03g0794000	HannXRQ_Chr15g0493041	28.5714	29.6703
Os03g0794500	HannXRQ_Chr01g0015171	22.3844	36.9478
Os03g0794700	HannXRQ_Chr01g0002941	47.3684	47.3684
Os03g0794700	HannXRQ_Chr04g0118941	47.3684	47.3684
Os03g0794700	HannXRQ_Chr10g0282331	47.3684	47.3684
Os03g0794700	HannXRQ_Chr11g0338991	47.3684	47.3684
Os03g0794700	HannXRQ_Chr15g0466801	47.3684	47.3684
Os03g0794800	HannXRQ_Chr14g0445531	56.5789	59.7861
Os03g0794900	HannXRQ_Chr06g0181431	41.6364	43.2892
Os03g0795000	HannXRQ_Chr09g0248161	71.5517	59.8198
Os03g0795300	HannXRQ_Chr07g0201711	49.8728	50.9091
Os03g0795400	HannXRQ_Chr03g0088351	31.456	31.8498
Os03g0795500	HannXRQ_Chr15g0493451	64.3979	69.8864
Os03g0795600	HannXRQ_Chr04g0113951	27.1255	31.7536
Os03g0795600	HannXRQ_Chr04g0113961	46.9636	47.7366
Os03g0795600	HannXRQ_Chr10g0281761	47.7733	48.3607
Os03g0795600	HannXRQ_Chr10g0281791	53.0364	53.6885
Os03g0795600	HannXRQ_Chr10g0281921	47.7733	48.3607
Os03g0795600	HannXRQ_Chr10g0281931	53.4413	54.0984
Os03g0795600	HannXRQ_Chr11g0337351	50.2024	50.8197
Os03g0795600	HannXRQ_Chr15g0480821	46.1538	47.8992
Os03g0795900	HannXRQ_Chr01g0005611	40.6162	42.7729
Os03g0795900	HannXRQ_Chr04g0113221	43.6975	49.6815
Os03g0796501	HannXRQ_Chr05g0148561	73.7624	73.7624
Os03g0796501	HannXRQ_Chr14g0445541	72.5247	72.5247
Os03g0796501	HannXRQ_Chr14g0450481	35.1485	67.9426
Os03g0796501	HannXRQ_Chr15g0484211	70.5446	70.8955
Os03g0796501	HannXRQ_Chr16g0510931	45.0495	66.6667
Os03g0796501	HannXRQ_Chr17g0562631	22.7723	69.1729
Os03g0796600	HannXRQ_Chr03g0092621	34.8148	37.6
Os03g0796600	HannXRQ_Chr10g0281751	34.321	37.8747
Os03g0796600	HannXRQ_Chr13g0423541	36.0494	39.0374
Os03g0796600	HannXRQ_Chr15g0466981	35.5556	38.5027
Os03g0796800	HannXRQ_Chr04g0098101	17.6617	22.9773
Os03g0797000	HannXRQ_Chr01g0006881	68.1004	59.0062
Os03g0797300	HannXRQ_Chr01g0006881	39.2857	3.41615
Os03g0797400	HannXRQ_Chr01g0006881	48.1481	48.4472
Os03g0797500	HannXRQ_Chr01g0006881	48.6068	48.7578
Os03g0797600	HannXRQ_Chr12g0382231	55.4422	53.6184
Os03g0797700	HannXRQ_Chr12g0381181	58.4906	55.3571
Os03g0797800	HannXRQ_Chr01g0006851	41.1168	42.4084
Os03g0797800	HannXRQ_Chr04g0111181	37.0558	40.3315
Os03g0797800	HannXRQ_Chr10g0281471	36.5482	40
Os03g0797800	HannXRQ_Chr12g0381161	38.0711	43.6047
Os03g0797800	HannXRQ_Chr15g0467031	38.5787	41.9889
Os03g0797800	HannXRQ_Chr15g0468661	40.6091	43.0108
Os03g0798000	HannXRQ_Chr00c0036g0571221	21.1268	2.18341
Os03g0798000	HannXRQ_Chr07g0203921	0	0
Os03g0798000	HannXRQ_Chr13g0400761	19.0141	2.00594
Os03g0798000	HannXRQ_Chr13g0400791	19.0141	2.02703
Os03g0798300	HannXRQ_Chr04g0120041	57.3019	55.4499
Os03g0798300	HannXRQ_Chr11g0347301	58.4152	56.3131
Os03g0798400	HannXRQ_Chr03g0092481	23.913	31.4286
