Gene stable ID	Galdieria sulphuraria gene stable ID	%id. target Galdieria sulphuraria gene identical to query gene	%id. query gene identical to target Galdieria sulphuraria gene
Os05g0105100	Gasu_11810	63.1818	64.6512
Os05g0105300	Gasu_33130	20.1117	8.07175
Os05g0106100	Gasu_09170	25.3012	35.5932
Os05g0106100	Gasu_54550	73.494	76.7296
Os05g0106600	Gasu_17630	82.2281	82.6667
Os05g0106600	Gasu_35290	75.3316	75.5319
Os05g0107600	Gasu_41780	18.3478	26.6414
Os05g0107700	Gasu_50950	35.8491	33.6283
Os05g0108000	Gasu_32910	17.623	31.2727
Os05g0108300	Gasu_44410	19.4847	15.6533
Os05g0108300	Gasu_55630	32.2061	20.6186
Os05g0108500	Gasu_48900	20	18.8406
Os05g0108800	Gasu_16090	31.3869	31.8519
Os05g0108800	Gasu_17700	37.9562	40
Os05g0109600	Gasu_43370	27.3243	24.1968
Os05g0110000	Gasu_45150	11.7117	24.375
Os05g0110300	Gasu_39820	29.6178	31.9588
Os05g0110800	Gasu_14910	18.8525	6.6474
Os05g0111000	Gasu_60930	21.5563	31.6358
Os05g0112101	Gasu_07900	17.9002	15.6627
Os05g0112101	Gasu_56530	16.179	14.5963
Os05g0112101	Gasu_61490	16.8675	15.0769
Os05g0113400	Gasu_59680	36.9565	33.5526
Os05g0113900	Gasu_36530	57.6923	74.3802
Os05g0113900	Gasu_63240	57.6923	75.6302
Os05g0114000	Gasu_50090	29.6296	18.5507
Os05g0114100	Gasu_32740	28.1106	14.7879
Os05g0115700	Gasu_62960	25	27.3556
Os05g0116100	Gasu_48410	21.5962	8.88031
Os05g0117500	Gasu_22530	26.087	25.2427
Os05g0117600	Gasu_52610	19.4581	4.63207
Os05g0117798	Gasu_25080	32.7652	31.2274
Os05g0118000	Gasu_17590	25.8741	21.4493
Os05g0119000	Gasu_23660	31.9298	17.1698
Os05g0120000	Gasu_34860	26.9118	28.1538
Os05g0120100	Gasu_33180	36.8421	46.124
Os05g0120200	Gasu_34860	25.608	27.5385
Os05g0121200	Gasu_38630	30.4462	32.133
Os05g0121500	Gasu_51460	15.7068	16.4835
Os05g0121900	Gasu_21170	20.2941	20.9726
Os05g0122400	Gasu_31280	12.6687	9.77444
Os05g0125500	Gasu_38940	66.2592	65.1442
Os05g0126300	Gasu_45940	1.67464	1.0101
Os05g0126300	Gasu_55400	1.19617	0.655308
Os05g0128400	Gasu_23180	30.1435	34.5205
Os05g0128900	Gasu_10960	35.545	7.63747
Os05g0129100	Gasu_12950	39.2638	27.409
Os05g0129100	Gasu_62990	39.2638	27.409
Os05g0129700	Gasu_20940	16.3987	28.4916
Os05g0131100	Gasu_37700	25.1852	27.4194
Os05g0131401	Gasu_37700	20.1117	14.5161
Os05g0131500	Gasu_58860	9.44882	7.30223
Os05g0132000	Gasu_20210	16.7975	11.5676
Os05g0132000	Gasu_22730	15.5416	14.4949
Os05g0132100	Gasu_01790	36.4723	37.3089
Os05g0134000	Gasu_12710	47.4453	61.7089
Os05g0135700	Gasu_03900	69.697	70.229
Os05g0135700	Gasu_57820	69.4444	69.9746
Os05g0135700	Gasu_62290	18.1818	48.9796
Os05g0136200	Gasu_10050	28.1938	27.1186
Os05g0140500	Gasu_50390	33.3333	40
Os05g0141800	Gasu_01970	27.0195	12.6963
Os05g0143400	Gasu_55720	22.7273	23.3645
Os05g0143500	Gasu_53060	38.0074	43.1866
Os05g0144100	Gasu_54310	39.2097	25.6972
Os05g0144300	Gasu_50140	35.195	31.3339
Os05g0144300	Gasu_56060	30.3191	22.7696
Os05g0144800	Gasu_31270	46.3061	46.988
Os05g0144800	Gasu_49010	50.6596	51.1318
Os05g0144900	Gasu_32680	25.6198	11.5242
Os05g0147150	Gasu_55040	4.52261	1.4827
Os05g0147200	Gasu_55040	23.8979	16.9687
Os05g0147400	Gasu_31180	62.4299	62.6642
Os05g0147500	Gasu_48430	41.6107	42.4658
Os05g0149600	Gasu_29380	44.0154	14.3577
Os05g0149800	Gasu_59320	22.1311	25.1163
Os05g0150000	Gasu_24180	31.6872	34.2222
Os05g0150300	Gasu_38440	40.5872	45.809
Os05g0150800	Gasu_13600	64.3836	64.1638
Os05g0150900	Gasu_07290	26.5537	41.0839
Os05g0151400	Gasu_44000	8.72894	25.9681
Os05g0152400	Gasu_08820	14.5228	9.58904
Os05g0152400	Gasu_25810	18.6722	9.51374
Os05g0152400	Gasu_29830	15.3527	7.12909
Os05g0152400	Gasu_48630	15.7676	8.13704
Os05g0152400	Gasu_53640	19.917	8.80734
Os05g0153132	Gasu_48230	29.0076	10.6592
Os05g0153500	Gasu_10960	35.119	6.00815
Os05g0154500	Gasu_09940	18.435	21.8898
Os05g0154800	Gasu_21510	39.5257	40
Os05g0155000	Gasu_52740	44.4751	27.9271
Os05g0155100	Gasu_46480	60.6383	60
Os05g0155300	Gasu_42860	44.4853	40.4682
Os05g0155601	Gasu_15130	62.3596	62.7119
Os05g0155601	Gasu_36300	59.5506	59.3284
Os05g0155700	Gasu_33460	21.3849	29.4944
Os05g0156300	Gasu_11980	40.5995	39.418
Os05g0156300	Gasu_34670	34.3324	32.6425
Os05g0156600	Gasu_22430	72.0682	73.9606
Os05g0156700	Gasu_58060	53.6481	22.242
Os05g0156800	Gasu_58820	14.3791	2.51142
Os05g0156900	Gasu_15740	37.4026	37.6471
Os05g0157100	Gasu_55820	26.8571	27.1676
Os05g0157300	Gasu_44230	35.4369	18.2045
Os05g0159100	Gasu_55590	35.8289	33.6683
Os05g0160000	Gasu_15110	62.5	8.47458
Os05g0160100	Gasu_63210	23.8916	40.5858
Os05g0160200	Gasu_49630	44.5161	45.6954
Os05g0160800	Gasu_51280	22.0238	21.2644
Os05g0161200	Gasu_39890	19.211	19.4444
Os05g0161500	Gasu_39890	19.3202	18.75
Os05g0161800	Gasu_39890	19.0311	19.0972
Os05g0162600	Gasu_33180	27.5148	36.0465
Os05g0163000	Gasu_09430	40.099	35.6828
Os05g0163000	Gasu_63260	12.3762	34.5622
Os05g0163250	Gasu_24380	61.4695	14.5093
Os05g0163700	Gasu_45590	31.8605	32.0093
Os05g0164100	Gasu_45440	25.4851	40.7025
Os05g0164100	Gasu_55220	25.097	41.0148
Os05g0164800	Gasu_52510	21.519	22.973
Os05g0164800	Gasu_57920	24.3038	29.2683
Os05g0168300	Gasu_20910	18.8732	18.7675
Os05g0168500	Gasu_05800	33.3841	34.9282
Os05g0168500	Gasu_10890	39.3293	40.566
Os05g0168500	Gasu_20550	37.0427	38.5714
Os05g0168700	Gasu_43700	29.661	30.6122
Os05g0169000	Gasu_13580	31.0606	37.963
Os05g0169000	Gasu_45060	36.3636	11.5663
Os05g0169100	Gasu_57260	62.5571	64.6226
Os05g0170800	Gasu_12250	23.6667	14.0039
Os05g0170950	Gasu_53050	42.8571	9.58231
Os05g0171300	Gasu_38480	17.3494	17.9104
Os05g0171900	Gasu_19720	27.4038	37.2549
Os05g0173700	Gasu_20470	70.297	8.62697
Os05g0176000	Gasu_38910	66.6667	64.1745
Os05g0176800	Gasu_20260	17.4298	18.5827
Os05g0176800	Gasu_64590	6.49926	9.54447
Os05g0178900	Gasu_30790	9.447	40.5941
Os05g0179000	Gasu_11470	20.1474	23.3618
Os05g0179000	Gasu_27170	21.3759	23.6413
Os05g0181000	Gasu_58930	34.9355	33.9408
Os05g0182201	Gasu_41990	26.4368	37.2973
Os05g0182500	Gasu_41850	77.6316	78.1457
Os05g0182600	Gasu_57330	25.9375	32.613
Os05g0182800	Gasu_32390	43.9698	45.5729
Os05g0187000	Gasu_37470	62.1324	61.4545
Os05g0187800	Gasu_21850	27.2727	25.5814
Os05g0188500	Gasu_08700	14.6953	14.9635
Os05g0188800	Gasu_43410	22.467	38.9313
Os05g0193900	Gasu_29380	20.5955	10.4534
Os05g0194600	Gasu_32750	37.3684	70.6468
Os05g0196600	Gasu_16050	30.9735	32.0366
Os05g0196800	Gasu_29900	22.4907	25.3669
Os05g0198400	Gasu_52510	24.2188	25.1351
Os05g0198400	Gasu_57920	28.9062	33.8415
Os05g0198700	Gasu_48900	28.3951	33.3333
Os05g0200500	Gasu_23440	37.7265	36.9355
Os05g0204900	Gasu_40860	50.1035	49.3878
Os05g0205100	Gasu_19390	23.4528	18.136
Os05g0205100	Gasu_30370	31.9218	20.2479
Os05g0207500	Gasu_12710	47.0149	59.8101
Os05g0207900	Gasu_54260	9.16988	20.9713
Os05g0208000	Gasu_46890	38.5621	42.1429
Os05g0208000	Gasu_56610	41.1765	40.2556
Os05g0209400	Gasu_14980	24.8062	28.4444
Os05g0210600	Gasu_63090	10.7232	24.4318
Os05g0211100	Gasu_06490	36.8	36.0078
Os05g0212200	Gasu_26970	21.7822	22.449
Os05g0215600	Gasu_26860	17.3333	17.1617
Os05g0215800	Gasu_43700	30.4478	29.7376
Os05g0219800	Gasu_30910	27.6974	31.599
Os05g0220600	Gasu_35410	34.4203	31.6667
Os05g0221400	Gasu_38240	50.5051	24.2718
Os05g0222200	Gasu_34860	29.4286	31.6923
Os05g0223200	Gasu_13830	37.5	26.3514
Os05g0223200	Gasu_37390	35.5769	24.8322
Os05g0223300	Gasu_13830	32.3529	22.2973
Os05g0223300	Gasu_37390	33.3333	22.8188
Os05g0224700	Gasu_55820	21.9048	26.5896
Os05g0227700	Gasu_27420	38.5633	37.8479
Os05g0230600	Gasu_32610	15.8746	16.2863
Os05g0232500	Gasu_48230	22.6981	14.8668
Os05g0235701	Gasu_12630	36.6337	10
Os05g0235800	Gasu_13500	42.7711	45.1654
Os05g0237100	Gasu_18690	37.5635	20
Os05g0241100	Gasu_01930	40.9938	12.0219
Os05g0241200	Gasu_21660	34.1584	33.9066
Os05g0243100	Gasu_45970	22.5	11.1111
Os05g0243200	Gasu_45970	14.375	9.46502
Os05g0243300	Gasu_45970	30.8901	24.2798
Os05g0244600	Gasu_54320	40	45.6693
Os05g0247900	Gasu_44090	10.9813	21.1712
Os05g0251500	Gasu_39220	58.5714	56.9444
Os05g0255600	Gasu_49520	21.3043	23.7864
Os05g0256000	Gasu_18450	48.4663	48.7654
Os05g0269500	Gasu_12520	11.6343	19.9052
Os05g0270200	Gasu_02250	17.9266	15.69
Os05g0270800	Gasu_29980	27.6753	26.0417
Os05g0273800	Gasu_18380	23.565	24.9201
Os05g0274200	Gasu_29550	32.1656	31.6946
Os05g0274900	Gasu_57270	75	75
Os05g0275700	Gasu_34690	35.9649	34.7458
Os05g0279300	Gasu_37300	21.8045	8.81459
Os05g0289400	Gasu_31480	44.5367	46.3977
Os05g0295100	Gasu_60620	27.1084	26.6272
Os05g0295300	Gasu_03050	30.2703	2.25624
Os05g0295700	Gasu_39300	27.551	7.03125
Os05g0295800	Gasu_09680	33.3333	24.3827
Os05g0295800	Gasu_49880	29.9578	21.8462
Os05g0297900	Gasu_27100	43.8889	38.3495
Os05g0299700	Gasu_04260	27.5862	24.7423
Os05g0299700	Gasu_12110	23.5632	19.7115
Os05g0301500	Gasu_55730	22.7642	24.3902
Os05g0301700	Gasu_17710	55.5921	52
Os05g0303000	Gasu_40400	65.1416	47.1609
Os05g0304400	Gasu_14400	54.6067	51.8124
Os05g0305100	Gasu_51900	27.8746	29.2505
Os05g0310750	Gasu_40900	40.2299	11.2179
Os05g0310800	Gasu_12810	39.6947	38.2353
Os05g0311000	Gasu_12810	39.7706	38.2353
Os05g0314100	Gasu_00100	59.0476	52.1008
Os05g0317200	Gasu_03440	18.4573	18.4066
Os05g0319200	Gasu_16050	29.2339	33.1808
Os05g0319800	Gasu_31560	20.0197	22.631
Os05g0323800	Gasu_59550	40.7266	29.5423
Os05g0323900	Gasu_06100	49.7836	50.885
Os05g0324100	Gasu_53530	19.3878	3.22581
Os05g0324200	Gasu_53530	24.6305	8.48896
Os05g0327100	Gasu_43370	36.1345	4.31727
Os05g0332600	Gasu_34320	13.0751	23.6842
Os05g0333100	Gasu_10050	25.3823	17.5847
Os05g0333500	Gasu_25590	43.1767	40.5462
Os05g0334000	Gasu_25590	43.1767	40.5462
Os05g0334400	Gasu_25590	43.1767	40.5462
Os05g0334750	Gasu_10050	24.1685	23.0932
Os05g0335401	Gasu_01110	27.451	3.05677
Os05g0339000	Gasu_35500	15.9129	19.3089
Os05g0345400	Gasu_31240	15.0591	19.2211
Os05g0345500	Gasu_05120	23.201	19.2784
Os05g0345500	Gasu_11430	21.0918	17.7083
Os05g0346300	Gasu_18810	43.75	41.791
Os05g0346500	Gasu_10550	20.8274	24.9147
Os05g0349200	Gasu_57180	59.6977	32.6446
Os05g0349500	Gasu_38200	17.161	20.8763
Os05g0349700	Gasu_27160	53.4574	51.145
Os05g0350500	Gasu_33200	45.2926	43.309
Os05g0350600	Gasu_53080	33.6364	38.342
Os05g0350900	Gasu_07570	12.3223	10.9705
Os05g0353400	Gasu_43610	40.6682	40.9038
Os05g0354300	Gasu_42840	26.6525	15.2253
Os05g0355500	Gasu_19380	56.6667	48.5714
Os05g0357200	Gasu_35490	39.2857	30.7692
Os05g0357600	Gasu_27550	61.4035	66.7575
Os05g0357700	Gasu_06680	21.0526	17.5824
Os05g0357800	Gasu_00390	24.7525	31.5457
Os05g0358200	Gasu_30340	32.2581	9.92556
Os05g0358500	Gasu_06650	24.9292	15.6028
Os05g0358500	Gasu_31820	25.2125	16.1818
Os05g0361200	Gasu_58560	17.8451	22.9437
Os05g0362100	Gasu_52740	44.9462	18.1266
Os05g0363200	Gasu_46450	47.2036	61.3372
Os05g0363200	Gasu_59080	46.085	64.1745
Os05g0364500	Gasu_49720	22.0253	22.4806
Os05g0367000	Gasu_22700	90	90
Os05g0367400	Gasu_08050	35.5805	39.4191
Os05g0368300	Gasu_24720	65.019	65.2672
Os05g0371200	Gasu_26390	75.57	75.0809
Os05g0373000	Gasu_07520	12.1593	20
Os05g0373000	Gasu_51240	10.9015	14.7309
Os05g0373300	Gasu_52670	25	26.6071
Os05g0373400	Gasu_24880	25.3219	24.7379
Os05g0373700	Gasu_49770	44.878	42.7907
Os05g0373900	Gasu_36620	62.7273	60.9272
Os05g0375600	Gasu_43220	14.5923	8.11456
Os05g0376200	Gasu_36930	33.5038	18.5552
Os05g0377000	Gasu_17290	44.9612	34.7305
Os05g0383100	Gasu_14800	32.1343	32.1343
Os05g0384600	Gasu_34860	22.963	23.8462
Os05g0387200	Gasu_35090	39.666	31.614
Os05g0387800	Gasu_39340	24.0458	25.9259
Os05g0388025	Gasu_42720	18.0258	9.03226
Os05g0388500	Gasu_40200	29.805	22.766
Os05g0388600	Gasu_39780	29.8942	28.1095
Os05g0389300	Gasu_34730	59.5506	59.5506
Os05g0389500	Gasu_20920	15.9383	19.4357
Os05g0389500	Gasu_38090	24.6787	25
Os05g0389700	Gasu_29910	38.1503	41.5966
Os05g0389800	Gasu_34140	47.757	49.1346
Os05g0390100	Gasu_55810	22.0423	23.7584
Os05g0390500	Gasu_50590	24.2537	17.7112
Os05g0391500	Gasu_22860	18.3943	21.8072
Os05g0392100	Gasu_28300	19.7727	26.2048
Os05g0392300	Gasu_42370	26.5233	21.3256
Os05g0393800	Gasu_34640	20.8605	22.13
Os05g0395300	Gasu_35750	29.2	29.6146
Os05g0395300	Gasu_42240	27.4	21.5748
Os05g0397650	Gasu_03330	17.4648	17.1745
Os05g0397650	Gasu_12370	20	20.2279
Os05g0397650	Gasu_28090	20	22.1184
Os05g0397700	Gasu_40340	17.7122	23.5872
Os05g0398000	Gasu_03510	32.6087	12.8571
Os05g0400700	Gasu_55820	44.0678	45.0867
Os05g0400800	Gasu_26080	48.7013	23.4375
Os05g0402300	Gasu_02750	31.4394	31.4394
Os05g0402700	Gasu_01050	63.964	59.8315
Os05g0402700	Gasu_39170	19.2192	66.6667
Os05g0402800	Gasu_38640	13.6888	36.5385
Os05g0402800	Gasu_38650	0	0
Os05g0402800	Gasu_65970	32.5648	25.7991
Os05g0404400	Gasu_56750	20.5021	22.5806
Os05g0405000	Gasu_42070	18.4794	20.8333
Os05g0407200	Gasu_54310	34.9892	32.2709
Os05g0408900	Gasu_42090	53.75	48.1343
Os05g0409200	Gasu_54690	8.41121	1.94805
Os05g0411600	Gasu_22510	21.194	18.0662
Os05g0412000	Gasu_46530	13.3172	9.96377
Os05g0413200	Gasu_07660	77.2523	77.4266
Os05g0413200	Gasu_13780	73.4234	73.4234
Os05g0413200	Gasu_13800	78.8288	79.0068
Os05g0413200	Gasu_37480	73.1982	73.0337
Os05g0413200	Gasu_52960	74.0991	74.0991
Os05g0413200	Gasu_52980	77.4775	77.4775
Os05g0413400	Gasu_49040	36.5188	39.1941
Os05g0415800	Gasu_06490	35.0195	35.225
Os05g0415900	Gasu_06490	32	17.2211
Os05g0416400	Gasu_06490	35.8452	34.4423
Os05g0418000	Gasu_14400	54.8315	52.0256
Os05g0419000	Gasu_48550	33.2506	33.6683
Os05g0419500	Gasu_60180	28.1787	18.9376
Os05g0420600	Gasu_58040	64.2857	39.1304
Os05g0421750	Gasu_16100	24.1379	12
Os05g0424800	Gasu_32480	23.4637	20.0957
Os05g0424800	Gasu_66150	22.067	12.7214
Os05g0426100	Gasu_07900	16.6667	16.7169
Os05g0426100	Gasu_56530	14.7147	15.2174
Os05g0426100	Gasu_61490	15.6156	16
Os05g0427800	Gasu_40760	58.1081	17.4442
Os05g0427900	Gasu_29260	39.8734	18.4751
Os05g0429000	Gasu_21520	44.8041	56.1966
Os05g0430400	Gasu_08430	32.6146	33.9888
Os05g0430700	Gasu_32480	21.4085	18.1818
Os05g0430700	Gasu_66150	21.4085	12.2383
Os05g0430800	Gasu_46700	47.8743	47.5229
Os05g0432400	Gasu_22490	15.3061	19.6335
Os05g0432500	Gasu_10020	23.3129	23.8994
Os05g0432600	Gasu_07250	13.253	23.1928
Os05g0435700	Gasu_42260	40	38.565
Os05g0436900	Gasu_60430	28.4382	34.7578
Os05g0437500	Gasu_52720	28.3154	40.5128
Os05g0438500	Gasu_50090	27.2321	17.6812
Os05g0438600	Gasu_13870	43.9024	15.4728
Os05g0438800	Gasu_17630	81.383	81.6
Os05g0438800	Gasu_35290	75.266	75.266
Os05g0440250	Gasu_47030	24.4898	26.2295
Os05g0440300	Gasu_47030	19.2405	20.765
Os05g0443800	Gasu_20120	41.5254	49
Os05g0443800	Gasu_21120	45.7627	44.4444
Os05g0445500	Gasu_31120	36.6906	44.3478
Os05g0445500	Gasu_49300	37.4101	45.2174
Os05g0445900	Gasu_52580	2.3281	21.1823
Os05g0446300	Gasu_56080	39.3103	25.2212
Os05g0446550	Gasu_52580	0	0
Os05g0446600	Gasu_52580	0	0
Os05g0446800	Gasu_02860	25	27.3345
Os05g0452600	Gasu_27370	57.8947	35.4839
Os05g0453500	Gasu_32240	23.2323	8.33333
Os05g0454200	Gasu_33770	12.8521	12.3311
Os05g0455500	Gasu_21370	25.1397	41.3793
Os05g0455700	Gasu_51620	22.9236	32.5472
Os05g0455800	Gasu_52120	16.8498	18.7755
Os05g0458100	Gasu_27570	27.957	19.8473
Os05g0458400	Gasu_26790	43.9173	42.5708
Os05g0458400	Gasu_58030	47.0803	44.4317
Os05g0459000	Gasu_21780	24.3197	18.6198
Os05g0459400	Gasu_28290	18.8356	13.75
Os05g0459400	Gasu_58020	20.0342	15.2941
Os05g0459900	Gasu_51580	56.6372	62.1359
Os05g0460200	Gasu_20190	70.4142	70
Os05g0460475	Gasu_36540	68.8679	60.8333
Os05g0460475	Gasu_59660	71.6981	63.3333
Os05g0460475	Gasu_63250	71.6981	63.8655
Os05g0460600	Gasu_29560	43.2836	42.029
Os05g0460700	Gasu_02280	22.449	30.3448
Os05g0460800	Gasu_12280	30.5936	30.5936
Os05g0461000	Gasu_30240	29.3785	24.7619
Os05g0461400	Gasu_36530	53.9877	72.7273
Os05g0461400	Gasu_63240	53.9877	73.9496
Os05g0462301	Gasu_06620	28.2051	1.18919
Os05g0462400	Gasu_06620	14.0271	13.4054
Os05g0462600	Gasu_55790	15.8084	24.6269
Os05g0462700	Gasu_36550	95.1456	95.1456
Os05g0462700	Gasu_59650	95.1456	95.1456
Os05g0462900	Gasu_36550	71.7172	68.932
Os05g0462900	Gasu_59650	71.7172	68.932
Os05g0463800	Gasu_57750	47.027	62.1429
Os05g0463900	Gasu_31280	34.1959	10.6998
Os05g0464100	Gasu_61190	34.3035	25.1142
Os05g0465800	Gasu_17010	16.6056	17.5484
Os05g0466600	Gasu_36550	95.1456	95.1456
Os05g0466600	Gasu_59650	95.1456	95.1456
Os05g0466800	Gasu_19390	21.1356	16.8766
Os05g0466800	Gasu_30370	23.0284	15.0826
Os05g0467000	Gasu_23590	22.1207	26.7699
Os05g0467000	Gasu_23640	21.755	25.9825
Os05g0467501	Gasu_50880	34.2105	18.5493
Os05g0468800	Gasu_55260	19.7605	20.625
Os05g0470700	Gasu_41190	10.6762	25.1046
Os05g0470800	Gasu_43560	24.4231	28.0353
Os05g0472400	Gasu_52510	22.3077	23.5135
Os05g0472400	Gasu_57920	27.4359	32.622
Os05g0472700	Gasu_52510	26.3456	25.1351
Os05g0472700	Gasu_57920	28.0453	30.1829
Os05g0473900	Gasu_32140	41.637	39.9317
Os05g0474600	Gasu_39780	22.1198	23.8806
Os05g0475300	Gasu_35500	15.04	19.1057
Os05g0476200	Gasu_20470	44.9351	42.0413
Os05g0477300	Gasu_26720	40.4412	50
Os05g0480200	Gasu_13580	22.963	28.7037
Os05g0480200	Gasu_45060	27.4074	8.91566
Os05g0480700	Gasu_28730	40.2597	41.8919
Os05g0481500	Gasu_60180	25.8865	16.8591
Os05g0482600	Gasu_22710	39.3407	40.3153
Os05g0482700	Gasu_04140	41.1449	40
Os05g0483801	Gasu_46410	37.6923	15.4088
Os05g0485300	Gasu_03760	20.5323	18.8153
Os05g0486300	Gasu_41300	14.0625	2.83242
Os05g0486600	Gasu_05130	9.319	6.45963
Os05g0489000	Gasu_32740	23.913	16
Os05g0489800	Gasu_61570	32.9268	36.9863
Os05g0490000	Gasu_50440	16.4686	18.1989
Os05g0490100	Gasu_04730	58.9286	59.4595
Os05g0490200	Gasu_31910	15.1042	34.1176
Os05g0490800	Gasu_16900	51.4056	43.5374
Os05g0491000	Gasu_46430	45.1613	42.9448
Os05g0491100	Gasu_46430	75.8389	69.3252
Os05g0491200	Gasu_56710	23.1034	19.6481
Os05g0493500	Gasu_24530	24.4353	28.5372
Os05g0494100	Gasu_08110	17.931	17.7474
Os05g0494100	Gasu_15160	16.8966	22.8972
Os05g0494500	Gasu_21170	25.1412	27.0517
Os05g0494900	Gasu_18600	10.8187	2.45033
Os05g0495000	Gasu_45150	13.6364	24.375
Os05g0496200	Gasu_00270	52.8926	52.6749
Os05g0497150	Gasu_15610	36.7265	14.5455
Os05g0497675	Gasu_36700	22.2494	30.3333
Os05g0498300	Gasu_54430	27.5649	26.2662
Os05g0498400	Gasu_14930	53.0435	53.0435
Os05g0499500	Gasu_23270	12.2137	26.6667
Os05g0502200	Gasu_09040	19.3955	20.6434
Os05g0502200	Gasu_21410	21.4106	24.4253
Os05g0502800	Gasu_08650	11.0132	24.9169
Os05g0503300	Gasu_27710	43.9938	40.2857
Os05g0506200	Gasu_39630	8.70307	4.95627
Os05g0506900	Gasu_31320	39.6396	14.7157
Os05g0508700	Gasu_22610	8.69001	5.9135
Os05g0508700	Gasu_28470	12.8405	7.98387
Os05g0509200	Gasu_14530	37.2263	36.9565
Os05g0509300	Gasu_04210	31.5657	18.8253
Os05g0509400	Gasu_31190	20.5882	14.2066
Os05g0509400	Gasu_56040	19.7861	16.6667
Os05g0509500	Gasu_15920	54.8654	54.9793
Os05g0511000	Gasu_03760	20.6642	19.5122
Os05g0511300	Gasu_17380	28.5425	33.5714
Os05g0511400	Gasu_10180	39.0288	46.7672
Os05g0511500	Gasu_20200	48.4375	52.2472
Os05g0511700	Gasu_42300	25.7692	28.27
Os05g0512000	Gasu_05130	6.38298	7.82609
Os05g0513200	Gasu_09420	31.694	31.8681
Os05g0513200	Gasu_36560	21.0383	25.0814
Os05g0513400	Gasu_32480	23.1638	19.6172
Os05g0513400	Gasu_66150	22.3164	12.7214
Os05g0513500	Gasu_27370	57.8947	35.4839
Os05g0513700	Gasu_07340	25.3829	17.6292
Os05g0513800	Gasu_25940	47.6636	51.2563
Os05g0516600	Gasu_50230	61.165	61.165
Os05g0516800	Gasu_11810	65.4545	66.9767
Os05g0516900	Gasu_01250	22.3361	30.5322
Os05g0517200	Gasu_10960	39.1546	35.8452
Os05g0518600	Gasu_22110	42.2414	12.1588
Os05g0519200	Gasu_47850	24.0066	17.1598
Os05g0519400	Gasu_52270	45.3567	44.695
Os05g0519500	Gasu_05750	35.8108	35.2941
Os05g0519600	Gasu_00530	16.0793	26.3538
Os05g0519700	Gasu_03700	59.6491	59.0022
Os05g0519800	Gasu_41320	18.9274	24.3902
Os05g0519900	Gasu_35460	41.5328	47.0588
Os05g0520200	Gasu_56940	29.902	35.2601
Os05g0520300	Gasu_02460	14.7668	10.5166
Os05g0520300	Gasu_33690	5.44041	7.86517
Os05g0520300	Gasu_39610	7.51295	10.8209
Os05g0521300	Gasu_36290	25.7905	21.1851
Os05g0524300	Gasu_03610	32.3887	36.3636
Os05g0528000	Gasu_17010	14.1956	17.4194
Os05g0529300	Gasu_15420	53.0233	52.0548
Os05g0529400	Gasu_01460	44.2478	30.6748
Os05g0529400	Gasu_65090	44.2478	31.6456
Os05g0529600	Gasu_03420	7.29455	22.3164
Os05g0529900	Gasu_14370	35.4651	30.273
Os05g0530500	Gasu_05080	23.1683	13.4638
Os05g0530500	Gasu_30650	51.6832	52.0958
Os05g0530500	Gasu_35670	49.505	54.7046
Os05g0530500	Gasu_44250	24.1584	13.8479
Os05g0533500	Gasu_43310	42.3567	38.6628
Os05g0533500	Gasu_48740	42.3567	41.1765
Os05g0533600	Gasu_14030	16.5397	8.95171
Os05g0533700	Gasu_21960	65.1961	64.5631
Os05g0533900	Gasu_47610	42.3729	37.5235
Os05g0535500	Gasu_05930	12.7168	37.7143
Os05g0535600	Gasu_32740	14.2077	6.30303
Os05g0535800	Gasu_00400	14.4509	19.1816
Os05g0536200	Gasu_24570	27.5	22.2543
Os05g0536900	Gasu_50230	58.7379	58.7379
Os05g0537300	Gasu_00710	4.17827	0.725339
Os05g0538900	Gasu_23680	31.405	19.1919
Os05g0539600	Gasu_34210	27.4854	15.0641
Os05g0539600	Gasu_45710	28.655	12.8272
Os05g0540100	Gasu_29220	50	50.3979
Os05g0540300	Gasu_12870	57.6592	54.295
Os05g0540800	Gasu_00910	24.4292	25.0585
Os05g0541200	Gasu_22340	29.5964	18.4874
Os05g0541900	Gasu_64770	24.0602	22.695
Os05g0543100	Gasu_39800	52.3256	49.4506
Os05g0543200	Gasu_54690	11.7647	13.8528
Os05g0543300	Gasu_06770	40	39.1437
Os05g0543400	Gasu_30210	38.0282	41.2844
Os05g0545600	Gasu_32070	21.7484	35.1724
Os05g0546500	Gasu_44060	50.6667	33.3333
Os05g0547850	Gasu_44060	42.1875	47.3684
Os05g0548200	Gasu_26550	28.7975	27.4096
Os05g0549000	Gasu_07900	23.9859	20.4819
Os05g0549000	Gasu_56530	19.9295	17.5466
Os05g0549000	Gasu_61490	20.1058	17.5385
Os05g0549600	Gasu_43080	19.1781	13.2701
Os05g0549700	Gasu_54140	57.9655	62.3967
Os05g0549900	Gasu_58240	27.3469	27.686
Os05g0551000	Gasu_32050	30.8314	22.25
Os05g0552300	Gasu_55280	58.631	62.5397
Os05g0553000	Gasu_47560	72.1014	72.1014
Os05g0553800	Gasu_31030	40.4255	38
Os05g0554100	Gasu_44420	31.3131	39.2405
Os05g0554400	Gasu_10430	31.2796	18.0575
Os05g0555800	Gasu_43860	50	49.1228
Os05g0556700	Gasu_59210	67.3781	41.6981
Os05g0556900	Gasu_43860	50.4505	49.1228
