Gene stable ID	Trifolium pratense gene stable ID	%id. target Trifolium pratense gene identical to query gene	%id. query gene identical to target Trifolium pratense gene
Os05g0166900	Tp57577_TGAC_v2_gene18064	33.1034	12.1059
Os05g0166900	Tp57577_TGAC_v2_gene18067	33.7931	13.0841
Os05g0166900	Tp57577_TGAC_v2_gene30070	29.6552	10.4242
Os05g0166900	Tp57577_TGAC_v2_gene30082	31.0345	10.8959
Os05g0168300	Tp57577_TGAC_v2_gene31620	63.0986	60.7046
Os05g0168400	Tp57577_TGAC_v2_gene26930	66.5198	66.8142
Os05g0168500	Tp57577_TGAC_v2_gene23130	76.3719	76.0243
Os05g0168500	Tp57577_TGAC_v2_gene35886	76.3719	75.6798
Os05g0168700	Tp57577_TGAC_v2_gene16103	36.7232	72.2222
Os05g0168700	Tp57577_TGAC_v2_gene16140	73.7288	74.1477
Os05g0168700	Tp57577_TGAC_v2_gene8115	40.113	80.226
Os05g0168800	Tp57577_TGAC_v2_gene13881	23.3974	27.9159
Os05g0168800	Tp57577_TGAC_v2_gene22971	31.25	31.759
Os05g0169000	Tp57577_TGAC_v2_gene24328	60.6061	49.3827
Os05g0169100	Tp57577_TGAC_v2_gene13800	46.5753	65.8064
Os05g0169100	Tp57577_TGAC_v2_gene13899	85.3881	64.0411
Os05g0169100	Tp57577_TGAC_v2_gene13968	85.3881	83.8565
Os05g0169100	Tp57577_TGAC_v2_gene8398	73.9726	86.1702
Os05g0169300	Tp57577_TGAC_v2_gene17780	39.6825	44.3038
Os05g0169300	Tp57577_TGAC_v2_gene24672	7.48299	29.7297
Os05g0169300	Tp57577_TGAC_v2_gene27160	14.5125	30.622
Os05g0169300	Tp57577_TGAC_v2_gene37452	49.4331	44.4898
Os05g0169300	Tp57577_TGAC_v2_gene38787	37.1882	40.8978
Os05g0169400	Tp57577_TGAC_v2_gene14068	36.9403	31.9871
Os05g0169600	Tp57577_TGAC_v2_gene14348	19.5556	31.6547
Os05g0169600	Tp57577_TGAC_v2_gene14807	7.55556	6.00707
Os05g0169600	Tp57577_TGAC_v2_gene22723	7.11111	5.90406
Os05g0169600	Tp57577_TGAC_v2_gene37496	37.7778	47.7528
Os05g0169800	Tp57577_TGAC_v2_gene37456	56.7816	51.2448
Os05g0170000	Tp57577_TGAC_v2_gene14093	54.8872	63.4783
Os05g0170200	Tp57577_TGAC_v2_gene27260	39.9015	49.6933
Os05g0170300	Tp57577_TGAC_v2_gene37464	47.7885	50.818
Os05g0170700	Tp57577_TGAC_v2_gene15998	28.6996	30.4762
Os05g0170800	Tp57577_TGAC_v2_gene37565	56	63.3962
Os05g0170950	Tp57577_TGAC_v2_gene8714	70.3297	15.4217
Os05g0171300	Tp57577_TGAC_v2_gene10702	57.1084	59.6977
Os05g0171300	Tp57577_TGAC_v2_gene15654	39.2771	67.6349
Os05g0171300	Tp57577_TGAC_v2_gene27620	47.7108	56.7335
Os05g0171300	Tp57577_TGAC_v2_gene28707	59.759	62
Os05g0171900	Tp57577_TGAC_v2_gene10685	49.0385	56.9832
Os05g0171900	Tp57577_TGAC_v2_gene27506	53.8462	65.1163
Os05g0171900	Tp57577_TGAC_v2_gene32184	53.3654	62.3596
Os05g0171900	Tp57577_TGAC_v2_gene37196	42.3077	49.162
Os05g0171900	Tp57577_TGAC_v2_gene38668	18.2692	50.6667
Os05g0172300	Tp57577_TGAC_v2_gene2167	44.7368	43.6486
Os05g0173700	Tp57577_TGAC_v2_gene13932	41.5842	17.5732
Os05g0176000	Tp57577_TGAC_v2_gene11426	19.7411	31.6062
Os05g0176000	Tp57577_TGAC_v2_gene12471	35.2751	24.8292
Os05g0176000	Tp57577_TGAC_v2_gene20919	15.8576	37.9845
Os05g0176000	Tp57577_TGAC_v2_gene2432	64.4013	66.113
Os05g0176000	Tp57577_TGAC_v2_gene2435	78.6408	72.1068
Os05g0176000	Tp57577_TGAC_v2_gene31927	52.1036	60.9848
Os05g0176000	Tp57577_TGAC_v2_gene39872	22.3301	54.3307
Os05g0176000	Tp57577_TGAC_v2_gene9882	79.288	74.6951
Os05g0176100	Tp57577_TGAC_v2_gene28703	70.539	78.9802
Os05g0176300	Tp57577_TGAC_v2_gene10706	23.2323	21.9048
Os05g0176300	Tp57577_TGAC_v2_gene38685	27.2727	27.551
Os05g0176300	Tp57577_TGAC_v2_gene8449	30.303	25.641
Os05g0176400	Tp57577_TGAC_v2_gene10690	22.1095	11.7711
Os05g0176500	Tp57577_TGAC_v2_gene32397	47.7612	47.9401
Os05g0176600	Tp57577_TGAC_v2_gene9078	48.7179	48.1013
Os05g0176800	Tp57577_TGAC_v2_gene18394	12.4077	61.7647
Os05g0177500	Tp57577_TGAC_v2_gene12533	24.2647	33.5878
Os05g0177500	Tp57577_TGAC_v2_gene12655	28.125	31.7427
Os05g0177500	Tp57577_TGAC_v2_gene18654	28.125	18.3014
Os05g0177500	Tp57577_TGAC_v2_gene18673	28.125	30.9717
Os05g0177500	Tp57577_TGAC_v2_gene18677	27.3897	30.0403
Os05g0177500	Tp57577_TGAC_v2_gene34734	23.5294	31.2195
Os05g0177500	Tp57577_TGAC_v2_gene35746	26.1029	29.7694
Os05g0177500	Tp57577_TGAC_v2_gene37002	26.2868	28.373
Os05g0177500	Tp57577_TGAC_v2_gene891	27.0221	30.8824
Os05g0177800	Tp57577_TGAC_v2_gene22450	32.8063	16.6
Os05g0177800	Tp57577_TGAC_v2_gene30315	35.5731	18.3673
Os05g0177800	Tp57577_TGAC_v2_gene38571	32.8063	16.9043
Os05g0177800	Tp57577_TGAC_v2_gene40228	35.5731	20.1342
Os05g0177800	Tp57577_TGAC_v2_gene4778	38.7352	19.798
Os05g0177800	Tp57577_TGAC_v2_gene8689	24.9012	12.2093
Os05g0177800	Tp57577_TGAC_v2_gene8690	33.9921	17.3038
Os05g0177800	Tp57577_TGAC_v2_gene8697	28.4585	14.0625
Os05g0177800	Tp57577_TGAC_v2_gene8700	32.4111	16.1736
Os05g0177800	Tp57577_TGAC_v2_gene8702	35.5731	18.5567
Os05g0177800	Tp57577_TGAC_v2_gene8706	31.6206	15.2964
Os05g0177800	Tp57577_TGAC_v2_gene8707	32.0158	15.547
Os05g0177800	Tp57577_TGAC_v2_gene8708	35.9684	16.946
Os05g0178000	Tp57577_TGAC_v2_gene37140	35.9281	42.7553
Os05g0178000	Tp57577_TGAC_v2_gene38634	35.1297	39.0244
Os05g0178100	Tp57577_TGAC_v2_gene37162	32.021	32.5333
Os05g0178400	Tp57577_TGAC_v2_gene26757	53.9715	51.2573
Os05g0178900	Tp57577_TGAC_v2_gene9995	63.8249	63.3867
Os05g0179000	Tp57577_TGAC_v2_gene20109	49.8772	50.4975
Os05g0179000	Tp57577_TGAC_v2_gene34686	43.7346	45.0633
Os05g0179000	Tp57577_TGAC_v2_gene37155	48.1572	48.2759
Os05g0179800	Tp57577_TGAC_v2_gene34682	52.7331	51.25
Os05g0179800	Tp57577_TGAC_v2_gene34689	47.91	53.405
Os05g0179900	Tp57577_TGAC_v2_gene11939	21.6561	25.2788
Os05g0179900	Tp57577_TGAC_v2_gene31452	21.6561	24.1135
Os05g0179950	Tp57577_TGAC_v2_gene11838	30.1708	34.2672
Os05g0179950	Tp57577_TGAC_v2_gene11855	23.9089	28.125
Os05g0179950	Tp57577_TGAC_v2_gene11960	31.1195	15.1013
Os05g0179950	Tp57577_TGAC_v2_gene18104	27.3245	28.2353
Os05g0179950	Tp57577_TGAC_v2_gene30747	31.8786	35.8209
Os05g0179950	Tp57577_TGAC_v2_gene30754	32.2581	36.1702
Os05g0180300	Tp57577_TGAC_v2_gene21690	54.3478	37.0066
Os05g0180300	Tp57577_TGAC_v2_gene30577	50	29.5714
Os05g0180400	Tp57577_TGAC_v2_gene15588	31.7631	29.9492
Os05g0180500	Tp57577_TGAC_v2_gene12465	28.1346	22.1687
Os05g0180500	Tp57577_TGAC_v2_gene26530	25.6881	23.5294
Os05g0180500	Tp57577_TGAC_v2_gene37190	28.7462	24.2268
Os05g0180600	Tp57577_TGAC_v2_gene21086	70.0246	72.5191
Os05g0180600	Tp57577_TGAC_v2_gene40832	28.3784	76.2376
Os05g0180700	Tp57577_TGAC_v2_gene12493	28.8288	36.3636
Os05g0181000	Tp57577_TGAC_v2_gene24151	63.7749	63.8498
Os05g0181000	Tp57577_TGAC_v2_gene24206	59.5545	61.2786
Os05g0181200	Tp57577_TGAC_v2_gene10199	15.1874	24.6006
Os05g0181200	Tp57577_TGAC_v2_gene10776	15.3846	29.6578
Os05g0181200	Tp57577_TGAC_v2_gene14869	7.29783	43.0233
Os05g0181200	Tp57577_TGAC_v2_gene15207	29.9803	34.5455
Os05g0181200	Tp57577_TGAC_v2_gene15423	35.503	34.5489
Os05g0181200	Tp57577_TGAC_v2_gene19647	34.1223	34.1897
Os05g0181200	Tp57577_TGAC_v2_gene20219	26.43	31.7536
Os05g0181200	Tp57577_TGAC_v2_gene20459	7.29783	37.3737
Os05g0181200	Tp57577_TGAC_v2_gene20937	6.90335	23.8095
Os05g0181200	Tp57577_TGAC_v2_gene22793	20.3156	41.3655
Os05g0181200	Tp57577_TGAC_v2_gene29771	27.4162	28.6598
Os05g0181200	Tp57577_TGAC_v2_gene30232	12.426	43.4483
Os05g0181200	Tp57577_TGAC_v2_gene32524	8.08679	26.1146
Os05g0181200	Tp57577_TGAC_v2_gene32530	37.2781	34.8708
Os05g0181200	Tp57577_TGAC_v2_gene32553	29.9803	39.4805
Os05g0181200	Tp57577_TGAC_v2_gene33248	36.4892	36.4892
Os05g0181200	Tp57577_TGAC_v2_gene33252	11.6371	9.23318
Os05g0181200	Tp57577_TGAC_v2_gene33288	37.4753	37.4753
Os05g0181200	Tp57577_TGAC_v2_gene35771	8.87574	26.1628
Os05g0181200	Tp57577_TGAC_v2_gene39505	8.48126	47.2527
Os05g0181200	Tp57577_TGAC_v2_gene39677	28.0079	39.4444
Os05g0181200	Tp57577_TGAC_v2_gene39700	11.2426	28.5
Os05g0181200	Tp57577_TGAC_v2_gene39895	14.7929	43.8596
Os05g0181200	Tp57577_TGAC_v2_gene8229	6.70611	33.0097
Os05g0181200	Tp57577_TGAC_v2_gene8230	8.28402	33.3333
Os05g0181200	Tp57577_TGAC_v2_gene8231	26.2327	34.7258
Os05g0181200	Tp57577_TGAC_v2_gene8232	15.5819	25.6494
Os05g0181200	Tp57577_TGAC_v2_gene8235	33.5306	29.1096
Os05g0181200	Tp57577_TGAC_v2_gene8236	11.6371	28.2297
Os05g0181200	Tp57577_TGAC_v2_gene8239	34.1223	29.223
Os05g0181200	Tp57577_TGAC_v2_gene8241	11.0454	39.7163
Os05g0181200	Tp57577_TGAC_v2_gene8249	34.1223	34.3254
Os05g0181200	Tp57577_TGAC_v2_gene8251	34.1223	16.878
Os05g0181200	Tp57577_TGAC_v2_gene8337	30.9665	33.2627
Os05g0181250	Tp57577_TGAC_v2_gene9460	42.8571	18.3673
Os05g0181250	Tp57577_TGAC_v2_gene9773	46.0317	30.2083
Os05g0182000	Tp57577_TGAC_v2_gene792	50	44.8718
Os05g0182100	Tp57577_TGAC_v2_gene11449	19.1919	50.3311
Os05g0182100	Tp57577_TGAC_v2_gene40735	14.1414	24.6696
Os05g0182201	Tp57577_TGAC_v2_gene17053	34.8659	57.2327
Os05g0182201	Tp57577_TGAC_v2_gene793	22.6054	59
Os05g0182600	Tp57577_TGAC_v2_gene20170	68.125	65.3673
Os05g0182600	Tp57577_TGAC_v2_gene38431	67.5	66.6667
Os05g0182700	Tp57577_TGAC_v2_gene18467	36.7133	33.6538
Os05g0182800	Tp57577_TGAC_v2_gene4913	71.2312	65.5491
Os05g0183100	Tp57577_TGAC_v2_gene18744	15.566	23.5714
Os05g0183100	Tp57577_TGAC_v2_gene2231	31.1321	32.1951
Os05g0183100	Tp57577_TGAC_v2_gene23723	33.4906	31.1404
Os05g0183100	Tp57577_TGAC_v2_gene3581	30.6604	39.3939
Os05g0183100	Tp57577_TGAC_v2_gene38906	29.2453	38.5093
Os05g0183300	Tp57577_TGAC_v2_gene13727	0	0
Os05g0183300	Tp57577_TGAC_v2_gene33774	60.2094	19.2308
Os05g0183300	Tp57577_TGAC_v2_gene38211	63.8743	19.5827
Os05g0183900	Tp57577_TGAC_v2_gene35978	35.6108	25.0364
Os05g0183900	Tp57577_TGAC_v2_gene38922	38.9234	34.8794
Os05g0183900	Tp57577_TGAC_v2_gene9431	36.853	37.7919
Os05g0184500	Tp57577_TGAC_v2_gene35978	27.6836	14.2649
Os05g0184500	Tp57577_TGAC_v2_gene38922	29.3785	19.295
Os05g0184500	Tp57577_TGAC_v2_gene9431	27.9661	21.0191
Os05g0184901	Tp57577_TGAC_v2_gene35978	38.2479	26.0553
Os05g0184901	Tp57577_TGAC_v2_gene38922	41.453	35.9926
Os05g0184901	Tp57577_TGAC_v2_gene9431	40.1709	39.9151
Os05g0185650	Tp57577_TGAC_v2_gene11454	0	0
Os05g0185650	Tp57577_TGAC_v2_gene12472	69.7479	5.67715
Os05g0185650	Tp57577_TGAC_v2_gene20438	56.3025	37.2222
Os05g0185650	Tp57577_TGAC_v2_gene20930	44.5378	55.7895
Os05g0185650	Tp57577_TGAC_v2_gene31220	0	0
Os05g0185650	Tp57577_TGAC_v2_gene39455	0	0
Os05g0185650	Tp57577_TGAC_v2_gene9214	0	0
Os05g0185700	Tp57577_TGAC_v2_gene20990	46.7934	47.2422
Os05g0185800	Tp57577_TGAC_v2_gene15135	29.8217	31.1864
Os05g0185800	Tp57577_TGAC_v2_gene6520	31.1183	34.5324
Os05g0186000	Tp57577_TGAC_v2_gene13351	34.7826	27.4286
Os05g0186100	Tp57577_TGAC_v2_gene26915	51.6556	51.6556
Os05g0186100	Tp57577_TGAC_v2_gene6590	50.9934	51.3333
Os05g0187000	Tp57577_TGAC_v2_gene1129	82.3529	82.6568
Os05g0187100	Tp57577_TGAC_v2_gene23495	66.7387	62.0482
Os05g0187100	Tp57577_TGAC_v2_gene33509	35.8531	57.6389
Os05g0187100	Tp57577_TGAC_v2_gene33537	23.5421	58.9189
Os05g0187100	Tp57577_TGAC_v2_gene35438	63.9309	59.919
Os05g0187100	Tp57577_TGAC_v2_gene40352	50.54	42.0863
Os05g0187500	Tp57577_TGAC_v2_gene15139	42.5532	47.2813
Os05g0187500	Tp57577_TGAC_v2_gene23446	48.0851	50.9009
Os05g0187500	Tp57577_TGAC_v2_gene6511	31.0638	40.6685
Os05g0187800	Tp57577_TGAC_v2_gene23463	67.3554	66.5306
Os05g0188500	Tp57577_TGAC_v2_gene32282	55.1971	54.3689
Os05g0188600	Tp57577_TGAC_v2_gene1039	28.3737	18.1015
Os05g0188600	Tp57577_TGAC_v2_gene163	1.7301	5.84795
Os05g0188600	Tp57577_TGAC_v2_gene34304	15.2249	24.581
Os05g0188600	Tp57577_TGAC_v2_gene34306	1.21107	2.07101
Os05g0188600	Tp57577_TGAC_v2_gene40473	12.4567	26.1818
Os05g0188700	Tp57577_TGAC_v2_gene23461	46.0199	46.25
Os05g0188700	Tp57577_TGAC_v2_gene33514	49.7512	47.619
Os05g0188800	Tp57577_TGAC_v2_gene35678	46.2555	80.1527
Os05g0188800	Tp57577_TGAC_v2_gene35682	21.1454	68.5714
Os05g0189300	Tp57577_TGAC_v2_gene110	7.17131	25
Os05g0189300	Tp57577_TGAC_v2_gene15140	43.8247	41.6667
Os05g0189300	Tp57577_TGAC_v2_gene15144	39.0438	38.1323
Os05g0189900	Tp57577_TGAC_v2_gene110	8	27.7778
Os05g0189900	Tp57577_TGAC_v2_gene15140	48.8	46.2121
Os05g0189900	Tp57577_TGAC_v2_gene15144	41.6	40.4669
Os05g0190300	Tp57577_TGAC_v2_gene110	6.58436	22.2222
Os05g0190300	Tp57577_TGAC_v2_gene15140	46.5021	42.803
Os05g0190300	Tp57577_TGAC_v2_gene15144	39.9177	37.7432
Os05g0190500	Tp57577_TGAC_v2_gene110	7.16981	26.3889
Os05g0190500	Tp57577_TGAC_v2_gene15140	45.283	45.4545
Os05g0190500	Tp57577_TGAC_v2_gene15144	38.8679	40.0778
Os05g0191500	Tp57577_TGAC_v2_gene110	14.4186	43.0556
Os05g0191500	Tp57577_TGAC_v2_gene15140	39.5349	32.197
Os05g0191500	Tp57577_TGAC_v2_gene15144	36.2791	30.3502
Os05g0191700	Tp57577_TGAC_v2_gene110	8.4375	37.5
Os05g0191700	Tp57577_TGAC_v2_gene15140	34.375	41.6667
Os05g0191700	Tp57577_TGAC_v2_gene15144	27.5	34.2412
Os05g0194500	Tp57577_TGAC_v2_gene23500	48.2759	34.0081
Os05g0194600	Tp57577_TGAC_v2_gene37811	75.5263	81.5341
Os05g0195200	Tp57577_TGAC_v2_gene11397	28.607	52.7523
Os05g0195200	Tp57577_TGAC_v2_gene25455	47.0149	50
Os05g0195700	Tp57577_TGAC_v2_gene3583	32.4042	36.1868
Os05g0196100	Tp57577_TGAC_v2_gene22231	51.817	50.0976
Os05g0196100	Tp57577_TGAC_v2_gene22234	12.0458	60.473
Os05g0196100	Tp57577_TGAC_v2_gene22238	19.179	38.9877
Os05g0196100	Tp57577_TGAC_v2_gene24209	52.8264	53.3288
Os05g0196100	Tp57577_TGAC_v2_gene24253	53.2301	54.141
Os05g0196100	Tp57577_TGAC_v2_gene29260	28.4657	48.2326
Os05g0196100	Tp57577_TGAC_v2_gene29261	36.6083	36.5837
Os05g0196100	Tp57577_TGAC_v2_gene29262	18.3715	64.2353
Os05g0196200	Tp57577_TGAC_v2_gene13016	68.272	69.0544
Os05g0196200	Tp57577_TGAC_v2_gene25487	69.1218	65.7682
Os05g0196500	Tp57577_TGAC_v2_gene10536	46.8498	46.8119
Os05g0196500	Tp57577_TGAC_v2_gene14302	24.8788	37.1084
Os05g0196600	Tp57577_TGAC_v2_gene22816	63.7168	63.4361
Os05g0196600	Tp57577_TGAC_v2_gene25484	62.6106	65.0575
Os05g0196800	Tp57577_TGAC_v2_gene29533	54.461	55.283
Os05g0196800	Tp57577_TGAC_v2_gene9438	53.5316	56.917
Os05g0198200	Tp57577_TGAC_v2_gene13181	36.2319	29.5858
Os05g0198400	Tp57577_TGAC_v2_gene12995	48.4375	51.0989
Os05g0198400	Tp57577_TGAC_v2_gene3532	53.6458	48.3568
Os05g0198700	Tp57577_TGAC_v2_gene38364	59.2593	68.5714
Os05g0199100	Tp57577_TGAC_v2_gene3540	29.0102	27.9605
Os05g0199100	Tp57577_TGAC_v2_gene6537	35.4949	40.3101
Os05g0199800	Tp57577_TGAC_v2_gene13416	18.4466	14.2857
Os05g0200100	Tp57577_TGAC_v2_gene35501	57.4074	55.6054
Os05g0200280	Tp57577_TGAC_v2_gene35491	34.1969	33.1658
Os05g0200280	Tp57577_TGAC_v2_gene6517	47.6684	42.0091
Os05g0200280	Tp57577_TGAC_v2_gene7906	36.7876	44.0994
Os05g0200400	Tp57577_TGAC_v2_gene7931	59.5745	33.9394
Os05g0200500	Tp57577_TGAC_v2_gene15092	81.7133	82.8047
Os05g0200500	Tp57577_TGAC_v2_gene24503	82.3723	69.1563
Os05g0200500	Tp57577_TGAC_v2_gene32249	75.9473	66.1406
Os05g0200700	Tp57577_TGAC_v2_gene21370	14.4	22.9299
Os05g0200700	Tp57577_TGAC_v2_gene28059	6.8	33.3333
Os05g0200700	Tp57577_TGAC_v2_gene35013	20.8	27.5132
Os05g0200700	Tp57577_TGAC_v2_gene35019	16.4	22.6519
Os05g0200700	Tp57577_TGAC_v2_gene37186	19.6	28.655
Os05g0200700	Tp57577_TGAC_v2_gene37192	17.6	23.1579
Os05g0201700	Tp57577_TGAC_v2_gene11299	20.197	24.6988
Os05g0201700	Tp57577_TGAC_v2_gene14860	21.1823	25.1462
Os05g0201700	Tp57577_TGAC_v2_gene14861	22.1675	26.1628
Os05g0201700	Tp57577_TGAC_v2_gene15095	19.2118	12.3418
Os05g0201700	Tp57577_TGAC_v2_gene21377	14.2857	23.0159
Os05g0201700	Tp57577_TGAC_v2_gene278	22.1675	26.4706
Os05g0201700	Tp57577_TGAC_v2_gene28892	10.8374	19.469
Os05g0201700	Tp57577_TGAC_v2_gene33075	22.1675	26.4706
Os05g0202300	Tp57577_TGAC_v2_gene11299	20.5357	27.7108
Os05g0202300	Tp57577_TGAC_v2_gene14860	18.75	24.5614
Os05g0202300	Tp57577_TGAC_v2_gene14861	19.6429	25.5814
Os05g0202300	Tp57577_TGAC_v2_gene15095	22.3214	15.8228
Os05g0202300	Tp57577_TGAC_v2_gene21377	12.0536	21.4286
Os05g0202300	Tp57577_TGAC_v2_gene278	23.6607	31.1765
Os05g0202300	Tp57577_TGAC_v2_gene28892	12.5	24.7788
Os05g0202300	Tp57577_TGAC_v2_gene33075	19.1964	25.2941
Os05g0202600	Tp57577_TGAC_v2_gene15098	27.957	37.1429
Os05g0203000	Tp57577_TGAC_v2_gene33206	28.4672	31.4516
Os05g0203000	Tp57577_TGAC_v2_gene39809	31.3869	34.127
Os05g0203000	Tp57577_TGAC_v2_gene6043	32.8467	18.0723
Os05g0203000	Tp57577_TGAC_v2_gene9615	28.4672	32.7731
Os05g0203400	Tp57577_TGAC_v2_gene16465	8.38323	5.26316
Os05g0203400	Tp57577_TGAC_v2_gene34997	33.2335	16.5672
Os05g0203800	Tp57577_TGAC_v2_gene20671	49.2647	56.3025
Os05g0203800	Tp57577_TGAC_v2_gene25503	49.2647	37.4302
Os05g0204900	Tp57577_TGAC_v2_gene1867	78.4679	78.6307
Os05g0205050	Tp57577_TGAC_v2_gene17999	51.8519	41.0256
Os05g0205050	Tp57577_TGAC_v2_gene26220	42.1296	39.3939
Os05g0205050	Tp57577_TGAC_v2_gene39897	40.7407	36.9748
Os05g0205050	Tp57577_TGAC_v2_gene4455	44.9074	38.0392
Os05g0205050	Tp57577_TGAC_v2_gene4492	7.40741	13.1148
Os05g0205050	Tp57577_TGAC_v2_gene6768	51.8519	28.3544
Os05g0205100	Tp57577_TGAC_v2_gene4569	42.0195	43.8776
Os05g0207400	Tp57577_TGAC_v2_gene30034	36.9048	21.9858
Os05g0207400	Tp57577_TGAC_v2_gene6796	30.9524	16.3009
Os05g0207500	Tp57577_TGAC_v2_gene19980	83.3333	77.7262
Os05g0207500	Tp57577_TGAC_v2_gene30038	79.1045	83.6842
Os05g0207700	Tp57577_TGAC_v2_gene21047	46.934	61.6099
Os05g0207900	Tp57577_TGAC_v2_gene13778	15.1544	23.3979
Os05g0207900	Tp57577_TGAC_v2_gene34572	15.8301	31.1787
Os05g0207900	Tp57577_TGAC_v2_gene36050	5.40541	44.8
Os05g0207900	Tp57577_TGAC_v2_gene6330	15.1544	31.2749
Os05g0207900	Tp57577_TGAC_v2_gene9503	21.2355	26.7966
Os05g0208000	Tp57577_TGAC_v2_gene24401	81.3726	82.7243
Os05g0208100	Tp57577_TGAC_v2_gene27342	51.7167	51.1677
Os05g0208550	Tp57577_TGAC_v2_gene15247	30.6407	48.6726
Os05g0208550	Tp57577_TGAC_v2_gene26613	44.5682	48.7805
Os05g0208550	Tp57577_TGAC_v2_gene26683	43.7326	46.5875
Os05g0208550	Tp57577_TGAC_v2_gene2941	15.8774	47.1074
Os05g0208550	Tp57577_TGAC_v2_gene36145	11.9777	52.439
Os05g0208550	Tp57577_TGAC_v2_gene36541	33.7047	43.3692
Os05g0209100	Tp57577_TGAC_v2_gene26655	63.2558	64.455
Os05g0209400	Tp57577_TGAC_v2_gene11666	43.0233	42.8571
Os05g0209500	Tp57577_TGAC_v2_gene11482	60.9195	68.8312
Os05g0209600	Tp57577_TGAC_v2_gene24775	38.7812	37.3333
Os05g0210100	Tp57577_TGAC_v2_gene24775	37.027	36.5333
Os05g0210400	Tp57577_TGAC_v2_gene24775	30.6452	35.4667
Os05g0210500	Tp57577_TGAC_v2_gene7748	42.3617	40.3302
Os05g0210525	Tp57577_TGAC_v2_gene11262	16.3934	15.748
Os05g0210525	Tp57577_TGAC_v2_gene26755	18.8525	15.4362
Os05g0210525	Tp57577_TGAC_v2_gene31371	15.5738	13.6691
Os05g0210525	Tp57577_TGAC_v2_gene9792	19.6721	14.9068
Os05g0210525	Tp57577_TGAC_v2_gene9796	18.8525	12.9944
Os05g0210600	Tp57577_TGAC_v2_gene11577	43.8903	31.769
Os05g0210600	Tp57577_TGAC_v2_gene30901	53.3666	30.441
Os05g0212200	Tp57577_TGAC_v2_gene3379	45.2145	46.3621
Os05g0212300	Tp57577_TGAC_v2_gene3386	61.5262	61.8211
Os05g0212400	Tp57577_TGAC_v2_gene15350	61.4085	60.0551
Os05g0213500	Tp57577_TGAC_v2_gene17293	65.5502	69.898
Os05g0213500	Tp57577_TGAC_v2_gene31617	65.5502	55.4656
Os05g0213500	Tp57577_TGAC_v2_gene33317	64.5933	71.8085
Os05g0213500	Tp57577_TGAC_v2_gene85	29.6651	79.4872
Os05g0214300	Tp57577_TGAC_v2_gene17299	40.7692	39.5522
Os05g0214300	Tp57577_TGAC_v2_gene33343	39.6154	35.8885
Os05g0214400	Tp57577_TGAC_v2_gene20444	23.8298	65.1163
Os05g0214400	Tp57577_TGAC_v2_gene3436	42.9787	61.9632
Os05g0215000	Tp57577_TGAC_v2_gene20462	21.8519	26.4574
Os05g0215000	Tp57577_TGAC_v2_gene24485	24.8148	23.4266
Os05g0215000	Tp57577_TGAC_v2_gene27336	26.2963	24.5675
Os05g0215000	Tp57577_TGAC_v2_gene38105	25.9259	22.8013
Os05g0215000	Tp57577_TGAC_v2_gene38222	23.7037	13.3891
Os05g0215000	Tp57577_TGAC_v2_gene38231	25.1852	8.58586
Os05g0215000	Tp57577_TGAC_v2_gene38240	25.9259	21.6718
Os05g0215000	Tp57577_TGAC_v2_gene7680	0.37037	0.478469
Os05g0215000	Tp57577_TGAC_v2_gene9162	24.0741	9.98464
Os05g0215000	Tp57577_TGAC_v2_gene9181	24.4444	11.4783
Os05g0215000	Tp57577_TGAC_v2_gene9184	24.4444	11.0368
Os05g0215066	Tp57577_TGAC_v2_gene20462	31.3808	33.6323
Os05g0215066	Tp57577_TGAC_v2_gene24485	34.728	29.021
Os05g0215066	Tp57577_TGAC_v2_gene27336	34.3096	28.3737
Os05g0215066	Tp57577_TGAC_v2_gene38105	32.636	25.4072
Os05g0215066	Tp57577_TGAC_v2_gene38222	30.5439	15.272
Os05g0215066	Tp57577_TGAC_v2_gene38231	32.2176	9.72222
Os05g0215066	Tp57577_TGAC_v2_gene38240	35.1464	26.0062
Os05g0215066	Tp57577_TGAC_v2_gene7680	0.41841	0.478469
Os05g0215066	Tp57577_TGAC_v2_gene9162	30.9623	11.3671
Os05g0215066	Tp57577_TGAC_v2_gene9181	31.3808	13.0435
Os05g0215066	Tp57577_TGAC_v2_gene9184	30.9623	12.3746
Os05g0215600	Tp57577_TGAC_v2_gene18162	40.6667	47.4708
Os05g0215800	Tp57577_TGAC_v2_gene17027	72.8358	75.7764
Os05g0215800	Tp57577_TGAC_v2_gene2241	73.7313	72.2222
Os05g0215800	Tp57577_TGAC_v2_gene8273	73.1343	63.9687
Os05g0216950	Tp57577_TGAC_v2_gene12203	15.8124	11.6559
Os05g0216950	Tp57577_TGAC_v2_gene14551	4.253	8.14196
Os05g0216950	Tp57577_TGAC_v2_gene35615	1.52672	4.19162
Os05g0217700	Tp57577_TGAC_v2_gene10668	4.41989	3.58744
Os05g0217700	Tp57577_TGAC_v2_gene10674	6.62983	2.41935
Os05g0217700	Tp57577_TGAC_v2_gene29594	4.41989	1.90024
Os05g0217700	Tp57577_TGAC_v2_gene36569	9.39227	21.7949
Os05g0217700	Tp57577_TGAC_v2_gene36610	2.76243	2.1645
Os05g0217700	Tp57577_TGAC_v2_gene38129	7.18232	3.18627
Os05g0217700	Tp57577_TGAC_v2_gene495	2.76243	2.99401
