Gene stable ID	Cyanidioschyzon merolae gene stable ID	%id. target Cyanidioschyzon merolae gene identical to query gene	%id. query gene identical to target Cyanidioschyzon merolae gene
Os05g0169000	CMM285C	27.2727	7.98226
Os05g0169100	CMJ109C	67.1233	68.6916
Os05g0170800	CMQ330C	24	23.2258
Os05g0170950	CMN328C	52.7473	12.1827
Os05g0171300	CMM235C	29.1566	26.9488
Os05g0173700	CMH264C	67.3267	6.88956
Os05g0176000	CMN074C	62.1359	53.9326
Os05g0176800	CMI004C	18.9069	15.2927
Os05g0176800	CMR009C	22.3043	22.0438
Os05g0176800	CMT006C	18.9069	15.2927
Os05g0178400	CMF150C	44.3992	27.6299
Os05g0179000	CMM012C	17.9361	20
Os05g0181902	CMV168C	29.7872	14.8936
Os05g0182201	CME008C	30.2682	39.6985
Os05g0182500	CMK253C	67.1053	40.8
Os05g0182600	CMS034C	25.625	28.1304
Os05g0182800	CMS289C	39.3216	34.2076
Os05g0186300	CMJ051C	48.0702	44.8445
Os05g0187000	CMK289C	54.0441	52.6882
Os05g0187800	CMI159C	25.2066	22.9323
Os05g0188500	CMO331C	14.9642	16.8177
Os05g0188800	CMO189C	31.2775	31.982
Os05g0193900	CMT046C	17.3697	6.90335
Os05g0194600	CMD081C	56.3158	60.9687
Os05g0196600	CMS398C	31.8584	29.2089
Os05g0196800	CMQ199C	24.1636	22.7273
Os05g0198400	CMS155C	29.9479	29.1139
Os05g0198700	CMQ378C	25.9259	24.1379
Os05g0200500	CMF099C	35.9143	28.2018
Os05g0204900	CMP075C	51.1387	36.8657
Os05g0205100	CME050C	29.6417	21.1137
Os05g0207500	CMH187C	23.6318	22.8365
Os05g0207900	CMR366C	6.94981	11.2853
Os05g0208000	CMC159C	41.1765	39.7476
Os05g0209400	CMS480C	23.2558	12.0482
Os05g0211100	CMS319C	37	34.8399
Os05g0212200	CMR435C	18.1518	4.73118
Os05g0215600	CMS418C	22.3333	18.1572
Os05g0215800	CMH238C	26.5672	26.1765
Os05g0215800	CMK065C	25.6716	25.2941
Os05g0215800	CMS488C	26.8657	24.7253
Os05g0219800	CMR423C	27.475	24.2157
Os05g0221400	CMJ167C	42.4242	12.6888
Os05g0222200	CMI088C	31.4286	33.4347
Os05g0224700	CMD026C	21.9048	26.4368
Os05g0227700	CMH059C	30.0567	21.0875
Os05g0235701	CMK058C	33.6634	8.76289
Os05g0235800	CMJ261C	43.3735	40.8163
Os05g0241100	CMQ336C	47.8261	14.1284
Os05g0241200	CMK114C	31.6832	30.1176
Os05g0243100	CMH224C	25.8333	13.7168
Os05g0243200	CMH224C	16.25	11.5044
Os05g0243300	CMH224C	36.1257	30.531
Os05g0251500	CMR096C	62.8571	61.1111
Os05g0256000	CMC064C	52.7607	52.5994
Os05g0269500	CMK076C	16.482	16.8079
Os05g0270800	CMT058C	30.2583	29.4964
Os05g0274200	CMP114C	29.087	26.8364
Os05g0274900	CMJ110C	75.9804	75.6098
Os05g0275700	CMD105C	22.5146	24.4444
Os05g0279300	CMQ041C	27.0677	8.49057
Os05g0279400	CMT374C	11.9578	10.7482
Os05g0295100	CMH057C	24.0964	22.0083
Os05g0295700	CMR095C	23.4694	6.16622
Os05g0295800	CMD108C	32.0675	37.8109
Os05g0295800	CMR395C	30.8017	43.7126
Os05g0297900	CMS130C	41.1111	31.4894
Os05g0301700	CMP152C	52.6316	58.8235
Os05g0303000	CMV163C	62.963	47.6112
Os05g0304400	CML223C	45.8427	44.5415
Os05g0305100	CMA019C	28.9199	17.4187
Os05g0310750	CMP017C	40.2299	7.76053
Os05g0310800	CMO202C	35.687	31.1667
Os05g0311000	CMO202C	36.1377	31.5
Os05g0314100	CMN302C	32.381	10.241
Os05g0317200	CMG147C	16.9421	19.1888
Os05g0317200	CML197C	19.8347	18.5806
Os05g0319200	CMS398C	29.4355	29.6146
Os05g0319800	CMQ247C	49.0138	52.0964
Os05g0323800	CML057C	40.153	25.4237
Os05g0323900	CMR158C	48.9177	42.0074
Os05g0324100	CMS136C	21.4286	4.11765
Os05g0324200	CMS136C	23.1527	9.21569
Os05g0327100	CMR410C	39.4958	3.12085
Os05g0331200	CMQ432C	32.8696	33.042
Os05g0333100	CMO207C	25.9939	13.3229
Os05g0333500	CMR298C	42.5056	40.5117
Os05g0334000	CMR298C	42.5056	40.5117
Os05g0334400	CMR298C	42.5056	40.5117
Os05g0334750	CMO207C	25.2772	17.8683
Os05g0335401	CMR306C	28.7582	3.29835
Os05g0346300	CMA122C	46.875	45
Os05g0346500	CMS460C	17.2611	19.6429
Os05g0349200	CMI114C	57.1788	29.2149
Os05g0349700	CMT220C	55.3191	51.6129
Os05g0350500	CMM200C	38.4224	34.009
Os05g0350600	CMH178C	34.0909	28.1955
Os05g0350900	CMJ282C	15.1659	6.11855
Os05g0350900	CMK280C	18.4834	7.5
Os05g0350900	CMQ253C	9.95261	4.84988
Os05g0353400	CMO056C	32.6037	31.7265
Os05g0354300	CMR081C	28.2516	9.05055
Os05g0355500	CME046C	61.6667	51.3889
Os05g0357100	CMD071C	6.89655	3.26797
Os05g0357200	CMK164C	36.9048	31.8766
Os05g0357600	CMN324C	49.1228	52.2667
Os05g0357800	CMR130C	30.198	32.8841
Os05g0358200	CMO313C	23.3871	6.56109
Os05g0358400	CMI126C	21.4286	25.0951
Os05g0358500	CMG203C	28.0453	14.645
Os05g0361200	CMS035C	15.6566	21.7799
Os05g0362100	CMR380C	40.2151	16.3319
Os05g0363200	CME136C	46.7562	59.8854
Os05g0364500	CMT623C	22.0253	17.3653
Os05g0367400	CMH016C	28.4644	30.2789
Os05g0368300	CMH218C	63.8783	65.3697
Os05g0371200	CMC013C	59.2834	56
Os05g0373700	CMT271C	39.5122	34.0336
Os05g0373900	CMM111C	55.2273	53.1729
Os05g0375600	CME148C	18.4549	8.1749
Os05g0376200	CMK293C	31.4578	17.1548
Os05g0377000	CMS372C	44.9612	44.9612
Os05g0381500	CMI152C	19.2118	11.9266
Os05g0384600	CMI088C	22.963	23.5562
Os05g0387200	CMR012C	36.7432	34.4423
Os05g0388025	CMR030C	20.6009	11.1628
Os05g0388500	CMV103C	31.1978	50
Os05g0389300	CMP159C	39.3258	34.3137
Os05g0389700	CMQ195C	39.1137	38.2298
Os05g0390500	CMP176C	27.4254	8.96341
Os05g0392300	CMN139C	27.957	23.7805
Os05g0395300	CMC089C	33	20.9391
Os05g0395300	CMI026C	23.2	14.9871
Os05g0397650	CML314C	21.4085	20.1592
Os05g0397700	CMV181C	17.3432	27.6471
Os05g0398000	CMH039C	31.8841	11
Os05g0399100	CMK095C	30.8333	27.7154
Os05g0399200	CMK095C	30.1255	26.9663
Os05g0400100	CMK095C	21.0345	22.8464
Os05g0400200	CMK095C	17.7606	17.2285
Os05g0400700	CMD026C	37.2881	37.931
Os05g0400800	CMS245C	49.3507	23.4568
Os05g0401100	CMK075C	22.7425	21.1838
Os05g0401200	CMT076C	31.3433	16.4921
Os05g0402300	CMD017C	29.9242	29.0441
Os05g0402700	CME145C	58.5586	54.1667
Os05g0402800	CMM261C	35.5908	21.0931
Os05g0404000	CMT470C	16.7323	14.4312
Os05g0404400	CMQ389C	20.0837	17.0213
Os05g0405000	CMF012C	17.7402	21.0263
Os05g0407200	CMR161C	32.1814	19.0294
Os05g0408900	CMF089C	54.0278	50.3886
Os05g0409200	CMG035C	21.4953	4.70348
Os05g0412000	CMB079C	15.4964	8.02005
Os05g0413200	CMN263C	75.2252	72.4512
Os05g0413400	CMB062C	34.8123	38.3459
Os05g0415200	CMI111C	46.3415	20.3571
Os05g0415800	CMS319C	33.8521	32.7684
Os05g0415900	CMS319C	31.6364	16.3842
Os05g0416400	CMS319C	36.0489	33.3333
Os05g0418000	CML223C	46.2921	44.9782
Os05g0419000	CMP032C	19.603	30.7393
Os05g0419200	CMI124C	30.3614	25.4032
Os05g0419500	CMA075C	34.0206	15.3014
Os05g0420200	CMP037C	24.1477	18.4382
Os05g0420600	CMJ212C	64.2857	65.4545
Os05g0421750	CMF072C	18.7739	10.6987
Os05g0427800	CMV013C	56.7568	17.2131
Os05g0427900	CMO101C	36.076	15.5738
Os05g0429000	CMN332C	44.4634	56.129
Os05g0430400	CME151C	32.6146	27.8802
Os05g0430800	CMR240C	47.1349	45.781
Os05g0432600	CMB154C	15.1463	23.3422
Os05g0435700	CMI240C	28.8372	45.5882
Os05g0436900	CMF075C	29.3706	34.8066
Os05g0437500	CMC067C	22.9391	31.2195
Os05g0438500	CMR255C	25	16.7665
Os05g0438600	CMP129C	43.9024	15.6522
Os05g0438800	CMM237C	82.1809	81.9629
Os05g0440250	CMG132C	20.6633	18.5355
Os05g0440300	CMG132C	15.9494	14.4165
Os05g0443800	CMO089C	37.9237	36.8313
Os05g0443800	CMS004C	45.339	42.5447
Os05g0445500	CMG118C	33.813	40.1709
Os05g0445900	CMD139C	4.6562	31.1594
Os05g0446300	CMG014C	32.4138	20.0855
Os05g0446550	CMD139C	0.917431	0.362319
Os05g0446600	CMD139C	0.782473	1.81159
Os05g0446800	CML065C	24.6894	29.0146
Os05g0452600	CMJ183C	63.1579	63.1579
Os05g0453500	CMR452C	23.2323	7.32484
Os05g0453900	CMR136C	28.934	26.8868
Os05g0454200	CME103C	28.3451	12.3089
Os05g0455200	CMR176C	12.2414	19.6676
Os05g0455500	CMQ024C	25.9777	37.9592
Os05g0455700	CML265C	21.9269	27.3859
Os05g0455800	CMO032C	17.2161	11.4634
Os05g0458400	CMF159C	44.1606	42.9078
Os05g0459900	CML106C	53.9823	62.2449
Os05g0460200	CMS503C	61.5385	61.1765
Os05g0460475	CMN145C	71.6981	64.4068
Os05g0460600	CMP119C	45.1493	43.9201
Os05g0460700	CMT508C	34.1837	48.2014
Os05g0461000	CMN247C	24.2938	20.9756
Os05g0461400	CMN170C	55.2147	42.654
Os05g0461400	CMN174C	55.2147	42.654
Os05g0461900	CMC075C	24.734	22.1429
Os05g0462301	CMN061C	30.7692	1.27119
Os05g0462400	CMN061C	11.991	11.2288
Os05g0462600	CMR191C	13.6527	18.75
Os05g0462700	CMN166C	95.1456	95.1456
Os05g0462900	CMN166C	70.7071	67.9612
Os05g0463800	CMR350C	37.8378	45.7516
Os05g0463900	CMI198C	32.902	10.0282
Os05g0464100	CMT087C	34.7193	16.8687
Os05g0466600	CMN166C	95.1456	95.1456
Os05g0466800	CME050C	20.1893	14.8492
Os05g0470700	CME171C	11.7438	23.3216
Os05g0470800	CMO061C	23.8462	22.9205
Os05g0472300	CMG096C	14.9051	19.5035
Os05g0472400	CMS155C	28.9744	28.6076
Os05g0472700	CMS155C	30.0283	26.8354
Os05g0476200	CMH264C	45.5844	35.5623
Os05g0477300	CMN126C	41.9118	43.1818
Os05g0480000	CMS146C	15.3976	22.6368
Os05g0480000	CMS463C	15.736	23.9075
Os05g0480200	CMJ096C	29.6296	38.0952
Os05g0480200	CMM285C	22.2222	6.65188
Os05g0480700	CMQ010C	36.3636	34.8548
Os05g0481000	CMV200C	21.2598	36.2416
Os05g0481500	CMA075C	33.6879	14.6832
Os05g0482600	CMI022C	42.8571	25.4569
Os05g0482700	CMK188C	26.4758	28.9062
Os05g0483801	CMH128C	36.9231	13.0435
Os05g0485300	CMF094C	22.4335	17.9331
Os05g0486300	CMJ013C	14.0625	5.86319
Os05g0486600	CMK157C	4.30108	2.55864
Os05g0486600	CMR172C	3.76344	2.53317
Os05g0489000	CMD080C	22.1014	14.9877
Os05g0489800	CME099C	32.3171	19.2727
Os05g0490000	CMT188C	22.0713	20.1238
Os05g0490100	CMM040C	35.7143	33.6134
Os05g0490200	CMH158C	32.5521	25.0501
Os05g0490800	CMO197C	47.7912	43.75
Os05g0491000	CMK219C	32.2581	43.1034
Os05g0491100	CMK219C	51.6779	66.3793
Os05g0491200	CMT021C	24.4828	13.1481
Os05g0493500	CMI227C	25.2567	34.8442
Os05g0494100	CMT396C	14.8276	19.457
Os05g0494500	CMK248C	26.8362	24.5478
Os05g0494900	CMB144C	9.35672	1.51443
Os05g0495600	CMQ379C	33.5856	29.7071
Os05g0496200	CMJ305C	56.1983	57.0231
Os05g0497150	CME029C	40.519	14.6676
Os05g0497675	CMQ306C	24.2054	30.6502
Os05g0498300	CMN185C	18.665	29.8419
Os05g0498300	CMN192C	25.0927	22.5055
Os05g0498400	CMT321C	53.913	54.8673
Os05g0499500	CMT494C	16.285	17.8771
Os05g0502200	CME109C	18.6398	16.9725
Os05g0502800	CMR372C	12.4816	23.8095
Os05g0503300	CMG021C	43.0577	40.648
Os05g0503300	CMJ117C	45.3978	39.8085
Os05g0506200	CMD151C	7.50853	2.53895
Os05g0506900	CMQ057C	37.8378	12.6888
Os05g0508700	CMR384C	10.7652	5.22341
Os05g0509200	CMR188C	37.2263	40.9639
Os05g0509300	CMT463C	28.7879	15.4472
Os05g0509400	CMA050C	21.123	11.174
Os05g0509400	CMH162C	17.9144	7.18884
Os05g0509500	CMO152C	50.7246	48.8048
Os05g0510600	CMP107C	18.2301	16.8852
Os05g0511000	CMF094C	21.7712	17.9331
Os05g0511400	CMP312C	38.3094	32.3217
Os05g0511500	CMP347C	10.9375	42
Os05g0511500	CMQ441C	49.7396	44.3155
Os05g0511700	CMS370C	28.4615	24.183
Os05g0512000	CMK157C	4.66059	4.90405
Os05g0512000	CMR172C	3.64742	4.34258
Os05g0513200	CMN179C	31.4208	28.4653
Os05g0513500	CMJ183C	63.1579	63.1579
Os05g0513700	CMC104C	25.8206	14.9178
Os05g0513800	CMH183C	51.8692	44.4
Os05g0513900	CMS385C	47.9839	34.6939
Os05g0516600	CMD183C	50	41.3655
Os05g0516800	CMD062C	64.5455	63.3929
Os05g0516900	CMS448C	24.5902	29.3399
Os05g0517200	CMI293C	38.9321	31.9635
Os05g0518600	CMP219C	44.8276	10.2262
Os05g0519200	CMS469C	22.6821	15.8749
Os05g0519400	CMQ243C	45.895	46.2687
Os05g0519500	CMS199C	31.4189	28.8521
Os05g0519600	CMS007C	18.2819	29.2254
Os05g0519700	CMC125C	47.5877	58.728
Os05g0519800	CMQ012C	29.0221	28.483
Os05g0519900	CMO226C	43.1397	47.29
Os05g0520200	CMC095C	26.4706	18.3051
Os05g0520200	CMN038C	33.3333	36.7568
Os05g0520300	CMD180C	14.5078	15.6425
Os05g0521300	CMT097C	25.7905	22.5
Os05g0524300	CMK260C	32.5911	29.3796
Os05g0529300	CMR190C	53.0233	53.5211
Os05g0529600	CML307C	6.6482	20.0557
Os05g0529900	CMT246C	24.7093	16.129
Os05g0530500	CMF139C	47.7228	45.0467
Os05g0530500	CML025C	28.3168	8.33333
Os05g0533500	CMA007C	44.2675	34.5771
Os05g0533500	CMI299C	46.4968	35.9606
Os05g0533600	CMM317C	15.9956	8.46774
Os05g0533700	CMI095C	67.1569	59.5652
Os05g0533900	CMT045C	37.2881	24.6154
Os05g0535500	CMR286C	15.7996	29.927
Os05g0535600	CMD080C	13.9344	6.26536
Os05g0536200	CMO111C	23.5714	21.6393
Os05g0536900	CMD183C	45.6311	37.751
Os05g0539600	CMN084C	30.9942	16.208
Os05g0540100	CMG106C	48.6842	48.6842
Os05g0540300	CMQ270C	55.7659	55.2901
Os05g0540800	CMN257C	29.9087	26.0956
Os05g0541200	CMH205C	30.4933	21.25
Os05g0541200	CMQ414C	30.4933	21.25
Os05g0543100	CMJ102C	45.814	44.3694
Os05g0543200	CMG035C	16.1765	17.9959
Os05g0543300	CMQ050C	33.4375	30.0562
Os05g0543400	CMM269C	41.6901	40.4372
Os05g0546500	CMF042C	48	25.8993
Os05g0547850	CMF042C	42.1875	38.8489
Os05g0549100	CMS146C	17.5313	24.3781
Os05g0549100	CMS463C	16.6369	23.9075
Os05g0549600	CMQ022C	26.7123	14.3382
Os05g0549700	CMR339C	56.4299	63.4989
Os05g0549900	CMR488C	23.2653	18.8742
Os05g0551000	CMM141C	29.6767	22.9875
Os05g0552300	CMI283C	52.6786	56.5495
Os05g0553000	CMH197C	68.6594	63.5906
Os05g0553800	CMG143C	42.0213	39.6985
Os05g0554100	CMR179C	32.3232	29.4931
Os05g0555100	CMF150C	41.8708	23.8276
Os05g0555800	CML304C	51.7857	51.3274
Os05g0556700	CMT322C	60.061	36.6853
Os05g0556900	CML304C	52.2523	51.3274
Os05g0557000	CMN315C	67.3913	67.3913
Os05g0557800	CMS047C	24.4	26.8722
Os05g0558000	CMT080C	22.4096	27.0349
Os05g0558400	CMO144C	36.6748	32.1199
Os05g0558900	CMJ128C	39.4295	37.3609
Os05g0560100	CME103C	27.065	11.7737
Os05g0562300	CMO101C	48.0663	47.541
Os05g0564100	CMI160C	21.4286	14.7239
Os05g0564400	CMD062C	65.8986	63.8393
Os05g0565000	CMO302C	44.9438	44.1989
Os05g0565400	CMV058C	33.3333	42.6724
Os05g0566200	CMQ110C	14.7541	8.83797
Os05g0566400	CMQ209C	33.4459	34.9206
Os05g0566500	CMO260C	32.1368	28.0179
Os05g0567300	CMN201C	29.661	18.2768
Os05g0567400	CMJ252C	26.6178	25.7075
Os05g0567500	CMT492C	24.8276	24.5734
Os05g0567900	CME102C	20.4	14.6974
Os05g0568000	CMD118C	47.0817	44.0801
Os05g0568100	CMR318C	49.4186	52.795
Os05g0568300	CMV104C	29.0503	41.9355
Os05g0568900	CMT075C	45.0801	41.5612
Os05g0569400	CMD040C	25	4.60251
Os05g0569700	CMP216C	51.046	38.9776
Os05g0570400	CMP216C	48.7644	47.2843
Os05g0573300	CMP216C	51.6447	50.1597
Os05g0573500	CMR350C	41.958	39.2157
Os05g0573700	CMR121C	56.0554	57.1429
Os05g0574300	CMN145C	53.9474	69.4915
Os05g0574500	CMT257C	69.6833	67.5439
Os05g0574600	CMD118C	47.3077	44.8087
Os05g0574700	CMN035C	27.0642	27.9621
Os05g0575101	CMG103C	18.6441	5.18868
Os05g0576300	CMA121C	19.5335	10.3555
Os05g0576800	CMQ209C	35.2234	36.1552
Os05g0577700	CMG108C	26.5092	22.7477
Os05g0577700	CMR089C	23.622	27.6923
Os05g0578900	CME102C	19.7133	15.8501
Os05g0579100	CMT492C	20.6587	23.5495
Os05g0579800	CMP321C	36.8159	18.9258
Os05g0580500	CML311C	23.9437	2.79605
Os05g0580800	CMQ345C	16.3424	7.1066
Os05g0582300	CMV152C	33.3333	33.3333
Os05g0584600	CMO019C	16.6082	33.4906
Os05g0586600	CMK044C	25.9155	12.7601
Os05g0586600	CMQ213C	19.4366	15.0327
Os05g0586600	CMR165C	22.8169	12.4807
Os05g0587100	CMK117C	21.3849	20.0382
Os05g0588100	CMF176C	22.5352	22.7758
Os05g0588700	CMQ125C	18.1818	10.058
Os05g0589200	CMK044C	17.4569	11.2344
Os05g0589200	CMQ213C	15.7328	15.9041
Os05g0589200	CMR165C	17.8879	12.7889
Os05g0590100	CMM224C	22.6962	16.4604
Os05g0591600	CMH205C	26.3158	21.875
Os05g0591600	CMQ414C	26.3158	21.875
Os05g0592100	CMS440C	23.057	30.9028
Os05g0592300	CMH078C	22.2628	19.2429
Os05g0592400	CMR264C	34.7706	27.6239
Os05g0592600	CML150C	37.034	35.336
Os05g0593100	CMC151C	27.321	27.0341
Os05g0593800	CMS377C	49.26	59.2875
Os05g0594200	CMQ284C	29.1391	23.6559
Os05g0594800	CMJ316C	11.7647	43.3735
Os05g0594800	CML003C	30.0654	29.0221
Os05g0594800	CMQ003C	30.0654	29.0221
Os05g0595100	CMA041C	62.1469	61.9718
Os05g0595400	CMK060C	36.8201	45.8333
Os05g0596600	CMH246C	21.8779	16.3854
Os05g0596700	CMQ022C	27.9412	6.98529
Os06g0101000	CMR472C	8.29268	15.7407
Os06g0102300	CMI111C	29.0837	26.0714
Os06g0103300	CMI106C	45.9574	32.6284
Os06g0103600	CMC054C	43.633	37.6414
Os06g0103700	CMO146C	28.0702	25.7373
Os06g0104100	CMQ116C	25.1656	20.3753
Os06g0104900	CMA145C	40.2778	40.9605
Os06g0104900	CMC188C	40.2778	40.9605
Os06g0104900	CMI306C	40.2778	40.9605
Os06g0104900	CMJ002C	33.0556	43.1159
Os06g0104900	CMK006C	40.2778	40.9605
Os06g0105400	CMN017C	30.5455	34.5679
Os06g0107000	CMT014C	18.5185	22.6244
Os06g0107100	CMR105C	34.2404	33.114
Os06g0107700	CMR052C	53.0387	56.1404
Os06g0108900	CMR176C	14.5283	21.3296
Os06g0109600	CMI204C	28.3951	25.6506
Os06g0109600	CMT083C	31.2757	17.5926
Os06g0111500	CML036C	37.0833	45.0633
Os06g0111500	CML037C	21.6667	37.8182
Os06g0111500	CML059C	55.4167	41.4977
Os06g0111500	CMM231C	51.6667	38.6895
Os06g0113800	CMP118C	36.747	35.8824
Os06g0114200	CMF015C	35.4497	29.9107
Os06g0115300	CMP278C	41.7582	41.3043
Os06g0115400	CMN023C	17.6471	30.8036
Os06g0115400	CMT028C	18.4143	22.8571
Os06g0115500	CMP006C	50.9615	50
Os06g0116300	CMH010C	30	31.1321
Os06g0116800	CML293C	33.7104	30.4082
Os06g0120732	CMV196C	81.5476	29.3362
Os06g0127300	CMF051C	10.2041	6.96056
Os06g0127900	CML054C	22.8986	70.5357
Os06g0128300	CMQ176C	41.8827	39.0089
Os06g0128400	CMP003C	31.5789	26.9006
Os06g0130400	CMS398C	24.7232	27.1805
Os06g0130900	CMN165C	77.5148	96.3235
Os06g0132400	CMI038C	53.211	19.863
Os06g0133000	CMM317C	21.0181	7.37327
Os06g0133800	CMO121C	52.0649	47.004
Os06g0133800	CMO128C	43.5103	49.9154
Os06g0133900	CMA048C	52.0548	48.9871
Os06g0134000	CMG057C	61.7188	51.2987
Os06g0134800	CMK259C	21.4464	20.7729
Os06g0135900	CMC019C	24.1379	9.29889
Os06g0135900	CMS036C	23.9464	12.9132
Os06g0136500	CME060C	34.9398	18.3544
Os06g0136600	CMK131C	62.7803	63.4921
Os06g0137300	CMR462C	23.1013	32.4444
Os06g0137500	CML272C	24.7449	32.6599
Os06g0138000	CMK212C	15.3226	2.31425
Os06g0139900	CMH154C	45.5285	40
Os06g0140100	CML095C	30.2941	19.3609
Os06g0140100	CML136C	29.7059	18.985
Os06g0141166	CMM006C	28.1481	21.7143
Os06g0142050	CMS476C	16.6667	10.7692
Os06g0142700	CML098C	26.6234	19.6172
Os06g0142900	CMF089C	47.0852	13.601
Os06g0143000	CMN023C	25.098	28.5714
Os06g0143000	CMT028C	27.451	22.2222
Os06g0143900	CMT617C	46.1963	46.2983
Os06g0151300	CML280C	37.7622	37.7622
Os06g0151600	CMK251C	31.0178	26.9285
Os06g0152100	CMP220C	33.5878	22.335
Os06g0152300	CMI016C	31.4985	27.9133
Os06g0152400	CMI016C	26.6949	17.0732
Os06g0153800	CMO149C	53.4296	49.4983
Os06g0153900	CMS191C	36	41.2844
Os06g0154400	CMT035C	23.8342	10.0656
Os06g0154500	CMS295C	46.4824	48.8127
Os06g0154600	CMF158C	33.3333	33.8235
Os06g0154900	CML176C	28.0303	12.892
Os06g0156400	CMN032C	25.498	16.4524
Os06g0156400	CMS019C	25.498	16.4524
Os06g0158000	CME186C	36.2602	33.9939
Os06g0158600	CML046C	57.7889	58.6735
Os06g0158700	CMS357C	33.871	28.7671
Os06g0159400	CMR299C	21.3953	15.257
Os06g0159600	CMR299C	19.0476	13.9303
Os06g0159725	CMN165C	84.8485	82.3529
Os06g0160001	CMN165C	95.5882	95.5882
Os06g0160100	CMN165C	58.0357	95.5882
Os06g0160700	CMM317C	20.5928	7.60369
Os06g0162600	CMN180C	34.8018	35.2679
Os06g0162700	CMT134C	16.8224	6.82464
Os06g0164000	CMG063C	6.07798	6.94626
Os06g0164100	CME079C	69.2547	66.5672
Os06g0167000	CMH168C	9.11504	4.30063
Os06g0167100	CMF083C	30.2299	24.7879
Os06g0167400	CMB126C	26.7559	16.7364
Os06g0167600	CMR302C	55.2	52.2727
Os06g0168500	CMI249C	22.9508	21.0843
Os06g0168500	CMK304C	22.9508	17.7665
Os06g0168600	CMM323C	66.7076	66.9544
Os06g0169600	CMN263C	52.9412	9.76139
Os06g0171700	CMS215C	30.7692	23.2558
Os06g0171800	CMJ052C	18.6722	24.6238
Os06g0171900	CMI014C	36.7615	18.4413
Os06g0172600	CMT030C	70.9677	70.9677
Os06g0173100	CMP294C	66.6667	58.1301
Os06g0174400	CMC018C	23.9819	19.3431
Os06g0174400	CMH176C	20.8145	18.1818
Os06g0175800	CMT389C	31.1579	38.1443
Os06g0176000	CMR302C	55.2	52.2727
Os06g0176900	CMT389C	38.5417	38.1443
Os06g0177100	CMR302C	55.2	52.2727
Os06g0178900	CMO102C	34.9413	35.7333
Os06g0179900	CMQ264C	19.1083	11.9363
Os06g0181400	CMS211C	21.7978	19.7154
Os06g0181500	CMQ247C	54.6605	49.7904
Os06g0181566	CMQ118C	50.9804	50.9804
Os06g0182400	CMR141C	37.8462	24.5509
Os06g0183100	CMB079C	12.6437	11.0276
Os06g0186900	CMT427C	56.5126	56.2761
Os06g0187100	CMS387C	28.479	31.0954
Os06g0187200	CMR075C	44.9838	35.7326
Os06g0192500	CME166C	33.5784	19.8551
Os06g0192600	CMI156C	80.047	80.2353
Os06g0192900	CMJ222C	25.1397	32.1429
Os06g0195900	CMB146C	28.5199	12.1538
Os06g0196300	CMI112C	32.2581	32.1101
Os06g0196300	CMI113C	26.7281	36.478
Os06g0196600	CMM286C	54.8387	52.0408
Os06g0196900	CMS188C	36.1111	33.3333
Os06g0197550	CMS188C	27.7311	12.0879
Os06g0197575	CMS188C	38.6364	6.22711
Os06g0198800	CMF111C	40	13.5021
Os06g0199500	CMO071C	41.8182	38.0165
Os06g0203500	CMI204C	29.932	16.3569
Os06g0203500	CMT083C	38.7755	13.1944
Os06g0204400	CMF133C	33.1148	18.231
Os06g0206000	CMQ252C	31.6923	32.8025
Os06g0207000	CMQ103C	21.3213	26.1993
Os06g0208300	CMD151C	17.8694	3.00058
Os06g0208700	CMS432C	22.0779	20.3593
Os06g0209300	CMS275C	9.88372	4.22535
Os06g0210100	CMC072C	31.5789	26.9388
Os06g0210200	CMA011C	29.8206	27.8243
Os06g0214900	CMM178C	30.8394	27.8418
Os06g0215300	CMT228C	7.17423	4.91474
Os06g0215400	CMT228C	6.62739	4.51354
Os06g0217500	CMT286C	22.7273	28.6458
Os06g0218900	CMP041C	11.5942	4.31849
Os06g0219800	CMR076C	30.303	37.8549
Os06g0221100	CMB027C	22.5543	10.6959
Os06g0222100	CMQ148C	20.4545	20.4545
Os06g0222900	CMD080C	22.1388	14.4963
Os06g0225000	CMT196C	60.8247	60.5128
Os06g0225800	CMT093C	29.5455	27.1777
Os06g0225900	CMO019C	35.9673	31.1321
Os06g0226600	CMT630C	21.2435	19.7115
Os06g0229000	CMI157C	31.9149	7.8125
Os06g0229066	CMV129C	48.8798	39.801
Os06g0229800	CMM317C	19.2593	8.98618
Os06g0231300	CMB116C	20.4545	43.4483
Os06g0232600	CMQ168C	20.5882	11.7895
Os06g0234100	CMM292C	40.9236	43.1208
Os06g0234200	CMH183C	51.6279	44.4
Os06g0236900	CMT407C	36.1446	10.7143
Os06g0237200	CMQ426C	13.9147	10.4895
Os06g0237900	CMD139C	17.3267	12.6812
Os06g0239000	CMG009C	46.8468	14.4044
Os06g0242600	CMF156C	30	15.6379
Os06g0245800	CMG111C	43.7063	12.1242
Os06g0245900	CMT433C	30.1176	17.7778
Os06g0246500	CMT256C	51.2563	49.3947
Os06g0247500	CMH052C	46.9136	44.4816
Os06g0248200	CMF108C	29.2683	16
Os06g0256000	CMS422C	12.8878	5.41625
Os06g0256300	CMI173C	15.011	10.3817
Os06g0256500	CMO124C	53.6256	49.0741
Os06g0256500	CMT497C	55.9865	57.8397
Os06g0257450	CML054C	23.3038	70.5357
Os06g0260500	CMD118C	37.0019	35.5191
Os06g0262800	CMD118C	42.5101	38.2514
