Gene stable ID	Oryza nivara gene stable ID	%id. target Oryza nivara gene identical to query gene	%id. query gene identical to target Oryza nivara gene
Os05g0392050	ONIVA05G15710	13.2316	3.15152
Os05g0392100	ONIVA05G15720	94.0909	80.5447
Os05g0392300	ONIVA05G15730	54.4803	35.8491
Os05g0392400	ONIVA05G15740	100	31.0988
Os05g0392700	ONIVA05G15760	99.697	99.697
Os05g0393100	ONIVA05G15780	99.6078	99.6078
Os05g0393200	ONIVA05G15790	100	100
Os05g0393400	ONIVA05G15800	100	100
Os05g0393700	ONIVA05G15810	98.7887	92.327
Os05g0393800	ONIVA05G15820	99.8696	99.8696
Os05g0393900	ONIVA05G15830	99.0958	99.0958
Os05g0394200	ONIVA05G15840	99.5475	77.9221
Os05g0394900	ONIVA05G15890	98.3914	28.2091
Os05g0395300	ONIVA05G15910	99.8	94.5076
Os05g0395600	ONIVA05G15940	98.871	98.871
Os05g0396000	ONIVA05G15970	57.0248	28.5124
Os05g0396900	ONIVA05G16090	99.8336	99.8336
Os05g0397300	ONIVA05G16100	99.3197	79.7814
Os05g0397600	ONIVA05G16120	43.6242	18.4659
Os05g0397700	ONIVA05G16130	99.4465	57.7088
Os05g0397800	ONIVA05G16140	89.5105	78.5276
Os05g0397900	ONIVA05G16150	99.5238	92.9922
Os05g0398000	ONIVA05G16160	100	58.4746
Os05g0398100	ONIVA05G16170	100	29.7872
Os05g0398800	ONIVA05G16190	99.7963	99.7963
Os05g0399200	ONIVA05G16200	96.6527	28.1707
Os05g0399300	ONIVA05G16220	98.7013	67.4556
Os05g0399400	ONIVA05G16230	98.2036	98.4985
Os05g0399700	ONIVA05G16240	99.7059	99.7059
Os05g0399800	ONIVA05G16250	96.4706	96.4706
Os05g0399900	ONIVA02G20620	5.20231	3.7037
Os05g0399900	ONIVA02G20680	5.20231	4.5
Os05g0399900	ONIVA04G19360	5.20231	3.35821
Os05g0400200	ONIVA05G16260	75.2896	77.0751
Os05g0400400	ONIVA05G16270	100	100
Os05g0400600	ONIVA05G16290	97.4227	86.1048
Os05g0400700	ONIVA05G16300	100	90.3061
Os05g0400800	ONIVA05G16310	100	50.1629
Os05g0401000	ONIVA05G16330	99.7423	99.7423
Os05g0401100	ONIVA05G16340	93.311	77.2853
Os05g0401200	ONIVA05G16350	93.0348	100
Os05g0401300	ONIVA05G16360	99.6047	99.6047
Os05g0402300	ONIVA05G16390	100	99.2481
Os05g0402700	ONIVA05G16400	93.3934	86.8715
Os05g0402800	ONIVA05G16410	95.6772	53.5916
Os05g0402900	ONIVA05G16420	98.1693	98.1693
Os05g0403000	ONIVA05G16430	98.3982	98.3982
Os05g0403300	ONIVA05G16440	98.9011	50.7328
Os05g0403400	ONIVA05G16450	98.7277	98.7277
Os05g0403600	ONIVA05G16490	98.9975	98.9975
Os05g0404000	ONIVA05G16510	77.7559	99.4962
Os05g0404200	ONIVA05G16520	99.1266	99.1266
Os05g0404400	ONIVA05G16540	70.2929	73.6842
Os05g0404500	ONIVA05G16550	60.8108	81.8182
Os05g0404600	ONIVA05G16560	96.4286	87.5676
Os05g0404700	ONIVA05G16570	100	100
Os05g0405000	ONIVA05G16590	90.9187	91.0148
Os05g0405400	ONIVA05G16610	100	49.5727
Os05g0405500	ONIVA05G16620	75.3927	87.9837
Os05g0405600	ONIVA05G16630	97.0588	88.551
Os05g0405900	ONIVA05G16640	98.2107	98.6028
Os05g0406000	ONIVA05G16650	83.908	41.954
Os05g0406100	ONIVA05G16660	90.2145	77.8035
Os05g0406800	ONIVA05G16700	99.4924	99.7455
Os05g0407100	ONIVA05G16710	77.7778	62.9213
Os05g0407200	ONIVA05G16720	99.784	99.784
Os05g0407500	ONIVA05G16740	99.7175	99.7175
Os05g0407900	ONIVA05G16750	99.1968	83.871
Os05g0408200	ONIVA05G16770	99.4062	99.7616
Os05g0408300	ONIVA05G16780	91.9321	96.868
Os05g0408800	ONIVA05G16790	99.3127	99.3127
Os05g0408900	ONIVA05G16800	99.7222	83.7806
Os05g0409000	ONIVA05G16810	91.1337	98.5849
Os05g0409100	ONIVA05G16820	90.0875	97.1698
Os05g0409200	ONIVA05G16830	87.8505	44.3396
Os05g0409300	ONIVA05G16840	97.8261	97.8261
Os05g0409400	ONIVA05G16850	88.4106	98.8889
Os05g0409500	ONIVA05G16860	85.8316	99.7613
Os05g0409800	ONIVA05G16880	83.7963	99.1781
Os05g0410200	ONIVA05G16920	99.1713	99.1713
Os05g0410500	ONIVA05G16930	98.9637	94.8675
Os05g0410800	ONIVA01G46620	34.6847	33.3333
Os05g0410900	ONIVA05G16980	99.8328	99.8328
Os05g0411100	ONIVA05G16990	99.8382	99.8382
Os05g0411200	ONIVA05G17000	93.4722	98.9706
Os05g0411300	ONIVA05G17010	99.6904	99.6904
Os05g0411600	ONIVA05G17030	99.7015	99.7015
Os05g0412000	ONIVA05G17050	65.3753	96.0854
Os05g0412300	ONIVA05G17090	94.9153	94.9153
Os05g0412800	ONIVA05G17100	98.9051	98.9051
Os05g0413000	ONIVA05G17110	99.7468	99.7468
Os05g0413200	ONIVA05G17120	100	100
Os05g0413400	ONIVA05G17130	98.9761	98.9761
Os05g0414200	ONIVA05G17150	96.2617	36.2357
Os05g0414300	ONIVA05G17160	99.2272	99.2272
Os05g0414600	ONIVA09G00570	13.986	61.5385
Os05g0414700	ONIVA05G17180	99.6705	95.2756
Os05g0415200	ONIVA05G17200	98.7805	46.8208
Os05g0415400	ONIVA05G17220	99.0323	99.3528
Os05g0415600	ONIVA05G17230	90.1961	73.3068
Os05g0415700	ONIVA05G17240	97.1751	87.3096
Os05g0415800	ONIVA05G17250	89.4942	99.5671
Os05g0415900	ONIVA05G17260	94.9091	56.3715
Os05g0416400	ONIVA05G17270	98.3707	97.1831
Os05g0417000	ONIVA05G17300	99.2832	88.2166
Os05g0417100	ONIVA05G17310	97.557	90.3469
Os05g0417300	ONIVA05G17320	83.75	99.0148
Os05g0417600	ONIVA05G17340	100	100
Os05g0417700	ONIVA05G17350	79.8387	98.0198
Os05g0417900	ONIVA05G17370	95.8763	91.1765
Os05g0418000	ONIVA05G17380	100	100
Os05g0418500	ONIVA05G17410	90.4494	29.8701
Os05g0418800	ONIVA05G17420	85.8025	100
Os05g0419000	ONIVA05G17430	86.3524	97.7528
Os05g0419100	ONIVA05G17440	100	100
Os05g0419200	ONIVA05G17450	100	79.0476
Os05g0419500	ONIVA05G17490	100	100
Os05g0419600	ONIVA05G17500	100	100
Os05g0419800	ONIVA05G17520	100	100
Os05g0420000	ONIVA05G17540	48.3444	52.518
Os05g0420000	ONIVA10G03110	47.0199	30.8696
Os05g0420200	ONIVA05G17550	55.1136	99.4872
Os05g0420300	ONIVA05G17560	98.4772	71.8519
Os05g0420500	ONIVA05G17580	94.0928	91.1444
Os05g0420600	ONIVA05G17590	100	100
Os05g0421100	ONIVA05G17630	97.3684	97.3684
Os05g0421300	ONIVA05G17660	100	100
Os05g0421750	ONIVA05G17680	34.0996	95.6989
Os05g0421900	ONIVA05G17690	99.5098	99.5098
Os05g0422300	ONIVA05G17720	93.2039	82.3529
Os05g0422900	ONIVA08G11050	76.087	30.4348
Os05g0423200	ONIVA05G17770	70.5882	94.5205
Os05g0423400	ONIVA05G17790	97.6744	66.6667
Os05g0423500	ONIVA05G17800	98.4472	98.6003
Os05g0424000	ONIVA05G17830	100	91.5129
Os05g0424300	ONIVA05G17840	99.422	99.2308
Os05g0424700	ONIVA05G17850	98.0132	98.0132
Os05g0424800	ONIVA05G17860	100	100
Os05g0425000	ONIVA05G17880	95.7062	96.9108
Os05g0425700	ONIVA05G17970	94.6809	91.9897
Os05g0426000	ONIVA05G17910	99.2337	90.8772
Os05g0426100	ONIVA05G17920	90.3904	99.8342
Os05g0426200	ONIVA05G17930	100	100
Os05g0426300	ONIVA05G17950	65.127	73.057
Os05g0426400	ONIVA05G17960	96.9274	55.3429
Os05g0426800	ONIVA05G18160	87.234	86.3158
Os05g0426900	ONIVA05G18170	99.4737	99.4737
Os05g0427100	ONIVA05G18180	99.7268	99.7268
Os05g0427200	ONIVA05G18190	97.619	72.0562
Os05g0427400	ONIVA05G18200	98.4637	98.3264
Os05g0427900	ONIVA05G18210	96.2025	41.6438
Os05g0428000	ONIVA05G18220	95.7143	95.7143
Os05g0428100	ONIVA05G18240	92.6017	83.9106
Os05g0428400	ONIVA05G18250	100	100
Os05g0428600	ONIVA05G18260	97.3799	99.5536
Os05g0428700	ONIVA05G18270	98.9399	66.1157
Os05g0429000	ONIVA05G18300	96.0818	99.4709
Os05g0429400	ONIVA05G18320	99.8291	97.8224
Os05g0429500	ONIVA05G18330	100	66.5595
Os05g0429700	ONIVA05G18340	99.7512	99.7512
Os05g0430200	ONIVA05G18380	94.5263	85.687
Os05g0430300	ONIVA05G18390	93.125	98.3498
Os05g0430400	ONIVA05G18400	99.7305	99.7305
Os05g0430700	ONIVA05G18430	99.7183	99.7183
Os05g0430800	ONIVA05G18440	99.6303	99.6303
Os05g0430900	ONIVA05G18450	99.8113	99.8113
Os05g0431266	ONIVA05G18480	100	85.7143
Os05g0431700	ONIVA05G18500	91.0499	97.2426
Os05g0432200	ONIVA05G18520	100	100
Os05g0432400	ONIVA05G18530	98.9796	70.8029
Os05g0432600	ONIVA05G18540	99.4837	95.2224
Os05g0432700	ONIVA05G18550	100	98.5714
Os05g0433100	ONIVA05G18560	59.3496	86.9048
Os05g0433100	ONIVA05G18590	40.2439	54.3956
Os05g0433400	ONIVA05G18600	84.0376	86.8932
Os05g0434600	ONIVA05G18610	72.4299	20.557
Os05g0435400	ONIVA05G18620	98.2143	98.2143
Os05g0435700	ONIVA05G18650	84.6512	89.6552
Os05g0435800	ONIVA05G18660	99.8686	99.8686
Os05g0436100	ONIVA05G18680	90.5204	90.5204
Os05g0436400	ONIVA05G18690	95.8042	82.7795
Os05g0436900	ONIVA05G18710	97.4359	77.4074
Os05g0437050	ONIVA05G18720	64.5669	22.4658
Os05g0437200	ONIVA05G18730	98.0769	98.4556
Os05g0437300	ONIVA05G18740	100	98.8864
Os05g0437401	ONIVA05G18760	100	84.0909
Os05g0437500	ONIVA05G18770	100	96.5398
Os05g0437700	ONIVA05G18780	97.166	87.5912
Os05g0437900	ONIVA05G18820	99.7753	91.9255
Os05g0438500	ONIVA05G18840	100	100
Os05g0439000	ONIVA05G18880	99.5455	99.5455
Os05g0439300	ONIVA05G18900	99.8185	99.8185
Os05g0439300	ONIVA05G18910	99.8185	99.8185
Os05g0439400	ONIVA05G18920	100	100
Os05g0439750	ONIVA05G18940	64.3836	85.9756
Os05g0440000	ONIVA05G18960	99.3884	99.3884
Os05g0440100	ONIVA05G18970	99.635	99.635
Os05g0440250	ONIVA05G18980	100	89.7025
Os05g0440300	ONIVA05G18990	84.0506	73.9421
Os05g0440800	ONIVA05G19010	99.5758	99.5758
Os05g0440900	ONIVA05G19020	100	100
Os05g0441400	ONIVA05G19030	93.3333	93.3333
Os05g0441750	ONIVA11G06250	82.3171	80.8383
Os05g0442000	ONIVA05G19070	99.2424	99.2424
Os05g0442700	ONIVA05G19100	95.6204	99.6198
Os05g0443300	ONIVA05G19130	99.7323	99.7323
Os05g0443500	ONIVA05G19150	99.3243	99.3243
Os05g0443700	ONIVA05G19160	79.7015	39.0922
Os05g0443900	ONIVA05G19180	94.4215	85.1024
Os05g0444200	ONIVA05G19190	99.4859	98.977
Os05g0444300	ONIVA05G19200	84.4633	36.0241
Os05g0445100	ONIVA05G19250	99.0366	99.0366
Os05g0445500	ONIVA05G19260	87.0504	93.7984
Os05g0445800	ONIVA05G19270	98.3217	98.4594
Os05g0446300	ONIVA05G19230	100	100
Os05g0446500	ONIVA05G19240	93.7063	72.6681
Os05g0446800	ONIVA05G19290	99.8447	99.8447
Os05g0446900	ONIVA05G19300	99.1957	99.1957
Os05g0447000	ONIVA05G19310	99.4186	99.4186
Os05g0447200	ONIVA05G19320	99.8012	99.8012
Os05g0447500	ONIVA05G19350	98.6301	28.6425
Os05g0447580	ONIVA05G19350	84.0108	15.4152
Os05g0447700	ONIVA05G19370	99.5868	99.5868
Os05g0447800	ONIVA05G19380	53.112	96.9697
Os05g0448300	ONIVA05G19410	99.7942	99.7942
Os05g0448675	ONIVA05G19500	74.3119	41.0127
Os05g0449200	ONIVA05G19530	99.375	99.375
Os05g0449500	ONIVA05G19550	99.4975	99.4975
Os05g0449600	ONIVA05G19560	100	44.4755
Os05g0449900	ONIVA05G19570	99.3651	99.6815
Os05g0450300	ONIVA01G15680	87.218	48.3333
Os05g0450600	ONIVA01G15660	90.2878	75.9455
Os05g0451100	ONIVA12G08190	98.8785	98.8785
Os05g0451900	ONIVA12G08140	99.7619	66.7197
Os05g0452600	ONIVA05G19580	100	58.1633
Os05g0452800	ONIVA05G19600	100	98.7854
Os05g0452900	ONIVA05G19610	86.7692	92.1569
Os05g0453300	ONIVA05G19640	49.1749	40.3794
Os05g0453500	ONIVA05G19670	92.9293	34.0741
Os05g0453700	ONIVA05G19690	77.2487	85.3801
Os05g0453900	ONIVA05G19700	95.9391	94.0299
Os05g0454200	ONIVA05G19710	99.6479	99.6479
Os05g0454500	ONIVA05G19750	68.0556	100
Os05g0455200	ONIVA05G19780	91.8966	99.8127
Os05g0455400	ONIVA05G19800	97.973	64.7321
Os05g0455500	ONIVA05G19810	99.581	94.4371
Os05g0455600	ONIVA05G19820	85.1675	86.4078
Os05g0455700	ONIVA05G19830	89.0365	99.6283
Os05g0455800	ONIVA05G19840	100	100
Os05g0455900	ONIVA05G19850	99.5423	90.3427
Os05g0456000	ONIVA05G19860	98.8372	99.6094
Os05g0456100	ONIVA05G19870	96.5217	41.2639
Os05g0456200	ONIVA05G19880	100	81.4815
Os05g0456300	ONIVA05G19890	95.7055	88.6364
Os05g0456500	ONIVA05G19900	94.1936	100
Os05g0456900	ONIVA05G19910	86.6667	88.6364
Os05g0456925	ONIVA05G19920	99.5935	98.5916
Os05g0457600	ONIVA05G19960	98.2036	99.1936
Os05g0457700	ONIVA05G19970	98.0769	85.3557
Os05g0457800	ONIVA05G19980	99.8084	99.8084
Os05g0458000	ONIVA05G19990	86.2191	95.3125
Os05g0458100	ONIVA05G20000	86.0215	97.561
Os05g0458200	ONIVA05G20010	98.8506	98.8506
Os05g0458300	ONIVA05G20020	93.1507	97.6661
Os05g0458400	ONIVA05G20030	100	100
Os05g0458500	ONIVA05G20040	96.5157	100
Os05g0458500	ONIVA05G20050	100	97.9522
Os05g0458600	ONIVA05G20040	96.5157	100
Os05g0458600	ONIVA05G20050	100	97.9522
Os05g0459000	ONIVA05G20060	99.1497	98.3137
Os05g0459300	ONIVA05G20070	99.5516	99.5516
Os05g0459400	ONIVA05G20080	99.6575	99.6575
Os05g0459700	ONIVA05G20100	99.5465	93.0085
Os05g0459900	ONIVA05G20110	100	44.3137
Os05g0460000	ONIVA05G20120	87.6161	99.6479
Os05g0460200	ONIVA05G20130	100	100
Os05g0460475	ONIVA05G20140	67.9245	60.5042
Os05g0460500	ONIVA05G20160	75.817	28.642
Os05g0460600	ONIVA05G20150	99.8134	99.8134
Os05g0460800	ONIVA05G20180	93.6073	74.2754
Os05g0460900	ONIVA05G20190	98.8506	98.8506
Os05g0461000	ONIVA05G20200	88.7006	91.8129
Os05g0461200	ONIVA05G20210	99.0291	99.0291
Os05g0461300	ONIVA05G20220	88.4259	84.5133
Os05g0461400	ONIVA05G20230	99.3865	99.3865
Os05g0461600	ONIVA05G20250	100	100
Os05g0461900	ONIVA05G20260	78.4574	83.3333
Os05g0462000	ONIVA05G20270	100	100
Os05g0462200	ONIVA05G20280	89.4309	87.766
Os05g0462301	ONIVA05G20290	100	3.8961
Os05g0462400	ONIVA05G20290	76.81	67.8322
Os05g0462500	ONIVA05G20300	100	100
Os05g0462600	ONIVA05G20310	90.0599	80
Os05g0462700	ONIVA12G15420	99.0291	99.0291
Os05g0462900	ONIVA05G20330	98.9899	95.1456
Os05g0463000	ONIVA05G20340	99.7602	99.7602
Os05g0463300	ONIVA05G20350	56.3745	52.6022
Os05g0463500	ONIVA05G20360	99.1285	20.9484
Os05g0463800	ONIVA05G20380	45.4054	100
Os05g0463900	ONIVA05G20390	99.8152	39.0456
Os05g0464100	ONIVA05G20400	64.8649	44.7633
Os05g0464100	ONIVA10G06290	2.2869	11.2245
Os05g0464200	ONIVA05G20410	100	100
Os05g0464300	ONIVA05G20420	100	100
Os05g0464550	ONIVA12G06630	98.4375	98.4375
Os05g0465000	ONIVA12G06640	100	100
Os05g0465100	ONIVA12G06650	99.5181	99.5181
Os05g0465400	ONIVA12G06660	97.9275	72.4138
Os05g0465800	ONIVA12G06690	96.5812	99.8737
Os05g0466100	ONIVA12G06600	93.8272	87.106
Os05g0466200	ONIVA12G06610	99.4246	99.4246
Os05g0466600	ONIVA09G11660	100	100
Os05g0466800	ONIVA05G20600	99.6845	96.9325
Os05g0466900	ONIVA05G20610	90.9091	83.4598
Os05g0467000	ONIVA05G20630	99.6344	97.3214
Os05g0467300	ONIVA05G20640	85.6031	98.6547
Os05g0467400	ONIVA05G20650	89.1403	99.2443
Os05g0467600	ONIVA05G20680	98.8095	98.8095
Os05g0467700	ONIVA05G09030	0.455581	1.45985
Os05g0467900	ONIVA05G09030	9.11017	31.3869
Os05g0468500	ONIVA05G20700	99.7222	99.7222
Os05g0468600	ONIVA05G20710	99.3435	99.1266
Os05g0468700	ONIVA05G20720	100	100
Os05g0468800	ONIVA05G20730	100	87.8947
Os05g0468900	ONIVA05G20740	99.4845	99.4845
Os05g0469600	ONIVA05G20930	99.8347	68.8712
Os05g0470000	ONIVA05G20950	25.2	96.1832
Os05g0470650	ONIVA05G20870	78.4615	44.7368
Os05g0470700	ONIVA05G20880	99.8221	99.8221
Os05g0470800	ONIVA05G20890	98.6538	93.2727
Os05g0470900	ONIVA05G20900	78.6853	81.1088
Os05g0471000	ONIVA05G20910	99.1987	99.1987
Os05g0471350	ONIVA05G20970	83.6576	99.537
Os05g0472000	ONIVA05G20980	97.8992	96.281
Os05g0472200	ONIVA05G20990	89.7081	91.8239
Os05g0472300	ONIVA05G21000	85.3659	99.6835
Os05g0472400	ONIVA05G21010	84.8718	91.4365
Os05g0472500	ONIVA12G10170	60	83.0769
Os05g0472700	ONIVA05G21020	99.1501	99.1501
Os05g0473000	ONIVA05G21030	99.5392	100
Os05g0473300	ONIVA05G21040	97.318	97.318
Os05g0473401	ONIVA05G21050	99.2806	99.8794
Os05g0473500	ONIVA05G21070	98.9916	89.3778
Os05g0473900	ONIVA05G21090	91.4591	96.9811
Os05g0474400	ONIVA05G21120	99.5455	99.5455
Os05g0474700	ONIVA05G21140	88.3041	88.3041
Os05g0474800	ONIVA05G21150	99.4755	98.9565
Os05g0475300	ONIVA05G21170	100	90.5797
Os05g0475400	ONIVA05G21180	98.977	81.1321
Os05g0475700	ONIVA05G21200	99.8217	99.8217
Os05g0476000	ONIVA05G21210	99.5349	99.5349
Os05g0476100	ONIVA05G21220	94.523	94.6903
Os05g0476200	ONIVA05G21230	100	100
Os05g0476350	ONIVA05G21260	96.7816	63.5952
Os05g0476400	ONIVA05G21270	96.6216	97.2789
Os05g0476466	ONIVA05G21290	88.0952	28.5347
Os05g0476700	ONIVA05G21310	99.7046	99.7046
Os05g0477200	ONIVA05G21330	90.0709	98.961
Os05g0477300	ONIVA05G21340	100	100
Os05g0477500	ONIVA05G21360	83.6449	59.8662
Os05g0477600	ONIVA05G21370	99.5935	99.5935
Os05g0477900	ONIVA05G21390	93.9759	52.349
Os05g0478000	ONIVA05G21400	100	100
Os05g0478200	ONIVA05G21420	79.5154	97.3046
Os05g0478300	ONIVA05G21430	99.7459	79.7764
Os05g0478400	ONIVA05G21440	85.4749	95.625
Os05g0478700	ONIVA05G21450	93.9286	91.958
Os05g0478800	ONIVA05G21460	99.1031	67.3781
Os05g0479700	ONIVA05G21470	81.4223	49.5146
Os05g0479900	ONIVA02G25850	99.6988	99.6988
Os05g0480000	ONIVA02G25840	99.4924	99.4924
Os05g0480400	ONIVA02G25830	99.2163	99.2163
Os05g0480600	ONIVA02G25820	100	100
Os05g0480700	ONIVA02G25800	94.8052	92.4051
Os05g0480800	ONIVA02G25780	98.5714	98.5714
Os05g0481000	ONIVA02G25760	87.4016	87.747
Os05g0481100	ONIVA02G25750	96.5336	95.5301
Os05g0481400	ONIVA02G25740	99.2832	99.2832
Os05g0481500	ONIVA02G25730	100	100
Os05g0481600	ONIVA02G25720	100	100
Os05g0481800	ONIVA02G25700	99.7429	92.381
Os05g0481900	ONIVA02G25690	99.5423	99.5423
Os05g0482400	ONIVA02G25670	99.6534	99.481
Os05g0482501	ONIVA02G25660	99.5261	99.5261
Os05g0482600	ONIVA02G25650	100	100
Os05g0482700	ONIVA02G25640	99.1055	99.6403
Os05g0484800	ONIVA02G25550	99.5726	99.5726
Os05g0485000	ONIVA02G25540	99.4279	99.4279
Os05g0485300	ONIVA05G21480	99.6198	99.6198
Os05g0485400	ONIVA05G21490	98	99.1903
Os05g0485500	ONIVA05G21500	100	4.94753
Os05g0485800	ONIVA05G21520	42.8781	52.6126
Os05g0486100	ONIVA05G21530	94.324	35.0057
Os05g0486200	ONIVA05G21550	100	100
Os05g0486300	ONIVA05G03840	76.9531	24.2312
Os05g0486600	ONIVA05G03860	83.5125	91.3726
Os05g0486700	ONIVA05G03880	97.5155	86.2637
Os05g0487100	ONIVA05G21570	59.8958	94.2623
Os05g0487300	ONIVA05G21580	100	100
Os05g0488000	ONIVA05G21600	90.3226	96
Os05g0488100	ONIVA05G21610	67.1845	86.9347
Os05g0488500	ONIVA05G21620	74.6888	100
Os05g0488600	ONIVA05G21630	98.7835	100
Os05g0488800	ONIVA05G21650	99.3808	99.3808
Os05g0488900	ONIVA05G21660	98.227	87.3817
Os05g0489000	ONIVA05G21670	97.4638	95.5595
Os05g0489100	ONIVA05G21680	97.4922	86.6295
Os05g0489200	ONIVA05G21690	56.1475	99.2754
Os05g0489500	ONIVA05G05310	41.6216	49.6774
Os05g0489500	ONIVA08G17560	30.2703	33.3333
Os05g0489600	ONIVA05G21700	100	100
Os05g0489700	ONIVA05G21710	97.9104	98.4985
Os05g0489800	ONIVA05G21720	100	100
Os05g0489900	ONIVA05G21730	100	43.5811
Os05g0490200	ONIVA05G21750	89.5833	100
Os05g0490300	ONIVA05G21760	77.7778	99.7151
Os05g0490500	ONIVA05G21790	92.5197	26.5537
Os05g0490600	ONIVA05G21800	98.2234	96.2687
Os05g0490700	ONIVA05G21810	100	81.1594
Os05g0490800	ONIVA05G21820	82.3293	100
Os05g0490900	ONIVA05G21830	99.4186	100
Os05g0491000	ONIVA05G21840	99.3548	49.2013
Os05g0491200	ONIVA05G21850	94.1379	94.1379
Os05g0491400	ONIVA05G21860	99.537	99.537
Os05g0491500	ONIVA05G21870	100	59.7674
Os05g0491700	ONIVA05G21880	100	100
Os05g0492000	ONIVA05G21900	96.0606	79.0524
Os05g0492200	ONIVA05G21920	94.0391	94.0391
Os05g0493100	ONIVA05G21950	84.7059	98.2935
Os05g0493500	ONIVA05G21990	82.3409	89.3096
Os05g0493600	ONIVA05G22000	56.2353	51.0684
Os05g0493800	ONIVA05G22010	98.533	99.0172
Os05g0494000	ONIVA05G22030	100	100
Os05g0494100	ONIVA05G22040	100	100
Os05g0494200	ONIVA05G22050	64.2384	100
Os05g0494500	ONIVA05G22070	98.0226	96.6574
Os05g0494600	ONIVA05G22080	68.4039	83.004
Os05g0494700	ONIVA05G22090	99.4012	99.4012
Os05g0494900	ONIVA05G22100	99.1228	20.3481
Os05g0495000	ONIVA05G22110	100	100
Os05g0495100	ONIVA05G22120	100	100
Os05g0495200	ONIVA05G22130	91.0714	91.4798
Os05g0495600	ONIVA05G22150	91.0123	89.6552
Os05g0495700	ONIVA05G22160	100	100
Os05g0495900	ONIVA05G22170	100	100
Os05g0496000	ONIVA05G22180	99.2424	99.2424
Os05g0496100	ONIVA05G22190	89.3519	86.5471
Os05g0496200	ONIVA05G22200	99.5868	98.9733
Os05g0496400	ONIVA05G22210	96.3934	71.8826
Os05g0496500	ONIVA05G22220	100	100
Os05g0497150	ONIVA05G22240	99.8004	40.3551
Os05g0497200	ONIVA05G22260	99.4709	99.4709
Os05g0497300	ONIVA05G22270	99.5763	99.5763
Os05g0497500	ONIVA05G22280	89.7436	86.6873
Os05g0497600	ONIVA05G22290	100	82.1549
Os05g0497675	ONIVA05G22300	99.7555	99.7555
Os05g0497700	ONIVA05G22310	97.7465	96.5229
Os05g0498200	ONIVA05G22330	99.4898	99.4898
Os05g0498300	ONIVA05G22340	74.5365	80.2929
Os05g0498400	ONIVA05G22350	92.1739	70.1987
Os05g0498700	ONIVA05G22380	100	100
Os05g0498900	ONIVA05G22400	100	100
Os05g0499100	ONIVA05G22410	100	100
Os05g0499500	ONIVA05G22430	98.7277	92.6014
Os05g0499600	ONIVA05G22440	98.9712	98.9712
Os05g0499800	ONIVA05G22460	94.8347	36.7788
Os05g0500200	ONIVA05G22470	2.26244	3.16456
Os05g0500300	ONIVA05G22480	45.625	72.2772
Os05g0500400	ONIVA05G22490	100	72.1868
Os05g0500500	ONIVA05G22500	99.0148	99.0148
Os05g0500700	ONIVA05G22510	92.5926	84.9057
Os05g0500900	ONIVA05G22520	100	100
Os05g0501300	ONIVA05G22540	100	100
Os05g0501350	ONIVA05G22550	40.9836	47.7707
Os05g0501400	ONIVA05G22560	99.4026	98.229
Os05g0501600	ONIVA05G22570	99.7167	99.7167
Os05g0501700	ONIVA05G22580	100	100
Os05g0501800	ONIVA05G22590	80.7163	77.3087
Os05g0502000	ONIVA05G22600	99.4211	87.1827
Os05g0502200	ONIVA05G22610	99.7481	99.7481
Os05g0502500	ONIVA05G22620	98.7179	99.1416
Os05g0502700	ONIVA05G22630	98.7124	96.2343
Os05g0502800	ONIVA05G22640	100	100
Os05g0503000	ONIVA05G22650	69.5035	93.3333
Os05g0503100	ONIVA05G22660	98.6842	99.3377
Os05g0503300	ONIVA05G22670	100	100
Os05g0505900	ONIVA05G22750	74.3119	75
Os05g0506000	ONIVA05G22760	99.3311	99.3311
Os05g0506200	ONIVA05G22780	66.3823	24.7929
Os05g0506600	ONIVA05G22800	90	44.6381
Os05g0506800	ONIVA05G22810	64.5333	37.4034
Os05g0506900	ONIVA05G22820	83.7838	28.7926
Os05g0507000	ONIVA05G22830	93.3735	96.875
Os05g0507300	ONIVA05G22850	98.895	80.8126
Os05g0507400	ONIVA05G22860	45.045	34.965
Os05g0508300	ONIVA05G22880	99.5556	99.7773
Os05g0508400	ONIVA05G22890	99.8344	85.0494
Os05g0508500	ONIVA05G22910	99.5781	44.6406
Os05g0508700	ONIVA05G23110	99.4812	60.8247
Os05g0508800	ONIVA05G23120	100	100
Os05g0509200	ONIVA05G23160	95.2555	93.8849
Os05g0509300	ONIVA05G23170	91.9192	57.4132
Os05g0509400	ONIVA05G23180	100	97.1429
Os05g0509500	ONIVA05G23190	99.793	99.793
Os05g0509700	ONIVA05G23230	75.7282	86.1878
Os05g0509800	ONIVA05G23220	79.1667	83.3333
Os05g0509900	ONIVA05G23240	93.8224	100
Os05g0510100	ONIVA05G23250	100	100
Os05g0510200	ONIVA05G23260	100	100
Os05g0510300	ONIVA05G23270	90.528	98.4797
Os05g0510400	ONIVA05G23280	99.5146	99.7567
Os05g0510700	ONIVA05G23290	87.9093	81.352
Os05g0510800	ONIVA05G23300	100	99.8549
Os05g0511000	ONIVA05G23310	100	100
Os05g0511050	ONIVA05G23320	99.537	99.537
Os05g0511300	ONIVA05G23330	99.3927	93.8815
Os05g0511400	ONIVA05G23340	99.1007	80.438
Os05g0511500	ONIVA05G23350	94.5312	56.7188
Os05g0511800	ONIVA05G23360	89.0855	73.301
