Gene stable ID	Arabidopsis lyrata gene stable ID	%id. target Arabidopsis lyrata gene identical to query gene	%id. query gene identical to target Arabidopsis lyrata gene
Os06g0708600	fgenesh2_kg.3__222__AT3G02790.1	65.7895	71.4286
Os06g0708600	fgenesh2_kg.6__1635__AT5G16470.1	65.7895	72.1154
Os06g0708700	fgenesh2_kg.5__959__AT3G45870.1	50.8475	54.5455
Os06g0708700	fgenesh2_kg.7__2364__AT4G19185.1	49.1525	51.005
Os06g0708700	fgenesh2_kg.8__258__AT5G45370.2	46.7312	50.6562
Os06g0708832	fgenesh2_kg.7__3012__AT5G34930.1	51.2748	29.288
Os06g0708832	scaffold_101755.1	54.1076	54.1076
Os06g0709000	fgenesh2_kg.7__3012__AT5G34930.1	46.6146	28.9644
Os06g0709000	scaffold_101755.1	47.6562	51.8414
Os06g0709100	fgenesh2_kg.8__261__AT5G45360.1	43.7333	51.735
Os06g0710300	fgenesh2_kg.7__2356__AT4G19390.1	48.249	46.9697
Os06g0710500	Al_scaffold_0008_333	24.4	30.6533
Os06g0710500	scaffold_800348.1	24.4	30.6533
Os06g0710800	fgenesh1_pm.C_scaffold_7002462	44.9187	49.3304
Os06g0710800	scaffold_703512.1	10.1626	56.8182
Os06g0711200	fgenesh2_kg.3__3265__AT2G16860.1	19.2982	11.0738
Os06g0711600	fgenesh2_kg.3__3265__AT2G16860.1	56.4706	64.4295
Os06g0711700	scaffold_103921.1	34.5538	39.2208
Os06g0711800	fgenesh2_kg.2__206__AT1G62770.1	39	38.0488
Os06g0711800	fgenesh2_kg.5__1095__AT3G47380.1	35	34.8259
Os06g0711800	fgenesh2_kg.6__3176__AT4G12390.1	36	34.7826
Os06g0711800	fgenesh2_kg.6__3695__AT4G00080.1	29.5	28.2297
Os06g0711800	fgenesh2_kg.8__2228__AT5G62350.1	37	36.6337
Os06g0711800	scaffold_701797.1	40.5	40.2985
Os06g0711900	Al_scaffold_0001_1894	24.8447	22.0994
Os06g0711900	fgenesh1_pm.C_scaffold_2001329	18.6335	19.3548
Os06g0711900	fgenesh2_kg.2__1619__AT1G73560.1	26.087	28.5714
Os06g0712200	fgenesh2_kg.6__2444__AT5G24460.1	44.3983	36.2712
Os06g0712300	fgenesh2_kg.4__2763__AT2G45670.1	51.259	53.9773
Os06g0712400	fgenesh1_pg.C_scaffold_7001641	21.1538	32.2176
Os06g0712400	fgenesh2_kg.6__3137__AT4G11860.1	38.1868	40.4658
Os06g0712500	fgenesh1_pm.C_scaffold_4002354	47.4273	39.8496
Os06g0712500	fgenesh2_kg.5__2576__AT3G61130.1	68.2327	45.3195
Os06g0712600	fgenesh1_pm.C_scaffold_3002780	20.3125	37.5
Os06g0712600	fgenesh1_pm.C_scaffold_4000048	17.4479	38.0682
Os06g0712600	fgenesh2_kg.1__2159__AT1G19790.1	30.2083	33.4294
Os06g0712600	fgenesh2_kg.2__1830__AT1G75520.1	29.6875	33.1395
Os06g0712600	fgenesh2_kg.7__438__AT4G36260.1	28.125	33.2308
Os06g0712600	scaffold_502157.1	37.5	39.0244
Os06g0712600	scaffold_803493.1	32.2917	37.1257
Os06g0712700	fgenesh2_kg.5__1825__AT3G54340.1	49.1071	47.4138
Os06g0712900	scaffold_803387.1	63.1829	62.8842
Os06g0713000	fgenesh2_kg.2__1831__AT1G75540.1	33.7662	32
Os06g0713000	fgenesh2_kg.7__108__AT4G39070.1	29.5455	38.2353
Os06g0713100	fgenesh1_pm.C_scaffold_4001280	25.5605	36.5385
Os06g0713100	fgenesh2_kg.5__1454__AT3G51090.1	67.2646	59.0551
Os06g0713100	scaffold_304283.1	72.6457	70.4348
Os06g0713800	fgenesh2_kg.7__1771__AT4G25000.1	53.9326	56.7376
Os06g0713900	fgenesh2_kg.5__1455__AT3G51100.1	44.5545	42.654
Os06g0714000	fgenesh2_kg.5__1459__AT3G51130.1	71.9178	76.8293
Os06g0714100	scaffold_700658.1	73.4513	70.9402
Os06g0714200	fgenesh2_kg.4__2894__AT2G46700.1	66.7737	69.916
Os06g0714200	fgenesh2_kg.5__1288__AT3G49370.1	60.5136	63.6824
Os06g0714200	scaffold_602539.1	60.9952	63.7584
Os06g0714300	fgenesh1_pm.C_scaffold_5002174	33.3333	33.813
Os06g0714300	scaffold_403641.1	36.1702	42.1488
Os06g0714300	scaffold_604207.1	39.0071	45.082
Os06g0714500	fgenesh2_kg.7__1450__AT4G27680.1	72.5191	71.608
Os06g0714500	fgenesh2_kg.8__1247__AT5G53540.1	70.9924	69.403
Os06g0714600	fgenesh2_kg.1__110__AT1G01200.1	63.1111	59.9156
Os06g0714800	fgenesh2_kg.4__2657__AT2G44670.1	25.7353	37.6344
Os06g0714800	scaffold_503248.1	24.2647	34.375
Os06g0714900	Al_scaffold_0007_2433	51.1811	49.8721
Os06g0714900	fgenesh2_kg.8__89__AT5G47070.1	54.5932	50.2415
Os06g0715000	fgenesh2_kg.4__1272__AT2G32760.1	39.0181	42.7762
Os06g0715100	fgenesh2_kg.4__1544__AT2G35190.1	72.7969	72.2433
Os06g0715200	scaffold_304122.1	31.6062	38.3648
Os06g0715300	fgenesh2_kg.1__2172__AT1G19940.1	59.8456	60.0775
Os06g0715300	scaffold_202514.1	60.4247	59.619
Os06g0715400	fgenesh2_kg.3__3400__AT2G17990.1	49.2625	49.5549
Os06g0715400	fgenesh2_kg.6__2971__AT2G17990.1	49.2625	52.5157
Os06g0715400	fgenesh2_kg.8__2798__AT5G66250.3	47.4926	53.4884
Os06g0715500	fgenesh2_kg.3__3246__AT2G16595.1	50.9728	52.1912
Os06g0715500	fgenesh2_kg.4__26__AT2G21160.1	58.3658	58.1395
Os06g0715600	scaffold_800909.1	50.2577	51.3158
Os06g0715700	fgenesh2_kg.4__21__AT2G21120.1	63.0814	66.1585
Os06g0715700	fgenesh2_kg.7__70__AT4G38730.1	62.2093	65.6442
Os06g0716000	fgenesh2_kg.1__3260__AT1G30755.1	45.8961	44.6982
Os06g0716100	fgenesh2_kg.3__1415__AT3G13310.1	33.0827	28.0255
Os06g0716200	fgenesh1_pg.C_scaffold_3003170	47.1519	50
Os06g0716200	scaffold_102241.1	49.0506	51.1551
Os06g0716200	scaffold_202527.1	49.3671	47.2727
Os06g0716200	scaffold_700058.1	46.2025	51.9573
Os06g0716200	scaffold_700504.1	48.7342	50.9934
Os06g0716700	fgenesh2_kg.7__1874__AT4G24190.1	80.2956	79.2224
Os06g0716800	scaffold_303970.1	42.6471	45.4902
Os06g0716800	scaffold_700623.1	43.75	45.5939
Os06g0717100	Al_scaffold_0007_445	48.4487	37.5926
Os06g0717100	fgenesh2_kg.3__3384__AT2G17840.1	48.6874	45.3333
Os06g0717100	fgenesh2_kg.5__1469__AT3G51250.1	48.6874	43.9655
Os06g0717200	fgenesh2_kg.2__1859__AT1G75820.1	55.4326	56.2245
Os06g0717300	fgenesh2_kg.1__3874__AT1G47820.2	39.0476	43.1579
Os06g0717600	fgenesh2_kg.7__488__AT4G35840.1	45.6897	44.9153
Os06g0717600	fgenesh2_kg.8__2825__AT5G66070.1	45.6897	47.9638
Os06g0717600	scaffold_304093.1	45.2586	43.9331
Os06g0717800	fgenesh2_kg.5__1480__AT3G51370.1	72.1939	75.6684
Os06g0717800	fgenesh2_kg.8__2824__AT5G66080.1	60.9694	61.7571
Os06g0717900	fgenesh2_kg.7__483__AT4G35880.1	39.3829	41.5709
Os06g0718100	fgenesh2_kg.1__2203__AT1G20190.1	64.2586	67.0635
Os06g0718300	fgenesh2_kg.1__2201__AT1G20180.1	26.9608	28.2776
Os06g0720500	fgenesh1_pm.C_scaffold_1003335	65.1613	12.0669
Os06g0720500	fgenesh2_kg.7__841__AT4G32880.1	59.3548	11.0577
Os06g0721900	fgenesh2_kg.1__2201__AT1G20180.1	20.6522	14.653
Os06g0722300	fgenesh1_pm.C_scaffold_1003335	65.1613	12.0669
Os06g0722300	fgenesh2_kg.7__841__AT4G32880.1	59.3548	11.0577
Os06g0722650	fgenesh1_pm.C_scaffold_1003335	65.1613	12.0669
Os06g0722650	fgenesh2_kg.7__841__AT4G32880.1	59.3548	11.0577
Os06g0723650	fgenesh2_kg.1__2201__AT1G20180.1	20.6522	14.653
Os06g0724200	fgenesh2_kg.1__1222__AT1G11320.1	31.7136	29.3839
Os06g0724300	fgenesh2_kg.7__43__AT4G38500.1	65.1709	61.3682
Os06g0724400	fgenesh2_kg.6__2733__AT5G27280.1	51.7073	48.1818
Os06g0724500	fgenesh2_kg.7__41__AT4G38480.1	43.9583	46.5784
Os06g0724500	fgenesh2_kg.7__571__AT4G35140.1	39.7917	38.664
Os06g0724600	scaffold_700530.1	27.8388	47.5
Os06g0724700	scaffold_200027.1	3.55649	6.27306
Os06g0724700	scaffold_703887.1	75.1046	13.257
Os06g0724900	fgenesh1_pm.C_scaffold_7000030	53.5461	53.4513
Os06g0724900	fgenesh2_kg.7__499__AT4G35780.1	52.305	51.7544
Os06g0724900	scaffold_304088.1	52.305	54.0293
Os06g0725000	Al_scaffold_0472_2	31.9444	56.7901
Os06g0725000	fgenesh2_kg.7__500__AT4G35770.1	49.3056	38.7978
Os06g0725300	fgenesh2_kg.5__968__AT3G45970.1	30.0319	35.4717
Os06g0725300	fgenesh2_kg.7__35__AT4G38400.1	31.6294	37.5
Os06g0725400	fgenesh2_kg.2__1902__AT1G76200.1	61.6438	65.2174
Os06g0725500	fgenesh2_kg.2__1906__AT1G76240.1	23.6749	21.7532
Os06g0725700	fgenesh2_kg.2__1906__AT1G76240.1	25	23.3766
Os06g0725800	fgenesh2_kg.2__1906__AT1G76240.1	20.3509	18.8312
Os06g0725900	fgenesh2_kg.8__619__AT5G42270.1	80.9038	79.1726
Os06g0725900	scaffold_104744.1	80.4665	76.6667
Os06g0726300	fgenesh2_kg.3__3291__AT2G17040.1	43.8356	46.0432
Os06g0726600	fgenesh1_pg.C_scaffold_7000016	69.9374	69.3582
Os06g0726800	Al_scaffold_0002_2333	57.5179	55.787
Os06g0726800	fgenesh2_kg.1__2244__AT1G20610.1	55.6086	54.5667
Os06g0726800	fgenesh2_kg.7__518__AT4G35620.1	49.8807	48.6047
Os06g0726800	scaffold_304079.1	49.1647	48.3568
Os06g0726900	scaffold_800951.1	46.8421	26.9697
Os06g0727300	scaffold_700021.1	66.2698	49.1176
Os06g0727400	fgenesh2_kg.2__1919__AT1G76360.1	51.2077	41.8972
Os06g0727400	fgenesh2_kg.3__3306__AT2G17220.1	58.2126	58.2126
Os06g0727400	fgenesh2_kg.7__519__AT4G35600.1	52.1739	51.3064
Os06g0727900	scaffold_700341.1	31.1012	35.5442
Os06g0728000	Al_scaffold_0007_498	38.2166	48
Os06g0728000	fgenesh2_kg.1__2255__AT1G20693.2	58.5987	64.7887
Os06g0728000	fgenesh2_kg.1__2258__AT1G20696.3	54.1401	60.2837
Os06g0728000	fgenesh2_kg.3__3350__AT2G17560.1	49.6815	54.5455
Os06g0728200	fgenesh1_pg.C_scaffold_3003139	20.094	21.895
Os06g0728600	fgenesh2_kg.1__2266__AT1G20760.1	35.2349	31.5948
Os06g0728600	fgenesh2_kg.1__2354__AT1G21630.1	40.8277	29.8691
Os06g0728700	fgenesh2_kg.1__2004__AT1G18330.2	28.3814	36.1582
Os06g0728800	Al_scaffold_0001_492	74.2754	10.4859
Os06g0728800	fgenesh1_pm.C_scaffold_6001006	54.7101	7.93901
Os06g0728800	fgenesh2_kg.4__1184__AT2G31960.1	67.7536	9.65909
Os06g0728902	Al_scaffold_0001_492	69.7917	6.85422
Os06g0728902	fgenesh1_pm.C_scaffold_6001006	73.4375	7.41325
Os06g0728902	fgenesh2_kg.4__1184__AT2G31960.1	72.9167	7.2314
Os06g0729000	scaffold_601772.1	65	64.8456
Os06g0729300	fgenesh2_kg.1__3931__AT1G48410.2	69.5568	68.6312
Os06g0729650	fgenesh2_kg.6__2303__AT5G23120.1	74.6193	74.8092
Os06g0729900	fgenesh2_kg.6__2304__AT5G23130.1	33.8415	27.8894
Os06g0729900	fgenesh2_kg.6__790__AT5G08200.1	34.1463	27.5184
Os06g0730000	fgenesh1_pg.C_scaffold_4000295	25.8065	18.018
Os06g0730000	scaffold_602388.1	45.8064	58.1967
Os06g0730200	fgenesh2_kg.1__3930__AT1G48380.1	48.8372	18.2081
Os06g0730300	fgenesh2_kg.3__2216__AT3G19970.1	49.8818	48.6175
Os06g0730600	scaffold_104763.1	68.4987	71.9718
Os06g0730800	fgenesh2_kg.3__491__AT3G05070.1	38.4615	48.6111
Os06g0730900	fgenesh2_kg.2__112__AT1G63690.1	68.4502	68.7037
Os06g0731200	fgenesh1_pm.C_scaffold_8001667	63.4171	56.8981
Os06g0731200	fgenesh2_kg.4__1744__AT2G37010.1	60.5025	56.6322
Os06g0731200	scaffold_105170.1	58.0905	51.6533
Os06g0731300	fgenesh2_kg.5__892__AT3G45050.4	40	40.4908
Os06g0731400	fgenesh1_pm.C_scaffold_7001046	35.5372	31.3869
Os06g0731400	fgenesh2_kg.3__3148__AT2G20230.1	38.4298	34.4444
Os06g0731600	scaffold_200168.1	46.1179	33.744
Os06g0731800	scaffold_304414.1	48.7973	42.9003
Os06g0731950	fgenesh1_pm.C_scaffold_3001837	37.963	3.41952
Os07g0100200	fgenesh2_kg.3__1761__AT3G16050.1	59.434	61.165
Os07g0100200	fgenesh2_kg.810__1__AT3G16050.1	59.434	60.1911
Os07g0100200	scaffold_402521.1	82.0755	84.466
Os07g0100200	scaffold_600071.1	84.5912	87.055
Os07g0100500	fgenesh2_kg.4__2092__AT2G39950.1	33.7972	26.8562
Os07g0100600	fgenesh1_pm.C_scaffold_6000081	62.5874	62.807
Os07g0100600	fgenesh2_kg.5__1803__AT3G54140.1	62.7622	62.9825
Os07g0100800	fgenesh2_kg.4__1696__AT2G36590.1	64.8472	68.1193
Os07g0100800	fgenesh2_kg.4__2084__AT2G39890.2	66.1572	68.552
Os07g0100800	fgenesh2_kg.5__2000__AT3G55740.1	64.8472	67.6538
Os07g0101000	fgenesh2_kg.1__2223__AT5G01040.1	47.1698	47.1698
Os07g0101000	fgenesh2_kg.3__938__AT3G09220.1	51.6295	53.0864
Os07g0101000	fgenesh2_kg.6__109__AT5G01050.1	47.5129	47.3504
Os07g0101200	scaffold_202399.1	50.271	48.6239
Os07g0101400	scaffold_402729.1	58.7342	57.1429
Os07g0101500	fgenesh2_kg.4__916__AT2G29390.1	72.3881	74.6154
Os07g0101500	scaffold_100747.1	72.7612	73.3083
Os07g0102000	fgenesh2_kg.3__2274__AT3G20480.1	45.0237	24.0506
Os07g0102100	Al_scaffold_0009_14	46.3291	46.6242
Os07g0102100	Al_scaffold_0009_16	46.5823	46.9987
Os07g0102100	fgenesh1_pg.C_scaffold_9000014	38.6076	47.2868
Os07g0102300	fgenesh2_kg.2__271__AT1G61900.1	50.5669	51.9814
Os07g0102400	fgenesh2_kg.7__2129__AT4G21790.1	72.028	70.7904
Os07g0102500	Al_scaffold_0003_2012	36.9863	35.6044
Os07g0103100	fgenesh1_pg.C_scaffold_4001341	51.1506	51.0438
Os07g0103100	fgenesh2_kg.1__467__AT1G05200.2	51.8828	52.4313
Os07g0103200	fgenesh2_kg.7__1516__AT4G27120.2	60.9272	61.3333
Os07g0104233	scaffold_53500001.1	57.1429	36.9231
Os07g0104500	fgenesh1_pm.C_scaffold_6001195	38.2271	41.9453
Os07g0104500	scaffold_300112.1	38.7812	43.6137
Os07g0104500	scaffold_601546.1	40.7202	44.4109
Os07g0105100	Al_scaffold_0007_3549	59.6774	71.1538
Os07g0105600	fgenesh2_kg.3__80__AT3G01440.1	41.4414	41.8182
Os07g0105700	fgenesh2_kg.6__3302__AT4G05190.1	75.1773	40.4066
Os07g0105700	scaffold_702296.1	74.2317	39.6465
Os07g0105800	Al_scaffold_0007_2248	29.0488	28.6802
Os07g0105800	Al_scaffold_0008_290	29.6915	30.8411
Os07g0105800	Al_scaffold_0008_555	24.8072	39.5492
Os07g0105800	fgenesh1_pg.C_scaffold_8000253	25.7069	28.5307
Os07g0105800	fgenesh2_kg.8__245__AT5G45540.1	31.6195	30.9045
Os07g0105800	fgenesh2_kg.8__246__AT5G45530.1	34.1902	33.3333
Os07g0105800	fgenesh2_kg.8__252__AT5G45480.1	34.3188	30.6897
Os07g0105800	fgenesh2_kg.8__253__AT5G45470.1	33.6761	31.2649
Os07g0105800	scaffold_702497.1	29.0488	22.7823
Os07g0105800	scaffold_800327.1	28.5347	27.4413
Os07g0105900	Al_scaffold_0008_311	13.0719	21.2014
Os07g0105900	fgenesh2_kg.7__2382__AT4G19060.1	16.7756	20.2632
Os07g0105900	fgenesh2_kg.8__254__AT5G45440.1	17.2113	24.0854
Os07g0105900	scaffold_800316.1	17.8649	23.1638
Os07g0106000	Al_scaffold_0006_3373	69.0945	68.3544
Os07g0106000	scaffold_702047.1	69.7835	69.8522
Os07g0106100	fgenesh2_kg.6__3368__AT4G03260.1	29.435	32.9412
Os07g0106200	fgenesh1_pg.C_scaffold_7001808	63.5135	65.8
Os07g0106200	scaffold_101218.1	67.1815	66.6667
Os07g0106700	fgenesh2_kg.4__19__AT2G21100.1	23.0769	24.0642
Os07g0106900	fgenesh2_kg.4__19__AT2G21100.1	25	27.2727
Os07g0107100	fgenesh2_kg.4__19__AT2G21100.1	24.4019	27.2727
Os07g0107300	fgenesh2_kg.4__19__AT2G21100.1	25.7642	31.5508
Os07g0107800	fgenesh2_kg.8__1283__AT5G53890.1	53.2367	53.1853
Os07g0107900	scaffold_801899.1	20.1452	21.0227
Os07g0108000	fgenesh2_kg.6__1736__AT5G17370.1	31.5175	34.2495
Os07g0108200	fgenesh2_kg.3__2565__AT3G23550.1	51.4403	53.3049
Os07g0108200	fgenesh2_kg.3__2566__AT3G23560.1	50.6173	51.6807
Os07g0108300	fgenesh2_kg.1__2543__AT1G23310.1	83.5052	84.1996
Os07g0108300	scaffold_201947.1	83.5052	84.0249
Os07g0108400	Al_scaffold_0002_1203	44.8276	46.4286
Os07g0108400	fgenesh1_pm.C_scaffold_2001102	48.8506	48.8506
Os07g0108400	fgenesh1_pm.C_scaffold_2001103	48.8506	51.5152
Os07g0108400	fgenesh1_pm.C_scaffold_2001332	51.7241	53.5714
Os07g0108400	fgenesh1_pm.C_scaffold_7002535	48.2759	50
Os07g0108400	fgenesh2_kg.1__2523__AT1G23140.1	49.4253	52.1212
Os07g0108400	fgenesh2_kg.2__1340__AT1G70790.2	50	47.027
Os07g0108400	fgenesh2_kg.3__1986__AT3G17980.1	50	49.1525
Os07g0108400	fgenesh2_kg.5__63__AT2G01540.1	48.2759	46.6667
Os07g0108400	scaffold_104475.1	51.7241	52.9412
Os07g0108500	Al_scaffold_0002_1203	42.0765	45.8333
Os07g0108500	fgenesh1_pm.C_scaffold_2001102	43.7158	45.977
Os07g0108500	fgenesh1_pm.C_scaffold_2001103	44.2623	49.0909
Os07g0108500	fgenesh1_pm.C_scaffold_2001332	45.9016	50
Os07g0108500	fgenesh1_pm.C_scaffold_7002535	44.2623	48.2143
Os07g0108500	fgenesh2_kg.1__2523__AT1G23140.1	44.2623	49.0909
Os07g0108500	fgenesh2_kg.2__1340__AT1G70790.2	45.3552	44.8649
Os07g0108500	fgenesh2_kg.3__1986__AT3G17980.1	45.9016	47.4576
Os07g0108500	fgenesh2_kg.5__63__AT2G01540.1	42.0765	42.7778
Os07g0108500	scaffold_104475.1	45.3552	48.8235
Os07g0108900	Al_scaffold_0005_914	42.3221	46.1224
Os07g0108900	fgenesh2_kg.2__1169__AT1G69120.1	50.5618	52.7344
Os07g0108900	scaffold_102909.1	47.5655	49.6094
Os07g0108900	scaffold_802730.1	47.5655	52.4793
Os07g0109100	Al_scaffold_0007_2248	28.9111	29.3147
Os07g0109100	Al_scaffold_0008_290	29.6621	31.6422
Os07g0109100	Al_scaffold_0008_555	23.5294	38.5246
Os07g0109100	fgenesh1_pg.C_scaffold_8000253	25.7822	29.3866
Os07g0109100	fgenesh2_kg.8__245__AT5G45540.1	32.1652	32.2864
Os07g0109100	fgenesh2_kg.8__246__AT5G45530.1	33.0413	33.0827
Os07g0109100	fgenesh2_kg.8__252__AT5G45480.1	33.7922	31.0345
Os07g0109100	fgenesh2_kg.8__253__AT5G45470.1	33.1665	31.6229
Os07g0109100	scaffold_702497.1	28.1602	22.6815
Os07g0109100	scaffold_800327.1	28.4105	28.0593
Os07g0109300	Al_scaffold_0005_937	43.2432	25.3298
Os07g0109300	fgenesh2_kg.7__1626__AT4G26190.1	36.9369	7.72856
Os07g0109400	fgenesh2_kg.1__2037__AT1G18620.2	25.528	27.4704
Os07g0109400	fgenesh2_kg.2__1687__AT1G74160.1	29.4766	31.1953
Os07g0109400	fgenesh2_kg.6__1536__AT5G15580.1	23.416	27.5378
Os07g0109400	scaffold_300149.1	22.865	27.5442
Os07g0109500	Al_scaffold_0009_80	81.5534	81.5534
Os07g0109500	fgenesh2_kg.3__732__AT3G07110.2	81.068	80.6763
Os07g0109500	fgenesh2_kg.8__757__AT5G48760.1	82.0388	82.0388
Os07g0109500	scaffold_303066.1	80.5825	80.5825
Os07g0109600	fgenesh1_pg.C_scaffold_8002107	46.8487	30.9722
Os07g0110200	fgenesh1_pg.C_scaffold_3001099	10.7649	8.81671
Os07g0110200	fgenesh2_kg.1__411__AT1G50920.1	63.4561	33.383
Os07g0110200	scaffold_101086.1	59.4901	31.4371
Os07g0110400	scaffold_601585.1	58.2155	28.9659
Os07g0111400	Al_scaffold_0004_3432	31.7241	27.2997
Os07g0111400	fgenesh1_pm.C_scaffold_1002413	31.3793	32.3843
Os07g0111400	fgenesh2_kg.5__2730__AT3G62340.1	23.1034	25
Os07g0111400	fgenesh2_kg.7__2483__AT4G18170.1	26.8966	24.4514
Os07g0111400	fgenesh2_kg.8__153__AT5G46350.1	27.931	24.8466
Os07g0111400	scaffold_801332.1	32.7586	23.9899
Os07g0111600	Al_scaffold_0005_283	53.4456	53.775
Os07g0111600	scaffold_101554.1	57.121	56.7732
Os07g0111700	fgenesh1_pm.C_scaffold_6000609	48.6081	49.3478
Os07g0111900	fgenesh1_pm.C_scaffold_6000609	48.1092	49.7826
Os07g0112000	fgenesh1_pm.C_scaffold_6000609	48.2255	50.2174
Os07g0112100	fgenesh1_pm.C_scaffold_6000609	46.2745	51.3043
Os07g0112300	Al_scaffold_0004_1710	26.7241	23.3083
Os07g0112300	Al_scaffold_0004_2109	29.3103	22.2222
Os07g0112300	fgenesh2_kg.3__1301__AT3G12410.1	27.5862	13.913
Os07g0112300	fgenesh2_kg.3__1302__AT3G12420.1	7.75862	3.52941
Os07g0112300	fgenesh2_kg.3__1303__AT3G12470.1	28.4483	15.1376
Os07g0112300	scaffold_304423.1	26.7241	14.4186
Os07g0112400	Al_scaffold_0004_1710	8.06452	30.0752
Os07g0112400	Al_scaffold_0004_2109	10.2823	33.3333
Os07g0112400	fgenesh2_kg.3__1301__AT3G12410.1	13.1048	28.2609
Os07g0112400	fgenesh2_kg.3__1302__AT3G12420.1	8.46774	16.4706
Os07g0112400	fgenesh2_kg.3__1303__AT3G12470.1	13.5081	30.7339
Os07g0112400	scaffold_304423.1	13.5081	31.1628
Os07g0112700	fgenesh1_pm.C_scaffold_3000099	25.2809	26.0116
Os07g0112700	fgenesh1_pm.C_scaffold_9000072	21.3483	27.1429
Os07g0112700	fgenesh2_kg.4__643__AT2G27035.1	25.2809	31.0345
Os07g0112700	scaffold_601565.1	25.2809	26.1628
Os07g0113500	fgenesh1_pm.C_scaffold_7000257	48.8959	49.2063
Os07g0113700	scaffold_700334.1	55.1929	53.4995
Os07g0114300	fgenesh2_kg.4__241__AT2G23090.1	79.2208	78.2051
Os07g0114400	fgenesh2_kg.5__1350__AT3G50000.1	92.7928	76.2963
Os07g0114400	fgenesh2_kg.8__2678__AT5G67380.2	84.0841	76.087
Os07g0114400	scaffold_400278.1	90.3904	90.3904
Os07g0115300	Al_scaffold_0005_1843	59.3939	59.5745
Os07g0115300	Al_scaffold_0006_1313	51.8182	51.8182
Os07g0115300	Al_scaffold_0007_1091	56.3636	57.2308
Os07g0115300	fgenesh2_kg.7__300__AT4G37520.1	62.1212	62.6911
Os07g0115300	scaffold_304315.1	57.2727	58.5139
Os07g0115300	scaffold_803365.1	59.697	59.8784
Os07g0115500	scaffold_800771.1	21.3115	28.5714
Os07g0115600	fgenesh2_kg.3__2171__AT3G19570.2	31.7308	25.5814
Os07g0115600	fgenesh2_kg.8__505__AT5G43160.1	25.3846	24.0437
Os07g0115600	scaffold_104704.1	30.3846	23.9394
Os07g0116050	scaffold_603249.1	14.3836	9.48795
Os07g0116600	fgenesh1_pg.C_scaffold_8002601	52.1411	53.3505
Os07g0116600	fgenesh2_kg.7__293__AT4G37580.1	61.7128	60.6436
Os07g0116600	scaffold_400273.1	61.461	59.2233
Os07g0118300	fgenesh2_kg.7__753__AT4G33625.1	57.6923	60
Os07g0119000	fgenesh2_kg.8__2731__AT5G66850.1	38.247	39.8892
Os07g0119300	fgenesh2_kg.1__4045__AT1G49560.1	28.4507	30.8869
Os07g0119300	fgenesh2_kg.7__369__AT4G37180.2	29.5775	29.8295
Os07g0119400	Al_scaffold_0008_3230	60	60.221
Os07g0119400	fgenesh1_pm.C_scaffold_4000237	56.8807	57.3013
Os07g0119400	fgenesh2_kg.7__366__AT4G37160.1	55.7798	56.1922
Os07g0120700	fgenesh2_kg.5__1387__AT3G50430.1	25.1462	26.5432
Os07g0121200	Al_scaffold_0003_3359	37.5615	39.4628
Os07g0121200	Al_scaffold_0005_1224	37.5615	39.0993
Os07g0121200	fgenesh1_pg.C_scaffold_5001207	35.1032	38.8466
Os07g0121200	fgenesh1_pg.C_scaffold_5001208	38.6431	38.7957
Os07g0121200	fgenesh1_pg.C_scaffold_5001209	39.233	39.0411
Os07g0121200	fgenesh1_pg.C_scaffold_5001243	38.9381	39.1304
Os07g0121200	fgenesh1_pm.C_scaffold_5000914	37.1681	38.9691
Os07g0121200	fgenesh2_kg.6__2087__AT5G20480.1	38.2498	37.6938
Os07g0121200	scaffold_401127.1	39.9213	40.0394
Os07g0121200	scaffold_501643.1	39.0364	39.9396
Os07g0121200	scaffold_501644.1	39.528	40.4427
Os07g0121200	scaffold_801444.1	38.7414	38.6275
Os07g0122400	fgenesh2_kg.7__373__AT4G37210.1	38.3795	36.1446
Os07g0122400	scaffold_202566.1	12.58	38.8158
Os07g0123100	fgenesh2_kg.7__377__AT4G37240.1	26.3415	32.1429
Os07g0123100	fgenesh2_kg.8__2763__AT5G66580.1	24.878	32.6923
Os07g0123100	scaffold_400355.1	26.8293	33.7423
Os07g0123100	scaffold_502119.1	25.8537	34.4156
Os07g0123400	fgenesh1_pm.C_scaffold_3001667	29.3103	4.21836
Os07g0123400	fgenesh2_kg.4__294__AT2G23700.1	40.5172	6.62906
Os07g0123400	fgenesh2_kg.8__2759__AT5G66600.1	39.6552	7.54098
Os07g0123400	scaffold_700413.1	22.4138	7.51445
Os07g0123500	fgenesh1_pm.C_scaffold_5001183	53.5104	54.4402
Os07g0123700	fgenesh2_kg.3__2103__AT3G18860.1	58.794	61.7414
Os07g0124000	fgenesh2_kg.1__1084__AT1G10150.1	30.4786	31.3472
Os07g0124000	fgenesh2_kg.2__492__AT1G59510.1	30.2267	31.1688
Os07g0124000	fgenesh2_kg.5__1332__AT3G49790.1	28.9673	30.9973
Os07g0124500	Al_scaffold_0003_2451	47.7564	56.5107
Os07g0124500	Al_scaffold_0005_2769	60.7906	63.7892
Os07g0124500	fgenesh2_kg.5__2048__AT3G56150.1	61.2179	64.527
Os07g0124600	scaffold_200722.1	27.5862	28.9694
Os07g0124700	scaffold_700297.1	48.9426	29.4011
Os07g0124750	fgenesh2_kg.6__2828__AT4G07960.1	68.6713	70.4448
