Gene stable ID	Aegilops tauschii gene stable ID	%id. target Aegilops tauschii gene identical to query gene	%id. query gene identical to target Aegilops tauschii gene
Os04g0655300	F775_33076	78.3455	71.0817
Os04g0655400	F775_02010	79.8942	37.5622
Os04g0655600	F775_13997	44.1941	38.9908
Os04g0655700	F775_03622	42.4837	43.0464
Os04g0656100	F775_30846	93.0599	93.0599
Os04g0656500	F775_22339	33.4135	69.8492
Os04g0656800	F775_14842	71.988	87.2263
Os04g0657500	F775_29074	50.6493	77.2277
Os04g0657600	F775_03983	42.8571	35.7143
Os04g0657600	F775_04752	18.7013	53.7313
Os04g0657600	F775_12258	35.0649	45.9184
Os04g0657600	F775_21392	45.1948	46.5241
Os04g0657600	F775_21514	45.4545	47.8142
Os04g0657900	F775_29075	61.194	61.194
Os04g0658000	F775_31905	77.0349	86.3192
Os04g0658100	F775_09493	66.3551	68.4337
Os04g0658600	F775_26456	62.5455	73.3475
Os04g0658700	F775_01067	79.2771	65.5378
Os04g0659000	F775_26727	49.2063	50.8197
Os04g0659100	F775_26726	90.8878	91.1007
Os04g0659150	F775_05664	53.5912	12.4519
Os04g0659300	F775_16608	43.7985	39.3728
Os04g0659400	F775_09055	63.75	71.229
Os04g0659500	F775_26725	90.7801	84.4884
Os04g0659900	F775_08238	61.5079	41.0053
Os04g0659900	F775_14540	14.2857	13.9535
Os04g0659900	F775_20760	43.6508	34.375
Os04g0659900	F775_20919	25.3968	24.1509
Os04g0659900	F775_43438	21.8254	56.701
Os04g0660000	F775_43368	63.4615	64.0777
Os04g0660200	F775_04913	79.6073	80.2131
Os04g0660400	F775_29639	87.0317	86.7816
Os04g0660500	F775_08159	79.0715	84.6882
Os04g0660600	F775_43548	65.2174	28.8462
Os04g0661100	F775_17839	59.3548	60.5263
Os04g0661200	F775_30370	80.2247	72.4138
Os04g0661300	F775_17838	76.8786	82.0988
Os04g0661600	F775_27958	81.2195	47.8448
Os04g0661700	F775_06421	54.1139	64.3664
Os04g0661800	F775_09893	88.6364	87.1508
Os04g0661900	F775_32468	92.3529	48.9097
Os04g0662100	F775_04673	29.2308	20.8791
Os04g0662400	F775_42412	37.9085	56.8627
Os04g0662400	F775_43039	49.0196	58.1395
Os04g0662600	F775_13583	54.6798	58.7302
Os04g0662800	F775_08295	60.2914	48.3918
Os04g0662800	F775_24681	43.3515	59.9496
Os04g0662800	F775_29693	61.9308	75.8929
Os04g0662900	F775_31958	66.5179	68.3486
Os04g0663100	F775_29694	64.3897	43.5936
Os04g0663200	F775_17359	54.7074	32.0417
Os04g0663500	F775_03219	52.4064	67.1233
Os04g0663700	F775_30158	43.6567	76.2215
Os04g0664400	F775_17365	79.3478	73.8119
Os04g0664600	F775_12988	75.0557	76.4172
Os04g0664900	F775_12346	52.1614	43.5096
Os04g0664900	F775_17336	61.6715	39.4107
Os04g0665000	F775_30151	48.9796	42.8571
Os04g0665400	F775_17335	75.3731	63.522
Os04g0665500	F775_30150	36.1757	76.5027
Os04g0665600	F775_13473	36.7925	43.8202
Os04g0665700	F775_30479	75.4045	76.6447
Os04g0665800	F775_08478	65.4485	68.8811
Os04g0665900	F775_03458	30.7692	36.6412
Os04g0666800	F775_16732	74.5562	70
Os04g0667000	F775_29606	19.1083	16.4835
Os04g0667200	F775_23620	60.7362	59.1045
Os04g0667400	F775_04053	49.2492	64.3137
Os04g0667500	F775_08608	56.5217	19.1176
Os04g0667600	F775_17442	48.2759	45.9016
Os04g0667600	F775_17443	56.0345	44.8276
Os04g0667600	F775_17444	55.1724	41.8301
Os04g0667600	F775_18259	35.3448	34.4538
Os04g0667600	F775_23249	33.6207	34.8214
Os04g0667600	F775_30185	48.2759	44.8
Os04g0667600	F775_30186	47.4138	33.1325
Os04g0667600	F775_43817	56.8966	49.6241
Os04g0667700	F775_20829	33.8462	16.2562
Os04g0667800	F775_24040	72.2973	47.9821
Os04g0667800	F775_32321	98.6487	79.7814
Os04g0667800	F775_52379	72.973	51.6746
Os04g0667900	F775_04556	59.7826	64.7059
Os04g0668600	F775_04557	35.9524	96.1783
Os04g0668700	F775_20830	63.1405	82.5054
Os04g0668800	F775_20831	63.6364	44.7811
Os04g0668900	F775_31645	58.0357	45.8824
Os04g0669300	F775_16080	72.3247	85.7768
Os04g0669500	F775_14483	73.3083	88.2353
Os04g0669600	F775_06907	62.1277	64.8889
Os04g0669700	F775_04695	61.5385	25.498
Os04g0669800	F775_28287	66.5116	82.8986
Os04g0669900	F775_28287	66.9834	81.7391
Os04g0670000	F775_26632	71.8593	62.9956
Os04g0670200	F775_27328	69.5122	85.2868
Os04g0670400	F775_07277	62.7119	31.2896
Os04g0670600	F775_12018	55.0885	78.7975
Os04g0670600	F775_19607	85.177	82.9741
Os04g0670800	F775_30110	63.1808	73.2323
Os04g0671100	F775_13118	92.7007	52.9167
Os04g0671200	F775_27550	85.0103	84.3177
Os04g0671700	F775_31245	88.6305	88.4021
Os04g0671800	F775_19193	58.5091	64.0986
Os04g0671900	F775_00614	86.3081	85.2657
Os04g0672100	F775_06061	70.8498	49.1096
Os04g0672200	F775_21649	61.3139	52.4064
Os04g0672600	F775_06061	58.75	28.9726
Os04g0672700	F775_11464	61.3352	81.9703
Os04g0672700	F775_22288	14.6036	66.879
Os04g0672900	F775_26589	53.125	52.5386
Os04g0673000	F775_26590	70.2875	53.7897
Os04g0673300	F775_22794	38.8235	33
Os04g0673300	F775_28712	48.2353	47.1264
Os04g0673800	F775_31042	51.6667	57.764
Os04g0674200	F775_28918	88.9868	65.3722
Os04g0674300	F775_09253	21.7314	53.7118
Os04g0674400	F775_00237	61.8868	27.8438
Os04g0674400	F775_31585	64.1509	72.9614
Os04g0674450	F775_31584	49.1639	64.1921
Os04g0674600	F775_19710	77.9883	61.1429
Os04g0674700	F775_13813	25.9857	86.8263
Os04g0674700	F775_14668	50.5376	81.7391
Os04g0674700	F775_20282	24.3728	57.384
Os04g0674700	F775_43150	32.6165	83.871
Os04g0674700	F775_43403	47.6702	74.7191
Os04g0674800	F775_10824	53.6	77.5463
Os04g0675101	F775_05223	79.4167	40.9815
Os04g0675200	F775_05223	84.0979	23.9913
Os04g0675300	F775_05223	76.2712	4.90731
Os04g0675600	F775_22192	34.7328	61.4865
Os04g0675600	F775_24182	79.3893	64.3963
Os04g0675800	F775_01957	46.7382	68.8158
Os04g0676100	F775_13833	48.3333	87.8788
Os04g0676200	F775_06649	50.1247	53.4574
Os04g0676300	F775_28044	81.0235	76.7677
Os04g0676600	F775_24378	25.8661	36.7213
Os04g0676650	F775_24378	26.2557	37.7049
Os04g0676700	F775_33124	57.2864	68.6747
Os04g0677066	F775_52146	67.9389	59.5982
Os04g0677400	F775_05573	74.198	73.0769
Os04g0677500	F775_26624	92.5636	92.0233
Os04g0677600	F775_33023	26.6332	56.383
Os04g0677700	F775_02319	74.4944	48.1481
Os04g0678300	F775_09133	61.9048	81.3804
Os04g0678300	F775_24532	19.2918	53.0201
Os04g0678300	F775_25149	19.1697	80.5128
Os04g0678400	F775_25071	26.2136	46.1538
Os04g0678700	F775_32238	71.5762	81.9527
Os04g0678800	F775_15457	78.2443	78.5441
Os04g0679100	F775_32444	52.4917	80.203
Os04g0679200	F775_32445	73.924	79.3478
Os04g0679400	F775_43885	37.5969	65.9864
Os04g0679800	F775_08211	35.6688	57.1429
Os04g0679800	F775_17357	51.5924	38.0282
Os04g0679900	F775_03218	40.553	59.0604
Os04g0680000	F775_17358	68.071	80.1567
Os04g0680400	F775_19126	68.038	46.6377
Os04g0680550	F775_03376	59.0361	38.8889
Os04g0680700	F775_03895	65.7948	38.6982
Os04g0680800	F775_08969	65.9509	37.6532
Os04g0681400	F775_15809	82.4191	89.7397
Os04g0681600	F775_15809	82.1378	89.4334
Os04g0681900	F775_11105	74.7024	71.51
Os04g0681900	F775_19979	25.8929	52.7273
Os04g0681950	F775_17783	37.2506	66.4032
Os04g0682000	F775_28054	70.7113	86.2245
Os04g0682050	F775_00237	62.1212	27.8438
Os04g0682050	F775_31585	64.7727	73.3906
Os04g0682100	F775_28053	70.3448	73.913
Os04g0682300	F775_11200	85.0806	76.1733
Os04g0682300	F775_11250	87.0968	69.0096
Os04g0682300	F775_17016	76.6129	66.9014
Os04g0682400	F775_04175	54.6627	51.3035
Os04g0682400	F775_04733	51.8849	54.3659
Os04g0682400	F775_04734	53.869	50.9381
Os04g0682500	F775_05045	43.3708	61.076
Os04g0682800	F775_06967	86.1352	86.7365
Os04g0682900	F775_05477	52.3865	52.4476
Os04g0683100	F775_13913	70.297	80.6818
Os04g0683100	F775_29813	94.5545	86.8182
Os04g0683400	F775_03035	71.2	65.9259
Os04g0683500	F775_16452	71.6981	68.9119
Os04g0683600	F775_23954	6.44391	8.88158
Os04g0683600	F775_25137	3.10263	10.6557
Os04g0683600	F775_29550	66.5871	47.774
Os04g0683700	F775_12940	18.9189	80.9917
Os04g0683800	F775_31640	84.1741	86.5717
Os04g0683850	F775_31639	63.0631	35
Os04g0683900	F775_31638	30.3103	80.8917
Os04g0684500	F775_21170	71.8091	78.5194
Os04g0684600	F775_18123	71.6049	70.7317
Os04g0684900	F775_00390	19.4529	41.2903
Os04g0685000	F775_05930	38.2114	50
Os04g0685100	F775_28828	79.697	79.9392
Os04g0685100	F775_42823	28.4848	69.1176
Os04g0685500	F775_07207	58.6716	47.3214
Os04g0685600	F775_14623	85.3312	91.231
Os04g0685900	F775_21110	64.6055	72.6619
Os04g0685900	F775_33277	11.9403	59.2593
Os04g0686200	F775_20044	81.7408	80.7477
Os04g0686300	F775_27373	80.6202	80.6202
Os04g0686500	F775_12823	43.224	59.7633
Os04g0686500	F775_21848	29.5292	74.1936
Os04g0686600	F775_08274	41.9355	29.8165
Os04g0686650	F775_08840	55.2916	46.5455
Os04g0686800	F775_14749	33.1731	49.6403
Os04g0687100	F775_26588	87.3239	95.8763
Os04g0687300	F775_11463	60.219	58.7189
Os04g0687800	F775_43296	49.5146	66.0194
Os04g0687900	F775_29357	65.368	68.6364
Os04g0688000	F775_30236	3.125	10.4167
Os04g0688100	F775_05002	60.6936	61.5836
Os04g0688100	F775_07179	46.8208	48.0712
Os04g0688100	F775_25881	58.3815	64.3312
Os04g0688100	F775_27234	42.4855	57.1984
Os04g0688100	F775_43149	28.6127	47.3684
Os04g0688100	F775_43713	34.3931	54.0909
Os04g0688200	F775_25880	73.5632	72.7273
Os04g0688200	F775_26070	62.069	59.8338
Os04g0688300	F775_07405	47.3529	51.7685
Os04g0688300	F775_21233	50.2941	56.25
Os04g0688300	F775_29413	46.4706	53.9249
Os04g0688500	F775_07405	51.7045	58.5209
Os04g0688500	F775_21233	54.2614	62.8289
Os04g0688500	F775_29413	50.2841	60.4096
Os04g0688600	F775_07405	51.3433	55.3055
Os04g0688600	F775_21233	54.9254	60.5263
Os04g0688600	F775_29413	49.8507	56.9966
Os04g0689000	F775_07405	54.142	58.8424
Os04g0689000	F775_21233	56.8047	63.1579
Os04g0689000	F775_29413	53.5503	61.7747
Os04g0689300	F775_16201	43.1624	54.8913
Os04g0689400	F775_22519	62.2585	67.3633
Os04g0689500	F775_29441	34.8315	75.6098
Os04g0689700	F775_01052	68.1373	66.1905
Os04g0689700	F775_01988	63.2353	41.7476
Os04g0689700	F775_24497	67.1569	34.4221
Os04g0689800	F775_00049	28.1928	9.90686
Os04g0689800	F775_00070	29.3976	12.6687
Os04g0689800	F775_00164	20	11.0963
Os04g0689800	F775_00171	27.2289	20.0355
Os04g0689800	F775_00372	26.2651	13.7107
Os04g0689800	F775_00383	21.6867	16.4534
Os04g0689800	F775_00409	23.6145	18.6667
Os04g0689800	F775_00492	22.1687	11.6162
Os04g0689800	F775_00593	14.9398	12.1094
Os04g0689800	F775_03270	26.506	33.2326
Os04g0689800	F775_04133	14.6988	23.7354
Os04g0689800	F775_04962	28.9157	16.7364
Os04g0689800	F775_05358	28.6747	22.2846
Os04g0689800	F775_05466	26.506	12.7021
Os04g0689800	F775_07057	16.8675	24.055
Os04g0689800	F775_07725	27.2289	11.5779
Os04g0689800	F775_08919	24.5783	18.6813
Os04g0689800	F775_11565	20.7229	28.8591
Os04g0689800	F775_11580	26.988	22.49
Os04g0689800	F775_11589	16.8675	25.4545
Os04g0689800	F775_12043	11.0843	23.3503
Os04g0689800	F775_12482	26.506	17.2684
Os04g0689800	F775_12951	17.1084	34.6341
Os04g0689800	F775_13134	20.7229	25.1462
Os04g0689800	F775_13341	21.4458	13.3234
Os04g0689800	F775_13496	20.7229	9.82857
Os04g0689800	F775_13970	10.3614	21.8274
Os04g0689800	F775_14434	29.6386	27.5168
Os04g0689800	F775_16203	11.5663	16.7247
Os04g0689800	F775_16439	25.5422	22.1757
Os04g0689800	F775_16736	18.5542	25.4967
Os04g0689800	F775_17416	22.8916	19.5473
Os04g0689800	F775_17580	26.0241	19.0141
Os04g0689800	F775_17819	20.241	20.6388
Os04g0689800	F775_19694	25.5422	19.4495
Os04g0689800	F775_19756	26.747	24.8322
Os04g0689800	F775_19969	27.9518	21.2454
Os04g0689800	F775_20061	27.7108	23.8589
Os04g0689800	F775_20165	26.2651	25.7683
Os04g0689800	F775_20975	24.8193	21.5481
Os04g0689800	F775_21326	25.3012	23.1278
Os04g0689800	F775_21891	22.6506	15.8516
Os04g0689800	F775_21922	18.3133	28.4644
Os04g0689800	F775_21943	28.1928	30.8707
Os04g0689800	F775_22498	12.0482	30.303
Os04g0689800	F775_23789	27.9518	9.36239
Os04g0689800	F775_24418	24.8193	16.6397
Os04g0689800	F775_25019	23.3735	18.2331
Os04g0689800	F775_25358	27.7108	15.6889
Os04g0689800	F775_25367	16.3855	14.9451
Os04g0689800	F775_25391	28.1928	18.6603
Os04g0689800	F775_25472	26.988	20.0358
Os04g0689800	F775_25592	25.7831	18.7391
Os04g0689800	F775_25648	19.759	17.4468
Os04g0689800	F775_25720	26.506	18.4564
Os04g0689800	F775_25762	29.3976	21.0708
Os04g0689800	F775_25824	27.4699	23.3129
Os04g0689800	F775_25825	17.1084	15.991
Os04g0689800	F775_25838	25.5422	15.3846
Os04g0689800	F775_25854	19.2771	12.4224
Os04g0689800	F775_30592	12.7711	11.674
Os04g0689800	F775_31009	27.7108	15.9059
Os04g0689800	F775_43813	2.89157	4.28571
Os04g0689800	F775_52545	21.4458	9.31937
Os04g0690300	F775_26119	70.0624	62.0626
Os04g0690400	F775_06686	33.5655	27.6693
Os04g0690600	F775_19864	26.276	46.4883
Os04g0691100	F775_24033	62.973	59.8972
Os04g0691200	F775_08947	77.4092	27.0868
Os04g0691366	F775_18566	47.2868	62.2449
Os04g0691366	F775_24026	64.3411	24.8503
Os04g0691400	F775_22731	57.6531	47.8814
Os04g0691400	F775_23504	58.4184	44.294
Os04g0691400	F775_25671	57.398	35.7143
Os04g0691600	F775_27302	62.7586	63.1944
Os04g0691700	F775_01553	79.6954	16.0614
Os04g0691800	F775_03819	44.9559	60.3947
Os04g0691800	F775_12047	57.4927	74.398
Os04g0691800	F775_18960	44.1724	74.5455
Os04g0691900	F775_07227	63.1427	58.5628
Os04g0692000	F775_28821	69.4286	86.4769
Os04g0692100	F775_07226	82.1138	73.1884
Os04g0692200	F775_15192	26.0188	66.4
Os04g0692300	F775_09892	63.142	25.2111
Os04g0692400	F775_10259	74.003	70.9632
Os04g0692500	F775_23125	17.1429	63.1579
Os04g0692600	F775_10260	32	8.49421
Os04g0692750	F775_05673	60.0811	51.5204
Os04g0692900	F775_23798	0	0
Os04g0693000	F775_28884	80.3797	80.3797
Os04g0693050	F775_32422	80	67.8571
Os04g0693100	F775_20037	20.6731	26.2195
Os04g0693300	F775_22111	28.2609	13.5889
Os05g0100008	F775_24154	0.625	0.78125
Os05g0100500	F775_30804	67.3913	15.5681
Os05g0100700	F775_18615	77.1863	56.546
Os05g0100800	F775_30898	62.6866	66.1417
Os05g0100900	F775_03680	70.8	43.6678
Os05g0101400	F775_52268	58.3942	72.0721
Os05g0102500	F775_23701	53.5211	48.7179
Os05g0102600	F775_28776	46.2611	60.0329
Os05g0102800	F775_28775	67.4346	68.5836
Os05g0102900	F775_07173	90.9483	90.9483
Os05g0103100	F775_26137	48	55.9585
Os05g0103200	F775_14997	70	37.8788
Os05g0103300	F775_42741	76.3889	53.9216
Os05g0103400	F775_27320	89.8551	89.8551
Os05g0103500	F775_17958	45.5556	52.9032
Os05g0103500	F775_26613	48.3333	55.7692
Os05g0103500	F775_31607	66.6667	67.0391
Os05g0103600	F775_11543	75	74.1936
Os05g0103800	F775_07022	49.505	54.3478
Os05g0103800	F775_26572	46.5347	69.1176
Os05g0104100	F775_11411	66.453	87.1148
Os05g0104150	F775_11410	49.1228	59.7865
Os05g0104650	F775_13387	82.5442	86.2629
Os05g0104650	F775_14385	83.7456	83.392
Os05g0104650	F775_15563	83.9576	71.5232
Os05g0104800	F775_29252	86.9718	66.5768
Os05g0104900	F775_13797	54.9451	40
Os05g0105000	F775_10250	60.7934	65.8342
Os05g0105000	F775_12955	63.8376	74.3287
Os05g0105000	F775_13798	89.0221	88.6949
Os05g0105050	F775_42419	25.7426	32.9114
Os05g0105100	F775_32384	81.8182	86.9565
Os05g0105200	F775_32383	63.7931	37.1859
Os05g0105300	F775_09829	34.0782	13.4066
Os05g0105500	F775_06246	67.2414	69.2308
Os05g0105600	F775_06124	56.2696	50.5634
Os05g0105800	F775_09828	88.6364	43.3333
Os05g0105900	F775_24510	46.0526	55.7325
Os05g0106000	F775_30166	65.3367	65.6642
Os05g0106200	F775_06055	65.625	66.8435
Os05g0106200	F775_11087	63.5417	67.033
Os05g0106600	F775_28781	99.4695	99.4695
Os05g0106700	F775_21039	79.8936	79.2194
Os05g0107300	F775_01617	51.9835	51.8122
Os05g0107600	F775_02812	86.087	76.2125
Os05g0107700	F775_43751	96.2264	96.2264
Os05g0107900	F775_16233	69.8324	59.8086
Os05g0108000	F775_22522	64.3443	73.5363
Os05g0108100	F775_18912	78.5536	85.3659
Os05g0108300	F775_08254	71.4976	77.2174
Os05g0108500	F775_28146	58.4615	54.2857
Os05g0108600	F775_06333	76.5363	76.9663
Os05g0108600	F775_28145	78.4916	80.057
Os05g0109600	F775_10526	70.068	85.0069
Os05g0110100	F775_17601	32.0611	71.1864
Os05g0110300	F775_17756	70.3822	64.2442
Os05g0110500	F775_02806	77.3266	84.6296
Os05g0110700	F775_24495	39.0582	32.6389
Os05g0110800	F775_16194	64.7541	29.2593
Os05g0111000	F775_06871	39.8528	43.2155
Os05g0111000	F775_19281	37.0137	48.686
Os05g0111100	F775_01711	42.1053	45.977
Os05g0111200	F775_31816	78.0822	47.1074
Os05g0111200	F775_31817	74.6575	75.6944
Os05g0111800	F775_15399	27.2142	69.2623
Os05g0111800	F775_33122	15.4589	54.5455
Os05g0111900	F775_07306	36.4532	29.6
Os05g0112000	F775_31771	62	63.1222
Os05g0112200	F775_16444	40	36.8254
Os05g0112200	F775_22462	42.4138	32.8
Os05g0112750	F775_03021	71.8563	69.3642
Os05g0112750	F775_08770	41.9162	56.4516
Os05g0112800	F775_12194	61.3971	61.6236
Os05g0112800	F775_26971	63.2353	63.2353
Os05g0113000	F775_28922	55.4585	56.5702
Os05g0113400	F775_27538	92.7536	63.0542
Os05g0113500	F775_27537	58.7121	60.5469
Os05g0114000	F775_02287	70.3704	56.0886
Os05g0114100	F775_02721	51.1521	46.9345
Os05g0114400	F775_52535	63.6364	71.1864
Os05g0114500	F775_14387	38.2759	16.8182
Os05g0114600	F775_24990	29.6875	31.6667
Os05g0115100	F775_24767	21.8519	54.1284
Os05g0115500	F775_03863	54.6125	54.4118
Os05g0115600	F775_03429	81.07	78.8
Os05g0115900	F775_29504	62.8466	81.9277
Os05g0116000	F775_29767	84.1226	84.3575
Os05g0116600	F775_21523	2.52632	3.72671
Os05g0116800	F775_18769	24.1379	65.3333
Os05g0116800	F775_18770	19.7044	43.0108
Os05g0117500	F775_29255	45.1505	58.1897
Os05g0117600	F775_30698	26.8473	53.0414
Os05g0117600	F775_30699	79.9261	85.8466
Os05g0117798	F775_02673	84.4697	86.8549
Os05g0117864	F775_07529	73.8942	62.6932
Os05g0118000	F775_42896	33.2168	65.9722
Os05g0118700	F775_04029	51.7483	56.0606
Os05g0118800	F775_28228	60	56.8966
Os05g0119000	F775_02083	74.386	88.7029
Os05g0119400	F775_04169	68.7124	38.8435
Os05g0119600	F775_05163	78.3784	79.9499
Os05g0120000	F775_10726	65	81.7006
Os05g0120000	F775_22483	50.5882	78.0045
Os05g0120100	F775_28574	75.5418	70.5202
Os05g0120300	F775_04239	49.0909	58.3784
Os05g0120700	F775_13441	91.8149	28.8591
Os05g0120800	F775_24115	41.8994	19.4805
Os05g0121000	F775_00550	41.2371	22.4719
Os05g0121000	F775_02513	44.3299	39.8148
Os05g0121000	F775_31337	86.0825	84.3434
Os05g0121200	F775_31336	59.0551	76.0135
Os05g0121400	F775_03990	73.9474	48.532
Os05g0121600	F775_32962	48.0469	67.03
Os05g0121800	F775_05726	55.1387	29.7797
Os05g0121900	F775_05727	29.1176	83.1933
Os05g0122400	F775_21994	55.8471	60.1777
Os05g0122500	F775_00096	29.0323	43.2203
Os05g0122500	F775_05176	28.463	41.0959
Os05g0122600	F775_18900	44.1128	58.0786
Os05g0122700	F775_32955	85.1852	85.1852
Os05g0122800	F775_29946	86.3946	84.106
Os05g0123100	F775_06066	47.9784	78.4141
Os05g0123200	F775_28939	83.9662	83.2636
Os05g0123300	F775_01252	58.0902	54.0741
Os05g0123400	F775_00217	36.9469	33.0693
Os05g0123400	F775_01728	39.823	35.2941
Os05g0123400	F775_22356	37.3894	33.3992
Os05g0124000	F775_19279	40.3419	45.5598
Os05g0124600	F775_19279	42.576	45.9459
Os05g0125000	F775_14907	75.2	77.9621
Os05g0125100	F775_43206	40.8451	33.5907
Os05g0125300	F775_20906	62.9797	53.4483
Os05g0125400	F775_20906	70.6818	59.5785
Os05g0125500	F775_32347	81.1736	87.5989
Os05g0125600	F775_02586	25.1244	37.1324
Os05g0125600	F775_03727	35.8209	40.678
Os05g0125600	F775_07435	39.801	38.0047
Os05g0125600	F775_12315	34.5771	31.3063
Os05g0125600	F775_12565	28.3582	32.0225
Os05g0125600	F775_12566	31.592	29.8824
Os05g0125600	F775_12569	30.597	32.8
Os05g0125600	F775_17555	22.3881	42.2535
Os05g0125600	F775_18764	40.796	41.519
Os05g0125600	F775_20665	29.3532	28.6408
Os05g0126100	F775_05826	55.5556	55.1724
Os05g0126200	F775_08854	71.875	70.4082
Os05g0126200	F775_26924	49.4792	78.5124
Os05g0126300	F775_05972	56.4593	15.1185
Os05g0127200	F775_32754	72.0736	72.8041
Os05g0127300	F775_03363	17.0423	78.0645
Os05g0128200	F775_00111	21.9634	91.6667
Os05g0128300	F775_22124	45.3297	39.6635
Os05g0128400	F775_06645	74.4019	78.7342
Os05g0128400	F775_27828	79.9043	82.266
Os05g0128700	F775_32702	71.25	12.6949
Os05g0129100	F775_32792	80.3681	77.2861
Os05g0129200	F775_21636	41.2109	62.7976
Os05g0129200	F775_33289	22.0703	66.4706
Os05g0129700	F775_19464	39.5498	80.3922
Os05g0129700	F775_25716	39.2283	77.707
Os05g0129700	F775_31450	45.3376	95.2703
Os05g0129900	F775_24272	53.1486	47.3094
Os05g0130100	F775_08145	41.3428	61.5789
Os05g0131100	F775_08130	66.2963	73.6626
Os05g0131401	F775_08130	61.4525	45.2675
Os05g0131500	F775_00061	37.5328	23.7937
Os05g0131900	F775_30439	52.4	31.7961
Os05g0132100	F775_30440	85.2018	84.9478
Os05g0132400	F775_31527	62.4413	31.5914
Os05g0133100	F775_26190	46.2264	65.3333
Os05g0133900	F775_20109	43.9706	44.9624
Os05g0133900	F775_21019	39.2647	37.8723
Os05g0134000	F775_32807	88.3212	91.4358
Os05g0134200	F775_26016	83.8046	85.3403
Os05g0134300	F775_26015	60.7438	62.0253
Os05g0134700	F775_32537	67.6218	65.9218
Os05g0135000	F775_12891	63.5821	49.8829
Os05g0135000	F775_25653	73.1343	73.3533
Os05g0135100	F775_00416	58.5007	27.9055
Os05g0135100	F775_11432	56.091	47.6678
Os05g0135200	F775_18921	34.7578	35.7771
Os05g0135500	F775_31933	68.8953	71.6012
Os05g0135800	F775_26055	93.3518	93.0939
Os05g0135900	F775_00786	73.8372	75.1479
Os05g0136200	F775_13568	77.533	73.3333
Os05g0136200	F775_18903	77.0925	72.9167
Os05g0136200	F775_26514	69.3833	64.6817
Os05g0136900	F775_52579	46.5596	75.4647
Os05g0137300	F775_30398	70.9046	70.7317
Os05g0137700	F775_14803	36.6516	58.6957
Os05g0137700	F775_24988	14.4796	55.1724
Os05g0137700	F775_30960	21.267	35.8779
Os05g0138200	F775_26268	54.9153	60.9023
Os05g0139100	F775_18430	48.1188	41.8244
Os05g0139200	F775_00219	45.614	31.1644
Os05g0139200	F775_28253	46.1153	53.9589
Os05g0139300	F775_00219	45.7971	27.0548
Os05g0139300	F775_28253	48.6957	49.2669
Os05g0140100	F775_28584	92.9742	92.5408
Os05g0140500	F775_29903	75.4902	56.6176
Os05g0140600	F775_08044	27.4074	32.5991
Os05g0140600	F775_25266	34.4444	31.2081
Os05g0140800	F775_31122	61.6438	76.7918
Os05g0141000	F775_23022	48.5261	40.8787
Os05g0141200	F775_23022	49.0426	44.0306
Os05g0141300	F775_43251	60.8108	67.3317
Os05g0141700	F775_27245	82.7119	80.2632
Os05g0142100	F775_31285	52.4752	53
Os05g0142400	F775_26177	48.7179	41.3043
Os05g0143200	F775_29230	71.1538	20.3857
Os05g0143300	F775_32916	62.0309	61.7582
Os05g0143400	F775_15184	60.9091	94.3662
Os05g0143500	F775_27441	89.2989	66.2107
Os05g0143700	F775_04518	20.6478	23.1818
Os05g0144000	F775_12976	71.5931	66.9659
Os05g0144100	F775_06217	21.2766	28.3401
Os05g0144100	F775_06218	60.4863	52.7851
Os05g0144200	F775_27440	76.1039	41.5014
Os05g0144300	F775_32108	69.6809	72.7105
Os05g0144400	F775_19417	85.957	90.3571
Os05g0144800	F775_08503	89.7098	91.1528
Os05g0144900	F775_07472	75.2066	20.9195
Os05g0145000	F775_03681	76.4249	41.0863
Os05g0145300	F775_03365	75.3571	69.2939
Os05g0145400	F775_30334	65.0741	64.2276
Os05g0145600	F775_30954	69.3833	78.1638
Os05g0145700	F775_01590	24.8062	21.968
Os05g0145700	F775_03887	28.1654	20.8812
Os05g0145700	F775_03888	28.9406	19.5462
Os05g0145700	F775_06806	29.4574	23.3607
Os05g0145700	F775_11756	29.9742	27.4232
Os05g0145700	F775_12513	12.1447	14.6875
Os05g0145700	F775_14247	4.13437	8
Os05g0145700	F775_17006	13.9535	21.6867
Os05g0145700	F775_27657	16.7959	16.25
Os05g0146100	F775_01590	24.1042	33.8673
Os05g0146100	F775_03887	27.0358	31.8008
Os05g0146100	F775_03888	28.6645	30.7155
Os05g0146100	F775_06806	24.7557	31.1475
Os05g0146100	F775_11756	25.57	37.1158
Os05g0146100	F775_12513	17.5896	33.75
Os05g0146100	F775_14247	12.215	37.5
Os05g0146100	F775_17006	17.2638	42.5703
Os05g0146100	F775_27657	20.0326	30.75
Os05g0146900	F775_01590	22.4401	23.5698
Os05g0146900	F775_03887	30.5011	26.8199
Os05g0146900	F775_03888	31.3725	25.1309
Os05g0146900	F775_06806	26.1438	24.5902
Os05g0146900	F775_11756	24.4009	26.4775
Os05g0146900	F775_12513	19.1721	27.5
Os05g0146900	F775_14247	14.1612	32.5
Os05g0146900	F775_17006	18.5185	34.1365
Os05g0146900	F775_27657	24.6187	28.25
Os05g0147100	F775_00331	16.1765	8.71287
Os05g0147100	F775_00903	16.1765	13.5385
Os05g0147100	F775_06763	16.5441	11.7801
Os05g0147133	F775_08784	57.9781	40.4075
Os05g0147150	F775_03713	66.8342	18.8652
