Gene stable ID	Physcomitrella patens gene stable ID	%id. target Physcomitrella patens gene identical to query gene	%id. query gene identical to target Physcomitrella patens gene
Os06g0690700	PP1S55_292V6	53.528	48.0874
Os06g0691000	PP1S275_20V6	30.6667	32.6087
Os06g0691100	PP1S105_212V6	37.766	22.327
Os06g0691100	PP1S124_33V6	35.6383	20.743
Os06g0691100	PP1S127_75V6	34.5745	21.6667
Os06g0691100	PP1S149_253V6	37.766	20.3438
Os06g0691100	PP1S487_24V6	35.6383	20.8075
Os06g0691100	PP1S90_184V6	34.0426	19.1617
Os06g0691200	PP1S113_128V6	50.5976	51.2097
Os06g0691200	PP1S412_14V6	49.4024	39.6166
Os06g0691200	PP1S81_16V6	51.7928	50.5837
Os06g0691400	PP1S8029_1V6	18.6275	37.8486
Os06g0692800	PP1S1_567V6	33.792	20.7317
Os06g0692800	PP1S21_335V6	32.1101	23.9726
Os06g0692800	PP1S34_67V6	31.4985	23.8979
Os06g0692800	PP1S384_18V6	32.263	24.0046
Os06g0692800	PP1S434_2V6	29.8165	22.8873
Os06g0692800	PP1S52_122V6	33.1804	23.3083
Os06g0692800	PP1S6_285V6	32.4159	21.4792
Os06g0693100	PP1S109_51V6	4.23077	18.1818
Os06g0693100	PP1S1_238V6	21.9231	11.5502
Os06g0693100	PP1S1_321V6	22.5	11.6418
Os06g0693100	PP1S1_324V6	22.3077	11.3949
Os06g0693100	PP1S1_327V6	23.2692	12.0159
Os06g0693100	PP1S1_333V6	19.0385	18
Os06g0693100	PP1S1_336V6	21.9231	11.332
Os06g0693100	PP1S137_40V6	12.5	22.807
Os06g0693100	PP1S283_4V6	14.4231	21.2465
Os06g0693100	PP1S283_5V6	1.15385	2.39044
Os06g0693100	PP1S296_37V6	1.73077	5.84416
Os06g0693100	PP1S327_16V6	21.3462	10.9901
Os06g0693100	PP1S69_33V6	4.03846	17.9487
Os06g0693100	PP1S95_7V6	22.1154	12.9944
Os06g0693200	PP1S114_107V6	42.3469	22.5543
Os06g0693200	PP1S16_314V6	43.6224	26.8446
Os06g0693200	PP1S9_56V6	41.0714	29.009
Os06g0693300	PP1S357_53V6	18.6047	28.0702
Os06g0693500	PP1S269_3V6	41.8546	36.3043
Os06g0693500	PP1S7_252V6	44.6115	44.1687
Os06g0693600	PP1S269_3V6	26.6187	8.04348
Os06g0693600	PP1S7_252V6	26.6187	9.18114
Os06g0693700	PP1S53_148V6	33.4385	31.2684
Os06g0693700	PP1S72_271V6	33.123	25.4237
Os06g0694100	PP1S239_31V6	29.8329	17.8317
Os06g0694200	PP1S228_39V6	7.65171	23.7705
Os06g0694200	PP1S228_40V6	9.49868	12.8114
Os06g0694500	PP1S34_112V6	55.7078	49.3927
Os06g0695600	PP1S162_69V6	25.0432	15.6419
Os06g0695600	PP1S254_59V6	25.2159	15.8523
Os06g0695800	PP1S110_81V6	42.7746	50.8591
Os06g0695900	PP1S185_139V6	32.0802	20.3175
Os06g0696400	PP1S11_339V6	36.5188	34.5161
Os06g0696400	PP1S195_28V6	44.3686	41.9355
Os06g0696600	PP1S11_339V6	37.8472	35.1613
Os06g0696600	PP1S195_28V6	42.0139	39.0323
Os06g0697000	PP1S11_339V6	35.1724	32.9032
Os06g0697000	PP1S195_28V6	44.8276	41.9355
Os06g0697200	PP1S215_4V6	68.336	68.6688
Os06g0697400	PP1S30_177V6	48.5437	34.0136
Os06g0697500	PP1S108_16V6	31.6929	35.3846
Os06g0697500	PP1S150_90V6	30.1181	32.8326
Os06g0697500	PP1S286_51V6	27.5591	30.7692
Os06g0697500	PP1S300_28V6	30.5118	28.7037
Os06g0697500	PP1S325_27V6	32.2835	35.6522
Os06g0697500	PP1S59_355V6	31.4961	29.9625
Os06g0697600	PP1S108_16V6	31.1508	34.5055
Os06g0697600	PP1S150_90V6	30.754	33.2618
Os06g0697600	PP1S286_51V6	27.381	30.3297
Os06g0697600	PP1S300_28V6	33.1349	30.9259
Os06g0697600	PP1S325_27V6	31.3492	34.3478
Os06g0697600	PP1S59_355V6	31.9444	30.1498
Os06g0698200	PP1S203_33V6	22.6562	23.0159
Os06g0698200	PP1S41_32V6	21.4844	28.7958
Os06g0698200	PP1S454_12V6	23.8281	31.7708
Os06g0698200	PP1S53_4V6	21.875	20
Os06g0698300	PP1S17_286V6	63.4146	65
Os06g0698300	PP1S174_123V6	63.7631	65.1246
Os06g0698300	PP1S225_37V6	63.7631	66.065
Os06g0698600	PP1S38_352V6	30.3167	30
Os06g0698600	PP1S6_436V6	25.4902	25.2616
Os06g0698600	PP1S80_89V6	31.5234	30.246
Os06g0698600	PP1S97_91V6	30.0151	29.2217
Os06g0698674	PP1S626_4V6	59.3333	56.8085
Os06g0698674	PP1S93_126V6	60.2222	58.1545
Os06g0698785	PP1S5_62V6	28.9474	7.31707
Os06g0698859	PP1S106_40V6	38.7275	42.8135
Os06g0698859	PP1S389_45V6	31.6736	28.2716
Os06g0698859	PP1S50_208V6	42.1853	39.8693
Os06g0698900	PP1S111_5V6	40.7534	30.5128
Os06g0698900	PP1S226_47V6	40.7534	30.9896
Os06g0698900	PP1S68_204V6	41.7808	31.1224
Os06g0698900	PP1S69_103V6	41.7808	34.2697
Os06g0699400	PP1S138_117V6	64.7696	64.9457
Os06g0699400	PP1S207_63V6	65.0406	65.2174
Os06g0699500	PP1S107_10V6	62.6087	62.6087
Os06g0699600	PP1S32_194V6	14.8069	17.037
Os06g0699700	PP1S149_275V6	57.2289	19.73
Os06g0699800	PP1S17_213V6	51.2528	38.6598
Os06g0699800	PP1S342_7V6	30.7517	65.2174
Os06g0699900	PP1S3_553V6	65.0388	65.1835
Os06g0699900	PP1S414_22V6	64.9279	64.784
Os06g0700000	PP1S112_240V6	46.3415	42.1754
Os06g0700000	PP1S118_121V6	48.2927	44.5946
Os06g0700000	PP1S163_59V6	46.4634	45.8484
Os06g0700000	PP1S7_309V6	46.4634	45.5742
Os06g0700500	PP1S104_27V6	49.4624	44.6602
Os06g0700500	PP1S262_43V6	47.8495	43.8424
Os06g0700500	PP1S38_381V6	49.4624	48.6772
Os06g0700700	PP1S237_84V6	35.8013	30.56
Os06g0700700	PP1S53_207V6	37.1134	27.0307
Os06g0701100	PP1S136_29V6	89.1304	89.3462
Os06g0701100	PP1S1365_1V6	41.0628	84.1584
Os06g0701100	PP1S31_150V6	88.8889	77.4737
Os06g0701100	PP1S383_1V6	88.8889	89.1041
Os06g0701100	PP1S77_16V6	88.8889	89.1041
Os06g0701200	PP1S2_145V6	25.974	40.9207
Os06g0701200	PP1S269_25V6	61.526	61.526
Os06g0701300	PP1S81_95V6	58.3861	38.4375
Os06g0701300	PP1S93_33V6	58.3861	38.3576
Os06g0701400	PP1S167_19V6	55.4622	55
Os06g0701400	PP1S266_20V6	55.4622	55.4622
Os06g0701600	PP1S63_164V6	26.3261	18.9802
Os06g0701700	PP1S63_164V6	24.9057	18.6969
Os06g0701900	PP1S107_93V6	20.4082	24.6914
Os06g0701900	PP1S23_265V6	20.9184	26.4516
Os06g0701900	PP1S305_19V6	18.8776	27.4074
Os06g0701900	PP1S310_61V6	19.898	25.1613
Os06g0701900	PP1S339_29V6	19.898	26.5306
Os06g0701900	PP1S4_222V6	19.898	25.1613
Os06g0701900	PP1S56_114V6	21.9388	17.2691
Os06g0701900	PP1S56_150V6	19.3878	25.5034
Os06g0701900	PP1S57_86V6	20.4082	25.8065
Os06g0702100	PP1S273_10V6	23.9554	28.6667
Os06g0702500	PP1S15_465V6	57.3441	56.8862
Os06g0702500	PP1S386_19V6	58.3501	58.7639
Os06g0702600	PP1S119_32V6	34.6115	43.6387
Os06g0702600	PP1S133_56V6	35.6206	40.2968
Os06g0702600	PP1S163_119V6	37.4369	41.8264
Os06g0702600	PP1S48_147V6	37.0333	41.4221
Os06g0702600	PP1S6_240V6	34.5106	42.4845
Os06g0702600	PP1S65_227V6	38.2442	40.4482
Os06g0702600	PP1S86_1V6	35.7215	42.497
Os06g0702600	PP1S86_4V6	20.0807	70.318
Os06g0702700	PP1S16_114V6	36.8421	32.5581
Os06g0702800	PP1S199_128V6	24.1096	17.8138
Os06g0703500	PP1S194_53V6	26.3158	18.9107
Os06g0703500	PP1S194_57V6	18.9474	12.8755
Os06g0703500	PP1S50_125V6	18.9474	12.9496
Os06g0703800	PP1S242_41V6	46.1929	40.4444
Os06g0703800	PP1S41_262V6	43.1472	40.4762
Os06g0704000	PP1S202_27V6	15.3729	14.7445
Os06g0704100	PP1S1_567V6	40.1487	20.2627
Os06g0704100	PP1S21_335V6	40.5204	24.8858
Os06g0704100	PP1S34_67V6	38.6617	24.1299
Os06g0704100	PP1S384_18V6	39.2193	24.0046
Os06g0704100	PP1S434_2V6	35.1301	22.1831
Os06g0704100	PP1S52_122V6	39.777	22.986
Os06g0704100	PP1S6_285V6	38.4758	20.9726
Os06g0704200	PP1S66_49V6	51.3274	27.3585
Os06g0704500	PP1S118_151V6	29.3399	18.3206
Os06g0704500	PP1S287_63V6	29.3399	18.9873
Os06g0704500	PP1S35_242V6	28.6064	18.2243
Os06g0704500	PP1S35_305V6	25.9169	22.7957
Os06g0704500	PP1S96_30V6	33.0073	19.6221
Os06g0704600	PP1S219_94V6	71.1268	66.7401
Os06g0704600	PP1S450_21V6	71.3615	70.5336
Os06g0704700	PP1S106_69V6	48.3025	52.4288
Os06g0704700	PP1S326_65V6	51.0802	51.1592
Os06g0704800	PP1S193_70V6	34.6074	26.6881
Os06g0704800	PP1S404_36V6	8.26963	53.6036
Os06g0704800	PP1S462_17V6	30.9937	35.5378
Os06g0704900	PP1S168_95V6	70.9779	76.2712
Os06g0705000	PP1S87_187V6	46.6472	45.4545
Os06g0705100	PP1S363_23V6	30.1255	32.5792
Os06g0705100	PP1S73_31V6	31.7992	34.7032
Os06g0705600	PP1S114_7V6	41.8647	36.5231
Os06g0705700	PP1S114_7V6	43.058	39.075
Os06g0706100	PP1S114_7V6	41.1664	38.2775
Os06g0706400	PP1S114_7V6	42.9929	28.8676
Os06g0707000	PP1S330_20V6	32.2581	31.5789
Os06g0707000	PP1S41_129V6	30.7527	29.4845
Os06g0707100	PP1S147_3V6	33.5404	44.2623
Os06g0707100	PP1S181_24V6	36.646	32.7172
Os06g0707100	PP1S183_67V6	50.3106	45.7627
Os06g0707100	PP1S28_2V6	46.9979	42.8302
Os06g0707100	PP1S48_46V6	45.7557	41.6981
Os06g0707100	PP1S68_104V6	46.9979	42.5891
Os06g0707100	PP1S70_39V6	37.6812	33.6414
Os06g0707200	PP1S330_20V6	27.3913	26.5263
Os06g0707200	PP1S41_129V6	27.3913	25.9794
Os06g0708000	PP1S80_71V6	60.5172	65.9774
Os06g0708000	PP1S87_157V6	60.1724	65.4784
Os06g0708100	PP1S196_45V6	47.7647	50.6234
Os06g0708100	PP1S62_226V6	48.2353	39.7287
Os06g0708100	PP1S74_172V6	41.1765	42.5791
Os06g0708200	PP1S97_256V6	6.14035	3.42298
Os06g0708300	PP1S162_33V6	66.8394	66.8394
Os06g0708300	PP1S254_31V6	68.3938	68.3938
Os06g0708300	PP1S33_38V6	66.3212	66.6667
Os06g0708400	PP1S114_203V6	59.1346	60.2941
Os06g0708400	PP1S323_28V6	61.0577	62.2549
Os06g0708400	PP1S37_154V6	56.25	46.8
Os06g0708500	PP1S114_203V6	67.1111	74.0196
Os06g0708500	PP1S323_28V6	68.4444	75.4902
Os06g0708500	PP1S37_154V6	58.6667	52.8
Os06g0708600	PP1S149_138V6	72.807	79.0476
Os06g0708600	PP1S211_120V6	70.1754	76.9231
Os06g0708600	PP1S90_100V6	71.9298	78.8462
Os06g0708700	PP1S298_69V6	42.3729	47.9452
Os06g0708700	PP1S91_234V6	42.1307	45.9103
Os06g0708832	PP1S155_27V6	54.9575	43.4978
Os06g0708832	PP1S160_1V6	51.5581	33.0909
Os06g0708832	PP1S55_261V6	56.0907	45.4128
Os06g0708832	PP1S8_130V6	56.0907	46.1538
Os06g0708900	PP1S55_269V6	46.5839	15.0301
Os06g0709000	PP1S155_27V6	49.2188	42.3767
Os06g0709000	PP1S160_1V6	48.1771	33.6364
Os06g0709000	PP1S55_261V6	50	44.0367
Os06g0709000	PP1S8_130V6	50.5208	45.2214
Os06g0709100	PP1S89_266V6	41.0667	43.5028
Os06g0710800	PP1S31_244V6	35.5691	23.1176
Os06g0711200	PP1S19_21V6	19.883	10.5263
Os06g0711600	PP1S19_21V6	55.2941	58.2043
Os06g0711700	PP1S2_585V6	24.714	27.4112
Os06g0711700	PP1S45_187V6	25.4005	28.3887
Os06g0711700	PP1S536_11V6	23.5698	26.0101
Os06g0711700	PP1S61_109V6	22.4256	18.9922
Os06g0712200	PP1S55_58V6	40.6639	22.2727
Os06g0712300	PP1S2_507V6	37.5899	38.1387
Os06g0712300	PP1S38_220V6	37.4101	36.7491
Os06g0712300	PP1S61_131V6	38.1295	37.2583
Os06g0712400	PP1S128_147V6	33.3791	32.4
Os06g0712400	PP1S193_3V6	35.4396	34.127
Os06g0712500	PP1S128_25V6	48.7696	34.3307
Os06g0712500	PP1S21_294V6	49.217	29.1005
Os06g0712500	PP1S251_8V6	54.8098	33.9335
Os06g0712500	PP1S507_8V6	38.255	29.636
Os06g0712600	PP1S19_109V6	21.3542	28.1787
Os06g0712600	PP1S373_11V6	22.1354	29.4118
Os06g0712800	PP1S13_225V6	45.6376	29.3948
Os06g0712800	PP1S284_9V6	44.0716	28.1429
Os06g0712800	PP1S82_55V6	46.085	24.6707
Os06g0712800	PP1S9_410V6	44.519	26.9648
Os06g0712800	PP1S99_226V6	46.7562	29.6875
Os06g0712900	PP1S223_77V6	49.1686	40.5882
Os06g0712900	PP1S288_42V6	52.7316	39.3617
Os06g0712900	PP1S415_16V6	45.1306	54.5977
Os06g0713000	PP1S251_47V6	13.6364	15.0538
Os06g0713100	PP1S20_93V6	62.7803	50.9091
Os06g0713100	PP1S299_37V6	59.1928	49.2537
Os06g0713100	PP1S34_228V6	65.9193	52.5
Os06g0713100	PP1S84_251V6	66.3677	52.669
Os06g0713800	PP1S13_335V6	52.5843	40.3448
Os06g0713800	PP1S223_59V6	52.1348	42.6471
Os06g0713900	PP1S133_83V6	14.3564	18.239
Os06g0713900	PP1S1_522V6	31.1881	28.7671
Os06g0713900	PP1S48_228V6	28.7129	31.016
Os06g0713900	PP1S6_228V6	25.7426	23.9631
Os06g0714000	PP1S58_197V6	61.6438	68.1818
Os06g0714000	PP1S7_418V6	63.6986	70.6329
Os06g0714100	PP1S14_179V6	51.3274	50.8772
Os06g0714200	PP1S107_9V6	61.6372	64.5378
Os06g0714200	PP1S159_42V6	60.3531	62.8763
Os06g0714200	PP1S1_835V6	61.3162	64.527
Os06g0714200	PP1S1_837V6	61.3162	63.9866
Os06g0714200	PP1S60_259V6	61.4767	64.1541
Os06g0714500	PP1S29_307V6	62.5954	61.809
Os06g0714500	PP1S83_145V6	62.0865	61.3065
Os06g0714600	PP1S10_243V6	54.2222	55.2036
Os06g0714600	PP1S196_73V6	54.6667	55.6561
Os06g0714600	PP1S44_59V6	54.6667	55.6561
Os06g0714900	PP1S209_106V6	48.5564	30.4778
Os06g0714900	PP1S26_76V6	48.294	32.8571
Os06g0714900	PP1S69_169V6	46.7192	33.9048
Os06g0714900	PP1S98_102V6	46.7192	30.7427
Os06g0715000	PP1S269_55V6	33.3333	36.8571
Os06g0715100	PP1S105_191V6	50.9579	51.3514
Os06g0715100	PP1S149_130V6	10.728	39.4366
Os06g0715100	PP1S149_131V6	11.8774	30.6931
Os06g0715100	PP1S211_37V6	32.5671	31.4815
Os06g0715100	PP1S59_92V6	38.3142	37.7358
Os06g0715100	PP1S90_93V6	36.0153	37.6
Os06g0715200	PP1S104_158V6	30.0518	31.3514
Os06g0715300	PP1S308_21V6	49.0347	47.7444
Os06g0715300	PP1S60_116V6	49.8069	47.8664
Os06g0715500	PP1S194_12V6	39.2996	36.3309
Os06g0715500	PP1S215_6V6	40.0778	36.9176
Os06g0715500	PP1S263_14V6	31.5175	25.7962
Os06g0715600	PP1S190_37V6	42.7835	42.5641
Os06g0715700	PP1S49_181V6	55.2326	54.755
Os06g0716200	PP1S113_128V6	37.6582	47.9839
Os06g0716200	PP1S412_14V6	38.2911	38.6581
Os06g0716200	PP1S81_16V6	39.2405	48.249
Os06g0716700	PP1S126_38V6	68.9655	65.96
Os06g0716700	PP1S8_67V6	57.7586	49.9468
Os06g0716800	PP1S34_90V6	34.5588	32.4138
Os06g0716800	PP1S68_59V6	14.7059	24.8447
Os06g0717100	PP1S12_270V6	31.7422	27.9412
Os06g0717100	PP1S1_95V6	31.9809	23.8859
Os06g0717100	PP1S2_329V6	31.7422	25.7752
Os06g0717100	PP1S25_303V6	34.8449	25.5692
Os06g0717100	PP1S253_35V6	33.6516	27.0115
Os06g0717100	PP1S464_13V6	32.4582	29.5652
Os06g0717200	PP1S14_447V6	45.674	44.6411
Os06g0717200	PP1S5_68V6	45.7746	44.1319
Os06g0717400	PP1S27_285V6	40.6742	44.4717
Os06g0717900	PP1S6_43V6	34.3013	36
Os06g0718100	PP1S191_27V6	44.4867	46.6135
Os06g0718100	PP1S191_34V6	43.346	44.0154
Os06g0718100	PP1S191_40V6	44.8669	46.6403
Os06g0718100	PP1S223_38V6	46.3878	46.5649
Os06g0718100	PP1S246_53V6	42.2053	43.5294
Os06g0718100	PP1S251_70V6	46.3878	49.1936
Os06g0718100	PP1S266_66V6	44.4867	45.7031
Os06g0718100	PP1S325_11V6	44.1065	16.3842
Os06g0718100	PP1S33_251V6	46.3878	48.2213
Os06g0718100	PP1S33_258V6	46.0076	47.2656
Os06g0718100	PP1S33_259V6	43.7262	44.0613
Os06g0718100	PP1S35_15V6	47.1483	48.249
Os06g0718100	PP1S52_107V6	53.6122	53.6122
Os06g0718100	PP1S96_137V6	46.0076	46.8992
Os06g0718300	PP1S29_80V6	16.1765	17.0103
Os06g0720500	PP1S15_11V6	53.5484	9.67366
Os06g0720500	PP1S188_95V6	50.9677	9.02857
Os06g0720500	PP1S55_99V6	52.2581	9.20455
Os06g0720500	PP1S67_107V6	52.2581	8.0198
Os06g0720500	PP1S70_192V6	52.9032	9.41447
Os06g0721900	PP1S29_80V6	13.7681	9.79381
Os06g0722300	PP1S15_11V6	53.5484	9.67366
Os06g0722300	PP1S188_95V6	50.9677	9.02857
Os06g0722300	PP1S55_99V6	52.2581	9.20455
Os06g0722300	PP1S67_107V6	52.2581	8.0198
Os06g0722300	PP1S70_192V6	52.9032	9.41447
Os06g0722650	PP1S15_11V6	53.5484	9.67366
Os06g0722650	PP1S188_95V6	50.9677	9.02857
Os06g0722650	PP1S55_99V6	52.2581	9.20455
Os06g0722650	PP1S67_107V6	52.2581	8.0198
Os06g0722650	PP1S70_192V6	52.9032	9.41447
Os06g0723650	PP1S29_80V6	13.7681	9.79381
Os06g0724100	PP1S36_316V6	47.541	38.0328
Os06g0724200	PP1S13_15V6	22.7621	11.0973
Os06g0724200	PP1S256_33V6	14.578	12.5828
Os06g0724200	PP1S312_44V6	24.2967	12.2739
Os06g0724300	PP1S134_60V6	43.1624	52.3316
Os06g0724400	PP1S41_313V6	39.0244	31.6206
Os06g0724500	PP1S48_240V6	35	33.9394
Os06g0724500	PP1S65_250V6	34.375	34.5188
Os06g0724600	PP1S21_218V6	33.6996	42.3963
Os06g0724600	PP1S234_5V6	35.5311	42.1739
Os06g0724600	PP1S27_120V6	37.3626	37.0909
Os06g0724600	PP1S3_167V6	36.9963	36.7273
Os06g0724700	PP1S77_262V6	71.9665	12.343
Os06g0724900	PP1S126_60V6	44.5035	45.3069
Os06g0724900	PP1S130_99V6	48.227	46.3373
Os06g0724900	PP1S17_22V6	49.4681	47.9381
Os06g0724900	PP1S257_31V6	39.0071	47.619
Os06g0724900	PP1S31_3V6	47.5177	46.8531
Os06g0725000	PP1S1_163V6	47.9167	28.5124
Os06g0725000	PP1S81_135V6	49.3056	36.9792
Os06g0725100	PP1S28_238V6	28.8714	28.5714
Os06g0725200	PP1S28_238V6	25	23.8961
Os06g0725300	PP1S100_99V6	18.8498	21.8519
Os06g0725300	PP1S147_37V6	19.8083	22.963
Os06g0725300	PP1S251_59V6	18.8498	22.0149
Os06g0725300	PP1S313_58V6	17.5719	20.5224
Os06g0725300	PP1S313_59V6	19.4888	23.0189
Os06g0725300	PP1S7_116V6	17.8914	21.7899
Os06g0725300	PP1S97_140V6	10.5431	18.75
Os06g0725400	PP1S17_321V6	50.6849	48.6842
Os06g0725400	PP1S179_34V6	53.4247	52
Os06g0725900	PP1S10_192V6	77.2595	73.2044
Os06g0725900	PP1S44_78V6	77.6968	73.6188
Os06g0726100	PP1S134_173V6	37.1875	34.3931
Os06g0726100	PP1S15_171V6	39.375	42.2819
Os06g0726100	PP1S178_23V6	38.125	37.8882
Os06g0726100	PP1S184_140V6	35.625	39.5833
Os06g0726100	PP1S197_7V6	26.5625	34.1365
Os06g0726100	PP1S197_8V6	30	41.3793
Os06g0726100	PP1S309_77V6	38.4375	39.5498
Os06g0726200	PP1S134_173V6	37.7709	35.2601
Os06g0726200	PP1S15_171V6	39.0093	42.2819
Os06g0726200	PP1S178_23V6	38.6997	38.8199
Os06g0726200	PP1S184_140V6	35.2941	39.5833
Os06g0726200	PP1S197_7V6	26.3158	34.1365
Os06g0726200	PP1S197_8V6	29.7214	41.3793
Os06g0726200	PP1S309_77V6	39.0093	40.5145
Os06g0726300	PP1S4_283V6	32.5342	18.2692
Os06g0726400	PP1S15_181V6	61.0976	63.2576
Os06g0726400	PP1S54_189V6	60	63.4839
Os06g0726400	PP1S64_78V6	57.6829	64.5293
Os06g0726800	PP1S271_10V6	43.1981	35.9841
Os06g0726800	PP1S89_130V6	43.1981	33.6431
Os06g0727200	PP1S132_194V6	8.53659	36.8421
Os06g0727300	PP1S128_25V6	55.5556	44.0945
Os06g0727300	PP1S21_294V6	54.5635	36.3757
Os06g0727300	PP1S251_8V6	57.3413	40.0277
Os06g0727300	PP1S507_8V6	49.2063	42.9809
Os06g0727400	PP1S207_2V6	48.7923	47.3068
Os06g0727400	PP1S31_254V6	48.7923	46.8677
Os06g0728000	PP1S106_177V6	47.7707	47.4684
Os06g0728000	PP1S106_183V6	47.1338	46.8354
Os06g0728000	PP1S88_210V6	47.7707	45.4545
Os06g0728000	PP1S88_212V6	47.7707	45.4545
Os06g0728600	PP1S149_18V6	31.8792	22.637
Os06g0728600	PP1S153_92V6	28.4116	23.475
Os06g0728600	PP1S22_272V6	29.6421	26.3682
Os06g0728600	PP1S37_348V6	31.7673	21.1467
Os06g0728600	PP1S86_52V6	29.9776	24.4973
Os06g0728700	PP1S325_68V6	24.3902	12.6002
Os06g0728700	PP1S96_165V6	26.6075	12
Os06g0729000	PP1S134_62V6	59.0476	57.4074
Os06g0729000	PP1S196_120V6	60.9524	59.2593
Os06g0729000	PP1S323_70V6	58.0952	55.8352
Os06g0729300	PP1S173_134V6	65.1252	58.9364
Os06g0729300	PP1S28_182V6	65.7033	56.9758
Os06g0729300	PP1S7_194V6	65.6069	58.0563
Os06g0729650	PP1S189_18V6	69.2893	54.3825
Os06g0729650	PP1S24_39V6	69.5431	63.1336
Os06g0729900	PP1S1_87V6	21.6463	19.4521
Os06g0729900	PP1S2_63V6	22.8659	21.49
Os06g0730200	PP1S417_2V6	40.3101	10.0386
Os06g0730300	PP1S10_399V6	40.8983	29.9827
Os06g0730300	PP1S137_104V6	39.4799	28.4014
Os06g0730300	PP1S44_177V6	39.4799	30.036
Os06g0730600	PP1S307_5V6	53.8874	56.2238
Os06g0730600	PP1S350_37V6	25.7373	54.5455
Os06g0730800	PP1S290_20V6	31.8681	32.0442
Os06g0731200	PP1S167_121V6	44.4221	38.4348
Os06g0731200	PP1S4_481V6	46.8342	37.9788
Os06g0731200	PP1S77_119V6	44.8241	40.8051
Os06g0731300	PP1S3_490V6	29.0909	26.8156
Os06g0731400	PP1S197_11V6	33.0578	26.936
Os06g0731400	PP1S197_15V6	31.8182	18.7348
Os06g0731400	PP1S54_192V6	34.2975	27.8523
Os06g0731400	PP1S54_193V6	26.4463	22.2997
Os06g0731400	PP1S64_81V6	24.7934	22.2222
Os06g0731500	PP1S235_47V6	21.8182	12
Os06g0731600	PP1S235_2V6	27.4088	46.4342
Os06g0731600	PP1S235_45V6	29.0926	46.7669
Os06g0731700	PP1S138_76V6	36.6762	12.9686
Os06g0731800	PP1S11_310V6	36.4261	30.9942
Os06g0731800	PP1S11_311V6	35.0515	11.9159
Os06g0731800	PP1S87_57V6	36.0825	29.2479
Os06g0731900	PP1S17_316V6	48.3333	41.2322
Os06g0731900	PP1S63_206V6	46.6667	37.7528
Os06g0731900	PP1S75_170V6	45.5556	39.0476
Os06g0731900	PP1S92_48V6	37.5	36.0963
Os06g0731950	PP1S83_168V6	30.5556	2.58824
Os07g0100200	PP1S15_351V6	79.5597	80.8307
Os07g0100200	PP1S240_28V6	79.8742	80.6349
Os07g0100200	PP1S350_40V6	78.9308	79.9363
Os07g0100200	PP1S54_52V6	79.2453	80.2548
Os07g0100300	PP1S24_194V6	57.8288	53.4749
Os07g0100300	PP1S83_95V6	38.8309	48.9474
Os07g0100500	PP1S217_4V6	17.2962	10.9023
Os07g0100600	PP1S114_7V6	56.8182	51.8341
Os07g0100800	PP1S132_148V6	33.6245	37.4696
Os07g0100800	PP1S199_40V6	42.5764	41.6667
Os07g0101000	PP1S206_49V6	35.1629	35.5903
Os07g0101000	PP1S77_246V6	38.9365	39.7548
Os07g0101200	PP1S154_64V6	16.6667	18.9815
Os07g0101200	PP1S204_59V6	20.4607	22.1408
Os07g0101200	PP1S77_321V6	19.9187	19.7581
Os07g0101400	PP1S148_71V6	56.962	55.9701
Os07g0101400	PP1S205_22V6	57.2152	56.3591
Os07g0101400	PP1S349_1V6	56.962	56.1097
Os07g0101500	PP1S130_70V6	70.5224	68.7273
Os07g0101500	PP1S31_31V6	69.403	67.6364
Os07g0101800	PP1S6_381V6	21.9858	22.7941
Os07g0102000	PP1S208_172V6	41.7062	21.1538
Os07g0102200	PP1S19_224V6	16.5736	27.8125
Os07g0102200	PP1S20_3V6	18.2495	20.985
Os07g0102200	PP1S248_17V6	20.6704	15.6338
Os07g0102200	PP1S373_35V6	19.9255	23.3115
Os07g0102200	PP1S78_111V6	22.1601	16.5969
Os07g0102300	PP1S169_96V6	10.6576	36.4341
Os07g0102300	PP1S169_97V6	8.16327	33.0275
Os07g0102300	PP1S176_95V6	38.7755	34.9693
Os07g0102300	PP1S234_58V6	11.5646	31.677
Os07g0102400	PP1S237_67V6	57.3427	56.1644
Os07g0102400	PP1S295_28V6	58.3916	57.5862
Os07g0102400	PP1S295_30V6	57.6923	56.1224
Os07g0102500	PP1S171_107V6	31.5068	24.2958
Os07g0102500	PP1S171_112V6	33.5616	25.2144
Os07g0102500	PP1S84_280V6	30.8219	23.1959
Os07g0102500	PP1S84_286V6	32.6484	24.5704
Os07g0103100	PP1S253_26V6	28.0335	40.4834
Os07g0103100	PP1S56_31V6	41.2134	39.4394
Os07g0103200	PP1S40_279V6	50.3311	48.8746
Os07g0103500	PP1S111_140V6	28.739	25.6544
Os07g0103500	PP1S131_58V6	24.6334	22.2812
Os07g0103500	PP1S226_76V6	26.393	19.8238
Os07g0103500	PP1S277_78V6	27.8592	23.8693
Os07g0103500	PP1S439_11V6	21.1144	20.6897
Os07g0103500	PP1S66_137V6	17.8886	29.902
Os07g0103500	PP1S68_284V6	23.7537	24.7706
Os07g0104233	PP1S146_95V6	42.8571	23.3766
Os07g0104500	PP1S1_302V6	35.1801	37.1345
Os07g0104500	PP1S385_42V6	34.072	35.9649
Os07g0105100	PP1S403_37V6	53.2258	58.9286
Os07g0105700	PP1S80_62V6	63.5934	33.7516
Os07g0105700	PP1S87_179V6	63.1206	33.5849
