Gene stable ID	Chondrus crispus gene stable ID	%id. target Chondrus crispus gene identical to query gene	%id. query gene identical to target Chondrus crispus gene
Os04g0379400	CHC_T00003189001	38.0368	15.8163
Os04g0381000	CHC_T00003610001	33.7438	37.1274
Os04g0381100	CHC_T00000031001	35.468	34.7826
Os04g0382100	CHC_T00010318001	34.104	22.2642
Os04g0382700	CHC_T00003129001	27.4551	22.2793
Os04g0385700	CHC_T00010331001	26.7409	21.1454
Os04g0388900	CHC_T00010084001	58.7629	58.7629
Os04g0389800	CHC_385	35.5958	40.3419
Os04g0390000	CHC_T00008312001	50.0984	50.1972
Os04g0394100	CHC_T00009254001	13.8272	11.7155
Os04g0394200	CHC_T00006065001	8.18182	30.7692
Os04g0397000	CHC_T00010072001	41.2281	37.0079
Os04g0397100	CHC_355	70.4715	34.5499
Os04g0398300	CHC_T00007645001	41.0959	21.5054
Os04g0398500	CHC_T00008759001	43.5252	48.0159
Os04g0398600	CHC_T00008920001	26.6667	25.1685
Os04g0398600	CHC_T00009415001	28.3333	27.2311
Os04g0398600	CHC_T00009549001	23.5714	29.6407
Os04g0399000	CHC_T00007530001	32.2917	72.9412
Os04g0401300	CHC_T00007539001	2.4	0.753769
Os04g0401800	CHC_T00000066001	18.711	28.754
Os04g0402100	CHC_T00010076001	41.8994	38.5935
Os04g0402200	CHC_T00007835001	24.8106	28.2024
Os04g0404800	CHC_T00008320001	47.5234	53.4639
Os04g0405600	CHC_T00001482001	19.256	21.3592
Os04g0406600	CHC_T00003465001	31.6514	44.2308
Os04g0409200	CHC_T00008662001	30.9804	10.4775
Os04g0409600	CHC_T00008698001	46.2766	22.3077
Os04g0409600	CHC_T00008970001	44.1489	19.4836
Os04g0412500	CHC_T00010311001	26.6187	26.3345
Os04g0412500	CHC_T00010321001	22.6619	25
Os04g0412900	CHC_T00002574001	27.3342	28.2517
Os04g0413600	CHC_T00008111001	78.8079	80.4054
Os04g0414100	CHC_T00000160001	14.7273	26.2987
Os04g0414300	CHC_T00010093001	27.7372	26.0274
Os04g0414300	CHC_T00010299001	26.2774	21.5569
Os04g0414700	CHC_T00001382001	30.2817	29.4521
Os04g0416100	CHC_T00004865001	32.9154	32.7103
Os04g0416900	CHC_T00008344001	19.4805	3.57995
Os04g0417800	CHC_T00009070001	20.7353	8.96376
Os04g0419600	CHC_T00008319001	47.4453	95.5882
Os04g0419600	CHC_T00008476001	47.4453	95.5882
Os04g0419600	CHC_T00008783001	47.4453	95.5882
Os04g0422000	CHC_T00002339001	30.2158	35.1464
Os04g0424200	CHC_T00001778001	22.1258	7.89779
Os04g0424200	CHC_T00003946001	23.7527	15.4117
Os04g0429100	CHC_T00005569001	24.1313	5.65355
Os04g0429800	CHC_T00004416001	40.4973	41.9118
Os04g0430100	CHC_T00002497001	42.623	53.4247
Os04g0430800	CHC_945	26.8571	44.3396
Os04g0430900	CHC_T00004326001	20.4225	15.8759
Os04g0431100	CHC_T00009434001	25.8621	23.4375
Os04g0431200	CHC_T00006190001	18.1208	7.94118
Os04g0432000	CHC_T00009076001	24.5125	22.8571
Os04g0432500	CHC_T00008626001	18.4397	14.4712
Os04g0432500	CHC_T00009389001	17.2577	14.8374
Os04g0434600	CHC_T00006378001	21.4214	20.5769
Os04g0434600	CHC_T00008641001	14.7147	23.9804
Os04g0435700	CHC_T00007651001	27.8146	23.4637
Os04g0438600	CHC_T00003276001	9.18367	5.21739
Os04g0439300	CHC_T00006614001	24.8366	6.95971
Os04g0439400	CHC_T00006614001	5.71429	1.0989
Os04g0441900	CHC_T00007689001	36.9281	38.8316
Os04g0443500	CHC_T00003680001	35.277	34.2776
Os04g0443750	CHC_T00000381001	0.529101	0.78125
Os04g0443750	CHC_T00005514001	0	0
Os04g0443750	CHC_T00005515001	1.5873	1.65746
Os04g0443750	CHC_T00009377001	30.6878	14.8718
Os04g0443750	CHC_T00010019001	33.8624	17.0213
Os04g0443801	CHC_T00000381001	8.51064	25
Os04g0443801	CHC_T00005514001	10.3723	26.7123
Os04g0443801	CHC_T00005515001	10.6383	22.0994
Os04g0443801	CHC_T00009377001	33.5106	32.3077
Os04g0443801	CHC_T00010019001	32.9787	32.9787
Os04g0444600	CHC_T00006272001	53.1765	50.4464
Os04g0445000	CHC_T00001252001	12.3348	9.85915
Os04g0445200	CHC_T00001630001	33.1169	36.1702
Os04g0445700	CHC_T00009465001	38.5281	66.9173
Os04g0445800	CHC_T00003928001	42.6357	25.8216
Os04g0446300	CHC_T00003254001	27.0833	23.6364
Os04g0447500	CHC_T00007631001	32.7327	30.618
Os04g0447600	CHC_T00007631001	32.1981	29.2135
Os04g0447700	CHC_T00007631001	29.972	30.0562
Os04g0448800	CHC_T00003058001	45.2778	44.0541
Os04g0448900	CHC_T00002349001	12.7466	20.3883
Os04g0448950	CHC_T00002349001	10.6918	4.12621
Os04g0449000	CHC_T00002860001	11.6883	26.4706
Os04g0449000	CHC_T00002861001	12.987	33.8983
Os04g0449900	CHC_T00010143001	33.5917	19.2878
Os04g0450100	CHC_T00002870001	20.4082	18.1159
Os04g0452000	CHC_T00000279001	33.4507	24.2347
Os04g0452100	CHC_T00001385001	33.5714	16.5843
Os04g0452100	CHC_T00010174001	29.8571	16.1515
Os04g0452400	CHC_T00004996001	55.3134	56.2327
Os04g0455900	CHC_T00009294001	39.7993	30.3571
Os04g0458300	CHC_T00007314001	11.3158	28.1046
Os04g0458600	CHC_T00007314001	11.8785	28.1046
Os04g0459000	CHC_T00001951001	32.9627	32.1705
Os04g0459000	CHC_T00006026001	35.6632	33.2839
Os04g0459000	CHC_T00006926001	33.9158	36.4024
Os04g0459500	CHC_T00009438001	61.4428	59.6618
Os04g0459600	CHC_T00003820001	28.7129	27.4882
Os04g0460500	CHC_T00006202001	32.1429	46.4516
Os04g0461100	CHC_235	21.8579	40
Os04g0461800	CHC_T00009469001	14.2857	12.0445
Os04g0462500	CHC_T00009044001	62.5954	61.4232
Os04g0462500	CHC_T00009475001	64.8855	66.9291
Os04g0462600	CHC_T00008555001	26.3158	41.6667
Os04g0462900	CHC_T00008277001	46.9595	50
Os04g0463500	CHC_155	28.4722	43.617
Os04g0464500	CHC_T00008029001	35.3698	28.2776
Os04g0467400	CHC_T00002278001	5.31401	2.14008
Os04g0467700	CHC_T00008561001	31.7073	21.8487
Os04g0467901	CHC_T00009381001	15.9341	9.61326
Os04g0473150	CHC_125	89.6296	33.6111
Os04g0473400	CHC_T00005545001	43.2432	41.0256
Os04g0476700	CHC_T00008541001	22.8782	23.0483
Os04g0479200	CHC_T00008852001	45.5764	44.1558
Os04g0479200	CHC_T00009162001	45.5764	44.1558
Os04g0481100	CHC_T00008780001	24.7989	20.3744
Os04g0481300	CHC_T00006763001	34.3284	30.7692
Os04g0481400	CHC_T00003310001	33.5664	25.7373
Os04g0482000	CHC_T00003328001	44.385	14.9281
Os04g0482100	CHC_T00003328001	40.5263	13.8489
Os04g0482700	CHC_T00005910001	32.1951	35.4839
Os04g0483500	CHC_T00000399001	22.0126	22.0126
Os04g0483500	CHC_T00004694001	25.4717	28.9286
Os04g0483600	CHC_T00004513001	34.7432	22.3518
Os04g0484800	CHC_T00007378001	23.0324	25.8778
Os04g0484900	CHC_T00009566001	68.9354	66.1642
Os04g0485000	CHC_T00008527001	45.7584	39.2936
Os04g0485300	CHC_T00010152001	49.505	48.0769
Os04g0485400	CHC_T00009005001	47.7654	48.7179
Os04g0486600	CHC_T00009523001	67.0623	67.4627
Os04g0486800	CHC_T00002743001	17.0626	21.7931
Os04g0487300	CHC_T00009547001	43.7126	33.6406
Os04g0488000	CHC_T00009408001	25.3521	54.3807
Os04g0488500	CHC_T00007367001	15.4806	15.4806
Os04g0488600	CHC_T00004195001	17.9191	16.3158
Os04g0490000	CHC_T00004880001	20.2381	7.08333
Os04g0490100	CHC_T00004880001	32.1767	21.25
Os04g0490800	CHC_T00008858001	50.9589	53.6023
Os04g0496000	CHC_T00006708001	26.7606	13.6201
Os04g0496150	CHC_T00006708001	25.7862	14.6953
Os04g0496400	CHC_T00010351001	23.7395	30.0532
Os04g0496800	CHC_T00004381001	11.5538	32.8302
Os04g0496800	CHC_T00004383001	13.2802	25.1889
Os04g0497400	CHC_T00007345001	23.0769	30.5389
Os04g0498200	CHC_T00009022001	50.6493	49.3671
Os04g0498600	CHC_T00002455001	30.1508	25.7511
Os04g0498800	CHC_T00004098001	36.1592	39.5833
Os04g0499300	CHC_T00008675001	22.0844	11.9463
Os04g0500200	CHC_T00006406001	5.21739	1.17878
Os04g0501000	CHC_T00000211001	61.8421	65.7343
Os04g0501100	CHC_T00004326001	23.1111	9.48905
Os04g0501200	CHC_T00002930001	18.799	23.4528
Os04g0502200	CHC_T00004042001	13.9848	16.0077
Os04g0502300	CHC_T00010298001	56.25	58.8235
Os04g0503700	CHC_T00009283001	22.7364	22.9675
Os04g0503800	CHC_T00004043001	41.8803	37.4046
Os04g0504000	CHC_T00005158001	32.3864	28.6432
Os04g0507100	CHC_T00002412001	21.2121	26.4151
Os04g0507800	CHC_T00000214001	24.3902	7.35294
Os04g0507900	CHC_T00004730001	26.2248	25.7062
Os04g0508100	CHC_T00008218001	42.2535	29.4118
Os04g0508200	CHC_T00009580001	50.8368	53.7611
Os04g0508300	CHC_T00010347001	46.4286	34.2105
Os04g0508900	CHC_T00002195001	31.5152	37.0546
Os04g0509100	CHC_T00002434001	14.0175	13.3971
Os04g0509100	CHC_T00008615001	13.0163	12.2209
Os04g0509100	CHC_T00009452001	13.3917	12.6928
Os04g0509300	CHC_T00003182001	21.8467	20.3944
Os04g0509400	CHC_T00001630001	31.1927	24.1135
Os04g0509600	CHC_T00000615001	40.5622	44.1048
Os04g0513100	CHC_T00009011001	34.6899	38.2479
Os04g0513100	CHC_T00009266001	35.2713	34.7992
Os04g0513400	CHC_T00009011001	38.0597	21.7949
Os04g0513400	CHC_T00009266001	40.2985	20.6501
Os04g0513700	CHC_T00009011001	26.9923	22.4359
Os04g0513700	CHC_T00009266001	28.0206	20.8413
Os04g0513900	CHC_T00009011001	33.2016	17.9487
Os04g0513900	CHC_T00009266001	35.1779	17.0172
Os04g0514800	CHC_T00008932001	48.8987	51.2702
Os04g0515300	CHC_T00010018001	46.2687	45.9259
Os04g0517300	CHC_T00003449001	25.3425	14.8794
Os04g0517500	CHC_T00003488001	23.7069	19.6429
Os04g0517500	CHC_T00004049001	15.0862	14.6444
Os04g0517500	CHC_T00008389001	27.5862	8.17369
Os04g0517500	CHC_T00008435001	22.8448	12.4413
Os04g0517500	CHC_T00008532001	26.2931	14.7343
Os04g0517500	CHC_T00008538001	27.1552	12.233
Os04g0517500	CHC_T00008589001	24.1379	6.80437
Os04g0517500	CHC_T00008658001	25.8621	9.86842
Os04g0517500	CHC_T00008682001	23.7069	8.0292
Os04g0517500	CHC_T00008833001	21.9828	14.7399
Os04g0517500	CHC_T00008925001	24.569	6.35452
Os04g0517500	CHC_T00009242001	20.6897	10.6667
Os04g0517500	CHC_T00009439001	24.569	8.92019
Os04g0517500	CHC_T00009473001	25.8621	10.3986
Os04g0517500	CHC_T00009517001	24.569	10.3636
Os04g0517500	CHC_T00010324001	24.1379	9.80736
Os04g0518000	CHC_T00008498001	53.7791	54.7337
Os04g0518800	CHC_T00001062001	25.6	31.5271
Os04g0519900	CHC_T00006207001	14.7465	4.15045
Os04g0519925	CHC_T00006207001	20.6897	8.56031
Os04g0520000	CHC_T00008051001	33.9683	37.2822
Os04g0521800	CHC_T00002303001	24.6479	22.8261
Os04g0523200	CHC_T00001277001	25	1.95258
Os04g0523350	CHC_T00001277001	26.2821	2.85914
Os04g0524136	CHC_T00001349001	26.6332	14.5604
Os04g0524400	CHC_T00006107001	24.812	23.185
Os04g0525600	CHC_T00008883001	46.6019	53.9326
Os04g0525900	CHC_T00006213001	23.0932	20.2226
Os04g0527700	CHC_T00007926001	25.8278	15.7895
Os04g0529400	CHC_T00009070001	26.4151	7.12015
Os04g0530400	CHC_T00008524001	28.1646	29.4702
Os04g0530500	CHC_T00005498001	22.1344	23.7288
Os04g0530600	CHC_945	29.4444	50
Os04g0531700	CHC_T00006708001	22.9358	8.96057
Os04g0531750	CHC_T00006708001	2.1148	2.50896
Os04g0531900	CHC_T00006708001	26.0586	28.6738
Os04g0532100	CHC_T00006708001	26.5372	29.3907
Os04g0532400	CHC_T00006708001	24.7557	27.2401
Os04g0533000	CHC_T00000427001	60.241	73.5294
Os04g0538000	CHC_T00002243001	28.9951	39.7291
Os04g0538100	CHC_T00009455001	65.285	35.7447
Os04g0538166	CHC_T00009455001	75.1773	15.0355
Os04g0540600	CHC_T00008341001	33.0661	28.5467
Os04g0542900	CHC_T00005792001	15.9923	19.1244
Os04g0544200	CHC_T00006417001	31.1321	21.0863
Os04g0544900	CHC_T00009193001	30.5835	26.4808
Os04g0545100	CHC_T00003457001	23.6842	20.3226
Os04g0546400	CHC_T00005609001	24.7788	12.3348
Os04g0548000	CHC_T00005197001	17.8744	32.7434
Os04g0548000	CHC_T00008514001	21.7391	15.3061
Os04g0548000	CHC_T00009047001	21.7391	12.7479
Os04g0549300	CHC_T00001474001	25.8398	32.8947
Os04g0549600	CHC_T00003603001	45.1923	46.6501
Os04g0550400	CHC_T00010352001	12.6697	14.3959
Os04g0550500	CHC_395	43.1487	52.1127
Os04g0551800	CHC_T00006799001	65.3211	65.4412
Os04g0552300	CHC_T00006417001	22.1198	15.3355
Os04g0553000	CHC_1175	28.5714	40.9266
Os04g0553800	CHC_T00008900001	21.573	21.4286
Os04g0555300	CHC_T00000913001	19.5122	23.4234
Os04g0555300	CHC_T00007675001	21.2008	10.0089
Os04g0555400	CHC_T00010185001	35.9504	35.0806
Os04g0555700	CHC_T00000738001	28.777	28.5714
Os04g0555700	CHC_T00004393001	34.5324	32.8767
Os04g0555900	CHC_T00008746001	40.118	40.3561
Os04g0556300	CHC_T00005150001	29.1667	29.878
Os04g0557000	CHC_T00007698001	9.71429	17.6166
Os04g0558200	CHC_T00010086001	26.7196	18.985
Os04g0559100	CHC_T00003971001	19.7802	5.07757
Os04g0559400	CHC_T00003864001	29.5122	25.7996
Os04g0560500	CHC_T00008760001	37.9121	41.5663
Os04g0561500	CHC_T00002651001	39.5129	37.5321
Os04g0561700	CHC_T00005989001	25.7463	28.6307
Os04g0563700	CHC_T00005446001	25.9524	43.083
Os04g0563801	CHC_T00001760001	19.1011	18.1044
Os04g0563801	CHC_T00005409001	19.4382	18.0208
Os04g0564000	CHC_T00000009001	7.39645	2.38777
Os04g0566100	CHC_T00001253001	16.4542	15.3846
Os04g0566700	CHC_T00005238001	16.5775	17.9191
Os04g0566700	CHC_T00005559001	18.7166	13.5135
Os04g0567700	CHC_T00006822001	39.4904	39.7436
Os04g0568400	CHC_T00009070001	18.3381	8.13732
Os04g0568700	CHC_T00010102001	23.2787	15.3017
Os04g0568900	CHC_T00002816001	19.2182	19.8653
Os04g0569000	CHC_T00005835001	57.3134	58.7156
Os04g0572600	CHC_T00009400001	11.7517	2.93466
Os04g0573100	CHC_T00008591001	28.7648	26.5625
Os04g0574700	CHC_T00001120001	14.3599	21.8997
Os04g0574800	CHC_T00006235001	12.5714	27.3292
Os04g0576300	CHC_T00009542001	61.809	25.2049
Os04g0577000	CHC_T00006852001	30.9375	39.6
Os04g0577500	CHC_T00001608001	19.6141	22.3443
Os04g0580400	CHC_T00008828001	41.7266	37.1795
Os04g0581600	CHC_T00008869001	36.5297	13.6519
Os04g0583600	CHC_T00008336001	94.1748	94.1748
Os04g0583600	CHC_T00009168001	93.2039	93.2039
Os04g0583600	CHC_T00009200001	93.2039	93.2039
Os04g0583900	CHC_T00002252001	15.3348	12.0339
Os04g0583900	CHC_T00004287001	15.7667	12.4786
Os04g0583900	CHC_T00005183001	18.5745	12.3563
Os04g0583900	CHC_T00006883001	18.1425	18.1818
Os04g0585300	CHC_T00007318001	23.8983	29.0123
Os04g0588200	CHC_T00007752001	27.7548	31.9656
Os04g0588350	CHC_T00010036001	37.0504	30.2941
Os04g0589600	CHC_T00007099001	38.9952	40.3465
Os04g0591100	CHC_T00007516001	24.8996	19.4357
Os04g0592700	CHC_T00009500001	22.5589	25.7362
Os04g0596500	CHC_T00009564001	24.6951	30.2239
Os04g0596900	CHC_T00008651001	48.7562	51.9894
Os04g0598200	CHC_T00003759001	64.4578	61.4943
Os04g0599400	CHC_T00003355001	14.5833	26.3441
Os04g0599700	CHC_T00001271001	22.871	24.1645
Os04g0599700	CHC_T00001391001	26.0341	14.6175
Os04g0600200	CHC_T00000162001	34.6386	33.5277
Os04g0600300	CHC_T00000162001	33.4328	32.6531
Os04g0600800	CHC_T00004999001	18.3761	27.5641
Os04g0602800	CHC_T00008683001	21.9697	39.4175
Os04g0603000	CHC_T00004205001	29.4985	36.3636
Os04g0604000	CHC_T00008685001	11.7336	26.9417
Os04g0605200	CHC_T00006238001	35.6757	32.3529
Os04g0605300	CHC_T00008541001	15.9091	20.8178
Os04g0605500	CHC_T00006343001	33.0882	36.1446
Os04g0605900	CHC_T00010071001	61.0656	54.5788
Os04g0606400	CHC_T00008364001	26.2238	23.8095
Os04g0606400	CHC_T00009079001	31.6434	32.554
Os04g0608500	CHC_T00005147001	40.2597	11.8095
Os04g0608900	CHC_T00009163001	31.2796	19.8795
Os04g0609200	CHC_T00000628001	41.1765	7.14286
Os04g0609600	CHC_T00000279001	30.2181	24.7449
Os04g0610800	CHC_T00008857001	60.9677	50
Os04g0610900	CHC_T00008708001	14.91	29.5165
Os04g0610900	CHC_T00008793001	19.2802	17.4622
Os04g0610900	CHC_T00008885001	18.7661	19.7297
Os04g0610900	CHC_T00008949001	18.7661	19.4927
Os04g0610900	CHC_T00008979001	20.0514	19.0942
Os04g0610900	CHC_T00009038001	14.1388	37.6712
Os04g0611500	CHC_T00000040001	34.1418	19.9564
Os04g0612600	CHC_T00003371001	37.2822	36.5188
Os04g0612700	CHC_T00009372001	26.6491	26.7905
Os04g0613400	CHC_T00009471001	60.4294	68.8811
Os04g0613500	CHC_T00010298001	55	28.7582
Os04g0613600	CHC_T00010298001	56.5217	59.4771
Os04g0614500	CHC_T00002893001	24.1449	21.4669
Os04g0614600	CHC_T00002893001	22.4806	20.7513
Os04g0617600	CHC_T00003764001	22.0213	27.6738
Os04g0617800	CHC_T00008556001	46.8401	46.4945
Os04g0618200	CHC_T00009498001	32.7366	37.2093
Os04g0619500	CHC_T00003662001	29.7214	30.1887
Os04g0620000	CHC_T00000803001	29.8709	34.1772
Os04g0622000	CHC_T00006443001	10.7558	5.70988
Os04g0622000	CHC_T00006735001	9.01163	5.96154
Os04g0622800	CHC_T00006443001	20.9003	10.0309
Os04g0622800	CHC_T00006735001	19.2926	11.5385
Os04g0623100	CHC_T00006443001	19.7368	13.8889
Os04g0623100	CHC_T00006735001	17.3246	15.1923
Os04g0623300	CHC_T00003652001	32.438	17.1772
Os04g0623500	CHC_T00004702001	44.4142	43.8172
Os04g0623600	CHC_T00004702001	27.551	7.25806
Os04g0623800	CHC_T00008727001	47.0588	47.1744
Os04g0624600	CHC_T00009277001	14.3914	12.4202
Os04g0625800	CHC_T00010143001	32.7059	20.6231
Os04g0625900	CHC_T00001451001	12.8319	7.37913
Os04g0627900	CHC_T00008969001	19.2623	41.2281
Os04g0628900	CHC_T00006417001	23.8636	20.1278
Os04g0629300	CHC_T00003569001	24.2626	36.3248
Os04g0629300	CHC_T00007332001	26.8316	19.1057
Os04g0629500	CHC_T00006120001	24.0602	14.6119
Os04g0629500	CHC_T00010277001	22.5564	6.42398
Os04g0629700	CHC_T00008304001	24.6305	25.9403
Os04g0630000	CHC_T00005894001	25.4733	20.4138
Os04g0630100	CHC_T00009538001	28.3489	19.3617
Os04g0630300	CHC_T00009538001	32.948	24.2553
Os04g0630400	CHC_T00009538001	30.0578	22.1277
Os04g0630600	CHC_T00009538001	27.451	20.8511
Os04g0630800	CHC_T00009538001	31.3953	22.9787
Os04g0630900	CHC_T00009538001	28.2353	15.3191
Os04g0631000	CHC_T00009538001	30.3571	21.7021
Os04g0634700	CHC_T00008540001	20.6413	27.0341
Os04g0635900	CHC_T00002957001	17.5887	30.6931
Os04g0635900	CHC_T00003792001	22.4113	21.4092
Os04g0635900	CHC_T00003794001	30.3546	26.518
Os04g0637400	CHC_T00010150001	41.9643	28.9766
Os04g0639300	CHC_T00006195001	26.0116	14.0625
Os04g0640800	CHC_T00003719001	22.6519	20.7071
Os04g0642000	CHC_T00001951001	33.3333	15.814
Os04g0642000	CHC_T00006026001	37.9085	17.1979
Os04g0642000	CHC_T00006926001	32.6797	17.0503
Os04g0643000	CHC_T00001321001	47.1956	41.717
Os04g0643000	CHC_T00005632001	11.7647	37.5546
Os04g0643100	CHC_T00010053001	47.9554	45.4225
Os04g0643200	CHC_T00009018001	40.0749	47.9821
Os04g0643300	CHC_45	40.6863	49.1124
Os04g0644700	CHC_T00003371001	34.0067	34.471
Os04g0644800	CHC_T00001610001	10.2804	1.35468
Os04g0644800	CHC_T00002062001	16.8224	2.07852
Os04g0644800	CHC_T00007738001	16.8224	2.4032
Os04g0645600	CHC_T00002831001	25.7576	22.7171
Os04g0646100	CHC_T00004010001	43.9024	17.3077
Os04g0647300	CHC_T00007357001	16.5821	26.6304
Os04g0647800	CHC_T00008744001	43.6673	43.5028
Os04g0648500	CHC_T00000387001	20.0368	18.7931
Os04g0650700	CHC_T00000306001	30.03	29.1545
Os04g0650800	CHC_T00003586001	39.6411	41.6096
Os04g0652900	CHC_T00005073001	18.0328	29.1391
Os04g0652900	CHC_T00008495001	24.5902	34.0909
Os04g0653200	CHC_T00003221001	33.3333	25.4579
Os04g0654700	CHC_T00008143001	50.5556	45.9596
Os04g0657100	CHC_T00002324001	33.9286	31.2207
Os04g0658000	CHC_T00004205001	30.2326	37.8182
Os04g0658600	CHC_T00006730001	13.2727	20.8571
Os04g0659100	CHC_T00005451001	48.3645	58.6402
Os04g0659100	CHC_T00005454001	48.5981	60.9971
Os04g0659100	CHC_T00010135001	48.3645	43.0353
Os04g0659150	CHC_T00004130001	1.65746	0.638298
Os04g0659500	CHC_T00000279001	39.0071	28.0612
Os04g0659900	CHC_T00002270001	7.53968	8.26087
Os04g0660500	CHC_T00009411001	22.0339	29.1423
Os04g0661300	CHC_T00008206001	29.4798	28.3333
Os04g0661600	CHC_T00005714001	13.9024	30.9783
Os04g0661900	CHC_T00003915001	50	28.1457
Os04g0662100	CHC_T00006189001	0.769231	1.42857
Os04g0662700	CHC_T00001932001	21.1111	22.9607
Os04g0662800	CHC_T00005148001	31.8761	30.1205
Os04g0663300	CHC_T00002875001	33.6364	42.0455
Os04g0665500	CHC_T00003973001	13.6951	18.7279
Os04g0665500	CHC_T00005230001	17.5711	21.7252
Os04g0667500	CHC_T00005609001	28.2609	11.4537
Os04g0667800	CHC_T00004379001	76.3513	76.8708
Os04g0668700	CHC_T00007435001	23.8017	20.0837
Os04g0668900	CHC_T00008172001	30.0595	22.9025
Os04g0668900	CHC_T00008174001	32.4405	24.8858
Os04g0669300	CHC_T00005843001	38.0074	36.014
Os04g0669500	CHC_T00008581001	25.9398	24.2105
Os04g0669500	CHC_T00009177001	24.4361	19.3452
Os04g0669600	CHC_T00008581001	22.5532	18.5965
Os04g0669600	CHC_T00009177001	26.8085	18.75
Os04g0669700	CHC_T00008581001	20.1923	7.36842
Os04g0669700	CHC_T00009177001	23.0769	7.14286
Os04g0670400	CHC_T00004759001	28.8136	14.9451
Os04g0670700	CHC_T00001603001	25.9615	11.0656
Os04g0670800	CHC_T00002599001	23.7473	21.4567
Os04g0671200	CHC_T00003652001	34.7023	18.4902
Os04g0671300	CHC_T00003652001	32.9268	17.7243
Os04g0673400	CHC_T00004109001	41.2541	41.9463
Os04g0674200	CHC_T00007904001	37.0044	36.0515
Os04g0674400	CHC_T00010040001	21.5094	42.2222
Os04g0675400	CHC_T00003755001	11.7284	18.6885
Os04g0675500	CHC_T00009034001	54.5076	54.0578
Os04g0676100	CHC_T00008576001	33.3333	37.2671
Os04g0677500	CHC_T00008652001	45.4012	46.2151
Os04g0677800	CHC_T00009564001	22.8739	29.1045
Os04g0678300	CHC_T00009070001	19.7802	10.2988
Os04g0678700	CHC_T00009425001	42.1189	42.8947
Os04g0680000	CHC_T00007214001	27.9379	26.4706
Os04g0680400	CHC_T00005381001	30.6962	16.6954
Os04g0680550	CHC_T00009345001	37.9518	32.7273
Os04g0680700	CHC_T00005790001	4.02414	4.14079
Os04g0682050	CHC_T00010040001	21.5909	42.2222
Os04g0682300	CHC_T00009219001	62.9032	62.6506
Os04g0682400	CHC_T00009470001	13.1944	20.1821
Os04g0682500	CHC_T00002545001	20.6742	29.4872
Os04g0682800	CHC_T00009033001	26.0832	35.0407
Os04g0682900	CHC_T00001698001	26.1932	18.3374
Os04g0683100	CHC_T00010149001	38.6139	20.5805
Os04g0683400	CHC_T00006861001	44	15.896
Os04g0683700	CHC_T00008160001	45.3668	44.4234
Os04g0683850	CHC_T00005150001	19.8198	13.4146
Os04g0684500	CHC_T00000889001	12.0977	18.6007
Os04g0684800	CHC_T00008715001	41.0596	41.6107
Os04g0685100	CHC_T00010285001	27.5758	34.8659
Os04g0686650	CHC_T00009092001	19.0065	34.9206
Os04g0687100	CHC_T00008749001	27.23	8.22695
Os04g0690300	CHC_T00009160001	16.632	21.7984
Os04g0691100	CHC_T00009076001	21.0811	20.2597
Os04g0691500	CHC_T00000604001	24.349	28.6371
Os04g0692000	CHC_T00006110001	14.5714	18.9591
Os04g0692100	CHC_T00000407001	41.4634	36.5591
Os04g0692800	CHC_T00001248001	28.7425	9.83607
Os04g0693050	CHC_T00009007001	49.4737	41.2281
Os05g0100500	CHC_T00000636001	10.8696	19.0476
Os05g0100500	CHC_T00001919001	26.3587	7.8037
Os05g0100500	CHC_T00004862001	30.9783	6.4009
Os05g0100600	CHC_T00004602001	26.9461	13.2094
Os05g0101400	CHC_940	21.1679	43.9394
Os05g0102800	CHC_T00010103001	23.1414	23.5106
Os05g0104000	CHC_T00009469001	11.0843	9.31174
Os05g0104650	CHC_T00008585001	51.7314	51.768
Os05g0104800	CHC_T00008632001	36.6197	35.1351
Os05g0105100	CHC_T00009363001	56.8182	65.445
Os05g0105300	CHC_T00000070001	22.905	7.63501
Os05g0106000	CHC_T00003127001	11.7207	6.94239
Os05g0106600	CHC_T00008795001	68.1698	68.9008
Os05g0106600	CHC_T00008840001	71.8833	72.6542
Os05g0107600	CHC_T00002085001	15.1304	25.1809
Os05g0107600	CHC_T00009461001	18.4348	29.8592
Os05g0108300	CHC_T00008370001	32.5282	13.2459
Os05g0108800	CHC_T00003881001	37.9562	38.5185
Os05g0108800	CHC_T00006280001	38.6861	33.9744
Os05g0109600	CHC_T00002254001	28.2313	21.823
Os05g0110000	CHC_T00003966001	13.8138	27.2189
Os05g0110300	CHC_T00007359001	40.1274	43.9024
Os05g0110500	CHC_T00003645001	37.9019	27.8261
Os05g0110600	CHC_T00001441001	25.1968	22.3776
Os05g0110800	CHC_T00006595001	12.2951	4.43787
Os05g0111000	CHC_T00010334001	19.979	29.2758
Os05g0111100	CHC_T00001227001	29.4737	29.1667
Os05g0112101	CHC_T00008646001	17.7281	14.3454
Os05g0113400	CHC_T00000738001	31.1594	30.7143
Os05g0113400	CHC_T00004393001	32.6087	30.8219
Os05g0113900	CHC_T00008687001	53.8462	65.625
Os05g0113900	CHC_T00009247001	54.4872	69.6721
Os05g0114000	CHC_T00008749001	31.0185	9.50355
Os05g0114100	CHC_T00005773001	25.1152	13.0539
Os05g0115700	CHC_T00008958001	42.2222	41.7582
Os05g0115800	CHC_T00006530001	3.86266	2.13777
Os05g0116100	CHC_T00000661001	28.169	8.47458
Os05g0116100	CHC_T00005320001	28.169	8.47458
