Gene stable ID	Lupinus angustifolius gene stable ID	%id. target Lupinus angustifolius gene identical to query gene	%id. query gene identical to target Lupinus angustifolius gene
Os04g0656800	TanjilG_00348	48.7952	49.8462
Os04g0656800	TanjilG_07688	48.7952	49.8462
Os04g0656800	TanjilG_13603	37.3494	49.2063
Os04g0656800	TanjilG_19504	46.3855	49.359
Os04g0657500	TanjilG_05531	36.3636	35.3684
Os04g0657500	TanjilG_07672	33.7662	40.5195
Os04g0658000	TanjilG_07754	72.093	74.2515
Os04g0658100	TanjilG_07921	35.9813	20.8672
Os04g0658100	TanjilG_15723	37.1495	37.9475
Os04g0658400	TanjilG_11933	48.9583	31.0847
Os04g0658400	TanjilG_14926	48.75	32.2759
Os04g0658600	TanjilG_03520	38.3636	38.7156
Os04g0659100	TanjilG_23221	79.2056	78.4722
Os04g0659400	TanjilG_03829	46.25	43.1235
Os04g0659400	TanjilG_18238	42.25	36.6594
Os04g0659400	TanjilG_18615	35	43.0769
Os04g0659400	TanjilG_29386	45.5	42.9245
Os04g0659800	TanjilG_19496	40.2957	47.0842
Os04g0659900	TanjilG_20467	22.2222	14.6597
Os04g0660200	TanjilG_13061	61.6314	64.9682
Os04g0660400	TanjilG_25240	63.6888	47.7322
Os04g0660500	TanjilG_16414	63.3014	60.4079
Os04g0660600	TanjilG_07741	71.0145	70
Os04g0660600	TanjilG_23961	73.913	72.8571
Os04g0660900	TanjilG_12742	28.0507	31.7774
Os04g0660900	TanjilG_21138	36.1331	36.8932
Os04g0660900	TanjilG_21663	31.0618	32.1311
Os04g0660900	TanjilG_26661	36.6086	37.8689
Os04g0661200	TanjilG_08191	48.3146	48.7528
Os04g0661200	TanjilG_12108	31.0112	42.5926
Os04g0661200	TanjilG_30544	45.8427	48.4561
Os04g0661300	TanjilG_09542	31.5029	42.4125
Os04g0661300	TanjilG_14111	56.3584	38.7674
Os04g0662100	TanjilG_21765	2.30769	2.05479
Os04g0662200	TanjilG_08163	48.2517	45.3947
Os04g0662200	TanjilG_30949	50.3497	47.6821
Os04g0662400	TanjilG_08163	40.5229	40.7895
Os04g0662400	TanjilG_30949	37.9085	38.4106
Os04g0662600	TanjilG_12896	47.7833	53.2967
Os04g0662900	TanjilG_15821	56.25	56.25
Os04g0663100	TanjilG_31039	27.2116	29.963
Os04g0663200	TanjilG_17060	28.4987	26.2295
Os04g0663200	TanjilG_18040	25.4453	19.0476
Os04g0663600	TanjilG_18038	32.526	33.6918
Os04g0663700	TanjilG_31875	45.709	45.539
Os04g0664400	TanjilG_08164	43.6957	44.2731
Os04g0664400	TanjilG_17061	41.7391	38.171
Os04g0665200	TanjilG_18735	60.6436	63.4715
Os04g0665200	TanjilG_23770	56.9307	59.5855
Os04g0665500	TanjilG_07743	39.7933	43.1373
Os04g0665666	TanjilG_19592	31.7365	31.5476
Os04g0665700	TanjilG_18240	52.7508	54.1528
Os04g0665800	TanjilG_19942	41.8605	61.165
Os04g0665900	TanjilG_20209	25.641	26.8456
Os04g0666800	TanjilG_07232	31.9527	29.6703
Os04g0666900	TanjilG_16530	71.9634	66.081
Os04g0667000	TanjilG_03778	61.1465	34.0426
Os04g0667500	TanjilG_21083	35.8696	13.9241
Os04g0667600	TanjilG_13691	42.2414	41.8803
Os04g0667600	TanjilG_13778	50.8621	35.7576
Os04g0667700	TanjilG_03756	41.5385	17.7243
Os04g0668700	TanjilG_31966	63.9669	60.3744
Os04g0669300	TanjilG_02542	18.6347	62.3457
Os04g0669300	TanjilG_19490	71.2177	71.8808
Os04g0670000	TanjilG_18371	51.7588	51.5
Os04g0670800	TanjilG_03764	50.5447	51.9016
Os04g0670900	TanjilG_19246	36.6667	40.5099
Os04g0671100	TanjilG_14632	72.9927	34.3643
Os04g0671100	TanjilG_18717	73.7226	54.3011
Os04g0671100	TanjilG_18719	73.7226	54.3011
Os04g0671800	TanjilG_01184	27.4262	28.3019
Os04g0672100	TanjilG_16463	24.4071	40.8264
Os04g0672600	TanjilG_16463	34.1667	40.6612
Os04g0672900	TanjilG_07914	41.2946	47.1939
Os04g0672900	TanjilG_13983	43.3036	48.8665
Os04g0672900	TanjilG_19344	29.0179	48.5075
Os04g0673000	TanjilG_07161	19.1693	36.3636
Os04g0673400	TanjilG_16421	58.7459	63.3452
Os04g0674200	TanjilG_01364	52.4229	75.3165
Os04g0674200	TanjilG_01365	52.4229	75.3165
Os04g0674300	TanjilG_16424	44.523	34.5205
Os04g0674400	TanjilG_16416	52.8302	29.5359
Os04g0674600	TanjilG_16114	65.3061	63.2768
Os04g0674600	TanjilG_30990	66.3265	64.0845
Os04g0674700	TanjilG_24076	62.0072	62.2302
Os04g0674800	TanjilG_16410	57.12	57.0288
Os04g0675000	TanjilG_09613	21.2575	18.0051
Os04g0675000	TanjilG_16115	21.5569	18.3362
Os04g0675000	TanjilG_30989	21.2575	18.3621
Os04g0675500	TanjilG_09609	85.0208	85.376
Os04g0675500	TanjilG_16112	84.466	85.1748
Os04g0675500	TanjilG_30993	84.3273	85.035
Os04g0675800	TanjilG_09611	29.6693	33.6714
Os04g0675800	TanjilG_16113	23.3244	37.7168
Os04g0675800	TanjilG_30991	30.1162	40.4562
Os04g0676700	TanjilG_16587	44.4724	60.8247
Os04g0676700	TanjilG_29322	46.2312	62.585
Os04g0677200	TanjilG_03729	51.7162	38.6986
Os04g0677400	TanjilG_03727	44.4909	45.4416
Os04g0677500	TanjilG_13796	85.3229	85.3229
Os04g0677500	TanjilG_14720	85.7143	85.7143
Os04g0677700	TanjilG_25100	32.6966	54.0892
Os04g0677700	TanjilG_25101	8.8764	54.8611
Os04g0678200	TanjilG_03653	53.0055	51.8717
Os04g0678200	TanjilG_06756	53.5519	53.5519
Os04g0678200	TanjilG_23021	53.0055	51.3228
Os04g0678300	TanjilG_01128	46.5201	47.2119
Os04g0678300	TanjilG_23020	48.3517	45.2055
Os04g0678700	TanjilG_15221	74.9354	72.6817
Os04g0678700	TanjilG_23019	75.1938	73.6709
Os04g0679100	TanjilG_06540	42.8571	36.236
Os04g0679100	TanjilG_13080	22.9236	47.2603
Os04g0679100	TanjilG_21687	47.5083	46.129
Os04g0679100	TanjilG_24405	47.5083	47.351
Os04g0679100	TanjilG_24996	45.8472	46.4646
Os04g0679200	TanjilG_13081	54.1772	58.3106
Os04g0679200	TanjilG_21688	55.9494	60.0543
Os04g0679400	TanjilG_13082	53.876	54.5098
Os04g0679400	TanjilG_23017	62.7907	63.5294
Os04g0679400	TanjilG_24407	54.2636	55.336
Os04g0679600	TanjilG_03652	21.2871	22.3958
Os04g0679800	TanjilG_05561	57.3248	29.2208
Os04g0679800	TanjilG_21690	47.7707	36.4078
Os04g0679800	TanjilG_24408	56.6879	39.7321
Os04g0679900	TanjilG_11709	28.5714	44.9275
Os04g0680000	TanjilG_24409	70.7317	69.4989
Os04g0680300	TanjilG_24410	36.2319	51.5464
Os04g0680550	TanjilG_11514	44.8795	20.7232
Os04g0680700	TanjilG_21691	44.8692	24.7778
Os04g0681400	TanjilG_01129	70.8861	72
Os04g0681600	TanjilG_01129	71.0267	72.1429
Os04g0681900	TanjilG_08078	54.7619	51.2535
Os04g0682050	TanjilG_16416	53.0303	29.5359
Os04g0682100	TanjilG_14597	55.1724	53.3333
Os04g0682100	TanjilG_15341	45.5172	54.0984
Os04g0682100	TanjilG_23707	55.1724	53.3333
Os04g0682100	TanjilG_25218	51.0345	54.8148
Os04g0682100	TanjilG_28683	57.931	58.3333
Os04g0682300	TanjilG_15767	41.9355	85.9504
Os04g0682500	TanjilG_21113	47.8652	31.6024
Os04g0682800	TanjilG_21111	60.9185	62.9928
Os04g0682800	TanjilG_25230	65.5113	65.4545
Os04g0683500	TanjilG_21109	40.1617	37.8173
Os04g0683600	TanjilG_26689	44.3914	28.4404
Os04g0683800	TanjilG_18006	71.0188	35.757
Os04g0683800	TanjilG_21103	63.996	64.1865
Os04g0683800	TanjilG_22898	71.4144	71.556
Os04g0683800	TanjilG_22899	50.7418	58.7629
Os04g0683800	TanjilG_25233	61.7211	61.7822
Os04g0683850	TanjilG_15332	54.0541	24.7934
Os04g0683900	TanjilG_10150	21.4797	25.9366
Os04g0684200	TanjilG_15325	53.4483	11.3971
Os04g0684200	TanjilG_15329	60.3448	13.8889
Os04g0684200	TanjilG_18005	55.1724	6.23174
Os04g0684200	TanjilG_21100	62.931	14.8676
Os04g0684200	TanjilG_28696	56.0345	13.2924
Os04g0684500	TanjilG_10821	56.9367	54.8077
Os04g0684600	TanjilG_19627	41.9753	28.5714
Os04g0684600	TanjilG_19792	43.2099	28.9256
Os04g0685000	TanjilG_18307	31.7073	32.5
Os04g0685200	TanjilG_19633	41.5152	28.5417
Os04g0685200	TanjilG_31107	40.9091	29.0323
Os04g0685300	TanjilG_06129	24.878	25.8883
Os04g0685400	TanjilG_10907	37.7273	39.5238
Os04g0685400	TanjilG_19634	39.5455	41.6268
Os04g0685400	TanjilG_19798	40	42.1053
Os04g0685500	TanjilG_07768	45.572	37.9416
Os04g0685600	TanjilG_07768	62.3028	60.6759
Os04g0685700	TanjilG_19638	19.2171	23.3766
Os04g0685700	TanjilG_19802	20.2847	24.7826
Os04g0685900	TanjilG_19639	50.7463	51.571
Os04g0685900	TanjilG_24148	52.8785	52.5424
Os04g0686000	TanjilG_19643	44.5521	44.7689
Os04g0686000	TanjilG_19804	42.8571	43.0657
Os04g0686200	TanjilG_32676	56.9536	54.7273
Os04g0686300	TanjilG_31874	44.186	57.5758
Os04g0686500	TanjilG_24197	47.5036	54.7697
Os04g0686600	TanjilG_26730	40	22.7941
Os04g0686700	TanjilG_23308	38.3529	41.3706
Os04g0686800	TanjilG_09605	53.8462	52.3364
Os04g0686800	TanjilG_09607	54.3269	52.8037
Os04g0686800	TanjilG_14895	53.8462	51.8519
Os04g0686800	TanjilG_17533	57.6923	51.9481
Os04g0686800	TanjilG_17536	56.7308	51.0823
Os04g0686800	TanjilG_21707	58.6538	55.4545
Os04g0686800	TanjilG_23755	51.4423	45.7265
Os04g0686800	TanjilG_32683	59.1346	56.422
Os04g0687100	TanjilG_08513	60.5634	43.5811
Os04g0687100	TanjilG_20915	82.1596	83.7321
Os04g0687100	TanjilG_29256	74.1784	75.5981
Os04g0687200	TanjilG_31882	21.9895	53.1646
Os04g0687300	TanjilG_26732	29.562	28.223
Os04g0687900	TanjilG_14900	67.316	72.6636
Os04g0688000	TanjilG_32690	22.9167	28.9474
Os04g0689300	TanjilG_13127	39.9573	46.1728
Os04g0689400	TanjilG_13128	57.0579	57.485
Os04g0689500	TanjilG_06109	40.7303	51.2367
Os04g0689500	TanjilG_21238	48.5955	54.9206
Os04g0689500	TanjilG_21945	50.5618	58.8235
Os04g0689700	TanjilG_11936	38.2353	39.3939
Os04g0689900	TanjilG_24181	52.443	67.364
Os04g0690600	TanjilG_02788	30.0567	27.6042
Os04g0690600	TanjilG_04948	31.9471	27.3906
Os04g0690800	TanjilG_12091	63.7795	81.8182
Os04g0691100	TanjilG_06327	58.1081	75.9717
Os04g0691100	TanjilG_14911	55.1351	33.7748
Os04g0691100	TanjilG_26709	73.5135	76.8362
Os04g0691100	TanjilG_29908	58.6486	73.5593
Os04g0691200	TanjilG_07910	51.5008	13.4046
Os04g0691400	TanjilG_18274	31.1224	26.2366
Os04g0691400	TanjilG_28542	44.6429	30.9735
Os04g0691500	TanjilG_11519	72.2656	62.2896
Os04g0691800	TanjilG_16339	57.2968	57.5787
Os04g0692000	TanjilG_01862	76.8571	77.2989
Os04g0692000	TanjilG_13879	76.5714	77.6812
Os04g0692100	TanjilG_21791	66.2602	67.0782
Os04g0692200	TanjilG_02438	42.9467	29.9127
Os04g0692200	TanjilG_03592	41.6928	39.3491
Os04g0692200	TanjilG_03593	10.0313	65.3061
Os04g0692300	TanjilG_29925	50.7553	45.7766
Os04g0692400	TanjilG_02446	62.1861	49.6462
Os04g0692400	TanjilG_19924	59.2319	36.4877
Os04g0692400	TanjilG_19925	54.6529	46.1923
Os04g0692400	TanjilG_25821	63.0724	53.375
Os04g0692600	TanjilG_12105	22.1818	28.3721
Os04g0693200	TanjilG_02447	35.2941	14.5161
Os04g0693250	TanjilG_02447	29.5019	31.0484
Os05g0100008	TanjilG_20507	16.25	6.26506
Os05g0100008	TanjilG_26465	19.375	7.48792
Os05g0100008	TanjilG_29276	10.625	4.33673
Os05g0100500	TanjilG_13169	27.1739	29.3255
Os05g0100700	TanjilG_07775	68.4411	24.8963
Os05g0100700	TanjilG_15122	69.5817	28.91
Os05g0100900	TanjilG_02544	50.1333	51.4364
Os05g0100900	TanjilG_15084	41.6	44.5714
Os05g0101400	TanjilG_11846	61.3139	59.1549
Os05g0102300	TanjilG_03677	19.5572	44.1667
Os05g0102600	TanjilG_21686	46.5146	53.8913
Os05g0102800	TanjilG_11566	38.4293	37.8741
Os05g0102800	TanjilG_12055	24.2932	35.0453
Os05g0102800	TanjilG_12193	36.8586	37.972
Os05g0102800	TanjilG_20322	25.3403	38.3518
Os05g0102900	TanjilG_07767	78.8793	77.8723
Os05g0103000	TanjilG_06475	25.3687	25.3687
Os05g0103000	TanjilG_20310	26.8437	26.1494
Os05g0103000	TanjilG_24367	10.0295	19.6532
Os05g0103000	TanjilG_24368	20.354	24.5552
Os05g0103000	TanjilG_25129	26.2537	29.6667
Os05g0103100	TanjilG_05708	29.7778	45.8904
Os05g0103100	TanjilG_17552	35.1111	40.5128
Os05g0103100	TanjilG_17553	36	41.7526
Os05g0103300	TanjilG_18168	54.1667	56.5217
Os05g0103700	TanjilG_12064	26.776	26.5583
Os05g0103800	TanjilG_08855	41.5842	73.6842
Os05g0104000	TanjilG_05518	30	24.6535
Os05g0104000	TanjilG_11222	32.0482	17.4312
Os05g0104000	TanjilG_27400	29.1566	27.4376
Os05g0104000	TanjilG_30523	32.4096	24.3439
Os05g0104100	TanjilG_14229	57.3718	50.7082
Os05g0104150	TanjilG_10819	31.8713	40.2214
Os05g0104150	TanjilG_18107	24.8538	36.1702
Os05g0104150	TanjilG_18108	25.4386	37.0213
Os05g0104200	TanjilG_10819	32.6861	37.2694
Os05g0104200	TanjilG_18107	25.89	34.0426
Os05g0104200	TanjilG_18108	25.89	34.0426
Os05g0104600	TanjilG_10819	35.1032	43.9114
Os05g0104600	TanjilG_18107	21.5339	31.0638
Os05g0104600	TanjilG_18108	21.5339	31.0638
Os05g0104700	TanjilG_10819	31.1721	46.1255
Os05g0104700	TanjilG_18107	18.9526	32.3404
Os05g0104700	TanjilG_18108	19.202	32.766
Os05g0104900	TanjilG_14238	42.8571	27.5618
Os05g0105000	TanjilG_14930	61.2546	62.2306
Os05g0105500	TanjilG_29388	52.2989	34.2105
Os05g0105900	TanjilG_10813	46.0526	58.7248
Os05g0106000	TanjilG_14916	36.9077	22.8043
Os05g0106000	TanjilG_24285	39.1521	41.7553
Os05g0106100	TanjilG_05355	81.3253	97.8261
Os05g0106100	TanjilG_13884	94.5783	95.7317
Os05g0106200	TanjilG_26733	38.2812	49
Os05g0106200	TanjilG_31883	26.5625	38.3459
Os05g0106300	TanjilG_26733	21.8341	16.6667
Os05g0106300	TanjilG_31883	14.4105	12.406
Os05g0106500	TanjilG_26732	27.3913	21.9512
Os05g0106600	TanjilG_02462	97.6127	97.6127
Os05g0106600	TanjilG_14897	94.695	94.695
Os05g0106600	TanjilG_20560	96.5517	96.5517
Os05g0106600	TanjilG_31878	96.817	96.817
Os05g0106700	TanjilG_32676	59.8936	51.1818
Os05g0107600	TanjilG_11038	68.9565	60.1213
Os05g0107600	TanjilG_13955	74.7826	54.4649
Os05g0107700	TanjilG_14949	85.8491	85.8491
Os05g0107700	TanjilG_28466	86.7924	86.7924
Os05g0108000	TanjilG_14721	57.377	37.234
Os05g0108500	TanjilG_21928	55.3846	51.4286
Os05g0108600	TanjilG_05390	61.1732	70.6452
Os05g0108800	TanjilG_08446	64.9635	66.4179
Os05g0110000	TanjilG_11328	51.952	49.8559
Os05g0110100	TanjilG_12752	48.855	65.9794
Os05g0110300	TanjilG_14429	65.2866	80.3922
Os05g0110700	TanjilG_15785	24.6537	30.3754
Os05g0110900	TanjilG_11320	66.8354	66.1654
Os05g0110900	TanjilG_14423	66.3291	63.285
Os05g0112101	TanjilG_07004	46.988	43.128
Os05g0112101	TanjilG_07874	53.012	46.6667
Os05g0112200	TanjilG_14082	6.55172	8.48214
Os05g0112750	TanjilG_31117	52.6946	54.6584
Os05g0113300	TanjilG_06219	60.0711	60.3571
Os05g0113400	TanjilG_10263	82.6087	82.0144
Os05g0113500	TanjilG_02363	23.4848	24.8
Os05g0113500	TanjilG_18215	24.2424	25.2964
Os05g0113500	TanjilG_26975	23.8636	24.9012
Os05g0114100	TanjilG_06225	49.7696	48.9796
Os05g0114100	TanjilG_26971	46.7742	49.3917
Os05g0114400	TanjilG_03723	35.3535	42.4242
Os05g0114400	TanjilG_11926	33.3333	42.3077
Os05g0114600	TanjilG_31618	76.5625	75.969
Os05g0115100	TanjilG_11307	19.6296	21.9008
Os05g0115900	TanjilG_03719	57.671	58.7571
Os05g0115900	TanjilG_11930	48.6137	42.9038
Os05g0115900	TanjilG_12073	60.8133	58.3333
Os05g0116100	TanjilG_03718	64.7887	65.0943
Os05g0116700	TanjilG_11935	12.1553	14.4242
Os05g0116700	TanjilG_12071	10.7252	13.8522
Os05g0118000	TanjilG_21064	30.7692	31.769
Os05g0118800	TanjilG_07812	43.6364	42.8571
Os05g0118800	TanjilG_20196	43.6364	41.3793
Os05g0118800	TanjilG_31211	43.6364	41.3793
Os05g0119000	TanjilG_18701	65.614	66.7857
Os05g0119400	TanjilG_13868	38.7485	35.3846
Os05g0119400	TanjilG_17731	35.3791	31.0454
Os05g0119600	TanjilG_17699	51.597	53.1646
Os05g0120000	TanjilG_03709	63.2353	56.8032
Os05g0120100	TanjilG_18699	41.7957	54.878
Os05g0120200	TanjilG_03709	64.9499	59.9736
Os05g0120300	TanjilG_18649	30	42.0382
Os05g0120700	TanjilG_06231	82.2064	21.7514
Os05g0120700	TanjilG_18698	81.1388	21.4689
Os05g0120900	TanjilG_03713	28.4247	24.058
Os05g0120900	TanjilG_14626	32.8767	26.3014
Os05g0120900	TanjilG_32709	32.8767	28.0702
Os05g0121000	TanjilG_19345	46.3918	45
Os05g0121200	TanjilG_18657	49.3438	65.7343
Os05g0121200	TanjilG_18707	49.3438	49.3438
Os05g0121400	TanjilG_19219	50	45.1306
Os05g0121600	TanjilG_07628	31.25	37.9147
Os05g0121600	TanjilG_11298	38.2812	42.6087
Os05g0121600	TanjilG_14185	25.7812	42.5806
Os05g0121800	TanjilG_18710	18.4339	15.8485
Os05g0122400	TanjilG_18669	20.8396	17.9819
Os05g0122600	TanjilG_11295	26.534	31.1284
Os05g0122600	TanjilG_11296	5.47264	30.8411
Os05g0122600	TanjilG_18672	43.6153	42.08
Os05g0122600	TanjilG_22665	40.1327	38.4127
Os05g0122800	TanjilG_11294	57.8231	59.2334
Os05g0123200	TanjilG_18722	48.5232	48.6258
Os05g0123200	TanjilG_28541	47.6793	48.4979
Os05g0123300	TanjilG_15819	44.5623	37.5
Os05g0125000	TanjilG_11290	46.5143	43.9051
Os05g0125200	TanjilG_24089	49.6757	54.9498
Os05g0125300	TanjilG_07732	43.5666	33.4489
Os05g0125300	TanjilG_08453	51.9187	51.8018
Os05g0125300	TanjilG_10155	41.3093	30.7047
Os05g0125400	TanjilG_07732	45.6818	34.8354
Os05g0125400	TanjilG_08453	53.4091	52.9279
Os05g0125400	TanjilG_10155	44.0909	32.5503
Os05g0126100	TanjilG_25040	40.2778	40.8451
Os05g0126200	TanjilG_00053	43.2292	43.9153
Os05g0126300	TanjilG_25039	13.8756	3.47305
Os05g0126300	TanjilG_30935	14.8325	3.71257
Os05g0126800	TanjilG_01864	23.4043	38.8235
Os05g0126800	TanjilG_29922	30.4965	24.2938
Os05g0127200	TanjilG_16181	53.3445	54.1596
Os05g0127300	TanjilG_16182	49.2958	43.2099
Os05g0127300	TanjilG_30858	45.3521	39.5577
Os05g0127500	TanjilG_11902	53.8043	55.3073
Os05g0127500	TanjilG_12242	53.8043	54.0984
Os05g0127500	TanjilG_23050	55.163	56.0773
Os05g0127500	TanjilG_24318	53.8043	53.5135
Os05g0128000	TanjilG_24320	30.9309	38.7218
Os05g0128200	TanjilG_24028	44.5923	38.1766
Os05g0128200	TanjilG_25175	41.7637	40.813
Os05g0128200	TanjilG_30857	44.426	40.3933
Os05g0128200	TanjilG_32177	42.9285	37.069
Os05g0128400	TanjilG_20919	67.7033	67.7033
Os05g0128900	TanjilG_16585	54.9763	13.4571
Os05g0129000	TanjilG_20495	76.626	74.359
Os05g0129100	TanjilG_16600	68.0982	47.3348
Os05g0131500	TanjilG_17618	26.5092	17.1477
Os05g0131900	TanjilG_14365	30.4	30.4
Os05g0131900	TanjilG_17933	29.2	30.5439
Os05g0131900	TanjilG_29149	28.4	28.5141
Os05g0132500	TanjilG_20472	57.4961	57.2308
Os05g0132500	TanjilG_30892	58.7326	57.4887
Os05g0134000	TanjilG_17628	84.4282	84.6341
Os05g0134000	TanjilG_22260	81.9951	74.8889
Os05g0134200	TanjilG_29160	52.4422	52.7132
Os05g0135100	TanjilG_14383	28.9157	35.1792
Os05g0135800	TanjilG_05337	73.6842	73.6842
Os05g0135900	TanjilG_17631	61.6279	60.5714
Os05g0136200	TanjilG_29173	32.1586	48.3444
Os05g0137400	TanjilG_22264	59.879	58.1213
Os05g0137700	TanjilG_15694	35.7466	49.0683
Os05g0137700	TanjilG_21739	33.0317	47.4026
Os05g0139100	TanjilG_05332	16.8317	17.4897
Os05g0140100	TanjilG_05324	36.0656	38.3085
Os05g0140300	TanjilG_05330	13.5714	12.7946
Os05g0140500	TanjilG_17985	59.3137	50.8403
Os05g0140600	TanjilG_19288	24.0741	32.9949
Os05g0141500	TanjilG_01844	22.6959	26.6576
Os05g0141500	TanjilG_27301	32.4885	31.9366
Os05g0141800	TanjilG_27302	43.1755	44.7977
Os05g0143200	TanjilG_29296	30.7692	8.29016
Os05g0143300	TanjilG_11484	30.0221	34.8718
Os05g0143400	TanjilG_10515	51.8182	51.8182
Os05g0143500	TanjilG_27305	77.6753	74.911
Os05g0144000	TanjilG_11238	21.6891	48.9177
Os05g0144000	TanjilG_11239	8.06142	56.7568
Os05g0144100	TanjilG_01840	58.3587	39.834
Os05g0144200	TanjilG_23244	53.2468	49.8783
Os05g0144300	TanjilG_19559	58.9539	60.8417
Os05g0144400	TanjilG_01838	71.1212	75.1196
Os05g0144800	TanjilG_21710	18.6016	83.9286
Os05g0144800	TanjilG_32686	9.49868	56.6929
Os05g0144900	TanjilG_10826	57.0248	17.8756
Os05g0144900	TanjilG_10827	57.0248	17.9688
Os05g0145400	TanjilG_09144	48.4349	41.5842
Os05g0145400	TanjilG_18692	48.7644	45.5385
Os05g0145400	TanjilG_30725	48.2702	45.9248
Os05g0147133	TanjilG_06256	22.5335	18.7058
Os05g0147133	TanjilG_20254	20.341	15.7696
Os05g0147133	TanjilG_20256	27.6492	19.3356
Os05g0147150	TanjilG_15250	27.1357	6.89655
Os05g0147200	TanjilG_15250	65.4292	36.0153
Os05g0147300	TanjilG_16603	38.5542	43.6364
Os05g0147400	TanjilG_32429	89.1589	89.1589
Os05g0147500	TanjilG_01831	63.9262	65.8031
Os05g0148300	TanjilG_21105	71.1538	72.549
Os05g0148300	TanjilG_23699	44.2308	63.0137
Os05g0148600	TanjilG_10108	61.7647	61.7647
Os05g0148600	TanjilG_30743	21.6912	66.6667
Os05g0149300	TanjilG_11751	57.5269	34.7403
Os05g0149400	TanjilG_11751	62.6623	62.6623
Os05g0149500	TanjilG_09950	12.1622	50
Os05g0149600	TanjilG_15049	81.0811	28.8462
Os05g0149900	TanjilG_20239	64.3494	58.7948
Os05g0149950	TanjilG_01827	48.2456	53.9216
Os05g0149950	TanjilG_01828	44.7368	50.495
Os05g0149950	TanjilG_06265	45.614	52
Os05g0149950	TanjilG_06266	47.3684	52.9412
Os05g0149950	TanjilG_06267	46.4912	51.9608
Os05g0149950	TanjilG_06270	41.2281	45.6311
Os05g0149950	TanjilG_06271	36.8421	33.871
Os05g0149950	TanjilG_06273	36.8421	40
Os05g0149950	TanjilG_11495	46.4912	52.4752
Os05g0149950	TanjilG_11496	46.4912	54.6392
Os05g0149950	TanjilG_11497	48.2456	53.9216
Os05g0149950	TanjilG_11498	36.8421	41.1765
Os05g0149950	TanjilG_11499	40.3509	44.2308
Os05g0149950	TanjilG_20241	48.2456	53.9216
Os05g0149950	TanjilG_20242	54.386	60.7843
Os05g0150300	TanjilG_20243	76.0794	80.5302
Os05g0150500	TanjilG_06259	58.7734	59.0753
Os05g0150900	TanjilG_10089	49.7175	50.8083
Os05g0150900	TanjilG_29222	12.6554	60.2151
Os05g0151000	TanjilG_13673	72.747	44.6072
Os05g0151200	TanjilG_14519	30.0518	31.016
Os05g0151300	TanjilG_13084	39.9209	47.4178
Os05g0151300	TanjilG_24411	25.6917	37.1429
Os05g0152400	TanjilG_06205	37.7593	22.9798
Os05g0152400	TanjilG_28270	37.7593	22.9798
Os05g0153000	TanjilG_30865	45.1119	41.2271
Os05g0153500	TanjilG_16585	54.7619	10.6729
Os05g0154500	TanjilG_14340	63.7931	64.5638
Os05g0154900	TanjilG_07620	58.9041	61.4286
Os05g0155100	TanjilG_01053	81.9149	82.3529
Os05g0155100	TanjilG_17599	82.4468	56.1594
Os05g0156600	TanjilG_02489	91.6844	83.0116
Os05g0156700	TanjilG_29133	84.9785	31.3291
Os05g0157100	TanjilG_13126	54.2857	52.7778
Os05g0157100	TanjilG_19312	31.4286	37.415
Os05g0157300	TanjilG_14356	58.2524	42.4028
Os05g0158500	TanjilG_29155	59.3361	59.0909
Os05g0158600	TanjilG_17938	37.1728	42.2619
Os05g0158600	TanjilG_29156	38.4817	45.092
Os05g0159000	TanjilG_17940	57.9612	57.9049
Os05g0159100	TanjilG_22257	77.5401	79.235
Os05g0160300	TanjilG_14456	42.735	41.6667
Os05g0160300	TanjilG_21914	49.5727	48.3333
Os05g0161200	TanjilG_29172	59.1767	60.2094
Os05g0161500	TanjilG_29172	51.5206	50.2618
Os05g0161800	TanjilG_29172	52.2491	52.7051
Os05g0162200	TanjilG_03712	43.1402	48.8774
Os05g0162200	TanjilG_32710	40.7012	43.2039
Os05g0163000	TanjilG_04950	71.1221	58.7995
Os05g0163000	TanjilG_24004	70.297	70.6468
Os05g0163000	TanjilG_29747	70.9571	68.6901
Os05g0163250	TanjilG_16294	84.5878	20.1451
Os05g0163300	TanjilG_11285	36.7273	41.3934
Os05g0163300	TanjilG_11287	32	30.137
Os05g0163300	TanjilG_11288	32.3636	24.4506
Os05g0163300	TanjilG_18731	40	44.898
Os05g0163300	TanjilG_24255	30.1818	29.5374
Os05g0163300	TanjilG_24256	33.8182	29.4304
Os05g0163400	TanjilG_18728	20.4503	19.0227
Os05g0163700	TanjilG_24322	70	73.7745
Os05g0163900	TanjilG_16187	25.8303	29.2887
Os05g0164800	TanjilG_24094	50.3797	61.8012
Os05g0164800	TanjilG_32166	51.6456	62.7692
Os05g0164900	TanjilG_12151	13.6242	31.2245
Os05g0164900	TanjilG_12809	14.2476	30.5927
Os05g0164900	TanjilG_19259	15.4942	34.252
Os05g0165200	TanjilG_24046	48.8235	55.3333
Os05g0165200	TanjilG_32150	48.2353	50.3067
Os05g0165450	TanjilG_09546	47.1774	54.6729
Os05g0165450	TanjilG_10730	49.1936	43.1095
Os05g0165450	TanjilG_24056	46.371	48.3193
Os05g0165500	TanjilG_12904	22.0264	28.0899
Os05g0165500	TanjilG_16212	21.5859	24.7475
Os05g0165500	TanjilG_19271	20.7048	27.6471
Os05g0165500	TanjilG_20893	21.1454	31.5789
Os05g0165900	TanjilG_06527	42.3833	42.8571
