Gene stable ID	Glycine max gene stable ID	%id. target Glycine max gene identical to query gene	%id. query gene identical to target Glycine max gene
Os06g0548800	GLYMA_08G080500	40.3013	39.7032
Os06g0548800	GLYMA_08G080600	41.6196	41.9355
Os06g0548800	GLYMA_08G080700	41.2429	41.8738
Os06g0548800	GLYMA_08G080900	41.8079	37.4368
Os06g0548800	GLYMA_08G112600	43.8795	43.5514
Os06g0548800	GLYMA_09G022600	40.113	39.9625
Os06g0548800	GLYMA_09G026900	41.2429	40.3315
Os06g0548800	GLYMA_09G027000	39.7363	38.5037
Os06g0548800	GLYMA_09G027200	39.1714	39.0244
Os06g0548800	GLYMA_09G027300	39.3597	39.212
Os06g0548800	GLYMA_09G028100	40.678	38.2301
Os06g0548800	GLYMA_09G028200	37.8531	45.3725
Os06g0548800	GLYMA_09G028300	41.0546	40.5959
Os06g0548800	GLYMA_15G132600	41.4313	40.5157
Os06g0548800	GLYMA_15G132700	39.9247	40.613
Os06g0548800	GLYMA_15G132800	40.3013	39.3382
Os06g0548800	GLYMA_15G132900	40.113	39.6648
Os06g0548800	GLYMA_15G133200	33.5217	36.1789
Os06g0548800	GLYMA_15G133900	39.7363	37.746
Os06g0548800	GLYMA_15G134200	41.4313	40.6654
Os06g0548800	GLYMA_15G134300	41.0546	40.7477
Os06g0548800	GLYMA_15G1537002	30.5085	35.3712
Os06g0549300	GLYMA_04G113300	42.2562	41.8561
Os06g0549300	GLYMA_04G113400	43.4034	42.9924
Os06g0549300	GLYMA_04G113600	26.3862	38.4401
Os06g0549300	GLYMA_05G122000	42.4474	41.8868
Os06g0549300	GLYMA_05G124800	42.6386	40.6193
Os06g0549300	GLYMA_05G124900	43.4034	41.4991
Os06g0549300	GLYMA_05G125000	42.6386	41.6045
Os06g0549300	GLYMA_05G125200	42.8298	42.2642
Os06g0549300	GLYMA_05G125600	40.7266	36.5979
Os06g0549300	GLYMA_05G125800	43.021	42.3729
Os06g0549300	GLYMA_05G125900	42.4474	41.573
Os06g0549300	GLYMA_06G321500	42.065	41.7457
Os06g0549300	GLYMA_06G321600	42.4474	41.966
Os06g0549300	GLYMA_07G190000	30.7839	37.9717
Os06g0549300	GLYMA_08G059000	41.8738	41.3208
Os06g0549300	GLYMA_08G059100	41.3002	40.678
Os06g0549300	GLYMA_08G079900	44.9331	43.5993
Os06g0549300	GLYMA_08G080000	42.8298	42.5047
Os06g0549300	GLYMA_08G080100	42.6386	42.155
Os06g0549300	GLYMA_08G080200	40.7266	40.113
Os06g0549300	GLYMA_08G080400	40.9178	37.0884
Os06g0549300	GLYMA_08G080500	40.5354	39.3321
Os06g0549300	GLYMA_08G080600	42.8298	42.5047
Os06g0549300	GLYMA_08G080700	42.4474	42.4474
Os06g0549300	GLYMA_08G080900	42.2562	37.2681
Os06g0549300	GLYMA_08G112600	43.2122	42.243
Os06g0549300	GLYMA_09G022600	42.065	41.2758
Os06g0549300	GLYMA_09G026900	43.2122	41.6206
Os06g0549300	GLYMA_09G027000	40.9178	39.0511
Os06g0549300	GLYMA_09G027200	42.4474	41.651
Os06g0549300	GLYMA_09G027300	41.8738	41.0882
Os06g0549300	GLYMA_09G028100	41.109	38.0531
Os06g0549300	GLYMA_09G028200	38.4321	45.3725
Os06g0549300	GLYMA_09G028300	41.3002	40.2235
Os06g0549300	GLYMA_15G132600	43.5946	41.9889
Os06g0549300	GLYMA_15G132700	39.0057	39.0805
Os06g0549300	GLYMA_15G132800	41.109	39.5221
Os06g0549300	GLYMA_15G132900	40.7266	39.6648
Os06g0549300	GLYMA_15G133200	35.1816	37.3984
Os06g0549300	GLYMA_15G133900	41.109	38.4615
Os06g0549300	GLYMA_15G134200	42.065	40.6654
Os06g0549300	GLYMA_15G134300	40.7266	39.8131
Os06g0549300	GLYMA_15G1537002	31.3576	35.8079
Os06g0549600	GLYMA_04G113300	43.346	43.1818
Os06g0549600	GLYMA_04G113400	43.346	43.1818
Os06g0549600	GLYMA_04G113600	28.327	41.5042
Os06g0549600	GLYMA_05G122000	42.9658	42.6415
Os06g0549600	GLYMA_05G124800	44.1065	42.2587
Os06g0549600	GLYMA_05G124900	44.2966	42.596
Os06g0549600	GLYMA_05G125000	43.7262	42.9104
Os06g0549600	GLYMA_05G125200	44.2966	43.9623
Os06g0549600	GLYMA_05G125600	40.6844	36.7698
Os06g0549600	GLYMA_05G125800	45.057	44.6328
Os06g0549600	GLYMA_05G125900	44.1065	43.4457
Os06g0549600	GLYMA_06G321500	43.5361	43.4535
Os06g0549600	GLYMA_06G321600	42.5856	42.344
Os06g0549600	GLYMA_07G190000	30.7985	38.2075
Os06g0549600	GLYMA_08G059000	40.8745	40.566
Os06g0549600	GLYMA_08G059100	39.924	39.548
Os06g0549600	GLYMA_08G079900	46.3878	45.269
Os06g0549600	GLYMA_08G080000	42.7757	42.6945
Os06g0549600	GLYMA_08G080100	43.9164	43.6673
Os06g0549600	GLYMA_08G080200	43.9164	43.5028
Os06g0549600	GLYMA_08G080400	41.0646	37.435
Os06g0549600	GLYMA_08G080500	40.4943	39.5176
Os06g0549600	GLYMA_08G080600	45.2471	45.1613
Os06g0549600	GLYMA_08G080700	44.6768	44.9331
Os06g0549600	GLYMA_08G080900	43.9164	38.9545
Os06g0549600	GLYMA_08G112600	46.1977	45.4206
Os06g0549600	GLYMA_09G022600	41.8251	41.2758
Os06g0549600	GLYMA_09G026900	43.346	41.9889
Os06g0549600	GLYMA_09G027000	42.0152	40.3285
Os06g0549600	GLYMA_09G027200	40.4943	39.9625
Os06g0549600	GLYMA_09G027300	40.4943	39.9625
Os06g0549600	GLYMA_09G028100	42.0152	39.115
Os06g0549600	GLYMA_09G028200	40.3042	47.8555
Os06g0549600	GLYMA_09G028300	42.9658	42.0857
Os06g0549600	GLYMA_15G132600	43.5361	42.1731
Os06g0549600	GLYMA_15G132700	39.1635	39.4636
Os06g0549600	GLYMA_15G132800	41.8251	40.4412
Os06g0549600	GLYMA_15G132900	41.2548	40.4097
Os06g0549600	GLYMA_15G133200	34.981	37.3984
Os06g0549600	GLYMA_15G133900	42.2053	39.7138
Os06g0549600	GLYMA_15G134200	44.2966	43.0684
Os06g0549600	GLYMA_15G134300	42.3954	41.6822
Os06g0549600	GLYMA_15G1537002	32.3194	37.1179
Os06g0549633	GLYMA_04G113300	41.2879	41.2879
Os06g0549633	GLYMA_04G113400	42.4242	42.4242
Os06g0549633	GLYMA_04G113600	26.7045	39.2758
Os06g0549633	GLYMA_05G122000	43.75	43.5849
Os06g0549633	GLYMA_05G124800	44.5076	42.8051
Os06g0549633	GLYMA_05G124900	44.8864	43.3272
Os06g0549633	GLYMA_05G125000	44.697	44.0299
Os06g0549633	GLYMA_05G125200	44.697	44.5283
Os06g0549633	GLYMA_05G125600	39.3939	35.7388
Os06g0549633	GLYMA_05G125800	42.803	42.5612
Os06g0549633	GLYMA_05G125900	43.3712	42.8839
Os06g0549633	GLYMA_06G321500	41.6667	41.7457
Os06g0549633	GLYMA_06G321600	42.6136	42.5331
Os06g0549633	GLYMA_07G190000	32.3864	40.3302
Os06g0549633	GLYMA_08G059000	43.5606	43.3962
Os06g0549633	GLYMA_08G059100	41.0985	40.8663
Os06g0549633	GLYMA_08G079900	44.5076	43.5993
Os06g0549633	GLYMA_08G080000	45.2652	45.351
Os06g0549633	GLYMA_08G080100	44.3182	44.2344
Os06g0549633	GLYMA_08G080200	41.0985	40.8663
Os06g0549633	GLYMA_08G080400	40.9091	37.435
Os06g0549633	GLYMA_08G080500	40.3409	39.5176
Os06g0549633	GLYMA_08G080600	42.803	42.8843
Os06g0549633	GLYMA_08G080700	40.3409	40.7266
Os06g0549633	GLYMA_08G080900	43.3712	38.6172
Os06g0549633	GLYMA_08G112600	43.9394	43.3645
Os06g0549633	GLYMA_09G022600	41.8561	41.4634
Os06g0549633	GLYMA_09G026900	43.5606	42.3573
Os06g0549633	GLYMA_09G027000	41.2879	39.781
Os06g0549633	GLYMA_09G027200	42.2348	41.8386
Os06g0549633	GLYMA_09G027300	42.6136	42.2139
Os06g0549633	GLYMA_09G028100	41.2879	38.5841
Os06g0549633	GLYMA_09G028200	38.0682	45.3725
Os06g0549633	GLYMA_09G028300	41.8561	41.1546
Os06g0549633	GLYMA_15G132600	43.5606	42.3573
Os06g0549633	GLYMA_15G132700	40.7197	41.1877
Os06g0549633	GLYMA_15G132800	41.4773	40.2574
Os06g0549633	GLYMA_15G132900	42.4242	41.7132
Os06g0549633	GLYMA_15G133200	35.0379	37.6016
Os06g0549633	GLYMA_15G133900	41.8561	39.5349
Os06g0549633	GLYMA_15G134200	41.6667	40.6654
Os06g0549633	GLYMA_15G134300	41.6667	41.1215
Os06g0549633	GLYMA_15G1537002	33.5227	38.6463
Os06g0549900	GLYMA_04G113300	42.803	42.803
Os06g0549900	GLYMA_04G113400	43.75	43.75
Os06g0549900	GLYMA_04G113600	27.6515	40.6685
Os06g0549900	GLYMA_05G122000	43.3712	43.2075
Os06g0549900	GLYMA_05G124800	46.0227	44.2623
Os06g0549900	GLYMA_05G124900	45.0758	43.5101
Os06g0549900	GLYMA_05G125000	43.3712	42.7239
Os06g0549900	GLYMA_05G125200	44.697	44.5283
Os06g0549900	GLYMA_05G125600	42.2348	38.3162
Os06g0549900	GLYMA_05G125800	44.3182	44.0678
Os06g0549900	GLYMA_05G125900	44.8864	44.382
Os06g0549900	GLYMA_06G321500	43.75	43.833
Os06g0549900	GLYMA_06G321600	44.5076	44.4234
Os06g0549900	GLYMA_07G190000	32.0076	39.8585
Os06g0549900	GLYMA_08G059000	42.4242	42.2642
Os06g0549900	GLYMA_08G059100	41.2879	41.0546
Os06g0549900	GLYMA_08G079900	46.2121	45.269
Os06g0549900	GLYMA_08G080000	44.3182	44.4023
Os06g0549900	GLYMA_08G080100	44.3182	44.2344
Os06g0549900	GLYMA_08G080200	41.4773	41.2429
Os06g0549900	GLYMA_08G080400	42.6136	38.9948
Os06g0549900	GLYMA_08G080500	43.5606	42.6716
Os06g0549900	GLYMA_08G080600	44.3182	44.4023
Os06g0549900	GLYMA_08G080700	42.2348	42.6386
Os06g0549900	GLYMA_08G080900	44.3182	39.4604
Os06g0549900	GLYMA_08G112600	44.8864	44.2991
Os06g0549900	GLYMA_09G022600	43.5606	43.152
Os06g0549900	GLYMA_09G026900	43.75	42.5414
Os06g0549900	GLYMA_09G027000	43.9394	42.3358
Os06g0549900	GLYMA_09G027200	42.4242	42.0263
Os06g0549900	GLYMA_09G027300	42.9924	42.5891
Os06g0549900	GLYMA_09G028100	42.2348	39.469
Os06g0549900	GLYMA_09G028200	39.2045	46.7269
Os06g0549900	GLYMA_09G028300	43.1818	42.4581
Os06g0549900	GLYMA_15G132600	43.75	42.5414
Os06g0549900	GLYMA_15G132700	40.9091	41.3793
Os06g0549900	GLYMA_15G132800	43.1818	41.9118
Os06g0549900	GLYMA_15G132900	42.2348	41.527
Os06g0549900	GLYMA_15G133200	35.9848	38.6179
Os06g0549900	GLYMA_15G133900	42.2348	39.8927
Os06g0549900	GLYMA_15G134200	43.75	42.6987
Os06g0549900	GLYMA_15G134300	43.1818	42.6168
Os06g0549900	GLYMA_15G1537002	32.7652	37.7729
Os06g0550000	GLYMA_04G111500	84.4221	92.8177
Os06g0550000	GLYMA_04G130200	46.7337	90.2913
Os06g0550000	GLYMA_06G272500	84.4221	92.8177
Os06g0550000	GLYMA_06G274200	84.4221	92.8177
Os06g0550000	GLYMA_06G317400	80.9045	80.9045
Os06g0550000	GLYMA_06G323000	84.4221	92.8177
Os06g0550000	GLYMA_12G131600	83.9196	92.2652
Os06g0550000	GLYMA_12G131700	84.4221	92.8177
Os06g0550000	GLYMA_14G151200	32.6633	73.0337
Os06g0550000	GLYMA_15G227600	84.4221	92.8177
Os06g0550800	GLYMA_05G160500	30.3887	36.2869
Os06g0550800	GLYMA_06G275500	29.682	34.5679
Os06g0550800	GLYMA_08G118000	31.4488	36.0324
Os06g0550800	GLYMA_12G129900	29.3286	34.4398
Os06g0550800	GLYMA_12G212200	27.5618	31.4516
Os06g0550800	GLYMA_13G226900	28.6219	26.2136
Os06g0550800	GLYMA_13G289500	23.6749	29.386
Os06g0550800	GLYMA_15G085500	31.4488	39.3805
Os06g0551800	GLYMA_13G270100	29.9145	16.092
Os06g0551800	GLYMA_13G270200	26.9231	17.2603
Os06g0552000	GLYMA_13G270100	16.5625	24.3678
Os06g0552000	GLYMA_13G270200	13.75	24.1096
Os06g0552400	GLYMA_13G225400	52.459	53.3333
Os06g0552400	GLYMA_15G086900	51.5483	52.4074
Os06g0552900	GLYMA_16G044100	59.5376	59.8837
Os06g0552900	GLYMA_19G108200	57.2254	57.5581
Os06g0553100	GLYMA_07G0863001	24.1758	60.274
Os06g0553200	GLYMA_02G287400	37.0968	12.0841
Os06g0553200	GLYMA_08G309700	33.3333	22.7941
Os06g0553200	GLYMA_18G106400	33.871	23.3333
Os06g0553800	GLYMA_13G355500	26.4865	24.5
Os06g0553800	GLYMA_15G018700	25.4054	24.1026
Os06g0554100	GLYMA_04G084500	37.6426	45.8333
Os06g0554100	GLYMA_06G086100	42.5856	48.6957
Os06g0554200	GLYMA_04G085400	16.763	36.478
Os06g0554200	GLYMA_06G087000	15.3179	36.3014
Os06g0554600	GLYMA_01G009000	23.7589	33.5
Os06g0554600	GLYMA_07G016300	22.695	32.4873
Os06g0554600	GLYMA_08G034400	19.5035	29.1005
Os06g0554600	GLYMA_08G201700	23.4043	34.555
Os06g0554600	GLYMA_13G355100	23.4043	32.0388
Os06g0554600	GLYMA_15G019100	24.1135	33.4975
Os06g0554600	GLYMA_16G077400	24.1135	32.5359
Os06g0554700	GLYMA_07G091700	17.5589	39.6135
Os06g0554800	GLYMA_07G015800	72.665	57.22
Os06g0554800	GLYMA_13G355000	71.6367	56.2206
Os06g0555400	GLYMA_03G245300	81.7391	68.6131
Os06g0555400	GLYMA_04G211900	53.0435	44.2029
Os06g0555400	GLYMA_10G160300	80.8696	67.8832
Os06g0555400	GLYMA_17G146800	58.2609	69.0722
Os06g0555400	GLYMA_17G147100	33.913	51.3158
Os06g0555400	GLYMA_19G242700	82.6087	69.3431
Os06g0555400	GLYMA_20G228100	75.6522	63.0435
Os06g0555500	GLYMA_05G227000	57.5368	60.3083
Os06g0556000	GLYMA_04G086600	49.2813	50.9554
Os06g0556000	GLYMA_06G088200	49.692	51.4894
Os06g0556000	GLYMA_06G088300	49.076	50.7431
Os06g0556000	GLYMA_14G144200	49.8973	51.4831
Os06g0556000	GLYMA_14G144700	44.7639	47.3913
Os06g0556000	GLYMA_17G192500	54.2094	56.29
Os06g0556600	GLYMA_13G230300	34.2857	35.503
Os06g0556600	GLYMA_13G270700	26.8571	28.4848
Os06g0556600	GLYMA_15G082300	33.1429	34.3195
Os06g0557100	GLYMA_01G007400	40.7301	41.8559
Os06g0557100	GLYMA_01G007500	41.4025	42.6733
Os06g0557100	GLYMA_04G086700	41.5946	42.8289
Os06g0557100	GLYMA_06G088400	42.171	42.9971
Os06g0557100	GLYMA_09G161100	40.4419	41.7659
Os06g0557100	GLYMA_14G144300	43.0355	43.4109
Os06g0557100	GLYMA_16G078800	41.2104	42.4332
Os06g0557100	GLYMA_16G078900	41.4025	42.5469
Os06g0557100	GLYMA_16G079000	28.4342	38.9987
Os06g0557100	GLYMA_16G210500	40.1537	41.4272
Os06g0557700	GLYMA_01G007400	41.2639	32.8727
Os06g0557700	GLYMA_01G007500	40.7683	32.5743
Os06g0557700	GLYMA_04G086700	44.8575	35.8061
Os06g0557700	GLYMA_06G088400	43.8662	34.6719
Os06g0557700	GLYMA_09G161100	40.5204	32.4405
Os06g0557700	GLYMA_14G144300	42.5031	33.2364
Os06g0557700	GLYMA_16G078800	40.3965	32.2453
Os06g0557700	GLYMA_16G078900	41.14	32.7739
Os06g0557700	GLYMA_16G079000	31.2268	33.2016
Os06g0557700	GLYMA_16G210500	40.7683	32.6065
Os06g0558300	GLYMA_01G007100	37.8521	62.6822
Os06g0558300	GLYMA_05G226400	51.7606	61.25
Os06g0558300	GLYMA_07G124600	48.5915	55.5332
Os06g0558300	GLYMA_07G124700	8.4507	55.814
Os06g0558300	GLYMA_08G033200	52.4648	60.3239
Os06g0558700	GLYMA_04G086800	30.3951	13.7363
Os06g0558700	GLYMA_06G088500	30.6991	13.7978
Os06g0558766	GLYMA_04G086800	75.8621	24.1758
Os06g0558766	GLYMA_06G088500	76.7241	24.3169
Os06g0559400	GLYMA_01G006000	20.8696	25.6684
Os06g0559400	GLYMA_05G225900	19.1304	24.3094
Os06g0559400	GLYMA_07G125600	21.3043	26.6304
Os06g0559400	GLYMA_08G032800	19.1304	23.6559
Os06g0559500	GLYMA_01G005700	35.2273	44.0758
Os06g0559500	GLYMA_07G125900	52.6515	54.9407
Os06g0560000	GLYMA_01G128300	56.405	54.491
Os06g0560000	GLYMA_01G128400	40.0826	57.0588
Os06g0560000	GLYMA_03G042400	56.405	54.3825
Os06g0560000	GLYMA_03G042500	19.2149	53.1429
Os06g0560400	GLYMA_04G148900	51.8519	48.6957
Os06g0560400	GLYMA_06G216200	42.1296	48.1481
Os06g0560400	GLYMA_17G117700	55.0926	52.8889
Os06g0561000	GLYMA_07G013900	70.1299	69.4534
Os06g0561000	GLYMA_08G199300	70.1299	70.5882
Os06g0561100	GLYMA_07G218400	52.2388	15.4185
Os06g0561100	GLYMA_20G014900	0	0
Os06g0561100	GLYMA_20G015100	45.5224	13.7079
Os06g0561100	GLYMA_20G015300	40.2985	33.5404
Os06g0561100	GLYMA_20G015400	51.4925	15.6818
Os06g0561100	GLYMA_20G015600	50	15.2968
Os06g0561100	GLYMA_20G016800	43.2836	14.7583
Os06g0561100	GLYMA_U001900	0	0
Os06g0561200	GLYMA_05G222500	70.1754	75.0853
Os06g0561200	GLYMA_08G029300	70.3349	75.256
Os06g0561200	GLYMA_14G093900	69.059	65.3092
Os06g0561200	GLYMA_17G229700	69.378	73.3558
Os06g0561200	GLYMA_U041300	17.7034	65.6805
Os06g0561800	GLYMA_08G101700	0.408163	1.05263
Os06g0562200	GLYMA_04G050900	54.5894	59.7884
Os06g0562200	GLYMA_06G051800	54.1063	59.893
Os06g0562200	GLYMA_14G093700	55.0725	54.2857
Os06g0562200	GLYMA_17G229900	54.1063	59.5745
Os06g0562300	GLYMA_04G050800	27.3394	25.913
Os06g0562300	GLYMA_06G051600	27.7064	27.5046
Os06g0562300	GLYMA_17G230000	27.7064	26.4448
Os06g0562600	GLYMA_11G244700	91.028	91.028
Os06g0562600	GLYMA_18G012400	90.8411	90.8411
Os06g0562700	GLYMA_01G051400	41.5313	12.4133
Os06g0562700	GLYMA_02G109900	41.2993	12.3697
Os06g0563000	GLYMA_01G003500	52.5862	70.6564
Os06g0563000	GLYMA_04G050700	71.5517	72.3837
Os06g0563000	GLYMA_05G222800	72.1264	71.3068
Os06g0563000	GLYMA_06G0515001	25.8621	76.2712
Os06g0563000	GLYMA_06G0515002	45.977	71.1111
Os06g0563000	GLYMA_07G128400	71.8391	73.0994
Os06g0563000	GLYMA_08G029700	62.069	73.7201
Os06g0563000	GLYMA_14G093600	71.2644	71.0602
Os06g0563000	GLYMA_17G230100	71.5517	71.3467
Os06g0563300	GLYMA_02G162100	50.6329	41.2371
Os06g0563300	GLYMA_07G012000	83.5443	25.6311
Os06g0563300	GLYMA_08G195200	84.8101	26.0194
Os06g0563300	GLYMA_13G351800	82.9114	25.4369
Os06g0563300	GLYMA_14G171400	27.2152	46.2366
Os06g0563300	GLYMA_15G022900	84.1772	25.8252
Os06g0563900	GLYMA_09G065300	65.6184	60.5416
Os06g0563900	GLYMA_13G106100	66.0377	63
Os06g0563900	GLYMA_15G171700	7.54717	66.6667
Os06g0563900	GLYMA_17G053300	66.0377	62.5
Os06g0564800	GLYMA_08G170200	70.3704	15.6701
Os06g0564800	GLYMA_15G256700	76.8519	17.1843
Os06g0565000	GLYMA_05G135600	30.5476	36.1775
Os06g0565000	GLYMA_08G090700	40.9222	37.8162
Os06g0565100	GLYMA_04G052100	55.7407	54.927
Os06g0565100	GLYMA_06G052700	56.8519	56.0219
Os06g0565100	GLYMA_14G096900	48.5185	57.2052
Os06g0565100	GLYMA_17G227500	55.3704	56.203
Os06g0565200	GLYMA_13G105700	32.3263	26.2255
Os06g0565200	GLYMA_17G053700	32.6284	26.7327
Os06g0565300	GLYMA_15G024900	49.0066	25.5172
Os06g0565900	GLYMA_07G007700	76.6871	40.6174
Os06g0565900	GLYMA_08G190400	76.6871	40.6174
Os06g0565900	GLYMA_13G348200	77.7607	41.4216
Os06g0565900	GLYMA_15G025800	76.9939	41.0131
Os06g0566100	GLYMA_13G348800	43.8356	36.2606
Os06g0566300	GLYMA_04G051100	46.2725	62.2837
Os06g0566300	GLYMA_06G052000	58.8689	47.908
Os06g0566300	GLYMA_14G094900	42.9306	59.4306
Os06g0566300	GLYMA_17G228600	51.1568	50.6361
Os06g0566500	GLYMA_09G063300	18.9573	14.4404
Os06g0566500	GLYMA_13G104500	20.3791	15.9259
Os06g0566500	GLYMA_14G095300	21.8009	14.4654
Os06g0566500	GLYMA_15G170100	18.0095	14.0221
Os06g0567000	GLYMA_13G104200	71.0526	71.0526
Os06g0567000	GLYMA_17G054900	69.7368	67.9487
Os06g0567200	GLYMA_13G076900	62.8227	63.3681
Os06g0567200	GLYMA_14G041300	63.5112	63.5112
Os06g0567200	GLYMA_20G051600	47.6764	62.6697
Os06g0567200	GLYMA_20G051700	61.9621	62.7178
Os06g0567200	GLYMA_20G051900	62.3064	62.9565
Os06g0567900	GLYMA_13G076900	49.4471	54.3403
Os06g0567900	GLYMA_14G041300	49.763	54.2169
Os06g0567900	GLYMA_20G051600	36.8088	52.7149
Os06g0567900	GLYMA_20G051700	49.921	55.0523
Os06g0567900	GLYMA_20G051900	49.921	54.9565
Os06g0568000	GLYMA_07G010300	88.1579	52.3438
Os06g0568000	GLYMA_08G193400	87.6316	52.0312
Os06g0568200	GLYMA_09G245700	94.8771	94.683
Os06g0568200	GLYMA_10G283200	95.082	95.082
Os06g0568200	GLYMA_18G247300	94.8771	94.683
Os06g0568200	GLYMA_20G106500	95.2869	95.2869
Os06g0568400	GLYMA_03G080500	23.2227	18.3521
Os06g0568400	GLYMA_03G253700	21.8009	19.0083
Os06g0568400	GLYMA_13G369200	31.2796	26.4
Os06g0568400	GLYMA_15G004600	31.7536	26.2745
Os06g0568400	GLYMA_19G251200	20.8531	19.5556
Os06g0568600	GLYMA_13G371400	45.9245	46.0159
Os06g0568600	GLYMA_15G002200	46.1233	45.7594
Os06g0569500	GLYMA_13G371400	47.6471	48.4064
Os06g0569500	GLYMA_15G002200	48.0392	48.3235
Os06g0569900	GLYMA_13G371400	26.1905	26.2948
Os06g0569900	GLYMA_15G002200	26.1905	26.0355
Os06g0570100	GLYMA_13G371400	53.0693	53.3865
Os06g0570100	GLYMA_15G002200	52.2772	52.071
Os06g0570566	GLYMA_13G371400	57.4359	22.3108
Os06g0570566	GLYMA_15G002200	58.4615	22.4852
Os06g0570600	GLYMA_13G371400	44.8161	26.6932
Os06g0570600	GLYMA_15G002200	45.1505	26.6272
Os06g0570900	GLYMA_09G064200	26.5306	26.2868
Os06g0570900	GLYMA_13G105400	24.4898	25.8824
Os06g0570900	GLYMA_15G170500	25.0464	25.0929
Os06g0570900	GLYMA_17G054000	18.1818	23.389
Os06g0571100	GLYMA_17G229600	71.875	72.7011
Os06g0571300	GLYMA_06G270700	34.3195	15.0259
Os06g0571300	GLYMA_12G134000	34.3195	14.1463
Os06g0571300	GLYMA_20G076400	3.5503	4.10959
Os06g0571400	GLYMA_07G273500	77.6442	76.9048
Os06g0571400	GLYMA_12G165500	76.2019	75.8373
Os06g0571400	GLYMA_16G001900	76.9231	76.3723
Os06g0571400	GLYMA_17G001400	79.0865	78.3333
Os06g0571800	GLYMA_04G051300	20.1729	23.9726
Os06g0571800	GLYMA_14G094800	21.0375	23.8562
Os06g0571800	GLYMA_17G228700	22.4784	25.4902
Os06g0572300	GLYMA_09G063500	36.7876	40.4175
Os06g0572300	GLYMA_09G063700	21.4162	38.75
Os06g0572300	GLYMA_09G063900	37.6511	39.9267
Os06g0572300	GLYMA_13G104600	37.6511	41.6031
Os06g0572300	GLYMA_13G104700	38.6874	41.8692
Os06g0572300	GLYMA_15G170300	37.6511	40.1473
Os06g0572300	GLYMA_17G054500	37.8238	40.9346
Os06g0572300	GLYMA_17G054600	37.8238	41.954
Os06g0572400	GLYMA_07G129100	54.0441	53.8462
Os06g0572400	GLYMA_08G029100	58.4559	59.1078
Os06g0573600	GLYMA_07G010400	67.8322	57.3965
Os06g0573600	GLYMA_08G193500	67.6923	57.414
Os06g0573600	GLYMA_09G062900	64.1958	63.6616
Os06g0573600	GLYMA_13G104000	65.1748	55.5423
Os06g0573600	GLYMA_13G350700	66.993	56.956
Os06g0573600	GLYMA_15G023800	67.1329	57.1429
Os06g0573600	GLYMA_15G169500	64.0559	63.5229
Os06g0573900	GLYMA_05G222400	57.4074	40.3909
Os06g0573900	GLYMA_07G129000	57.4074	40.5229
Os06g0573900	GLYMA_08G029200	56.4815	39.7394
Os06g0574000	GLYMA_09G047700	28	30.2469
Os06g0574000	GLYMA_15G155100	28	28.0802
Os06g0574000	GLYMA_16G094200	26	28.9809
Os06g0574100	GLYMA_03G095400	0	0
Os06g0574100	GLYMA_04G054100	77.1084	16.9312
Os06g0574100	GLYMA_06G054400	71.0843	16.6197
Os06g0574100	GLYMA_08G243800	34.9398	15.5914
Os06g0574100	GLYMA_20G088000	51.8072	15.7509
Os06g0574200	GLYMA_13G106500	31.8859	53.7657
Os06g0574200	GLYMA_17G052800	42.804	45.3947
Os06g0574400	GLYMA_01G063600	40.3329	19.1025
Os06g0574400	GLYMA_02G121200	39.9488	19.5122
Os06g0574450	GLYMA_01G063600	34.9138	9.82414
Os06g0574450	GLYMA_02G121200	34.0517	9.88118
Os06g0574500	GLYMA_02G025900	94.1176	94.1176
Os06g0574500	GLYMA_08G293400	94.1176	94.1176
Os06g0574500	GLYMA_18G129700	93.4641	93.4641
Os06g0581000	GLYMA_01G042100	68.6441	69.9482
Os06g0581000	GLYMA_02G022200	68.6441	69.8276
Os06g0581000	GLYMA_05G029900	63.3898	64.1509
Os06g0581000	GLYMA_08G296000	69.4915	69.0236
Os06g0581000	GLYMA_08G296100	67.9661	67.5084
Os06g0581000	GLYMA_17G096800	63.2203	64.0893
Os06g0581000	GLYMA_18G126500	69.661	70.2564
Os06g0581300	GLYMA_20G171300	52.549	52.9644
Os06g0581300	GLYMA_20G1714001	15.6863	45.977
Os06g0581300	GLYMA_20G1714003	7.84314	48.7805
Os06g0581300	GLYMA_20G1714004	12.9412	41.25
Os06g0581500	GLYMA_05G126400	34.4162	32.29
Os06g0582600	GLYMA_02G140000	29.6919	46.4912
Os06g0582600	GLYMA_05G158600	24.3697	27.8846
Os06g0582600	GLYMA_06G272800	44.8179	46.7836
Os06g0582600	GLYMA_06G272900	29.6919	51.9608
Os06g0582600	GLYMA_06G273600	43.1373	45.4277
Os06g0582600	GLYMA_06G273700	44.8179	46.7836
Os06g0582600	GLYMA_06G275100	44.2577	46.1988
Os06g0582600	GLYMA_06G275200	31.3725	40.8759
Os06g0582600	GLYMA_06G275300	42.8571	44.868
Os06g0582600	GLYMA_07G205300	30.5322	40.6716
Os06g0582600	GLYMA_07G205400	43.9776	46.1765
Os06g0582600	GLYMA_08G116300	31.3725	29.5515
Os06g0582600	GLYMA_08G116400	26.0504	27.2727
Os06g0582600	GLYMA_08G116900	33.6134	33.1492
Os06g0582600	GLYMA_12G130500	42.577	44.058
Os06g0582600	GLYMA_12G131200	40.056	41.8129
Os06g0582600	GLYMA_13G229100	31.9328	22.0503
