Gene stable ID	Oryza glumaepatula gene stable ID	%id. target Oryza glumaepatula gene identical to query gene	%id. query gene identical to target Oryza glumaepatula gene
Os06g0228800	OGLUM06G08740	98.2249	98.8095
Os06g0228900	OGLUM06G08750	93.3798	82.8439
Os06g0229066	OGLUM06G08760	66.3951	62.4521
Os06g0229200	OGLUM06G08780	92.6217	92.1875
Os06g0229300	OGLUM06G08790	94.1919	99.7326
Os06g0229800	OGLUM06G08830	99.6296	99.6296
Os06g0230100	OGLUM06G08850	62.2977	79.5455
Os06g0231100	OGLUM06G08670	50.2901	90.5923
Os06g0231100	OGLUM06G08870	86.8472	95.7356
Os06g0231300	OGLUM06G08680	56.8182	86.6337
Os06g0231400	OGLUM06G08880	97.3422	97.3422
Os06g0231600	OGLUM06G08900	94.6903	94.2731
Os06g0232000	OGLUM06G08920	97.6378	92.0792
Os06g0232100	OGLUM06G08930	98.6622	51.9824
Os06g0232200	OGLUM06G08940	99.2443	99.2443
Os06g0232300	OGLUM06G08950	100	91.9255
Os06g0232600	OGLUM06G08970	99.6324	95.7597
Os06g0232700	OGLUM06G08980	23.0089	55.914
Os06g0232800	OGLUM06G08990	53.2468	16.3347
Os06g0233200	OGLUM06G09010	99.7706	99.7706
Os06g0233400	OGLUM06G09020	99.2	99.2
Os06g0233800	OGLUM06G09060	98.1132	97.8495
Os06g0234100	OGLUM06G09080	91.0828	95.4925
Os06g0234200	OGLUM06G09090	98.1395	90.5579
Os06g0234300	OGLUM06G09100	97.9638	95.3745
Os06g0234400	OGLUM06G09110	92.5258	82.151
Os06g0234600	OGLUM06G09120	93.7931	82.0926
Os06g0234800	OGLUM06G09140	33.1658	4.27184
Os06g0235200	OGLUM06G09150	97.8633	97.4468
Os06g0235300	OGLUM06G09160	98.0924	60.1231
Os06g0235400	OGLUM06G09160	100	4.67692
Os06g0235800	OGLUM06G09180	77.5281	98.1043
Os06g0235900	OGLUM06G09210	88.9764	25.5656
Os06g0236300	OGLUM06G09230	98.9418	86.9767
Os06g0236600	OGLUM06G09240	98.8981	98.8981
Os06g0236900	OGLUM06G09250	100	32.0463
Os06g0237300	OGLUM06G09280	98.6186	68.4603
Os06g0237400	OGLUM06G09290	97.3941	99.3355
Os06g0237502	OGLUM06G09300	94.2997	94.2997
Os06g0237900	OGLUM06G09330	92.0792	53.7572
Os06g0238000	OGLUM06G09340	87.8378	96.3983
Os06g0238200	OGLUM06G09360	61.7108	83.4711
Os06g0238600	OGLUM06G09370	72.1154	48.7013
Os06g0238700	OGLUM06G09390	99.4987	99.4987
Os06g0238900	OGLUM06G09410	99.6764	99.6764
Os06g0239000	OGLUM06G09420	90.0901	33.8983
Os06g0239100	OGLUM06G09430	97.035	97.2973
Os06g0239200	OGLUM06G09440	89.2473	90.2174
Os06g0239300	OGLUM06G09470	88.9098	88.5768
Os06g0239700	OGLUM06G09490	92.9104	99.2032
Os06g0240001	OGLUM06G09500	79.7619	75.2809
Os06g0240050	OGLUM06G09530	89.6	63.5461
Os06g0240600	OGLUM10G10760	48.1308	20.7661
Os06g0240700	OGLUM07G08520	7.98479	4.38413
Os06g0240800	OGLUM10G03380	27.1277	39.8438
Os06g0241100	OGLUM07G14160	73.1982	97.8916
Os06g0241200	OGLUM06G09600	97.4576	53.7383
Os06g0241400	OGLUM06G09610	98.9333	98.9333
Os06g0242000	OGLUM06G09620	98.0282	91.3386
Os06g0242600	OGLUM06G09670	47.3684	56.6038
Os06g0242700	OGLUM06G09590	41.6667	33.6538
Os06g0243801	OGLUM06G09720	70.4	31.0406
Os06g0244000	OGLUM06G09740	51.1278	76.4045
Os06g0244100	OGLUM06G09750	99.5556	99.5556
Os06g0244200	OGLUM06G09760	89.1473	35.6037
Os06g0244700	OGLUM06G09780	99.4318	89.5904
Os06g0245600	OGLUM06G09810	99.6296	99.6296
Os06g0245700	OGLUM06G09820	97.7871	79.1134
Os06g0245800	OGLUM06G09830	97.9021	28.1124
Os06g0245900	OGLUM06G09840	99.2941	99.2941
Os06g0246000	OGLUM06G09850	100	100
Os06g0246200	OGLUM06G09860	7.04225	10.4712
Os06g0246400	OGLUM06G09900	88.1481	72.561
Os06g0246500	OGLUM06G09870	95.7286	98.961
Os06g0247200	OGLUM06G09920	95.1923	57.2254
Os06g0247500	OGLUM06G09910	100	100
Os06g0247800	OGLUM06G09940	99.8902	99.8902
Os06g0247900	OGLUM06G09950	95.4048	79.8535
Os06g0248300	OGLUM06G09980	94.47	42.7975
Os06g0248400	OGLUM06G09990	99.3481	92.3636
Os06g0248500	OGLUM06G10000	98.8962	99.7773
Os06g0248600	OGLUM06G10010	98.9247	98.9247
Os06g0249350	OGLUM06G10060	96.7033	98.8764
Os06g0249500	OGLUM06G10070	97.0655	64.9547
Os06g0250000	OGLUM06G10280	77.8182	36.0269
Os06g0250600	OGLUM06G10300	99.5338	99.187
Os06g0251000	OGLUM06G10310	94.2857	28.821
Os06g0251100	OGLUM06G10320	97.6266	98.4051
Os06g0251200	OGLUM06G10330	99.1477	99.1477
Os06g0251700	OGLUM06G10340	98.0263	99.6656
Os06g0252300	OGLUM06G10380	97.7568	86.6109
Os06g0252800	OGLUM07G02320	27.9412	20.2847
Os06g0253100	OGLUM06G10430	96.5753	96.5753
Os06g0253600	OGLUM06G10450	95.4128	95.7055
Os06g0254200	OGLUM06G10470	95.2459	98.308
Os06g0254300	OGLUM06G10490	97.7778	63.4006
Os06g0254600	OGLUM06G10500	67.5556	72.381
Os06g0254700	OGLUM06G10520	95.3488	84.7107
Os06g0255100	OGLUM06G10530	92.6027	91.8478
Os06g0255200	OGLUM06G10540	100	15.3322
Os06g0255400	OGLUM06G10550	100	100
Os06g0255700	OGLUM06G10560	49.3657	86.4815
Os06g0256000	OGLUM06G10610	90.9308	37.4631
Os06g0256200	OGLUM06G10620	95.5782	99.6454
Os06g0256300	OGLUM06G10630	92.4945	97.8972
Os06g0256500	OGLUM06G10640	90.3879	93.5428
Os06g0256800	OGLUM06G10660	46.9484	100
Os06g0256900	OGLUM06G10670	98.994	98.994
Os06g0257600	OGLUM06G10740	70.2564	95.4704
Os06g0258900	OGLUM06G10800	98.6919	98.0505
Os06g0259000	OGLUM06G10810	97.0346	36.9975
Os06g0260000	OGLUM06G10840	86.0544	92
Os06g0260500	OGLUM06G10860	77.9886	83.5366
Os06g0262800	OGLUM06G10880	94.5344	98.7315
Os06g0264200	OGLUM06G10920	92.7235	98.8913
Os06g0264300	OGLUM06G10930	97.8208	99.2629
Os06g0264500	OGLUM06G10950	99.33	93.8291
Os06g0264700	OGLUM06G10970	98.4496	98.4496
Os06g0264800	OGLUM06G10980	100	100
Os06g0264900	OGLUM06G10990	93.7908	64.6396
Os06g0265000	OGLUM06G11000	91.709	100
Os06g0265100	OGLUM06G11010	95.977	49.1176
Os06g0265400	OGLUM06G11040	98.7013	97.9381
Os06g0265900	OGLUM06G11060	89.0951	87.6712
Os06g0266266	OGLUM06G11100	57.9399	100
Os06g0266400	OGLUM06G11110	88.6667	93.662
Os06g0267600	OGLUM06G11150	100	19.8035
Os06g0268700	OGLUM06G11170	96.2825	87.5
Os06g0268800	OGLUM06G11180	83.5052	59.3407
Os06g0269100	OGLUM12G16500	30.6122	37.5
Os06g0269151	OGLUM06G11200	77.8281	63.0037
Os06g0269200	OGLUM06G11210	92.7835	20.979
Os06g0269300	OGLUM06G11220	99.0329	99.0329
Os06g0270200	OGLUM06G11280	79.0909	99.6727
Os06g0270900	OGLUM06G11300	93.9891	95.2029
Os06g0271000	OGLUM06G11320	78.8344	58.1448
Os06g0271200	OGLUM06G11330	38.2353	29.5455
Os06g0271300	OGLUM06G11340	80.6691	84.4358
Os06g0271600	OGLUM06G11350	86.1272	85.6322
Os06g0272850	OGLUM06G11380	92.2819	22.2853
Os06g0273200	OGLUM06G11390	98.8584	98.8584
Os06g0273500	OGLUM06G11400	99.7537	43.9739
Os06g0273800	OGLUM06G11420	100	100
Os06g0274000	OGLUM06G11440	77.7778	90.5882
Os06g0274100	OGLUM06G11450	74.4681	7.18686
Os06g0274200	OGLUM06G11460	98.6667	98.6667
Os06g0274300	OGLUM06G11470	96.7136	90.7489
Os06g0274500	OGLUM06G11490	99.6875	99.3769
Os06g0275000	OGLUM06G11540	95.9494	94.5137
Os06g0275500	OGLUM06G11550	98.6607	94.6467
Os06g0275600	OGLUM06G11560	95.881	99.7619
Os06g0275700	OGLUM06G11570	98.6653	93.2105
Os06g0275800	OGLUM06G11580	97.5446	97.5446
Os06g0275900	OGLUM06G11590	89.6597	89.1927
Os06g0278000	OGLUM06G11640	88.2883	81.2155
Os06g0281300	OGLUM04G01740	51.9608	23.0435
Os06g0281400	OGLUM06G11680	99.1071	75.1269
Os06g0281550	OGLUM06G11690	29.9517	91.1765
Os06g0281800	OGLUM06G11700	98.2857	98.2857
Os06g0282000	OGLUM06G11720	99.1701	99.3763
Os06g0283100	OGLUM06G11800	99.1579	99.1579
Os06g0283200	OGLUM06G11810	91.8742	91.7539
Os06g0283300	OGLUM06G11820	100	100
Os06g0283400	OGLUM06G11830	99.4286	88.6624
Os06g0284200	OGLUM06G11840	100	100
Os06g0284500	OGLUM06G11860	97.9239	98.951
Os06g0284800	OGLUM06G11880	99.6825	99.6825
Os06g0284900	OGLUM06G11890	100	77.3438
Os06g0285100	OGLUM06G11900	99.1632	93.3071
Os06g0285200	OGLUM06G11910	90	98.2533
Os06g0285400	OGLUM06G11920	97.4212	97.7011
Os06g0285900	OGLUM06G11950	93.133	97.7477
Os06g0286146	OGLUM06G11950	1.81159	2.25225
Os06g0286228	OGLUM06G12020	95.4955	95.0673
Os06g0286310	OGLUM06G12030	82.0755	34.3874
Os06g0286351	OGLUM06G12040	95.9001	99.4024
Os06g0286375	OGLUM06G12050	50.3067	70.0855
Os06g0286700	OGLUM06G12060	85.2809	38.4693
Os06g0287000	OGLUM06G12060	88.8399	30.664
Os06g0287200	OGLUM06G12070	95.625	75.5183
Os06g0287500	OGLUM06G12080	96.1661	29.7725
Os06g0287700	OGLUM06G12100	77.931	26.3097
Os06g0288100	OGLUM06G12120	98.2318	97.6562
Os06g0288300	OGLUM06G12130	99.5754	99.5754
Os06g0289200	OGLUM06G12180	97.732	97.1311
Os06g0289900	OGLUM06G12210	61.5385	96.1039
Os06g0291600	OGLUM06G12310	99.1511	99.3197
Os06g0291800	OGLUM06G12320	96.0212	97.3991
Os06g0292100	OGLUM06G12330	95.3763	97.7949
Os06g0292400	OGLUM06G12340	95.3202	83.8267
Os06g0293000	OGLUM06G12360	95.8042	34.5088
Os06g0293100	OGLUM06G12360	64.9695	40.1763
Os06g0293500	OGLUM06G12370	96.6122	97.0657
Os06g0294000	OGLUM06G12370	43.573	46.9484
Os06g0294200	OGLUM06G12370	0	0
Os06g0294400	OGLUM06G12370	37.9471	28.6385
Os06g0294600	OGLUM06G12430	98.4556	99.2218
Os06g0294950	OGLUM11G08570	1.47059	1.23457
Os06g0295000	OGLUM06G12450	95.3917	48.5915
Os06g0295300	OGLUM06G12470	99.1817	52.0172
Os06g0295900	OGLUM06G12530	95.9184	69.1176
Os06g0296100	OGLUM06G12550	95.7811	92.8177
Os06g0296700	OGLUM06G12570	99.4125	99.5294
Os06g0296750	OGLUM06G12560	87.9518	49.6599
Os06g0296900	OGLUM06G12580	98.431	98.431
Os06g0297300	OGLUM06G12590	98.3624	97.7223
Os06g0297400	OGLUM06G12600	99.5868	98.9733
Os06g0297600	OGLUM06G12610	99.3377	37.594
Os06g0297700	OGLUM06G12620	99.841	96.9136
Os06g0297800	OGLUM06G12630	94.9541	99.8071
Os06g0298100	OGLUM06G12650	54.2636	31.3901
Os06g0298200	OGLUM06G12660	100	100
Os06g0298400	OGLUM06G12680	98.9535	96.7045
Os06g0298500	OGLUM06G12690	96.5174	90.6542
Os06g0299100	OGLUM06G12710	95.4407	47.432
Os06g0299200	OGLUM06G12720	87.1622	40.2496
Os06g0300000	OGLUM06G12770	98.6301	36.6599
Os06g0300300	OGLUM06G12780	100	99.1304
Os06g0300500	OGLUM06G12810	84.3585	63.5762
Os06g0300700	OGLUM06G12830	98.6532	98.6532
Os06g0300800	OGLUM06G12840	98.9505	96.7742
Os06g0301000	OGLUM06G12870	95.6	96.371
Os06g0301100	OGLUM06G12880	94.0928	94.0928
Os06g0301300	OGLUM06G12900	94.032	38.0224
Os06g0301400	OGLUM06G12910	92.8571	94.165
Os06g0302000	OGLUM06G12920	65.9218	26.8793
Os06g0303400	OGLUM06G12940	81.2195	84.0909
Os06g0303700	OGLUM06G12960	97.5207	65.6467
Os06g0304500	OGLUM06G12980	100	100
Os06g0304600	OGLUM06G12990	99.1471	99.1471
Os06g0304700	OGLUM07G06500	1.3468	3.1746
Os06g0305200	OGLUM06G13030	82.1017	99.4253
Os06g0306500	OGLUM06G13080	83.5859	71.03
Os06g0306600	OGLUM06G13100	96.3889	97.4719
Os06g0307900	OGLUM06G13170	70.7563	84.3687
Os06g0308000	OGLUM06G13180	98.5102	98.694
Os06g0308100	OGLUM06G13190	98.5663	96.831
Os06g0308200	OGLUM06G13200	95.1807	65.1546
Os06g0308300	OGLUM06G13210	100	100
Os06g0308800	OGLUM06G13220	99.7951	99.7951
Os06g0309000	OGLUM06G13240	91.5408	97.1154
Os06g0309200	OGLUM06G13250	91.2752	27.5862
Os06g0310200	OGLUM04G12410	95.0787	58.4746
Os06g0311000	OGLUM06G13260	99.182	92.2053
Os06g0311300	OGLUM06G13280	88.4	68.8474
Os06g0311600	OGLUM06G13290	97.9545	89.9791
Os06g0311800	OGLUM06G13300	88.8252	66.5236
Os06g0313320	OGLUM06G13320	86.351	90.9091
Os06g0313440	OGLUM06G13330	76.8844	44.6064
Os06g0314000	OGLUM06G13370	98.6166	58.0233
Os06g0314400	OGLUM06G13760	77.4081	30.4618
Os06g0314600	OGLUM06G13750	99.1124	90.7859
Os06g0315000	OGLUM06G13400	85.9756	61.4379
Os06g0315300	OGLUM06G13410	98.0501	92.3885
Os06g0316000	OGLUM06G13430	98.7654	98.7654
Os06g0316100	OGLUM06G13440	99.3421	98.6928
Os06g0316300	OGLUM06G13450	98.2036	98.2036
Os06g0316800	OGLUM06G13460	97.9021	92.7152
Os06g0317100	OGLUM06G13480	95.1219	54.1667
Os06g0317200	OGLUM06G13490	98.6487	98.6487
Os06g0317400	OGLUM06G13500	85.6209	86.1842
Os06g0317600	OGLUM06G13510	93.9394	74.6988
Os06g0318200	OGLUM06G13540	99.4872	99.4872
Os06g0318300	OGLUM06G13530	91.4815	91.8216
Os06g0318400	OGLUM11G06700	22.9167	22.7979
Os06g0318500	OGLUM06G13560	99.8152	98.3607
Os06g0318600	OGLUM06G13580	94.4444	88.2236
Os06g0318700	OGLUM06G13590	98.3696	96.5333
Os06g0319600	OGLUM06G13620	86.8217	14.9933
Os06g0319700	OGLUM06G13630	99.1936	99.1936
Os06g0319800	OGLUM06G13640	100	99.0783
Os06g0320000	OGLUM06G13660	100	100
Os06g0320100	OGLUM06G13670	97.6702	93.0034
Os06g0320300	OGLUM06G13690	98.6207	98.6207
Os06g0320500	OGLUM06G13710	100	70.8824
Os06g0320700	OGLUM06G13720	90.5751	99.8239
Os06g0320850	OGLUM06G13730	89.0625	33.5294
Os06g0320900	OGLUM06G26690	10	4.50928
Os06g0321700	OGLUM06G13390	95.1613	96.1957
Os06g0322400	OGLUM06G13770	84.7619	71.3904
Os06g0323100	OGLUM06G13770	88.2682	84.492
Os06g0324000	OGLUM01G22160	40.8163	10
Os06g0324300	OGLUM06G13790	98.3813	85.2025
Os06g0324400	OGLUM06G13800	100	100
Os06g0324800	OGLUM06G13820	99.6564	99.6564
Os06g0325200	OGLUM06G13840	78.8043	92.9487
Os06g0325500	OGLUM06G13870	99.726	99.726
Os06g0325700	OGLUM06G13890	73.5714	62.0482
Os06g0325900	OGLUM06G13920	96.6912	97.2274
Os06g0326000	OGLUM06G13930	97.8836	99.1957
Os06g0326400	OGLUM06G13950	97.2669	99.6705
Os06g0326500	OGLUM06G13960	97.3978	100
Os06g0326700	OGLUM06G13970	99.4118	91.3513
Os06g0326900	OGLUM06G13980	100	99.3827
Os06g0327400	OGLUM06G14010	42.5743	52.1212
Os06g0328400	OGLUM06G14030	97.9058	98.1627
Os06g0328800	OGLUM06G14040	99.8081	99.8081
Os06g0328900	OGLUM06G14050	98.6207	55.642
Os06g0329300	OGLUM06G14080	99.3289	100
Os06g0329900	OGLUM06G14100	90.4372	84.0102
Os06g0330400	OGLUM06G14240	67.033	91.9598
Os06g0331300	OGLUM06G17280	97.349	44.9354
Os06g0331900	OGLUM01G11740	99.5509	99.5509
Os06g0332400	OGLUM01G11770	95.6076	96.1708
Os06g0332500	OGLUM01G11780	94.4444	89.4737
Os06g0332600	OGLUM01G11790	86.875	59.9138
Os06g0332700	OGLUM01G11800	99.67	60.521
Os06g0332800	OGLUM01G11810	100	100
Os06g0332900	OGLUM01G11820	77.439	55.5799
Os06g0334300	OGLUM06G14280	100	100
Os06g0334400	OGLUM06G14290	100	100
Os06g0334600	OGLUM06G14310	89.4231	57.0552
Os06g0335101	OGLUM06G14320	91.2281	71.2329
Os06g0335500	OGLUM06G14350	99.6241	99.6241
Os06g0336200	OGLUM06G14400	99.5968	99.5968
Os06g0336500	OGLUM06G14420	99.9012	99.8026
Os06g0338200	OGLUM06G14510	87.9656	96.8454
Os06g0338700	OGLUM06G14530	96.7033	74.4711
Os06g0338900	OGLUM06G14540	77.1429	84.375
Os06g0340200	OGLUM06G14600	95.171	93.1102
Os06g0340600	OGLUM06G14610	99.4718	99.4718
Os06g0341300	OGLUM06G14640	94.2238	95.6044
Os06g0341600	OGLUM06G14650	96.2304	96.8388
Os06g0342000	OGLUM06G14700	87.9496	97.996
Os06g0342100	OGLUM06G14710	100	100
Os06g0342200	OGLUM06G14730	100	100
Os06g0342500	OGLUM06G14720	98.7915	97.9042
Os06g0342750	OGLUM06G14750	87.7888	51.3514
Os06g0343000	OGLUM06G14750	97.1429	19.6911
Os06g0343100	OGLUM06G14760	99.4465	99.4465
Os06g0343600	OGLUM06G14770	99.7904	99.7904
Os06g0343900	OGLUM06G14780	81.8182	32.3291
Os06g0344900	OGLUM06G14810	96.2467	96.5054
Os06g0345200	OGLUM06G14820	54.8035	93.6567
Os06g0346600	OGLUM06G14980	44.186	25.3333
Os06g0347100	OGLUM06G15010	98.7603	58.4352
Os06g0347300	OGLUM06G15020	76.3513	94.1667
Os06g0347700	OGLUM06G15040	42.1769	80.5195
Os06g0348800	OGLUM06G15080	99.1209	99.1209
Os06g0349700	OGLUM06G15090	98.1096	91.6961
Os06g0349800	OGLUM06G15100	98.0645	98.0645
Os06g0350600	OGLUM06G15120	61.3546	88
Os06g0351500	OGLUM06G15150	100	86.1048
Os06g0352200	OGLUM06G15200	76.6798	98.4772
Os06g0352900	OGLUM06G15240	99.4083	99.4083
Os06g0353400	OGLUM06G15280	69.8795	39.322
Os06g0354500	OGLUM06G15290	99.708	99.708
Os06g0354600	OGLUM06G29110	72.4138	41.5842
Os06g0354700	OGLUM06G15300	98.9712	99.5859
Os06g0355150	OGLUM08G00700	73.6434	21.4447
Os06g0356800	OGLUM06G15330	96.7742	80.8081
Os06g0358800	OGLUM06G15360	99.3311	99.3311
Os06g0359400	OGLUM06G15390	99.359	99.359
Os06g0360300	OGLUM06G15420	97.9381	97.9381
Os06g0361500	OGLUM03G23880	29.4737	25.9259
Os06g0362100	OGLUM06G15490	71.7557	95.9184
Os06g0364500	OGLUM06G15570	100	100
Os06g0365200	OGLUM07G14740	38.9381	21.256
Os06g0367100	OGLUM06G15640	95.2381	94.5055
Os06g0367500	OGLUM06G15660	43.2432	91.4286
Os06g0367900	OGLUM06G15680	99.1228	94.6399
Os06g0468400	OGLUM11G23110	99.7389	83.0435
Os06g0470000	OGLUM06G15710	99.0458	97.9245
Os06g0471100	OGLUM06G15780	88.3249	34.5924
Os06g0472000	OGLUM06G15810	95.283	90.991
Os06g0472200	OGLUM06G15820	93.0723	99.0385
Os06g0472400	OGLUM06G15840	99.327	99.327
Os06g0472600	OGLUM06G15850	36.5385	14.8825
Os06g0472700	OGLUM06G15860	100	98.0354
Os06g0473000	OGLUM06G15880	97.479	31.1828
Os06g0473100	OGLUM06G15890	86.1111	79.4872
Os06g0473200	OGLUM06G15900	90.1408	63.745
Os06g0473700	OGLUM06G15910	55.6962	61.1111
Os06g0474200	OGLUM06G15920	77.2727	90.3654
Os06g0474300	OGLUM06G15930	40.625	85.9031
Os06g0474500	OGLUM06G15940	99.5392	99.5392
Os06g0474800	OGLUM06G15950	98.3051	77.8523
Os06g0474866	OGLUM06G15960	96.3855	51.2821
Os06g0475400	OGLUM06G15980	99.2509	99.2509
Os06g0475800	OGLUM06G16000	96.4539	96.4539
Os06g0476200	OGLUM06G16020	93.44	86.6469
Os06g0476900	OGLUM06G16090	37.6623	21.4815
Os06g0478600	OGLUM06G16130	99.3088	99.3088
Os06g0479400	OGLUM06G16140	92.5581	68.6207
Os06g0480000	OGLUM06G16160	99.6058	99.6058
Os06g0481900	OGLUM06G16240	88.3929	62.6582
Os06g0482200	OGLUM06G16260	96.25	57.6779
Os06g0483150	OGLUM06G16320	53.6364	30.5699
Os06g0483200	OGLUM05G08730	38.8601	17.8571
Os06g0483500	OGLUM06G16300	71.6707	49.1694
Os06g0483900	OGLUM06G16330	45.4545	57.2519
Os06g0484400	OGLUM06G16360	74	38.1443
Os06g0484450	OGLUM03G04710	13.8021	40.458
Os06g0484500	OGLUM06G16370	92.1053	98.1308
Os06g0484600	OGLUM06G16380	98.7952	98.7952
Os06g0484950	OGLUM05G07850	27.686	3.20268
Os06g0485100	OGLUM06G16400	77.2973	62.9956
Os06g0486000	OGLUM06G16410	98.7968	99.0617
Os06g0486300	OGLUM06G16430	90.9524	77.4848
Os06g0486400	OGLUM06G16440	99.1342	83.6784
Os06g0486800	OGLUM07G11650	99.734	99.734
Os06g0486900	OGLUM07G11640	99.4709	99.4709
Os06g0487700	OGLUM06G17010	93.0769	65.4054
Os06g0487900	OGLUM06G16970	83.1418	92.1444
Os06g0488050	OGLUM06G16960	59.7997	92.0705
Os06g0488200	OGLUM06G16950	95.4872	97.6589
Os06g0488600	OGLUM06G16930	100	26.4292
Os06g0489200	OGLUM06G16900	88.2114	97.4186
Os06g0489500	OGLUM06G16880	97.2956	96.9906
Os06g0489900	OGLUM06G16870	54.3046	99.1936
Os06g0490000	OGLUM06G16860	74.5098	41.9889
Os06g0490400	OGLUM06G16460	72.8395	98.3333
Os06g0490700	OGLUM06G16480	99.4737	74.4094
Os06g0492000	OGLUM02G01700	54.4304	20.8738
Os06g0492300	OGLUM06G16560	46.1538	47.191
Os06g0492700	OGLUM06G16580	97.8261	95.7447
Os06g0492900	OGLUM06G16590	99.8145	45.0209
Os06g0493100	OGLUM06G16600	97.561	97.561
Os06g0493600	OGLUM06G16620	97.1014	95.8284
Os06g0493801	OGLUM06G16630	99.2548	99.2548
Os06g0494000	OGLUM06G16640	93.0435	100
Os06g0494100	OGLUM06G16650	99.645	89.1949
Os06g0494400	OGLUM06G16670	90.6122	87.574
Os06g0495500	OGLUM06G16710	96.0334	97.4576
Os06g0495700	OGLUM06G16720	97.7366	87.8004
Os06g0496000	OGLUM06G16740	77.1014	95.1699
Os06g0496601	OGLUM06G16770	92.8571	46.8468
Os06g0496800	OGLUM06G16780	62.9032	99.635
Os06g0497350	OGLUM02G06470	52.6596	14.7982
Os06g0497350	OGLUM02G06500	36.1702	38.6364
Os06g0497350	OGLUM02G23540	52.6596	32.5658
Os06g0497500	OGLUM06G16810	33.6343	45.7055
Os06g0498000	OGLUM06G16840	99.537	99.537
Os06g0498150	OGLUM06G16850	99.0826	99.0826
Os06g0498400	OGLUM06G17020	94.9788	90.9892
Os06g0498500	OGLUM06G17030	99.2908	99.2908
Os06g0498800	OGLUM06G17050	100	100
Os06g0498900	OGLUM06G14230	99.7063	99.7063
Os06g0499000	OGLUM06G14220	95.2663	53.9363
Os06g0499100	OGLUM06G14210	74.5856	96.4286
Os06g0499301	OGLUM06G14190	60.9034	93.3174
Os06g0499500	OGLUM06G14160	55.1613	88.601
Os06g0499900	OGLUM06G14140	79.9587	65.8163
Os06g0500300	OGLUM06G14120	97.7099	97.3384
Os06g0500700	OGLUM06G14110	98.0198	98.2143
Os06g0502800	OGLUM06G17150	1.63934	1.63265
Os06g0502900	OGLUM06G17160	99.8016	99.8016
Os06g0503100	OGLUM06G17180	99.177	77.12
Os06g0503600	OGLUM06G17320	29.771	41.0526
Os06g0503800	OGLUM03G33280	37.7049	76.0331
Os06g0504100	OGLUM06G17310	92.8571	94.2029
Os06g0504900	OGLUM06G17360	98.7047	98.7047
Os06g0505100	OGLUM06G17390	91.1905	17.3146
Os06g0505302	OGLUM06G17390	90.622	42.8119
Os06g0505400	OGLUM06G17400	98.6339	98.6339
Os06g0506000	OGLUM06G17420	98.4791	98.4791
Os06g0506100	OGLUM06G17430	99.3473	93.0318
Os06g0506200	OGLUM06G17440	92.0354	63.6086
Os06g0507300	OGLUM06G17480	99.005	99.005
Os06g0507400	OGLUM06G17490	100	97.6321
Os06g0507900	OGLUM06G17510	99.0881	46.7719
Os06g0508700	OGLUM06G17520	96.5909	10.5853
Os06g0509600	OGLUM06G17530	79.0476	79.4258
Os06g0509900	OGLUM06G17540	98.5185	98.5185
Os06g0515400	OGLUM11G08970	48.0519	31.0924
Os06g0516432	OGLUM08G14900	73.4375	28.3133
Os06g0520600	OGLUM07G14590	72.0113	87.5214
Os06g0520733	OGLUM06G17730	100	77.3973
Os06g0521300	OGLUM06G17750	94.958	94.958
Os06g0523100	OGLUM06G17830	99.1936	78.3439
Os06g0523300	OGLUM06G17840	72.449	86.5854
Os06g0523400	OGLUM06G17850	97.8261	99.6835
Os06g0523900	OGLUM06G17870	65.6652	99.1361
Os06g0524300	OGLUM06G17880	97.2873	99.2453
Os06g0524400	OGLUM06G17890	99.061	99.061
Os06g0524500	OGLUM06G17900	98.2456	98.2456
Os06g0524700	OGLUM06G17920	94.3052	70.8904
Os06g0524900	OGLUM06G17930	91.0256	46.7105
Os06g0525000	OGLUM06G17940	74.3456	73.5751
Os06g0525200	OGLUM06G17950	98.9848	98.9848
Os06g0526100	OGLUM06G17990	94.4304	92.5558
Os06g0526350	OGLUM01G16120	58.8235	60.241
Os06g0526400	OGLUM06G18030	78.0612	76.5
Os06g0526466	OGLUM06G17980	37.6812	89.6552
Os06g0526600	OGLUM06G18040	93.4995	93.096
Os06g0526800	OGLUM06G18050	95.7386	47.5989
Os06g0527100	OGLUM06G18060	99.1354	99.1354
Os06g0527300	OGLUM06G18070	97.931	52.302
Os06g0527800	OGLUM06G18080	96.1165	96.1165
Os06g0528300	OGLUM06G18120	99.0291	99.0291
Os06g0528600	OGLUM06G18140	99.7416	99.7416
Os06g0528700	OGLUM06G18150	99.3814	99.3814
Os06g0529800	OGLUM06G18180	99.2857	99.2857
Os06g0529800	OGLUM06G18200	21.6667	97.8495
Os06g0529900	OGLUM06G18210	99.3197	96.0526
Os06g0530300	OGLUM06G18220	97.6608	57.5862
Os06g0530400	OGLUM06G18230	78.2178	42.0213
Os06g0530700	OGLUM06G18240	97.0199	90.7121
Os06g0531000	OGLUM06G18260	73.7903	77.707
Os06g0531200	OGLUM06G18270	97.7157	96.25
Os06g0531400	OGLUM06G18280	100	98.4043
Os06g0531600	OGLUM06G18290	99.7333	99.7333
Os06g0531900	OGLUM06G18310	99.4937	99.4937
Os06g0532500	OGLUM06G18320	89.5161	96.5217
Os06g0533700	OGLUM06G18340	95.8904	95.8904
Os06g0534200	OGLUM06G18360	97.8261	100
Os06g0534500	OGLUM06G18390	100	100
Os06g0534800	OGLUM06G18410	100	100
Os06g0534900	OGLUM06G18840	44.0367	30.094
