Gene stable ID	Hordeum vulgare gene stable ID	%id. target Hordeum vulgare gene identical to query gene	%id. query gene identical to target Hordeum vulgare gene
Os05g0243200	HORVU6Hr1G091140	39.375	23.5075
Os05g0243300	HORVU6Hr1G091140	82.7225	58.9552
Os05g0244500	HORVU5Hr1G012240	68.5714	67.2897
Os05g0244500	HORVU5Hr1G012290	68.1905	68.1905
Os05g0244500	HORVU5Hr1G012450	67.8095	68.5935
Os05g0244900	HORVU7Hr1G099720	37.7358	31.0078
Os05g0244900	HORVU7Hr1G099740	33.9623	54.5455
Os05g0244900	HORVU7Hr1G099880	33.0189	53.0303
Os05g0244900	HORVU7Hr1G099980	23.1132	55.6818
Os05g0245300	HORVU7Hr1G027410	67.284	67.284
Os05g0246300	HORVU2Hr1G097480	78.7879	73.4982
Os05g0246600	HORVU4Hr1G079270	1.8797	2.88184
Os05g0247900	HORVU2Hr1G037590	74.1822	72.4059
Os05g0250600	HORVU6Hr1G010040	30.2083	35.8025
Os05g0250700	HORVU1Hr1G083510	28.2014	23.586
Os05g0250700	HORVU4Hr1G000310	55.3957	39.8964
Os05g0250700	HORVU4Hr1G000350	54.964	31.3115
Os05g0250700	HORVU7Hr1G008100	60	30.1737
Os05g0251400	HORVU3Hr1G043730	72.7273	74.552
Os05g0251900	HORVU1Hr1G031780	54.0625	50.5848
Os05g0251900	HORVU5Hr1G107260	50.7812	62.9845
Os05g0252000	HORVU1Hr1G031780	48.3965	48.538
Os05g0252000	HORVU5Hr1G107260	46.6472	62.0155
Os05g0255600	HORVU7Hr1G029120	41.3043	84.8214
Os05g0255800	HORVU7Hr1G018230	74.5763	47.6965
Os05g0256000	HORVU4Hr1G040280	89.5705	86.1357
Os05g0268500	HORVU1Hr1G018710	71.6356	72.8421
Os05g0270000	HORVU3Hr1G051530	88.3019	77.7409
Os05g0270200	HORVU1Hr1G019590	73.6501	75.1101
Os05g0270400	HORVU2Hr1G065940	70.4	70.4
Os05g0270500	HORVU2Hr1G065960	81.0811	76.4331
Os05g0270500	HORVU3Hr1G099400	79.0541	75.4839
Os05g0270800	HORVU7Hr1G049510	74.9077	69.5205
Os05g0271300	HORVU7Hr1G115000	45.1104	76.0638
Os05g0271300	HORVU7Hr1G115100	80.7571	62.7451
Os05g0271900	HORVU1Hr1G045550	13.5246	44.5946
Os05g0271900	HORVU2Hr1G042400	22.541	59.4595
Os05g0271900	HORVU3Hr1G024810	28.0738	72.1053
Os05g0271900	HORVU4Hr1G044120	67.418	69.556
Os05g0271900	HORVU4Hr1G082460	15.3689	44.6429
Os05g0271900	HORVU5Hr1G010830	18.4426	48.6486
Os05g0271900	HORVU6Hr1G087930	14.1393	46.6216
Os05g0272200	HORVU4Hr1G066750	85.0877	74.3295
Os05g0272300	HORVU1Hr1G075160	52.6316	15.9236
Os05g0272800	HORVU4Hr1G066750	78.2274	77.7778
Os05g0272900	HORVU1Hr1G061430	82.3529	82.3529
Os05g0273500	HORVU5Hr1G024490	21.7069	27.6596
Os05g0273800	HORVU3Hr1G070810	21.148	67.9612
Os05g0273800	HORVU3Hr1G070830	38.6707	73.5632
Os05g0273800	HORVU7Hr1G045620	35.3474	75.974
Os05g0273800	HORVU7Hr1G045640	76.1329	71.5909
Os05g0274200	HORVU1Hr1G030930	85.3503	80.6419
Os05g0274300	HORVU1Hr1G019390	69.8953	63.4204
Os05g0274900	HORVU2Hr1G052650	94.6078	81.0924
Os05g0275000	HORVU7Hr1G111000	70.6179	68.6274
Os05g0275100	HORVU6Hr1G014060	73.2694	69.4248
Os05g0275700	HORVU7Hr1G072200	81.8713	80.9249
Os05g0277000	HORVU5Hr1G121370	73.3871	71.3726
Os05g0277300	HORVU1Hr1G017210	90.8309	72.7064
Os05g0277300	HORVU3Hr1G053610	70.2006	56.8445
Os05g0277500	HORVU1Hr1G017170	84.6154	55.8209
Os05g0278500	HORVU3Hr1G066740	75.9259	77.3585
Os05g0278500	HORVU3Hr1G066760	26.3889	70.8075
Os05g0279300	HORVU1Hr1G031370	45.1128	18.2927
Os05g0279400	HORVU1Hr1G032900	76.2016	72.4638
Os05g0279900	HORVU7Hr1G078960	91.746	59.1002
Os05g0280500	HORVU2Hr1G023650	64.2458	64.9717
Os05g0280700	HORVU4Hr1G000730	75.9494	74.0741
Os05g0283200	HORVU1Hr1G029910	44.7514	74.3119
Os05g0283200	HORVU3Hr1G012630	66.2983	65.5738
Os05g0289400	HORVU5Hr1G075030	75.7953	76.3231
Os05g0289400	HORVU7Hr1G089610	87.9668	80.2018
Os05g0289700	HORVU2Hr1G022390	70.9052	69.7034
Os05g0290300	HORVU5Hr1G099490	60.2871	16.9583
Os05g0291700	HORVU3Hr1G065580	27.2727	58.4416
Os05g0292200	HORVU1Hr1G034730	84.7716	83.0846
Os05g0292200	HORVU5Hr1G045350	36.2944	67.1361
Os05g0292200	HORVU5Hr1G105710	58.8832	72.7273
Os05g0293500	HORVU6Hr1G027330	68.0965	66.4921
Os05g0294600	HORVU2Hr1G067790	65.786	65.786
Os05g0295100	HORVU0Hr1G014270	35.5422	80
Os05g0295200	HORVU7Hr1G084900	51.4925	21.7666
Os05g0295300	HORVU2Hr1G010440	2.7027	0.248262
Os05g0295700	HORVU1Hr1G091710	48.9796	13.5977
Os05g0295800	HORVU2Hr1G010100	64.135	79.1667
Os05g0295800	HORVU5Hr1G051710	54.0084	81.0127
Os05g0295900	HORVU4Hr1G024790	66.3265	66.8571
Os05g0297400	HORVU5Hr1G049630	55.2189	44.9315
Os05g0298200	HORVU3Hr1G033250	77.4859	63.8331
Os05g0298200	HORVU4Hr1G032980	34.8968	49.2063
Os05g0298200	HORVU4Hr1G073880	39.0244	75.9124
Os05g0299200	HORVU1Hr1G016790	61.0887	69.4954
Os05g0299300	HORVU1Hr1G040200	82.0896	25.8216
Os05g0299300	HORVU1Hr1G040250	82.0896	17.6
Os05g0299700	HORVU1Hr1G032850	68.9655	77.9221
Os05g0301500	HORVU4Hr1G082730	83.4146	83.6868
Os05g0301600	HORVU4Hr1G011360	72.7273	71.4286
Os05g0301700	HORVU7Hr1G058850	95.3947	95.3947
Os05g0302300	HORVU1Hr1G030740	70.8548	66.3452
Os05g0302600	HORVU1Hr1G030710	72.6562	55.8559
Os05g0302700	HORVU7Hr1G042790	77.8947	78.3069
Os05g0303000	HORVU1Hr1G030790	92.1569	54.2308
Os05g0304100	HORVU1Hr1G030870	61.4173	52
Os05g0304100	HORVU6Hr1G002670	53.5433	59.1304
Os05g0304200	HORVU0Hr1G039090	33.121	18.7726
Os05g0304600	HORVU1Hr1G054390	79.1027	79.3839
Os05g0304800	HORVU7Hr1G082930	24.7706	19.9017
Os05g0304900	HORVU2Hr1G011550	83.4008	68.2119
Os05g0305100	HORVU3Hr1G018440	21.0801	78.5714
Os05g0305100	HORVU3Hr1G018460	14.6341	64.6154
Os05g0305100	HORVU3Hr1G019090	76.1324	75.0859
Os05g0305100	HORVU5Hr1G065240	66.3763	62.8713
Os05g0305200	HORVU7Hr1G115910	78.4024	74.4382
Os05g0305200	HORVU7Hr1G115920	82.5444	70.9924
Os05g0305300	HORVU3Hr1G019130	81.8707	80.0226
Os05g0305900	HORVU2Hr1G100620	51.7497	71.9764
Os05g0306000	HORVU1Hr1G034880	24.8292	51.4151
Os05g0307100	HORVU1Hr1G052530	82.3529	14.4928
Os05g0307200	HORVU1Hr1G019670	71.8944	74.5572
Os05g0307400	HORVU4Hr1G024480	47.5973	50.9804
Os05g0307400	HORVU5Hr1G047100	56.9794	43.4555
Os05g0310500	HORVU4Hr1G010300	38.8601	21.1864
Os05g0310500	HORVU4Hr1G010360	40.4145	19.403
Os05g0310500	HORVU4Hr1G010390	40.9326	15.0763
Os05g0310600	HORVU5Hr1G043560	77.2242	72.5752
Os05g0310750	HORVU7Hr1G118230	85.0575	24.8322
Os05g0311801	HORVU3Hr1G025950	64.5161	63.5838
Os05g0312500	HORVU1Hr1G017470	84.0637	85.4251
Os05g0312600	HORVU5Hr1G085800	58.8832	66.2857
Os05g0313500	HORVU6Hr1G063770	87.1642	84.3931
Os05g0313600	HORVU1Hr1G019670	63.871	63.7681
Os05g0314100	HORVU3Hr1G113110	95.2381	60.9756
Os05g0314700	HORVU4Hr1G048140	56.3636	4.37544
Os05g0315100	HORVU3Hr1G024640	68.7927	35.782
Os05g0315700	HORVU2Hr1G022390	66.457	67.161
Os05g0316000	HORVU1Hr1G033470	81.4255	83.4071
Os05g0316100	HORVU0Hr1G000410	85.6152	85.6152
Os05g0316200	HORVU2Hr1G024150	81.4103	81.9355
Os05g0316200	HORVU2Hr1G024160	65.5983	67.7704
Os05g0316800	HORVU0Hr1G013910	24.5552	33.0144
Os05g0317200	HORVU5Hr1G052100	88.7052	87.619
Os05g0317700	HORVU1Hr1G088680	59.2152	60.3636
Os05g0317700	HORVU4Hr1G000420	59.8097	57.4201
Os05g0317900	HORVU1Hr1G088680	60.0473	61.5758
Os05g0317900	HORVU4Hr1G000420	60.2837	58.2192
Os05g0318100	HORVU3Hr1G022780	79.6636	79.0592
Os05g0318300	HORVU3Hr1G018840	78.1376	75.0973
Os05g0318600	HORVU3Hr1G111040	63.4752	42.8743
Os05g0318700	HORVU5Hr1G084100	75.4824	75.1412
Os05g0319200	HORVU3Hr1G019410	16.9355	36.3636
Os05g0319700	HORVU7Hr1G114400	75.523	78.4783
Os05g0319800	HORVU7Hr1G114340	80.572	85.1929
Os05g0319900	HORVU5Hr1G106210	70.9821	28.0423
Os05g0319900	HORVU5Hr1G106250	70.9821	30.5769
Os05g0319900	HORVU5Hr1G106260	8.03571	4.98615
Os05g0319900	HORVU5Hr1G106270	70.9821	28.2416
Os05g0319900	HORVU5Hr1G106280	70.5357	28.8321
Os05g0320100	HORVU1Hr1G010280	30.7692	30.9333
Os05g0320100	HORVU4Hr1G018590	21.2202	37.7358
Os05g0320100	HORVU6Hr1G004900	34.4828	30.5164
Os05g0320700	HORVU3Hr1G025920	72	58.5366
Os05g0320700	HORVU4Hr1G087560	17.4	91.5789
Os05g0320700	HORVU4Hr1G087630	86.4	86.4
Os05g0321600	HORVU1Hr1G026800	62.2951	53.5211
Os05g0321900	HORVU6Hr1G013890	34.8131	67.4208
Os05g0322900	HORVU0Hr1G030830	37.7301	43.9286
Os05g0322900	HORVU2Hr1G109330	47.2393	47.3846
Os05g0322900	HORVU7Hr1G083270	46.6258	49.3507
Os05g0323100	HORVU6Hr1G012440	71.2121	70.7527
Os05g0323800	HORVU1Hr1G034470	92.543	64.4474
Os05g0323900	HORVU2Hr1G117740	78.7879	71.9368
Os05g0324100	HORVU3Hr1G103450	6.12245	2.95567
Os05g0324100	HORVU3Hr1G103630	75.5102	17.7458
Os05g0324200	HORVU3Hr1G103450	34.4828	34.4828
Os05g0324200	HORVU3Hr1G103630	70.936	34.5324
Os05g0324600	HORVU2Hr1G093380	50	50.9804
Os05g0324700	HORVU2Hr1G117410	44.9438	36.6972
Os05g0324700	HORVU2Hr1G117550	44.9438	30.0752
Os05g0325200	HORVU2Hr1G041880	38.4298	37.0518
Os05g0325200	HORVU2Hr1G041950	38.0165	38.3333
Os05g0326400	HORVU2Hr1G041880	47.651	28.2869
Os05g0326400	HORVU2Hr1G041950	46.9799	29.1667
Os05g0327000	HORVU2Hr1G041880	27.9279	24.7012
Os05g0327000	HORVU2Hr1G041950	27.027	25
Os05g0328300	HORVU4Hr1G051350	61.2245	25.2101
Os05g0331200	HORVU3Hr1G076920	89.2174	83.9607
Os05g0332600	HORVU1Hr1G012240	84.9879	60.8319
Os05g0333100	HORVU2Hr1G117610	57.1865	40.8297
Os05g0333200	HORVU7Hr1G008720	87.4359	86.7684
Os05g0333500	HORVU5Hr1G037600	87.0246	66.7238
Os05g0334000	HORVU5Hr1G037600	87.0246	66.7238
Os05g0334400	HORVU5Hr1G037600	87.0246	66.7238
Os05g0334750	HORVU2Hr1G117610	68.071	67.0306
Os05g0335401	HORVU2Hr1G067870	69.9346	10.5941
Os05g0335500	HORVU3Hr1G085990	47.7679	58.1522
Os05g0335800	HORVU7Hr1G106160	74.4681	33.0189
Os05g0337400	HORVU1Hr1G064750	67.6829	65.2941
Os05g0338900	HORVU7Hr1G025670	75.1219	27.1605
Os05g0338900	HORVU7Hr1G025680	75.1219	27.0175
Os05g0339000	HORVU7Hr1G025620	63.3166	65.5113
Os05g0339200	HORVU2Hr1G068150	62.6943	51.0549
Os05g0341100	HORVU0Hr1G007330	36.4362	56.3786
Os05g0341100	HORVU0Hr1G018670	54.2553	52.987
Os05g0341100	HORVU2Hr1G097340	34.0426	53.112
Os05g0341100	HORVU3Hr1G016120	53.7234	53.4392
Os05g0341100	HORVU3Hr1G108030	56.383	55.7895
Os05g0341100	HORVU3Hr1G108070	43.0851	54.9153
Os05g0341100	HORVU3Hr1G108570	36.9681	57.2016
Os05g0341100	HORVU6Hr1G085110	48.1383	46.77
Os05g0341100	HORVU6Hr1G085210	59.0426	53.753
Os05g0341900	HORVU6Hr1G024570	48.5605	51.4228
Os05g0344200	HORVU3Hr1G083470	51.4451	27.3846
Os05g0344400	HORVU1Hr1G051500	74.0196	81.6216
Os05g0345100	HORVU1Hr1G051510	27.5641	18.3761
Os05g0345175	HORVU1Hr1G051510	93.6709	15.812
Os05g0345400	HORVU1Hr1G051570	82.3819	82.4631
Os05g0345500	HORVU3Hr1G105240	80.1489	80.2484
Os05g0345700	HORVU1Hr1G008340	65.0177	65.2482
Os05g0345900	HORVU2Hr1G045680	61.6667	25.256
Os05g0345900	HORVU3Hr1G076010	0	0
Os05g0345900	HORVU6Hr1G044430	28.3333	12.8302
Os05g0345900	HORVU7Hr1G108840	0	0
Os05g0346100	HORVU1Hr1G060480	82.2222	75.6388
Os05g0346500	HORVU1Hr1G060330	74.893	72.7147
Os05g0346500	HORVU1Hr1G060380	74.893	73.6325
Os05g0346800	HORVU1Hr1G060290	71.9807	63.9485
Os05g0347400	HORVU1Hr1G060250	68.3099	67.8322
Os05g0348100	HORVU5Hr1G066490	74.4681	36.2694
Os05g0349200	HORVU1Hr1G059810	93.9547	41.9573
Os05g0349500	HORVU1Hr1G059860	70.9746	76.3098
Os05g0349500	HORVU7Hr1G101390	71.1864	67.4699
Os05g0349700	HORVU1Hr1G059890	88.0319	87.7984
Os05g0349800	HORVU1Hr1G059920	56.8421	39.4161
Os05g0350500	HORVU1Hr1G059960	81.6794	73.4554
Os05g0350600	HORVU1Hr1G059970	84.5455	84.9315
Os05g0350700	HORVU1Hr1G060010	77.6978	77.4502
Os05g0350900	HORVU1Hr1G060030	39.3365	24.8503
Os05g0351200	HORVU1Hr1G060060	56.8773	49.8371
Os05g0351500	HORVU1Hr1G060100	63.1016	76.129
Os05g0352700	HORVU1Hr1G060140	36.087	13.1537
Os05g0352700	HORVU6Hr1G005990	6.08696	3.11804
Os05g0352750	HORVU1Hr1G046720	32.7586	46.7692
Os05g0352750	HORVU5Hr1G096330	11.4224	50.9615
Os05g0352750	HORVU6Hr1G006000	39.0086	40.2222
Os05g0352750	HORVU7Hr1G076100	30.3879	50.3571
Os05g0352800	HORVU1Hr1G060150	83.5294	76.3441
Os05g0353300	HORVU1Hr1G060170	57.9918	56.9417
Os05g0353300	HORVU1Hr1G060200	22.3361	78.4173
Os05g0353400	HORVU1Hr1G013580	85.023	76.556
Os05g0353400	HORVU1Hr1G060180	90.4378	90.4378
Os05g0353500	HORVU1Hr1G060190	47.7679	75.6184
Os05g0353600	HORVU1Hr1G060210	54.3284	75.5187
Os05g0354300	HORVU1Hr1G059770	0	0
Os05g0354300	HORVU1Hr1G059780	86.3539	44.1176
Os05g0354400	HORVU1Hr1G059720	69.1149	75.3593
Os05g0354400	HORVU1Hr1G059760	69.1149	75.3593
Os05g0355133	HORVU1Hr1G059750	78.8212	79.5363
Os05g0355200	HORVU1Hr1G059630	78.481	71.9884
Os05g0355300	HORVU1Hr1G059610	60.9244	64.4444
Os05g0355300	HORVU1Hr1G059660	61.7647	57.874
Os05g0355500	HORVU1Hr1G059570	85	85
Os05g0355700	HORVU1Hr1G059560	60.4762	39.1975
Os05g0355900	HORVU1Hr1G059500	52.6316	54.7264
Os05g0355900	HORVU2Hr1G018250	35.4067	48.6842
Os05g0355900	HORVU3Hr1G108770	49.7608	51.7413
Os05g0355900	HORVU5Hr1G097980	32.0574	56.3025
Os05g0356700	HORVU1Hr1G059380	68.0617	55.6757
Os05g0357100	HORVU1Hr1G059450	79.6552	82.2064
Os05g0357200	HORVU1Hr1G059510	86.9048	85.1312
Os05g0357600	HORVU3Hr1G049820	95.2381	95
Os05g0357700	HORVU1Hr1G059360	72.807	41.1911
Os05g0357800	HORVU1Hr1G059350	75.495	80.0525
Os05g0358000	HORVU5Hr1G051150	32.1888	71.4286
Os05g0358200	HORVU1Hr1G059180	70.1613	19.2905
Os05g0358200	HORVU6Hr1G021590	67.7419	19.4896
Os05g0358500	HORVU1Hr1G059090	74.7875	75
Os05g0358500	HORVU1Hr1G059130	75.0708	70.2918
Os05g0358500	HORVU1Hr1G059140	39.9433	53.0075
Os05g0358700	HORVU1Hr1G059050	47.1264	7.05073
Os05g0358900	HORVU1Hr1G059030	47.2906	47.5248
Os05g0359833	HORVU1Hr1G059020	30.6202	42.246
Os05g0360400	HORVU1Hr1G059020	56.5	60.4278
Os05g0361000	HORVU1Hr1G045570	59.2322	61.1321
Os05g0361000	HORVU3Hr1G031020	62.34	66.0853
Os05g0361200	HORVU1Hr1G031230	71.0438	79.6226
Os05g0361500	HORVU1Hr1G059010	73.7113	76.3345
Os05g0361700	HORVU1Hr1G058940	55.5556	59.1398
Os05g0361900	HORVU5Hr1G114070	85.0694	65.6836
Os05g0362100	HORVU1Hr1G058880	78.4946	50.8357
Os05g0362300	HORVU1Hr1G058860	70.5202	49.7959
Os05g0362600	HORVU1Hr1G058850	45.8333	32.1637
Os05g0363100	HORVU1Hr1G058820	76.6382	79.5858
Os05g0363200	HORVU1Hr1G058810	85.2349	80.8917
Os05g0363200	HORVU1Hr1G089610	18.7919	85.7143
Os05g0363200	HORVU2Hr1G026700	24.8322	75
Os05g0363200	HORVU2Hr1G040990	14.3177	83.1169
Os05g0363200	HORVU3Hr1G005220	10.0671	91.8367
Os05g0363200	HORVU3Hr1G039170	12.528	91.8033
Os05g0363200	HORVU3Hr1G100380	21.9239	85.2174
Os05g0363200	HORVU5Hr1G050860	22.1477	80.4878
Os05g0363200	HORVU5Hr1G086540	22.3714	86.2069
Os05g0363200	HORVU6Hr1G048020	16.5548	88.0952
Os05g0363200	HORVU7Hr1G023270	24.8322	86.7188
Os05g0363200	HORVU7Hr1G095040	16.5548	89.1566
Os05g0363500	HORVU1Hr1G058790	65.5874	72.6434
Os05g0363500	HORVU4Hr1G048060	14.0611	83.9779
Os05g0363566	HORVU1Hr1G058750	43.128	37.2951
Os05g0363600	HORVU1Hr1G058770	82.5688	74.3802
Os05g0364500	HORVU1Hr1G058700	69.3671	74.8634
Os05g0365000	HORVU1Hr1G058630	75.3541	73.8889
Os05g0365200	HORVU1Hr1G058560	44.6729	43.9338
Os05g0365300	HORVU3Hr1G076910	64.726	44.1933
Os05g0365500	HORVU2Hr1G011350	49.9451	52.0595
Os05g0365500	HORVU2Hr1G011400	48.079	54.6816
Os05g0366200	HORVU5Hr1G077880	33.5938	23.3696
Os05g0366300	HORVU1Hr1G058540	68.3983	67.234
Os05g0367100	HORVU1Hr1G058480	56.4103	50.9259
Os05g0367400	HORVU1Hr1G058420	79.7753	76.6187
Os05g0367900	HORVU1Hr1G058400	71.9231	71.374
Os05g0368100	HORVU1Hr1G058370	30.0493	26.0684
Os05g0368600	HORVU1Hr1G058350	35	38.141
Os05g0368700	HORVU1Hr1G058290	66.4706	29.1613
Os05g0370000	HORVU1Hr1G058280	83.1325	79.8842
Os05g0370300	HORVU1Hr1G058300	29.2627	59.9057
Os05g0370600	HORVU5Hr1G073350	96.5116	96.5116
Os05g0371100	HORVU1Hr1G058250	47.2603	4.69707
Os05g0371200	HORVU1Hr1G058180	97.7199	85.4701
Os05g0371600	HORVU1Hr1G058150	81.746	81.746
Os05g0372000	HORVU1Hr1G058140	75.5	68.018
Os05g0372100	HORVU1Hr1G058100	85.3361	85.5102
Os05g0372200	HORVU6Hr1G059370	73.9018	69.7561
Os05g0372300	HORVU7Hr1G101590	70.9056	69.697
Os05g0372400	HORVU1Hr1G058090	87.1345	86.6279
Os05g0372900	HORVU1Hr1G058070	36.7647	39.2157
Os05g0373300	HORVU1Hr1G058000	81.0403	73.0711
Os05g0373300	HORVU6Hr1G010680	75.8389	76.0943
Os05g0373400	HORVU1Hr1G058020	84.7639	85.8696
Os05g0373500	HORVU1Hr1G058040	58.1574	59.5285
Os05g0373700	HORVU1Hr1G057970	81.4634	79.9043
Os05g0373900	HORVU1Hr1G057880	88.6364	88.4354
Os05g0374200	HORVU1Hr1G057860	85.2207	84.4106
Os05g0374600	HORVU1Hr1G057800	62.3153	17.1409
Os05g0375100	HORVU1Hr1G057760	76.1905	76.8
Os05g0375400	HORVU1Hr1G057680	84.1317	70.7809
Os05g0375400	HORVU7Hr1G120450	80.8383	76.4873
Os05g0375600	HORVU1Hr1G057640	64.8069	34.0858
Os05g0376000	HORVU1Hr1G057660	79.4258	45.6044
Os05g0376200	HORVU2Hr1G086170	83.1202	57.1178
Os05g0376300	HORVU2Hr1G086180	50.6135	68.4647
Os05g0376400	HORVU2Hr1G086220	72.5694	35.2445
Os05g0376600	HORVU1Hr1G057600	67.1569	68.1592
Os05g0377000	HORVU1Hr1G057570	72.8682	54.6512
Os05g0377450	HORVU0Hr1G015300	54.8387	21.1618
Os05g0377450	HORVU2Hr1G122960	55.3763	21.5481
Os05g0377450	HORVU6Hr1G025150	51.6129	25.8065
Os05g0378200	HORVU2Hr1G113360	30.853	35.7895
Os05g0378200	HORVU2Hr1G113480	27.2232	47.619
Os05g0378200	HORVU2Hr1G113490	27.2232	47.619
Os05g0378800	HORVU1Hr1G057520	82.2076	82.6159
Os05g0380900	HORVU1Hr1G057410	68.6567	73.0159
Os05g0381400	HORVU5Hr1G125450	47.3988	67.7686
Os05g0381400	HORVU5Hr1G125460	79.1908	75.2747
Os05g0381400	HORVU5Hr1G125500	77.4566	60.3604
Os05g0381600	HORVU1Hr1G057240	70.5128	9.55691
Os05g0381700	HORVU1Hr1G057240	36.2155	25.1086
Os05g0382000	HORVU1Hr1G057260	68.8608	66.5037
Os05g0382200	HORVU1Hr1G057190	83.8852	84.6325
Os05g0382500	HORVU1Hr1G057220	75.6654	76.2452
Os05g0382600	HORVU1Hr1G057170	80.5643	69.6477
Os05g0382900	HORVU1Hr1G057180	73.6559	75.6906
Os05g0383100	HORVU1Hr1G057140	87.53	87.53
Os05g0383200	HORVU1Hr1G057110	48.7179	35.5805
Os05g0384300	HORVU7Hr1G002300	26.4151	27.0968
Os05g0384300	HORVU7Hr1G002360	27.8826	29.0393
Os05g0384600	HORVU1Hr1G056890	73.9259	76.1832
Os05g0384800	HORVU0Hr1G028990	31.1234	85.7868
Os05g0384800	HORVU1Hr1G056870	91.1602	88
Os05g0385400	HORVU1Hr1G056820	66.3677	72.549
Os05g0386000	HORVU1Hr1G056770	83.6111	82.2404
Os05g0386201	HORVU1Hr1G056760	42.0366	52.9605
Os05g0386400	HORVU1Hr1G056710	36.3636	35.7447
Os05g0386800	HORVU5Hr1G095910	78.5558	78.0435
Os05g0386800	HORVU5Hr1G096010	41.7943	68.4588
Os05g0386900	HORVU2Hr1G014980	53.4091	58.0247
Os05g0386900	HORVU4Hr1G027400	69.8864	77.3585
Os05g0387200	HORVU1Hr1G056610	89.7704	89.9582
Os05g0387200	HORVU1Hr1G056630	89.7704	89.9582
Os05g0387700	HORVU1Hr1G056600	61.7084	61.7994
Os05g0387800	HORVU6Hr1G079450	72.5191	57.7508
Os05g0388400	HORVU1Hr1G056560	69.0037	33.9383
Os05g0388500	HORVU1Hr1G056510	78.5515	77.686
Os05g0388600	HORVU0Hr1G000510	50.7937	84.2105
Os05g0389000	HORVU1Hr1G056500	80.2353	75.7778
Os05g0389300	HORVU1Hr1G056490	98.8764	62.4113
Os05g0389400	HORVU1Hr1G056470	86.0731	71.8095
Os05g0389600	HORVU1Hr1G056430	72.6776	76.8786
Os05g0389700	HORVU1Hr1G056380	85.5491	86.7188
Os05g0389700	HORVU1Hr1G056390	75.9152	77.1037
Os05g0389800	HORVU1Hr1G056370	73.9252	74.412
Os05g0389800	HORVU1Hr1G056400	73.9252	74.2723
Os05g0390000	HORVU1Hr1G063250	73.3102	74.0806
Os05g0390100	HORVU1Hr1G063220	81.8182	67.6622
Os05g0390300	HORVU1Hr1G063230	28.5124	30.531
Os05g0390300	HORVU1Hr1G063240	27.686	23.3449
Os05g0390500	HORVU1Hr1G063200	65.8582	68.9453
Os05g0390500	HORVU2Hr1G072470	73.3209	72.3757
Os05g0390600	HORVU1Hr1G063150	77.4026	78.4211
Os05g0390800	HORVU3Hr1G079180	43.4524	43.9759
Os05g0391300	HORVU0Hr1G015300	52.5547	29.8755
Os05g0391300	HORVU2Hr1G122960	53.2847	30.5439
Os05g0391300	HORVU6Hr1G025150	33.2117	24.4624
Os05g0391500	HORVU1Hr1G063090	83.2317	83.4012
Os05g0391600	HORVU1Hr1G063050	81.0671	85.1718
Os05g0392000	HORVU1Hr1G063030	81.0811	6.37846
Os05g0392000	HORVU7Hr1G076430	0	0
Os05g0392000	HORVU7Hr1G076440	0.900901	0.358423
Os05g0392050	HORVU1Hr1G063030	11.9593	3.33097
Os05g0392050	HORVU7Hr1G076430	1.52672	2.73973
Os05g0392050	HORVU7Hr1G076440	3.05344	4.30108
Os05g0392200	HORVU1Hr1G063010	69.0059	45.3846
Os05g0392300	HORVU1Hr1G062980	52.6882	34.5882
Os05g0392400	HORVU1Hr1G062970	92.6667	28.1377
Os05g0392700	HORVU1Hr1G062940	90.303	59.2445
Os05g0392700	HORVU2Hr1G062620	24.2424	84.2105
Os05g0392700	HORVU4Hr1G019810	24.2424	84.2105
Os05g0392700	HORVU4Hr1G042480	40.9091	85.9873
Os05g0392700	HORVU5Hr1G031600	32.7273	90.7563
Os05g0392700	HORVU5Hr1G071530	26.6667	65.1852
Os05g0393100	HORVU1Hr1G062820	76.2745	64.9416
Os05g0393200	HORVU1Hr1G062810	69.6154	69.084
Os05g0393400	HORVU1Hr1G062740	69.1358	65.1163
Os05g0393700	HORVU1Hr1G062690	73.7551	76.217
Os05g0393800	HORVU1Hr1G062630	88.3963	88.3963
Os05g0393900	HORVU1Hr1G062640	75.0452	70.8191
Os05g0394900	HORVU2Hr1G100720	11.2601	5.32995
Os05g0394900	HORVU4Hr1G067070	3.75335	4.947
Os05g0395000	HORVU1Hr1G062530	68.3007	66.3492
Os05g0395300	HORVU1Hr1G062510	88.4	82.6168
Os05g0395600	HORVU4Hr1G021890	9.19355	30.3191
Os05g0395600	HORVU6Hr1G002320	14.6774	18.9979
Os05g0395600	HORVU6Hr1G004910	7.58065	31.3333
Os05g0395600	HORVU6Hr1G004920	4.83871	38.961
Os05g0395600	HORVU6Hr1G005150	10	12.4498
Os05g0395600	HORVU6Hr1G005170	9.67742	11.7417
Os05g0395600	HORVU7Hr1G011140	7.09677	36.9748
Os05g0395600	HORVU7Hr1G011150	9.83871	35.4651
Os05g0396900	HORVU1Hr1G062500	75.0416	64.1536
Os05g0397300	HORVU1Hr1G062450	44.898	41.5094
Os05g0397650	HORVU1Hr1G062460	46.7606	80.5825
Os05g0397700	HORVU1Hr1G062340	77.6753	79.2844
Os05g0397800	HORVU1Hr1G062290	56.6434	26.4706
Os05g0397900	HORVU1Hr1G062270	73.6905	64.6138
Os05g0398000	HORVU1Hr1G062210	74.6377	33.8816
Os05g0398100	HORVU1Hr1G062160	92.4107	28.75
