Gene stable ID	Brachypodium distachyon gene stable ID	%id. target Brachypodium distachyon gene identical to query gene	%id. query gene identical to target Brachypodium distachyon gene
Os04g0473900	BRADI5G13250	82.8942	82.0364
Os04g0474500	BRADI5G13260	65.529	38.0198
Os04g0474500	BRADI5G13270	55.2901	32.2709
Os04g0474700	BRADI5G13260	62.2093	42.3762
Os04g0474700	BRADI5G13270	54.3605	37.251
Os04g0474800	BRADI5G13260	82.0972	63.5644
Os04g0474800	BRADI5G13270	78.7724	61.3546
Os04g0474900	BRADI5G13260	79.8419	80
Os04g0474900	BRADI5G13270	68.7747	69.3227
Os04g0475100	BRADI3G47390	60.2015	60.0503
Os04g0475200	BRADI3G47390	60.4245	60.804
Os04g0475300	BRADI5G13290	73.8636	74.7126
Os04g0475400	BRADI5G13300	32.6241	42.0091
Os04g0475400	BRADI5G14740	31.5603	22.25
Os04g0475500	BRADI5G13310	74.1228	82.8431
Os04g0475600	BRADI5G13320	82.3333	75.3049
Os04g0476000	BRADI5G13340	74.8031	80.9659
Os04g0476100	BRADI5G13350	94.5946	63.5538
Os04g0476400	BRADI5G13357	71.2963	27.4021
Os04g0476500	BRADI5G13370	85.6787	86.6499
Os04g0476600	BRADI5G13380	84.6726	55.3502
Os04g0476700	BRADI5G13390	87.0849	46.7327
Os04g0476800	BRADI5G13400	42.4518	42.2599
Os04g0477100	BRADI5G13410	55.6886	53.7572
Os04g0477200	BRADI5G13435	79.1209	68.7023
Os04g0477300	BRADI5G13450	38.4615	22.4719
Os04g0477500	BRADI5G13460	90.2062	89.9743
Os04g0479000	BRADI5G13467	82.5263	82.3529
Os04g0479100	BRADI5G13480	73.1527	70.7143
Os04g0479200	BRADI5G13490	90.8847	91.3747
Os04g0479500	BRADI4G42430	67.6856	30.0388
Os04g0479800	BRADI4G42430	67.1815	67.4419
Os04g0480100	BRADI5G13500	68.985	66.8488
Os04g0480300	BRADI5G13510	71.7857	72.043
Os04g0480400	BRADI5G13520	69.8182	70.8487
Os04g0480500	BRADI5G14330	62.987	68.3099
Os04g0480600	BRADI5G13530	57.7075	27.9159
Os04g0480650	BRADI5G13530	67.2986	27.1511
Os04g0480700	BRADI5G13530	70.0587	68.4512
Os04g0481000	BRADI5G13550	82.1608	58.6021
Os04g0481100	BRADI5G13570	75.3351	76.0487
Os04g0481200	BRADI5G13560	70.4809	75.6228
Os04g0481300	BRADI5G13580	81.7164	81.4126
Os04g0481400	BRADI5G13590	70.2797	87.3913
Os04g0481500	BRADI5G13600	73.8739	74.5455
Os04g0481600	BRADI5G13610	65.3772	74.4493
Os04g0481700	BRADI5G13617	79.1045	42.2648
Os04g0481800	BRADI5G13630	71.3467	72.1739
Os04g0481900	BRADI5G13630	75.6522	75.6522
Os04g0482000	BRADI5G13660	85.5615	85.1064
Os04g0482100	BRADI5G13660	78.4211	79.2553
Os04g0482300	BRADI5G13663	69.2958	72.997
Os04g0482600	BRADI5G13666	68.0556	70
Os04g0482700	BRADI2G38290	67.8049	66.5072
Os04g0482700	BRADI5G13670	60.4878	59.0476
Os04g0482800	BRADI5G13700	87.292	86.7669
Os04g0482900	BRADI5G13710	81.6	85.7143
Os04g0483200	BRADI5G13727	83.5034	83.3616
Os04g0483400	BRADI5G13737	49.2701	27.163
Os04g0483500	BRADI5G13760	77.673	76.4706
Os04g0483600	BRADI5G13770	88.2175	87.4251
Os04g0484800	BRADI5G13780	86.3426	86.8452
Os04g0484900	BRADI5G13790	96.3351	97.0123
Os04g0485000	BRADI5G13800	91.2596	91.4948
Os04g0485100	BRADI5G13810	88.2122	88.5602
Os04g0485200	BRADI5G13850	61.0738	65.233
Os04g0485300	BRADI5G13860	91.4851	90.5882
Os04g0485400	BRADI5G13870	53.6313	60.3774
Os04g0485700	BRADI5G13880	90.4762	15.7895
Os04g0485800	BRADI5G13890	59.1611	61.0478
Os04g0486300	BRADI4G13240	48.1132	57.3034
Os04g0486400	BRADI5G13900	77.1429	78.3641
Os04g0486500	BRADI5G13910	89.372	89.372
Os04g0486800	BRADI5G13920	76.8898	81.3714
Os04g0486900	BRADI5G13930	84.3137	84.8684
Os04g0486950	BRADI5G13940	82.8924	84.2294
Os04g0487100	BRADI5G13947	86.4286	87.2596
Os04g0487200	BRADI5G13960	83.119	82.0635
Os04g0487300	BRADI5G13967	68.2635	55.3398
Os04g0488000	BRADI5G13980	84.507	83.9161
Os04g0488100	BRADI5G13990	55.8077	56.4103
Os04g0488200	BRADI5G14000	79.2857	56.1551
Os04g0488400	BRADI5G14010	87.3563	87.3563
Os04g0488500	BRADI5G14060	82.1473	68.1159
Os04g0488600	BRADI5G14070	76.3006	85.1613
Os04g0488700	BRADI5G14090	77.9221	79.646
Os04g0489100	BRADI5G14097	78.2995	78.399
Os04g0489800	BRADI5G14110	70.875	69.4002
Os04g0490100	BRADI5G14120	81.7035	51.0848
Os04g0490300	BRADI5G14137	83.3333	13.6719
Os04g0490400	BRADI5G14150	58.4615	54.4803
Os04g0490400	BRADI5G14160	85.7692	85.4406
Os04g0490600	BRADI5G14180	86.6894	62.716
Os04g0490700	BRADI5G14200	74.3939	77.6899
Os04g0490800	BRADI5G14210	80.8219	82.1727
Os04g0490900	BRADI5G14240	64.4737	39.3574
Os04g0491100	BRADI1G56690	71.1329	70.7476
Os04g0491700	BRADI5G14367	89.921	89.921
Os04g0492100	BRADI5G14350	92.5847	74.1936
Os04g0492300	BRADI3G00507	77.4403	76.5
Os04g0492300	BRADI3G43050	85.1048	84.5546
Os04g0492400	BRADI5G14320	88.7283	89.2442
Os04g0492800	BRADI5G14297	76.5306	61.2245
Os04g0492900	BRADI5G14290	77.2443	77.0833
Os04g0493000	BRADI5G14280	70.1087	48.3146
Os04g0493100	BRADI5G14260	86.5385	82.8221
Os04g0493300	BRADI5G14250	51.227	66.2698
Os04g0493400	BRADI5G14430	70.7424	59.7786
Os04g0493600	BRADI5G14420	56.044	57.3034
Os04g0494100	BRADI5G14430	65.9722	70.1107
Os04g0494600	BRADI5G14440	55.7029	55.409
Os04g0494600	BRADI5G14450	60.4775	59.0674
Os04g0494600	BRADI5G21720	60.7427	56.9652
Os04g0494600	BRADI5G21730	61.008	57.072
Os04g0495300	BRADI5G14480	84.5679	84.5679
Os04g0495400	BRADI5G14490	68.2415	69.3333
Os04g0495800	BRADI5G23300	73.6111	72.298
Os04g0495900	BRADI5G14513	63.3588	64.8438
Os04g0496300	BRADI5G14540	88.601	89.0625
Os04g0496400	BRADI5G14550	80.2521	78.1186
Os04g0496700	BRADI1G36490	38.3495	28.8321
Os04g0496800	BRADI5G14570	83.6653	83.5544
Os04g0497200	BRADI5G14580	87.9615	88.1029
Os04g0497400	BRADI1G10780	79.638	80
Os04g0497600	BRADI5G14590	75.1724	73.4831
Os04g0497900	BRADI5G14610	68.949	71.3344
Os04g0498000	BRADI5G14620	79.8246	22.9219
Os04g0498200	BRADI5G14630	94.8052	94.8052
Os04g0498600	BRADI5G14640	85.4271	85.8586
Os04g0498700	BRADI5G14650	58.2677	59.6774
Os04g0498800	BRADI5G14660	76.6436	78.4071
Os04g0498900	BRADI5G14667	76.0736	77.9874
Os04g0499100	BRADI5G14680	78.3681	77.4859
Os04g0499300	BRADI5G14687	75.8064	77.1465
Os04g0500200	BRADI5G14700	50.4348	23.9669
Os04g0500300	BRADI5G14710	21.0526	22.3776
Os04g0500400	BRADI5G14710	17.3333	18.1818
Os04g0500700	BRADI5G14720	92.5339	92.3251
Os04g0500900	BRADI5G14730	48.4429	32.4826
Os04g0501000	BRADI1G06220	92.7632	92.7632
Os04g0501000	BRADI5G14750	89.4737	85
Os04g0501100	BRADI5G14760	87.1111	45.0575
Os04g0501200	BRADI5G14770	85.9008	85.0129
Os04g0501500	BRADI2G57080	85.022	85.5876
Os04g0501500	BRADI5G14780	80.1762	83.6782
Os04g0501600	BRADI2G57070	47.1631	63.3333
Os04g0501600	BRADI5G14790	59.9291	64.5038
Os04g0501700	BRADI2G57060	85.0914	92.0852
Os04g0501700	BRADI5G14800	82.4191	84.5599
Os04g0501800	BRADI2G57050	78.0612	81.8182
Os04g0501800	BRADI5G14810	77.551	81.2834
Os04g0502200	BRADI5G14830	89.4693	88.0597
Os04g0502300	BRADI3G48600	82.5	81.4815
Os04g0502800	BRADI5G14850	90.6195	88.1239
Os04g0502900	BRADI5G14860	72.0339	73.4341
Os04g0503500	BRADI5G14870	86.4028	86.5517
Os04g0503700	BRADI5G14887	71.6298	70.3557
Os04g0503800	BRADI5G14900	86.3248	74.8148
Os04g0504000	BRADI5G14910	76.1364	66.0098
Os04g0504200	BRADI5G14920	68.8172	71.1111
Os04g0504500	BRADI5G14960	69.6049	66.7638
Os04g0504600	BRADI5G14970	79.1253	81.5574
Os04g0504800	BRADI5G14980	86.1912	85.9304
Os04g0505000	BRADI5G15000	63.3822	62.2222
Os04g0505200	BRADI5G15010	67.4009	68
Os04g0505400	BRADI5G15040	81.932	82.6715
Os04g0505700	BRADI5G15050	88.9157	71.6505
Os04g0506000	BRADI5G15060	69.6907	77.3455
Os04g0506300	BRADI5G15090	79.703	80.5
Os04g0506800	BRADI5G15097	64.0625	69.2958
Os04g0506900	BRADI5G15104	54.9521	56.3934
Os04g0507000	BRADI5G15120	84.364	84.8135
Os04g0507100	BRADI5G15130	69.3939	69.8171
Os04g0507400	BRADI5G15140	71.4922	70.2407
Os04g0507500	BRADI5G15150	90.7348	39.4719
Os04g0507700	BRADI5G15160	83.4239	81.8667
Os04g0507800	BRADI5G15167	31.7073	11.4035
Os04g0507900	BRADI5G15180	82.9971	81.3559
Os04g0508000	BRADI5G15190	65.8228	63.8472
Os04g0508100	BRADI5G15200	73.2394	74.2857
Os04g0508200	BRADI5G15210	85.5648	85.0312
Os04g0508300	BRADI5G15220	85.7143	75
Os04g0508400	BRADI5G15230	53.8732	38.9313
Os04g0508600	BRADI5G15250	83.7778	83.9644
Os04g0508751	BRADI1G76010	80.1802	17.7645
Os04g0508800	BRADI5G15260	75.2825	77.0231
Os04g0508900	BRADI5G15270	77.5758	89.7196
Os04g0509000	BRADI5G15285	79.0769	36.2994
Os04g0509100	BRADI5G15300	74.3429	67.5768
Os04g0509200	BRADI5G15310	69.163	71.3636
Os04g0509300	BRADI5G15337	74.834	77.6456
Os04g0509400	BRADI5G15350	74.3119	80.198
Os04g0509600	BRADI5G15360	92.5703	93.1313
Os04g0510400	BRADI5G15377	75	75.0903
Os04g0510500	BRADI5G15390	62.5541	64.9438
Os04g0510600	BRADI5G15396	68.9531	69.708
Os04g0510700	BRADI5G15402	76.9585	77.3148
Os04g0510900	BRADI5G15410	65.8064	68.4564
Os04g0511200	BRADI5G15427	76.6393	80.6034
Os04g0511400	BRADI5G15440	82.0998	82.0998
Os04g0511600	BRADI5G15450	55.7534	55.9066
Os04g0511700	BRADI5G15470	59.4828	52.975
Os04g0512200	BRADI5G15480	57.5472	10.0826
Os04g0512300	BRADI5G15490	75.8152	76.4384
Os04g0512400	BRADI5G15500	58.0286	55.5556
Os04g0513000	BRADI5G15520	60.479	62.7329
Os04g0513100	BRADI5G15527	64.5349	77.2622
Os04g0513400	BRADI5G15540	76.1194	40
Os04g0513700	BRADI5G15540	54.4987	41.5686
Os04g0514400	BRADI5G15550	41.9619	41.7344
Os04g0514500	BRADI2G37360	64.8491	73.8359
Os04g0514600	BRADI5G15560	70.4615	24.8913
Os04g0515300	BRADI1G06366	97.7612	97.7612
Os04g0515300	BRADI5G15570	98.5075	97.7778
Os04g0515400	BRADI5G15580	72.2628	60
Os04g0515900	BRADI5G15587	75.1799	72.5694
Os04g0516600	BRADI5G15710	89.5161	89.5161
Os04g0516900	BRADI5G15720	39.3509	38.5686
Os04g0517000	BRADI5G15750	74.8603	77.4566
Os04g0517300	BRADI5G15767	86.758	86.9565
Os04g0517400	BRADI5G15780	75.6757	41.1765
Os04g0517500	BRADI5G15790	68.5345	54.8276
Os04g0517900	BRADI5G15810	68.2171	64.2336
Os04g0518000	BRADI5G15820	92.1512	92.1512
Os04g0518400	BRADI5G15830	92.9972	92.8671
Os04g0518800	BRADI5G15840	82	82.9959
Os04g0519100	BRADI1G28900	12.6543	13.5762
Os04g0519100	BRADI2G21440	23.1481	18.797
Os04g0519100	BRADI3G15130	18.8272	24.0157
Os04g0519700	BRADI5G15904	66.5816	36.5035
Os04g0519900	BRADI5G15930	77.8802	18.5919
Os04g0519925	BRADI5G15930	83.6991	29.3729
Os04g0520000	BRADI1G04570	88.8889	87.7743
Os04g0520000	BRADI5G15940	86.6667	84
Os04g0520700	BRADI5G15950	72.4138	72
Os04g0520900	BRADI5G15960	75.2155	75.0538
Os04g0521100	BRADI5G15970	89.3103	90.2439
Os04g0521300	BRADI5G15990	71.9101	74.4186
Os04g0521800	BRADI5G16000	82.6291	82.4356
Os04g0521900	BRADI5G16010	57.4074	58.8608
Os04g0522500	BRADI5G16040	78.4916	78.4916
Os04g0522800	BRADI5G16050	77.9661	77.9661
Os04g0523000	BRADI5G16055	62.1622	62.5
Os04g0523100	BRADI5G16060	68.942	68.4746
Os04g0523200	BRADI5G16067	64.2857	6.04027
Os04g0523350	BRADI5G16067	64.1026	8.38926
Os04g0523500	BRADI5G16080	47.9323	66.7539
Os04g0523500	BRADI5G16090	20.8647	76.5517
Os04g0523600	BRADI5G16100	74.3028	75.3535
Os04g0524300	BRADI5G16127	83.5821	81.7518
Os04g0524400	BRADI5G16140	84.2105	84.8485
Os04g0524500	BRADI5G16160	85.5326	74.3094
Os04g0524600	BRADI5G16170	86.1111	69.1771
Os04g0524900	BRADI5G16190	81.882	82.4611
Os04g0525000	BRADI5G16200	69.8473	67.5277
Os04g0525100	BRADI5G16210	61.7978	43.1373
Os04g0525200	BRADI5G16210	60.0962	24.5098
Os04g0525600	BRADI5G16220	82.5243	85
Os04g0525700	BRADI5G16230	75.3488	64.9299
Os04g0525800	BRADI5G16250	75.6098	75.9804
Os04g0525900	BRADI5G16257	84.1102	74.3446
Os04g0526000	BRADI5G16270	73.7864	75.2475
Os04g0526600	BRADI5G16290	58	49.1525
Os04g0526800	BRADI5G16300	84.9785	85.7143
Os04g0527000	BRADI5G16310	78.6047	78.6047
Os04g0527400	BRADI5G16320	88.3777	88.5922
Os04g0527500	BRADI5G16330	79.8387	26.0526
Os04g0527700	BRADI5G16340	80.7947	81.8792
Os04g0527800	BRADI5G16350	84.0237	85.8006
Os04g0527900	BRADI5G16370	78.1132	79.0076
Os04g0528100	BRADI5G16380	65.3543	63.3588
Os04g0528200	BRADI5G16390	55.1948	56.6667
Os04g0528300	BRADI5G16400	93.9522	93.4266
Os04g0528400	BRADI5G16410	87.4233	87.6923
Os04g0528600	BRADI5G16430	34.8624	56.8579
Os04g0528800	BRADI5G16440	70.7317	76.8212
Os04g0529100	BRADI5G16450	67.1088	51.9507
Os04g0529500	BRADI5G16462	70.6324	75.3143
Os04g0529700	BRADI5G16470	51.5086	58.7224
Os04g0529800	BRADI5G16480	90.8222	89.2857
Os04g0530000	BRADI1G65377	68.75	71.223
Os04g0530000	BRADI5G16490	67.3611	66.4384
Os04g0530300	BRADI5G16520	78.7115	82.4047
Os04g0530400	BRADI5G16530	87.9747	87.6972
Os04g0530500	BRADI5G16540	75.0988	73.3591
Os04g0530600	BRADI5G16550	77.7778	79.5455
Os04g0530700	BRADI5G16557	82.7273	82.62
Os04g0530900	BRADI5G16690	92.3754	92.1053
Os04g0531100	BRADI5G16570	73.6111	80.303
Os04g0531300	BRADI5G16580	89.6552	89.375
Os04g0531400	BRADI5G16590	88.2076	82.7434
Os04g0531500	BRADI5G16600	80.0272	86.4905
Os04g0531700	BRADI5G16607	72.4771	25.5663
Os04g0531700	BRADI5G16614	69.7248	39.5833
Os04g0531750	BRADI5G16607	4.83384	5.17799
Os04g0531750	BRADI5G16614	1.51057	2.60417
Os04g0531900	BRADI5G16621	70.3583	69.2308
Os04g0531900	BRADI5G16630	70.3583	71.0526
Os04g0532100	BRADI4G40580	63.754	61.5625
Os04g0532100	BRADI5G16650	71.521	71.521
Os04g0532400	BRADI5G16621	70.3583	69.2308
Os04g0532400	BRADI5G16630	70.0326	70.7237
Os04g0532500	BRADI5G16666	87.0647	85.3659
Os04g0532800	BRADI5G16672	74.359	71.2281
Os04g0533000	BRADI5G16700	87.9518	88.4848
Os04g0533300	BRADI5G16720	66.9856	67.6329
Os04g0533500	BRADI5G16740	91.9492	91.1765
Os04g0533700	BRADI5G16750	32.6531	47.9401
Os04g0533700	BRADI5G16780	64.0306	50
Os04g0533800	BRADI5G16750	4.31034	1.87266
Os04g0533800	BRADI5G16780	61.2069	14.1434
Os04g0533900	BRADI5G16787	83.1325	80.2326
Os04g0534000	BRADI5G16797	73.2283	71.5385
Os04g0534100	BRADI5G16810	51.8265	60.5333
Os04g0534200	BRADI5G16817	83.0601	25.0825
Os04g0534300	BRADI5G16830	66.3194	69.4545
Os04g0534400	BRADI5G16840	83.2	74.8201
Os04g0534500	BRADI5G16850	80.0595	81.5152
Os04g0534600	BRADI5G16860	87.8378	87.0536
Os04g0535200	BRADI5G16870	76.8293	76.8293
Os04g0535400	BRADI5G16890	78.882	79.375
Os04g0535600	BRADI5G16900	76.5244	73.9323
Os04g0536300	BRADI5G16910	78.5714	78.8679
Os04g0537100	BRADI5G16940	76.0479	71.7514
Os04g0537800	BRADI5G16950	67.3913	67.148
Os04g0537900	BRADI5G16960	82.2938	83.8115
Os04g0538000	BRADI5G16970	79.4069	81.9728
Os04g0538100	BRADI5G16980	94.8186	47.6562
Os04g0538166	BRADI5G16980	86.5248	15.8854
Os04g0538400	BRADI5G16990	58.7045	59.4262
Os04g0538700	BRADI5G17000	75.5769	74.8571
Os04g0538800	BRADI5G17020	85.1852	85.6383
Os04g0539000	BRADI5G17027	68.6364	71.2264
Os04g0539100	BRADI5G17050	63.142	54.1451
Os04g0539500	BRADI5G17057	74.6154	66.5904
Os04g0539800	BRADI5G17070	90.2439	90.4891
Os04g0540200	BRADI5G17080	75.2	70.412
Os04g0540300	BRADI5G17087	66.5148	64.1758
Os04g0540600	BRADI5G17110	80.5611	81.2121
Os04g0540900	BRADI5G17120	70.0831	68.75
Os04g0541100	BRADI5G17150	76.5289	61.0818
Os04g0541500	BRADI5G17160	84.492	84.2667
Os04g0541700	BRADI5G17170	65.2174	61.2245
Os04g0541900	BRADI5G17187	83.0189	82.7586
Os04g0542000	BRADI5G17200	71.2919	67.1171
Os04g0542100	BRADI4G33960	28.5	9.93031
Os04g0542100	BRADI5G09280	0	0
Os04g0542200	BRADI5G17210	72.1678	77.8281
Os04g0542200	BRADI5G17220	80.1399	86.2952
Os04g0542800	BRADI5G17230	86.8148	86.9436
Os04g0542900	BRADI5G17240	71.6763	80
Os04g0543200	BRADI5G17270	88.3721	87.3563
Os04g0543500	BRADI5G17280	0	0
Os04g0543600	BRADI5G17290	84.009	66.4884
Os04g0543700	BRADI5G17320	80.3681	80.8642
Os04g0543900	BRADI5G17330	92.7007	92.7007
Os04g0544100	BRADI5G17340	69.2033	68.5512
Os04g0544200	BRADI5G17347	80.1887	76.5766
Os04g0544400	BRADI5G17360	81.9961	81.6764
Os04g0544500	BRADI5G17370	67.7778	68.8488
Os04g0544900	BRADI5G17390	82.8974	82.7309
Os04g0545100	BRADI5G17400	87.218	89.5753
Os04g0545200	BRADI5G17407	78.481	79.6574
Os04g0545300	BRADI5G17420	47.099	46.3087
Os04g0545400	BRADI1G68150	63.2432	61.9048
Os04g0545700	BRADI5G17430	56.3969	56.9921
Os04g0546100	BRADI5G17440	86.4532	87.0968
Os04g0546300	BRADI5G17450	90.0719	90.7246
Os04g0546500	BRADI5G17470	87.1622	80.1242
Os04g0546800	BRADI5G17480	64.7799	71.2803
Os04g0547600	BRADI5G17490	61.8902	55.7692
Os04g0547900	BRADI5G17500	85.5978	87.0166
Os04g0548000	BRADI5G17510	74.8792	73.4597
Os04g0548300	BRADI5G17540	84.5815	8.77514
Os04g0548400	BRADI5G17550	89.3333	36.9146
Os04g0548500	BRADI5G17560	39.6552	16.8704
Os04g0548700	BRADI5G17570	77.3279	84.8889
Os04g0549300	BRADI5G17580	79.5866	79.5866
Os04g0549400	BRADI5G17590	65.3465	66.6667
Os04g0549700	BRADI5G17610	57.3944	55.2542
Os04g0549800	BRADI5G17630	38.8664	46.1538
Os04g0550200	BRADI5G17640	70.9677	72.9858
Os04g0550400	BRADI4G25177	64.2534	64.8402
Os04g0550500	BRADI5G17650	85.4227	86.9436
Os04g0550600	BRADI5G17657	76.0263	76.4026
Os04g0550700	BRADI5G17670	51.8817	55.7803
Os04g0550800	BRADI5G17680	77.3234	79.0875
Os04g0550900	BRADI5G17690	81.6901	46.7742
Os04g0551200	BRADI5G17700	86.3636	86.3636
Os04g0551300	BRADI5G17710	87.7813	54.0594
Os04g0551500	BRADI5G17720	30.5556	58.5106
Os04g0551600	BRADI5G17730	73.3871	72.8
Os04g0551700	BRADI5G17740	85.1163	82.8054
Os04g0551800	BRADI1G49760	95.0459	95.0459
Os04g0551800	BRADI5G17750	94.8624	94.8624
Os04g0552000	BRADI5G17760	79.1667	79.771
Os04g0552200	BRADI5G17780	60.3636	63.3588
Os04g0552300	BRADI5G17790	70.9677	68.4444
Os04g0552400	BRADI5G17800	44.0351	39.4654
Os04g0552700	BRADI5G17810	76.2058	75.4777
Os04g0553000	BRADI5G17820	71.9677	76.2857
Os04g0553300	BRADI5G17840	61.745	44.2308
Os04g0553500	BRADI5G17850	93.5961	53.8244
Os04g0553800	BRADI5G17880	89.4382	85.4077
Os04g0554000	BRADI5G17890	66.7742	54.7619
Os04g0554200	BRADI5G17900	75.4098	76.6667
Os04g0554300	BRADI5G17920	53.8117	48.7805
Os04g0555300	BRADI5G17940	84.4278	86.5385
Os04g0555400	BRADI1G58180	90.2893	90.2893
Os04g0555500	BRADI3G50937	54.2977	67.624
Os04g0555500	BRADI3G50947	3.77358	0.854701
Os04g0555600	BRADI3G50937	0	0
Os04g0555600	BRADI3G50947	72.6848	44.3495
Os04g0555700	BRADI5G17960	90.6475	90.6475
Os04g0555800	BRADI5G17970	69.3548	31.0469
Os04g0555900	BRADI5G17980	88.7906	89.3175
Os04g0556000	BRADI5G17990	88.4232	88.6887
Os04g0556300	BRADI5G18000	89.881	89.881
Os04g0556400	BRADI5G18030	76.2032	61.1588
Os04g0556500	BRADI5G18040	77.1058	75.4757
Os04g0556600	BRADI5G18040	77.5378	75.8985
Os04g0556900	BRADI5G18047	49.3213	53.6946
Os04g0557000	BRADI5G18060	75.7143	75.7143
Os04g0558200	BRADI5G18070	59.7884	51.2472
Os04g0558400	BRADI5G18080	90.4206	86
Os04g0558500	BRADI5G18090	50	50.3268
Os04g0558900	BRADI5G18100	71.6267	71.1779
Os04g0559000	BRADI5G18117	70.6579	71.6956
Os04g0559000	BRADI5G18130	69.3421	70.2667
Os04g0559100	BRADI5G18137	75.8242	30.6667
Os04g0559200	BRADI5G18150	54.5139	57.2993
Os04g0559400	BRADI5G18160	79.2683	79.0754
Os04g0559700	BRADI5G18170	93.0556	93.0556
Os04g0559800	BRADI5G18180	87.1365	86.942
Os04g0560200	BRADI1G14610	80.6202	78.1955
Os04g0560200	BRADI5G18200	81.3953	62.5
Os04g0560300	BRADI5G18210	89.3958	89.3958
Os04g0560400	BRADI5G18220	79.0698	79.5322
Os04g0560500	BRADI5G18240	34.0659	69.403
Os04g0560600	BRADI5G18250	83.3021	77.6224
Os04g0560700	BRADI5G18260	52.6316	40.2685
Os04g0561500	BRADI5G18277	83.3559	83.2432
Os04g0561600	BRADI5G18290	88.4615	89.2241
Os04g0561700	BRADI5G18300	80.597	80
Os04g0561900	BRADI5G18317	74.3682	74.9091
Os04g0562100	BRADI5G18340	81.4453	81.2866
Os04g0562500	BRADI5G18350	35.3468	43.8889
Os04g0562800	BRADI5G18360	69.8905	49.4832
Os04g0563000	BRADI5G18377	87.5	83.4197
Os04g0563100	BRADI5G18390	90.2128	89.6406
Os04g0563300	BRADI5G20260	57.7143	22.1978
Os04g0563401	BRADI5G20260	33.1169	11.2088
Os04g0563700	BRADI5G18397	71.1905	78.6842
Os04g0563801	BRADI5G18407	86.0674	82.3656
Os04g0563900	BRADI5G18420	71.7895	74.1304
Os04g0564000	BRADI5G18430	51.1834	50.8824
Os04g0564500	BRADI5G18450	67.1974	77.5735
Os04g0564600	BRADI5G18460	78.0303	47.032
Os04g0564700	BRADI5G18470	79.7073	79.7852
Os04g0565200	BRADI2G06130	66.3793	65.2542
Os04g0565200	BRADI5G18020	74.3534	73.2484
Os04g0565400	BRADI2G06130	65.0862	63.9831
Os04g0565400	BRADI5G18020	73.7069	72.6115
Os04g0565500	BRADI5G18490	86.3529	85.5478
Os04g0565900	BRADI5G18500	39.4737	37.5854
Os04g0566000	BRADI5G18510	85.1064	33.0578
Os04g0566100	BRADI5G18520	74.971	73.8584
Os04g0566400	BRADI5G18530	72.1044	70.1587
Os04g0566500	BRADI5G18540	91.4623	92.0475
Os04g0566600	BRADI5G18590	66.3399	69.7595
Os04g0566700	BRADI5G18600	34.2246	32.4873
Os04g0566800	BRADI5G18610	81.7829	18.5088
Os04g0566900	BRADI5G18610	60.396	16.0526
Os04g0567200	BRADI5G18622	68.4211	71.7791
Os04g0567700	BRADI5G18630	91.7197	91.7197
Os04g0567800	BRADI3G51510	58.6777	58.1967
Os04g0567800	BRADI5G18640	63.6364	63.4615
Os04g0568400	BRADI5G18647	75.788	74.6121
Os04g0568600	BRADI5G18670	82.0513	78.0488
Os04g0568700	BRADI5G18680	69.1803	68.7296
Os04g0568800	BRADI5G18697	61.3861	11.6323
Os04g0569000	BRADI5G18710	93.4328	93.994
Os04g0569100	BRADI5G18717	64.5161	64.3564
Os04g0569300	BRADI5G18750	76.9006	76.6764
Os04g0569400	BRADI5G18760	88.9079	89.3653
Os04g0569900	BRADI5G18767	79.3103	81.5965
Os04g0570000	BRADI5G18780	86.1868	86.6928
Os04g0570500	BRADI5G03890	42.5311	52.6992
Os04g0570600	BRADI5G03890	0	0
Os04g0570800	BRADI5G18800	89.0093	89.4246
Os04g0571200	BRADI5G18810	73.622	74.2064
Os04g0571300	BRADI5G18820	84.2105	85.3333
Os04g0571600	BRADI5G18830	84.4643	81.5517
Os04g0571800	BRADI5G18837	57.9208	60.9375
Os04g0572200	BRADI5G18850	77.6699	79.602
Os04g0572600	BRADI2G34877	59.867	44.335
Os04g0572800	BRADI5G18870	64.7059	70.6422
Os04g0573000	BRADI5G18880	86.7816	86.7816
Os04g0573100	BRADI5G18890	82.2335	81.9562
Os04g0573200	BRADI5G18900	83.3333	64.0394
Os04g0573300	BRADI5G18910	71.6384	81.491
Os04g0573900	BRADI5G18920	79.4466	78.6693
Os04g0574100	BRADI5G18940	76.1603	75.052
Os04g0574200	BRADI5G18950	85.1508	85.7477
Os04g0574600	BRADI5G18970	76.4264	76.1976
Os04g0574700	BRADI5G18980	82.526	85.7914
Os04g0574800	BRADI2G15480	86.2857	82.2888
Os04g0574800	BRADI5G18987	85.7143	79.5756
Os04g0576300	BRADI2G04950	79.8995	26.9036
Os04g0576300	BRADI4G38770	78.8945	26.8836
Os04g0576800	BRADI5G19010	86.4407	86.1972
Os04g0576900	BRADI5G19017	88.746	47.5452
Os04g0577000	BRADI5G19030	78.125	71.8391
Os04g0577200	BRADI5G19037	77.0355	75
Os04g0577300	BRADI5G19050	64.4186	75.0677
Os04g0577375	BRADI5G19060	53.6364	59
Os04g0577500	BRADI5G19070	81.3505	81.3505
Os04g0577700	BRADI5G19080	66.2125	62.9534
Os04g0577800	BRADI5G19090	77.5	78.481
Os04g0578000	BRADI5G19100	82.1946	81.8557
Os04g0578200	BRADI5G19110	58.7045	58.2329
Os04g0578300	BRADI5G19120	62.9921	64.5161
