Gene stable ID	Solanum lycopersicum gene stable ID	%id. target Solanum lycopersicum gene identical to query gene	%id. query gene identical to target Solanum lycopersicum gene
Os06g0568600	Solyc04g083160.1	47.5149	46.8627
Os06g0569500	Solyc04g083160.1	48.4314	48.4314
Os06g0569900	Solyc04g083160.1	25.5952	25.2941
Os06g0570100	Solyc04g083160.1	52.6733	52.1569
Os06g0570566	Solyc04g083160.1	54.8718	20.9804
Os06g0570600	Solyc04g083160.1	47.4916	27.8431
Os06g0570900	Solyc07g039570.2	27.4583	29.0196
Os06g0571100	Solyc08g065350.2	71.875	72.9107
Os06g0571300	Solyc08g006610.2	31.9527	13.8107
Os06g0571400	Solyc06g011280.2	75.7212	76.2712
Os06g0571400	Solyc11g028090.1	22.8365	47.0297
Os06g0571400	Solyc11g028100.1	77.1635	77.5362
Os06g0572300	Solyc10g017990.1	30.2245	37.155
Os06g0572300	Solyc12g008900.1	36.9603	40.6072
Os06g0572300	Solyc12g008920.1	30.3972	38.5965
Os06g0572400	Solyc03g059390.2	52.5735	53.9623
Os06g0572400	Solyc07g025510.2	55.8824	56.5056
Os06g0573600	Solyc03g121540.2	66.7133	56.9212
Os06g0573600	Solyc06g062580.2	65.7343	55.8858
Os06g0573600	Solyc12g008840.1	65.7343	64.9171
Os06g0573600	Solyc12g044880.1	65.4545	56.0479
Os06g0573800	Solyc07g026640.1	34.7107	30.8257
Os06g0573900	Solyc07g026650.2	52.7778	37.8738
Os06g0574000	Solyc02g082150.1	31.4286	31.5186
Os06g0574000	Solyc10g005190.1	29.4286	30.5638
Os06g0574100	Solyc08g062610.2	75.9036	17.7465
Os06g0574200	Solyc07g040940.2	43.6725	47.185
Os06g0574200	Solyc12g008990.1	43.0521	45.6579
Os06g0574400	Solyc01g111910.2	38.6684	19.4087
Os06g0574450	Solyc01g111910.2	32.9741	9.8329
Os06g0574500	Solyc01g011340.2	94.1176	94.1176
Os06g0574500	Solyc05g006590.2	93.4641	93.4641
Os06g0574550	Solyc09g011330.1	43.3962	31.5068
Os06g0575000	Solyc09g011330.1	46.8137	23.7858
Os06g0575400	Solyc09g011330.1	42.394	42.3412
Os06g0581000	Solyc03g113250.2	55.5932	53.7705
Os06g0581000	Solyc04g005790.2	65.0847	66.0929
Os06g0581000	Solyc05g006990.2	66.2712	66.7235
Os06g0581000	Solyc05g007000.2	66.4407	69.0141
Os06g0581300	Solyc04g072050.2	46.6667	49.5833
Os06g0582600	Solyc02g076690.2	35.014	26.0417
Os06g0582600	Solyc02g076710.2	31.9328	22.8
Os06g0582600	Solyc02g076750.1	34.7339	35.4286
Os06g0582600	Solyc02g076980.2	41.4566	42.8986
Os06g0582600	Solyc02g077040.2	40.3361	41.7391
Os06g0582600	Solyc02g077050.2	42.577	44.5748
Os06g0582600	Solyc03g006210.1	42.0168	43.3526
Os06g0583400	Solyc09g091440.2	76.4479	79.5181
Os06g0583600	Solyc07g018180.1	39.2481	29.425
Os06g0583900	Solyc01g010740.2	54.0179	55.1253
Os06g0583900	Solyc02g067450.2	46.875	34.0909
Os06g0583900	Solyc02g087670.2	55.1339	55.3812
Os06g0583900	Solyc03g058890.2	53.3482	53.2294
Os06g0583900	Solyc03g058910.2	43.9732	49.4975
Os06g0583900	Solyc03g113150.2	54.9107	56.5517
Os06g0583900	Solyc05g007080.2	51.3393	50.4386
Os06g0583900	Solyc06g071020.2	56.0268	57.7011
Os06g0584200	Solyc02g087720.1	55.6548	55.1622
Os06g0588900	Solyc02g091720.1	62.4352	62.4352
Os06g0589300	Solyc06g070920.2	38.4615	57.21
Os06g0589300	Solyc06g070930.2	10.8535	37.5912
Os06g0589500	Solyc03g113090.2	36.1272	34.626
Os06g0589500	Solyc06g070970.2	37.5723	36.0111
Os06g0589600	Solyc05g007120.2	46.5753	13.7466
Os06g0589800	Solyc12g056730.1	68.5634	68.2451
Os06g0590500	Solyc12g005580.1	68.8312	68.3871
Os06g0590600	Solyc04g051590.2	53.6232	54.4118
Os06g0591600	Solyc08g068070.2	69.186	70.4142
Os06g0591600	Solyc08g068090.2	62.7907	65.0602
Os06g0592400	Solyc12g007030.1	57.6923	12
Os06g0592500	Solyc01g104740.2	54.8387	58.2192
Os06g0593100	Solyc01g010650.2	69.5531	74.7748
Os06g0593100	Solyc05g007150.2	68.7151	70.4871
Os06g0593200	Solyc01g066100.1	31.643	32.7044
Os06g0593200	Solyc01g066110.1	22.5152	28.1013
Os06g0593200	Solyc01g066140.1	16.2272	31.8725
Os06g0593200	Solyc03g058370.1	22.7181	32.4638
Os06g0593200	Solyc05g053820.2	33.2657	35.8079
Os06g0593200	Solyc07g008230.1	31.8458	33.691
Os06g0593200	Solyc09g092480.1	33.8742	35.6838
Os06g0593200	Solyc09g092500.1	38.9452	40.8511
Os06g0593200	Solyc12g098580.1	31.8458	33.7634
Os06g0593200	Solyc12g098590.1	36.3083	38.0851
Os06g0593200	Solyc12g098600.1	31.643	33.6933
Os06g0593800	Solyc01g066100.1	32.1962	31.6562
Os06g0593800	Solyc01g066110.1	24.9467	29.6203
Os06g0593800	Solyc01g066140.1	18.1237	33.8645
Os06g0593800	Solyc03g058370.1	23.6674	32.1739
Os06g0593800	Solyc05g053820.2	34.3284	35.1528
Os06g0593800	Solyc07g008230.1	33.2623	33.4764
Os06g0593800	Solyc09g092480.1	34.5416	34.6154
Os06g0593800	Solyc09g092500.1	40.5117	40.4255
Os06g0593800	Solyc12g098580.1	34.968	35.2688
Os06g0593800	Solyc12g098590.1	37.1002	37.0213
Os06g0593800	Solyc12g098600.1	33.049	33.4773
Os06g0594100	Solyc05g018410.1	41.9355	60.6667
Os06g0594100	Solyc07g022880.2	25.8065	77.7778
Os06g0594400	Solyc03g120320.1	38.8451	41.6901
Os06g0594400	Solyc03g120330.1	38.0577	40.1662
Os06g0594400	Solyc06g066770.1	37.0079	38.4196
Os06g0595433	Solyc05g056330.2	36.2025	36.5729
Os06g0595900	Solyc08g067790.2	26.817	10.0375
Os06g0596300	Solyc12g006930.1	60.2241	51.0689
Os06g0597200	Solyc06g065610.2	67.5749	66.1333
Os06g0597400	Solyc12g006790.1	69.05	72.4544
Os06g0597500	Solyc11g017290.1	46.4151	41
Os06g0597600	Solyc08g067470.2	14.3852	14.8681
Os06g0597600	Solyc09g055240.1	11.1369	35.5556
Os06g0597800	Solyc01g096850.2	33.7818	26.1272
Os06g0597800	Solyc01g112320.2	35.2765	30.2177
Os06g0597800	Solyc07g008700.2	25.2616	30.7273
Os06g0597900	Solyc12g006810.1	58.0052	69.7161
Os06g0598800	Solyc06g065560.1	77.264	78.1676
Os06g0598800	Solyc08g067410.1	76.4933	78.6139
Os06g0598800	Solyc12g006820.1	70.7129	73.4
Os06g0598900	Solyc06g052000.1	27.7778	53.9773
Os06g0599200	Solyc02g065190.2	41.2	41.9552
Os06g0599200	Solyc02g065210.2	39.4	40.0406
Os06g0599200	Solyc02g065220.2	41.6	42.2764
Os06g0599200	Solyc02g065230.2	42.6	43.2049
Os06g0599200	Solyc02g090290.2	39.6	39.6
Os06g0599200	Solyc02g090300.2	40.6	41.0101
Os06g0599200	Solyc02g090340.2	37.2	37.1257
Os06g0599200	Solyc02g090350.2	40.2	40.3614
Os06g0599200	Solyc08g014190.2	34.2	35.7741
Os06g0599200	Solyc09g098010.2	38	36.5385
Os06g0599200	Solyc09g098030.2	39.6	40.081
Os06g0599200	Solyc09g098610.1	38	37.8486
Os06g0599200	Solyc09g098770.1	39.2	39.5161
Os06g0600301	Solyc01g104680.2	76.5487	78.2805
Os06g0600301	Solyc01g104700.2	76.5487	78.2805
Os06g0600301	Solyc05g023800.2	76.5487	78.2805
Os06g0600400	Solyc03g120060.2	50	52.233
Os06g0600400	Solyc06g067930.1	45.3532	47.3786
Os06g0600400	Solyc12g006860.1	54.461	52.7928
Os06g0600700	Solyc05g055340.2	27.6119	23.9741
Os06g0600700	Solyc11g007340.1	30.8458	32.7177
Os06g0601000	Solyc08g061140.2	44.9367	42.3881
Os06g0601100	Solyc03g116490.1	30.2013	36.5854
Os06g0601100	Solyc06g068020.1	27.5168	36.2832
Os06g0601500	Solyc08g061130.2	69.3333	32.9114
Os06g0602500	Solyc09g011330.1	42.9274	43.462
Os06g0602600	Solyc06g065980.2	69.697	71.875
Os06g0602600	Solyc06g066100.2	70.4545	72.6562
Os06g0602600	Solyc06g068050.2	70.4545	73.2283
Os06g0602700	Solyc08g061090.2	60.2837	64.0704
Os06g0602800	Solyc12g006490.1	67.9426	34.466
Os06g0602800	Solyc12g055960.1	66.0287	35.567
Os06g0602900	Solyc09g091700.2	46.1988	50.641
Os06g0603000	Solyc12g009470.1	60.2076	62.5899
Os06g0603400	Solyc08g075580.1	26.5385	45.098
Os06g0603600	Solyc08g060920.2	51.5254	57.1429
Os06g0603600	Solyc12g009480.1	64.4068	65.0685
Os06g0604000	Solyc03g116610.2	51.0288	61.3861
Os06g0604000	Solyc12g009490.1	52.2634	57.2072
Os06g0604500	Solyc03g118090.2	68.5437	70.3187
Os06g0604500	Solyc06g068720.2	70.2913	72.4
Os06g0605900	Solyc06g030610.1	14.673	33.5766
Os06g0605900	Solyc06g030620.1	7.49601	23.3831
Os06g0605900	Solyc06g049010.1	36.0447	36.4516
Os06g0605900	Solyc07g008250.2	44.9761	43.9938
Os06g0605900	Solyc08g060810.2	44.4976	41.9549
Os06g0605900	Solyc12g009560.1	46.4115	45.6829
Os06g0606000	Solyc12g009570.1	69.0949	70.1794
Os06g0606700	Solyc03g116670.2	34.1727	30.1587
Os06g0606700	Solyc06g068130.2	28.777	33.3333
Os06g0606700	Solyc07g008210.2	30.2158	36.5217
Os06g0606800	Solyc06g066030.2	34.9462	27.3684
Os06g0606800	Solyc08g059800.2	34.4086	27.8867
Os06g0606900	Solyc07g008190.2	17.6334	9.62025
Os06g0607000	Solyc07g008150.2	47.0954	58.2051
Os06g0607100	Solyc03g116740.2	46.2541	48.4642
Os06g0607100	Solyc06g068150.2	43.9739	44.2623
Os06g0607200	Solyc07g065700.2	49.6552	39.1304
Os06g0607700	Solyc07g065770.2	17.7326	53.9823
Os06g0607700	Solyc07g065780.1	40.6977	62.9213
Os06g0607800	Solyc01g109940.2	90.7731	91.4573
Os06g0607800	Solyc10g054040.1	82.793	83.208
Os06g0607900	Solyc04g015160.2	57.6271	19.3548
Os06g0608100	Solyc07g045170.2	24.3564	8.99781
Os06g0608300	Solyc07g007210.2	76.6299	82.5946
Os06g0608500	Solyc05g026050.2	75	75.6881
Os06g0608500	Solyc08g065900.2	73.6364	64.2857
Os06g0608500	Solyc11g070120.1	73.1818	73.8532
Os06g0608600	Solyc07g065850.2	65.8009	65.2361
Os06g0608600	Solyc12g006250.1	67.9654	70.0893
Os06g0609450	Solyc02g024020.2	68.8406	28.7009
Os06g0609500	Solyc11g022470.1	50.4559	54.7855
Os06g0609500	Solyc11g067280.1	48.0243	53.7415
Os06g0609600	Solyc10g005750.2	70.5357	68.6957
Os06g0609700	Solyc04g015300.2	60.1594	61.6327
Os06g0609800	Solyc03g111030.2	32.0683	30.1786
Os06g0610100	Solyc06g075050.1	22.327	26.2963
Os06g0610100	Solyc06g075060.1	23.5849	28.4091
Os06g0610100	Solyc06g075070.2	23.8994	28.0443
Os06g0610100	Solyc11g069640.1	25.4717	29.3478
Os06g0610350	Solyc07g066250.1	39.9093	41.1215
Os06g0610800	Solyc08g067100.2	40.4624	41.9162
Os06g0611000	Solyc07g064970.2	64.5439	64.5439
Os06g0611000	Solyc12g014490.1	61.9621	63.4921
Os06g0611200	Solyc10g008570.2	41.8045	31.8807
Os06g0611400	Solyc01g066070.2	39.3795	40.7407
Os06g0611400	Solyc06g009200.2	35.3222	36.0976
Os06g0611600	Solyc07g021750.1	44.7619	28.8344
Os06g0611700	Solyc03g121700.2	69.5817	49.1936
Os06g0611700	Solyc05g018810.2	67.6806	47.3404
Os06g0611700	Solyc06g062690.2	59.3156	44.6991
Os06g0611700	Solyc12g008940.1	68.0608	47.861
Os06g0611900	Solyc08g065220.2	87.3767	42.7606
Os06g0612200	Solyc10g080350.1	44.7257	6.32081
Os06g0612800	Solyc01g014180.2	65.4971	65.4971
Os06g0612800	Solyc11g061770.1	67.8363	68.2353
Os06g0612900	Solyc11g061700.1	43.75	3.2445
Os06g0612900	Solyc12g100120.1	45.3125	3.3526
Os06g0613000	Solyc11g061700.1	41.7339	23.9861
Os06g0613000	Solyc12g100120.1	43.5484	24.9711
Os06g0613400	Solyc01g086930.2	26.7016	24.0188
Os06g0613500	Solyc10g079070.1	50.5618	24.9307
Os06g0613600	Solyc01g010260.2	50.3788	51.2524
Os06g0613600	Solyc10g018150.1	35.2273	35.4962
Os06g0614000	Solyc03g077920.1	68.4466	71.4829
Os06g0614300	Solyc03g053120.1	7.40103	33.0769
Os06g0618000	Solyc01g006460.1	31.3283	34.9162
Os06g0618000	Solyc04g025510.2	18.797	26.3158
Os06g0618000	Solyc10g078730.1	42.6065	42.5
Os06g0618000	Solyc12g041890.1	34.5865	36.4116
Os06g0618100	Solyc01g014850.2	50.9653	52.8
Os06g0618100	Solyc01g073940.2	46.332	41.5225
Os06g0618100	Solyc03g063200.2	20.8494	33.1288
Os06g0618100	Solyc10g078750.1	53.2819	47.099
Os06g0618100	Solyc10g080480.1	52.5097	47.0588
Os06g0618150	Solyc01g073930.2	45.2632	48.0447
Os06g0618600	Solyc11g019960.1	44.9735	34.413
Os06g0619600	Solyc01g014510.1	10.71	30.5842
Os06g0619600	Solyc01g014520.1	19.0132	36.9159
Os06g0619600	Solyc01g014550.1	16.1252	32.1343
Os06g0619600	Solyc01g014640.1	4.69314	33.0508
Os06g0619600	Solyc01g014650.1	3.97112	38.3721
Os06g0619600	Solyc01g014690.2	6.97954	48.7395
Os06g0620200	Solyc01g014510.1	10.6933	31.2715
Os06g0620200	Solyc01g014520.1	17.9788	35.7477
Os06g0620200	Solyc01g014550.1	15.5112	31.6547
Os06g0620200	Solyc01g014640.1	4.34783	31.3559
Os06g0620200	Solyc01g014650.1	3.40776	33.7209
Os06g0620200	Solyc01g014690.2	6.58049	47.0588
Os06g0620600	Solyc06g083630.2	68.9139	62.7986
Os06g0620600	Solyc09g063020.2	67.4157	52.3256
Os06g0622000	Solyc02g082290.2	42.298	48.8338
Os06g0622300	Solyc01g017030.1	17.1367	51.634
Os06g0622300	Solyc01g017790.1	15.1844	54.2636
Os06g0622300	Solyc01g018070.1	15.6182	50.7042
Os06g0622300	Solyc01g112330.1	9.97831	61.3333
Os06g0622300	Solyc04g025930.1	9.76139	30.8219
Os06g0622300	Solyc04g082820.2	46.6377	38.3244
Os06g0622300	Solyc12g038740.1	27.3319	45.8182
Os06g0622300	Solyc12g094730.1	38.3948	41.9431
Os06g0622300	Solyc12g095740.1	12.3644	63.3333
Os06g0622500	Solyc03g061590.2	1.31579	2.76243
Os06g0622500	Solyc03g061600.2	61.5789	35.9447
Os06g0622700	Solyc04g082890.2	30.2632	32.3944
Os06g0622800	Solyc01g112350.2	55.9471	27.7697
Os06g0622900	Solyc02g082270.2	45.0909	43.9716
Os06g0623300	Solyc04g082780.2	57.3209	57.3209
Os06g0623600	Solyc04g082780.2	56.3863	56.3863
Os06g0623700	Solyc03g114530.2	31.7143	33.4337
Os06g0623700	Solyc03g114540.1	31.1429	32.4405
Os06g0623700	Solyc03g114550.1	26.2857	33.5766
Os06g0623700	Solyc03g114560.2	31.7143	33.945
Os06g0623700	Solyc12g039070.1	34.2857	36.036
Os06g0624100	Solyc02g068280.2	62.6181	61.2946
Os06g0624700	Solyc04g082950.2	55.0102	60.0446
Os06g0625400	Solyc03g118430.2	71.9858	48.9944
Os06g0625500	Solyc10g083650.1	55.1724	56.1404
Os06g0625900	Solyc02g087000.2	67.7343	73.6774
Os06g0625900	Solyc04g025880.2	63.2266	68.7742
Os06g0625900	Solyc05g005740.2	66.7853	72.2721
Os06g0626600	Solyc02g077620.1	33.4232	35.1275
Os06g0626600	Solyc03g114800.1	32.0755	37.6582
Os06g0626600	Solyc05g011840.2	27.4933	36.6906
Os06g0626600	Solyc05g011870.1	33.4232	37.3494
Os06g0626600	Solyc05g011890.1	34.5013	38.0952
Os06g0626600	Solyc05g011900.1	34.5013	38.5542
Os06g0626600	Solyc05g047470.1	25.6065	33.3333
Os06g0626600	Solyc05g047490.1	35.31	34.8404
Os06g0626600	Solyc05g047510.1	33.6927	37.9939
Os06g0626600	Solyc09g055500.1	34.2318	38.253
Os06g0626600	Solyc11g027800.1	32.6146	36.7781
Os06g0626600	Solyc11g050930.1	32.0755	36.1702
Os06g0626600	Solyc11g051090.1	32.6146	36.8902
Os06g0626600	Solyc11g067320.1	27.4933	31.677
Os06g0626700	Solyc08g080040.2	45.0402	40.1914
Os06g0627500	Solyc09g072630.2	37.0203	37.8753
Os06g0630300	Solyc09g065510.2	53.0726	55.8824
Os06g0631300	Solyc12g089320.1	25.7827	14.4181
Os06g0632200	Solyc12g096190.1	70.4312	69.7154
Os06g0632300	Solyc03g096980.1	24.8908	22.4409
Os06g0632300	Solyc03g096990.2	25.9825	21.7949
Os06g0632300	Solyc04g010320.1	23.7991	21.8876
Os06g0632300	Solyc06g074180.1	24.8908	22.5296
Os06g0632700	Solyc05g053200.1	45.0139	42.8195
Os06g0633500	Solyc02g065650.1	37.0968	11.5869
Os06g0633500	Solyc02g089410.2	35.4839	13.4557
Os06g0633500	Solyc03g114680.2	41.129	10.241
Os06g0633800	Solyc02g065680.2	65.0655	64.3629
Os06g0633800	Solyc02g089400.2	65.2838	65
Os06g0634300	Solyc10g005950.2	47.3262	62.9893
Os06g0634300	Solyc12g015700.1	40.3743	54.9091
Os06g0634500	Solyc02g081070.2	52.9032	11.326
Os06g0634600	Solyc02g081140.2	35.9202	53.2895
Os06g0634600	Solyc05g042040.2	34.3681	37.8973
Os06g0634600	Solyc07g049260.2	37.694	42.9293
Os06g0635200	Solyc07g064900.2	46.6814	47.8458
Os06g0635200	Solyc10g006120.1	48.0089	50.1155
Os06g0635200	Solyc11g012000.1	42.0354	43.7788
Os06g0635200	Solyc12g014450.1	45.1327	48
Os06g0636600	Solyc04g014690.2	66.0804	69.7613
Os06g0636600	Solyc11g012050.1	64.3216	68.4492
Os06g0636700	Solyc05g043320.1	27.2251	45.614
Os06g0636700	Solyc05g043330.2	47.644	50.9804
Os06g0636700	Solyc07g049430.2	46.3351	50.1416
Os06g0636700	Solyc07g049440.2	45.8115	49.435
Os06g0638000	Solyc04g057990.2	16.6667	21.8493
Os06g0638100	Solyc01g107640.2	50.8711	51.5901
Os06g0638200	Solyc12g095770.1	88.7755	46.5241
Os06g0638500	Solyc01g107650.2	40.6393	46.1738
Os06g0638500	Solyc02g092940.2	41.4384	47.2656
Os06g0638900	Solyc01g107740.2	54.8077	23.9496
Os06g0638900	Solyc10g050060.1	53.8462	22.4
Os06g0639100	Solyc01g107880.2	69.3934	67.8957
Os06g0639300	Solyc03g120130.2	46.1111	49.7006
Os06g0639500	Solyc01g005030.2	50.4762	27.6042
Os06g0639600	Solyc11g010950.1	59.6817	62.5
Os06g0639800	Solyc01g008640.2	40.1515	43.002
Os06g0639800	Solyc01g008650.2	39.2045	41.0714
Os06g0639800	Solyc01g008670.2	41.0985	43.8384
Os06g0639800	Solyc02g062030.1	39.3939	41.3519
Os06g0639800	Solyc02g082070.2	39.7727	41.6667
Os06g0639800	Solyc02g092250.2	39.2045	41.1531
Os06g0639800	Solyc04g083140.1	42.6136	44.9102
Os06g0639800	Solyc06g060190.2	38.6364	40.5567
Os06g0639800	Solyc06g066230.2	38.8258	40.6746
Os06g0639800	Solyc06g066240.2	38.2576	39.3762
Os06g0639800	Solyc07g007460.1	36.9318	40.2893
Os06g0639800	Solyc07g052370.2	37.5	39.2857
Os06g0639800	Solyc08g005650.2	35.9848	37.5494
Os06g0639800	Solyc08g074260.2	39.9621	41.8651
Os06g0639800	Solyc08g076250.1	39.5833	41.8838
Os06g0639800	Solyc09g066370.1	36.9318	38.8446
Os06g0639800	Solyc09g066400.1	37.1212	39.0438
Os06g0639800	Solyc10g017510.2	39.3939	40.5458
Os06g0639800	Solyc10g084590.2	39.3939	40.8644
Os06g0639800	Solyc10g087010.1	39.7727	41.1765
Os06g0639800	Solyc10g087030.1	38.2576	39.5303
Os06g0639800	Solyc11g007980.1	39.3939	40.9449
Os06g0641500	Solyc01g008640.2	41.5709	44.0162
Os06g0641500	Solyc01g008650.2	41.1877	42.6587
Os06g0641500	Solyc01g008670.2	41.1877	43.4343
Os06g0641500	Solyc02g062030.1	40.8046	42.3459
Os06g0641500	Solyc02g082070.2	41.1877	42.6587
Os06g0641500	Solyc02g092250.2	42.7203	44.334
Os06g0641500	Solyc04g083140.1	44.0613	45.9082
Os06g0641500	Solyc06g060190.2	42.9119	44.5328
Os06g0641500	Solyc06g066230.2	41.7625	43.254
Os06g0641500	Solyc06g066240.2	41.7625	42.4951
Os06g0641500	Solyc07g007460.1	40.2299	43.3884
Os06g0641500	Solyc07g052370.2	41.3793	42.8571
Os06g0641500	Solyc08g005650.2	34.6743	35.7708
Os06g0641500	Solyc08g074260.2	40.613	42.0635
Os06g0641500	Solyc08g076250.1	42.3372	44.2886
Os06g0641500	Solyc09g066370.1	38.1226	39.6414
Os06g0641500	Solyc09g066400.1	37.931	39.4422
Os06g0641500	Solyc10g017510.2	42.5287	43.2749
Os06g0641500	Solyc10g084590.2	42.7203	43.8114
Os06g0641500	Solyc10g087010.1	42.3372	43.3333
Os06g0641500	Solyc10g087030.1	42.3372	43.2485
Os06g0641500	Solyc11g007980.1	40.4215	41.5354
Os06g0642200	Solyc01g008640.2	39.3878	39.1481
Os06g0642200	Solyc01g008650.2	38.3673	37.3016
Os06g0642200	Solyc01g008670.2	38.1633	37.7778
Os06g0642200	Solyc02g062030.1	38.9796	37.9722
Os06g0642200	Solyc02g082070.2	40.6122	39.4841
Os06g0642200	Solyc02g092250.2	38.7755	37.7734
Os06g0642200	Solyc04g083140.1	40.6122	39.7206
Os06g0642200	Solyc06g060190.2	39.1837	38.171
Os06g0642200	Solyc06g066230.2	37.9592	36.9048
Os06g0642200	Solyc06g066240.2	37.7551	36.0624
Os06g0642200	Solyc07g007460.1	37.3469	37.8099
Os06g0642200	Solyc07g052370.2	38.7755	37.6984
Os06g0642200	Solyc08g005650.2	32.6531	31.6206
Os06g0642200	Solyc08g074260.2	39.3878	38.2937
Os06g0642200	Solyc08g076250.1	38.9796	38.2766
Os06g0642200	Solyc09g066370.1	36.5306	35.6574
Os06g0642200	Solyc09g066400.1	36.9388	36.0558
Os06g0642200	Solyc10g017510.2	40.8163	38.9864
Os06g0642200	Solyc10g084590.2	40.6122	39.0963
Os06g0642200	Solyc10g087010.1	39.1837	37.6471
Os06g0642200	Solyc10g087030.1	39.1837	37.5734
Os06g0642200	Solyc11g007980.1	36.7347	35.4331
Os06g0642900	Solyc03g116780.2	48.7273	51.5385
Os06g0642900	Solyc06g068190.1	21.8182	41.958
Os06g0642900	Solyc07g007960.2	50.5455	52.4528
Os06g0642900	Solyc12g009620.1	50.1818	49.1103
Os06g0642900	Solyc12g042750.1	42.9091	48.7603
Os06g0643000	Solyc03g116820.2	18.0282	41.0256
Os06g0643000	Solyc03g116830.2	21.831	33.9168
Os06g0643000	Solyc08g042130.2	40.4225	45.8466
Os06g0643100	Solyc04g009410.2	86.2745	86.2745
Os06g0643300	Solyc03g121360.1	83.9024	84.7291
Os06g0643300	Solyc06g062510.2	83.4146	84.2365
Os06g0643300	Solyc07g048020.1	25.3659	71.2329
Os06g0643300	Solyc08g028770.1	22.9268	72.3077
Os06g0643300	Solyc11g061690.1	21.9512	58.4416
Os06g0643500	Solyc07g007860.1	30.1961	55.7971
Os06g0643500	Solyc12g009650.1	41.5686	40
Os06g0643700	Solyc07g007800.2	48.9362	48.5488
Os06g0643700	Solyc12g009680.1	45.2128	51.8293
Os06g0643800	Solyc09g098590.2	2.17391	0.492611
Os06g0643900	Solyc07g007670.2	70.3782	70.2306
Os06g0643900	Solyc12g009800.1	67.6471	67.5052
Os06g0644100	Solyc06g065930.2	57.0732	59.3909
Os06g0644100	Solyc08g041980.2	63.4146	64.0394
Os06g0644200	Solyc03g117480.2	85.8056	87.4837
Os06g0644200	Solyc06g068240.2	85.6777	87.3533
Os06g0644200	Solyc07g007600.2	85.0384	86.9281
Os06g0644200	Solyc12g009840.1	85.1662	86.606
Os06g0644500	Solyc07g007430.2	67.0262	68.9382
Os06g0644600	Solyc01g087670.2	69.6567	69.3495
Os06g0644700	Solyc03g117350.1	62.6834	63.3475
Os06g0644800	Solyc07g007380.2	43.9597	41.4557
Os06g0645400	Solyc11g012140.1	69.7291	50.0846
Os06g0645500	Solyc03g117310.1	25.2101	28.5714
Os06g0645500	Solyc03g117340.1	25.2101	33.1492
Os06g0645500	Solyc06g068310.1	26.8908	33.1606
Os06g0645500	Solyc07g007350.1	26.4706	24.7059
Os06g0645600	Solyc03g117280.2	43.4211	43.097
Os06g0645600	Solyc06g065860.2	9.02256	28.4024
Os06g0645600	Solyc06g065870.2	33.0827	44.7837
Os06g0645600	Solyc08g041710.2	43.2331	43.0712
Os06g0645700	Solyc07g006820.2	64.7887	2.52331
Os06g0645800	Solyc07g006820.2	51.7045	24.9589
Os06g0645901	Solyc07g006820.2	35.9882	6.69227
Os06g0646000	Solyc07g007300.2	62.3188	63.4218
Os06g0646000	Solyc07g007310.2	60.8696	61.5836
Os06g0646400	Solyc07g007140.2	40.018	31.4488
Os06g0646500	Solyc01g087120.2	63.5556	59.8326
Os06g0646600	Solyc08g041820.2	63.7771	59.0258
Os06g0647100	Solyc07g006000.2	47.9452	45.1613
Os06g0647400	Solyc07g005190.2	59.7403	64.6586
Os06g0648500	Solyc02g069540.1	17.3295	26.1803
Os06g0649000	Solyc03g116890.2	35.905	34.5714
Os06g0649000	Solyc06g068460.2	36.2018	33.8889
Os06g0649000	Solyc08g067340.2	31.454	41.8972
Os06g0649000	Solyc08g067360.2	30.8605	40.3101
Os06g0649000	Solyc12g042590.1	29.9703	46.7593
Os06g0649500	Solyc06g065700.2	69.8777	66.7153
Os06g0649700	Solyc06g065720.1	55.3333	55.2719
Os06g0649800	Solyc03g116880.2	45.7944	49.6203
Os06g0649800	Solyc12g010050.1	46.2617	53.2258
Os06g0649900	Solyc08g068580.2	66.2109	66.2109
Os06g0650100	Solyc10g005560.2	99.3464	98.7013
Os06g0650300	Solyc03g116860.2	40.3341	41.2195
Os06g0650600	Solyc07g005600.2	76.124	76.5991
Os06g0650600	Solyc08g006820.2	74.1085	74.4548
Os06g0650800	Solyc06g068490.2	73.8532	69.8482
Os06g0650900	Solyc03g117590.2	30.9859	27.3292
Os06g0650900	Solyc06g068500.2	32.3944	28.3951
Os06g0651000	Solyc04g015590.2	40.404	45.1977
Os06g0651000	Solyc10g009500.2	42.4242	45.1613
Os06g0651000	Solyc10g009520.2	13.6364	12.0536
Os06g0651000	Solyc10g009540.1	32.3232	24.1509
Os06g0651100	Solyc04g015590.2	24.581	49.7175
Os06g0651100	Solyc10g009500.2	27.095	52.1505
Os06g0651100	Solyc10g009520.2	23.1844	37.0536
Os06g0651100	Solyc10g009540.1	31.0056	41.8868
Os06g0651600	Solyc08g074230.1	48.0978	65.3137
Os06g0651900	Solyc07g005720.2	32.0513	35.2113
Os06g0651900	Solyc07g005730.2	32.0513	35.2113
Os06g0652000	Solyc07g005930.2	64.268	52.2177
Os06g0652100	Solyc01g009530.1	17.0047	50.9346
Os06g0652100	Solyc01g009540.1	8.11232	54.7368
Os06g0652100	Solyc09g089940.1	51.4821	51.8053
Os06g0652200	Solyc07g006020.2	48.4581	30.5556
Os06g0652200	Solyc12g010480.1	49.7797	30.7065
Os06g0652300	Solyc07g006070.1	50.7205	56.23
