Gene stable ID	Arabidopsis thaliana gene stable ID	%id. target Arabidopsis thaliana gene identical to query gene	%id. query gene identical to target Arabidopsis thaliana gene	Arabidopsis thaliana orthology confidence [0 low, 1 high]
Os05g0525600	AT2G04300	35.1153	37.5561	
Os05g0525600	AT2G19190	36.5828	39.8402	
Os05g0525600	AT2G19210	36.3732	39.3871	
Os05g0525600	AT2G19230	37.5262	34.9268	
Os05g0525600	AT2G28970	31.6562	38.4224	
Os05g0525600	AT2G28990	34.0671	36.7647	
Os05g0525600	AT2G29000	33.543	36.6972	
Os05g0525600	AT3G21340	35.6394	37.8198	
Os05g0525600	AT3G46330	33.8574	36.7882	
Os05g0525600	AT3G46340	34.9057	37.4578	
Os05g0525600	AT3G46370	32.3899	38.966	
Os05g0525600	AT3G46400	35.0105	37.8256	
Os05g0525600	AT3G46420	34.3815	39.1408	
Os05g0525600	AT4G20450	35.4298	37.6392	
Os05g0525600	AT4G29180	36.1635	37.7875	
Os05g0525600	AT4G29450	35.4298	39.1657	
Os05g0525600	AT4G29990	37.4214	40.7534	
Os05g0525600	AT5G16900	33.7526	37.1824	
Os05g0525600	AT5G59650	34.4864	36.8834	
Os05g0525600	AT5G59660	29.6646	33.0994	
Os05g0525600	AT5G59670	34.8008	38.2488	
Os05g0525600	AT5G59680	35.3249	37.9932	
Os05g0525800	AT1G05700	36.7688	29.8981	
Os05g0525800	AT1G07550	34.4011	28.588	
Os05g0525800	AT1G07560	33.9833	28.0138	
Os05g0525800	AT1G49100	36.7688	29.7297	
Os05g0525800	AT1G51790	38.1616	29.3362	
Os05g0525800	AT1G51800	34.6797	27.8523	
Os05g0525800	AT1G51805	38.4401	31.2217	
Os05g0525800	AT1G51810	29.2479	28.2258	
Os05g0525800	AT1G51820	37.0474	30.0565	
Os05g0525800	AT1G51850	38.8579	31.5254	
Os05g0525800	AT1G51860	36.0724	29.1011	
Os05g0525800	AT1G51870	36.9081	29.8088	
Os05g0525800	AT1G51880	36.9081	29.51	
Os05g0525800	AT1G51890	36.0724	28.8419	
Os05g0525800	AT1G51910	35.6546	29.2237	
Os05g0525800	AT2G04300	37.7437	30.3812	
Os05g0525800	AT2G19190	36.6295	30.0228	
Os05g0525800	AT2G19210	38.8579	31.6686	
Os05g0525800	AT2G19230	38.0223	26.6341	
Os05g0525800	AT2G28970	30.6407	27.9898	
Os05g0525800	AT2G28990	35.6546	28.9593	
Os05g0525800	AT2G29000	32.7298	26.9495	
Os05g0525800	AT3G21340	38.7187	30.9232	
Os05g0525800	AT3G46330	34.8189	28.4738	
Os05g0525800	AT3G46340	36.351	29.3588	
Os05g0525800	AT3G46370	32.8691	29.7604	
Os05g0525800	AT3G46400	36.4902	29.6716	
Os05g0525800	AT3G46420	36.351	31.1456	
Os05g0525800	AT4G20450	36.351	29.0646	
Os05g0525800	AT4G29180	36.9081	29.0252	
Os05g0525800	AT4G29450	36.6295	30.4751	
Os05g0525800	AT4G29990	39.415	32.3059	
Os05g0525800	AT5G16900	33.1476	27.4827	
Os05g0525800	AT5G59650	35.376	28.4753	
Os05g0525800	AT5G59660	28.6908	24.0936	
Os05g0525800	AT5G59670	34.9582	28.9171	
Os05g0525800	AT5G59680	35.376	28.6359	
Os05g0525900	AT5G07500	30.5882	31.8367	
Os05g0526200	AT3G55250	53.5055	52.3466	
Os05g0526300	AT5G52880	33.4416	38.29	
Os05g0526400	AT1G64090	62.9482	58.3026	
Os05g0526400	AT2G46170	60.9562	60	
Os05g0526400	AT3G61560	58.1673	57.7075	
Os05g0526400	AT4G01230	48.2072	49.5902	
Os05g0526400	AT4G11220	60.9562	56.4576	
Os05g0526400	AT4G23630	65.7371	60	
Os05g0526400	AT5G41600	62.5498	61.0895	
Os05g0526600	AT2G46160	52.1739	50.4673	
Os05g0526600	AT3G61550	48.7923	47.6415	
Os05g0526700	AT2G46150	30.4348	34.8416	
Os05g0526800	AT3G16520	40	41.5584	
Os05g0526900	AT3G16520	39.2034	40.4762	
Os05g0527000	AT3G16520	38.1356	38.961	
Os05g0527100	AT3G16520	38.1356	38.961	
Os05g0527600	AT3G16520	42.7562	26.1905	
Os05g0527800	AT3G16520	36.6109	37.8788	
Os05g0527900	AT3G16520	38.2796	38.5281	
Os05g0528000	AT1G64060	69.2955	69.8093	
Os05g0528000	AT4G11230	54.0484	54.6227	
Os05g0528200	AT1G16740	83.4711	80.1587	
Os05g0528600	AT4G13260	60.7407	59.2771	
Os05g0528600	AT5G25620	60.7407	56.682	
Os05g0528900	AT5G53070	52.9126	49.3213	
Os05g0529000	AT2G20120	70.696	72.0149	
Os05g0529000	AT2G20130	67.3993	71.875	
Os05g0529200	AT1G65520	44.6281	45	
Os05g0529200	AT4G14430	44.6281	45	
Os05g0529200	AT4G14440	44.6281	45.3782	
Os05g0529300	AT1G29330	76.7442	76.7442	
Os05g0529400	AT1G16960	61.0619	60.5263	
Os05g0529400	AT1G53400	73.4513	72.807	
Os05g0529600	AT4G18820	46.2604	45.67	
Os05g0529600	AT5G45720	44.0443	49.3789	
Os05g0529700	AT2G42750	53.4286	54.3605	
Os05g0530300	AT1G53450	47.2332	52.7594	
Os05g0530300	AT3G14830	46.2451	49.1597	
Os05g0530400	AT4G18880	32.8976	37.6559	
Os05g0530400	AT5G45710	32.0261	42.6087	
Os05g0530500	AT3G01090	78.6139	74.2056	
Os05g0530500	AT3G29160	74.6535	73.6328	
Os05g0530500	AT5G39440	61.7822	63.1579	
Os05g0530701	AT2G42800	48.4076	49.3507	
Os05g0531100	AT1G29640	30.2817	30.7143	
Os05g0531100	AT2G34340	28.8732	30.1471	
Os05g0531100	AT4G18980	24.6479	33.0189	
Os05g0531100	AT5G45630	25.3521	31.5789	
Os05g0531500	AT1G28240	49.7391	49.2255	
Os05g0531500	AT1G53040	48.8696	52.037	
Os05g0532500	AT4G12540	22.6843	26.0304	
Os05g0532600	AT2G19860	57.7778	15.5378	
Os05g0532600	AT4G29130	57.037	15.5242	
Os05g0532800	AT5G19151	25.8824	29.7297	
Os05g0533100	AT4G16830	48.2517	38.8732	
Os05g0533100	AT4G17520	40.9091	32.5	
Os05g0533100	AT5G47210	43.3566	34.7339	
Os05g0533500	AT5G56760	70.0637	70.5128	
Os05g0533600	AT4G18240	55.8215	49.3269	
Os05g0533800	AT2G19680	48.8095	33.6066	
Os05g0533800	AT4G26210	46.4286	31.9672	
Os05g0533800	AT4G29480	51.1905	35.2459	
Os05g0533900	AT5G53350	50	40.7599	
Os05g0534000	AT3G49240	28.4722	13.0366	
Os05g0534100	AT3G61770	40.6926	33.0986	
Os05g0534400	AT5G24270	65.2381	61.7117	
Os05g0534500	AT3G24450	45.625	52.1429	
Os05g0534600	AT1G15280	24.4006	29.5726	
Os05g0534600	AT1G80000	28.2087	33.0578	
Os05g0535100	AT5G64790	49.3852	49.6907	
Os05g0535400	AT1G71697	59.0909	60.1156	
Os05g0535400	AT1G74320	60.5114	60.8571	
Os05g0535400	AT4G09760	59.0909	60.1156	
Os05g0535500	AT2G31580	48.1696	44.0917	
Os05g0535500	AT2G32320	48.9403	47.2998	
Os05g0535600	AT1G34120	35.7924	22.2034	
Os05g0535600	AT1G71710	39.071	21.5361	
Os05g0535700	AT5G53650	46.25	51.3889	
Os05g0535800	AT1G71720	41.6185	43.2	
Os05g0535900	AT1G14380	32.4042	28.012	
Os05g0535900	AT1G18840	34.3206	34.4406	
Os05g0535900	AT1G74690	37.108	36.2862	
Os05g0535900	AT2G02790	33.2753	30.0314	
Os05g0536200	AT5G37610	17.1429	29.4479	
Os05g0536400	AT5G62530	75.8182	75	
Os05g0536900	AT1G22740	75.2427	76.3547	
Os05g0536900	AT4G09720	74.7573	70.9677	
Os05g0537100	AT2G21900	24.8869	27.2277	
Os05g0537100	AT5G26170	28.5068	36.4162	
Os05g0537100	AT5G64810	31.2217	35.567	
Os05g0538900	AT4G26965	51.2397	33.6957	
Os05g0539400	AT1G72990	57.5037	55.5237	
Os05g0539500	AT1G29840	45.0355	40.7051	
Os05g0539500	AT2G19550	42.9078	36.4458	
Os05g0539500	AT3G47560	49.6454	44.0252	
Os05g0539500	AT3G47590	48.5816	44.3366	
Os05g0539500	AT5G11910	47.8723	42.8571	
Os05g0539600	AT5G56450	43.2749	22.4242	
Os05g0539700	AT2G19480	69.5055	66.7546	
Os05g0539700	AT4G26110	68.1319	66.6667	
Os05g0539700	AT5G56950	68.956	67.1123	
Os05g0539800	AT2G26070	54.9356	44.4444	
Os05g0539900	AT5G11840	50	33.2075	
Os05g0540100	AT5G26680	82.8947	69.5364	
Os05g0540200	AT4G29660	52.381	53.3981	
Os05g0540300	AT3G13860	68.5026	69.5804	
Os05g0540800	AT2G47210	63.0137	62.585	
Os05g0540900	AT2G26110	15.1596	18.4466	
Os05g0540900	AT4G26130	14.8936	19.5804	
Os05g0540900	AT5G56980	18.617	18.4697	
Os05g0541100	AT1G17480	33.0882	36.3881	
Os05g0541100	AT1G72670	37.2549	36.715	
Os05g0541100	AT2G26180	38.4804	37.7404	
Os05g0541200	AT5G11950	62.7803	64.8148	
Os05g0541200	AT5G26140	37.6682	51.2195	
Os05g0541400	AT3G21330	24.7596	27.6139	
Os05g0541800	AT1G73040	44.086	23.2955	
Os05g0541900	AT2G19730	61.6541	57.3427	
Os05g0541900	AT4G29410	58.6466	54.5455	
Os05g0542100	AT2G46540	69.2308	69.2308	
Os05g0542200	AT5G53050	56	51.1416	
Os05g0542500	AT1G52690	38.5	45.5621	
Os05g0542500	AT3G15670	41.5	36.8889	
Os05g0542600	AT1G80210	51.9048	53.6946	
Os05g0542600	AT3G06820	50.7143	52.5926	
Os05g0542732	AT1G15400	36.9369	27.7027	
Os05g0542732	AT1G80180	36.036	28.9855	
Os05g0542732	AT5G20100	37.8378	37.1681	
Os05g0543100	AT1G10730	81.1628	81.5421	
Os05g0543100	AT1G60780	85.5814	85.9813	
Os05g0543200	AT3G63130	61.7647	62.8037	
Os05g0543300	AT5G14530	76.25	73.9394	
Os05g0543400	AT4G17190	65.6338	68.1287	
Os05g0543400	AT5G47770	66.4789	61.4583	
Os05g0543700	AT2G21510	63.9053	61.1898	
Os05g0543700	AT4G39150	64.2012	62.8986	
Os05g0545000	AT1G19650	54.1599	54.6053	
Os05g0545000	AT1G75370	54.4861	50	
Os05g0545000	AT2G21520	59.8695	57.6138	
Os05g0545000	AT4G39170	59.0538	58.9577	
Os05g0545200	AT3G23270	51.3807	49.4307	
Os05g0545200	AT4G14368	51.4793	47.1971	
Os05g0545300	AT1G05100	31.5909	41.0029	
Os05g0545300	AT2G32510	32.9545	38.9785	
Os05g0545300	AT4G26890	32.2727	31.982	
Os05g0545300	AT5G55090	32.0455	27.6471	
Os05g0545400	AT1G05100	28.3019	35.3982	
Os05g0545400	AT2G32510	30.4245	34.6774	
Os05g0545400	AT4G26890	31.1321	29.7297	
Os05g0545400	AT5G55090	30.4245	25.2941	
Os05g0545600	AT2G24410	8.742	52.5641	
Os05g0546500	AT1G29850	60	32.6087	
Os05g0547100	AT4G17240	23.4483	9.91254	
Os05g0547850	AT1G29850	60.9375	56.5217	
Os05g0548200	AT3G29380	34.1772	32.1429	
Os05g0548200	AT4G10680	17.4051	30.2198	
Os05g0548300	AT4G18050	61.6838	28.8122	
Os05g0548300	AT5G46540	60.1375	28.0449	
Os05g0548500	AT4G18050	57.0635	57.7047	
Os05g0548500	AT5G46540	53.8889	54.4071	
Os05g0548600	AT1G07740	37.7273	36.1656	
Os05g0548800	AT3G21610	58.6667	25.2874	
Os05g0549000	AT1G14910	61.7284	50.578	
Os05g0549000	AT2G01600	64.1975	63.7478	
Os05g0549100	AT1G68830	71.5564	71.1744	
Os05g0549300	AT1G49330	27.6276	27.7946	
Os05g0549300	AT2G16190	25.5255	28.0528	
Os05g0549500	AT1G49330	41.1111	22.3565	
Os05g0549500	AT2G16190	40	23.7624	
Os05g0549600	AT1G18440	37.6712	19.0972	
Os05g0549700	AT1G72810	70.2495	70.9302	
Os05g0549700	AT4G29840	71.785	71.1027	
Os05g0550000	AT1G17970	26.6484	26.3587	
Os05g0550000	AT1G36950	11.8132	19.0265	
Os05g0550000	AT1G73760	29.1209	28.8828	
Os05g0550000	AT4G00070	12.9121	26.257	
Os05g0550100	AT1G66840	23.0366	21.7463	
Os05g0550100	AT5G38150	19.7208	19.5164	
Os05g0550250	AT1G68230	37.2727	38.1395	
Os05g0550250	AT2G01240	17.7273	29.1045	
Os05g0550250	AT3G18260	42.7273	41.7778	
Os05g0550300	AT1G07747	35.1064	34.7368	
Os05g0550300	AT1G43665	34.0426	26.0163	
Os05g0550300	AT1G43666	32.9787	32.2917	
Os05g0550300	AT1G43667	32.9787	31.6327	
Os05g0550300	AT1G48750	45.7447	45.7447	
Os05g0550300	AT1G66850	43.617	40.1961	
Os05g0550300	AT1G73780	38.2979	36.7347	
Os05g0550300	AT2G14846	35.1064	33.3333	
Os05g0550300	AT3G18280	47.8723	37.5	
Os05g0550300	AT3G57310	36.1702	33.0097	
Os05g0550300	AT4G12825	29.7872	29.4737	
Os05g0550300	AT5G38160	41.4894	37.8641	
Os05g0550300	AT5G38170	45.7447	41.7476	
Os05g0550300	AT5G38180	31.9149	31.5789	
Os05g0550300	AT5G38195	32.9787	32.6316	
Os05g0550300	AT5G38197	28.7234	28.125	
Os05g0550600	AT1G07747	37.5	37.8947	
Os05g0550600	AT1G43665	30.2083	23.5772	
Os05g0550600	AT1G43666	32.2917	32.2917	
Os05g0550600	AT1G43667	33.3333	32.6531	
Os05g0550600	AT1G48750	35.4167	36.1702	
Os05g0550600	AT1G66850	35.4167	33.3333	
Os05g0550600	AT1G73780	36.4583	35.7143	
Os05g0550600	AT2G14846	35.4167	34.3434	
Os05g0550600	AT3G18280	38.5417	30.8333	
Os05g0550600	AT3G57310	36.4583	33.9806	
Os05g0550600	AT4G12825	30.2083	30.5263	
Os05g0550600	AT5G38160	36.4583	33.9806	
Os05g0550600	AT5G38170	41.6667	38.835	
Os05g0550600	AT5G38180	31.25	31.5789	
Os05g0550600	AT5G38195	34.375	34.7368	
Os05g0550600	AT5G38197	29.1667	29.1667	
Os05g0550700	AT1G66910	47.2376	25.6757	
Os05g0550700	AT1G66920	46.1326	27.0665	
Os05g0550700	AT1G66930	45.0276	18.4598	
Os05g0550700	AT1G67000	46.6851	18.9462	
Os05g0550700	AT1G70250	50	22.6533	
Os05g0550700	AT4G18250	47.7901	25.1089	
Os05g0550700	AT5G38240	45.3039	25.5452	
Os05g0550700	AT5G38250	46.1326	26.9355	
Os05g0550700	AT5G38260	48.6188	27.5862	
Os05g0550700	AT5G38280	48.0663	25.8929	
Os05g0550700	AT5G39020	46.6851	20.7872	
Os05g0550700	AT5G39030	48.0663	21.5881	
Os05g0550800	AT1G18390	31.4327	32.8746	
Os05g0550800	AT1G25390	39.1813	42.6073	
Os05g0550800	AT1G66880	39.0351	20.6019	
Os05g0550800	AT5G38210	38.3041	37.5358	
Os05g0551000	AT3G18290	64.7806	44.7368	
Os05g0551700	AT1G25410	30.5556	32.1637	
Os05g0551700	AT1G68460	36.9444	37.2549	
Os05g0551700	AT3G19160	35.2778	38.4848	
Os05g0551700	AT4G24650	32.7778	37.1069	
Os05g0551900	AT3G18390	57.9284	53.4198	
Os05g0552200	AT5G57500	35.8543	40.2516	
Os05g0552300	AT1G18080	68.1548	70.0306	
Os05g0552300	AT1G48630	68.1548	70.2454	
Os05g0552300	AT3G18130	68.1548	70.2454	
Os05g0552400	AT5G38070	29.3651	28.5714	
Os05g0552500	AT1G15020	54.9708	53.4091	
Os05g0552500	AT2G01270	55.5556	57.5758	
Os05g0552600	AT3G19430	44.5098	39.0034	
Os05g0552700	AT3G21560	31.9923	33.6694	
Os05g0552700	AT4G15480	33.1418	35.3061	
Os05g0552700	AT4G15490	34.6743	37.7871	
Os05g0552700	AT4G15500	32.1839	35.3684	
Os05g0552800	AT3G03280	35.4286	37.3494	
Os05g0552800	AT5G17350	33.7143	32.2404	
Os05g0552900	AT3G60840	38.9877	42.0975	
Os05g0552900	AT5G51600	51.026	52.7581	
Os05g0552900	AT5G62250	36.6621	48.816	
Os05g0553000	AT5G08670	83.1522	82.554	
Os05g0553000	AT5G08680	83.1522	82.1109	
Os05g0553000	AT5G08690	83.1522	82.554	
Os05g0553700	AT3G09740	69.403	69.9248	
Os05g0553700	AT3G45280	61.5672	61.7978	
Os05g0553700	AT3G61450	59.7015	60.6061	
Os05g0553800	AT1G66740	72.8723	69.898	
Os05g0553800	AT5G38110	73.4043	63.3028	
Os05g0554000	AT1G15150	47.549	39.8357	
Os05g0554000	AT1G15160	48.0392	40.2464	
Os05g0554000	AT1G15170	47.549	40.3326	
Os05g0554000	AT1G15180	46.8137	39.6266	
Os05g0554000	AT1G64820	45.098	36.6534	
Os05g0554000	AT1G66760	46.3235	39.2116	
Os05g0554000	AT1G66780	46.3235	38.9691	
Os05g0554000	AT1G71140	51.4706	43.299	
Os05g0554000	AT2G04040	42.8922	36.7647	
Os05g0554000	AT2G04050	46.5686	39.916	
Os05g0554000	AT2G04070	46.0784	39.4958	
Os05g0554000	AT2G04080	43.8725	37.605	
Os05g0554000	AT2G04090	46.3235	39.6226	
Os05g0554000	AT2G04100	47.7941	40.3727	
Os05g0554100	AT1G70190	46.4646	44.2308	
Os05g0554100	AT2G03130	22.2222	40	
Os05g0554500	AT1G22970	39.3531	40.8964	
Os05g0554500	AT1G22980	30.4582	31.2155	
Os05g0554500	AT1G71150	38.2749	40.4558	
Os05g0555300	AT4G32590	46.6667	54.4444	
Os05g0555600	AT5G53460	71.5397	20.8333	
Os05g0555800	AT1G07070	77.6786	77.6786	
Os05g0555800	AT1G41880	77.6786	78.3784	
Os05g0555800	AT1G74270	78.5714	78.5714	
Os05g0555800	AT3G55750	77.6786	78.3784	
Os05g0556000	AT4G13400	54.4554	61.6246	
Os05g0556100	AT3G61760	83.5796	83.4426	
Os05g0556300	AT1G72110	30.4425	35.9081	
Os05g0556300	AT2G38995	32.5664	37.7823	
Os05g0556300	AT2G43255	13.2743	34.8837	
Os05g0556300	AT3G49190	37.8761	40.9962	
Os05g0556300	AT3G49200	38.4071	42.8008	
Os05g0556300	AT3G49210	38.2301	41.6988	
Os05g0556300	AT5G12420	31.6814	37.2917	
Os05g0556300	AT5G16350	30.7965	35.6557	
Os05g0556300	AT5G22490	32.3894	37.9668	
Os05g0556300	AT5G37300	30.9735	35.0701	
Os05g0556300	AT5G53380	30.6195	36.2683	
Os05g0556300	AT5G53390	38.5841	44.856	
Os05g0556400	AT3G61750	46.0705	42.7136	
Os05g0556600	AT4G20300	38.0117	18.4659	
Os05g0556700	AT5G20890	88.1098	54.8387	
Os05g0556800	AT1G30840	42.8198	42.9319	
Os05g0556900	AT1G07070	78.3784	77.6786	
Os05g0556900	AT1G41880	78.3784	78.3784	
Os05g0556900	AT1G74270	79.2793	78.5714	
Os05g0556900	AT3G55750	78.3784	78.3784	
Os05g0557000	AT3G10950	93.4783	93.4783	
Os05g0557100	AT3G12700	36.2348	38.8286	
Os05g0557200	AT3G15180	40.4943	38.657	
Os05g0557400	AT1G28380	51.5924	52.9412	
Os05g0557500	AT4G21700	41.1236	19.0229	
Os05g0557600	AT1G53023	28.6837	46.2025	
Os05g0557600	AT1G53025	36.7387	33.5727	
Os05g0557600	AT3G15355	38.3104	32.0197	
Os05g0557700	AT2G33770	44.1781	42.6681	
Os05g0557800	AT4G30930	51.2	47.4074	
Os05g0558000	AT1G06380	20.241	33.0709	
Os05g0558000	AT2G42650	27.2289	30.3763	
Os05g0558000	AT3G58660	31.8072	29.5964	
Os05g0558400	AT3G49680	69.1932	68.523	
Os05g0558800	AT4G28910	32.1508	34.1176	
Os05g0558900	AT1G72550	65.2685	65.0502	
Os05g0559000	AT1G67290	38.4244	38.8618	
Os05g0559000	AT5G19580	38.1029	39.899	
Os05g0559350	AT5G11550	33.518	38.535	
Os05g0559400	AT4G29080	43.7722	40.3279	
Os05g0559900	AT1G79830	48.9341	51.7418	
Os05g0560000	AT1G52230	72.5352	71.0345	
Os05g0560000	AT3G16140	69.7183	68.2759	
Os05g0560100	AT1G52240	46.7487	48.9871	
Os05g0560100	AT1G79860	47.6274	52.6214	
Os05g0560100	AT3G16130	43.9367	46.4684	
Os05g0560200	AT3G14880	38.565	35.2459	
Os05g0560300	AT4G18640	45.1542	30.236	
Os05g0560300	AT5G45840	45.1542	29.0368	
Os05g0560400	AT1G53320	61.6477	57.2559	
Os05g0560600	AT3G58630	34.6821	37.3832	
Os05g0560900	AT1G30040	45.3258	46.9208	
Os05g0560900	AT1G78440	45.6091	48.9362	
Os05g0560900	AT2G34555	43.0595	45.3731	
Os05g0561500	AT1G53000	75.0842	71.246	
Os05g0561600	AT4G28300	19.4981	20.3629	
Os05g0562400	AT4G03250	3.22119	8.87574	
Os05g0562800	AT4G18425	45.3782	50.7042	
Os05g0562800	AT4G28485	39.0756	46.5	
Os05g0562800	AT5G46090	46.6387	51.8692	
Os05g0563000	AT1G28470	49.6815	49.6815	
Os05g0563050	AT1G03830	21.2551	10.3653	
Os05g0563050	AT5G46070	47.166	21.5342	
Os05g0563100	AT1G03830	19.2708	3.65252	
Os05g0563100	AT5G46070	56.7708	10.0739	
Os05g0563400	AT2G33860	39.7472	46.5461	
Os05g0563500	AT3G15150	31.4961	16.0643	
Os05g0563550	AT1G03870	47.8088	48.583	
Os05g0563550	AT2G20520	43.0279	43.7247	
Os05g0563550	AT5G44130	46.2151	46.9636	
Os05g0563600	AT1G03870	0.735294	0.809717	
Os05g0563600	AT2G20520	0.735294	0.809717	
Os05g0563600	AT5G44130	1.10294	1.21457	
Os05g0564000	AT5G44150	33.4906	20	
Os05g0564100	AT5G44170	50.4464	48.2906	
Os05g0564200	AT1G27650	65.1316	66.8919	
Os05g0564200	AT5G42820	66.1184	71.0247	
Os05g0564300	AT1G53190	18.2	18.4211	
Os05g0564300	AT3G15070	17.8	18.3128	
Os05g0564400	AT1G28550	84.7926	84.4037	
Os05g0564400	AT2G33870	83.871	83.4862	
Os05g0564400	AT3G15060	88.0184	88.0184	
Os05g0564400	AT4G18430	79.7235	79.7235	
Os05g0564500	AT5G45980	81.5385	16.3077	
Os05g0564601	AT3G02640	27.2727	25.9459	
Os05g0564601	AT5G16250	27.8409	26.776	
Os05g0564601	AT5G36710	34.0909	27.5229	
Os05g0564601	AT5G36800	34.0909	27.5229	
Os05g0564700	AT4G18450	10.1911	5.28053	
Os05g0565000	AT1G29965	86.5169	86.5169	
Os05g0565000	AT1G29970	85.3933	48.7179	
Os05g0565000	AT2G34480	89.3258	73.2719	
Os05g0565000	AT3G14600	87.6404	87.6404	
Os05g0565100	AT2G30890	33.8462	34.2412	
Os05g0565100	AT4G18260	33.8462	30.9859	
Os05g0565200	AT2G34470	81.6901	84.058	
Os05g0565500	AT1G71170	49.359	51.505	
Os05g0565500	AT1G71180	50.9615	50	
Os05g0565900	AT1G29860	24.3437	36.1702	
Os05g0565900	AT2G47260	24.821	30.8605	
Os05g0565900	AT3G62340	19.3317	29.2419	
Os05g0565900	AT4G18170	24.821	32.7044	
Os05g0565900	AT5G46350	23.6277	30.3681	
Os05g0565900	AT5G49520	25.7757	27.0677	
Os05g0566300	AT5G46420	37.8289	17.611	
Os05g0566400	AT1G53510	59.9662	57.7236	
Os05g0566400	AT2G42880	66.5541	65.0165	
Os05g0566400	AT3G14720	61.6554	61.0368	
Os05g0566500	AT4G20980	68.547	67.8511	
Os05g0566500	AT5G44320	65.9829	65.6463	
Os05g0566600	AT1G69510	51.7544	43.0657	
Os05g0566800	AT2G15970	0.900901	1.01523	
Os05g0566800	AT2G23680	0.900901	1.0582	
Os05g0566800	AT3G50830	1.35135	1.47783	
Os05g0566800	AT4G37220	1.8018	1.9802	
Os05g0566900	AT1G29350	34.6244	35.4994	
Os05g0566900	AT1G29370	34.507	35.3791	
Os05g0567300	AT5G66470	73.7288	40.7494	
Os05g0567400	AT4G25730	54.4567	54.324	
Os05g0567500	AT1G19480	44.4828	33.7696	
Os05g0567500	AT1G75230	44.8276	32.9949	
Os05g0567500	AT3G50880	45.5172	48.3517	
Os05g0567800	AT1G19450	69.0619	70.9016	
Os05g0567800	AT1G75220	69.8603	71.8686	
Os05g0567900	AT2G18380	26.4	31.7308	
Os05g0567900	AT3G50870	35.2	29.8305	
Os05g0567900	AT4G36620	30.4	36.019	
Os05g0568000	AT1G19440	77.4319	77.1318	
Os05g0568000	AT2G15090	57.393	61.3306	
Os05g0568000	AT2G16280	74.7082	75	
Os05g0568000	AT4G34250	57.0039	59.432	
Os05g0568000	AT4G34510	66.537	70.2259	
Os05g0568000	AT4G34520	58.3658	59.2885	
Os05g0568100	AT3G01020	58.1395	61.3497	
Os05g0568100	AT4G04080	59.3023	59.6491	
Os05g0568100	AT4G22220	66.2791	68.2635	
Os05g0568300	AT3G27830	52.514	49.2147	
Os05g0568300	AT3G27840	41.8994	38.8601	
Os05g0568300	AT3G27850	51.9553	49.7326	
Os05g0568600	AT1G23710	22.5108	17.6271	
Os05g0568600	AT1G70420	26.4069	22.4265	
Os05g0568600	AT3G27880	25.5411	24.3802	
Os05g0568600	AT5G62770	21.645	18.6567	
Os05g0568800	AT1G23710	21.8341	16.9492	
Os05g0568800	AT1G70420	22.2707	18.75	
Os05g0568800	AT3G27880	25.3275	23.9669	
Os05g0568800	AT5G62770	19.6507	16.791	
Os05g0568900	AT3G27925	74.3707	74.0319	
Os05g0569200	AT5G52960	53.8462	49.4118	
Os05g0569300	AT2G46270	38.1579	37.9581	
Os05g0569300	AT4G01120	35.5263	37.5	
Os05g0569400	AT3G61610	53.4091	14.8265	
Os05g0569500	AT1G05510	50.9728	54.3568	
Os05g0569500	AT2G31985	49.0272	52.2822	
Os05g0569700	AT1G30820	67.7824	54	
Os05g0569700	AT2G34890	60.8787	48.7437	
Os05g0569700	AT3G12670	65.0628	52.6227	
Os05g0569700	AT4G20320	62.3431	49.9162	
Os05g0569800	AT3G02950	60.9053	62.7119	
Os05g0569800	AT5G16790	61.3169	63.9485	
Os05g0569900	AT1G17450	34.7222	5.42299	
Os05g0569900	AT1G58766	0.694444	0.300752	
Os05g0569900	AT1G59077	0.694444	0.300752	
Os05g0569900	AT1G59453	0.694444	0.300752	
Os05g0569900	AT1G59460	0	0	
Os05g0569900	AT1G59470	30.5556	13.2931	
Os05g0570400	AT1G30820	66.3921	67.1667	
Os05g0570400	AT2G34890	60.2965	61.3065	
Os05g0570400	AT3G12670	64.9094	66.6667	
Os05g0570400	AT4G20320	61.6145	62.6466	
Os05g0571000	AT2G46340	38.549	42.8571	
Os05g0571000	AT4G11110	39.0734	43.1467	
Os05g0571100	AT4G01037	59.725	57.5758	
Os05g0571200	AT2G46400	23.1047	21.6949	
Os05g0572000	AT1G64380	42.8571	34.9254	
Os05g0572900	AT5G39680	42.7948	41.4085	
Os05g0573000	AT1G64385	10.3604	6.55271	
Os05g0573300	AT1G30820	75.1645	76.1667	
Os05g0573300	AT2G34890	65.7895	67.0017	
Os05g0573300	AT3G12670	74.1776	76.3113	
Os05g0573300	AT4G20320	70.3947	71.6918	
Os05g0573500	AT2G37060	61.5385	50.8671	
Os05g0573500	AT2G38880	56.6434	49.3902	
Os05g0573500	AT3G53340	59.4406	48.2955	
Os05g0573700	AT3G58610	80.7958	79.0186	
Os05g0573800	AT2G27430	39.418	34.0183	
Os05g0573900	AT4G18570	70.5426	28.3489	
Os05g0574100	AT1G06250	44.4717	42.7896	
Os05g0574100	AT4G18550	51.1057	47.7064	
Os05g0574300	AT1G07790	78.2895	80.4054	
Os05g0574300	AT2G28720	78.2895	78.8079	
Os05g0574300	AT2G37470	76.3158	84.058	
Os05g0574300	AT3G09480	65.7895	79.3651	
