Gene stable ID	Gossypium raimondii gene stable ID	%id. target Gossypium raimondii gene identical to query gene	%id. query gene identical to target Gossypium raimondii gene
Os05g0569700	B456_008G052400	67.5732	53.3003
Os05g0569700	B456_013G146900	65.272	51.8272
Os05g0569800	B456_003G054000	69.1358	69.7095
Os05g0569900	B456_010G233800	12.8472	3.19793
Os05g0569900	B456_012G011500	32.9861	5.15184
Os05g0570400	B456_002G110800	64.5799	65.0083
Os05g0570400	B456_008G052400	64.7446	64.8515
Os05g0570400	B456_013G146900	64.9094	65.4485
Os05g0571000	B456_007G106300	35.8392	41.6244
Os05g0571000	B456_008G252600	41.0839	44.592
Os05g0571100	B456_001G155500	62.279	27.0478
Os05g0571200	B456_001G155800	33.213	27.4627
Os05g0571200	B456_004G134600	32.491	25.3521
Os05g0571200	B456_007G014600	31.0469	25.9036
Os05g0571200	B456_007G107300	29.2419	24.3976
Os05g0571200	B456_008G253300	33.213	25.9155
Os05g0571200	B456_008G270600	29.9639	29.021
Os05g0572000	B456_004G133800	42.1245	38.5906
Os05g0572000	B456_006G207800	43.5897	39.5349
Os05g0572000	B456_007G026200	41.0256	37.8378
Os05g0572000	B456_008G253900	45.7875	41.2541
Os05g0572700	B456_003G080700	39.3701	47.4684
Os05g0572700	B456_006G201000	49.0814	45.4988
Os05g0572700	B456_008G269800	48.0315	50.2747
Os05g0572700	B456_012G003400	52.231	49.8747
Os05g0572900	B456_007G079800	46.2882	45.2347
Os05g0573000	B456_003G080900	11.2613	4.46429
Os05g0573000	B456_006G207700	11.2613	5.04032
Os05g0573300	B456_002G110800	75.4934	76.1194
Os05g0573300	B456_008G052400	73.6842	73.9274
Os05g0573300	B456_013G146900	74.6711	75.4153
Os05g0573500	B456_002G250600	60.8392	48.8764
Os05g0573500	B456_007G374600	60.8392	50.5814
Os05g0573500	B456_009G315600	60.8392	48.6034
Os05g0573500	B456_011G241600	62.2378	45.1777
Os05g0573600	B456_006G001600	65.942	66.4234
Os05g0573600	B456_009G163100	73.913	75
Os05g0573600	B456_010G242000	75.3623	76.4706
Os05g0573700	B456_006G234000	7.26644	62.6866
Os05g0573800	B456_009G163600	43.1217	37.2146
Os05g0573800	B456_010G159100	39.418	34.4111
Os05g0573900	B456_006G088700	71.3178	28.9308
Os05g0573900	B456_010G158300	71.3178	28.8401
Os05g0573900	B456_011G033700	70.5426	28.8889
Os05g0574100	B456_004G022400	39.5577	39.2683
Os05g0574100	B456_004G060800	39.5577	38.8889
Os05g0574100	B456_009G163800	52.5799	55.4404
Os05g0574100	B456_009G163900	47.9115	48.995
Os05g0574100	B456_011G033500	39.5577	41.9271
Os05g0574100	B456_011G033600	54.7912	53.4772
Os05g0574300	B456_001G108300	81.5789	82.1192
Os05g0574300	B456_001G250000	74.3421	84.9624
Os05g0574300	B456_002G253900	77.6316	54.3779
Os05g0574300	B456_003G135400	81.5789	84.3537
Os05g0574300	B456_003G136000	81.5789	84.3537
Os05g0574300	B456_004G003900	80.2632	82.9932
Os05g0574300	B456_006G104400	80.2632	86.5248
Os05g0574300	B456_006G104500	79.6053	85.8156
Os05g0574300	B456_006G104600	79.6053	85.8156
Os05g0574300	B456_009G089900	80.2632	86.5248
Os05g0574300	B456_009G424400	75	82.0144
Os05g0574300	B456_013G264700	75.6579	80.9859
Os05g0574300	B456_013G264900	80.9211	83.6735
Os05g0574400	B456_002G063300	81.4706	81.7109
Os05g0574400	B456_004G030200	52.6471	89.0547
Os05g0574400	B456_009G372600	85	85.503
Os05g0574600	B456_004G278700	78.6538	79.8828
Os05g0574600	B456_009G021000	78.0769	79.6078
Os05g0574600	B456_010G066800	79.0385	80.5882
Os05g0574700	B456_004G110800	63.7615	70.5584
Os05g0574800	B456_002G057400	52.9885	52.2676
Os05g0574900	B456_009G021700	41.4	38.2625
Os05g0574900	B456_010G067000	40.2	42.1384
Os05g0575000	B456_007G350400	47.8873	23.7762
Os05g0575101	B456_003G001600	44.0678	18.3962
Os05g0575101	B456_005G217100	41.8079	17.1296
Os05g0575101	B456_013G063900	38.4181	15.7407
Os05g0575300	B456_002G104300	75.1342	42.4242
Os05g0575300	B456_009G336800	10.5546	63.4409
Os05g0576300	B456_001G084100	29.4461	35.4386
Os05g0576300	B456_005G193700	33.8192	37.5405
Os05g0576300	B456_008G0574001	18.6589	70.3297
Os05g0576300	B456_008G157500	36.7347	40.7767
Os05g0576300	B456_009G338500	32.3615	36.3934
Os05g0576500	B456_002G057700	30.4348	20.1278
Os05g0576500	B456_009G137900	28.9855	19.2926
Os05g0576500	B456_011G070500	27.0531	16.6172
Os05g0576500	B456_011G079100	34.2995	22.3975
Os05g0576700	B456_002G174000	41.6185	30.3797
Os05g0576700	B456_006G063600	37.5723	44.8276
Os05g0576700	B456_007G007900	52.0231	53.2544
Os05g0576700	B456_008G285100	46.2428	49.6894
Os05g0576800	B456_002G178700	57.2165	65.8103
Os05g0576800	B456_005G161300	56.8729	63.2887
Os05g0576800	B456_007G004400	68.0412	66.443
Os05g0576800	B456_008G289200	68.0412	66.8919
Os05g0576900	B456_002G179000	60.2369	54.9383
Os05g0577100	B456_007G041200	42.4242	48.8372
Os05g0577100	B456_008G187800	49.8316	55.8491
Os05g0577100	B456_008G201700	43.771	50.5837
Os05g0577200	B456_001G082500	58.6957	56.1201
Os05g0577200	B456_013G079100	56.0386	50.2164
Os05g0577500	B456_001G065000	60.1156	64.5963
Os05g0577500	B456_007G041100	61.2717	65.4321
Os05g0577500	B456_008G188600	59.5376	59.5376
Os05g0577500	B456_008G201600	57.2254	61.875
Os05g0577700	B456_001G261300	80.8399	80.8399
Os05g0577700	B456_007G076700	79.2651	80.1061
Os05g0577700	B456_012G061300	79.79	81.2834
Os05g0577800	B456_001G262300	56.1321	56.2648
Os05g0577900	B456_001G262300	47.2289	46.3357
Os05g0578000	B456_005G182200	21.4022	15.5496
Os05g0578000	B456_008G295200	30.2583	15.5009
Os05g0578100	B456_001G262600	18.6275	24.359
Os05g0578100	B456_005G182000	22.549	23
Os05g0578100	B456_011G095800	24.183	28.2443
Os05g0578100	B456_012G171600	18.9542	23.0159
Os05g0578500	B456_006G030500	40.8971	43.0556
Os05g0578500	B456_012G062200	40.1055	41.4169
Os05g0578600	B456_001G263400	61.2179	41.1638
Os05g0578600	B456_005G181400	71.1538	42.7746
Os05g0578600	B456_012G172100	70.1923	41.4773
Os05g0578900	B456_003G014300	30.1075	35.5932
Os05g0578900	B456_007G202900	30.466	34.413
Os05g0578900	B456_008G067800	25.448	32.1267
Os05g0579000	B456_005G108100	70.6587	72.6899
Os05g0579000	B456_007G050600	70.8583	73.1959
Os05g0579000	B456_007G202700	72.8543	70.0576
Os05g0579000	B456_010G009900	73.8523	75.8197
Os05g0579100	B456_003G014200	41.6168	47.7663
Os05g0579100	B456_009G201500	50	35.914
Os05g0579100	B456_009G273100	48.2036	40.6566
Os05g0579200	B456_009G201400	51.1556	51.9562
Os05g0579600	B456_007G116400	38.8889	33.6538
Os05g0579700	B456_007G116400	28.8288	30.7692
Os05g0579800	B456_003G013900	76.1194	79.6875
Os05g0580000	B456_005G244900	61.2717	60.687
Os05g0580000	B456_009G200400	63.0058	62.1673
Os05g0580000	B456_010G008700	62.6204	62.1415
Os05g0580000	B456_013G035800	61.2717	60.2273
Os05g0580500	B456_012G078600	47.8873	6.35514
Os05g0580800	B456_006G116700	20.6226	8.98305
Os05g0581300	B456_007G201600	43.1594	26.6319
Os05g0581800	B456_009G157400	31.6901	31.0702
Os05g0581800	B456_011G041100	32.8638	32.2209
Os05g0581900	B456_006G093900	30.605	25.6716
Os05g0581900	B456_009G157700	34.1637	34.5324
Os05g0581900	B456_012G041000	31.6726	37.7119
Os05g0582000	B456_012G041100	28.9562	27.9221
Os05g0582100	B456_006G080500	22.963	68.5083
Os05g0582100	B456_009G157200	73.8889	73.4807
Os05g0582100	B456_010G239500	73.5185	68.8042
Os05g0582300	B456_006G082100	22.5397	28.2869
Os05g0582300	B456_011G147200	17.1429	39.1304
Os05g0582300	B456_013G176100	66.3492	50
Os05g0582500	B456_005G161500	45.2915	44.4934
Os05g0582500	B456_012G181600	44.6188	45.1247
Os05g0582600	B456_005G161500	43.2373	42.9515
Os05g0582600	B456_012G181600	43.459	44.4444
Os05g0582800	B456_005G161500	53.8462	52.4229
Os05g0582800	B456_012G181600	50.4525	50.5669
Os05g0583000	B456_004G144900	29.9703	35.0694
Os05g0583000	B456_005G068100	27.8932	26.3305
Os05g0583000	B456_006G008200	27.5964	30.897
Os05g0583000	B456_006G265200	27.2997	31.5068
Os05g0583000	B456_007G121200	29.6736	32.0513
Os05g0583000	B456_008G137900	29.0801	30.721
Os05g0583000	B456_009G157300	30.5638	32.2884
Os05g0583000	B456_010G164700	29.6736	36.2319
Os05g0583000	B456_011G041400	30.2671	32.4841
Os05g0583000	B456_011G201800	28.1899	26.6854
Os05g0583000	B456_012G040700	27.5964	29.2453
Os05g0583100	B456_004G107300	51.5856	36.2556
Os05g0583100	B456_010G061500	50.74	35.3982
Os05g0583100	B456_010G061600	50.1057	34.9558
Os05g0583100	B456_010G137500	48.4144	30.6971
Os05g0583200	B456_004G107300	41.2234	46.0624
Os05g0583200	B456_010G061500	40.6915	45.1327
Os05g0583200	B456_010G061600	40.4255	44.8378
Os05g0583200	B456_010G137500	39.7606	40.0804
Os05g0583400	B456_013G132400	41.1765	48.6111
Os05g0583500	B456_002G060100	45.1585	45.3581
Os05g0583500	B456_011G074800	45.3345	44.8216
Os05g0583600	B456_001G005400	50.7463	10.828
Os05g0583600	B456_009G024900	49.2537	9.93976
Os05g0583600	B456_010G071300	44.7761	10
Os05g0583950	B456_003G131800	40.4878	31.9231
Os05g0584200	B456_001G157400	54.9669	54.6053
Os05g0584200	B456_007G103700	60.9272	60.9272
Os05g0585400	B456_001G158200	40.3974	38.9776
Os05g0585400	B456_004G154100	46.3576	46.8227
Os05g0585400	B456_008G122600	40.3974	39.2283
Os05g0585500	B456_003G084000	65.4982	69.8819
Os05g0585500	B456_007G025000	64.7601	66.2264
Os05g0585500	B456_008G251000	70.1107	71.161
Os05g0585800	B456_004G135500	38.1974	37.8723
Os05g0585800	B456_006G208100	36.3376	35.3268
Os05g0585800	B456_007G106200	40.2003	41.568
Os05g0585900	B456_004G043200	82.2535	82.4859
Os05g0585900	B456_004G135200	82.8169	83.0508
Os05g0585900	B456_007G106400	83.3803	83.6158
Os05g0585900	B456_008G123800	81.6901	80.7799
Os05g0585900	B456_008G252700	80.2817	80.5085
Os05g0586200	B456_001G156600	66.7814	66.3248
Os05g0586200	B456_004G152800	66.6093	67.7758
Os05g0586200	B456_007G106500	66.9535	66.4957
Os05g0586200	B456_007G106600	64.1997	63.7607
Os05g0586300	B456_011G159100	51.4212	48.6553
Os05g0586400	B456_003G081600	21.5385	22.7951
Os05g0586500	B456_003G081400	62.578	66.5929
Os05g0586500	B456_008G252900	62.578	67.1875
Os05g0586600	B456_008G270500	43.0986	27.9707
Os05g0586700	B456_006G200500	39.5425	41.1565
Os05g0587000	B456_004G134000	59.8214	59.8214
Os05g0587000	B456_007G026000	59.5982	59.8655
Os05g0587100	B456_004G115400	46.2322	65.043
Os05g0587100	B456_008G270000	49.4908	67.5
Os05g0587200	B456_009G012700	49.7238	18.6335
Os05g0587200	B456_N0223001	35.9116	27.4262
Os05g0587200	B456_N0223002	0	0
Os05g0587300	B456_002G061800	48.6486	38.3523
Os05g0587300	B456_004G272300	47.2072	38.7001
Os05g0587300	B456_006G001700	44.5045	36.8107
Os05g0587400	B456_003G058400	53.5294	51.7045
Os05g0587400	B456_004G255700	51.1765	51.1765
Os05g0587400	B456_013G184500	53.5294	53.0612
Os05g0588100	B456_009G020100	52.4648	58.2031
Os05g0588100	B456_009G129700	50	55.4688
Os05g0588100	B456_010G065200	22.8873	43.3333
Os05g0588100	B456_010G065500	30.2817	58.9041
Os05g0588100	B456_010G227200	52.1127	57.8125
Os05g0588100	B456_011G080600	50	55.9055
Os05g0588100	B456_013G233000	50.7042	56.0311
Os05g0588200	B456_009G352800	62.0968	61.6
Os05g0588300	B456_013G231600	39.4089	49.0798
Os05g0588500	B456_001G068400	50.211	50.6383
Os05g0588500	B456_012G061100	56.1181	51.751
Os05g0588500	B456_012G061200	48.9451	48.9451
Os05g0588850	B456_002G184600	38.1862	32.1932
Os05g0588850	B456_003G010200	31.2649	24.1252
Os05g0588850	B456_003G013100	38.9021	33.3333
Os05g0588850	B456_003G013200	36.0382	30.2605
Os05g0588850	B456_007G195600	35.5609	22.9938
Os05g0588850	B456_007G201000	39.1408	30.8271
Os05g0588850	B456_009G271800	35.3222	33.4842
Os05g0588850	B456_011G085300	37.4702	32.0408
Os05g0588900	B456_002G184600	51.7341	36.0161
Os05g0588900	B456_003G010200	45.6647	29.0976
Os05g0588900	B456_003G013100	52.6012	37.2188
Os05g0588900	B456_003G013200	47.3988	32.8657
Os05g0588900	B456_007G195600	50.289	26.8519
Os05g0588900	B456_007G201000	49.711	32.3308
Os05g0588900	B456_009G271800	47.6879	37.3303
Os05g0588900	B456_011G085300	47.6879	33.6735
Os05g0589000	B456_001G082400	57.5499	59.2375
Os05g0589000	B456_001G203600	57.8348	58.8406
Os05g0589000	B456_004G047400	57.8348	59.882
Os05g0589200	B456_010G103500	30.819	24.7405
Os05g0589600	B456_004G038700	51.9582	54.3716
Os05g0589600	B456_004G166200	54.5692	57.5758
Os05g0589600	B456_004G166300	54.8303	58.1717
Os05g0589600	B456_004G194400	51.1749	55.3672
Os05g0589600	B456_006G214200	51.436	55.1821
Os05g0589700	B456_009G140500	59.4262	38.5638
Os05g0589700	B456_011G066500	60.2459	39.8374
Os05g0590000	B456_001G154400	51.3514	50.6148
Os05g0590000	B456_007G108800	40.5405	42.3913
Os05g0590000	B456_008G125700	49.6881	48.9754
Os05g0590100	B456_001G154500	55.1195	55.9792
Os05g0590100	B456_003G078600	51.0239	55.166
Os05g0590100	B456_004G132400	52.5597	53.1034
Os05g0590100	B456_007G108300	54.0956	53.5473
Os05g0590100	B456_008G125500	54.4369	54.6233
Os05g0590100	B456_008G255600	51.8771	52.9617
Os05g0590100	B456_012G002500	55.802	56.2823
Os05g0590300	B456_009G023000	37.1237	40.8088
Os05g0590300	B456_010G069000	38.1271	33.3333
Os05g0591400	B456_003G074600	36.1556	23.7237
Os05g0591450	B456_005G077400	33.813	22.488
Os05g0591450	B456_009G258400	34.5324	23.0769
Os05g0591600	B456_002G236100	58.6466	72.5581
Os05g0591600	B456_006G150700	58.6466	72.5581
Os05g0591600	B456_009G3977001	42.1053	70
Os05g0591900	B456_001G073500	88.1944	89.4366
Os05g0591900	B456_003G094600	86.1111	87.3239
Os05g0591900	B456_011G096600	90.2778	90.9091
Os05g0592100	B456_012G147700	55.9585	56.25
Os05g0592300	B456_012G056600	41.9708	37.8289
Os05g0592400	B456_005G266800	83.8532	84.0074
Os05g0592500	B456_009G114900	57.5325	57.3834
Os05g0592500	B456_011G004000	55.1948	54.0025
Os05g0592800	B456_009G042600	54.8315	43.7276
Os05g0592800	B456_009G143300	49.4382	44.5344
Os05g0593100	B456_007G072500	64.9867	63.3075
Os05g0593100	B456_012G082900	79.5756	80
Os05g0593200	B456_001G011500	34.1772	35.5263
Os05g0593200	B456_011G066100	39.8734	32.3077
Os05g0593300	B456_001G187100	32.6116	12.4677
Os05g0593300	B456_001G233800	36.9418	13.5215
Os05g0593300	B456_004G226000	36.1299	13.2572
Os05g0593300	B456_007G155000	38.0244	13.9593
Os05g0593550	B456_001G187100	27.3603	7.34609
Os05g0593550	B456_001G233800	29.8651	7.67707
Os05g0593550	B456_004G226000	30.6358	7.89474
Os05g0593550	B456_007G155000	31.0212	7.99801
Os05g0593800	B456_009G142600	73.3615	73.0526
Os05g0593900	B456_001G023700	56.1181	54.5082
Os05g0593900	B456_007G257800	14.9789	35.8586
Os05g0593900	B456_007G281200	18.7764	37.5527
Os05g0593900	B456_009G046800	54.0084	55.0538
Os05g0593900	B456_009G046900	23.8397	46.5021
Os05g0593900	B456_010G103000	57.5949	55.9426
Os05g0593900	B456_011G060200	48.9451	48.8421
Os05g0594100	B456_004G131900	57.4007	50.7987
Os05g0594100	B456_008G256200	58.4838	50.4673
Os05g0594200	B456_002G263600	60.9272	61.6071
Os05g0594200	B456_004G007100	57.3951	58.5586
Os05g0594200	B456_006G182300	60.2649	60.9375
Os05g0594200	B456_009G092200	56.9536	57.2062
Os05g0594200	B456_012G113600	55.1876	57.2082
Os05g0594500	B456_008G296700	45.3552	46.3256
Os05g0594700	B456_001G215500	71.0183	70.8333
Os05g0594700	B456_007G171500	67.8851	65.9898
Os05g0594700	B456_009G181100	71.1488	70.7792
Os05g0594700	B456_011G012200	70.1044	69.5596
Os05g0594800	B456_004G024500	65.3595	61.9195
Os05g0594900	B456_002G085500	89.899	90.8163
Os05g0594900	B456_007G313600	89.899	90.8163
Os05g0595100	B456_002G244900	76.2712	77.5862
Os05g0595100	B456_003G078800	73.1638	73.5795
Os05g0595100	B456_004G132700	79.096	79.7721
Os05g0595100	B456_006G207400	77.9661	78.6325
Os05g0595100	B456_012G024200	69.4915	68.5237
Os05g0595200	B456_004G151700	19.8795	21.9269
Os05g0595300	B456_004G111500	42.2078	43.9189
Os05g0595300	B456_007G015200	46.4286	51.0714
Os05g0595300	B456_008G269300	42.5325	46.6192
Os05g0595300	B456_012G003000	46.7532	51.2456
Os05g0595400	B456_006G207600	73.2218	73.8397
Os05g0595400	B456_008G254800	73.6402	74.2616
Os05g0595500	B456_004G132800	42.4	56.0847
Os05g0595500	B456_008G254700	53.2	44.186
Os05g0595800	B456_005G268400	52.0362	46.2312
Os05g0596000	B456_001G196900	24.486	27.2917
Os05g0596000	B456_007G166000	24.8598	28.4797
Os05g0596000	B456_013G147300	24.2991	27.4841
Os05g0596200	B456_004G289900	53.6585	46.0733
Os05g0596200	B456_010G107100	53.0488	41.2322
Os05g0596500	B456_001G007700	32.2078	33.0667
Os05g0596500	B456_010G074800	33.5065	31.1594
Os05g0596500	B456_013G230600	28.8312	30
Os05g0596600	B456_013G183900	58.3099	59.0866
Os05g0596700	B456_011G057900	47.0588	14.6119
Os05g0597000	B456_006G054300	49.7797	58.8542
Os05g0597100	B456_002G242800	25.2525	26.1324
Os05g0597100	B456_002G243000	29.2929	24.7863
Os05g0597100	B456_006G109300	41.7508	43.3566
Os05g0597100	B456_007G371300	38.7205	37.8289
Os05g0597100	B456_009G088600	40.0673	39.5349
Os06g0101000	B456_001G117500	33.9512	36.6702
Os06g0101000	B456_002G245400	33.6585	33.4627
Os06g0101000	B456_002G245500	33.561	32.7931
Os06g0101000	B456_006G104200	34.0488	37.2465
Os06g0101100	B456_008G096900	57.1956	58.9354
Os06g0101300	B456_005G211800	41.4201	42.1687
Os06g0101300	B456_008G147900	40.8284	41.6918
Os06g0101300	B456_012G134900	42.8994	42.8994
Os06g0101300	B456_013G068800	42.3077	42.1829
Os06g0101600	B456_009G190800	62.3377	57.485
Os06g0101800	B456_001G150000	21.727	15.5689
Os06g0101800	B456_001G231400	18.3844	16.4179
Os06g0101800	B456_004G149000	17.8273	13.3612
Os06g0101800	B456_004G227000	17.8273	13.3056
Os06g0101800	B456_005G013000	14.4847	11.7117
Os06g0101800	B456_005G013100	13.0919	14.7335
Os06g0101800	B456_005G013300	13.649	10.8889
Os06g0101800	B456_007G114400	16.7131	15.2284
Os06g0101800	B456_007G114500	19.7772	15.708
Os06g0102300	B456_001G238200	52.5896	52.381
Os06g0102300	B456_007G148200	58.7649	58.4158
Os06g0102700	B456_011G237300	58.6093	55.573
Os06g0102800	B456_004G230500	36.4992	19.4154
Os06g0102800	B456_009G108800	39.0895	18.3358
Os06g0102900	B456_004G230500	21.7021	6.38831
Os06g0102900	B456_009G108800	21.1348	5.48601
Os06g0103200	B456_010G021000	41.4317	42.0705
Os06g0103200	B456_010G021200	33.1887	43.2203
Os06g0103200	B456_010G021300	43.167	43.7363
Os06g0103200	B456_010G021400	41.4317	43.8073
Os06g0103200	B456_010G021700	43.167	43.7363
Os06g0103300	B456_002G065000	73.617	73.774
Os06g0103500	B456_006G213900	75.4858	76.0542
Os06g0103500	B456_007G028900	77.5785	78.1627
Os06g0103500	B456_008G233600	77.2795	77.8614
Os06g0103500	B456_011G109800	27.9522	78.2427
Os06g0103600	B456_004G038800	67.1348	66.8843
Os06g0103700	B456_004G117100	45.9064	53.4014
Os06g0103700	B456_007G013000	46.1988	49.8423
Os06g0103800	B456_008G262700	22.4734	18.3696
Os06g0103900	B456_003G072700	69.5721	65.6203
Os06g0103900	B456_004G127200	67.5119	68.7097
Os06g0104000	B456_008G133200	48.8858	48.4807
Os06g0104100	B456_003G168800	68.543	68.7708
Os06g0104300	B456_001G048300	62.3946	63.2479
Os06g0104300	B456_001G102100	63.575	63.6824
Os06g0104300	B456_006G212500	67.7909	67.6768
Os06g0104300	B456_006G269000	37.0995	53.1401
Os06g0104300	B456_008G236600	67.9595	68.4211
Os06g0104400	B456_003G113800	36.2559	38.8325
Os06g0104800	B456_001G034700	47.541	46.0317
Os06g0104800	B456_004G199700	43.4426	41.4062
Os06g0104800	B456_004G199800	50.8197	46.9697
Os06g0104800	B456_004G199900	50.8197	46.9697
Os06g0104800	B456_004G200000	46.7213	42.5373
Os06g0104800	B456_004G200400	50.8197	47.6923
Os06g0104800	B456_007G027100	48.3607	43.7037
Os06g0104800	B456_007G027200	47.541	43.609
Os06g0104800	B456_007G027300	47.541	43.2836
Os06g0104800	B456_007G027400	44.2623	41.5385
Os06g0104800	B456_007G027500	45.082	40.4412
Os06g0104800	B456_007G027600	40.9836	39.0625
Os06g0104800	B456_007G027700	44.2623	39.7059
Os06g0104800	B456_008G105700	40.1639	40.1639
Os06g0104800	B456_008G112900	41.8033	40.8
Os06g0104800	B456_008G237600	50.8197	45.2555
Os06g0104800	B456_011G134600	38.5246	44.3396
Os06g0104800	B456_011G148300	38.5246	35.0746
Os06g0104800	B456_013G214600	45.082	41.6667
Os06g0104900	B456_003G170500	61.3889	63.1429
Os06g0104900	B456_008G238000	63.8889	65.9026
Os06g0104900	B456_009G297700	65	66.8571
Os06g0105100	B456_001G023700	53.3186	49.3852
Os06g0105100	B456_007G257800	15.4867	35.3535
Os06g0105100	B456_007G281200	18.5841	35.443
Os06g0105100	B456_009G046800	53.0973	51.6129
Os06g0105100	B456_009G046900	21.6814	40.3292
Os06g0105100	B456_010G103000	53.9823	50
Os06g0105100	B456_011G060200	47.5664	45.2632
Os06g0105350	B456_003G170700	35.3783	27.5917
Os06g0105350	B456_004G200600	35.5828	24.0331
Os06g0105350	B456_008G106000	32.7198	22.9226
Os06g0105350	B456_008G106100	32.1063	24.4168
Os06g0105350	B456_008G238300	34.5603	21.8629
Os06g0105400	B456_009G143100	58.3636	61.9691
Os06g0105400	B456_010G233900	62.9091	64.3123
Os06g0105500	B456_003G171100	54.4444	53.5519
Os06g0105600	B456_001G175200	26.281	36.0544
Os06g0105600	B456_001G175300	1.15702	0.902062
Os06g0105600	B456_003G171700	46.7769	20.3451
Os06g0105600	B456_004G198600	47.438	20.9184
Os06g0105700	B456_004G198200	42.1965	41.5954
Os06g0105700	B456_006G213800	41.3295	38.3378
Os06g0105700	B456_008G235000	43.3526	42.735
Os06g0105800	B456_007G013200	51.3423	51
Os06g0105800	B456_008G274500	52.349	50.8143
Os06g0105900	B456_007G013100	13.3595	20.9231
Os06g0105900	B456_007G102600	31.7289	29.337
Os06g0105900	B456_007G102800	31.7289	29.9351
Os06g0106000	B456_004G117300	68.6274	64.0244
Os06g0106100	B456_013G150700	79.5652	79.2208
Os06g0106800	B456_001G158900	62.4742	62.8631
Os06g0106800	B456_003G155800	60.8247	60.2041
Os06g0106800	B456_004G138900	60.8247	63.3047
Os06g0106800	B456_007G0129001	45.1546	62.0397
Os06g0106800	B456_007G0129002	12.3711	48.3871
Os06g0106800	B456_007G102200	62.6804	63.0705
Os06g0106800	B456_008G274700	54.8454	56.1181
Os06g0106900	B456_004G117400	36.7442	31.3492
Os06g0106900	B456_006G199200	36.2791	36.9668
Os06g0106900	B456_007G012600	35.814	39.6907
Os06g0106900	B456_008G275100	37.6744	40.2985
Os06g0107000	B456_004G117500	45.9259	43.9716
Os06g0107000	B456_006G050800	48.8889	49.0706
Os06g0107000	B456_006G199100	48.1481	45.9364
Os06g0107100	B456_006G051100	53.9683	51.2931
Os06g0107100	B456_007G012400	51.2472	50
Os06g0107600	B456_004G044500	38.5675	40.4624
Os06g0107600	B456_008G132500	38.0165	40.2332
Os06g0107600	B456_008G261700	39.9449	39.0836
Os06g0107700	B456_007G193800	79.8343	80.0554
Os06g0107700	B456_008G062600	71.2707	75.8824
Os06g0107700	B456_009G194200	78.1768	78.1768
Os06g0107800	B456_001G150200	43.7186	25.816
Os06g0107800	B456_003G073600	42.2111	21.1055
Os06g0107800	B456_004G128200	41.7085	20.8543
Os06g0107800	B456_007G114200	46.2312	21.8527
Os06g0107800	B456_008G132400	42.7136	22.973
Os06g0107800	B456_008G261100	43.7186	21.2195
Os06g0108900	B456_003G156000	41.5094	37.3514
Os06g0108900	B456_004G139300	39.8113	31.213
Os06g0108900	B456_008G248900	42.6415	33.631
Os06g0109000	B456_008G248800	55.3719	57.4286
Os06g0109100	B456_001G159300	28.5714	27.381
Os06g0109100	B456_003G156500	22.9814	26.8116
Os06g0109100	B456_003G156700	22.3602	26.6667
Os06g0109100	B456_004G041900	29.8137	36.9231
Os06g0109100	B456_004G139600	31.677	30.7229
Os06g0109100	B456_004G159300	29.1925	27.9762
Os06g0109100	B456_007G024000	18.6335	22.2222
Os06g0109100	B456_007G024100	25.4658	25.625
Os06g0109100	B456_007G024200	24.2236	24.2236
Os06g0109100	B456_007G024300	29.8137	29.4479
Os06g0109100	B456_007G101700	29.8137	28.5714
Os06g0109100	B456_008G120600	27.3292	25.8824
Os06g0109200	B456_004G044500	20.3911	21.0983
Os06g0109200	B456_008G132500	21.229	22.1574
Os06g0109200	B456_008G261700	23.1844	22.372
Os06g0109300	B456_004G044500	38.3333	39.8844
Os06g0109300	B456_008G132500	37.2222	39.0671
Os06g0109300	B456_008G261700	41.9444	40.7008
Os06g0109400	B456_013G148700	59.6104	55.4348
Os06g0110000	B456_004G187100	27.668	34.8259
Os06g0110000	B456_004G187200	40.3162	41.9753
Os06g0110000	B456_004G187300	48.6166	50.5133
Os06g0110000	B456_006G216200	37.3518	39.2931
Os06g0110000	B456_010G190900	52.5692	53.3066
Os06g0110000	B456_013G013700	40.5138	55.7065
Os06g0110100	B456_008G227500	57.8595	57.2848
Os06g0111300	B456_004G258300	36.7893	20.6961
Os06g0111400	B456_004G181500	63.2065	63.6469
Os06g0111400	B456_008G223200	64.5905	65.0406
Os06g0111500	B456_001G087800	11.6667	83.5821
Os06g0111600	B456_013G111900	44.7818	39.5973
Os06g0111700	B456_004G181800	37.4477	28.7319
Os06g0111800	B456_003G052200	81.1111	82.9545
Os06g0111800	B456_004G257300	81.1111	83.0271
Os06g0112000	B456_010G214600	47.2752	54.6457
Os06g0112100	B456_011G233500	36.7347	37.0588
Os06g0112200	B456_005G251900	71.0425	69.434
Os06g0112400	B456_003G053100	65.9004	63.7037
Os06g0112400	B456_003G184200	62.4521	58.6331
Os06g0112400	B456_008G224700	65.5172	47.2376
Os06g0112400	B456_010G139900	58.6207	50.6623
Os06g0112400	B456_013G183100	61.3027	54.4218
Os06g0112700	B456_003G054100	36.2398	40.1813
Os06g0112700	B456_003G183700	34.6049	42.1927
Os06g0112700	B456_004G183500	35.9673	42.7184
Os06g0112700	B456_004G183600	35.1499	39.4495
Os06g0112700	B456_004G183700	39.2371	42.3529
Os06g0112700	B456_007G348600	36.7847	40.6627
Os06g0112700	B456_007G362200	28.3379	31.2312
