Gene stable ID	Populus trichocarpa gene stable ID	%id. target Populus trichocarpa gene identical to query gene	%id. query gene identical to target Populus trichocarpa gene
Os07g0109500	POPTR_0002s24410	80.5825	80.5825
Os07g0109500	POPTR_0017s08170	83.4951	83.4951
Os07g0109600	POPTR_0012s06710	51.6807	39.6774
Os07g0110200	POPTR_0001s26610	71.3881	37.2781
Os07g0110200	POPTR_0009s05870	70.8215	37.092
Os07g0110400	POPTR_0004s11810	19.0424	45.4545
Os07g0110400	POPTR_0004s11830	0.326442	2.63158
Os07g0110400	POPTR_0017s12820	63.0033	31.9008
Os07g0111400	POPTR_0001s34520	30.3448	28.2051
Os07g0111400	POPTR_0002s06000	31.0345	27.6923
Os07g0111400	POPTR_0002s19390	32.069	29.2453
Os07g0111400	POPTR_0005s22480	30	27.0186
Os07g0111400	POPTR_0008s10280	34.4828	27.1739
Os07g0111400	POPTR_0010s15750	34.1379	26.4706
Os07g0111400	POPTR_0011s02790	28.2759	24.7734
Os07g0111400	POPTR_0014s11350	29.6552	29.6552
Os07g0111400	POPTR_0810s00200	26.2069	23.8245
Os07g0111600	POPTR_0008s09320	22.2052	53.3088
Os07g0111600	POPTR_0010s16790	56.5084	57.0325
Os07g0111700	POPTR_0012s06920	53.1049	54.1485
Os07g0111900	POPTR_0012s06920	52.521	54.5852
Os07g0112000	POPTR_0012s06920	52.4008	54.8035
Os07g0112100	POPTR_0012s06920	49.8039	55.4585
Os07g0112700	POPTR_0001s22720	24.7191	26.3473
Os07g0112700	POPTR_0004s12050	23.5955	24.2775
Os07g0112700	POPTR_0017s12450	26.4045	26.8571
Os07g0112700	POPTR_0017s12460	25.2809	25.5682
Os07g0112800	POPTR_0006s19870	89.5062	90.625
Os07g0112800	POPTR_0018s11660	90.1235	91.25
Os07g0113500	POPTR_0007s10370	54.4164	54.6751
Os07g0113700	POPTR_0007s10170	35.1138	57.5365
Os07g0113700	POPTR_0007s10180	23.3432	43.6229
Os07g0114300	POPTR_0001s30380	80.5195	73.8095
Os07g0114300	POPTR_0009s09400	71.4286	82.0896
Os07g0114400	POPTR_0005s18950	93.6937	93.6937
Os07g0114400	POPTR_0007s10100	94.2943	79.6954
Os07g0115300	POPTR_0001s33680	55.7576	58.4127
Os07g0115300	POPTR_0007s10040	64.5455	64.3505
Os07g0115300	POPTR_0017s09640	56.3636	57.5851
Os07g0115300	POPTR_0018s09710	58.1818	58.5366
Os07g0115500	POPTR_0002s12050	22.9508	35.443
Os07g0115600	POPTR_0001s30290	14.4231	37.5
Os07g0115600	POPTR_0001s30300	16.5385	17.8794
Os07g0115600	POPTR_0002s12030	31.1538	25
Os07g0115600	POPTR_0009s09290	14.6154	44.4444
Os07g0115600	POPTR_0009s09300	17.1154	18.5031
Os07g0115600	POPTR_0014s01780	28.8462	29.0135
Os07g0116050	POPTR_0004s14370	13.6986	34.4828
Os07g0116050	POPTR_0012s04310	32.4201	36.5979
Os07g0116050	POPTR_0014s05950	8.6758	37.2549
Os07g0116050	POPTR_0015s04750	32.1918	36.1538
Os07g0116050	POPTR_0129s00210	17.5799	30.4348
Os07g0116050	POPTR_0520s00200	20.5479	40
Os07g0116600	POPTR_0005s18970	57.9345	58.0808
Os07g0116600	POPTR_0007s09930	59.6977	58.231
Os07g0118300	POPTR_0007s03200	55.2885	58.9744
Os07g0118300	POPTR_0017s07070	59.1346	60.5911
Os07g0119000	POPTR_0002s13050	36.5206	38.5694
Os07g0119000	POPTR_0005s14170	37.8486	44.5312
Os07g0119000	POPTR_0007s11420	38.6454	46.1905
Os07g0119000	POPTR_0014s03480	37.1846	36.036
Os07g0119300	POPTR_0004s15220	36.338	30.7143
Os07g0119300	POPTR_0005s14120	30.7042	39.3502
Os07g0119300	POPTR_0007s11470	34.3662	34.7578
Os07g0119300	POPTR_0009s10980	36.6197	32.0197
Os07g0119400	POPTR_0007s11600	63.3028	64.1264
Os07g0119400	POPTR_0007s11610	57.9817	58.8454
Os07g0120051	POPTR_0003s08840	32.1569	35.4978
Os07g0120700	POPTR_0005s14020	24.7076	27.1704
Os07g0121200	POPTR_0005s08180	40.0197	40.2572
Os07g0121200	POPTR_0005s15520	40.6096	40.411
Os07g0121200	POPTR_0006s10000	41.0029	40.3288
Os07g0121200	POPTR_0006s28780	37.6598	39.648
Os07g0121200	POPTR_0008s03370	41.2979	40.8958
Os07g0121200	POPTR_0008s03390	39.9213	39.5712
Os07g0121200	POPTR_0008s03400	41.1996	40.878
Os07g0121200	POPTR_0010s23490	40.413	40.3337
Os07g0121200	POPTR_0010s23500	39.528	37.6757
Os07g0121200	POPTR_0011s10410	39.4297	41.2127
Os07g0121200	POPTR_0011s10420	39.823	42.0998
Os07g0121200	POPTR_0011s10430	39.823	40.2185
Os07g0121200	POPTR_0011s14430	39.1347	41.1582
Os07g0121200	POPTR_0012s04160	40.2163	39.9024
Os07g0121200	POPTR_0013s13660	35.5949	39.6061
Os07g0121200	POPTR_0015s04680	41.0029	39.6388
Os07g0121200	POPTR_0017s01340	39.6264	40.4213
Os07g0121200	POPTR_0017s03350	39.4297	39.7423
Os07g0121200	POPTR_0018s02450	40.708	40.3509
Os07g0121200	POPTR_0141s00210	39.4297	39.8213
Os07g0122400	POPTR_0005s13910	39.6588	39.5745
Os07g0122400	POPTR_0007s12020	41.791	42.7948
Os07g0123100	POPTR_0004s15680	16.0976	32.0388
Os07g0123100	POPTR_0005s13840	25.8537	36.3014
Os07g0123100	POPTR_0007s12090	27.8049	37.013
Os07g0123100	POPTR_0009s11370	24.878	29.4798
Os07g0123300	POPTR_0004s15710	41.7004	32.5949
Os07g0123300	POPTR_0009s11410	40.8907	32.0635
Os07g0123400	POPTR_0004s15720	37.931	7.74648
Os07g0123400	POPTR_0005s13820	42.2414	7.95455
Os07g0123400	POPTR_0007s12120	46.5517	8.89621
Os07g0123400	POPTR_0009s11420	38.7931	7.61421
Os07g0123500	POPTR_0005s13790	29.6015	65.5462
Os07g0123500	POPTR_0005s13800	20.4934	47.7876
Os07g0123500	POPTR_0007s12150	21.0626	52.3585
Os07g0123500	POPTR_0007s12160	30.9298	63.6719
Os07g0123700	POPTR_0004s15790	62.9397	65.8344
Os07g0123700	POPTR_0009s11520	62.3116	65.1774
Os07g0123700	POPTR_0853s00200	13.9447	59.0426
Os07g0124000	POPTR_0002s11700	33.2494	34.555
Os07g0124000	POPTR_0007s14770	34.2569	32.4582
Os07g0124000	POPTR_0014s00830	31.4861	28.7356
Os07g0124000	POPTR_0014s01440	31.2343	31.5522
Os07g0124500	POPTR_0002s01840	66.1325	68.022
Os07g0124500	POPTR_0005s26650	65.4915	68.3389
Os07g0124500	POPTR_0016s06340	65.2778	68.2682
Os07g0124600	POPTR_0002s11580	27.8515	34.3137
Os07g0124600	POPTR_0014s01310	28.6472	19.2857
Os07g0124700	POPTR_0002s11550	58.3082	30.2983
Os07g0124700	POPTR_0005s19220	57.7039	29.8905
Os07g0124700	POPTR_0007s14690	56.1934	27.3932
Os07g0124700	POPTR_0014s01260	59.5166	29.8938
Os07g0124750	POPTR_0002s11490	69.7902	71.184
Os07g0124750	POPTR_0005s19060	70.7692	72.1826
Os07g0124800	POPTR_0002s11530	43.8819	45.2174
Os07g0124800	POPTR_0005s19030	46.4135	44.5344
Os07g0124900	POPTR_0001s29530	48.0447	53.4161
Os07g0124900	POPTR_0001s29540	46.3687	38.6047
Os07g0124900	POPTR_0001s29560	45.2514	48.503
Os07g0124900	POPTR_0009s08640	33.5196	46.5116
Os07g0124900	POPTR_0009s08650	44.1341	49.375
Os07g0124900	POPTR_0009s08660	40.7821	54.0741
Os07g0124900	POPTR_0009s08670	47.486	52.795
Os07g0124900	POPTR_0009s08700	47.486	53.125
Os07g0124900	POPTR_0473s00200	37.4302	51.5385
Os07g0124900	POPTR_0473s00220	41.8994	51.7241
Os07g0125500	POPTR_0001s29530	48.0447	53.4161
Os07g0125500	POPTR_0001s29540	46.3687	38.6047
Os07g0125500	POPTR_0001s29560	45.2514	48.503
Os07g0125500	POPTR_0009s08640	33.5196	46.5116
Os07g0125500	POPTR_0009s08650	44.1341	49.375
Os07g0125500	POPTR_0009s08660	40.7821	54.0741
Os07g0125500	POPTR_0009s08670	47.486	52.795
Os07g0125500	POPTR_0009s08700	47.486	53.125
Os07g0125500	POPTR_0473s00200	37.4302	51.5385
Os07g0125500	POPTR_0473s00220	41.8994	51.7241
Os07g0126301	POPTR_0001s29530	48.0447	53.4161
Os07g0126301	POPTR_0001s29540	46.3687	38.6047
Os07g0126301	POPTR_0001s29560	45.2514	48.503
Os07g0126301	POPTR_0009s08640	33.5196	46.5116
Os07g0126301	POPTR_0009s08650	44.1341	49.375
Os07g0126301	POPTR_0009s08660	40.7821	54.0741
Os07g0126301	POPTR_0009s08670	47.486	52.795
Os07g0126301	POPTR_0009s08700	47.486	53.125
Os07g0126301	POPTR_0473s00200	37.4302	51.5385
Os07g0126301	POPTR_0473s00220	41.8994	51.7241
Os07g0127900	POPTR_0001s29530	40.3509	42.8571
Os07g0127900	POPTR_0001s29540	40.3509	32.093
Os07g0127900	POPTR_0001s29560	39.1813	40.1198
Os07g0127900	POPTR_0009s08640	28.655	37.9845
Os07g0127900	POPTR_0009s08650	35.6725	38.125
Os07g0127900	POPTR_0009s08660	35.0877	44.4444
Os07g0127900	POPTR_0009s08670	39.7661	42.236
Os07g0127900	POPTR_0009s08700	37.4269	40
Os07g0127900	POPTR_0473s00200	30.9942	40.7692
Os07g0127900	POPTR_0473s00220	34.5029	40.6897
Os07g0128800	POPTR_0001s29530	46.5116	49.6894
Os07g0128800	POPTR_0001s29540	41.2791	33.0233
Os07g0128800	POPTR_0001s29560	43.0233	44.3114
Os07g0128800	POPTR_0009s08640	36.6279	48.8372
Os07g0128800	POPTR_0009s08650	45.3488	48.75
Os07g0128800	POPTR_0009s08660	44.186	56.2963
Os07g0128800	POPTR_0009s08670	48.2558	51.5528
Os07g0128800	POPTR_0009s08700	48.8372	52.5
Os07g0128800	POPTR_0473s00200	39.5349	52.3077
Os07g0128800	POPTR_0473s00220	44.186	52.4138
Os07g0129200	POPTR_0001s29530	50	52.1739
Os07g0129200	POPTR_0001s29540	45.8333	35.814
Os07g0129200	POPTR_0001s29560	45.8333	46.1078
Os07g0129200	POPTR_0009s08640	39.2857	51.1628
Os07g0129200	POPTR_0009s08650	48.8095	51.25
Os07g0129200	POPTR_0009s08660	48.2143	60
Os07g0129200	POPTR_0009s08670	52.381	54.6584
Os07g0129200	POPTR_0009s08700	49.4048	51.875
Os07g0129200	POPTR_0473s00200	43.4524	56.1538
Os07g0129200	POPTR_0473s00220	47.619	55.1724
Os07g0129300	POPTR_0001s29530	50.303	51.5528
Os07g0129300	POPTR_0001s29540	46.6667	35.814
Os07g0129300	POPTR_0001s29560	46.6667	46.1078
Os07g0129300	POPTR_0009s08640	40.6061	51.938
Os07g0129300	POPTR_0009s08650	49.0909	50.625
Os07g0129300	POPTR_0009s08660	49.697	60.7407
Os07g0129300	POPTR_0009s08670	52.1212	53.4161
Os07g0129300	POPTR_0009s08700	52.7273	54.375
Os07g0129300	POPTR_0473s00200	43.0303	54.6154
Os07g0129300	POPTR_0473s00220	47.2727	53.7931
Os07g0129700	POPTR_0002s11390	23.662	32.3077
Os07g0129700	POPTR_0002s11400	35.7746	71.3483
Os07g0129800	POPTR_0003s19600	36.2456	47.4498
Os07g0129800	POPTR_0006s08870	40.9681	52.8963
Os07g0129800	POPTR_0006s08890	33.1759	51.4652
Os07g0129800	POPTR_0006s08900	39.1972	52.2835
Os07g0129800	POPTR_0006s08940	41.3223	52.0833
Os07g0129800	POPTR_0006s08970	33.6482	53.3708
Os07g0129800	POPTR_1407s00200	29.9882	53.0271
Os07g0129800	POPTR_1896s00210	30.1063	52.5773
Os07g0129900	POPTR_0003s19600	0	0
Os07g0129900	POPTR_0006s08870	0	0
Os07g0129900	POPTR_0006s08890	0	0
Os07g0129900	POPTR_0006s08900	0	0
Os07g0129900	POPTR_0006s08940	0	0
Os07g0129900	POPTR_0006s08970	0	0
Os07g0129900	POPTR_1407s00200	0	0
Os07g0129900	POPTR_1896s00210	0	0
Os07g0130100	POPTR_0003s19600	44.7871	47.1406
Os07g0130100	POPTR_0006s08870	52.8634	54.878
Os07g0130100	POPTR_0006s08890	44.1997	55.1282
Os07g0130100	POPTR_0006s08900	49.3392	52.9134
Os07g0130100	POPTR_0006s08940	53.7445	54.4643
Os07g0130100	POPTR_0006s08970	43.906	55.9925
Os07g0130100	POPTR_1407s00200	37.4449	53.2359
Os07g0130100	POPTR_1896s00210	39.3539	55.2577
Os07g0130200	POPTR_0003s19600	0.290698	0.309119
Os07g0130200	POPTR_0006s08870	0.436047	0.457317
Os07g0130200	POPTR_0006s08890	0.436047	0.549451
Os07g0130200	POPTR_0006s08900	0	0
Os07g0130200	POPTR_0006s08940	0.436047	0.446429
Os07g0130200	POPTR_0006s08970	0.436047	0.561798
Os07g0130200	POPTR_1407s00200	0	0
Os07g0130200	POPTR_1896s00210	0.436047	0.618557
Os07g0130400	POPTR_0003s19600	42.9395	46.0587
Os07g0130400	POPTR_0006s08870	48.7032	51.5244
Os07g0130400	POPTR_0006s08890	40.3458	51.2821
Os07g0130400	POPTR_0006s08900	47.5504	51.9685
Os07g0130400	POPTR_0006s08940	49.5677	51.1905
Os07g0130400	POPTR_0006s08970	40.3458	52.4345
Os07g0130400	POPTR_1407s00200	35.879	51.9833
Os07g0130400	POPTR_1896s00210	36.1671	51.7526
Os07g0130800	POPTR_0003s19600	45.1429	48.8408
Os07g0130800	POPTR_0006s08870	49.4286	52.7439
Os07g0130800	POPTR_0006s08890	41	52.5641
Os07g0130800	POPTR_0006s08900	48.1429	53.0709
Os07g0130800	POPTR_0006s08940	50.7143	52.8274
Os07g0130800	POPTR_0006s08970	41.1429	53.9326
Os07g0130800	POPTR_1407s00200	36.2857	53.0271
Os07g0130800	POPTR_1896s00210	36.1429	52.1649
Os07g0131375	POPTR_0003s19600	31.2292	29.0572
Os07g0131375	POPTR_0006s08870	36.8771	33.8415
Os07g0131375	POPTR_0006s08890	36.711	40.4762
Os07g0131375	POPTR_0006s08900	34.7176	32.9134
Os07g0131375	POPTR_0006s08940	37.3754	33.4821
Os07g0131375	POPTR_0006s08970	37.3754	42.1348
Os07g0131375	POPTR_1407s00200	22.7575	28.6013
Os07g0131375	POPTR_1896s00210	24.0864	29.8969
Os07g0131500	POPTR_0003s19600	47.327	46.5224
Os07g0131500	POPTR_0006s08870	51.5723	50
Os07g0131500	POPTR_0006s08890	41.3522	48.1685
Os07g0131500	POPTR_0006s08900	49.2138	49.2913
Os07g0131500	POPTR_0006s08940	51.5723	48.8095
Os07g0131500	POPTR_0006s08970	41.5094	49.4382
Os07g0131500	POPTR_1407s00200	38.6792	51.357
Os07g0131500	POPTR_1896s00210	38.522	50.5155
Os07g0131600	POPTR_0004s24170	55.3435	56.9745
Os07g0131600	POPTR_0016s12820	56.1069	57.7603
Os07g0132300	POPTR_0002s11350	29.0323	24.3243
Os07g0132500	POPTR_0004s11100	23.7548	50.8197
Os07g0132600	POPTR_0006s26630	16.1644	16.1644
Os07g0132600	POPTR_0018s01390	16.1644	14.8241
Os07g0133100	POPTR_0004s11100	9.72018	54.0984
Os07g0133500	POPTR_0002s11320	57.3593	59.5506
Os07g0133500	POPTR_0005s19380	55.6277	57.3661
Os07g0133700	POPTR_0001s12920	66.6667	64.4898
Os07g0134000	POPTR_0009s08840	60.5749	62.3679
Os07g0134200	POPTR_0007s14500	70.088	70.2941
Os07g0134400	POPTR_0004s03950	42.9487	24.9071
Os07g0134500	POPTR_0014s03370	70.4467	40.1567
Os07g0134600	POPTR_0002s26170	40.6736	40.8854
Os07g0134600	POPTR_0004s16250	42.0984	35.872
Os07g0134600	POPTR_0009s11910	41.3212	35.7223
Os07g0134600	POPTR_0014s18350	36.0104	37.8747
Os07g0134700	POPTR_0009s11900	55.5921	50.2229
Os07g0134800	POPTR_0005s12530	89.2064	88.0878
Os07g0134800	POPTR_0007s12750	89.6825	89.2575
Os07g0137000	POPTR_0015s04260	41.0959	2.46914
Os07g0137800	POPTR_0004s16100	46.4684	38.1098
Os07g0137800	POPTR_0005s12590	46.4684	41.806
Os07g0137800	POPTR_0007s12680	45.9108	39.7106
Os07g0137800	POPTR_0009s11810	45.3532	37.1385
Os07g0137900	POPTR_0002s26310	32.8889	20.0433
Os07g0137900	POPTR_0014s18000	15.2	35.1852
Os07g0138100	POPTR_0002s05830	59.7107	57.6846
Os07g0138100	POPTR_0005s22690	28.3058	65.2381
Os07g0138100	POPTR_0005s22700	32.0248	48.1366
Os07g0139300	POPTR_0001s46470	38.7681	37.2822
Os07g0139300	POPTR_0011s16010	38.4058	44.9153
Os07g0139400	POPTR_0001s46400	77.9097	78.6571
Os07g0139400	POPTR_0006s02280	75.2969	81.2821
Os07g0139400	POPTR_0011s15960	78.8599	79.6163
Os07g0139400	POPTR_0016s02120	73.1591	81.4815
Os07g0141400	POPTR_0002s05660	65.748	63.7405
Os07g0141400	POPTR_0005s22830	67.3228	65.2672
Os07g0141600	POPTR_0002s17650	82.0248	81.6872
Os07g0141600	POPTR_0014s09840	82.6446	82.4742
Os07g0142000	POPTR_0002s05650	58.9431	58.7045
Os07g0142000	POPTR_0005s22840	56.0976	55.8704
Os07g0142700	POPTR_0014s02560	39.1579	40.4348
Os07g0142700	POPTR_0014s02570	37.8947	39.5604
Os07g0142700	POPTR_1203s00200	34.5263	40.0978
Os07g0142900	POPTR_0002s05640	69.9468	70.6989
Os07g0142900	POPTR_0005s22850	68.3511	69.6477
Os07g0142900	POPTR_0005s22860	66.4894	67.5676
Os07g0143000	POPTR_0002s05640	75.5968	76.6129
Os07g0143000	POPTR_0005s22850	74.5358	76.1518
Os07g0143000	POPTR_0005s22860	68.7003	70
Os07g0143600	POPTR_0001s01460	31.0638	41.4773
Os07g0143700	POPTR_0006s02500	58.6626	32.5464
Os07g0143700	POPTR_0016s02340	58.9666	31.0897
Os07g0144500	POPTR_0012s14940	32.2115	30.5936
Os07g0144500	POPTR_0015s15280	31.0096	29.4521
Os07g0145400	POPTR_0001s47000	60	63.3929
Os07g0145400	POPTR_0011s16660	63.4742	63.0597
Os07g0147600	POPTR_0001s47120	46.172	60.0306
Os07g0147600	POPTR_0011s16750	55.477	58.3643
Os07g0147700	POPTR_0001s47110	65.9091	64.0884
Os07g0147700	POPTR_0011s16740	65.625	63.8122
Os07g0147700	POPTR_0014s14040	69.8864	69.4915
Os07g0147800	POPTR_0001s47100	23.3903	20.9906
Os07g0147800	POPTR_0011s16730	24.4415	21.2571
Os07g0147900	POPTR_0001s38080	79.1005	79.1005
Os07g0148200	POPTR_0006s18650	28.7212	38.9205
Os07g0148200	POPTR_0006s18670	32.4948	35.3075
Os07g0148200	POPTR_0006s18690	34.1719	36.2222
Os07g0148200	POPTR_0009s08200	31.6562	32.6134
Os07g0148200	POPTR_0009s13580	31.4465	31.4465
Os07g0148200	POPTR_0013s12310	38.5744	40.5286
Os07g0148200	POPTR_0013s14010	37.7358	39.7351
Os07g0148200	POPTR_0018s10400	34.1719	36.3029
Os07g0148200	POPTR_0019s12010	16.7715	41.0256
Os07g0148600	POPTR_0001s07360	30.5785	39.2226
Os07g0148600	POPTR_0001s07370	33.3333	37.2308
Os07g0148600	POPTR_0001s07380	34.1598	37.5758
Os07g0148600	POPTR_0003s18750	31.9559	38.0328
Os07g0148600	POPTR_0003s18760	22.314	36.9863
Os07g0148600	POPTR_0003s18770	34.4353	37.8788
Os07g0148600	POPTR_0003s18810	31.6804	35.6037
Os07g0148600	POPTR_0003s18820	34.1598	37.5758
Os07g0148600	POPTR_0003s19250	33.8843	37.386
Os07g0148600	POPTR_0003s19260	33.8843	37.2727
Os07g0148600	POPTR_0003s19270	30.854	37.5839
Os07g0148600	POPTR_0003s19280	31.9559	34.8348
Os07g0148600	POPTR_0003s19290	34.7107	37.3887
Os07g0148600	POPTR_0010s14820	31.1295	33.8323
Os07g0148600	POPTR_0010s14830	31.6804	36.3924
Os07g0148600	POPTR_0011s04790	35.8127	38.6905
Os07g0148600	POPTR_0011s04800	35.2617	38.0952
Os07g0148600	POPTR_0011s04810	35.5372	38.3929
Os07g0148600	POPTR_0011s04820	34.9862	37.7976
Os07g0148600	POPTR_0011s04830	32.2314	39.3939
Os07g0148600	POPTR_0011s04850	22.314	36.1607
Os07g0148600	POPTR_0011s04870	34.9862	37.7976
Os07g0148600	POPTR_0011s04880	31.9559	36.478
Os07g0148600	POPTR_0012s01280	33.0578	34.2857
Os07g0148600	POPTR_0022s00420	31.6804	34.9544
Os07g0148600	POPTR_0396s00200	22.0386	39.2157
Os07g0148600	POPTR_0396s00210	25.0689	36.255
Os07g0148600	POPTR_0396s00220	31.405	37.5
Os07g0148600	POPTR_0412s00200	31.405	38.5135
Os07g0148600	POPTR_0412s00210	34.7107	38.0665
Os07g0148600	POPTR_1939s00200	31.1295	34.0361
Os07g0148800	POPTR_0001s36790	0	0
Os07g0148800	POPTR_0001s36800	63.8298	72.7273
Os07g0148800	POPTR_0011s09250	69.9468	35.5886
Os07g0148800	POPTR_0011s09260	0.531915	0.408163
Os07g0148900	POPTR_0006s27030	66.1654	67.6923
Os07g0148900	POPTR_0018s01720	63.9098	65.3846
Os07g0149900	POPTR_0007s03690	55.0633	49.4318
Os07g0149900	POPTR_0019s02460	53.7975	48.8506
Os07g0149900	POPTR_0280s00230	48.1013	54.6763
Os07g0150100	POPTR_0001s36870	61.5595	62.1547
Os07g0150500	POPTR_0011s02570	48.0382	56.8381
Os07g0150700	POPTR_0006s06160	81.1111	78.6638
Os07g0150700	POPTR_0025s00500	79.1111	75.2643
Os07g0151200	POPTR_0006s01630	60.4027	62.1762
Os07g0151200	POPTR_0006s01640	56.3758	58.3333
Os07g0151200	POPTR_0016s01180	19.7987	47.3896
Os07g0151200	POPTR_0016s01190	60.0671	61.8307
Os07g0151300	POPTR_0005s17140	64.2553	63.9831
Os07g0152200	POPTR_0011s14310	59.5131	59.8368
Os07g0152700	POPTR_0001s40510	35.0254	31.5068
Os07g0152700	POPTR_0001s42740	20.3046	45.977
Os07g0152700	POPTR_0001s42750	40.6091	36.8664
Os07g0152700	POPTR_0001s42760	41.6244	37.2727
Os07g0152700	POPTR_0001s42770	39.0863	28.4133
Os07g0152700	POPTR_0001s42780	40.6091	36.3636
Os07g0152700	POPTR_0001s42790	40.1015	35.9091
Os07g0152700	POPTR_0001s42800	41.1168	36.8182
Os07g0152700	POPTR_0001s42820	41.1168	36.8182
Os07g0152700	POPTR_0001s42830	30.9645	34.4633
Os07g0152700	POPTR_0005s04000	34.5178	36.7568
Os07g0152700	POPTR_0006s07690	27.4112	42.8571
Os07g0152700	POPTR_0011s11420	39.0863	35
Os07g0152700	POPTR_0011s11430	36.0406	32.4201
Os07g0152700	POPTR_0011s11440	39.0863	35
Os07g0152700	POPTR_0011s11450	30.4569	34.4828
Os07g0152700	POPTR_0011s14380	35.533	33.4928
Os07g0152700	POPTR_0011s14390	28.4264	35
Os07g0152700	POPTR_0011s14400	27.9188	31.7919
Os07g0152700	POPTR_0011s14410	40.6091	36.3636
Os07g0152700	POPTR_0019s15090	37.5635	33.79
Os07g0152700	POPTR_0019s15100	38.0711	33.6323
Os07g0152700	POPTR_0240s00200	15.736	45.5882
Os07g0152700	POPTR_0240s00210	29.9492	30.8901
Os07g0152700	POPTR_0256s00200	37.5635	26.6187
Os07g0152700	POPTR_0256s00210	38.5787	34.5455
Os07g0152700	POPTR_0256s00220	13.198	22.6087
Os07g0152700	POPTR_0700s00200	38.5787	34.7032
Os07g0152700	POPTR_0700s00210	35.0254	33.3333
Os07g0152700	POPTR_0878s00200	19.797	28.6765
Os07g0152700	POPTR_0878s00210	37.5635	33.79
Os07g0152700	POPTR_1874s00200	27.4112	50.9434
Os07g0152800	POPTR_0014s17220	56.0714	50.974
Os07g0152800	POPTR_0017s04970	58.5714	55.2189
Os07g0152900	POPTR_0001s40480	86.1789	86.1789
Os07g0152900	POPTR_0004s06400	83.1978	83.4239
Os07g0152900	POPTR_0011s11390	85.3659	85.3659
Os07g0153300	POPTR_0011s02250	57.8947	39.6721
Os07g0153300	POPTR_0011s08220	19.1388	28.9855
Os07g0153300	POPTR_0011s08230	38.2775	47.0588
Os07g0153400	POPTR_0006s20830	59.6059	59.7531
Os07g0154100	POPTR_0001s40420	60.3093	58.5977
Os07g0154100	POPTR_0011s02230	58.7629	57.2864
Os07g0154100	POPTR_0011s08240	58.5911	57.1189
Os07g0154100	POPTR_0011s11370	60.6529	59.6284
Os07g0154300	POPTR_0011s08260	44.7368	57.6271
Os07g0154400	POPTR_0006s02430	49.7222	36.3821
Os07g0155100	POPTR_0005s06180	57.289	53.5885
Os07g0155200	POPTR_0010s16480	41.8605	55.0218
Os07g0155600	POPTR_0006s12900	42.3107	41.983
Os07g0155600	POPTR_0016s09210	39.5785	41.0859
Os07g0156732	POPTR_0006s12900	44.6103	20.8366
Os07g0156732	POPTR_0016s09210	44.1128	21.5559
Os07g0157401	POPTR_0006s12900	44.6103	20.8366
Os07g0157401	POPTR_0016s09210	44.1128	21.5559
Os07g0157900	POPTR_0016s06880	0	0
Os07g0157900	POPTR_0016s06890	48.8	28.1106
Os07g0158200	POPTR_0016s06880	23.7654	77
Os07g0158200	POPTR_0016s06890	50	74.6544
Os07g0158300	POPTR_0006s21650	38.4615	42.9448
Os07g0158300	POPTR_0016s06870	37.6374	42.284
Os07g0158400	POPTR_0013s10570	33.8542	36.3129
Os07g0158400	POPTR_0013s11350	32.2917	41.3333
Os07g0158400	POPTR_0019s11080	36.9792	38.587
Os07g0158500	POPTR_0006s21640	27.4406	32.0988
Os07g0158500	POPTR_0016s06860	28.496	33.6449
Os07g0158800	POPTR_0001s18870	20.3343	36.1386
Os07g0158800	POPTR_0001s22290	41.5042	36.8812
Os07g0158800	POPTR_0008s01950	46.7967	48.6957
Os07g0158800	POPTR_0009s02240	41.5042	38.4021
Os07g0158800	POPTR_0010s24910	45.961	48.105
Os07g0158900	POPTR_0016s11570	20.1613	23.4742
Os07g0158900	POPTR_0091s00230	12.2984	25.3112
Os07g0159500	POPTR_0001s01370	49.6368	56.9444
Os07g0159500	POPTR_0008s04170	46.4891	50.9284
Os07g0159500	POPTR_0010s22660	46.7312	54.9858
Os07g0159600	POPTR_0006s21610	43.4066	47.3054
Os07g0159600	POPTR_0008s01980	31.8681	35.3659
Os07g0159600	POPTR_0010s24940	32.4176	37.8205
Os07g0159600	POPTR_0010s24970	30.7692	32.3699
Os07g0159600	POPTR_0016s06820	43.956	47.9042
Os07g0159700	POPTR_0001s22230	39.1813	44.6667
Os07g0159700	POPTR_0004s14740	0.877193	0.949367
Os07g0159700	POPTR_0004s14750	21.0526	49.3151
Os07g0159700	POPTR_0009s02090	38.8889	44.0397
Os07g0159800	POPTR_0006s21600	47.3684	47.3684
Os07g0159800	POPTR_0016s06810	50.6579	50.3268
Os07g0159900	POPTR_0006s21590	34.7656	30.6897
Os07g0159900	POPTR_0008s01670	35.9375	22.8856
Os07g0159900	POPTR_0010s24990	37.1094	25.066
Os07g0159900	POPTR_0016s06800	32.0312	33.0645
Os07g0159900	POPTR_0162s00230	33.2031	23.3516
Os07g0160000	POPTR_0001s22200	40	54.7141
Os07g0160000	POPTR_0001s22210	9.9435	26.3473
Os07g0160000	POPTR_0006s21550	38.1921	53.1447
Os07g0160000	POPTR_0016s06770	23.2768	47.5751
Os07g0160100	POPTR_0001s22180	45.5621	37.3786
Os07g0160100	POPTR_0016s06760	46.1538	46.1538
Os07g0160300	POPTR_0002s05730	51.2563	50.495
Os07g0160500	POPTR_0016s11570	22.2222	17.8404
Os07g0160500	POPTR_0091s00230	17.8363	25.3112
