Gene stable ID	Oryza rufipogon gene stable ID	%id. target Oryza rufipogon gene identical to query gene	%id. query gene identical to target Oryza rufipogon gene
Os04g0413500	ORUFI04G13160	96.4883	47.2177
Os04g0413600	ORUFI04G13170	100	67.4107
Os04g0413900	ORUFI04G13180	99.5918	99.5918
Os04g0414000	ORUFI04G13190	93.0041	53.4279
Os04g0414100	ORUFI04G13200	100	100
Os04g0414300	ORUFI04G13220	86.1314	100
Os04g0414500	ORUFI04G13230	96.6102	36.6559
Os04g0414700	ORUFI04G13240	100	100
Os04g0414800	ORUFI04G13250	100	100
Os04g0415000	ORUFI04G13260	100	73.4177
Os04g0415100	ORUFI04G13270	62.3853	59.3023
Os04g0415200	ORUFI04G13280	96.875	100
Os04g0415600	ORUFI04G13300	84.7826	84.7826
Os04g0415800	ORUFI04G13320	70.5426	75.2066
Os04g0416000	ORUFI04G13330	100	100
Os04g0416100	ORUFI04G13340	79.9373	62.5
Os04g0416500	ORUFI04G13360	99.8355	69.2132
Os04g0416700	ORUFI04G13370	100	100
Os04g0417000	ORUFI04G13390	99.7802	99.7802
Os04g0417600	ORUFI04G13420	41.8269	84.058
Os04g0417800	ORUFI04G13440	99.8529	99.8529
Os04g0418000	ORUFI04G13460	99.5671	83.0325
Os04g0418100	ORUFI04G13470	100	100
Os04g0418500	ORUFI04G13500	96.0089	98.1859
Os04g0418600	ORUFI04G13510	100	100
Os04g0419550	ORUFI04G13570	84.5494	72.963
Os04g0419700	ORUFI04G13590	99.3804	99.3804
Os04g0420600	ORUFI04G13600	98.3709	18.3411
Os04g0420900	ORUFI04G13640	97.5155	97.2739
Os04g0421800	ORUFI04G13670	100	47.504
Os04g0421900	ORUFI04G13680	99.9092	100
Os04g0422000	ORUFI04G13690	91.0072	98.4436
Os04g0422200	ORUFI04G13710	99.2701	99.2701
Os04g0422500	ORUFI04G13730	99.4152	99.4152
Os04g0422700	ORUFI04G13750	67.6647	54.5894
Os04g0422950	ORUFI10G14890	41.9048	15.8273
Os04g0423200	ORUFI04G13790	86.4023	37.1498
Os04g0423400	ORUFI04G13800	50.655	52.4887
Os04g0423600	ORUFI04G13810	92.0437	60.0815
Os04g0423700	ORUFI04G13820	99.1091	93.8819
Os04g0425100	ORUFI04G13880	99.7712	99.7712
Os04g0428900	ORUFI04G13960	99.4898	89.4495
Os04g0428950	ORUFI04G13970	54.5802	52.963
Os04g0429050	ORUFI04G13990	94.6721	92.4
Os04g0429100	ORUFI04G14000	99.2278	95.7169
Os04g0429200	ORUFI04G14010	84.8276	22.905
Os04g0429300	ORUFI04G14020	97.0954	32.7731
Os04g0429450	ORUFI06G21390	32.1429	48.913
Os04g0429800	ORUFI04G14050	97.3357	74.9658
Os04g0430000	ORUFI04G14060	100	59.1255
Os04g0430100	ORUFI04G14070	100	100
Os04g0430200	ORUFI04G14080	99.7579	97.8622
Os04g0430400	ORUFI04G14090	99.8221	85.9112
Os04g0430600	ORUFI04G14100	98.8131	61.8959
Os04g0430700	ORUFI04G14110	99.8713	100
Os04g0430800	ORUFI04G14120	94.2857	53.9216
Os04g0430900	ORUFI04G14130	98.8263	96.7816
Os04g0431000	ORUFI04G14140	99.6109	35.0685
Os04g0431100	ORUFI04G14150	96.8966	98.2517
Os04g0431200	ORUFI04G14160	50.3356	27.6753
Os04g0431700	ORUFI04G14190	86.0082	93.722
Os04g0431800	ORUFI04G14200	100	76.2136
Os04g0432000	ORUFI04G14210	96.9359	100
Os04g0432100	ORUFI04G14220	99.8016	99.8016
Os04g0432200	ORUFI04G14230	100	5.07297
Os04g0432300	ORUFI04G14240	91.2281	91.2281
Os04g0432400	ORUFI04G14250	97.7352	100
Os04g0432500	ORUFI04G14260	97.8723	99.0431
Os04g0432600	ORUFI04G14270	73.4694	80.8989
Os04g0432800	ORUFI04G14280	99.6627	90.229
Os04g0433200	ORUFI04G14310	62	28.0967
Os04g0433300	ORUFI04G14320	51.3699	66.6667
Os04g0433600	ORUFI04G14330	99.0958	93.356
Os04g0433800	ORUFI04G14340	85.7025	99.4247
Os04g0433900	ORUFI04G14350	99.2046	90.9211
Os04g0434300	ORUFI04G14370	97.5845	98.8581
Os04g0434500	ORUFI04G14390	80.2817	82.6087
Os04g0434600	ORUFI04G14400	95.8959	81.6709
Os04g0434800	ORUFI04G14410	95.8217	91.0053
Os04g0434900	ORUFI04G14420	99.3976	63.9535
Os04g0435100	ORUFI04G14440	99.8113	99.8113
Os04g0435475	ORUFI04G14450	67.5926	57.4803
Os04g0435500	ORUFI04G14460	100	100
Os04g0435700	ORUFI04G14470	100	100
Os04g0436000	ORUFI04G14480	99.308	99.6528
Os04g0436100	ORUFI04G14490	64.0523	90.7407
Os04g0436300	ORUFI04G14510	95.2218	55.2475
Os04g0436800	ORUFI04G14550	100	100
Os04g0436900	ORUFI04G14560	97.8261	73.7705
Os04g0437000	ORUFI04G14570	100	100
Os04g0437300	ORUFI04G14590	98.5916	92.9204
Os04g0437500	ORUFI04G14600	100	100
Os04g0437600	ORUFI04G14610	100	99.859
Os04g0438101	ORUFI04G14630	35.503	100
Os04g0438200	ORUFI04G14640	100	100
Os04g0438300	ORUFI04G14650	99.6942	99.6942
Os04g0438400	ORUFI04G14660	99.7347	78.3333
Os04g0438500	ORUFI04G14670	100	100
Os04g0438600	ORUFI04G14680	61.7347	42.1603
Os04g0438700	ORUFI04G14690	90.4624	87.9213
Os04g0438900	ORUFI04G14700	45.3453	75.5
Os04g0439200	ORUFI04G14730	95.8955	39.9275
Os04g0439300	ORUFI04G14740	89.5425	24.6847
Os04g0439400	ORUFI04G14740	23.8095	4.5045
Os04g0439600	ORUFI04G14750	99.8783	99.6359
Os04g0439900	ORUFI04G14760	99.0676	99.7653
Os04g0440000	ORUFI04G14770	99.696	99.696
Os04g0440100	ORUFI04G14780	94.8718	94.685
Os04g0440300	ORUFI04G14800	74.8299	24.6637
Os04g0441600	ORUFI04G14870	70.7101	60.9694
Os04g0441800	ORUFI04G14880	99.8363	99.187
Os04g0441900	ORUFI04G14890	93.7908	96.1474
Os04g0442000	ORUFI04G14900	73.6999	99.7988
Os04g0442100	ORUFI04G14910	100	70.2359
Os04g0442200	ORUFI04G14920	99.7912	78.8779
Os04g0442300	ORUFI04G14930	46.7532	100
Os04g0443300	ORUFI04G14980	99.4	97.6424
Os04g0443500	ORUFI04G14990	92.1283	96.6361
Os04g0443700	ORUFI04G15000	75.5344	100
Os04g0443900	ORUFI02G12680	99.4898	100
Os04g0444100	ORUFI04G15140	100	100
Os04g0444200	ORUFI04G15150	100	100
Os04g0444300	ORUFI04G15160	98.3146	100
Os04g0444400	ORUFI04G15170	90.3766	99.7691
Os04g0444600	ORUFI04G15180	100	100
Os04g0444800	ORUFI04G15200	99.8681	99.8681
Os04g0444900	ORUFI04G15210	99.6094	99.6094
Os04g0445000	ORUFI04G15220	100	62.8809
Os04g0445100	ORUFI04G15230	100	100
Os04g0445200	ORUFI04G15240	100	100
Os04g0445300	ORUFI04G15250	85.9375	99.3976
Os04g0445400	ORUFI04G15260	74.2424	99.3243
Os04g0445600	ORUFI04G15270	100	100
Os04g0445700	ORUFI04G15280	64.0693	100
Os04g0445800	ORUFI04G15290	100	100
Os04g0445900	ORUFI04G15300	99.3631	96.8944
Os04g0446000	ORUFI04G15310	100	26.6332
Os04g0446100	ORUFI04G15320	100	100
Os04g0446200	ORUFI04G15330	86.2903	53.5
Os04g0446300	ORUFI04G15340	89.0625	99.4186
Os04g0446500	ORUFI04G15350	96.1905	93.3457
Os04g0446600	ORUFI04G15360	100	77.9468
Os04g0447100	ORUFI04G15410	98.4925	83.4931
Os04g0447400	ORUFI04G15430	100	100
Os04g0447600	ORUFI04G15440	100	49.7689
Os04g0447800	ORUFI04G15450	89.8	94.7257
Os04g0447900	ORUFI04G15460	97.2028	60.9649
Os04g0448000	ORUFI04G15470	100	58.5973
Os04g0448200	ORUFI04G15480	95.5906	96.8102
Os04g0448300	ORUFI04G15490	97.7974	100
Os04g0448500	ORUFI04G15510	98.9224	99.7826
Os04g0448600	ORUFI04G15520	75.4011	70.5
Os04g0448700	ORUFI04G15530	94.431	93.9759
Os04g0448800	ORUFI04G15540	99.7222	94.2257
Os04g0448900	ORUFI04G15550	99.8483	99.8483
Os04g0449100	ORUFI04G15560	98.2935	99.4819
Os04g0449200	ORUFI04G15570	98.6254	99.6528
Os04g0449400	ORUFI04G15580	78.8793	38.6076
Os04g0449500	ORUFI04G15590	99.8285	99.8285
Os04g0449900	ORUFI04G15620	99.7416	90.6103
Os04g0450000	ORUFI04G15630	100	100
Os04g0450100	ORUFI04G15640	100	100
Os04g0450200	ORUFI04G15650	99.6575	67.6744
Os04g0450400	ORUFI04G15660	89.5879	99.7585
Os04g0450500	ORUFI04G15670	94.4223	67.5214
Os04g0450600	ORUFI04G15680	88.2653	77.2321
Os04g0450900	ORUFI04G15700	100	100
Os04g0451100	ORUFI04G15710	99.5283	99.5283
Os04g0451200	ORUFI04G15720	99.7963	99.7963
Os04g0451700	ORUFI04G15740	100	100
Os04g0452000	ORUFI04G15750	97.5352	92.6421
Os04g0452100	ORUFI04G15760	100	100
Os04g0452300	ORUFI04G15790	91.358	48.8987
Os04g0452400	ORUFI04G15800	100	100
Os04g0452600	ORUFI04G15810	93.7238	42.8708
Os04g0453200	ORUFI04G15820	100	100
Os04g0453266	ORUFI04G15830	92.3729	21.0832
Os04g0453300	ORUFI04G15830	100	33.6557
Os04g0453400	ORUFI04G15840	100	100
Os04g0453950	ORUFI05G14400	44.3478	51.2563
Os04g0454200	ORUFI04G15880	99.8066	99.8066
Os04g0454900	ORUFI04G15910	87.2852	40.1264
Os04g0455600	ORUFI04G15960	99.6721	99.6721
Os04g0455700	ORUFI04G15970	99.5556	99.5556
Os04g0455800	ORUFI04G15980	99.4764	99.4764
Os04g0455900	ORUFI04G15990	100	77.4611
Os04g0456100	ORUFI04G16000	100	100
Os04g0456200	ORUFI04G16010	98.3696	98.3696
Os04g0456300	ORUFI04G16020	97.9381	97.9381
Os04g0456700	ORUFI04G16060	100	82.8326
Os04g0456900	ORUFI04G16070	82.3009	62.8378
Os04g0457000	ORUFI04G16080	100	100
Os04g0457200	ORUFI04G16090	80.0623	87.1186
Os04g0457400	ORUFI04G16110	41.6216	96.25
Os04g0457500	ORUFI04G16120	99.3031	99.4764
Os04g0457700	ORUFI04G16140	75.3333	81.8841
Os04g0457800	ORUFI04G16150	99.6815	86.9444
Os04g0458200	ORUFI04G16180	99.6965	90.8714
Os04g0458300	ORUFI04G16190	99.2105	99.2105
Os04g0458600	ORUFI04G16210	99.1713	81.9635
Os04g0458800	ORUFI04G16230	99.0385	99.0385
Os04g0458900	ORUFI04G16240	100	100
Os04g0459000	ORUFI04G16260	99.7617	100
Os04g0459500	ORUFI04G16280	100	100
Os04g0459600	ORUFI04G16290	100	100
Os04g0459700	ORUFI04G16300	100	100
Os04g0459800	ORUFI04G16310	99.8638	99.8638
Os04g0459900	ORUFI04G16320	96.8539	79.6673
Os04g0460200	ORUFI04G16330	95.5285	27.7123
Os04g0460300	ORUFI04G16330	96.9231	52.0047
Os04g0460400	ORUFI04G16340	100	95.3368
Os04g0460500	ORUFI04G16350	99.5536	99.5536
Os04g0460600	ORUFI04G16370	100	100
Os04g0461000	ORUFI04G16390	99.7101	98.8506
Os04g0461100	ORUFI04G16400	100	100
Os04g0461300	ORUFI04G16410	86.6667	27.6596
Os04g0461600	ORUFI04G16420	56.9832	50.495
Os04g0461800	ORUFI09G18090	90.3962	95.8015
Os04g0462200	ORUFI09G18110	99	99
Os04g0462300	ORUFI09G18100	99.4118	98.8304
Os04g0462500	ORUFI04G16440	84.3511	96.9298
Os04g0462600	ORUFI04G16450	98.4211	100
Os04g0462900	ORUFI04G16460	92.9054	93.8567
Os04g0463000	ORUFI04G16470	99.8505	99.8505
Os04g0463200	ORUFI04G16480	100	100
Os04g0463400	ORUFI04G16500	99.6032	99.6032
Os04g0463500	ORUFI04G16510	100	100
Os04g0463600	ORUFI04G16520	92.8177	100
Os04g0463700	ORUFI04G16530	94.4954	93.6364
Os04g0463800	ORUFI04G16540	99.6089	85.6502
Os04g0463900	ORUFI08G17180	82.6087	17.5926
Os04g0464100	ORUFI04G16570	99.1525	98.3193
Os04g0464200	ORUFI04G16580	100	100
Os04g0464400	ORUFI04G16590	54.0931	56.9257
Os04g0464500	ORUFI04G16600	100	83.378
Os04g0464800	ORUFI04G16620	98.8331	80.8206
Os04g0464966	ORUFI04G16640	94.9474	78.5714
Os04g0465000	ORUFI04G16650	100	100
Os04g0465300	ORUFI04G16670	100	100
Os04g0465432	ORUFI04G16700	95.4907	82.7586
Os04g0465500	ORUFI04G16710	100	100
Os04g0465600	ORUFI04G16720	100	100
Os04g0465700	ORUFI04G16730	99.7347	33.9044
Os04g0465800	ORUFI04G16740	97.4026	82.6446
Os04g0465900	ORUFI04G16750	98.893	63.0588
Os04g0466100	ORUFI04G16760	97.1264	29.0378
Os04g0466600	ORUFI04G16770	100	92.233
Os04g0466700	ORUFI04G16780	98.4358	95.9695
Os04g0467000	ORUFI04G16790	100	100
Os04g0467100	ORUFI04G16800	98.9442	99.3939
Os04g0467300	ORUFI04G16810	60.9504	78.4574
Os04g0467700	ORUFI04G16820	98.7805	21.8919
Os04g0467901	ORUFI04G16830	73.2601	33.0578
Os04g0468600	ORUFI04G16860	91.0448	94.3299
Os04g0469000	ORUFI04G16880	95.9016	100
Os04g0469300	ORUFI04G16900	100	100
Os04g0469400	ORUFI04G16910	100	42.705
Os04g0469500	ORUFI04G16930	83.9836	85.7442
Os04g0469800	ORUFI04G16950	99.5833	100
Os04g0470100	ORUFI04G16960	88.6256	76.3265
Os04g0470300	ORUFI04G16980	89.6861	100
Os04g0470500	ORUFI04G16990	99.8922	99.1444
Os04g0470700	ORUFI04G17010	85.4077	85.4077
Os04g0470901	ORUFI04G17040	69.2308	85.1351
Os04g0471000	ORUFI04G17060	94.4643	93.7943
Os04g0471300	ORUFI04G17070	99.6689	59.252
Os04g0471400	ORUFI04G17080	99.1122	96.6929
Os04g0471700	ORUFI04G17090	87.6754	96.1538
Os04g0472200	ORUFI04G17110	91.635	99.5868
Os04g0472300	ORUFI04G17120	94.1892	96.9402
Os04g0472400	ORUFI04G17140	100	13.7681
Os04g0472500	ORUFI04G17150	99.6564	99.6564
Os04g0472700	ORUFI04G17170	88.8136	87.6254
Os04g0472900	ORUFI04G17180	94.8538	99.6314
Os04g0473400	ORUFI04G17190	99.0991	99.0991
Os04g0473800	ORUFI04G17210	97.479	96.6667
Os04g0473900	ORUFI04G17220	99.6654	99.6654
Os04g0474500	ORUFI04G17260	83.6177	25.7083
Os04g0474900	ORUFI04G17280	95.0593	93.2171
Os04g0475100	ORUFI04G17290	100	100
Os04g0475200	ORUFI04G17300	100	100
Os04g0475250	ORUFI04G17310	100	72.5191
Os04g0475300	ORUFI04G17320	100	100
Os04g0475400	ORUFI04G17330	100	100
Os04g0475500	ORUFI04G17340	100	88.716
Os04g0475600	ORUFI04G17350	100	100
Os04g0476000	ORUFI04G17380	99.4751	98.4416
Os04g0476100	ORUFI04G17390	100	61.5933
Os04g0476400	ORUFI04G17400	41.6667	12.5348
Os04g0476600	ORUFI04G17420	97.7679	64.7929
Os04g0476700	ORUFI04G17430	100	53.6634
Os04g0476800	ORUFI04G17440	99.8865	99.8865
Os04g0477000	ORUFI04G17450	96.6507	96.4968
Os04g0477100	ORUFI04G17460	95.2096	98.1481
Os04g0477200	ORUFI04G17470	99.3407	50.5028
Os04g0477500	ORUFI04G17480	100	100
Os04g0479000	ORUFI04G17490	88.8421	54.9479
Os04g0479100	ORUFI04G17500	99.5074	99.5074
Os04g0479200	ORUFI04G17510	100	98.939
Os04g0479300	ORUFI04G17520	94.1392	90.8127
Os04g0479500	ORUFI04G17550	97.3799	42.3954
Os04g0479700	ORUFI03G25480	91.1111	55.4054
Os04g0479800	ORUFI04G17560	97.2973	97.6744
Os04g0479900	ORUFI04G17570	100	61.6352
Os04g0480100	ORUFI04G17580	99.812	99.812
Os04g0480200	ORUFI04G17590	100	100
Os04g0480300	ORUFI04G17600	90.1786	58.9265
Os04g0480500	ORUFI04G17610	99.5362	99.5362
Os04g0480600	ORUFI04G17620	77.4704	39.7566
Os04g0480650	ORUFI04G17620	96.2085	41.1765
Os04g0480700	ORUFI04G17630	95.499	94.9416
Os04g0480900	ORUFI04G17670	96.9314	96.5827
Os04g0481100	ORUFI04G17690	95.1743	89.4207
Os04g0481200	ORUFI04G17680	97.5124	51.3986
Os04g0481300	ORUFI04G17700	100	100
Os04g0481400	ORUFI04G17710	100	100
Os04g0481600	ORUFI04G17730	90.9091	100
Os04g0481700	ORUFI04G17740	99.8507	52.3065
Os04g0481800	ORUFI04G17750	100	100
Os04g0481900	ORUFI04G17760	100	100
Os04g0482000	ORUFI04G17770	100	100
Os04g0482100	ORUFI04G17800	100	100
Os04g0482300	ORUFI04G17810	82.5352	99.6599
Os04g0482600	ORUFI04G17820	100	78.2609
Os04g0482700	ORUFI04G17830	93.6585	96.9697
Os04g0482800	ORUFI04G17840	99.3949	99.2447
Os04g0482900	ORUFI04G17850	100	100
Os04g0483200	ORUFI04G17870	92.517	99.2701
Os04g0483400	ORUFI04G17880	98.5401	58.3573
Os04g0483500	ORUFI04G17900	100	100
Os04g0483600	ORUFI04G17910	99.8489	97.349
Os04g0484300	ORUFI04G17970	90.5512	83.3333
Os04g0484800	ORUFI04G17980	95.6019	96.6082
Os04g0484900	ORUFI04G17990	100	100
Os04g0485000	ORUFI04G18000	100	100
Os04g0485200	ORUFI04G18010	99.6644	96.4286
Os04g0485300	ORUFI04G18020	93.6634	100
Os04g0485400	ORUFI04G18030	84.9162	70.8625
Os04g0485500	ORUFI04G18040	10	12.6984
Os04g0485500	ORUFI07G25680	52.5	60
Os04g0485700	ORUFI04G18050	100	19.3252
Os04g0485800	ORUFI04G18060	97.5717	97.5717
Os04g0486300	ORUFI04G18080	99.7642	96.1364
Os04g0486400	ORUFI04G18090	93.7662	81.1236
Os04g0486500	ORUFI04G18100	100	84.1463
Os04g0486600	ORUFI04G18110	100	100
Os04g0486800	ORUFI04G18130	97.8402	96.4856
Os04g0486900	ORUFI04G18140	85.6209	98.4962
Os04g0486950	ORUFI04G18150	99.6473	99.6473
Os04g0487100	ORUFI04G18180	99.7619	92.4945
Os04g0487200	ORUFI04G18190	100	100
Os04g0487300	ORUFI04G18200	98.2036	80
Os04g0487400	ORUFI04G18210	99.2982	99.2982
Os04g0487550	ORUFI04G18220	100	100
Os04g0488000	ORUFI04G18250	99.7183	99.7183
Os04g0488100	ORUFI04G18260	97.5968	99.3207
Os04g0488200	ORUFI04G18270	95.9524	66.0656
Os04g0488400	ORUFI04G18280	99.4253	99.4253
Os04g0488500	ORUFI04G18290	98.0025	80.348
Os04g0488600	ORUFI04G18300	94.2197	84.456
Os04g0488700	ORUFI04G18310	100	100
Os04g0489100	ORUFI04G18330	95.4315	91.2621
Os04g0489200	ORUFI04G18340	91.8182	99.0196
Os04g0489600	ORUFI04G18350	99.729	99.729
Os04g0489800	ORUFI04G18360	99.875	99.875
Os04g0490100	ORUFI04G18370	85.8044	55.0607
Os04g0490300	ORUFI04G18380	100	16.3212
Os04g0490400	ORUFI04G18390	96.1538	100
Os04g0490600	ORUFI04G18410	94.5392	49.2883
Os04g0490700	ORUFI04G18420	100	100
Os04g0490800	ORUFI04G18430	96.7123	94.8925
Os04g0490900	ORUFI04G18440	100	65.6587
Os04g0491100	ORUFI04G18460	100	100
Os04g0491200	ORUFI04G18490	52.8244	21.6521
Os04g0491350	ORUFI04G18490	97.6344	28.4105
Os04g0491500	ORUFI04G18490	88.5099	30.8511
Os04g0491700	ORUFI04G18500	100	100
Os04g0492100	ORUFI04G18510	97.6695	79.7578
Os04g0492300	ORUFI04G18530	94.5047	97.1025
Os04g0492800	ORUFI04G18550	99.4898	98.9848
Os04g0492900	ORUFI04G18560	100	100
Os04g0493000	ORUFI04G18570	91.3043	61.7647
Os04g0493100	ORUFI04G18580	100	89.6552
Os04g0493300	ORUFI04G18590	76.3804	79.2994
Os04g0493400	ORUFI04G18610	100	100
Os04g0493600	ORUFI04G18630	100	100
Os04g0494100	ORUFI04G18640	97.2222	100
Os04g0494600	ORUFI04G18670	100	100
Os04g0494800	ORUFI04G18680	99.2084	23.7224
Os04g0494900	ORUFI04G18680	85.4111	20.3155
Os04g0494950	ORUFI04G18680	100	23.47
Os04g0495000	ORUFI04G18680	61.3941	14.4479
Os04g0495225	ORUFI04G18700	82.8125	47.7477
Os04g0495300	ORUFI04G18710	100	100
Os04g0495400	ORUFI04G18720	100	100
Os04g0495800	ORUFI04G18750	99.1453	99.7849
Os04g0496150	ORUFI04G18770	68.5535	37.0748
Os04g0496300	ORUFI04G18790	100	100
Os04g0496400	ORUFI04G18800	99.7899	99.7899
Os04g0496700	ORUFI06G21920	59.7087	38.8013
Os04g0496800	ORUFI04G18820	99.8672	99.8672
Os04g0497000	ORUFI04G18840	100	98.8539
Os04g0497200	ORUFI04G18870	99.8395	99.8395
Os04g0497300	ORUFI04G18880	98.0583	100
Os04g0497400	ORUFI04G18890	94.5701	59.2068
Os04g0497600	ORUFI04G18910	99.3103	99.3103
Os04g0497700	ORUFI04G18920	100	100
Os04g0497900	ORUFI04G18930	99.0446	99.0446
Os04g0498200	ORUFI04G18950	100	100
Os04g0498600	ORUFI04G18960	100	88.4444
Os04g0498800	ORUFI04G18980	84.9481	99.7967
Os04g0498900	ORUFI04G18990	96.319	84.4086
Os04g0499200	ORUFI04G19020	70	55.7971
Os04g0499300	ORUFI04G19030	95.1613	96.7213
Os04g0500200	ORUFI04G19070	66.9565	30.4348
Os04g0500300	ORUFI04G19080	100	100
Os04g0500400	ORUFI04G19090	100	100
Os04g0500700	ORUFI04G19120	100	97.3568
Os04g0500900	ORUFI04G19130	66.09	69.4545
Os04g0501100	ORUFI04G19150	99.1111	54.1262
Os04g0501200	ORUFI04G19160	100	100
Os04g0501500	ORUFI04G19170	99.1189	98.9011
Os04g0501600	ORUFI04G19180	99.2908	99.2908
Os04g0501700	ORUFI04G19190	97.8903	99.7135
Os04g0501800	ORUFI04G19200	100	100
Os04g0502100	ORUFI04G19230	62.6866	54.9738
Os04g0502200	ORUFI04G19240	92.4179	91.9531
Os04g0502300	ORUFI04G19250	100	95.8084
Os04g0502800	ORUFI04G19260	99.823	97.9167
Os04g0502900	ORUFI04G19270	97.8814	98.0892
Os04g0503100	ORUFI04G19280	43.3735	15.5844
Os04g0503200	ORUFI04G19290	91.0714	48.1132
Os04g0503500	ORUFI04G19310	79.8623	99.3576
Os04g0503700	ORUFI04G19330	90.5433	79.7872
Os04g0503800	ORUFI04G19340	88.8889	71.7241
Os04g0504000	ORUFI04G19350	98.2955	55.4487
Os04g0504200	ORUFI04G19370	99.4624	85.6481
Os04g0504500	ORUFI04G19390	91.4894	97.2536
Os04g0504600	ORUFI04G19400	100	100
Os04g0504700	ORUFI04G19410	94.7674	96.7359
Os04g0504800	ORUFI04G19420	99.6965	97.6226
Os04g0505000	ORUFI04G19430	99.8668	99.8668
Os04g0505200	ORUFI04G19440	99.5595	99.5595
Os04g0505400	ORUFI04G19460	100	100
Os04g0505700	ORUFI04G19470	99.5181	79.1188
Os04g0506000	ORUFI04G19490	100	100
Os04g0506300	ORUFI04G19510	98.5149	100
Os04g0506700	ORUFI04G19520	93.5687	99.3307
Os04g0506800	ORUFI04G19530	98.9583	91.7874
Os04g0506900	ORUFI04G19540	98.1896	97.1549
Os04g0507000	ORUFI04G19550	99.6466	94.3144
Os04g0507100	ORUFI04G19560	100	100
Os04g0507400	ORUFI04G19570	99.3318	99.3318
Os04g0507450	ORUFI01G24310	35.2381	33.6364
Os04g0507500	ORUFI04G19580	99.6805	36.1739
Os04g0507700	ORUFI04G19600	100	100
Os04g0507800	ORUFI04G19610	30.4878	15.625
Os04g0507900	ORUFI04G19620	94.5245	77.9097
Os04g0508000	ORUFI04G19650	97.609	99.5696
Os04g0508200	ORUFI04G19660	94.5607	74.8344
Os04g0508300	ORUFI04G19670	100	88.189
Os04g0508400	ORUFI04G19680	99.6479	72.1939
Os04g0508500	ORUFI04G19690	98.5765	98.5765
Os04g0508600	ORUFI04G19710	100	100
Os04g0508800	ORUFI04G19740	99.7175	99.7175
Os04g0508900	ORUFI04G19750	80.404	82.0619
Os04g0509000	ORUFI04G19760	99.0769	42.8191
Os04g0509100	ORUFI04G19770	96.7459	87.0496
Os04g0509200	ORUFI04G19780	100	99.5614
Os04g0509300	ORUFI04G19790	88.7749	94.9645
Os04g0509400	ORUFI04G19800	99.0826	94.7368
Os04g0509600	ORUFI04G19810	100	100
Os04g0510400	ORUFI04G19890	96.3942	98.8903
Os04g0510500	ORUFI04G19900	93.7229	94.9561
Os04g0510600	ORUFI04G19910	99.278	99.278
Os04g0510700	ORUFI04G19920	84.3318	100
Os04g0510900	ORUFI04G19930	81.2903	88.4211
Os04g0511200	ORUFI04G19950	100	100
Os04g0511400	ORUFI04G19960	100	100
Os04g0511600	ORUFI04G19970	99.726	99.726
Os04g0511700	ORUFI04G19980	97.4138	94.958
Os04g0512200	ORUFI04G19990	97.1698	25.9446
Os04g0512300	ORUFI04G20000	99.7283	99.7283
Os04g0512400	ORUFI04G20010	99.682	99.682
Os04g0512500	ORUFI04G20020	99.2366	99.2366
Os04g0512900	ORUFI04G20040	99.2011	70.4825
Os04g0513000	ORUFI04G20050	85.0299	84.5238
Os04g0513100	ORUFI04G20060	85.8527	91.9087
Os04g0513400	ORUFI04G20080	59.7015	37.4707
Os04g0513700	ORUFI04G20070	31.6195	20.742
Os04g0513900	ORUFI04G20090	83.004	45.1613
Os04g0514400	ORUFI04G20100	97.0027	79.8206
Os04g0514500	ORUFI04G20110	99.7079	99.4175
Os04g0514600	ORUFI04G20120	92.3077	32.0171
Os04g0514800	ORUFI04G20140	100	100
Os04g0515300	ORUFI04G20180	100	100
Os04g0515400	ORUFI04G20190	100	100
Os04g0515900	ORUFI04G20200	100	100
Os04g0516200	ORUFI04G20220	100	100
Os04g0516300	ORUFI03G14990	8.0292	10.8911
Os04g0516600	ORUFI04G20250	99.7312	88.9688
Os04g0516900	ORUFI04G20260	99.1886	99.3902
Os04g0517000	ORUFI04G20270	100	100
Os04g0517300	ORUFI04G20290	95.2055	99.7608
Os04g0517400	ORUFI04G20300	97.2973	53.1365
Os04g0517500	ORUFI04G20310	78.4483	63.8596
Os04g0517900	ORUFI04G20350	100	100
Os04g0518000	ORUFI04G20360	96.5116	99.4012
Os04g0518100	ORUFI04G20370	99.8586	99.8586
Os04g0518200	ORUFI01G31570	36.2416	87.0968
Os04g0518400	ORUFI04G20390	98.4594	93.2361
Os04g0518650	ORUFI04G20400	45.1613	41.5842
Os04g0518800	ORUFI04G20410	100	100
Os04g0519700	ORUFI04G20430	91.8367	52.4017
Os04g0519900	ORUFI04G20440	100	20.9662
Os04g0519925	ORUFI04G20440	84.953	26.1836
Os04g0520000	ORUFI04G20450	98.7302	92.8358
Os04g0520700	ORUFI04G20460	100	100
Os04g0520800	ORUFI04G20470	98.5714	98.5714
Os04g0520900	ORUFI04G20480	99.569	87.3346
Os04g0521100	ORUFI04G20490	100	100
Os04g0521300	ORUFI04G20500	97.7528	87.8788
Os04g0521600	ORUFI04G20510	96.1089	96.1089
Os04g0521700	ORUFI04G20520	100	94.012
Os04g0521800	ORUFI04G20530	100	100
Os04g0522100	ORUFI04G20540	100	100
Os04g0522500	ORUFI04G20560	100	100
Os04g0522800	ORUFI04G20580	100	100
Os04g0523000	ORUFI04G20590	100	100
Os04g0523100	ORUFI04G20600	99.6587	99.6587
Os04g0523200	ORUFI04G20610	53.5714	8.82353
