Gene stable ID	Setaria italica gene stable ID	%id. target Setaria italica gene identical to query gene	%id. query gene identical to target Setaria italica gene
Os04g0570800	Si009585m.g	84.6749	85.4688
Os04g0571200	Si010923m.g	73.622	75.1004
Os04g0571300	Si010678m.g	84.2105	83.3876
Os04g0571600	Si009730m.g	81.6071	81.4617
Os04g0571800	Si010213m.g	52.4752	25.4197
Os04g0572200	Si011086m.g	75.2427	77.8895
Os04g0572400	Si011005m.g	83.5616	81.3333
Os04g0572500	Si012072m.g	30.3983	63.5965
Os04g0572600	Si000065m.g	62.9712	21.7959
Os04g0573000	Si009523m.g	88.5057	88.5057
Os04g0573100	Si011855m.g	83.0795	82.2446
Os04g0573200	Si012951m.g	13.4615	75
Os04g0573300	Si009417m.g	70.6215	80.4376
Os04g0573900	Si009889m.g	80.2372	79.9213
Os04g0573900	Si009893m.g	76.087	75.9369
Os04g0573900	Si012090m.g	75.4941	75.6436
Os04g0573900	Si012581m.g	51.7787	71.0027
Os04g0574200	Si010135m.g	80.7425	79.4521
Os04g0574500	Si018252m.g	69.9153	71.1207
Os04g0574600	Si009568m.g	80.6306	81.4871
Os04g0574700	Si009704m.g	88.4083	89.1798
Os04g0574800	Si006647m.g	86	78.5901
Os04g0574800	Si006934m.g	75.7143	83.8608
Os04g0574800	Si010357m.g	88	81.6976
Os04g0576300	Si000792m.g	78.8945	26.8376
Os04g0576300	Si029320m.g	80.402	27.5387
Os04g0576500	Si008281m.g	30.0847	31.6964
Os04g0576800	Si010466m.g	83.8983	84.136
Os04g0576800	Si011328m.g	27.6836	77.7778
Os04g0576800	Si024771m.g	12.1469	81.1321
Os04g0576900	Si009212m.g	90.1929	48.2373
Os04g0577000	Si010602m.g	83.75	83.2298
Os04g0577200	Si009967m.g	75.7829	74.8454
Os04g0577300	Si012586m.g	66.7442	70
Os04g0577375	Si011377m.g	59.0909	55.5556
Os04g0577500	Si010658m.g	83.9228	84.1936
Os04g0577700	Si010423m.g	59.9455	60.4396
Os04g0577800	Si012402m.g	36.875	90.7692
Os04g0578000	Si009971m.g	82.4017	82.2314
Os04g0578200	Si010918m.g	61.5385	61.0442
Os04g0578300	Si011326m.g	58.2677	58.7302
Os04g0578400	Si010649m.g	75.4045	74.9196
Os04g0578550	Si011858m.g	19.7531	19.7531
Os04g0578700	Si009809m.g	70.6107	69.9433
Os04g0578800	Si009822m.g	87.0229	86.5275
Os04g0579700	Si009660m.g	93.2458	83.67
Os04g0580300	Si009601m.g	76.8982	75.3165
Os04g0580400	Si011718m.g	55.3957	57.037
Os04g0580400	Si012391m.g	60.4317	52.8302
Os04g0580500	Si012729m.g	39.4659	43.6066
Os04g0580700	Si010898m.g	77.9528	77.9528
Os04g0580800	Si010782m.g	69.1358	39.7163
Os04g0580866	Si012456m.g	47.6744	40.5941
Os04g0581000	Si011168m.g	43.2353	84.4828
Os04g0581000	Si011245m.g	36.7647	83.8926
Os04g0581100	Si010491m.g	90.0568	91.3545
Os04g0581400	Si011823m.g	69.2833	49.6333
Os04g0581600	Si032829m.g	44.2922	20.6383
Os04g0581700	Si019504m.g	83.0769	45.7627
Os04g0581800	Si011361m.g	81.1475	82.5
Os04g0582600	Si009375m.g	46.8619	41.5842
Os04g0582600	Si012691m.g	33.1939	32.8276
Os04g0582700	Si009375m.g	9.09091	6.55941
Os04g0582700	Si012691m.g	10.4631	8.41379
Os04g0582900	Si009375m.g	0.757576	0.123762
Os04g0582900	Si012691m.g	0	0
Os04g0583101	Si009504m.g	76.7327	65.9574
Os04g0583200	Si011201m.g	41.4634	52.1472
Os04g0583500	Si010632m.g	88.716	72.1519
Os04g0583700	Si009235m.g	67.6983	67.3725
Os04g0583900	Si010077m.g	60.4752	61.9469
Os04g0584100	Si009506m.g	73.5119	35.1852
Os04g0584201	Si026608m.g	27.037	21.791
Os04g0584500	Si011652m.g	49.8599	41.8824
Os04g0584600	Si009748m.g	92.3775	91.5468
Os04g0584700	Si009336m.g	91.9414	29.0173
Os04g0584800	Si010222m.g	77.0335	77.5904
Os04g0584900	Si010635m.g	72.7273	73.4177
Os04g0585100	Si009707m.g	72.0779	77.6224
Os04g0585200	Si009407m.g	70.5556	48.7212
Os04g0585300	Si009665m.g	78.983	78.5835
Os04g0585400	Si012694m.g	64.9171	83.9286
Os04g0585600	Si010757m.g	68.75	57.2917
Os04g0585700	Si012978m.g	71.3333	75.8865
Os04g0585900	Si011319m.g	85.7143	79.6875
Os04g0586000	Si011312m.g	81.1024	79.845
Os04g0586100	Si012683m.g	71.134	73.4043
Os04g0586200	Si011433m.g	69.2308	72
Os04g0586500	Si009885m.g	60.2339	60.7073
Os04g0586700	Si010350m.g	67.688	63.9474
Os04g0587100	Si012107m.g	39.8936	42.6136
Os04g0587200	Si012107m.g	51.8519	55.6818
Os04g0588000	Si012458m.g	10.5263	8.51064
Os04g0588200	Si009217m.g	71.9967	76.6314
Os04g0588350	Si012029m.g	66.3669	67.8309
Os04g0588700	Si009188m.g	55.889	55.597
Os04g0588700	Si009189m.g	56.8642	56.779
Os04g0589200	Si011305m.g	72.7273	73.8462
Os04g0589500	Si011988m.g	46.087	42.4
Os04g0589600	Si010219m.g	85.6459	86.0577
Os04g0589600	Si013830m.g	86.1244	87.1671
Os04g0589600	Si017356m.g	86.6029	87.6513
Os04g0589600	Si019298m.g	36.8421	60.8696
Os04g0589700	Si010229m.g	79.0974	80.6295
Os04g0589800	Si011721m.g	64.7541	68.1034
Os04g0589900	Si010255m.g	85.4881	80.597
Os04g0590100	Si010717m.g	66.8182	53.4545
Os04g0590366	Si004496m.g	49.589	57.4603
Os04g0590366	Si008491m.g	27.1233	50.5102
Os04g0590366	Si012168m.g	22.1918	41.7526
Os04g0590366	Si015126m.g	35.6164	56.2771
Os04g0590366	Si015564m.g	47.9452	50.7246
Os04g0590366	Si019745m.g	49.863	57.9618
Os04g0590366	Si020128m.g	37.5342	44.7712
Os04g0590366	Si032582m.g	44.3836	58.6957
Os04g0590366	Si032723m.g	36.1644	54.0984
Os04g0590366	Si033147m.g	50.6849	54.0936
Os04g0590400	Si034627m.g	69.1824	68.323
Os04g0590900	Si010297m.g	73.3681	71.6837
Os04g0591000	Si010801m.g	69.7595	73.2852
Os04g0591100	Si010911m.g	91.1647	90.4382
Os04g0591300	Si011163m.g	54.1899	54.8023
Os04g0591900	Si012362m.g	35.2941	39.3873
Os04g0591900	Si039918m.g	26.6667	40.8408
Os04g0592400	Si009428m.g	67.8478	67.1429
Os04g0592500	Si010160m.g	75.4768	64.2691
Os04g0592600	Si010901m.g	93.3071	93.3071
Os04g0592700	Si009327m.g	82.8283	83.5787
Os04g0593200	Si012660m.g	58.8235	63.4921
Os04g0593400	Si031341m.g	77.6398	77.6398
Os04g0593500	Si026933m.g	60.2339	62.0482
Os04g0593500	Si027889m.g	49.1228	56.7568
Os04g0593600	Si009586m.g	75.8294	25.0784
Os04g0593700	Si012365m.g	42.2078	28.5088
Os04g0593800	Si012365m.g	9.17431	2.19298
Os04g0594100	Si010384m.g	68.1941	68.0107
Os04g0594400	Si002298m.g	83.4395	82.9114
Os04g0594400	Si003896m.g	80.2548	83.1683
Os04g0594400	Si010634m.g	86.3057	85.7595
Os04g0594400	Si012693m.g	72.293	83.7638
Os04g0594400	Si027261m.g	68.7898	85.7143
Os04g0594400	Si039866m.g	80.5732	82.9508
Os04g0594700	Si012308m.g	46.9649	42.6087
Os04g0594800	Si012603m.g	76.7978	77.0068
Os04g0596200	Si004150m.g	30.9979	43.9759
Os04g0596300	Si010260m.g	82.4691	83.0846
Os04g0596400	Si011219m.g	88.6076	88.6076
Os04g0596400	Si037855m.g	88.6076	88.6076
Os04g0596500	Si035638m.g	49.8476	72.0264
Os04g0596900	Si010287m.g	76.1194	77.665
Os04g0597000	Si010835m.g	92.3077	93.3333
Os04g0597400	Si040178m.g	0.719424	0.242718
Os04g0597501	Si012430m.g	54.3788	43.4853
Os04g0597600	Si009682m.g	77.5439	75.5556
Os04g0597800	Si009682m.g	75.0422	76.0684
Os04g0597900	Si009234m.g	28.8462	7.16332
Os04g0598000	Si011182m.g	57.9832	40.5882
Os04g0598200	Si011191m.g	96.3855	96.3855
Os04g0598300	Si011756m.g	83.2905	83.2905
Os04g0598600	Si015499m.g	43.6853	76.7273
Os04g0598800	Si015499m.g	19.726	52.3636
Os04g0599000	Si009485m.g	74.7191	73.4807
Os04g0599300	Si012378m.g	74.569	72.5367
Os04g0599400	Si010552m.g	75.8929	76.1194
Os04g0599650	Si012464m.g	67.3413	62.4127
Os04g0599700	Si010785m.g	60.8273	88.968
Os04g0599900	Si009668m.g	78.7879	78.9207
Os04g0600100	Si011052m.g	90.7692	55.9242
Os04g0600200	Si010540m.g	80.7229	79.2899
Os04g0600300	Si010539m.g	79.7015	78.9941
Os04g0600300	Si010566m.g	76.7164	77.4096
Os04g0600400	Si010656m.g	77.9935	77.7419
Os04g0600500	Si010371m.g	46.0094	26.1333
Os04g0600800	Si010029m.g	95.7265	95.7265
Os04g0600900	Si011853m.g	73.6979	52.6022
Os04g0601400	Si011172m.g	87.2093	87.2093
Os04g0601500	Si012342m.g	51.0101	59.4118
Os04g0601700	Si011399m.g	94.5455	94.5455
Os04g0601800	Si011034m.g	98.913	42.1296
Os04g0602000	Si012070m.g	11.4114	16.6302
Os04g0602100	Si010467m.g	81.3031	81.3031
Os04g0602200	Si009817m.g	83.9237	58.3333
Os04g0602300	Si010820m.g	76.8473	57.1429
Os04g0602400	Si010906m.g	55.6391	88.0952
Os04g0602500	Si010270m.g	67.1674	78.4461
Os04g0602600	Si009380m.g	79.2289	79.3275
Os04g0602700	Si010478m.g	78.4483	78.2235
Os04g0602800	Si009383m.g	64.6104	74.3462
Os04g0603000	Si011796m.g	78.4661	81.3456
Os04g0603200	Si010377m.g	72.6444	64.0751
Os04g0603400	Si012627m.g	78.2609	29.0323
Os04g0604000	Si009298m.g	75.37	77.1645
Os04g0604200	Si010719m.g	73.0375	72.0539
Os04g0604300	Si010796m.g	80.3571	80.9352
Os04g0604800	Si010702m.g	69.0476	67.4419
Os04g0604900	Si012626m.g	60.7477	79.2683
Os04g0605100	Si010545m.g	83.1715	76.2611
Os04g0605200	Si011139m.g	78.9189	78.0749
Os04g0605300	Si010446m.g	80.9659	79.6089
Os04g0605500	Si009222m.g	89.614	89.204
Os04g0605900	Si010932m.g	93.8525	93.8525
Os04g0605900	Si014350m.g	90.1639	89.7959
Os04g0605900	Si018204m.g	89.7541	89.3878
Os04g0606000	Si000859m.g	52.5751	43.5169
Os04g0606000	Si003219m.g	18.0258	54.902
Os04g0606000	Si015549m.g	51.2876	52.8761
Os04g0606200	Si011849m.g	84.507	83.3333
Os04g0606200	Si012212m.g	78.8732	77.7778
Os04g0606400	Si009718m.g	90.9091	92.1986
Os04g0606500	Si009978m.g	86.722	86.722
Os04g0606700	Si011180m.g	56.4706	56.4706
Os04g0606800	Si010919m.g	69.7842	77.9116
Os04g0606900	Si011998m.g	81.1225	84.127
Os04g0607000	Si011032m.g	81.7352	82.4885
Os04g0607100	Si010333m.g	78.8462	42.8198
Os04g0607150	Si012457m.g	34.2466	40.3226
Os04g0607500	Si012047m.g	41.6667	64.9717
Os04g0607583	Si012750m.g	50.5155	28.4884
Os04g0607600	Si009720m.g	70.6	62.5887
Os04g0607600	Si012002m.g	29.2	36.1386
Os04g0608100	Si010125m.g	85.814	83.6735
Os04g0608300	Si011170m.g	77.2727	78.1609
Os04g0608400	Si009344m.g	75.6818	78.169
Os04g0608500	Si009253m.g	88.6364	27.1102
Os04g0608800	Si009739m.g	66.0211	67.325
Os04g0608900	Si010212m.g	91.7062	92.8058
Os04g0609100	Si004715m.g	1.97842	6.66667
Os04g0609100	Si016352m.g	33.6331	23.4925
Os04g0609200	Si035378m.g	86.2745	17.9226
Os04g0609300	Si011939m.g	63.5193	71.1538
Os04g0609300	Si012791m.g	68.6695	72.0721
Os04g0609500	Si011939m.g	72.4289	79.5673
Os04g0609500	Si012791m.g	77.2429	79.5045
Os04g0609600	Si010625m.g	92.5234	93.6908
Os04g0609700	Si009192m.g	92.0925	58.186
Os04g0609900	Si028738m.g	33.6468	27.6395
Os04g0609900	Si032739m.g	19.7492	38.6503
Os04g0610000	Si009285m.g	41.0691	33.5463
Os04g0610200	Si012381m.g	51.165	58.686
Os04g0610200	Si039950m.g	35.6311	52.9582
Os04g0610400	Si010228m.g	73.4234	39.4673
Os04g0610400	Si039505m.g	59.9099	51.751
Os04g0610500	Si009773m.g	65.8824	41.4815
Os04g0610600	Si010682m.g	62.0438	55.7377
Os04g0610700	Si009581m.g	65.3979	87.7709
Os04g0610800	Si010291m.g	95.8064	75.7653
Os04g0610900	Si009672m.g	64.7815	85.4237
Os04g0611200	Si010175m.g	70.7094	72.3653
Os04g0611300	Si011373m.g	80.6723	81.3559
Os04g0611400	Si009591m.g	81.6456	81.1321
Os04g0611500	Si009329m.g	88.4328	53.8025
Os04g0611700	Si009658m.g	50.203	62.2483
Os04g0611800	Si009385m.g	74.4709	70.2871
Os04g0612500	Si011264m.g	58.427	36.3636
Os04g0612600	Si010762m.g	95.4704	95.4704
Os04g0612700	Si010438m.g	70.4485	74.1667
Os04g0612800	Si012467m.g	87.6117	77.1654
Os04g0612900	Si033324m.g	80.3738	80.3738
Os04g0613000	Si010411m.g	79.6703	79.0191
Os04g0613200	Si009969m.g	73.8	76.0825
Os04g0613300	Si010780m.g	70.8185	70.318
Os04g0613400	Si010589m.g	92.3313	92.0489
Os04g0613500	Si010907m.g	98.75	31.3492
Os04g0613600	Si010907m.g	96.8944	61.9048
Os04g0613700	Si010650m.g	95.4338	67.2026
Os04g0613800	Si011769m.g	54.3147	55.0129
Os04g0613900	Si009378m.g	89.507	88.0597
Os04g0614000	Si010453m.g	90.301	75.8427
Os04g0614300	Si012141m.g	12.8713	11.5556
Os04g0614300	Si012409m.g	12.8713	14.9425
Os04g0614500	Si009870m.g	79.8793	77.5391
Os04g0614650	Si009162m.g	72.5375	59.4017
Os04g0614650	Si031985m.g	0.652316	6.21118
Os04g0615000	Si009677m.g	89.5189	88.9079
Os04g0615100	Si009793m.g	83.1144	83.1144
Os04g0615500	Si010199m.g	83.2547	83.6493
Os04g0615700	Si009244m.g	73.6944	74.4141
Os04g0615800	Si009244m.g	59.0822	30.1758
Os04g0616000	Si010559m.g	80.7692	75.6757
Os04g0616100	Si010875m.g	74.2991	61.39
Os04g0616200	Si009259m.g	82.0122	27.1169
Os04g0616300	Si009823m.g	34.5366	67.3004
Os04g0616400	Si009240m.g	71.9512	45.8698
Os04g0616400	Si009322m.g	67.5305	49.7194
Os04g0616400	Si009325m.g	65.5488	48.5327
Os04g0616400	Si010471m.g	40.0915	74.7159
Os04g0616400	Si012655m.g	64.0244	46.875
Os04g0616500	Si009240m.g	77.6367	77.2595
Os04g0616500	Si009322m.g	63.4766	72.9517
Os04g0616500	Si009325m.g	62.9883	72.7991
Os04g0616500	Si010471m.g	26.4648	76.9886
Os04g0616500	Si012655m.g	64.3555	73.5491
Os04g0616600	Si009240m.g	74.9064	19.4363
Os04g0616600	Si009322m.g	66.6667	19.9776
Os04g0616600	Si009325m.g	68.9139	20.7675
Os04g0616600	Si010471m.g	68.1648	51.7045
Os04g0616600	Si012655m.g	65.5431	19.5312
Os04g0616700	Si009240m.g	56.5558	56.171
Os04g0616700	Si009322m.g	46.5753	53.4231
Os04g0616700	Si009325m.g	45.2055	52.1445
Os04g0616700	Si010471m.g	9.68689	28.125
Os04g0616700	Si012655m.g	47.2603	53.9062
Os04g0617050	Si012071m.g	59.7122	22.252
Os04g0617350	Si012214m.g	47.9167	45.5446
Os04g0617600	Si009287m.g	78.4043	78.7393
Os04g0617700	Si012576m.g	80.3279	22.3744
Os04g0617800	Si010826m.g	83.2714	82.3529
Os04g0618050	Si012267m.g	81.8182	82.2715
Os04g0618200	Si010226m.g	90.5371	85.5072
Os04g0618500	Si010092m.g	88.5906	58.9286
Os04g0618600	Si011759m.g	88.3978	86.0215
Os04g0618700	Si009261m.g	58.2418	69.596
Os04g0618950	Si010481m.g	61.0619	59.4828
Os04g0619300	Si011900m.g	84.0336	88.8889
Os04g0619400	Si010389m.g	83.3333	83.558
Os04g0619400	Si026498m.g	75.5376	73.9474
Os04g0619500	Si036633m.g	78.3282	78.3282
Os04g0619600	Si011786m.g	85.4265	84.8235
Os04g0619700	Si006179m.g	75.7042	78.0399
Os04g0619800	Si011259m.g	69.2308	68.75
Os04g0619900	Si010857m.g	29.6296	39.2453
Os04g0620000	Si009167m.g	93.2391	93.1246
Os04g0620200	Si009808m.g	79.5113	79.9622
Os04g0620400	Si009393m.g	84.7201	70.3518
Os04g0620600	Si012389m.g	52.1739	51.6129
Os04g0620700	Si034547m.g	64.4979	67.6558
Os04g0620800	Si012616m.g	32.7778	58.4158
Os04g0622000	Si010051m.g	42.7326	31.9565
Os04g0622000	Si020659m.g	42.7326	31.9565
Os04g0622800	Si010051m.g	72.0257	48.6957
Os04g0622800	Si020659m.g	72.0257	48.6957
Os04g0623100	Si010051m.g	73.0263	72.3913
Os04g0623100	Si020659m.g	73.0263	72.3913
Os04g0623300	Si009973m.g	92.562	92.7536
Os04g0623400	Si010768m.g	54.6099	54.2254
Os04g0623500	Si010412m.g	92.3706	92.3706
Os04g0623700	Si011301m.g	78.0303	78.626
Os04g0623800	Si010230m.g	92.6471	91.7476
Os04g0624000	Si011347m.g	93.2773	91.7355
Os04g0624400	Si009728m.g	54.4601	20.6406
Os04g0624450	Si009728m.g	70.0508	24.5552
Os04g0624500	Si009728m.g	67.7193	68.6833
Os04g0624600	Si009214m.g	77.7138	81.9601
Os04g0624800	Si020235m.g	70.4787	66.9192
Os04g0625000	Si009526m.g	85.2011	85.57
Os04g0625100	Si011935m.g	46.4115	45.9716
Os04g0625300	Si027884m.g	67.8363	9.08735
Os04g0625300	Si028638m.g	67.5439	8.88803
Os04g0625350	Si027884m.g	68.3036	5.99295
Os04g0625350	Si028638m.g	68.3036	5.88688
Os04g0625400	Si011643m.g	43.3333	38.8587
Os04g0625400	Si012199m.g	44.8485	39.3617
Os04g0625400	Si012386m.g	43.9394	40.5028
Os04g0625400	Si012519m.g	46.9697	42.6997
Os04g0625400	Si012706m.g	45.7576	42.8977
Os04g0625400	Si012725m.g	42.4242	38.4615
Os04g0625600	Si010295m.g	70	69.6429
Os04g0625800	Si010174m.g	90.1176	89.486
Os04g0625900	Si010063m.g	56.6372	56.1404
Os04g0626000	Si010196m.g	54.3478	53.066
Os04g0626100	Si010196m.g	64.2512	31.3679
Os04g0626400	Si010531m.g	82.7485	83.2353
Os04g0626600	Si026412m.g	33.0961	21.934
Os04g0626700	Si026412m.g	20.2073	9.19811
Os04g0626900	Si009643m.g	89.5105	84.7682
Os04g0626900	Si021587m.g	91.0839	89.8276
Os04g0627000	Si009409m.g	90.6143	67.9898
Os04g0627200	Si002817m.g	90.1786	89.7778
Os04g0627200	Si004036m.g	56.25	70.7865
Os04g0627200	Si004957m.g	67.4107	80.7487
Os04g0627200	Si005046m.g	55.8036	55.8036
Os04g0627200	Si012567m.g	88.8393	89.6396
Os04g0627300	Si011803m.g	59.0164	60.6742
Os04g0628000	Si012776m.g	78.8991	78.6585
Os04g0628100	Si006660m.g	96.6837	99.4751
Os04g0628200	Si008652m.g	77.4597	77.4597
Os04g0628300	Si011881m.g	59.4595	61.6822
Os04g0628400	Si009364m.g	74.2293	73.147
Os04g0628600	Si009205m.g	84.45	84.2409
Os04g0628900	Si011027m.g	53.7879	65.1376
Os04g0629000	Si010761m.g	76.9231	80.1394
Os04g0629100	Si010034m.g	70.4981	78.97
Os04g0629200	Si011218m.g	55.7576	57.8616
Os04g0629200	Si012738m.g	39.3939	44.5205
Os04g0629300	Si009343m.g	55.6613	68.5012
Os04g0629300	Si012076m.g	19.981	58.0111
Os04g0629400	Si011330m.g	42.9952	70.6349
Os04g0629500	Si011335m.g	76.6917	81.6
Os04g0629700	Si009394m.g	80.1724	81.8868
Os04g0630000	Si009351m.g	82.2719	57.0406
Os04g0631100	Si009853m.g	81.7961	65.0579
Os04g0631600	Si010139m.g	70.0229	70.0229
Os04g0631800	Si004921m.g	36.1858	38.3917
Os04g0631800	Si032736m.g	14.4254	30.102
Os04g0632500	Si009333m.g	33.6585	31.7241
Os04g0632500	Si012795m.g	33.0488	32.7295
Os04g0632901	Si012143m.g	65.8462	57.0667
Os04g0633200	Si012143m.g	64.0049	69.4667
Os04g0633900	Si012215m.g	62.3501	63.4146
Os04g0634000	Si032750m.g	44.9575	45.177
Os04g0634700	Si009926m.g	90.3808	90.5622
Os04g0634800	Si012757m.g	69.1489	45.7746
Os04g0634900	Si012019m.g	53.3333	51.0638
Os04g0635000	Si011440m.g	80.4124	79.5918
Os04g0635100	Si011470m.g	84.8837	83.908
Os04g0635100	Si011480m.g	79.0698	80
Os04g0635100	Si011483m.g	81.3953	82.3529
Os04g0635100	Si011489m.g	77.907	80.7229
Os04g0635100	Si012094m.g	82.5581	84.5238
Os04g0635500	Si011470m.g	81.6092	81.6092
Os04g0635500	Si011480m.g	75.8621	77.6471
Os04g0635500	Si011483m.g	78.1609	80
Os04g0635500	Si011489m.g	74.7126	78.3133
Os04g0635500	Si012094m.g	79.3103	82.1429
Os04g0635700	Si012697m.g	67.4847	70.0637
Os04g0635800	Si011094m.g	94.9495	94.9495
Os04g0635900	Si009503m.g	88.3688	88.2436
Os04g0636000	Si009514m.g	59.2748	60.8011
Os04g0636100	Si009595m.g	87.4101	76.7773
Os04g0636300	Si012110m.g	68.5864	28.9823
Os04g0636400	Si010662m.g	80	78.9644
Os04g0636500	Si011651m.g	70.0311	72.3917
Os04g0636600	Si009916m.g	39.0244	28.7425
Os04g0636700	Si010024m.g	67.0455	75.3191
Os04g0636900	Si009819m.g	82.3301	80.4554
Os04g0637000	Si010177m.g	73.0479	67.9157
Os04g0637300	Si011325m.g	57.8947	61.1111
Os04g0637400	Si009239m.g	91.9643	49.9515
Os04g0637500	Si012064m.g	63.6132	64.1026
Os04g0638100	Si010074m.g	62.3874	61.2832
Os04g0638100	Si012161m.g	58.1081	62.3188
Os04g0638100	Si012416m.g	55.8559	59.4724
Os04g0638401	Si010074m.g	54.2945	39.1593
Os04g0638401	Si012161m.g	49.0798	38.6473
Os04g0638401	Si012416m.g	48.773	38.1295
Os04g0638700	Si011244m.g	40.8805	43.3333
Os04g0638800	Si012682m.g	67.1096	64.7436
Os04g0639000	Si011564m.g	54.0984	49.2537
Os04g0639100	Si011504m.g	42.1875	33.75
Os04g0639200	Si011102m.g	76.2887	75.5102
Os04g0639300	Si010646m.g	94.2197	52.2436
Os04g0639700	Si032374m.g	0.959233	4.49438
Os04g0639800	Si032374m.g	4.54545	4.49438
Os04g0640300	Si010714m.g	29.0221	30.9764
Os04g0640500	Si009500m.g	86.5278	87.8702
Os04g0640600	Si010718m.g	52.381	33.3333
Os04g0640700	Si009427m.g	88.366	87.7922
Os04g0640800	Si010394m.g	76.2431	74.5946
Os04g0640900	Si009550m.g	73.6264	70.2096
Os04g0641000	Si009201m.g	82.5879	83.7925
Os04g0641200	Si009788m.g	38.723	70.2804
Os04g0641300	Si012742m.g	67.4944	71.7026
Os04g0641400	Si010909m.g	70.7317	80.8765
Os04g0641700	Si011424m.g	86.5385	88.2353
Os04g0642000	Si009196m.g	94.6078	45.807
Os04g0642100	Si010841m.g	83.2714	83.2714
Os04g0643100	Si010839m.g	93.3085	93.3085
Os04g0643200	Si009772m.g	84.6442	83.549
Os04g0643300	Si010263m.g	84.0686	85.5362
Os04g0643500	Si010636m.g	78.8344	81.5873
Os04g0643500	Si010639m.g	73.3129	76.1146
Os04g0643600	Si011861m.g	91.2698	31.0391
Os04g0643700	Si010112m.g	84.8416	84.2697
Os04g0643800	Si011267m.g	43.4783	35.461
Os04g0644000	Si009801m.g	71.978	74.1509
Os04g0644100	Si011140m.g	46.8085	47.3118
Os04g0644300	Si009621m.g	58.8571	16.5862
Os04g0644400	Si011069m.g	44.5055	39.9015
Os04g0644600	Si010240m.g	76.5306	73.5294
Os04g0644700	Si010732m.g	81.8182	82.6531
Os04g0644800	Si009366m.g	83.1776	10.8537
Os04g0644900	Si014479m.g	65.1163	28
Os04g0645100	Si009165m.g	80.9884	80.8474
Os04g0645200	Si011801m.g	67.3267	65.7005
Os04g0645500	Si012514m.g	54.4355	60.5381
Os04g0645600	Si010303m.g	83.5859	84.8718
Os04g0646000	Si000529m.g	49.1279	24.4573
Os04g0646050	Si000529m.g	71.6049	16.7873
Os04g0647300	Si009757m.g	69.2047	74.635
Os04g0647800	Si009829m.g	89.0359	90.0574
Os04g0647900	Si005903m.g	58.6027	72.7979
Os04g0648500	Si009768m.g	72.6103	72.8782
Os04g0648600	Si012177m.g	65.1685	70.1613
Os04g0648700	Si009675m.g	43.5385	48.1293
Os04g0648800	Si009566m.g	75.2624	76.0606
Os04g0649100	Si012635m.g	84.1304	82.6923
Os04g0649200	Si009309m.g	69.3059	70.297
Os04g0649400	Si012229m.g	64.8305	67.1053
Os04g0649500	Si011752m.g	51.8182	58.1633
Os04g0649500	Si011772m.g	30	52.381
Os04g0649600	Si011482m.g	38.1443	43.5294
Os04g0649600	Si012036m.g	50.5155	33.1081
Os04g0649700	Si012042m.g	59.0141	77.4492
Os04g0649700	Si012383m.g	23.662	89.8396
Os04g0649900	Si010359m.g	78.3019	66.0477
Os04g0650200	Si032854m.g	49.2958	48.8827
Os04g0650366	Si010088m.g	57.3009	57.6837
Os04g0650500	Si010591m.g	81.2287	73.0061
Os04g0650600	Si010407m.g	59.1793	74.6594
Os04g0650700	Si010561m.g	88.2883	88.2883
Os04g0650800	Si009611m.g	91.6803	89.92
Os04g0650900	Si009392m.g	95.3125	15.3074
Os04g0651000	Si010609m.g	83.6991	83.4375
Os04g0651500	Si009300m.g	21.9839	8.88407
Os04g0651500	Si009311m.g	21.7158	8.93054
Os04g0652400	Si009547m.g	87.1407	85.9701
Os04g0652500	Si021804m.g	76.998	77.7559
Os04g0652700	Si022864m.g	82.7586	83.3333
Os04g0652700	Si024665m.g	55.1724	67.5106
Os04g0652900	Si023086m.g	86.8852	87.2428
Os04g0653000	Si023273m.g	72.6852	76.9608
Os04g0653200	Si022169m.g	90.8873	90.8873
Os04g0653300	Si025271m.g	49.7041	51.5337
Os04g0653400	Si021372m.g	91.223	91.3545
Os04g0653600	Si021959m.g	77.7778	82.0896
Os04g0654600	Si022314m.g	86.7008	87.8238
Os04g0654700	Si022078m.g	96.6667	79.2711
Os04g0654800	Si021648m.g	42.8251	68.705
Os04g0655000	Si021648m.g	47.9755	70.3237
Os04g0655300	Si021967m.g	78.1022	68.7366
Os04g0655400	Si022132m.g	77.2487	34.3529
Os04g0655600	Si021625m.g	63.6049	65.0709
Os04g0655700	Si024352m.g	51.634	47.0238
Os04g0656100	Si021113m.g	95.5836	95.5836
Os04g0656500	Si022315m.g	76.6827	82.8571
Os04g0656800	Si022620m.g	86.747	86.4865
Os04g0657100	Si022190m.g	76.7857	73.236
Os04g0657600	Si032019m.g	46.4935	48.5095
Os04g0657900	Si024334m.g	77.6119	75.3623
Os04g0658000	Si022346m.g	85.7558	77.4278
Os04g0658100	Si022148m.g	70.5607	71.564
Os04g0658200	Si024857m.g	43.4783	64.5161
Os04g0658300	Si022121m.g	79.3651	81.9672
Os04g0658400	Si011804m.g	51.4583	40.625
Os04g0658600	Si021629m.g	78.9091	77.087
Os04g0658700	Si022192m.g	88.4337	89.2944
Os04g0658800	Si023791m.g	69.6629	67.3913
Os04g0659000	Si023699m.g	42.8571	48.6486
Os04g0659100	Si022118m.g	93.2243	93.2243
Os04g0659150	Si021269m.g	52.4862	12.0865
Os04g0659400	Si030128m.g	70.75	72.9381
