Gene stable ID	Selaginella moellendorffii gene stable ID	%id. target Selaginella moellendorffii gene identical to query gene	%id. query gene identical to target Selaginella moellendorffii gene
Os06g0643700	SELMODRAFT_174455	42.2872	45.2991
Os06g0643700	SELMODRAFT_79950	42.2872	45.2991
Os06g0643800	SELMODRAFT_268237	2.71739	0.595948
Os06g0643900	SELMODRAFT_136432	54.4118	54.5263
Os06g0643900	SELMODRAFT_187173	55.042	55.2743
Os06g0643900	SELMODRAFT_96415	55.042	55.1579
Os06g0643900	SELMODRAFT_96478	55.042	55.1579
Os06g0644100	SELMODRAFT_131306	44.878	60.5263
Os06g0644100	SELMODRAFT_77297	39.0244	58.3942
Os06g0644200	SELMODRAFT_233486	9.20716	64.2857
Os06g0644200	SELMODRAFT_270204	74.4246	76.178
Os06g0644200	SELMODRAFT_270614	74.4246	76.178
Os06g0644466	SELMODRAFT_90103	3.15789	7.9646
Os06g0644500	SELMODRAFT_140081	33.7442	49.3243
Os06g0644500	SELMODRAFT_35692	20.8012	57.4468
Os06g0644600	SELMODRAFT_78691	54.0421	54.2222
Os06g0644600	SELMODRAFT_84610	54.0421	54.2222
Os06g0644700	SELMODRAFT_63996	48.4277	56.3415
Os06g0644700	SELMODRAFT_63998	48.218	56.0976
Os06g0644800	SELMODRAFT_105225	34.2282	39.2308
Os06g0644800	SELMODRAFT_138091	35.2349	38.4615
Os06g0645400	SELMODRAFT_153639	66.1955	48.658
Os06g0645400	SELMODRAFT_269269	66.1955	47.6675
Os06g0645400	SELMODRAFT_426245	18.139	50.4918
Os06g0645600	SELMODRAFT_42903	34.0226	39.2625
Os06g0645600	SELMODRAFT_96467	34.9624	37.6518
Os06g0645700	SELMODRAFT_409957	0	0
Os06g0645700	SELMODRAFT_414424	52.1127	1.93111
Os06g0645800	SELMODRAFT_409957	24.2045	18.6842
Os06g0645800	SELMODRAFT_414424	42.5	19.5198
Os06g0645901	SELMODRAFT_409957	25.9587	7.7193
Os06g0645901	SELMODRAFT_414424	25.9587	4.5929
Os06g0646000	SELMODRAFT_235009	50.4348	51.1765
Os06g0646000	SELMODRAFT_430530	26.9565	43.8679
Os06g0646000	SELMODRAFT_46133	48.4058	62.0818
Os06g0646000	SELMODRAFT_89857	34.2029	37.4603
Os06g0646500	SELMODRAFT_118714	23.5556	27.8947
Os06g0646500	SELMODRAFT_161001	23.5556	27.7487
Os06g0646600	SELMODRAFT_173857	57.8947	51.5152
Os06g0646600	SELMODRAFT_450988	57.8947	61.5132
Os06g0646600	SELMODRAFT_451277	56.9659	62.7986
Os06g0646600	SELMODRAFT_451281	57.8947	61.5132
Os06g0647100	SELMODRAFT_127986	28.7671	67.7419
Os06g0647100	SELMODRAFT_444022	36.3014	33.3333
Os06g0649000	SELMODRAFT_128854	11.8694	64.5161
Os06g0649000	SELMODRAFT_81371	11.8694	64.5161
Os06g0649500	SELMODRAFT_100375	55.1988	61.1864
Os06g0649500	SELMODRAFT_90562	55.3517	61.3559
Os06g0649700	SELMODRAFT_108910	48.7778	47.9781
Os06g0649700	SELMODRAFT_441097	48.6667	48.0263
Os06g0649800	SELMODRAFT_130680	24.7664	49.0741
Os06g0649800	SELMODRAFT_46169	24.0654	54.2105
Os06g0649800	SELMODRAFT_56390	23.3645	53.7634
Os06g0649800	SELMODRAFT_56855	23.1308	53.2258
Os06g0649800	SELMODRAFT_90743	24.7664	48.6239
Os06g0649800	SELMODRAFT_98461	25.9346	44.0476
Os06g0650300	SELMODRAFT_104443	38.4248	38.5167
Os06g0650300	SELMODRAFT_231183	38.6635	42.9708
Os06g0650600	SELMODRAFT_165859	67.907	68.3307
Os06g0650600	SELMODRAFT_167843	67.7519	69.1456
Os06g0650600	SELMODRAFT_178926	67.7519	68.1747
Os06g0650600	SELMODRAFT_184443	68.062	69.462
Os06g0650800	SELMODRAFT_165091	54.1284	58.1281
Os06g0650800	SELMODRAFT_167149	54.1284	58.1281
Os06g0650900	SELMODRAFT_8921	17.6056	50
Os06g0650900	SELMODRAFT_8923	17.6056	50
Os06g0652000	SELMODRAFT_108034	51.6129	50.0602
Os06g0652000	SELMODRAFT_85910	51.6129	50.0602
Os06g0652100	SELMODRAFT_112999	46.4899	46.4174
Os06g0652100	SELMODRAFT_420109	46.4899	46.13
Os06g0652100	SELMODRAFT_423699	39.9376	42.0361
Os06g0652100	SELMODRAFT_423700	46.1778	45.8204
Os06g0652200	SELMODRAFT_174455	46.2555	29.9145
Os06g0652200	SELMODRAFT_79950	46.2555	29.9145
Os06g0652300	SELMODRAFT_101073	49.2795	55.1613
Os06g0652300	SELMODRAFT_132459	48.9914	54.8387
Os06g0652400	SELMODRAFT_101073	71.6463	75.8064
Os06g0652400	SELMODRAFT_132459	71.3415	75.4839
Os06g0653000	SELMODRAFT_103982	51.1962	51.1147
Os06g0653000	SELMODRAFT_137211	14.8325	63.6986
Os06g0653000	SELMODRAFT_164680	49.1228	49.6774
Os06g0653000	SELMODRAFT_185167	48.9633	49.5161
Os06g0653000	SELMODRAFT_408343	49.4418	49.5208
Os06g0653000	SELMODRAFT_437448	49.2823	49.361
Os06g0653000	SELMODRAFT_99824	12.4402	34.5133
Os06g0653900	SELMODRAFT_228208	84.058	84.058
Os06g0653900	SELMODRAFT_271159	84.058	84.058
Os06g0654000	SELMODRAFT_171601	22.4576	50.5967
Os06g0654000	SELMODRAFT_420048	27.6483	28.2468
Os06g0654000	SELMODRAFT_91996	21.3983	54.0107
Os06g0654300	SELMODRAFT_20384	65.3543	10.4271
Os06g0654300	SELMODRAFT_450521	60.6299	9.02696
Os06g0654600	SELMODRAFT_103981	32.25	40.566
Os06g0654600	SELMODRAFT_113448	34.25	40.8955
Os06g0654600	SELMODRAFT_129596	34.5	41.194
Os06g0654600	SELMODRAFT_99707	32.25	40.694
Os06g0654900	SELMODRAFT_161550	59.2593	13.2231
Os06g0654900	SELMODRAFT_185898	59.2593	13.2231
Os06g0655100	SELMODRAFT_102593	62.5592	62.9571
Os06g0655100	SELMODRAFT_149626	61.9273	71.9266
Os06g0655100	SELMODRAFT_412481	63.981	64.8
Os06g0655100	SELMODRAFT_412486	50.3949	57.3741
Os06g0655100	SELMODRAFT_413029	63.6651	64.2743
Os06g0655100	SELMODRAFT_413037	40.4423	67.7249
Os06g0656000	SELMODRAFT_235799	26.7677	35.9729
Os06g0656000	SELMODRAFT_81946	27.9461	31.619
Os06g0656300	SELMODRAFT_418756	21.134	13.8047
Os06g0656300	SELMODRAFT_425414	21.134	20.297
Os06g0656300	SELMODRAFT_444075	23.1959	4.41176
Os06g0656300	SELMODRAFT_446616	23.1959	16.0142
Os06g0656300	SELMODRAFT_448915	23.1959	9.16497
Os06g0656500	SELMODRAFT_173133	54.3828	54.5781
Os06g0656500	SELMODRAFT_232017	54.2039	57.3864
Os06g0656500	SELMODRAFT_234540	54.3828	57.5758
Os06g0656500	SELMODRAFT_450526	58.3184	60.7076
Os06g0656500	SELMODRAFT_450546	58.3184	60.7076
Os06g0656500	SELMODRAFT_450547	56.7084	58.2721
Os06g0656500	SELMODRAFT_450548	56.8873	58.4559
Os06g0656800	SELMODRAFT_441324	23.4201	17.8977
Os06g0656800	SELMODRAFT_448310	23.0483	20.598
Os06g0657500	SELMODRAFT_17087	29.2111	78.7356
Os06g0657500	SELMODRAFT_17095	29.2111	78.7356
Os06g0658900	SELMODRAFT_34021	51.9802	69.5364
Os06g0658900	SELMODRAFT_34027	51.9802	69.5364
Os06g0659100	SELMODRAFT_17706	13.3803	71.25
Os06g0659100	SELMODRAFT_17777	15.0235	66.6667
Os06g0659100	SELMODRAFT_28629	14.3192	79.2208
Os06g0659100	SELMODRAFT_28630	13.3803	71.25
Os06g0659100	SELMODRAFT_49502	13.8498	79.7297
Os06g0659100	SELMODRAFT_59543	13.8498	79.7297
Os06g0659100	SELMODRAFT_59884	14.0845	78.9474
Os06g0659100	SELMODRAFT_7674	15.2582	74.7126
Os06g0659300	SELMODRAFT_177604	44.4882	50.9583
Os06g0659300	SELMODRAFT_235997	43.1102	47.6605
Os06g0659400	SELMODRAFT_52381	31.7495	44.1441
Os06g0659400	SELMODRAFT_53072	31.9654	44.1791
Os06g0659400	SELMODRAFT_54079	32.6134	45.0746
Os06g0659400	SELMODRAFT_64159	32.6134	45.0746
Os06g0659500	SELMODRAFT_174566	63.6364	37.4046
Os06g0659500	SELMODRAFT_272035	63.6364	37.4046
Os06g0660200	SELMODRAFT_102666	52.2222	54.6512
Os06g0660200	SELMODRAFT_105586	53.3333	50
Os06g0660200	SELMODRAFT_131936	53.3333	54.4571
Os06g0660200	SELMODRAFT_234325	53.3333	53.76
Os06g0660200	SELMODRAFT_422990	48.7302	44.687
Os06g0660200	SELMODRAFT_443592	52.2222	45.9497
Os06g0660200	SELMODRAFT_451571	47.7778	48.16
Os06g0660200	SELMODRAFT_88887	48.0952	47.6415
Os06g0660200	SELMODRAFT_98910	53.1746	50.0747
Os06g0660700	SELMODRAFT_145850	53.9007	62.2951
Os06g0660700	SELMODRAFT_160563	54.2553	62.7049
Os06g0660800	SELMODRAFT_112070	55.2147	26.2391
Os06g0660800	SELMODRAFT_186440	55.2147	26.2391
Os06g0660800	SELMODRAFT_76873	53.9877	13.0758
Os06g0660800	SELMODRAFT_83158	55.2147	24.8619
Os06g0660800	SELMODRAFT_83207	0	0
Os06g0661400	SELMODRAFT_230819	64.4	29.4333
Os06g0661400	SELMODRAFT_268581	65.2	29.4756
Os06g0661600	SELMODRAFT_49894	53.0864	74.1379
Os06g0661600	SELMODRAFT_69921	53.0864	74.1379
Os06g0661700	SELMODRAFT_403640	31.4094	30.4291
Os06g0661700	SELMODRAFT_441343	31.2752	30.2991
Os06g0661800	SELMODRAFT_106065	56.0345	65.1303
Os06g0661800	SELMODRAFT_268379	56.3793	65.5311
Os06g0661900	SELMODRAFT_34087	43.4555	56.4626
Os06g0661900	SELMODRAFT_88057	46.3351	45.3846
Os06g0662000	SELMODRAFT_167777	81.6129	85.6176
Os06g0662000	SELMODRAFT_169650	84.8387	84.5659
Os06g0662200	SELMODRAFT_270282	27.4576	22.8169
Os06g0662200	SELMODRAFT_439017	27.4576	22.8169
Os06g0663100	SELMODRAFT_117099	28.934	19.7232
Os06g0663100	SELMODRAFT_132613	28.934	19.7232
Os06g0663400	SELMODRAFT_146897	60.514	63.3252
Os06g0663400	SELMODRAFT_271762	60.514	63.3252
Os06g0663500	SELMODRAFT_28597	12.828	54.321
Os06g0663500	SELMODRAFT_79699	12.828	50.5747
Os06g0663600	SELMODRAFT_117709	42.9268	34.1085
Os06g0663600	SELMODRAFT_84652	42.439	33.7209
Os06g0663800	SELMODRAFT_109100	25.6881	36.3636
Os06g0663800	SELMODRAFT_122401	44.0367	58.1818
Os06g0663800	SELMODRAFT_125292	44.0367	58.1818
Os06g0663800	SELMODRAFT_69604	26.1468	52.7778
Os06g0664100	SELMODRAFT_142396	56.7568	17.1289
Os06g0664100	SELMODRAFT_186551	59.4595	17.6565
Os06g0664200	SELMODRAFT_102526	53.1172	64.7416
Os06g0664200	SELMODRAFT_106738	54.3641	65.4655
Os06g0664800	SELMODRAFT_149357	28.777	29.304
Os06g0664800	SELMODRAFT_155847	28.777	28.169
Os06g0665000	SELMODRAFT_102130	50.5587	49.0515
Os06g0665000	SELMODRAFT_80059	50.2793	48.6486
Os06g0665100	SELMODRAFT_167838	62.8353	63.5659
Os06g0665100	SELMODRAFT_269499	63.2184	63.7066
Os06g0665200	SELMODRAFT_115863	16.3551	32.7103
Os06g0665400	SELMODRAFT_407049	36.1305	36.4706
Os06g0665400	SELMODRAFT_422451	36.1305	36.4706
Os06g0665500	SELMODRAFT_182622	51.7312	51.417
Os06g0665500	SELMODRAFT_91525	51.3238	51.0121
Os06g0665800	SELMODRAFT_122320	55.9322	55.1081
Os06g0665800	SELMODRAFT_233397	51.1466	62.7907
Os06g0666500	SELMODRAFT_431137	27.6243	19.7628
Os06g0666500	SELMODRAFT_448587	27.6243	20.0803
Os06g0666600	SELMODRAFT_234134	59.0361	66.0377
Os06g0666600	SELMODRAFT_439282	66.988	53.668
Os06g0667100	SELMODRAFT_69578	34.4	74.1379
Os06g0667100	SELMODRAFT_69579	34.4	74.1379
Os06g0667500	SELMODRAFT_121527	71.4286	46.0993
Os06g0667500	SELMODRAFT_446557	72.5275	46.8085
Os06g0667600	SELMODRAFT_113331	43.75	42.6829
Os06g0667600	SELMODRAFT_129640	43.125	41.5663
Os06g0668200	SELMODRAFT_107116	76.808	76.6169
Os06g0668200	SELMODRAFT_231942	79.8005	77.6699
Os06g0668200	SELMODRAFT_267533	79.8005	67.7966
Os06g0668200	SELMODRAFT_96742	76.0599	75.8706
Os06g0669400	SELMODRAFT_149856	75	84.9246
Os06g0669400	SELMODRAFT_185567	78.1065	76.411
Os06g0669600	SELMODRAFT_135591	56.9149	13.7356
Os06g0669600	SELMODRAFT_148467	57.4468	13.8639
Os06g0669700	SELMODRAFT_137893	43.7247	32.0475
Os06g0669700	SELMODRAFT_19077	18.2186	58.4416
Os06g0669700	SELMODRAFT_72682	21.8623	57.4468
Os06g0669700	SELMODRAFT_78045	43.3198	31.8452
Os06g0669800	SELMODRAFT_144487	52.4229	50.6383
Os06g0670000	SELMODRAFT_173762	48.4223	48.0144
Os06g0670000	SELMODRAFT_180197	47.8155	48.403
Os06g0670100	SELMODRAFT_426892	7.74818	12.8514
Os06g0670100	SELMODRAFT_427719	12.1065	11.7096
Os06g0670100	SELMODRAFT_438603	7.50605	11.6105
Os06g0670400	SELMODRAFT_117459	42.0043	56.6092
Os06g0670400	SELMODRAFT_84140	42.0043	56.447
Os06g0670500	SELMODRAFT_117459	42.9078	69.5402
Os06g0670500	SELMODRAFT_84140	42.9078	69.341
Os06g0671000	SELMODRAFT_164567	52.6992	53.2468
Os06g0671000	SELMODRAFT_441084	51.5424	50.4403
Os06g0671000	SELMODRAFT_443853	53.599	51.5451
Os06g0671000	SELMODRAFT_445463	52.8278	52.0253
Os06g0671700	SELMODRAFT_164801	63.8393	23.1392
Os06g0671700	SELMODRAFT_171959	63.8393	23.1392
Os06g0671800	SELMODRAFT_124840	35.2617	21.4405
Os06g0671800	SELMODRAFT_132116	24.5179	26.2537
Os06g0671800	SELMODRAFT_450422	24.5179	26.2537
Os06g0671800	SELMODRAFT_91570	34.9862	21.1314
Os06g0672400	SELMODRAFT_36559	42.5993	77.1242
Os06g0672400	SELMODRAFT_36560	42.5993	77.1242
Os06g0672400	SELMODRAFT_58613	44.0433	70.5202
Os06g0672400	SELMODRAFT_68566	44.0433	70.5202
Os06g0675600	SELMODRAFT_104940	29.2763	46.8421
Os06g0675600	SELMODRAFT_125472	31.5789	50.7937
Os06g0675600	SELMODRAFT_67245	29.2763	52.9762
Os06g0675600	SELMODRAFT_71303	29.2763	52.9762
Os06g0675700	SELMODRAFT_127710	50.0565	50.8611
Os06g0675700	SELMODRAFT_79855	49.8305	50.6315
Os06g0676000	SELMODRAFT_122391	52.1818	59.2975
Os06g0676000	SELMODRAFT_125213	52	59.0909
Os06g0676600	SELMODRAFT_111086	37.1728	44.795
Os06g0676600	SELMODRAFT_176397	36.911	42.0896
Os06g0676700	SELMODRAFT_127710	50.3386	51.2055
Os06g0676700	SELMODRAFT_79855	50.1129	50.9759
Os06g0677000	SELMODRAFT_118078	29.3139	30.3879
Os06g0677000	SELMODRAFT_73869	29.3139	29.6218
Os06g0677300	SELMODRAFT_101614	23.8095	48.1172
Os06g0677300	SELMODRAFT_126133	22.5673	48.0176
Os06g0677300	SELMODRAFT_80091	23.3954	48.9177
Os06g0677300	SELMODRAFT_80151	22.1532	45.7265
Os06g0677300	SELMODRAFT_80471	23.8095	48.1172
Os06g0677500	SELMODRAFT_425072	13.7482	43.9815
Os06g0677600	SELMODRAFT_80458	40.5172	48.9583
Os06g0677800	SELMODRAFT_179736	43.7296	48.665
Os06g0677800	SELMODRAFT_181404	47.6554	45.6159
Os06g0677800	SELMODRAFT_182255	47.8735	45.6816
Os06g0677800	SELMODRAFT_451392	43.7296	48.665
Os06g0677800	SELMODRAFT_451395	42.4209	46.5868
Os06g0677800	SELMODRAFT_451397	42.3119	46.9734
Os06g0678200	SELMODRAFT_271252	50.4651	53.9801
Os06g0678200	SELMODRAFT_450726	46.7442	58.7719
Os06g0678650	SELMODRAFT_107448	49.8008	10.2881
Os06g0678650	SELMODRAFT_107849	2.78884	0.546875
Os06g0678650	SELMODRAFT_110788	48.2072	4.71184
Os06g0678651	SELMODRAFT_107448	40.8602	9.38272
Os06g0678651	SELMODRAFT_107849	5.37634	1.17188
Os06g0678651	SELMODRAFT_110788	44.086	4.78972
Os06g0678700	SELMODRAFT_107448	0	0
Os06g0678700	SELMODRAFT_107849	0	0
Os06g0678700	SELMODRAFT_110788	6.19137	1.28505
Os06g0678800	SELMODRAFT_178788	53.69	54.1899
Os06g0678800	SELMODRAFT_229918	54.9815	55.4935
Os06g0678800	SELMODRAFT_230488	50.738	49.1071
Os06g0678800	SELMODRAFT_403803	51.2915	49.6429
Os06g0678800	SELMODRAFT_410532	54.059	54.5624
Os06g0678800	SELMODRAFT_86988	55.166	55.6797
Os06g0679100	SELMODRAFT_268860	39.8876	12.9799
Os06g0679100	SELMODRAFT_451540	37.6404	14.0167
Os06g0679400	SELMODRAFT_117411	19.2394	62.7737
Os06g0679400	SELMODRAFT_84369	19.2394	62.7737
Os06g0679700	SELMODRAFT_116472	26.4045	18.0077
Os06g0679700	SELMODRAFT_136924	26.4045	18.0077
Os06g0679800	SELMODRAFT_267697	42.3729	29.9601
Os06g0679800	SELMODRAFT_440676	42.3729	30.2826
Os06g0680500	SELMODRAFT_102172	42.5843	40.4482
Os06g0680500	SELMODRAFT_121973	37.7528	37.3749
Os06g0680500	SELMODRAFT_166047	42.5843	40.4482
Os06g0680500	SELMODRAFT_92810	37.8652	37.4861
Os06g0680700	SELMODRAFT_108700	34.0187	36.255
Os06g0680700	SELMODRAFT_22493	32.8972	36.8973
Os06g0680700	SELMODRAFT_63552	29.7196	35.412
Os06g0680700	SELMODRAFT_93385	34.2056	36.3817
Os06g0680900	SELMODRAFT_230410	30.608	43.9759
Os06g0680900	SELMODRAFT_235809	30.3983	43.6747
Os06g0681700	SELMODRAFT_230903	43.7778	50.5128
Os06g0681700	SELMODRAFT_443725	44	44.898
Os06g0681900	SELMODRAFT_122276	24.8649	36.5079
Os06g0682700	SELMODRAFT_235425	38.1988	41.484
Os06g0682700	SELMODRAFT_413256	38.1988	40.8638
Os06g0682800	SELMODRAFT_405518	26.3736	8.60215
Os06g0682800	SELMODRAFT_408900	27.4725	8.96057
Os06g0682900	SELMODRAFT_4184	34.106	45.7778
Os06g0683000	SELMODRAFT_236040	31.6129	40.9471
Os06g0683000	SELMODRAFT_268776	33.1183	37.7451
Os06g0683200	SELMODRAFT_230291	45.7895	47.2826
Os06g0683200	SELMODRAFT_88910	40.5263	50.3268
Os06g0683300	SELMODRAFT_163405	48.7261	29.6512
Os06g0683300	SELMODRAFT_163822	57.0064	35.8717
Os06g0683300	SELMODRAFT_163827	57.0064	35.5159
Os06g0683300	SELMODRAFT_167232	53.8217	33.2024
Os06g0683300	SELMODRAFT_169039	57.0064	35.8717
Os06g0683300	SELMODRAFT_267120	57.0064	35.098
Os06g0683300	SELMODRAFT_268527	52.2293	31.2381
Os06g0683300	SELMODRAFT_271823	52.5478	32.6733
Os06g0683300	SELMODRAFT_75234	58.9172	37.3737
Os06g0683300	SELMODRAFT_76384	54.1401	33.3988
Os06g0683300	SELMODRAFT_76748	52.2293	31.1787
Os06g0683300	SELMODRAFT_83357	52.5478	31.3688
Os06g0683300	SELMODRAFT_87259	53.5032	35.3684
Os06g0683400	SELMODRAFT_38794	48	58.8235
Os06g0683950	SELMODRAFT_407593	17.3623	23.7986
Os06g0683950	SELMODRAFT_421713	24.8748	25.8681
Os06g0683950	SELMODRAFT_421767	17.6962	17.4629
Os06g0683950	SELMODRAFT_439556	24.8748	25.913
Os06g0684000	SELMODRAFT_107483	53.9116	57.6364
Os06g0685100	SELMODRAFT_126731	38.7994	40.3963
Os06g0685100	SELMODRAFT_137554	38.653	40.2439
Os06g0685300	SELMODRAFT_140025	53.5185	53.7175
Os06g0685300	SELMODRAFT_146181	52.963	53.1599
Os06g0685300	SELMODRAFT_403728	32.2222	22.5097
Os06g0685300	SELMODRAFT_83478	17.037	47.6684
Os06g0685700	SELMODRAFT_443304	48	44.6809
Os06g0685700	SELMODRAFT_444549	47.2857	41.7402
Os06g0686500	SELMODRAFT_416778	49.7878	48.6188
Os06g0686500	SELMODRAFT_420134	49.505	48.3425
Os06g0687000	SELMODRAFT_124829	7.81893	30
Os06g0687000	SELMODRAFT_91777	7.81893	30
Os06g0687100	SELMODRAFT_269316	59.5	59.799
Os06g0687100	SELMODRAFT_269914	59.5	59.799
Os06g0687400	SELMODRAFT_100522	77.451	51.7467
Os06g0687400	SELMODRAFT_90475	77.451	51.7467
Os06g0687450	SELMODRAFT_233124	55.2413	62.1723
Os06g0687450	SELMODRAFT_93209	55.0749	61.985
Os06g0687600	SELMODRAFT_47472	30.3571	46.789
Os06g0687600	SELMODRAFT_47473	30.9524	44.6352
Os06g0687600	SELMODRAFT_47575	29.4643	50.2538
Os06g0687600	SELMODRAFT_57632	29.7619	50.5051
Os06g0687700	SELMODRAFT_168086	86.4238	46.2766
Os06g0687700	SELMODRAFT_179309	86.4238	46.2766
Os06g0687800	SELMODRAFT_121714	76.4706	75.3623
Os06g0687800	SELMODRAFT_122705	70.4044	68.638
Os06g0687800	SELMODRAFT_414547	70.2206	70.7407
Os06g0687800	SELMODRAFT_92582	76.2868	76.2868
Os06g0687900	SELMODRAFT_451106	32.5	7.72277
Os06g0687900	SELMODRAFT_451107	32.5	7.76892
Os06g0688100	SELMODRAFT_405493	35.0482	34.3307
Os06g0688100	SELMODRAFT_440149	34.2444	33.438
Os06g0688200	SELMODRAFT_28725	33.5616	38.2812
Os06g0688200	SELMODRAFT_28726	33.5616	38.2812
Os06g0688200	SELMODRAFT_38740	33.5616	38.2812
Os06g0688200	SELMODRAFT_38741	34.9315	39.8438
Os06g0688300	SELMODRAFT_28725	23.8806	25
Os06g0688300	SELMODRAFT_28726	23.8806	25
Os06g0688300	SELMODRAFT_38740	23.8806	25
Os06g0688300	SELMODRAFT_38741	24.6269	25.7812
Os06g0690700	SELMODRAFT_167322	54.6229	54.9572
Os06g0690700	SELMODRAFT_182418	54.7445	55.7621
Os06g0691000	SELMODRAFT_407478	20.0889	35.93
Os06g0691000	SELMODRAFT_445125	30.4	28.7879
Os06g0691100	SELMODRAFT_19889	21.8085	68.3333
Os06g0691100	SELMODRAFT_49950	23.4043	73.3333
Os06g0691100	SELMODRAFT_59974	21.2766	70.1754
Os06g0691100	SELMODRAFT_72880	24.4681	70.7692
Os06g0691100	SELMODRAFT_73142	23.4043	73.3333
Os06g0691100	SELMODRAFT_73144	24.4681	76.6667
Os06g0691400	SELMODRAFT_104527	41.7647	50.4739
Os06g0691400	SELMODRAFT_409459	41.5686	51.5815
Os06g0691800	SELMODRAFT_121260	38.743	38.743
Os06g0691800	SELMODRAFT_40531	36.2101	39.3476
Os06g0691800	SELMODRAFT_40560	37.4296	40.2624
Os06g0691800	SELMODRAFT_60568	36.1163	39.4467
Os06g0692100	SELMODRAFT_121260	37.1538	36.4916
Os06g0692100	SELMODRAFT_40531	35.2436	37.6147
Os06g0692100	SELMODRAFT_40560	36.2942	38.3451
Os06g0692100	SELMODRAFT_60568	34.957	37.5
Os06g0692300	SELMODRAFT_121260	36.5242	36.8668
Os06g0692300	SELMODRAFT_40531	34.0149	37.3089
Os06g0692300	SELMODRAFT_40560	35.5019	38.5469
Os06g0692300	SELMODRAFT_60568	33.6431	37.0902
Os06g0692500	SELMODRAFT_121260	36.5945	36.4916
Os06g0692500	SELMODRAFT_40531	35.2775	38.2263
Os06g0692500	SELMODRAFT_40560	35.6538	38.2442
Os06g0692500	SELMODRAFT_60568	34.9953	38.1148
Os06g0692600	SELMODRAFT_121260	33.5835	33.5835
Os06g0692600	SELMODRAFT_40531	32.0826	34.8624
Os06g0692600	SELMODRAFT_40560	33.3959	35.9233
Os06g0692600	SELMODRAFT_60568	31.7073	34.6311
Os06g0692800	SELMODRAFT_121495	30.4281	45.9584
Os06g0692800	SELMODRAFT_123650	30.2752	45
Os06g0692800	SELMODRAFT_135932	26.1468	44.186
Os06g0692800	SELMODRAFT_79158	26.2997	44.4444
Os06g0693200	SELMODRAFT_134626	40.051	49.3711
Os06g0693200	SELMODRAFT_34857	42.0918	58.3039
Os06g0693200	SELMODRAFT_64103	39.7959	48.4472
Os06g0693200	SELMODRAFT_96761	42.8571	53.5032
Os06g0693300	SELMODRAFT_421246	18.3721	28.3154
Os06g0693300	SELMODRAFT_440021	18.6047	28.6738
Os06g0693500	SELMODRAFT_101058	45.614	45.7286
Os06g0693500	SELMODRAFT_234873	45.614	46.1929
Os06g0693600	SELMODRAFT_101058	26.6187	9.29648
Os06g0693600	SELMODRAFT_234873	28.777	10.1523
Os06g0693700	SELMODRAFT_107224	26.8139	41.0628
Os06g0693700	SELMODRAFT_57798	26.183	45.1087
Os06g0693700	SELMODRAFT_57817	26.183	45.1087
Os06g0693700	SELMODRAFT_96486	26.8139	41.0628
Os06g0693900	SELMODRAFT_175161	27.7778	21.9178
Os06g0693900	SELMODRAFT_99910	27.7778	21.9178
Os06g0694100	SELMODRAFT_423537	9.06921	16.5217
Os06g0694200	SELMODRAFT_117934	15.8311	34.6821
Os06g0694200	SELMODRAFT_65245	26.9129	32.1767
Os06g0694200	SELMODRAFT_65258	27.4406	32.7044
Os06g0694200	SELMODRAFT_65428	26.9129	31.1927
Os06g0694200	SELMODRAFT_65531	26.3852	30.9598
Os06g0694200	SELMODRAFT_70988	27.1768	31.5951
Os06g0694200	SELMODRAFT_74500	15.8311	36.1446
Os06g0694200	SELMODRAFT_80611	26.1214	29.7297
Os06g0694500	SELMODRAFT_108525	55.2511	65.4054
Os06g0694500	SELMODRAFT_230831	50.2283	76.3889
Os06g0694500	SELMODRAFT_48861	42.9224	74.6032
Os06g0695200	SELMODRAFT_144289	21.9745	44.5161
Os06g0695200	SELMODRAFT_164271	42.3567	41.1765
Os06g0695200	SELMODRAFT_230472	46.1783	43.8066
Os06g0695200	SELMODRAFT_403769	46.4968	44.1088
Os06g0695300	SELMODRAFT_144289	21.6561	43.871
Os06g0695300	SELMODRAFT_164271	42.0382	40.8669
Os06g0695300	SELMODRAFT_230472	46.4968	44.1088
Os06g0695300	SELMODRAFT_403769	46.8153	44.4109
Os06g0695400	SELMODRAFT_144289	20.3762	41.9355
Os06g0695400	SELMODRAFT_164271	40.1254	39.6285
Os06g0695400	SELMODRAFT_230472	43.2602	41.6918
Os06g0695400	SELMODRAFT_403769	43.5737	41.994
Os06g0695500	SELMODRAFT_144289	20.178	43.871
Os06g0695500	SELMODRAFT_164271	40.0593	41.7957
Os06g0695500	SELMODRAFT_230472	40.6528	41.3897
Os06g0695500	SELMODRAFT_403769	40.9496	41.6918
Os06g0695800	SELMODRAFT_414560	36.4162	44.523
Os06g0695800	SELMODRAFT_446336	36.4162	45
Os06g0695900	SELMODRAFT_19757	9.77444	72.2222
Os06g0695900	SELMODRAFT_9208	9.77444	72.2222
Os06g0696400	SELMODRAFT_110418	44.0273	44.9477
Os06g0696400	SELMODRAFT_427286	44.3686	44.3686
Os06g0696600	SELMODRAFT_110418	43.0556	43.2056
Os06g0696600	SELMODRAFT_427286	43.4028	42.6621
Os06g0697000	SELMODRAFT_110418	44.1379	44.5993
Os06g0697000	SELMODRAFT_427286	44.8276	44.3686
Os06g0697200	SELMODRAFT_132834	65.4281	67.3877
Os06g0697200	SELMODRAFT_236355	64.9435	68.7179
