Gene stable ID	Nicotiana attenuata str. UT gene stable ID	%id. target Nicotiana attenuata str. UT gene identical to query gene	%id. query gene identical to target Nicotiana attenuata str. UT gene
Os04g0554600	A4A49_57767	53.4351	46.3576
Os04g0554600	A4A49_62337	50.3817	40.9938
Os04g0554600	A4A49_62571	58.7786	47.8261
Os04g0554600	A4A49_63334	52.6718	43.3962
Os04g0554800	A4A49_00680	41.6058	43.1818
Os04g0554800	A4A49_13176	42.3358	43.2836
Os04g0554800	A4A49_25645	45.2555	45.2555
Os04g0554800	A4A49_27781	51.8248	52.9851
Os04g0554800	A4A49_27784	49.635	45.0331
Os04g0554800	A4A49_28061	32.1168	36.9748
Os04g0554800	A4A49_39709	48.1752	46.4789
Os04g0554800	A4A49_55374	54.7445	54.7445
Os04g0554800	A4A49_57767	48.1752	43.7086
Os04g0554800	A4A49_62337	44.5255	37.8882
Os04g0554800	A4A49_62571	48.9051	41.6149
Os04g0554800	A4A49_63334	41.6058	35.8491
Os04g0555000	A4A49_12547	17.4402	25.8333
Os04g0555000	A4A49_12548	29.9578	29.8319
Os04g0555000	A4A49_39594	31.6456	29.6443
Os04g0555300	A4A49_25581	60.788	65.0602
Os04g0555400	A4A49_07080	32.438	56.0714
Os04g0555400	A4A49_19681	16.9421	53.9474
Os04g0555400	A4A49_44391	36.157	55.9105
Os04g0555500	A4A49_43553	7.54717	10.6195
Os04g0555600	A4A49_43553	0	0
Os04g0555700	A4A49_02238	66.187	48.4211
Os04g0555700	A4A49_33370	66.9065	66.9065
Os04g0555700	A4A49_63016	70.5036	71.5328
Os04g0555800	A4A49_36439	28.2258	10.1449
Os04g0555800	A4A49_36440	50.8064	24.2308
Os04g0555900	A4A49_38004	68.4366	69.6697
Os04g0556000	A4A49_40727	61.976	69.308
Os04g0556400	A4A49_02821	40.3743	32.5431
Os04g0556400	A4A49_03658	1.3369	4.9505
Os04g0556400	A4A49_03944	16.5775	25.8333
Os04g0556400	A4A49_13946	31.8182	13.1929
Os04g0556400	A4A49_20123	31.016	24.8927
Os04g0556400	A4A49_22983	32.0856	25.4777
Os04g0556400	A4A49_28736	22.9947	29.7578
Os04g0556400	A4A49_29493	36.0963	26.3158
Os04g0556400	A4A49_30575	38.2353	31.5673
Os04g0556400	A4A49_30577	37.9679	30.5376
Os04g0556400	A4A49_36017	33.6898	25.6098
Os04g0556400	A4A49_40888	29.4118	30.6407
Os04g0556400	A4A49_40889	41.1765	32.6271
Os04g0556400	A4A49_41120	39.8396	32.5328
Os04g0556400	A4A49_44762	30.2139	28.25
Os04g0556400	A4A49_60650	1.06952	3.9604
Os04g0556400	A4A49_61184	18.984	27.2031
Os04g0556500	A4A49_02821	39.9568	39.8707
Os04g0556500	A4A49_03658	10.7991	49.505
Os04g0556500	A4A49_03944	13.3909	25.8333
Os04g0556500	A4A49_13946	30.6695	15.7428
Os04g0556500	A4A49_20123	32.6134	32.4034
Os04g0556500	A4A49_22983	34.5572	33.9703
Os04g0556500	A4A49_28736	20.7343	33.218
Os04g0556500	A4A49_29493	37.797	34.1131
Os04g0556500	A4A49_30575	41.2527	42.1634
Os04g0556500	A4A49_30577	40.6048	40.4301
Os04g0556500	A4A49_36017	32.6134	30.6911
Os04g0556500	A4A49_40888	23.3261	30.0836
Os04g0556500	A4A49_40889	43.6285	42.7966
Os04g0556500	A4A49_41120	39.9568	40.393
Os04g0556500	A4A49_44762	26.7819	31
Os04g0556500	A4A49_60650	9.07127	41.5842
Os04g0556500	A4A49_61184	22.0302	39.0805
Os04g0556600	A4A49_02821	39.0929	39.0086
Os04g0556600	A4A49_03658	10.3672	47.5248
Os04g0556600	A4A49_03944	13.1749	25.4167
Os04g0556600	A4A49_13946	30.0216	15.4102
Os04g0556600	A4A49_20123	32.1814	31.9742
Os04g0556600	A4A49_22983	34.1253	33.5456
Os04g0556600	A4A49_28736	20.3024	32.526
Os04g0556600	A4A49_29493	36.7171	33.1384
Os04g0556600	A4A49_30575	41.0367	41.9426
Os04g0556600	A4A49_30577	40.1728	40
Os04g0556600	A4A49_36017	31.9654	30.0813
Os04g0556600	A4A49_40888	23.5421	30.3621
Os04g0556600	A4A49_40889	43.1965	42.3729
Os04g0556600	A4A49_41120	39.9568	40.393
Os04g0556600	A4A49_44762	26.1339	30.25
Os04g0556600	A4A49_60650	9.07127	41.5842
Os04g0556600	A4A49_61184	21.8143	38.6973
Os04g0556900	A4A49_00024	20.8145	26.1364
Os04g0557200	A4A49_39237	34.5259	30.9791
Os04g0557500	A4A49_39237	46.6667	13.4831
Os04g0557800	A4A49_39237	32.7526	30.1766
Os04g0558900	A4A49_27013	42.1185	44.8925
Os04g0558900	A4A49_27014	41.9924	44.0476
Os04g0558900	A4A49_27015	41.6141	43.6508
Os04g0558900	A4A49_27055	41.8663	43.9153
Os04g0558900	A4A49_27060	42.1185	45.0135
Os04g0558900	A4A49_29535	25.8512	36.6071
Os04g0558900	A4A49_36280	41.9924	44.8787
Os04g0558900	A4A49_36374	42.8752	46.832
Os04g0558900	A4A49_36375	30.517	42.087
Os04g0558900	A4A49_38551	42.3707	45.1007
Os04g0558900	A4A49_38552	41.1097	43.8762
Os04g0559000	A4A49_27013	49.3421	50.4032
Os04g0559000	A4A49_27014	49.7368	50
Os04g0559000	A4A49_27015	49.7368	50
Os04g0559000	A4A49_27055	48.6842	48.9418
Os04g0559000	A4A49_27060	48.2895	49.4609
Os04g0559000	A4A49_29535	29.2105	39.6429
Os04g0559000	A4A49_36280	47.6316	48.7871
Os04g0559000	A4A49_36374	45.9211	48.0716
Os04g0559000	A4A49_36375	34.3421	45.3913
Os04g0559000	A4A49_38551	49.2105	50.2013
Os04g0559000	A4A49_38552	47.3684	48.4522
Os04g0559100	A4A49_00153	50.5494	19.2872
Os04g0559200	A4A49_00157	23.1481	20.8986
Os04g0559200	A4A49_39239	16.8981	17.8266
Os04g0559400	A4A49_61221	17.0732	64.8148
Os04g0559800	A4A49_03358	59.1723	59.3049
Os04g0559800	A4A49_07091	52.5727	55.5556
Os04g0559800	A4A49_20909	57.6063	57.9303
Os04g0560100	A4A49_07090	66.9725	66.1232
Os04g0560100	A4A49_09871	66.6055	67.4721
Os04g0560200	A4A49_08867	59.6899	69.3694
Os04g0560300	A4A49_00724	66.9544	55.5215
Os04g0560300	A4A49_34200	65.1048	53.9326
Os04g0560600	A4A49_36841	64.1651	62.6374
Os04g0560600	A4A49_38052	62.1013	64.902
Os04g0561200	A4A49_05807	41.9512	41.1483
Os04g0561200	A4A49_24962	49.2683	50.7538
Os04g0561500	A4A49_25601	65.3586	60.1494
Os04g0561500	A4A49_43536	27.6049	61.8182
Os04g0561800	A4A49_24908	20.9302	22.8814
Os04g0561800	A4A49_24911	20.6718	22.1607
Os04g0561900	A4A49_25001	61.5523	63.0314
Os04g0561900	A4A49_25002	61.1913	62.3162
Os04g0562000	A4A49_21223	44.6686	45.0581
Os04g0562000	A4A49_37436	43.804	43.1818
Os04g0562100	A4A49_40491	55.2734	55.3816
Os04g0562500	A4A49_07333	10.962	16.4983
Os04g0562800	A4A49_25805	40.3285	25
Os04g0563000	A4A49_20166	60.6884	56.4924
Os04g0563000	A4A49_23418	59.7826	57.9965
Os04g0563000	A4A49_25679	55.0725	56.5056
Os04g0563000	A4A49_27841	60.6884	55.6478
Os04g0563100	A4A49_03196	62.1277	59.5918
Os04g0563100	A4A49_43867	50.2128	63.7838
Os04g0563700	A4A49_01833	52.381	49.4382
Os04g0563700	A4A49_05136	50.2381	51.4634
Os04g0563700	A4A49_20167	52.381	49.5495
Os04g0563700	A4A49_35618	53.0952	51.1468
Os04g0563801	A4A49_01842	69.5506	47.7992
Os04g0563900	A4A49_02957	52.4211	60.1449
Os04g0563900	A4A49_20108	46.7368	51.8692
Os04g0563900	A4A49_22648	51.3684	59.3674
Os04g0564000	A4A49_33038	25.4438	26.875
Os04g0564600	A4A49_22459	38.6364	14.0496
Os04g0564600	A4A49_27498	37.8788	36.2319
Os04g0564600	A4A49_35703	22.7273	11.1524
Os04g0564600	A4A49_36484	35.6061	26.257
Os04g0564700	A4A49_22458	40	38.8626
Os04g0565200	A4A49_02821	39.6552	39.6552
Os04g0565200	A4A49_03658	9.05172	41.5842
Os04g0565200	A4A49_03944	15.5172	30
Os04g0565200	A4A49_13946	31.25	16.0754
Os04g0565200	A4A49_20123	31.681	31.5451
Os04g0565200	A4A49_22983	35.1293	34.6072
Os04g0565200	A4A49_28736	21.1207	33.91
Os04g0565200	A4A49_29493	36.8534	33.3333
Os04g0565200	A4A49_30575	41.5948	42.6049
Os04g0565200	A4A49_30577	40.5172	40.4301
Os04g0565200	A4A49_36017	33.8362	31.9106
Os04g0565200	A4A49_40888	22.8448	29.5265
Os04g0565200	A4A49_40889	43.5345	42.7966
Os04g0565200	A4A49_41120	39.0086	39.5196
Os04g0565200	A4A49_44762	26.9397	31.25
Os04g0565200	A4A49_60650	9.05172	41.5842
Os04g0565200	A4A49_61184	21.1207	37.5479
Os04g0565400	A4A49_02821	40.7328	40.7328
Os04g0565400	A4A49_03658	9.48276	43.5644
Os04g0565400	A4A49_03944	15.0862	29.1667
Os04g0565400	A4A49_13946	31.25	16.0754
Os04g0565400	A4A49_20123	32.5431	32.4034
Os04g0565400	A4A49_22983	33.8362	33.3333
Os04g0565400	A4A49_28736	21.3362	34.2561
Os04g0565400	A4A49_29493	37.5	33.9181
Os04g0565400	A4A49_30575	41.8103	42.8256
Os04g0565400	A4A49_30577	41.1638	41.0753
Os04g0565400	A4A49_36017	33.8362	31.9106
Os04g0565400	A4A49_40888	23.0603	29.805
Os04g0565400	A4A49_40889	43.75	43.0085
Os04g0565400	A4A49_41120	39.4397	39.9563
Os04g0565400	A4A49_44762	26.9397	31.25
Os04g0565400	A4A49_60650	8.83621	40.5941
Os04g0565400	A4A49_61184	20.9052	37.1647
Os04g0565500	A4A49_20437	53.4118	52.7907
Os04g0565500	A4A49_27494	58.3529	58.216
Os04g0565500	A4A49_30108	57.6471	57.783
Os04g0565500	A4A49_30109	59.5294	59.5294
Os04g0565500	A4A49_31887	61.6471	61.6471
Os04g0565900	A4A49_32744	23.445	22.1219
Os04g0566400	A4A49_40627	19.739	65.7609
Os04g0566500	A4A49_34628	76.6576	79.7732
Os04g0566500	A4A49_36480	73.4787	76.177
Os04g0566700	A4A49_43264	28.3422	28.6486
Os04g0566700	A4A49_56567	28.3422	28.6486
Os04g0567200	A4A49_16784	38.5965	41.25
Os04g0567200	A4A49_33363	44.2495	45.5823
Os04g0567700	A4A49_16782	80.2548	80.2548
Os04g0567700	A4A49_18797	77.707	77.707
Os04g0567700	A4A49_62874	83.4395	83.4395
Os04g0567800	A4A49_16781	34.4353	39.8089
Os04g0567800	A4A49_26058	29.4766	38.9091
Os04g0567800	A4A49_33562	33.8843	46.2406
Os04g0567800	A4A49_35425	31.405	45.6
Os04g0568400	A4A49_22452	37.8223	36.7177
Os04g0568400	A4A49_32864	40.6877	39.011
Os04g0568600	A4A49_40701	62.5641	60.396
Os04g0568700	A4A49_18519	17.7049	51.4286
Os04g0568800	A4A49_27076	38.1188	6.73666
Os04g0568900	A4A49_29216	64.1694	50.6427
Os04g0568900	A4A49_41006	54.0717	46.1111
Os04g0569000	A4A49_30058	76.1194	82.5243
Os04g0569000	A4A49_40673	82.3881	83.1325
Os04g0569300	A4A49_34800	54.9708	58.75
Os04g0569400	A4A49_24391	66.3823	64.9416
Os04g0569900	A4A49_02620	46.9828	43.1683
Os04g0569900	A4A49_30059	39.0086	38.4289
Os04g0569900	A4A49_31904	31.0345	36.8286
Os04g0569900	A4A49_34798	41.1638	38.7424
Os04g0570000	A4A49_34730	58.3658	63.0252
Os04g0570800	A4A49_21699	62.8483	62.6543
Os04g0570800	A4A49_37254	61.9195	62.8931
Os04g0571200	A4A49_40306	34.252	36.5546
Os04g0571300	A4A49_24477	51.9737	54.8611
Os04g0571300	A4A49_35789	52.3026	55.4007
Os04g0571600	A4A49_12491	55	59.6899
Os04g0571600	A4A49_25540	54.2857	59.2593
Os04g0571800	A4A49_39617	38.6139	38.6139
Os04g0572200	A4A49_10988	45.1456	46.2687
Os04g0572200	A4A49_37471	41.7476	41.5459
Os04g0572400	A4A49_07601	42.9224	43.1193
Os04g0572400	A4A49_25089	44.2922	44.7005
Os04g0572400	A4A49_29131	42.9224	43.318
Os04g0572400	A4A49_29132	43.8356	44.8598
Os04g0572400	A4A49_29133	44.2922	44.4954
Os04g0572400	A4A49_30862	42.0091	37.247
Os04g0572700	A4A49_38563	29.3023	14.3182
Os04g0572700	A4A49_38783	23.2558	13.6612
Os04g0572800	A4A49_38566	45.3782	52.4272
Os04g0572800	A4A49_38567	49.5798	48.7603
Os04g0572800	A4A49_56163	49.5798	48.7603
Os04g0573200	A4A49_38553	59.6154	58.8608
Os04g0574100	A4A49_16856	39.8734	38.809
Os04g0574100	A4A49_21120	39.2405	39.5745
Os04g0574100	A4A49_21452	38.1857	36.2725
Os04g0574100	A4A49_22891	40.0844	36.965
Os04g0574100	A4A49_28271	45.7806	44.4672
Os04g0574200	A4A49_40191	52.6682	53.7915
Os04g0574700	A4A49_22391	60.2076	62.4776
Os04g0574800	A4A49_03138	72.8571	71.0306
Os04g0576300	A4A49_14928	75.8794	36.1244
Os04g0576300	A4A49_39430	75.8794	25.1248
Os04g0576800	A4A49_04914	48.5876	43
Os04g0577300	A4A49_27695	45.5814	50.1279
Os04g0577700	A4A49_58300	13.8965	28.4916
Os04g0578000	A4A49_28180	59.4203	58.5714
Os04g0578000	A4A49_38026	60.2484	59.8765
Os04g0578200	A4A49_11848	46.9636	46.9636
Os04g0578400	A4A49_26103	58.2524	58.2524
Os04g0578400	A4A49_35445	58.8997	59.2834
Os04g0578600	A4A49_01376	46.3252	29.2135
Os04g0578600	A4A49_28447	50.5568	31.5278
Os04g0578700	A4A49_27066	45.9924	46.3462
Os04g0578800	A4A49_11849	41.4122	56.3636
Os04g0579200	A4A49_45059	39.6226	50.9091
Os04g0579700	A4A49_39457	67.5422	56.4263
Os04g0580300	A4A49_35775	35.7027	34.5312
Os04g0580800	A4A49_31576	31.4815	27.2727
Os04g0581000	A4A49_31803	64.7059	65.2819
Os04g0581300	A4A49_38503	69.7674	72.2892
Os04g0581502	A4A49_24278	50	12.7049
Os04g0581502	A4A49_35062	46.7742	11.2403
Os04g0581800	A4A49_31615	52.459	46.3768
Os04g0582000	A4A49_13603	25.9074	19.4549
Os04g0582600	A4A49_13603	27.7545	18.703
Os04g0582700	A4A49_13603	9.94854	5.45113
Os04g0582900	A4A49_13603	0.757576	0.093985
Os04g0583101	A4A49_39224	42.7393	41.9773
Os04g0583500	A4A49_30921	62.6459	60.2996
Os04g0583500	A4A49_37409	61.0895	60.6178
Os04g0583700	A4A49_39411	38.8781	37.1191
Os04g0583900	A4A49_36424	30.6695	28.7449
Os04g0583900	A4A49_37597	28.2937	28.1116
Os04g0584800	A4A49_36784	47.8469	46.1894
Os04g0584900	A4A49_37468	42.6332	38.0952
Os04g0585200	A4A49_28096	54.6296	31.7204
Os04g0585200	A4A49_37064	49.0741	29.3792
Os04g0585300	A4A49_08465	51.5254	49.7545
Os04g0585400	A4A49_00873	53.3149	50.5236
Os04g0585400	A4A49_42008	49.1713	48.5014
Os04g0585700	A4A49_05362	26.6667	40
Os04g0585900	A4A49_05362	28.5714	34
Os04g0586000	A4A49_05362	29.1339	37
Os04g0586100	A4A49_05362	35.0515	34
Os04g0586200	A4A49_05362	34.6154	36
Os04g0586700	A4A49_37863	27.8552	27.248
Os04g0588200	A4A49_26838	4.3082	41.6
Os04g0588200	A4A49_36414	34.1342	38.29
Os04g0588200	A4A49_39937	7.6222	50.8287
Os04g0588200	A4A49_40252	6.37945	53.1034
Os04g0588200	A4A49_40253	31.483	58.193
Os04g0588200	A4A49_44382	4.39105	31.3609
Os04g0588200	A4A49_63867	9.36205	65.6977
Os04g0589600	A4A49_59869	56.2201	66.9516
Os04g0589900	A4A49_07907	44.0633	38.8372
Os04g0589900	A4A49_25560	43.5356	44.4744
Os04g0590200	A4A49_18536	59.3443	66.5441
Os04g0590400	A4A49_06554	46.8553	39.8929
Os04g0590400	A4A49_07109	41.8239	40.1207
Os04g0590400	A4A49_26510	40.566	36.3893
Os04g0590400	A4A49_26821	47.327	40.0799
Os04g0590400	A4A49_28479	43.7107	37.4663
Os04g0590400	A4A49_39748	44.9686	38.3893
Os04g0590400	A4A49_41610	45.4403	38.8964
Os04g0591100	A4A49_18262	58.2329	66.8203
Os04g0591300	A4A49_37072	33.5196	24.7934
Os04g0592600	A4A49_02641	59.0551	78.534
Os04g0592600	A4A49_41071	11.811	34.0909
Os04g0592700	A4A49_17542	6.28507	39.1608
Os04g0593200	A4A49_38405	30	30
Os04g0593400	A4A49_22997	32.2981	33.121
Os04g0593500	A4A49_22997	29.8246	32.4841
Os04g0593600	A4A49_41950	54.0284	17.1946
Os04g0593700	A4A49_41950	37.6623	17.4962
Os04g0593800	A4A49_41950	29.3578	4.82655
Os04g0594400	A4A49_05299	50.6369	57.8182
Os04g0594400	A4A49_18598	54.4586	61.5108
Os04g0594500	A4A49_05890	28.9062	31.0924
Os04g0594700	A4A49_05890	25.8786	22.6891
Os04g0594800	A4A49_15351	46.6757	65.1515
Os04g0594800	A4A49_62442	14.9254	66.6667
Os04g0596300	A4A49_25861	46.9136	46.9136
Os04g0596500	A4A49_20070	51.372	46.547
Os04g0596900	A4A49_16562	73.6318	71.1538
Os04g0597000	A4A49_16561	63.37	63.8376
Os04g0597000	A4A49_17241	66.3004	52.4638
Os04g0597300	A4A49_03319	41.0628	36.9565
Os04g0597900	A4A49_23683	20.3846	7.01058
Os04g0598000	A4A49_24818	36.1345	34.9594
Os04g0598000	A4A49_35211	46.2185	43.6508
Os04g0598300	A4A49_04220	59.126	55.2885
Os04g0598900	A4A49_22287	40.1316	38.8535
Os04g0598900	A4A49_25533	37.6316	38.8587
Os04g0599000	A4A49_22287	41.8539	37.9618
Os04g0599000	A4A49_25533	40.1685	38.8587
Os04g0599400	A4A49_08572	53.869	42.5882
Os04g0599800	A4A49_24893	57.9365	65.3244
Os04g0599900	A4A49_01793	47.4747	47.2362
Os04g0599900	A4A49_06082	46.633	50.8257
Os04g0600000	A4A49_12085	17.3469	6.56371
Os04g0600100	A4A49_26942	79.2308	46.8182
Os04g0600200	A4A49_09562	19.5783	54.6218
Os04g0600200	A4A49_62434	15.6627	53.6082
Os04g0600300	A4A49_09562	17.9104	50.4202
Os04g0600300	A4A49_62434	14.6269	50.5155
Os04g0600500	A4A49_33866	41.3146	26.6667
Os04g0600800	A4A49_22039	80.9829	80.8102
Os04g0601700	A4A49_29464	72.7273	72.7273
Os04g0601800	A4A49_06175	92.3913	36.9565
Os04g0601800	A4A49_61045	78.2609	30.3797
Os04g0601800	A4A49_61681	91.3043	37.5
Os04g0602200	A4A49_26798	57.4932	39.3657
Os04g0602500	A4A49_14620	47.8541	55.4726
Os04g0603400	A4A49_40484	39.1304	37.8947
Os04g0603800	A4A49_00833	31.7073	4.6595
Os04g0603800	A4A49_08031	49.5935	3.99476
Os04g0603800	A4A49_62696	43.0894	15.407
Os04g0605200	A4A49_03714	49.7297	45.7711
Os04g0605300	A4A49_02302	57.9545	56.1983
Os04g0605500	A4A49_23243	67.9228	68.4893
Os04g0605900	A4A49_32581	78.6885	78.3673
Os04g0605900	A4A49_64780	79.0984	79.7521
Os04g0606200	A4A49_01644	42.2535	44.1176
Os04g0606200	A4A49_55827	42.2535	50
Os04g0606200	A4A49_62480	39.4366	49.1228
Os04g0606400	A4A49_38260	43.007	71.7201
Os04g0606500	A4A49_10427	67.6349	69.0678
Os04g0606500	A4A49_30057	70.7469	70.1646
Os04g0606700	A4A49_09257	31.1765	25.3589
Os04g0606700	A4A49_12154	29.4118	33.3333
Os04g0606800	A4A49_09254	39.9281	37.2483
Os04g0606900	A4A49_24627	54.5918	57.8378
Os04g0607000	A4A49_32431	62.5571	56.1475
Os04g0607100	A4A49_25690	61.5385	32.57
Os04g0607150	A4A49_22596	29.589	23.7363
Os04g0607500	A4A49_07150	36.7754	38.2298
Os04g0607583	A4A49_07150	28.866	15.8192
Os04g0608300	A4A49_05315	42.0455	31.8966
Os04g0608500	A4A49_05862	71.1039	21.9659
Os04g0608500	A4A49_24355	73.3766	22.6908
Os04g0608800	A4A49_37636	33.6268	31.3629
Os04g0609200	A4A49_25410	50.9804	10.8787
Os04g0609200	A4A49_25412	50.9804	10.8787
Os04g0609300	A4A49_11750	45.4936	44.6316
Os04g0609500	A4A49_11750	43.326	41.6842
Os04g0610600	A4A49_23715	16.4234	16.8539
Os04g0611200	A4A49_09418	11.8993	30.4094
Os04g0611200	A4A49_17703	35.4691	35.9629
Os04g0611200	A4A49_52461	13.9588	30.5
Os04g0611300	A4A49_06484	47.0588	49.1228
Os04g0611500	A4A49_31906	2.23881	6.06061
Os04g0611500	A4A49_39727	68.6567	43.6536
Os04g0611700	A4A49_64506	5.81867	29.8611
Os04g0611800	A4A49_64506	6.48148	34.0278
Os04g0612000	A4A49_64506	1.9536	11.1111
Os04g0612600	A4A49_38572	78.7456	77.6632
Os04g0612700	A4A49_08762	52.7704	55.7103
Os04g0612700	A4A49_38785	53.8259	56.6667
Os04g0612700	A4A49_64415	43.0079	55.2542
Os04g0612900	A4A49_21115	52.3364	42.1053
Os04g0612900	A4A49_57474	33.6449	51.4286
Os04g0612900	A4A49_58718	52.3364	52.8302
Os04g0613000	A4A49_04408	47.5275	46.7568
Os04g0613000	A4A49_25087	46.1538	48.9796
Os04g0613000	A4A49_32895	49.1758	52.1866
Os04g0613200	A4A49_31908	51.4	50.4912
Os04g0613400	A4A49_06452	73.3129	75.3943
Os04g0613400	A4A49_13304	41.7178	44.1558
Os04g0613400	A4A49_34666	35.5828	44.4444
Os04g0613500	A4A49_09647	90	45.283
Os04g0613500	A4A49_60485	88.75	44.6541
Os04g0613600	A4A49_09647	89.441	90.566
Os04g0613600	A4A49_60485	88.1988	89.3082
Os04g0613900	A4A49_03846	37.5474	66
Os04g0613900	A4A49_30528	75.8533	76.0456
Os04g0614000	A4A49_18642	72.9097	73.4007
Os04g0614500	A4A49_33872	69.6177	68.1102
Os04g0614500	A4A49_61390	69.2153	73.8197
Os04g0614600	A4A49_33872	72.6744	73.8189
Os04g0614600	A4A49_61390	68.4109	75.7511
Os04g0614650	A4A49_27637	24.2009	28.2129
Os04g0614700	A4A49_27637	22.2892	2.81369
Os04g0615000	A4A49_01638	65.8076	65.1361
Os04g0615000	A4A49_06064	32.3024	54.6512
Os04g0615000	A4A49_60548	64.0893	63.6519
Os04g0615100	A4A49_01639	61.1632	60.4824
Os04g0615700	A4A49_38573	40.2321	38.4829
Os04g0615800	A4A49_38573	43.7859	21.1841
Os04g0616000	A4A49_37264	52.8846	48.8166
Os04g0616100	A4A49_37263	44.8598	37.5
Os04g0616200	A4A49_10154	57.3171	18.2171
Os04g0616400	A4A49_10154	54.878	34.8837
Os04g0616500	A4A49_10154	55.5664	55.1357
Os04g0616600	A4A49_10154	56.9288	14.7287
Os04g0616700	A4A49_10154	40.0196	39.6318
Os04g0617050	A4A49_28085	32.3741	34.8837
Os04g0617050	A4A49_40885	29.4964	36.9369
Os04g0617350	A4A49_54847	20.8333	18.1818
Os04g0617350	A4A49_58533	19.7917	17.9245
Os04g0617600	A4A49_11651	51.2766	52.2777
Os04g0617700	A4A49_16006	42.623	10.7884
Os04g0618050	A4A49_18312	44.0771	39.5062
Os04g0618950	A4A49_04802	26.2537	21.09
Os04g0619400	A4A49_27654	59.9462	56.4557
Os04g0619400	A4A49_57461	36.0215	58.5153
Os04g0619500	A4A49_05542	67.4923	66.6667
Os04g0619600	A4A49_05569	56.5166	54.7646
Os04g0619700	A4A49_34918	50.8803	51.8851
Os04g0619700	A4A49_38943	49.1197	51.6667
Os04g0620000	A4A49_05255	74.1242	74.4904
Os04g0620400	A4A49_16897	63.5401	53.3672
Os04g0622000	A4A49_38824	22.6744	12.7036
Os04g0622000	A4A49_41526	20.3488	11.6086
Os04g0622800	A4A49_38824	40.5145	20.5212
Os04g0622800	A4A49_41526	37.299	19.2371
Os04g0623100	A4A49_38824	37.9386	28.1759
Os04g0623100	A4A49_41526	34.6491	26.2023
Os04g0623300	A4A49_25916	72.7273	71.8367
Os04g0623700	A4A49_29513	56.8182	60
Os04g0623800	A4A49_01559	79.1667	79.5566
Os04g0624400	A4A49_31790	0	0
Os04g0624450	A4A49_31790	20.8122	36.9369
Os04g0624500	A4A49_31790	7.7193	39.6396
Os04g0624600	A4A49_09917	55.3454	53.8831
Os04g0624800	A4A49_05299	38.5638	52.7273
Os04g0624800	A4A49_18598	42.5532	57.554
Os04g0625000	A4A49_09995	40.5172	41.2281
Os04g0625000	A4A49_25625	42.5287	44.0476
Os04g0625000	A4A49_36860	28.592	32.3052
Os04g0625800	A4A49_26720	8.94118	51.3514
Os04g0626400	A4A49_05127	60.8187	62.0896
Os04g0627000	A4A49_02283	75.7679	60.6557
Os04g0627000	A4A49_28564	76.9625	61.7808
Os04g0627000	A4A49_31875	74.4027	59.9725
Os04g0627000	A4A49_58084	3.75427	12.4294
Os04g0627200	A4A49_27022	79.9107	78.1659
Os04g0627900	A4A49_19378	23.7705	51.7857
Os04g0628100	A4A49_13911	77.0408	86.2857
Os04g0628100	A4A49_63164	97.7041	83.8074
Os04g0628200	A4A49_06156	43.8283	39.9023
Os04g0628600	A4A49_60139	5.87262	43.8272
Os04g0628900	A4A49_27420	32.9545	36.8644
Os04g0629000	A4A49_27421	51.8395	58.0524
Os04g0629100	A4A49_27423	51.1494	55.0515
Os04g0629500	A4A49_18541	30.0752	52.6316
Os04g0629500	A4A49_36596	48.8722	51.5873
Os04g0629600	A4A49_51879	13.3127	26.7081
Os04g0629600	A4A49_56366	13.9319	28.481
Os04g0629600	A4A49_56652	13.9319	28.8462
Os04g0629600	A4A49_56730	14.2415	29.1139
Os04g0629600	A4A49_56783	13.0031	28.5714
Os04g0629600	A4A49_57453	14.8607	30.3797
Os04g0629600	A4A49_58607	14.5511	30.9211
Os04g0629600	A4A49_58796	13.6223	27.8481
Os04g0629600	A4A49_59320	14.2415	29.1139
Os04g0629600	A4A49_60010	14.5511	29.7468
Os04g0629600	A4A49_61366	14.5511	29.7468
Os04g0629600	A4A49_61485	15.1703	31.0127
Os04g0629600	A4A49_62392	11.7647	20.6522
Os04g0629600	A4A49_63128	14.8607	30.7692
Os04g0629600	A4A49_64420	15.1703	31.0127
Os04g0629600	A4A49_65120	14.2415	29.1139
Os04g0629700	A4A49_36164	51.9704	52.75
Os04g0630000	A4A49_09187	57.315	40.9594
Os04g0631100	A4A49_26918	59.9515	45.9108
Os04g0631100	A4A49_30944	59.466	46.0526
Os04g0631600	A4A49_34941	26.087	34.9693
Os04g0631600	A4A49_39248	30.2059	29.4643
Os04g0631600	A4A49_40551	29.0618	30.3828
Os04g0631800	A4A49_00181	32.3961	42.8803
Os04g0631800	A4A49_01158	39.6088	38.7097
Os04g0631800	A4A49_08661	35.0856	40.9415
Os04g0631800	A4A49_12130	20.7824	48.8506
Os04g0631800	A4A49_27601	39.2421	39.8263
Os04g0631800	A4A49_42348	27.8729	42.2222
Os04g0631800	A4A49_56658	17.4817	62.4454
Os04g0634700	A4A49_05728	65.3307	63.7965
Os04g0635000	A4A49_05506	42.268	46.0674
Os04g0635000	A4A49_05508	42.268	47.6744
Os04g0635000	A4A49_05509	38.1443	43.0233
Os04g0635000	A4A49_08206	37.1134	40
Os04g0635000	A4A49_20337	31.9588	32.9787
Os04g0635000	A4A49_40578	40.2062	45.8824
Os04g0635000	A4A49_57985	41.2371	47.0588
Os04g0635000	A4A49_60171	40.2062	45.8824
Os04g0635100	A4A49_05506	54.6512	52.809
