Gene stable ID	Triticum urartu gene stable ID	%id. target Triticum urartu gene identical to query gene	%id. query gene identical to target Triticum urartu gene
Os04g0326100	TRIUR3_16503	59.0726	73.9899
Os04g0326100	TRIUR3_16504	76.2097	65.5113
Os04g0326201	TRIUR3_16503	67.931	49.7475
Os04g0326201	TRIUR3_16504	72.7586	36.5685
Os04g0328900	TRIUR3_06118	25.5319	29.7521
Os04g0328900	TRIUR3_27888	24.8227	29.4118
Os04g0328900	TRIUR3_30483	24.1135	37.7778
Os04g0329200	TRIUR3_06118	33.3333	32.2314
Os04g0329200	TRIUR3_27888	33.3333	32.7731
Os04g0329200	TRIUR3_30483	34.188	44.4444
Os04g0329300	TRIUR3_06118	34.188	33.0578
Os04g0329300	TRIUR3_27888	34.188	33.6134
Os04g0329300	TRIUR3_30483	35.0427	45.5556
Os04g0332700	TRIUR3_27085	16.8	25.1497
Os04g0334700	TRIUR3_28961	41.4938	30.4414
Os04g0334951	TRIUR3_28961	44.5728	29.376
Os04g0336600	TRIUR3_28961	41.4938	30.4414
Os04g0337000	TRIUR3_28961	67.6012	33.0289
Os04g0337201	TRIUR3_11815	81.4469	67.4396
Os04g0338000	TRIUR3_11812	82.3362	84.0116
Os04g0338000	TRIUR3_11813	53.5613	84.6847
Os04g0338000	TRIUR3_13706	83.1909	82.7195
Os04g0339400	TRIUR3_19778	78.3099	78.3099
Os04g0339400	TRIUR3_19779	78.0282	80.5233
Os04g0339400	TRIUR3_30632	78.8732	80.6916
Os04g0340300	TRIUR3_05419	50.7513	51.0067
Os04g0340300	TRIUR3_05923	38.5643	52.9817
Os04g0340300	TRIUR3_08452	44.7412	51.6378
Os04g0340300	TRIUR3_23816	28.3806	40.8654
Os04g0340300	TRIUR3_28960	43.2387	51.0848
Os04g0344100	TRIUR3_05419	57.2744	52.1812
Os04g0344100	TRIUR3_05923	47.8821	59.633
Os04g0344100	TRIUR3_08452	51.3812	53.7572
Os04g0344100	TRIUR3_23816	31.6759	41.3462
Os04g0344100	TRIUR3_28960	48.9871	52.4655
Os04g0344400	TRIUR3_05419	52.1053	49.8322
Os04g0344400	TRIUR3_05923	42.1053	55.0459
Os04g0344400	TRIUR3_08452	48.2456	52.9865
Os04g0344400	TRIUR3_23816	28.2456	38.7019
Os04g0344400	TRIUR3_28960	43.8596	49.3097
Os04g0345400	TRIUR3_05419	55.098	47.1477
Os04g0345400	TRIUR3_05923	46.2745	54.1284
Os04g0345400	TRIUR3_08452	53.5294	52.6012
Os04g0345400	TRIUR3_23816	30.5882	37.5
Os04g0345400	TRIUR3_28960	50.3922	50.6903
Os04g0345800	TRIUR3_28600	22.2222	22.7273
Os04g0346000	TRIUR3_33837	75.2809	75.5639
Os04g0346800	TRIUR3_17136	59.8837	61.6766
Os04g0347200	TRIUR3_17137	47.5083	51.6245
Os04g0347400	TRIUR3_03112	24.6862	15.8602
Os04g0347700	TRIUR3_29897	80.8612	9.34735
Os04g0347800	TRIUR3_29897	65.493	15.4314
Os04g0347900	TRIUR3_29275	28.436	32.1429
Os04g0348100	TRIUR3_16826	60.424	69.2308
Os04g0348300	TRIUR3_09033	81.893	75.1653
Os04g0348300	TRIUR3_30901	79.4239	53.4256
Os04g0348400	TRIUR3_32388	72.1133	56.5812
Os04g0349401	TRIUR3_16828	32.9268	34.7938
Os04g0349500	TRIUR3_26281	90.4977	72.9927
Os04g0349700	TRIUR3_31682	77.0925	42.4757
Os04g0350000	TRIUR3_00179	46.3446	35.8948
Os04g0350000	TRIUR3_00184	48.3029	48.5564
Os04g0350000	TRIUR3_01213	39.8172	45.6587
Os04g0350000	TRIUR3_01528	27.8068	40.6489
Os04g0350000	TRIUR3_01807	49.8695	45.7485
Os04g0350000	TRIUR3_01813	36.8146	48.2051
Os04g0350000	TRIUR3_01814	52.3499	49.5062
Os04g0350000	TRIUR3_05631	43.342	49.1852
Os04g0350000	TRIUR3_05964	30.5483	33.2386
Os04g0350000	TRIUR3_07370	45.1697	48.1894
Os04g0350000	TRIUR3_08177	26.1097	35.524
Os04g0350000	TRIUR3_09374	46.3446	44.375
Os04g0350000	TRIUR3_17849	42.2976	44.5055
Os04g0350000	TRIUR3_18716	42.1671	46.6763
Os04g0350000	TRIUR3_20712	46.0835	36.4293
Os04g0350000	TRIUR3_22190	23.2376	32.0721
Os04g0350000	TRIUR3_28715	10.4439	34.4828
Os04g0350000	TRIUR3_28808	28.0679	43.6105
Os04g0350300	TRIUR3_34807	77.0328	57.5693
Os04g0350700	TRIUR3_34826	52.0913	29.3991
Os04g0351333	TRIUR3_00179	41.9795	37.3104
Os04g0351333	TRIUR3_00184	43.1172	49.7375
Os04g0351333	TRIUR3_01213	37.5427	49.4012
Os04g0351333	TRIUR3_01528	24.9147	41.7939
Os04g0351333	TRIUR3_01807	40.7281	42.8743
Os04g0351333	TRIUR3_01813	29.2378	43.9316
Os04g0351333	TRIUR3_01814	44.3686	48.1481
Os04g0351333	TRIUR3_05631	38.339	49.9259
Os04g0351333	TRIUR3_05964	26.0523	32.5284
Os04g0351333	TRIUR3_07370	38.7941	47.493
Os04g0351333	TRIUR3_08177	19.6815	30.7282
Os04g0351333	TRIUR3_09374	37.6564	41.375
Os04g0351333	TRIUR3_17849	39.1354	47.2527
Os04g0351333	TRIUR3_18716	39.7042	50.4335
Os04g0351333	TRIUR3_20712	40.7281	36.9453
Os04g0351333	TRIUR3_22190	18.2025	28.8288
Os04g0351333	TRIUR3_28715	8.41866	31.8966
Os04g0351333	TRIUR3_28808	22.7531	40.568
Os04g0352400	TRIUR3_28777	82.2222	82.646
Os04g0353600	TRIUR3_05777	58.7525	58.4
Os04g0353600	TRIUR3_23568	52.5151	60.8392
Os04g0354200	TRIUR3_01171	9.74684	35.6481
Os04g0354200	TRIUR3_08583	8.48101	17.4935
Os04g0354200	TRIUR3_20868	7.08861	20.3636
Os04g0354200	TRIUR3_24338	4.17722	40.7407
Os04g0354200	TRIUR3_28673	9.62025	35.1852
Os04g0354400	TRIUR3_05777	53.816	55
Os04g0354400	TRIUR3_23568	52.8376	62.9371
Os04g0354600	TRIUR3_05777	59.519	59.4
Os04g0354600	TRIUR3_23568	53.507	62.2378
Os04g0355500	TRIUR3_05777	59.1954	20.6
Os04g0355500	TRIUR3_23568	59.1954	24.0093
Os04g0357000	TRIUR3_33078	13.9785	23.6364
Os04g0357300	TRIUR3_03328	71.4286	62.1302
Os04g0357700	TRIUR3_04927	32	29.6296
Os04g0357700	TRIUR3_04929	33.6	38.8889
Os04g0357700	TRIUR3_04931	28.8	38.2979
Os04g0357700	TRIUR3_04932	32.8	35.3448
Os04g0357700	TRIUR3_10671	40.8	47.2222
Os04g0357700	TRIUR3_32802	29.6	52.8571
Os04g0357700	TRIUR3_34857	27.2	26.1538
Os04g0358000	TRIUR3_26329	66.2461	72.4138
Os04g0359100	TRIUR3_26329	65.3614	74.8276
Os04g0359700	TRIUR3_26329	57.3407	71.3793
Os04g0360500	TRIUR3_17923	49.6711	51.3605
Os04g0360650	TRIUR3_24847	42.963	31.2668
Os04g0361500	TRIUR3_17923	33.6066	69.7279
Os04g0363700	TRIUR3_14192	82.8829	38.0165
Os04g0364800	TRIUR3_19938	32.2404	50.4273
Os04g0365100	TRIUR3_08554	41.1376	50.0805
Os04g0365100	TRIUR3_34077	16.9312	50.3937
Os04g0366000	TRIUR3_08554	41.0842	46.3768
Os04g0366000	TRIUR3_34077	19.2582	53.1496
Os04g0369000	TRIUR3_02050	27.0073	21.6374
Os04g0369000	TRIUR3_02053	3.64964	1.47059
Os04g0369000	TRIUR3_02055	25.5474	8.75
Os04g0369000	TRIUR3_02056	2.91971	2.15054
Os04g0369000	TRIUR3_03623	1.45985	0.641026
Os04g0369000	TRIUR3_04664	28.4672	4.93671
Os04g0369000	TRIUR3_04667	27.7372	7.15631
Os04g0369000	TRIUR3_08743	29.1971	3.861
Os04g0369000	TRIUR3_29732	27.0073	3.33333
Os04g0369066	TRIUR3_00930	36.5169	33.5052
Os04g0369066	TRIUR3_06396	30.3371	25.058
Os04g0369066	TRIUR3_06494	41.573	55.4307
Os04g0369066	TRIUR3_06988	43.8202	27.1777
Os04g0369066	TRIUR3_06989	42.6966	35.1852
Os04g0369066	TRIUR3_06990	42.1348	27.5735
Os04g0369066	TRIUR3_14808	52.809	31.1774
Os04g0369066	TRIUR3_14809	51.1236	27.3273
Os04g0369066	TRIUR3_19689	46.6292	29.8025
Os04g0369066	TRIUR3_21155	50.5618	29.9003
Os04g0370300	TRIUR3_00479	60.4167	24.7863
Os04g0370300	TRIUR3_00490	62.5	23.9521
Os04g0370300	TRIUR3_00520	47.3958	16.25
Os04g0370300	TRIUR3_00592	0	0
Os04g0370300	TRIUR3_09159	58.3333	23.5789
Os04g0370300	TRIUR3_13722	47.9167	21.2471
Os04g0370300	TRIUR3_14840	53.6458	19.1095
Os04g0370300	TRIUR3_16726	0.520833	0.348432
Os04g0370300	TRIUR3_22568	60.4167	23.8193
Os04g0370300	TRIUR3_23563	60.4167	40
Os04g0370300	TRIUR3_33517	21.875	14.7887
Os04g0370300	TRIUR3_34112	55.7292	14.538
Os04g0370300	TRIUR3_34625	60.4167	32.6761
Os04g0370300	TRIUR3_35252	60.9375	19.3069
Os04g0370500	TRIUR3_00479	53.527	55.1282
Os04g0370500	TRIUR3_00490	55.6017	53.493
Os04g0370500	TRIUR3_00520	51.4523	44.2857
Os04g0370500	TRIUR3_00592	29.2531	49.3007
Os04g0370500	TRIUR3_09159	53.527	54.3158
Os04g0370500	TRIUR3_13722	44.1909	49.1917
Os04g0370500	TRIUR3_14840	52.4896	46.9388
Os04g0370500	TRIUR3_16726	29.0456	48.7805
Os04g0370500	TRIUR3_22568	54.1494	53.5934
Os04g0370500	TRIUR3_23563	34.4398	57.2414
Os04g0370500	TRIUR3_33517	32.5726	55.2817
Os04g0370500	TRIUR3_34112	52.6971	34.5109
Os04g0370500	TRIUR3_34625	41.2863	56.0563
Os04g0370500	TRIUR3_35252	54.3568	43.2343
Os04g0370600	TRIUR3_00479	55.7411	57.0513
Os04g0370600	TRIUR3_00490	56.1587	53.6926
Os04g0370600	TRIUR3_00520	52.1921	44.6429
Os04g0370600	TRIUR3_00592	30.2714	50.6993
Os04g0370600	TRIUR3_09159	53.8622	54.3158
Os04g0370600	TRIUR3_13722	44.6764	49.4226
Os04g0370600	TRIUR3_14840	53.2359	47.3098
Os04g0370600	TRIUR3_16726	30.0626	50.1742
Os04g0370600	TRIUR3_22568	56.1587	55.2361
Os04g0370600	TRIUR3_23563	34.238	56.5517
Os04g0370600	TRIUR3_33517	33.8205	57.0423
Os04g0370600	TRIUR3_34112	53.6534	34.9185
Os04g0370600	TRIUR3_34625	42.38	57.1831
Os04g0370600	TRIUR3_35252	56.5762	44.7195
Os04g0371500	TRIUR3_25351	0	0
Os04g0371600	TRIUR3_00479	58.3333	37.3932
Os04g0371600	TRIUR3_00490	58	34.7305
Os04g0371600	TRIUR3_00520	55	29.4643
Os04g0371600	TRIUR3_00592	25.6667	26.9231
Os04g0371600	TRIUR3_09159	58	36.6316
Os04g0371600	TRIUR3_13722	46.6667	32.3326
Os04g0371600	TRIUR3_14840	60.3333	33.5807
Os04g0371600	TRIUR3_16726	26.3333	27.5261
Os04g0371600	TRIUR3_22568	60	36.961
Os04g0371600	TRIUR3_23563	49.3333	51.0345
Os04g0371600	TRIUR3_33517	38	40.1408
Os04g0371600	TRIUR3_34112	59	24.0489
Os04g0371600	TRIUR3_34625	58.3333	49.2958
Os04g0371600	TRIUR3_35252	60.6667	30.033
Os04g0372700	TRIUR3_18850	48.062	21.0884
Os04g0372700	TRIUR3_22470	62.7907	20.7692
Os04g0372700	TRIUR3_33316	54.2636	22.0126
Os04g0372800	TRIUR3_18851	71.6049	56.2197
Os04g0373000	TRIUR3_31737	64.3357	66.187
Os04g0373400	TRIUR3_14558	50.1035	68.9459
Os04g0373400	TRIUR3_14559	76.6046	77.4059
Os04g0373400	TRIUR3_14560	54.6584	61.6822
Os04g0373400	TRIUR3_18852	78.6749	79.3319
Os04g0373400	TRIUR3_18853	53.8302	58.8235
Os04g0373400	TRIUR3_21854	74.7412	74.8963
Os04g0373400	TRIUR3_31871	67.4948	72.6058
Os04g0374400	TRIUR3_01666	44.7619	42.2472
Os04g0374400	TRIUR3_01668	30.7143	44.0273
Os04g0374400	TRIUR3_16784	44.5238	37.7016
Os04g0375300	TRIUR3_05837	49.5885	44.4649
Os04g0375750	TRIUR3_03456	50.1792	31.3199
Os04g0376000	TRIUR3_32782	91.0569	42.9119
Os04g0376100	TRIUR3_14174	71.066	84.3373
Os04g0376200	TRIUR3_21844	38.1081	29.9363
Os04g0376300	TRIUR3_32277	92.8571	42.9752
Os04g0376500	TRIUR3_26974	89.9135	90.9621
Os04g0376600	TRIUR3_29987	55.0296	27.1137
Os04g0377932	TRIUR3_30450	62.406	18.7783
Os04g0378200	TRIUR3_31401	72.093	48.2866
Os04g0379300	TRIUR3_22299	42	78.3582
Os04g0379600	TRIUR3_24273	51.7857	52.0179
Os04g0379700	TRIUR3_24272	83.9506	43.9655
Os04g0379800	TRIUR3_23347	53.1863	59.7796
Os04g0379900	TRIUR3_23346	90.2564	89.7959
Os04g0381000	TRIUR3_27131	65.6404	53.1936
Os04g0381100	TRIUR3_07069	64.2857	65.5779
Os04g0381400	TRIUR3_35229	58.3333	22.2222
Os04g0381600	TRIUR3_27084	43.4951	78.3217
Os04g0382100	TRIUR3_09272	93.6416	77.6978
Os04g0382200	TRIUR3_12662	58.7209	76.3705
Os04g0382300	TRIUR3_28926	87.2941	90.0485
Os04g0382400	TRIUR3_07062	70.6468	72.449
Os04g0382550	TRIUR3_25351	0	0
Os04g0382800	TRIUR3_29155	63.9229	64.2606
Os04g0385600	TRIUR3_28438	34.9367	64.186
Os04g0385700	TRIUR3_27113	63.7883	35.2308
Os04g0386500	TRIUR3_24216	54.6341	60.2151
Os04g0386600	TRIUR3_24217	69.4087	76.0563
Os04g0386700	TRIUR3_24821	68.2482	73.3333
Os04g0386900	TRIUR3_24820	39.6825	72.8155
Os04g0387300	TRIUR3_28009	33.3333	55.9322
Os04g0387600	TRIUR3_20548	84.058	84.058
Os04g0387900	TRIUR3_13069	67.1429	34.3066
Os04g0388500	TRIUR3_26386	75.7727	65.5738
Os04g0388601	TRIUR3_26387	63.6905	53.2338
Os04g0388700	TRIUR3_13857	67.9181	82.5726
Os04g0388800	TRIUR3_13856	76.5886	62.7397
Os04g0390000	TRIUR3_25347	85.9252	88.6294
Os04g0390100	TRIUR3_25346	69.8701	54.5639
Os04g0390500	TRIUR3_00963	72.8614	85.1724
Os04g0390500	TRIUR3_01595	81.2684	82.485
Os04g0390500	TRIUR3_08292	86.1357	49.7445
Os04g0390600	TRIUR3_00963	6.20525	4.48276
Os04g0390600	TRIUR3_01595	5.96659	3.74252
Os04g0390600	TRIUR3_08292	82.3389	29.3867
Os04g0390700	TRIUR3_18446	71.4674	72.0548
Os04g0390800	TRIUR3_18447	45.9834	61.71
Os04g0391000	TRIUR3_18448	64.4928	37.395
Os04g0391500	TRIUR3_35348	53.4043	87.4564
Os04g0391900	TRIUR3_11859	70.7317	87.291
Os04g0393300	TRIUR3_29441	78.5185	47.7477
Os04g0393900	TRIUR3_24656	83.2599	61.6639
Os04g0394100	TRIUR3_21688	31.6049	41.4239
Os04g0394300	TRIUR3_17555	74.0864	72.2462
Os04g0394500	TRIUR3_08966	55.8923	57.0447
Os04g0394700	TRIUR3_24620	76.4423	57.6784
Os04g0395600	TRIUR3_24621	90.6087	65.9494
Os04g0395700	TRIUR3_32901	30.3738	68.4211
Os04g0395800	TRIUR3_32334	46.8085	61.9718
Os04g0395900	TRIUR3_21347	29.1513	75.5981
Os04g0396800	TRIUR3_28521	82.3404	76.4822
Os04g0397000	TRIUR3_20781	93.8596	93.8596
Os04g0397000	TRIUR3_28049	37.7193	57.3333
Os04g0397100	TRIUR3_22436	97.0223	44.0812
Os04g0397500	TRIUR3_25104	52.3077	18.2796
Os04g0397700	TRIUR3_35088	71.831	72.3404
Os04g0398000	TRIUR3_27406	61.194	47.2622
Os04g0398300	TRIUR3_27539	89.726	43.594
Os04g0398500	TRIUR3_30560	70.5036	90.3226
Os04g0398600	TRIUR3_08713	92.619	90.4651
Os04g0398700	TRIUR3_08712	66.0606	75.6944
Os04g0399000	TRIUR3_10138	42.1875	94.186
Os04g0399000	TRIUR3_24356	43.75	51.8519
Os04g0399300	TRIUR3_21081	56.7568	45.8182
Os04g0399800	TRIUR3_35273	65.0685	58.4615
Os04g0401000	TRIUR3_23082	37.594	49.2611
Os04g0401000	TRIUR3_30783	20.3008	59.3407
Os04g0401100	TRIUR3_33399	38.674	30.303
Os04g0401400	TRIUR3_15044	32.9268	28.7234
Os04g0401700	TRIUR3_07625	76.8939	78.2776
Os04g0401800	TRIUR3_14532	37.422	47.7454
Os04g0402100	TRIUR3_21250	83.6127	84.8771
Os04g0402100	TRIUR3_32097	64.6182	64.2593
Os04g0402300	TRIUR3_29562	88.5965	67.7852
Os04g0403200	TRIUR3_32073	70.317	75.3086
Os04g0403500	TRIUR3_13643	60.8974	80.5085
Os04g0403701	TRIUR3_13644	86.7308	71.9298
Os04g0403900	TRIUR3_30619	72.2222	64.4628
Os04g0404400	TRIUR3_30350	37.0492	79.021
Os04g0404800	TRIUR3_28663	70.2811	90.5172
Os04g0404900	TRIUR3_33783	63.9821	80.112
Os04g0405100	TRIUR3_21342	64.2857	50.1466
Os04g0405600	TRIUR3_11305	34.7921	85.9459
Os04g0405600	TRIUR3_11306	42.8884	79.6748
Os04g0405700	TRIUR3_11307	38.1733	71.179
Os04g0405800	TRIUR3_22240	73.9274	60.0536
Os04g0406600	TRIUR3_21529	84.8624	89.372
Os04g0406600	TRIUR3_31120	50.9174	82.2222
Os04g0407800	TRIUR3_06980	49.1071	50.152
Os04g0407900	TRIUR3_26817	77.9443	81.25
Os04g0408600	TRIUR3_32840	62.7219	65.0307
Os04g0409100	TRIUR3_19120	37.0933	48.169
Os04g0409500	TRIUR3_22327	47.3684	36.7788
Os04g0409600	TRIUR3_16261	67.0213	32.1429
Os04g0409900	TRIUR3_16260	81.3589	70.8649
Os04g0410200	TRIUR3_34945	0.397614	1.83486
Os04g0410400	TRIUR3_12895	50.9859	77.6824
Os04g0410600	TRIUR3_32924	73.4513	74.4395
Os04g0411200	TRIUR3_23343	62.6263	68.1319
Os04g0411400	TRIUR3_23342	90.7514	90.7514
Os04g0411400	TRIUR3_34862	78.6127	83.4356
Os04g0411800	TRIUR3_34911	81.3953	77.7778
Os04g0412000	TRIUR3_34911	73.2143	79.7222
Os04g0412200	TRIUR3_22373	73.6842	74.6667
Os04g0412300	TRIUR3_22372	74.2015	71.9048
Os04g0412500	TRIUR3_33715	61.8705	61.8705
Os04g0412900	TRIUR3_18787	73.0717	67.5
Os04g0413000	TRIUR3_18786	50.7837	67.6409
Os04g0413100	TRIUR3_34065	51.0989	53.1429
Os04g0413200	TRIUR3_02730	79.5222	80.2065
Os04g0413200	TRIUR3_07086	18.43	77.6978
Os04g0413200	TRIUR3_17117	12.116	81.6092
Os04g0413200	TRIUR3_24201	45.3925	77.3256
Os04g0413500	TRIUR3_03963	46.1538	76.4543
Os04g0413500	TRIUR3_17867	53.8462	65.8487
Os04g0413600	TRIUR3_17868	96.6887	82.0225
Os04g0413900	TRIUR3_28151	15.102	25
Os04g0413900	TRIUR3_33266	24.0816	66.2921
Os04g0414000	TRIUR3_15116	33.3333	27.931
Os04g0414000	TRIUR3_15117	18.107	61.9718
Os04g0414100	TRIUR3_34891	82	82.1494
Os04g0414300	TRIUR3_24479	76.6423	76.087
Os04g0414700	TRIUR3_34121	60.5634	65.1515
Os04g0414800	TRIUR3_30518	73.578	78.7819
Os04g0415000	TRIUR3_20125	79.3103	80
Os04g0415200	TRIUR3_33017	55.2083	75.1773
Os04g0416000	TRIUR3_07003	67.9144	79.8742
Os04g0416100	TRIUR3_07002	63.3229	48.5577
Os04g0416500	TRIUR3_33347	55.0987	73.7885
Os04g0417000	TRIUR3_19042	76.4835	76.8212
Os04g0417800	TRIUR3_33036	64.5588	60.9722
Os04g0418000	TRIUR3_12561	70.1299	58.4838
Os04g0418100	TRIUR3_12562	34.4086	65.3061
Os04g0419550	TRIUR3_04771	34.3348	77.6699
Os04g0419750	TRIUR3_02092	41.1765	30.9735
Os04g0419750	TRIUR3_02095	42.3529	29.7521
Os04g0419750	TRIUR3_21515	49.4118	34.4262
Os04g0419800	TRIUR3_02092	31.4607	24.7788
Os04g0419800	TRIUR3_02095	32.5843	23.9669
Os04g0419800	TRIUR3_21515	35.9551	26.2295
Os04g0419900	TRIUR3_27834	74.904	72.7612
Os04g0420033	TRIUR3_02093	60.4819	64.2766
Os04g0420033	TRIUR3_02094	63.8554	66.0025
Os04g0420033	TRIUR3_07971	60.3614	61.5479
Os04g0420033	TRIUR3_14696	59.759	61.4622
Os04g0420166	TRIUR3_05858	40.3361	31.3725
Os04g0420300	TRIUR3_02093	63.1188	65.3009
Os04g0420300	TRIUR3_02094	65.5941	66.0025
Os04g0420300	TRIUR3_07971	62.995	62.5307
Os04g0420300	TRIUR3_14696	62.5	62.5774
Os04g0420500	TRIUR3_03284	57.1429	52.459
Os04g0420600	TRIUR3_03283	73.5589	71.1515
Os04g0420700	TRIUR3_05858	39.7959	25.4902
Os04g0420900	TRIUR3_30282	68.1988	69.2308
Os04g0421800	TRIUR3_03288	77.6271	38.6172
Os04g0421900	TRIUR3_31736	70.2997	55.5635
Os04g0422200	TRIUR3_08058	48.9051	49.2647
Os04g0422300	TRIUR3_09551	36.8984	65.0943
Os04g0422300	TRIUR3_18370	53.2086	65.0327
Os04g0422700	TRIUR3_13193	19.1617	27.1186
Os04g0422950	TRIUR3_22637	6.66667	4.86111
Os04g0422950	TRIUR3_26908	40	16.6667
Os04g0423100	TRIUR3_13194	35.4767	64
Os04g0423100	TRIUR3_13840	54.7672	58.5308
Os04g0423200	TRIUR3_17406	50.1416	54.4615
Os04g0423400	TRIUR3_26722	33.6245	35.4839
Os04g0423700	TRIUR3_14086	79.9555	86.0911
Os04g0423800	TRIUR3_13195	80	83.3837
Os04g0424200	TRIUR3_15481	68.9805	82.3834
Os04g0425100	TRIUR3_21483	52.1739	32.4786
Os04g0428900	TRIUR3_21258	70.4082	73.7968
Os04g0428950	TRIUR3_21259	77.0992	82.7869
Os04g0429200	TRIUR3_31224	62.7586	18.1275
Os04g0429800	TRIUR3_31881	88.4547	92.9104
Os04g0430000	TRIUR3_29574	89.7106	50.7273
Os04g0430100	TRIUR3_27330	90.1639	70.5128
Os04g0430150	TRIUR3_21098	35.5263	68.3544
Os04g0430200	TRIUR3_02641	59.0799	77.2152
Os04g0430400	TRIUR3_31718	61.21	54.3444
Os04g0430600	TRIUR3_30260	51.9288	59.9315
Os04g0430700	TRIUR3_12247	55.4698	54.7649
Os04g0430800	TRIUR3_12246	72	69.6133
Os04g0431000	TRIUR3_12245	56.4202	20.3652
Os04g0431100	TRIUR3_12244	60	58.3893
Os04g0431200	TRIUR3_16293	3.3557	2.55102
Os04g0431200	TRIUR3_16294	76.5101	61.9565
Os04g0431300	TRIUR3_16292	62.5	45.8015
Os04g0431700	TRIUR3_01004	12.2428	65.0273
Os04g0431700	TRIUR3_20522	39.7119	43.9636
Os04g0431700	TRIUR3_27114	41.4609	43.8043
Os04g0431700	TRIUR3_34254	43.7243	37.1179
Os04g0431800	TRIUR3_08398	48.4076	60.3175
Os04g0432000	TRIUR3_30613	92.4791	86.6841
Os04g0432200	TRIUR3_25811	0	0
Os04g0432200	TRIUR3_26013	94.5205	13.4766
Os04g0432250	TRIUR3_25810	60.6061	14.5455
Os04g0432400	TRIUR3_26928	75.784	80.2583
Os04g0432500	TRIUR3_22588	85.1064	75.9494
Os04g0432600	TRIUR3_22589	46.9388	34.8485
Os04g0432800	TRIUR3_21743	76.2226	72.5522
Os04g0433200	TRIUR3_31830	8.66667	6.53266
Os04g0433600	TRIUR3_33430	58.7703	75.9346
Os04g0433800	TRIUR3_34744	55.7851	61.5314
Os04g0433900	TRIUR3_33277	58.496	46.736
Os04g0434300	TRIUR3_20740	78.0998	78.3522
Os04g0434600	TRIUR3_13348	78.5786	61.617
Os04g0434800	TRIUR3_13346	43.454	76.8473
Os04g0434800	TRIUR3_13347	37.6045	68.8775
Os04g0434900	TRIUR3_26992	73.494	50
Os04g0435100	TRIUR3_31436	84.717	83.3024
Os04g0435500	TRIUR3_30927	88.6792	88.6792
Os04g0435700	TRIUR3_31019	60.7064	89.2857
Os04g0436000	TRIUR3_13728	24.9135	43.6364
Os04g0436100	TRIUR3_13727	47.0588	60.5042
Os04g0436300	TRIUR3_18452	73.0375	39.9254
Os04g0436700	TRIUR3_03456	47.9042	17.8971
Os04g0436800	TRIUR3_18454	76.0112	78.6436
Os04g0437300	TRIUR3_31013	39.6714	44.709
Os04g0437500	TRIUR3_09353	47.7041	45.9459
Os04g0437500	TRIUR3_29399	34.949	42.6791
Os04g0437600	TRIUR3_30108	60.1695	69.3811
Os04g0438300	TRIUR3_05260	76.4526	75.3012
Os04g0438400	TRIUR3_05261	69.496	72.9805
Os04g0438500	TRIUR3_35101	86.8035	86.8035
Os04g0439100	TRIUR3_21665	74.8975	67.3112
Os04g0439100	TRIUR3_32941	71.1066	62.8054
Os04g0439200	TRIUR3_21665	69.6517	51.5654
Os04g0439200	TRIUR3_32941	66.9154	48.6878
Os04g0439300	TRIUR3_33030	67.9739	19.295
Os04g0439400	TRIUR3_33030	25.7143	5.00928
Os04g0439900	TRIUR3_26307	53.38	73.1629
Os04g0440000	TRIUR3_26306	60.4863	65.6766
Os04g0440100	TRIUR3_29348	68.8363	68.5658
Os04g0440400	TRIUR3_05376	28.5714	20.331
Os04g0440400	TRIUR3_09706	28.2392	22.1354
Os04g0440400	TRIUR3_17057	15.9468	11.5663
Os04g0440400	TRIUR3_30875	9.63455	11.0266
Os04g0441600	TRIUR3_23844	46.4497	66.5254
Os04g0441600	TRIUR3_31561	44.0828	45.0151
Os04g0441800	TRIUR3_23845	76.5957	76.4706
Os04g0441900	TRIUR3_29657	74.3464	89.921
Os04g0442000	TRIUR3_33501	76.6716	84.3137
Os04g0442100	TRIUR3_06829	63.3075	51.797
Os04g0442200	TRIUR3_06828	76.618	73.4
Os04g0442300	TRIUR3_06827	67.0996	55.9567
Os04g0443000	TRIUR3_11057	70.0434	71.4919
Os04g0443200	TRIUR3_11056	56.3636	73.8095
Os04g0443300	TRIUR3_11297	56.8	75.3316
Os04g0443300	TRIUR3_18608	58	78.5908
Os04g0443400	TRIUR3_11298	72.4771	48.4663
Os04g0443400	TRIUR3_18609	69.7248	47.7987
Os04g0443500	TRIUR3_23207	78.7172	80.1187
Os04g0443700	TRIUR3_23206	54.8694	64.8876
Os04g0443750	TRIUR3_02249	68.7831	35.1351
Os04g0443850	TRIUR3_02250	51.9685	34.0206
Os04g0443900	TRIUR3_32633	83.1633	78.6174
Os04g0444200	TRIUR3_12862	85.4295	84.7793
Os04g0444400	TRIUR3_30174	57.7406	71.875
Os04g0444600	TRIUR3_09745	95.0588	95.7346
Os04g0444600	TRIUR3_23410	94.8235	94.6009
Os04g0444800	TRIUR3_21493	63.1926	57.0918
Os04g0445000	TRIUR3_26017	79.9559	50.2075
Os04g0445100	TRIUR3_31593	63.2558	78.1609
Os04g0445200	TRIUR3_31726	57.7922	64.9635
Os04g0445400	TRIUR3_28956	43.9394	60.4167
Os04g0445600	TRIUR3_31007	25.8993	65.4545
Os04g0445700	TRIUR3_19591	72.7273	63.1579
Os04g0445800	TRIUR3_19815	75.969	92.4528
Os04g0446000	TRIUR3_18838	83.0189	22.1106
