Gene stable ID	Vitis vinifera gene stable ID	%id. target Vitis vinifera gene identical to query gene	%id. query gene identical to target Vitis vinifera gene
Os04g0496700	VIT_11s0016g05430	24.7573	17.7083
Os04g0496800	VIT_00s0220g00090	41.4343	72.2222
Os04g0496800	VIT_00s1220g00010	15.9363	70.5882
Os04g0496800	VIT_05s0094g01070	67.5963	66.623
Os04g0497200	VIT_00s0340g00050	38.3628	64.9457
Os04g0497200	VIT_00s2526g00010	26.6453	72.1739
Os04g0497200	VIT_00s2620g00010	13.8042	82.6923
Os04g0497300	VIT_13s0074g00320	37.8641	49.3671
Os04g0497350	VIT_07s0151g00710	45.4545	39.1304
Os04g0497400	VIT_05s0094g01490	57.4661	70.1657
Os04g0497600	VIT_04s0008g03800	49.1954	45.0526
Os04g0497600	VIT_04s0008g04010	24.8276	41.3793
Os04g0497700	VIT_11s0052g01800	46.8468	43.2133
Os04g0497900	VIT_19s0014g01300	44.586	52.5328
Os04g0498000	VIT_11s0037g01110	57.8947	17.5532
Os04g0498000	VIT_11s0037g01240	57.0175	16.5816
Os04g0498200	VIT_11s0037g01120	76.6234	76.6234
Os04g0498600	VIT_11s0037g00950	56.5327	58.1395
Os04g0498700	VIT_04s0008g07040	31.6929	48.9362
Os04g0498900	VIT_03s0091g00530	47.8528	41.9355
Os04g0498900	VIT_09s0054g00640	46.9325	40.9091
Os04g0499100	VIT_04s0008g06830	42.8843	52.0737
Os04g0499100	VIT_09s0018g01660	51.9924	55.2419
Os04g0499200	VIT_04s0008g06800	47.2727	37.9562
Os04g0499300	VIT_04s0008g06770	60.794	55.4926
Os04g0499300	VIT_11s0037g00490	61.6625	62.5945
Os04g0500200	VIT_12s0142g00200	25.2174	6.92124
Os04g0500700	VIT_09s0018g01190	64.2534	66.2005
Os04g0501000	VIT_06s0004g04090	84.8684	83.2258
Os04g0501000	VIT_08s0040g02630	83.5526	81.9355
Os04g0501000	VIT_13s0019g00250	81.5789	80
Os04g0501100	VIT_09s0018g00570	18.6667	17.9487
Os04g0501100	VIT_09s0018g00600	62.2222	31.5315
Os04g0501200	VIT_09s0018g00250	50.3916	53.6111
Os04g0501200	VIT_11s0037g00160	56.3969	57.6
Os04g0501500	VIT_11s0016g00110	65.1982	67.1202
Os04g0501600	VIT_04s0008g05800	31.5603	29.6997
Os04g0501700	VIT_14s0066g01030	68.917	69.8006
Os04g0501800	VIT_00s0912g00010	36.2245	61.7391
Os04g0501800	VIT_11s0206g00100	58.1633	65.896
Os04g0502200	VIT_04s0008g06080	64.8694	64.0599
Os04g0502200	VIT_10s0092g00160	2.52738	63.8298
Os04g0502300	VIT_04s0008g06220	88.75	88.75
Os04g0502300	VIT_11s0118g00680	88.75	88.75
Os04g0502800	VIT_09s0002g08430	59.646	59.7518
Os04g0502800	VIT_11s0118g00560	60	59.1623
Os04g0502900	VIT_04s0008g06280	52.7542	52.5316
Os04g0502900	VIT_11s0118g00540	49.5763	66.1017
Os04g0503500	VIT_09s0002g08270	65.9208	66.263
Os04g0503500	VIT_11s0118g00480	66.9535	67.301
Os04g0503700	VIT_08s0007g00280	48.8934	47.6471
Os04g0503800	VIT_09s0002g06370	43.5897	39.5349
Os04g0504000	VIT_04s0008g05620	60.7955	56.0209
Os04g0504000	VIT_09s0002g07120	63.0682	59.6774
Os04g0504200	VIT_03s0017g02210	25.2688	34.3066
Os04g0504500	VIT_06s0004g01800	34.1945	40.9091
Os04g0504600	VIT_05s0124g00020	63.0219	62.7723
Os04g0504800	VIT_03s0063g00070	69.044	57.8145
Os04g0504800	VIT_07s0031g00210	69.1957	69.7248
Os04g0504800	VIT_13s0147g00090	10.1669	53.6
Os04g0504800	VIT_18s0001g10170	72.3824	74.5312
Os04g0504800	VIT_18s0001g10190	10.9256	57.6
Os04g0504800	VIT_18s0001g10220	11.2291	74
Os04g0505000	VIT_03s0063g00100	27.1638	18.9944
Os04g0505000	VIT_07s0031g00250	29.028	19.395
Os04g0505200	VIT_03s0063g00010	41.63	37.2781
Os04g0505200	VIT_03s0063g00020	40.3084	41.1236
Os04g0505200	VIT_18s0001g10040	36.7841	38.2151
Os04g0505200	VIT_18s0001g10050	21.5859	35.6364
Os04g0505200	VIT_18s0001g10060	14.3172	41.6667
Os04g0505400	VIT_07s0031g00040	59.034	62.6186
Os04g0505700	VIT_07s0129g01110	47.7108	35.1687
Os04g0505700	VIT_18s0001g09940	48.6747	37.3383
Os04g0506000	VIT_02s0033g00130	21.8557	20.8251
Os04g0506000	VIT_02s0033g00180	21.8557	20.8251
Os04g0506000	VIT_02s0033g00240	19.5876	20.6074
Os04g0506000	VIT_05s0062g01270	42.268	41.3306
Os04g0506000	VIT_05s0062g01280	40.4124	40.9186
Os04g0506000	VIT_06s0004g01640	39.1753	38.6179
Os04g0506000	VIT_06s0004g01660	21.8557	42.915
Os04g0506000	VIT_06s0004g01670	43.0928	42.3077
Os04g0506300	VIT_05s0051g00380	55.6931	53.1915
Os04g0506700	VIT_12s0028g03510	41.488	44.7619
Os04g0506700	VIT_12s0028g03520	41.8663	41.0891
Os04g0506700	VIT_12s0134g00450	45.9016	44.0678
Os04g0506700	VIT_19s0014g02620	39.4704	41.6778
Os04g0506800	VIT_06s0080g00250	44.2708	35.343
Os04g0506900	VIT_07s0005g04940	35.0373	33.1988
Os04g0507000	VIT_05s0049g02090	61.7491	61.1014
Os04g0507100	VIT_07s0005g04900	56.0606	56.4024
Os04g0507500	VIT_07s0005g05010	19.6486	62.1212
Os04g0507500	VIT_07s0005g05030	49.361	24.6215
Os04g0507800	VIT_01s0127g00150	67.0732	21.3178
Os04g0507800	VIT_01s0127g00180	37.8049	24.2188
Os04g0507800	VIT_01s0127g00200	51.2195	34.1463
Os04g0507900	VIT_17s0000g08690	58.5014	57.5071
Os04g0508000	VIT_01s0127g00220	39.9437	45.5859
Os04g0508100	VIT_07s0005g06430	45.0704	45.0704
Os04g0508100	VIT_08s0105g00510	46.4789	46.4789
Os04g0508100	VIT_15s0107g00360	45.0704	45.0704
Os04g0508100	VIT_19s0140g00250	42.2535	42.2535
Os04g0508200	VIT_14s0066g00950	73.2218	72.0165
Os04g0508300	VIT_14s0066g00960	71.4286	70.1754
Os04g0508500	VIT_05s0049g02260	45.1957	49.6094
Os04g0508500	VIT_14s0083g01060	37.7224	42.915
Os04g0508600	VIT_04s0043g00350	55.7778	56.5315
Os04g0508751	VIT_05s0049g00920	61.2613	12.6394
Os04g0508751	VIT_05s0049g00930	62.1622	11.4618
Os04g0508751	VIT_05s0049g00940	60.3604	12.5
Os04g0508751	VIT_07s0005g03290	63.0631	13.3333
Os04g0508751	VIT_07s0005g03300	0	0
Os04g0508800	VIT_06s0004g02630	53.1073	51.5775
Os04g0508800	VIT_13s0019g04440	53.3898	53.2394
Os04g0508900	VIT_06s0004g03170	61.8182	70.6697
Os04g0509000	VIT_07s0005g04710	59.3846	29.0226
Os04g0509100	VIT_05s0077g00480	33.0413	40.367
Os04g0509100	VIT_05s0077g00490	5.13141	25
Os04g0509200	VIT_18s0122g01060	41.4097	40.8696
Os04g0509400	VIT_07s0005g04620	61.4679	58.2609
Os04g0509600	VIT_04s0043g00370	76.7068	74.6094
Os04g0510400	VIT_05s0049g02360	54.8077	57.868
Os04g0510500	VIT_05s0049g01940	35.2814	34.3158
Os04g0510500	VIT_07s0005g04300	33.1169	32.9032
Os04g0510600	VIT_05s0049g01950	42.2383	22.0339
Os04g0510600	VIT_07s0005g04340	24.9097	57.0248
Os04g0510700	VIT_05s0049g01880	48.1567	50
Os04g0510900	VIT_05s0049g01780	50.6452	65.6904
Os04g0511200	VIT_05s0049g01780	62.7049	64.0167
Os04g0511400	VIT_10s0405g00050	63.5112	63.0769
Os04g0511600	VIT_05s0051g00730	9.45205	36.3158
Os04g0511700	VIT_05s0049g01720	16.3793	23.3129
Os04g0511700	VIT_07s0005g03990	25	27.0396
Os04g0511700	VIT_14s0036g01120	21.7672	32.5806
Os04g0512200	VIT_15s0021g00010	46.2264	10.166
Os04g0512200	VIT_15s0021g00040	44.3396	7.59289
Os04g0512200	VIT_15s0021g00050	46.2264	7.91599
Os04g0512200	VIT_15s0021g00060	37.7358	1.51458
Os04g0512200	VIT_15s0045g01460	0.943396	0.671141
Os04g0512200	VIT_15s0045g01520	45.283	7.74194
Os04g0512200	VIT_15s0045g01590	45.283	7.76699
Os04g0512200	VIT_15s0045g01600	0	0
Os04g0512300	VIT_05s0049g01740	47.0109	47.7901
Os04g0512400	VIT_07s0005g03940	29.4118	44.1527
Os04g0512500	VIT_05s0049g01430	31.2977	23.5632
Os04g0513000	VIT_07s0005g05850	32.3353	27.6923
Os04g0513100	VIT_10s0116g00780	52.7132	52.4085
Os04g0513400	VIT_10s0116g00780	52.6119	27.1676
Os04g0513700	VIT_10s0116g00780	41.1311	30.8285
Os04g0513900	VIT_10s0116g00780	50.5929	24.6628
Os04g0514400	VIT_05s0051g00860	47.4114	48.3333
Os04g0514500	VIT_18s0001g15530	44.6933	43.7977
Os04g0514600	VIT_11s0016g01860	14.1538	8.51852
Os04g0514800	VIT_05s0049g01240	75.1101	73.4914
Os04g0514800	VIT_07s0005g03710	74.2291	73.5808
Os04g0515300	VIT_05s0049g01310	89.5522	54.5455
Os04g0515300	VIT_11s0118g00670	89.5522	67.0391
Os04g0515400	VIT_05s0049g01320	58.3942	66.1157
Os04g0516200	VIT_05s0049g01170	61.8812	62.1891
Os04g0516200	VIT_07s0005g03530	61.3861	67.7596
Os04g0516200	VIT_14s0036g00540	58.9109	62.3037
Os04g0516600	VIT_14s0036g00520	67.7419	69.2308
Os04g0517000	VIT_07s0005g03390	43.0168	50.3268
Os04g0517100	VIT_00s0203g00170	29.7753	19.7761
Os04g0517100	VIT_12s0134g00480	22.4719	15.5642
Os04g0517100	VIT_12s0134g00490	25.2809	17.8571
Os04g0517300	VIT_07s0005g03330	64.8402	66.9811
Os04g0517400	VIT_14s0036g00430	52.3649	28.3883
Os04g0517500	VIT_05s0049g00950	37.5	31.295
Os04g0517500	VIT_14s0036g00420	39.6552	35.1145
Os04g0517600	VIT_04s0008g04940	26.8293	15.493
Os04g0517600	VIT_09s0002g05270	26.3415	14.7945
Os04g0517600	VIT_09s0002g05300	24.3902	13.9276
Os04g0517700	VIT_18s0001g01300	16.3717	28.2443
Os04g0517900	VIT_08s0040g01670	44.186	45.9677
Os04g0518000	VIT_13s0019g04470	82.8488	85.8434
Os04g0518000	VIT_13s0019g04480	83.7209	84.4575
Os04g0518100	VIT_00s2508g00010	48.6563	73.3475
Os04g0518100	VIT_00s2849g00010	32.2489	74.026
Os04g0518100	VIT_06s0004g02620	70.7214	69.735
Os04g0518100	VIT_08s0040g01710	72.1358	71.831
Os04g0518100	VIT_13s0019g04460	71.7115	70.1245
Os04g0518100	VIT_16s0039g01100	72.4187	72.1127
Os04g0518100	VIT_16s0039g01110	72.5601	72.2535
Os04g0518100	VIT_16s0039g01120	72.5601	72.2535
Os04g0518100	VIT_16s0039g01130	71.9943	71.6901
Os04g0518100	VIT_16s0039g01170	72.2772	71.9718
Os04g0518100	VIT_16s0039g01240	72.2772	71.9718
Os04g0518100	VIT_16s0039g01280	72.1358	71.831
Os04g0518100	VIT_16s0039g01300	72.2772	69.6185
Os04g0518100	VIT_16s0039g01320	9.6181	53.125
Os04g0518100	VIT_16s0039g01360	71.8529	71.5493
Os04g0518400	VIT_00s2508g00010	53.3613	81.2367
Os04g0518400	VIT_00s2849g00010	33.1933	76.9481
Os04g0518400	VIT_06s0004g02620	75.07	74.7559
Os04g0518400	VIT_08s0040g01710	78.1513	78.5916
Os04g0518400	VIT_13s0019g04460	77.0308	76.0719
Os04g0518400	VIT_16s0039g01100	77.591	78.0282
Os04g0518400	VIT_16s0039g01110	77.7311	78.169
Os04g0518400	VIT_16s0039g01120	77.591	78.0282
Os04g0518400	VIT_16s0039g01130	77.451	77.8873
Os04g0518400	VIT_16s0039g01170	77.3109	77.7465
Os04g0518400	VIT_16s0039g01240	77.591	78.0282
Os04g0518400	VIT_16s0039g01280	77.451	77.8873
Os04g0518400	VIT_16s0039g01300	77.451	75.3406
Os04g0518400	VIT_16s0039g01320	11.7647	65.625
Os04g0518400	VIT_16s0039g01360	77.1709	77.6056
Os04g0518650	VIT_10s0092g00270	33.3333	49.2063
Os04g0518800	VIT_06s0004g02680	69.6	82.0755
Os04g0518800	VIT_08s0040g01780	70	80.2752
Os04g0519900	VIT_13s0019g04350	56.2212	15.3652
Os04g0519925	VIT_13s0019g04350	41.6928	16.7506
Os04g0520000	VIT_07s0104g00700	69.8413	66.6667
Os04g0520700	VIT_06s0004g02830	42.5287	44.3114
Os04g0520700	VIT_08s0040g01860	37.931	40.2439
Os04g0520900	VIT_02s0087g00600	45.2586	45.2586
Os04g0521100	VIT_06s0004g02850	79.3103	82.1429
Os04g0521100	VIT_08s0040g01890	79.3103	80.1394
Os04g0521100	VIT_13s0019g04280	80.6897	82.3944
Os04g0521600	VIT_13s0019g04250	14.1375	11.0998
Os04g0521800	VIT_16s0098g00770	50	66.3551
Os04g0521800	VIT_16s0098g00780	55.8685	60.4061
Os04g0522100	VIT_01s0010g02030	53.0864	55.8442
Os04g0522500	VIT_01s0010g01650	54.1899	53.4435
Os04g0523000	VIT_12s0142g00310	36.2162	29.2576
Os04g0523100	VIT_01s0010g01590	32.7645	36.5019
Os04g0523200	VIT_13s0019g03540	61.6071	5.60065
Os04g0523350	VIT_13s0019g03540	57.0513	7.22403
Os04g0524500	VIT_01s0011g02250	65.1828	57.5035
Os04g0524500	VIT_01s0011g02260	65.3418	57.6438
Os04g0524500	VIT_17s0053g00040	65.8188	58.8068
Os04g0524500	VIT_17s0053g00070	66.6137	59.1808
Os04g0524500	VIT_17s0053g00080	17.1701	70.5882
Os04g0524500	VIT_17s0053g00380	65.6598	58.3333
Os04g0524600	VIT_01s0011g02250	71.5278	57.784
Os04g0524600	VIT_01s0011g02260	72.0486	58.2048
Os04g0524600	VIT_17s0053g00040	69.9653	57.2443
Os04g0524600	VIT_17s0053g00070	69.9653	56.9209
Os04g0524600	VIT_17s0053g00080	19.6181	73.8562
Os04g0524600	VIT_17s0053g00380	70.3125	57.2034
Os04g0524900	VIT_01s0011g02250	63.4831	63.3941
Os04g0524900	VIT_01s0011g02260	62.9213	62.8331
Os04g0524900	VIT_17s0053g00040	63.764	64.4886
Os04g0524900	VIT_17s0053g00070	63.3427	63.7006
Os04g0524900	VIT_17s0053g00080	15.0281	69.9346
Os04g0524900	VIT_17s0053g00380	63.9045	64.2655
Os04g0525000	VIT_01s0010g00940	29.3893	34.6847
Os04g0525100	VIT_01s0010g00530	36.5169	28.8248
Os04g0525200	VIT_01s0010g00530	40.3846	18.6253
Os04g0525600	VIT_01s0011g02100	50.8091	65.1452
Os04g0525700	VIT_01s0011g02000	54.6512	49.8938
Os04g0525700	VIT_01s0011g02030	53.9535	48.7395
Os04g0525800	VIT_10s0042g01020	57.0732	58.5
Os04g0525900	VIT_07s0205g00120	65.0424	57.4906
Os04g0526300	VIT_04s0079g00220	43.0636	31.4346
Os04g0526300	VIT_13s0064g00430	36.9942	28.0088
Os04g0526300	VIT_13s0084g00240	38.4393	39.9399
Os04g0526300	VIT_13s0084g00250	38.1503	39.759
Os04g0526300	VIT_13s0084g00380	38.1503	38.5965
Os04g0526300	VIT_13s0106g00550	39.8844	40.2332
Os04g0526300	VIT_17s0000g04930	30.9249	37.4126
Os04g0526300	VIT_17s0000g10200	36.7052	40.5751
Os04g0526300	VIT_18s0072g01250	38.4393	40.4255
Os04g0526600	VIT_00s0270g00120	31	31.7949
Os04g0526800	VIT_03s0091g00930	41.2017	44.8598
Os04g0526800	VIT_04s0023g00210	42.0601	45.7944
Os04g0526800	VIT_04s0023g00230	42.4893	45.6221
Os04g0526800	VIT_04s0023g00240	38.1974	39.0351
Os04g0526800	VIT_04s0023g00250	36.4807	45.6989
Os04g0526800	VIT_10s0071g00320	44.6352	47.7064
Os04g0526800	VIT_10s0071g00330	39.0558	45.9596
Os04g0526800	VIT_10s0071g00340	36.9099	50.5882
Os04g0526800	VIT_10s0071g00350	41.2017	38.8664
Os04g0526800	VIT_10s0071g00360	40.7725	38.4615
Os04g0526800	VIT_10s0071g00370	39.0558	40.8072
Os04g0526800	VIT_10s0071g00390	42.0601	36.5672
Os04g0526800	VIT_10s0071g00420	31.3305	35.4369
Os04g0526800	VIT_10s0071g00430	39.485	29.582
Os04g0526800	VIT_10s0071g00470	39.0558	49.1892
Os04g0526800	VIT_10s0071g00480	41.2017	45.283
Os04g0526800	VIT_10s0071g00500	42.9185	46.9484
Os04g0526800	VIT_10s0071g00550	41.6309	26.2162
Os04g0526800	VIT_10s0071g00590	39.485	50
Os04g0526800	VIT_17s0119g00110	42.9185	43.8596
Os04g0527000	VIT_03s0091g00930	47.4419	47.6636
Os04g0527000	VIT_04s0023g00210	46.9767	47.1963
Os04g0527000	VIT_04s0023g00230	48.3721	47.9263
Os04g0527000	VIT_04s0023g00240	43.7209	41.2281
Os04g0527000	VIT_04s0023g00250	40.4651	46.7742
Os04g0527000	VIT_10s0071g00320	50.2326	49.5413
Os04g0527000	VIT_10s0071g00330	42.7907	46.4646
Os04g0527000	VIT_10s0071g00340	41.3953	52.3529
Os04g0527000	VIT_10s0071g00350	47.907	41.7004
Os04g0527000	VIT_10s0071g00360	47.907	41.7004
Os04g0527000	VIT_10s0071g00370	43.2558	41.704
Os04g0527000	VIT_10s0071g00390	48.3721	38.806
Os04g0527000	VIT_10s0071g00420	37.6744	39.3204
Os04g0527000	VIT_10s0071g00430	46.0465	31.8328
Os04g0527000	VIT_10s0071g00470	44.6512	51.8919
Os04g0527000	VIT_10s0071g00480	47.4419	48.1132
Os04g0527000	VIT_10s0071g00500	49.3023	49.7653
Os04g0527000	VIT_10s0071g00550	46.9767	27.2973
Os04g0527000	VIT_10s0071g00590	42.7907	50
Os04g0527000	VIT_17s0119g00110	47.4419	44.7368
Os04g0527400	VIT_10s0071g00890	60.0484	59.1885
Os04g0527500	VIT_12s0028g00450	66.9355	22.0159
Os04g0527700	VIT_10s0071g00990	46.3576	49.6454
Os04g0527800	VIT_10s0071g01010	49.7041	48.6957
Os04g0527900	VIT_16s0039g00220	59.2453	60.6178
Os04g0528000	VIT_05s0062g01310	45.4545	13.6364
Os04g0528000	VIT_12s0059g01800	43.4343	13.522
Os04g0528100	VIT_16s0039g00300	44.8819	46.7213
Os04g0528400	VIT_09s0002g07360	59.816	60.3715
Os04g0528600	VIT_04s0069g00990	32.7217	30.1408
Os04g0528800	VIT_10s0071g01160	39.0244	38.0952
Os04g0529100	VIT_12s0059g00280	38.992	31.6129
Os04g0529400	VIT_19s0014g03170	51.1792	24.6591
Os04g0529500	VIT_00s0370g00040	43.8371	51.9036
Os04g0529600	VIT_03s0088g00470	6.3981	72.973
Os04g0529600	VIT_12s0059g00200	62.3223	63.835
Os04g0529600	VIT_15s0107g00340	26.3033	52.6066
Os04g0529600	VIT_18s0072g00760	11.8483	64.9351
Os04g0529600	VIT_19s0014g03140	59.2417	61.4251
Os04g0529700	VIT_00s0800g00010	39.2241	40.3548
Os04g0529700	VIT_08s0007g02100	36.6379	41.1622
Os04g0529800	VIT_12s0059g00250	66.1568	65.7795
Os04g0530000	VIT_19s0014g03060	42.3611	41.7808
Os04g0530200	VIT_12s0028g03900	53.3333	57.1429
Os04g0530300	VIT_10s0003g03350	14.8459	63.0952
Os04g0530300	VIT_10s0003g05270	15.126	64.2857
Os04g0530300	VIT_19s0014g02930	53.7815	58.3587
Os04g0530300	VIT_19s0014g02940	10.084	40.4494
Os04g0530300	VIT_19s0014g02960	7.84314	77.7778
Os04g0530400	VIT_13s0019g03240	63.6076	64.0127
Os04g0530500	VIT_00s0916g00010	32.4111	34.1667
Os04g0530500	VIT_12s0028g03860	33.5968	23.9437
Os04g0530500	VIT_19s0014g02900	33.9921	26.2195
Os04g0530600	VIT_00s0238g00110	25	63.3803
Os04g0530600	VIT_12s0028g03850	42.7778	56.2044
Os04g0530600	VIT_19s0014g02890	48.3333	46.2766
Os04g0530700	VIT_00s0415g00080	60.6493	59.1888
Os04g0530900	VIT_01s0011g03050	62.7566	62.029
Os04g0531100	VIT_02s0025g04350	71.5278	70.068
Os04g0531300	VIT_00s2044g00010	41.0658	74.8571
Os04g0531300	VIT_00s2201g00010	41.6928	71.123
Os04g0531300	VIT_07s0205g00050	23.1975	63.2479
Os04g0531400	VIT_08s0007g00810	57.0755	53.3824
Os04g0531500	VIT_08s0007g00810	50	54.1176
Os04g0531700	VIT_02s0025g04510	2.75229	1.50754
Os04g0531700	VIT_06s0061g00620	48.6239	7.13324
Os04g0531700	VIT_06s0061g00640	48.6239	17.4342
Os04g0531700	VIT_06s0061g00670	48.6239	17.4342
Os04g0531700	VIT_15s0046g03530	3.66972	1.16959
Os04g0531700	VIT_15s0046g03550	48.6239	17.7852
Os04g0531700	VIT_15s0046g03570	50.4587	18.5185
Os04g0531700	VIT_15s0046g03580	50.4587	18.5185
Os04g0531700	VIT_15s0046g03590	50.4587	18.5185
Os04g0531700	VIT_15s0046g03600	50.4587	18.4564
Os04g0531700	VIT_15s0046g03650	46.789	17.1141
Os04g0531750	VIT_02s0025g04510	4.22961	7.03518
Os04g0531750	VIT_06s0061g00620	3.62538	1.61507
Os04g0531750	VIT_06s0061g00640	3.62538	3.94737
Os04g0531750	VIT_06s0061g00670	3.62538	3.94737
Os04g0531750	VIT_15s0046g03530	3.32326	3.21637
Os04g0531750	VIT_15s0046g03550	4.22961	4.69799
Os04g0531750	VIT_15s0046g03570	4.22961	4.7138
Os04g0531750	VIT_15s0046g03580	3.92749	4.3771
Os04g0531750	VIT_15s0046g03590	3.92749	4.3771
Os04g0531750	VIT_15s0046g03600	4.22961	4.69799
Os04g0531750	VIT_15s0046g03650	4.22961	4.69799
Os04g0531900	VIT_02s0025g04510	30.9446	47.7387
Os04g0531900	VIT_06s0061g00620	51.1401	21.1306
Os04g0531900	VIT_06s0061g00640	48.5342	49.0132
Os04g0531900	VIT_06s0061g00670	50.1629	50.6579
Os04g0531900	VIT_15s0046g03530	23.7785	21.345
Os04g0531900	VIT_15s0046g03550	50.8143	52.349
Os04g0531900	VIT_15s0046g03570	50.1629	51.8519
Os04g0531900	VIT_15s0046g03580	50.8143	52.5253
Os04g0531900	VIT_15s0046g03590	50.8143	52.5253
Os04g0531900	VIT_15s0046g03600	50.4886	52.0134
Os04g0531900	VIT_15s0046g03650	50.1629	51.6779
Os04g0532100	VIT_02s0025g04510	29.7735	46.2312
Os04g0532100	VIT_06s0061g00620	51.1327	21.2651
Os04g0532100	VIT_06s0061g00640	49.5146	50.3289
Os04g0532100	VIT_06s0061g00670	49.5146	50.3289
Os04g0532100	VIT_15s0046g03530	24.9191	22.5146
Os04g0532100	VIT_15s0046g03550	50.1618	52.0134
Os04g0532100	VIT_15s0046g03570	48.5437	50.5051
Os04g0532100	VIT_15s0046g03580	50.4854	52.5253
Os04g0532100	VIT_15s0046g03590	50.4854	52.5253
Os04g0532100	VIT_15s0046g03600	49.5146	51.3423
Os04g0532100	VIT_15s0046g03650	50.8091	52.6846
Os04g0532400	VIT_02s0025g04510	30.6189	47.2362
Os04g0532400	VIT_06s0061g00620	48.8599	20.1884
Os04g0532400	VIT_06s0061g00640	46.2541	46.7105
Os04g0532400	VIT_06s0061g00670	48.2085	48.6842
Os04g0532400	VIT_15s0046g03530	24.1042	21.6374
Os04g0532400	VIT_15s0046g03550	51.1401	52.6846
Os04g0532400	VIT_15s0046g03570	51.1401	52.862
Os04g0532400	VIT_15s0046g03580	52.1173	53.8721
Os04g0532400	VIT_15s0046g03590	52.1173	53.8721
Os04g0532400	VIT_15s0046g03600	52.1173	53.6913
Os04g0532400	VIT_15s0046g03650	50.1629	51.6779
Os04g0532500	VIT_02s0025g03980	61.6915	57.6744
Os04g0532800	VIT_16s0050g00050	42.4908	38.9262
Os04g0533000	VIT_02s0025g03790	81.7269	84.7917
Os04g0533000	VIT_15s0046g03200	81.9277	83.0957
Os04g0533300	VIT_15s0046g03180	52.1531	55.6122
Os04g0533500	VIT_16s0050g00090	65.678	67.3913
Os04g0533900	VIT_16s0050g00140	73.494	55.4545
Os04g0534100	VIT_16s0050g00160	50.4566	44.2886
Os04g0534100	VIT_16s0050g00190	27.1689	42.5
Os04g0534166	VIT_19s0014g01240	19.4872	43.6782
Os04g0534200	VIT_02s0025g03700	60.1093	16.6667
Os04g0534300	VIT_15s0048g00230	37.8472	35.9736
Os04g0534400	VIT_02s0154g00500	55.6	58.4034
Os04g0534400	VIT_13s0106g00400	32	58.8235
Os04g0534400	VIT_15s0048g00220	58	60.6695
Os04g0534500	VIT_15s0048g00210	49.1071	38.1062
Os04g0534600	VIT_16s0022g00470	73.4234	71.8062
Os04g0535200	VIT_02s0154g00520	52.6423	50.3891
Os04g0535400	VIT_02s0154g00530	38.5093	42.7586
Os04g0535600	VIT_00s2527g00010	22.4085	72.0588
Os04g0535600	VIT_02s0154g00090	52.8963	66.2214
Os04g0535600	VIT_16s0022g00670	52.439	64.0596
Os04g0536300	VIT_02s0154g00070	53.7594	67.7725
Os04g0536300	VIT_15s0048g00550	52.6316	66.6667
Os04g0536500	VIT_02s0154g00020	80.8642	36.6947
Os04g0537100	VIT_02s0154g00010	36.5269	37.4233
Os04g0537100	VIT_15s0048g00530	38.9222	37.7907
Os04g0537800	VIT_15s0048g00520	52.5362	50
Os04g0537900	VIT_00s0323g00100	60.7646	57.6336
Os04g0538000	VIT_00s1286g00010	31.4662	61.6129
Os04g0538000	VIT_00s2851g00010	30.313	62.585
Os04g0538100	VIT_00s0323g00080	87.3057	43.4839
Os04g0538100	VIT_00s1286g00020	46.8912	85.782
Os04g0538100	VIT_15s0021g02870	2.07254	8
Os04g0538166	VIT_00s0323g00080	87.234	15.871
Os04g0538166	VIT_00s1286g00020	0.70922	0.473934
Os04g0538166	VIT_15s0021g02870	0	0
Os04g0538400	VIT_04s0044g01960	36.0324	29.6667
Os04g0538700	VIT_16s0098g00590	38.6538	33.1137
Os04g0538800	VIT_03s0038g00700	53.9683	52.6316
Os04g0538800	VIT_04s0023g03060	54.1799	52.6208
Os04g0538800	VIT_16s0050g02080	12.5926	52.193
Os04g0538800	VIT_18s0001g13580	48.5714	47.2222
Os04g0538900	VIT_04s0023g03040	35.5556	36.1991
Os04g0538900	VIT_12s0035g00880	37.3333	44.4444
Os04g0539000	VIT_18s0001g01660	53.6364	56.7308
Os04g0539100	VIT_18s0001g01650	16.0121	12.5891
Os04g0539300	VIT_03s0038g00500	44.4015	24.5726
Os04g0539300	VIT_03s0038g00550	44.0154	24.4111
Os04g0539300	VIT_04s0023g02900	49.8069	25.0973
Os04g0539500	VIT_04s0023g02880	35.8974	41.4201
Os04g0539800	VIT_03s0038g00460	71.0027	70.6199
Os04g0539800	VIT_18s0001g13530	68.0217	68.2065
Os04g0540200	VIT_03s0038g00340	42	34.7682
Os04g0540200	VIT_18s0001g13520	44.4	36.6337
Os04g0540300	VIT_12s0035g00630	50.5695	51.5081
Os04g0540600	VIT_04s0023g02810	54.509	55.1724
Os04g0540600	VIT_06s0004g02060	54.1082	55.6701
Os04g0540900	VIT_02s0025g03240	37.6731	50
Os04g0541100	VIT_04s0044g00510	29.2562	34.7059
Os04g0541100	VIT_18s0072g00670	35.2066	32.9721
Os04g0541500	VIT_00s0215g00110	18.0481	42.8571
Os04g0541500	VIT_00s0585g00020	43.3155	69.9784
Os04g0541700	VIT_02s0025g02590	23.913	34.375
Os04g0541700	VIT_15s0048g02870	28.6232	32.5103
Os04g0541700	VIT_16s0098g01170	27.1739	33.3333
Os04g0541900	VIT_15s0048g02880	42.4528	41.2844
Os04g0542000	VIT_06s0080g00750	15.311	64
