Gene stable ID	Ostreococcus lucimarinus gene stable ID	%id. target Ostreococcus lucimarinus gene identical to query gene	%id. query gene identical to target Ostreococcus lucimarinus gene
Os04g0514800	OSTLU_14134	47.3568	72.8814
Os04g0515300	OSTLU_9318	44.7761	48
Os04g0516300	OSTLU_9831	8.0292	12.9412
Os04g0516600	OSTLU_33121	43.2796	43.75
Os04g0517500	OSTLU_38300	22.4138	18.8406
Os04g0517500	OSTLU_38920	28.4483	20.7547
Os04g0517500	OSTLU_39729	23.7069	20.1465
Os04g0518000	OSTLU_50659	57.2674	56.7723
Os04g0518800	OSTLU_119538	38.4	49.4845
Os04g0519900	OSTLU_18580	19.8157	4.90308
Os04g0519925	OSTLU_18580	17.2414	6.27138
Os04g0520000	OSTLU_38656	40	36.8421
Os04g0521800	OSTLU_31131	36.8545	35.4402
Os04g0523200	OSTLU_31092	23.2143	2.29277
Os04g0523350	OSTLU_31092	20.5128	2.82187
Os04g0524300	OSTLU_29755	26.1194	6.05536
Os04g0524300	OSTLU_41670	26.1194	6.05536
Os04g0524400	OSTLU_6710	20.3008	32.1429
Os04g0525600	OSTLU_86088	45.9547	61.2069
Os04g0525900	OSTLU_42838	30.7203	30.7203
Os04g0527700	OSTLU_33063	19.2053	33.3333
Os04g0527800	OSTLU_5359	19.2308	32.1782
Os04g0528000	OSTLU_88941	31.3131	11.1111
Os04g0528400	OSTLU_31882	23.3129	24.0506
Os04g0529400	OSTLU_38617	0	0
Os04g0529500	OSTLU_14465	12.433	13.7767
Os04g0530400	OSTLU_33506	25.6329	27.2727
Os04g0530500	OSTLU_26544	21.3439	28.125
Os04g0530600	OSTLU_31565	35.5556	52.0325
Os04g0530900	OSTLU_6525	24.3402	32.0463
Os04g0531300	OSTLU_86671	55.4859	51.3043
Os04g0532500	OSTLU_26910	20.8955	13.3758
Os04g0533000	OSTLU_49732	66.2651	78.7589
Os04g0534400	OSTLU_14647	30.4	37.2549
Os04g0534600	OSTLU_26222	25.2252	20.1439
Os04g0538000	OSTLU_45893	49.9176	53.6283
Os04g0538100	OSTLU_16297	73.5751	41.5813
Os04g0538166	OSTLU_16297	80.8511	16.6911
Os04g0539100	OSTLU_86901	8.76133	7.9235
Os04g0540200	OSTLU_33113	19.6	20.332
Os04g0540600	OSTLU_13873	30.2605	32.0594
Os04g0543600	OSTLU_43398	27.027	23.7154
Os04g0544900	OSTLU_43663	33.8028	34.4969
Os04g0545100	OSTLU_42140	34.9624	36.4706
Os04g0546400	OSTLU_34998	24.7788	12.4444
Os04g0547900	OSTLU_25489	29.0761	39.0511
Os04g0547900	OSTLU_27463	29.0761	39.0511
Os04g0548300	OSTLU_87935	0	0
Os04g0549600	OSTLU_9940	6.73077	46.6667
Os04g0550400	OSTLU_34625	4.97738	33.3333
Os04g0550500	OSTLU_52011	52.4781	53.8922
Os04g0550600	OSTLU_30717	21.6749	24.7655
Os04g0550600	OSTLU_48352	19.5402	21.5971
Os04g0551200	OSTLU_87414	51.4205	54.0299
Os04g0551700	OSTLU_27938	22.7907	26.4865
Os04g0551800	OSTLU_34049	69.7248	70.1107
Os04g0553000	OSTLU_26876	39.0836	47.0779
Os04g0554000	OSTLU_43599	39.3548	40.3974
Os04g0554200	OSTLU_14647	25	29.902
Os04g0555300	OSTLU_29537	48.9681	52.834
Os04g0555400	OSTLU_94220	40.9091	50.3817
Os04g0555500	OSTLU_813	16.5618	10.9875
Os04g0555600	OSTLU_813	0.077821	0.139082
Os04g0555700	OSTLU_37128	38.8489	38.0282
Os04g0555800	OSTLU_8500	8.06452	6.53595
Os04g0556000	OSTLU_203	34.2315	45.0723
Os04g0556300	OSTLU_12779	41.0714	38.764
Os04g0557000	OSTLU_119473	20.2857	25.2669
Os04g0559400	OSTLU_31397	40.9756	50
Os04g0559800	OSTLU_41728	16.3311	45.2012
Os04g0560200	OSTLU_9279	24.031	38.2716
Os04g0560500	OSTLU_33779	29.1209	27.5086
Os04g0561600	OSTLU_30708	35.4701	38.785
Os04g0561700	OSTLU_29419	20.8955	40.5797
Os04g0563100	OSTLU_3819	19.5745	27.7108
Os04g0563700	OSTLU_39570	34.0476	42.3077
Os04g0563801	OSTLU_27841	18.9888	20.9158
Os04g0564000	OSTLU_29862	3.5503	1.86335
Os04g0564500	OSTLU_26585	18.7898	14.532
Os04g0565500	OSTLU_25632	21.4118	19.4861
Os04g0566100	OSTLU_38436	29.5481	41.8719
Os04g0566700	OSTLU_7965	21.3904	25
Os04g0568400	OSTLU_38617	12.4642	32.7068
Os04g0568700	OSTLU_8561	17.377	31.9277
Os04g0568800	OSTLU_28866	15.3465	3.38059
Os04g0569000	OSTLU_39197	61.4925	61.6766
Os04g0571600	OSTLU_2943	16.7857	24.3523
Os04g0571600	OSTLU_3441	21.25	28.6747
Os04g0571600	OSTLU_47105	22.3214	25.9336
Os04g0573200	OSTLU_5907	28.5256	39.5556
Os04g0574600	OSTLU_28308	12.1622	27.7397
Os04g0574800	OSTLU_31602	52.2857	49.5935
Os04g0576300	OSTLU_30197	67.3367	32.6034
Os04g0576800	OSTLU_26674	24.0113	25.9939
Os04g0576900	OSTLU_32267	9.00322	8.75
Os04g0577000	OSTLU_34773	46.25	41.6901
Os04g0578000	OSTLU_42674	26.501	28.4444
Os04g0578200	OSTLU_10591	15.3846	38.3838
Os04g0578400	OSTLU_9013	28.8026	58.1699
Os04g0580400	OSTLU_24651	39.5683	31.7919
Os04g0580400	OSTLU_33350	43.1655	37.7358
Os04g0581300	OSTLU_39800	44.186	46.9136
Os04g0581600	OSTLU_27143	39.2694	18.259
Os04g0581600	OSTLU_29766	39.2694	18.259
Os04g0582000	OSTLU_44917	11.3892	28.8889
Os04g0582600	OSTLU_44917	8.50767	19.3651
Os04g0582700	OSTLU_44917	0.857633	1.5873
Os04g0582900	OSTLU_44917	0	0
Os04g0583600	OSTLU_14029	99.0291	99.0291
Os04g0583600	OSTLU_44220	99.0291	99.0291
Os04g0583700	OSTLU_26074	17.2147	22.7331
Os04g0583900	OSTLU_5960	16.8467	28.3636
Os04g0585100	OSTLU_10632	5.35714	62.2642
Os04g0585300	OSTLU_1672	28.6441	39.03
Os04g0588200	OSTLU_16966	13.0903	18.1609
Os04g0588350	OSTLU_18069	35.2518	32.7759
Os04g0588350	OSTLU_18123	35.2518	32.7759
Os04g0589600	OSTLU_119517	44.9761	39.1667
Os04g0591000	OSTLU_7602	16.4948	29.8137
Os04g0591100	OSTLU_29623	34.1365	25.9146
Os04g0592700	OSTLU_42847	26.1504	23.6789
Os04g0593600	OSTLU_119676	34.1232	13.0435
Os04g0593700	OSTLU_119676	20.4545	11.413
Os04g0593800	OSTLU_119676	12.844	2.53623
Os04g0596300	OSTLU_25132	28.1481	25.8503
Os04g0596400	OSTLU_8524	56.3291	55.9748
Os04g0596500	OSTLU_36881	27.1341	37.0062
Os04g0596900	OSTLU_45513	59.7015	62.9921
Os04g0597000	OSTLU_89451	21.6117	26.8182
Os04g0598200	OSTLU_34409	77.1084	77.1084
Os04g0599650	OSTLU_44917	2.14286	17.1429
Os04g0599700	OSTLU_3375	46.7153	49.4845
Os04g0599900	OSTLU_34819	12.1212	36.3636
Os04g0600000	OSTLU_26932	36.7347	9.89011
Os04g0600200	OSTLU_4970	28.9157	43.4389
Os04g0600200	OSTLU_4977	28.9157	43.4389
Os04g0600300	OSTLU_4970	28.9552	43.8914
Os04g0600300	OSTLU_4977	28.9552	43.8914
Os04g0600800	OSTLU_89082	24.359	34.4411
Os04g0601700	OSTLU_14631	44.5455	45.7944
Os04g0602100	OSTLU_93205	24.6459	20.5189
Os04g0602200	OSTLU_28311	31.6076	29.8969
Os04g0602400	OSTLU_33584	25.8145	33.2258
Os04g0602500	OSTLU_29431	21.2446	19.9597
Os04g0602700	OSTLU_88555	32.4713	32.9446
Os04g0602800	OSTLU_37908	20.8874	45.4118
Os04g0605200	OSTLU_42603	32.973	40.9396
Os04g0605300	OSTLU_7508	12.5	29.5302
Os04g0605500	OSTLU_164	33.8235	40
Os04g0605500	OSTLU_40728	28.8603	33.9093
Os04g0605900	OSTLU_30488	65.5738	66.9456
Os04g0606400	OSTLU_1811	33.2168	40
Os04g0606900	OSTLU_34446	38.7755	39.1753
Os04g0607000	OSTLU_32626	17.8082	15.3543
Os04g0608400	OSTLU_24618	16.4773	18.7339
Os04g0608500	OSTLU_39213	46.1039	14.7456
Os04g0609100	OSTLU_31991	3.59712	7.93651
Os04g0609200	OSTLU_38010	46.0784	8.15972
Os04g0609700	OSTLU_30868	33.2117	18.3591
Os04g0609700	OSTLU_40550	29.562	25.5789
Os04g0610800	OSTLU_30642	66.4516	55.9783
Os04g0610900	OSTLU_39208	19.2802	44.9102
Os04g0611400	OSTLU_1118	39.7152	42.1849
Os04g0611500	OSTLU_710	44.2164	27.1167
Os04g0612600	OSTLU_30499	40.4181	39.8625
Os04g0612700	OSTLU_13349	36.1478	40.176
Os04g0612700	OSTLU_48780	36.9393	34.3137
Os04g0613300	OSTLU_28058	20.9964	17.3529
Os04g0613400	OSTLU_31046	60.4294	72.4265
Os04g0613500	OSTLU_32090	66.25	33.5443
Os04g0613600	OSTLU_32090	66.4596	67.7215
Os04g0613700	OSTLU_26644	36.5297	16.4271
Os04g0617600	OSTLU_119579	15.2128	24.4027
Os04g0617600	OSTLU_36081	13.1915	33.8798
Os04g0617800	OSTLU_38080	30.4833	37.2727
Os04g0618200	OSTLU_4642	48.3376	54.4669
Os04g0618500	OSTLU_30660	31.8792	30.7443
Os04g0619500	OSTLU_89365	33.4365	32.5301
Os04g0620000	OSTLU_35503	27.4124	35.5096
Os04g0622000	OSTLU_13787	5.81395	10.5263
Os04g0622800	OSTLU_13787	13.8264	22.6316
Os04g0623100	OSTLU_13787	11.4035	27.3684
Os04g0623300	OSTLU_15959	28.9256	14.014
Os04g0623500	OSTLU_37603	32.6975	30.1508
Os04g0623600	OSTLU_37603	24.4898	6.03015
Os04g0623700	OSTLU_9161	31.0606	34.4538
Os04g0623800	OSTLU_26241	54.902	54.1063
Os04g0624000	OSTLU_29190	75.6302	67.6692
Os04g0624600	OSTLU_40458	27.6316	49.4118
Os04g0624600	OSTLU_41260	25.1645	45.1994
Os04g0624600	OSTLU_41853	32.2368	41.2198
Os04g0625300	OSTLU_13608	11.9883	1.9141
Os04g0625350	OSTLU_13608	16.0714	1.68067
Os04g0625900	OSTLU_24476	9.95575	11.9681
Os04g0627900	OSTLU_37721	18.8525	53.4884
Os04g0628100	OSTLU_26775	96.6837	99.4751
Os04g0629100	OSTLU_17964	26.4368	36.0313
Os04g0629500	OSTLU_10652	15.7895	32.3077
Os04g0629500	OSTLU_37753	18.797	24.7525
Os04g0629700	OSTLU_38355	25.9852	53.6896
Os04g0630000	OSTLU_785	31.3253	27.8714
Os04g0631100	OSTLU_2301	26.699	25.4042
Os04g0635800	OSTLU_7944	49.4949	64.4737
Os04g0635900	OSTLU_43144	32.6241	42.4354
Os04g0636600	OSTLU_32727	8.40108	4.21769
Os04g0636700	OSTLU_32691	11.1742	17.3021
Os04g0637400	OSTLU_34610	45.8929	31.1893
Os04g0639300	OSTLU_18697	49.1329	34.5528
Os04g0640600	OSTLU_10503	16.9312	18.8235
Os04g0640800	OSTLU_32388	12.4309	24.0642
Os04g0642100	OSTLU_43364	42.0074	31.9209
Os04g0643000	OSTLU_33783	44.3228	41.2214
Os04g0643100	OSTLU_88668	52.0446	52.0446
Os04g0643200	OSTLU_119596	42.1348	40.6137
Os04g0643300	OSTLU_89176	45.5882	50
Os04g0644600	OSTLU_18226	16.8367	17.6471
Os04g0644675	OSTLU_93034	10.9228	10.9848
Os04g0644700	OSTLU_30499	37.3737	38.1443
Os04g0644800	OSTLU_14344	20.5607	3.06407
Os04g0644800	OSTLU_34455	26.1682	3.49127
Os04g0644800	OSTLU_50496	22.4299	2.7618
Os04g0646100	OSTLU_10590	43.9024	25
Os04g0647300	OSTLU_6409	21.9966	38.9222
Os04g0647800	OSTLU_45141	47.448	48.0843
Os04g0648500	OSTLU_34718	24.4485	28
Os04g0649400	OSTLU_27102	13.9831	16.0194
Os04g0650500	OSTLU_87928	31.3993	32.7402
Os04g0650600	OSTLU_33043	21.1663	20.2479
Os04g0652900	OSTLU_44311	20.9016	37.7778
Os04g0653400	OSTLU_44507	35.9712	44.405
Os04g0654700	OSTLU_4539	45.5556	50
Os04g0657100	OSTLU_34113	38.5204	43.3908
Os04g0658300	OSTLU_37239	34.2404	39.6325
Os04g0658300	OSTLU_3956	35.8277	46.1988
Os04g0658400	OSTLU_89200	44.1667	30.9489
Os04g0658600	OSTLU_43453	8	37.6068
Os04g0659150	OSTLU_15879	4.97238	1.74757
Os04g0659400	OSTLU_14528	16	23.7918
Os04g0659900	OSTLU_44170	28.5714	18.799
Os04g0660200	OSTLU_43325	25.0755	31.203
Os04g0660500	OSTLU_37745	11.717	55.9859
Os04g0661600	OSTLU_8506	14.6341	37.9747
Os04g0661900	OSTLU_41064	57.0588	29.2169
Os04g0662100	OSTLU_29359	16.1538	11.4754
Os04g0662700	OSTLU_10425	12.5	22.9592
Os04g0662800	OSTLU_2338	33.8798	46.6165
Os04g0662900	OSTLU_38480	40.625	36.255
Os04g0663300	OSTLU_39608	84.5455	83.0357
Os04g0663600	OSTLU_27102	12.4567	17.4757
Os04g0663800	OSTLU_27955	48.6111	36.8421
Os04g0665400	OSTLU_3589	55.7214	73.4426
Os04g0665700	OSTLU_93911	21.0356	26.1044
Os04g0666900	OSTLU_25198	41.0982	44.5446
Os04g0667500	OSTLU_34998	26.087	10.6667
Os04g0668800	OSTLU_10574	27.7512	44.9612
Os04g0668900	OSTLU_5300	41.9643	57.551
Os04g0669500	OSTLU_32853	25.9398	30.531
Os04g0669600	OSTLU_32853	25.1064	26.1062
Os04g0669700	OSTLU_32853	29.8077	13.7168
Os04g0669800	OSTLU_3520	44.4186	47.0443
Os04g0669900	OSTLU_3520	43.7055	45.3202
Os04g0670400	OSTLU_33627	29.2373	24.2105
Os04g0670700	OSTLU_35668	33.6538	13.9442
Os04g0671100	OSTLU_88233	44.5255	21.9424
Os04g0671200	OSTLU_15959	29.3634	14.3143
Os04g0671300	OSTLU_15959	28.252	13.9139
Os04g0673300	OSTLU_29755	20	5.88235
Os04g0673300	OSTLU_41670	20	5.88235
Os04g0673400	OSTLU_94976	40.9241	50.8197
Os04g0674200	OSTLU_119511	35.6828	36.1607
Os04g0674400	OSTLU_29219	25.283	42.1384
Os04g0675000	OSTLU_88941	7.48503	26.8817
Os04g0675400	OSTLU_7956	11.9342	34.7305
Os04g0675400	OSTLU_9697	8.02469	53.4247
Os04g0675500	OSTLU_49512	32.0388	31.0902
Os04g0676100	OSTLU_9748	32.2222	53.7037
Os04g0676300	OSTLU_13090	45.8422	55.9896
Os04g0676700	OSTLU_8087	23.1156	58.2278
Os04g0677500	OSTLU_27708	54.7945	53.1309
Os04g0677500	OSTLU_40662	54.7945	48.951
Os04g0677800	OSTLU_36881	25.8065	36.5904
Os04g0678300	OSTLU_38617	13.0647	40.2256
Os04g0678400	OSTLU_24922	26.2136	6.08108
Os04g0678700	OSTLU_4180	42.3773	50
Os04g0678800	OSTLU_34729	31.6794	30.1818
Os04g0679900	OSTLU_17797	21.1982	18.4739
Os04g0680000	OSTLU_37913	29.9335	27.2727
Os04g0680550	OSTLU_15823	40.9639	38.9685
Os04g0680700	OSTLU_37894	17.7062	17.5299
Os04g0681400	OSTLU_1302	30.5204	31.5866
Os04g0681600	OSTLU_1302	30.661	31.7322
Os04g0681900	OSTLU_8728	11.9048	40.404
Os04g0682000	OSTLU_49430	26.1506	35.9195
Os04g0682050	OSTLU_29219	25.7576	42.7673
Os04g0682300	OSTLU_39943	67.7419	68.2927
Os04g0682800	OSTLU_51113	27.643	53.7943
Os04g0682900	OSTLU_49314	28.4051	26.6376
Os04g0683100	OSTLU_42647	44.0594	43.4146
Os04g0683400	OSTLU_7962	41.6	49.5238
Os04g0683500	OSTLU_25207	21.8329	16.805
Os04g0683500	OSTLU_33237	22.372	18.9066
Os04g0683700	OSTLU_37273	29.5367	22.7003
Os04g0683700	OSTLU_48436	29.3436	10.1131
Os04g0683800	OSTLU_24349	19.8813	20.5312
Os04g0683850	OSTLU_12779	34.2342	21.3483
Os04g0684800	OSTLU_34833	33.1126	34.0136
Os04g0685100	OSTLU_5406	33.0303	37.3288
Os04g0685100	OSTLU_5610	33.0303	37.3288
Os04g0686200	OSTLU_26074	19.3945	26.1814
Os04g0686600	OSTLU_41102	32.2581	16.835
Os04g0686650	OSTLU_45682	31.5335	35.6098
Os04g0687900	OSTLU_44336	17.0996	28.2143
Os04g0691100	OSTLU_42248	11.8919	29.1391
Os04g0691200	OSTLU_32428	28.91	11.4447
Os04g0691500	OSTLU_29487	42.3177	35.7143
Os04g0691800	OSTLU_24349	19.3928	20.2247
Os04g0692100	OSTLU_49037	41.4634	40
Os04g0692200	OSTLU_27047	18.4953	29.6482
Os04g0692500	OSTLU_29136	21.9643	32.8877
Os04g0692600	OSTLU_27130	17.8182	18.9189
Os04g0692600	OSTLU_29779	17.8182	18.9189
Os04g0692700	OSTLU_15012	28.7898	25.167
Os04g0692750	OSTLU_15012	26.0385	28.6192
Os04g0693050	OSTLU_15043	64.2105	54.4643
Os05g0101400	OSTLU_9941	29.1971	54.7945
Os05g0102900	OSTLU_87009	41.3793	42.4779
Os05g0104650	OSTLU_41441	54.2756	56.9733
Os05g0104800	OSTLU_86356	33.0986	35.206
Os05g0104900	OSTLU_86132	26.3736	18.6047
Os05g0105100	OSTLU_24119	61.8182	67.3267
Os05g0105300	OSTLU_5305	6.70391	5.21739
Os05g0106100	OSTLU_35397	78.9157	82.3899
Os05g0106700	OSTLU_26074	23.2979	27.9693
Os05g0107600	OSTLU_10028	16.4348	32.4185
Os05g0107600	OSTLU_43996	15.4783	28.9431
Os05g0107700	OSTLU_119620	52.8302	49.5575
Os05g0108000	OSTLU_32966	25	43.7276
Os05g0108300	OSTLU_24885	33.8164	32.4074
Os05g0108800	OSTLU_9095	27.7372	52.7778
Os05g0110500	OSTLU_1511	37.0558	39.1071
Os05g0110800	OSTLU_37132	24.5902	9.80392
Os05g0111000	OSTLU_43365	21.1356	30.9707
Os05g0111000	OSTLU_47438	21.2408	31.0769
Os05g0111100	OSTLU_13482	42.1053	42.1053
Os05g0111900	OSTLU_29431	24.1379	9.87903
Os05g0113000	OSTLU_51587	28.821	29.5302
Os05g0113400	OSTLU_37128	41.3043	40.1408
Os05g0114100	OSTLU_49318	31.3364	27.0378
Os05g0114500	OSTLU_15612	17.5862	16.8317
Os05g0115700	OSTLU_29277	46.1111	46.6292
Os05g0115700	OSTLU_37524	45.5556	51.8987
Os05g0115800	OSTLU_27876	0.214592	0.46729
Os05g0115800	OSTLU_28071	0.214592	0.645161
Os05g0116100	OSTLU_32351	23.9437	21.6102
Os05g0116100	OSTLU_40218	26.2911	13.9303
Os05g0116100	OSTLU_4835	23.4742	14.2857
Os05g0117500	OSTLU_26054	28.0936	26.5823
Os05g0117600	OSTLU_28919	15.5172	20.16
Os05g0117798	OSTLU_30968	27.4621	37.1319
Os05g0118700	OSTLU_27102	9.44056	13.1068
Os05g0119600	OSTLU_29384	28.9926	29.9492
Os05g0120700	OSTLU_29095	64.7687	17.3499
Os05g0121200	OSTLU_27614	40.4199	54.417
Os05g0121500	OSTLU_36113	21.9895	19.8113
Os05g0121700	OSTLU_50387	28.6501	29.6296
Os05g0121900	OSTLU_29288	48.8235	50
Os05g0122400	OSTLU_39499	12.8936	33.0769
Os05g0125000	OSTLU_95019	9.48571	21.8421
Os05g0125500	OSTLU_12783	23.7164	18.7621
Os05g0125500	OSTLU_36653	22.4939	21.4452
Os05g0125500	OSTLU_41633	22.4939	21.4452
Os05g0126300	OSTLU_24137	4.30622	1.51388
Os05g0127200	OSTLU_50249	24.0803	29.0909
Os05g0128200	OSTLU_24342	27.2879	29.4964
Os05g0128900	OSTLU_51081	38.3886	9.65435
Os05g0129000	OSTLU_41198	49.7967	50.6198
Os05g0129100	OSTLU_19153	50.6135	42.9688
Os05g0129700	OSTLU_5313	27.9743	35.6557
Os05g0129900	OSTLU_29097	23.6776	26.7045
Os05g0131100	OSTLU_26430	18.8889	22.3684
Os05g0131100	OSTLU_95000	17.4074	17.5373
Os05g0131401	OSTLU_26430	12.8492	10.0877
Os05g0131401	OSTLU_95000	15.0838	10.0746
Os05g0132000	OSTLU_2458	13.1868	22.2812
Os05g0134000	OSTLU_49296	55.4745	59.8425
Os05g0134200	OSTLU_16113	32.6478	36.9186
Os05g0135700	OSTLU_27381	75.7576	77.5194
Os05g0135700	OSTLU_47517	75.7576	77.5194
Os05g0136200	OSTLU_41712	31.2775	31.982
Os05g0137100	OSTLU_48483	22.0779	5.44
Os05g0137200	OSTLU_48483	40.9669	12.88
Os05g0137400	OSTLU_44385	42.3387	46.2555
Os05g0140500	OSTLU_9485	34.3137	65.4206
Os05g0141400	OSTLU_28928	45.5357	49.2754
Os05g0141700	OSTLU_6517	33.5593	49.0099
Os05g0143400	OSTLU_30961	29.5455	25.8964
Os05g0143500	OSTLU_1909	46.4945	65.1163
Os05g0144200	OSTLU_30860	27.2727	24.7059
Os05g0144800	OSTLU_26944	63.5884	61.1675
Os05g0144900	OSTLU_28910	29.7521	11.5016
Os05g0147150	OSTLU_3730	0	0
Os05g0147200	OSTLU_3730	32.9466	34.8039
Os05g0147400	OSTLU_19801	68.4112	68.5393
Os05g0147400	OSTLU_29714	68.4112	68.5393
Os05g0147600	OSTLU_30981	18.0995	9.11162
Os05g0148300	OSTLU_33044	38.4615	43.4783
Os05g0148600	OSTLU_1871	25	31.8501
Os05g0149600	OSTLU_50090	48.2625	16.7785
Os05g0149900	OSTLU_42733	25.3119	23.5099
Os05g0150000	OSTLU_40339	60.4938	62.0253
Os05g0150300	OSTLU_12759	49.7409	60.251
Os05g0150800	OSTLU_27405	64.3836	62.6667
Os05g0151000	OSTLU_26100	54.3431	60.8141
Os05g0153500	OSTLU_51081	38.6905	7.74732
Os05g0154500	OSTLU_14999	24.8011	29.5419
Os05g0154700	OSTLU_10150	13.5531	32.9377
Os05g0154700	OSTLU_32718	11.7216	25
Os05g0154800	OSTLU_48819	29.6443	34.0909
Os05g0155000	OSTLU_49128	48.2044	48.338
Os05g0155100	OSTLU_33583	76.5957	77.4194
Os05g0155300	OSTLU_30771	47.4265	62.6214
Os05g0155601	OSTLU_46552	64.9813	66.0952
Os05g0156300	OSTLU_10584	9.80926	44.4444
Os05g0156300	OSTLU_9505	4.90463	26.087
Os05g0156500	OSTLU_38754	44.5205	17.4731
Os05g0156600	OSTLU_119480	64.1791	67.0379
Os05g0156700	OSTLU_15203	62.6609	31.6017
Os05g0156800	OSTLU_723	33.3333	7.79817
Os05g0156900	OSTLU_39838	50.1299	54.1374
Os05g0157100	OSTLU_37948	25.1429	24.581
Os05g0159100	OSTLU_37086	35.8289	36.8132
Os05g0160000	OSTLU_26614	52.7778	7.53968
Os05g0160800	OSTLU_42820	34.5238	40.2778
Os05g0161200	OSTLU_34045	30.7033	35.4455
Os05g0161500	OSTLU_34045	31.127	34.4554
Os05g0161800	OSTLU_34045	30.1038	34.4554
Os05g0162800	OSTLU_6612	29.6117	25.523
Os05g0162800	OSTLU_9264	19.4175	62.5
Os05g0163000	OSTLU_119542	38.7789	39.1667
Os05g0163100	OSTLU_29338	18.797	18.7266
Os05g0163250	OSTLU_50795	68.9964	16.5948
Os05g0163700	OSTLU_12783	20	16.6344
Os05g0163700	OSTLU_36653	18.6047	18.648
Os05g0163700	OSTLU_41633	18.6047	18.648
Os05g0164100	OSTLU_3092	12.8072	41.25
Os05g0164100	OSTLU_40330	25.4851	38.9328
Os05g0168700	OSTLU_5074	42.3729	53.3808
Os05g0169000	OSTLU_10652	22.7273	46.1538
Os05g0169000	OSTLU_37753	20.4545	26.7327
Os05g0169100	OSTLU_30754	69.863	67.6991
Os05g0169200	OSTLU_3284	35.8639	39.0313
Os05g0170800	OSTLU_17180	26.6667	36.1991
Os05g0170800	OSTLU_26847	13	29.771
Os05g0170950	OSTLU_4751	59.3407	17.4757
Os05g0170950	OSTLU_49715	46.1538	12.844
Os05g0171300	OSTLU_1898	26.0241	24.4898
Os05g0173700	OSTLU_119520	73.2673	10.4668
Os05g0176000	OSTLU_32524	59.5469	75.7202
Os05g0176800	OSTLU_36876	17.1344	22.8346
Os05g0176800	OSTLU_38528	22.5997	26.1538
Os05g0178400	OSTLU_35344	45.0102	51.5152
Os05g0178900	OSTLU_31094	26.7281	36.9427
Os05g0180600	OSTLU_34142	30.9582	38.5321
Os05g0182201	OSTLU_35145	24.9042	38.0117
Os05g0182500	OSTLU_8844	75.6579	77.1812
Os05g0182600	OSTLU_25566	10.1562	19.2308
Os05g0182800	OSTLU_23867	34.2965	50.4621
Os05g0185700	OSTLU_93006	24.7031	27.2251
Os05g0186300	OSTLU_41212	43.1579	44.3243
Os05g0187800	OSTLU_5901	35.124	41.0628
Os05g0188500	OSTLU_13918	20.2509	20.3787
Os05g0188800	OSTLU_119511	35.2423	35.7143
Os05g0194600	OSTLU_17729	62.8947	63.9037
Os05g0195200	OSTLU_24342	30.0995	21.7626
Os05g0196200	OSTLU_29706	26.0623	29.1139
Os05g0196200	OSTLU_51192	26.0623	29.1139
Os05g0196500	OSTLU_30668	16.8013	37.8182
Os05g0196600	OSTLU_42674	29.646	29.7778
Os05g0200100	OSTLU_7608	30.5556	48.1752
Os05g0200280	OSTLU_44260	25.9067	25.7732
Os05g0200500	OSTLU_24026	68.8633	69.5508
Os05g0203400	OSTLU_28436	28.1437	26.1111
Os05g0203400	OSTLU_28493	28.1437	26.1111
Os05g0203400	OSTLU_33729	28.1437	26.1111
Os05g0204600	OSTLU_33113	17.4603	27.3859
Os05g0207300	OSTLU_30777	67.5824	69.4915
Os05g0207500	OSTLU_49296	54.7264	57.7428
Os05g0208000	OSTLU_25107	55.2288	57.6792
Os05g0209400	OSTLU_93596	29.0698	36.4078
Os05g0210500	OSTLU_119499	9.82659	19.4763
Os05g0211100	OSTLU_43938	42.6	45.2229
Os05g0212400	OSTLU_28974	16.9014	26.5487
Os05g0215600	OSTLU_28058	19.3333	17.0588
Os05g0215800	OSTLU_36385	37.3134	38.5802
Os05g0219800	OSTLU_37740	32.9255	34.8645
Os05g0220600	OSTLU_26597	39.4928	47.807
Os05g0221400	OSTLU_12740	56.5657	25.6881
Os05g0224700	OSTLU_37948	21.4286	25.1397
Os05g0227700	OSTLU_50892	37.051	39.0438
Os05g0230600	OSTLU_41640	14.1557	35.1759
Os05g0235300	OSTLU_39103	5.07099	25.8799
Os05g0235600	OSTLU_41877	43.2	14.5161
Os05g0235701	OSTLU_17563	41.5842	13.4615
Os05g0235800	OSTLU_39655	48.7952	48.157
Os05g0241100	OSTLU_31093	53.7267	15.8135
Os05g0241200	OSTLU_18149	39.8515	52.2727
Os05g0243100	OSTLU_8159	31.6667	27.7372
Os05g0243200	OSTLU_8159	20.625	24.0876
Os05g0243300	OSTLU_8159	37.1728	51.8248
Os05g0244700	OSTLU_43558	21.7647	24.3421
Os05g0251500	OSTLU_40704	60	58.3333
Os05g0255600	OSTLU_33850	45.2174	43.3333
Os05g0256000	OSTLU_49739	58.589	59.1331
Os05g0267800	OSTLU_5754	24.735	30.1724
Os05g0270000	OSTLU_93468	21.1321	23.431
Os05g0270200	OSTLU_24577	19.4384	5.36993
Os05g0270500	OSTLU_31306	27.7027	27.3333
Os05g0270800	OSTLU_6266	41.6974	54.8544
Os05g0274200	OSTLU_28688	46.2845	46.5812
Os05g0274900	OSTLU_14085	73.5294	73.5294
Os05g0275000	OSTLU_31572	13.9975	20.709
Os05g0275700	OSTLU_36679	28.3626	34.1549
