Gene stable ID	Oryza barthii gene stable ID	%id. target Oryza barthii gene identical to query gene	%id. query gene identical to target Oryza barthii gene
Os06g0137500	OBART06G02330	86.7347	68
Os06g0137600	OBART06G02340	100	100
Os06g0137700	OBART06G02350	99.7333	99.7333
Os06g0138000	OBART06G02360	100	34.4444
Os06g0138100	OBART06G02370	100	100
Os06g0138200	OBART06G02380	86.3636	97.0803
Os06g0138400	OBART06G02390	87.7333	98.7988
Os06g0138600	OBART06G02400	50.6527	100
Os06g0138700	OBART06G02420	93.7079	80.814
Os06g0138900	OBART06G02410	94	94
Os06g0138900	OBART06G02450	39.4286	85.7143
Os06g0139150	OBART06G02410	94	94
Os06g0139150	OBART06G02450	39.4286	85.7143
Os06g0139700	OBART06G02480	57.8778	94.7368
Os06g0139800	OBART06G02490	94.8805	94.8805
Os06g0139900	OBART06G02500	98.7805	98.7805
Os06g0140200	OBART06G02520	95.7143	48.251
Os06g0140300	OBART06G02530	96.6063	93.1298
Os06g0140400	OBART06G02540	79.2969	99.0244
Os06g0140700	OBART06G02560	99.3506	99.0291
Os06g0140800	OBART06G02570	99.7519	99.7519
Os06g0140900	OBART06G02590	100	100
Os06g0141166	OBART06G02600	62.716	100
Os06g0141200	OBART06G02610	97.2414	95.9184
Os06g0141400	OBART06G02620	56.3025	42.6752
Os06g0141600	OBART06G02630	67.6259	55.6213
Os06g0141700	OBART06G02740	99.1304	93.4426
Os06g0142100	OBART06G02730	96.0938	88.6487
Os06g0142350	OBART06G02630	95	56.213
Os06g0142400	OBART06G02750	98.2609	98.2609
Os06g0142500	OBART06G02760	75.5556	87.8419
Os06g0142600	OBART06G02780	98.8158	98.8158
Os06g0142650	OBART06G02790	81.3449	97.9112
Os06g0142700	OBART06G02800	99.3506	99.3506
Os06g0142800	OBART06G02810	98.4211	98.4211
Os06g0142900	OBART06G02820	99.5516	34.1538
Os06g0143000	OBART06G02830	92.549	81.0997
Os06g0143100	OBART06G02840	87.2727	41.7391
Os06g0143400	OBART06G02850	98.829	98.829
Os06g0143500	OBART06G02860	99.6068	99.6068
Os06g0143600	OBART06G02870	97.4359	9.17874
Os06g0143700	OBART06G02880	97.6119	99.5434
Os06g0143900	OBART06G02890	98.2359	94.9893
Os06g0144000	OBART06G02900	95.9654	99.1071
Os06g0144200	OBART06G02920	97.1111	99.093
Os06g0144200	OBART06G03020	99.7778	99.117
Os06g0144600	OBART06G02990	37.7778	20.8333
Os06g0144800	OBART06G02960	99.6983	86.0677
Os06g0144900	OBART06G02940	93.6575	98.4444
Os06g0145400	OBART06G03030	47.7941	17.038
Os06g0145700	OBART06G03040	96.5839	78.3375
Os06g0145800	OBART06G03050	99.2647	99.2647
Os06g0145950	OBART06G03060	62.963	37.1875
Os06g0146100	OBART06G03070	95.2242	91.4794
Os06g0146250	OBART06G03090	82.2848	94.4867
Os06g0146600	OBART02G36950	78.5714	80.4878
Os06g0146600	OBART06G03120	78.5714	80.4878
Os06g0147100	OBART06G03130	97.479	97.479
Os06g0147250	OBART06G03140	94.0171	94.0171
Os06g0147300	OBART06G03150	100	100
Os06g0147400	OBART06G03160	100	100
Os06g0147600	OBART06G03170	97.1429	100
Os06g0147800	OBART06G03180	94.3182	84.264
Os06g0148000	OBART06G03190	97.3333	62.931
Os06g0148200	OBART06G03200	99.7151	99.7151
Os06g0148900	OBART06G03220	55.9783	17.2241
Os06g0149100	OBART06G03240	75.6098	31.7949
Os06g0149133	OBART06G03230	32.4841	38.6364
Os06g0149200	OBART06G03250	96.2963	12.6418
Os06g0149400	OBART06G03270	100	100
Os06g0149500	OBART06G03280	49.5727	100
Os06g0149700	OBART06G03290	97.9351	88.0637
Os06g0149900	OBART06G03300	99.7118	99.7118
Os06g0150100	OBART06G03320	72.6316	100
Os06g0150300	OBART06G03330	100	98.6547
Os06g0150400	OBART06G03340	99.0196	99.0196
Os06g0150600	OBART06G03350	74.2616	99.435
Os06g0151100	OBART06G03390	99.1632	58.5185
Os06g0151300	OBART06G03400	100	100
Os06g0151600	OBART06G03410	72.3748	99.5556
Os06g0151700	OBART06G03420	97.3684	97.3684
Os06g0151900	OBART06G03440	100	28.7823
Os06g0152000	OBART06G03430	80.9524	27.9605
Os06g0152100	OBART06G03450	100	100
Os06g0152200	OBART06G03460	99.4444	99.4444
Os06g0152300	OBART06G03470	92.0489	50.4188
Os06g0152500	OBART06G03480	71.6138	72.029
Os06g0152700	OBART06G03490	97.2578	96.9035
Os06g0152800	OBART06G03500	67.7665	85.8521
Os06g0153200	OBART06G03520	84.2227	100
Os06g0153600	OBART06G03550	44.8071	76.2626
Os06g0153800	OBART06G03560	100	100
Os06g0153900	OBART06G03570	97.6	90.0369
Os06g0154200	OBART06G03580	95.1389	98.2783
Os06g0154400	OBART06G03590	96.3731	38.193
Os06g0154500	OBART06G03600	92.2111	100
Os06g0154600	OBART06G03610	68.8406	100
Os06g0154900	OBART06G03630	45.4545	36.9231
Os06g0155300	OBART06G03660	37.9603	98.5294
Os06g0155400	OBART06G03670	84.6154	33.1325
Os06g0155600	OBART06G03690	99.3779	99.2236
Os06g0155750	OBART06G03700	95.6989	92.7083
Os06g0155900	OBART06G03710	62.8353	38.3178
Os06g0156400	OBART06G03730	26.2948	38.1503
Os06g0156600	OBART06G03740	93.0556	93.3148
Os06g0156900	OBART06G03760	70.9239	100
Os06g0157000	OBART06G03770	98.5337	85.2792
Os06g0157700	OBART06G03790	97.2067	97.2067
Os06g0157900	OBART06G03800	99.1936	97.619
Os06g0158000	OBART06G03810	99.6748	92.3193
Os06g0158100	OBART06G03820	99.2327	98.9796
Os06g0158200	OBART06G03830	91.3043	35
Os06g0158300	OBART06G03840	99.5807	99.5807
Os06g0158500	OBART06G03870	88.8889	90.1408
Os06g0158600	OBART06G03880	97.4874	91.5094
Os06g0158700	OBART06G03890	95.1613	75.641
Os06g0159600	OBART06G03920	81.8594	73.2252
Os06g0159725	OBART06G03930	71.2121	95.9184
Os06g0160001	OBART05G18000	100	100
Os06g0160100	OBART05G18000	60.7143	100
Os06g0160200	OBART06G03960	76.5172	97.3154
Os06g0160400	OBART06G03980	92.6407	78.1022
Os06g0160600	OBART06G04000	94.7137	94.0919
Os06g0160700	OBART06G04010	99.376	99.376
Os06g0160800	OBART06G04020	96.9697	96.2406
Os06g0161900	OBART06G04090	96.337	77.8107
Os06g0162500	OBART06G04140	98.2955	98.5755
Os06g0162550	OBART06G04150	87.9371	94.7269
Os06g0162600	OBART06G04160	77.533	70.4
Os06g0162700	OBART06G04170	95.0935	87.7155
Os06g0162800	OBART06G04180	98.6667	98.6667
Os06g0163000	OBART06G04200	96.1491	98.3482
Os06g0163200	OBART06G04210	93.0851	81.5851
Os06g0163300	OBART06G04220	99.6894	99.6894
Os06g0163400	OBART06G04230	98.1238	93.3929
Os06g0163500	OBART06G04240	93.3824	61.6505
Os06g0163600	OBART06G04250	100	19.2607
Os06g0163900	OBART06G04280	92.4731	86.8687
Os06g0164000	OBART06G04290	57.6835	57.6835
Os06g0164100	OBART06G04300	100	94.9853
Os06g0164300	OBART05G08920	40.3846	22.4599
Os06g0164400	OBART06G04330	79.6954	49.8413
Os06g0164800	OBART06G04370	89.5349	59.6899
Os06g0164900	OBART06G04380	89.8568	92.0538
Os06g0165000	OBART06G04350	10.2041	12.5
Os06g0165500	OBART06G04410	95.8282	97.0186
Os06g0165800	OBART06G04420	100	100
Os06g0166000	OBART06G04430	99.5798	79.2642
Os06g0166400	OBART06G04460	88.0435	94.7368
Os06g0166500	OBART06G04470	67.7596	73.3728
Os06g0166900	OBART06G04490	99.7275	99.7275
Os06g0167000	OBART05G04400	99.823	49.5606
Os06g0167100	OBART06G04510	97.2414	98.3721
Os06g0167200	OBART06G04520	98.0716	98.8889
Os06g0167400	OBART06G04530	96.99	96.99
Os06g0167500	OBART06G04540	41.6176	54.3186
Os06g0168000	OBART06G04570	97.3988	100
Os06g0168500	OBART06G04600	99.0164	99.0164
Os06g0168600	OBART06G04610	98.2801	92.4855
Os06g0168700	OBART06G04620	97.9675	93.4109
Os06g0168800	OBART06G04630	97.5669	99.5037
Os06g0168901	OBART01G00970	35.567	27.7108
Os06g0169001	OBART06G04640	97.8417	97.8417
Os06g0170100	OBART06G04650	96.8	96.6711
Os06g0170500	OBART06G04690	92.3237	91.002
Os06g0171500	OBART06G04750	60.4743	58.6207
Os06g0171600	OBART06G04760	99.4792	32.5939
Os06g0171700	OBART06G04770	99.4872	99.4872
Os06g0171800	OBART06G04780	88.0705	88.7147
Os06g0171900	OBART06G04790	99.1247	99.1247
Os06g0171900	OBART06G04800	31.7287	91.7721
Os06g0172000	OBART06G04810	70.8415	100
Os06g0172200	OBART06G04820	82.2034	99.4872
Os06g0172600	OBART06G04830	100	100
Os06g0172800	OBART06G04850	77.6216	91.465
Os06g0173000	OBART06G04860	99.2799	99.2799
Os06g0173100	OBART06G04870	96.7366	100
Os06g0173800	OBART06G04900	49.5413	60.223
Os06g0174300	OBART06G04920	96.1039	97.3684
Os06g0174375	OBART06G04930	99.7802	27.4985
Os06g0174400	OBART06G04940	100	100
Os06g0175400	OBART06G04950	39.4265	28.2051
Os06g0175500	OBART06G04960	99.8246	99.8246
Os06g0175800	OBART07G13760	99.3684	99.5781
Os06g0175900	OBART07G13770	100	100
Os06g0176100	OBART06G04980	50.1608	40.5195
Os06g0176150	OBART06G04990	74.5455	35.2688
Os06g0176200	OBART06G05000	88.983	99.3691
Os06g0176300	OBART06G05010	69.0554	63.8554
Os06g0176600	OBART03G13310	76.4706	35.8268
Os06g0176700	OBART06G05020	96.2857	30.7482
Os06g0176900	OBART07G13760	99.4792	80.5907
Os06g0177000	OBART07G13770	100	100
Os06g0177200	OBART06G04980	50.1608	40.5195
Os06g0177250	OBART06G04990	74.5455	35.2688
Os06g0177300	OBART06G05000	88.983	99.3691
Os06g0177600	OBART06G05010	69.0554	63.8554
Os06g0178400	OBART03G13310	76.4706	35.8268
Os06g0178500	OBART06G05020	96.2857	30.7482
Os06g0178900	OBART06G05040	99.8696	99.8696
Os06g0179000	OBART06G05050	99.2395	96.31
Os06g0179200	OBART06G05070	99.8236	99.8236
Os06g0179500	OBART06G05080	74.9147	99.5465
Os06g0179700	OBART06G05100	99.4444	99.4444
Os06g0179800	OBART06G05120	95.3795	64.7256
Os06g0179900	OBART06G05140	77.9193	98.6559
Os06g0180000	OBART06G05150	90.4321	89.8773
Os06g0180100	OBART06G05160	95.2381	98.3607
Os06g0180300	OBART06G05190	98.9796	82.906
Os06g0180533	OBART03G39250	36.3636	9.91736
Os06g0181100	OBART06G05250	95.6088	37.9256
Os06g0181200	OBART06G05250	99.789	37.4505
Os06g0181300	OBART06G05260	40.8955	57.3222
Os06g0181400	OBART06G05270	88.9888	90
Os06g0181500	OBART06G05280	70.8861	99.8379
Os06g0181566	OBART06G05290	100	100
Os06g0181700	OBART06G05300	57.8652	100
Os06g0181800	OBART06G05310	81.1966	72.5191
Os06g0182300	OBART06G05320	93.822	96.0343
Os06g0182400	OBART06G05330	84.9231	74.5946
Os06g0182500	OBART06G05340	100	100
Os06g0183100	OBART06G05360	99.4253	99.4253
Os06g0183200	OBART06G05370	95.6107	99.5035
Os06g0183700	OBART06G05390	69.1275	94.0639
Os06g0183900	OBART06G05410	99.1429	99.1429
Os06g0184000	OBART06G05420	92.2111	93.6225
Os06g0184100	OBART06G05430	72.0721	72.7273
Os06g0184200	OBART06G05440	50.6522	60.5195
Os06g0184300	OBART06G05450	99.3506	97.6596
Os06g0184400	OBART06G05460	89.8017	59.1418
Os06g0184500	OBART06G05470	84.472	99.6337
Os06g0184800	OBART06G05490	100	100
Os06g0184866	OBART06G05500	49.4845	98.9691
Os06g0184900	OBART06G05510	64.7191	96.6443
Os06g0185100	OBART06G05520	97.5265	97.5265
Os06g0185300	OBART06G05530	45.4545	48.6577
Os06g0185500	OBART06G05550	68.5912	95.1923
Os06g0185700	OBART06G05560	97.741	96.0059
Os06g0185800	OBART06G05570	97.5858	97.5858
Os06g0185900	OBART06G05580	95.7265	96.5517
Os06g0186000	OBART06G05590	82.9787	12.635
Os06g0186100	OBART06G05600	69.6618	92.6735
Os06g0186300	OBART06G05610	53.6451	61.1285
Os06g0186400	OBART06G05620	85.3306	97.1765
Os06g0186500	OBART06G05630	99.6758	99.6758
Os06g0186600	OBART06G05640	96.9231	70
Os06g0186700	OBART06G05650	99.4434	77.3449
Os06g0186900	OBART06G05660	62.8151	100
Os06g0187200	OBART06G05690	81.5534	99.2126
Os06g0187300	OBART09G17230	76.1194	80.4054
Os06g0187900	OBART06G05700	100	61.4618
Os06g0188100	OBART06G05720	100	100
Os06g0188600	OBART06G05760	94.1791	98.748
Os06g0188700	OBART06G05770	95.1567	52.3101
Os06g0190500	OBART02G12820	85.8757	87.6923
Os06g0190800	OBART06G05790	94.3902	54.2777
Os06g0190900	OBART04G05330	17.6471	43.9024
Os06g0191200	OBART06G05800	99.4318	99.4318
Os06g0191300	OBART06G05810	37.1345	100
Os06g0191500	OBART06G05820	70.5882	79.4118
Os06g0191700	OBART06G05840	99.1489	68.3284
Os06g0191800	OBART06G05850	84.0909	92.6931
Os06g0192100	OBART06G05870	21.0127	60.1449
Os06g0192300	OBART06G05890	39.3939	39.6341
Os06g0192400	OBART06G05900	69.0909	97.4359
Os06g0192500	OBART06G05910	99.5098	58.1662
Os06g0192600	OBART02G35110	100	100
Os06g0192800	OBART06G05940	97.1963	100
Os06g0192900	OBART06G05950	99.4413	99.4413
Os06g0193000	OBART06G05960	100	100
Os06g0193200	OBART06G05970	76.9231	99.3377
Os06g0193300	OBART06G05990	92.9134	91.4729
Os06g0193400	OBART06G06000	98.1172	98.1172
Os06g0194000	OBART06G06020	99.4475	99.4475
Os06g0194900	OBART06G06050	99.8762	99.8762
Os06g0195600	OBART06G06070	86.0523	99.4245
Os06g0195800	OBART06G06090	97.99	83.3333
Os06g0195900	OBART06G06100	98.917	40.5325
Os06g0196200	OBART06G06110	42.5121	98.8764
Os06g0196300	OBART06G06120	83.871	68.6792
Os06g0196500	OBART06G06130	96.4286	94.186
Os06g0196600	OBART06G06140	96.3441	98.4615
Os06g0196700	OBART06G06150	99.6208	99.6208
Os06g0196900	OBART06G06160	100	100
Os06g0198500	OBART06G06240	97.449	50.2632
Os06g0198700	OBART06G06250	100	100
Os06g0198800	OBART01G08470	78.75	23.2472
Os06g0198900	OBART06G06270	42.7128	100
Os06g0199000	OBART06G06280	98.4906	97.7528
Os06g0199100	OBART06G06290	93.7646	99.3394
Os06g0199200	OBART06G06300	98.8701	96.8635
Os06g0199402	OBART06G06310	97.6744	97.6744
Os06g0199500	OBART06G06320	54.5455	100
Os06g0199700	OBART06G06330	92.7007	96.2121
Os06g0199800	OBART06G06340	90.3427	94.7712
Os06g0200500	OBART06G06370	89.5652	81.1024
Os06g0200800	OBART06G06390	75.7353	100
Os06g0201000	OBART06G06410	89.2857	34.3511
Os06g0202400	OBART06G06430	98.9474	98.9474
Os06g0202700	OBART06G06450	100	100
Os06g0202900	OBART06G06480	84.2723	81.5909
Os06g0203200	OBART06G06490	97.8723	76.8997
Os06g0203500	OBART06G06500	93.8775	59.4828
Os06g0203600	OBART06G06510	99.0654	99.0654
Os06g0203700	OBART06G06520	98.6301	86.4
Os06g0203800	OBART06G06540	88.9571	96.3455
Os06g0204100	OBART06G06570	50.7837	50.7837
Os06g0204400	OBART06G06580	75.7377	46.856
Os06g0204600	OBART06G06600	84.4784	28.8194
Os06g0205600	OBART06G06650	99.5973	99.5973
Os06g0206000	OBART06G06660	84.6154	81.1209
Os06g0206100	OBART06G06670	92.5059	98.6267
Os06g0206200	OBART06G06680	98.7421	98.7421
Os06g0206700	OBART06G06700	97.8261	33.475
Os06g0206900	OBART06G06710	98.2955	100
Os06g0207000	OBART06G06720	99.0991	99.3976
Os06g0207200	OBART06G06730	100	100
Os06g0207500	OBART06G06750	99.4444	84.5336
Os06g0207600	OBART06G06760	29.3651	56.4885
Os06g0207700	OBART06G06810	99.1837	85.0642
Os06g0208151	OBART06G06840	29.6512	29.4798
Os06g0208151	OBART06G14890	31.3953	43.9024
Os06g0208200	OBART06G06850	91.4286	93.4307
Os06g0208300	OBART06G06860	97.9381	26.8868
Os06g0208800	OBART06G06880	48.8998	99.5025
Os06g0209100	OBART06G06890	82.1586	99.7326
Os06g0209300	OBART06G06910	81.9767	31.1029
Os06g0209400	OBART06G06920	87.156	98.9583
Os06g0210000	OBART06G06960	96.144	99.2042
Os06g0210100	OBART06G06980	96.1722	96.1722
Os06g0210200	OBART06G06990	84.3049	93.5323
Os06g0210400	OBART06G07010	74.3662	97.7778
Os06g0210500	OBART06G07020	83.1522	99.6743
Os06g0210900	OBART06G07040	98.5685	98.7705
Os06g0211200	OBART06G07070	99.0741	95.5357
Os06g0211300	OBART06G07080	99.1803	99.1803
Os06g0211500	OBART06G07100	53.4031	54.2553
Os06g0211600	OBART06G07110	98.4071	98.06
Os06g0212400	OBART06G07110	0.507614	0.529101
Os06g0212500	OBART06G07110	57.971	56.4374
Os06g0212900	OBART06G07170	33.617	88.764
Os06g0212900	OBART06G07180	50.2128	82.807
Os06g0213200	OBART06G07190	100	37.9085
Os06g0213400	OBART06G07210	82.963	97.6744
Os06g0213700	OBART06G07220	97.992	98.3871
Os06g0213900	OBART06G07230	98.2609	98.2609
Os06g0214100	OBART06G07240	99.0991	99.0991
Os06g0214300	OBART06G07260	99.3789	99.3789
Os06g0214850	OBART06G07280	89.7727	99.0596
Os06g0214900	OBART06G07290	87.5912	99.1736
Os06g0215100	OBART06G07300	70.3614	98.983
Os06g0215200	OBART06G07310	99.177	93.0502
Os06g0215400	OBART06G07330	97.6436	98.8077
Os06g0215500	OBART06G07340	92.3274	45.466
Os06g0216000	OBART06G07350	78.5714	14.6018
Os06g0216100	OBART06G07360	89.7959	54.8857
Os06g0216100	OBART06G07370	88.4354	53.9419
Os06g0216400	OBART06G07390	99.5781	85.045
Os06g0216700	OBART06G07410	83.2215	97.6378
Os06g0216800	OBART06G07420	91.6667	80.1325
Os06g0217300	OBART06G07430	70.852	94.0476
Os06g0217500	OBART06G07440	99.5868	93.0502
Os06g0217600	OBART06G07450	100	18.9588
Os06g0217700	OBART06G07460	99.1031	98.6607
Os06g0218000	OBART06G07480	56.8519	96.2382
Os06g0218100	OBART06G07490	89.8551	21.0884
Os06g0218200	OBART05G23170	27.6316	15.6134
Os06g0218300	OBART02G33290	45.9276	35.9292
Os06g0218500	OBART06G07530	93.4718	92.1053
Os06g0218600	OBART06G07540	98.9899	98.9899
Os06g0218800	OBART06G07550	89.5028	97.006
Os06g0218900	OBART06G07560	97.8261	37.7622
Os06g0219400	OBART06G07600	90.8078	60.1476
Os06g0219500	OBART06G07610	49.5146	61.6936
Os06g0219600	OBART06G07620	100	100
Os06g0219700	OBART06G07630	99.6845	99.6845
Os06g0219800	OBART06G07640	95.7071	92.2141
Os06g0219900	OBART06G07650	86.6242	70.4663
Os06g0220300	OBART06G07660	96.519	51.2605
Os06g0220500	OBART06G07670	78.4861	68.0484
Os06g0220600	OBART06G07680	91.8367	99.3691
Os06g0220800	OBART06G07690	98.9362	98.2394
Os06g0220900	OBART06G07700	100	100
Os06g0221000	OBART06G07710	97.8261	98.4375
Os06g0221100	OBART06G07720	99.1848	94.8052
Os06g0221200	OBART06G07740	99.6845	99.6845
Os06g0222400	OBART02G32770	36.8421	15.7658
Os06g0222800	OBART06G07810	68.2266	91.4191
Os06g0222900	OBART06G07820	83.6773	83.8346
Os06g0223200	OBART06G07850	67.5	32.9268
Os06g0223300	OBART06G07860	93.6111	98.538
Os06g0223700	OBART06G07870	99.2958	99.2958
Os06g0223800	OBART06G07880	98.4571	47.3123
Os06g0224100	OBART06G07900	90.4762	99.1304
Os06g0224200	OBART06G07910	99.2968	99.2968
Os06g0224900	OBART06G07920	99.7355	19.2938
Os06g0225100	OBART06G07940	73.2673	95.7929
Os06g0225200	OBART06G07950	91.6031	96.7742
Os06g0225300	OBART06G07960	94.6429	98.3137
Os06g0225400	OBART06G07970	91.0204	97.807
Os06g0225800	OBART06G08000	90.5303	90.5303
Os06g0225900	OBART06G08010	99.7275	38.5669
Os06g0226050	OBART06G08020	100	100
Os06g0226100	OBART06G08030	61.0966	95.9016
Os06g0226600	OBART06G08050	98.9637	98.9637
Os06g0226950	OBART06G08070	100	100
Os06g0227200	OBART06G08080	94.6023	93.9351
Os06g0227250	OBART06G08090	96.2525	96.8254
Os06g0227500	OBART06G08100	74.7664	31.0078
Os06g0228200	OBART06G08130	100	100
Os06g0228500	OBART06G08140	100	100
Os06g0228600	OBART06G08150	96.4876	99.3617
Os06g0228900	OBART06G08170	83.4495	81.0491
Os06g0229066	OBART06G08180	98.778	79.5082
Os06g0229200	OBART06G08200	84.4584	90.7251
Os06g0229300	OBART06G08210	97.096	88.5945
Os06g0229800	OBART06G08250	99.5062	99.5062
Os06g0230000	OBART06G08260	99.0099	83.3333
Os06g0230100	OBART06G08270	54.6926	80.4762
Os06g0230400	OBART06G08280	25.6544	41.5254
Os06g0231050	OBART06G08310	98.913	98.913
Os06g0231300	OBART06G08320	99.6753	99.3528
Os06g0231600	OBART06G08340	98.2301	98.2301
Os06g0232000	OBART06G08360	92.126	95.1219
Os06g0232100	OBART06G08370	99.8328	55.0738
Os06g0232200	OBART06G08380	99.4962	93.1604
Os06g0232300	OBART06G08390	99.6622	91.7574
Os06g0232400	OBART06G08400	93.125	79.2553
Os06g0232600	OBART06G08410	70.5882	92.3077
Os06g0232700	OBART06G08420	20.059	91.2752
Os06g0232800	OBART06G08430	87.013	25
Os06g0233200	OBART06G08440	98.8532	99.7685
Os06g0233400	OBART06G08450	99.6	99.6
Os06g0233800	OBART06G08470	87.3315	98.4802
Os06g0234100	OBART06G08490	72.4522	98.913
Os06g0234200	OBART06G08500	99.5349	99.5349
Os06g0234400	OBART06G08520	65.2062	76.8997
Os06g0234600	OBART06G08530	92.8736	81.4516
Os06g0234900	OBART06G08560	99.5392	44.4444
Os06g0235300	OBART06G08580	98.1928	60.1846
Os06g0235400	OBART06G08580	100	4.67692
Os06g0235500	OBART06G08600	100	100
Os06g0235800	OBART06G08610	82.8964	98.8095
Os06g0235900	OBART06G08640	59.0551	18.2039
Os06g0236300	OBART06G08670	80.4233	91.5663
Os06g0236600	OBART06G08680	99.7245	99.7245
Os06g0236900	OBART06G08700	100	30.1818
Os06g0237300	OBART06G08730	98.3883	68.4463
Os06g0237400	OBART06G08740	99.0228	99.0228
Os06g0237502	OBART06G08750	80.1303	58.156
Os06g0237900	OBART06G08770	92.5743	54.2029
Os06g0238200	OBART06G08790	39.5112	85.8407
Os06g0238300	OBART06G08800	99.0698	89.4958
Os06g0238600	OBART06G08830	72.1154	41.6667
Os06g0238700	OBART06G08840	98.9975	81.2757
Os06g0238900	OBART06G08850	89.644	100
Os06g0239000	OBART06G08860	87.3874	36.4662
Os06g0239100	OBART06G08870	32.8841	98.3871
Os06g0239200	OBART06G08880	89.2473	86.4583
Os06g0239500	OBART06G08950	98.3178	97.5881
Os06g0239700	OBART06G08970	93.2836	99.6016
Os06g0240001	OBART06G08990	94.6429	94.6429
Os06g0240050	OBART06G09020	77.6	69.9099
Os06g0240600	OBART04G05030	38.785	15.5722
Os06g0241400	OBART06G09040	99.2	99.2
Os06g0242000	OBART06G09050	98.5916	92.1053
Os06g0242600	OBART06G09080	46.0526	66.0377
Os06g0242600	OBART06G09090	5.52632	16.5354
Os06g0243801	OBART06G09140	70	44.6429
Os06g0244100	OBART06G09160	97.4815	98.7988
Os06g0244200	OBART06G09180	55.0388	24.2321
Os06g0244700	OBART06G09200	77.0833	99.7549
Os06g0245600	OBART06G09230	99.6296	99.6296
Os06g0245700	OBART06G09240	97.7871	83.1541
Os06g0245800	OBART06G09250	98.2517	28.2129
Os06g0245900	OBART06G09260	86.8235	97.3615
Os06g0246000	OBART06G09270	100	100
Os06g0246400	OBART06G09300	87.4074	71.9512
Os06g0246500	OBART06G09310	96.4824	99.7403
Os06g0247000	OBART06G09320	47.3684	100
Os06g0247500	OBART06G09330	77.2487	100
Os06g0247800	OBART06G09340	95.4995	97.8628
Os06g0247900	OBART06G09350	88.1838	79.6443
Os06g0248200	OBART06G09380	48.1707	73.8318
Os06g0248300	OBART06G09370	94.9309	29.303
Os06g0248400	OBART06G09390	98.8266	91.1058
Os06g0248500	OBART06G09400	82.7815	99.2064
Os06g0248600	OBART06G09410	88.172	97.619
Os06g0249350	OBART06G09480	98.9011	98.9011
Os06g0249500	OBART06G09490	99.5485	98
Os06g0250000	OBART05G23580	1.09091	3.0303
Os06g0250000	OBART05G23590	92.3636	97.6923
Os06g0250600	OBART06G09530	99.5338	99.0719
Os06g0251000	OBART06G09540	94.2857	28.821
Os06g0251100	OBART06G09550	98.8924	99.681
Os06g0251200	OBART06G09560	99.1477	99.1477
Os06g0251700	OBART06G09570	98.1908	97.8689
Os06g0252300	OBART06G09580	99.5277	78.273
Os06g0253100	OBART06G09630	95.2055	95.2055
Os06g0254200	OBART06G09660	93.2787	96.2775
Os06g0254300	OBART06G09670	83.5556	65.0519
Os06g0255100	OBART06G09690	48.7671	99.4413
Os06g0255200	OBART06G09700	98.3155	14.8029
Os06g0255400	OBART06G09710	55.3571	97.8947
Os06g0255700	OBART06G09720	63.5307	96.9355
Os06g0256000	OBART06G09740	91.1694	40.126
Os06g0256200	OBART06G09750	95.2381	100
Os06g0256300	OBART06G09760	71.7439	99.6933
Os06g0256500	OBART06G09780	89.882	94.6714
Os06g0256900	OBART06G09810	93.9638	99.3617
Os06g0257450	OBART06G09840	92.0354	99.6805
Os06g0257600	OBART06G09860	74.359	96.6667
Os06g0258900	OBART06G09940	97.3837	98.5294
Os06g0259000	OBART06G09950	96.7051	36.8719
Os06g0259850	OBART06G09990	83.2298	43.3657
Os06g0260500	OBART06G10010	77.7989	83.3333
Os06g0264200	OBART06G10080	50.3119	98.374
Os06g0264300	OBART06G10090	98.5472	100
Os06g0264500	OBART06G10100	89.2797	94.8399
Os06g0264800	OBART06G10110	100	100
Os06g0264900	OBART06G10120	93.7908	64.6396
Os06g0265000	OBART06G10130	91.2014	99.4465
Os06g0265400	OBART06G10160	81.8182	92.3754
Os06g0266266	OBART06G10190	57.5107	99.2593
Os06g0267450	OBART01G07990	14.9701	19.1571
Os06g0267600	OBART06G10250	100	19.9375
Os06g0267900	OBART06G10280	95.3177	30.2869
Os06g0268500	OBART06G10300	94.5312	90.6367
Os06g0268700	OBART06G10320	69.3309	99.2021
Os06g0268800	OBART06G10330	88.1443	58.3618
Os06g0269200	OBART06G10340	92.7835	23.8095
Os06g0269300	OBART06G10350	99.0329	99.0329
Os06g0270200	OBART06G10370	87.7922	96.5714
Os06g0270900	OBART06G10380	99.6357	99.6357
Os06g0270950	OBART06G10390	15.126	20.4545
Os06g0271000	OBART06G10400	73.9264	76.0252
Os06g0271200	OBART06G10410	77.2059	41.0156
Os06g0271300	OBART06G10420	67.658	93.3333
Os06g0271600	OBART06G10430	85.5491	85.0575
Os06g0273100	OBART06G10470	67.6471	89.6104
Os06g0273700	OBART06G10490	70.615	39.5408
Os06g0273800	OBART06G10500	100	100
Os06g0274000	OBART06G10520	78.7879	60.9375
Os06g0274100	OBART06G10530	74.4681	7.88288
Os06g0274200	OBART06G10540	98.6667	98.6667
Os06g0274300	OBART06G10550	87.7934	72.2008
Os06g0274500	OBART06G10570	96.875	97.7918
Os06g0275000	OBART06G10600	54.1772	97.7169
Os06g0275500	OBART06G10610	98.6607	82.6168
Os06g0275600	OBART06G10620	99.7712	99.7712
Os06g0275700	OBART06G10630	98.2546	92.8225
Os06g0275800	OBART06G10640	98.6607	97.3568
Os06g0275900	OBART06G10650	87.4346	85.2041
