Gene stable ID	Oryza sativa Indica gene stable ID	%id. target Oryza sativa Indica gene identical to query gene	%id. query gene identical to target Oryza sativa Indica gene
Os03g0837100	BGIOSGA013897	100	100
Os03g0837300	BGIOSGA013898	100	100
Os03g0837700	BGIOSGA013901	90.458	89.434
Os03g0837800	BGIOSGA009488	100	100
Os03g0837900	BGIOSGA013902	100	96.2667
Os03g0838100	BGIOSGA009487	99.5338	99.4179
Os03g0838400	BGIOSGA013903	99.5825	99.5825
Os03g0838500	BGIOSGA013904	98.2759	98.2759
Os03g0838800	BGIOSGA013905	94.5504	90.3646
Os03g0838900	BGIOSGA009486	98.1651	98.1651
Os03g0839000	BGIOSGA009485	98.9529	98.9529
Os03g0839100	BGIOSGA009484	93.3464	92.4419
Os03g0839200	BGIOSGA013906	98.8372	98.8372
Os03g0839300	BGIOSGA013907	78.0142	95.6522
Os03g0839800	BGIOSGA009481	100	100
Os03g0839900	BGIOSGA009480	97.9744	99.7828
Os03g0840200	BGIOSGA013910	94.4767	95.3079
Os03g0840500	BGIOSGA009478	87.3536	42.9229
Os03g0840800	BGIOSGA009476	91.2676	38.3432
Os03g0841700	BGIOSGA009576	100	100
Os03g0841800	BGIOSGA009469	100	100
Os03g0841900	BGIOSGA009468	84.031	90.7873
Os03g0842700	BGIOSGA013916	97.2414	45.7792
Os03g0842900	BGIOSGA009464	100	100
Os03g0843100	BGIOSGA009463	100	100
Os03g0843200	BGIOSGA013917	100	40.6015
Os03g0843300	BGIOSGA009462	100	100
Os03g0843400	BGIOSGA013918	97.7169	99.5349
Os03g0843500	BGIOSGA009461	95.4407	74.7619
Os03g0843600	BGIOSGA013919	98.6562	94.5279
Os03g0843700	BGIOSGA013920	96.6921	97.0626
Os03g0843800	BGIOSGA013921	99.5935	99.5935
Os03g0843900	BGIOSGA009465	0	0
Os03g0844000	BGIOSGA013922	93.3048	99.8476
Os03g0844100	BGIOSGA009459	100	100
Os03g0844450	BGIOSGA013924	99.2308	99.2308
Os03g0844500	BGIOSGA013925	100	100
Os03g0844600	BGIOSGA009458	100	99.1892
Os03g0844700	BGIOSGA013926	84.7095	51.97
Os03g0844850	BGIOSGA009457	98.2993	98.2993
Os03g0844900	BGIOSGA009456	80.236	71.7678
Os03g0845000	BGIOSGA009455	97.5069	97.2376
Os03g0845300	BGIOSGA009454	87.0629	80.3226
Os03g0845500	BGIOSGA009453	84.9333	93.4018
Os03g0845600	BGIOSGA009451	99.1561	99.1561
Os03g0845700	BGIOSGA009449	100	68.8372
Os03g0846400	BGIOSGA013933	100	100
Os03g0846900	BGIOSGA009446	59.0643	41.7355
Os03g0846900	BGIOSGA009448	56.1404	56.4706
Os03g0847500	BGIOSGA013934	58.4416	94.7368
Os03g0847600	BGIOSGA013935	99.0762	94.4934
Os03g0847900	BGIOSGA013939	100	100
Os03g0848200	BGIOSGA009443	99.7788	83.6735
Os03g0848300	BGIOSGA013940	100	100
Os03g0848400	BGIOSGA009442	99.0783	99.0783
Os03g0848600	BGIOSGA013941	100	100
Os03g0849500	BGIOSGA009441	92.2456	44.8899
Os03g0849600	BGIOSGA009440	99.7347	99.7347
Os03g0849700	BGIOSGA013942	94.4444	81.054
Os03g0849800	BGIOSGA013943	96.748	61.3402
Os03g0849800	BGIOSGA013946	20.7317	17.3469
Os03g0849900	BGIOSGA013947	63.2353	100
Os03g0850000	BGIOSGA009437	97.1119	98.8971
Os03g0850100	BGIOSGA009436	99.5496	99.5496
Os03g0850300	BGIOSGA009435	94.5312	95.2756
Os03g0850400	BGIOSGA013949	62.0112	100
Os03g0850600	BGIOSGA009434	99.3007	99.3007
Os03g0850700	BGIOSGA009433	65.5172	93.4426
Os03g0850800	BGIOSGA009431	100	100
Os03g0850900	BGIOSGA013952	100	100
Os03g0851100	BGIOSGA009429	100	100
Os03g0851200	BGIOSGA013954	99.4048	99.4048
Os03g0851300	BGIOSGA009427	99.7743	99.7743
Os03g0851400	BGIOSGA013955	99.5434	93.9655
Os03g0851500	BGIOSGA013956	99.4792	99.4792
Os03g0851600	BGIOSGA013957	100	71.161
Os03g0851700	BGIOSGA013958	100	100
Os03g0851800	BGIOSGA013959	100	100
Os03g0851900	BGIOSGA009426	99.5106	99.5106
Os03g0852000	BGIOSGA009424	98.8584	99.3119
Os03g0852200	BGIOSGA009423	100	100
Os03g0852300	BGIOSGA013960	33.9934	83.7398
Os03g0852400	BGIOSGA009422	99.5434	99.5434
Os03g0852500	BGIOSGA009421	88.6076	100
Os03g0852700	BGIOSGA009420	92.233	98.1405
Os03g0852800	BGIOSGA013962	99.7636	79.9242
Os03g0852900	BGIOSGA009419	99.8571	99.8571
Os03g0853200	BGIOSGA013965	97.5439	99.6416
Os03g0853500	BGIOSGA013966	94.5087	99.3921
Os03g0853600	BGIOSGA009418	76.9565	99.4382
Os03g0853700	BGIOSGA009417	96.6492	99.2473
Os03g0853800	BGIOSGA013967	47.3077	92.4812
Os03g0853800	BGIOSGA013968	100	100
Os03g0853900	BGIOSGA009416	100	100
Os03g0854000	BGIOSGA013969	100	100
Os03g0854100	BGIOSGA009415	99.7573	99.7573
Os03g0854200	BGIOSGA009414	99.5798	99.5798
Os03g0854300	BGIOSGA013970	99.5465	99.5465
Os03g0854400	BGIOSGA009413	97.7528	98.8636
Os03g0854500	BGIOSGA013971	81.4229	96.2617
Os03g0854600	BGIOSGA009412	99.723	99.723
Os03g0854800	BGIOSGA009411	96.4041	95.4237
Os03g0855100	BGIOSGA013972	100	100
Os03g0855500	BGIOSGA013973	71.2366	100
Os03g0855600	BGIOSGA013974	99.1071	99.1071
Os03g0855700	BGIOSGA004042	57.0952	83.4146
Os03g0856000	BGIOSGA013977	99.4475	99.4475
Os03g0856100	BGIOSGA013978	99.2188	90.5849
Os03g0856200	BGIOSGA013980	90.6615	72.4728
Os03g0856300	BGIOSGA009409	97.8571	97.8571
Os03g0856400	BGIOSGA013983	100	100
Os03g0856500	BGIOSGA013984	97.411	100
Os03g0856700	BGIOSGA013985	99.1936	99.7297
Os03g0857000	BGIOSGA013987	100	100
Os03g0857100	BGIOSGA013988	98.0392	98.0392
Os03g0857400	BGIOSGA009408	99.3827	100
Os03g0857500	BGIOSGA009406	88.8889	100
Os03g0857600	BGIOSGA013989	93.2331	93.9394
Os03g0857750	BGIOSGA009405	28.8889	14.1304
Os03g0857900	BGIOSGA013990	98.7805	99.5902
Os03g0858100	BGIOSGA009403	64.6729	99.2826
Os03g0858100	BGIOSGA009404	27.1028	100
Os03g0858200	BGIOSGA009402	98.5816	98.5816
Os03g0858400	BGIOSGA013991	99.7748	98.8839
Os03g0858600	BGIOSGA009401	98.3158	99.3617
Os03g0858700	BGIOSGA009400	99.5305	98.6047
Os03g0858800	BGIOSGA009399	99.7912	99.7912
Os03g0859100	BGIOSGA009398	100	100
Os03g0859300	BGIOSGA009396	51.1749	73.1343
Os03g0859500	BGIOSGA009395	93.7413	99.2636
Os03g0859600	BGIOSGA009394	100	53.4247
Os03g0859700	BGIOSGA009394	99.4595	31.5068
Os03g0859800	BGIOSGA009393	100	99.67
Os03g0859900	BGIOSGA013992	99.6337	93.7931
Os03g0860000	BGIOSGA013993	92.5373	47.5096
Os03g0860100	BGIOSGA009392	98.2222	100
Os03g0860600	BGIOSGA013995	100	100
Os03g0860700	BGIOSGA009390	64.9044	76.8309
Os03g0860700	BGIOSGA009391	21.7098	29.8762
Os03g0860900	BGIOSGA013997	99.4616	95.1094
Os03g0861000	BGIOSGA009389	97.0874	97.0874
Os03g0861100	BGIOSGA013998	99.8408	98.3529
Os03g0861300	BGIOSGA013999	100	100
Os03g0861400	BGIOSGA009388	99.4845	96.0199
Os03g0861700	BGIOSGA009387	96.5432	91.784
Os03g0861800	BGIOSGA014000	90.796	96.817
Os03g0861900	BGIOSGA014001	67.2811	100
Os03g0862100	BGIOSGA014002	60.2397	90.9539
Os04g0100300	BGIOSGA015745	82.503	91.5094
Os04g0101300	BGIOSGA015747	38.1679	89.8204
Os04g0101400	BGIOSGA015743	96.5116	99.7996
Os04g0101700	BGIOSGA015748	64.9573	100
Os04g0101800	BGIOSGA015742	85.9216	94.4179
Os04g0102500	BGIOSGA015750	90.9091	82.5082
Os04g0102600	BGIOSGA015741	100	100
Os04g0102700	BGIOSGA015740	98.6842	99.8336
Os04g0103100	BGIOSGA015751	99.7375	99.7375
Os04g0103200	BGIOSGA015739	99.5192	99.5192
Os04g0103300	BGIOSGA015738	73.8994	91.4397
Os04g0103400	BGIOSGA015752	98	98
Os04g0103700	BGIOSGA015737	96.925	55.6497
Os04g0104900	BGIOSGA015753	68.0791	96.4
Os04g0105000	BGIOSGA015754	69.6099	42.1118
Os04g0105100	BGIOSGA015755	99.7821	99.7821
Os04g0105200	BGIOSGA015756	99.2308	99.2308
Os04g0105300	BGIOSGA015757	85.7143	74.772
Os04g0105400	BGIOSGA015733	76.5133	67.666
Os04g0105500	BGIOSGA015732	76.1566	75.8865
Os04g0105700	BGIOSGA015731	99.2032	99.2032
Os04g0105900	BGIOSGA015758	36.6242	36.5079
Os04g0106000	BGIOSGA015730	99.435	82.6291
Os04g0106300	BGIOSGA015760	99.7059	99.7059
Os04g0106400	BGIOSGA015761	99.3921	87.9032
Os04g0106500	BGIOSGA015729	75.2846	99.1435
Os04g0107200	BGIOSGA015727	99.696	98.4985
Os04g0107300	BGIOSGA015763	99.6933	99.6933
Os04g0107500	BGIOSGA015764	45.2532	98.6207
Os04g0107600	BGIOSGA015766	100	100
Os04g0107700	BGIOSGA015726	99.4778	99.4778
Os04g0107900	BGIOSGA015767	99.5984	35.2774
Os04g0108300	BGIOSGA015768	71.3592	46.519
Os04g0109100	BGIOSGA015722	98.9056	77.5751
Os04g0109100	BGIOSGA015723	25.4446	80.8696
Os04g0109400	BGIOSGA015771	82.2556	89.6721
Os04g0109500	BGIOSGA015720	99.6933	99.6933
Os04g0109900	BGIOSGA015772	99.5086	91.8367
Os04g0110100	BGIOSGA015717	64.4231	97.5728
Os04g0110200	BGIOSGA015773	99.4949	99.4949
Os04g0110300	BGIOSGA015774	99.3228	99.3228
Os04g0110400	BGIOSGA015775	94.386	94.386
Os04g0110500	BGIOSGA015716	97.1751	97.3585
Os04g0110600	BGIOSGA015715	91.8605	22.7666
Os04g0111100	BGIOSGA015714	26.0633	70.936
Os04g0111200	BGIOSGA015713	99.5556	63.0986
Os04g0111225	BGIOSGA015713	34.3434	19.1549
Os04g0111500	BGIOSGA015712	96.3602	99.8016
Os04g0111900	BGIOSGA015710	96.5423	97.9686
Os04g0112100	BGIOSGA015709	99.41	31.8225
Os04g0112200	BGIOSGA015708	68.3333	93.4473
Os04g0112300	BGIOSGA015707	100	92.4125
Os04g0113000	BGIOSGA015705	97.4522	100
Os04g0113100	BGIOSGA015776	99.0291	80.315
Os04g0113800	BGIOSGA015777	98.9899	80.9917
Os04g0114300	BGIOSGA015703	99.4949	99.4949
Os04g0114801	BGIOSGA018488	0	0
Os04g0115200	BGIOSGA024386	95.6284	95.6284
Os04g0115400	BGIOSGA018488	33.3333	68.5714
Os04g0115500	BGIOSGA015781	98.5417	98.954
Os04g0115900	BGIOSGA015696	98.7578	98.7578
Os04g0116200	BGIOSGA015695	84.6154	75.0742
Os04g0116600	BGIOSGA015784	79.3103	98.4436
Os04g0116800	BGIOSGA015785	75.9907	81.2968
Os04g0116900	BGIOSGA015693	99.3485	99.3485
Os04g0117100	BGIOSGA015692	100	100
Os04g0117150	BGIOSGA019357	99.3769	99.3769
Os04g0117200	BGIOSGA015691	98.7923	98.7923
Os04g0117300	BGIOSGA019356	21.5657	41.3598
Os04g0117500	BGIOSGA015791	86.3636	90.8088
Os04g0117600	BGIOSGA015793	89.9425	91.3869
Os04g0117900	BGIOSGA015794	100	100
Os04g0118100	BGIOSGA015795	99.3103	99.3103
Os04g0118400	BGIOSGA040637	100	100
Os04g0118500	BGIOSGA040636	99.187	99.187
Os04g0118700	BGIOSGA015789	81.8925	99.8576
Os04g0118800	BGIOSGA015790	89.9487	93.2979
Os04g0118900	BGIOSGA015688	100	100
Os04g0119000	BGIOSGA022363	98.7805	98.7805
Os04g0119300	BGIOSGA011674	98.6667	72.7869
Os04g0119300	BGIOSGA011676	98.2222	98.2222
Os04g0119400	BGIOSGA015796	99.7647	99.7647
Os04g0119500	BGIOSGA015687	100	100
Os04g0119800	BGIOSGA015798	81.4318	48.0845
Os04g0120100	BGIOSGA015800	86.2385	83.9286
Os04g0120300	BGIOSGA026889	41.7178	80.7122
Os04g0121100	BGIOSGA034802	97.6064	97.6064
Os04g0121200	BGIOSGA035372	59.2593	16.5375
Os04g0122000	BGIOSGA015686	87.695	65.6291
Os04g0123800	BGIOSGA038407	42.2018	32.1678
Os04g0125700	BGIOSGA015662	39.1241	70.7124
Os04g0127100	BGIOSGA031138	35.6589	5.98179
Os04g0127200	BGIOSGA015814	79.5385	69.5828
Os04g0127300	BGIOSGA015815	47.0297	97.2696
Os04g0127500	BGIOSGA015816	99.1085	99.1085
Os04g0127800	BGIOSGA015818	97.8745	98.6735
Os04g0128001	BGIOSGA015675	84.1667	83.9917
Os04g0128400	BGIOSGA015674	99.5868	99.793
Os04g0128700	BGIOSGA015819	83.6518	80.0813
Os04g0128900	BGIOSGA015673	99.7613	99.7613
Os04g0129200	BGIOSGA015672	85.5705	99.6094
Os04g0129300	BGIOSGA015820	98.2222	99.4003
Os04g0129500	BGIOSGA015821	97.8661	97.8661
Os04g0129600	BGIOSGA015822	68.4444	74.0385
Os04g0129900	BGIOSGA015669	83.4795	96.2901
Os04g0130433	BGIOSGA018356	29.9465	38.6207
Os04g0131800	BGIOSGA015823	98.2659	59.2334
Os04g0131850	BGIOSGA015668	51.0574	85.7868
Os04g0131900	BGIOSGA015667	98.358	98.358
Os04g0132300	BGIOSGA015824	95.99	98.4576
Os04g0132500	BGIOSGA015825	98.6922	97.8392
Os04g0134800	BGIOSGA015829	90.8163	26.3314
Os04g0136200	BGIOSGA015661	95.9217	80.6584
Os04g0136700	BGIOSGA038246	91.3636	89.7321
Os04g0136900	BGIOSGA015833	98.0226	79.9539
Os04g0137100	BGIOSGA023151	36	26.4706
Os04g0137450	BGIOSGA015659	73.1183	27.5304
Os04g0137500	BGIOSGA015836	100	100
Os04g0138800	BGIOSGA015838	88.2845	34.7039
Os04g0141400	BGIOSGA015652	94.8916	97.3016
Os04g0141800	BGIOSGA015654	74.1307	72.4185
Os04g0142400	BGIOSGA015653	99.1936	99.1936
Os04g0146800	BGIOSGA025757	52.1127	22.4242
Os04g0149400	BGIOSGA038435	94.2857	42.8571
Os04g0151700	BGIOSGA038135	57.7181	37.7193
Os04g0151800	BGIOSGA015647	99.7805	99.7805
Os04g0151900	BGIOSGA015645	94.3182	100
Os04g0152000	BGIOSGA015644	59.1631	93.8215
Os04g0152400	BGIOSGA015842	93.3085	42.9795
Os04g0153000	BGIOSGA015843	90.701	96.4992
Os04g0154000	BGIOSGA015845	92.5	92.5
Os04g0154700	BGIOSGA015846	98.9691	98.5337
Os04g0154800	BGIOSGA015847	64.986	92.986
Os04g0154800	BGIOSGA015849	70.028	98.6193
Os04g0155000	BGIOSGA015850	75.7669	98.0159
Os04g0155500	BGIOSGA015853	56.4067	91.8367
Os04g0156000	BGIOSGA015846	99.5601	99.5601
Os04g0156200	BGIOSGA001557	97.6636	93.3036
Os04g0160600	BGIOSGA015631	92.8571	89.2157
Os04g0161100	BGIOSGA015864	97.7819	94.4643
Os04g0161400	BGIOSGA015865	87.3065	93.3775
Os04g0162100	BGIOSGA015869	72.2756	92.418
Os04g0162100	BGIOSGA015870	20.0321	97.6562
Os04g0162500	BGIOSGA015871	88.5813	74.2029
Os04g0162600	BGIOSGA015630	100	78.7109
Os04g0162800	BGIOSGA015629	99.2021	98.0289
Os04g0163800	BGIOSGA015874	67.3736	54.3421
Os04g0164701	BGIOSGA015624	71.5909	90
Os04g0164900	BGIOSGA015875	98.7387	53.6729
Os04g0165200	BGIOSGA015622	99.4609	99.4609
Os04g0165300	BGIOSGA015877	97.2868	94.0075
Os04g0165400	BGIOSGA015621	99.2857	92.3588
Os04g0165500	BGIOSGA015620	100	100
Os04g0165600	BGIOSGA015878	97.561	97.561
Os04g0165700	BGIOSGA015619	99.7347	99.7347
Os04g0165900	BGIOSGA002601	95.4167	44.7266
Os04g0166000	BGIOSGA015618	90.8284	91.8245
Os04g0166400	BGIOSGA015617	99.6176	96.8401
Os04g0166500	BGIOSGA015616	100	100
Os04g0166600	BGIOSGA015879	86.8778	96
Os04g0167800	BGIOSGA015612	100	100
Os04g0167875	BGIOSGA015611	97.6744	19.3548
Os04g0168100	BGIOSGA015610	100	100
Os04g0168400	BGIOSGA015885	99.4565	99.4565
Os04g0169100	BGIOSGA015886	94.3643	99.723
Os04g0169500	BGIOSGA015606	100	21.2425
Os04g0170500	BGIOSGA005390	98.2353	79.1469
Os04g0171600	BGIOSGA009246	89.8167	84.9711
Os04g0171800	BGIOSGA015995	68	99.4681
Os04g0172400	BGIOSGA037879	98.8235	98.8235
Os04g0173800	BGIOSGA015997	99.5595	99.5595
Os04g0174200	BGIOSGA030697	32.8767	11.215
Os04g0174800	BGIOSGA015992	99.5885	59.4595
Os04g0174900	BGIOSGA015493	99.6063	99.6063
Os04g0175000	BGIOSGA015308	50.3401	27.0073
Os04g0175300	BGIOSGA015990	98.5185	98.5185
Os04g0175400	BGIOSGA015494	99.3103	99.3103
Os04g0175500	BGIOSGA015989	98.6487	50.8121
Os04g0175900	BGIOSGA015497	59.8383	93.6709
Os04g0176200	BGIOSGA015988	97.8723	61.6622
Os04g0176400	BGIOSGA015987	99.3576	98.9339
Os04g0177100	BGIOSGA015985	99.6403	99.6403
Os04g0177400	BGIOSGA015983	44.5545	62.5
Os04g0177600	BGIOSGA015982	99.3209	99.3209
Os04g0178300	BGIOSGA015502	93.2414	98.6861
Os04g0178400	BGIOSGA015981	98.6056	98.8024
Os04g0179200	BGIOSGA038038	98.9051	99.6324
Os04g0179700	BGIOSGA015980	99.1686	99.4048
Os04g0180400	BGIOSGA015504	94.8864	98.8166
Os04g0180900	BGIOSGA015505	92.7835	92.7835
Os04g0181100	BGIOSGA015978	98.7261	98.7261
Os04g0181300	BGIOSGA015977	97.1831	97.1831
Os04g0181901	BGIOSGA015507	64.2857	100
Os04g0182200	BGIOSGA015508	99.7333	99.7333
Os04g0182300	BGIOSGA015975	98.9446	98.9446
Os04g0182600	BGIOSGA015509	90.3704	34.5609
Os04g0182650	BGIOSGA015509	97.597	37.3938
Os04g0182800	BGIOSGA015973	99.2095	99.2095
Os04g0182900	BGIOSGA015510	100	61.6142
Os04g0183100	BGIOSGA015972	58.7654	80.9524
Os04g0183300	BGIOSGA015511	100	60.6526
Os04g0183500	BGIOSGA015512	61.2326	98.0892
Os04g0184100	BGIOSGA015514	35.5159	98.895
Os04g0184500	BGIOSGA015513	50.2793	67.6692
Os04g0184801	BGIOSGA015513	1.33333	0.75188
Os04g0185000	BGIOSGA015513	0.552486	0.75188
Os04g0185100	BGIOSGA015968	98.9796	99.4872
Os04g0185500	BGIOSGA015516	96.1918	99.7076
Os04g0185600	BGIOSGA015967	99.4526	99.4526
Os04g0186400	BGIOSGA015518	99.4424	99.4424
Os04g0186800	BGIOSGA038155	97.6378	97.6378
Os04g0188500	BGIOSGA015521	95.5056	94.4444
Os04g0189400	BGIOSGA015962	64.8649	100
Os04g0190000	BGIOSGA015524	34.188	23.5294
Os04g0191400	BGIOSGA015961	100	100
Os04g0191500	BGIOSGA015960	99.1228	89.6825
Os04g0191600	BGIOSGA015959	95.2141	97.6744
Os04g0191800	BGIOSGA015958	98.75	98.75
Os04g0193200	BGIOSGA015526	65.6827	72.0648
Os04g0193300	BGIOSGA015957	90.9314	98.1481
Os04g0193950	BGIOSGA029880	20.9821	28.3133
Os04g0194000	BGIOSGA015956	99.7297	99.7297
Os04g0194466	BGIOSGA015529	99.5671	48.1172
Os04g0194500	BGIOSGA015955	95.3052	99.0244
Os04g0194600	BGIOSGA015954	56.8182	91.7431
Os04g0195000	BGIOSGA015532	98.9463	98.8421
Os04g0195100	BGIOSGA015953	99.7382	92.9268
Os04g0196200	BGIOSGA036321	98.0707	85.4342
Os04g0196600	BGIOSGA015952	98.9091	99.2701
Os04g0197100	BGIOSGA015534	28.4768	98.8506
Os04g0197100	BGIOSGA040615	70.5298	96.8182
Os04g0197200	BGIOSGA015535	78.2805	81.4118
Os04g0197500	BGIOSGA015951	46.4912	54.0816
Os04g0198733	BGIOSGA015537	1.40845	0.715564
Os04g0198733	BGIOSGA015538	95.4225	40.9985
Os04g0200400	BGIOSGA040514	40.2116	40.8602
Os04g0200700	BGIOSGA016033	73.4694	45.5696
Os04g0200700	BGIOSGA034117	70.4082	58.4746
Os04g0201000	BGIOSGA015339	65.4804	95.2135
Os04g0201000	BGIOSGA015340	8.18505	93.8775
Os04g0201200	BGIOSGA015603	96.6192	71.8254
Os04g0201800	BGIOSGA015602	96.7662	74.3786
Os04g0201900	BGIOSGA015601	71.3407	98.3051
Os04g0202300	BGIOSGA015600	97.9651	83.1073
Os04g0202500	BGIOSGA015598	90.1437	55.7107
Os04g0202800	BGIOSGA015597	62.8536	100
Os04g0203400	BGIOSGA030683	68.3673	21.8954
Os04g0203600	BGIOSGA015589	88.0952	96.2428
Os04g0204000	BGIOSGA015588	97.2067	75.3247
Os04g0205200	BGIOSGA015896	99.8246	68.8029
Os04g0206000	BGIOSGA015897	88.764	67.3774
Os04g0206300	BGIOSGA015901	99.705	99.705
Os04g0206401	BGIOSGA031937	41.5094	49.6241
Os04g0206401	BGIOSGA038880	25.7862	47.1264
Os04g0206450	BGIOSGA015589	88.9552	86.1272
Os04g0206500	BGIOSGA015588	99.3506	99.3506
Os04g0206600	BGIOSGA015587	99.1416	99.1416
Os04g0206700	BGIOSGA015903	95.9184	100
Os04g0208200	BGIOSGA015910	89.6848	99.6815
Os04g0208400	BGIOSGA015576	76.0994	99.7494
Os04g0208500	BGIOSGA015575	99.8073	99.8073
Os04g0208600	BGIOSGA015574	96.374	99.6055
Os04g0208900	BGIOSGA015911	100	100
Os04g0209200	BGIOSGA015573	95.4617	78.8114
Os04g0209300	BGIOSGA015572	96.164	99.7257
Os04g0210700	BGIOSGA015920	74.5763	90.7216
Os04g0210800	BGIOSGA015921	97.9381	45.4545
Os04g0211700	BGIOSGA015567	100	64.8881
Os04g0211900	BGIOSGA015569	100	100
Os04g0212200	BGIOSGA015918	83.5991	34.6553
Os04g0212450	BGIOSGA015919	100	100
Os04g0213100	BGIOSGA015566	77.6271	100
Os04g0213800	BGIOSGA015551	38.6861	34.3042
Os04g0213800	BGIOSGA038297	75.5474	61.6071
Os04g0218400	BGIOSGA015925	78.0822	36.076
Os04g0218900	BGIOSGA019582	98.5207	99.7006
Os04g0218900	BGIOSGA019583	29.2899	100
Os04g0219550	BGIOSGA015563	100	22.8659
Os04g0221000	BGIOSGA015555	49.0022	53.253
Os04g0221300	BGIOSGA015554	88.7097	71.2963
Os04g0221600	BGIOSGA015553	88.1151	94.2403
Os04g0221800	BGIOSGA037999	65.3595	66.4011
Os04g0223000	BGIOSGA015547	98.3361	90.9231
Os04g0223300	BGIOSGA015546	99.6564	99.6564
Os04g0223500	BGIOSGA015544	70.0576	98.916
Os04g0223901	BGIOSGA015543	99.4242	99.4242
Os04g0224600	BGIOSGA037954	98.3051	98.3051
Os04g0224900	BGIOSGA040585	99.7355	70.0743
Os04g0225001	BGIOSGA023138	18.6567	4.55373
Os04g0225100	BGIOSGA009378	92.4171	84.4156
Os04g0225700	BGIOSGA015945	79.2642	87.7778
Os04g0226600	BGIOSGA009372	38.7342	59.7656
Os04g0226800	BGIOSGA014013	100	79.4964
Os04g0227000	BGIOSGA007354	38.1148	20.6208
Os04g0227000	BGIOSGA007355	36.0656	19.0889
Os04g0227000	BGIOSGA008221	40.1639	24.1975
Os04g0227000	BGIOSGA018628	33.6066	20.2469
Os04g0227200	BGIOSGA037338	83.9069	83.0661
Os04g0227500	BGIOSGA014011	100	100
Os04g0228000	BGIOSGA014015	99.434	99.434
Os04g0228100	BGIOSGA009368	99.6855	99.6855
Os04g0228100	BGIOSGA009369	99.6855	99.6855
Os04g0228300	BGIOSGA014016	56.7164	64.4068
Os04g0228400	BGIOSGA040535	100	100
Os04g0228600	BGIOSGA009367	79.2453	27.1552
Os04g0229100	BGIOSGA009366	100	77.0878
Os04g0233400	BGIOSGA009362	100	100
Os04g0233400	BGIOSGA009363	50	100
Os04g0234600	BGIOSGA009376	100	100
Os04g0243700	BGIOSGA015490	100	100
Os04g0244400	BGIOSGA016001	55.7994	97.8022
Os04g0244500	BGIOSGA016002	51.1173	86.3208
Os04g0244500	BGIOSGA016003	51.1173	86.3208
Os04g0244800	BGIOSGA015488	100	100
Os04g0245000	BGIOSGA015485	31.4961	51.2164
Os04g0249500	BGIOSGA015483	99.6445	98.3626
Os04g0249600	BGIOSGA015482	72.549	97.3684
Os04g0250050	BGIOSGA015479	23.7864	43.3628
Os04g0250200	BGIOSGA016009	99.1936	99.1936
Os04g0250700	BGIOSGA016010	99.2754	99.2754
Os04g0252200	BGIOSGA015478	94.6058	15.1697
Os04g0252400	BGIOSGA015476	87.0229	14.2145
Os04g0253000	BGIOSGA016012	95.288	96.8085
Os04g0254000	BGIOSGA016013	88.4211	95.1841
Os04g0257500	BGIOSGA015474	100	98.4615
Os04g0258900	BGIOSGA023659	62.5	98.8372
Os04g0259100	BGIOSGA023658	42.577	96.8153
Os04g0259200	BGIOSGA023657	100	100
Os04g0261400	BGIOSGA016015	99.7403	99.7403
Os04g0266400	BGIOSGA015463	61.2676	93.8005
Os04g0266700	BGIOSGA015462	88.5965	99.0196
Os04g0266900	BGIOSGA016021	99.5798	99.5798
Os04g0267600	BGIOSGA038408	90.9091	73.8523
Os04g0268700	BGIOSGA016025	81.4346	77.2
Os04g0269100	BGIOSGA016026	67.7165	97.7273
Os04g0269600	BGIOSGA016027	95.5621	43.0667
Os04g0269700	BGIOSGA030300	26.7943	42.4242
Os04g0270100	BGIOSGA016029	95.0855	81.3528
Os04g0270200	BGIOSGA015458	99.5215	99.5215
Os04g0270900	BGIOSGA015455	99.807	99.807
Os04g0271000	BGIOSGA015454	99.793	99.5868
Os04g0271200	BGIOSGA016031	99.095	99.095
Os04g0272200	BGIOSGA015457	86.5429	83.4452
Os04g0272400	BGIOSGA015452	93.6893	99.2288
Os04g0272700	BGIOSGA016037	92.4025	97.4026
Os04g0273100	BGIOSGA016038	84.8341	79.5556
Os04g0273900	BGIOSGA015448	80.0539	93.9873
Os04g0274250	BGIOSGA015447	82.0051	51.3688
Os04g0274400	BGIOSGA015446	100	100
Os04g0275100	BGIOSGA015442	21.3454	86.8421
Os04g0275100	BGIOSGA015443	46.5718	98.6301
Os04g0276200	BGIOSGA035746	39.726	51.2367
Os04g0276300	BGIOSGA038051	47.9592	43.9252
Os04g0276300	BGIOSGA038305	47.9592	43.9252
Os04g0276600	BGIOSGA015440	99.5781	99.5781
Os04g0277400	BGIOSGA016044	99.7093	99.7093
Os04g0278000	BGIOSGA016046	96.7742	93.9227
Os04g0278200	BGIOSGA016047	36.4742	54.2986
Os04g0278200	BGIOSGA016048	17.6292	80.5556
Os04g0278900	BGIOSGA015437	99.4565	83.7529
Os04g0279700	BGIOSGA016050	67.5497	94.4444
Os04g0280200	BGIOSGA016052	91.3741	83.9631
Os04g0280300	BGIOSGA015434	98.9899	99.4924
Os04g0280500	BGIOSGA016054	67.5497	92.7273
Os04g0280600	BGIOSGA015433	90.3846	98.8318
Os04g0281900	BGIOSGA016055	100	100
Os04g0282200	BGIOSGA016056	100	100
Os04g0282400	BGIOSGA015430	99.1525	99.1525
Os04g0283600	BGIOSGA016058	99.2806	99.2806
