Gene stable ID	Musa acuminata gene stable ID	%id. target Musa acuminata gene identical to query gene	%id. query gene identical to target Musa acuminata gene
Os04g0514800	GSMUA_AchrUn_randomG13790_001	74.2291	72.6293
Os04g0515300	GSMUA_Achr11G00870_001	89.5522	70.5882
Os04g0515300	GSMUA_Achr11G16460_001	90.2985	60.804
Os04g0515300	GSMUA_Achr8G19000_001	90.2985	75.1553
Os04g0515300	GSMUA_AchrUn_randomG16630_001	88.0597	35.4354
Os04g0515400	GSMUA_Achr4G18090_001	62.7737	69.3548
Os04g0515400	GSMUA_Achr4G21950_001	64.9635	71.7742
Os04g0515400	GSMUA_Achr4G28770_001	67.8832	55.6886
Os04g0515400	GSMUA_Achr5G14550_001	66.4234	67.4074
Os04g0515900	GSMUA_Achr11G00880_001	59.7122	59.7122
Os04g0515900	GSMUA_Achr11G22760_001	57.9137	61.4504
Os04g0515900	GSMUA_Achr1G10860_001	58.6331	56.0137
Os04g0515900	GSMUA_Achr1G20530_001	54.6763	54.8736
Os04g0515900	GSMUA_Achr5G18670_001	61.5108	62.6374
Os04g0515900	GSMUA_Achr6G36550_001	52.518	52.518
Os04g0515900	GSMUA_Achr8G18980_001	58.2734	59.3407
Os04g0515900	GSMUA_AchrUn_randomG02760_001	63.6691	61.0345
Os04g0515900	GSMUA_AchrUn_randomG17260_001	52.518	56.8093
Os04g0516200	GSMUA_Achr11G22780_001	37.6238	80.8511
Os04g0516600	GSMUA_Achr2G12200_001	69.6237	77.0833
Os04g0517000	GSMUA_Achr8G18970_001	46.9274	66.6667
Os04g0517100	GSMUA_Achr11G22820_001	32.5843	19.1419
Os04g0517100	GSMUA_Achr5G18600_001	31.4607	16.8168
Os04g0517300	GSMUA_Achr4G18340_001	72.3744	70.7589
Os04g0517400	GSMUA_Achr11G22830_001	55.4054	30.54
Os04g0517400	GSMUA_Achr5G18580_001	58.1081	31.4442
Os04g0517500	GSMUA_Achr2G12320_001	47.8448	38.1443
Os04g0517500	GSMUA_Achr4G21890_001	43.9655	36.5591
Os04g0517500	GSMUA_Achr4G28690_001	43.9655	29.1429
Os04g0517500	GSMUA_Achr5G03930_001	50	38.1579
Os04g0517500	GSMUA_Achr5G03940_001	43.9655	32.381
Os04g0517500	GSMUA_AchrUn_randomG27270_001	41.3793	37.7953
Os04g0517600	GSMUA_Achr4G08970_001	29.7561	16.5761
Os04g0517600	GSMUA_Achr5G09790_001	25.3659	14.0541
Os04g0517700	GSMUA_Achr1G06070_001	32.7434	46.25
Os04g0517700	GSMUA_Achr9G18960_001	30.0885	53.125
Os04g0517900	GSMUA_Achr1G09150_001	42.6357	28.7958
Os04g0518000	GSMUA_Achr2G00250_001	84.0116	87.0482
Os04g0518000	GSMUA_Achr4G21860_001	31.686	84.4961
Os04g0518000	GSMUA_Achr4G21870_001	54.0698	74.6988
Os04g0518100	GSMUA_Achr11G16380_001	63.9321	70.2955
Os04g0518100	GSMUA_Achr11G22840_001	67.4682	72.8244
Os04g0518100	GSMUA_Achr2G00240_001	66.6195	72.1286
Os04g0518100	GSMUA_Achr5G03950_001	67.7511	73.5791
Os04g0518100	GSMUA_Achr5G18560_001	67.6096	73.3129
Os04g0518100	GSMUA_Achr8G18960_001	62.3762	73.3777
Os04g0518400	GSMUA_Achr11G16380_001	68.6274	76.2053
Os04g0518400	GSMUA_Achr11G22840_001	73.5294	80.1527
Os04g0518400	GSMUA_Achr2G00240_001	72.8291	79.6325
Os04g0518400	GSMUA_Achr5G03950_001	73.9496	81.106
Os04g0518400	GSMUA_Achr5G18560_001	72.9692	79.908
Os04g0518400	GSMUA_Achr8G18960_001	67.507	80.1997
Os04g0518650	GSMUA_Achr1G09060_001	43.0108	54.7945
Os04g0518800	GSMUA_Achr1G09040_001	69.6	79.8165
Os04g0518800	GSMUA_Achr6G36490_001	70.8	81.5668
Os04g0519900	GSMUA_Achr5G14650_001	59.447	14.2699
Os04g0519925	GSMUA_Achr5G14650_001	59.8746	21.1283
Os04g0520000	GSMUA_Achr10G30350_001	77.7778	43.2862
Os04g0520700	GSMUA_Achr11G00600_001	41.3793	50.3497
Os04g0520700	GSMUA_Achr8G18920_001	45.977	49.3827
Os04g0520700	GSMUA_AchrUn_randomG16220_001	45.977	48.7805
Os04g0520900	GSMUA_Achr11G06460_001	53.8793	50.7099
Os04g0521100	GSMUA_AchrUn_randomG16230_001	60.6897	90.2564
Os04g0521600	GSMUA_Achr4G22020_001	6.35538	48.5149
Os04g0521800	GSMUA_Achr5G10200_001	54.4601	72.7273
Os04g0522100	GSMUA_Achr2G10960_001	58.0247	59.4937
Os04g0522100	GSMUA_Achr8G13600_001	50.6173	50.6173
Os04g0522500	GSMUA_Achr9G21260_001	52.7933	57.0997
Os04g0522500	GSMUA_AchrUn_randomG06450_001	56.1453	58.4302
Os04g0522800	GSMUA_Achr11G01690_001	52.5424	52.9915
Os04g0522800	GSMUA_Achr2G10940_001	54.2373	55.1724
Os04g0522800	GSMUA_Achr4G29660_001	43.2203	34.9315
Os04g0523000	GSMUA_Achr1G02890_001	47.027	47.027
Os04g0523100	GSMUA_Achr11G01700_001	40.9556	39.2157
Os04g0523100	GSMUA_Achr11G22240_001	23.5495	40.5882
Os04g0523100	GSMUA_Achr11G22250_001	21.843	33.5079
Os04g0523100	GSMUA_Achr1G01990_001	26.6212	28.2609
Os04g0523100	GSMUA_Achr2G10930_001	40.273	39.0728
Os04g0523100	GSMUA_Achr8G03960_001	23.5495	39.4286
Os04g0523100	GSMUA_Achr8G03970_001	16.7235	34.0278
Os04g0523100	GSMUA_Achr8G13710_001	39.9317	38.3607
Os04g0523200	GSMUA_Achr7G20120_001	62.5	6.09225
Os04g0523350	GSMUA_Achr7G20120_001	58.9744	8.00696
Os04g0523500	GSMUA_Achr1G01980_001	59.7744	61.5087
Os04g0523500	GSMUA_Achr1G02900_001	58.4586	60.5058
Os04g0523500	GSMUA_Achr5G11840_001	59.5865	57.1171
Os04g0523500	GSMUA_Achr5G19260_001	54.1353	48.5666
Os04g0523500	GSMUA_Achr8G03930_001	60.1504	63.745
Os04g0523600	GSMUA_Achr7G04230_001	35.259	47.5806
Os04g0524300	GSMUA_Achr10G07000_001	73.8806	72.2628
Os04g0524300	GSMUA_Achr1G07020_001	74.6269	47.8469
Os04g0524300	GSMUA_Achr1G17800_001	74.6269	76.3359
Os04g0524300	GSMUA_AchrUn_randomG05420_001	73.1343	71.0145
Os04g0524400	GSMUA_Achr8G13730_001	64.9123	39.1239
Os04g0525000	GSMUA_Achr11G22200_001	34.3511	30.6122
Os04g0525100	GSMUA_Achr11G16960_001	41.0112	28.8538
Os04g0525200	GSMUA_Achr11G16960_001	47.5962	19.5652
Os04g0525600	GSMUA_Achr5G10890_001	53.0744	61.4232
Os04g0525600	GSMUA_AchrUn_randomG04860_001	49.5146	75.3695
Os04g0525700	GSMUA_Achr4G29430_001	57.2093	53.4783
Os04g0525700	GSMUA_AchrUn_randomG04870_001	65.814	61.1231
Os04g0525800	GSMUA_Achr8G14010_001	69.2683	72.0812
Os04g0525900	GSMUA_Achr5G11920_001	33.4746	66.1088
Os04g0526300	GSMUA_Achr4G29930_001	42.7746	47.2843
Os04g0526300	GSMUA_Achr4G29940_001	43.0636	48.5342
Os04g0526300	GSMUA_Achr4G29950_001	39.0173	53.5714
Os04g0526300	GSMUA_AchrUn_randomG14590_001	44.5087	49.6774
Os04g0526800	GSMUA_Achr10G06890_001	49.7854	50.2164
Os04g0526800	GSMUA_Achr2G03810_001	49.7854	50.2164
Os04g0526800	GSMUA_Achr2G10670_001	50.6438	54.8837
Os04g0526800	GSMUA_Achr3G14200_001	48.927	38.5135
Os04g0526800	GSMUA_Achr4G25990_001	51.073	56.1321
Os04g0526800	GSMUA_Achr4G26050_001	22.3176	55.3191
Os04g0526800	GSMUA_Achr9G20630_001	49.7854	51.7857
Os04g0527000	GSMUA_Achr10G06890_001	51.6279	48.0519
Os04g0527000	GSMUA_Achr2G03810_001	49.7674	46.3203
Os04g0527000	GSMUA_Achr2G10670_001	53.0233	53.0233
Os04g0527000	GSMUA_Achr3G14200_001	48.8372	35.473
Os04g0527000	GSMUA_Achr4G25990_001	53.0233	53.7736
Os04g0527000	GSMUA_Achr4G26050_001	24.186	55.3191
Os04g0527000	GSMUA_Achr9G20630_001	50.2326	48.2143
Os04g0527500	GSMUA_Achr4G26000_001	34.6774	13.2308
Os04g0527700	GSMUA_Achr5G19850_001	50.3311	50
Os04g0527800	GSMUA_Achr4G25390_001	28.9941	50.7772
Os04g0527800	GSMUA_Achr5G10830_001	57.3965	56.3953
Os04g0527900	GSMUA_Achr2G10640_001	62.6415	65.3543
Os04g0527900	GSMUA_Achr4G26010_001	63.0189	65.748
Os04g0528000	GSMUA_Achr11G01870_001	44.4444	14.7651
Os04g0528000	GSMUA_Achr11G16980_001	46.4646	14.511
Os04g0528100	GSMUA_Achr8G13780_001	43.3071	44
Os04g0528400	GSMUA_Achr4G29960_001	68.4049	76.8966
Os04g0528600	GSMUA_Achr1G00040_001	39.2966	40.1562
Os04g0528600	GSMUA_Achr2G10620_001	41.4373	44.4262
Os04g0529100	GSMUA_Achr8G14110_001	41.3793	39.196
Os04g0529400	GSMUA_Achr1G17680_001	51.4151	17.0579
Os04g0529500	GSMUA_Achr11G01910_001	57.2347	57.6052
Os04g0529500	GSMUA_Achr8G14120_001	58.5209	57.5342
Os04g0529600	GSMUA_Achr5G12030_001	63.7441	66.5842
Os04g0529600	GSMUA_Achr5G12040_001	63.5071	66.5012
Os04g0529700	GSMUA_Achr2G00530_001	43.9655	45.7399
Os04g0529800	GSMUA_Achr11G21120_001	64.4359	68.357
Os04g0529800	GSMUA_Achr1G17660_001	61.9503	62.9126
Os04g0529800	GSMUA_Achr7G04290_001	60.8031	64.7658
Os04g0530000	GSMUA_Achr11G04140_001	45.1389	46.7626
Os04g0530300	GSMUA_Achr11G21160_001	59.3838	63.4731
Os04g0530400	GSMUA_Achr11G14090_001	60.1266	60.5096
Os04g0530500	GSMUA_AchrUn_randomG06270_001	28.4585	31.1688
Os04g0530600	GSMUA_Achr11G21170_001	61.6667	60.989
Os04g0530600	GSMUA_Achr1G00150_001	58.3333	55.8511
Os04g0530600	GSMUA_Achr4G29990_001	61.1111	46.4135
Os04g0530600	GSMUA_Achr5G12100_001	56.1111	41.0569
Os04g0530600	GSMUA_Achr5G20730_001	57.2222	54.2105
Os04g0530700	GSMUA_Achr1G00170_001	52.2078	55.2957
Os04g0530700	GSMUA_Achr5G12120_001	52.5974	70.8042
Os04g0530900	GSMUA_Achr1G00190_001	69.2082	73.75
Os04g0530900	GSMUA_Achr5G12160_001	67.7419	77.2575
Os04g0531100	GSMUA_Achr1G02990_001	68.75	68.75
Os04g0531300	GSMUA_Achr11G16340_001	80.8777	80.625
Os04g0531400	GSMUA_Achr9G09920_001	44.9686	30.1688
Os04g0531500	GSMUA_Achr9G09920_001	39.9457	31.0127
Os04g0531700	GSMUA_Achr5G12200_001	55.0459	19.0476
Os04g0531700	GSMUA_Achr5G12210_001	55.9633	9.93485
Os04g0531750	GSMUA_Achr5G12200_001	0.60423	0.634921
Os04g0531750	GSMUA_Achr5G12210_001	1.20846	0.651466
Os04g0531900	GSMUA_Achr5G12200_001	43.9739	42.8571
Os04g0531900	GSMUA_Achr5G12210_001	44.9511	22.4756
Os04g0532100	GSMUA_Achr5G12200_001	44.6602	43.8095
Os04g0532100	GSMUA_Achr5G12210_001	47.8964	24.1042
Os04g0532400	GSMUA_Achr5G12200_001	43.3225	42.2222
Os04g0532400	GSMUA_Achr5G12210_001	44.2997	22.1498
Os04g0532500	GSMUA_Achr11G21190_001	66.1692	66.5
Os04g0532500	GSMUA_Achr1G03020_001	66.6667	75.2809
Os04g0532500	GSMUA_Achr2G11440_001	68.6567	69
Os04g0532500	GSMUA_Achr2G18580_001	62.6866	67.7419
Os04g0532500	GSMUA_Achr4G29420_001	72.1393	72.1393
Os04g0532500	GSMUA_Achr5G20680_001	67.1642	67.1642
Os04g0532800	GSMUA_Achr2G11450_001	43.956	38.961
Os04g0532800	GSMUA_Achr4G25340_001	34.4322	66.1972
Os04g0532800	GSMUA_Achr4G29410_001	41.0256	40.1434
Os04g0532800	GSMUA_Achr8G11340_001	42.8571	42.0863
Os04g0533300	GSMUA_Achr11G07550_001	40.6699	49.4186
Os04g0533300	GSMUA_Achr3G14410_001	47.3684	60.3659
Os04g0533300	GSMUA_Achr7G04410_001	52.6316	64.3275
Os04g0533500	GSMUA_Achr1G00250_001	70.339	70.6383
Os04g0533500	GSMUA_Achr4G26140_001	73.7288	74.0426
Os04g0533900	GSMUA_Achr4G25320_001	71.0843	68.6047
Os04g0533900	GSMUA_Achr5G20660_001	68.6747	51.8182
Os04g0534000	GSMUA_Achr1G06810_001	43.5039	40.1089
Os04g0534000	GSMUA_Achr1G06820_001	32.4803	51.4019
Os04g0534000	GSMUA_Achr2G03920_001	41.9291	56.9519
Os04g0534000	GSMUA_Achr2G03930_001	38.3858	52.7027
Os04g0534000	GSMUA_Achr2G03940_001	44.685	37.7704
Os04g0534000	GSMUA_Achr4G05440_001	43.7008	50.9174
Os04g0534000	GSMUA_Achr4G11970_001	47.8346	46.1101
Os04g0534100	GSMUA_Achr5G12260_001	43.379	50
Os04g0534200	GSMUA_Achr3G27290_001	60.1093	16.7939
Os04g0534200	GSMUA_Achr9G23660_001	58.4699	16.4869
Os04g0534300	GSMUA_Achr5G20870_001	45.8333	45.8333
Os04g0534400	GSMUA_Achr11G04400_001	65.2	68.2008
Os04g0534400	GSMUA_Achr11G17610_001	46.4	58
Os04g0534400	GSMUA_Achr1G20280_001	52	60.7477
Os04g0534400	GSMUA_Achr5G20880_001	65.2	68.2008
Os04g0534400	GSMUA_Achr8G11120_001	59.6	53.2143
Os04g0534500	GSMUA_Achr4G29010_001	56.25	58.5139
Os04g0534600	GSMUA_Achr11G21060_001	74.3243	73.991
Os04g0535200	GSMUA_Achr11G04410_001	56.7073	58.2463
Os04g0535400	GSMUA_Achr5G20890_001	61.4907	66
Os04g0535600	GSMUA_Achr11G21880_001	56.8598	70.2448
Os04g0535600	GSMUA_Achr5G19880_001	58.8415	68.6833
Os04g0536300	GSMUA_Achr11G03800_001	54.1353	66.055
Os04g0536300	GSMUA_Achr11G17520_001	53.7594	65
Os04g0536300	GSMUA_Achr7G07130_001	46.9925	58.6854
Os04g0536300	GSMUA_Achr8G11580_001	56.391	68.4931
Os04g0536500	GSMUA_Achr11G03780_001	78.3951	40.0631
Os04g0536500	GSMUA_Achr11G17510_001	82.0988	37.7841
Os04g0536500	GSMUA_Achr8G11590_001	80.2469	40.8805
Os04g0537100	GSMUA_Achr1G01750_001	45.509	43.9306
Os04g0537100	GSMUA_Achr5G15270_001	26.9461	55.5556
Os04g0537800	GSMUA_Achr1G04200_001	58.3333	55.3265
Os04g0537800	GSMUA_Achr1G26170_001	60.1449	56.4626
Os04g0537800	GSMUA_Achr4G24660_001	60.1449	54.4262
Os04g0537900	GSMUA_Achr11G03760_001	63.3803	64.4172
Os04g0537900	GSMUA_Achr4G24670_001	68.6117	66.6016
Os04g0537900	GSMUA_Achr8G11600_001	20.1207	58.1395
Os04g0537900	GSMUA_Achr8G11610_001	13.4809	61.4679
Os04g0538000	GSMUA_Achr11G03720_001	59.6376	79.386
Os04g0538000	GSMUA_Achr11G21860_001	65.4036	79.0837
Os04g0538000	GSMUA_Achr8G11650_001	67.2158	78.7645
Os04g0538100	GSMUA_Achr5G13570_001	87.5648	46.6851
Os04g0538166	GSMUA_Achr5G13570_001	90.0709	17.5414
Os04g0538400	GSMUA_Achr11G03640_001	51.8219	69.5652
Os04g0538400	GSMUA_Achr11G03650_001	48.9879	72.0238
Os04g0538400	GSMUA_Achr5G19910_001	51.8219	67.3684
Os04g0538700	GSMUA_Achr4G27060_001	42.1154	39.5307
Os04g0538700	GSMUA_Achr5G15240_001	25.5769	27.5934
Os04g0538800	GSMUA_Achr11G11890_001	6.56085	29.8077
Os04g0538900	GSMUA_Achr1G01830_001	34.6667	43.0939
Os04g0538900	GSMUA_Achr5G26080_001	37.3333	40.5797
Os04g0538900	GSMUA_Achr9G00270_001	36.4444	47.3988
Os04g0539000	GSMUA_Achr8G11670_001	59.5455	62.6794
Os04g0539100	GSMUA_Achr1G01840_001	22.0544	12.4573
Os04g0539300	GSMUA_Achr11G17500_001	39.3822	24.2857
Os04g0539300	GSMUA_Achr11G21810_001	39.7683	23.7875
Os04g0539300	GSMUA_Achr1G01850_001	55.2124	27.9843
Os04g0539300	GSMUA_Achr8G11700_001	46.7181	26.1905
Os04g0539500	GSMUA_Achr3G18320_001	36.6667	35.75
Os04g0539500	GSMUA_Achr4G24760_001	33.8462	34.9206
Os04g0539500	GSMUA_Achr4G29140_001	36.9231	36
Os04g0539500	GSMUA_Achr5G13580_001	38.2051	44.2136
Os04g0539500	GSMUA_Achr5G15220_001	33.5897	45.8042
Os04g0539500	GSMUA_Achr5G19930_001	37.1795	40.0552
Os04g0539800	GSMUA_Achr11G21800_001	71.0027	70.6199
Os04g0539800	GSMUA_Achr5G19940_001	72.3577	71.9677
Os04g0539800	GSMUA_Achr8G11720_001	69.9187	69.5418
Os04g0540200	GSMUA_Achr11G03610_001	44	55.5556
Os04g0540200	GSMUA_Achr11G21780_001	42.8	57.8378
Os04g0540300	GSMUA_Achr4G27070_001	54.6697	57.971
Os04g0540600	GSMUA_Achr8G11740_001	57.1142	60.2537
Os04g0540900	GSMUA_Achr11G03540_001	37.3961	44.4079
Os04g0540900	GSMUA_Achr3G18290_001	51.8006	53.2764
Os04g0540900	GSMUA_Achr4G27110_001	51.5235	48.3117
Os04g0540900	GSMUA_Achr5G15200_001	50.1385	47.3822
Os04g0541100	GSMUA_Achr11G03520_001	42.314	40.0626
Os04g0541100	GSMUA_Achr1G04100_001	39.0083	36.8175
Os04g0541100	GSMUA_Achr2G00580_001	38.1818	32.9529
Os04g0541100	GSMUA_Achr2G11910_001	34.7107	32.8125
Os04g0541100	GSMUA_Achr4G24780_001	39.6694	35.8744
Os04g0541100	GSMUA_Achr4G29130_001	39.6694	34.3348
Os04g0541100	GSMUA_Achr5G19950_001	39.3388	36.0606
Os04g0541100	GSMUA_Achr8G11760_001	45.124	49.0126
Os04g0541100	GSMUA_Achr9G18800_001	36.0331	37.7816
Os04g0541500	GSMUA_Achr1G04090_001	59.3583	61.4108
Os04g0541500	GSMUA_Achr3G18280_001	60.2941	60.9459
Os04g0541500	GSMUA_Achr4G27120_001	63.369	62.6984
Os04g0541700	GSMUA_Achr1G16280_001	33.3333	41.8182
Os04g0541700	GSMUA_Achr1G18670_001	32.971	31.3793
Os04g0541900	GSMUA_Achr5G19960_001	44.6541	49.1349
Os04g0542000	GSMUA_Achr10G10360_001	32.5359	33.1707
Os04g0542000	GSMUA_Achr11G26220_001	22.9665	43.2432
Os04g0542000	GSMUA_Achr6G06990_001	29.1866	36.0947
Os04g0542200	GSMUA_Achr4G24800_001	61.3986	74.6599
Os04g0542200	GSMUA_Achr4G29120_001	58.8811	70.7563
Os04g0542800	GSMUA_Achr4G24800_001	60.8889	69.898
Os04g0542800	GSMUA_Achr4G29120_001	58.8148	66.7227
Os04g0542900	GSMUA_Achr2G12050_001	45.4721	67.8161
Os04g0542900	GSMUA_Achr4G30090_001	41.2331	71.3333
Os04g0543000	GSMUA_Achr11G17730_001	50.4367	55.9322
Os04g0543000	GSMUA_Achr4G21680_001	53.0568	57.5829
Os04g0543200	GSMUA_Achr2G12060_001	66.0207	65.0127
Os04g0543200	GSMUA_Achr4G21650_001	65.2455	65.0773
Os04g0543600	GSMUA_Achr11G00240_001	62.1622	54.1176
Os04g0543900	GSMUA_Achr2G10430_001	87.5912	87.5912
Os04g0544100	GSMUA_Achr5G08820_001	0.237812	0.843882
Os04g0544200	GSMUA_Achr1G00510_001	55.1887	57.0732
Os04g0544200	GSMUA_Achr2G10440_001	57.5472	61.9289
Os04g0544200	GSMUA_Achr5G12540_001	56.6038	58.2524
Os04g0544400	GSMUA_AchrUn_randomG19130_001	41.4873	56.8365
Os04g0544500	GSMUA_Achr11G17690_001	37.3333	37.5
Os04g0544500	GSMUA_Achr11G23110_001	44.4444	37.037
Os04g0544500	GSMUA_Achr2G18310_001	44.6667	34.0102
Os04g0544500	GSMUA_Achr4G17880_001	47.1111	34.3042
Os04g0544500	GSMUA_Achr5G18290_001	45.3333	37.3626
Os04g0544500	GSMUA_Achr8G15000_001	44.8889	33.6667
Os04g0544900	GSMUA_Achr11G00700_001	29.9799	58.4314
Os04g0544900	GSMUA_Achr11G00710_001	37.6258	70.8333
Os04g0545100	GSMUA_Achr11G23070_001	68.797	67.033
Os04g0545100	GSMUA_Achr2G10450_001	71.4286	69.8529
Os04g0545100	GSMUA_Achr2G18320_001	72.9323	73.2076
Os04g0545100	GSMUA_AchrUn_randomG21710_001	72.5564	71.7472
Os04g0545200	GSMUA_Achr4G28930_001	63.7131	61.8852
Os04g0545400	GSMUA_AchrUn_randomG06070_001	48.1081	48.6339
Os04g0545600	GSMUA_AchrUn_randomG06080_001	42.9319	42.487
Os04g0545700	GSMUA_Achr1G00520_001	38.9034	42.2096
Os04g0545700	GSMUA_Achr5G12560_001	38.6423	42.4069
Os04g0546100	GSMUA_Achr9G21330_001	45.5665	47.8036
Os04g0546300	GSMUA_Achr1G00540_001	58.5611	77.6718
Os04g0546300	GSMUA_Achr5G12590_001	56.9784	74.717
Os04g0546300	GSMUA_Achr7G06890_001	58.8489	75.7407
Os04g0546300	GSMUA_AchrUn_randomG06090_001	57.4101	76.2906
Os04g0546400	GSMUA_Achr11G23000_001	31.8584	15.3191
Os04g0546500	GSMUA_Achr1G00500_001	66.2162	75.969
Os04g0546800	GSMUA_Achr11G20930_001	41.195	48.8806
Os04g0546800	GSMUA_Achr1G00490_001	24.8428	38.5366
Os04g0546800	GSMUA_Achr5G21050_001	41.5094	39.8792
Os04g0547600	GSMUA_Achr11G16200_001	23.4756	40.5263
Os04g0547900	GSMUA_Achr4G21610_001	58.1522	59.2798
Os04g0548000	GSMUA_Achr1G00440_001	62.8019	47.4453
Os04g0548000	GSMUA_Achr4G30040_001	60.3865	55.8036
Os04g0548000	GSMUA_Achr5G12520_001	59.9034	33.9726
Os04g0548000	GSMUA_AchrUn_randomG06110_001	61.8358	59.5349
Os04g0548300	GSMUA_Achr11G04700_001	67.4009	14.8833
Os04g0548300	GSMUA_Achr11G04720_001	0	0
Os04g0548400	GSMUA_Achr1G01690_001	60.6667	25.1381
Os04g0548400	GSMUA_Achr1G04370_001	37.3333	17.5549
Os04g0548400	GSMUA_Achr2G10030_001	58	14.0549
Os04g0548400	GSMUA_Achr7G06940_001	56	25.3012
Os04g0548700	GSMUA_Achr11G20960_001	46.1538	46.1538
Os04g0548700	GSMUA_Achr1G04360_001	46.5587	38.0795
Os04g0548700	GSMUA_Achr2G10040_001	51.0121	43.1507
Os04g0548700	GSMUA_Achr4G21600_001	47.3684	42.2383
Os04g0548700	GSMUA_Achr7G06950_001	27.5304	37.5691
Os04g0548700	GSMUA_AchrUn_randomG09030_001	49.3927	39.1026
Os04g0549300	GSMUA_Achr11G04640_001	26.3566	78.4615
Os04g0549600	GSMUA_Achr11G04610_001	70.1923	76.6404
Os04g0549600	GSMUA_Achr8G11020_001	72.3558	75.25
Os04g0549700	GSMUA_Achr1G01620_001	33.8028	41.0256
Os04g0549700	GSMUA_Achr1G04350_001	36.9718	46.0526
Os04g0549700	GSMUA_Achr4G24580_001	23.9437	47.8873
Os04g0549700	GSMUA_Achr4G26980_001	31.6901	55.2147
Os04g0549700	GSMUA_Achr5G13500_001	29.5775	57.5342
Os04g0549700	GSMUA_Achr5G15330_001	29.2254	59.2857
Os04g0549700	GSMUA_Achr7G06970_001	28.5211	58.2734
Os04g0549700	GSMUA_AchrUn_randomG24010_001	32.0423	49.1892
Os04g0549700	GSMUA_AchrUn_randomG27090_001	27.1127	54.6099
Os04g0549800	GSMUA_Achr1G01620_001	34.413	36.3248
Os04g0549800	GSMUA_Achr1G04350_001	40.4858	43.8596
Os04g0549800	GSMUA_Achr4G24580_001	27.9352	48.5915
Os04g0549800	GSMUA_Achr4G26980_001	34.413	52.1472
Os04g0549800	GSMUA_Achr5G13500_001	33.6032	56.8493
Os04g0549800	GSMUA_Achr5G15330_001	31.1741	55
Os04g0549800	GSMUA_Achr7G06970_001	31.5789	56.1151
Os04g0549800	GSMUA_AchrUn_randomG24010_001	36.0324	48.1081
Os04g0549800	GSMUA_AchrUn_randomG27090_001	30.3644	53.1915
Os04g0550200	GSMUA_Achr1G01620_001	42.8571	39.7436
Os04g0550200	GSMUA_Achr1G04350_001	55.7604	53.0702
Os04g0550200	GSMUA_Achr4G24580_001	38.2488	58.4507
Os04g0550200	GSMUA_Achr4G26980_001	49.3088	65.6442
Os04g0550200	GSMUA_Achr5G13500_001	42.3963	63.0137
Os04g0550200	GSMUA_Achr5G15330_001	43.318	67.1429
Os04g0550200	GSMUA_Achr7G06970_001	43.318	67.6259
Os04g0550200	GSMUA_AchrUn_randomG24010_001	43.318	50.8108
Os04g0550200	GSMUA_AchrUn_randomG27090_001	37.3272	57.4468
Os04g0550400	GSMUA_Achr1G01610_001	53.8462	54.0295
Os04g0550400	GSMUA_Achr4G26960_001	28.3937	49.6047
Os04g0550400	GSMUA_Achr4G26970_001	25	57.8534
Os04g0550500	GSMUA_Achr11G16320_001	61.516	84.0637
Os04g0550600	GSMUA_Achr11G21000_001	60.0985	59.6091
Os04g0550700	GSMUA_Achr8G11030_001	13.7097	26.7016
Os04g0550800	GSMUA_Achr4G24600_001	60.223	61.597
Os04g0550900	GSMUA_Achr11G04570_001	74.6479	42.5703
Os04g0550900	GSMUA_Achr11G21010_001	75.3521	42.9719
Os04g0551300	GSMUA_Achr1G04270_001	69.4534	39.8524
Os04g0551300	GSMUA_Achr7G07030_001	66.881	40.3101
Os04g0551500	GSMUA_Achr4G26940_001	33.3333	34.5821
Os04g0551500	GSMUA_Achr5G13440_001	30.5556	37.8007
Os04g0551600	GSMUA_Achr4G24620_001	41.9355	47.7064
Os04g0551600	GSMUA_Achr4G28980_001	42.7419	41.4062
Os04g0551600	GSMUA_Achr5G13430_001	39.5161	40.1639
Os04g0551600	GSMUA_Achr5G15430_001	41.9355	42.623
Os04g0551700	GSMUA_Achr8G11050_001	34.8837	62.5
Os04g0551800	GSMUA_Achr11G16330_001	92.844	91.6667
Os04g0551800	GSMUA_Achr2G01090_001	45.8716	69.2521
Os04g0551800	GSMUA_Achr2G01100_001	41.2844	82.1168
Os04g0552000	GSMUA_Achr2G11930_001	40.5303	65.6442
Os04g0552000	GSMUA_Achr7G07040_001	61.3636	57.6512
Os04g0552200	GSMUA_Achr2G13730_001	48.3636	50.7634
Os04g0552200	GSMUA_Achr2G13740_001	48.3636	50.7634
Os04g0552200	GSMUA_Achr2G13750_001	47.2727	49.8084
Os04g0552200	GSMUA_AchrUn_randomG23760_001	21.0909	63.0435
Os04g0552200	GSMUA_AchrUn_randomG23770_001	52.3636	54.5455
Os04g0552200	GSMUA_AchrUn_randomG23780_001	29.4545	45
Os04g0552300	GSMUA_Achr4G24630_001	58.0645	54.3103
Os04g0552400	GSMUA_Achr11G21030_001	29.1228	45.2316
Os04g0552400	GSMUA_Achr5G20910_001	28.0702	47.0588
Os04g0552400	GSMUA_Achr8G11070_001	25.614	17.2781
Os04g0552700	GSMUA_Achr11G21040_001	36.3344	49.1304
Os04g0552700	GSMUA_Achr1G01550_001	37.6206	39.7959
Os04g0552700	GSMUA_Achr1G24150_001	28.6174	33.4586
Os04g0552700	GSMUA_Achr2G18480_001	32.4759	41.2245
Os04g0552700	GSMUA_Achr4G05560_001	26.3666	35.6522
