Gene stable ID	Amborella trichopoda gene stable ID	%id. target Amborella trichopoda gene identical to query gene	%id. query gene identical to target Amborella trichopoda gene
Os06g0717800	AMTR_s00001p00136050	77.8061	77.6081
Os06g0717900	AMTR_s00001p00126200	42.1053	44.4444
Os06g0718100	AMTR_s00001p00270650	61.597	63.2812
Os06g0720500	AMTR_s00056p00085520	63.871	11.7717
Os06g0722300	AMTR_s00056p00085520	63.871	11.7717
Os06g0722650	AMTR_s00056p00085520	63.871	11.7717
Os06g0724100	AMTR_s00084p00172980	52.459	63.2099
Os06g0724200	AMTR_s00062p00112400	30.9463	29.5122
Os06g0724300	AMTR_s00057p00150120	65.3846	61.6936
Os06g0724300	AMTR_s00061p00155550	61.3248	73.028
Os06g0724400	AMTR_s00001p00142230	54.1463	55.2239
Os06g0724500	AMTR_s00001p00141440	40.625	39.959
Os06g0724600	AMTR_s00001p00140760	41.7582	50
Os06g0724700	AMTR_s00001p00163670	0	0
Os06g0724700	AMTR_s00001p00163820	80.7531	14.5825
Os06g0724900	AMTR_s00001p00169860	55.4965	54.3403
Os06g0725000	AMTR_s00001p00174820	52.0833	60.9756
Os06g0725300	AMTR_s00001p00240270	32.9073	39.6154
Os06g0725400	AMTR_s00001p00240340	63.0137	65.7143
Os06g0725500	AMTR_s00001p00234650	22.2615	21.9512
Os06g0725700	AMTR_s00001p00234650	22.9167	22.9965
Os06g0725800	AMTR_s00001p00234650	16.8421	16.7247
Os06g0725900	AMTR_s00001p00232760	83.5277	80.3647
Os06g0726300	AMTR_s00001p00242720	48.9726	53.5581
Os06g0726400	AMTR_s00001p00048980	67.8049	67.5577
Os06g0726600	AMTR_s00001p00045520	70.9812	69.8152
Os06g0726800	AMTR_s00001p00032080	53.9379	51.7162
Os06g0726900	AMTR_s00001p00030110	47.6316	27.8462
Os06g0727300	AMTR_s00007p00049440	51.3889	64.9123
Os06g0727400	AMTR_s00016p00199290	51.2077	50.3563
Os06g0727900	AMTR_s00044p00166030	30.0595	36.4621
Os06g0728000	AMTR_s00044p00160130	64.3312	64.7436
Os06g0728200	AMTR_s00044p00156360	21.2691	22.3457
Os06g0728600	AMTR_s00044p00148910	45.302	38.5714
Os06g0728700	AMTR_s00044p00072910	32.3725	26.7399
Os06g0728800	AMTR_s00014p00030170	2.89855	1.86047
Os06g0728902	AMTR_s00014p00030170	17.1875	7.67442
Os06g0729000	AMTR_s00044p00039430	58.3333	61.8687
Os06g0729300	AMTR_s00044p00049370	69.0751	64.7112
Os06g0729500	AMTR_s00029p00086500	24.8901	22.1787
Os06g0729650	AMTR_s00029p00083110	76.9036	73.5437
Os06g0729900	AMTR_s00029p00081790	31.4024	27.7628
Os06g0730000	AMTR_s00029p00068160	0	0
Os06g0730000	AMTR_s00038p00058030	1.93548	2.41935
Os06g0730000	AMTR_s00038p00086160	43.871	20.6061
Os06g0730000	AMTR_s00038p00086870	0	0
Os06g0730000	AMTR_s00038p00092500	0	0
Os06g0730000	AMTR_s00038p00093840	9.03226	6.57277
Os06g0730000	AMTR_s00038p00095360	0	0
Os06g0730000	AMTR_s00038p00095950	0.645161	0.518135
Os06g0730000	AMTR_s02764p00004440	8.3871	6.13208
Os06g0730000	AMTR_s05077p00002640	0	0
Os06g0730200	AMTR_s00029p00053440	53.4884	16.0093
Os06g0730300	AMTR_s00029p00024320	50.8274	47.6718
Os06g0730600	AMTR_s00171p00062850	67.4263	65.1554
Os06g0730600	AMTR_s00171p00064430	65.5496	68.9704
Os06g0730800	AMTR_s00171p00065800	40.1099	46.7949
Os06g0730900	AMTR_s00009p00232070	68.8192	70.2448
Os06g0731200	AMTR_s00009p00092310	66.3317	59.5131
Os06g0731400	AMTR_s00039p00118150	40.0826	30.9904
Os06g0731600	AMTR_s00009p00253500	50.0468	28.3369
Os06g0731700	AMTR_s00009p00266680	46.4183	26.3844
Os06g0731800	AMTR_s00009p00267500	45.7045	36.9444
Os06g0731800	AMTR_s00029p00237540	50.1718	45.0617
Os06g0731900	AMTR_s00171p00031600	62.7778	54.8544
Os06g0731950	AMTR_s00115p00072410	42.5926	4.0744
Os07g0100200	AMTR_s00149p00021030	84.2767	86.7314
Os07g0100500	AMTR_s00029p00218490	3.57853	9.67742
Os07g0100500	AMTR_s00029p00218570	13.7177	25.9398
Os07g0100600	AMTR_s00029p00214340	64.5105	65.0794
Os07g0100600	AMTR_s00029p00215100	62.7622	59.8333
Os07g0100800	AMTR_s00029p00192090	73.3624	69.7095
Os07g0101000	AMTR_s00029p00185120	51.801	54.1219
Os07g0101200	AMTR_s00010p00259780	53.252	51.5748
Os07g0101400	AMTR_s00012p00261580	60.5063	61.2821
Os07g0101500	AMTR_s00012p00259090	60.4478	65.0602
Os07g0102000	AMTR_s00037p00201510	47.3934	29.5858
Os07g0102100	AMTR_s00016p00241830	49.6203	48.8169
Os07g0102300	AMTR_s00062p00176270	53.5147	55.6604
Os07g0102400	AMTR_s00062p00114880	70.2797	71.0247
Os07g0102500	AMTR_s00169p00025570	36.9863	41.1168
Os07g0103100	AMTR_s00062p00050250	53.5565	54.4681
Os07g0103200	AMTR_s00004p00220520	38.4106	52.968
Os07g0103500	AMTR_s00029p00140360	40.4692	42.3313
Os07g0103500	AMTR_s00029p00142300	46.0411	47.2892
Os07g0104100	AMTR_s01279p00002760	28.4024	45.283
Os07g0105600	AMTR_s00098p00154060	36.036	36.1991
Os07g0105700	AMTR_s00098p00155820	73.9953	39.5702
Os07g0106000	AMTR_s00054p00046250	73.4252	69.9156
Os07g0106100	AMTR_s00072p00029700	28.9093	29.4118
Os07g0106200	AMTR_s00029p00047980	55.2124	68.9157
Os07g0107800	AMTR_s00160p00017250	56.9082	56.4176
Os07g0107900	AMTR_s00183p00036690	17.6044	15.7212
Os07g0108000	AMTR_s00037p00128200	39.1051	40.0398
Os07g0108200	AMTR_s00032p00229640	51.6461	52.8421
Os07g0108300	AMTR_s00083p00031040	85.1546	85.8628
Os07g0108400	AMTR_s00007p00249830	51.7241	54.5455
Os07g0108400	AMTR_s00007p00250120	45.4023	48.1707
Os07g0108400	AMTR_s00007p00250850	51.1494	53.6145
Os07g0108500	AMTR_s00007p00249830	49.7268	55.1515
Os07g0108500	AMTR_s00007p00250120	43.7158	48.7805
Os07g0108500	AMTR_s00007p00250850	48.6339	53.6145
Os07g0108800	AMTR_s00047p00085560	48.7106	48.7106
Os07g0108900	AMTR_s00047p00181740	50.1873	55.3719
Os07g0109300	AMTR_s00154p00085810	35.1351	5.94966
Os07g0109400	AMTR_s00154p00080410	32.6905	29.4215
Os07g0109500	AMTR_s00044p00144180	66.9903	80.7018
Os07g0109500	AMTR_s00089p00040540	81.5534	81.5534
Os07g0109600	AMTR_s00110p00150260	39.916	51.3514
Os07g0110200	AMTR_s00008p00137370	2.54958	4.94506
Os07g0110200	AMTR_s00030p00241220	66.5722	34.9183
Os07g0110200	AMTR_s00032p00058660	66.5722	34.9183
Os07g0110200	AMTR_s00111p00127270	5.38244	3.49265
Os07g0110400	AMTR_s00110p00053630	58.9771	35.4712
Os07g0111400	AMTR_s00003p00229970	34.4828	32.1543
Os07g0111600	AMTR_s00110p00098820	53.9051	54.0707
Os07g0111700	AMTR_s00177p00056520	12.848	51.2821
Os07g0111700	AMTR_s00177p00059450	47.7516	56.0302
Os07g0111900	AMTR_s00177p00056520	12.605	51.2821
Os07g0111900	AMTR_s00177p00059450	47.2689	56.5327
Os07g0112000	AMTR_s00177p00056520	12.1086	49.5727
Os07g0112000	AMTR_s00177p00059450	46.5553	56.0302
Os07g0112100	AMTR_s00177p00056520	12.549	54.7009
Os07g0112100	AMTR_s00177p00059450	42.9412	55.0251
Os07g0112300	AMTR_s00003p00231040	26.7241	7.69231
Os07g0112400	AMTR_s00003p00231040	11.2903	13.8958
Os07g0112800	AMTR_s00058p00098620	85.8025	87.4214
Os07g0112800	AMTR_s00065p00207570	87.037	88.6792
Os07g0113700	AMTR_s00001p00272300	43.818	57.6823
Os07g0114400	AMTR_s00144p00051330	93.994	93.994
Os07g0115300	AMTR_s00013p00052590	53.3333	54.321
Os07g0115300	AMTR_s00019p00237230	60.6061	63.4921
Os07g0115300	AMTR_s00144p00031900	63.0303	63.8037
Os07g0115500	AMTR_s00144p00033840	27.8689	42.5
Os07g0115600	AMTR_s00137p00083250	31.1538	23.6496
Os07g0116600	AMTR_s00137p00096410	52.1411	49.2857
Os07g0118300	AMTR_s00033p00236580	55.2885	57.7889
Os07g0119000	AMTR_s00169p00045660	35.591	40.4834
Os07g0119300	AMTR_s00033p00241280	38.5915	35.4922
Os07g0119400	AMTR_s00169p00049950	58.8991	59.5547
Os07g0120051	AMTR_s00149p00069450	29.4118	33.3333
Os07g0120700	AMTR_s00059p00216800	28.8012	27.9037
Os07g0120700	AMTR_s00059p00217330	8.33333	39.0411
Os07g0122400	AMTR_s00059p00183080	36.887	30.3509
Os07g0123100	AMTR_s00059p00175070	27.3171	32
Os07g0123300	AMTR_s00059p00174130	42.1053	32.6019
Os07g0123400	AMTR_s00059p00172960	36.2069	6.64557
Os07g0123500	AMTR_s00059p00166010	50.8539	43.3657
Os07g0123700	AMTR_s00059p00150840	59.1709	61.8922
Os07g0124000	AMTR_s00065p00116550	31.738	27.8146
Os07g0124500	AMTR_s00019p00256050	66.5598	65.304
Os07g0124600	AMTR_s00065p00083440	30.7692	30.1299
Os07g0124700	AMTR_s00065p00077750	55.8912	28.6822
Os07g0124750	AMTR_s00065p00054150	68.1119	68.4951
Os07g0124800	AMTR_s00137p00055240	35.0211	46.8927
Os07g0124900	AMTR_s00029p00197310	49.7207	53.9394
Os07g0124900	AMTR_s00029p00197600	42.4581	55.0725
Os07g0125500	AMTR_s00029p00197310	49.7207	53.9394
Os07g0125500	AMTR_s00029p00197600	42.4581	55.0725
Os07g0126301	AMTR_s00029p00197310	49.7207	53.9394
Os07g0126301	AMTR_s00029p00197600	42.4581	55.0725
Os07g0127900	AMTR_s00029p00197310	39.1813	40.6061
Os07g0127900	AMTR_s00029p00197600	35.6725	44.2029
Os07g0128800	AMTR_s00029p00197310	51.7442	53.9394
Os07g0128800	AMTR_s00029p00197600	44.7674	55.7971
Os07g0129200	AMTR_s00029p00197310	55.3571	56.3636
Os07g0129200	AMTR_s00029p00197600	47.0238	57.2464
Os07g0129300	AMTR_s00029p00197310	53.9394	53.9394
Os07g0129300	AMTR_s00029p00197600	46.6667	55.7971
Os07g0129700	AMTR_s00026p00244220	53.5211	47.7387
Os07g0129800	AMTR_s00012p00253510	35.5372	44.7917
Os07g0129800	AMTR_s00012p00253570	36.5998	46.5465
Os07g0129800	AMTR_s00012p00253790	33.412	42.8788
Os07g0129800	AMTR_s00012p00253990	33.5301	41.0999
Os07g0129800	AMTR_s00012p00254300	33.7662	43.5976
Os07g0129800	AMTR_s00012p00254470	34.0024	43.2432
Os07g0129800	AMTR_s00012p00254690	32.9398	42.2088
Os07g0129800	AMTR_s00012p00254900	34.0024	43.3083
Os07g0129800	AMTR_s00012p00255090	34.2385	44.4785
Os07g0129900	AMTR_s00012p00253510	0	0
Os07g0129900	AMTR_s00012p00253570	0	0
Os07g0129900	AMTR_s00012p00253790	0	0
Os07g0129900	AMTR_s00012p00253990	0	0
Os07g0129900	AMTR_s00012p00254300	0	0
Os07g0129900	AMTR_s00012p00254470	0	0
Os07g0129900	AMTR_s00012p00254690	0	0
Os07g0129900	AMTR_s00012p00254900	0.152207	0.150376
Os07g0129900	AMTR_s00012p00255090	0	0
Os07g0130100	AMTR_s00012p00253510	45.5213	46.131
Os07g0130100	AMTR_s00012p00253570	46.8429	47.8979
Os07g0130100	AMTR_s00012p00253790	45.2276	46.6667
Os07g0130100	AMTR_s00012p00253990	44.7871	44.1389
Os07g0130100	AMTR_s00012p00254300	43.3186	44.9695
Os07g0130100	AMTR_s00012p00254470	43.4655	44.4444
Os07g0130100	AMTR_s00012p00254690	44.7871	46.1422
Os07g0130100	AMTR_s00012p00254900	43.906	44.9624
Os07g0130100	AMTR_s00012p00255090	45.5213	47.546
Os07g0130200	AMTR_s00012p00253510	0.581395	0.595238
Os07g0130200	AMTR_s00012p00253570	0.726744	0.750751
Os07g0130200	AMTR_s00012p00253790	0.581395	0.606061
Os07g0130200	AMTR_s00012p00253990	0.581395	0.578871
Os07g0130200	AMTR_s00012p00254300	0.145349	0.152439
Os07g0130200	AMTR_s00012p00254470	0.436047	0.45045
Os07g0130200	AMTR_s00012p00254690	0.436047	0.453858
Os07g0130200	AMTR_s00012p00254900	0.436047	0.451128
Os07g0130200	AMTR_s00012p00255090	0.581395	0.613497
Os07g0130400	AMTR_s00012p00253510	43.9481	45.3869
Os07g0130400	AMTR_s00012p00253570	44.2363	46.0961
Os07g0130400	AMTR_s00012p00253790	40.7781	42.8788
Os07g0130400	AMTR_s00012p00253990	40.634	40.8104
Os07g0130400	AMTR_s00012p00254300	41.0663	43.4451
Os07g0130400	AMTR_s00012p00254470	41.2104	42.9429
Os07g0130400	AMTR_s00012p00254690	40.3458	42.3601
Os07g0130400	AMTR_s00012p00254900	40.634	42.406
Os07g0130400	AMTR_s00012p00255090	41.6427	44.3252
Os07g0130800	AMTR_s00012p00253510	42.4286	44.1964
Os07g0130800	AMTR_s00012p00253570	44.7143	46.997
Os07g0130800	AMTR_s00012p00253790	40.2857	42.7273
Os07g0130800	AMTR_s00012p00253990	40	40.521
Os07g0130800	AMTR_s00012p00254300	40.7143	43.4451
Os07g0130800	AMTR_s00012p00254470	41.5714	43.6937
Os07g0130800	AMTR_s00012p00254690	40.1429	42.5113
Os07g0130800	AMTR_s00012p00254900	42	44.2105
Os07g0130800	AMTR_s00012p00255090	41.1429	44.1718
Os07g0131375	AMTR_s00012p00253510	33.2226	29.7619
Os07g0131375	AMTR_s00012p00253570	30.5648	27.6276
Os07g0131375	AMTR_s00012p00253790	29.7342	27.1212
Os07g0131375	AMTR_s00012p00253990	30.0664	26.1939
Os07g0131375	AMTR_s00012p00254300	29.5681	27.1341
Os07g0131375	AMTR_s00012p00254470	28.7375	25.976
Os07g0131375	AMTR_s00012p00254690	29.402	26.7776
Os07g0131375	AMTR_s00012p00254900	29.9003	27.0677
Os07g0131375	AMTR_s00012p00255090	28.7375	26.5337
Os07g0131500	AMTR_s00012p00253510	46.5409	44.0476
Os07g0131500	AMTR_s00012p00253570	49.3711	47.1471
Os07g0131500	AMTR_s00012p00253790	46.0692	44.3939
Os07g0131500	AMTR_s00012p00253990	45.4403	41.8234
Os07g0131500	AMTR_s00012p00254300	46.6981	45.2744
Os07g0131500	AMTR_s00012p00254470	46.0692	43.994
Os07g0131500	AMTR_s00012p00254690	44.9686	43.2678
Os07g0131500	AMTR_s00012p00254900	45.283	43.3083
Os07g0131500	AMTR_s00012p00255090	46.5409	45.3988
Os07g0131600	AMTR_s00111p00066720	55.1527	56.8898
Os07g0131725	AMTR_s00029p00047020	41.2698	32.5
Os07g0131725	AMTR_s00065p00019380	38.8889	30.625
Os07g0132300	AMTR_s00026p00199790	27.0968	31.5789
Os07g0132600	AMTR_s00042p00185900	17.2603	18.9759
Os07g0133000	AMTR_s00002p00253940	36.1039	36.1039
Os07g0133000	AMTR_s00012p00254560	17.1429	33.6735
Os07g0133000	AMTR_s00012p00255190	21.8182	33.2016
Os07g0133000	AMTR_s00012p00255610	38.4416	35.8354
Os07g0133500	AMTR_s00033p00137950	53.2468	54.185
Os07g0133500	AMTR_s00056p00161450	19.0476	48.6188
Os07g0133500	AMTR_s00056p00161630	19.9134	31.0811
Os07g0133700	AMTR_s00016p00074550	62.4473	78.7234
Os07g0134000	AMTR_s00033p00113090	57.0842	57.6763
Os07g0134000	AMTR_s00033p00114390	54.4148	55.7895
Os07g0134200	AMTR_s00033p00083200	68.3284	68.7316
Os07g0134400	AMTR_s00029p00247640	46.1538	24.3243
Os07g0134500	AMTR_s00054p00046250	70.6186	38.5192
Os07g0134600	AMTR_s00059p00018370	40.6736	40.1022
Os07g0134700	AMTR_s00030p00041970	52.3026	47.7477
Os07g0134800	AMTR_s00059p00054360	88.4127	88.2726
Os07g0137000	AMTR_s00105p00025610	0	0
Os07g0137000	AMTR_s00105p00029600	17.8082	2.34657
Os07g0137800	AMTR_s00059p00070500	48.1413	38.4273
Os07g0137800	AMTR_s00109p00039350	45.7249	52.0085
Os07g0137900	AMTR_s00059p00074580	30.8444	19.0555
Os07g0138100	AMTR_s00032p00118010	58.6777	56.5737
Os07g0139300	AMTR_s00155p00022580	35.8696	45.4128
Os07g0139400	AMTR_s00155p00032400	77.9097	78.6571
Os07g0141400	AMTR_s00007p00081670	64.5669	59.4203
Os07g0141600	AMTR_s00009p00268610	80.9917	81.1594
Os07g0142000	AMTR_s00092p00151450	56.9106	57.6132
Os07g0142700	AMTR_s00006p00261100	16	35.023
Os07g0142700	AMTR_s00019p00227670	15.7895	36.4078
Os07g0142700	AMTR_s00035p00161560	17.0526	33.0612
Os07g0142700	AMTR_s00035p00187610	38.3158	41.2698
Os07g0142700	AMTR_s00035p00220050	34.5263	36.2031
Os07g0142700	AMTR_s04066p00001330	20.4211	41.8103
Os07g0142700	AMTR_s04066p00009030	26.7368	32.732
Os07g0142700	AMTR_s04066p00010340	6.73684	49.2308
Os07g0142900	AMTR_s00092p00149880	66.4894	67.0241
Os07g0143000	AMTR_s00092p00149880	71.3528	72.118
Os07g0143200	AMTR_s00039p00032460	26.8116	21.9368
Os07g0143600	AMTR_s00092p00134290	32.766	43.75
Os07g0143700	AMTR_s00092p00127820	62.31	32.9582
Os07g0144500	AMTR_s00092p00125490	29.5673	29.2857
Os07g0145400	AMTR_s00092p00162670	60.939	59.1075
Os07g0147600	AMTR_s00092p00160980	50.2945	47.0264
Os07g0147700	AMTR_s00155p00052560	69.0341	72.1068
Os07g0147800	AMTR_s00155p00053970	23.2589	19.5149
Os07g0147900	AMTR_s00016p00195680	76.7196	76.9231
Os07g0148200	AMTR_s00024p00119850	38.5744	40.7982
Os07g0148800	AMTR_s00155p00090610	69.6809	15.127
Os07g0148900	AMTR_s00007p00193800	60.9023	62.7907
Os07g0149900	AMTR_s00092p00035570	53.1646	48
Os07g0150100	AMTR_s00092p00051600	57.3187	58.9311
Os07g0150200	AMTR_s00155p00085360	3.62319	1.01833
Os07g0150500	AMTR_s00092p00098010	53.1283	52.626
Os07g0150700	AMTR_s00092p00095660	80	80
Os07g0151100	AMTR_s00092p00109090	30.7292	48.3607
Os07g0151200	AMTR_s00067p00197470	61.9128	64.9648
Os07g0151300	AMTR_s00038p00202410	49.7872	57.9208
Os07g0152200	AMTR_s00092p00117150	60.3246	60.0539
Os07g0152800	AMTR_s00062p00160630	56.0714	50
Os07g0152900	AMTR_s00092p00167960	85.6369	86.1035
Os07g0153300	AMTR_s00092p00170280	53.5885	34.2508
Os07g0153400	AMTR_s00092p00167170	58.867	57.4519
Os07g0154100	AMTR_s00092p00172590	60.1375	57.377
Os07g0154300	AMTR_s00092p00166500	40.7895	42.4658
Os07g0154400	AMTR_s00092p00164660	50.3704	36.2425
Os07g0155100	AMTR_s00092p00163760	54.9872	55.5556
Os07g0155200	AMTR_s00092p00163530	39.8671	36.8098
Os07g0155600	AMTR_s00148p00061600	40.3591	40.0465
Os07g0156467	AMTR_s00045p00063130	43.9252	42.2156
Os07g0156732	AMTR_s00148p00061600	42.9519	20.062
Os07g0157000	AMTR_s00045p00063130	43.9252	42.2156
Os07g0157401	AMTR_s00148p00061600	42.9519	20.062
Os07g0157900	AMTR_s00004p00176820	49.6	18.7879
Os07g0158200	AMTR_s00004p00176820	66.6667	65.4545
Os07g0158300	AMTR_s00061p00032260	28.022	36.0424
Os07g0158400	AMTR_s00012p00219010	28.125	18.1208
Os07g0158500	AMTR_s00004p00174960	25.8575	35.8974
Os07g0158800	AMTR_s00004p00174320	49.5822	49.4444
Os07g0159500	AMTR_s00048p00204150	44.0678	44.8276
Os07g0159500	AMTR_s00129p00061730	42.3729	47.6839
Os07g0159600	AMTR_s00004p00172400	33.5165	44.5255
Os07g0159700	AMTR_s00017p00219910	0.584795	0.858369
Os07g0159800	AMTR_s00004p00170000	53.2895	53.2895
Os07g0159900	AMTR_s00004p00169780	37.5	20.5128
Os07g0160000	AMTR_s00004p00166400	46.2147	45.394
Os07g0160000	AMTR_s00014p00257640	12.6554	41.6357
Os07g0160100	AMTR_s00004p00165390	54.4379	43.8095
Os07g0160300	AMTR_s00032p00106880	47.7387	43.7788
Os07g0160400	AMTR_s00086p00123520	57.9787	56.7708
Os07g0160600	AMTR_s00004p00159330	63.8831	65.1064
Os07g0161000	AMTR_s00004p00155060	44.0585	45.1311
Os07g0161600	AMTR_s00004p00161280	73.5916	71.9449
Os07g0162100	AMTR_s00004p00148720	50.1805	52.6515
Os07g0162100	AMTR_s00004p00149160	28.1588	54.1667
Os07g0162300	AMTR_s00012p00135630	65.5242	58.8768
Os07g0162400	AMTR_s00004p00146330	44.6483	44.6483
Os07g0162400	AMTR_s00004p00146770	39.7554	44.2177
Os07g0162500	AMTR_s00004p00146330	46.6463	46.789
Os07g0162500	AMTR_s00004p00146770	40.5488	45.2381
Os07g0162600	AMTR_s00004p00146330	1.19403	1.22324
Os07g0162600	AMTR_s00004p00146770	0.895522	1.02041
Os07g0162700	AMTR_s00004p00146330	44.7293	48.0122
Os07g0162700	AMTR_s00004p00146770	39.0313	46.5986
Os07g0162900	AMTR_s00004p00146330	43.8596	53.5168
Os07g0162900	AMTR_s00004p00146770	36.5915	49.6599
Os07g0163000	AMTR_s00004p00145530	60.5578	31.6667
Os07g0163500	AMTR_s00004p00143390	75.6785	78.8901
Os07g0163900	AMTR_s00099p00072730	24.424	40.2532
Os07g0164000	AMTR_s00092p00120100	36.1771	42.5127
Os07g0164100	AMTR_s00175p00021990	47.3515	45.3846
Os07g0164200	AMTR_s00004p00133000	34	28.0992
Os07g0164300	AMTR_s00004p00131810	66.9967	65.9091
Os07g0164500	AMTR_s00029p00242660	55.8994	56.778
Os07g0164600	AMTR_s00092p00138880	62.3762	56
Os07g0164900	AMTR_s00004p00128030	55.9603	44.4152
Os07g0164900	AMTR_s00004p00128400	57.6159	24.4039
Os07g0164900	AMTR_s00086p00086980	20.8609	40.7767
Os07g0164900	AMTR_s00086p00087080	11.9205	54.9618
Os07g0164900	AMTR_s00086p00087150	15.5629	35.3383
Os07g0164900	AMTR_s00086p00087880	57.6159	24.6984
Os07g0164900	AMTR_s00106p00082530	58.2781	25.8254
Os07g0164900	AMTR_s03216p00000480	1.49007	1.39752
Os07g0165000	AMTR_s00001p00263390	80.6366	54.9729
Os07g0165100	AMTR_s00004p00127550	18.0929	23.7942
Os07g0165100	AMTR_s00004p00127590	29.3399	54.2986
Os07g0165200	AMTR_s00004p00125790	64.0584	44.3934
Os07g0165900	AMTR_s00004p00119400	31.5476	36.3014
Os07g0165900	AMTR_s00004p00119890	30.9524	35.1351
Os07g0165900	AMTR_s00004p00121060	33.3333	35
Os07g0165900	AMTR_s00004p00121470	33.9286	34.7561
Os07g0165900	AMTR_s00058p00116250	29.1667	35.2518
Os07g0166100	AMTR_s00071p00180880	63.9803	65.3782
Os07g0166700	AMTR_s00004p00110090	50.0627	50.1887
Os07g0166800	AMTR_s00078p00126660	97.3684	97.3684
Os07g0167000	AMTR_s00102p00062980	75.4217	71.4612
Os07g0167100	AMTR_s00092p00062310	73.5916	57.0259
Os07g0167200	AMTR_s00004p00105320	68.6321	72.2084
Os07g0167200	AMTR_s00078p00129860	39.8585	57.6792
Os07g0168000	AMTR_s00004p00095690	65.4102	62.8328
Os07g0168600	AMTR_s00004p00082670	60.334	60.0832
Os07g0169700	AMTR_s00001p00187150	52.0436	53.6517
Os07g0169800	AMTR_s00018p00223830	11.2	34.5679
Os07g0169800	AMTR_s00030p00236350	22.4	41.3284
Os07g0169800	AMTR_s00030p00236940	22.2	41.2639
Os07g0170100	AMTR_s00004p00075280	75.9459	80.057
Os07g0170200	AMTR_s00004p00074570	74.2515	43.9716
Os07g0170300	AMTR_s00004p00073360	42.1927	36.7052
Os07g0170800	AMTR_s00039p00130240	57.563	48.2394
Os07g0171100	AMTR_s00004p00065250	57.9104	71.8519
Os07g0171200	AMTR_s00004p00065000	51.3514	40.1055
Os07g0171300	AMTR_s00078p00181940	73.3906	72.766
Os07g0172200	AMTR_s00029p00053440	41.9619	35.7309
Os07g0172500	AMTR_s00061p00108850	75	73.7705
Os07g0172600	AMTR_s00009p00215930	6.65138	35.8025
Os07g0172600	AMTR_s00031p00067070	33.6009	45.4969
Os07g0172900	AMTR_s00004p00014350	71.6327	66.8571
Os07g0173100	AMTR_s00004p00027710	41.5205	26.1993
Os07g0173200	AMTR_s00004p00045050	37.6404	39.1813
Os07g0173501	AMTR_s00078p00178430	48.6842	48.6842
Os07g0173501	AMTR_s00142p00099380	50.6579	50.6579
Os07g0173700	AMTR_s00078p00178430	47.2973	46.0526
Os07g0173700	AMTR_s00142p00099380	49.3243	48.0263
Os07g0174400	AMTR_s00002p00272120	46.5649	35.6725
Os07g0174900	AMTR_s00002p00272120	40.9357	40.9357
Os07g0175000	AMTR_s00002p00272120	31.3953	31.5789
Os07g0175100	AMTR_s00002p00272190	58.0275	60.9639
Os07g0175400	AMTR_s00042p00201380	43.4599	36.2676
Os07g0175500	AMTR_s00002p00272110	29.1667	16.4319
Os07g0175600	AMTR_s00002p00272120	40.5882	40.3509
Os07g0175750	AMTR_s00099p00150850	61.7021	41.4286
Os07g0175900	AMTR_s00002p00271960	66.6667	62.1931
Os07g0176200	AMTR_s00002p00271710	28.7724	25.1116
Os07g0176500	AMTR_s00029p00242570	10.6707	13.308
Os07g0176500	AMTR_s00029p00242610	33.2317	42.2481
Os07g0176600	AMTR_s00002p00271400	60.8547	52.5074
Os07g0176900	AMTR_s00002p00271180	67.5	66.3158
Os07g0176900	AMTR_s00032p00028650	66.4286	66.9065
Os07g0177100	AMTR_s00056p00136660	39.0208	22.6724
Os07g0177200	AMTR_s00002p00271010	52.0179	47.541
Os07g0178100	AMTR_s00002p00270710	69.0745	68.764
Os07g0178700	AMTR_s00002p00270470	44.5	46.3542
Os07g0178800	AMTR_s00002p00270470	43.75	43.75
Os07g0178900	AMTR_s00030p00197350	21.7582	65.1316
Os07g0178900	AMTR_s00175p00055870	90.1099	90.1099
Os07g0179000	AMTR_s00040p00209940	44.0165	44.1379
Os07g0179300	AMTR_s00002p00269800	70.9091	53.6697
Os07g0179400	AMTR_s00045p00037700	61.4973	35.3846
Os07g0179500	AMTR_s00002p00269570	20.5882	17.1662
Os07g0180700	AMTR_s00095p00084980	39.2265	14.3434
Os07g0180700	AMTR_s00095p00099600	39.779	16.2896
Os07g0180700	AMTR_s00095p00101800	4.41989	2.96296
Os07g0180700	AMTR_s00095p00107410	25.4144	10.8491
Os07g0180800	AMTR_s00004p00121730	45.0122	22.343
Os07g0180900	AMTR_s00023p00210590	73.8272	73.4644
Os07g0180900	AMTR_s00105p00023120	74.321	74.1379
Os07g0181000	AMTR_s00002p00269190	77.5401	77.1277
Os07g0181100	AMTR_s00075p00061010	43.4295	41.1229
Os07g0181100	AMTR_s00075p00064870	8.01282	36.4963
Os07g0181700	AMTR_s00002p00268800	67.8748	68.325
Os07g0181800	AMTR_s00002p00268970	59.7403	63.8889
Os07g0182100	AMTR_s00002p00267940	55.3191	58.8997
Os07g0182100	AMTR_s00002p00268070	57.1429	60.8414
Os07g0182200	AMTR_s00002p00267570	63.9706	28.3388
Os07g0182400	AMTR_s00002p00266860	38.3562	40.9756
Os07g0182900	AMTR_s00017p00254260	57.0307	55.6833
Os07g0183050	AMTR_s00017p00182820	13.6054	3.31126
Os07g0183050	AMTR_s00155p00067370	14.2857	6.21302
Os07g0183100	AMTR_s00017p00182820	1.39665	0.827815
Os07g0183100	AMTR_s00155p00067370	1.39665	1.47929
