Gene stable ID	Phaseolus vulgaris gene stable ID	%id. target Phaseolus vulgaris gene identical to query gene	%id. query gene identical to target Phaseolus vulgaris gene
Os05g0478400	PHAVU_008G185800g	16.2011	22.6562
Os05g0478400	PHAVU_009G043100g	16.7598	21.2766
Os05g0478400	PHAVU_010G057900g	18.7151	23.5088
Os05g0478800	PHAVU_005G080200g	17.9372	13.289
Os05g0478800	PHAVU_005G080300g	17.4888	12.8289
Os05g0478800	PHAVU_005G080400g	17.4888	13.9286
Os05g0478800	PHAVU_008G081800g	20.6278	15.1316
Os05g0478800	PHAVU_008G185700g	21.9731	15.8065
Os05g0478800	PHAVU_008G185800g	17.9372	15.625
Os05g0478800	PHAVU_009G043100g	17.4888	13.8298
Os05g0478800	PHAVU_010G057900g	19.2825	15.0877
Os05g0480000	PHAVU_008G081300g	49.577	58.8353
Os05g0480000	PHAVU_010G058100g	36.8866	55.1899
Os05g0480000	PHAVU_010G058200g	13.8748	75.9259
Os05g0480400	PHAVU_006G080200g	60.0313	58.2953
Os05g0480400	PHAVU_008G080500g	52.6646	55.3542
Os05g0480400	PHAVU_008G186900g	53.1348	52.6398
Os05g0480400	PHAVU_008G245900g	62.069	60.458
Os05g0480400	PHAVU_009G042300g	55.3292	55.1562
Os05g0480600	PHAVU_008G080400g	38.3051	38.5666
Os05g0480600	PHAVU_010G058700g	30.678	36.1277
Os05g0480700	PHAVU_011G042300g	65.368	65.9389
Os05g0481000	PHAVU_008G079900g	59.0551	60.241
Os05g0481100	PHAVU_006G080500g	57.3529	57.4132
Os05g0481100	PHAVU_008G079800g	53.6765	53.4519
Os05g0481100	PHAVU_008G080000g	52.2059	52.2608
Os05g0481100	PHAVU_008G244400g	54.8319	55.414
Os05g0481100	PHAVU_008G244600g	26.3655	57.1754
Os05g0481100	PHAVU_008G2448000g	6.30252	77.9221
Os05g0481100	PHAVU_008G2448001g	11.2395	57.8378
Os05g0481100	PHAVU_008G245000g	40.021	47.0952
Os05g0481100	PHAVU_008G245300g	11.2395	63.3136
Os05g0481100	PHAVU_008G245600g	55.8824	56.3559
Os05g0481400	PHAVU_008G244300g	42.6523	29.6758
Os05g0481500	PHAVU_006G080900g	52.1277	60.2459
Os05g0481500	PHAVU_008G079200g	65.9574	66.1922
Os05g0481500	PHAVU_008G244000g	61.7021	61.0526
Os05g0481500	PHAVU_010G059400g	65.2482	65.4804
Os05g0481600	PHAVU_008G079100g	74.2424	76.5625
Os05g0481800	PHAVU_005G107600g	33.419	36.1111
Os05g0481900	PHAVU_008G078600g	30.4348	69.6335
Os05g0481900	PHAVU_L010300g	16.476	57.6
Os05g0482501	PHAVU_008G078400g	33.1754	31.5315
Os05g0482600	PHAVU_008G078000g	71.8681	67.284
Os05g0482600	PHAVU_008G187500g	84.6154	80.0416
Os05g0482600	PHAVU_009G041100g	84.3956	80
Os05g0482700	PHAVU_008G077900g	85.5098	85.6631
Os05g0483801	PHAVU_001G000500g	50.7692	21.1538
Os05g0484800	PHAVU_010G060200g	38.4615	42.0561
Os05g0485000	PHAVU_002G272700g	43.3638	46.6175
Os05g0485000	PHAVU_006G193500g	44.508	46.42
Os05g0485000	PHAVU_009G156500g	50.9153	53.744
Os05g0485300	PHAVU_006G082800g	51.711	49.8168
Os05g0485300	PHAVU_008G243400g	49.8099	48.5185
Os05g0485400	PHAVU_007G191300g	36.2	35.2826
Os05g0485500	PHAVU_008G076900g	51.5152	2.42857
Os05g0485800	PHAVU_001G269100g	32.1586	39.8907
Os05g0485800	PHAVU_001G269200g	30.9838	38.4335
Os05g0485800	PHAVU_002G101700g	31.4244	39.1225
Os05g0485800	PHAVU_002G101800g	31.5712	38.8788
Os05g0486100	PHAVU_003G273700g	55.7276	55.9585
Os05g0486200	PHAVU_009G129100g	64.7541	63.2
Os05g0486300	PHAVU_005G106000g	10.1562	26.5306
Os05g0486300	PHAVU_005G140000g	42.1875	16.2651
Os05g0486300	PHAVU_011G069400g	42.5781	16.5653
Os05g0486600	PHAVU_001G163300g	21.5054	18.6335
Os05g0486700	PHAVU_001G184700g	85.0932	84.0491
Os05g0486700	PHAVU_007G224900g	86.9565	85.3659
Os05g0488100	PHAVU_002G082800g	10.8738	12.9032
Os05g0488600	PHAVU_004G078200g	44.0389	44.0389
Os05g0488600	PHAVU_005G123900g	46.472	44.4186
Os05g0488600	PHAVU_011G094300g	44.2822	46.1929
Os05g0488800	PHAVU_004G078500g	25.0774	25.2336
Os05g0488900	PHAVU_001G107300g	77.6596	78.777
Os05g0489000	PHAVU_011G188600g	48.1884	52.4655
Os05g0489100	PHAVU_003G098900g	57.9937	62.2896
Os05g0489100	PHAVU_006G159200g	55.7994	59.9327
Os05g0489200	PHAVU_006G009900g	28.2787	34.1584
Os05g0489600	PHAVU_002G070500g	98.895	98.895
Os05g0489600	PHAVU_003G061400g	99.4475	99.4475
Os05g0489600	PHAVU_004G011900g	97.2376	97.2376
Os05g0489700	PHAVU_001G101000g	47.4627	50.7987
Os05g0489700	PHAVU_004G053300g	45.6716	50.495
Os05g0489700	PHAVU_005G011600g	42.6866	49.481
Os05g0489700	PHAVU_006G021900g	39.403	48.7085
Os05g0489700	PHAVU_011G186800g	49.5522	51.3932
Os05g0489800	PHAVU_010G112000g	37.1951	37.4233
Os05g0489900	PHAVU_011G186900g	72.2868	70.778
Os05g0490000	PHAVU_006G127600g	40.5773	35.0954
Os05g0490100	PHAVU_004G063700g	79.4643	79.4643
Os05g0490100	PHAVU_008G019800g	80.3571	80.3571
Os05g0490500	PHAVU_003G290900g	39.3701	28.4091
Os05g0490600	PHAVU_005G012900g	32.2335	24.8532
Os05g0490600	PHAVU_011G191300g	34.5178	24.5487
Os05g0490700	PHAVU_001G103400g	43.3036	40.9283
Os05g0490700	PHAVU_005G012600g	41.369	41.8675
Os05g0490700	PHAVU_011G190200g	39.1369	42.2151
Os05g0490800	PHAVU_004G073800g	85.5422	85.5422
Os05g0490900	PHAVU_001G155800g	54.6512	54.023
Os05g0491200	PHAVU_008G206100g	48.9655	50
Os05g0491400	PHAVU_008G206700g	53.2407	39.6552
Os05g0491500	PHAVU_001G101100g	59.144	55.6777
Os05g0492000	PHAVU_001G123300g	63.6364	45.6522
Os05g0492000	PHAVU_007G003600g	65.1515	48.4234
Os05g0492000	PHAVU_011G203400g	64.5455	45.6103
Os05g0492200	PHAVU_004G0056001g	33.452	33.6616
Os05g0492200	PHAVU_004G008100g	32.1174	34.7115
Os05g0492200	PHAVU_004G009300g	32.4733	34.1441
Os05g0492200	PHAVU_004G012900g	33.8078	34.0807
Os05g0492200	PHAVU_004G013000g	34.8754	34.9688
Os05g0492200	PHAVU_004G015600g	29.1815	34.2738
Os05g0492200	PHAVU_004G016000g	33.0961	31.8766
Os05g0492200	PHAVU_004G036300g	34.7865	32.9402
Os05g0492200	PHAVU_004G0368000g	21.0854	33.7607
Os05g0492200	PHAVU_005G014000g	34.3416	32.6289
Os05g0492200	PHAVU_005G031200g	36.7438	35.3596
Os05g0492200	PHAVU_006G018700g	34.3416	31.2045
Os05g0492200	PHAVU_006G066800g	32.1174	32.2321
Os05g0492200	PHAVU_007G086300g	35.6762	32.2088
Os05g0492200	PHAVU_010G004600g	32.8292	25.6964
Os05g0492200	PHAVU_010G004700g	32.7402	30.5394
Os05g0492200	PHAVU_010G004900g	34.5196	33.0776
Os05g0492200	PHAVU_010G063000g	35.4982	32.074
Os05g0492200	PHAVU_010G063100g	34.8754	32.2634
Os05g0492200	PHAVU_010G063700g	34.8754	32.6123
Os05g0492200	PHAVU_010G064700g	23.1317	33.419
Os05g0492200	PHAVU_011G151300g	32.8292	32.5397
Os05g0492200	PHAVU_011G166100g	24.3772	36.5333
Os05g0492200	PHAVU_011G173800g	29.1815	34.1667
Os05g0492200	PHAVU_011G181500g	35.3203	32.7558
Os05g0492200	PHAVU_011G181600g	31.0498	33.59
Os05g0492200	PHAVU_011G181700g	32.1174	31.364
Os05g0492200	PHAVU_011G191400g	33.8968	31.8562
Os05g0492200	PHAVU_011G191500g	29.0036	31.1069
Os05g0492200	PHAVU_011G1916000g	27.2242	33.0097
Os05g0492200	PHAVU_011G191800g	33.9858	32.2635
Os05g0492200	PHAVU_011G192100g	34.1637	31.8408
Os05g0492200	PHAVU_011G192200g	34.6975	33.6497
Os05g0492200	PHAVU_011G192400g	32.0285	31.9149
Os05g0492200	PHAVU_011G192500g	26.6014	32.9295
Os05g0492200	PHAVU_011G192600g	33.9858	33.2753
Os05g0492200	PHAVU_011G192900g	31.2278	33.1132
Os05g0492200	PHAVU_011G193000g	31.4057	31.3221
Os05g0492200	PHAVU_011G1931000g	27.5801	32.2581
Os05g0492200	PHAVU_011G193500g	34.3416	32.4643
Os05g0492200	PHAVU_011G193600g	32.0285	31.8302
Os05g0492200	PHAVU_011G193800g	29.9822	33.8353
Os05g0492200	PHAVU_011G194800g	33.7189	32.2828
Os05g0492200	PHAVU_011G194900g	33.8078	32.9575
Os05g0492200	PHAVU_011G195000g	34.7865	32.3675
Os05g0492200	PHAVU_011G195100g	22.7758	30.9179
Os05g0492200	PHAVU_011G195200g	35.0534	33.2489
Os05g0492200	PHAVU_011G195300g	29.9822	33.2675
Os05g0492200	PHAVU_011G195400g	33.6299	31.8987
Os05g0492200	PHAVU_011G195500g	32.2064	31.2069
Os05g0492200	PHAVU_011G195600g	24.3772	35.2638
Os05g0492200	PHAVU_011G195700g	34.2527	31.7919
Os05g0492200	PHAVU_011G196000g	34.4306	33.1336
Os05g0492200	PHAVU_011G196100g	33.452	31.9185
Os05g0492200	PHAVU_011G197400g	27.0463	33.0435
Os05g0492200	PHAVU_011G197600g	32.8292	32.3117
Os05g0492200	PHAVU_011G197800g	32.9181	29.4118
Os05g0492200	PHAVU_011G197900g	33.1851	32.0172
Os05g0492200	PHAVU_011G198000g	33.8968	32.0437
Os05g0492200	PHAVU_011G1981001g	27.4021	33.1183
Os05g0492200	PHAVU_011G198300g	32.1174	27.5573
Os05g0492200	PHAVU_011G198400g	33.9858	32.182
Os05g0492200	PHAVU_011G198800g	31.2278	33.1445
Os05g0492200	PHAVU_011G200300g	33.363	31.8066
Os05g0492200	PHAVU_011G200800g	33.7189	32.2005
Os05g0492200	PHAVU_011G200900g	27.1352	28.7465
Os05g0492200	PHAVU_011G201000g	32.0285	33.8664
Os05g0492200	PHAVU_011G201100g	30.3381	30.5556
Os05g0492200	PHAVU_011G201900g	18.0605	32.9545
Os05g0492200	PHAVU_011G202100g	31.0498	32.556
Os05g0492200	PHAVU_011G202300g	33.452	30.8197
Os05g0492200	PHAVU_011G202400g	28.2918	32.9193
Os05g0492200	PHAVU_011G202600g	30.516	31.4679
Os05g0492200	PHAVU_011G202900g	31.4057	24.8767
Os05g0492200	PHAVU_011G203000g	34.0747	32.1039
Os05g0492200	PHAVU_011G203100g	29.3594	33.033
Os05g0492200	PHAVU_L003200g	33.8968	34.7311
Os05g0492600	PHAVU_004G0056001g	37.2611	20.949
Os05g0492600	PHAVU_004G008100g	34.5541	20.8654
Os05g0492600	PHAVU_004G009300g	36.6242	21.5154
Os05g0492600	PHAVU_004G012900g	37.4204	21.0762
Os05g0492600	PHAVU_004G013000g	38.0573	21.3202
Os05g0492600	PHAVU_004G015600g	30.7325	20.1672
Os05g0492600	PHAVU_004G016000g	37.2611	20.0514
Os05g0492600	PHAVU_004G036300g	37.8981	20.0505
Os05g0492600	PHAVU_004G0368000g	25.4777	22.792
Os05g0492600	PHAVU_005G014000g	37.4204	19.8647
Os05g0492600	PHAVU_005G031200g	39.6497	21.3185
Os05g0492600	PHAVU_006G018700g	36.9427	18.7551
Os05g0492600	PHAVU_006G066800g	32.4841	18.2143
Os05g0492600	PHAVU_007G086300g	40.1274	20.241
Os05g0492600	PHAVU_010G004600g	34.8726	15.2507
Os05g0492600	PHAVU_010G004700g	35.3503	18.4232
Os05g0492600	PHAVU_010G004900g	36.3057	19.4373
Os05g0492600	PHAVU_010G063000g	39.4904	19.9357
Os05g0492600	PHAVU_010G063100g	38.8535	20.0823
Os05g0492600	PHAVU_010G063700g	38.8535	20.2995
Os05g0492600	PHAVU_010G064700g	29.6178	23.9075
Os05g0492600	PHAVU_011G151300g	34.8726	19.3122
Os05g0492600	PHAVU_011G166100g	34.3949	28.8
Os05g0492600	PHAVU_011G173800g	34.5541	22.6042
Os05g0492600	PHAVU_011G181500g	36.9427	19.1419
Os05g0492600	PHAVU_011G181600g	32.9618	19.923
Os05g0492600	PHAVU_011G181700g	33.758	18.4188
Os05g0492600	PHAVU_011G191400g	33.2803	17.4749
Os05g0492600	PHAVU_011G191500g	30.7325	18.416
Os05g0492600	PHAVU_011G1916000g	23.0892	15.6419
Os05g0492600	PHAVU_011G191800g	34.7134	18.4122
Os05g0492600	PHAVU_011G192100g	35.6688	18.5738
Os05g0492600	PHAVU_011G192200g	35.5096	19.2407
Os05g0492600	PHAVU_011G192400g	34.5541	19.2376
Os05g0492600	PHAVU_011G192500g	23.2484	16.0793
Os05g0492600	PHAVU_011G192600g	35.1911	19.2509
Os05g0492600	PHAVU_011G192900g	34.2357	20.283
Os05g0492600	PHAVU_011G193000g	33.4395	18.6335
Os05g0492600	PHAVU_011G1931000g	23.2484	15.1925
Os05g0492600	PHAVU_011G193500g	35.1911	18.587
Os05g0492600	PHAVU_011G193600g	32.9618	18.3024
Os05g0492600	PHAVU_011G193800g	27.0701	17.0683
Os05g0492600	PHAVU_011G194800g	34.0764	18.2283
Os05g0492600	PHAVU_011G194900g	34.0764	18.5603
Os05g0492600	PHAVU_011G195000g	33.9172	17.6325
Os05g0492600	PHAVU_011G195100g	16.7197	12.6812
Os05g0492600	PHAVU_011G195200g	35.6688	18.903
Os05g0492600	PHAVU_011G195300g	25.7962	15.9921
Os05g0492600	PHAVU_011G195400g	34.0764	18.0591
Os05g0492600	PHAVU_011G195500g	32.3248	17.5
Os05g0492600	PHAVU_011G195600g	34.7134	28.0566
Os05g0492600	PHAVU_011G195700g	35.828	18.5797
Os05g0492600	PHAVU_011G196000g	36.7834	19.7774
Os05g0492600	PHAVU_011G196100g	33.5987	17.9117
Os05g0492600	PHAVU_011G197400g	32.9618	22.5
Os05g0492600	PHAVU_011G197600g	33.5987	18.4764
Os05g0492600	PHAVU_011G197800g	34.0764	17.0111
Os05g0492600	PHAVU_011G197900g	34.0764	18.3691
Os05g0492600	PHAVU_011G198000g	36.1465	19.0917
Os05g0492600	PHAVU_011G1981001g	34.7134	23.4409
Os05g0492600	PHAVU_011G198300g	34.0764	16.3359
Os05g0492600	PHAVU_011G198400g	34.7134	18.3656
Os05g0492600	PHAVU_011G198800g	34.2357	20.3022
Os05g0492600	PHAVU_011G200300g	33.9172	18.0662
Os05g0492600	PHAVU_011G200800g	34.3949	18.3517
Os05g0492600	PHAVU_011G200900g	27.0701	16.0226
Os05g0492600	PHAVU_011G201000g	32.1656	19.0028
Os05g0492600	PHAVU_011G201100g	33.9172	19.086
Os05g0492600	PHAVU_011G201900g	18.6306	18.9935
Os05g0492600	PHAVU_011G202100g	34.0764	19.9627
Os05g0492600	PHAVU_011G202300g	34.0764	17.541
Os05g0492600	PHAVU_011G202400g	29.7771	19.3582
Os05g0492600	PHAVU_011G202600g	31.6879	18.2569
Os05g0492600	PHAVU_011G202900g	31.3694	13.883
Os05g0492600	PHAVU_011G203000g	36.465	19.1953
Os05g0492600	PHAVU_011G203100g	31.051	19.5195
Os05g0492600	PHAVU_L003200g	36.465	20.8751
Os05g0493100	PHAVU_002G049500g	40.8824	38.6648
Os05g0493100	PHAVU_007G048500g	38.3824	38.5524
Os05g0493100	PHAVU_007G048600g	38.9706	38.7994
Os05g0493100	PHAVU_007G048700g	38.9706	39.7898
Os05g0493100	PHAVU_007G048800g	40.8824	41.4925
Os05g0493100	PHAVU_007G048900g	41.4706	42.0268
Os05g0493100	PHAVU_007G049000g	41.1765	40.8759
Os05g0493100	PHAVU_007G049100g	41.4706	41.9019
Os05g0493100	PHAVU_007G049400g	40.2941	40.7738
Os05g0493100	PHAVU_007G0495001g	31.3235	42.4303
Os05g0493100	PHAVU_007G049600g	41.4706	41.1679
Os05g0493100	PHAVU_007G050200g	39.1176	40.4871
Os05g0493100	PHAVU_007G050600g	37.6471	38.7292
Os05g0493100	PHAVU_007G050700g	37.0588	38.2398
Os05g0493100	PHAVU_007G052500g	41.6176	41.4956
Os05g0493100	PHAVU_008G058600g	39.1176	39.5245
Os05g0493100	PHAVU_008G058700g	35.1471	37.6378
Os05g0493500	PHAVU_001G119700g	41.4784	46.6513
Os05g0493500	PHAVU_001G119800g	39.4251	42.6667
Os05g0493500	PHAVU_008G203300g	39.8357	46.3007
Os05g0493600	PHAVU_008G256600g	27.0588	25.1641
Os05g0493600	PHAVU_008G256800g	27.2941	25.1082
Os05g0493600	PHAVU_008G257200g	29.1765	27.0153
Os05g0493800	PHAVU_001G118300g	56.2347	52.6316
Os05g0493800	PHAVU_005G015900g	59.9022	64.1361
Os05g0493800	PHAVU_011G196800g	55.7457	58.312
Os05g0493800	PHAVU_011G1969001g	44.0098	57.8778
Os05g0494000	PHAVU_001G117900g	66.4062	66.7976
Os05g0494100	PHAVU_005G014300g	45.8621	46.3415
Os05g0494100	PHAVU_008G204500g	45.5172	47.6534
Os05g0494100	PHAVU_011G196500g	47.5862	46.7797
Os05g0494500	PHAVU_003G164100g	75.1412	77.1014
Os05g0494500	PHAVU_009G093900g	74.0113	74.4318
Os05g0494900	PHAVU_001G117200g	61.1111	12.4479
Os05g0494900	PHAVU_005G013600g	32.4561	7.18912
Os05g0495100	PHAVU_004G098200g	39.4022	44.6154
Os05g0495200	PHAVU_005G034400g	44.1964	38.0769
Os05g0495600	PHAVU_001G129600g	59.3188	60.4629
Os05g0495600	PHAVU_007G250900g	59.7919	61.0628
Os05g0495600	PHAVU_011G013900g	58.2781	58.2231
Os05g0496000	PHAVU_001G128900g	36.3636	33.1034
Os05g0496200	PHAVU_005G050700g	82.2314	83.4382
Os05g0496400	PHAVU_005G046100g	34.4262	27.6316
Os05g0496400	PHAVU_011G180200g	37.7049	27.5779
Os05g0496400	PHAVU_011G180300g	38.0328	27.9518
Os05g0496500	PHAVU_005G046100g	46.6667	51.5789
Os05g0496500	PHAVU_011G180200g	57.8571	58.2734
Os05g0496500	PHAVU_011G180300g	57.1429	57.8313
Os05g0497150	PHAVU_004G029000g	69.6607	28.1225
Os05g0497200	PHAVU_006G183200g	33.3333	37.7246
Os05g0497300	PHAVU_005G074700g	38.9831	47.6684
Os05g0497300	PHAVU_006G183100g	44.9153	48.4018
Os05g0497300	PHAVU_011G125200g	38.9831	45.098
Os05g0497300	PHAVU_011G162900g	40.678	50.2618
Os05g0497600	PHAVU_004G079300g	16.3934	30.1887
Os05g0497600	PHAVU_005G101600g	35.6557	46.6488
Os05g0497600	PHAVU_008G128900g	23.5656	32.5779
Os05g0497600	PHAVU_011G125700g	40.9836	44.1501
Os05g0497675	PHAVU_011G163100g	36.9193	38.6189
Os05g0497700	PHAVU_006G183800g	38.5915	37.2283
Os05g0498300	PHAVU_008G268900g	63.7824	63.8614
Os05g0498700	PHAVU_001G093700g	60.828	63.245
Os05g0498900	PHAVU_006G039500g	45.2479	56.0102
Os05g0498900	PHAVU_006G150900g	41.3223	51.2821
Os05g0498900	PHAVU_008G265800g	45.0413	57.5198
Os05g0499500	PHAVU_011G106000g	49.6183	48.995
Os05g0499600	PHAVU_003G097200g	30.6584	31.5011
Os05g0499600	PHAVU_003G097300g	31.2757	31.1475
Os05g0499600	PHAVU_003G097400g	30.6584	31.6348
Os05g0499600	PHAVU_008G130100g	18.107	26.2687
Os05g0499600	PHAVU_008G131100g	23.0453	31.728
Os05g0499600	PHAVU_010G101600g	31.893	32.7004
Os05g0499600	PHAVU_010G101800g	32.5103	33.3333
Os05g0499800	PHAVU_003G097200g	32.0248	32.7696
Os05g0499800	PHAVU_003G097300g	31.1983	30.9426
Os05g0499800	PHAVU_003G097400g	31.8182	32.6964
Os05g0499800	PHAVU_008G130100g	17.9752	25.9701
Os05g0499800	PHAVU_008G131100g	22.5207	30.8782
Os05g0499800	PHAVU_010G101600g	31.1983	31.8565
Os05g0499800	PHAVU_010G101800g	30.7851	31.4346
Os05g0500000	PHAVU_003G097200g	31.5574	32.5581
Os05g0500000	PHAVU_003G097300g	30.9426	30.9426
Os05g0500000	PHAVU_003G097400g	32.1721	33.3333
Os05g0500000	PHAVU_008G130100g	17.8279	25.9701
Os05g0500000	PHAVU_008G131100g	22.541	31.1615
Os05g0500000	PHAVU_010G101600g	31.5574	32.4895
Os05g0500000	PHAVU_010G101800g	31.7623	32.7004
Os05g0500200	PHAVU_003G097200g	24.8869	11.6279
Os05g0500200	PHAVU_003G097300g	25.7919	11.6803
Os05g0500200	PHAVU_003G097400g	23.9819	11.2527
Os05g0500200	PHAVU_008G130100g	19.9095	13.1343
Os05g0500200	PHAVU_008G131100g	9.50226	5.94901
Os05g0500200	PHAVU_010G101600g	23.9819	11.1814
Os05g0500200	PHAVU_010G101800g	26.2443	12.2363
Os05g0500400	PHAVU_005G091100g	42.6471	42.8994
Os05g0500450	PHAVU_002G003700g	47.4747	47
Os05g0500450	PHAVU_002G004500g	47.4747	47
Os05g0500500	PHAVU_005G090600g	43.3498	45.8333
Os05g0500600	PHAVU_005G111800g	49.8824	46.087
Os05g0500700	PHAVU_011G108000g	35.3909	35.3909
Os05g0500900	PHAVU_005G089200g	63.434	65.3028
Os05g0500900	PHAVU_005G111000g	62.0032	61.4173
Os05g0500900	PHAVU_011G108500g	61.3672	62.7642
Os05g0500900	PHAVU_011G153400g	64.5469	66.9967
Os05g0501400	PHAVU_002G220200g	48.2676	47.9241
Os05g0501400	PHAVU_006G194600g	47.0729	46.849
Os05g0501600	PHAVU_011G108900g	26.7705	27.5109
Os05g0501700	PHAVU_005G110500g	54.1045	64.4444
Os05g0501700	PHAVU_011G149900g	49.6269	54.5082
Os05g0502000	PHAVU_005G086600g	59.7685	61.5499
Os05g0502000	PHAVU_011G137200g	61.5051	54.9806
Os05g0502200	PHAVU_001G016800g	54.9118	56.9191
Os05g0502200	PHAVU_011G047600g	52.8967	56
Os05g0502500	PHAVU_005G086500g	39.7436	37.3494
Os05g0502700	PHAVU_011G112300g	59.2275	58.4746
Os05g0502800	PHAVU_011G112400g	26.7254	33.5175
Os05g0503000	PHAVU_002G223700g	72.3404	70.8333
Os05g0503000	PHAVU_005G106900g	67.3759	62.7063
Os05g0503000	PHAVU_006G190200g	71.6312	65.3722
Os05g0503000	PHAVU_011G112500g	71.6312	66.6667
Os05g0503300	PHAVU_011G021800g	70.8268	66.0844
Os05g0506000	PHAVU_008G123600g	59.8662	60.473
Os05g0506000	PHAVU_008G123700g	62.8763	63.5135
Os05g0506200	PHAVU_007G024600g	21.6724	10.342
Os05g0506500	PHAVU_006G177400g	36.5297	21.6216
Os05g0506500	PHAVU_009G1802000g	31.0502	19.9413
Os05g0506500	PHAVU_009G181700g	34.2466	20.2156
Os05g0506600	PHAVU_006G177400g	42.973	42.973
Os05g0506600	PHAVU_009G1802000g	35.6757	38.7097
Os05g0506600	PHAVU_009G181700g	37.027	36.9272
Os05g0506800	PHAVU_006G177400g	41.8667	42.4324
Os05g0506800	PHAVU_009G1802000g	34.4	37.8299
Os05g0506800	PHAVU_009G181700g	37.3333	37.7358
Os05g0506900	PHAVU_007G223300g	64.8649	22.9299
Os05g0507000	PHAVU_008G051600g	45.7831	41.7582
Os05g0507300	PHAVU_008G052500g	76.5193	60.7456
Os05g0507300	PHAVU_011G053000g	80.663	69.8565
Os05g0508300	PHAVU_009G013000g	53.7778	56.5421
Os05g0508400	PHAVU_006G068800g	49.3377	50.5942
Os05g0508400	PHAVU_008G260500g	49.8344	50.3344
Os05g0508700	PHAVU_007G1297000g	15.8236	15.8236
Os05g0508700	PHAVU_007G1297001g	31.6472	67.4033
Os05g0508700	PHAVU_007G271500g	47.3411	31.9615
Os05g0508800	PHAVU_001G157700g	59.5833	55.3191
Os05g0508800	PHAVU_007G126000g	56.25	53.4653
Os05g0508800	PHAVU_007G126100g	62.5	57.6923
Os05g0508800	PHAVU_007G178200g	58.5417	55.4241
Os05g0509200	PHAVU_005G179400g	70.438	76.8924
Os05g0509300	PHAVU_006G100200g	54.2929	31.1143
Os05g0509400	PHAVU_002G043700g	27.5401	13.807
Os05g0509400	PHAVU_007G060500g	27.0053	13.0999
Os05g0509700	PHAVU_007G199200g	62.1359	59.2593
Os05g0509800	PHAVU_002G044400g	48.3333	48.7395
Os05g0509800	PHAVU_007G058200g	50.8333	49.5935
Os05g0509900	PHAVU_009G013500g	61.0039	60.5364
Os05g0510100	PHAVU_005G178100g	38.8186	42.3963
Os05g0510100	PHAVU_010G156000g	37.1308	40
Os05g0510200	PHAVU_005G118400g	64.2659	64.4444
Os05g0510200	PHAVU_007G195200g	44.0443	44.1667
Os05g0510300	PHAVU_005G052400g	40.8385	40.902
Os05g0510400	PHAVU_006G166500g	55.5825	60.4222
Os05g0510600	PHAVU_010G051300g	45.8407	52.2177
Os05g0510800	PHAVU_009G074400g	75.7267	73.5876
Os05g0511000	PHAVU_006G025300g	57.5646	57.1429
Os05g0511000	PHAVU_008G196100g	60.1476	59.4891
Os05g0511300	PHAVU_006G001800g	60.5263	62.1622
Os05g0511500	PHAVU_007G021800g	63.8021	67.3077
Os05g0511700	PHAVU_005G050100g	48.0769	44.6429
Os05g0512000	PHAVU_006G167200g	35.461	31.617
Os05g0512200	PHAVU_004G033300g	59.7285	64.8649
Os05g0512200	PHAVU_004G033500g	44.3439	89.0909
Os05g0512400	PHAVU_008G035100g	24.878	22.87
Os05g0512500	PHAVU_002G282400g	64.7541	45.9302
Os05g0513100	PHAVU_003G183700g	30.6122	24.5902
Os05g0513100	PHAVU_004G037700g	32.6531	27.4286
Os05g0513100	PHAVU_009G202200g	34.3537	27.0053
Os05g0513100	PHAVU_011G120300g	35.3741	28.1843
Os05g0513200	PHAVU_008G278100g	51.0929	56.1562
Os05g0513300	PHAVU_007G154000g	36.1868	23.7245
Os05g0513350	PHAVU_007G154000g	70.2703	6.63265
Os05g0513400	PHAVU_008G199900g	75.9887	77.0774
Os05g0513500	PHAVU_001G054200g	77.193	77.193
Os05g0513500	PHAVU_001G080000g	77.193	77.193
Os05g0513500	PHAVU_011G128100g	49.1228	22.5806
Os05g0513700	PHAVU_003G065100g	47.2648	30.5085
Os05g0513800	PHAVU_004G166000g	83.6449	85.2381
Os05g0513900	PHAVU_006G198100g	79.8387	50.6394
Os05g0514200	PHAVU_002G238800g	62.9921	62.5
Os05g0514200	PHAVU_006G174800g	62.7953	62.9191
Os05g0514300	PHAVU_005G082200g	62.9032	62.4
Os05g0514500	PHAVU_005G060700g	19.6676	18.6842
Os05g0514600	PHAVU_002G193300g	48.7603	34.5029
Os05g0514600	PHAVU_005G061000g	50.4132	37.3089
Os05g0514600	PHAVU_005G061200g	47.1074	37.013
Os05g0514600	PHAVU_006G165000g	52.0661	37.9518
Os05g0515200	PHAVU_002G226700g	37.7395	39.0873
Os05g0515200	PHAVU_004G118700g	23.9464	35.8166
Os05g0515200	PHAVU_004G118800g	36.59	36.8015
Os05g0515200	PHAVU_004G118900g	30.4598	41.5144
Os05g0515200	PHAVU_004G119200g	37.3563	38.0859
Os05g0515200	PHAVU_004G119300g	38.3142	38.835
Os05g0515200	PHAVU_005G002400g	35.0575	35.8121
Os05g0515200	PHAVU_009G172000g	32.9502	34.6076
Os05g0515200	PHAVU_009G172100g	34.4828	34.4168
Os05g0515200	PHAVU_009G172200g	34.8659	35.5469
Os05g0515400	PHAVU_003G290200g	39.3891	34.7025
Os05g0515400	PHAVU_006G181200g	39.8714	33.7875
Os05g0515500	PHAVU_003G051600g	38.4196	40.5172
