Gene stable ID	Leersia perrieri gene stable ID	%id. target Leersia perrieri gene identical to query gene	%id. query gene identical to target Leersia perrieri gene
Os04g0470100	LPERR04G12380	88.1517	30.9484
Os04g0470150	LPERR04G12390	63.1579	85.7143
Os04g0470300	LPERR04G12410	80.7175	80
Os04g0470700	LPERR04G12430	81.3305	80.6383
Os04g0471300	LPERR04G12460	79.8013	69.8551
Os04g0471400	LPERR04G12470	86.7635	86.2761
Os04g0471700	LPERR04G12480	54.008	70.091
Os04g0472200	LPERR04G12490	74.5247	36.3636
Os04g0472300	LPERR04G12500	90.2703	94.3503
Os04g0472400	LPERR04G12520	78.9474	10.8069
Os04g0472500	LPERR04G12530	76.0596	76.2342
Os04g0472700	LPERR04G12550	59.661	81.8605
Os04g0472900	LPERR04G12560	71.5789	79.4805
Os04g0473400	LPERR04G12570	94.5946	95.8904
Os04g0473800	LPERR04G12580	69.7479	79.8077
Os04g0473900	LPERR04G12590	90.9243	89.5387
Os04g0474300	LPERR11G05370	0	0
Os04g0475200	LPERR04G12640	89.5131	89.2902
Os04g0475250	LPERR04G12650	71.9298	70.6897
Os04g0475400	LPERR04G12670	51.4184	67.757
Os04g0475500	LPERR04G12680	88.5965	89.3805
Os04g0475600	LPERR04G12690	87	86.4238
Os04g0476000	LPERR04G12700	54.3307	94.9541
Os04g0476100	LPERR04G12710	97.4903	64.3312
Os04g0476400	LPERR04G12720	87.963	34.0502
Os04g0476600	LPERR04G12760	91.8155	60.0195
Os04g0476700	LPERR04G12770	94.0959	50
Os04g0477000	LPERR04G12780	74.4817	80.6563
Os04g0477100	LPERR04G12790	77.8443	76.9231
Os04g0477200	LPERR04G12800	92.5275	42.016
Os04g0477500	LPERR04G12810	97.6804	97.6804
Os04g0477900	LPERR05G19630	17.3913	32.5203
Os04g0477900	LPERR12G16470	29.1304	51.5385
Os04g0479000	LPERR04G12830	86.9474	90.9692
Os04g0479100	LPERR04G12840	84.4828	83.8631
Os04g0479200	LPERR04G12850	96.5147	97.2973
Os04g0479300	LPERR04G12870	69.2308	69.4853
Os04g0480100	LPERR04G12890	91.3534	87.0968
Os04g0480200	LPERR04G12900	76.1905	77.2947
Os04g0480300	LPERR04G12910	55.7143	83.6461
Os04g0480500	LPERR04G12920	56.8646	58.381
Os04g0480600	LPERR04G12930	64.8221	31.4176
Os04g0480600	LPERR04G12940	59.2885	33.4821
Os04g0480650	LPERR04G12930	79.6208	32.1839
Os04g0480650	LPERR04G12940	59.7156	28.125
Os04g0480700	LPERR04G12930	76.7123	75.0958
Os04g0480700	LPERR04G12940	66.9276	76.3393
Os04g0481000	LPERR04G12950	86.9347	62.3423
Os04g0481100	LPERR04G12980	82.0375	80.1047
Os04g0481200	LPERR04G12970	78.9386	82.069
Os04g0481400	LPERR04G13010	84.965	87.0968
Os04g0481500	LPERR04G13020	85.5856	88.785
Os04g0481600	LPERR04G13030	59.9613	80.1034
Os04g0481800	LPERR04G13060	76.7908	77.0115
Os04g0481900	LPERR04G13060	85.5072	84.7701
Os04g0482000	LPERR04G13070	90.9091	90.4255
Os04g0482100	LPERR04G13070	81.5789	82.4468
Os04g0482300	LPERR04G13080	65.0704	82.2064
Os04g0482600	LPERR04G13090	81.9444	85.5072
Os04g0482700	LPERR04G13100	69.2683	68.599
Os04g0482800	LPERR04G13110	92.4357	92.1569
Os04g0482900	LPERR04G13120	88	91.6667
Os04g0483200	LPERR04G13160	91.4966	91.4966
Os04g0483400	LPERR04G13170	71.2895	42.805
Os04g0483500	LPERR04G13180	95.283	95.283
Os04g0483600	LPERR04G13190	90.4834	82.964
Os04g0484800	LPERR04G13220	90.5093	91.784
Os04g0484900	LPERR04G13230	97.7312	97.9021
Os04g0485000	LPERR04G13240	97.1722	96.9231
Os04g0485200	LPERR04G13250	80.5369	82.7586
Os04g0485300	LPERR04G13260	95.2475	91.9694
Os04g0485400	LPERR04G13270	82.9609	85.8382
Os04g0485700	LPERR03G29670	93.6508	7.38423
Os04g0485700	LPERR04G13280	95.2381	15.7068
Os04g0485800	LPERR04G13290	75.0552	72.3404
Os04g0486300	LPERR07G04340	18.8679	28.6738
Os04g0486400	LPERR04G13310	84.9351	73.3184
Os04g0486500	LPERR04G13320	99.0338	99.0338
Os04g0486600	LPERR04G13330	97.6261	97.6261
Os04g0486800	LPERR04G13340	84.3413	87.8515
Os04g0486900	LPERR04G13350	94.7712	95.3947
Os04g0486950	LPERR04G13360	88.1834	88.1834
Os04g0487100	LPERR04G13370	91.1905	87.844
Os04g0487200	LPERR04G13380	91.9614	91.8138
Os04g0487300	LPERR04G13390	80.8383	61.3636
Os04g0488000	LPERR04G13450	94.7887	93.0844
Os04g0488100	LPERR04G13480	75.3004	72.1228
Os04g0488200	LPERR04G13500	88.8095	49.5352
Os04g0488400	LPERR04G13510	96.5517	96.5517
Os04g0488500	LPERR04G13520	91.6355	74.3668
Os04g0488600	LPERR04G13530	84.3931	94.1936
Os04g0488700	LPERR04G13540	87.013	86.4516
Os04g0489100	LPERR04G13550	71.4467	73.4987
Os04g0489800	LPERR04G13560	85.375	84.6344
Os04g0490100	LPERR04G13570	90.2208	64.2697
Os04g0490300	LPERR04G13580	89.6825	14.1604
Os04g0490400	LPERR04G13590	90	90.6977
Os04g0490600	LPERR04G13610	91.8089	65.7702
Os04g0490700	LPERR04G13630	87.5758	80.9524
Os04g0490800	LPERR04G13640	78.0822	84.8214
Os04g0490900	LPERR04G13650	82.8947	50
Os04g0491100	LPERR04G13660	82.4619	77.1662
Os04g0491200	LPERR04G13690	44.8855	18.0258
Os04g0491350	LPERR04G13690	78.2796	22.3176
Os04g0491500	LPERR04G13690	84.5601	28.878
Os04g0491700	LPERR04G13700	93.083	61.1688
Os04g0492100	LPERR04G13710	95.9746	76.91
Os04g0492300	LPERR04G13730	91.5401	89.2178
Os04g0492400	LPERR04G13740	96.2428	87.4016
Os04g0492800	LPERR04G13760	80.6122	66.6667
Os04g0492900	LPERR04G13770	64.3006	90.5882
Os04g0493000	LPERR04G13780	80.4348	73.6318
Os04g0493100	LPERR04G13790	96.7949	96.7949
Os04g0493300	LPERR04G13810	68.4049	64.2651
Os04g0493400	LPERR04G13820	82.5328	49.7368
Os04g0494100	LPERR04G13820	79.8611	60.5263
Os04g0494600	LPERR04G13830	89.6552	89.418
Os04g0494800	LPERR04G13840	85.2243	27.6778
Os04g0494900	LPERR04G13840	80.3714	25.964
Os04g0494950	LPERR04G13840	88.4409	28.1919
Os04g0495000	LPERR04G13840	61.9303	19.7943
Os04g0495300	LPERR04G13860	75.3086	91.7293
Os04g0495400	LPERR04G13870	92.6509	92.6509
Os04g0495800	LPERR04G13900	79.8077	80.5825
Os04g0495900	LPERR04G13910	80.5343	79.9242
Os04g0496000	LPERR04G13920	82.3944	40.9091
Os04g0496150	LPERR04G13920	62.8931	34.965
Os04g0496300	LPERR04G13930	96.3731	96.3731
Os04g0496400	LPERR04G13940	91.5966	91.5966
Os04g0496800	LPERR04G13960	87.6494	91.1602
Os04g0497000	LPERR04G13990	88.6957	78.4615
Os04g0497200	LPERR04G14000	96.1477	95.6869
Os04g0497300	LPERR04G14010	65.0485	76.1364
Os04g0497350	LPERR12G11040	64.1414	84.6667
Os04g0497400	LPERR04G14020	88.2353	61.3208
Os04g0497600	LPERR04G14030	84.3678	83.5991
Os04g0497700	LPERR04G14040	87.6877	87.9518
Os04g0498000	LPERR04G14050	88.5965	25.6345
Os04g0498200	LPERR04G14060	100	100
Os04g0498600	LPERR04G14070	90.201	90.8861
Os04g0498800	LPERR01G03110	77.1626	82.8996
Os04g0498800	LPERR04G14090	71.9723	88.3227
Os04g0498900	LPERR01G03100	84.0491	85.0932
Os04g0498900	LPERR04G14100	87.4233	75.3968
Os04g0499100	LPERR04G14120	86.5275	86.3636
Os04g0499200	LPERR04G14130	30.9091	29.8246
Os04g0499300	LPERR04G14140	86.4764	88.1163
Os04g0500200	LPERR04G14150	59.1304	27.8689
Os04g0500300	LPERR04G14160	55.2632	57.5342
Os04g0500400	LPERR04G14160	24	24.6575
Os04g0500700	LPERR04G14210	95.7014	95.4853
Os04g0500900	LPERR04G14220	68.8581	54.3716
Os04g0501000	LPERR04G14230	96.7105	96.7105
Os04g0501000	LPERR07G10960	97.3684	97.3684
Os04g0501100	LPERR04G14240	92.8889	47.9358
Os04g0501200	LPERR04G14250	94.7781	95.0262
Os04g0501500	LPERR04G14260	77.7533	93.6339
Os04g0501600	LPERR04G14270	81.2057	82.0788
Os04g0501600	LPERR08G10420	24.8227	73.4266
Os04g0501700	LPERR01G07320	88.7482	93.8988
Os04g0501800	LPERR01G07330	77.551	83.9779
Os04g0501800	LPERR04G14280	87.2449	89.0625
Os04g0502100	LPERR04G14300	13.1343	15.1724
Os04g0502200	LPERR04G14310	91.3227	94.5074
Os04g0502300	LPERR02G19480	84.375	94.4056
Os04g0502800	LPERR04G14320	97.3451	94.5017
Os04g0502900	LPERR04G14330	83.2627	82.563
Os04g0503500	LPERR04G14340	90.7057	90.7057
Os04g0503700	LPERR04G14360	80.0805	74.1155
Os04g0503800	LPERR02G19530	78.6325	35.9375
Os04g0504000	LPERR04G14380	79.5455	72.1649
Os04g0504200	LPERR04G14390	83.871	69.9552
Os04g0504500	LPERR04G14400	83.4347	87.2814
Os04g0504600	LPERR04G14410	83.8966	85.4251
Os04g0504800	LPERR04G14420	88.0121	59.7938
Os04g0505000	LPERR04G14430	80.9587	80.7437
Os04g0505200	LPERR04G14440	86.1233	85.7456
Os04g0505400	LPERR04G14470	90.5188	90.3571
Os04g0505700	LPERR04G14480	94.6988	74.5731
Os04g0506000	LPERR04G14490	81.2371	80.2444
Os04g0506300	LPERR04G14510	81.4356	89.6458
Os04g0506700	LPERR04G14520	44.5145	77.9249
Os04g0506700	LPERR04G14540	29.3821	80.6228
Os04g0506800	LPERR04G14550	79.4271	80.9019
Os04g0506900	LPERR04G14560	72.8435	68.8822
Os04g0507000	LPERR04G14570	82.1555	86.0315
Os04g0507100	LPERR04G14580	76.6667	75.5224
Os04g0507400	LPERR04G14590	81.2918	78.3262
Os04g0507500	LPERR04G14600	96.3259	44.6006
Os04g0507700	LPERR04G14610	92.3913	91.6442
Os04g0507800	LPERR04G14620	93.9024	27.4021
Os04g0507900	LPERR04G14630	92.219	91.4286
Os04g0508000	LPERR04G14650	77.4965	79.1667
Os04g0508100	LPERR04G14660	77.4648	78.5714
Os04g0508200	LPERR04G14670	80.3347	85.906
Os04g0508400	LPERR04G14690	71.4789	52.7273
Os04g0508500	LPERR04G14700	79.0036	81.9188
Os04g0508600	LPERR04G14710	89.7778	89.7778
Os04g0508751	LPERR03G02600	85.5856	17.8236
Os04g0508800	LPERR04G14760	91.5254	81.715
Os04g0508900	LPERR04G14770	83.4343	92.1875
Os04g0509000	LPERR04G14780	82.7692	39.3851
Os04g0509100	LPERR04G14790	82.2278	71.8818
Os04g0509200	LPERR04G14800	77.533	74.2616
Os04g0509300	LPERR04G14810	81.2915	87.8669
Os04g0509400	LPERR04G14820	93.578	91.8919
Os04g0509600	LPERR04G14830	95.1807	95.7576
Os04g0510400	LPERR04G14870	81.6106	86.7178
Os04g0510500	LPERR04G14880	76.6234	79.9097
Os04g0510600	LPERR04G14890	75.8123	77.7778
Os04g0510700	LPERR04G14900	85.7143	85.7143
Os04g0510900	LPERR04G14910	78.7097	85.614
Os04g0511200	LPERR04G14920	91.8033	91.8033
Os04g0511400	LPERR04G14930	82.6162	91.2548
Os04g0511600	LPERR04G14940	70	62.8536
Os04g0511700	LPERR04G14950	64.2241	63.6752
Os04g0512200	LPERR04G14960	81.1321	13.9159
Os04g0512300	LPERR04G14970	83.4239	83.6512
Os04g0512400	LPERR04G14980	91.5739	91.7197
Os04g0512500	LPERR04G14990	77.8626	77.2727
Os04g0512900	LPERR04G15040	32.3569	85.2632
Os04g0513000	LPERR04G15060	75.4491	75.4491
Os04g0513100	LPERR04G15080	87.2093	86.5385
Os04g0513400	LPERR04G15090	81.7164	44.332
Os04g0513700	LPERR04G15090	52.4422	41.2955
Os04g0514400	LPERR04G15110	73.5695	74.5856
Os04g0514500	LPERR04G15120	77.9942	86.6883
Os04g0514600	LPERR04G15130	80	27.689
Os04g0514800	LPERR04G15140	96.9163	91.2863
Os04g0515300	LPERR04G15150	99.2537	98.5185
Os04g0515400	LPERR04G15160	81.0219	82.2222
Os04g0515900	LPERR04G15170	84.1727	90
Os04g0516200	LPERR04G15180	94.0594	95.4774
Os04g0516300	LPERR03G12650	5.83942	9.1954
Os04g0516600	LPERR04G15190	94.086	93.8338
Os04g0516900	LPERR04G15200	19.0669	50.5376
Os04g0517300	LPERR04G15230	89.2694	94.6731
Os04g0517400	LPERR04G15240	85.8108	46.9501
Os04g0517500	LPERR04G15250	71.1207	57.0934
Os04g0517900	LPERR04G15260	91.4729	94.4
Os04g0518000	LPERR04G15270	92.7326	93.5484
Os04g0518100	LPERR04G15280	95.8982	86.59
Os04g0518800	LPERR04G15290	96.4	95.6349
Os04g0519700	LPERR04G15300	78.3163	45.549
Os04g0519900	LPERR04G15310	90.3226	22.5287
Os04g0519925	LPERR04G15310	80.2508	29.4253
Os04g0520000	LPERR04G15320	94.6032	93.4169
Os04g0520700	LPERR04G15340	89.6552	88.1356
Os04g0520900	LPERR04G15350	84.6983	73.4579
Os04g0521100	LPERR04G15360	93.7931	94.4444
Os04g0521600	LPERR04G15370	71.8547	65.9524
Os04g0521900	LPERR04G15380	59.2593	61.1465
Os04g0522100	LPERR04G15390	86.4198	86.4198
Os04g0522500	LPERR04G15400	87.4302	81.5104
Os04g0522500	LPERR07G02980	71.7877	85.0993
Os04g0522800	LPERR04G15430	62.7119	88.0952
Os04g0523000	LPERR04G15440	63.2432	52.9412
Os04g0523100	LPERR04G15450	88.0546	65.3165
Os04g0523500	LPERR04G15460	89.8496	91.5709
Os04g0523600	LPERR08G06970	69.7211	71.7213
Os04g0524400	LPERR04G15490	90.9774	92.8389
Os04g0524500	LPERR04G15500	88.2353	76.8698
Os04g0524900	LPERR04G15520	89.8876	79.11
Os04g0525000	LPERR04G15530	74.8092	76.5625
Os04g0525100	LPERR04G15540	76.1236	52.7237
Os04g0525200	LPERR04G15540	72.5962	29.3774
Os04g0525600	LPERR04G15550	79.288	96.4567
Os04g0525700	LPERR04G15560	84.186	77.5161
Os04g0525800	LPERR04G15570	71.7073	90.1841
Os04g0525900	LPERR04G15580	90.2542	73.0703
Os04g0526000	LPERR04G15600	77.1845	77.9412
Os04g0526300	LPERR04G15610	83.815	83.5735
Os04g0526600	LPERR04G15620	78.5	78.1095
Os04g0526600	LPERR04G15630	55.5	29.3651
Os04g0526800	LPERR04G15640	90.5579	90.5579
Os04g0527000	LPERR04G15650	92.093	69.2308
Os04g0527400	LPERR04G15670	78.6925	86.4362
Os04g0527500	LPERR04G15660	89.5161	28.5347
Os04g0527700	LPERR04G15680	91.3907	59.2275
Os04g0527800	LPERR04G15690	90.8284	91.9162
Os04g0528000	LPERR04G15700	79.798	22.2535
Os04g0528100	LPERR04G15710	84.252	82.3077
Os04g0528200	LPERR04G15720	75.3247	80
Os04g0528300	LPERR04G15730	98.4529	98.3146
Os04g0528400	LPERR04G15740	82.2086	97.1014
Os04g0528600	LPERR04G15750	74.7706	76.4062
Os04g0528800	LPERR04G15760	75.6098	79.4872
Os04g0529100	LPERR04G15780	80.1061	67.4107
Os04g0529400	LPERR04G15790	89.8585	48.4733
Os04g0529500	LPERR04G15800	87.6742	86.5608
Os04g0529700	LPERR04G15810	75.8621	78.0488
Os04g0529800	LPERR04G15820	95.2199	74.4395
Os04g0530000	LPERR04G15840	73.6111	34.4156
Os04g0530200	LPERR04G15860	84.4444	33.3333
Os04g0530300	LPERR04G15870	84.5938	87.7907
Os04g0530400	LPERR04G15880	97.4684	97.4684
Os04g0530500	LPERR04G15890	89.7233	45.5823
Os04g0530600	LPERR04G15900	91.6667	91.6667
Os04g0530700	LPERR04G15910	81.6883	91.9591
Os04g0530900	LPERR04G15920	94.7214	94.7214
Os04g0531100	LPERR04G15930	95.8333	96.5035
Os04g0531200	LPERR04G15940	72.449	45.5128
Os04g0531300	LPERR04G15950	95.6113	94.4272
Os04g0531400	LPERR04G15960	95.1258	89.497
Os04g0531500	LPERR04G15970	85.8696	92.9412
Os04g0531600	LPERR03G09940	35.7664	26.3441
Os04g0531700	LPERR04G15980	80.7339	9.14761
Os04g0531750	LPERR04G15980	70.3927	24.2204
Os04g0532500	LPERR04G15990	93.5323	94
Os04g0532800	LPERR04G16000	81.685	91.0204
Os04g0533000	LPERR04G16010	93.1727	92.986
Os04g0533300	LPERR04G16030	74.6412	77.2277
Os04g0533500	LPERR04G16060	98.7288	98.7288
Os04g0533700	LPERR04G16070	64.0306	71.3068
Os04g0533800	LPERR04G16070	48.2759	15.9091
Os04g0533900	LPERR04G16080	95.1807	90.8046
Os04g0534100	LPERR04G16090	83.5616	31.9372
Os04g0534200	LPERR04G16100	89.071	20.8974
Os04g0534300	LPERR04G16110	80.2083	80.4878
Os04g0534400	LPERR04G16120	93.6	85.7143
Os04g0534500	LPERR04G16130	91.369	91.369
Os04g0534600	LPERR04G16140	93.6937	93.2735
Os04g0535200	LPERR04G16150	85.7724	86.1225
Os04g0535400	LPERR04G16160	75.7764	67.4033
Os04g0535600	LPERR04G16170	88.4146	89.3683
Os04g0536300	LPERR04G16190	93.985	95.4198
Os04g0536500	LPERR04G16200	90.7407	44.1441
Os04g0537100	LPERR04G16210	89.2216	88.1657
Os04g0537800	LPERR04G16220	75.3623	81.5686
Os04g0537900	LPERR04G16230	91.3481	64.1243
Os04g0538000	LPERR04G16240	86.9852	72.2298
Os04g0538100	LPERR04G16250	98.1865	49.8029
Os04g0538166	LPERR04G16250	88.6525	16.4258
Os04g0538300	LPERR04G16260	93.3333	89.0909
Os04g0538400	LPERR04G16270	65.587	65.3226
Os04g0538700	LPERR04G16280	73.2692	77.7551
Os04g0538800	LPERR04G16290	94.4974	87.8073
Os04g0538900	LPERR04G16300	64.4444	84.7953
Os04g0539000	LPERR04G16310	80.9091	83.5681
Os04g0539100	LPERR04G16320	70.6949	60.6218
Os04g0539300	LPERR04G16340	77.9923	38.6973
Os04g0539500	LPERR04G16350	84.6154	73.1707
Os04g0539800	LPERR04G16370	95.664	91.9271
Os04g0540200	LPERR04G16380	89.6	88.8889
Os04g0540300	LPERR04G16390	79.0433	70.3854
Os04g0540600	LPERR04G16400	92.3848	94.274
Os04g0540900	LPERR04G16410	82.8255	82.5967
Os04g0541100	LPERR04G16420	89.7521	70.155
Os04g0541234	LPERR09G05170	51.7483	46.5409
Os04g0541500	LPERR04G16430	93.1818	93.6828
Os04g0541700	LPERR04G16440	85.8696	88.1041
Os04g0541900	LPERR04G16450	90.8805	91.746
Os04g0542000	LPERR04G16460	90.4306	87.0968
Os04g0542200	LPERR04G16470	78.8811	95.1096
Os04g0542800	LPERR04G16480	92.8889	88.6846
Os04g0542900	LPERR04G16490	81.6956	93.1868
Os04g0543000	LPERR04G16500	82.5328	82.8947
Os04g0543200	LPERR04G16520	88.7597	87.0722
Os04g0543500	LPERR02G14980	0	0
Os04g0543600	LPERR04G16530	91.4414	70.979
Os04g0543700	LPERR04G16540	83.1902	82.4818
Os04g0543900	LPERR04G16550	97.3236	97.3236
Os04g0544000	LPERR04G16560	76.3513	58.8542
Os04g0544100	LPERR04G16570	80.1427	79.575
Os04g0544200	LPERR04G16590	82.5472	87.0647
Os04g0544400	LPERR04G16600	92.3679	91.4729
Os04g0544500	LPERR04G16610	86.6667	86.6667
Os04g0544900	LPERR04G16620	59.1549	89.9083
Os04g0545000	LPERR04G16630	78.4	82.3529
Os04g0545100	LPERR04G16640	86.4662	81.5603
Os04g0545200	LPERR04G16650	87.1308	89.3939
Os04g0545300	LPERR04G16660	67.9181	60.1208
Os04g0545400	LPERR04G16670	75.6757	76.5027
Os04g0545600	LPERR04G16680	72.7749	69.5
Os04g0545700	LPERR04G16690	70.4961	69.7674
Os04g0546300	LPERR04G16720	93.813	79.5122
Os04g0546500	LPERR04G16730	89.8649	91.0959
Os04g0547600	LPERR04G16750	66.1585	34.2812
Os04g0547900	LPERR04G16760	91.5761	91.3279
Os04g0548300	LPERR04G16810	94.7137	10.3266
Os04g0548400	LPERR04G16820	96	51.7986
Os04g0548500	LPERR04G16830	44.8276	18.8406
Os04g0548700	LPERR04G16840	89.8785	92.1162
Os04g0549300	LPERR04G16860	82.4289	88.1215
Os04g0549600	LPERR04G16880	69.7115	62.3656
Os04g0549800	LPERR04G16890	55.8704	24.9097
Os04g0550200	LPERR04G16900	76.9585	72.6087
Os04g0550400	LPERR04G16920	85.0679	88.3666
Os04g0550500	LPERR04G16960	89.2128	88.9535
Os04g0550600	LPERR04G16970	83.908	83.3605
Os04g0550700	LPERR04G16980	63.7097	59.3985
Os04g0550900	LPERR04G17000	84.507	48.3871
Os04g0551200	LPERR04G17010	92.6136	92.6136
Os04g0551300	LPERR04G17020	94.2122	59.0726
Os04g0551500	LPERR04G17030	82.2222	81.9945
Os04g0551600	LPERR04G17040	67.7419	64.6154
Os04g0551700	LPERR04G17050	80.9302	69.0476
Os04g0551800	LPERR04G17060	98.7156	98.7156
Os04g0552000	LPERR04G17070	90.1515	45.2471
Os04g0552200	LPERR11G04790	64	65.4275
Os04g0552200	LPERR11G04810	50.5455	43.5737
Os04g0552200	LPERR11G04830	32.7273	65.2174
Os04g0552300	LPERR04G17090	63.5945	92
Os04g0552400	LPERR04G17100	61.4035	60.9756
Os04g0552700	LPERR04G17110	86.1736	85.0794
Os04g0553000	LPERR04G17120	75.4717	72.7273
Os04g0553300	LPERR04G17130	64.4295	21.5247
Os04g0553500	LPERR04G17140	97.5369	56.7335
Os04g0553800	LPERR04G17150	94.6067	90.9287
Os04g0554000	LPERR04G17160	25.8065	37.2093
Os04g0554200	LPERR04G17170	80.7377	59.5166
Os04g0554300	LPERR04G17180	73.0942	71.8062
Os04g0554500	LPERR04G17190	95.3846	94.6565
Os04g0554600	LPERR04G17190	93.1298	93.1298
Os04g0554800	LPERR04G17200	93.4307	74.8538
Os04g0555000	LPERR04G17210	51.8987	75.1527
Os04g0555300	LPERR04G17220	80.6754	83.6576
Os04g0555400	LPERR04G17230	90.9091	88.5312
Os04g0555800	LPERR04G17260	75.8064	22.542
Os04g0555900	LPERR04G17290	94.6903	94.4118
Os04g0556000	LPERR04G17300	95.1098	95.5868
Os04g0556400	LPERR04G17330	82.6203	66.0256
Os04g0556500	LPERR04G17340	89.2009	89.2009
Os04g0556600	LPERR04G17340	88.1209	88.1209
Os04g0556900	LPERR04G17360	41.629	58.5987
Os04g0557000	LPERR04G17370	85.7143	76.9231
Os04g0557800	LPERR04G17400	54.5296	65.7563
Os04g0558200	LPERR04G17410	73.545	64.8019
Os04g0558400	LPERR04G17420	93.2243	89.8649
Os04g0558500	LPERR04G17430	61.6883	57.2289
Os04g0558700	LPERR04G17440	60.7407	72.5664
Os04g0558900	LPERR04G17450	84.3632	83.625
Os04g0559000	LPERR04G17460	87.6316	86.9452
Os04g0559100	LPERR04G17470	78.022	31.9101
Os04g0559200	LPERR04G17480	78.7037	79.3466
Os04g0559400	LPERR04G17500	70.4878	56.778
Os04g0559700	LPERR04G17520	97.2222	97.2222
Os04g0559800	LPERR04G17530	84.6756	89.1637
Os04g0560100	LPERR04G17540	93.945	94.6396
Os04g0560200	LPERR04G17550	79.0698	42.1488
Os04g0560300	LPERR04G17560	68.1874	96.8476
Os04g0560400	LPERR04G17570	89.7287	90.2534
Os04g0560500	LPERR04G17580	75.641	86.5828
Os04g0560600	LPERR04G17590	91.3696	90.1852
Os04g0560700	LPERR04G17600	77.193	47.3118
Os04g0561200	LPERR04G17610	86.8293	85.5769
Os04g0561500	LPERR04G17620	91.069	91.9399
Os04g0561600	LPERR04G17630	70.9402	75.1131
Os04g0561700	LPERR04G10230	48.3209	75.0725
Os04g0561700	LPERR04G17640	36.7537	85.2814
Os04g0561900	LPERR04G17660	87.7256	88.3636
Os04g0562000	LPERR04G17670	52.4496	56.6978
Os04g0562100	LPERR04G17680	90.625	90.9804
Os04g0562500	LPERR04G17690	35.123	52.862
Os04g0562800	LPERR04G17700	89.0511	64.8936
Os04g0563000	LPERR04G17710	91.3043	78.3826
Os04g0563100	LPERR04G17720	94.8936	75.9796
Os04g0563300	LPERR04G17860	40	16.3934
Os04g0563401	LPERR04G17860	28.5714	10.3045
Os04g0563700	LPERR04G17770	88.3333	81.7181
Os04g0563801	LPERR04G17780	77.0787	58.7832
Os04g0563900	LPERR04G17790	82.5263	83.7607
Os04g0564000	LPERR04G17810	63.0177	66.7712
Os04g0564500	LPERR04G17830	77.3885	84.669
Os04g0564600	LPERR04G17840	90.1515	91.5385
Os04g0564700	LPERR04G17850	85.0732	89.2528
Os04g0565500	LPERR04G17880	91.5294	91.9622
Os04g0565900	LPERR04G17890	63.3971	68.1234
Os04g0566000	LPERR04G17900	93.617	31.2057
Os04g0566100	LPERR04G17910	88.7601	89.3816
Os04g0566400	LPERR04G17920	73.5726	81.5552
Os04g0566500	LPERR04G17930	94.2779	84.8039
Os04g0566600	LPERR04G17940	85.2941	87.5839
Os04g0566700	LPERR04G17950	42.7808	40.6091
Os04g0566800	LPERR04G17960	68.6047	15.7473
Os04g0566900	LPERR04G17960	75.2475	20.2847
Os04g0567200	LPERR04G17970	76.4133	82.8753
Os04g0567700	LPERR04G17980	98.0892	98.0892
Os04g0567800	LPERR02G22470	61.4325	57.6227
Os04g0567800	LPERR04G17990	76.3085	68.2266
Os04g0568400	LPERR04G18000	50.8596	86.7971
Os04g0568600	LPERR04G18010	86.1538	84.4221
Os04g0568700	LPERR04G18020	85.2459	84.4156
Os04g0568800	LPERR04G18030	76.7327	15.0925
Os04g0568900	LPERR04G18040	83.3876	95.8801
Os04g0569000	LPERR04G18050	96.4179	96.7066
Os04g0569100	LPERR04G18060	82.0099	79.2566
Os04g0569300	LPERR04G18070	87.4269	88.724
Os04g0569400	LPERR04G18080	91.1263	88.8519
Os04g0569900	LPERR04G18090	90.3017	91.4847
Os04g0570000	LPERR04G18100	94.9416	94.3907
Os04g0570500	LPERR04G18110	87.7593	90.7725
Os04g0570600	LPERR04G18110	0.205761	0.214592
Os04g0570800	LPERR04G18120	92.1053	92.1053
Os04g0571200	LPERR04G18130	87.4016	57.8125
Os04g0571300	LPERR04G18140	88.8158	88.2353
Os04g0571600	LPERR04G18150	91.6071	90
Os04g0571800	LPERR04G18170	85.6436	85.6436
Os04g0572200	LPERR04G18180	78.6408	84.375
Os04g0572400	LPERR04G18190	93.1507	93.1507
Os04g0572500	LPERR04G18200	62.2642	74.4361
Os04g0572600	LPERR01G05590	71.3969	21.8009
Os04g0572600	LPERR04G18210	62.306	31.7514
Os04g0572700	LPERR04G18220	24.186	16.7742
Os04g0572800	LPERR04G18230	79.8319	79.1667
Os04g0573000	LPERR04G18240	96.408	95.3125
Os04g0573100	LPERR04G18250	91.3706	91.5254
Os04g0573200	LPERR04G18260	87.8205	89.8361
Os04g0573300	LPERR04G18270	78.1921	89.0605
Os04g0573900	LPERR04G18280	86.166	82.2642
Os04g0574100	LPERR04G18290	90.2954	89.5397
Os04g0574200	LPERR04G18300	93.7355	93.5185
Os04g0574600	LPERR04G18310	75.2252	79.0221
Os04g0574800	LPERR04G18320	86.2857	89.0855
Os04g0576300	LPERR07G20440	81.9095	27.0764
Os04g0576500	LPERR05G20390	26.2712	43.0556
Os04g0576600	LPERR09G11350	71.6216	22.7468
Os04g0576700	LPERR04G23380	16.2679	61.8182
Os04g0576800	LPERR04G18330	92.3729	91.3408
Os04g0576900	LPERR04G18340	95.8199	51.2468
Os04g0577000	LPERR04G18350	87.5	75.067
Os04g0577200	LPERR04G18360	88.5177	77.5137
