Gene stable ID	Theobroma cacao gene stable ID	%id. target Theobroma cacao gene identical to query gene	%id. query gene identical to target Theobroma cacao gene
Os04g0584500	TCM_040374	27.0308	16.6955
Os04g0584750	TCM_037806	39.726	21.4815
Os04g0584800	TCM_000032	46.1722	47.8908
Os04g0584900	TCM_034435	42.6332	37.9888
Os04g0585100	TCM_034428	59.9026	56.3359
Os04g0585200	TCM_000045	49.8148	28.6475
Os04g0585200	TCM_000047	54.0741	31.3305
Os04g0585200	TCM_007573	50.1852	28.7076
Os04g0585200	TCM_034421	54.0741	31.0308
Os04g0585300	TCM_007571	53.5593	48.6903
Os04g0585400	TCM_011155	53.8674	47.1014
Os04g0585600	TCM_015659	37.9167	36.1111
Os04g0585700	TCM_005789	24	42.3529
Os04g0585900	TCM_005789	31.9328	44.7059
Os04g0586000	TCM_005789	28.3465	42.3529
Os04g0586100	TCM_005789	34.0206	38.8235
Os04g0586200	TCM_005789	33.6538	41.1765
Os04g0586500	TCM_018916	11.6959	43.7956
Os04g0586700	TCM_005794	28.6908	29.4286
Os04g0588000	TCM_005803	36.8421	17.9487
Os04g0588200	TCM_042345	52.6098	45.8815
Os04g0589200	TCM_042343	51.5152	31.9249
Os04g0589600	TCM_031873	65.311	59.3478
Os04g0589900	TCM_015732	43.5356	42.1995
Os04g0590100	TCM_011949	26.3636	23.9669
Os04g0590366	TCM_004023	15.3425	27.5862
Os04g0590366	TCM_010712	21.0959	21.6292
Os04g0590366	TCM_012731	19.4521	22.6837
Os04g0590366	TCM_032659	14.7945	25.7143
Os04g0590366	TCM_035306	15.8904	20.5674
Os04g0590366	TCM_036418	17.5342	20.6452
Os04g0590366	TCM_041182	21.0959	24.8387
Os04g0590400	TCM_021920	48.5849	40.9272
Os04g0590400	TCM_041810	43.7107	39.4326
Os04g0590400	TCM_041812	41.9811	38.6957
Os04g0590400	TCM_041813	39.1509	37.3874
Os04g0590400	TCM_041814	46.3836	37.3418
Os04g0590400	TCM_041815	46.5409	35.7057
Os04g0590400	TCM_042705	48.2704	41.6554
Os04g0591000	TCM_015696	37.8007	39.1459
Os04g0591100	TCM_015701	63.0522	70.7207
Os04g0591100	TCM_025548	65.0602	68.0672
Os04g0591300	TCM_015703	33.5196	27.3973
Os04g0592500	TCM_025516	49.0463	38.5439
Os04g0592600	TCM_016549	74.0157	74.9004
Os04g0592700	TCM_025503	63.1874	63.4724
Os04g0593200	TCM_016551	35.8824	35.7771
Os04g0593200	TCM_016552	34.4118	33.815
Os04g0593200	TCM_025488	37.3529	33.687
Os04g0593400	TCM_025490	37.8882	38.8535
Os04g0593400	TCM_025491	26.7081	21.608
Os04g0593400	TCM_025493	38.5093	38.9937
Os04g0593400	TCM_025494	38.5093	24.031
Os04g0593400	TCM_025495	41.6149	42.1384
Os04g0593400	TCM_031376	31.0559	28.4091
Os04g0593400	TCM_031377	29.1925	26.7045
Os04g0593500	TCM_025490	33.9181	36.9427
Os04g0593500	TCM_025491	23.9766	20.603
Os04g0593500	TCM_025493	35.0877	37.7358
Os04g0593500	TCM_025494	35.0877	23.2558
Os04g0593500	TCM_025495	37.4269	40.2516
Os04g0593500	TCM_031376	25.1462	24.4318
Os04g0593500	TCM_031377	25.1462	24.4318
Os04g0593600	TCM_016558	56.3981	17.5516
Os04g0593700	TCM_016558	35.3896	16.0767
Os04g0593800	TCM_016558	26.6055	4.27729
Os04g0594400	TCM_016568	56.6879	50
Os04g0594400	TCM_025479	57.0064	54.5732
Os04g0594500	TCM_041699	33.3333	26.556
Os04g0594500	TCM_041701	33.3333	25.2465
Os04g0594500	TCM_041702	31.7708	23.8281
Os04g0594700	TCM_041699	29.7125	19.2946
Os04g0594700	TCM_041701	29.0735	17.9487
Os04g0594700	TCM_041702	29.393	17.9688
Os04g0594800	TCM_007319	65.536	51.3284
Os04g0594800	TCM_034558	66.7571	65.4255
Os04g0596300	TCM_016604	51.358	51.7413
Os04g0596400	TCM_040777	75.9494	47.8088
Os04g0596500	TCM_036809	53.811	45.3727
Os04g0596900	TCM_016637	74.1294	72.5061
Os04g0597000	TCM_016636	65.9341	65.9341
Os04g0597300	TCM_026992	40.8213	39.6714
Os04g0597900	TCM_025378	19.6154	7.30659
Os04g0598000	TCM_025370	46.2185	38.4615
Os04g0598200	TCM_022157	89.759	89.759
Os04g0598200	TCM_042055	89.1566	89.1566
Os04g0598300	TCM_014768	55.527	55.243
Os04g0599300	TCM_042366	30.819	33.2558
Os04g0599400	TCM_036198	53.5714	42.2535
Os04g0599650	TCM_011099	33.6905	35.523
Os04g0599650	TCM_011105	5.6746	23.4811
Os04g0599700	TCM_016646	68.1265	69.8254
Os04g0599800	TCM_025065	57.9365	65.618
Os04g0599800	TCM_027256	55.1587	63.6156
Os04g0599900	TCM_037247	46.8013	49.5544
Os04g0600000	TCM_024878	34.6939	11.6438
Os04g0600200	TCM_016745	62.9518	54.712
Os04g0600300	TCM_016745	57.3134	50.2618
Os04g0600400	TCM_016676	39.8058	39.2971
Os04g0600500	TCM_016669	44.6009	26.3158
Os04g0600800	TCM_025560	82.906	82.906
Os04g0601400	TCM_025708	56.3953	59.1463
Os04g0601700	TCM_022151	77.2727	50
Os04g0601700	TCM_043133	74.5455	74.5455
Os04g0601800	TCM_020948	85.8696	32.7801
Os04g0602100	TCM_034857	64.3059	64.1243
Os04g0602200	TCM_016736	58.3106	40.4537
Os04g0602300	TCM_016743	54.6798	39.0845
Os04g0602400	TCM_025637	63.6591	62.2549
Os04g0602500	TCM_046749	49.1416	57.3935
Os04g0602600	TCM_002050	47.1393	41.0618
Os04g0602700	TCM_016717	56.8966	58.5799
Os04g0602800	TCM_025642	45.0216	43.3333
Os04g0604000	TCM_039301	67.6533	62.5
Os04g0605200	TCM_036828	48.6486	47.3684
Os04g0605300	TCM_039636	58.5227	58.1921
Os04g0605500	TCM_028049	68.1066	68.2949
Os04g0605500	TCM_039616	70.4044	70.7948
Os04g0605900	TCM_028055	77.8689	78.1893
Os04g0605900	TCM_040993	81.1475	71.7391
Os04g0606200	TCM_036824	35.2113	13.089
Os04g0606200	TCM_036826	47.8873	51.5152
Os04g0606200	TCM_039604	50.7042	53.7313
Os04g0606400	TCM_027862	71.6783	73.741
Os04g0606400	TCM_039501	68.5315	69.1358
Os04g0606500	TCM_027838	71.9917	71.5464
Os04g0606500	TCM_046831	70.9544	70.5155
Os04g0606700	TCM_027826	32.9412	31.6384
Os04g0606700	TCM_039440	26.4706	28.481
Os04g0606800	TCM_039439	44.6043	42.3208
Os04g0606900	TCM_036796	52.551	54.2105
Os04g0607000	TCM_036798	63.0137	58.7234
Os04g0607100	TCM_036799	61.0577	29.8824
Os04g0607100	TCM_039411	60.5769	32.3907
Os04g0607150	TCM_036789	33.4247	27.4157
Os04g0607150	TCM_039404	29.0411	23.2967
Os04g0607500	TCM_024683	19.3841	38.4892
Os04g0607500	TCM_024685	11.2319	43.0556
Os04g0607500	TCM_039581	38.0435	38.4615
Os04g0607583	TCM_024683	15.1203	15.8273
Os04g0607583	TCM_024685	0.687285	1.38889
Os04g0607583	TCM_039581	29.5533	15.7509
Os04g0608100	TCM_039576	58.1395	55.9284
Os04g0608300	TCM_027748	49.4318	50.289
Os04g0608300	TCM_036780	47.7273	52.1739
Os04g0608400	TCM_042531	41.3636	42.2274
Os04g0608500	TCM_046761	75.3247	22.9931
Os04g0608500	TCM_046762	75	22.894
Os04g0608800	TCM_008783	34.6831	31.0726
Os04g0608800	TCM_027659	44.0141	38.3436
Os04g0608800	TCM_039931	17.2535	27.8409
Os04g0608900	TCM_036752	78.436	78.9976
Os04g0608900	TCM_039457	61.1374	66.8394
Os04g0609100	TCM_044534	13.4892	11.0457
Os04g0609100	TCM_044549	1.61871	5.6962
Os04g0609100	TCM_044552	1.43885	5.06329
Os04g0609200	TCM_027633	62.7451	12.9032
Os04g0609200	TCM_039804	51.9608	10.7505
Os04g0609300	TCM_027604	46.9957	47.8166
Os04g0609300	TCM_027608	48.927	49.2441
Os04g0609500	TCM_027604	45.9519	45.8515
Os04g0609500	TCM_027608	47.046	46.4363
Os04g0609600	TCM_039837	72.2741	77.3333
Os04g0609700	TCM_033585	71.8978	46.6088
Os04g0609900	TCM_046924	4.07523	27.4648
Os04g0610000	TCM_046924	5.86701	31.6901
Os04g0610600	TCM_029837	22.9927	31.1881
Os04g0610800	TCM_002076	83.5484	64.9123
Os04g0610900	TCM_034526	55.0129	45.339
Os04g0611200	TCM_020239	38.6728	38.4091
Os04g0611300	TCM_005979	51.2605	47.6562
Os04g0611400	TCM_005981	63.1329	60.5463
Os04g0611500	TCM_029320	66.4179	36.6632
Os04g0611700	TCM_033578	47.226	44.4586
Os04g0611800	TCM_033578	50	48.1529
Os04g0612000	TCM_033578	40.7814	42.5478
Os04g0612500	TCM_002067	43.8202	9.30788
Os04g0612600	TCM_026977	42.1603	61.4213
Os04g0612600	TCM_026982	81.8815	80.2048
Os04g0612800	TCM_045492	57.599	55
Os04g0612900	TCM_021017	53.271	31.4917
Os04g0613000	TCM_002038	51.3736	53.125
Os04g0613000	TCM_002045	45.0549	47.9532
Os04g0613000	TCM_002136	53.5714	54.9296
Os04g0613000	TCM_006000	49.4506	29.4118
Os04g0613000	TCM_033575	54.6703	54.8209
Os04g0613200	TCM_006007	55.4	53.8911
Os04g0613200	TCM_027717	48.2	50.4184
Os04g0613300	TCM_033526	44.8399	44.0559
Os04g0613400	TCM_002114	41.411	41.6667
Os04g0613400	TCM_040506	72.6994	73.6025
Os04g0613500	TCM_005793	97.5	41.9355
Os04g0613500	TCM_036953	86.25	35.9375
Os04g0613500	TCM_038251	97.5	49.0566
Os04g0613600	TCM_005793	92.5466	80.1075
Os04g0613600	TCM_036953	88.1988	73.9583
Os04g0613600	TCM_038251	93.1677	94.3396
Os04g0613700	TCM_006018	85.8447	37.751
Os04g0613900	TCM_006029	76.9911	76.6038
Os04g0614000	TCM_033433	74.9164	75.4209
Os04g0614000	TCM_035108	27.0903	53.2895
Os04g0614100	TCM_007713	42.6966	32.618
Os04g0614100	TCM_015674	37.6404	28.1513
Os04g0614500	TCM_002027	73.4406	69.5238
Os04g0614600	TCM_002027	76.5504	75.2381
Os04g0614650	TCM_002023	25.4403	28.3843
Os04g0614700	TCM_002023	25.9036	3.12955
Os04g0615000	TCM_029390	66.4948	63.7562
Os04g0615000	TCM_032427	65.2921	63.0182
Os04g0615100	TCM_029386	58.5366	58.6466
Os04g0615500	TCM_031892	57.5472	55.3288
Os04g0615600	TCM_017433	20.5714	12.5436
Os04g0615700	TCM_029333	29.8839	38.9169
Os04g0615700	TCM_029338	16.9246	41.1765
Os04g0615700	TCM_029341	31.6248	36.1726
Os04g0615700	TCM_029345	39.8453	40.5512
Os04g0615800	TCM_029333	39.7706	26.1965
Os04g0615800	TCM_029338	26.195	32.2353
Os04g0615800	TCM_029341	31.74	18.3628
Os04g0615800	TCM_029345	44.7419	23.0315
Os04g0616000	TCM_032563	57.0513	49.8599
Os04g0616100	TCM_032564	53.271	32.3864
Os04g0616200	TCM_029298	60.3659	19.1489
Os04g0616200	TCM_029299	55.7927	9.47205
Os04g0616200	TCM_029302	56.4024	17.9786
Os04g0616200	TCM_029304	57.0122	15.8609
Os04g0616200	TCM_032666	58.8415	18.6293
Os04g0616400	TCM_029298	53.3537	33.8491
Os04g0616400	TCM_029299	53.2012	18.0642
Os04g0616400	TCM_029302	52.439	33.4305
Os04g0616400	TCM_029304	52.8963	29.4317
Os04g0616400	TCM_032666	54.5732	34.556
Os04g0616500	TCM_029298	54.1016	53.5783
Os04g0616500	TCM_029299	51.0742	27.0704
Os04g0616500	TCM_029302	52.4414	52.1866
Os04g0616500	TCM_029304	51.1719	44.4444
Os04g0616500	TCM_032666	54.9805	54.3436
Os04g0616600	TCM_029298	61.7978	15.9574
Os04g0616600	TCM_029299	60.2996	8.33333
Os04g0616600	TCM_029302	59.5506	15.4519
Os04g0616600	TCM_029304	59.5506	13.486
Os04g0616600	TCM_032666	60.6742	15.6371
Os04g0616700	TCM_029298	38.1605	37.7176
Os04g0616700	TCM_029299	35.91	18.9959
Os04g0616700	TCM_029302	36.8885	36.6375
Os04g0616700	TCM_029304	35.5186	30.7888
Os04g0616700	TCM_032666	39.1389	38.61
Os04g0617050	TCM_029295	28.777	34.4828
Os04g0617050	TCM_032976	30.2158	28.5714
Os04g0617600	TCM_004563	51.7021	52.2019
Os04g0617700	TCM_029293	40.9836	11.8483
Os04g0617700	TCM_032952	39.3443	9.44882
Os04g0617800	TCM_020623	65.7993	65.0735
Os04g0618050	TCM_032264	46.0055	40.9314
Os04g0618500	TCM_026953	71.4765	72.2034
Os04g0618700	TCM_029529	46.8301	47.4722
Os04g0618950	TCM_032474	28.3186	22.4824
Os04g0619300	TCM_025558	56.9328	58.913
Os04g0619400	TCM_031735	56.4516	54.4041
Os04g0619400	TCM_032498	60.7527	57.6531
Os04g0619500	TCM_004553	65.0155	64.6154
Os04g0619600	TCM_026945	56.0427	55.9102
Os04g0619700	TCM_041130	54.4014	56.9061
Os04g0619900	TCM_006067	19.3732	25.9542
Os04g0620000	TCM_006080	76.89	77.032
Os04g0620200	TCM_029411	41.1654	40.8582
Os04g0620400	TCM_026900	65.9607	54.3641
Os04g0620700	TCM_007740	40.7355	39.6694
Os04g0622000	TCM_007313	23.8372	14.4876
Os04g0622000	TCM_041969	5.52326	3.9916
Os04g0622800	TCM_007313	39.8714	21.9081
Os04g0622800	TCM_041969	5.46624	3.57143
Os04g0623100	TCM_007313	37.2807	30.0353
Os04g0623100	TCM_041969	5.26316	5.04202
Os04g0623300	TCM_001909	71.9008	65.4135
Os04g0623700	TCM_019902	56.0606	62.1849
Os04g0623800	TCM_030256	79.6569	79.8526
Os04g0624400	TCM_006865	0	0
Os04g0624400	TCM_006867	5.6338	5.33333
Os04g0624450	TCM_006865	13.198	17.4497
Os04g0624450	TCM_006867	5.07614	4.44444
Os04g0624500	TCM_006865	8.94737	34.2282
Os04g0624500	TCM_006867	9.29825	23.5556
Os04g0624600	TCM_030230	56.0855	58.5911
Os04g0624800	TCM_016568	41.2234	43.5393
Os04g0624800	TCM_025479	44.1489	50.6098
Os04g0624900	TCM_032469	65.8228	57.7778
Os04g0625000	TCM_030217	31.4655	33.4862
Os04g0625000	TCM_030888	44.3966	37.5456
Os04g0625100	TCM_030894	21.5311	29.8013
Os04g0625200	TCM_030900	62.6712	59.0323
Os04g0625200	TCM_030901	47.6027	69.5
Os04g0625300	TCM_032898	21.345	29.4355
Os04g0625300	TCM_032982	37.4269	4.89671
Os04g0625350	TCM_032898	0	0
Os04g0625350	TCM_032982	37.0536	3.17521
Os04g0625800	TCM_007468	13.4118	41.9118
Os04g0625800	TCM_030202	59.5294	60.095
Os04g0625800	TCM_030913	59.7647	60.9113
Os04g0625900	TCM_030903	29.8673	21.6346
Os04g0626400	TCM_030970	63.1579	62.7907
Os04g0627000	TCM_030175	77.4744	63.0556
Os04g0627000	TCM_030991	35.1536	33.1723
Os04g0627200	TCM_037087	81.25	79.476
Os04g0627900	TCM_030875	22.9508	50
Os04g0628000	TCM_019219	52.9052	55.4487
Os04g0628100	TCM_022122	96.6837	99.4751
Os04g0628100	TCM_040526	77.551	99.6721
Os04g0628200	TCM_027780	45.4383	42.1227
Os04g0628600	TCM_031110	57.9818	57.886
Os04g0628900	TCM_007766	33.3333	32.5926
Os04g0629000	TCM_007765	51.505	55.1971
Os04g0629100	TCM_007764	52.8736	57.2614
Os04g0629300	TCM_007664	47.098	44.3151
Os04g0629500	TCM_030081	46.6165	49.6
Os04g0629500	TCM_031119	48.8722	51.5873
Os04g0629600	TCM_018693	12.3839	18.6916
Os04g0629600	TCM_036066	13.3127	31.8519
Os04g0629700	TCM_030080	53.202	53.7983
Os04g0629700	TCM_031121	55.1724	55.8603
Os04g0630000	TCM_010658	62.4785	44.6494
Os04g0630100	TCM_030072	36.4486	34.8214
Os04g0630300	TCM_030072	48.5549	50
Os04g0630400	TCM_030072	48.5549	50
Os04g0630600	TCM_030072	42.0168	44.6429
Os04g0630800	TCM_030072	51.7442	52.9762
Os04g0630900	TCM_030072	40	30.3571
Os04g0631000	TCM_030072	51.4881	51.4881
Os04g0631100	TCM_031186	61.6505	47.7444
Os04g0631600	TCM_030051	31.8078	29.8283
Os04g0631600	TCM_031172	32.7231	31.1547
Os04g0631800	TCM_007837	41.198	32.1258
Os04g0631800	TCM_007840	39.9756	31.9024
Os04g0631800	TCM_007841	38.3863	29.6226
Os04g0631800	TCM_030045	42.5428	41.5274
Os04g0631800	TCM_046869	40.22	39.4484
Os04g0634500	TCM_031161	48.7952	21.2598
Os04g0634500	TCM_046329	46.3855	45.8333
Os04g0634700	TCM_031295	67.5351	63.8258
Os04g0635000	TCM_007932	32.9897	40.5063
Os04g0635000	TCM_007933	38.1443	42.5287
Os04g0635000	TCM_007936	44.3299	48.3146
Os04g0635000	TCM_007937	27.8351	27.551
Os04g0635000	TCM_031296	45.3608	48.8889
Os04g0635000	TCM_031297	37.1134	19.1489
Os04g0635000	TCM_031298	45.3608	35.7724
Os04g0635000	TCM_031299	28.866	20.5882
Os04g0635100	TCM_007932	41.8605	45.5696
Os04g0635100	TCM_007933	51.1628	50.5747
Os04g0635100	TCM_007936	52.3256	50.5618
Os04g0635100	TCM_007937	32.5581	28.5714
Os04g0635100	TCM_031296	54.6512	52.2222
Os04g0635100	TCM_031297	51.1628	23.4043
Os04g0635100	TCM_031298	55.814	39.0244
Os04g0635100	TCM_031299	41.8605	26.4706
Os04g0635500	TCM_007932	37.931	41.7722
Os04g0635500	TCM_007933	47.1264	47.1264
Os04g0635500	TCM_007936	48.2759	47.191
Os04g0635500	TCM_007937	28.7356	25.5102
Os04g0635500	TCM_031296	50.5747	48.8889
Os04g0635500	TCM_031297	47.1264	21.8085
Os04g0635500	TCM_031298	51.7241	36.5854
Os04g0635500	TCM_031299	37.931	24.2647
Os04g0635700	TCM_030007	31.2883	26.9841
Os04g0635800	TCM_005836	75.7576	72.8155
Os04g0635900	TCM_031306	68.5106	68.8034
Os04g0636000	TCM_029992	39.47	35.2868
Os04g0636100	TCM_007958	63.6691	66.4165
Os04g0636200	TCM_007962	23.3184	17.7172
Os04g0636300	TCM_031333	44.5026	16.441
Os04g0636400	TCM_029962	64.918	65.1316
Os04g0636500	TCM_022165	49.3789	50.3962
Os04g0636500	TCM_043164	50.4658	50.5443
Os04g0636600	TCM_001189	26.2873	12.8989
Os04g0636700	TCM_001200	47.3485	42.3729
Os04g0637000	TCM_001212	52.8967	58.0111
Os04g0637000	TCM_034993	50.3778	55.8659
Os04g0637300	TCM_036636	38.3459	43.2203
Os04g0637400	TCM_030964	71.25	34.3966
Os04g0638800	TCM_001237	34.8837	30.8824
Os04g0639200	TCM_001238	50.5155	50.5155
Os04g0639300	TCM_001241	80.9249	42.5532
Os04g0640500	TCM_036590	65.8333	67.4253
Os04g0640600	TCM_001246	36.5079	22.623
Os04g0640700	TCM_007536	68.4967	66.582
Os04g0640800	TCM_001256	43.0939	41.0526
Os04g0640900	TCM_007538	56.5149	55.9006
Os04g0641000	TCM_036908	59.1054	62.5
Os04g0641200	TCM_029251	22.1421	36.9416
Os04g0641200	TCM_037441	22.4511	38.0454
Os04g0641300	TCM_018471	32.0542	34.2995
Os04g0641400	TCM_011734	50.8711	59.8361
Os04g0641400	TCM_018475	47.7352	53.937
Os04g0641700	TCM_011736	58.6538	66.3043
Os04g0641700	TCM_013900	59.6154	68.1319
Os04g0641700	TCM_018476	57.6923	65.9341
Os04g0642000	TCM_018479	81.8627	39.8885
Os04g0642100	TCM_013936	66.5427	66.791
Os04g0643000	TCM_011755	76.3338	76.2295
Os04g0643100	TCM_001812	77.3234	79.6935
Os04g0643200	TCM_044265	62.7341	61.5809
Os04g0643300	TCM_016019	59.5588	60.5985
Os04g0643500	TCM_013947	7.36196	8.42105
Os04g0643600	TCM_027461	71.0317	23.8032
Os04g0643600	TCM_037043	76.1905	25.9811
Os04g0643700	TCM_027343	49.3213	45.3222
Os04g0644000	TCM_027327	34.7985	42.3163
Os04g0644000	TCM_027328	36.9963	36.0714
Os04g0644000	TCM_036954	47.0696	46.14
Os04g0644000	TCM_038232	46.7033	46.2795
Os04g0644100	TCM_027308	34.0426	32.9897
Os04g0644100	TCM_038226	34.5745	26.2097
Os04g0644200	TCM_038207	16.0878	33.0827
Os04g0644300	TCM_038205	35.4286	13.3621
Os04g0644400	TCM_002067	34.0659	14.7971
Os04g0644600	TCM_027273	65.8163	68.984
Os04g0644675	TCM_038158	18.2674	16.9284
Os04g0644700	TCM_026977	35.0168	52.7919
Os04g0644700	TCM_026982	69.3603	70.3072
Os04g0644800	TCM_038170	67.2897	9.13706
Os04g0645100	TCM_027279	50.2326	50.087
Os04g0645500	TCM_015801	38.3064	41.4847
Os04g0645600	TCM_038127	55.5556	55.8376
Os04g0645600	TCM_038178	56.3131	52.4706
Os04g0645600	TCM_046905	69.1919	70.0767
Os04g0646000	TCM_044159	17.1512	7.87717
Os04g0646050	TCM_044159	38.8889	8.41121
Os04g0646100	TCM_015872	93.9024	53.1034
Os04g0647300	TCM_038179	50.9306	47.0312
Os04g0647800	TCM_027288	78.0718	79.1188
Os04g0648500	TCM_038122	42.2794	47.9167
Os04g0648700	TCM_001297	32.3077	37.1025
Os04g0648900	TCM_033791	37.3391	58.7838
Os04g0649100	TCM_000665	52.8261	47.6471
Os04g0649200	TCM_000662	37.5271	32.1263
Os04g0649200	TCM_007094	32.4295	27.814
Os04g0649400	TCM_033793	40.678	44.6512
Os04g0649700	TCM_000673	42.5352	45.4819
Os04g0649700	TCM_033784	44.507	48.392
Os04g0649900	TCM_000674	41.8239	42.2222
Os04g0649900	TCM_007104	42.4528	42.7215
Os04g0650200	TCM_022526	32.9577	32.3204
Os04g0650500	TCM_010122	53.9249	54.6713
Os04g0650600	TCM_000687	47.3002	47.7124
Os04g0650700	TCM_033762	76.5766	78.4615
Os04g0650800	TCM_033761	58.7276	65.4545
Os04g0650900	TCM_011976	85.1562	13.6591
Os04g0651000	TCM_019761	63.3229	62.7329
Os04g0651500	TCM_020163	13.941	6.16114
Os04g0651500	TCM_020165	2.68097	3.19489
Os04g0651500	TCM_020169	17.4263	7.35294
Os04g0651500	TCM_021127	18.7668	9.23483
Os04g0651500	TCM_021128	18.4987	9.59666
Os04g0651500	TCM_040951	8.57909	4.47552
Os04g0651600	TCM_010881	21.4286	6.74157
Os04g0651600	TCM_011999	8.57143	3.52941
Os04g0651600	TCM_012896	22.8571	6.08365
Os04g0651600	TCM_014528	18.5714	9.81132
Os04g0651600	TCM_036408	17.8571	4.59559
Os04g0652400	TCM_010882	70.4992	71.4724
Os04g0652500	TCM_012727	44.0546	32.2857
Os04g0652900	TCM_025472	48.7705	66.1111
Os04g0653000	TCM_037429	36.1111	34.5133
Os04g0653100	TCM_037428	31.5961	41.453
Os04g0653300	TCM_039219	44.3787	42.6136
Os04g0653400	TCM_039214	73.3813	71.831
Os04g0653600	TCM_039203	41.6162	37.66
Os04g0654600	TCM_039178	58.5678	58.8689
Os04g0654700	TCM_036813	80	82.0513
Os04g0654800	TCM_021845	39.9103	44.0594
Os04g0654800	TCM_021846	40.583	44.5813
Os04g0654800	TCM_021847	42.4888	44.3794
Os04g0655000	TCM_021845	44.0491	44.4307
Os04g0655000	TCM_021846	44.908	45.0739
Os04g0655000	TCM_021847	45.7669	43.6768
Os04g0655300	TCM_033367	43.5523	39.9554
Os04g0655400	TCM_033367	45.5026	19.1964
Os04g0655600	TCM_036812	21.6638	20.8681
Os04g0655700	TCM_027394	37.2549	32.0225
Os04g0655700	TCM_036933	38.5621	31.8919
Os04g0656500	TCM_005622	23.5577	29.697
Os04g0656800	TCM_000762	48.494	48.7879
Os04g0656800	TCM_017229	48.7952	50
Os04g0656800	TCM_017230	40.9639	23.1687
Os04g0656800	TCM_036816	52.4096	53.7037
Os04g0656800	TCM_039289	53.9157	54.7401
Os04g0657100	TCM_030459	49.4898	56.7251
Os04g0657100	TCM_030583	46.6837	53.5088
Os04g0657500	TCM_000625	22.9437	35.9322
Os04g0657500	TCM_000626	11.039	30
Os04g0657500	TCM_000627	37.8788	36.6876
Os04g0657500	TCM_000628	39.3939	37.9958
Os04g0657500	TCM_000630	6.27706	29.8969
Os04g0657500	TCM_000631	38.5281	34.2967
Os04g0657500	TCM_033820	39.6104	36.4542
Os04g0657900	TCM_002026	56.7164	55.0725
Os04g0658000	TCM_029282	70.9302	77.707
Os04g0658000	TCM_039290	73.8372	80.8917
Os04g0658100	TCM_029281	33.6449	38.0952
Os04g0658100	TCM_036818	39.486	40.2381
Os04g0658300	TCM_029276	23.5828	77.037
Os04g0658300	TCM_029279	68.4807	70.5607
Os04g0658400	TCM_040901	47.9167	31.768
Os04g0658600	TCM_034656	39.6364	38.9982
Os04g0658700	TCM_038766	58.3133	54.2601
Os04g0659100	TCM_020479	80.3738	62.6594
Os04g0659400	TCM_005943	47.25	43.3486
Os04g0659400	TCM_024891	43.25	44.1327
Os04g0659400	TCM_040407	45.5	40.1766
Os04g0659500	TCM_036863	81.2057	72.2397
Os04g0659800	TCM_030530	46.2107	48.0769
Os04g0659900	TCM_001607	0	0
Os04g0659900	TCM_022360	28.1746	19.1892
Os04g0659900	TCM_025327	46.8254	31.2997
Os04g0660100	TCM_002668	21.7822	27.3292
Os04g0660200	TCM_046845	62.0846	57.8873
Os04g0660200	TCM_046847	59.3656	62.4801
Os04g0660400	TCM_025324	63.4006	54.7264
Os04g0660400	TCM_025765	22.7666	47.3054
Os04g0660500	TCM_007745	66.986	63.522
Os04g0660900	TCM_009978	34.7068	37.3083
Os04g0660900	TCM_009987	40.412	41.8033
Os04g0660900	TCM_013807	30.4279	26.8156
Os04g0660900	TCM_021841	29.794	31.9185
Os04g0661100	TCM_000323	25.1613	33.3333
Os04g0661200	TCM_034092	42.9213	38.8211
Os04g0661300	TCM_001230	57.2254	56.8966
Os04g0661600	TCM_041148	68.0488	41.2722
Os04g0661700	TCM_010513	33.3333	28.6232
Os04g0661800	TCM_025030	69.8864	66.4865
Os04g0661900	TCM_021739	84.7059	46.4516
Os04g0661900	TCM_042594	81.7647	44.8387
Os04g0662100	TCM_004630	2.30769	2
Os04g0662200	TCM_006758	51.049	45.625
Os04g0662200	TCM_034196	57.3427	54.6667
Os04g0662400	TCM_006758	38.5621	36.875
Os04g0662400	TCM_034196	42.4837	43.3333
Os04g0662600	TCM_000207	38.1773	52.5424
Os04g0662600	TCM_000209	52.2167	58.2418
Os04g0662700	TCM_002762	53.3333	40.9382
Os04g0662800	TCM_034173	65.5738	65.2174
Os04g0662900	TCM_019128	62.0536	62.0536
Os04g0663100	TCM_034188	31.355	32.4074
Os04g0663200	TCM_000229	29.0076	22.1359
Os04g0663200	TCM_034189	30.2799	26.4444
Os04g0663500	TCM_034316	57.2192	27.0886
Os04g0663600	TCM_000215	34.2561	34.8592
Os04g0663700	TCM_034191	49.0672	48.8848
Os04g0663800	TCM_000228	72.2222	28.4153
Os04g0664400	TCM_034194	46.087	44.5846
Os04g0664800	TCM_037302	12.0805	34.9515
Os04g0664900	TCM_037302	15.2738	25.7282
Os04g0665000	TCM_005779	59.1837	52.7273
Os04g0665200	TCM_030787	63.3663	60.3774
Os04g0665400	TCM_030769	73.8806	63.1915
Os04g0665400	TCM_030770	50	63.0094
Os04g0665500	TCM_030363	38.7597	40.2145
Os04g0665600	TCM_024886	33.2547	33.3333
Os04g0665666	TCM_024889	36.5269	30.5
Os04g0665700	TCM_024899	55.9871	59.2466
Os04g0665700	TCM_040388	55.3398	57.1906
Os04g0665800	TCM_024905	54.1528	63.4241
Os04g0665900	TCM_024904	30.1282	21.8605
Os04g0666800	TCM_028979	29.5858	27.6243
