Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	%id. target Beta vulgaris subsp. vulgaris gene identical to query gene	%id. query gene identical to target Beta vulgaris subsp. vulgaris gene
Os04g0465300	BVRB_001870	44.7619	20.3463
Os04g0465432	BVRB_009340	35.809	42.8571
Os04g0465432	BVRB_7g168850	39.5225	36.253
Os04g0465500	BVRB_6g149400	36.3924	43.2331
Os04g0465600	BVRB_004810	27.3885	28.4768
Os04g0465600	BVRB_004820	27.3885	28.4768
Os04g0465600	BVRB_1g012010	19.1083	27.5229
Os04g0465600	BVRB_1g012030	29.9363	30.5195
Os04g0465600	BVRB_2g038980	26.1146	26.2821
Os04g0465600	BVRB_2g047850	15.2866	22.2222
Os04g0465600	BVRB_2g047860	27.3885	27.9221
Os04g0465600	BVRB_2g047870	28.0255	28.5714
Os04g0465600	BVRB_2g047890	14.0127	27.1605
Os04g0465600	BVRB_2g047900	30.5732	31.1688
Os04g0465600	BVRB_3g057170	26.1146	26.6234
Os04g0465600	BVRB_4g091970	28.0255	29.1391
Os04g0465600	BVRB_5g097870	28.0255	29.1391
Os04g0465600	BVRB_5g111800	18.4713	23.9669
Os04g0465600	BVRB_6g149380	54.1401	55.5556
Os04g0465600	BVRB_7g162250	24.2038	24.359
Os04g0465600	BVRB_7g162260	23.5669	23.7179
Os04g0465600	BVRB_8g196510	28.0255	28.3871
Os04g0465600	BVRB_8g196520	17.1975	27.8351
Os04g0465600	BVRB_8g196540	26.1146	26.1146
Os04g0465600	BVRB_8g196550	26.1146	26.2821
Os04g0465700	BVRB_5g116660	58.0902	19.6237
Os04g0465800	BVRB_5g116730	45.7792	53.6122
Os04g0466100	BVRB_2g025910	70.6897	19.8708
Os04g0466600	BVRB_5g113750	66.5789	67.2872
Os04g0466700	BVRB_5g098500	31.6201	32.0136
Os04g0466700	BVRB_7g160790	11.8436	51.7073
Os04g0467100	BVRB_6g139930	14.4796	19.5918
Os04g0467300	BVRB_4g090360	25.8264	17.5316
Os04g0467400	BVRB_4g090530	43.9614	12.7989
Os04g0467700	BVRB_2g026460	74.7967	46.4646
Os04g0467700	BVRB_2g032340	75.2033	47.1939
Os04g0467800	BVRB_4g085640	7.14286	2.13523
Os04g0467901	BVRB_4g091020	54.0293	27.0147
Os04g0469400	BVRB_5g120030	58.8529	25.2406
Os04g0469500	BVRB_6g153060	59.1376	60.3774
Os04g0470100	BVRB_7g159510	85.3081	85.3081
Os04g0470300	BVRB_3g062110	31.8386	31.1404
Os04g0470500	BVRB_8g199260	29.8491	32.1346
Os04g0470600	BVRB_4g091180	8.58369	88.8889
Os04g0470700	BVRB_4g091170	58.5837	59.3478
Os04g0471100	BVRB_016860	17.5879	29.9145
Os04g0471100	BVRB_4g077910	39.196	19.5
Os04g0471300	BVRB_4g095400	20.1987	10.1836
Os04g0471400	BVRB_4g090930	18.9669	15.1125
Os04g0472200	BVRB_3g066960	42.5856	43.5798
Os04g0472300	BVRB_4g089710	50	49.2021
Os04g0472300	BVRB_4g089720	48.7838	47.2513
Os04g0472400	BVRB_2g029510	34.7368	4.78261
Os04g0472500	BVRB_3g060970	47.3081	45.9399
Os04g0472900	BVRB_3g060680	52.7485	57.0164
Os04g0473150	BVRB_017130	43.7037	68.6047
Os04g0473150	BVRB_037340	6.66667	8.65385
Os04g0473400	BVRB_3g060660	62.6126	60.4348
Os04g0473400	BVRB_6g146010	62.1622	60
Os04g0474500	BVRB_4g071980	47.099	26.5385
Os04g0474500	BVRB_4g071990	50.8532	29.6223
Os04g0474500	BVRB_4g072000	52.5597	29.4455
Os04g0474500	BVRB_4g072010	52.2184	29.7087
Os04g0474700	BVRB_4g071980	46.5116	30.7692
Os04g0474700	BVRB_4g071990	49.1279	33.5984
Os04g0474700	BVRB_4g072000	49.7093	32.696
Os04g0474700	BVRB_4g072010	50	33.3981
Os04g0474800	BVRB_4g071980	58.5678	44.0385
Os04g0474800	BVRB_4g071990	62.9156	48.9066
Os04g0474800	BVRB_4g072000	56.0102	41.8738
Os04g0474800	BVRB_4g072010	58.8235	44.6602
Os04g0474900	BVRB_4g071980	56.917	55.3846
Os04g0474900	BVRB_4g071990	61.0672	61.4314
Os04g0474900	BVRB_4g072000	58.1028	56.2141
Os04g0474900	BVRB_4g072010	59.2885	58.2524
Os04g0475100	BVRB_004130	19.3955	37.4696
Os04g0475100	BVRB_4g097130	29.471	37.1429
Os04g0475200	BVRB_004130	19.4757	37.9562
Os04g0475200	BVRB_4g097130	28.9638	36.8254
Os04g0475300	BVRB_8g182570	30.1136	34.8684
Os04g0475600	BVRB_6g139590	50.3333	49.835
Os04g0476000	BVRB_6g148140	38.0577	43.4132
Os04g0476100	BVRB_5g118010	83.5907	57.8877
Os04g0476100	BVRB_6g148180	50.7722	85.1133
Os04g0476400	BVRB_004710	51.8519	19.1126
Os04g0476600	BVRB_5g118100	54.9107	36.0704
Os04g0476700	BVRB_5g118110	61.2546	32.7416
Os04g0476800	BVRB_5g118120	27.3553	29.4261
Os04g0477000	BVRB_6g148440	45.933	45.933
Os04g0477200	BVRB_9g218310	50.3297	36.2916
Os04g0477300	BVRB_1g001950	31.7308	17.0103
Os04g0477500	BVRB_6g143940	13.6598	14.8045
Os04g0477500	BVRB_6g148460	16.7526	16.0891
Os04g0479000	BVRB_5g118170	66.9474	61.9883
Os04g0479100	BVRB_8g192030	23.1527	33.0986
Os04g0479200	BVRB_6g152160	82.8418	81.3158
Os04g0479200	BVRB_9g212730	78.0161	79.2915
Os04g0479300	BVRB_5g103380	34.4322	29.7468
Os04g0480100	BVRB_6g146970	40.6015	40.3738
Os04g0480200	BVRB_009170	36.1905	38.3838
Os04g0480300	BVRB_5g124700	38.75	35.6322
Os04g0480400	BVRB_6g143950	40.7273	43.4109
Os04g0480500	BVRB_4g092510	28.4787	31.9792
Os04g0480500	BVRB_5g103080	38.3117	36.974
Os04g0480500	BVRB_5g119800	32.1892	34.6307
Os04g0480500	BVRB_9g225680	29.3135	33.5813
Os04g0480900	BVRB_6g147240	48.3755	48.816
Os04g0480900	BVRB_6g147250	32.6715	46.77
Os04g0480900	BVRB_9g218890	24.7292	43.6306
Os04g0481000	BVRB_6g147240	54.5226	39.5264
Os04g0481000	BVRB_6g147250	32.6633	33.5917
Os04g0481000	BVRB_9g218890	21.1055	26.7516
Os04g0481100	BVRB_7g177120	57.6408	57.4866
Os04g0481200	BVRB_6g147240	46.6003	51.184
Os04g0481200	BVRB_6g147250	30.5141	47.5452
Os04g0481200	BVRB_9g218890	22.3881	42.9936
Os04g0481400	BVRB_7g177100	56.2937	51.6026
Os04g0481500	BVRB_7g177060	55.8559	60.7843
Os04g0481600	BVRB_6g147330	30.1741	37.4101
Os04g0481600	BVRB_7g177050	28.8201	35.5609
Os04g0481800	BVRB_4g089580	17.192	34.2857
Os04g0481800	BVRB_4g089590	17.192	32.2581
Os04g0481800	BVRB_4g089600	18.9112	33.6735
Os04g0481800	BVRB_8g185100	32.9513	29.6392
Os04g0481800	BVRB_9g202320	34.6705	33.7047
Os04g0481900	BVRB_4g089580	18.2609	36
Os04g0481900	BVRB_4g089590	18.5507	34.4086
Os04g0481900	BVRB_4g089600	20.2899	35.7143
Os04g0481900	BVRB_8g185100	34.7826	30.9278
Os04g0481900	BVRB_9g202320	34.7826	33.4262
Os04g0482000	BVRB_7g176970	62.0321	61.0526
Os04g0482100	BVRB_7g176970	61.0526	61.0526
Os04g0482300	BVRB_7g176960	39.7183	40.8696
Os04g0482700	BVRB_4g075350	26.3415	72
Os04g0482800	BVRB_7g176860	63.9939	58.75
Os04g0482900	BVRB_6g143890	52	59.633
Os04g0483200	BVRB_6g144240	47.619	51.1883
Os04g0483600	BVRB_7g178490	67.0695	65.1026
Os04g0484800	BVRB_6g153520	64.2361	63.4286
Os04g0484900	BVRB_7g178460	88.3072	89.3993
Os04g0485000	BVRB_7g178430	83.0334	83.6788
Os04g0485100	BVRB_6g151630	70.1375	68.3908
Os04g0485100	BVRB_6g151640	69.3517	67.6245
Os04g0485200	BVRB_5g120430	36.2416	47.3684
Os04g0485300	BVRB_1g011600	78.6139	76.3462
Os04g0485400	BVRB_7g172110	71.229	72.0339
Os04g0485700	BVRB_6g151590	60.3175	12.2977
Os04g0485800	BVRB_6g151610	31.1258	28.5425
Os04g0486400	BVRB_6g151580	55.3247	50.1176
Os04g0486500	BVRB_6g151570	85.0242	85.0242
Os04g0486600	BVRB_5g110740	90.2077	90.2077
Os04g0486800	BVRB_6g151460	51.9438	51.4989
Os04g0486900	BVRB_6g151440	62.0915	48.9691
Os04g0486950	BVRB_5g110660	69.1358	69.2579
Os04g0487100	BVRB_7g177560	69.0476	67.5991
Os04g0487200	BVRB_6g155300	47.5884	49.5812
Os04g0487200	BVRB_7g166660	49.1961	50.6623
Os04g0488000	BVRB_4g078040	39.2958	51.3812
Os04g0488000	BVRB_5g110640	40	54.1985
Os04g0488000	BVRB_6g151410	57.4648	52.6452
Os04g0488200	BVRB_5g123780	37.1429	25.9136
Os04g0488400	BVRB_4g074700	66.092	65.7143
Os04g0488400	BVRB_9g214250	63.7931	62.0112
Os04g0488500	BVRB_4g082320	57.0537	46.115
Os04g0488600	BVRB_3g066260	63.0058	70.3226
Os04g0488600	BVRB_3g066670	63.5838	70.9677
Os04g0488700	BVRB_005580	45.8874	49.1879
Os04g0488700	BVRB_3g062740	46.3203	49.3088
Os04g0489100	BVRB_5g111280	46.066	47.0207
Os04g0489600	BVRB_004330	32.7913	34.9711
Os04g0489800	BVRB_6g151150	42.375	43.2398
Os04g0490100	BVRB_2g046990	59.306	34.3066
Os04g0490300	BVRB_5g108800	49.2063	8.14717
Os04g0490300	BVRB_6g151280	52.381	8.51613
Os04g0490400	BVRB_5g108810	58.0769	58.3012
Os04g0490600	BVRB_007280	75.0853	54.5906
Os04g0490700	BVRB_1g014770	40.7576	42.429
Os04g0490900	BVRB_1g013700	48.0263	29.5547
Os04g0490900	BVRB_4g078620	50.6579	31.7526
Os04g0491100	BVRB_011820	15.2505	22.9508
Os04g0491100	BVRB_2g043930	15.3595	22.4165
Os04g0491100	BVRB_4g089560	15.7952	26.2206
Os04g0491700	BVRB_3g054850	67.9842	68.8
Os04g0491700	BVRB_3g054860	65.415	66.0679
Os04g0492100	BVRB_4g074750	77.9661	62.906
Os04g0492300	BVRB_002940	62.1114	63.5355
Os04g0492300	BVRB_1g021870	59.2914	61.0119
Os04g0492400	BVRB_3g054950	65.896	64.7727
Os04g0492800	BVRB_5g118850	47.9592	67.1429
Os04g0492900	BVRB_9g212230	49.4781	51.86
Os04g0493000	BVRB_3g057500	40.7609	30.6122
Os04g0493100	BVRB_3g058480	44.2308	51.1111
Os04g0493300	BVRB_6g131480	21.4724	27.027
Os04g0493400	BVRB_7g161370	48.4716	48.2609
Os04g0494100	BVRB_7g161370	39.5833	49.5652
Os04g0494600	BVRB_2g043130	54.6419	56.1308
Os04g0494800	BVRB_2g043130	56.4644	58.3106
Os04g0494900	BVRB_2g043130	55.1724	56.6758
Os04g0494950	BVRB_2g043130	0	0
Os04g0495000	BVRB_2g043130	53.8874	54.7684
Os04g0495300	BVRB_3g057930	38.8889	37.7246
Os04g0495400	BVRB_5g119160	40.4199	41.9619
Os04g0495800	BVRB_6g145140	41.5598	41.9633
Os04g0495900	BVRB_3g058620	34.7328	51.4124
Os04g0496000	BVRB_3g058720	54.9296	26.7123
Os04g0496150	BVRB_3g058720	42.7673	23.2877
Os04g0496300	BVRB_3g058750	44.0415	48.8506
Os04g0496300	BVRB_4g074660	43.5233	43.9791
Os04g0496400	BVRB_4g074650	57.3529	56.2887
Os04g0496700	BVRB_2g030320	17.4757	28.8
Os04g0496700	BVRB_8g194300	25.7282	18.662
Os04g0496800	BVRB_4g074600	64.2762	64.0212
Os04g0497200	BVRB_4g074500	60.1926	66.8449
Os04g0497200	BVRB_4g074510	51.0433	58.8889
Os04g0497350	BVRB_5g118950	43.4343	36.4407
Os04g0497400	BVRB_3g059400	49.7738	49.1071
Os04g0497400	BVRB_4g096340	50.6787	51.3761
Os04g0497600	BVRB_2g031890	47.8161	44.9244
Os04g0497700	BVRB_8g198850	38.4384	33.8624
Os04g0497900	BVRB_8g196770	44.9045	45.8537
Os04g0498000	BVRB_8g192150	50.8772	14.3921
Os04g0498200	BVRB_8g192050	77.9221	77.9221
Os04g0498600	BVRB_8g191820	53.2663	48.8479
Os04g0498600	BVRB_8g191830	52.5126	52.381
Os04g0498700	BVRB_2g044860	33.4646	51.0511
Os04g0498800	BVRB_6g136370	61.7647	58.7171
Os04g0498900	BVRB_5g103510	45.7055	42.9395
Os04g0499100	BVRB_2g044180	51.6129	54.8387
Os04g0499100	BVRB_8g189420	50.0949	53.6585
Os04g0499200	BVRB_2g044170	42.7273	50.5376
Os04g0499300	BVRB_028380	7.81638	24.8032
Os04g0500200	BVRB_3g058260	23.4783	6.56934
Os04g0501000	BVRB_2g037160	86.1842	85.0649
Os04g0501000	BVRB_9g203900	36.1842	24.7748
Os04g0501000	BVRB_9g204620	84.2105	83.1169
Os04g0501100	BVRB_7g157750	60.8889	31.2785
Os04g0501200	BVRB_9g223050	50.3916	55.7803
Os04g0501500	BVRB_2g045380	63.6564	59.7107
Os04g0501600	BVRB_2g031360	29.9054	27.3218
Os04g0501700	BVRB_4g074760	66.526	67.8623
Os04g0501800	BVRB_8g192490	53.0612	50.7317
Os04g0501800	BVRB_9g223230	51.0204	56.4972
Os04g0502200	BVRB_2g031030	62.5105	62.616
Os04g0502300	BVRB_2g030910	85	85.5346
Os04g0502300	BVRB_8g192820	83.75	84.2767
Os04g0502800	BVRB_8g192900	55.9292	34.6872
Os04g0502800	BVRB_9g219090	55.7522	55.9503
Os04g0502800	BVRB_9g219100	51.8584	45.4264
Os04g0502900	BVRB_2g030870	52.7542	48.9194
Os04g0503500	BVRB_8g193010	67.2978	67.5302
Os04g0503700	BVRB_3g063130	44.2656	43.0528
Os04g0503800	BVRB_6g142940	77.7778	67.4074
Os04g0504000	BVRB_2g030580	61.9318	52.657
Os04g0504200	BVRB_6g132330	26.3441	29.5181
Os04g0504500	BVRB_4g072290	34.4985	37.7076
Os04g0504600	BVRB_5g111270	56.4612	57.0281
Os04g0504800	BVRB_035070	15.6297	49.5192
Os04g0504800	BVRB_1g015810	69.044	68.8351
Os04g0504800	BVRB_9g224320	65.5539	64.7676
Os04g0505000	BVRB_013010	23.5686	19.4934
Os04g0505000	BVRB_6g139020	5.45939	26.4516
Os04g0505000	BVRB_9g224340	15.8455	14.5655
Os04g0505200	BVRB_1g015680	37.2247	37.2247
Os04g0505200	BVRB_9g224230	35.6828	35.6828
Os04g0505400	BVRB_016010	35.0626	41.5254
Os04g0505400	BVRB_6g127350	53.8462	55.5351
Os04g0505400	BVRB_7g168020	37.3882	41.9679
Os04g0505700	BVRB_1g015600	46.0241	37.6726
Os04g0505700	BVRB_6g127400	46.988	35.5191
Os04g0506000	BVRB_1g001360	37.3196	37.6299
Os04g0506000	BVRB_1g001390	38.3505	38.2716
Os04g0506300	BVRB_002310	56.1881	54.8309
Os04g0506700	BVRB_000730	32.5347	36.9627
Os04g0506700	BVRB_6g139100	42.8752	41.1622
Os04g0506700	BVRB_9g204830	38.0832	42.9587
Os04g0506700	BVRB_9g206780	44.3884	42.3586
Os04g0506800	BVRB_7g176250	44.7917	39.7229
Os04g0506900	BVRB_7g166510	33.2268	31.8043
Os04g0507000	BVRB_9g219000	59.5406	59.071
Os04g0507100	BVRB_7g166480	56.9697	57.3171
Os04g0507500	BVRB_7g166850	68.0511	30.4069
Os04g0507500	BVRB_7g166870	13.738	12.9323
Os04g0507700	BVRB_4g077280	63.587	64.1096
Os04g0507700	BVRB_7g166540	62.7717	62.0968
Os04g0507800	BVRB_6g155480	69.5122	21.5094
Os04g0507900	BVRB_5g117350	55.9078	55.7471
Os04g0508000	BVRB_6g148510	36.7089	50.9766
Os04g0508100	BVRB_5g102890	47.8873	45.9459
Os04g0508200	BVRB_1g015750	75.1046	77.2043
Os04g0508300	BVRB_004200	67.8571	71.6981
Os04g0508500	BVRB_3g069570	41.637	49.5763
Os04g0508751	BVRB_1g014030	44.1441	30.8176
Os04g0508751	BVRB_3g049110	63.0631	13.0354
Os04g0508751	BVRB_3g049120	63.964	13.2216
Os04g0508751	BVRB_3g049130	54.0541	11.257
Os04g0508751	BVRB_3g049140	53.1532	11.028
Os04g0508751	BVRB_3g049150	53.1532	11.0902
Os04g0508751	BVRB_3g049160	53.1532	11.0902
Os04g0508751	BVRB_3g049170	53.1532	11.0694
Os04g0508751	BVRB_5g097840	61.2613	12.6394
Os04g0508751	BVRB_5g103240	62.1622	12.8015
Os04g0508751	BVRB_5g121080	64.8649	13.6882
Os04g0508751	BVRB_9g206150	50.4505	10.5263
Os04g0508800	BVRB_2g047690	48.4463	48.9301
Os04g0508800	BVRB_9g205260	49.5763	47.8202
Os04g0508900	BVRB_006170	58.5859	67.5991
Os04g0509000	BVRB_7g166310	49.2308	20.8333
Os04g0509100	BVRB_005760	48.9362	45.6776
Os04g0509200	BVRB_4g079600	37.4449	38.6364
Os04g0509300	BVRB_8g192570	34.9427	36.7853
Os04g0509300	BVRB_8g192580	45.3229	47.0846
Os04g0509400	BVRB_4g077310	56.8807	59.0476
Os04g0509400	BVRB_7g166260	55.9633	53.5088
Os04g0509600	BVRB_4g077340	72.0884	72.2334
Os04g0509600	BVRB_4g077360	75.9036	62.6866
Os04g0510400	BVRB_3g069650	50.4808	51.4076
Os04g0510500	BVRB_006630	32.2511	31.3025
Os04g0510500	BVRB_7g166680	33.1169	34.382
Os04g0510600	BVRB_006620	25.9928	20
Os04g0510600	BVRB_7g166670	37.5451	28.7293
Os04g0510700	BVRB_006860	47.235	48.8095
Os04g0510900	BVRB_3g048320	47.4194	58.8
Os04g0510900	BVRB_4g084040	42.5806	55.2301
Os04g0511200	BVRB_3g048320	61.0656	59.6
Os04g0511200	BVRB_4g084040	58.1967	59.4142
Os04g0511400	BVRB_8g184770	59.5525	59.7582
Os04g0511400	BVRB_8g184790	65.2324	65.3448
Os04g0511400	BVRB_8g184800	48.0207	58.7368
Os04g0511600	BVRB_7g178230	17.9452	16.233
Os04g0511700	BVRB_4g083990	25.6466	26.7416
Os04g0511700	BVRB_5g125340	25.8621	26.4901
Os04g0512200	BVRB_1g017100	44.3396	7.59289
Os04g0512200	BVRB_1g017110	47.1698	8.06452
Os04g0512300	BVRB_3g048380	44.0217	40.5
Os04g0512400	BVRB_7g165610	36.407	35.2308
Os04g0512500	BVRB_3g048630	32.0611	28.1879
Os04g0513000	BVRB_7g167030	34.1317	27.4038
Os04g0513100	BVRB_8g200320	47.2868	53.7445
Os04g0513400	BVRB_8g200320	42.5373	25.1101
Os04g0513700	BVRB_8g200320	37.2751	31.9383
Os04g0513900	BVRB_8g200320	53.3597	29.7357
Os04g0514400	BVRB_9g216800	44.1417	40.806
Os04g0514500	BVRB_1g010800	39.0458	43.5396
Os04g0514600	BVRB_8g199260	19.3846	7.30858
Os04g0515300	BVRB_3g048800	82.0896	82.7068
Os04g0515400	BVRB_3g048790	55.4745	63.8655
Os04g0515900	BVRB_5g121330	50	45.7237
Os04g0516200	BVRB_3g048920	61.8812	60.0962
Os04g0516200	BVRB_4g093590	61.3861	57.6744
Os04g0516200	BVRB_5g121360	60.396	55.7078
Os04g0516600	BVRB_4g096540	65.0538	65.2291
Os04g0517000	BVRB_5g121170	40.7821	48.0263
Os04g0517300	BVRB_5g121110	65.2968	66.0508
Os04g0517400	BVRB_4g083510	49.3243	26.7399
Os04g0517500	BVRB_3g049100	31.0345	24.6575
Os04g0517500	BVRB_4g083500	37.5	30.8511
Os04g0517600	BVRB_2g043500	23.4146	13.6364
Os04g0517600	BVRB_9g220330	26.3415	14.0992
Os04g0517900	BVRB_7g178730	29.4574	37.2549
Os04g0518000	BVRB_5g111690	79.3605	80.0587
Os04g0518100	BVRB_7g161880	70.0141	68.8456
Os04g0518400	BVRB_7g161880	76.6106	76.0779
Os04g0518800	BVRB_7g161790	13.2	62.2642
Os04g0518800	BVRB_7g161800	68.8	82.6923
Os04g0519900	BVRB_009830	49.7696	11.7647
Os04g0519925	BVRB_009830	55.1724	19.1721
Os04g0519975	BVRB_019610	63.3333	30.1587
Os04g0520000	BVRB_9g207390	64.127	62.1538
Os04g0520700	BVRB_9g207920	37.931	40.4908
Os04g0520900	BVRB_5g102270	46.1207	43.4959
Os04g0521100	BVRB_9g207940	71.0345	75.1825
Os04g0521100	BVRB_9g207950	75.8621	76.3889
Os04g0521800	BVRB_9g221480	57.277	57.1429
Os04g0522100	BVRB_3g050680	41.9753	53.125
Os04g0522100	BVRB_3g050690	44.4444	46.1538
Os04g0523000	BVRB_4g084490	38.3784	39.8876
Os04g0523100	BVRB_9g203890	34.471	33.0065
Os04g0523200	BVRB_023220	0	0
Os04g0523350	BVRB_023220	1.92308	1.14504
Os04g0523600	BVRB_8g192680	18.3267	29.4872
Os04g0524400	BVRB_2g038900	60.9023	59.4132
Os04g0524400	BVRB_9g210850	59.3985	58.231
Os04g0524500	BVRB_004780	62.7981	60.3053
Os04g0524500	BVRB_4g084350	62.0032	57.101
Os04g0524600	BVRB_004780	66.1458	58.1679
Os04g0524600	BVRB_4g084350	65.625	55.3441
Os04g0524900	BVRB_004780	59.5506	64.7328
Os04g0524900	BVRB_4g084350	60.3933	62.9575
Os04g0525000	BVRB_9g203270	32.4427	36.6379
Os04g0525100	BVRB_9g220930	33.7079	26.3158
Os04g0525200	BVRB_9g220930	38.4615	17.5439
Os04g0525600	BVRB_9g202980	50.4854	64.7303
Os04g0525800	BVRB_9g202870	57.0732	55.1887
Os04g0525900	BVRB_9g222270	61.8644	54.4776
Os04g0526300	BVRB_2g038670	36.4162	37.1681
Os04g0526300	BVRB_2g041940	39.5954	40.0585
Os04g0526300	BVRB_2g042090	33.815	37.3802
Os04g0526300	BVRB_2g042110	35.8382	35.942
Os04g0526300	BVRB_2g042140	36.7052	38.9571
Os04g0526300	BVRB_2g042150	34.104	40.8304
Os04g0526300	BVRB_2g042160	37.8613	39.2216
Os04g0526300	BVRB_2g042180	36.1272	37.3134
Os04g0526300	BVRB_3g057320	35.8382	38.2716
Os04g0526300	BVRB_3g057340	35.2601	35.7771
Os04g0526300	BVRB_5g105330	38.1503	40
Os04g0526300	BVRB_5g105350	31.7919	24.4989
Os04g0526300	BVRB_6g139880	39.0173	40.1786
Os04g0526300	BVRB_9g220870	35.2601	37.8882
Os04g0526800	BVRB_1g005260	33.4764	37.6812
Os04g0526800	BVRB_1g005270	36.0515	36.8421
Os04g0526800	BVRB_9g202570	37.3391	37.9913
Os04g0526800	BVRB_9g202590	34.764	38.756
Os04g0526800	BVRB_9g202600	33.0472	36.1502
Os04g0527000	BVRB_1g005260	38.6047	40.0966
Os04g0527000	BVRB_1g005270	38.6047	36.4035
Os04g0527000	BVRB_9g202570	39.5349	37.1179
Os04g0527000	BVRB_9g202590	38.1395	39.2345
Os04g0527000	BVRB_9g202600	36.7442	37.0892
Os04g0527400	BVRB_2g047580	64.1646	63.2458
Os04g0527500	BVRB_5g100650	64.5161	20.9974
Os04g0527700	BVRB_2g027620	47.0199	49.6503
Os04g0527800	BVRB_9g202280	48.2249	48.2249
Os04g0527900	BVRB_8g188920	57.3585	59.144
Os04g0528000	BVRB_9g208660	46.4646	14.6965
Os04g0528100	BVRB_7g159180	40.9449	44.8276
Os04g0528400	BVRB_7g165380	50.3067	55.5932
Os04g0528600	BVRB_4g094620	32.7217	29.1951
Os04g0528800	BVRB_1g009730	35.3659	36.7089
Os04g0529100	BVRB_9g208590	34.748	31.5663
Os04g0529400	BVRB_4g087600	45.7547	21.0641
Os04g0529500	BVRB_8g183610	51.9828	47.4096
Os04g0529600	BVRB_4g087620	57.5829	59.5588
Os04g0529600	BVRB_8g182910	59.0047	60.7317
Os04g0529700	BVRB_8g183680	31.681	48.0392
Os04g0529700	BVRB_9g222450	30.819	29.7917
Os04g0529800	BVRB_8g183690	62.7151	62.1212
Os04g0529800	BVRB_9g206800	58.1262	58.8008
Os04g0530000	BVRB_4g079610	37.5	37.2414
Os04g0530200	BVRB_9g206600	57.7778	63.4146
Os04g0530300	BVRB_4g096910	31.3725	74.1722
Os04g0530400	BVRB_2g024510	62.6582	64.2857
Os04g0530500	BVRB_4g096870	33.9921	33.9921
Os04g0530500	BVRB_8g183250	33.2016	35.5932
Os04g0530500	BVRB_9g206580	33.2016	32.8125
Os04g0530600	BVRB_4g096860	46.1111	44.6237
Os04g0530700	BVRB_6g152900	57.013	55.2201
Os04g0530900	BVRB_6g155630	63.0499	62.5
Os04g0531100	BVRB_1g005760	64.5833	63.6986
Os04g0531100	BVRB_5g100720	55.5556	54.0541
Os04g0531300	BVRB_6g152950	77.4295	72.0117
Os04g0531400	BVRB_6g150070	42.4528	48.1283
Os04g0531400	BVRB_6g150090	49.8428	47.4551
Os04g0531400	BVRB_6g150100	48.1132	45.4681
Os04g0531400	BVRB_7g173340	47.956	45.8647
Os04g0531400	BVRB_7g173350	37.4214	42.1986
Os04g0531400	BVRB_7g173360	47.327	46.2366
Os04g0531400	BVRB_7g173370	39.9371	44.4056
Os04g0531400	BVRB_7g173390	51.1006	48.4352
Os04g0531500	BVRB_6g150070	36.413	47.7718
Os04g0531500	BVRB_6g150090	44.7011	49.2515
Os04g0531500	BVRB_6g150100	43.3424	47.3997
Os04g0531500	BVRB_7g173340	43.8859	48.5714
Os04g0531500	BVRB_7g173350	33.8315	44.1489
Os04g0531500	BVRB_7g173360	43.0707	48.6943
Os04g0531500	BVRB_7g173370	37.5	48.2517
Os04g0531500	BVRB_7g173390	42.9348	47.0939
Os04g0531700	BVRB_1g005820	44.9541	15.5556
Os04g0531750	BVRB_1g005820	3.32326	3.49206
Os04g0531900	BVRB_1g005820	44.6254	43.4921
Os04g0532100	BVRB_1g005820	48.8673	47.9365
Os04g0532400	BVRB_1g005820	45.6026	44.4444
Os04g0532500	BVRB_5g100620	55.7214	54.902
Os04g0532800	BVRB_009730	39.1941	38.4892
Os04g0533000	BVRB_1g005960	81.9277	78.6127
Os04g0533300	BVRB_5g100580	53.11	56.6327
Os04g0533500	BVRB_009620	58.8983	60.9649
Os04g0533500	BVRB_009630	64.8305	65.6652
Os04g0534100	BVRB_3g055470	48.4018	37.3239
Os04g0534200	BVRB_5g100530	61.7486	16.967
Os04g0534300	BVRB_1g018620	34.375	17.7738
Os04g0534400	BVRB_1g018610	54.4	58.8745
Os04g0534400	BVRB_5g123190	58.4	61.3445
Os04g0534500	BVRB_1g018600	45.5357	46.9325
Os04g0534600	BVRB_2g044740	72.0721	68.3761
Os04g0535200	BVRB_5g123180	47.9675	48.6598
Os04g0535400	BVRB_5g123150	55.2795	62.2378
Os04g0535600	BVRB_3g056080	54.7256	55.6589
Os04g0535600	BVRB_5g097930	56.25	54.5052
Os04g0536300	BVRB_1g018710	47.7444	49.6094
Os04g0536300	BVRB_5g097950	44.7368	52.4229
Os04g0536500	BVRB_5g097990	80.2469	35.6164
Os04g0537100	BVRB_1g018730	30.5389	29.6512
Os04g0537800	BVRB_1g018780	46.3768	44.4444
Os04g0537900	BVRB_5g098010	61.9718	68.1416
Os04g0537900	BVRB_5g123350	57.5453	66.5116
Os04g0538000	BVRB_004540	9.88468	69.7674
Os04g0538000	BVRB_5g098030	64.2504	67.2414
Os04g0538000	BVRB_6g152030	5.76606	61.4035
Os04g0538100	BVRB_5g098040	87.0466	43.0769
Os04g0538166	BVRB_5g098040	89.3617	16.1538
Os04g0538700	BVRB_3g050480	34.8077	28.5039
Os04g0538800	BVRB_1g006130	46.8783	42.1103
Os04g0538800	BVRB_6g129900	42.5397	38.2129
Os04g0538800	BVRB_9g216420	50.0529	52.9083
