Gene stable ID	Solanum tuberosum gene stable ID	%id. target Solanum tuberosum gene identical to query gene	%id. query gene identical to target Solanum tuberosum gene
Os06g0129900	PGSC0003DMG400000148	51.4286	52.4272
Os06g0129900	PGSC0003DMG400000149	50.0952	51.068
Os06g0130000	PGSC0003DMG401000018	13.7577	47.5177
Os06g0130000	PGSC0003DMG402000018	23.614	69.2771
Os06g0130100	PGSC0003DMG400031028	51.7518	69.1176
Os06g0130200	PGSC0003DMG400003944	27.8652	24.8996
Os06g0130200	PGSC0003DMG400031013	20	19.8661
Os06g0130200	PGSC0003DMG401027957	18.427	27.8912
Os06g0130400	PGSC0003DMG400003918	58.8561	58
Os06g0130400	PGSC0003DMG400031027	54.059	58.1349
Os06g0130500	PGSC0003DMG400014848	88.75	88.75
Os06g0130600	PGSC0003DMG400001660	39.8792	42.1725
Os06g0130600	PGSC0003DMG400003719	46.8278	47.9876
Os06g0130800	PGSC0003DMG400003632	32.0833	37.1981
Os06g0130900	PGSC0003DMG400003769	80.4734	100
Os06g0131100	PGSC0003DMG400016117	53.0612	54.7368
Os06g0131300	PGSC0003DMG400001662	63.8177	60.9524
Os06g0131300	PGSC0003DMG400026671	61.8234	60.2778
Os06g0131500	PGSC0003DMG400005021	41.4254	45.2555
Os06g0131500	PGSC0003DMG400012112	41.2027	44.4712
Os06g0131700	PGSC0003DMG400005807	43.7975	49.7126
Os06g0131700	PGSC0003DMG400011268	44.557	56.23
Os06g0131700	PGSC0003DMG400012113	47.3418	50.5405
Os06g0132100	PGSC0003DMG400003221	66.5198	68.6364
Os06g0132100	PGSC0003DMG400030229	66.0793	69.1244
Os06g0132100	PGSC0003DMG401005859	68.0617	70.068
Os06g0132400	PGSC0003DMG400014243	66.9725	22.3242
Os06g0132600	PGSC0003DMG400014801	69.4079	69.4079
Os06g0133600	PGSC0003DMG400014816	18.6782	64.3564
Os06g0133600	PGSC0003DMG400023011	61.7816	61.6046
Os06g0133600	PGSC0003DMG400028029	59.7701	59.9424
Os06g0133600	PGSC0003DMG400028030	59.7701	59.9424
Os06g0133600	PGSC0003DMG400039362	17.5287	44.5255
Os06g0133600	PGSC0003DMG400044876	15.5172	43.9024
Os06g0133800	PGSC0003DMG400007019	85.9882	78.1501
Os06g0133800	PGSC0003DMG400022088	85.6932	78.4076
Os06g0133900	PGSC0003DMG400007018	73.1898	72.2008
Os06g0133900	PGSC0003DMG400026006	72.9941	71.869
Os06g0134000	PGSC0003DMG400000965	77.3438	81.1475
Os06g0134000	PGSC0003DMG400003291	75.7812	78.8618
Os06g0134000	PGSC0003DMG400017711	39.0625	60.241
Os06g0134050	PGSC0003DMG402025960	61.5385	67.433
Os06g0134800	PGSC0003DMG400003935	55.1122	60.5479
Os06g0134900	PGSC0003DMG400003933	46	37.3984
Os06g0134900	PGSC0003DMG400025957	35.3333	38.4058
Os06g0134900	PGSC0003DMG401025958	26.3333	40.9326
Os06g0135000	PGSC0003DMG400027412	43.5897	11.6438
Os06g0135000	PGSC0003DMG400031006	43.5897	11.7241
Os06g0135460	PGSC0003DMG400017466	10.4	7.7381
Os06g0135460	PGSC0003DMG400017467	10.4	7.7381
Os06g0135900	PGSC0003DMG400007771	45.5939	45.5939
Os06g0136000	PGSC0003DMG400027412	80.2083	79.1096
Os06g0136000	PGSC0003DMG400031006	80.2083	79.6552
Os06g0136300	PGSC0003DMG400003954	37.3984	40.3509
Os06g0136300	PGSC0003DMG400017582	34.9594	22.6316
Os06g0136500	PGSC0003DMG400007015	57.8313	35.8209
Os06g0136500	PGSC0003DMG400012484	56.6265	33.813
Os06g0136500	PGSC0003DMG400017581	59.0361	35.2518
Os06g0136500	PGSC0003DMG401012773	54.2169	33.5821
Os06g0136500	PGSC0003DMG402012773	42.1687	32.1101
Os06g0136800	PGSC0003DMG400003952	57.2391	58.8235
Os06g0137100	PGSC0003DMG400003947	77.6224	44.2231
Os06g0137300	PGSC0003DMG400004929	56.0127	64.5985
Os06g0137400	PGSC0003DMG400001614	50.4202	59.4059
Os06g0137400	PGSC0003DMG400001615	47.8992	54.2857
Os06g0137400	PGSC0003DMG400001653	46.2185	51.8868
Os06g0137400	PGSC0003DMG400001654	50.4202	55.5556
Os06g0137400	PGSC0003DMG400001667	45.3782	56.25
Os06g0137400	PGSC0003DMG400001668	52.9412	60
Os06g0137400	PGSC0003DMG400003673	42.8571	50.495
Os06g0137400	PGSC0003DMG400003773	52.1008	57.4074
Os06g0137400	PGSC0003DMG400022588	47.8992	57
Os06g0137400	PGSC0003DMG400026709	51.2605	55.9633
Os06g0137400	PGSC0003DMG400029190	47.0588	58.3333
Os06g0137400	PGSC0003DMG400036638	45.3782	49.0909
Os06g0137500	PGSC0003DMG400000409	60.9694	67.3239
Os06g0137600	PGSC0003DMG400001616	57.4163	60
Os06g0137700	PGSC0003DMG400003633	72	75
Os06g0137700	PGSC0003DMG400014178	73.0667	75.4821
Os06g0138000	PGSC0003DMG400017209	51.6129	16.9761
Os06g0138100	PGSC0003DMG400003634	59.8425	54.6763
Os06g0138200	PGSC0003DMG400003560	39.7727	46.1394
Os06g0138200	PGSC0003DMG400023875	34.4156	31.2224
Os06g0138600	PGSC0003DMG400016202	46.7363	42.3168
Os06g0139700	PGSC0003DMG400026583	55.627	54.0625
Os06g0139800	PGSC0003DMG400018839	53.2423	59.3156
Os06g0139800	PGSC0003DMG400021596	54.2662	63.3466
Os06g0139900	PGSC0003DMG400009772	74.3902	77.5424
Os06g0139900	PGSC0003DMG400013685	72.3577	75.4237
Os06g0139900	PGSC0003DMG400020027	25.2033	48.4375
Os06g0139900	PGSC0003DMG400037137	16.2602	32.2581
Os06g0139900	PGSC0003DMG400038195	25.6098	30.1435
Os06g0139900	PGSC0003DMG400042943	28.0488	29.1139
Os06g0140200	PGSC0003DMG400010447	20.8163	31.6279
Os06g0140200	PGSC0003DMG400011209	34.7959	34.8671
Os06g0140200	PGSC0003DMG400014739	28.8776	30.4957
Os06g0140200	PGSC0003DMG400014740	24.2857	30.3571
Os06g0140200	PGSC0003DMG400014753	28.2653	29.8813
Os06g0140200	PGSC0003DMG400018994	33.3673	33.0637
Os06g0140200	PGSC0003DMG400019072	28.4694	29.9356
Os06g0140200	PGSC0003DMG400030561	26.8367	32.1909
Os06g0140300	PGSC0003DMG400010447	21.8326	29.9225
Os06g0140300	PGSC0003DMG400011209	36.3122	32.8221
Os06g0140300	PGSC0003DMG400014739	28.6199	27.2629
Os06g0140300	PGSC0003DMG400014740	23.9819	27.0408
Os06g0140300	PGSC0003DMG400014753	28.3937	27.0766
Os06g0140300	PGSC0003DMG400018994	36.6516	32.7604
Os06g0140300	PGSC0003DMG400019072	28.3937	26.9313
Os06g0140300	PGSC0003DMG400030561	27.8281	30.1102
Os06g0140400	PGSC0003DMG400025984	44.1406	39.2361
Os06g0140700	PGSC0003DMG400025984	37.6623	40.2778
Os06g0140800	PGSC0003DMG400007217	50.4963	48.0519
Os06g0140800	PGSC0003DMG400018850	49.5037	49.3812
Os06g0141100	PGSC0003DMG400018853	57.6923	58.9391
Os06g0141100	PGSC0003DMG400018854	61.9231	63.2613
Os06g0141166	PGSC0003DMG400024321	60.9877	61.75
Os06g0141200	PGSC0003DMG400007381	56.5517	47.6744
Os06g0141400	PGSC0003DMG400018965	30.2521	28.3465
Os06g0141400	PGSC0003DMG400020681	30.2521	25.7143
Os06g0141600	PGSC0003DMG400018965	32.3741	35.4331
Os06g0141600	PGSC0003DMG400020681	31.6547	31.4286
Os06g0141700	PGSC0003DMG400018965	47.8261	43.3071
Os06g0141700	PGSC0003DMG400020681	46.9565	38.5714
Os06g0142050	PGSC0003DMG400018964	58.3333	29.7872
Os06g0142200	PGSC0003DMG400018965	46.087	41.7323
Os06g0142200	PGSC0003DMG400020681	44.3478	36.4286
Os06g0142300	PGSC0003DMG400018965	47.8261	43.3071
Os06g0142300	PGSC0003DMG400020681	46.9565	38.5714
Os06g0142350	PGSC0003DMG400018965	43	33.8583
Os06g0142350	PGSC0003DMG400020681	42	30
Os06g0142400	PGSC0003DMG400018965	46.087	41.7323
Os06g0142400	PGSC0003DMG400020681	44.3478	36.4286
Os06g0142500	PGSC0003DMG400006498	35.0327	36.2652
Os06g0142500	PGSC0003DMG400006729	36.6013	36.8421
Os06g0142500	PGSC0003DMG400017105	27.3203	41.8
Os06g0142500	PGSC0003DMG400017106	18.6928	30.7527
Os06g0142500	PGSC0003DMG400020023	31.1111	33.6158
Os06g0142600	PGSC0003DMG400004837	21.7105	25.268
Os06g0142600	PGSC0003DMG400013826	28.8158	33.3841
Os06g0142600	PGSC0003DMG400025519	26.3158	31.3972
Os06g0142600	PGSC0003DMG400029303	25.9211	27.3992
Os06g0142650	PGSC0003DMG400014623	36.8764	35.7895
Os06g0142650	PGSC0003DMG400021993	49.4577	51.236
Os06g0142700	PGSC0003DMG400028545	52.5974	48.7952
Os06g0142700	PGSC0003DMG400028621	51.2987	46.1988
Os06g0142800	PGSC0003DMG400023146	63.9474	65.4986
Os06g0142900	PGSC0003DMG400029091	54.2601	63.6842
Os06g0143000	PGSC0003DMG400017948	56.8627	56.2015
Os06g0143400	PGSC0003DMG400001070	62.0609	63.2458
Os06g0143600	PGSC0003DMG400023617	66.6667	6.04651
Os06g0143700	PGSC0003DMG400002643	62.2388	62.9909
Os06g0143700	PGSC0003DMG400028635	64.1791	64.759
Os06g0143700	PGSC0003DMG400043204	16.7164	51.1416
Os06g0143900	PGSC0003DMG400028615	76.957	79.2281
Os06g0144000	PGSC0003DMG400016511	50.4323	45.5729
Os06g0144200	PGSC0003DMG400001311	53.5556	54.0359
Os06g0144200	PGSC0003DMG400005522	46.6667	52.7638
Os06g0144200	PGSC0003DMG400005523	52.8889	53.2438
Os06g0144200	PGSC0003DMG400006937	46.2222	52.3929
Os06g0144200	PGSC0003DMG400006938	51.5556	52.4887
Os06g0144200	PGSC0003DMG400018142	55.3333	57.2414
Os06g0144200	PGSC0003DMG400033070	54.6667	56.5517
Os06g0144200	PGSC0003DMG402000859	51.7778	53.0752
Os06g0144200	PGSC0003DMG402017626	49.7778	48.8017
Os06g0144800	PGSC0003DMG400013207	78.1297	78.6039
Os06g0144900	PGSC0003DMG400001311	51.3742	54.4843
Os06g0144900	PGSC0003DMG400005522	43.5518	51.7588
Os06g0144900	PGSC0003DMG400005523	51.1628	54.1387
Os06g0144900	PGSC0003DMG400006937	45.0317	53.6524
Os06g0144900	PGSC0003DMG400006938	49.8943	53.3937
Os06g0144900	PGSC0003DMG400018142	51.1628	55.6322
Os06g0144900	PGSC0003DMG400033070	51.5856	56.092
Os06g0144900	PGSC0003DMG402000859	49.26	53.0752
Os06g0144900	PGSC0003DMG402017626	48.203	49.6732
Os06g0145700	PGSC0003DMG400002399	49.6894	39.4089
Os06g0145800	PGSC0003DMG400017627	49.2647	48.9051
Os06g0146250	PGSC0003DMG400018081	34.2715	39.4286
Os06g0146250	PGSC0003DMG402006935	29.6358	40.4063
Os06g0146400	PGSC0003DMG400030100	51.0753	53.9773
Os06g0147800	PGSC0003DMG400000273	66.7614	65.8263
Os06g0148200	PGSC0003DMG400002519	67.5214	66.0167
Os06g0148200	PGSC0003DMG400002520	61.2536	59.8886
Os06g0149100	PGSC0003DMG400002519	41.4634	18.9415
Os06g0149100	PGSC0003DMG400002520	42.0732	19.2201
Os06g0149200	PGSC0003DMG400009724	24.6914	2.92826
Os06g0149400	PGSC0003DMG400000276	69.0476	70.5405
Os06g0149400	PGSC0003DMG400002493	46.5608	70.1195
Os06g0149400	PGSC0003DMG400021385	67.4603	68.1818
Os06g0149400	PGSC0003DMG402004883	56.8783	61.6046
Os06g0149500	PGSC0003DMG400000898	34.188	33.6134
Os06g0150100	PGSC0003DMG400029302	53.3333	58.4615
Os06g0150400	PGSC0003DMG400008434	55.2288	55.9603
Os06g0150600	PGSC0003DMG400031348	28.481	29.7357
Os06g0151100	PGSC0003DMG400031348	30.1255	31.7181
Os06g0151200	PGSC0003DMG400002505	45	48.5611
Os06g0151300	PGSC0003DMG400002754	81.1189	82.2695
Os06g0151600	PGSC0003DMG400002521	51.6963	54.4218
Os06g0151900	PGSC0003DMG400017413	66.6667	20.6349
Os06g0151900	PGSC0003DMG400025455	62.1795	20.0413
Os06g0151900	PGSC0003DMG400027554	60.8974	20.2991
Os06g0151900	PGSC0003DMG400045386	60.8974	60.8974
Os06g0152000	PGSC0003DMG400000351	61.9048	23.0496
Os06g0152200	PGSC0003DMG400007061	39.7222	47.9866
Os06g0152200	PGSC0003DMG400019025	36.9444	44.4816
Os06g0152500	PGSC0003DMG401025809	44.6686	40.4172
Os06g0152800	PGSC0003DMG400007094	49.4924	37.9377
Os06g0153200	PGSC0003DMG400007799	32.0186	40.8284
Os06g0153600	PGSC0003DMG400007100	2.96736	2.80899
Os06g0153600	PGSC0003DMG400021262	0	0
Os06g0153800	PGSC0003DMG400014972	28.1588	64.4628
Os06g0153800	PGSC0003DMG400023337	75.8123	77.2059
Os06g0153900	PGSC0003DMG400025227	48.4	54.5045
Os06g0154200	PGSC0003DMG400007856	44.0278	43.8451
Os06g0154200	PGSC0003DMG400035320	45.9722	46.5541
Os06g0154400	PGSC0003DMG401010200	49.2228	50.5319
Os06g0154600	PGSC0003DMG400007623	27.5362	50.6667
Os06g0154600	PGSC0003DMG400029847	59.4203	63.0769
Os06g0155300	PGSC0003DMG400015332	34.2776	40.8784
Os06g0155500	PGSC0003DMG400004283	41.4687	43.2432
Os06g0156400	PGSC0003DMG400022963	36.255	44.8276
Os06g0156600	PGSC0003DMG400004379	43.8889	42.4731
Os06g0156700	PGSC0003DMG400004379	37.8713	41.129
Os06g0156900	PGSC0003DMG400021307	67.663	71.5517
Os06g0156900	PGSC0003DMG401012430	64.6739	68
Os06g0157000	PGSC0003DMG400004379	41.0557	37.6344
Os06g0157800	PGSC0003DMG400009118	32.7869	37.037
Os06g0158200	PGSC0003DMG400008083	60.8696	25.1497
Os06g0158600	PGSC0003DMG402002606	86.4322	86.8687
Os06g0158700	PGSC0003DMG400007048	70.1613	75
Os06g0158700	PGSC0003DMG400041185	2.41935	2.80374
Os06g0158700	PGSC0003DMG401032495	68.5484	73.2759
Os06g0158800	PGSC0003DMG400000087	20.1299	25.2033
Os06g0159725	PGSC0003DMG400025246	84.8485	75.1678
Os06g0159750	PGSC0003DMG400011180	34.6341	16.0998
Os06g0159750	PGSC0003DMG400035291	21.9512	10.3448
Os06g0159750	PGSC0003DMG400036751	17.0732	8.06452
Os06g0159750	PGSC0003DMG400039027	23.4146	11.2676
Os06g0159750	PGSC0003DMG400040536	19.0244	10.4558
Os06g0159750	PGSC0003DMG400042068	21.9512	10.3211
Os06g0159750	PGSC0003DMG400047036	22.439	10.7981
Os06g0159900	PGSC0003DMG400016129	17.2012	11.3244
Os06g0160200	PGSC0003DMG400000205	58.3113	58.7766
Os06g0160200	PGSC0003DMG400033883	40.6332	57.2491
Os06g0160400	PGSC0003DMG400009067	45.8874	48.1818
Os06g0160400	PGSC0003DMG400028901	41.9913	43.6937
Os06g0160700	PGSC0003DMG402018552	60.0624	60.0624
Os06g0161300	PGSC0003DMG400010328	16.8582	18.4874
Os06g0161300	PGSC0003DMG400015831	15.5172	20.9845
Os06g0161300	PGSC0003DMG400015833	5.74713	17.8571
Os06g0161300	PGSC0003DMG400017941	17.0498	18.6975
Os06g0161300	PGSC0003DMG400026860	12.6437	15.7518
Os06g0161300	PGSC0003DMG401027561	18.0077	19.8312
Os06g0161300	PGSC0003DMG402009486	12.8352	18.2065
Os06g0162500	PGSC0003DMG401011292	46.875	44
Os06g0162550	PGSC0003DMG400004311	43.7063	41.1862
Os06g0162550	PGSC0003DMG400004312	42.6573	39.8042
Os06g0162700	PGSC0003DMG400018092	27.1028	32.7684
Os06g0162700	PGSC0003DMG400036895	29.9065	29.7674
Os06g0162800	PGSC0003DMG400024626	55.1111	50.4065
Os06g0162800	PGSC0003DMG400028359	53.3333	49.5868
Os06g0163000	PGSC0003DMG400000043	35.528	32.0628
Os06g0163000	PGSC0003DMG400015790	31.9255	32.6557
Os06g0163200	PGSC0003DMG400005495	63.8298	66.8524
Os06g0163200	PGSC0003DMG400020762	61.9681	57.2482
Os06g0163300	PGSC0003DMG402002623	56.8323	59.0323
Os06g0163400	PGSC0003DMG400002622	51.0319	50.5576
Os06g0163500	PGSC0003DMG400017594	36.3235	32.9333
Os06g0163600	PGSC0003DMG400000065	73.7374	14.2023
Os06g0164000	PGSC0003DMG400000196	7.79817	22.0779
Os06g0164400	PGSC0003DMG400004011	35.0254	18.3511
Os06g0164400	PGSC0003DMG401007955	34.5178	21.6561
Os06g0164500	PGSC0003DMG400025940	29.3578	30.1887
Os06g0164900	PGSC0003DMG400024258	19.8091	53.8961
Os06g0164900	PGSC0003DMG400024259	40.8115	42.4318
Os06g0164900	PGSC0003DMG400024260	39.0215	42.4125
Os06g0165500	PGSC0003DMG400024258	20.8589	55.1948
Os06g0165500	PGSC0003DMG400024259	43.5583	44.0447
Os06g0165500	PGSC0003DMG400024260	41.1043	43.4501
Os06g0165600	PGSC0003DMG400004255	23.3202	28.5024
Os06g0165600	PGSC0003DMG400012524	24.1107	25
Os06g0165600	PGSC0003DMG400012525	24.9012	26.4706
Os06g0165600	PGSC0003DMG400012526	22.5296	22.8916
Os06g0165600	PGSC0003DMG400014309	24.9012	26.6949
Os06g0165600	PGSC0003DMG400014310	25.6917	25.1938
Os06g0165600	PGSC0003DMG400014311	25.2964	29.4931
Os06g0165600	PGSC0003DMG400040222	22.9249	17.6292
Os06g0165800	PGSC0003DMG400006214	77.3077	82.0408
Os06g0165800	PGSC0003DMG400025882	75	78.629
Os06g0165800	PGSC0003DMG400030131	43.8462	68.6747
Os06g0166000	PGSC0003DMG400004030	53.3613	55.2174
Os06g0166200	PGSC0003DMG400001519	42.439	46.6488
Os06g0166400	PGSC0003DMG400007951	44.5652	56.5517
Os06g0166500	PGSC0003DMG400013765	32.2404	26.9406
Os06g0166500	PGSC0003DMG400020478	19.6721	39.5604
Os06g0166500	PGSC0003DMG400030896	32.7869	29.703
Os06g0167000	PGSC0003DMG400028736	94.3363	44.6212
Os06g0167100	PGSC0003DMG400004116	68.5057	67.8043
Os06g0167200	PGSC0003DMG400004128	42.9752	42.2764
Os06g0167200	PGSC0003DMG400038862	42.9752	41.9355
Os06g0167200	PGSC0003DMG400040994	38.5675	44.8718
Os06g0167200	PGSC0003DMG400042968	45.73	42.3469
Os06g0167400	PGSC0003DMG400015794	46.1538	48.0836
Os06g0167400	PGSC0003DMG402001521	9.0301	52.9412
Os06g0167600	PGSC0003DMG400007308	82.4	83.0645
Os06g0167600	PGSC0003DMG401019187	82.4	82.7309
Os06g0168000	PGSC0003DMG400008514	52.8902	56.135
Os06g0168400	PGSC0003DMG400008458	35.2459	37.2294
Os06g0168400	PGSC0003DMG400019052	19.6721	46.1538
Os06g0168500	PGSC0003DMG400028128	64.2623	63.2258
Os06g0168600	PGSC0003DMG400019692	87.8378	88.4901
Os06g0168600	PGSC0003DMG400023592	87.4693	88.1188
Os06g0168700	PGSC0003DMG400013537	46.3415	29.2308
Os06g0168800	PGSC0003DMG400030894	70.5596	60.5428
Os06g0170100	PGSC0003DMG400006498	38	38.5656
Os06g0170100	PGSC0003DMG400006729	39.6	39.0789
Os06g0170100	PGSC0003DMG400017105	29.8667	44.8
Os06g0170100	PGSC0003DMG400017106	19.2	30.9677
Os06g0170100	PGSC0003DMG400020023	34.2667	36.2994
Os06g0170500	PGSC0003DMG400029225	11.8257	58.7629
Os06g0171600	PGSC0003DMG400014032	0	0
Os06g0171600	PGSC0003DMG400018032	0	0
Os06g0171600	PGSC0003DMG401000916	0	0
Os06g0171600	PGSC0003DMG402000916	19.2708	20.1087
Os06g0171700	PGSC0003DMG400024111	54.8718	56.9149
Os06g0171800	PGSC0003DMG400021624	12.1369	71.3415
Os06g0171900	PGSC0003DMG400004584	59.5186	61.8182
Os06g0171900	PGSC0003DMG400006249	11.8162	39.4161
Os06g0171900	PGSC0003DMG400021607	59.7374	62.0455
Os06g0172000	PGSC0003DMG400032206	58.317	61.0656
Os06g0172200	PGSC0003DMG400030892	35.1695	35.4701
Os06g0172200	PGSC0003DMG400035905	30.9322	41.2429
Os06g0172600	PGSC0003DMG400000286	100	100
Os06g0172600	PGSC0003DMG401002397	100	100
Os06g0172800	PGSC0003DMG400030891	51.3514	54.9769
Os06g0173000	PGSC0003DMG400030908	27.7228	28.0766
Os06g0173100	PGSC0003DMG400024715	93.007	94.3262
Os06g0174300	PGSC0003DMG400010438	56.4935	70.1613
Os06g0174375	PGSC0003DMG400025658	2.85714	1.27701
Os06g0174400	PGSC0003DMG400026142	74.2081	74.5455
Os06g0175400	PGSC0003DMG400006705	16.129	10.7143
Os06g0175500	PGSC0003DMG400006704	48.2456	63.8051
Os06g0175800	PGSC0003DMG400029836	68.8421	69.4268
Os06g0175800	PGSC0003DMG400035945	22.9474	77.305
Os06g0175900	PGSC0003DMG400020649	69.4444	50.5051
Os06g0176000	PGSC0003DMG400007308	82.4	83.0645
Os06g0176000	PGSC0003DMG401019187	82.8	83.1325
Os06g0176100	PGSC0003DMG400029899	35.0482	22.7083
Os06g0176300	PGSC0003DMG400017421	25.7329	34.3478
Os06g0176300	PGSC0003DMG400019186	31.2704	34.1637
Os06g0176300	PGSC0003DMG400028505	36.4821	31.5493
Os06g0176300	PGSC0003DMG402019187	37.1335	32.853
Os06g0176500	PGSC0003DMG400017421	25.8993	31.3043
Os06g0176500	PGSC0003DMG400019186	34.8921	34.5196
Os06g0176500	PGSC0003DMG400028505	41.3669	32.3944
Os06g0176500	PGSC0003DMG402019187	42.0863	33.7176
Os06g0176700	PGSC0003DMG400017421	20.5714	31.3043
Os06g0176700	PGSC0003DMG400019186	35.1429	43.7722
Os06g0176700	PGSC0003DMG400028505	42	41.4085
Os06g0176700	PGSC0003DMG402019187	40	40.3458
Os06g0176900	PGSC0003DMG400029836	82.2917	67.0913
Os06g0176900	PGSC0003DMG400035945	28.3854	77.305
Os06g0177000	PGSC0003DMG400020649	69.4444	50.5051
Os06g0177100	PGSC0003DMG400007308	82.4	83.0645
Os06g0177100	PGSC0003DMG401019187	82.8	83.1325
Os06g0177200	PGSC0003DMG400029899	35.0482	22.7083
Os06g0177600	PGSC0003DMG400017421	25.7329	34.3478
Os06g0177600	PGSC0003DMG400019186	31.2704	34.1637
Os06g0177600	PGSC0003DMG400028505	36.4821	31.5493
Os06g0177600	PGSC0003DMG402019187	37.1335	32.853
Os06g0177700	PGSC0003DMG400017421	25.8993	31.3043
Os06g0177700	PGSC0003DMG400019186	34.8921	34.5196
Os06g0177700	PGSC0003DMG400028505	41.3669	32.3944
Os06g0177700	PGSC0003DMG402019187	42.0863	33.7176
Os06g0178500	PGSC0003DMG400017421	20.5714	31.3043
Os06g0178500	PGSC0003DMG400019186	35.1429	43.7722
Os06g0178500	PGSC0003DMG400028505	42	41.4085
Os06g0178500	PGSC0003DMG402019187	40	40.3458
Os06g0178700	PGSC0003DMG400017421	22.0339	33.913
Os06g0178700	PGSC0003DMG400019186	35.5932	44.8399
Os06g0178700	PGSC0003DMG400028505	43.2203	43.0986
Os06g0178700	PGSC0003DMG402019187	40.678	41.4986
Os06g0179000	PGSC0003DMG400011026	56.2738	54.7135
Os06g0179000	PGSC0003DMG400030715	61.597	60.4478
Os06g0179100	PGSC0003DMG400014201	12.2112	17.619
Os06g0179100	PGSC0003DMG400028526	11.2211	25.3731
Os06g0179100	PGSC0003DMG400028527	13.8614	21.9895
Os06g0179100	PGSC0003DMG400030691	13.8614	16.6008
Os06g0179100	PGSC0003DMG400034349	13.5314	21.9251
Os06g0179200	PGSC0003DMG400014135	58.9065	59.325
Os06g0179200	PGSC0003DMG401030725	59.9647	60.8229
Os06g0179200	PGSC0003DMG402030725	29.4533	59.6429
Os06g0179500	PGSC0003DMG400014132	7.84983	43.3962
Os06g0179500	PGSC0003DMG400028525	46.9283	35.6218
Os06g0179700	PGSC0003DMG400007819	64.1667	60.3133
Os06g0179700	PGSC0003DMG400030694	64.1667	60.3133
Os06g0179800	PGSC0003DMG400005590	25.2475	20.0787
Os06g0179800	PGSC0003DMG400005591	0	0
Os06g0179800	PGSC0003DMG400015687	33.0033	14.4196
Os06g0179800	PGSC0003DMG400030150	13.3663	15.0278
Os06g0179800	PGSC0003DMG400032785	25.7426	20.4456
Os06g0179800	PGSC0003DMG400043045	24.5875	25.6897
Os06g0179800	PGSC0003DMG401023575	28.7129	27.1875
Os06g0179800	PGSC0003DMG402023575	22.6073	24.2908
Os06g0179900	PGSC0003DMG400007886	59.448	55.336
Os06g0180000	PGSC0003DMG400015626	74.3827	66.5746
Os06g0181300	PGSC0003DMG400030385	19.7015	14.2241
Os06g0181400	PGSC0003DMG400011834	49.8876	50.9174
Os06g0181500	PGSC0003DMG400007889	78.0207	73.3766
Os06g0181500	PGSC0003DMG400011839	78.481	71.714
Os06g0181500	PGSC0003DMG400014128	55.4661	70.1601
Os06g0181566	PGSC0003DMG400001463	94.1176	94.1176
Os06g0181566	PGSC0003DMG400011840	68.6274	60.3448
Os06g0181700	PGSC0003DMG400014127	45.5056	50.9434
Os06g0181700	PGSC0003DMG400014196	45.5056	50.9434
Os06g0181700	PGSC0003DMG400026136	51.1236	46.4286
Os06g0181700	PGSC0003DMG400028500	48.8764	47.8022
Os06g0181800	PGSC0003DMG400026794	26.2108	26.361
Os06g0182100	PGSC0003DMG400014125	36.6412	43.0493
Os06g0182100	PGSC0003DMG400028499	38.1679	31.6456
Os06g0182300	PGSC0003DMG400028665	45.8639	80.5147
Os06g0182400	PGSC0003DMG400003198	35.0769	54.0284
Os06g0182500	PGSC0003DMG400010041	74.4856	70.155
Os06g0183200	PGSC0003DMG400004643	24.5229	33.5509
Os06g0183700	PGSC0003DMG400007894	19.1275	28.6432
Os06g0183800	PGSC0003DMG400019409	2.49433	0.966608
Os06g0183900	PGSC0003DMG400003180	57.7143	51.3995
Os06g0184100	PGSC0003DMG400026192	52.2523	61.0526
Os06g0184200	PGSC0003DMG400021201	16.5217	22.5519
Os06g0184300	PGSC0003DMG400011136	38.0952	38.013
Os06g0184500	PGSC0003DMG400008751	51.3975	53.8211
Os06g0184866	PGSC0003DMG401020106	10.567	27.1523
Os06g0184866	PGSC0003DMG402020106	26.2887	48.5714
Os06g0185800	PGSC0003DMG400011199	52.986	52.7181
Os06g0185900	PGSC0003DMG400026281	64.5299	63.4454
Os06g0185966	PGSC0003DMG400011205	42.9385	40.1064
Os06g0186000	PGSC0003DMG400011205	37.5887	5.6383
Os06g0186100	PGSC0003DMG400011205	44.1546	48.617
Os06g0186300	PGSC0003DMG400011205	48.5557	37.5532
Os06g0186400	PGSC0003DMG400011208	61.7769	64.3011
Os06g0186500	PGSC0003DMG400008807	6.15883	64.4068
Os06g0186500	PGSC0003DMG400020114	6.15883	64.4068
Os06g0186600	PGSC0003DMG400011210	51.5385	37.7111
Os06g0186600	PGSC0003DMG400014214	52.8205	39.8453
Os06g0186600	PGSC0003DMG400028923	47.6923	36.6864
Os06g0186700	PGSC0003DMG400026303	54.5455	57.3099
Os06g0186700	PGSC0003DMG400028924	51.7625	55.8
Os06g0186900	PGSC0003DMG400018681	81.7227	82.5902
Os06g0187100	PGSC0003DMG400012593	39.4822	49.7959
Os06g0187200	PGSC0003DMG400007816	77.3463	55.4524
Os06g0187200	PGSC0003DMG400011222	75.7282	55.0588
Os06g0187900	PGSC0003DMG400026319	74.5946	75.4098
Os06g0187900	PGSC0003DMG400029551	71.3513	72.1311
Os06g0188000	PGSC0003DMG400000740	64.898	67.3729
Os06g0188000	PGSC0003DMG400031714	64.898	67.3729
Os06g0188100	PGSC0003DMG400029372	73.6842	74.375
