Gene stable ID	Manihot esculenta gene stable ID	%id. target Manihot esculenta gene identical to query gene	%id. query gene identical to target Manihot esculenta gene
Os04g0541500	MANES_11G000400	56.8182	53.7295
Os04g0541700	MANES_01G038900	24.6377	28.4519
Os04g0541700	MANES_01G242300	29.3478	33.61
Os04g0541700	MANES_05G018700	29.7101	34.3096
Os04g0541900	MANES_05G018800	39.6226	42.4242
Os04g0542000	MANES_09G052900	29.6651	27.8027
Os04g0542000	MANES_11G163200	36.3636	28.6792
Os04g0542200	MANES_01G038100	64.3357	68.9655
Os04g0542200	MANES_01G051800	60.1399	64.5646
Os04g0542200	MANES_02G003200	58.1818	62.6506
Os04g0542200	MANES_05G192800	64.3357	69.2771
Os04g0542800	MANES_01G038100	65.7778	66.5667
Os04g0542800	MANES_01G051800	60.7407	61.5616
Os04g0542800	MANES_02G003200	58.963	59.9398
Os04g0542800	MANES_05G192800	66.0741	67.1687
Os04g0542900	MANES_17G019700	48.3622	57.7011
Os04g0543000	MANES_05G057600	49.7817	52.7778
Os04g0543000	MANES_17G022900	44.1048	50.8816
Os04g0543200	MANES_05G056900	60.9819	60.5128
Os04g0543600	MANES_01G089100	64.6396	48.8095
Os04g0543600	MANES_02G045400	64.6396	48.9761
Os04g0543700	MANES_01G088700	53.865	54.5342
Os04g0543900	MANES_06G129700	84.6715	84.6715
Os04g0543900	MANES_14G041300	84.1849	84.1849
Os04g0544200	MANES_01G273500	42.4528	43.6893
Os04g0544200	MANES_05G056500	45.283	47.2906
Os04g0544200	MANES_06G130300	44.8113	47.7387
Os04g0544200	MANES_14G039900	46.2264	48.7562
Os04g0544400	MANES_01G273600	44.6184	43.1002
Os04g0544400	MANES_05G056400	44.227	43.1298
Os04g0544500	MANES_01G087500	42.6667	35.2941
Os04g0544500	MANES_02G044400	42.6667	35.4244
Os04g0544900	MANES_05G056300	61.9718	62.2222
Os04g0545000	MANES_01G273700	41.6	50.7317
Os04g0545000	MANES_05G056100	42	51.2195
Os04g0545000	MANES_12G144700	36.4	39.738
Os04g0545000	MANES_S015500	35.2	38.4279
Os04g0545100	MANES_01G273900	68.0451	65.1079
Os04g0545100	MANES_05G055900	71.4286	71.4286
Os04g0545200	MANES_05G055800	56.3291	53.1873
Os04g0545400	MANES_06G130500	34.0541	34.2391
Os04g0545600	MANES_05G055600	39.267	39.267
Os04g0545700	MANES_02G043800	27.154	28.4153
Os04g0546100	MANES_09G039700	47.2906	44.5476
Os04g0546300	MANES_05G054800	75.2518	72.1379
Os04g0546400	MANES_01G085700	34.5133	16.5254
Os04g0546400	MANES_02G042700	31.8584	15.2542
Os04g0546500	MANES_06G131000	50.6757	55.5556
Os04g0546500	MANES_14G039100	47.973	51.4493
Os04g0546800	MANES_01G085400	36.478	40.1384
Os04g0547600	MANES_01G085100	19.8171	25
Os04g0547600	MANES_01G085200	27.7439	28.8889
Os04g0547600	MANES_02G042400	21.9512	21.6867
Os04g0547600	MANES_02G042500	28.9634	28.0236
Os04g0547600	MANES_06G131200	25.9146	29.8246
Os04g0547600	MANES_06G131300	21.3415	33.0189
Os04g0547600	MANES_14G038900	22.8659	31.7797
Os04g0547600	MANES_14G039000	25.6098	29.2683
Os04g0547900	MANES_02G042300	54.8913	55.1913
Os04g0548000	MANES_01G084900	60.8696	55.2632
Os04g0548000	MANES_02G042200	59.4203	53.4783
Os04g0548300	MANES_14G038400	55.9471	6.00189
Os04g0548400	MANES_06G131900	53.3333	22.3464
Os04g0548400	MANES_14G038000	52	21.7877
Os04g0548400	MANES_14G038200	48.6667	35.4369
Os04g0548700	MANES_01G084500	51.0121	43.0034
Os04g0548700	MANES_02G041800	51.8219	44.4444
Os04g0549300	MANES_06G132400	63.8243	69.382
Os04g0549400	MANES_05G052600	40.5941	32.5397
Os04g0549600	MANES_05G052200	72.5962	71.3948
Os04g0549700	MANES_01G271300	36.2676	41.0359
Os04g0549700	MANES_05G052000	36.9718	43.0328
Os04g0549800	MANES_01G271300	38.4615	37.8486
Os04g0549800	MANES_05G052000	39.2713	39.7541
Os04g0550200	MANES_01G271300	51.6129	44.6215
Os04g0550200	MANES_05G052000	51.1521	45.4918
Os04g0550400	MANES_01G271200	48.4163	48.8584
Os04g0550400	MANES_05G051900	46.9457	46.5247
Os04g0550500	MANES_07G077700	64.1399	61.9718
Os04g0550500	MANES_10G056500	64.4315	62.963
Os04g0550600	MANES_05G051700	54.844	54.4861
Os04g0550700	MANES_05G051400	14.5161	20
Os04g0550700	MANES_06G133000	22.3118	26.7742
Os04g0550700	MANES_14G037400	22.3118	23.7143
Os04g0550800	MANES_14G036400	49.0706	52.381
Os04g0550900	MANES_01G081600	69.0141	39.2
Os04g0550900	MANES_02G040800	71.1268	40.4
Os04g0551300	MANES_01G081300	58.1994	36.3454
Os04g0551300	MANES_02G040500	63.3441	34.9291
Os04g0551500	MANES_05G050800	26.3889	23.5732
Os04g0551600	MANES_01G270500	41.9355	41.6
Os04g0551600	MANES_05G050600	40.3226	40
Os04g0551700	MANES_01G270400	48.3721	49.0566
Os04g0551800	MANES_05G050400	91.7431	91.5751
Os04g0552300	MANES_01G269600	46.5438	45.0893
Os04g0552300	MANES_05G049800	47.9263	42.449
Os04g0552400	MANES_01G269400	31.0526	36.345
Os04g0552400	MANES_05G049600	31.2281	36.6255
Os04g0553000	MANES_16G070000	54.717	58
Os04g0553300	MANES_14G104000	38.9262	28.1553
Os04g0553500	MANES_02G039500	77.3399	43.1319
Os04g0553650	MANES_03G043200	33.7838	14.3678
Os04g0553800	MANES_02G039400	69.2135	63.6364
Os04g0554200	MANES_01G268500	45.9016	47.0588
Os04g0554200	MANES_05G048300	45.082	46.2185
Os04g0554500	MANES_01G078500	51.5385	63.2075
Os04g0554500	MANES_01G078600	51.5385	63.2075
Os04g0554500	MANES_01G078800	43.0769	52.3364
Os04g0554500	MANES_01G078900	50.7692	62.2642
Os04g0554500	MANES_02G037800	49.2308	60.3774
Os04g0554500	MANES_S100100	48.4615	59.434
Os04g0554600	MANES_01G078500	52.6718	65.0943
Os04g0554600	MANES_01G078600	52.6718	65.0943
Os04g0554600	MANES_01G078800	44.2748	54.2056
Os04g0554600	MANES_01G078900	51.9084	64.1509
Os04g0554600	MANES_02G037800	49.6183	61.3208
Os04g0554600	MANES_S100100	48.855	60.3774
Os04g0554800	MANES_01G078500	43.7956	56.6038
Os04g0554800	MANES_01G078600	44.5255	57.5472
Os04g0554800	MANES_01G078800	40.146	51.4019
Os04g0554800	MANES_01G078900	44.5255	57.5472
Os04g0554800	MANES_02G037800	40.8759	52.8302
Os04g0554800	MANES_S100100	41.6058	53.7736
Os04g0555000	MANES_02G038400	35.443	32.2663
Os04g0555000	MANES_05G048700	31.7862	31.5642
Os04g0555300	MANES_06G134900	66.0413	67.433
Os04g0555300	MANES_14G035900	66.2289	67.6245
Os04g0555400	MANES_12G030200	85.5372	85.3608
Os04g0555400	MANES_13G031300	85.3306	85.1546
Os04g0555500	MANES_18G056100	20.9644	3.0553
Os04g0555600	MANES_18G056100	16.3424	6.41613
Os04g0555700	MANES_01G259200	79.8561	79.8561
Os04g0555700	MANES_05G036700	79.8561	79.8561
Os04g0555800	MANES_14G025600	51.6129	23.4432
Os04g0555900	MANES_02G023000	63.1268	64.2643
Os04g0555900	MANES_02G023300	65.7817	66.967
Os04g0556000	MANES_01G062700	70.4591	71.6024
Os04g0556000	MANES_02G023200	69.7605	70.8925
Os04g0556300	MANES_01G062400	84.5238	84.5238
Os04g0556300	MANES_02G022600	82.1429	57.9832
Os04g0556400	MANES_08G052700	40.3743	31.1983
Os04g0556400	MANES_09G018300	40.9091	31.4168
Os04g0556500	MANES_08G052700	40.1728	38.4298
Os04g0556500	MANES_09G018300	41.2527	39.2197
Os04g0556600	MANES_08G052700	38.8769	37.1901
Os04g0556600	MANES_09G018300	40.6048	38.6037
Os04g0556900	MANES_01G258500	20.362	18.4426
Os04g0556900	MANES_05G036200	19.9095	18.5654
Os04g0556900	MANES_06G148200	23.9819	26.5
Os04g0557200	MANES_01G059300	35.5993	32.8926
Os04g0557200	MANES_01G257200	30.0537	30
Os04g0557200	MANES_02G019400	38.8193	34.8315
Os04g0557200	MANES_05G034700	34.1682	30.3175
Os04g0557500	MANES_01G059300	49.4444	14.7107
Os04g0557500	MANES_01G257200	47.7778	15.3571
Os04g0557500	MANES_02G019400	49.4444	14.2857
Os04g0557500	MANES_05G034700	47.7778	13.6508
Os04g0557800	MANES_01G059300	35.1916	33.3884
Os04g0557800	MANES_01G257200	29.0941	29.8214
Os04g0557800	MANES_02G019400	37.2822	34.3499
Os04g0557800	MANES_05G034700	32.7526	29.8413
Os04g0558400	MANES_01G257800	60.0467	60.9005
Os04g0558400	MANES_05G035200	61.4486	61.0209
Os04g0558900	MANES_01G070400	43.0013	44.4589
Os04g0558900	MANES_01G070500	41.3619	42.764
Os04g0558900	MANES_01G070600	42.2446	44.7263
Os04g0558900	MANES_02G028900	40.4792	43.1452
Os04g0558900	MANES_02G029000	32.6608	46.7509
Os04g0558900	MANES_16G106100	40.8575	43.6658
Os04g0559000	MANES_01G070400	50.9211	50.4563
Os04g0559000	MANES_01G070500	50.9211	50.4563
Os04g0559000	MANES_01G070600	49.8684	50.6008
Os04g0559000	MANES_02G028900	49.0789	50.1344
Os04g0559000	MANES_02G029000	38.2895	52.5271
Os04g0559000	MANES_16G106100	46.5789	47.7089
Os04g0559100	MANES_01G257000	51.6483	19.9153
Os04g0559100	MANES_05G034400	51.6483	19.9575
Os04g0559200	MANES_01G059400	15.2778	14.8816
Os04g0559200	MANES_01G256600	23.2639	21.1802
Os04g0559200	MANES_02G019700	16.6667	15.4341
Os04g0559200	MANES_05G034100	21.412	19.5975
Os04g0559200	MANES_05G045900	10.9954	15.3226
Os04g0559200	MANES_06G173100	9.02778	26.5306
Os04g0559400	MANES_12G118700	56.5854	55.5024
Os04g0559400	MANES_13G107700	57.0732	55.9809
Os04g0559400	MANES_18G051500	43.9024	49.4506
Os04g0559800	MANES_02G020500	55.3691	56.3781
Os04g0559800	MANES_06G150300	60.2908	60.1562
Os04g0560100	MANES_01G059800	65.8716	66.4815
Os04g0560100	MANES_05G033400	64.4037	64.7601
Os04g0560200	MANES_08G011600	71.3178	72.4409
Os04g0560300	MANES_10G050300	68.5573	61.1661
Os04g0560400	MANES_04G014700	58.9147	55.8824
Os04g0560400	MANES_11G151200	43.7985	44.9304
Os04g0560500	MANES_11G097600	49.4506	50.8475
Os04g0560600	MANES_18G009700	63.4146	64.381
Os04g0560700	MANES_02G110400	31.5789	21.9512
Os04g0561200	MANES_01G152100	46.8293	47.0588
Os04g0561200	MANES_02G111300	47.8049	48.5149
Os04g0561200	MANES_05G141500	44.878	44.6602
Os04g0561500	MANES_05G141200	53.8566	70.0704
Os04g0561500	MANES_18G007900	65.2233	65.9371
Os04g0561600	MANES_11G100600	67.094	67.9654
Os04g0561700	MANES_18G007800	48.1343	42.5743
Os04g0561800	MANES_03G131300	21.7054	23.2687
Os04g0561800	MANES_03G131400	20.9302	22.5
Os04g0561800	MANES_15G070200	20.4134	21.9444
Os04g0561900	MANES_12G073700	60.2888	54.6645
Os04g0561900	MANES_16G005600	61.1913	62.6617
Os04g0562000	MANES_03G080400	45.245	45.6395
Os04g0562100	MANES_04G068600	57.0312	54.9906
Os04g0562100	MANES_05G140200	57.8125	57.6998
Os04g0562100	MANES_11G100300	45.7031	46.988
Os04g0562100	MANES_18G007100	40.2344	58.3569
Os04g0562500	MANES_05G135200	11.8568	17.5497
Os04g0562500	MANES_18G006100	11.1857	16.7785
Os04g0562800	MANES_04G065500	38.5037	25.0892
Os04g0562800	MANES_05G135300	29.0146	22.6496
Os04g0562800	MANES_11G106600	38.5037	25.5139
Os04g0562800	MANES_18G006200	25	19.8551
Os04g0563000	MANES_04G065200	59.9638	56.9707
Os04g0563000	MANES_05G134800	60.1449	58.348
Os04g0563000	MANES_11G106800	61.0507	57.6068
Os04g0563100	MANES_11G107000	62.766	61.0766
Os04g0563700	MANES_01G153900	52.619	51.0393
Os04g0563700	MANES_02G112900	45.4762	46.247
Os04g0563700	MANES_05G133500	54.0476	52.9138
Os04g0563700	MANES_18G004700	55.4762	54.0603
Os04g0563801	MANES_05G130900	69.5506	47.7623
Os04g0563801	MANES_11G110700	11.4607	71.831
Os04g0563801	MANES_18G004200	69.3258	47.8666
Os04g0563900	MANES_01G155000	50.9474	58.3133
Os04g0563900	MANES_02G113800	51.5789	60.049
Os04g0563900	MANES_04G067100	52.2105	58.3529
Os04g0563900	MANES_05G131000	48	54.5455
Os04g0563900	MANES_11G110500	50.7368	56.5728
Os04g0564000	MANES_02G113900	28.9941	29.5181
Os04g0564600	MANES_01G155300	40.1515	38.6861
Os04g0564600	MANES_05G124100	37.1212	32.6667
Os04g0564600	MANES_18G003900	37.1212	30.0613
Os04g0564700	MANES_02G114000	42.8293	41.6509
Os04g0565200	MANES_08G052700	39.6552	38.0165
Os04g0565200	MANES_09G018300	40.3017	38.3984
Os04g0565400	MANES_08G052700	40.3017	38.6364
Os04g0565400	MANES_09G018300	41.3793	39.4251
Os04g0565500	MANES_01G156000	57.4118	57.277
Os04g0565500	MANES_02G114800	59.2941	59.1549
Os04g0565500	MANES_11G110100	58.3529	57.6744
Os04g0565900	MANES_15G141700	21.2919	17.1154
Os04g0565900	MANES_17G092400	21.0526	16.9557
Os04g0566000	MANES_02G219300	59.5745	23.7288
Os04g0566100	MANES_15G141500	58.9803	65.4242
Os04g0566400	MANES_15G141300	41.5987	43.8898
Os04g0566400	MANES_15G141400	38.4992	42.446
Os04g0566400	MANES_17G092100	42.5775	44.2373
Os04g0566400	MANES_17G092200	38.0098	41.1661
Os04g0566500	MANES_02G219700	78.1108	80.3738
Os04g0566600	MANES_15G140900	29.7386	30.3333
Os04g0566600	MANES_17G091800	29.7386	31.1644
Os04g0566700	MANES_08G132800	26.738	27.7778
Os04g0566700	MANES_09G154200	27.2727	28.022
Os04g0566700	MANES_11G023500	27.2727	27.1277
Os04g0566800	MANES_04G054800	46.8992	10.1171
Os04g0566900	MANES_04G054800	38.9439	9.86622
Os04g0567200	MANES_01G243800	41.7154	43.2323
Os04g0567200	MANES_02G004700	44.0546	46.7909
Os04g0567700	MANES_01G243900	84.0764	84.0764
Os04g0567700	MANES_02G004900	75.1592	76.6234
Os04g0567700	MANES_05G020500	85.3503	85.3503
Os04g0567800	MANES_01G036500	33.0578	46.5116
Os04g0567800	MANES_05G192300	34.1598	50.8197
Os04g0568400	MANES_01G039500	42.5501	41.1928
Os04g0568400	MANES_01G244100	42.2636	39.5442
Os04g0568400	MANES_02G005100	39.255	36.8775
Os04g0568400	MANES_05G020700	44.5559	41.8573
Os04g0568400	MANES_05G192200	42.6934	41.7367
Os04g0568600	MANES_07G111200	56.4103	53.3981
Os04g0568700	MANES_08G051600	32.459	41.25
Os04g0568700	MANES_09G020300	31.1475	39.4191
Os04g0568800	MANES_01G065400	38.1188	6.70732
Os04g0568900	MANES_01G260900	56.6775	44.9612
Os04g0568900	MANES_02G025600	66.4495	52.3077
Os04g0568900	MANES_05G038900	14.9837	63.0137
Os04g0568900	MANES_05G039000	33.8762	36.8794
Os04g0569000	MANES_02G025700	84.7761	84.7761
Os04g0569300	MANES_02G026500	56.7251	60.625
Os04g0569300	MANES_06G145200	55.2632	57.4468
Os04g0569300	MANES_14G028200	45.0292	56
Os04g0569400	MANES_01G261400	66.041	65.1515
Os04g0569900	MANES_01G065800	47.6293	47.5269
Os04g0569900	MANES_02G026600	47.4138	43.9122
Os04g0569900	MANES_06G145000	42.4569	42.5486
Os04g0570000	MANES_02G026800	59.144	63.8655
Os04g0570500	MANES_02G174900	34.0249	40
Os04g0570500	MANES_05G134000	43.7759	44.2348
Os04g0570600	MANES_02G174900	0	0
Os04g0570600	MANES_05G134000	0.205761	0.209644
Os04g0570800	MANES_01G261600	63.1579	64.9682
Os04g0570800	MANES_05G039600	61.6099	65.0327
Os04g0570800	MANES_14G028400	64.2415	64.9452
Os04g0571300	MANES_01G066600	56.9079	58.6441
Os04g0571300	MANES_01G261700	56.9079	59.6552
Os04g0571300	MANES_02G027400	53.6184	48.0826
Os04g0571300	MANES_06G144300	52.3026	56.5836
Os04g0571300	MANES_14G028700	51.6447	51.1401
Os04g0571600	MANES_01G067000	56.4286	59.8485
Os04g0571600	MANES_02G027800	55.5357	59.6929
Os04g0571600	MANES_06G143600	55.7143	56.9343
Os04g0571600	MANES_14G029100	53.75	55.1282
Os04g0571800	MANES_01G262200	39.1089	39.3035
Os04g0571800	MANES_05G040100	37.1287	38.0711
Os04g0572200	MANES_01G067300	44.1748	39.3939
Os04g0572200	MANES_06G143200	42.233	37.8261
Os04g0572200	MANES_14G029500	47.0874	42.1739
Os04g0572400	MANES_01G067400	42.0091	37.8601
Os04g0572400	MANES_01G067500	42.4658	39.9142
Os04g0572400	MANES_06G143100	44.7489	42.4242
Os04g0572400	MANES_14G029600	45.6621	45.6621
Os04g0572600	MANES_02G028200	31.7073	9.85527
Os04g0572700	MANES_01G013500	25.5814	11.1562
Os04g0572700	MANES_06G142500	30.6977	15.4206
Os04g0572700	MANES_10G082000	28.3721	12.449
Os04g0572800	MANES_05G040600	49.5798	53.6364
Os04g0572800	MANES_06G142100	50.4202	53.5714
Os04g0572800	MANES_14G030100	48.7395	51.7857
Os04g0573000	MANES_01G068400	69.6839	69.5839
Os04g0573000	MANES_02G031100	46.5517	71.8404
Os04g0573000	MANES_05G040700	71.8391	70.8215
Os04g0573100	MANES_02G031000	64.467	66.1458
Os04g0573100	MANES_06G142000	7.95262	46.0784
Os04g0573200	MANES_02G028800	61.5385	59.0769
Os04g0573300	MANES_06G139800	56.0452	63.9175
Os04g0574100	MANES_06G139100	48.9451	40.1384
Os04g0574100	MANES_14G032000	19.6203	42.8571
Os04g0574100	MANES_14G032100	48.1013	44.7937
Os04g0574200	MANES_05G043800	52.9002	53.7736
Os04g0574500	MANES_01G070800	36.4407	39.4495
Os04g0574500	MANES_02G031200	33.0508	40.8377
Os04g0574600	MANES_01G264800	50.9009	50.597
Os04g0574800	MANES_01G154900	72.8571	69.863
Os04g0574800	MANES_02G113700	72.8571	69.863
Os04g0576300	MANES_06G013600	73.3668	23.7013
Os04g0576300	MANES_14G164400	73.8693	23.9024
Os04g0576800	MANES_04G064400	50.565	53.4328
Os04g0576900	MANES_02G102100	64.6302	35.3873
Os04g0576900	MANES_05G151900	64.791	35.5693
Os04g0577200	MANES_05G018300	50.5219	49.2872
Os04g0577300	MANES_01G002700	47.4419	55.7377
Os04g0577500	MANES_08G158200	58.5209	58.147
Os04g0577700	MANES_08G031200	14.9864	26.699
Os04g0577700	MANES_09G048700	13.624	24.7525
Os04g0577700	MANES_11G165100	13.8965	31.2883
Os04g0578000	MANES_01G057800	61.4907	61.875
Os04g0578000	MANES_01G252700	61.2836	61.2836
Os04g0578000	MANES_02G017700	60.4555	60.8333
Os04g0578000	MANES_05G029900	61.2836	61.4108
Os04g0578200	MANES_05G030400	49.3927	50.6224
Os04g0578400	MANES_06G152200	58.5761	59.3443
Os04g0578400	MANES_14G022700	60.5178	61.3115
Os04g0578600	MANES_01G254300	47.6615	30.2687
Os04g0578600	MANES_05G031600	48.9978	30.8989
Os04g0578600	MANES_06G151600	38.3074	26.875
Os04g0578600	MANES_14G023200	47.4388	30.1273
Os04g0578700	MANES_01G254000	45.0382	43.7037
Os04g0578800	MANES_01G254100	50.1908	53.2389
Os04g0579200	MANES_01G058900	36.3208	46.9512
Os04g0579200	MANES_01G254500	33.4906	41.7647
Os04g0579200	MANES_02G019100	35.8491	46.3415
Os04g0579200	MANES_05G031700	33.0189	41.1765
Os04g0579700	MANES_01G058800	68.6679	55.287
Os04g0580300	MANES_06G151400	35.8643	35.1266
Os04g0580300	MANES_14G023500	36.0258	35.1181
Os04g0580500	MANES_01G069900	19.8813	21.3376
Os04g0580500	MANES_02G029800	19.2878	20.6349
Os04g0580700	MANES_01G263800	63.3858	66.5289
Os04g0580700	MANES_05G042000	61.811	64.876
Os04g0580800	MANES_02G000700	20.3704	37.931
Os04g0580800	MANES_08G057700	30.2469	26.4865
Os04g0581000	MANES_01G043500	66.1765	66.7656
Os04g0581100	MANES_02G000400	60.5114	61.3833
Os04g0581300	MANES_02G000300	76.7442	75
Os04g0581502	MANES_01G166400	53.2258	18.0328
Os04g0581502	MANES_02G123900	51.6129	17.5824
Os04g0581502	MANES_15G190700	33.871	21.875
Os04g0581700	MANES_13G041000	58.4615	65.5172
Os04g0581800	MANES_01G044300	50.8197	48.8189
Os04g0582000	MANES_01G124900	27.2841	19.106
Os04g0582600	MANES_01G124900	28.4519	17.8791
Os04g0582700	MANES_01G124900	10.1201	5.1709
Os04g0582900	MANES_01G124900	2.27273	0.262927
Os04g0583101	MANES_17G093400	41.4191	41.2829
Os04g0583500	MANES_07G081300	61.4786	56.0284
Os04g0583500	MANES_10G063600	61.4786	54.1096
Os04g0583700	MANES_01G123500	40.619	38.8889
Os04g0583700	MANES_02G081100	40.619	38.8529
Os04g0583900	MANES_01G123100	28.5097	26.6129
Os04g0583900	MANES_02G080700	27.8618	26.0081
Os04g0584100	MANES_08G043300	48.2143	24.8086
Os04g0584100	MANES_09G035900	45.2381	23.4568
Os04g0584500	MANES_03G090300	26.4706	16.2371
Os04g0584700	MANES_05G126400	43.956	12.1951
Os04g0584800	MANES_01G157000	48.3254	50
Os04g0584800	MANES_02G115500	48.5646	50.2475
Os04g0584900	MANES_05G126100	42.3197	38.4615
Os04g0585100	MANES_05G125500	58.1169	54.9923
Os04g0585200	MANES_01G156300	51.8519	29.7872
Os04g0585200	MANES_02G115100	53.5185	30.9091
Os04g0585200	MANES_03G097600	51.1111	29.8701
Os04g0585200	MANES_05G124900	55.1852	32.1121
Os04g0585200	MANES_18G003400	54.6296	31.6184
Os04g0585300	MANES_04G066800	52.8814	52.5253
Os04g0585400	MANES_06G002200	48.895	42.9612
Os04g0585400	MANES_14G173300	42.8177	57.8358
Os04g0585400	MANES_17G091900	54.6961	50
Os04g0585600	MANES_02G003500	39.5833	38.7755
Os04g0585700	MANES_05G057800	26.6667	44.9438
Os04g0585900	MANES_05G057800	31.9328	42.6966
Os04g0586000	MANES_05G057800	29.1339	41.573
Os04g0586100	MANES_05G057800	34.0206	37.0787
Os04g0586200	MANES_05G057800	32.6923	38.2022
Os04g0586500	MANES_05G111700	35.0877	37.037
Os04g0586700	MANES_05G058200	28.1337	30.5136
Os04g0588000	MANES_05G059100	37.5	17.757
Os04g0588200	MANES_05G060200	53.024	50.4334
Os04g0588700	MANES_05G060300	57.6144	51.4056
Os04g0589200	MANES_12G126400	49.2424	34.7594
Os04g0589600	MANES_03G100400	68.1818	69.8529
Os04g0589900	MANES_15G168300	44.591	45.5526
Os04g0589900	MANES_17G011900	43.7995	43.2292
Os04g0590100	MANES_06G027700	24.5455	24.6575
Os04g0590400	MANES_01G171700	41.6667	40.5199
Os04g0590400	MANES_01G171800	34.5912	38.3944
Os04g0590400	MANES_01G171900	46.3836	37.7238
Os04g0590400	MANES_01G172000	46.3836	38.8158
Os04g0590400	MANES_02G130800	42.2956	40.6344
Os04g0590400	MANES_02G130900	46.6981	42.3077
Os04g0590400	MANES_02G131000	41.5094	39.5802
Os04g0590400	MANES_02G131100	34.2767	36.394
Os04g0590400	MANES_07G117400	46.5409	39.5722
Os04g0590400	MANES_08G089000	46.0692	39.1188
Os04g0590400	MANES_10G029200	44.4969	38.6612
Os04g0590900	MANES_17G010100	37.5979	38.814
Os04g0591000	MANES_17G010200	42.268	43.4629
Os04g0591100	MANES_08G064000	62.6506	62.4
Os04g0591100	MANES_09G128900	65.8635	64.0625
Os04g0591100	MANES_15G188400	61.4458	70.1835
Os04g0591100	MANES_17G011500	62.6506	70.5882
Os04g0591300	MANES_15G188900	35.7542	28.8288
Os04g0591300	MANES_17G011300	32.9609	26.1062
Os04g0592500	MANES_09G128000	48.7738	40.2247
Os04g0592600	MANES_17G014400	72.4409	69.962
Os04g0592600	MANES_S098400	68.8976	64.8148
Os04g0592700	MANES_09G127900	62.963	62.963
Os04g0593200	MANES_08G064800	35	37.0717
Os04g0593200	MANES_09G127800	35.8824	33.1522
Os04g0593200	MANES_17G065700	32.6471	33.1343
Os04g0593400	MANES_09G127700	44.7205	45.5696
Os04g0593500	MANES_09G127700	35.0877	37.9747
Os04g0593600	MANES_17G009400	14.218	5.62852
Os04g0593600	MANES_17G009500	41.7062	43.3498
Os04g0593700	MANES_17G009400	32.4675	18.7617
Os04g0593700	MANES_17G009500	2.92208	4.4335
Os04g0593800	MANES_17G009400	27.5229	5.62852
Os04g0593800	MANES_17G009500	0.917431	0.492611
Os04g0594050	MANES_02G087200	58.3333	44.6809
Os04g0594050	MANES_05G207400	61.1111	36.0656
Os04g0594050	MANES_07G105300	58.3333	18.5841
Os04g0594050	MANES_07G129100	58.3333	16.2791
Os04g0594050	MANES_07G129200	61.1111	33.3333
Os04g0594050	MANES_07G129300	61.1111	31.8841
Os04g0594050	MANES_07G129500	61.1111	21.3592
Os04g0594050	MANES_09G157200	63.8889	69.697
Os04g0594050	MANES_10G013100	52.7778	35.8491
Os04g0594400	MANES_09G125200	50.9554	59.4796
Os04g0594400	MANES_17G010500	56.6879	63.5714
Os04g0594500	MANES_01G165900	27.0833	21.9409
Os04g0594700	MANES_01G165900	25.8786	17.0886
Os04g0594800	MANES_07G046500	66.2144	64.042
Os04g0594800	MANES_10G093400	49.6608	62.3509
Os04g0594800	MANES_18G057600	44.0977	58.8768
Os04g0595583	MANES_02G087200	60.6061	42.5532
Os04g0595583	MANES_05G207400	60.6061	32.7869
Os04g0595583	MANES_07G105300	63.6364	18.5841
Os04g0595583	MANES_07G129100	63.6364	16.2791
Os04g0595583	MANES_07G129200	66.6667	33.3333
Os04g0595583	MANES_07G129300	63.6364	30.4348
Os04g0595583	MANES_07G129500	63.6364	20.3883
Os04g0595583	MANES_09G157200	69.697	69.697
Os04g0595583	MANES_10G013100	60.6061	37.7358
Os04g0596300	MANES_15G192200	48.1481	48.2673
Os04g0596400	MANES_03G078200	69.6203	63.5838
Os04g0596500	MANES_03G003000	50	45.2414
Os04g0596900	MANES_15G185100	73.8806	73.1527
Os04g0596900	MANES_S031800	74.8756	74.321
Os04g0597000	MANES_15G184900	67.033	68.0297
Os04g0597000	MANES_17G010900	69.2308	70.5224
Os04g0597300	MANES_06G051300	44.9275	40.3471
Os04g0597300	MANES_14G126300	44.686	41.9501
Os04g0597900	MANES_08G164200	18.4615	6.06061
Os04g0597900	MANES_09G124200	16.9231	4.75676
Os04g0598000	MANES_08G164900	43.6975	40.3101
Os04g0598000	MANES_09G123900	41.1765	37.1212
Os04g0598200	MANES_04G021000	92.1687	92.1687
Os04g0598200	MANES_08G007000	92.7711	92.7711
Os04g0598200	MANES_09G068600	92.1687	92.1687
Os04g0598200	MANES_11G145400	92.1687	92.1687
Os04g0598300	MANES_06G127100	57.0694	58.2677
Os04g0598300	MANES_14G044200	55.7841	56.9554
Os04g0598900	MANES_11G104100	35.9211	37.0924
Os04g0599000	MANES_11G104100	39.4663	38.1793
Os04g0599300	MANES_07G013000	32.3276	32.967
Os04g0599300	MANES_10G132400	32.1121	31.8376
Os04g0599400	MANES_08G164400	53.2738	41.9204
Os04g0599650	MANES_02G203200	27.8968	33.5882
Os04g0599650	MANES_10G063700	35.1587	33.6626
Os04g0599700	MANES_15G185200	41.6058	64.7727
Os04g0599800	MANES_09G041500	58.7302	65.9243
Os04g0599900	MANES_03G045900	49.4949	51.9435
Os04g0600000	MANES_09G033400	32.6531	10.3226
Os04g0600400	MANES_17G003600	40.4531	40.5844
Os04g0600500	MANES_15G187000	44.1315	26.0388
Os04g0600500	MANES_17G007200	46.0094	27.0718
