Gene stable ID	Brassica oleracea gene stable ID	%id. target Brassica oleracea gene identical to query gene	%id. query gene identical to target Brassica oleracea gene
Os06g0342750	Bo8g115990	46.2046	36.0825
Os06g0343000	Bo8g115990	60	16.2371
Os06g0343100	Bo01214s040	65.8672	70.6231
Os06g0343100	Bo3g172240	69.1882	68.9972
Os06g0343100	Bo7g082710	71.9557	65.8784
Os06g0343600	Bo5g124870	37.7358	38.7931
Os06g0343900	Bo5g062620	34.8974	14.7277
Os06g0343900	Bo5g143220	8.5044	27.8846
Os06g0344900	Bo2g043280	42.3592	43.0518
Os06g0344900	Bo9g113820	42.8954	43.5967
Os06g0345200	Bo2g042260	48.0349	52.7578
Os06g0345200	Bo6g056350	49.1266	53.5714
Os06g0345200	Bo8g102270	48.9083	52.9551
Os06g0348800	Bo2g122230	30.989	37.6
Os06g0348800	Bo7g003410	36.4835	38.5151
Os06g0348800	Bo7g067200	31.4286	38.0319
Os06g0348800	Bo8g102300	36.7033	16.6667
Os06g0349700	Bo1g005770	42.344	43.0769
Os06g0349700	Bo3g093960	42.5331	43.7743
Os06g0349700	Bo7g117840	42.5331	43.3526
Os06g0349700	Bo7g119430	40.4537	41.7969
Os06g0349700	Bo9g181190	9.82987	33.3333
Os06g0349700	Bo9g181200	36.673	39.1919
Os06g0350600	Bo15368s010	12.749	34.7826
Os06g0350600	Bo1g007890	27.49	40.1163
Os06g0350600	Bo1g007900	29.4821	42.5287
Os06g0350600	Bo3g073410	29.8805	44.6429
Os06g0350600	Bo3g088350	27.49	43.125
Os06g0350600	Bo3g088360	26.6932	41.358
Os06g0350600	Bo3g170530	28.6853	44.7205
Os06g0350600	Bo6g020880	27.0916	41.9753
Os06g0350600	Bo6g020900	16.7331	32.5581
Os06g0350600	Bo7g116320	25.8964	40.1235
Os06g0350600	Bo7g116330	29.8805	46.875
Os06g0350600	Bo7g116340	31.4741	49.375
Os06g0350600	Bo7g116350	23.9044	31.25
Os06g0350600	Bo8g016210	26.6932	41.6149
Os06g0351500	Bo01443s010	37.5661	34.2169
Os06g0351500	Bo1g129960	34.3915	41.8006
Os06g0351500	Bo2g116840	34.127	32.9923
Os06g0351500	Bo2g134550	36.7725	39.8281
Os06g0351500	Bo3g138800	36.2434	18.0263
Os06g0351500	Bo5g029180	32.8042	22.5045
Os06g0351500	Bo6g085080	37.5661	25.222
Os06g0351500	Bo6g119950	39.6825	41.3223
Os06g0351500	Bo6g119970	33.8624	40.6349
Os06g0351500	Bo7g061770	34.127	15.4862
Os06g0351500	Bo7g061790	36.7725	33.0166
Os06g0351500	Bo8g070010	33.5979	30.3828
Os06g0351500	Bo9g048770	34.9206	39.403
Os06g0351500	Bo9g055790	34.127	41.4791
Os06g0351500	Bo9g055800	37.037	40.1146
Os06g0352200	Bo1g017430	30.4348	38.5
Os06g0352200	Bo1g019570	36.3636	41.0714
Os06g0352200	Bo3g156990	36.7589	43.4579
Os06g0352200	Bo7g074000	35.9684	37.7593
Os06g0352200	Bo7g074010	37.9447	44.2396
Os06g0352200	Bo7g113160	32.8063	41.5
Os06g0352900	Bo1g129760	17.9882	30.2789
Os06g0352900	Bo5g127460	22.7219	30.622
Os06g0353400	Bo5g127430	34.9398	17.6829
Os06g0354500	Bo5g007430	64.0876	65.037
Os06g0354500	Bo5g007450	62.9197	64.0416
Os06g0354700	Bo2g011560	54.1152	53.7832
Os06g0354700	Bo3g009350	55.9671	55.9671
Os06g0355150	Bo5g038710	25.969	8.90957
Os06g0355150	Bo7g057780	72.4806	19.705
Os06g0355150	Bo8g071550	72.4806	20.7087
Os06g0355500	Bo1g087730	33.3333	22.4599
Os06g0358800	Bo1g056890	38.4615	40.636
Os06g0358800	Bo7g103720	38.1271	40.1408
Os06g0360300	Bo4g182610	58.4192	60.4982
Os06g0364500	Bo00957s060	18.6544	48.0315
Os06g0364500	Bo5g017440	51.3761	49.5575
Os06g0367100	Bo5g108670	62.1262	62.6116
Os06g0367500	Bo00434s130	44.1441	44.9541
Os06g0367500	Bo5g108660	27.027	43.7956
Os06g0367500	Bo8g108590	45.9459	40.4762
Os06g0367900	Bo00534s150	58.7719	59.0829
Os06g0367900	Bo1g130040	59.2982	56.0531
Os06g0367900	Bo3g036230	61.5789	59.1906
Os06g0367900	Bo4g017410	62.6316	58.0488
Os06g0367900	Bo5g128940	58.9474	56.3758
Os06g0367900	Bo6g031520	59.4737	58.0479
Os06g0470000	Bo1g118880	32.2519	31.1234
Os06g0470000	Bo5g120070	33.2061	23.0464
Os06g0470000	Bo5g120090	31.1069	31.2261
Os06g0472000	Bo6g031630	54.717	56.8627
Os06g0472400	Bo7g064970	66.3526	66.442
Os06g0472700	Bo2g009470	22.0441	15.7143
Os06g0472700	Bo2g166290	29.4589	26.3441
Os06g0472700	Bo3g101200	29.6593	24.5033
Os06g0472700	Bo9g018150	25.4509	26.4033
Os06g0473000	Bo8g109330	20.1681	5.72792
Os06g0473100	Bo3g003450	51.1111	35.7977
Os06g0473100	Bo7g009660	53.3333	37.2093
Os06g0473100	Bo9g177020	54.4444	37.8378
Os06g0473200	Bo4g140200	69.8592	47.8764
Os06g0474200	Bo6g067910	59.0909	60.2899
Os06g0474200	Bo8g083460	57.9545	55.7377
Os06g0474300	Bo1g151620	31.6667	61.2903
Os06g0474300	Bo5g145440	55.4167	57.3276
Os06g0474500	Bo9g095830	61.9816	63.8955
Os06g0474866	Bo8g059650	86.747	5.15759
Os06g0474866	Bo8g109280	86.747	5.14653
Os06g0475400	Bo1g118880	28.2772	27.8085
Os06g0475400	Bo5g120070	28.6517	20.2649
Os06g0475400	Bo5g120090	26.4045	27.0115
Os06g0476200	Bo6g112420	61.92	62.9268
Os06g0478600	Bo3g069060	41.4747	45.4545
Os06g0478600	Bo5g122780	41.4747	45.5696
Os06g0480000	Bo1g005580	29.5664	30.9491
Os06g0480000	Bo3g154110	29.1721	29.7587
Os06g0480000	Bo7g118010	6.4389	16.3333
Os06g0480000	Bo7g118020	17.477	28.5408
Os06g0481850	Bo4g143750	32.1127	30.563
Os06g0482200	Bo9g131970	71.25	71.25
Os06g0483100	Bo24577s010	0	0
Os06g0483900	Bo1g117640	37.5758	36.3636
Os06g0483900	Bo5g118650	38.1818	39.1304
Os06g0484500	Bo5g133490	32.0175	41.7143
Os06g0484600	Bo3g012690	49.3976	42.268
Os06g0484600	Bo9g160110	45.1807	43.1034
Os06g0484800	Bo2g160850	26.1682	19.9288
Os06g0484800	Bo9g024040	11.9159	29.0598
Os06g0485100	Bo1g117640	47.2973	51.3196
Os06g0485100	Bo5g118650	46.4865	53.4161
Os06g0486000	Bo2g068170	41.8449	46.0972
Os06g0486000	Bo5g012150	24.4652	34.0149
Os06g0486000	Bo5g039710	40.6417	43.553
Os06g0486000	Bo6g111050	42.1123	41.1227
Os06g0486000	Bo8g059550	36.631	39.1989
Os06g0486000	Bo8g074850	41.1765	45.6296
Os06g0486400	Bo2g012140	53.3911	56.0606
Os06g0486400	Bo2g068160	41.7027	47.8477
Os06g0486400	Bo3g009890	13.7085	78.5124
Os06g0486400	Bo6g111030	41.7027	51.5152
Os06g0486400	Bo9g165690	53.9683	55.6548
Os06g0486800	Bo2g012200	67.8191	73.487
Os06g0486800	Bo9g165640	80.5851	79.7368
Os06g0486900	Bo2g012200	64.8148	70.6052
Os06g0486900	Bo9g165640	76.9841	76.5789
Os06g0487900	Bo5g012030	29.8851	28.1081
Os06g0487900	Bo9g044180	29.5019	27.1605
Os06g0488200	Bo01055s020	14.9117	88.3721
Os06g0488200	Bo03149s010	10.5952	79.4118
Os06g0488200	Bo4g108610	44.4735	62.6728
Os06g0488200	Bo5g009220	74.6893	78.488
Os06g0488200	Bo6g074590	45.9778	57.0617
Os06g0488200	Bo8g057950	47.3512	75.7322
Os06g0488200	Bo9g056070	79.9869	79.6224
Os06g0488600	Bo2g138500	62.069	16.4725
Os06g0488600	Bo7g052830	58.3072	15.7627
Os06g0488600	Bo7g081820	62.3824	16.5557
Os06g0488600	Bo7g090880	58.3072	15.5649
Os06g0489200	Bo7g097930	43.9024	45.9086
Os06g0489200	Bo9g014330	44.4106	46.1457
Os06g0489500	Bo2g061140	17.6101	21.8921
Os06g0490400	Bo00958s020	51.2346	50.4559
Os06g0490400	Bo1g157710	53.3951	54.232
Os06g0490400	Bo2g012430	50.9259	50
Os06g0490400	Bo5g156360	51.8519	52.6646
Os06g0492000	Bo2g056400	32.9114	11.4035
Os06g0492000	Bo3g149400	3.79747	1.64835
Os06g0492000	Bo6g097390	34.1772	11.7904
Os06g0492700	Bo7g104120	33.3333	38.0165
Os06g0492700	Bo8g042170	31.8841	36.0656
Os06g0493600	Bo2g061160	58.3333	62.5648
Os06g0493600	Bo6g095920	57.1256	59.5718
Os06g0493600	Bo6g107200	59.2995	62.2307
Os06g0493801	Bo7g098830	32.3398	29.364
Os06g0494100	Bo1g010540	34.4379	24.8506
Os06g0494100	Bo3g173470	53.0177	53.8462
Os06g0494100	Bo7g115710	52.7811	54.192
Os06g0495700	Bo2g055570	37.2428	41.0431
Os06g0495700	Bo6g061020	38.6831	35.6736
Os06g0495800	Bo2g138580	16.3889	22.5191
Os06g0495800	Bo7g081880	16.6667	22.6415
Os06g0495800	Bo7g097920	18.3333	23.913
Os06g0495800	Bo9g014310	17.7778	24.8062
Os06g0496000	Bo3g138470	38.4058	44.4631
Os06g0496000	Bo7g052840	38.4058	44.0199
Os06g0496400	Bo00835s050	28.2313	27.2131
Os06g0496400	Bo6g101000	27.8912	28.3737
Os06g0498400	Bo8g059650	63.5078	64.3266
Os06g0498400	Bo8g109280	62.2348	62.9021
Os06g0498500	Bo6g081190	7.44681	36.6279
Os06g0498500	Bo6g122610	48.4634	49.2788
Os06g0498800	Bo5g025100	64.7727	65.5172
Os06g0498800	Bo8g104520	67.0455	68.2081
Os06g0498900	Bo8g091550	48.7518	50.9202
Os06g0499000	Bo9g075820	28.6982	17.7982
Os06g0499100	Bo00685s030	24.8619	29.4118
Os06g0499100	Bo1g117460	21.547	20.1031
Os06g0499100	Bo5g117400	17.6796	20.6452
Os06g0499100	Bo5g118450	13.8122	25.7732
Os06g0499100	Bo6g016950	23.2044	30.2158
Os06g0499301	Bo1g022180	36.6044	36.3215
Os06g0499500	Bo1g008000	38.871	41.4802
Os06g0499500	Bo2g011190	41.6129	45.2632
Os06g0499500	Bo2g011210	42.4194	44.2017
Os06g0499500	Bo2g050470	39.5161	45.1197
Os06g0499500	Bo3g009110	41.2903	43.4635
Os06g0499500	Bo3g009140	43.2258	45.1939
Os06g0499500	Bo3g023700	37.2581	42.1533
Os06g0499500	Bo4g164910	34.1936	43.8017
Os06g0499500	Bo5g053450	47.7419	44.9165
Os06g0499500	Bo6g010670	32.4194	43.6957
Os06g0499500	Bo6g015650	19.5161	44
Os06g0499500	Bo6g015670	27.0968	42.6396
Os06g0499500	Bo7g011450	41.129	44.7368
Os06g0499500	Bo7g048440	48.871	48.019
Os06g0499500	Bo7g116220	37.7419	45.614
Os06g0499500	Bo7g116230	32.9032	42.0619
Os06g0499500	Bo8g039460	47.0968	48.3444
Os06g0499500	Bo8g109430	41.9355	45.5341
Os06g0499500	Bo8g109440	42.5806	46.1538
Os06g0499500	Bo8g109480	41.6129	45.5026
Os06g0499500	Bo8g109490	32.9032	42.9474
Os06g0499500	Bo9g052150	40.4839	44.7415
Os06g0499500	Bo9g117680	40	43.0556
Os06g0499500	Bo9g166800	43.7097	45.6229
Os06g0499500	Bo9g167830	41.2903	44.3674
Os06g0499900	Bo4g125570	63.0165	47.5819
Os06g0499900	Bo8g080900	18.1818	71.5447
Os06g0501900	Bo4g024790	38.0198	37.5734
Os06g0501900	Bo4g102560	34.8515	33.5238
Os06g0501900	Bo4g195610	29.703	40.5405
Os06g0501900	Bo4g195630	34.0594	38.8262
Os06g0501900	Bo4g195640	31.6832	38.4615
Os06g0501900	Bo4g195650	36.6337	36.2035
Os06g0501900	Bo4g195660	37.8218	37.5984
Os06g0501900	Bo4g195670	38.2178	37.6218
Os06g0501900	Bo4g195680	28.1188	38.0697
Os06g0501900	Bo7g040380	32.0792	34.6895
Os06g0501900	Bo7g040400	34.8515	34.9206
Os06g0501900	Bo8g095620	36.4356	36.9478
Os06g0502800	Bo03897s010	40.1639	39.6761
Os06g0502800	Bo5g005010	56.9672	26.7308
Os06g0502800	Bo8g115370	55.3279	24.1071
Os06g0502900	Bo1g147170	56.1508	57.4037
Os06g0502900	Bo5g140190	55.754	57.8189
Os06g0503100	Bo1g040450	54.9383	46.5969
Os06g0503100	Bo2g047420	53.9095	44.4822
Os06g0503400	Bo1g036900	49.0566	47.2727
Os06g0503400	Bo3g045200	49.434	44.2568
Os06g0503400	Bo3g155370	47.1698	45.6204
Os06g0503400	Bo4g012490	46.0377	48.6056
Os06g0503400	Bo4g101200	17.3585	35.1145
Os06g0503400	Bo6g077810	44.5283	47.012
Os06g0503400	Bo7g108930	46.4151	45.8955
Os06g0503400	Bo9g003620	33.9623	37.3444
Os06g0503400	Bo9g030680	49.434	52.1912
Os06g0503400	Bo9g033710	48.3019	51.2
Os06g0503400	Bo9g091210	29.434	60
Os06g0503800	Bo9g163350	32.377	19.603
Os06g0503900	Bo01127s020	20.9964	18.2663
Os06g0503900	Bo5g048320	18.5053	6.18312
Os06g0503900	Bo8g114580	22.4199	17.1662
Os06g0504100	Bo6g091550	25.7143	25.4717
Os06g0504100	Bo6g115840	26.1905	25.8216
Os06g0504100	Bo8g104960	25.7143	26.2136
Os06g0504900	Bo1g035810	19.4301	25.3378
Os06g0504900	Bo2g047450	22.0207	20.6311
Os06g0504900	Bo3g165850	20.4663	25.6494
Os06g0504900	Bo7g088570	17.8756	22.4026
Os06g0504900	Bo7g108870	19.4301	25.0836
Os06g0505100	Bo6g103590	20.2381	3.86891
Os06g0505302	Bo6g103590	56.0766	26.6727
Os06g0505400	Bo2g024640	49.1803	52.0231
Os06g0505400	Bo9g146970	21.5847	23.3728
Os06g0505700	Bo2g045950	50	31.746
Os06g0505700	Bo3g022830	50	31.746
Os06g0505700	Bo3g039170	70	25.4545
Os06g0505700	Bo4g009370	70	38.3562
Os06g0505700	Bo4g101280	65	39.3939
Os06g0505700	Bo7g097180	55	34.9206
Os06g0505700	Bo9g013790	55	34.9206
Os06g0505700	Bo9g111020	52.5	33.3333
Os06g0506000	Bo3g022810	32.3194	34.5528
Os06g0506000	Bo9g111030	34.981	35.249
Os06g0506100	Bo8g082760	44.3864	44.4444
Os06g0506200	Bo4g071690	75.2212	49.8534
Os06g0506200	Bo4g165210	75.2212	49.8534
Os06g0507300	Bo3g039130	43.2836	16.0221
Os06g0507300	Bo3g054510	37.8109	16.0677
Os06g0507300	Bo4g010420	43.7811	15.7706
Os06g0507300	Bo6g077860	45.2736	16.1922
Os06g0507300	Bo8g096110	42.7861	15.5515
Os06g0507400	Bo3g039130	63.4328	62.6151
Os06g0507400	Bo3g054510	43.4701	49.26
Os06g0507400	Bo4g010420	63.9925	61.4695
Os06g0507400	Bo6g077860	65.8582	62.8114
Os06g0507400	Bo8g096110	60.8209	58.9512
Os06g0507900	Bo4g142250	20.9726	11.4428
Os06g0507900	Bo9g030740	18.845	10.6164
Os06g0508700	Bo01339s010	61.3636	15.0418
Os06g0508700	Bo1g051570	1.13636	0.299401
Os06g0508700	Bo4g130770	64.7727	7.19697
Os06g0509600	Bo7g092570	33.5714	33.2547
Os06g0509900	Bo3g064000	34.0741	32.8571
Os06g0517700	Bo3g064000	33.1081	35
Os06g0519400	Bo4g105180	9.319	1.60991
Os06g0519400	Bo6g074830	7.52688	2.94118
Os06g0520600	Bo1g011930	21.2377	20.5163
Os06g0520600	Bo2g029000	21.9409	20.2073
Os06g0520600	Bo7g114720	21.519	20.5094
Os06g0520733	Bo1g088110	46.0177	35.8621
Os06g0520733	Bo6g096000	38.0531	26.7081
Os06g0520733	Bo6g107130	36.2832	25.4658
Os06g0520733	Bo9g050920	46.0177	34.6667
Os06g0521300	Bo1g150160	21.8487	27.3684
Os06g0521300	Bo5g144900	23.9496	30
Os06g0523100	Bo9g030690	56.6532	43.5659
Os06g0523100	Bo9g032650	56.4516	43.5459
Os06g0523300	Bo3g021430	34.6939	34
Os06g0523300	Bo4g116580	33.6735	40.7407
Os06g0523300	Bo5g137840	32.6531	35.1648
Os06g0523300	Bo6g066440	32.6531	31.068
Os06g0523300	Bo9g120920	37.7551	36.6337
Os06g0523300	Bo9g148190	28.5714	26.6667
Os06g0523400	Bo4g142460	74.5342	70.5882
Os06g0523900	Bo1g059380	20.0286	42.4242
Os06g0523900	Bo2g166120	51.073	52.346
Os06g0523900	Bo3g181160	12.5894	46.3158
Os06g0523900	Bo4g142580	59.0844	58.4986
Os06g0523900	Bo5g041540	16.0229	50.4505
Os06g0523900	Bo6g066460	59.0844	58.4986
Os06g0523900	Bo7g029040	11.3019	53.0201
Os06g0523900	Bo7g107440	19.8856	59.4017
Os06g0524300	Bo4g009280	22.688	28.5271
Os06g0524300	Bo8g096180	23.1813	25.4054
Os06g0524500	Bo3g143620	45.614	46.4286
Os06g0524700	Bo3g016950	25.2847	23.1733
Os06g0524700	Bo4g034620	24.3736	23.3115
Os06g0524700	Bo4g186290	26.6515	26.1161
Os06g0524700	Bo9g148300	21.4123	19.8312
Os06g0524700	Bo9g148310	23.6902	24.4131
Os06g0525000	Bo3g143620	27.7487	47.3214
Os06g0525200	Bo6g066500	23.3503	16.3121
Os06g0525200	Bo9g030870	25.3807	19.1571
Os06g0526100	Bo2g046020	39.2405	42.4658
Os06g0526100	Bo3g022850	38.7342	43.3428
Os06g0526100	Bo9g110960	38.2278	42.7762
Os06g0526400	Bo1g051020	47.9592	50.8108
Os06g0526400	Bo2g046090	48.9796	51.0638
Os06g0526400	Bo2g056040	29.5918	50
Os06g0526400	Bo3g022900	48.9796	52.1739
Os06g0526400	Bo3g054410	47.449	48.1865
Os06g0526400	Bo4g166630	29.5918	50
Os06g0526400	Bo5g002530	48.9796	51.3369
Os06g0526400	Bo5g034970	47.9592	50.5376
Os06g0526400	Bo6g056380	42.8571	44.2105
Os06g0526400	Bo6g077890	50.5102	52.9412
Os06g0526400	Bo9g003780	14.7959	48.3333
Os06g0526400	Bo9g109880	48.9796	52.1739
Os06g0526400	Bo9g175350	21.9388	44.3299
Os06g0526466	Bo1g051020	30.4348	22.7027
Os06g0526466	Bo2g046090	31.1594	22.8723
Os06g0526466	Bo2g056040	23.913	28.4483
Os06g0526466	Bo3g022900	30.4348	22.8261
Os06g0526466	Bo3g054410	28.2609	20.2073
Os06g0526466	Bo4g166630	23.913	28.4483
Os06g0526466	Bo5g002530	28.9855	21.3904
Os06g0526466	Bo5g034970	28.9855	21.5054
Os06g0526466	Bo6g056380	25.3623	18.4211
Os06g0526466	Bo6g077890	29.7101	21.9251
Os06g0526466	Bo9g003780	15.942	36.6667
Os06g0526466	Bo9g109880	30.4348	22.8261
Os06g0526466	Bo9g175350	23.1884	32.9897
Os06g0526600	Bo2g009160	4.76706	63.7681
Os06g0526600	Bo3g103220	43.1203	55.9775
Os06g0526600	Bo9g174310	42.7952	28.6855
Os06g0526700	Bo3g022920	42.0635	39.2593
Os06g0526800	Bo3g022920	44.8864	39.0123
Os06g0527100	Bo3g054400	52.3055	51.5625
Os06g0527100	Bo4g009240	51.4409	50.7824
Os06g0527100	Bo4g158880	41.6427	44.53
Os06g0527300	Bo3g054400	35.8621	14.7727
Os06g0527300	Bo4g009240	34.1379	14.0825
Os06g0527300	Bo4g158880	28.6207	12.7889
Os06g0527800	Bo1g051020	48.5437	54.0541
Os06g0527800	Bo2g046090	51.4563	56.383
Os06g0527800	Bo2g056040	32.5243	57.7586
Os06g0527800	Bo3g022900	50.4854	56.5217
Os06g0527800	Bo3g054410	50.4854	53.886
Os06g0527800	Bo4g166630	32.5243	57.7586
Os06g0527800	Bo5g002530	50.9709	56.1497
Os06g0527800	Bo5g034970	50.4854	55.914
Os06g0527800	Bo6g056380	44.1748	47.8947
Os06g0527800	Bo6g077890	52.4272	57.754
Os06g0527800	Bo9g003780	13.5922	46.6667
Os06g0527800	Bo9g109880	50.4854	56.5217
Os06g0527800	Bo9g175350	24.7573	52.5773
Os06g0528300	Bo1g051020	48.5437	54.0541
Os06g0528300	Bo2g046090	50.9709	55.8511
Os06g0528300	Bo2g056040	32.0388	56.8966
Os06g0528300	Bo3g022900	50.4854	56.5217
Os06g0528300	Bo3g054410	51.9417	55.4404
Os06g0528300	Bo4g166630	32.0388	56.8966
Os06g0528300	Bo5g002530	51.4563	56.6845
Os06g0528300	Bo5g034970	50.9709	56.4516
Os06g0528300	Bo6g056380	43.6893	47.3684
Os06g0528300	Bo6g077890	52.9126	58.2888
Os06g0528300	Bo9g003780	13.1068	45
Os06g0528300	Bo9g109880	50.9709	57.0652
Os06g0528300	Bo9g175350	24.7573	52.5773
Os06g0528600	Bo2g046140	66.1499	71.9101
Os06g0528600	Bo9g109790	66.4083	70.9945
Os06g0528700	Bo2g008780	45.1546	47.7124
Os06g0528700	Bo7g098490	30.9278	50.6757
Os06g0528700	Bo7g098500	14.433	40.9357
Os06g0528700	Bo7g098510	45.567	48.2533
Os06g0528700	Bo9g174970	45.1546	47.5054
Os06g0529800	Bo1g037230	48.8095	51.25
Os06g0530200	Bo1g037270	30.5263	23.3871
Os06g0530200	Bo7g109190	27.3684	32.5
Os06g0530300	Bo1g139040	35.0877	29.703
Os06g0530400	Bo2g095440	59.901	36.3363
Os06g0530400	Bo6g080930	61.3861	34.5404
Os06g0530400	Bo6g123980	60.8911	33.9779
Os06g0530700	Bo3g017480	37.7483	44.7059
Os06g0531000	Bo1g019440	41.9355	51.8703
Os06g0531000	Bo3g147570	42.3387	51.8519
Os06g0531000	Bo3g156910	41.129	51.3854
Os06g0531000	Bo5g062310	42.9436	56.3492
Os06g0531000	Bo7g105910	41.3306	51.6373
Os06g0531200	Bo3g066520	57.1066	57.398
Os06g0531200	Bo3g183860	65.736	60.514
Os06g0531200	Bo4g125910	59.6447	60.1023
Os06g0531200	Bo5g127540	59.1371	53.5632
Os06g0531200	Bo6g031330	63.9594	64.1221
Os06g0531400	Bo1g129910	44.0541	46.1756
Os06g0531400	Bo3g025000	45.1351	45.7534
Os06g0531400	Bo3g027570	45.9459	44.6194
Os06g0531400	Bo3g066440	44.3243	46.7236
Os06g0531400	Bo4g016170	44.0541	39.0887
Os06g0531400	Bo4g036280	42.4324	39.25
Os06g0531400	Bo4g041200	45.1351	43.832
Os06g0531400	Bo4g175890	34.8649	43.5811
Os06g0531400	Bo4g182380	45.6757	43.8961
Os06g0531400	Bo4g191680	43.2432	43.2432
Os06g0531400	Bo5g057320	46.4865	45.7447
Os06g0531400	Bo5g127690	34.0541	44.3662
Os06g0531400	Bo5g128740	43.2432	46.2428
Os06g0531400	Bo6g081550	41.0811	41.9889
Os06g0531400	Bo7g045830	45.9459	44.9735
Os06g0531600	Bo4g161300	41.8667	41.3158
Os06g0531900	Bo4g161300	40	41.5789
Os06g0534900	Bo4g041250	18.3486	26.3158
Os06g0534900	Bo4g041260	18.3486	26.1438
Os06g0534900	Bo4g182340	18.3486	27.3973
Os06g0534950	Bo4g041250	1.08108	1.31579
Os06g0534950	Bo4g041260	1.08108	1.30719
Os06g0534950	Bo4g182340	0	0
Os06g0535100	Bo1g117420	51.2027	51.7361
Os06g0535100	Bo3g071660	51.89	52.5217
Os06g0535100	Bo3g097570	49.1409	50.53
Os06g0535100	Bo5g117360	51.3746	52.2727
Os06g0535200	Bo4g041250	15.6951	23.0263
Os06g0535200	Bo4g041260	16.1435	23.5294
Os06g0535200	Bo4g182340	17.4888	26.7123
Os06g0535300	Bo3g060530	21.2181	33.4365
Os06g0535300	Bo4g024760	9.13556	31.1037
Os06g0535300	Bo5g143600	21.3163	31.1782
Os06g0535300	Bo5g146820	28.0943	15.0606
Os06g0535300	Bo9g010300	27.7996	26.4733
Os06g0535300	Bo9g154570	28.7819	34.5927
Os06g0535333	Bo1g128560	61.0169	21.4286
Os06g0535333	Bo6g023630	15.2542	8.10811
Os06g0535900	Bo4g041250	18.75	23.6842
Os06g0535900	Bo4g041260	18.2292	22.8758
Os06g0535900	Bo4g182340	20.3125	26.7123
Os06g0536100	Bo4g041250	16.8421	21.0526
Os06g0536100	Bo4g041260	18.4211	22.8758
Os06g0536100	Bo4g182340	17.8947	23.2877
Os06g0536600	Bo4g041250	16.3462	22.3684
Os06g0536600	Bo4g041260	17.3077	23.5294
Os06g0536600	Bo4g182340	16.8269	23.9726
Os06g0537300	Bo4g041250	16.5138	23.6842
Os06g0537300	Bo4g041260	18.8073	26.7974
Os06g0537300	Bo4g182340	19.7248	29.4521
Os06g0537500	Bo4g041250	12.6016	20.3947
Os06g0537500	Bo4g041260	13.4146	21.5686
Os06g0537500	Bo4g182340	14.2276	23.9726
Os06g0537600	Bo4g041250	20.6667	20.3947
Os06g0537600	Bo4g041260	20	19.6078
Os06g0537600	Bo4g182340	22.6667	23.2877
Os06g0537700	Bo4g015950	36.5591	37.7778
Os06g0537700	Bo6g074490	36.5591	40
Os06g0538000	Bo1g150180	84.0502	84.5045
Os06g0538000	Bo3g060300	84.0502	84.5045
Os06g0538200	Bo6g074500	18.9133	23.2947
Os06g0538900	Bo2g129890	34.7368	46.1538
Os06g0538900	Bo3g147520	32.6316	41.8919
Os06g0538900	Bo7g075160	34.7368	45.8333
Os06g0538900	Bo9g063050	35.7895	38.6364
Os06g0539400	Bo8g105100	60.2349	61.3675
Os06g0539500	Bo9g026030	30.8943	32.7586
Os06g0540050	Bo4g041250	19.3182	22.3684
Os06g0540050	Bo4g041260	22.1591	25.4902
Os06g0540050	Bo4g182340	22.7273	27.3973
Os06g0540200	Bo4g041250	10.5431	21.7105
Os06g0540200	Bo4g041260	11.5016	23.5294
Os06g0540200	Bo4g182340	11.1821	23.9726
Os06g0542300	Bo7g045780	35.5191	44.2177
Os06g0543200	Bo4g029640	18.9687	29.4286
Os06g0544100	Bo7g073860	14.9341	48.3412
Os06g0544100	Bo7g073870	23.5725	35
Os06g0545900	Bo5g058530	51.0779	50.0813
Os06g0545900	Bo7g045630	51.0779	50
Os06g0546400	Bo4g017350	31.6017	18.8144
Os06g0547900	Bo1g019860	77.1712	81.6273
Os06g0547900	Bo3g157270	76.9231	81.5789
Os06g0547900	Bo4g053760	12.1588	48.5149
Os06g0547900	Bo4g053770	59.0571	52.6549
Os06g0547900	Bo4g173750	76.6749	75.3659
Os06g0547900	Bo7g106220	76.1787	82.0856
Os06g0548000	Bo4g053780	64.3629	78.836
Os06g0548000	Bo4g173730	74.946	80.8858
Os06g0548100	Bo00825s010	40.3738	42.6035
Os06g0548100	Bo01178s040	42.243	42.8843
Os06g0548100	Bo01178s050	43.7383	44.4867
Os06g0548100	Bo01178s060	44.6729	44.7566
Os06g0548100	Bo02486s010	39.2523	39.3996
Os06g0548100	Bo1g022510	40.5607	38.0702
Os06g0548100	Bo1g022520	40.7477	38.5841
Os06g0548100	Bo1g022550	42.6168	43.6782
Os06g0548100	Bo1g023850	42.0561	43.1034
Os06g0548100	Bo3g028050	39.2523	38.3212
Os06g0548100	Bo3g028060	39.2523	38.3212
Os06g0548100	Bo3g137290	28.5981	45.4006
Os06g0548100	Bo3g162300	41.8692	42.1846
Os06g0548100	Bo4g039280	38.6916	38.1919
Os06g0548100	Bo4g039290	41.4953	43.6149
Os06g0548100	Bo4g182860	42.4299	42.6692
Os06g0548100	Bo5g015000	41.8692	42.2642
Os06g0548100	Bo5g042840	42.6168	43.2638
Os06g0548100	Bo5g042850	43.7383	44.3182
Os06g0548100	Bo5g064310	45.6075	46.0377
Os06g0548100	Bo5g064330	40.3738	40.9867
Os06g0548100	Bo5g064340	42.243	42.1642
Os06g0548100	Bo5g064370	42.8037	42.8839
