Gene stable ID	Chlamydomonas reinhardtii gene stable ID	%id. target Chlamydomonas reinhardtii gene identical to query gene	%id. query gene identical to target Chlamydomonas reinhardtii gene
Os04g0636000	CHLREDRAFT_166539	13.2497	14.9606
Os04g0636300	CHLREDRAFT_110955	25.1309	53.9326
Os04g0636300	CHLREDRAFT_115040	36.6492	17.199
Os04g0637400	CHLREDRAFT_175586	20.7143	44.7876
Os04g0639300	CHLREDRAFT_205570	51.4451	25.7225
Os04g0640500	CHLREDRAFT_168416	25.6944	32.4561
Os04g0640600	CHLREDRAFT_196593	27.5132	15.9021
Os04g0642000	CHLREDRAFT_138602	46.2418	22.6581
Os04g0642000	CHLREDRAFT_138672	45.915	22.5884
Os04g0642100	CHLREDRAFT_194209	40.8922	39.2857
Os04g0643000	CHLREDRAFT_127081	63.2011	63.7241
Os04g0643100	CHLREDRAFT_191863	52.7881	56.1265
Os04g0643200	CHLREDRAFT_188401	52.4345	52.5328
Os04g0643300	CHLREDRAFT_123419	40.4412	50.4587
Os04g0644300	CHLREDRAFT_172781	14.8571	1.40237
Os04g0644600	CHLREDRAFT_205939	23.2143	25.2078
Os04g0644700	CHLREDRAFT_190416	44.7811	46.1806
Os04g0644800	CHLREDRAFT_38456	27.1028	4.07876
Os04g0646100	CHLREDRAFT_114566	50	27.3333
Os04g0647300	CHLREDRAFT_117456	15.3976	34.6008
Os04g0647300	CHLREDRAFT_142509	11.5059	17.6166
Os04g0647800	CHLREDRAFT_128764	47.8261	52.7083
Os04g0648500	CHLREDRAFT_113472	20.2206	39.4265
Os04g0648800	CHLREDRAFT_161785	6.44678	22.6316
Os04g0649100	CHLREDRAFT_188358	25.8696	7.25168
Os04g0650500	CHLREDRAFT_205823	35.8362	34.3137
Os04g0650800	CHLREDRAFT_78757	52.0392	54.3441
Os04g0652600	CHLREDRAFT_55169	13.6861	25.3378
Os04g0652900	CHLREDRAFT_108727	21.7213	45.6897
Os04g0653200	CHLREDRAFT_166081	7.67386	19.7531
Os04g0653200	CHLREDRAFT_193200	26.6187	21.3873
Os04g0653400	CHLREDRAFT_116375	41.4389	47.8405
Os04g0654550	CHLREDRAFT_178913	14.9254	0.803859
Os04g0654700	CHLREDRAFT_130343	58.6111	64.7239
Os04g0656100	CHLREDRAFT_182602	46.0568	40.518
Os04g0657100	CHLREDRAFT_137019	40.5612	44.1667
Os04g0658000	CHLREDRAFT_183481	35.1744	42.9078
Os04g0658300	CHLREDRAFT_186089	42.4036	35.0844
Os04g0658400	CHLREDRAFT_136828	42.9167	27.577
Os04g0658600	CHLREDRAFT_146324	24.3636	21.8597
Os04g0659100	CHLREDRAFT_133971	50.9346	57.0681
Os04g0659100	CHLREDRAFT_147468	30.1402	22.357
Os04g0659150	CHLREDRAFT_154727	0	0
Os04g0659500	CHLREDRAFT_95558	51.773	54.4776
Os04g0659900	CHLREDRAFT_118297	32.9365	21.7848
Os04g0660200	CHLREDRAFT_101909	25.2266	43.9474
Os04g0660200	CHLREDRAFT_165812	25.8308	24.711
Os04g0660400	CHLREDRAFT_187866	43.804	44.186
Os04g0660500	CHLREDRAFT_171513	10.759	45.9119
Os04g0661600	CHLREDRAFT_113296	24.1463	22.1973
Os04g0661900	CHLREDRAFT_192933	58.8235	30.303
Os04g0662100	CHLREDRAFT_182824	17.6923	12.6374
Os04g0662700	CHLREDRAFT_103770	13.3333	22.9665
Os04g0662800	CHLREDRAFT_194222	36.2477	42.9806
Os04g0662900	CHLREDRAFT_130996	40.1786	43.2692
Os04g0663300	CHLREDRAFT_194293	91.8182	91.8182
Os04g0663800	CHLREDRAFT_34069	50	14.1176
Os04g0664800	CHLREDRAFT_114834	7.21477	40.566
Os04g0664900	CHLREDRAFT_114834	12.1037	39.6226
Os04g0665400	CHLREDRAFT_140409	56.9652	47.8079
Os04g0665500	CHLREDRAFT_194816	17.0543	24
Os04g0666900	CHLREDRAFT_105722	50.6656	52.5907
Os04g0667500	CHLREDRAFT_190447	29.3478	12.2727
Os04g0668700	CHLREDRAFT_111968	24.6281	56.654
Os04g0668800	CHLREDRAFT_184614	37.3206	39.3939
Os04g0668900	CHLREDRAFT_189624	33.9286	24.2038
Os04g0668900	CHLREDRAFT_205757	35.119	28.3654
Os04g0669200	CHLREDRAFT_205920	33.6842	9.9844
Os04g0669500	CHLREDRAFT_144069	16.5414	23.2804
Os04g0669600	CHLREDRAFT_144069	17.4468	21.6931
Os04g0669700	CHLREDRAFT_144069	25	13.7566
Os04g0669800	CHLREDRAFT_118729	46.0465	47.0309
Os04g0669900	CHLREDRAFT_118729	46.7934	46.7934
Os04g0670200	CHLREDRAFT_206048	41.2602	43.2836
Os04g0670400	CHLREDRAFT_167653	32.6271	23.4043
Os04g0670500	CHLREDRAFT_206048	40.8163	42.6439
Os04g0670700	CHLREDRAFT_173650	38.4615	13.1579
Os04g0670800	CHLREDRAFT_145485	26.5795	23.327
Os04g0671100	CHLREDRAFT_118113	43.7956	25.5319
Os04g0671200	CHLREDRAFT_187612	31.8275	29.4118
Os04g0671300	CHLREDRAFT_187612	29.878	27.8937
Os04g0672800	CHLREDRAFT_191680	24.5059	28.972
Os04g0673300	CHLREDRAFT_166515	22.3529	6.22951
Os04g0673400	CHLREDRAFT_108734	36.3036	57.8947
Os04g0674100	CHLREDRAFT_185361	25.6	28.1938
Os04g0674200	CHLREDRAFT_58288	49.3392	48.0687
Os04g0675101	CHLREDRAFT_172046	20.4565	16.9705
Os04g0675200	CHLREDRAFT_172046	12.2324	5.6101
Os04g0675300	CHLREDRAFT_172046	24.0678	2.48948
Os04g0675400	CHLREDRAFT_187510	22.0165	27.9373
Os04g0675500	CHLREDRAFT_127991	57.6976	58.1006
Os04g0675500	CHLREDRAFT_148751	24.9653	42.5532
Os04g0675800	CHLREDRAFT_189172	11.7069	17.3971
Os04g0676100	CHLREDRAFT_136383	37.7778	46.8966
Os04g0676300	CHLREDRAFT_152239	47.548	57.6227
Os04g0676600	CHLREDRAFT_168369	11.3164	20.8511
Os04g0676650	CHLREDRAFT_168369	11.6438	21.7021
Os04g0677500	CHLREDRAFT_136854	70.0587	70.4724
Os04g0677700	CHLREDRAFT_80954	23.5955	26.3158
Os04g0677800	CHLREDRAFT_99082	26.8328	41.4966
Os04g0678300	CHLREDRAFT_186990	10.989	30.4054
Os04g0678700	CHLREDRAFT_136589	58.9147	57.4307
Os04g0678800	CHLREDRAFT_188921	29.0076	25.3333
Os04g0679400	CHLREDRAFT_184434	25.1938	22.5694
Os04g0680000	CHLREDRAFT_138157	27.7162	28.7356
Os04g0680400	CHLREDRAFT_190406	37.6582	23.2422
Os04g0680550	CHLREDRAFT_104512	41.8675	40.2899
Os04g0680700	CHLREDRAFT_146253	31.1871	15.3923
Os04g0681400	CHLREDRAFT_189789	29.3952	26.8983
Os04g0681600	CHLREDRAFT_189789	29.5359	27.027
Os04g0682000	CHLREDRAFT_169763	25.523	25.2066
Os04g0682300	CHLREDRAFT_350	58.0645	70.936
Os04g0682400	CHLREDRAFT_116226	12.7976	20.283
Os04g0682800	CHLREDRAFT_38583	29.2028	60.7207
Os04g0682900	CHLREDRAFT_174349	6.86845	18.612
Os04g0683100	CHLREDRAFT_77351	60.396	61.3065
Os04g0683500	CHLREDRAFT_94911	13.4771	38.1679
Os04g0683850	CHLREDRAFT_137012	36.036	20
Os04g0683850	CHLREDRAFT_188373	37.8378	20.3883
Os04g0683850	CHLREDRAFT_206090	35.1351	19.403
Os04g0684800	CHLREDRAFT_187409	49.0066	53.2374
Os04g0685100	CHLREDRAFT_171584	22.1212	34.5972
Os04g0686600	CHLREDRAFT_195647	30.3226	6.27503
Os04g0686650	CHLREDRAFT_105918	40.1728	35.9768
Os04g0686800	CHLREDRAFT_112030	41.3462	37.7193
Os04g0686800	CHLREDRAFT_186828	44.2308	33.0935
Os04g0687100	CHLREDRAFT_174103	56.8075	63.0208
Os04g0690800	CHLREDRAFT_171516	40.9449	42.449
Os04g0690800	CHLREDRAFT_196341	39.7638	41.2245
Os04g0691200	CHLREDRAFT_176008	25.7504	18.9095
Os04g0691500	CHLREDRAFT_120033	40.3646	34.5212
Os04g0691600	CHLREDRAFT_195639	25.5172	35.2381
Os04g0691900	CHLREDRAFT_195580	20.782	22.6162
Os04g0692100	CHLREDRAFT_139881	47.9675	43.7037
Os04g0692500	CHLREDRAFT_143307	22.3214	23.9006
Os04g0692600	CHLREDRAFT_205911	19.6364	10.7143
Os04g0692700	CHLREDRAFT_180087	30.7006	25.052
Os04g0692750	CHLREDRAFT_180087	29.7872	30.5613
Os04g0692900	CHLREDRAFT_145254	2.94785	2.76596
Os04g0693000	CHLREDRAFT_131340	36.2869	37.9691
Os04g0693050	CHLREDRAFT_176233	61.0526	51.7857
Os05g0100500	CHLREDRAFT_140464	36.6848	24.9077
Os05g0101400	CHLREDRAFT_196284	35.0365	24.6154
Os05g0102600	CHLREDRAFT_205532	27.6299	30.922
Os05g0102800	CHLREDRAFT_152680	23.9791	22.8315
Os05g0102900	CHLREDRAFT_143567	33.1897	46.3855
Os05g0103200	CHLREDRAFT_185571	51.2	64
Os05g0104650	CHLREDRAFT_131059	58.0212	58.5175
Os05g0104800	CHLREDRAFT_120842	42.6056	41.8685
Os05g0104900	CHLREDRAFT_120414	28.5714	18.9091
Os05g0105100	CHLREDRAFT_195519	68.1818	69.4444
Os05g0105300	CHLREDRAFT_107417	31.8436	36.7742
Os05g0106100	CHLREDRAFT_134189	84.9398	80.1136
Os05g0107600	CHLREDRAFT_179191	11.913	21.3729
Os05g0107700	CHLREDRAFT_186321	33.0189	29.4118
Os05g0108000	CHLREDRAFT_121340	24.3852	57.4879
Os05g0108300	CHLREDRAFT_162667	27.0531	59.7865
Os05g0108300	CHLREDRAFT_189121	31.562	12.1362
Os05g0108300	CHLREDRAFT_206084	29.7907	21.412
Os05g0108600	CHLREDRAFT_206048	44.9721	34.3284
Os05g0108800	CHLREDRAFT_131692	40.146	39.5683
Os05g0109600	CHLREDRAFT_123505	20.9751	58.9172
Os05g0110300	CHLREDRAFT_196378	42.6752	44.6667
Os05g0110500	CHLREDRAFT_115746	35.0254	34.6154
Os05g0110600	CHLREDRAFT_148562	27.5591	26.9231
Os05g0111000	CHLREDRAFT_123566	20.6099	43.459
Os05g0111100	CHLREDRAFT_56449	25.2632	23.301
Os05g0112000	CHLREDRAFT_95267	12.2222	36.1842
Os05g0113400	CHLREDRAFT_183437	36.9565	16.3462
Os05g0113900	CHLREDRAFT_100147	64.1026	76.9231
Os05g0113900	CHLREDRAFT_100223	64.1026	76.9231
Os05g0113900	CHLREDRAFT_107113	63.4615	76.7442
Os05g0113900	CHLREDRAFT_109409	60.2564	78.3333
Os05g0113900	CHLREDRAFT_112398	64.7436	76.5152
Os05g0113900	CHLREDRAFT_112753	64.7436	76.5152
Os05g0113900	CHLREDRAFT_115469	63.4615	76.7442
Os05g0113900	CHLREDRAFT_117095	64.7436	76.5152
Os05g0113900	CHLREDRAFT_167193	64.1026	75.7576
Os05g0113900	CHLREDRAFT_167223	64.7436	76.5152
Os05g0113900	CHLREDRAFT_169653	64.1026	76.9231
Os05g0113900	CHLREDRAFT_187	63.4615	76.7442
Os05g0113900	CHLREDRAFT_246	63.4615	76.7442
Os05g0113900	CHLREDRAFT_248	63.4615	76.7442
Os05g0113900	CHLREDRAFT_333	64.7436	76.5152
Os05g0113900	CHLREDRAFT_645	63.4615	76.7442
Os05g0113900	CHLREDRAFT_647	63.4615	76.7442
Os05g0113900	CHLREDRAFT_655	63.4615	76.7442
Os05g0113900	CHLREDRAFT_702	64.1026	75.7576
Os05g0113900	CHLREDRAFT_793	63.4615	76.7442
Os05g0113900	CHLREDRAFT_800	63.4615	76.7442
Os05g0113900	CHLREDRAFT_82	64.1026	76.9231
Os05g0113900	CHLREDRAFT_834	64.1026	76.9231
Os05g0113900	CHLREDRAFT_872	63.4615	76.7442
Os05g0113900	CHLREDRAFT_97737	64.1026	76.9231
Os05g0113900	CHLREDRAFT_97953	64.1026	76.9231
Os05g0113900	CHLREDRAFT_98017	64.1026	76.9231
Os05g0113900	CHLREDRAFT_98019	64.7436	76.5152
Os05g0113900	CHLREDRAFT_99930	64.1026	76.9231
Os05g0114000	CHLREDRAFT_174103	60.6481	68.2292
Os05g0114100	CHLREDRAFT_195668	29.0323	18.3942
Os05g0114500	CHLREDRAFT_187814	13.7931	9.21659
Os05g0114500	CHLREDRAFT_51996	1.03448	3.2967
Os05g0115700	CHLREDRAFT_76989	47.2222	47.619
Os05g0116100	CHLREDRAFT_143082	38.9671	36.7257
Os05g0117600	CHLREDRAFT_115716	8.49754	42.5926
Os05g0117798	CHLREDRAFT_137882	23.3902	67.3025
Os05g0119000	CHLREDRAFT_174471	19.2982	30.3867
Os05g0119600	CHLREDRAFT_151985	31.2039	26.7368
Os05g0120700	CHLREDRAFT_181143	0	0
Os05g0120700	CHLREDRAFT_77047	66.9039	17.5865
Os05g0121200	CHLREDRAFT_121861	38.8451	55.4307
Os05g0121500	CHLREDRAFT_126960	23.0366	18.7234
Os05g0121600	CHLREDRAFT_188358	24.6094	7.67825
Os05g0121900	CHLREDRAFT_139981	49.1176	46.648
Os05g0121900	CHLREDRAFT_144475	49.1176	47.4432
Os05g0121900	CHLREDRAFT_99830	41.4706	53.0075
Os05g0122400	CHLREDRAFT_113076	0	0
Os05g0122400	CHLREDRAFT_113116	15.2924	40.1575
Os05g0125500	CHLREDRAFT_128289	71.3936	68.0653
Os05g0127200	CHLREDRAFT_142126	24.4147	29.4949
Os05g0128200	CHLREDRAFT_119209	10.8153	60.7477
Os05g0128200	CHLREDRAFT_182666	11.6473	56.9106
Os05g0128200	CHLREDRAFT_205729	16.8053	13.3245
Os05g0128400	CHLREDRAFT_205987	36.1244	23.5938
Os05g0128900	CHLREDRAFT_131610	43.6019	10.5143
Os05g0129000	CHLREDRAFT_181975	58.3333	59.9165
Os05g0129100	CHLREDRAFT_139007	58.589	41.5217
Os05g0129700	CHLREDRAFT_206298	20.5788	14.0659
Os05g0129900	CHLREDRAFT_141409	22.9219	14.4674
Os05g0129900	CHLREDRAFT_190934	24.937	13.2
Os05g0131100	CHLREDRAFT_126036	33.3333	32.1429
Os05g0131401	CHLREDRAFT_126036	26.257	16.7857
Os05g0132000	CHLREDRAFT_114572	12.2449	27.1777
Os05g0132000	CHLREDRAFT_169792	16.6405	16.8254
Os05g0132000	CHLREDRAFT_58965	7.37834	29.375
Os05g0133100	CHLREDRAFT_206116	34.9057	36.0976
Os05g0134000	CHLREDRAFT_114692	64.4769	68.4754
Os05g0135700	CHLREDRAFT_182408	80.0505	81.2821
Os05g0137400	CHLREDRAFT_128744	29.8387	48.8449
Os05g0140500	CHLREDRAFT_192599	35.7843	50.6944
Os05g0140800	CHLREDRAFT_119116	36.9863	45.4545
Os05g0140800	CHLREDRAFT_174902	38.9041	38.3784
Os05g0141400	CHLREDRAFT_105431	47.3214	53.5354
Os05g0141700	CHLREDRAFT_109545	13.8983	46.0674
Os05g0141700	CHLREDRAFT_123133	35.5932	49.2958
Os05g0141700	CHLREDRAFT_173094	15.9322	28.4848
Os05g0141800	CHLREDRAFT_183928	33.7047	31.0256
Os05g0143200	CHLREDRAFT_195147	11.5385	3.63636
Os05g0143500	CHLREDRAFT_108650	38.3764	58.9235
Os05g0143500	CHLREDRAFT_137528	50.369	68.593
Os05g0144000	CHLREDRAFT_146988	26.6795	36.4829
Os05g0144100	CHLREDRAFT_122289	33.1307	45.9916
Os05g0144200	CHLREDRAFT_146069	20.2597	25.6579
Os05g0144800	CHLREDRAFT_100548	34.4327	76.5396
Os05g0144900	CHLREDRAFT_149366	33.0578	8.96861
Os05g0147400	CHLREDRAFT_129972	68.785	67.5229
Os05g0147500	CHLREDRAFT_196514	25.3356	23.8924
Os05g0148600	CHLREDRAFT_174963	19.3015	35.3535
Os05g0148600	CHLREDRAFT_206027	28.4926	26.3158
Os05g0149600	CHLREDRAFT_116937	61.0039	21.2366
Os05g0149800	CHLREDRAFT_116578	30.3279	36.4532
Os05g0150000	CHLREDRAFT_116897	60.4938	58.5657
Os05g0150300	CHLREDRAFT_135484	53.4542	58.3412
Os05g0151100	CHLREDRAFT_189937	15.1351	18.9189
Os05g0153132	CHLREDRAFT_188669	27.8626	33.0317
Os05g0153500	CHLREDRAFT_131610	42.8571	8.22857
Os05g0154500	CHLREDRAFT_146323	27.1883	27.3333
Os05g0154700	CHLREDRAFT_104388	24.5421	57.265
Os05g0154800	CHLREDRAFT_54909	46.2451	50.2146
Os05g0155000	CHLREDRAFT_132158	41.4365	42.5532
Os05g0155100	CHLREDRAFT_195589	76.5957	77.0053
Os05g0155300	CHLREDRAFT_78171	53.3088	45.4545
Os05g0155601	CHLREDRAFT_139246	63.8577	61.4414
Os05g0156300	CHLREDRAFT_189940	24.5232	35.4331
Os05g0156500	CHLREDRAFT_134606	45.8904	19.1429
Os05g0156600	CHLREDRAFT_188933	72.2814	72.4359
Os05g0156700	CHLREDRAFT_205763	66.9528	27.1777
Os05g0156800	CHLREDRAFT_170459	22.8758	5.51181
Os05g0156900	CHLREDRAFT_137778	62.5974	63.1717
Os05g0157100	CHLREDRAFT_189366	25.1429	25
Os05g0158500	CHLREDRAFT_119383	38.3817	43.2243
Os05g0159100	CHLREDRAFT_145545	33.1551	32.4607
Os05g0160100	CHLREDRAFT_119201	40.1478	42.1189
Os05g0160200	CHLREDRAFT_142065	58.0645	49.4506
Os05g0160800	CHLREDRAFT_111410	12.3016	44.9275
Os05g0161200	CHLREDRAFT_177832	22.6415	30.3448
Os05g0161500	CHLREDRAFT_177832	24.5081	31.4943
Os05g0161800	CHLREDRAFT_177832	23.8754	31.7241
Os05g0163000	CHLREDRAFT_119290	48.0198	49.4058
Os05g0163100	CHLREDRAFT_112975	9.77444	19.697
Os05g0163100	CHLREDRAFT_127913	25.5639	29.4372
Os05g0163250	CHLREDRAFT_129368	72.043	17.1355
Os05g0163400	CHLREDRAFT_161785	7.87992	22.1053
Os05g0163700	CHLREDRAFT_111185	11.3953	73.1343
Os05g0163700	CHLREDRAFT_40101	40.6977	54.0123
Os05g0164100	CHLREDRAFT_121054	26.5201	51.6373
Os05g0164100	CHLREDRAFT_71915	22.5097	50.7289
Os05g0164800	CHLREDRAFT_146152	14.6835	19.5286
Os05g0164800	CHLREDRAFT_153072	19.7468	10.4698
Os05g0164800	CHLREDRAFT_153963	23.5443	22.5182
Os05g0164800	CHLREDRAFT_168584	23.5443	22.4096
Os05g0164800	CHLREDRAFT_196756	20.7595	25.387
Os05g0168300	CHLREDRAFT_205578	20.5634	21.345
Os05g0168400	CHLREDRAFT_146877	36.1233	36.2832
Os05g0168500	CHLREDRAFT_195666	41.6159	39.508
Os05g0169000	CHLREDRAFT_195613	26.5152	23.3333
Os05g0169000	CHLREDRAFT_195887	31.0606	36.2832
Os05g0169000	CHLREDRAFT_196118	31.8182	27.6316
Os05g0169100	CHLREDRAFT_195584	70.7763	67.3913
Os05g0170800	CHLREDRAFT_191293	22.3333	25.7692
Os05g0170950	CHLREDRAFT_182319	57.1429	12.9676
Os05g0170950	CHLREDRAFT_191135	62.6374	14.2857
Os05g0171900	CHLREDRAFT_104003	35.5769	50.3401
Os05g0173700	CHLREDRAFT_115083	74.2574	12.3355
Os05g0176000	CHLREDRAFT_186463	69.5793	68.254
Os05g0176800	CHLREDRAFT_114486	34.4165	46.8813
Os05g0178400	CHLREDRAFT_127638	48.2688	47.2112
Os05g0178900	CHLREDRAFT_205524	37.0968	43.3962
Os05g0180600	CHLREDRAFT_196943	29.7297	22.0401
Os05g0181000	CHLREDRAFT_15589	40.5627	43.0884
Os05g0181902	DAA00916	25.5319	13.0435
Os05g0182000	CHLREDRAFT_188159	36.4286	31.0976
Os05g0182201	CHLREDRAFT_132988	31.4176	34.1667
Os05g0182201	CHLREDRAFT_145152	31.4176	35.9649
Os05g0182500	CHLREDRAFT_132836	77.6316	72.3926
Os05g0182600	CHLREDRAFT_189879	34.375	39.8551
Os05g0182800	CHLREDRAFT_193475	21.4824	46.3415
Os05g0185700	CHLREDRAFT_170463	19.9525	33.0709
Os05g0186100	CHLREDRAFT_183677	34.4371	34.4371
Os05g0186300	CHLREDRAFT_126820	48.2456	44.5705
Os05g0187000	CHLREDRAFT_186317	59.9265	60.3704
Os05g0187100	CHLREDRAFT_21582	37.581	26.4438
Os05g0187800	CHLREDRAFT_184920	37.6033	35.4086
Os05g0188500	CHLREDRAFT_178320	16.3979	14.5353
Os05g0188800	CHLREDRAFT_58288	49.3392	48.0687
Os05g0195200	CHLREDRAFT_119209	16.9154	63.5514
Os05g0195200	CHLREDRAFT_182666	19.9005	65.0406
Os05g0195200	CHLREDRAFT_205729	25.3731	13.4565
Os05g0196600	CHLREDRAFT_170056	26.5487	16.4384
Os05g0198400	CHLREDRAFT_146152	14.8438	19.1919
Os05g0198400	CHLREDRAFT_153072	22.9167	11.8121
Os05g0198400	CHLREDRAFT_153963	26.0417	24.2131
Os05g0198400	CHLREDRAFT_168584	26.5625	24.5783
Os05g0198400	CHLREDRAFT_196756	23.1771	27.5542
Os05g0200100	CHLREDRAFT_205754	38.8889	33.7349
Os05g0200280	CHLREDRAFT_171434	26.4249	25.1232
Os05g0200500	CHLREDRAFT_153736	72.1582	72.6368
Os05g0200500	CHLREDRAFT_15736	58.9786	51.216
Os05g0203912	CHLREDRAFT_121526	9.2219	9.43953
Os05g0204900	CHLREDRAFT_31082	59.6273	56.8047
Os05g0207300	CHLREDRAFT_195587	68.1319	69.6629
Os05g0207500	CHLREDRAFT_114692	59.7015	62.0155
Os05g0208000	CHLREDRAFT_191516	54.902	56.1873
Os05g0210600	CHLREDRAFT_186231	9.47631	10.7345
Os05g0211100	CHLREDRAFT_196411	42.2	42.6263
Os05g0212200	CHLREDRAFT_153692	8.25082	17.0648
Os05g0212400	CHLREDRAFT_148361	18.8732	45.8904
Os05g0215600	CHLREDRAFT_107828	24.3333	45.9119
Os05g0215800	CHLREDRAFT_120386	38.209	43.9863
Os05g0215800	CHLREDRAFT_130256	34.9254	38.8704
Os05g0215800	CHLREDRAFT_196575	36.4179	33.0623
Os05g0219800	CHLREDRAFT_113235	12.2358	40.293
Os05g0220100	CHLREDRAFT_111593	29.2264	32.4841
Os05g0220600	CHLREDRAFT_206021	19.2029	15.8683
Os05g0220600	CHLREDRAFT_206022	25.3623	24.735
Os05g0220600	CHLREDRAFT_206024	21.0145	17.1598
Os05g0221400	CHLREDRAFT_167014	59.596	32.5967
Os05g0222200	CHLREDRAFT_142001	38	40.9231
Os05g0224700	CHLREDRAFT_189366	20.9524	25
Os05g0224800	CHLREDRAFT_112308	23.7179	5.55139
Os05g0224800	CHLREDRAFT_15852	34.2949	6.43415
Os05g0224800	CHLREDRAFT_205478	22.7564	5.62154
Os05g0224800	CHLREDRAFT_8793	27.2436	3.85662
Os05g0227700	CHLREDRAFT_128430	44.8015	44.8864
Os05g0228900	CHLREDRAFT_154241	14.3713	7.03812
Os05g0229475	CHLREDRAFT_147577	0	0
Os05g0230600	CHLREDRAFT_190038	18.6047	36.8
Os05g0230600	CHLREDRAFT_94691	7.98787	24.7649
Os05g0232500	CHLREDRAFT_188669	17.773	37.5566
Os05g0235300	CHLREDRAFT_176480	34.8073	50.5896
Os05g0235450	CHLREDRAFT_129827	20.5357	11.7347
Os05g0235600	CHLREDRAFT_192162	45.6	17.0659
Os05g0235701	CHLREDRAFT_195038	46.5347	13.6232
Os05g0235800	CHLREDRAFT_127671	45.5422	47.0735
Os05g0237100	CHLREDRAFT_147453	38.5787	18.0523
Os05g0241100	CHLREDRAFT_132801	29.5031	38.6179
Os05g0241100	CHLREDRAFT_39075	17.0807	13.6476
Os05g0241200	CHLREDRAFT_205633	39.604	39.4089
Os05g0243100	CHLREDRAFT_185004	32.5	14.0794
Os05g0243200	CHLREDRAFT_185004	22.5	12.9964
Os05g0243300	CHLREDRAFT_185004	44.5026	30.6859
Os05g0244700	CHLREDRAFT_30522	25.2941	20.9756
Os05g0251500	CHLREDRAFT_180169	67.1429	67.1429
Os05g0255600	CHLREDRAFT_195234	44.7826	42.9167
Os05g0256000	CHLREDRAFT_79571	51.227	51.5432
Os05g0267800	CHLREDRAFT_193602	27.2085	25.4967
Os05g0268500	CHLREDRAFT_119383	36.0248	40.6542
Os05g0269500	CHLREDRAFT_205626	22.2992	19.8032
Os05g0270000	CHLREDRAFT_186521	24.1509	17.1582
Os05g0270500	CHLREDRAFT_171674	28.3784	29.3706
Os05g0270800	CHLREDRAFT_117678	46.4945	59.7156
Os05g0271300	CHLREDRAFT_173928	20.5047	3.37312
Os05g0274200	CHLREDRAFT_181107	9.55414	40.9091
Os05g0274900	CHLREDRAFT_76376	79.4118	79.4118
Os05g0275700	CHLREDRAFT_170506	23.6842	25.8786
Os05g0277300	CHLREDRAFT_49544	43.2665	44.9405
Os05g0279300	CHLREDRAFT_117104	23.3083	12.9707
Os05g0279300	CHLREDRAFT_151084	20.3008	7.06806
Os05g0279400	CHLREDRAFT_150664	22.0399	19.4416
Os05g0287800	CHLREDRAFT_127014	35.7827	40.5797
Os05g0289400	CHLREDRAFT_116356	56.4315	58.4527
Os05g0292800	CHLREDRAFT_133963	33.9286	35.1852
Os05g0295100	CHLREDRAFT_189378	21.5361	27.3423
Os05g0295200	CHLREDRAFT_148149	10.4478	3.66492
Os05g0295300	CHLREDRAFT_122441	0	0
Os05g0295700	CHLREDRAFT_188432	15.3061	3.88601
Os05g0295800	CHLREDRAFT_106176	51.0549	65.7609
Os05g0297001	CHLREDRAFT_172416	10	0.39886
Os05g0297900	CHLREDRAFT_105562	70	62.069
Os05g0299200	CHLREDRAFT_146883	16.129	13.7931
Os05g0299700	CHLREDRAFT_195486	27.0115	29.375
Os05g0301500	CHLREDRAFT_131340	27.6423	37.5276
Os05g0301700	CHLREDRAFT_133395	52.3026	50.6369
Os05g0302700	CHLREDRAFT_196520	67.3684	83.1169
Os05g0303000	CHLREDRAFT_126835	77.7778	52.5773
Os05g0304200	CHLREDRAFT_154241	14.6497	6.74487
Os05g0304400	CHLREDRAFT_191319	66.5169	66.9683
Os05g0304600	CHLREDRAFT_144677	33.0578	25.5474
Os05g0304800	CHLREDRAFT_117655	8.8685	34.1176
Os05g0305100	CHLREDRAFT_112803	15.8537	54.491
Os05g0306000	CHLREDRAFT_154290	25.7403	17.5739
Os05g0307100	CHLREDRAFT_193019	18.8235	3.50877
Os05g0310500	CHLREDRAFT_108071	5.18135	3.67647
Os05g0310500	CHLREDRAFT_120606	5.69948	4.10448
Os05g0310500	CHLREDRAFT_185887	8.80829	4.45026
Os05g0310750	CHLREDRAFT_182241	45.977	14.0351
Os05g0310800	CHLREDRAFT_195439	31.4886	32.2896
Os05g0311000	CHLREDRAFT_195439	31.74	32.4853
Os05g0313500	CHLREDRAFT_118587	40.597	40.4762
Os05g0314100	CHLREDRAFT_182571	73.3333	70
Os05g0316000	CHLREDRAFT_177885	22.0302	26.2887
Os05g0316100	CHLREDRAFT_196638	28.0763	24.8848
Os05g0319100	CHLREDRAFT_153248	28.5132	23.3723
Os05g0319100	CHLREDRAFT_171220	17.5153	29.3515
Os05g0319200	CHLREDRAFT_170056	26.2097	17.8082
Os05g0319800	CHLREDRAFT_182602	41.1243	38.5754
Os05g0323100	CHLREDRAFT_123571	6.27706	12.5
Os05g0323800	CHLREDRAFT_104934	38.4321	50.6297
Os05g0323900	CHLREDRAFT_193511	51.9481	53.8117
Os05g0324100	CHLREDRAFT_165870	35.7143	10.2639
Os05g0324200	CHLREDRAFT_165870	21.1823	12.61
Os05g0327100	CHLREDRAFT_123505	37.8151	14.3312
Os05g0331200	CHLREDRAFT_133334	37.5652	35.122
Os05g0332600	CHLREDRAFT_187185	26.6344	16.8971
