Gene stable ID	Prunus persica gene stable ID	%id. target Prunus persica gene identical to query gene	%id. query gene identical to target Prunus persica gene
Os04g0346100	PRUPE_1G218300	89.5349	89.5349
Os04g0347600	PRUPE_6G038300	64.0449	31.5789
Os04g0347700	PRUPE_1G172400	47.3684	7.53998
Os04g0347700	PRUPE_1G176200	26.7943	12.6411
Os04g0347800	PRUPE_1G172400	44.6009	14.4707
Os04g0347800	PRUPE_1G176200	23.2394	22.3476
Os04g0348100	PRUPE_1G180600	42.7562	41.4384
Os04g0348300	PRUPE_6G349400	65.7407	63.0177
Os04g0348400	PRUPE_6G355500	42.2658	41.8103
Os04g0348400	PRUPE_8G193500	44.0087	39.4531
Os04g0349401	PRUPE_6G355400	32.6829	18.7151
Os04g0349500	PRUPE_1G172800	90.9502	90.1345
Os04g0349700	PRUPE_2G128400	31.3877	29.2008
Os04g0349700	PRUPE_2G128600	30.7269	28.7037
Os04g0349700	PRUPE_2G128700	28.4141	28.5714
Os04g0349700	PRUPE_2G130100	28.0837	29.2096
Os04g0349700	PRUPE_2G130300	14.207	27.6824
Os04g0349700	PRUPE_2G130400	21.696	24.8737
Os04g0349700	PRUPE_2G130500	28.9648	27.7134
Os04g0349700	PRUPE_2G130600	27.0925	30.1471
Os04g0349700	PRUPE_2G130700	29.4053	28.0462
Os04g0349700	PRUPE_2G130900	27.8634	29.2824
Os04g0349700	PRUPE_2G131000	31.4978	29.3333
Os04g0349700	PRUPE_3G094800	27.8634	31.2346
Os04g0349700	PRUPE_3G196000	31.6079	29.0192
Os04g0349700	PRUPE_3G199200	29.8458	27.5407
Os04g0349700	PRUPE_3G199400	20.815	27.9173
Os04g0349700	PRUPE_3G199500	31.0573	28.5714
Os04g0349700	PRUPE_3G200000	26.3216	28.2506
Os04g0349700	PRUPE_4G168900	28.8546	27.8132
Os04g0349700	PRUPE_4G232400	29.2952	30.6805
Os04g0349700	PRUPE_4G233100	31.8282	29.7938
Os04g0349700	PRUPE_4G233200	29.2952	30.5396
Os04g0349700	PRUPE_4G233600	33.37	33.9306
Os04g0349700	PRUPE_4G234200	33.1498	30.0399
Os04g0349700	PRUPE_4G279000	32.2687	29.4769
Os04g0349700	PRUPE_6G281000	27.533	27.5634
Os04g0349700	PRUPE_6G281100	23.348	28.2667
Os04g0349700	PRUPE_6G281200	35.4626	30.0654
Os04g0349700	PRUPE_6G281400	34.5815	30.7241
Os04g0349700	PRUPE_6G281500	36.7841	31.9923
Os04g0349700	PRUPE_6G288800	30.5066	31.9124
Os04g0349700	PRUPE_7G088700	25.7709	28.6414
Os04g0349700	PRUPE_8G054300	27.3128	27.6786
Os04g0349700	PRUPE_8G054400	27.2026	28.8889
Os04g0350000	PRUPE_3G114600	14.8825	30.9783
Os04g0350000	PRUPE_3G114700	19.7128	23.9683
Os04g0350000	PRUPE_3G138000	19.4517	24.4262
Os04g0350000	PRUPE_6G080500	18.6684	23.4043
Os04g0350000	PRUPE_6G081600	15.4047	28.8509
Os04g0350000	PRUPE_6G086000	18.1462	23.4401
Os04g0350000	PRUPE_6G087400	18.799	22.8571
Os04g0350000	PRUPE_6G087600	17.3629	22.6962
Os04g0350000	PRUPE_6G088600	16.8407	22.8319
Os04g0350000	PRUPE_6G090500	17.3629	24.8134
Os04g0350000	PRUPE_6G090600	18.5379	25.3119
Os04g0350000	PRUPE_6G091000	20.3655	25.6158
Os04g0350000	PRUPE_6G091200	14.8825	28.3582
Os04g0350000	PRUPE_6G091500	13.4465	29.5129
Os04g0350000	PRUPE_6G093300	18.1462	24.0901
Os04g0350000	PRUPE_6G094000	19.8433	24.918
Os04g0350000	PRUPE_6G117400	15.7963	25.7447
Os04g0350000	PRUPE_6G195600	11.6188	25
Os04g0350000	PRUPE_7G006700	13.577	29.1317
Os04g0350000	PRUPE_8G027800	16.4491	25.8727
Os04g0350000	PRUPE_8G078200	16.188	29.3839
Os04g0350000	PRUPE_8G230100	18.9295	22.9794
Os04g0350100	PRUPE_1G172900	39.7351	48
Os04g0350300	PRUPE_1G173100	50.4993	26.4179
Os04g0351333	PRUPE_3G114600	13.5381	32.337
Os04g0351333	PRUPE_3G114700	17.6337	24.6032
Os04g0351333	PRUPE_3G138000	16.9511	24.4262
Os04g0351333	PRUPE_6G080500	15.4721	22.2586
Os04g0351333	PRUPE_6G081600	13.9932	30.0733
Os04g0351333	PRUPE_6G086000	15.8134	23.4401
Os04g0351333	PRUPE_6G087400	16.8373	23.4921
Os04g0351333	PRUPE_6G087600	15.2446	22.8669
Os04g0351333	PRUPE_6G088600	14.9033	23.1858
Os04g0351333	PRUPE_6G090500	14.9033	24.4403
Os04g0351333	PRUPE_6G090600	15.9272	24.9554
Os04g0351333	PRUPE_6G091000	17.7474	25.6158
Os04g0351333	PRUPE_6G091200	13.8794	30.3483
Os04g0351333	PRUPE_6G091500	12.0592	30.3725
Os04g0351333	PRUPE_6G093300	15.8134	24.0901
Os04g0351333	PRUPE_6G094000	17.6337	25.4098
Os04g0351333	PRUPE_6G117400	13.5381	25.3191
Os04g0351333	PRUPE_6G195600	10.2389	25.2809
Os04g0351333	PRUPE_7G006700	11.8316	29.1317
Os04g0351333	PRUPE_8G027800	15.0171	27.1047
Os04g0351333	PRUPE_8G078200	14.562	30.3318
Os04g0351333	PRUPE_8G230100	15.5859	21.7116
Os04g0352400	PRUPE_1G172600	73.3333	74.2215
Os04g0352400	PRUPE_8G194100	71.7949	73.4266
Os04g0353600	PRUPE_6G126600	42.0523	42.3935
Os04g0353600	PRUPE_6G126700	41.6499	42.0732
Os04g0353600	PRUPE_6G126800	42.2535	42.5963
Os04g0353600	PRUPE_6G126900	43.8632	44.4898
Os04g0354400	PRUPE_6G126600	36.7906	38.1339
Os04g0354400	PRUPE_6G126700	36.5949	38.0081
Os04g0354400	PRUPE_6G126800	37.5734	38.9452
Os04g0354400	PRUPE_6G126900	39.1389	40.8163
Os04g0354600	PRUPE_6G126600	42.0842	42.5963
Os04g0354600	PRUPE_6G126700	41.8838	42.4797
Os04g0354600	PRUPE_6G126800	41.6834	42.1907
Os04g0354600	PRUPE_6G126900	44.489	45.3061
Os04g0355500	PRUPE_6G126600	46.5517	16.43
Os04g0355500	PRUPE_6G126700	45.4023	16.0569
Os04g0355500	PRUPE_6G126800	46.5517	16.43
Os04g0355500	PRUPE_6G126900	50.5747	17.9592
Os04g0356600	PRUPE_3G131100	39.9015	39.9507
Os04g0356600	PRUPE_3G141400	40.1478	40.6484
Os04g0356600	PRUPE_3G227300	40.7635	41.8458
Os04g0356600	PRUPE_3G227500	42.8571	41.2811
Os04g0357300	PRUPE_4G273400	40.5896	19.911
Os04g0358000	PRUPE_8G195100	52.9968	50.7553
Os04g0358000	PRUPE_8G195300	52.3659	50.303
Os04g0358000	PRUPE_8G195500	48.265	42.7374
Os04g0358000	PRUPE_8G195600	46.0568	53.0909
Os04g0358000	PRUPE_8G195700	54.5741	52.5836
Os04g0358000	PRUPE_8G195800	55.836	53.1532
Os04g0358000	PRUPE_8G195900	56.4669	53.4328
Os04g0358000	PRUPE_8G196000	54.2587	52.2796
Os04g0359100	PRUPE_8G195100	54.2169	54.3807
Os04g0359100	PRUPE_8G195300	53.9157	54.2424
Os04g0359100	PRUPE_8G195500	48.7952	45.2514
Os04g0359100	PRUPE_8G195600	43.9759	53.0909
Os04g0359100	PRUPE_8G195700	54.5181	55.0152
Os04g0359100	PRUPE_8G195800	56.6265	56.4565
Os04g0359100	PRUPE_8G195900	57.2289	56.7164
Os04g0359100	PRUPE_8G196000	54.5181	55.0152
Os04g0359300	PRUPE_1G293200	26.5193	36.5019
Os04g0359300	PRUPE_2G043800	31.768	37.3377
Os04g0359300	PRUPE_5G209000	29.0055	35.8362
Os04g0359300	PRUPE_5G209100	35.6354	38.7387
Os04g0359300	PRUPE_5G209500	36.1878	36.4902
Os04g0359300	PRUPE_5G209600	35.6354	38.7387
Os04g0359700	PRUPE_8G195100	46.2604	50.4532
Os04g0359700	PRUPE_8G195300	47.0914	51.5152
Os04g0359700	PRUPE_8G195500	44.3213	44.6927
Os04g0359700	PRUPE_8G195600	40.4432	53.0909
Os04g0359700	PRUPE_8G195700	48.7535	53.4954
Os04g0359700	PRUPE_8G195800	49.3075	53.4535
Os04g0359700	PRUPE_8G195900	49.3075	53.1343
Os04g0359700	PRUPE_8G196000	48.7535	53.4954
Os04g0360500	PRUPE_2G196400	41.7763	21.0265
Os04g0361500	PRUPE_2G196400	34.5902	34.9338
Os04g0363700	PRUPE_6G317000	76.5766	39.5349
Os04g0364800	PRUPE_2G033300	51.3661	30.5195
Os04g0364800	PRUPE_6G105400	54.0984	44.3946
Os04g0364800	PRUPE_6G105500	21.8579	49.3827
Os04g0364800	PRUPE_6G105800	55.1913	45.9091
Os04g0364800	PRUPE_6G105900	46.4481	44.0415
Os04g0365100	PRUPE_1G188400	31.4815	34
Os04g0365100	PRUPE_1G188700	31.4815	31.3984
Os04g0365100	PRUPE_3G180500	33.0688	34.0599
Os04g0365100	PRUPE_3G180700	25.1323	32.646
Os04g0365100	PRUPE_3G181000	16.5344	41.9463
Os04g0365100	PRUPE_3G181100	32.2751	32.664
Os04g0365100	PRUPE_3G181200	32.2751	33.7017
Os04g0365100	PRUPE_3G181400	27.9101	35.2254
Os04g0365100	PRUPE_3G181600	21.8254	43.883
Os04g0365100	PRUPE_3G181800	32.1429	32.3569
Os04g0365100	PRUPE_3G181900	32.0106	30.9859
Os04g0365100	PRUPE_3G182000	28.9683	33.9535
Os04g0365100	PRUPE_3G182100	23.8095	40.724
Os04g0365100	PRUPE_3G182200	32.0106	37.0597
Os04g0365100	PRUPE_3G182300	20.2381	45.5357
Os04g0365100	PRUPE_3G182400	32.5397	31.7829
Os04g0365100	PRUPE_3G182500	19.1799	40.5028
Os04g0365100	PRUPE_3G182700	32.2751	31.8538
Os04g0365100	PRUPE_5G051200	31.4815	31.4815
Os04g0365100	PRUPE_5G051600	32.2751	31.8123
Os04g0365100	PRUPE_6G357200	25.2646	28.8084
Os04g0366000	PRUPE_1G188400	31.669	31.7143
Os04g0366000	PRUPE_1G188700	32.2397	29.8153
Os04g0366000	PRUPE_3G180500	32.2397	30.7902
Os04g0366000	PRUPE_3G180700	25.8203	31.0997
Os04g0366000	PRUPE_3G181000	18.2596	42.953
Os04g0366000	PRUPE_3G181100	31.3837	29.4511
Os04g0366000	PRUPE_3G181200	31.9544	30.9392
Os04g0366000	PRUPE_3G181400	25.535	29.8831
Os04g0366000	PRUPE_3G181600	23.6805	44.1489
Os04g0366000	PRUPE_3G181800	31.9544	29.8269
Os04g0366000	PRUPE_3G181900	31.9544	28.6812
Os04g0366000	PRUPE_3G182000	27.5321	29.9225
Os04g0366000	PRUPE_3G182100	25.107	39.819
Os04g0366000	PRUPE_3G182200	31.3837	33.6907
Os04g0366000	PRUPE_3G182300	21.9686	45.8333
Os04g0366000	PRUPE_3G182400	30.8131	27.907
Os04g0366000	PRUPE_3G182500	19.4009	37.9888
Os04g0366000	PRUPE_3G182700	30.5278	27.9373
Os04g0366000	PRUPE_5G051200	31.2411	28.9683
Os04g0366000	PRUPE_5G051600	31.8117	29.0743
Os04g0366000	PRUPE_6G357200	25.535	26.9985
Os04g0367400	PRUPE_6G269700	42.2535	39.823
Os04g0369000	PRUPE_2G138100	36.4963	20.8333
Os04g0369000	PRUPE_5G071100	36.4963	20.7469
Os04g0370300	PRUPE_3G094500	45.8333	18.8034
Os04g0370500	PRUPE_3G094500	37.5519	38.6752
Os04g0370600	PRUPE_3G094500	39.0397	39.9573
Os04g0371600	PRUPE_3G094500	41.3333	26.4957
Os04g0372700	PRUPE_8G195100	55.0388	21.4502
Os04g0372700	PRUPE_8G195300	53.4884	20.9091
Os04g0372700	PRUPE_8G195500	51.938	18.7151
Os04g0372700	PRUPE_8G195600	25.5814	12
Os04g0372700	PRUPE_8G195700	54.2636	21.2766
Os04g0372700	PRUPE_8G195800	57.3643	22.2222
Os04g0372700	PRUPE_8G195900	55.0388	21.194
Os04g0372700	PRUPE_8G196000	56.5891	22.1884
Os04g0372800	PRUPE_8G197600	46.7078	44.5098
Os04g0373000	PRUPE_2G034200	12.5874	38.7097
Os04g0374400	PRUPE_7G129900	29.2857	27.5168
Os04g0374400	PRUPE_7G130000	3.57143	11.9048
Os04g0374400	PRUPE_7G130100	32.1429	30
Os04g0374400	PRUPE_7G130200	31.9048	30.0448
Os04g0374400	PRUPE_7G130300	30.7143	28.0435
Os04g0374400	PRUPE_7G130400	31.4286	29.2035
Os04g0374400	PRUPE_7G130500	30	27.6316
Os04g0374400	PRUPE_7G130600	30.7143	28.6667
Os04g0374400	PRUPE_7G130700	24.7619	24.5283
Os04g0374400	PRUPE_7G130800	19.2857	24.5455
Os04g0374601	PRUPE_7G129900	31.9018	11.6331
Os04g0374601	PRUPE_7G130000	22.0859	28.5714
Os04g0374601	PRUPE_7G130100	33.7423	12.2222
Os04g0374601	PRUPE_7G130200	36.1963	13.2287
Os04g0374601	PRUPE_7G130300	34.3558	12.1739
Os04g0374601	PRUPE_7G130400	36.1963	13.0531
Os04g0374601	PRUPE_7G130500	32.5153	11.6228
Os04g0374601	PRUPE_7G130600	33.1288	12
Os04g0374601	PRUPE_7G130700	28.8344	11.0849
Os04g0374601	PRUPE_7G130800	27.6074	13.6364
Os04g0375900	PRUPE_2G297200	29.2011	29.5265
Os04g0376000	PRUPE_2G139200	33.3333	30.1471
Os04g0376000	PRUPE_2G226300	84.5528	84.5528
Os04g0376000	PRUPE_6G086600	85.3659	85.3659
Os04g0376100	PRUPE_8G198800	46.7005	47.6684
Os04g0376300	PRUPE_1G233400	87.5	45.7944
Os04g0376300	PRUPE_2G103500	68.4524	37.8289
Os04g0376300	PRUPE_3G006500	87.5	46.0815
Os04g0376300	PRUPE_5G154900	87.5	46.0815
Os04g0376400	PRUPE_1G391300	26.9311	34.0369
Os04g0376400	PRUPE_4G180800	20.8768	31.1526
Os04g0376400	PRUPE_7G258400	27.3486	34.1146
Os04g0376400	PRUPE_7G258500	22.7557	28.6842
Os04g0376400	PRUPE_7G259000	24.0084	31.1653
Os04g0376500	PRUPE_1G177100	80.4035	82.7893
Os04g0376600	PRUPE_8G201300	19.5266	10.9635
Os04g0376700	PRUPE_1G009000	84.186	84.186
Os04g0376700	PRUPE_8G201200	84.6512	84.6512
Os04g0377932	PRUPE_8G189400	51.8797	21.2308
Os04g0378200	PRUPE_8G200300	55.3488	57.4879
Os04g0379300	PRUPE_1G159800	17.8667	50.3759
Os04g0379300	PRUPE_1G159900	53.6	52.6178
Os04g0379400	PRUPE_5G082400	58.8957	52.7473
Os04g0379600	PRUPE_4G013100	25.4464	23.3607
Os04g0379700	PRUPE_6G356100	70.7819	35.8333
Os04g0379800	PRUPE_1G161100	31.3725	30.7692
Os04g0379900	PRUPE_1G203700	67.1795	66.8367
Os04g0379900	PRUPE_6G365100	76.9231	76.3359
Os04g0379900	PRUPE_6G365200	76.4103	75.827
Os04g0380200	PRUPE_1G229000	12.892	18.7817
Os04g0380200	PRUPE_3G303900	21.6028	26.8398
Os04g0380300	PRUPE_1G228600	57.3333	55.8442
Os04g0381000	PRUPE_8G071400	63.0542	61.1708
Os04g0381100	PRUPE_4G155400	60.3448	57.9196
Os04g0381400	PRUPE_3G142000	40.2778	16.5242
Os04g0381600	PRUPE_1G228400	48.7379	51.54
Os04g0381700	PRUPE_6G112600	27.2727	34.2857
Os04g0382100	PRUPE_3G305400	72.2543	45.8716
Os04g0382100	PRUPE_5G152300	68.4971	43.8078
Os04g0382200	PRUPE_5G151900	48.5465	51.4638
Os04g0382300	PRUPE_5G152000	63.2941	63.1455
Os04g0382400	PRUPE_1G211600	42.2886	43.3673
Os04g0382400	PRUPE_3G315300	32.8358	28.821
Os04g0382700	PRUPE_3G200600	73.3896	73.081
Os04g0382800	PRUPE_6G137500	30.1226	26.2195
Os04g0382800	PRUPE_7G100300	28.7215	24.0822
Os04g0385600	PRUPE_1G225800	49.3671	48.1481
Os04g0385600	PRUPE_5G151000	46.076	52.4496
Os04g0385700	PRUPE_2G275100	69.0808	30.8458
Os04g0385900	PRUPE_1G225600	40.1709	47.9592
Os04g0386300	PRUPE_5G150800	40.7407	30.3867
Os04g0386500	PRUPE_1G225400	50.7317	50.9804
Os04g0386600	PRUPE_1G182700	61.1825	48.374
Os04g0386700	PRUPE_1G222600	62.4088	61.5108
Os04g0386900	PRUPE_2G100300	28.0423	36.0544
Os04g0386900	PRUPE_2G104300	26.9841	33.7748
Os04g0386900	PRUPE_2G104700	29.1005	37.1622
Os04g0387900	PRUPE_5G149600	52.8571	53.6232
Os04g0388500	PRUPE_1G224000	45.3639	45.7746
Os04g0388601	PRUPE_1G358600	43.4524	38.2199
Os04g0388800	PRUPE_1G224400	41.3043	33.9286
Os04g0388800	PRUPE_2G308400	38.6288	30.759
Os04g0388800	PRUPE_5G150300	38.6288	27.9323
Os04g0388900	PRUPE_7G267700	78.3505	83.5165
Os04g0389800	PRUPE_5G043100	65.46	66.1585
Os04g0389800	PRUPE_8G001300	65.3092	65.3092
Os04g0390000	PRUPE_2G230300	81.6929	81.2928
Os04g0390000	PRUPE_2G230400	83.6614	83.2517
Os04g0390100	PRUPE_5G148500	48.0519	56.5749
Os04g0390500	PRUPE_3G197700	14.0118	63.7584
Os04g0390500	PRUPE_3G308600	73.7463	72.4638
Os04g0390600	PRUPE_3G197700	5.2506	14.7651
Os04g0390600	PRUPE_3G308600	6.44391	3.91304
Os04g0390700	PRUPE_5G147800	42.9348	44.1341
Os04g0390700	PRUPE_5G148000	35.8696	42.0382
Os04g0390700	PRUPE_5G148100	45.1087	47.0255
Os04g0390800	PRUPE_5G147800	38.5042	38.8268
Os04g0390800	PRUPE_5G148000	35.4571	40.7643
Os04g0390800	PRUPE_5G148100	44.8753	45.8924
Os04g0391000	PRUPE_5G147700	38.1642	22.5392
Os04g0391500	PRUPE_3G308800	53.1915	53.7634
Os04g0391900	PRUPE_1G221700	57.9946	61.3181
Os04g0393100	PRUPE_2G329500	22.2543	19.4444
Os04g0393200	PRUPE_2G329500	20.5298	15.6566
Os04g0393500	PRUPE_1G221000	66.6667	70.8661
Os04g0393500	PRUPE_3G309600	68.1481	73.6
Os04g0393900	PRUPE_1G220800	68.9427	66.7377
Os04g0394100	PRUPE_1G220500	26.6667	29.9169
Os04g0394100	PRUPE_3G310500	26.6667	27.9793
Os04g0394200	PRUPE_3G215800	66.8182	62.955
Os04g0394200	PRUPE_4G216900	66.5909	63.1466
Os04g0394300	PRUPE_3G289600	16.3898	39.4667
Os04g0394300	PRUPE_3G290100	39.9779	38.5684
Os04g0394500	PRUPE_2G275200	34.3434	31.4815
Os04g0394500	PRUPE_7G201300	38.7205	39.6552
Os04g0394700	PRUPE_1G220000	42.6282	41.6928
Os04g0394700	PRUPE_3G310800	45.9936	43.6834
Os04g0395600	PRUPE_3G311800	66.6087	66.958
Os04g0395800	PRUPE_1G218500	30.8511	21.5613
Os04g0395900	PRUPE_5G144000	30.0738	51.0972
Os04g0395900	PRUPE_5G144300	51.2915	52.6515
Os04g0396500	PRUPE_1G218100	26.1421	24.7596
Os04g0396800	PRUPE_1G217200	70.4255	71.1828
Os04g0396800	PRUPE_5G143500	68.5106	68.6567
Os04g0397000	PRUPE_4G286900	82.4561	58.0247
Os04g0397000	PRUPE_8G007900	81.5789	78.1513
Os04g0397100	PRUPE_5G143300	90.3226	39.5223
Os04g0397500	PRUPE_1G216100	46.1538	8.77193
Os04g0397500	PRUPE_5G142400	55.3846	10.6509
Os04g0397700	PRUPE_5G142300	54.9296	60.9375
Os04g0398000	PRUPE_1G214900	36.9403	40.2439
Os04g0398300	PRUPE_1G214600	70.8904	28.1633
Os04g0398500	PRUPE_1G214500	76.9784	77.5362
Os04g0398500	PRUPE_3G313800	70.5036	72.0588
Os04g0398600	PRUPE_1G214300	80.4762	81.8402
Os04g0398600	PRUPE_5G140500	81.1905	82.5666
Os04g0398700	PRUPE_4G061100	38.1818	37.5
Os04g0398700	PRUPE_4G167200	36.9697	37.4233
Os04g0399000	PRUPE_1G212900	39.5833	88.3721
Os04g0399000	PRUPE_1G218300	39.0625	87.2093
Os04g0399300	PRUPE_1G212800	42.3423	44.7619
Os04g0399300	PRUPE_3G314600	42.7928	36.1217
Os04g0401200	PRUPE_5G139600	43.6214	40
Os04g0401700	PRUPE_1G212100	55.1768	55.1768
Os04g0401700	PRUPE_1G212200	51.5152	56.5097
Os04g0402100	PRUPE_1G211400	75.2328	73.9927
Os04g0402100	PRUPE_5G139100	72.2533	71.719
Os04g0402200	PRUPE_5G139000	51.5152	54.7284
Os04g0402200	PRUPE_7G189900	7.38636	31.4516
Os04g0402200	PRUPE_7G190200	4.07197	38.3929
Os04g0402300	PRUPE_3G315400	74.5614	31.3653
Os04g0402500	PRUPE_1G362300	22.7848	24.2424
Os04g0402500	PRUPE_8G165800	24.6835	26.7123
Os04g0403200	PRUPE_1G362300	22.4784	26.2626
Os04g0403200	PRUPE_8G165800	23.3429	27.7397
Os04g0403400	PRUPE_5G138100	43.6202	39.9095
Os04g0403701	PRUPE_1G137500	54.4231	53.9048
Os04g0404400	PRUPE_1G113100	55.4098	54.3408
Os04g0404800	PRUPE_3G315800	73.494	69.6701
Os04g0404900	PRUPE_1G210600	61.0738	51.3158
Os04g0405100	PRUPE_2G322200	64.2857	65.7692
Os04g0405300	PRUPE_7G099400	50.5455	45.8746
Os04g0405500	PRUPE_1G133400	29.097	20.7143
Os04g0405600	PRUPE_1G209800	65.2079	68.0365
Os04g0405700	PRUPE_3G314200	33.9578	33.1808
Os04g0405800	PRUPE_2G090800	56.1056	34.6232
Os04g0405800	PRUPE_7G120600	59.4059	34.1556
Os04g0406600	PRUPE_6G119200	68.578	69.0531
Os04g0407500	PRUPE_6G120000	30.8	25.5814
Os04g0407500	PRUPE_7G116700	33.6	27.451
Os04g0407800	PRUPE_6G055300	37.2024	37.4251
Os04g0407900	PRUPE_2G086300	54.818	49.8054
Os04g0408600	PRUPE_6G121000	56.213	53.6723
Os04g0408600	PRUPE_7G115700	61.5385	60.8187
Os04g0408700	PRUPE_6G239600	63.75	61.4458
Os04g0408900	PRUPE_6G239600	53.6082	62.6506
Os04g0409200	PRUPE_7G115400	64.3137	19.1589
Os04g0409500	PRUPE_3G199100	15.7895	35.4167
Os04g0409500	PRUPE_7G115300	56.0372	57.4603
Os04g0409600	PRUPE_6G122500	69.6809	30.4651
Os04g0409900	PRUPE_2G083900	72.4739	63.9017
Os04g0409900	PRUPE_6G122600	70.7317	62.2699
Os04g0410300	PRUPE_6G124400	68.7151	76.3975
Os04g0410400	PRUPE_4G282900	16.0563	38.255
Os04g0410400	PRUPE_6G124900	42.5352	32.4731
Os04g0410400	PRUPE_6G125100	41.1268	44.7853
Os04g0410400	PRUPE_6G125200	41.1268	44.7853
Os04g0410400	PRUPE_6G125400	41.1268	44.7853
Os04g0410400	PRUPE_8G132700	46.7606	34.0164
Os04g0410600	PRUPE_7G113300	63.4956	64.4944
Os04g0411200	PRUPE_2G079600	36.3636	49.3151
Os04g0411200	PRUPE_7G113000	49.4949	63.6364
Os04g0411400	PRUPE_6G128400	76.3006	75.8621
Os04g0411400	PRUPE_7G112600	78.0347	78.4884
Os04g0411800	PRUPE_2G079000	54.6512	54.1787
Os04g0411800	PRUPE_7G112400	58.4302	53.6
Os04g0412000	PRUPE_2G079000	47.9592	54.1787
Os04g0412000	PRUPE_7G112400	51.7857	54.1333
Os04g0412100	PRUPE_6G129600	21.1982	33.8235
Os04g0412100	PRUPE_7G110700	22.5806	27.2222
Os04g0412300	PRUPE_6G130300	57.2482	60.8355
Os04g0412500	PRUPE_7G109300	42.446	43.2234
Os04g0412800	PRUPE_7G109100	39.7321	44.9495
Os04g0412900	PRUPE_6G130700	60.7578	60.1877
Os04g0413000	PRUPE_7G104700	43.5737	43.1008
Os04g0413100	PRUPE_6G132300	23.6264	13.4796
Os04g0413200	PRUPE_7G103100	43.3447	59.0698
Os04g0413200	PRUPE_7G103200	58.8737	58.4746
Os04g0413200	PRUPE_7G103300	59.5563	59.4549
Os04g0413200	PRUPE_7G103400	60.4096	61.2457
Os04g0413500	PRUPE_7G103100	41.806	58.1395
Os04g0413500	PRUPE_7G103200	56.3545	57.1186
Os04g0413500	PRUPE_7G103300	54.515	55.5366
Os04g0413500	PRUPE_7G103400	56.8562	58.8235
Os04g0413600	PRUPE_4G079500	92.053	92.6667
Os04g0413600	PRUPE_6G133500	92.053	92.053
Os04g0413600	PRUPE_7G102700	91.3907	92
Os04g0413900	PRUPE_6G134100	33.8776	34.5833
Os04g0413900	PRUPE_7G102100	32.2449	37.799
Os04g0414000	PRUPE_6G135200	51.8519	29.9287
Os04g0414000	PRUPE_7G101400	45.679	28.6082
Os04g0414100	PRUPE_6G135500	57.6364	58.9219
Os04g0414500	PRUPE_6G137300	44.0678	15.4762
Os04g0414500	PRUPE_7G100900	43.2203	12.9114
Os04g0414700	PRUPE_6G137400	65.493	65.493
Os04g0414800	PRUPE_1G026700	40	51.2941
Os04g0414800	PRUPE_8G050400	46.789	34.3203
Os04g0415000	PRUPE_6G139000	40.5172	42.7273
Os04g0415000	PRUPE_7G099000	54.3103	51.6393
Os04g0415100	PRUPE_2G071500	22.0183	28.9157
Os04g0415200	PRUPE_7G098200	34.8958	27.1255
Os04g0415600	PRUPE_6G007600	23.913	33.0827
Os04g0415600	PRUPE_6G066900	32.6087	38.4615
Os04g0415600	PRUPE_6G265500	25	30.8725
Os04g0415600	PRUPE_6G265600	24.4565	37.8151
Os04g0415600	PRUPE_6G265700	30.4348	35.2201
Os04g0415600	PRUPE_6G266000	30.4348	35.2201
Os04g0415800	PRUPE_1G339700	35.6589	39.6552
Os04g0415800	PRUPE_2G242600	37.9845	40.1639
Os04g0415800	PRUPE_2G242700	34.1085	36.0656
Os04g0415800	PRUPE_2G242800	47.2868	51.6949
Os04g0415800	PRUPE_6G264700	45.7364	50
Os04g0416000	PRUPE_6G139600	56.1497	54.1237
Os04g0416100	PRUPE_6G139100	21.9436	30.9735
Os04g0416100	PRUPE_6G139900	53.605	36.933
Os04g0416100	PRUPE_7G098100	56.4263	38.2979
Os04g0416400	PRUPE_7G097900	35.3333	19.6296
Os04g0416500	PRUPE_2G071700	33.0592	24.1877
Os04g0416500	PRUPE_7G097400	39.6382	27.6376
Os04g0416700	PRUPE_6G141400	38.1818	39.8104
Os04g0416700	PRUPE_7G097100	40	41.9048
Os04g0417000	PRUPE_6G144000	41.0989	39.8721
Os04g0417000	PRUPE_6G144100	42.1978	40.5063
Os04g0417000	PRUPE_6G144200	47.033	45.0526
Os04g0417000	PRUPE_7G094400	46.8132	44.0083
Os04g0417600	PRUPE_1G550700	14.1827	11.501
Os04g0417600	PRUPE_2G000100	15.3846	27.8261
Os04g0417600	PRUPE_8G022500	13.7019	26.8868
Os04g0417800	PRUPE_6G159500	39.2647	39.9701
Os04g0418000	PRUPE_1G439200	51.0823	48.5597
Os04g0418500	PRUPE_6G159600	36.1419	38.4434
Os04g0418500	PRUPE_8G024500	31.929	35.0365
Os04g0419550	PRUPE_6G163700	41.2017	44.0367
Os04g0419600	PRUPE_4G054300	49.635	100
Os04g0419700	PRUPE_3G131100	42.1314	41.9235
Os04g0419700	PRUPE_3G141400	40.8922	41.1471
Os04g0419700	PRUPE_3G227300	43.2466	44.1214
Os04g0419700	PRUPE_3G227500	46.2206	44.2467
Os04g0419900	PRUPE_3G131100	43.1498	41.5536
Os04g0419900	PRUPE_3G141400	43.0218	41.8953
Os04g0419900	PRUPE_3G227300	43.1498	42.6043
Os04g0419900	PRUPE_3G227500	45.8387	42.4674
Os04g0420033	PRUPE_3G131100	40	40.9371
Os04g0420033	PRUPE_3G141400	40	41.3965
