Gene stable ID	Corchorus capsularis gene stable ID	%id. target Corchorus capsularis gene identical to query gene	%id. query gene identical to target Corchorus capsularis gene
Os04g0363700	CCACVL1_04829	72.973	38.5714
Os04g0364800	CCACVL1_00824	20.2186	51.3889
Os04g0364800	CCACVL1_20544	53.5519	49.2462
Os04g0364800	CCACVL1_20545	54.0984	49.0099
Os04g0364800	CCACVL1_20546	54.0984	49.7487
Os04g0364800	CCACVL1_20549	42.623	35.1351
Os04g0365100	CCACVL1_06929	27.2487	23.3032
Os04g0365100	CCACVL1_11439	30.5556	21.9791
Os04g0366000	CCACVL1_06929	29.8146	23.6425
Os04g0366000	CCACVL1_11439	30.2425	20.1713
Os04g0367400	CCACVL1_10375	43.662	44.4976
Os04g0369000	CCACVL1_14324	38.6861	24.0909
Os04g0369000	CCACVL1_24690	38.6861	12.212
Os04g0370300	CCACVL1_11113	25.5208	12.7604
Os04g0370500	CCACVL1_11113	30.9129	38.8021
Os04g0370600	CCACVL1_11113	31.1065	38.8021
Os04g0371500	CCACVL1_02523	5.60748	3.37079
Os04g0371500	CCACVL1_08401	11.215	1.00167
Os04g0371500	CCACVL1_30769	18.6916	4.65116
Os04g0371600	CCACVL1_11113	35.3333	27.6042
Os04g0372700	CCACVL1_21314	54.2636	21.2766
Os04g0372700	CCACVL1_21315	54.2636	21.2766
Os04g0372700	CCACVL1_21316	54.2636	21.2766
Os04g0372800	CCACVL1_21087	45.679	44.1352
Os04g0373000	CCACVL1_06907	65.035	57.9439
Os04g0373400	CCACVL1_00124	49.0683	47.495
Os04g0373400	CCACVL1_02665	43.8923	45.0106
Os04g0373400	CCACVL1_06000	49.2754	47.3161
Os04g0373400	CCACVL1_15023	51.5528	28.0722
Os04g0373400	CCACVL1_28812	48.2402	46.8813
Os04g0375900	CCACVL1_19975	28.0992	31.003
Os04g0376000	CCACVL1_07599	83.7398	83.7398
Os04g0376000	CCACVL1_17640	83.7398	83.7398
Os04g0376000	CCACVL1_17773	34.1463	53.1646
Os04g0376000	CCACVL1_20404	86.1789	86.1789
Os04g0376100	CCACVL1_09393	52.2843	52.551
Os04g0376300	CCACVL1_24171	91.6667	47.2393
Os04g0376400	CCACVL1_23245	26.5136	25.2485
Os04g0376400	CCACVL1_23247	27.1399	32.1782
Os04g0376400	CCACVL1_23250	20.2505	29.0419
Os04g0376400	CCACVL1_23255	20.8768	33.1126
Os04g0376400	CCACVL1_23392	20.6681	30.5556
Os04g0376500	CCACVL1_18131	10.3746	61.0169
Os04g0376500	CCACVL1_18478	81.5562	83.9763
Os04g0376600	CCACVL1_07304	17.1598	5.77689
Os04g0376700	CCACVL1_07899	86.0465	86.0465
Os04g0376700	CCACVL1_18489	79.0698	29.7723
Os04g0377932	CCACVL1_31006	52.6316	21.4067
Os04g0378200	CCACVL1_09410	50.2326	52.6829
Os04g0379300	CCACVL1_18520	54	53.2194
Os04g0379700	CCACVL1_10715	34.1564	70.9402
Os04g0379700	CCACVL1_10716	74.4856	37.2428
Os04g0379800	CCACVL1_18523	31.6176	29.8611
Os04g0379900	CCACVL1_22980	70.5128	75.9669
Os04g0379900	CCACVL1_22981	77.6923	76.5152
Os04g0379900	CCACVL1_24575	66.9231	65.0873
Os04g0379900	CCACVL1_25741	64.6154	64.7815
Os04g0379900	CCACVL1_26857	53.8462	60.1719
Os04g0379900	CCACVL1_30596	74.8718	56.4797
Os04g0379900	CCACVL1_30601	57.4359	29.435
Os04g0380200	CCACVL1_10269	21.2544	24.898
Os04g0380200	CCACVL1_24132	14.9826	18.4549
Os04g0380300	CCACVL1_24125	61.3333	59.7403
Os04g0381000	CCACVL1_10309	64.6552	63.4825
Os04g0381100	CCACVL1_16545	58.6207	58.1907
Os04g0381400	CCACVL1_13119	40.9722	12.4736
Os04g0381600	CCACVL1_24122	49.7087	51.927
Os04g0382100	CCACVL1_01640	64.7399	41.7132
Os04g0382100	CCACVL1_10246	73.6994	46.9613
Os04g0382200	CCACVL1_11012	46.9477	49.7689
Os04g0382200	CCACVL1_15366	41.8605	47.2906
Os04g0382300	CCACVL1_11014	60.4706	60.4706
Os04g0382400	CCACVL1_04201	41.2935	42.132
Os04g0382400	CCACVL1_06314	35.8209	23.0769
Os04g0382550	CCACVL1_02523	5.88235	2.80899
Os04g0382550	CCACVL1_08401	10.5882	0.751252
Os04g0382550	CCACVL1_30769	25.8824	5.11628
Os04g0382700	CCACVL1_12480	73.0729	72.3093
Os04g0382800	CCACVL1_03081	27.8459	28.0919
Os04g0382800	CCACVL1_11956	29.4221	27.1845
Os04g0385600	CCACVL1_11004	46.5823	51.6854
Os04g0385600	CCACVL1_24106	46.8354	51.9663
Os04g0385700	CCACVL1_30682	67.688	30.8767
Os04g0385900	CCACVL1_24104	38.4615	45.9184
Os04g0386300	CCACVL1_10997	40	31.0345
Os04g0386500	CCACVL1_24101	40.4878	24.9249
Os04g0386600	CCACVL1_08566	62.4679	49.2901
Os04g0386700	CCACVL1_30033	58.7591	58.3333
Os04g0388500	CCACVL1_24079	45.3639	46.4286
Os04g0388601	CCACVL1_10986	38.0952	31.6832
Os04g0388800	CCACVL1_03703	17.2241	29.3447
Os04g0388800	CCACVL1_10990	16.5552	28.3668
Os04g0388800	CCACVL1_24085	42.6421	30.2491
Os04g0388900	CCACVL1_04144	79.3814	84.6154
Os04g0388900	CCACVL1_13845	65.9794	82.0513
Os04g0389800	CCACVL1_01823	34.54	59.9476
Os04g0389800	CCACVL1_14947	61.2368	74.223
Os04g0389800	CCACVL1_20132	66.9683	67.5799
Os04g0390000	CCACVL1_25266	84.5472	83.9687
Os04g0390100	CCACVL1_10970	48.0519	56.7485
Os04g0390500	CCACVL1_10191	73.3038	74.1791
Os04g0390600	CCACVL1_10191	6.92124	4.32836
Os04g0390700	CCACVL1_10947	43.2065	45.9538
Os04g0390700	CCACVL1_10948	38.3152	45.4839
Os04g0390700	CCACVL1_10949	36.1413	28.7879
Os04g0390700	CCACVL1_10950	36.6848	45.9184
Os04g0390700	CCACVL1_10952	17.3913	51.2
Os04g0390700	CCACVL1_10953	45.3804	47.4432
Os04g0390700	CCACVL1_10954	46.1957	48.2955
Os04g0390700	CCACVL1_10956	46.1957	48.2955
Os04g0390800	CCACVL1_10947	37.6731	39.3064
Os04g0390800	CCACVL1_10948	33.518	39.0323
Os04g0390800	CCACVL1_10949	32.687	25.5411
Os04g0390800	CCACVL1_10950	32.687	40.1361
Os04g0390800	CCACVL1_10952	13.2964	38.4
Os04g0390800	CCACVL1_10953	41.2742	42.3295
Os04g0390800	CCACVL1_10954	42.3823	43.4659
Os04g0390800	CCACVL1_10956	40.1662	41.1932
Os04g0391000	CCACVL1_10946	37.4396	26.9565
Os04g0391500	CCACVL1_10188	53.1915	29.4811
Os04g0391500	CCACVL1_10943	51.4894	54.7511
Os04g0391900	CCACVL1_25964	4.06504	14.2857
Os04g0393100	CCACVL1_25597	22.2543	17.4603
Os04g0393200	CCACVL1_25597	21.8543	14.966
Os04g0393500	CCACVL1_02169	61.4815	76.8519
Os04g0393500	CCACVL1_21613	61.4815	75.4545
Os04g0394100	CCACVL1_10167	26.1728	27.3902
Os04g0394100	CCACVL1_30617	24.6914	27.8552
Os04g0394200	CCACVL1_03444	10.2273	29.4118
Os04g0394200	CCACVL1_11208	15.2273	34.5361
Os04g0394500	CCACVL1_05740	38.3838	34.8624
Os04g0394500	CCACVL1_20709	40.404	40.678
Os04g0394700	CCACVL1_10161	43.109	41.5765
Os04g0394700	CCACVL1_22322	47.2756	44.1617
Os04g0395600	CCACVL1_10143	68.8696	69.2308
Os04g0395800	CCACVL1_03998	19.6809	24.183
Os04g0395900	CCACVL1_07128	51.107	52.7619
Os04g0396500	CCACVL1_29087	19.797	23.6364
Os04g0396800	CCACVL1_05876	44.2553	72.2222
Os04g0396800	CCACVL1_08199	71.2766	72.1983
Os04g0397000	CCACVL1_15037	64.9123	59.6774
Os04g0397100	CCACVL1_05878	90.5707	52.8986
Os04g0397500	CCACVL1_05859	46.1538	9.70874
Os04g0397500	CCACVL1_08209	55.3846	10.0279
Os04g0397700	CCACVL1_05858	19.7183	41.1765
Os04g0398000	CCACVL1_21665	35.4478	39.4191
Os04g0398300	CCACVL1_05845	75.6849	35.2472
Os04g0398300	CCACVL1_09201	74.6575	29.4197
Os04g0398300	CCACVL1_21012	74.3151	31.6327
Os04g0398500	CCACVL1_10104	71.9424	72.7273
Os04g0398500	CCACVL1_21672	71.5827	72.6277
Os04g0398600	CCACVL1_00525	80	87.5
Os04g0398600	CCACVL1_09142	80.9524	82.5243
Os04g0398700	CCACVL1_06690	38.1818	37.2781
Os04g0398700	CCACVL1_15812	38.1818	37.5
Os04g0398700	CCACVL1_16461	38.7879	38.7879
Os04g0399000	CCACVL1_19817	18.2292	44.3038
Os04g0399300	CCACVL1_08786	42.7928	42.7928
Os04g0399300	CCACVL1_10090	33.3333	33.0357
Os04g0401800	CCACVL1_10085	58.0042	61.3187
Os04g0402100	CCACVL1_05835	73.9292	74.9057
Os04g0402200	CCACVL1_05761	17.5189	52.2599
Os04g0402200	CCACVL1_05833	45.8333	51.4894
Os04g0402300	CCACVL1_04203	72.3684	72.6872
Os04g0402500	CCACVL1_09092	22.1519	24.735
Os04g0402500	CCACVL1_16648	16.7722	19.1336
Os04g0403200	CCACVL1_09092	21.3256	26.1484
Os04g0403200	CCACVL1_16648	17.8674	22.3827
Os04g0403400	CCACVL1_05826	7.81405	36.7442
Os04g0403400	CCACVL1_05827	30.7616	39.1688
Os04g0403500	CCACVL1_15039	68.9103	70.9571
Os04g0403701	CCACVL1_28458	52.6923	51.6008
Os04g0404400	CCACVL1_27843	54.7541	56.229
Os04g0404400	CCACVL1_28627	55.082	52.3364
Os04g0404800	CCACVL1_04346	73.8956	71.5026
Os04g0404900	CCACVL1_07399	54.1387	56.8075
Os04g0405100	CCACVL1_05546	60.5263	54.0268
Os04g0405300	CCACVL1_11950	50.5455	30.2174
Os04g0405500	CCACVL1_28490	33.7793	22.2467
Os04g0405600	CCACVL1_14946	61.7068	76.2162
Os04g0405800	CCACVL1_04790	55.1155	36.7841
Os04g0405800	CCACVL1_12103	52.8053	32.2581
Os04g0406600	CCACVL1_25478	71.3303	72.8337
Os04g0407500	CCACVL1_12085	32	29.9625
Os04g0407500	CCACVL1_25475	30.4	25.0825
Os04g0407800	CCACVL1_10851	38.9881	39.577
Os04g0407900	CCACVL1_03421	55.6745	51.3834
Os04g0408600	CCACVL1_12074	61.5385	60.8187
Os04g0408600	CCACVL1_25713	53.2544	52.3256
Os04g0409200	CCACVL1_12072	65.8824	20.0717
Os04g0409500	CCACVL1_12070	56.3467	59.2834
Os04g0409600	CCACVL1_25706	45.7447	20.7729
Os04g0409900	CCACVL1_06308	71.0801	65.9128
Os04g0409900	CCACVL1_25766	71.2544	74.3636
Os04g0410300	CCACVL1_19080	65.3631	80.6897
Os04g0410400	CCACVL1_17007	43.3803	27.1127
Os04g0410400	CCACVL1_17008	44.2254	42.2043
Os04g0410400	CCACVL1_17010	45.0704	40.3023
Os04g0410600	CCACVL1_12051	61.0619	61.0619
Os04g0411200	CCACVL1_03521	44.4444	55.6962
Os04g0411200	CCACVL1_12048	45.4545	43.6893
Os04g0411200	CCACVL1_17874	43.4343	54.4304
Os04g0411400	CCACVL1_12042	79.1908	79.1908
Os04g0411400	CCACVL1_30972	71.0983	76.875
Os04g0411800	CCACVL1_06956	55.5233	28.465
Os04g0411800	CCACVL1_12040	51.4535	35.1889
Os04g0411800	CCACVL1_12041	58.1395	53.0504
Os04g0412000	CCACVL1_06956	48.7245	28.465
Os04g0412000	CCACVL1_12040	45.9184	35.7853
Os04g0412000	CCACVL1_12041	51.2755	53.3157
Os04g0412100	CCACVL1_12028	25.3456	28.9474
Os04g0412100	CCACVL1_30959	21.659	29.9363
Os04g0412300	CCACVL1_30948	56.0197	59.8425
Os04g0412500	CCACVL1_12013	39.9281	40.8088
Os04g0412800	CCACVL1_12011	39.2857	45.0128
Os04g0412900	CCACVL1_30941	60.0812	59.5973
Os04g0413000	CCACVL1_12000	42.9467	42.4149
Os04g0413100	CCACVL1_02793	24.1758	14.5695
Os04g0413200	CCACVL1_11988	53.413	30.3589
Os04g0413200	CCACVL1_11989	47.7816	58.3333
Os04g0413500	CCACVL1_11988	50.1672	29.098
Os04g0413500	CCACVL1_11989	43.9799	54.7917
Os04g0413600	CCACVL1_07028	91.3907	92
Os04g0413600	CCACVL1_11984	92.7152	91.5033
Os04g0413900	CCACVL1_01690	27.3469	34.0102
Os04g0413900	CCACVL1_07027	35.9184	34.5098
Os04g0414000	CCACVL1_07019	52.2634	20.8539
Os04g0414000	CCACVL1_11969	50.6173	29.6386
Os04g0414100	CCACVL1_07018	57.6364	59.0317
Os04g0414500	CCACVL1_03079	41.5254	14.5401
Os04g0414500	CCACVL1_11963	40.678	14.8607
Os04g0414700	CCACVL1_03080	66.1972	63.9456
Os04g0415000	CCACVL1_11937	47.4138	46.6102
Os04g0415100	CCACVL1_05008	15.5963	38.3459
Os04g0415100	CCACVL1_20031	20.7951	32.0755
Os04g0415200	CCACVL1_11930	32.8125	26.1411
Os04g0415600	CCACVL1_01926	25.5435	35.8779
Os04g0415600	CCACVL1_09807	33.1522	39.3548
Os04g0415600	CCACVL1_09808	29.3478	33.9623
Os04g0415600	CCACVL1_21118	25.5435	32.4138
Os04g0415600	CCACVL1_21127	25.5435	30.9211
Os04g0416000	CCACVL1_08027	55.615	52
Os04g0416100	CCACVL1_08028	52.6646	40.2878
Os04g0416100	CCACVL1_11927	53.9185	34.7475
Os04g0416400	CCACVL1_11925	38	21.3483
Os04g0416500	CCACVL1_11914	37.9934	26.2202
Os04g0416500	CCACVL1_22664	30.7566	23.463
Os04g0416700	CCACVL1_08033	36.3636	38.4615
Os04g0416700	CCACVL1_08035	35	8.12236
Os04g0416700	CCACVL1_11910	37.7273	39.7129
Os04g0417000	CCACVL1_04358	36.2637	39.5683
Os04g0417000	CCACVL1_05641	38.6813	38.6813
Os04g0417000	CCACVL1_11892	47.4725	44.0816
Os04g0417000	CCACVL1_22688	46.5934	43.0894
Os04g0417000	CCACVL1_22689	45.7143	45.614
Os04g0417600	CCACVL1_08292	19.7115	35.6522
Os04g0417800	CCACVL1_26010	38.9706	41.1491
Os04g0418000	CCACVL1_13969	51.9481	50
Os04g0418500	CCACVL1_26011	33.4812	37.284
Os04g0419550	CCACVL1_26964	41.6309	44.0909
Os04g0419700	CCACVL1_02822	44.4857	45.443
Os04g0419700	CCACVL1_06161	41.2639	44.5783
Os04g0419700	CCACVL1_06163	42.3792	42.9109
Os04g0419700	CCACVL1_06792	43.8662	27.8083
Os04g0419700	CCACVL1_10639	43.7423	44.5145
Os04g0419700	CCACVL1_22655	45.8488	46.5995
Os04g0419700	CCACVL1_27127	40.7683	43.461
Os04g0419900	CCACVL1_02822	44.4302	43.924
Os04g0419900	CCACVL1_06161	41.8694	43.7751
Os04g0419900	CCACVL1_06163	45.0704	44.1656
Os04g0419900	CCACVL1_06792	44.0461	27.0228
Os04g0419900	CCACVL1_10639	44.5583	43.884
Os04g0419900	CCACVL1_22655	44.9424	44.2066
Os04g0419900	CCACVL1_27127	41.9974	43.3289
Os04g0420033	CCACVL1_02822	41.4458	43.5443
Os04g0420033	CCACVL1_06161	38.4337	42.7042
Os04g0420033	CCACVL1_06163	41.3253	43.0364
Os04g0420033	CCACVL1_06792	40.8434	26.63
Os04g0420033	CCACVL1_10639	41.8072	43.7579
Os04g0420033	CCACVL1_22655	42.7711	44.7103
Os04g0420033	CCACVL1_27127	40	43.8573
Os04g0420300	CCACVL1_02822	43.4406	44.4304
Os04g0420300	CCACVL1_06161	39.7277	42.9719
Os04g0420300	CCACVL1_06163	43.8119	44.4166
Os04g0420300	CCACVL1_06792	42.8218	27.1799
Os04g0420300	CCACVL1_10639	43.6881	44.5145
Os04g0420300	CCACVL1_22655	44.1832	44.9622
Os04g0420300	CCACVL1_27127	40.099	42.8005
Os04g0420600	CCACVL1_02822	44.8622	45.3165
Os04g0420600	CCACVL1_06161	41.604	44.4444
Os04g0420600	CCACVL1_06163	44.8622	44.9184
Os04g0420600	CCACVL1_06792	43.609	27.337
Os04g0420600	CCACVL1_10639	43.985	44.2623
Os04g0420600	CCACVL1_22655	44.3609	44.5844
Os04g0420600	CCACVL1_27127	40.2256	42.4042
Os04g0420900	CCACVL1_02822	44.472	45.3165
Os04g0420900	CCACVL1_06161	41.2422	44.4444
Os04g0420900	CCACVL1_06163	44.2236	44.6675
Os04g0420900	CCACVL1_06792	43.9752	27.8083
Os04g0420900	CCACVL1_10639	43.6025	44.2623
Os04g0420900	CCACVL1_22655	44.5963	45.2141
Os04g0420900	CCACVL1_27127	40	42.5363
Os04g0421800	CCACVL1_27328	72.2034	35.0906
Os04g0421900	CCACVL1_27330	53.2243	56.9485
Os04g0422000	CCACVL1_26949	29.8561	39.1509
Os04g0422000	CCACVL1_26952	38.1295	58.8889
Os04g0422200	CCACVL1_13295	35.7664	39.2
Os04g0422200	CCACVL1_29328	38.6861	41.4062
Os04g0422300	CCACVL1_05520	45.7219	45.9677
Os04g0422900	CCACVL1_04707	30.7018	7.12106
Os04g0423200	CCACVL1_27490	30.3116	29.3956
Os04g0423600	CCACVL1_00035	13.5725	33.7209
Os04g0423700	CCACVL1_27499	67.0379	70.6573
Os04g0423800	CCACVL1_26114	47.5362	60.9665
Os04g0424200	CCACVL1_13277	51.0846	57.9336
Os04g0424200	CCACVL1_14123	37.8525	48.0716
Os04g0425100	CCACVL1_00294	29.9771	24.5318
Os04g0428900	CCACVL1_01912	56.6327	56.3452
Os04g0428950	CCACVL1_13278	57.2519	61.4754
Os04g0428950	CCACVL1_26917	64.8855	60.4982
Os04g0429100	CCACVL1_12443	54.2471	57.1138
Os04g0429300	CCACVL1_14030	27.8008	25.0936
Os04g0429300	CCACVL1_16976	27.3859	21.0863
Os04g0429400	CCACVL1_14030	22.5225	28.0899
Os04g0429400	CCACVL1_16976	21.3213	22.6837
Os04g0429500	CCACVL1_13409	1.60321	0.60423
Os04g0429500	CCACVL1_13410	2.00401	1.3459
Os04g0429600	CCACVL1_13409	27.399	16.3897
Os04g0429600	CCACVL1_13410	27.2727	29.0713
Os04g0429800	CCACVL1_26394	76.9094	77.4597
Os04g0430000	CCACVL1_14029	49.5177	35.814
Os04g0430000	CCACVL1_26392	73.3119	45.7831
Os04g0430100	CCACVL1_09348	60.6557	81.6176
Os04g0430100	CCACVL1_13563	54.6448	72.4638
Os04g0430400	CCACVL1_16973	30.9609	32.8302
Os04g0430600	CCACVL1_14023	49.5549	52.1875
Os04g0430600	CCACVL1_26387	48.368	51.4196
Os04g0430700	CCACVL1_14026	43.5006	47.2067
Os04g0430700	CCACVL1_14027	44.0154	45.6
Os04g0430700	CCACVL1_14028	45.6885	46.4052
Os04g0430800	CCACVL1_16970	40	41.4201
Os04g0430900	CCACVL1_17107	45.0704	43.6364
Os04g0431000	CCACVL1_18882	23.7354	8.1225
Os04g0431100	CCACVL1_05271	41.3793	39.8671
Os04g0431100	CCACVL1_05273	12.4138	43.9024
Os04g0431200	CCACVL1_23732	56.3758	25.6881
Os04g0431300	CCACVL1_23731	30.2083	28.7129
Os04g0432000	CCACVL1_06930	74.6518	81.7073
Os04g0432000	CCACVL1_16888	75.4875	83.642
Os04g0432100	CCACVL1_28174	34.5238	39.9083
Os04g0432200	CCACVL1_16292	63.0137	3.19889
Os04g0432300	CCACVL1_18215	44.2982	44.7894
Os04g0432400	CCACVL1_09548	76.4808	78.6738
Os04g0432500	CCACVL1_08106	52.2459	50.3417
Os04g0432500	CCACVL1_30513	56.0284	55.1163
Os04g0433800	CCACVL1_16885	46.6116	56.4565
Os04g0433800	CCACVL1_16886	50.4132	52.8139
Os04g0433900	CCACVL1_16452	25.6688	23.0519
Os04g0434300	CCACVL1_28156	54.4283	67.7355
Os04g0434600	CCACVL1_00192	67.0671	58.9789
Os04g0434800	CCACVL1_05673	67.4095	58.0336
Os04g0434800	CCACVL1_15914	13.649	45.3704
Os04g0434900	CCACVL1_08127	41.5663	28.2787
Os04g0435100	CCACVL1_07659	35.283	71.6475
Os04g0435100	CCACVL1_07664	67.7358	80.4933
Os04g0435500	CCACVL1_29321	61.8868	61.6541
Os04g0435700	CCACVL1_29385	72.4062	73.3781
Os04g0436100	CCACVL1_07376	48.366	24.5033
Os04g0436300	CCACVL1_23747	53.2423	36.1111
Os04g0437000	CCACVL1_25918	42	39.2523
Os04g0437500	CCACVL1_29685	35.4592	27.4704
Os04g0438300	CCACVL1_25446	42.8135	42.5532
Os04g0438400	CCACVL1_25999	47.7454	32.7273
Os04g0438500	CCACVL1_25687	34.6041	55.6604
Os04g0438600	CCACVL1_06030	31.6327	27.9279
Os04g0439100	CCACVL1_16884	50.2049	41.988
Os04g0439200	CCACVL1_16884	48.3831	33.3333
Os04g0439300	CCACVL1_07798	57.5163	12.1212
Os04g0439400	CCACVL1_07798	64.7619	9.36639
Os04g0439600	CCACVL1_04005	38.3212	46.5288
Os04g0440000	CCACVL1_08030	44.6809	47.2669
Os04g0440100	CCACVL1_16319	43.3925	44
Os04g0440100	CCACVL1_28122	42.4063	41.109
Os04g0441600	CCACVL1_03936	28.1065	28.1065
Os04g0441800	CCACVL1_05388	62.1931	62.603
Os04g0441900	CCACVL1_07379	69.6078	71.3568
Os04g0442000	CCACVL1_05386	64.3388	64.1481
Os04g0442100	CCACVL1_07398	39.2765	35.3488
Os04g0442200	CCACVL1_11533	62.4217	63.617
Os04g0443000	CCACVL1_18417	62.0839	63.1811
Os04g0443300	CCACVL1_29724	57.6	59.1376
Os04g0443500	CCACVL1_03748	64.4315	60.0543
Os04g0443700	CCACVL1_16331	32.7791	29.1139
Os04g0443750	CCACVL1_10054	2.1164	4.12371
Os04g0443750	CCACVL1_11413	56.6138	28.382
Os04g0443801	CCACVL1_10054	13.0319	50.5155
Os04g0443801	CCACVL1_11413	58.5106	58.3554
Os04g0443900	CCACVL1_06401	68.5374	67.2788
Os04g0444200	CCACVL1_15576	59.2025	44.936
Os04g0444400	CCACVL1_19218	51.8828	47.1483
Os04g0444400	CCACVL1_20961	41.4226	45.2055
Os04g0444600	CCACVL1_06542	86.1176	86.7299
Os04g0444800	CCACVL1_19497	51.3193	53.2148
Os04g0444800	CCACVL1_19498	53.4301	55.2524
Os04g0444900	CCACVL1_19032	66.4062	67.4603
Os04g0445100	CCACVL1_16397	46.5116	51.5464
Os04g0445400	CCACVL1_10503	37.3737	38.342
Os04g0445600	CCACVL1_18803	35.2518	37.6923
Os04g0445700	CCACVL1_21068	74.4589	72.4211
Os04g0445700	CCACVL1_21069	77.2727	78.9823
Os04g0446000	CCACVL1_20737	60.3774	15.311
Os04g0446100	CCACVL1_20726	35.8491	35.3638
Os04g0446300	CCACVL1_08529	61.4583	65.5556
Os04g0446300	CCACVL1_11602	8.85417	50
Os04g0446300	CCACVL1_11802	8.33333	45.7143
Os04g0446300	CCACVL1_18893	15.625	48.3871
Os04g0447100	CCACVL1_15674	54.1457	48.2643
Os04g0448000	CCACVL1_15329	38.2239	25.7812
Os04g0448100	CCACVL1_13283	38.9513	28.8089
Os04g0448100	CCACVL1_17561	39.7004	34.4156
Os04g0448200	CCACVL1_17564	22.6772	23.3766
Os04g0448300	CCACVL1_29442	50.8811	25.8101
Os04g0448600	CCACVL1_22697	64.7059	64.0212
Os04g0448700	CCACVL1_05567	29.0557	42.2535
Os04g0448800	CCACVL1_10136	81.1111	77.4536
Os04g0448900	CCACVL1_26372	66.7678	66.2651
Os04g0448950	CCACVL1_26372	46.5409	11.1446
Os04g0449000	CCACVL1_06560	50	61.3546
Os04g0449400	CCACVL1_13979	63.3621	34.3458
Os04g0449500	CCACVL1_26350	55.9177	57.193
Os04g0449900	CCACVL1_13958	60.2067	34.4675
Os04g0450000	CCACVL1_08291	23.2227	23.6715
Os04g0450100	CCACVL1_19594	31.0204	55.8824
Os04g0450200	CCACVL1_10362	52.7397	40
Os04g0450400	CCACVL1_20396	10.1952	23.2673
Os04g0450500	CCACVL1_22724	24.7012	14.6572
Os04g0450800	CCACVL1_01837	74.0741	89.5522
Os04g0451100	CCACVL1_26738	47.4057	49.8759
Os04g0451200	CCACVL1_02723	54.7862	55.6936
Os04g0452000	CCACVL1_05297	71.1268	71.8861
Os04g0452100	CCACVL1_05299	65.5714	70.8333
Os04g0452400	CCACVL1_26755	85.5586	85.0948
Os04g0452500	CCACVL1_06355	41.4269	41.1429
Os04g0452600	CCACVL1_09328	33.0544	39.5
Os04g0452700	CCACVL1_09328	35.9768	46.5
Os04g0453200	CCACVL1_09328	33.1361	42
Os04g0453266	CCACVL1_09328	46.6102	13.75
Os04g0453300	CCACVL1_09328	6.89655	3
Os04g0453400	CCACVL1_09328	34.1797	43.75
Os04g0454200	CCACVL1_09328	37.1373	48
Os04g0455600	CCACVL1_06340	58.0328	61.0345
Os04g0455600	CCACVL1_26780	65.2459	65.0327
Os04g0455800	CCACVL1_08070	76.178	77.1883
Os04g0455900	CCACVL1_21645	81.9398	78.0255
Os04g0455900	CCACVL1_28904	0	0
Os04g0456200	CCACVL1_26792	43.4783	40.8163
Os04g0456300	CCACVL1_26792	58.7629	29.0816
Os04g0456700	CCACVL1_26792	44.0415	43.3673
Os04g0456900	CCACVL1_26802	34.5133	26.3514
Os04g0457000	CCACVL1_20043	76.9841	75.1938
Os04g0457200	CCACVL1_26834	40.1869	46.4029
Os04g0457500	CCACVL1_26851	66.5505	64.094
Os04g0457800	CCACVL1_30392	84.3949	80.7927
Os04g0458200	CCACVL1_03932	54.173	55.6075
Os04g0458300	CCACVL1_05424	52.3684	56.6952
Os04g0458300	CCACVL1_13820	51.8421	54.8747
Os04g0458300	CCACVL1_13821	44.2105	45.6522
Os04g0458300	CCACVL1_19657	50	51.7711
Os04g0458300	CCACVL1_23752	12.1053	60.5263
Os04g0458600	CCACVL1_05424	49.4475	50.9972
Os04g0458600	CCACVL1_13820	49.7238	50.1393
Os04g0458600	CCACVL1_13821	42.5414	41.8478
Os04g0458600	CCACVL1_19657	47.7901	47.139
Os04g0458600	CCACVL1_23752	11.8785	56.5789
Os04g0458900	CCACVL1_07310	44.0141	44.0917
Os04g0458900	CCACVL1_22045	23.5915	40.1198
Os04g0459000	CCACVL1_13811	77.7601	84.8354
Os04g0459500	CCACVL1_02698	9.45274	90.4762
Os04g0459500	CCACVL1_04205	86.5672	86.1386
Os04g0459600	CCACVL1_06613	65.8416	66.8342
Os04g0459700	CCACVL1_31037	57.9151	57.2519
Os04g0459800	CCACVL1_13804	58.5831	51.1905
Os04g0460400	CCACVL1_06568	59.7826	58.8235
Os04g0460400	CCACVL1_13749	62.5	61.1702
Os04g0460500	CCACVL1_14961	54.9107	55.9091
Os04g0460600	CCACVL1_00414	44.3149	42.2222
Os04g0461000	CCACVL1_13747	56.8116	50.5155
Os04g0461000	CCACVL1_25354	27.8261	28.9157
Os04g0461100	CCACVL1_13136	14.7541	30
Os04g0461800	CCACVL1_09507	40.9364	40.5952
Os04g0462300	CCACVL1_07442	46.1765	51.3072
Os04g0462400	CCACVL1_07459	54.7297	49.7951
Os04g0462500	CCACVL1_13149	85.8779	85.5513
Os04g0462900	CCACVL1_17207	65.5405	69.7842
Os04g0463000	CCACVL1_06842	48.4305	50.9434
Os04g0463000	CCACVL1_31072	48.58	49.1679
Os04g0463200	CCACVL1_10300	21.7822	21.2219
Os04g0463400	CCACVL1_04451	67.4603	68.8259
Os04g0463400	CCACVL1_04452	57.1429	57.1429
Os04g0463500	CCACVL1_23852	57.2917	58.9286
Os04g0463700	CCACVL1_14952	30.2752	32.2476
Os04g0463800	CCACVL1_26742	47.4576	46.4286
Os04g0464100	CCACVL1_01608	32.2034	31.1475
